Orthogroup	Dufourea_novaeangliae	Ceratina_calcarata
OG0001434	XP_015431985.1	XP_017889177.1
OG0001435	XP_015438153.1	XP_017883931.1, XP_026671273.1, XP_017877621.2
OG0001436	XP_015438775.1	XP_017876998.1
OG0001437	XP_015430064.1	XP_017884691.1, XP_017884692.1
OG0001439	XP_015436708.1	XP_017884410.1
OG0001440	XP_015434491.1	XP_026666875.1, XP_026666874.1
OG0001441	XP_015431090.1	XP_026675397.1, XP_026675396.1, XP_017892516.1, XP_017892517.1, XP_017892515.1
OG0001442	XP_015433781.1	XP_017893654.1, XP_017893655.1
OG0001443	XP_015437455.1	XP_017888370.1, XP_017892979.2, XP_017884299.1
OG0001444	XP_015435442.1	XP_017875225.1
OG0001445	XP_015433377.1	XP_017877269.1, XP_017877268.1
OG0001446	XP_015436134.1	XP_026672224.1
OG0001447	XP_015429962.1	XP_017885975.1, XP_017885974.1
OG0001448	XP_015439502.1	XP_026672940.1, XP_026667489.1, XP_017882039.1
OG0001449	XP_015431128.1	XP_017878261.1
OG0001450	XP_015428911.1	XP_017891938.1
OG0001451	XP_015428697.1	XP_026669403.1, XP_017879433.2
OG0001452	XP_015430303.1	XP_017889409.1
OG0001453	XP_015428685.1	XP_026673003.1
OG0001454	XP_015429816.1	XP_017887905.1
OG0001455	XP_015432190.1, XP_015432191.1	XP_017882556.1, XP_017882555.1
OG0001456	XP_015438616.1	XP_017888444.1, XP_017888376.2
OG0001457	XP_015432681.1, XP_015432680.1	XP_017888500.1, XP_017888499.1
OG0001458	XP_015428547.1	XP_017890278.1
OG0001459	XP_015439222.1	XP_017884765.1, XP_026671717.1
OG0001460	XP_015439225.1	XP_017888096.1
OG0001462	XP_015428578.1	XP_017890884.1
OG0001463	XP_015437938.1	XP_026674181.1
OG0001464	XP_015434840.1	XP_017878131.1
OG0001465	XP_015433857.1, XP_015433860.1, XP_015433858.1, XP_015433859.1	XP_026673491.1, XP_017888448.1
OG0001466	XP_015429945.1	XP_017887658.2
OG0001467	XP_015430320.1	XP_017883737.1
OG0001468	XP_015433021.1, XP_015433020.1	XP_026674635.1, XP_017890741.1, XP_017890744.1
OG0001469	XP_015429461.1	XP_017886632.1, XP_026672621.1
OG0001470	XP_015432799.1	XP_026673755.1, XP_026673765.1
OG0001471	XP_015429447.1	XP_017880572.1
OG0001472	XP_015436615.1	XP_017892855.1, XP_026666482.1
OG0001473	XP_015429883.1, XP_015429882.1, XP_015429884.1	XP_017885967.1
OG0001474	XP_015429839.1	XP_026670043.1, XP_017881544.1, XP_017888611.2
OG0001476	XP_015435985.1	XP_017893605.1
OG0001477	XP_015431133.1	XP_017885737.1
OG0001478	XP_015434483.1	XP_026670918.1
OG0001479	XP_015439104.1	XP_017884983.1
OG0001480	XP_015430879.1	XP_026666771.1
OG0001481	XP_015437572.1, XP_015437571.1	XP_026669240.1, XP_017879913.1
OG0001482	XP_015432338.1	XP_017893549.1
OG0001483	XP_015438908.1	XP_017875452.1, XP_026667144.1, XP_026667143.1, XP_017875451.1
OG0001484	XP_015433224.1	XP_017889884.1, XP_017889885.1
OG0001485	XP_015429124.1	XP_017891548.1
OG0001486	XP_015431486.1	XP_017886285.1
OG0001487	XP_015431474.1	XP_017882351.1
OG0001488	XP_015440058.1, XP_015440057.1	XP_017876231.1
OG0001489	XP_015430582.1, XP_015430585.1	XP_017883782.1
OG0001490	XP_015436828.1	XP_017884729.1, XP_017884739.1
OG0001491	XP_015439227.1	XP_017875548.1, XP_017875549.1, XP_017875551.1
OG0001492	XP_015433404.1	XP_017883755.1
OG0001493	XP_015431734.1	XP_017877969.1
OG0001494	XP_015439824.1	XP_017883504.1, XP_026671066.1
OG0001495	XP_015432239.1	XP_017882595.1
OG0001496	XP_015439813.1, XP_015439812.1	XP_017875846.1, XP_017875845.1
OG0001497	XP_015428567.1	XP_026674694.1
OG0001498	XP_015436577.1	XP_017879041.1
OG0001499	XP_015436536.1	XP_017878926.1
OG0001500	XP_015435937.1	XP_017880835.1, XP_026669754.1
OG0001501	XP_015437147.1	XP_017878765.1
OG0001502	XP_015434258.1	XP_017880849.1
OG0001503	XP_015439998.1	XP_017883532.1, XP_026671048.1
OG0001504	XP_015438622.1	XP_017880191.1
OG0001505	XP_015438089.1	XP_017877910.1
OG0001506	XP_015438863.1	XP_017879946.1
OG0001507	XP_015433408.1	XP_026669941.1, XP_017881178.1, XP_017881179.1
OG0001508	XP_015430156.1	XP_017891167.1
OG0001509	XP_015439041.1	XP_017877581.1
OG0001511	XP_015439639.1	XP_017890699.1
OG0001512	XP_015437322.1, XP_015437324.1, XP_015437323.1	XP_017878480.1
OG0001513	XP_015431637.1	XP_017879106.1
OG0001514	XP_015436352.1	XP_026669671.1, XP_017880801.1
OG0001516	XP_015432932.1	XP_017875778.1
OG0001517	XP_015437153.1	XP_017893011.1, XP_026666522.1
OG0001518	XP_015431506.1	XP_017884016.1, XP_026671325.1, XP_026671326.1, XP_026671329.1, XP_026671328.1
OG0001525	XP_015429084.1	XP_017884343.1
OG0001526	XP_015439549.1	XP_017892400.2
OG0001527	XP_015437253.1, XP_015435215.1	XP_017877242.1, XP_017877241.2, XP_017884414.2
OG0001528	XP_015433886.1, XP_015433879.1	XP_017885637.1
OG0001529	XP_015433151.1	XP_017889375.1
OG0001530	XP_015436152.1	XP_017885469.1, XP_017885471.1
OG0001531	XP_015428643.1, XP_015428644.1, XP_015428645.1	XP_017890359.1
OG0001532	XP_015433143.1	XP_017890991.1
OG0001533	XP_015432571.1	XP_026674720.1, XP_017890983.1
OG0001534	XP_015433471.1, XP_015433464.1, XP_015433478.1	XP_017893079.1, XP_026666540.1
OG0001535	XP_015439931.1, XP_015439932.1	XP_017883594.1, XP_017883592.1
OG0001536	XP_015434568.1, XP_015434569.1	XP_017890840.1
OG0001538	XP_015439327.1	XP_026674081.1
OG0001539	XP_015430112.1	XP_026673291.1, XP_026673290.1, XP_026673289.1, XP_026673287.1, XP_026673285.1, XP_026673286.1
OG0001540	XP_015433844.1	XP_017887759.1, XP_026673047.1, XP_026673048.1
OG0001541	XP_015430213.1	XP_017884995.1
OG0001542	XP_015433778.1	XP_017876197.1
OG0001544	XP_015431565.1	XP_017884904.1, XP_026672824.1, XP_026672831.1
OG0001545	XP_015438990.1	XP_017881602.1, XP_017881601.1
OG0001546	XP_015431060.1	XP_026668019.1, XP_017877382.1
OG0001547	XP_015429160.1	XP_017890906.1
OG0001549	XP_015430263.1	XP_017883626.1, XP_026671122.1, XP_026671123.1
OG0001550	XP_015429844.1, XP_015429845.1	XP_017892385.1
OG0001551	XP_015437601.1	XP_017878783.1
OG0001552	XP_015437094.1	XP_017884879.1
OG0001554	XP_015438856.1	XP_017879957.1
OG0001555	XP_015436617.1	XP_017880388.1
OG0001556	XP_015438998.1	XP_026674739.1
OG0001557	XP_015440112.1	XP_017885390.1
OG0001558	XP_015429154.1	XP_017888520.1, XP_017888521.1, XP_026666496.1
OG0001559	XP_015436748.1, XP_015436749.1	XP_017890976.1
OG0001560	XP_015430418.1	XP_017883465.1
OG0001561	XP_015436769.1, XP_015436770.1	XP_026666523.1, XP_017893033.1
OG0001562	XP_015436747.1, XP_015436746.1	XP_017877650.1
OG0001563	XP_015437657.1	XP_017882257.1, XP_017882258.1
OG0001564	XP_015436777.1	XP_017875596.1
OG0001565	XP_015438554.1	XP_026675042.1, XP_026675043.1
OG0001566	XP_015436276.1	XP_017885154.1
OG0001567	XP_015434499.1	XP_026669085.1
OG0001568	XP_015435189.1	XP_017885151.1, XP_026671963.1
OG0001569	XP_015434817.1, XP_015434818.1	XP_017878165.1, XP_026668400.1, XP_026668401.1
OG0001570	XP_015428537.1	XP_017884523.1
OG0001571	XP_015428829.1	XP_017878185.1
OG0001572	XP_015430486.1	XP_017877225.1, XP_017881885.1
OG0001573	XP_015437184.1, XP_015437194.1	XP_017875097.1
OG0001574	XP_015429903.1	XP_017887554.1
OG0001575	XP_015428415.1	XP_017892885.1, XP_017892887.1
OG0001576	XP_015432167.1	XP_026672114.1, XP_017876924.1, XP_017891729.2
OG0001577	XP_015430902.1, XP_015430901.1	XP_017881529.1
OG0001578	XP_015437514.1	XP_017876021.1
OG0001579	XP_015437404.1	XP_017878479.1
OG0001580	XP_015437755.1	XP_017890609.1
OG0001581	XP_015436048.1	XP_017880945.1
OG0001582	XP_015433269.1	XP_017883039.2, XP_026670868.1
OG0001583	XP_015429077.1	XP_017891506.1, XP_017891513.1, XP_017891522.1
OG0001584	XP_015433871.1	XP_026675487.1, XP_017892324.1
OG0001585	XP_015438206.1	XP_017885861.1
OG0001586	XP_015431821.1	XP_017876970.1, XP_017876971.1
OG0001587	XP_015432988.1	XP_017877114.1
OG0001588	XP_015431342.1	XP_017876528.1, XP_017876529.1
OG0001589	XP_015430392.1	XP_017883654.1, XP_026671100.1
OG0001590	XP_015434409.1	XP_026672197.1, XP_026672196.1, XP_017885742.1
OG0001591	XP_015434534.1	XP_026671982.1, XP_026671979.1
OG0001592	XP_015436703.1	XP_017875147.2
OG0001593	XP_015434850.1	XP_017878344.1
OG0001594	XP_015430164.1	XP_026675035.1, XP_017891569.1, XP_017891570.1
OG0001595	XP_015431048.1	XP_017889291.1, XP_017889289.1
OG0001596	XP_015429340.1	XP_017885977.1, XP_026672792.1
OG0001597	XP_015432364.1	XP_026666816.1, XP_017893513.1, XP_017893514.1
OG0001598	XP_015435193.1	XP_026670975.1
OG0001599	XP_015438042.1	XP_017883205.1
OG0001600	XP_015436913.1	XP_026668545.1, XP_026668541.1
OG0001601	XP_015437682.1	XP_017892341.1
OG0001602	XP_015431859.1	XP_017889927.1, XP_017889918.1
OG0001603	XP_015434383.1	XP_017881051.1
OG0001604	XP_015434252.1	XP_017880726.1
OG0001605	XP_015429608.1	XP_017893299.1, XP_017893298.1, XP_026666580.1
OG0001606	XP_015429606.1	XP_017893319.1
OG0001607	XP_015432541.1, XP_015432542.1	XP_017888517.1, XP_017888514.1
OG0001608	XP_015439410.1	XP_017883267.1, XP_017883268.1
OG0001609	XP_015438923.1	XP_026670238.1, XP_026670311.1
OG0001610	XP_015434184.1	XP_017888076.1, XP_017888074.1, XP_017888075.1
OG0001611	XP_015435924.1	XP_017886121.1
OG0001612	XP_015436926.1	XP_017881763.1
OG0001613	XP_015439341.1	XP_017886510.1
OG0001614	XP_015435854.1	XP_026669752.1
OG0001615	XP_015428684.1	XP_017883624.2, XP_017884352.1
OG0001616	XP_015428995.1	XP_026675125.1, XP_026675124.1, XP_017890968.1, XP_026675126.1
OG0001617	XP_015436102.1	XP_017885462.1
OG0001618	XP_015436324.1	XP_017885431.1, XP_017885432.1
OG0001619	XP_015436271.1	XP_017881174.1, XP_017881176.1, XP_026669908.1
OG0001620	XP_015439552.1	XP_017892414.1, XP_026675413.1, XP_026675416.1
OG0001621	XP_015436308.1	XP_017875135.1, XP_017886220.2
OG0001622	XP_015435370.1	XP_026674758.1
OG0001623	XP_015431672.1	XP_026668345.1, XP_017877892.1
OG0001624	XP_015438512.1	XP_017882065.1, XP_026670405.1
OG0001625	XP_015440304.1	XP_017878347.1
OG0001627	XP_015431395.1	XP_017875656.1
OG0001628	XP_015438365.1	XP_026669916.1, XP_026669915.1
OG0001629	XP_015429415.1	XP_017881140.1
OG0001631	XP_015439420.1	XP_017886371.1
OG0001632	XP_015431546.1	XP_017884024.1, XP_017884025.1, XP_026671330.1
OG0001633	XP_015428980.1	XP_017879337.1
OG0001634	XP_015430921.1	XP_026669292.1, XP_017880071.1
OG0001635	XP_015440041.1	XP_017890040.1, XP_026674324.1
OG0001636	XP_015440134.1	XP_017877836.1, XP_026668308.1
OG0001637	XP_015439073.1, XP_015439072.1	XP_017882165.1
OG0001638	XP_015438019.1	XP_026667362.1
OG0001639	XP_015434670.1	XP_017884129.1
OG0001640	XP_015438669.1	XP_017886703.1
OG0001641	XP_015436715.1, XP_015436716.1	XP_017893050.1
OG0001642	XP_015439645.1	XP_017883483.1
OG0001643	XP_015437276.1	XP_017884208.1
OG0001644	XP_015428917.1, XP_015428918.1	XP_017891895.1
OG0001645	XP_015440424.1	XP_017876644.1
OG0001646	XP_015440543.1	XP_017882156.1
OG0001647	XP_015440464.1, XP_015440465.1	XP_017878679.1, XP_026668659.1
OG0001648	XP_015436258.1	XP_026670201.1
OG0001649	XP_015436389.1	XP_017875015.1
OG0001650	XP_015433810.1	XP_017892027.1
OG0001651	XP_015439882.1	XP_026674277.1
OG0001652	XP_015439633.1	XP_017885744.1
OG0001653	XP_015431908.1	XP_017891954.1
OG0001654	XP_015431928.1	XP_026674462.1, XP_017890383.1, XP_026674465.1, XP_026674464.1, XP_026674463.1, XP_026674461.1
OG0001655	XP_015428825.1	XP_017878355.1
OG0001656	XP_015437268.1	XP_026674495.1, XP_026674497.1
OG0001657	XP_015438195.1	XP_017882759.1
OG0001658	XP_015434984.1	XP_017884246.1
OG0001659	XP_015435012.1	XP_017884253.1
OG0001660	XP_015433969.1	XP_017876879.1
OG0001661	XP_015434992.1	XP_017879218.1, XP_017879219.1
OG0001662	XP_015432534.1	XP_017884014.1
OG0001663	XP_015429071.1	XP_017880550.1, XP_017880549.1
OG0001664	XP_015428533.1, XP_015428586.1	XP_017892097.1, XP_017892096.1
OG0001665	XP_015429864.1	XP_017885968.1
OG0001666	XP_015431149.1	XP_017892497.1, XP_017892499.1
OG0001667	XP_015432737.1	XP_017880212.1
OG0001668	XP_015437005.1	XP_026670648.1, XP_017882647.1
OG0001669	XP_015440078.1	XP_017883095.1
OG0001671	XP_015437762.1	XP_017877577.1
OG0001672	XP_015437156.1, XP_015437157.1	XP_017882747.1, XP_017891744.1
OG0001673	XP_015438543.1	XP_017884535.1
OG0001674	XP_015431443.1	XP_017892763.1
OG0001675	XP_015429490.1	XP_026674931.1, XP_026674936.1
OG0001676	XP_015429042.1	XP_017883238.2
OG0001677	XP_015430313.1	XP_017880438.1
OG0001678	XP_015429372.1	XP_017880854.1
OG0001679	XP_015431077.1, XP_015431078.1	XP_017876213.1
OG0001680	XP_015439635.1	XP_017879500.1
OG0001681	XP_015429540.1, XP_015429541.1, XP_015429538.1, XP_015429539.1	XP_017893263.1
OG0001682	XP_015432244.1	XP_017891037.1, XP_026675097.1
OG0001683	XP_015429458.1	XP_017880508.1
OG0001684	XP_015428983.1	XP_026668916.1
OG0001685	XP_015429162.1	XP_026675056.1, XP_017890954.1, XP_026675063.1, XP_026675067.1
OG0001686	XP_015430731.1, XP_015430729.1	XP_017893596.1, XP_017893594.2
OG0001687	XP_015436950.1	XP_026675068.1
OG0001688	XP_015431644.1	XP_026668217.1, XP_017878483.1
OG0001689	XP_015436934.1	XP_017878843.1, XP_026668733.1
OG0001690	XP_015433265.1	XP_017891574.1
OG0001691	XP_015439867.1	XP_017891783.1
OG0001692	XP_015429557.1	XP_017892283.1
OG0001693	XP_015434463.1	XP_017883418.1, XP_017883332.1, XP_026672703.1
OG0001694	XP_015436425.1	XP_017885906.1
OG0001696	XP_015430914.1, XP_015430915.1, XP_015430916.1, XP_015430917.1	XP_026669303.1
OG0001697	XP_015428967.1	XP_017880036.1
OG0001698	XP_015430544.1	XP_017883372.1
OG0001699	XP_015431050.1	XP_026669830.1
OG0001700	XP_015431299.1	XP_017882242.1, XP_017882244.1, XP_026670249.1, XP_017882243.1
OG0001701	XP_015428958.1	XP_026675189.1, XP_017891905.1
OG0001702	XP_015438449.1, XP_015438448.1, XP_015438447.1	XP_017886612.1
OG0001703	XP_015438608.1	XP_017881290.1
OG0001704	XP_015437290.1	XP_026668815.1
OG0001705	XP_015436546.1	XP_017883950.1
OG0001706	XP_015437021.1	XP_017880362.1
OG0001707	XP_015432136.1	XP_017882609.1, XP_017882610.1
OG0001708	XP_015432403.1	XP_017877489.1, XP_026668071.1
OG0001709	XP_015428541.1	XP_017888568.1
OG0001710	XP_015438123.1	XP_026675117.1
OG0001711	XP_015437609.1	XP_017876930.1
OG0001713	XP_015438727.1	XP_026671942.1
OG0001715	XP_015436471.1	XP_017888104.1
OG0001716	XP_015435225.1	XP_017885124.1
OG0001717	XP_015439167.1	XP_017884438.1
OG0001718	XP_015430074.1	XP_017882195.1, XP_017882191.1
OG0001719	XP_015437972.1	XP_026674203.1
OG0001720	XP_015438377.1	XP_017878155.1, XP_017878156.1, XP_026668423.1
OG0001721	XP_015430391.1	XP_017890662.1
OG0001722	XP_015429325.1	XP_017886149.1
OG0001723	XP_015437160.1	XP_017892536.1, XP_017892532.1
OG0001726	XP_015435014.1	XP_017884278.1
OG0001727	XP_015435027.1	XP_017884010.1
OG0001728	XP_015433096.1	XP_017892931.1
OG0001729	XP_015434987.1	XP_026668979.1, XP_017879385.1, XP_017879386.1
OG0001730	XP_015431922.1	XP_017876893.1
OG0001731	XP_015434989.1	XP_017879238.1, XP_017879221.1
OG0001732	XP_015437108.1, XP_015437105.1	XP_017885283.1, XP_017885275.1
OG0001733	XP_015429316.1	XP_017887184.1
OG0001734	XP_015435775.1	XP_017884044.1, XP_017884043.1
OG0001735	XP_015432829.1	XP_017875938.1
OG0001736	XP_015435926.1	XP_017893435.1
OG0001737	XP_015431751.1, XP_015431750.1	XP_017878179.1, XP_017878187.1
OG0001738	XP_015437598.1	XP_017885796.1
OG0001739	XP_015433121.1	XP_017876592.1, XP_017876591.1, XP_017876590.1, XP_026667591.1
OG0001740	XP_015431675.1	XP_017877764.2
OG0001741	XP_015436879.1	XP_017877765.2
OG0001742	XP_015436805.1	XP_017882734.1, XP_017877438.1, XP_017890879.1, XP_017890877.1
OG0001743	XP_015431691.1	XP_017888682.1
OG0001744	XP_015440319.1	XP_017885719.1, XP_017889227.1
OG0001745	XP_015433278.1, XP_015433279.1	XP_017883007.2
OG0001746	XP_015433284.1	XP_017891357.1
OG0001747	XP_015432675.1	XP_026672728.1
OG0001748	XP_015439782.1	XP_017879592.1
OG0001749	XP_015440008.1	XP_017883530.1, XP_026671047.1, XP_017883531.1, XP_017883528.1, XP_026671046.1
OG0001750	XP_015439283.1	XP_026669213.1
OG0001751	XP_015440252.1	XP_026670888.1
OG0001752	XP_015439802.1	XP_017883582.1
OG0001753	XP_015439958.1	XP_017879876.1
OG0001754	XP_015431999.1	XP_026672777.1, XP_017886957.1
OG0001756	XP_015432527.1	XP_026666541.1
OG0001757	XP_015432062.1	XP_026675565.1
OG0001758	XP_015437137.1	XP_017892318.1
OG0001759	XP_015434435.1, XP_015434437.1	XP_017893270.1, XP_017893262.1
OG0001760	XP_015431144.1	XP_017892501.1
OG0001761	XP_015437600.1	XP_017884086.1, XP_026671355.1
OG0001762	XP_015433532.1	XP_026673720.1, XP_026673719.1
OG0001763	XP_015429595.1	XP_017877356.1
OG0001764	XP_015435950.1	XP_017891198.1
OG0001765	XP_015428534.1	XP_026674693.1
OG0001766	XP_015430441.1	XP_017888589.1
OG0001767	XP_015431117.1	XP_017885723.1
OG0001768	XP_015431047.1	XP_026669919.1, XP_017881300.1
OG0001769	XP_015431039.1	XP_017878260.1
OG0001770	XP_015438580.1	XP_017891597.1
OG0001771	XP_015434742.1	XP_017882707.1
OG0001772	XP_015438521.1	XP_017881311.1
OG0001773	XP_015438399.1	XP_026672607.1
OG0001774	XP_015436643.1	XP_017883670.1
OG0001775	XP_015438450.1	XP_017882020.1
OG0001776	XP_015431430.1	XP_026670426.1
OG0001777	XP_015438319.1	XP_017887623.1
OG0001778	XP_015435251.1	XP_017889079.1
OG0001779	XP_015434026.1	XP_017889395.1
OG0001780	XP_015437394.1	XP_026674561.1
OG0001781	XP_015436598.1, XP_015438156.1	XP_017880359.1
OG0001782	XP_015430011.1	XP_017875093.1, XP_017875095.1
OG0001783	XP_015435561.1	XP_026667510.1, XP_017876295.1
OG0001784	XP_015428699.1	XP_026669393.1, XP_026669396.1, XP_026669397.1
OG0001785	XP_015438690.1	XP_017888402.1, XP_026673479.1
OG0001787	XP_015432322.1	XP_026674396.1
OG0001788	XP_015428571.1	XP_026674397.1
OG0001789	XP_015432378.1	XP_017886052.1
OG0001790	XP_015437701.1	XP_017877169.1
OG0001791	XP_015432288.1	XP_017890326.1
OG0001792	XP_015436864.1, XP_015436865.1	XP_017883599.1, XP_017883590.1
OG0001793	XP_015433019.1	XP_026669805.1
OG0001794	XP_015434077.1	XP_026671695.1
OG0001795	XP_015435235.1	XP_026666642.1, XP_017893177.1
OG0001797	XP_015429311.1	XP_017893173.1
OG0001798	XP_015439230.1	XP_017884373.1
OG0001799	XP_015430239.1	XP_017892160.1
OG0001800	XP_015434050.1	XP_017875426.2
OG0001801	XP_015438946.1	XP_026671572.1
OG0001802	XP_015429567.1	XP_017876145.1
OG0001803	XP_015434839.1	XP_017878276.1, XP_017878278.1
OG0001804	XP_015434792.1	XP_017878281.1
OG0001805	XP_015434884.1	XP_026668946.1, XP_026668947.1
OG0001806	XP_015431244.1, XP_015431029.1, XP_015431028.1, XP_015431231.1, XP_015431027.1	XP_017877132.1, XP_017887927.2
OG0001807	XP_015428703.1	XP_017891282.1
OG0001808	XP_015433128.1, XP_015433129.1	XP_017891459.2
OG0001809	XP_015437951.1	XP_017882904.1
OG0001810	XP_015428430.1	XP_017876882.1, XP_017876883.1
OG0001811	XP_015432800.1	XP_026670976.1
OG0001812	XP_015434330.1	XP_017885785.1
OG0001813	XP_015429888.1	XP_017881855.2
OG0001813	XP_015429833.1	XP_017880442.1
OG0001814	XP_015438136.1, XP_015439757.1	XP_026669132.1
OG0001815	XP_015432253.1	XP_017884158.1, XP_017884157.1
OG0001816	XP_015436315.1	XP_017876225.1
OG0001817	XP_015435029.1	XP_026667832.1, XP_017876792.1
OG0001818	XP_015434314.1	XP_017884023.1
OG0001819	XP_015434928.1	XP_026673953.1, XP_017889773.1
OG0001820	XP_015439400.1	XP_017886406.1, XP_017886408.1
OG0001821	XP_015435107.1	XP_026666940.1, XP_026666939.1
OG0001822	XP_015438597.1, XP_015438596.1	XP_017891870.1
OG0001823	XP_015429665.1	XP_017875912.1
OG0001824	XP_015430754.1	XP_017877900.1
OG0001825	XP_015439936.1	XP_017879849.1
OG0001826	XP_015440037.1	XP_017890173.1, XP_017890174.1
OG0001827	XP_015437162.1	XP_017893031.1
OG0001828	XP_015436332.1	XP_026672038.1
OG0001829	XP_015433682.1	XP_017880768.1, XP_017880771.1
OG0001830	XP_015434128.1	XP_017884967.1
OG0001831	XP_015432434.1	XP_026674032.1, XP_026674031.1, XP_017889914.1
OG0001832	XP_015432034.1	XP_017892712.1
OG0001833	XP_015433725.1	XP_017892004.1, XP_017892003.1
OG0001834	XP_015435807.1	XP_017886188.1
OG0001835	XP_015430297.1	XP_017883701.1, XP_026671097.1, XP_026671096.1
OG0001836	XP_015440539.1, XP_015440538.1	XP_026670369.1, XP_017882317.1
OG0001837	XP_015429964.1	XP_017887946.1
OG0001838	XP_015439576.1	XP_017892016.1
OG0001839	XP_015437733.1	XP_017888310.1
OG0001840	XP_015428467.1	XP_017886926.1
OG0001841	XP_015438159.1	XP_017875068.1
OG0001842	XP_015435220.1	XP_017876382.1
OG0001843	XP_015429725.1	XP_017877160.1, XP_017890061.1
OG0001844	XP_015433814.1, XP_015433817.1	XP_026675295.1, XP_017891845.1
OG0001846	XP_015434472.1, XP_015434473.1	XP_026666637.1, XP_017893239.1
OG0001847	XP_015429721.1	XP_017890858.1, XP_026674676.1, XP_026674678.1, XP_026674677.1
OG0001848	XP_015428480.1	XP_017886768.1
OG0001849	XP_015432037.1	XP_017880233.1
OG0001850	XP_015440083.1	XP_017883488.1, XP_026671033.1
OG0001851	XP_015434140.1	XP_017884839.1
OG0001852	XP_015437699.1, XP_015437700.1	XP_017890463.1
OG0001853	XP_015432888.1	XP_017876144.1
OG0001854	XP_015429605.1	XP_017877372.1
OG0001855	XP_015435283.1	XP_017888165.1
OG0001856	XP_015440299.1	XP_017878350.1, XP_026668520.1, XP_026668521.1
OG0001857	XP_015428693.1	XP_017886950.1
OG0001858	XP_015435392.1	XP_017889064.1, XP_026673802.1
OG0001859	XP_015434312.1	XP_026669693.1, XP_017880884.1
OG0001860	XP_015434727.1, XP_015434729.1	XP_026674058.1, XP_017889569.1
OG0001861	XP_015430573.1	XP_017883420.1
