Orthogroup	Dufourea_novaeangliae	Nomia_melanderi
OG0002463	XP_015433505.1	XP_031830798.1
OG0002464	XP_015435236.1	XP_031834660.1, XP_031834671.1
OG0002465	XP_015431208.1	XP_031837875.1
OG0002466	XP_015432312.1	XP_031847632.1
OG0002467	XP_015429513.1	XP_031834147.1
OG0002468	XP_015431886.1	XP_031848285.1
OG0002469	XP_015431896.1	XP_031836489.1, XP_031836488.1
OG0002470	XP_015433639.1	XP_031849509.1
OG0002471	XP_015428652.1	XP_031832357.1
OG0002473	XP_015432523.1	XP_031842798.1
OG0002474	XP_015431366.1	XP_031830992.1
OG0002475	XP_015438138.1, XP_015431410.1	XP_031830835.1, XP_031830836.1
OG0002476	XP_015439062.1	XP_031836216.1
OG0002478	XP_015440461.1	XP_031847049.1
OG0002479	XP_015431163.1	XP_031838759.1, XP_031838822.1
OG0002480	XP_015436141.1	XP_031838095.1
OG0002481	XP_015438546.1	XP_031831091.1
OG0002482	XP_015429570.1	XP_031838377.1
OG0002483	XP_015437866.1	XP_031848947.1
OG0002484	XP_015437666.1	XP_031825911.1
OG0002486	XP_015429224.1	XP_031849032.1
OG0002487	XP_015435575.1	XP_031829035.1
OG0002488	XP_015428884.1	XP_031825841.1
OG0002489	XP_015439894.1	XP_031845678.1
OG0002490	XP_015431033.1	XP_031838205.1
OG0002491	XP_015432226.1	XP_031827531.1
OG0002492	XP_015432335.1	XP_031835672.1
OG0002494	XP_015440069.1	XP_031845655.1, XP_031843377.1
OG0002495	XP_015439674.1	XP_031833914.1
OG0002496	XP_015433363.1	XP_031825625.1, XP_031825626.1, XP_031825627.1, XP_031825628.1
OG0002497	XP_015436582.1	XP_031847004.1
OG0002498	XP_015431560.1	XP_031834307.1, XP_031834309.1
OG0002499	XP_015434632.1	XP_031828467.1
OG0002500	XP_015438202.1	XP_031828120.1
OG0002501	XP_015432703.1	XP_031826861.1
OG0002502	XP_015437776.1	XP_031835464.1
OG0002503	XP_015429356.1	XP_031844135.1
OG0002504	XP_015429349.1	XP_031844145.1
OG0002505	XP_015434418.1	XP_031834125.1, XP_031834124.1, XP_031834126.1
OG0002506	XP_015429831.1	XP_031846667.1
OG0002507	XP_015435190.1	XP_031826484.1
OG0002508	XP_015435813.1	XP_031831564.1, XP_031831562.1
OG0002509	XP_015434427.1	XP_031834174.1
OG0002510	XP_015432342.1	XP_031832393.1, XP_031832394.1
OG0002511	XP_015437965.1	XP_031844758.1
OG0002512	XP_015433709.1, XP_015433707.1	XP_031849461.1, XP_031849467.1
OG0002513	XP_015437125.1	XP_031831680.1, XP_031831681.1
OG0002514	XP_015434852.1	XP_031843204.1, XP_031843205.1
OG0002515	XP_015431053.1	XP_031838895.1, XP_031838879.1
OG0002516	XP_015433681.1	XP_031849525.1
OG0002517	XP_015428587.1	XP_031832361.1
OG0002518	XP_015432305.1	XP_031844384.1, XP_031844383.1
OG0002519	XP_015434831.1	XP_031833745.1
OG0002520	XP_015435987.1	XP_031832021.1
OG0002521	XP_015430843.1	XP_031833205.1
OG0002522	XP_015430617.1	XP_031845115.1
OG0002523	XP_015429632.1	XP_031845689.1
OG0002524	XP_015430499.1	XP_031830105.1
OG0002525	XP_015438057.1	XP_031832140.1
OG0002526	XP_015429809.1	XP_031828127.1
OG0002527	XP_015429693.1	XP_031836275.1, XP_031836273.1
OG0002528	XP_015431276.1	XP_031831036.1, XP_031831037.1
OG0002529	XP_015428479.1	XP_031826995.1
OG0002530	XP_015428501.1, XP_015428502.1, XP_015428503.1	XP_031848730.1
OG0002531	XP_015430472.1	XP_031829784.1, XP_031829785.1
OG0002532	XP_015430549.1	XP_031829725.1
OG0002533	XP_015430465.1	XP_031829809.1
OG0002534	XP_015429207.1	XP_031838403.1
OG0002535	XP_015435881.1, XP_015435882.1, XP_015435880.1	XP_031836825.1
OG0002536	XP_015434264.1	XP_031848438.1
OG0002537	XP_015434257.1	XP_031848337.1, XP_031848336.1
OG0002538	XP_015435086.1	XP_031832131.1
OG0002540	XP_015431227.1	XP_031837776.1
OG0002541	XP_015439442.1	XP_031842503.1
OG0002542	XP_015431012.1	XP_031836781.1
OG0002543	XP_015432408.1	XP_031827660.1
OG0002544	XP_015434044.1	XP_031837239.1
OG0002545	XP_015437427.1	XP_031833337.1
OG0002546	XP_015436000.1	XP_031828121.1
OG0002547	XP_015432179.1	XP_031841586.1
OG0002548	XP_015435948.1	XP_031832035.1, XP_031832036.1
OG0002549	XP_015435106.1	XP_031832280.1, XP_031832282.1, XP_031832279.1, XP_031832281.1
OG0002550	XP_015431576.1	XP_031840965.1
OG0002551	XP_015435804.1, XP_015435803.1, XP_015435802.1	XP_031841038.1
OG0002552	XP_015435905.1	XP_031840760.1
OG0002553	XP_015433115.1	XP_031847480.1
OG0002554	XP_015433252.1	XP_031831307.1
OG0002555	XP_015428460.1	XP_031847052.1, XP_031847053.1
OG0002556	XP_015428472.1	XP_031847046.1
OG0002557	XP_015440388.1	XP_031836299.1, XP_031836302.1
OG0002559	XP_015429033.1, XP_015429034.1	XP_031834750.1, XP_031834751.1
OG0002560	XP_015438733.1	XP_031843427.1
OG0002561	XP_015436688.1	XP_031832330.1
OG0002562	XP_015434639.1	XP_031826937.1
OG0002563	XP_015436340.1	XP_031842615.1
OG0002564	XP_015439505.1	XP_031844232.1, XP_031844242.1
OG0002565	XP_015436384.1, XP_015436381.1, XP_015436383.1, XP_015436385.1	XP_031837911.1
OG0002566	XP_015439487.1	XP_031838309.1
OG0002567	XP_015430149.1	XP_031835102.1, XP_031835101.1
OG0002568	XP_015438724.1	XP_031835029.1, XP_031835030.1
OG0002569	XP_015438549.1	XP_031831130.1
OG0002570	XP_015440264.1	XP_031843367.1
OG0002571	XP_015439138.1	XP_031847260.1
OG0002572	XP_015437149.1	XP_031846783.1
OG0002573	XP_015439312.1	XP_031845850.1
OG0002574	XP_015439486.1	XP_031833257.1
OG0002575	XP_015439289.1	XP_031846068.1
OG0002576	XP_015439451.1	XP_031834422.1
OG0002577	XP_015431434.1, XP_015431436.1, XP_015431435.1	XP_031843862.1
OG0002578	XP_015431400.1	XP_031843893.1
OG0002579	XP_015438359.1	XP_031830709.1
OG0002580	XP_015439037.1	XP_031832700.1
OG0002581	XP_015436482.1	XP_031832901.1
OG0002582	XP_015434134.1	XP_031829605.1
OG0002583	XP_015434160.1	XP_031845967.1
OG0002584	XP_015438682.1	XP_031826050.1
OG0002585	XP_015439386.1	XP_031842948.1
OG0002586	XP_015433210.1	XP_031847312.1
OG0002587	XP_015432471.1, XP_015432470.1	XP_031847438.1
OG0002588	XP_015432421.1	XP_031842727.1
OG0002590	XP_015433499.1	XP_031830825.1
OG0002591	XP_015429362.1	XP_031840951.1
OG0002592	XP_015434545.1	XP_031844506.1
OG0002593	XP_015435874.1	XP_031844277.1
OG0002594	XP_015432572.1	XP_031840759.1
OG0002595	XP_015432793.1	XP_031836204.1, XP_031836207.1, XP_031836206.1
OG0002596	XP_015431986.1	XP_031836703.1
OG0002597	XP_015434709.1	XP_031849911.1, XP_031849914.1
OG0002598	XP_015436539.1	XP_031838478.1
OG0002599	XP_015435500.1	XP_031838580.1
OG0002600	XP_015435555.1	XP_031829095.1, XP_031829123.1
OG0002601	XP_015428883.1	XP_031825956.1
OG0002602	XP_015437521.1	XP_031829961.1
OG0002604	XP_015429104.1, XP_015429116.1	XP_031834596.1, XP_031834359.1
OG0002605	XP_015438991.1	XP_031833110.1, XP_031833112.1, XP_031833111.1
OG0002606	XP_015434043.1	XP_031829547.1
OG0002607	XP_015432258.1	XP_031841720.1
OG0002608	XP_015432103.1	XP_031827498.1
OG0002609	XP_015432142.1	XP_031827553.1
OG0002610	XP_015432235.1	XP_031826455.1
OG0002611	XP_015437203.1	XP_031838854.1
OG0002612	XP_015439578.1	XP_031835875.1
OG0002613	XP_015440146.1	XP_031845662.1
OG0002614	XP_015436490.1	XP_031845935.1, XP_031845936.1
OG0002615	XP_015430225.1	XP_031848241.1
OG0002616	XP_015429159.1	XP_031834347.1, XP_031834337.1
OG0002617	XP_015431604.1	XP_031834573.1, XP_031834574.1
OG0002618	XP_015429035.1	XP_031835842.1, XP_031835854.1, XP_031835864.1
OG0002619	XP_015438400.1	XP_031830424.1, XP_031830425.1, XP_031830426.1, XP_031830423.1
OG0002620	XP_015435472.1	XP_031838533.1
OG0002622	XP_015437750.1	XP_031849176.1
OG0002623	XP_015438845.1, XP_015438846.1	XP_031849444.1
OG0002624	XP_015438843.1	XP_031849382.1, XP_031849381.1, XP_031849383.1
OG0002625	XP_015437384.1	XP_031849244.1, XP_031849245.1, XP_031849242.1
OG0002626	XP_015437347.1	XP_031849278.1, XP_031849279.1
OG0002627	XP_015437396.1	XP_031849236.1
OG0002628	XP_015435464.1	XP_031840832.1
OG0002629	XP_015435243.1	XP_031840766.1
OG0002630	XP_015438139.1, XP_015428852.1	XP_031827092.1
OG0002631	XP_015440285.1	XP_031843389.1, XP_031843390.1
OG0002633	XP_015436939.1	XP_031845320.1
OG0002634	XP_015430674.1	XP_031845240.1, XP_031845239.1
OG0002635	XP_015436411.1	XP_031838991.1, XP_031838985.1
OG0002636	XP_015436238.1	XP_031841909.1, XP_031841918.1, XP_031841929.1
OG0002637	XP_015436073.1	XP_031838185.1
OG0002638	XP_015436095.1	XP_031844144.1
OG0002639	XP_015433826.1	XP_031833193.1
OG0002640	XP_015431906.1	XP_031833795.1
OG0002641	XP_015433271.1	XP_031825593.1, XP_031825592.1, XP_031825594.1, XP_031825591.1
OG0002642	XP_015433500.1	XP_031832694.1
OG0002643	XP_015429119.1	XP_031846333.1
OG0002644	XP_015438265.1	XP_031840404.1
OG0002645	XP_015436109.1	XP_031840414.1
OG0002646	XP_015436771.1	XP_031828034.1
OG0002647	XP_015434940.1	XP_031839885.1
OG0002648	XP_015434967.1	XP_031834650.1
OG0002649	XP_015434001.1	XP_031832413.1
OG0002650	XP_015434000.1	XP_031839649.1, XP_031839650.1
OG0002651	XP_015433995.1	XP_031839857.1
OG0002652	XP_015432687.1	XP_031833735.1, XP_031833731.1
OG0002653	XP_015431337.1	XP_031839748.1, XP_031839747.1
OG0002654	XP_015432256.1	XP_031840000.1
OG0002655	XP_015432624.1	XP_031850369.1
OG0002656	XP_015428552.1	XP_031841017.1, XP_031841016.1
OG0002657	XP_015437830.1	XP_031840997.1
OG0002658	XP_015437605.1	XP_031847541.1, XP_031847542.1
OG0002659	XP_015430813.1	XP_031845280.1
OG0002660	XP_015430818.1	XP_031845447.1
OG0002661	XP_015437795.1	XP_031826000.1
OG0002662	XP_015429890.1	XP_031826265.1
OG0002663	XP_015432766.1	XP_031827225.1
OG0002664	XP_015436811.1	XP_031840358.1
OG0002665	XP_015437377.1	XP_031828199.1, XP_031828198.1
OG0002666	XP_015434662.1	XP_031826227.1
OG0002667	XP_015440118.1	XP_031825306.1
OG0002668	XP_015437779.1	XP_031849241.1
OG0002669	XP_015440524.1	XP_031850179.1
OG0002670	XP_015438854.1	XP_031835692.1
OG0002671	XP_015440383.1	XP_031838865.1
OG0002672	XP_015435462.1	XP_031839396.1
OG0002673	XP_015432886.1, XP_015432885.1	XP_031846830.1
OG0002674	XP_015432929.1	XP_031846817.1
OG0002675	XP_015431952.1	XP_031848535.1
OG0002676	XP_015433078.1	XP_031832452.1
OG0002677	XP_015429578.1	XP_031848805.1
OG0002678	XP_015429982.1	XP_031844006.1
OG0002679	XP_015430592.1	XP_031837542.1
OG0002680	XP_015429378.1	XP_031843984.1, XP_031843985.1, XP_031843986.1
OG0002681	XP_015429554.1	XP_031844026.1
OG0002682	XP_015435658.1	XP_031841966.1
OG0002683	XP_015437812.1	XP_031847175.1
OG0002685	XP_015432693.1	XP_031826835.1
OG0002686	XP_015429329.1	XP_031844165.1
OG0002687	XP_015428798.1	XP_031846391.1, XP_031846392.1
OG0002688	XP_015428807.1	XP_031846479.1
OG0002689	XP_015440015.1	XP_031831734.1
OG0002690	XP_015440052.1	XP_031831273.1
OG0002691	XP_015439889.1	XP_031831287.1, XP_031831286.1
OG0002692	XP_015436799.1	XP_031837238.1
OG0002693	XP_015434512.1	XP_031833993.1
OG0002694	XP_015432654.1	XP_031826892.1
OG0002695	XP_015433841.1	XP_031845342.1
OG0002696	XP_015431351.1	XP_031830421.1
OG0002697	XP_015429880.1	XP_031840553.1
OG0002698	XP_015435067.1, XP_015435066.1	XP_031839926.1
OG0002699	XP_015431530.1	XP_031835609.1
OG0002701	XP_015431472.1	XP_031850372.1
OG0002702	XP_015430878.1	XP_031840987.1
OG0002703	XP_015435435.1, XP_015435436.1	XP_031839435.1
OG0002704	XP_015435337.1	XP_031839402.1
OG0002705	XP_015430764.1	XP_031845458.1
OG0002706	XP_015434191.1	XP_031843567.1
OG0002707	XP_015434166.1	XP_031843625.1
OG0002708	XP_015431602.1	XP_031845603.1
OG0002709	XP_015436744.1, XP_015436743.1	XP_031846267.1
OG0002710	XP_015433289.1	XP_031833634.1
OG0002711	XP_015433272.1	XP_031825604.1, XP_031825609.1
OG0002712	XP_015440220.1	XP_031825384.1, XP_031825386.1
OG0002713	XP_015440045.1	XP_031843374.1
OG0002714	XP_015431955.1	XP_031836431.1, XP_031836426.1
OG0002715	XP_015431071.1, XP_015431063.1	XP_031836730.1
OG0002716	XP_015431368.1	XP_031828953.1
OG0002717	XP_015438402.1	XP_031826508.1
OG0002718	XP_015434449.1	XP_031826342.1
OG0002720	XP_015431021.1	XP_031838123.1, XP_031838124.1
OG0002721	XP_015436415.1	XP_031835207.1
OG0002723	XP_015436333.1	XP_031845913.1, XP_031845902.1
OG0002724	XP_015436127.1	XP_031841259.1, XP_031841247.1
OG0002725	XP_015437644.1	XP_031847954.1
OG0002726	XP_015431274.1	XP_031830511.1, XP_031830513.1
OG0002727	XP_015432587.1	XP_031846232.1
OG0002728	XP_015436229.1	XP_031827838.1
OG0002729	XP_015429857.1	XP_031828342.1, XP_031828344.1
OG0002730	XP_015435541.1	XP_031849878.1
OG0002731	XP_015435665.1	XP_031850030.1
OG0002732	XP_015437393.1	XP_031835589.1
OG0002733	XP_015437357.1	XP_031835572.1, XP_031835571.1
OG0002734	XP_015437385.1	XP_031835665.1
OG0002735	XP_015438326.1	XP_031831768.1
OG0002736	XP_015437546.1	XP_031841718.1, XP_031841711.1, XP_031841716.1
OG0002737	XP_015437570.1	XP_031841759.1
OG0002738	XP_015437565.1	XP_031845515.1
OG0002739	XP_015437922.1	XP_031829391.1
OG0002740	XP_015434680.1	XP_031841315.1
OG0002741	XP_015438677.1	XP_031827456.1, XP_031827457.1
OG0002745	XP_015432973.1	XP_031847581.1
OG0002746	XP_015429308.1	XP_031842038.1
OG0002747	XP_015435273.1	XP_031839328.1
OG0002748	XP_015432512.1, XP_015432513.1	XP_031842740.1
OG0002749	XP_015432432.1	XP_031847385.1
OG0002750	XP_015439388.1	XP_031842508.1
OG0002751	XP_015434826.1	XP_031829500.1
OG0002752	XP_015439453.1	XP_031847433.1, XP_031847432.1
OG0002753	XP_015430144.1, XP_015430143.1	XP_031842207.1, XP_031842209.1, XP_031842208.1
OG0002754	XP_015432707.1	XP_031827079.1, XP_031827077.1
OG0002755	XP_015430366.1, XP_015430367.1, XP_015430365.1	XP_031827279.1, XP_031827280.1
OG0002756	XP_015438638.1	XP_031827593.1
OG0002757	XP_015437816.1	XP_031847207.1
OG0002758	XP_015434405.1	XP_031826221.1, XP_031826222.1
OG0002759	XP_015433677.1	XP_031844137.1
OG0002760	XP_015430971.1	XP_031844007.1
OG0002761	XP_015432962.1	XP_031846945.1
OG0002762	XP_015433957.1	XP_031839578.1, XP_031839579.1
OG0002763	XP_015429767.1	XP_031847042.1
OG0002764	XP_015429450.1	XP_031839539.1, XP_031839541.1
OG0002765	XP_015434219.1	XP_031844296.1
OG0002766	XP_015434097.1	XP_031844576.1
OG0002767	XP_015429320.1	XP_031844177.1
OG0002769	XP_015430877.1	XP_031834290.1, XP_031834297.1
OG0002770	XP_015430752.1	XP_031829290.1
OG0002771	XP_015439766.1, XP_015439728.1	XP_031845461.1
OG0002772	XP_015440333.1	XP_031833313.1, XP_031833312.1
OG0002773	XP_015431660.1	XP_031834342.1
OG0002774	XP_015430718.1	XP_031845393.1
OG0002775	XP_015438718.1	XP_031834350.1, XP_031834351.1
OG0002776	XP_015440321.1	XP_031833273.1
OG0002777	XP_015432770.1	XP_031841619.1
OG0002778	XP_015431889.1	XP_031838444.1
OG0002779	XP_015439963.1	XP_031825440.1
OG0002780	XP_015440149.1	XP_031833819.1
OG0002781	XP_015434637.1	XP_031827990.1, XP_031827986.1
OG0002782	XP_015439641.1	XP_031825488.1
OG0002783	XP_015440104.1	XP_031831849.1
OG0002784	XP_015432721.1	XP_031841412.1
OG0002785	XP_015440000.1	XP_031831586.1
OG0002786	XP_015430063.1	XP_031828491.1
OG0002788	XP_015438757.1	XP_031829285.1, XP_031829283.1, XP_031829284.1
OG0002789	XP_015437158.1	XP_031848791.1, XP_031848818.1
OG0002790	XP_015438063.1	XP_031828612.1
OG0002791	XP_015432908.1	XP_031839243.1
OG0002792	XP_015432906.1, XP_015432907.1	XP_031839265.1
OG0002793	XP_015434571.1	XP_031838651.1
OG0002794	XP_015431005.1	XP_031836777.1
OG0002795	XP_015431963.1	XP_031840177.1, XP_031840178.1
OG0002796	XP_015434450.1	XP_031846727.1, XP_031846728.1, XP_031846729.1
OG0002797	XP_015438178.1	XP_031827872.1
OG0002798	XP_015435486.1	XP_031842313.1
OG0002799	XP_015434723.1	XP_031847011.1, XP_031847010.1, XP_031847012.1
OG0002800	XP_015429879.1	XP_031826398.1
OG0002801	XP_015433822.1	XP_031833995.1
OG0002803	XP_015438321.1	XP_031843478.1
OG0002804	XP_015429395.1	XP_031830395.1
OG0002805	XP_015429419.1	XP_031843941.1
OG0002806	XP_015429600.1	XP_031841862.1
OG0002807	XP_015433553.1	XP_031830352.1
OG0002808	XP_015433488.1	XP_031830244.1
OG0002809	XP_015433877.1	XP_031830353.1
OG0002810	XP_015436119.1	XP_031835281.1
OG0002811	XP_015431204.1	XP_031837696.1
OG0002812	XP_015439519.1	XP_031846377.1
OG0002813	XP_015436395.1	XP_031846663.1
OG0002814	XP_015428894.1	XP_031828840.1
OG0002815	XP_015433587.1	XP_031830611.1
OG0002816	XP_015436368.1	XP_031835123.1, XP_031835124.1
OG0002817	XP_015431305.1	XP_031830760.1
OG0002818	XP_015439575.1	XP_031848856.1
OG0002818	XP_015439574.1	XP_031835951.1
OG0002819	XP_015438382.1	XP_031831070.1, XP_031831071.1, XP_031831069.1
OG0002820	XP_015438478.1	XP_031830515.1
OG0002821	XP_015433434.1	XP_031830697.1
OG0002822	XP_015436622.1	XP_031847027.1
OG0002824	XP_015433435.1	XP_031830483.1, XP_031830484.1
OG0002827	XP_015437677.1	XP_031825949.1
OG0002828	XP_015435433.1	XP_031848914.1
OG0002829	XP_015433409.1	XP_031830872.1
OG0002831	XP_015437311.1	XP_031835588.1
OG0002832	XP_015440429.1	XP_031850208.1, XP_031850209.1, XP_031850211.1, XP_031850207.1
OG0002833	XP_015437708.1	XP_031835578.1
OG0002834	XP_015435051.1	XP_031845507.1
OG0002835	XP_015436513.1	XP_031838450.1
OG0002837	XP_015437792.1	XP_031835467.1, XP_031835466.1
OG0002838	XP_015437309.1	XP_031835611.1
OG0002839	XP_015437769.1	XP_031835475.1
OG0002840	XP_015432764.1	XP_031826896.1
OG0002841	XP_015438654.1	XP_031826535.1
OG0002842	XP_015432272.1	XP_031827484.1
OG0002843	XP_015432773.1	XP_031841625.1
OG0002844	XP_015432346.1	XP_031827657.1
OG0002845	XP_015435664.1	XP_031828675.1
OG0002846	XP_015428545.1	XP_031827754.1
OG0002847	XP_015433714.1	XP_031849352.1
OG0002849	XP_015434780.1	XP_031836180.1
OG0002850	XP_015432343.1	XP_031827759.1
OG0002850	XP_015432353.1	XP_031827757.1
OG0002851	XP_015428665.1	XP_031832333.1, XP_031832332.1
OG0002852	XP_015434169.1	XP_031833056.1
OG0002853	XP_015429310.1	XP_031837673.1
OG0002854	XP_015439103.1	XP_031832683.1
OG0002855	XP_015439259.1	XP_031845901.1
OG0002856	XP_015430236.1	XP_031837225.1, XP_031837217.1
OG0002857	XP_015430168.1	XP_031843272.1
OG0002858	XP_015435605.1, XP_015435607.1	XP_031842888.1
OG0002859	XP_015439397.1	XP_031842520.1
OG0002860	XP_015433178.1	XP_031847509.1
OG0002861	XP_015433366.1, XP_015433359.1	XP_031841095.1
OG0002862	XP_015434788.1	XP_031843050.1
OG0002863	XP_015433111.1	XP_031847329.1, XP_031847328.1
OG0002864	XP_015430135.1	XP_031835228.1
OG0002865	XP_015432719.1	XP_031826980.1
OG0002866	XP_015434718.1	XP_031849959.1, XP_031849958.1, XP_031849961.1, XP_031849960.1
OG0002867	XP_015436466.1	XP_031845952.1
OG0002868	XP_015435064.1	XP_031849160.1, XP_031849169.1
OG0002869	XP_015429265.1	XP_031842084.1
OG0002871	XP_015429696.1	XP_031828784.1
OG0002872	XP_015437093.1	XP_031828453.1
OG0002873	XP_015438191.1	XP_031840355.1
OG0002874	XP_015432817.1	XP_031839450.1
OG0002875	XP_015434993.1	XP_031839922.1, XP_031839924.1
OG0002876	XP_015434972.1	XP_031839692.1
OG0002877	XP_015431352.1, XP_015431353.1	XP_031825902.1
OG0002878	XP_015435525.1	XP_031850080.1
OG0002879	XP_015437545.1	XP_031841679.1
OG0002880	XP_015432379.1	XP_031827723.1
OG0002881	XP_015439268.1	XP_031837829.1, XP_031837839.1
OG0002882	XP_015433136.1	XP_031847472.1
OG0002883	XP_015440207.1, XP_015440206.1	XP_031850582.1
OG0002884	XP_015437484.1	XP_031830358.1, XP_031830356.1, XP_031830357.1
OG0002885	XP_015434648.1	XP_031828482.1
OG0002886	XP_015429941.1	XP_031827912.1
OG0002887	XP_015429509.1	XP_031842100.1
OG0002888	XP_015428790.1	XP_031829825.1
OG0002889	XP_015435746.1	XP_031835271.1
OG0002890	XP_015439375.1	XP_031842482.1
OG0002891	XP_015433869.1	XP_031826434.1
OG0002892	XP_015434783.1	XP_031836239.1, XP_031836238.1
OG0002893	XP_015436259.1	XP_031838007.1
OG0002894	XP_015430107.1	XP_031842020.1, XP_031842019.1, XP_031842018.1, XP_031842021.1
OG0002895	XP_015437295.1	XP_031840412.1, XP_031840411.1, XP_031840410.1
OG0002896	XP_015432331.1	XP_031832391.1, XP_031832390.1, XP_031832392.1
OG0002897	XP_015439872.1	XP_031831302.1
OG0002898	XP_015439026.1	XP_031845855.1, XP_031845854.1, XP_031845856.1
OG0002899	XP_015434105.1	XP_031829651.1
OG0002900	XP_015437116.1	XP_031849658.1
OG0002901	XP_015430340.1	XP_031827055.1
OG0002902	XP_015431340.1	XP_031830722.1
OG0002903	XP_015432209.1	XP_031841480.1, XP_031841481.1
OG0002904	XP_015439067.1	XP_031837295.1
OG0002905	XP_015430130.1	XP_031838225.1
OG0002906	XP_015431303.1	XP_031831003.1
OG0002907	XP_015431386.1	XP_031843845.1
OG0002909	XP_015435473.1	XP_031838490.1
OG0002910	XP_015438145.1	XP_031849799.1
OG0002911	XP_015432096.1	XP_031843477.1
OG0002912	XP_015428599.1	XP_031835960.1
OG0002913	XP_015432414.1	XP_031847441.1, XP_031847440.1
OG0002914	XP_015438662.1	XP_031841788.1
OG0002915	XP_015429145.1	XP_031832573.1, XP_031832574.1, XP_031832575.1, XP_031832572.1
OG0002916	XP_015432972.1	XP_031831834.1, XP_031831843.1
OG0002917	XP_015430834.1	XP_031829379.1
OG0002918	XP_015437198.1	XP_031848786.1
OG0002919	XP_015431087.1	XP_031843675.1
OG0002920	XP_015429549.1	XP_031845807.1, XP_031845805.1
OG0002921	XP_015433538.1	XP_031846564.1
OG0002922	XP_015429403.1, XP_015429402.1	XP_031828253.1
OG0002923	XP_015436262.1	XP_031841152.1, XP_031841143.1
OG0002924	XP_015432622.1	XP_031838607.1, XP_031838608.1
OG0002925	XP_015433828.1, XP_015433829.1	XP_031834037.1
OG0002926	XP_015430694.1	XP_031845457.1
OG0002927	XP_015434477.1	XP_031834056.1
OG0002928	XP_015437372.1	XP_031849211.1
OG0002929	XP_015433724.1	XP_031836621.1, XP_031836622.1, XP_031836623.1, XP_031836624.1
OG0002930	XP_015438237.1	XP_031840607.1, XP_031840610.1, XP_031840609.1, XP_031840608.1
