Orthogroup	Dufourea_novaeangliae	Megalopta_genalis
OG0002495	XP_015439674.1	XP_033328114.1, XP_033328113.1, XP_033328115.1
OG0002496	XP_015433363.1	XP_033324316.1
OG0002497	XP_015436582.1	XP_033324425.1
OG0002498	XP_015431560.1	XP_033333882.1
OG0002499	XP_015434632.1	XP_033339922.1, XP_033322511.1
OG0002500	XP_015438202.1	XP_033328432.1
OG0002501	XP_015432703.1	XP_033326246.1
OG0002502	XP_015437776.1	XP_033342548.1, XP_033342545.1, XP_033342546.1, XP_033342547.1
OG0002503	XP_015429356.1	XP_033339028.1
OG0002504	XP_015429349.1	XP_033339039.1
OG0002505	XP_015434418.1	XP_033332954.1
OG0002506	XP_015429831.1	XP_033340164.1, XP_033340162.1, XP_033340163.1
OG0002507	XP_015435190.1	XP_033340264.1, XP_033340254.1, XP_033340253.1
OG0002509	XP_015434427.1	XP_033333059.1
OG0002510	XP_015432342.1	XP_033331576.1
OG0002511	XP_015437965.1	XP_033322249.1, XP_033322250.1, XP_033322251.1
OG0002512	XP_015433709.1, XP_015433707.1	XP_033327533.1, XP_033327515.1
OG0002514	XP_015434852.1	XP_033342397.1, XP_033342388.1
OG0002515	XP_015431053.1	XP_033334084.1
OG0002516	XP_015433681.1	XP_033341716.1
OG0002517	XP_015428587.1	XP_033330256.1
OG0002518	XP_015432305.1	XP_033330255.1
OG0002519	XP_015434831.1	XP_033338297.1, XP_033339978.1
OG0002520	XP_015435987.1	XP_033329331.1, XP_033329330.1, XP_033329333.1, XP_033329334.1
OG0002521	XP_015430843.1	XP_033327039.1
OG0002522	XP_015430617.1	XP_033336860.1
OG0002523	XP_015429632.1	XP_033333156.1, XP_033333157.1, XP_033333153.1
OG0002524	XP_015430499.1	XP_033337913.1, XP_033337914.1
OG0002525	XP_015438057.1	XP_033339293.1, XP_033339296.1, XP_033339295.1, XP_033339294.1
OG0002526	XP_015429809.1	XP_033328417.1
OG0002527	XP_015429693.1	XP_033334270.1
OG0002528	XP_015431276.1	XP_033320865.1
OG0002529	XP_015428479.1	XP_033338895.1
OG0002530	XP_015428501.1, XP_015428502.1, XP_015428503.1	XP_033338831.1
OG0002531	XP_015430472.1	XP_033332657.1
OG0002532	XP_015430549.1	XP_033332635.1
OG0002533	XP_015430465.1	XP_033332646.1
OG0002534	XP_015429207.1	XP_033332887.1
OG0002535	XP_015435881.1, XP_015435882.1, XP_015435880.1	XP_033331173.1
OG0002536	XP_015434264.1	XP_033331206.1, XP_033331205.1
OG0002537	XP_015434257.1	XP_033331295.1
OG0002538	XP_015435086.1	XP_033333220.1
OG0002540	XP_015431227.1	XP_033334001.1
OG0002541	XP_015439442.1	XP_033324657.1, XP_033324653.1
OG0002542	XP_015431012.1	XP_033333683.1
OG0002543	XP_015432408.1	XP_033332253.1
OG0002544	XP_015434044.1	XP_033330892.1, XP_033330893.1, XP_033330895.1
OG0002545	XP_015437427.1	XP_033336873.1
OG0002546	XP_015436000.1	XP_033334819.1, XP_033335537.1, XP_033329654.1
OG0002547	XP_015432179.1	XP_033332533.1, XP_033332535.1, XP_033332534.1
OG0002548	XP_015435948.1	XP_033329416.1
OG0002549	XP_015435106.1	XP_033332790.1
OG0002550	XP_015431576.1	XP_033325995.1
OG0002551	XP_015435804.1, XP_015435803.1, XP_015435802.1	XP_033321917.1
OG0002552	XP_015435905.1	XP_033321747.1
OG0002553	XP_015433115.1	XP_033341070.1
OG0002554	XP_015433252.1	XP_033332173.1, XP_033332172.1
OG0002555	XP_015428460.1	XP_033331969.1
OG0002556	XP_015428472.1	XP_033331967.1
OG0002557	XP_015440388.1	XP_033332297.1
OG0002560	XP_015438733.1	XP_033327892.1
OG0002561	XP_015436688.1	XP_033321950.1, XP_033321924.1
OG0002562	XP_015434639.1	XP_033338921.1
OG0002563	XP_015436340.1	XP_033334317.1
OG0002564	XP_015439505.1	XP_033333306.1, XP_033333305.1
OG0002565	XP_015436384.1, XP_015436381.1, XP_015436383.1, XP_015436385.1	XP_033321202.1
OG0002566	XP_015439487.1	XP_033339249.1
OG0002567	XP_015430149.1	XP_033341012.1
OG0002568	XP_015438724.1	XP_033331708.1
OG0002569	XP_015438549.1	XP_033331782.1
OG0002570	XP_015440264.1	XP_033321126.1
OG0002571	XP_015439138.1	XP_033339348.1
OG0002572	XP_015437149.1	XP_033343105.1, XP_033343103.1, XP_033343104.1, XP_033343102.1
OG0002573	XP_015439312.1	XP_033332353.1
OG0002574	XP_015439486.1	XP_033341714.1, XP_033329739.1
OG0002575	XP_015439289.1	XP_033325327.1
OG0002576	XP_015439451.1	XP_033338293.1
OG0002577	XP_015431434.1, XP_015431436.1, XP_015431435.1	XP_033326073.1
OG0002578	XP_015431400.1	XP_033325988.1
OG0002580	XP_015439037.1	XP_033335800.1
OG0002581	XP_015436482.1	XP_033336340.1, XP_033339851.1, XP_033335668.1
OG0002582	XP_015434134.1	XP_033336405.1
OG0002583	XP_015434160.1	XP_033336662.1, XP_033336663.1
OG0002584	XP_015438682.1	XP_033325066.1
OG0002585	XP_015439386.1	XP_033322204.1
OG0002586	XP_015433210.1	XP_033327648.1
OG0002587	XP_015432471.1, XP_015432470.1	XP_033340115.1
OG0002588	XP_015432421.1	XP_033324728.1, XP_033324731.1, XP_033324730.1
OG0002590	XP_015433499.1	XP_033337927.1
OG0002591	XP_015429362.1	XP_033322134.1, XP_033322133.1, XP_033322132.1
OG0002592	XP_015434545.1	XP_033341570.1
OG0002593	XP_015435874.1	XP_033322151.1, XP_033322152.1
OG0002594	XP_015432572.1	XP_033331227.1
OG0002595	XP_015432793.1	XP_033323412.1
OG0002596	XP_015431986.1	XP_033323779.1
OG0002597	XP_015434709.1	XP_033324445.1
OG0002598	XP_015436539.1	XP_033335092.1, XP_033335093.1, XP_033335091.1, XP_033335094.1
OG0002599	XP_015435500.1	XP_033334587.1, XP_033334586.1
OG0002600	XP_015435555.1	XP_033334702.1
OG0002601	XP_015428883.1	XP_033341071.1, XP_033341072.1
OG0002602	XP_015437521.1	XP_033337606.1
OG0002603	XP_015433519.1	XP_033327335.1
OG0002604	XP_015429104.1, XP_015429116.1	XP_033334190.1, XP_033334144.1, XP_033334143.1
OG0002605	XP_015438991.1	XP_033335716.1, XP_033335715.1, XP_033335717.1
OG0002606	XP_015434043.1	XP_033336170.1
OG0002607	XP_015432258.1	XP_033330019.1
OG0002608	XP_015432103.1	XP_033325011.1
OG0002609	XP_015432142.1	XP_033325194.1
OG0002610	XP_015432235.1	XP_033338465.1
OG0002611	XP_015437203.1	XP_033323699.1
OG0002612	XP_015439578.1	XP_033325390.1
OG0002613	XP_015440146.1	XP_033321144.1
OG0002614	XP_015436490.1	XP_033335725.1
OG0002615	XP_015430225.1	XP_033336534.1
OG0002616	XP_015429159.1	XP_033321541.1
OG0002618	XP_015429035.1	XP_033341833.1
OG0002619	XP_015438400.1	XP_033340609.1
OG0002620	XP_015435472.1	XP_033342411.1
OG0002622	XP_015437750.1	XP_033343057.1
OG0002623	XP_015438845.1, XP_015438846.1	XP_033342870.1
OG0002624	XP_015438843.1	XP_033342511.1
OG0002625	XP_015437384.1	XP_033342396.1
OG0002626	XP_015437347.1	XP_033342630.1
OG0002627	XP_015437396.1	XP_033342622.1
OG0002628	XP_015435464.1	XP_033329836.1
OG0002629	XP_015435243.1	XP_033329845.1, XP_033329844.1
OG0002630	XP_015438139.1, XP_015428852.1	XP_033322895.1
OG0002633	XP_015436939.1	XP_033326956.1
OG0002634	XP_015430674.1	XP_033327085.1, XP_033327084.1
OG0002635	XP_015436411.1	XP_033333718.1, XP_033333706.1
OG0002636	XP_015436238.1	XP_033339986.1
OG0002637	XP_015436073.1	XP_033321105.1, XP_033321104.1
OG0002638	XP_015436094.1	XP_033333677.1
OG0002638	XP_015436095.1	XP_033333474.1
OG0002639	XP_015433826.1	XP_033337092.1
OG0002641	XP_015433271.1	XP_033332749.1
OG0002642	XP_015433500.1	XP_033330302.1
OG0002643	XP_015429119.1	XP_033338223.1
OG0002644	XP_015438265.1	XP_033328959.1
OG0002646	XP_015436771.1	XP_033329629.1
OG0002647	XP_015434940.1	XP_033342080.1
OG0002648	XP_015434967.1	XP_033342070.1
OG0002649	XP_015434001.1	XP_033342060.1
OG0002650	XP_015434000.1	XP_033341866.1
OG0002651	XP_015433995.1	XP_033341916.1
OG0002652	XP_015432687.1	XP_033334157.1
OG0002653	XP_015431337.1	XP_033334235.1, XP_033334234.1
OG0002654	XP_015432256.1	XP_033334148.1
OG0002655	XP_015432624.1	XP_033323123.1
OG0002656	XP_015428552.1	XP_033341694.1
OG0002657	XP_015437830.1	XP_033339934.1, XP_033339873.1
OG0002658	XP_015437605.1	XP_033338062.1
OG0002659	XP_015430813.1	XP_033338178.1
OG0002660	XP_015430818.1	XP_033338128.1
OG0002661	XP_015437795.1	XP_033328450.1, XP_033328451.1
OG0002662	XP_015429890.1	XP_033328382.1, XP_033328381.1
OG0002663	XP_015432766.1	XP_033338670.1
OG0002664	XP_015436811.1	XP_033340496.1, XP_033340501.1
OG0002665	XP_015437377.1	XP_033328369.1
OG0002666	XP_015434662.1	XP_033322451.1, XP_033322452.1
OG0002668	XP_015437779.1	XP_033335155.1, XP_033335154.1
OG0002669	XP_015440524.1	XP_033335009.1
OG0002670	XP_015438854.1	XP_033342664.1
OG0002671	XP_015440383.1	XP_033333315.1, XP_033326907.1
OG0002672	XP_015435462.1	XP_033341137.1
OG0002673	XP_015432886.1, XP_015432885.1	XP_033322942.1
OG0002674	XP_015432929.1	XP_033322970.1
OG0002675	XP_015431952.1	XP_033323717.1
OG0002676	XP_015433078.1	XP_033325237.1
OG0002677	XP_015429578.1	XP_033340113.1
OG0002678	XP_015429982.1	XP_033340230.1
OG0002679	XP_015430592.1	XP_033326196.1, XP_033326198.1
OG0002680	XP_015429378.1	XP_033340797.1
OG0002681	XP_015429554.1	XP_033340220.1
OG0002682	XP_015435658.1	XP_033341536.1, XP_033341535.1
OG0002683	XP_015437812.1	XP_033322697.1
OG0002685	XP_015432693.1	XP_033326238.1
OG0002686	XP_015429329.1	XP_033331195.1
OG0002687	XP_015428798.1	XP_033333206.1
OG0002688	XP_015428807.1	XP_033327508.1
OG0002689	XP_015440015.1	XP_033321417.1
OG0002690	XP_015440052.1	XP_033325437.1
OG0002691	XP_015439889.1	XP_033325625.1
OG0002692	XP_015436799.1	XP_033332711.1
OG0002693	XP_015434512.1	XP_033332862.1
OG0002694	XP_015432654.1	XP_033326323.1
OG0002695	XP_015433841.1	XP_033326392.1
OG0002696	XP_015431351.1	XP_033320912.1, XP_033320913.1
OG0002697	XP_015429880.1	XP_033330109.1
OG0002698	XP_015435067.1, XP_015435066.1	XP_033342000.1
OG0002701	XP_015431472.1	XP_033327031.1
OG0002702	XP_015430878.1	XP_033323137.1
OG0002703	XP_015435435.1, XP_015435436.1	XP_033328748.1
OG0002704	XP_015435337.1	XP_033341547.1
OG0002705	XP_015430764.1	XP_033338097.1
OG0002706	XP_015434191.1	XP_033323669.1
OG0002707	XP_015434166.1	XP_033323613.1, XP_033323614.1, XP_033323615.1
OG0002708	XP_015431602.1	XP_033338053.1
OG0002709	XP_015436744.1, XP_015436743.1	XP_033333645.1, XP_033331574.1
OG0002710	XP_015433289.1	XP_033337226.1
OG0002711	XP_015433272.1	XP_033332963.1
OG0002712	XP_015440220.1	XP_033328066.1
OG0002713	XP_015440045.1	XP_033321179.1
OG0002714	XP_015431955.1	XP_033331078.1, XP_033331079.1
OG0002715	XP_015431071.1, XP_015431063.1	XP_033322743.1, XP_033322749.1
OG0002716	XP_015431368.1	XP_033330437.1
OG0002717	XP_015438402.1	XP_033335295.1
OG0002719	XP_015433874.1	XP_033333451.1
OG0002720	XP_015431021.1	XP_033322290.1
OG0002721	XP_015436415.1	XP_033332713.1, XP_033334972.1, XP_033332710.1
OG0002723	XP_015436333.1	XP_033321441.1
OG0002724	XP_015436127.1	XP_033334372.1
OG0002725	XP_015437644.1	XP_033325704.1
OG0002726	XP_015431274.1	XP_033320880.1
OG0002727	XP_015432587.1	XP_033326004.1
OG0002728	XP_015436229.1	XP_033330741.1
OG0002729	XP_015429857.1	XP_033332019.1, XP_033332028.1
OG0002730	XP_015435541.1	XP_033334930.1, XP_033334931.1
OG0002731	XP_015435665.1	XP_033324566.1
OG0002732	XP_015437393.1	XP_033342256.1
OG0002733	XP_015437357.1	XP_033342780.1, XP_033342779.1
OG0002734	XP_015437385.1	XP_033342947.1, XP_033342948.1
OG0002736	XP_015437546.1	XP_033331314.1
OG0002737	XP_015437570.1	XP_033331359.1
OG0002738	XP_015437565.1	XP_033331369.1, XP_033331370.1
OG0002739	XP_015437922.1	XP_033324948.1
OG0002740	XP_015434680.1	XP_033335449.1
OG0002741	XP_015438677.1	XP_033338718.1
OG0002743	XP_015439193.1	XP_033335926.1
OG0002744	XP_015438929.1	XP_033336320.1
OG0002745	XP_015432973.1	XP_033328928.1
OG0002746	XP_015429308.1	XP_033340021.1
OG0002747	XP_015435273.1	XP_033328775.1
OG0002748	XP_015432512.1, XP_015432513.1	XP_033324841.1, XP_033324842.1
OG0002749	XP_015432432.1	XP_033327681.1, XP_033327682.1
OG0002750	XP_015439388.1	XP_033324658.1, XP_033324659.1
OG0002751	XP_015434826.1	XP_033330580.1, XP_033330582.1
OG0002752	XP_015439453.1	XP_033322388.1
OG0002753	XP_015430144.1, XP_015430143.1	XP_033326566.1
OG0002754	XP_015432707.1	XP_033339502.1
OG0002755	XP_015430366.1, XP_015430367.1, XP_015430365.1	XP_033335283.1
OG0002756	XP_015438638.1	XP_033338849.1, XP_033338850.1
OG0002757	XP_015437816.1	XP_033322671.1
OG0002758	XP_015434405.1	XP_033328476.1
OG0002759	XP_015433677.1	XP_033326518.1
OG0002760	XP_015430971.1	XP_033340013.1
OG0002761	XP_015432962.1	XP_033341167.1
OG0002762	XP_015433957.1	XP_033341839.1
OG0002763	XP_015429767.1	XP_033334416.1, XP_033334414.1
OG0002764	XP_015429450.1	XP_033339479.1
OG0002765	XP_015434219.1	XP_033321876.1, XP_033321873.1, XP_033321874.1, XP_033321875.1
OG0002766	XP_015434097.1	XP_033338845.1
OG0002767	XP_015429320.1	XP_033331197.1, XP_033331200.1, XP_033331199.1
OG0002769	XP_015430877.1	XP_033332655.1
OG0002770	XP_015430752.1	XP_033327207.1
OG0002771	XP_015439766.1, XP_015439728.1	XP_033336973.1, XP_033336961.1
OG0002772	XP_015440333.1	XP_033339965.1
OG0002773	XP_015431660.1	XP_033329753.1
OG0002774	XP_015430718.1	XP_033324387.1, XP_033324267.1
OG0002776	XP_015440321.1	XP_033327149.1
OG0002777	XP_015432770.1	XP_033332543.1
OG0002778	XP_015431889.1	XP_033332788.1
OG0002779	XP_015439963.1	XP_033328256.1, XP_033328255.1, XP_033328254.1
OG0002780	XP_015440149.1	XP_033322549.1
OG0002781	XP_015434637.1	XP_033322524.1
OG0002782	XP_015439641.1	XP_033324170.1, XP_033324171.1
OG0002783	XP_015440104.1	XP_033339729.1
OG0002784	XP_015432721.1	XP_033332423.1
OG0002785	XP_015440000.1	XP_033324084.1, XP_033324076.1
OG0002786	XP_015430063.1	XP_033333562.1
OG0002787	XP_015440365.1	XP_033343110.1
OG0002788	XP_015438757.1	XP_033330469.1, XP_033330468.1
OG0002789	XP_015437158.1	XP_033320810.1, XP_033320813.1
OG0002790	XP_015438063.1	XP_033325680.1
OG0002791	XP_015432908.1	XP_033328791.1
OG0002792	XP_015432906.1, XP_015432907.1	XP_033328586.1
OG0002793	XP_015434571.1	XP_033322659.1
OG0002794	XP_015431005.1	XP_033333431.1
OG0002795	XP_015431963.1	XP_033329097.1
OG0002796	XP_015434450.1	XP_033323052.1
OG0002797	XP_015438178.1	XP_033340756.1
OG0002798	XP_015435486.1	XP_033332109.1
OG0002799	XP_015434723.1	XP_033324557.1, XP_033324556.1
OG0002800	XP_015429879.1	XP_033331925.1
OG0002801	XP_015433822.1	XP_033342859.1
OG0002802	XP_015429293.1	XP_033333133.1
OG0002803	XP_015438321.1	XP_033325885.1, XP_033325889.1, XP_033325886.1
OG0002804	XP_015429395.1	XP_033327590.1
OG0002806	XP_015429600.1	XP_033332806.1, XP_033332805.1, XP_033332804.1
OG0002807	XP_015433553.1	XP_033337382.1
OG0002808	XP_015433488.1	XP_033337861.1, XP_033337859.1, XP_033337860.1
OG0002809	XP_015433877.1	XP_033327528.1
OG0002810	XP_015436119.1	XP_033331641.1, XP_033331575.1
OG0002811	XP_015431204.1	XP_033338011.1, XP_033338010.1
OG0002812	XP_015439519.1	XP_033338084.1
OG0002813	XP_015436395.1	XP_033321359.1
OG0002814	XP_015428894.1	XP_033329912.1, XP_033329915.1, XP_033329914.1, XP_033329913.1
OG0002815	XP_015433587.1	XP_033329934.1
OG0002816	XP_015436368.1	XP_033323819.1
OG0002817	XP_015431305.1	XP_033330377.1, XP_033330378.1
OG0002818	XP_015439574.1	XP_033331518.1
OG0002819	XP_015438382.1	XP_033340964.1
OG0002820	XP_015438478.1	XP_033325643.1, XP_033325645.1
OG0002821	XP_015433434.1	XP_033326085.1
OG0002824	XP_015433435.1	XP_033331613.1
OG0002825	XP_015428960.1	XP_033331488.1
OG0002827	XP_015437677.1	XP_033325413.1
OG0002828	XP_015435433.1	XP_033341447.1
OG0002829	XP_015433409.1	XP_033325616.1, XP_033325615.1
OG0002831	XP_015437311.1	XP_033342253.1
OG0002832	XP_015440429.1	XP_033335068.1
OG0002833	XP_015437708.1	XP_033342931.1, XP_033342927.1
OG0002834	XP_015435051.1	XP_033327248.1
OG0002835	XP_015436513.1	XP_033334607.1
OG0002836	XP_015438796.1	XP_033342597.1, XP_033342598.1
OG0002837	XP_015437792.1	XP_033342615.1, XP_033342616.1
OG0002838	XP_015437309.1	XP_033342745.1
OG0002839	XP_015437769.1	XP_033342733.1
OG0002840	XP_015432764.1	XP_033334567.1, XP_033326312.1
OG0002841	XP_015438654.1	XP_033335352.1
OG0002843	XP_015432773.1	XP_033332427.1
OG0002844	XP_015432346.1	XP_033331524.1, XP_033331522.1, XP_033331525.1, XP_033331523.1
OG0002845	XP_015435664.1	XP_033339700.1
OG0002846	XP_015428545.1	XP_033332016.1
OG0002847	XP_015433714.1	XP_033337661.1
OG0002849	XP_015434780.1	XP_033321305.1
OG0002850	XP_015432343.1, XP_015432353.1	XP_033331994.1
OG0002851	XP_015428665.1	XP_033323428.1
OG0002852	XP_015434169.1	XP_033335815.1
OG0002853	XP_015429310.1	XP_033331722.1
OG0002854	XP_015439103.1	XP_033336673.1, XP_033336672.1
OG0002855	XP_015439259.1	XP_033335764.1
OG0002856	XP_015430236.1	XP_033336250.1
OG0002858	XP_015435605.1, XP_015435607.1	XP_033324867.1
OG0002859	XP_015439397.1	XP_033341209.1, XP_033341199.1
OG0002860	XP_015433178.1	XP_033341658.1
OG0002861	XP_015433366.1, XP_015433359.1	XP_033329992.1
OG0002862	XP_015434788.1	XP_033342041.1, XP_033342027.1
OG0002863	XP_015433111.1	XP_033342788.1
OG0002864	XP_015430135.1	XP_033341008.1
OG0002865	XP_015432718.1, XP_015432719.1	XP_033338493.1
OG0002866	XP_015434718.1	XP_033324511.1
OG0002867	XP_015436466.1	XP_033335745.1
OG0002868	XP_015435064.1	XP_033337836.1
OG0002869	XP_015429265.1	XP_033326588.1, XP_033325214.1, XP_033325215.1
OG0002871	XP_015429696.1	XP_033323730.1, XP_033339558.1
OG0002872	XP_015437093.1	XP_033325602.1
OG0002873	XP_015438191.1	XP_033340477.1
OG0002874	XP_015432817.1	XP_033328951.1
OG0002875	XP_015434993.1	XP_033342107.1
OG0002876	XP_015434972.1	XP_033323573.1, XP_033323575.1
OG0002877	XP_015431352.1, XP_015431353.1	XP_033320970.1
OG0002878	XP_015435525.1	XP_033335103.1
OG0002879	XP_015437545.1	XP_033331344.1
OG0002880	XP_015432379.1	XP_033332252.1
OG0002881	XP_015439268.1	XP_033323932.1
OG0002882	XP_015433136.1	XP_033340405.1
OG0002883	XP_015440207.1, XP_015440206.1	XP_033331146.1, XP_033331147.1
OG0002884	XP_015437484.1	XP_033337337.1, XP_033337335.1
OG0002885	XP_015434648.1	XP_033322494.1
OG0002886	XP_015429941.1	XP_033328285.1, XP_033322725.1
OG0002887	XP_015429509.1	XP_033340087.1
OG0002888	XP_015428790.1	XP_033335209.1
OG0002889	XP_015435746.1	XP_033321611.1, XP_033321629.1, XP_033321621.1
OG0002890	XP_015439375.1	XP_033322382.1, XP_033322381.1, XP_033322380.1, XP_033322379.1
OG0002891	XP_015433869.1	XP_033328629.1
OG0002892	XP_015434783.1	XP_033321263.1
OG0002893	XP_015436259.1	XP_033339205.1
OG0002894	XP_015430107.1	XP_033326134.1
OG0002895	XP_015437295.1	XP_033331089.1
OG0002896	XP_015432331.1	XP_033331230.1
OG0002897	XP_015439872.1	XP_033325334.1, XP_033339229.1, XP_033339228.1
OG0002898	XP_015439026.1	XP_033336514.1
OG0002899	XP_015434105.1	XP_033330793.1
OG0002900	XP_015437116.1	XP_033321649.1, XP_033321648.1
OG0002901	XP_015430340.1	XP_033338883.1, XP_033338882.1
OG0002902	XP_015431340.1	XP_033320894.1
OG0002903	XP_015432209.1	XP_033338407.1, XP_033338826.1
OG0002904	XP_015439067.1	XP_033336223.1
OG0002905	XP_015430130.1	XP_033339468.1
OG0002906	XP_015431303.1	XP_033320925.1, XP_033320924.1
OG0002907	XP_015431386.1	XP_033339327.1
OG0002909	XP_015435473.1	XP_033335070.1, XP_033335071.1
OG0002910	XP_015438145.1	XP_033334554.1
OG0002911	XP_015432096.1	XP_033330013.1, XP_033330011.1, XP_033330012.1
OG0002912	XP_015428599.1	XP_033330207.1
OG0002913	XP_015432414.1	XP_033340125.1, XP_033340141.1, XP_033340132.1
OG0002915	XP_015429145.1	XP_033340262.1
OG0002916	XP_015432972.1	XP_033323661.1
OG0002917	XP_015430834.1	XP_033337053.1, XP_033337055.1, XP_033337054.1
OG0002918	XP_015437198.1	XP_033329111.1
OG0002919	XP_015431087.1	XP_033337108.1
OG0002920	XP_015429549.1	XP_033332866.1, XP_033332867.1, XP_033332869.1
OG0002921	XP_015433538.1	XP_033337391.1
OG0002922	XP_015429403.1, XP_015429402.1	XP_033327536.1
OG0002923	XP_015436262.1	XP_033335440.1
OG0002924	XP_015432622.1	XP_033322885.1
OG0002925	XP_015433828.1, XP_015433829.1	XP_033336513.1
OG0002926	XP_015430694.1	XP_033338155.1, XP_033338156.1, XP_033338157.1, XP_033338154.1
OG0002927	XP_015434477.1	XP_033333913.1
OG0002928	XP_015437372.1	XP_033342812.1, XP_033342810.1, XP_033342811.1
OG0002929	XP_015433724.1	XP_033333810.1
OG0002930	XP_015438237.1	XP_033340541.1
OG0002931	XP_015431124.1	XP_033337683.1
OG0002932	XP_015431988.1	XP_033321062.1
OG0002933	XP_015438345.1	XP_033340548.1, XP_033340547.1
OG0002934	XP_015434689.1, XP_015434695.1	XP_033331615.1
OG0002935	XP_015439708.1	XP_033327985.1
OG0002936	XP_015439719.1	XP_033328072.1
OG0002937	XP_015432161.1	XP_033326088.1
OG0002938	XP_015431681.1	XP_033326812.1
OG0002939	XP_015434716.1	XP_033324437.1
OG0002940	XP_015431987.1	XP_033327738.1
OG0002941	XP_015440047.1	XP_033324328.1
OG0002942	XP_015433540.1, XP_015433531.1	XP_033321693.1
OG0002943	XP_015430460.1	XP_033332634.1
OG0002944	XP_015430161.1	XP_033325861.1
OG0002945	XP_015429939.1	XP_033321445.1
OG0002946	XP_015431356.1	XP_033320898.1
OG0002948	XP_015429243.1	XP_033329258.1
OG0002949	XP_015439797.1	XP_033337168.1
OG0002950	XP_015432552.1	XP_033339605.1
OG0002951	XP_015439058.1	XP_033336562.1
OG0002952	XP_015435838.1	XP_033321963.1, XP_033321962.1, XP_033321961.1, XP_033321960.1
OG0002953	XP_015429690.1	XP_033323496.1, XP_033323495.1, XP_033323494.1
OG0002954	XP_015430277.1	XP_033335311.1
OG0002955	XP_015433851.1	XP_033337156.1
OG0002956	XP_015430673.1	XP_033326721.1
OG0002957	XP_015435542.1	XP_033334731.1
OG0002958	XP_015435181.1	XP_033330646.1
OG0002959	XP_015440374.1	XP_033329134.1
OG0002960	XP_015429529.1	XP_033332760.1, XP_033332784.1
