Orthogroup	Dufourea_novaeangliae	Bombus_terrestris
OG0001548	XP_015436029.1	XP_003398697.1, XP_012168705.1, XP_020720894.1
OG0001549	XP_015430263.1	XP_003399529.1, XP_020721649.1
OG0001550	XP_015429844.1, XP_015429845.1	XP_003396466.1
OG0001551	XP_015437601.1	XP_012174160.1, XP_003402429.1
OG0001552	XP_015437094.1	XP_003397544.1
OG0001554	XP_015438856.1	XP_020720887.1, XP_012168659.1, XP_012168660.1, XP_003398680.1
OG0001555	XP_015436617.1	XP_012168826.1
OG0001556	XP_015438998.1	XP_012173875.1
OG0001557	XP_015440112.1	XP_003395707.1
OG0001558	XP_015429154.1	XP_012175765.1
OG0001559	XP_015436748.1, XP_015436749.1	XP_012174448.1
OG0001560	XP_015430418.1	XP_012174992.2
OG0001561	XP_015436769.1, XP_015436770.1	XP_020723894.1, XP_012175490.1, XP_003402935.1
OG0001562	XP_015436747.1, XP_015436746.1	XP_003400434.1
OG0001563	XP_015437657.1	XP_020720559.1
OG0001564	XP_015436777.1	XP_003396165.1
OG0001565	XP_015438554.1	XP_003398427.1
OG0001566	XP_015436276.1	XP_012165524.1, XP_020719614.1, XP_020719613.1, XP_020719612.1, XP_020719611.1, XP_012165525.1
OG0001567	XP_015434499.1	XP_012166008.1, XP_012166009.1
OG0001568	XP_015435189.1	XP_020719373.1, XP_020719374.1, XP_012166115.1
OG0001569	XP_015434817.1, XP_015434818.1	XP_012172059.1
OG0001570	XP_015428537.1	XP_012167253.1, XP_012167252.1, XP_003397659.1, XP_003397660.1, XP_003397658.1, XP_012167254.1
OG0001571	XP_015428829.1	XP_003396230.1
OG0001572	XP_015430486.1	XP_012174974.1
OG0001573	XP_015437184.1, XP_015437194.1	XP_003396457.1
OG0001574	XP_015429903.1	XP_012165807.1, XP_003396718.1, XP_012165809.1, XP_012165808.1
OG0001575	XP_015428415.1	XP_012171061.1, XP_012171050.1
OG0001576	XP_015432167.1	XP_003399490.1
OG0001577	XP_015430902.1, XP_015430901.1	XP_020723780.1
OG0001578	XP_015437514.1	XP_003401693.1
OG0001579	XP_015437404.1	XP_012169320.1
OG0001580	XP_015437755.1	XP_012169270.1
OG0001581	XP_015436048.1	XP_012167536.1
OG0001582	XP_015433269.1	XP_020718687.1
OG0001583	XP_015429077.1	XP_003393843.1
OG0001584	XP_015433871.1	XP_003396994.1
OG0001585	XP_015438206.1	XP_003396301.3, XP_020719400.1
OG0001586	XP_015431821.1	XP_012163134.2
OG0001587	XP_015432988.1	XP_020721738.1
OG0001588	XP_015431342.1	XP_020720476.1
OG0001589	XP_015430392.1	XP_020721633.1
OG0001590	XP_015434409.1	XP_003396857.1
OG0001591	XP_015434534.1	XP_020719333.1
OG0001592	XP_015436703.1	XP_012164972.1
OG0001593	XP_015434850.1	XP_012172674.1
OG0001594	XP_015430164.1	XP_020722447.1
OG0001595	XP_015431048.1	XP_003397629.1, XP_020720213.1
OG0001596	XP_015429340.1	XP_020718242.1, XP_020718241.1, XP_012176117.1
OG0001597	XP_015432364.1	XP_003400228.1, XP_020721967.1
OG0001598	XP_015435193.1	XP_012169515.1, NP_001267859.1
OG0001599	XP_015438042.1	XP_020720813.1, XP_012166532.1
OG0001600	XP_015436913.1	XP_012163305.1, XP_012163307.1
OG0001601	XP_015437682.1	XP_012165145.1, XP_012165144.1, XP_012165146.1, XP_003396469.1
OG0001602	XP_015431859.1	XP_012171519.1, XP_003393608.1
OG0001603	XP_015434383.1	XP_003397060.1
OG0001604	XP_015434252.1	XP_020724289.1
OG0001605	XP_015429608.1	XP_012166522.1, XP_003397182.1
OG0001606	XP_015429606.1	XP_003397179.1
OG0001607	XP_015432541.1, XP_015432542.1	XP_003395928.1, XP_012164714.1, XP_012164713.1, XP_012164712.1
OG0001608	XP_015439410.1	XP_003403284.2
OG0001609	XP_015438923.1	XP_020722257.1
OG0001610	XP_015434184.1	XP_012171806.1, XP_020722196.1, XP_012171807.1
OG0001611	XP_015435924.1	XP_012176348.1
OG0001612	XP_015436926.1	XP_012163339.1, XP_012163340.1, XP_012163336.1
OG0001613	XP_015439341.1	XP_012172504.1
OG0001614	XP_015435854.1	XP_003394214.1
OG0001615	XP_015428684.1	XP_012170290.1
OG0001616	XP_015428995.1	XP_003394074.2, XP_020723984.1
OG0001617	XP_015436102.1	XP_012167107.1
OG0001618	XP_015436324.1	XP_003397757.1, XP_012167101.1, XP_012167103.1
OG0001619	XP_015436271.1	XP_012167581.1
OG0001620	XP_015439552.1	XP_003397560.1
OG0001621	XP_015436308.1	XP_020720078.1, XP_020720079.1, XP_012167385.1, XP_020720077.1
OG0001622	XP_015435370.1	XP_012167079.1
OG0001623	XP_015431672.1	XP_020718283.1
OG0001624	XP_015438512.1	XP_003398405.1
OG0001625	XP_015440304.1	XP_003403260.1
OG0001626	XP_015431760.1	XP_020718411.1
OG0001627	XP_015431395.1	XP_020720848.1, XP_012167894.1, XP_012167896.1
OG0001628	XP_015438365.1	XP_003398462.1
OG0001629	XP_015429415.1	XP_012164993.1
OG0001630	XP_015437939.1	XP_012172220.1
OG0001632	XP_015431546.1	XP_012176556.1, XP_003394601.1
OG0001633	XP_015428980.1	XP_003394064.1, XP_012175783.1, XP_012175784.1, XP_012175787.1
OG0001634	XP_015430921.1	XP_003401922.1, XP_012172996.1
OG0001635	XP_015440041.1	XP_003395581.1
OG0001636	XP_015440134.1	XP_003395365.2
OG0001637	XP_015439073.1, XP_015439072.1	XP_012171976.1, XP_012171975.1
OG0001638	XP_015438019.1	XP_003398752.1, XP_012168753.1
OG0001639	XP_015434670.1	XP_012170503.1
OG0001640	XP_015438669.1	XP_003399725.1
OG0001641	XP_015436715.1, XP_015436716.1	XP_003402569.2, XP_012164973.1
OG0001642	XP_015439645.1	XP_012164501.1
OG0001643	XP_015437276.1	XP_012175669.1, XP_012175668.1
OG0001644	XP_015428917.1, XP_015428918.1	XP_020720608.1
OG0001645	XP_015440424.1	XP_020720477.1, XP_020720480.1
OG0001646	XP_015440543.1	XP_003398904.1
OG0001647	XP_015440464.1, XP_015440465.1	XP_003399203.1
OG0001648	XP_015436258.1	XP_003397943.1
OG0001649	XP_015436389.1	NP_001267840.1
OG0001650	XP_015433810.1	XP_012175821.1
OG0001651	XP_015439882.1	XP_020718870.1
OG0001652	XP_015439633.1	XP_003401954.1
OG0001653	XP_015431908.1	XP_012173482.1, XP_012173483.1, XP_012173481.1, XP_012173480.1, XP_012173479.1
OG0001654	XP_015431928.1	XP_020723109.1
OG0001655	XP_015428825.1	XP_020722958.1, XP_020722959.1, XP_012172932.1, XP_012172931.1, XP_020722957.1
OG0001656	XP_015437268.1	XP_003401674.1
OG0001657	XP_015438195.1	XP_012165182.1
OG0001658	XP_015434984.1	XP_012172759.1
OG0001659	XP_015435012.1	XP_003393685.1, XP_020723878.1, XP_012172718.1
OG0001660	XP_015433969.1	XP_012173237.1
OG0001661	XP_015434992.1	XP_003402630.1
OG0001662	XP_015432534.1	XP_020723751.1
OG0001663	XP_015429071.1	XP_003393881.1
OG0001664	XP_015428533.1, XP_015428586.1	XP_012175907.1
OG0001665	XP_015429864.1	XP_003396560.1
OG0001666	XP_015431149.1	XP_012173351.1, XP_003402078.1
OG0001667	XP_015432737.1	XP_020721646.1, XP_012170048.2
OG0001668	XP_015437005.1	XP_012166741.1
OG0001669	XP_015440078.1	XP_012164103.2
OG0001670	XP_015440480.1, XP_015440478.1	XP_003399396.1
OG0001671	XP_015437762.1	XP_012169750.1
OG0001672	XP_015437156.1, XP_015437157.1	XP_012174706.1
OG0001673	XP_015438543.1	XP_003402955.1
OG0001674	XP_015431443.1	XP_003394809.1
OG0001675	XP_015429490.1	XP_012165920.1
OG0001676	XP_015429042.1	XP_003393317.1, XP_012167432.1
OG0001677	XP_015430313.1	XP_003393247.1
OG0001678	XP_015429372.1	XP_012175868.1
OG0001679	XP_015431077.1, XP_015431078.1	XP_003402091.1
OG0001680	XP_015439635.1	XP_020723132.1
OG0001681	XP_015429540.1, XP_015429541.1, XP_015429538.1, XP_015429539.1	XP_003397185.1
OG0001682	XP_015432244.1	XP_012175172.1
OG0001683	XP_015429458.1	XP_020723753.1, XP_020723764.1
OG0001684	XP_015428983.1	XP_012175794.1, XP_020719359.1
OG0001685	XP_015429162.1	XP_012175102.1
OG0001686	XP_015430731.1, XP_015430729.1	XP_020718474.1
OG0001687	XP_015436950.1	XP_003402417.1
OG0001688	XP_015431644.1	XP_003395122.1
OG0001689	XP_015436934.1	XP_020718512.1, XP_003394932.1
OG0001690	XP_015433265.1	XP_020718794.1
OG0001691	XP_015439867.1	XP_003395430.1
OG0001692	XP_015429557.1	XP_020719917.1
OG0001693	XP_015434463.1	XP_012166228.2
OG0001694	XP_015436425.1	XP_020719351.1
OG0001695	XP_015433870.1	XP_012166157.1, XP_020719468.1, XP_003396998.1
OG0001696	XP_015430914.1, XP_015430915.1, XP_015430916.1, XP_015430917.1	XP_012172998.1
OG0001697	XP_015428967.1	XP_012172951.1, XP_012172952.1, XP_012172954.1, XP_003401684.1
OG0001698	XP_015430544.1	XP_003403222.1
OG0001700	XP_015431299.1	XP_012168087.1, XP_012168088.1
OG0001701	XP_015428958.1	XP_012167925.1
OG0001702	XP_015438449.1, XP_015438448.1, XP_015438447.1	XP_020720563.1
OG0001703	XP_015438608.1	XP_012168191.1, XP_003398458.1
OG0001704	XP_015437290.1	XP_020720914.1
OG0001705	XP_015436546.1	XP_020721072.1
OG0001706	XP_015437021.1	XP_012169802.1, XP_012169803.1, XP_012169804.1, XP_012169807.1
OG0001707	XP_015432136.1	XP_012169947.1, XP_012169946.1
OG0001708	XP_015432403.1	XP_012171091.1
OG0001709	XP_015428541.1	XP_003400037.3
OG0001710	XP_015438123.1	XP_012170861.1
OG0001711	XP_015437609.1	XP_012170658.1
OG0001712	XP_015437612.1	XP_003400017.1
OG0001713	XP_015438727.1	XP_012171440.1, XP_012171442.1, XP_012171439.1, XP_003400537.1
OG0001715	XP_015436471.1	XP_012171614.1
OG0001716	XP_015435225.1	XP_003400951.1
OG0001717	XP_015439167.1	XP_020722064.1
OG0001718	XP_015430074.1	XP_020721148.1, XP_012168956.1
OG0001719	XP_015437972.1	XP_003401098.2
OG0001720	XP_015438377.1	XP_003401325.1
OG0001721	XP_015430391.1	XP_020721719.1, XP_003400015.1
OG0001722	XP_015429325.1	XP_003394115.1
OG0001723	XP_015437160.1	XP_003396337.1
OG0001725	XP_015432022.1	XP_020719056.1, XP_020719057.1
OG0001726	XP_015435014.1	XP_012172744.1, XP_012172738.1, XP_012172730.1
OG0001727	XP_015435027.1	XP_012171087.1, XP_003393762.1, XP_012171074.1
OG0001728	XP_015433096.1	XP_012172103.2
OG0001729	XP_015434987.1	XP_012172440.2
OG0001730	XP_015431922.1	XP_003393784.1, XP_020721323.1
OG0001731	XP_015434989.1	XP_012174343.1, XP_012174349.1
OG0001732	XP_015437108.1, XP_015437105.1	XP_003402812.1
OG0001733	XP_015429316.1	XP_020724230.1, XP_020724229.1, XP_020724231.1, XP_003394109.1
OG0001734	XP_015435775.1	XP_020724222.1
OG0001735	XP_015432829.1	XP_012169130.1
OG0001736	XP_015435926.1	XP_012175979.1, XP_012175978.1
OG0001737	XP_015431751.1, XP_015431750.1	XP_012163575.1, XP_003395130.1
OG0001738	XP_015437598.1	XP_020723393.1
OG0001739	XP_015433121.1	XP_012169523.1, XP_003399319.1
OG0001740	XP_015431675.1	XP_012163658.1
OG0001741	XP_015436879.1	XP_012174045.1
OG0001742	XP_015436805.1	XP_012171346.1, XP_012171343.1
OG0001743	XP_015431691.1	XP_012163590.1
OG0001744	XP_015440319.1	XP_012169538.1
OG0001745	XP_015433278.1, XP_015433279.1	XP_003403020.2, XP_003395421.1
OG0001746	XP_015433284.1	XP_003402391.2
OG0001747	XP_015432675.1	XP_012170329.1, XP_020721617.1, XP_020721618.1, XP_020721616.1, XP_003399743.1
OG0001748	XP_015439782.1	XP_012164116.1
OG0001749	XP_015440008.1	XP_012164412.1
OG0001750	XP_015439283.1	XP_020723092.1, XP_012173499.1
OG0001751	XP_015440252.1	XP_020718664.1, XP_020718663.1
OG0001752	XP_015439802.1	XP_012173530.1
OG0001753	XP_015439958.1	XP_003395363.1
OG0001754	XP_015431999.1	XP_003396134.1
OG0001756	XP_015432527.1	XP_012164670.1
OG0001757	XP_015432062.1	XP_003395982.1
OG0001758	XP_015437137.1	XP_003396658.1, XP_003396657.1
OG0001759	XP_015434435.1, XP_015434437.1	XP_020719541.1, XP_020719542.1
OG0001760	XP_015431144.1	XP_012173353.1
OG0001761	XP_015437600.1	XP_003393279.1
OG0001762	XP_015433532.1	XP_012175018.1, XP_012175031.1
OG0001763	XP_015429595.1	XP_020719847.1, XP_012166327.1, XP_012166328.1
OG0001764	XP_015435950.1	XP_012166533.1
OG0001765	XP_015428534.1	XP_020718391.1
OG0001766	XP_015430441.1	XP_003403196.2
OG0001767	XP_015431117.1	XP_012173415.1
OG0001768	XP_015431047.1	XP_020720008.1
OG0001769	XP_015431039.1	XP_020723137.1, XP_020723136.1, XP_003402045.1, XP_020723135.1, XP_020723138.1
OG0001770	XP_015438580.1	XP_003398434.1, XP_003398432.1, XP_003403021.1, XP_012174894.1, XP_003398436.1, XP_003398435.1
OG0001771	XP_015434742.1	XP_003394641.1
OG0001772	XP_015438521.1	XP_012168185.1
OG0001773	XP_015438399.1	XP_003398079.2
OG0001774	XP_015436643.1	XP_012173920.1
OG0001775	XP_015438450.1	XP_020720722.1, XP_020720723.1
OG0001776	XP_015431430.1	XP_020720830.1, XP_003398587.1, XP_020720831.1
OG0001777	XP_015438319.1	XP_003396482.1
OG0001778	XP_015435251.1	XP_020719122.1
OG0001779	XP_015434026.1	XP_012171472.1, XP_012171475.1
OG0001781	XP_015436598.1, XP_015438156.1	XP_003398859.1
OG0001782	XP_015430011.1	XP_012165121.1
OG0001783	XP_015435561.1	XP_012169185.1
OG0001784	XP_015428699.1	XP_020721286.1
OG0001785	XP_015438690.1	XP_012169880.2
OG0001788	XP_015428571.1	XP_020721799.1, XP_003400090.1
OG0001789	XP_015432378.1	XP_003400195.1, XP_012170946.1, XP_020721977.1
OG0001790	XP_015437701.1	XP_012170833.1
OG0001791	XP_015432288.1	XP_020721824.1, XP_003400080.1
OG0001792	XP_015436864.1, XP_015436865.1	XP_012170780.1
OG0001793	XP_015433019.1	XP_012172648.2
OG0001794	XP_015434077.1	XP_003400905.1, XP_020722200.1
OG0001795	XP_015435235.1	XP_020722045.1
OG0001796	XP_015438944.1	XP_003400384.1, XP_020722141.1, XP_020722142.1, XP_020722144.1, XP_020722143.1
OG0001797	XP_015429311.1	XP_012171374.1, XP_012171373.1
OG0001798	XP_015439230.1	XP_012171864.2
OG0001799	XP_015430239.1	XP_020722155.1, XP_012171415.1, XP_012171417.1
OG0001800	XP_015434050.1	XP_020722335.1
OG0001801	XP_015438946.1	XP_020722248.1
OG0001802	XP_015429567.1	XP_012165203.1, XP_003393254.1
OG0001803	XP_015434839.1	XP_003401457.1
OG0001804	XP_015434792.1	XP_012172687.1, XP_012172688.1, XP_012172686.1, XP_003401461.1
OG0001805	XP_015434884.1	XP_020723047.1, XP_020723049.1, XP_020723048.1, XP_003401969.1, XP_020723050.1
OG0001807	XP_015428703.1	XP_012169581.1, XP_012169582.1
OG0001808	XP_015433128.1	XP_012172856.2
OG0001808	XP_015433129.1	XP_012172855.1
OG0001809	XP_015437951.1	XP_012172596.1
OG0001810	XP_015428430.1	XP_012169843.1, XP_012169845.1, XP_012169844.1
OG0001811	XP_015432800.1	XP_003393176.3
OG0001812	XP_015434330.1	XP_003396846.1
OG0001813	XP_015429888.1	XP_012165648.1
OG0001814	XP_015438136.1, XP_015439757.1	XP_003396211.3
OG0001815	XP_015432253.1	XP_020721678.1, XP_020721679.1
OG0001816	XP_015436315.1	XP_012167378.1
OG0001817	XP_015435029.1	XP_003402641.1
OG0001818	XP_015434314.1	XP_012176399.1, XP_003394464.2
OG0001819	XP_015434928.1	XP_003401299.1
OG0001820	XP_015439400.1	XP_020722783.1, XP_003401340.1
OG0001821	XP_015435107.1	XP_020720219.1
OG0001822	XP_015438597.1, XP_015438596.1	XP_012168297.1, XP_012168298.1, XP_020720613.1, XP_003398546.1
OG0001823	XP_015429665.1	XP_003402866.1
OG0001824	XP_015430754.1	XP_012174097.1, XP_020723409.1, XP_003402491.1, XP_012174095.1
OG0001825	XP_015439936.1	XP_003395354.1
OG0001826	XP_015440037.1	XP_003402390.3
OG0001827	XP_015437162.1	XP_003402975.1
OG0001828	XP_015436332.1	XP_012167440.1, XP_003397848.1
OG0001829	XP_015433682.1	XP_003394308.1, XP_012176151.1, XP_020724287.1
OG0001830	XP_015434128.1	XP_012171685.1, XP_003400738.1
OG0001831	XP_015432434.1	XP_012172762.1
OG0001832	XP_015432034.1	XP_020719141.1, XP_020719140.1
OG0001833	XP_015433725.1	XP_003394305.1
OG0001834	XP_015435807.1	XP_003394559.1
OG0001835	XP_015430297.1	XP_003399910.1
OG0001836	XP_015440539.1, XP_015440538.1	XP_012169008.1
OG0001837	XP_015429964.1	XP_003396622.1
OG0001838	XP_015439576.1	XP_003398263.1, XP_012167951.1, XP_012167952.1, XP_012167953.1, XP_003398264.1
OG0001839	XP_015437733.1	XP_003398793.1
OG0001840	XP_015428467.1	XP_003402152.1
OG0001841	XP_015438159.1	XP_012165919.1, XP_020719210.1
OG0001842	XP_015435220.1	XP_003397482.2
OG0001843	XP_015429725.1	XP_003398713.1
OG0001844	XP_015433814.1, XP_015433817.1	XP_003394281.1
OG0001846	XP_015434472.1, XP_015434473.1	XP_003397298.1
OG0001847	XP_015429721.1	XP_012167262.1
OG0001848	XP_015428480.1	XP_012173705.1, XP_003402147.1
OG0001849	XP_015432037.1	XP_020719091.1, XP_012164919.1, XP_012164920.1, XP_003396079.1, XP_020719092.1
OG0001850	XP_015440083.1	XP_003395478.1, XP_012163747.1
OG0001851	XP_015434140.1	XP_020722319.1
OG0001852	XP_015437699.1, XP_015437700.1	XP_012170829.1
OG0001853	XP_015432888.1	XP_012175885.1
OG0001854	XP_015429605.1	XP_020719753.1, XP_012166333.1
OG0001855	XP_015435283.1	XP_003393009.1
OG0001856	XP_015440299.1	XP_003403259.1, XP_012175262.1
OG0001857	XP_015428693.1	XP_003401806.1
OG0001858	XP_015435392.1	XP_012164416.1, XP_003393123.1, XP_012164423.1
OG0001859	XP_015434312.1	XP_003394694.1
OG0001860	XP_015434727.1, XP_015434729.1	XP_003398605.1
OG0001861	XP_015430573.1	XP_003403029.1
OG0001862	XP_015440384.1	XP_020723706.1
OG0001863	XP_015430211.1	XP_003393245.1
OG0001864	XP_015438493.1	XP_012168351.1, XP_003398572.1
OG0001865	XP_015437003.1	XP_003397420.1
OG0001866	XP_015430358.1	XP_012173663.1, XP_012173662.1, XP_012173661.1, XP_020723216.1, XP_012173664.1
OG0001867	XP_015434445.1	XP_012173812.1
OG0001867	XP_015434446.1	XP_012173811.1
OG0001868	XP_015432140.1	XP_003399831.1
OG0001869	XP_015428868.1	XP_003398250.1, XP_012167929.1
OG0001870	XP_015436274.1	XP_003397409.1, XP_020720034.1
OG0001871	XP_015433472.1	XP_012168767.1
OG0001872	XP_015429076.1	XP_012167516.1, XP_003393320.1
OG0001873	XP_015431563.1	XP_003394187.1, XP_012175967.1
OG0001874	XP_015429416.1	XP_003396669.1
OG0001876	XP_015428785.1	XP_003399272.2
OG0001877	XP_015439080.1	XP_012171259.1, XP_012171258.1, XP_003400449.1, XP_020722213.1
OG0001878	XP_015438317.1	XP_012166732.1
OG0001879	XP_015436059.1	XP_012167615.2
OG0001880	XP_015428886.1	XP_012167823.1, XP_012167826.1
OG0001881	XP_015428824.1	XP_012169457.1
OG0001882	XP_015433218.1, XP_015433217.1, XP_015433219.1	XP_012172358.1, XP_012172363.1, XP_012172362.1, XP_012172361.1, XP_012172360.1
OG0001883	XP_015429660.1	XP_012174691.1
OG0001884	XP_015437136.1, XP_015439623.1	XP_012175519.1
OG0001885	XP_015437625.1	XP_020723896.1
OG0001886	XP_015437252.1	XP_020719407.1
OG0001887	XP_015439208.1	XP_020720763.1
OG0001888	XP_015431411.1	XP_020720810.1, XP_020720811.1
OG0001893	XP_015436198.1	XP_003397407.1
OG0001894	XP_015431229.1, XP_015431230.1	NP_001267838.1
OG0001895	XP_015438983.1	XP_012167932.1
OG0001896	XP_015438800.1	XP_012169664.1
OG0001897	XP_015428664.1	XP_003400076.2
OG0001898	XP_015440162.1	XP_012164287.1
OG0001899	XP_015434755.1, XP_015434748.1	XP_003394648.1
OG0001900	XP_015434147.1	XP_020722346.1
OG0001901	XP_015434965.1	XP_003393693.2, XP_020722249.1
OG0001902	XP_015439110.1	XP_012171932.1, XP_020722373.1
OG0001903	XP_015434711.1, XP_015434712.1	XP_020720570.1
OG0001904	XP_015431438.1	XP_003393794.1
OG0001905	XP_015430246.1	XP_003399852.3
OG0001906	XP_015438522.1	XP_003398346.1
OG0001907	XP_015431175.1	XP_012167154.1
OG0001908	XP_015435005.1	XP_012172543.2
OG0001909	XP_015436590.1	XP_003398867.1
OG0001910	XP_015438507.1	XP_003398275.1
OG0001911	XP_015428395.1, XP_015428394.1	XP_012168737.1
OG0001912	XP_015429194.1	XP_012166262.2
OG0001913	XP_015429970.1	XP_012165432.1
OG0001914	XP_015438209.1	XP_012165532.1
OG0001915	XP_015430084.1	XP_012168176.1
OG0001916	XP_015428877.1	XP_003398170.1
OG0001917	XP_015439118.1	XP_012171789.1, XP_012171791.1
OG0001918	XP_015430408.1	XP_003403197.1
OG0001919	XP_015439232.1	XP_003400693.1
OG0001920	XP_015430050.1, XP_015430059.1	XP_003392945.1
OG0001921	XP_015435223.1	XP_003402444.1
OG0001922	XP_015434905.1	XP_003401476.1
OG0001923	XP_015432682.1	XP_003402180.1
OG0001924	XP_015429979.1	XP_012165424.1, XP_003396398.2, XP_012165425.1
OG0001925	XP_015430974.1, XP_015430975.1	XP_003401744.1
OG0001926	XP_015438747.1	XP_012171387.1, XP_020722172.1, XP_012171386.1
OG0001927	XP_015429017.1	XP_012175562.1
OG0001928	XP_015440096.1	XP_012164356.1
OG0001929	XP_015429023.1	XP_012175733.1
OG0001930	XP_015433274.1	XP_020718623.1
OG0001931	XP_015430289.1	XP_012169828.1, XP_003399613.1
OG0001932	XP_015435381.1	XP_003393113.2
OG0001933	XP_015440131.1	XP_012164380.1
OG0001934	XP_015428796.1	XP_020722868.1, XP_003401813.1
OG0001935	XP_015435751.1	XP_020719678.1
OG0001936	XP_015428964.1, XP_015428963.1	XP_012168000.2
OG0001937	XP_015434952.1	XP_003402640.1
OG0001938	XP_015429745.1	XP_012169809.1
OG0001939	XP_015432242.1	XP_012173702.2
OG0001940	XP_015436888.1, XP_015436887.1	XP_020718272.1, XP_003394925.1
OG0001941	XP_015438334.1	XP_020719661.1
OG0001942	XP_015431548.1	XP_003394367.1
OG0001943	XP_015429286.1	XP_003397346.1
OG0001944	XP_015439097.1	XP_012171968.1, XP_003400961.1
OG0001945	XP_015430601.1	XP_003398314.1
OG0001946	XP_015431733.1	XP_003395158.1, XP_012163615.1
OG0001947	XP_015438166.1	XP_003396494.1
OG0001948	XP_015439356.1	XP_003401188.1
OG0001949	XP_015439430.1, XP_015439429.1	XP_020722719.1
OG0001950	XP_015432347.1	XP_003393935.1, XP_012175635.1, XP_012175636.1
OG0001951	XP_015432405.1	XP_003400198.1
OG0001952	XP_015433623.1	XP_003400041.1, XP_020721780.1
OG0001953	XP_015439618.1	XP_012175654.1
OG0001954	XP_015436042.1	XP_003398029.1
OG0001955	XP_015434058.1	XP_003400393.1
OG0001956	XP_015429922.1	XP_012165501.2
OG0001958	XP_015430790.1	XP_003395092.1
OG0001959	XP_015437989.1	XP_020722587.1, XP_003401438.1
OG0001960	XP_015431843.1	XP_012171510.1, XP_003393607.1
OG0001961	XP_015428575.1	XP_003400267.1, XP_003400266.1
OG0001962	XP_015430430.1	XP_003403158.1, XP_012175165.1
OG0001963	XP_015439383.1	XP_003401320.1
OG0001964	XP_015431390.1	XP_003398368.1, XP_012168078.1
OG0001965	XP_015437140.1	XP_012166936.2
OG0001966	XP_015437177.1	XP_020719017.1, XP_012174384.1
