Orthogroup	Megachile_rotundata	Drosophila_melanogaster
OG0001943	XP_012147474.1	NP_001188918.1, NP_651214.2
OG0001944	XP_003703726.1, XP_003703814.1	NP_001163494.1
OG0001945	XP_012154441.1	NP_572873.2
OG0001946	XP_003699969.1	NP_001303420.1
OG0001947	XP_003705697.1	NP_649796.1
OG0001949	XP_012147996.1, XP_003706445.1, XP_012147995.1	NP_001285813.1
OG0001950	XP_012144602.1	NP_001261595.1
OG0001951	XP_012139300.1, XP_003702731.1	NP_726846.1
OG0001952	XP_012135997.1	NP_001245466.1
OG0001953	XP_012145326.1, XP_012145351.1	NP_788450.1
OG0001956	XP_003703905.1	NP_610804.1
OG0001957	XP_012142305.1	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1
OG0001959	XP_003702678.1	NP_649972.1
OG0001960	XP_003703234.1, XP_012140366.1, XP_012140367.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_012142144.1, XP_003704004.1	NP_001286875.1
OG0001962	XP_003704351.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_012141356.1, XP_012141357.1, XP_012141360.1, XP_012141358.1, XP_012141359.1, XP_003703511.1	NP_648053.1
OG0001964	XP_012148107.1, XP_012148103.1, XP_012148104.1, XP_012148102.1, XP_012148105.1	NP_001287227.1
OG0001965	XP_003702172.1, XP_012138026.1, XP_012138025.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_003708349.1	NP_001286827.1
OG0001967	XP_012153499.1	NP_001262353.1
OG0001968	XP_003705340.2, XP_012147015.1	NP_001097756.1
OG0001969	XP_003702437.1, XP_012138619.1, XP_012138618.1	NP_001259204.1
OG0001971	XP_003703284.1, XP_012140698.1	NP_723787.1
OG0001973	XP_012150814.1	NP_726095.2
OG0001974	XP_003706062.1	NP_648645.1
OG0001975	XP_012137208.1, XP_003701846.1	NP_001260979.1
OG0001976	XP_012137825.1, XP_012137826.1	NP_001138150.1
OG0001977	XP_003702139.1	NP_611067.2
OG0001981	XP_012151878.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001987	XP_012142901.1	NP_001356937.1
OG0001988	XP_003703079.1	NP_524001.2
OG0001989	XP_012147323.1, XP_003706122.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_003707657.2, XP_003707658.1	NP_788760.1
OG0001991	XP_012135527.1, XP_012135526.1	NP_001262998.1
OG0001992	XP_003699919.1	NP_001245552.1
OG0001993	XP_012145304.1	NP_611538.1
OG0001994	XP_003703431.1	NP_651072.1
OG0001995	XP_012144101.1	NP_523355.2
OG0001996	XP_012148191.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_003699645.1	NP_996267.1
OG0001998	XP_012142139.1, XP_012142128.1, XP_012142140.1	NP_651780.1
OG0001999	XP_003705603.1	NP_523428.1
OG0002000	XP_012147747.1, XP_012147746.1, XP_012147745.1, XP_012147748.1	NP_726490.3
OG0002001	XP_003706433.1, XP_012147804.1	NP_001285572.1
OG0002002	XP_012146246.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_003703233.1, XP_012140369.1, XP_012140370.1	NP_001259998.1
OG0002004	XP_003703011.1	NP_650776.1
OG0002005	XP_012152247.1	NP_647640.1
OG0002006	XP_003706758.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_003703240.1	NP_001261689.1
OG0002009	XP_003707309.1	NP_001027401.1
OG0002010	XP_003703696.1	NP_651600.1
OG0002011	XP_003701635.1	NP_001286589.1
OG0002012	XP_012138348.1	NP_001014582.1, NP_524041.2
OG0002013	XP_012141432.1	NP_001245550.1
OG0002014	XP_012140431.1, XP_012140420.1	NP_476562.1
OG0002015	XP_003700402.1	NP_609782.2
OG0002016	XP_003701509.1	NP_788448.1
OG0002017	XP_012153242.1, XP_012153243.1, XP_012153244.1, XP_012153238.1, XP_012153239.1, XP_003708585.2, XP_012153241.1, XP_012153237.1, XP_012153240.1	NP_610188.2
OG0002018	XP_003700546.1	NP_648586.2
OG0002019	XP_003700615.1	NP_001137910.2
OG0002020	XP_012143175.1	NP_732549.2
OG0002021	XP_003703149.1, XP_012140063.1, XP_012140062.1	NP_649827.2
OG0002022	XP_003702362.1	NP_726406.1
OG0002023	XP_012142679.1	NP_001245577.1
OG0002024	XP_012143161.1	NP_610095.1
OG0002025	XP_003706213.1	NP_649877.1
OG0002026	XP_012153897.1	NP_001259298.1
OG0002028	XP_003703134.1, XP_012140101.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_003700421.1	NP_610059.1
OG0002032	XP_003707304.1	NP_001286795.1
OG0002033	XP_012153387.1, XP_012143911.1, XP_012143910.1	NP_001285275.1
OG0002034	XP_003703586.1	NP_001163027.1, NP_001189073.1
OG0002035	XP_012148042.1	NP_611093.2
OG0002036	XP_012135179.1	NP_001286548.1
OG0002037	XP_012151785.1	NP_524660.1
OG0002038	XP_012144842.1	NP_608372.1
OG0002039	XP_003702840.1	NP_001286974.1
OG0002041	XP_012134878.1, XP_012134945.1	NP_647887.1
OG0002042	XP_012143342.1	NP_001137671.1, NP_610099.1
OG0002043	XP_012141291.1, XP_012141293.1, XP_012141292.1, XP_012141290.1, XP_012141288.1	NP_001034012.2
OG0002044	XP_012136341.1, XP_012136347.1	NP_001263139.1
OG0002045	XP_012143496.1	NP_477311.1
OG0002046	XP_003706185.1	NP_001097124.1
OG0002047	XP_003704896.1	NP_001189286.1
OG0002048	XP_012138294.1, XP_012138308.1	NP_001247185.1
OG0002049	XP_012150356.1	NP_732811.1
OG0002050	XP_003708065.1	NP_001285355.1
OG0002051	XP_003700857.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_003704502.1	NP_611508.1
OG0002053	XP_012137462.1	NP_610530.1
OG0002054	XP_012139709.1	NP_524677.1
OG0002055	XP_003707010.1	NP_001259900.1, NP_572902.1
OG0002056	XP_003701093.1, XP_012135528.1	NP_524907.2
OG0002057	XP_003702834.1	NP_609888.2
OG0002058	XP_003707801.1	NP_609119.2
OG0002059	XP_012139338.1, XP_012139340.1, XP_012139339.1, XP_003702874.1	NP_648185.1
OG0002060	XP_012141197.1	NP_726403.2
OG0002061	XP_012151955.1	NP_001036338.1
OG0002062	XP_012146355.1, XP_012146353.1	NP_001356975.1
OG0002063	XP_003706896.1	NP_001285001.1
OG0002064	XP_012142928.1	NP_001356982.1
OG0002065	XP_003702761.2	NP_001284967.1
OG0002066	XP_012143894.1, XP_012143896.1, XP_012143897.1	NP_649869.1
OG0002067	XP_012154310.1	NP_651116.1
OG0002068	XP_003704477.1	NP_611856.1
OG0002069	XP_003705335.1	NP_652610.1
OG0002070	XP_012136442.1	NP_650941.3
OG0002071	XP_003702033.1, XP_012137945.1	NP_477372.1
OG0002072	XP_003707613.1	NP_001259984.1
OG0002073	XP_012147998.1	NP_001260394.1
OG0002075	XP_012149919.1, XP_012149920.1, XP_003707271.1	NP_524583.1
OG0002076	XP_012135597.1	NP_001163600.1
OG0002077	XP_003701633.1	NP_724409.3
OG0002078	XP_012149123.1	NP_001259928.1
OG0002079	XP_003705877.1	NP_001261524.1
OG0002080	XP_003705020.1	NP_649990.2
OG0002081	XP_003701177.1	NP_001286545.1
OG0002082	XP_012146702.1	NP_572503.1
OG0002083	XP_012148780.1, XP_003706931.1	NP_648372.1
OG0002084	XP_003706522.2	NP_611677.1
OG0002085	XP_003707196.1	NP_001285316.1
OG0002086	XP_003707054.2	NP_609934.3
OG0002087	XP_003700492.1, XP_012154201.1, XP_012154202.1	NP_572818.1
OG0002088	XP_003699720.2, XP_012144235.1	NP_523833.1
OG0002089	XP_003702769.1	NP_001261563.1
OG0002090	XP_012154459.1	NP_001260029.1
OG0002091	XP_003707492.1	NP_001285049.1, NP_609350.2
OG0002092	XP_003700521.2	NP_788716.1
OG0002093	XP_003700833.1, XP_012135088.1	NP_001262005.1
OG0002094	XP_003704619.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_012147718.1, XP_003706334.1	NP_733076.2
OG0002097	XP_012136159.1	NP_001162716.1, NP_729740.2
OG0002098	XP_003700046.1	NP_477014.1
OG0002099	XP_003702572.1, XP_003704719.2	NP_001262830.1, NP_001262827.1
OG0002100	XP_003707021.1	NP_001285208.1
OG0002101	XP_012140864.1	NP_001014695.1
OG0002102	XP_012153664.1, XP_012153667.1, XP_012153662.1	NP_649939.1
OG0002103	XP_003702025.1	NP_001260451.1
OG0002106	XP_012137541.1	NP_524818.1
OG0002107	XP_003705786.1	NP_523739.2
OG0002108	XP_012141408.1	NP_996185.1
OG0002109	XP_003700184.1	NP_611966.3
OG0002110	XP_012137441.1	NP_996042.1
OG0002111	XP_003699750.1	NP_001261454.1
OG0002113	XP_003699727.1	NP_001262803.1
OG0002114	XP_003701865.1	NP_651508.1
OG0002115	XP_003706465.2	NP_572197.4
OG0002116	XP_012148200.1, XP_012148201.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_003706178.1	NP_001286076.1
OG0002119	XP_012140732.1	NP_001162779.1
OG0002121	XP_012144919.1	NP_001262679.1
OG0002122	XP_003700153.1	NP_001138057.1
OG0002123	XP_003708022.1	NP_523593.5
OG0002124	XP_012154155.1	NP_001369005.1
OG0002125	XP_012144745.1	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_012147815.1	NP_524659.1, NP_652413.1
OG0002127	XP_012138223.1	NP_001261984.1
OG0002128	XP_012138724.1	NP_611499.3
OG0002129	XP_012140017.1, XP_012140006.1	NP_788872.1
OG0002130	XP_003706018.1, XP_012147030.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_012154220.1	NP_001259886.1
OG0002132	XP_012152509.1, XP_012152510.1	NP_001261614.1
OG0002134	XP_012149760.1	NP_001163664.1
OG0002136	XP_003707738.1, XP_012151248.1, XP_012151247.1	NP_608780.1
OG0002137	XP_003705359.1	NP_001286327.1
OG0002138	XP_003705988.1	NP_001262079.1
OG0002139	XP_012149202.1, XP_003707042.1	NP_648894.2
OG0002140	XP_012136173.1	NP_001262599.1
OG0002141	XP_003703529.2, XP_012141410.1	NP_730594.1
OG0002142	XP_003702578.2, XP_012138955.1	NP_001285282.1
OG0002143	XP_003701374.1	NP_524238.1
OG0002144	XP_012143665.1	NP_001261617.1
OG0002145	XP_003700252.1	NP_609877.2
OG0002146	XP_012144454.1	NP_001259153.1
OG0002148	XP_003708174.1	NP_650672.1
OG0002149	XP_012139810.1	NP_726059.5
OG0002150	XP_003699249.1	NP_001036357.2
OG0002151	XP_012134580.1	NP_788891.2
OG0002152	XP_012148397.1	NP_001036397.2
OG0002153	XP_012154424.1	NP_608851.1, NP_511089.2
OG0002154	XP_012149072.1	NP_651555.1
OG0002155	XP_012138208.1	NP_001262777.1
OG0002156	XP_012139476.1, XP_012139690.1	NP_001262888.1
OG0002157	XP_012148346.1, XP_012148347.1, XP_012148348.1, XP_012148349.1	NP_648105.1
OG0002158	XP_012141723.1	NP_001284753.1
OG0002159	XP_012134594.1	NP_001284832.1
OG0002162	XP_012145060.1	NP_649886.1
OG0002163	XP_012145910.1, XP_012145916.1, XP_012145902.1	NP_001286059.1
OG0002164	XP_012152664.1	NP_001287469.1
OG0002165	XP_003706589.1	NP_511170.1
OG0002166	XP_012147678.1	NP_651250.2
OG0002167	XP_012137795.1, XP_003702211.2	NP_730568.1
OG0002168	XP_012136782.1	NP_001247018.1
OG0002169	XP_003707484.1	NP_610943.2
OG0002170	XP_012149050.1	NP_001285140.1
OG0002171	XP_012149320.1	NP_723732.2, NP_609741.3
OG0002172	XP_012139047.1	NP_001245974.1
OG0002173	XP_003705677.1	NP_001262864.1
OG0002177	XP_003706560.2, XP_012148154.1	NP_001260910.1
OG0002178	XP_012135420.1	NP_524679.3
OG0002179	XP_012138827.1, XP_003702494.1	NP_609675.2
OG0002181	XP_012134634.1	NP_001285496.1
OG0002182	XP_003702306.1	NP_001245595.1
OG0002183	XP_003705223.2, XP_012145126.1	NP_788429.1
OG0002184	XP_003707287.1	NP_001247215.1
OG0002185	XP_012145824.1, XP_012145826.1	NP_726596.1
OG0002186	XP_012143834.1	NP_001285258.1
OG0002187	XP_012136067.1	NP_649313.1
OG0002188	XP_012140483.1	NP_001104019.1
OG0002189	XP_003707503.1	NP_572502.1
OG0002190	XP_012135699.1	NP_001097622.2
OG0002191	XP_012140684.1	NP_001260762.1
OG0002192	XP_003700362.1	NP_725091.1
OG0002193	XP_012152485.1, XP_003708303.1	NP_650940.2
OG0002195	XP_012152712.1	NP_001285326.1
OG0002196	XP_012145369.1	NP_001246133.1
OG0002197	XP_012150327.1, XP_012150329.1, XP_012150331.1, XP_012150328.1, XP_003707360.1	NP_525097.1
OG0002198	XP_003705000.1, XP_012143995.1	NP_649415.2, NP_611222.2
OG0002200	XP_012141578.1, XP_012141342.1	NP_001287456.1
OG0002201	XP_012139350.1	NP_724335.2
OG0002202	XP_012152143.1, XP_012145000.1	NP_001262840.1
OG0002203	XP_012151506.1	NP_001262806.1
OG0002204	XP_003705194.2, XP_012145183.1	NP_650021.1
OG0002205	XP_012137475.1	NP_611511.3
OG0002205	XP_012138792.1	NP_572327.1
OG0002206	XP_003704631.1	NP_001285571.1
OG0002208	XP_012140447.1, XP_003703168.1	NP_001137618.1
OG0002209	XP_003703833.1, XP_003700680.2	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002211	XP_012148003.1, XP_003699954.1	NP_649412.1
OG0002212	XP_012144284.1, XP_003704871.1	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1
OG0002213	XP_012138601.1	NP_608580.2
OG0002215	XP_012139111.1, XP_012139112.1	NP_788337.1, NP_001286352.1
OG0002217	XP_012152182.1, XP_012152183.1	NP_001163086.1
OG0002218	XP_012153608.1, XP_003708681.1	NP_649774.1
OG0002219	XP_012145933.1, XP_012145930.1, XP_012145932.1, XP_012145931.1, XP_012145929.1	NP_651266.1
OG0002220	XP_003707397.1	NP_001286572.1
OG0002221	XP_012138709.1, XP_003702460.1	NP_001259702.1
OG0002222	XP_012143595.1, XP_012143594.1	NP_001261000.1
OG0002223	XP_012141853.1, XP_012141854.1	NP_001287045.1
OG0002224	XP_012138459.1, XP_012138457.1	NP_001014469.1
OG0002225	XP_012142666.1, XP_012142670.1, XP_012142668.1	NP_001163042.1
OG0002226	XP_003704383.1	NP_652639.1
OG0002236	XP_012139516.1, XP_012139517.1, XP_003702766.1	NP_001287249.1, NP_001189295.1
OG0002237	XP_003708372.1	NP_001097736.1, NP_524682.1
OG0002238	XP_003706164.1	NP_001260018.1
OG0002239	XP_003704069.1	NP_573175.2
OG0002240	XP_003701784.1	NP_523684.2
OG0002241	XP_003705919.1	NP_001262025.1
OG0002242	XP_003699700.2	NP_001259911.1
OG0002243	XP_003704645.1	NP_476646.2
OG0002244	XP_012148057.1, XP_003706469.1	NP_001287433.1
OG0002246	XP_012154128.1	NP_524033.2
OG0002247	XP_012142025.1, XP_012142024.1	NP_611450.1, NP_001097356.1, NP_523771.1
OG0002248	XP_003704071.1	NP_608531.1
OG0002249	XP_003702157.1	NP_001261273.1
OG0002250	XP_003707165.1	NP_651181.1
OG0002251	XP_003702164.1, XP_012138002.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_003700427.1	NP_731500.1
OG0002253	XP_003708119.1, XP_012152074.1, XP_012152072.1	NP_001303378.1
OG0002255	XP_003706437.1	NP_001246745.1
OG0002256	XP_003705527.1, XP_012145875.1, XP_012145876.1	NP_649582.1
OG0002257	XP_003703742.2	NP_476866.1
OG0002258	XP_003703167.2	NP_610379.2
OG0002259	XP_003700454.1	NP_001247099.1
OG0002260	XP_003704823.1, XP_012144239.1	NP_649813.1
OG0002261	XP_003707332.2	NP_651967.2
OG0002262	XP_003702432.1	NP_001097502.1
OG0002263	XP_012148543.1, XP_012148545.1, XP_012148544.1	NP_001247310.1
OG0002264	XP_012139798.1	NP_729301.1
OG0002265	XP_003706596.1	NP_001285313.1, NP_001287584.1
OG0002266	XP_003705107.1	NP_609647.1
OG0002267	XP_003706630.1	NP_001287120.1
OG0002268	XP_003706179.2	NP_001260796.1
OG0002269	XP_003702106.2	NP_729528.2
OG0002270	XP_012152297.1, XP_012152296.1, XP_012152295.1, XP_003708169.1	NP_001259717.1
OG0002271	XP_003704977.1	NP_647950.1
OG0002272	XP_003706490.1	NP_651622.2
OG0002273	XP_003703723.1	NP_609364.1
OG0002275	XP_003702622.1	NP_511166.2
OG0002276	XP_003702917.1, XP_012139531.1	NP_648179.3
OG0002277	XP_012134756.1	NP_649473.1
OG0002278	XP_012148718.1	NP_733209.1
OG0002279	XP_012143048.1	NP_001097075.2
OG0002280	XP_003700243.1	NP_001027412.1
OG0002281	XP_003704801.1	NP_001188935.1
OG0002282	XP_012147634.1	NP_650055.1
OG0002283	XP_012153431.1	NP_001014583.1, NP_524394.2
OG0002284	XP_012135434.1, XP_003701087.1	NP_731688.2
OG0002285	XP_012149632.1, XP_003707132.1	NP_651667.1
OG0002286	XP_012140498.1	NP_788515.1
OG0002287	XP_012150362.1	NP_001246966.1
OG0002288	XP_012152776.1	NP_476929.1
OG0002289	XP_012140167.1	NP_001286047.1
OG0002290	XP_003705043.1	NP_001137877.1
OG0002291	XP_003704730.1	NP_001262693.1
OG0002292	XP_012147838.1	NP_001137630.2
OG0002293	XP_012140861.1	NP_001369011.1
OG0002294	XP_012145707.1, XP_012145704.1	NP_001287483.1, NP_001262939.1
OG0002295	XP_003706054.1	NP_001137978.1
OG0002296	XP_012137497.1	NP_001285877.1, NP_001097153.1
OG0002298	XP_003699926.1	NP_572488.1
OG0002299	XP_012137698.1, XP_012137699.1	NP_001246631.1
OG0002300	XP_003708242.1	NP_523713.2
OG0002302	XP_012135942.1	NP_001262366.1
OG0002303	XP_003703229.1	NP_001285976.1
OG0002304	XP_012152832.1	NP_729380.1
OG0002305	XP_003700751.1	NP_609505.1
OG0002306	XP_003700728.1, XP_012134727.1	NP_001097477.1
OG0002307	XP_003706359.1, XP_012147898.1, XP_012147900.1, XP_012147899.1, XP_012147896.1	NP_001247158.1
OG0002309	XP_003702936.1	NP_523369.2
OG0002310	XP_012144493.1, XP_012144492.1, XP_003704918.1	NP_650863.3
OG0002311	XP_012153067.1, XP_003708489.1	NP_001284845.1, NP_001284844.1
OG0002312	XP_012142727.1, XP_012142724.1	NP_610052.1
OG0002313	XP_012154400.1, XP_012154402.1, XP_012154401.1, XP_012154404.1, XP_012154405.1	NP_611636.1
OG0002314	XP_003700052.1	NP_611803.1
OG0002315	XP_012152616.1	NP_001356923.1
OG0002317	XP_003706516.1	NP_609965.1
OG0002318	XP_003705262.1, XP_012145094.1	NP_651351.1
OG0002319	XP_012144361.1	NP_001287005.1, NP_524630.1
OG0002321	XP_012147589.1	NP_732964.1
OG0002322	XP_003705704.2, XP_012153587.1	NP_001162651.1
OG0002323	XP_012135001.1, XP_012135000.1	NP_649760.1
OG0002324	XP_003701488.1	NP_610722.2, NP_001260909.1
OG0002325	XP_003707126.1, XP_012149621.1	NP_648482.3
OG0002326	XP_003705736.2, XP_012146390.1, XP_012146389.1	NP_569874.1
OG0002327	XP_012137536.1, XP_003701953.1, XP_012137537.1, XP_012137538.1	NP_001285776.1
OG0002328	XP_003699975.1	NP_610273.1
OG0002329	XP_012151361.1	NP_731930.3
OG0002330	XP_003699753.1	NP_001285729.1
OG0002331	XP_012140025.1	NP_001284830.1
OG0002332	XP_003707542.2, XP_012147494.1	NP_001137802.1
OG0002333	XP_012153543.1	NP_001285918.1
OG0002334	XP_012146468.1, XP_012146463.1	NP_651249.2
OG0002335	XP_003704243.1	NP_001262595.1
OG0002336	XP_012137701.1, XP_012137708.1	NP_001285803.1
OG0002337	XP_012135343.1	NP_001261323.1, NP_001261324.1
OG0002338	XP_012140960.1, XP_012140961.1, XP_012140962.1	NP_001036446.2
OG0002339	XP_003699186.1	NP_001188911.1
OG0002340	XP_003705046.1	NP_001245889.1
OG0002341	XP_003707759.2	NP_609968.3
OG0002342	XP_012139459.1, XP_003699538.1	NP_001260601.1
OG0002343	XP_003705890.1, XP_012146703.1	NP_650447.1
OG0002344	XP_003707699.1	NP_001262835.1
OG0002345	XP_003703503.1	NP_609239.1
OG0002346	XP_012144479.1, XP_012145452.1	NP_995679.1
OG0002347	XP_003705439.1	NP_001036341.2
OG0002349	XP_012148062.1, XP_003706474.1	NP_477420.1
OG0002350	XP_003707106.1	NP_650918.1
OG0002351	XP_012148482.1	NP_001287218.1
OG0002352	XP_012146337.1	NP_788536.1
OG0002354	XP_003708561.1	NP_001286785.1
OG0002355	XP_012154430.1, XP_012154434.1	NP_001259311.1
OG0002356	XP_012136058.1	NP_001261092.1
OG0002357	XP_012153072.1	NP_001285977.1
OG0002358	XP_012149363.1	NP_648945.1
OG0002359	XP_003705600.2	NP_001285406.1
OG0002360	XP_003702830.1, XP_012139785.1	NP_001285833.1
OG0002361	XP_003700509.1	NP_608335.1, NP_609269.1
OG0002362	XP_003701135.2	NP_996330.1
OG0002363	XP_003700328.1	NP_001286579.1
OG0002364	XP_003708216.2	NP_572709.1
OG0002365	XP_003699419.1	NP_609980.1
OG0002366	XP_012153593.1	NP_573019.1, NP_573018.1
OG0002367	XP_012142790.1, XP_012142791.1	NP_652500.1, NP_001097158.1
OG0002368	XP_003699537.1	NP_001262276.1
OG0002370	XP_003703855.2	NP_650501.1
OG0002371	XP_003699544.1	NP_650583.1
OG0002372	XP_012150154.1, XP_003707425.2	NP_610940.1
OG0002373	XP_003706921.1	NP_001188884.1
OG0002374	XP_012151930.1	NP_995906.1
OG0002375	XP_012142277.1	NP_523887.2
OG0002376	XP_012150649.1	NP_728294.1
OG0002377	XP_012151452.1, XP_012151453.1, XP_012151459.1	NP_611064.2
OG0002378	XP_012139844.1, XP_012139841.1	NP_001261992.1
OG0002380	XP_003699285.1	NP_001285145.1
OG0002381	XP_012140569.1	NP_649859.1
OG0002382	XP_012135716.1, XP_012135715.1, XP_003701214.1	NP_001287132.1
OG0002383	XP_012140858.1, XP_012140522.1	NP_001033847.1, NP_001259598.1
OG0002384	XP_012148827.1	NP_648946.3
OG0002385	XP_003707621.1	NP_648047.2
OG0002387	XP_012136391.1	NP_001285097.1
OG0002388	XP_003702189.1	NP_610573.1
OG0002389	XP_003703096.1	NP_001260309.1
OG0002390	XP_003706939.1	NP_648059.1
OG0002391	XP_012149973.1	NP_608934.1
OG0002392	XP_012146945.1	NP_651763.4
OG0002393	XP_012150006.1	NP_001163553.1, NP_649819.1
OG0002394	XP_012145393.1	NP_788051.1
OG0002395	XP_003703570.1, XP_003703466.1	NP_001247100.1
OG0002397	XP_003702256.1	NP_001246018.1
OG0002398	XP_012136674.1	NP_651872.1
OG0002399	XP_003704642.1	NP_001137537.1
OG0002400	XP_012136190.1, XP_012136191.1	NP_650561.1
OG0002401	XP_012146199.1, XP_012146203.1	NP_001097307.1
OG0002403	XP_012151114.1, XP_012151309.1	NP_001287262.1
OG0002404	XP_003706047.1	NP_001260216.1
OG0002406	XP_012152302.1	NP_524768.2
OG0002407	XP_003705700.1, XP_012146303.1	NP_001245885.1
OG0002408	XP_003708373.1, XP_012152720.1	NP_001162682.2
OG0002409	XP_012137828.1, XP_012137827.1	NP_001262033.1
OG0002410	XP_012137788.1, XP_003702200.1	NP_001246751.1
OG0002411	XP_012135790.1	NP_001284821.1
OG0002412	XP_012150066.1, XP_012150065.1	NP_001287599.1
OG0002413	XP_012144821.1, XP_012144822.1, XP_003705089.1	NP_001259732.1
OG0002414	XP_003706128.1	NP_610802.1
OG0002415	XP_003705598.1	NP_001286334.1
OG0002416	XP_012153125.1	NP_729266.2
OG0002417	XP_012153313.1	NP_001033904.1
OG0002418	XP_012135067.1	NP_001260819.1
OG0002419	XP_003705533.2	NP_572888.2
OG0002420	XP_003705385.2, XP_012145484.1	NP_525122.1
OG0002421	XP_012136760.1, XP_012136761.1	NP_523837.2
OG0002422	XP_012147976.1, XP_003706382.1	NP_536796.2
OG0002423	XP_012140652.1, XP_012140648.1	NP_648206.1
OG0002424	XP_012142395.1	NP_001260684.1
OG0002425	XP_003707040.2	NP_610034.2
OG0002426	XP_012143743.1, XP_003704657.1	NP_001285784.1
OG0002427	XP_012138888.1	NP_001097435.2
OG0002428	XP_012152464.1	NP_476726.2
OG0002429	XP_012145155.1	NP_001097670.1
OG0002430	XP_012139419.1	NP_611937.2
OG0002431	XP_003703864.1, XP_012141916.1	NP_001163464.1
OG0002432	XP_003704137.1	NP_651316.1
OG0002433	XP_012151168.1, XP_012151169.1	NP_724288.3
OG0002434	XP_003708246.1	NP_001261733.1
OG0002435	XP_003699269.1	NP_611896.1
OG0002436	XP_003706691.1	NP_001262874.1
OG0002437	XP_012148575.1	NP_001261810.1
OG0002439	XP_003707043.1	NP_649278.1
OG0002440	XP_012144301.1, XP_012144300.1, XP_012144299.1, XP_012144304.1, XP_003704835.2, XP_012144303.1, XP_012144302.1	NP_001286033.1
