Orthogroup	Megachile_rotundata	Nasonia_vitripennis
OG0001161	XP_012149589.1	XP_016842367.1
OG0001162	XP_012137355.1, XP_003701879.1	XP_008211291.1, XP_008211292.1
OG0001163	XP_012135319.1, XP_012135318.1	XP_031778211.1, XP_008213835.1, XP_008213832.1
OG0001164	XP_003702522.1	XP_032456105.1, XP_003425414.1, XP_031780035.1, XP_008202354.1
OG0001165	XP_012148730.1	XP_031785004.1, XP_031785017.1, XP_032455050.1
OG0001166	XP_012138908.1, XP_012138909.1	XP_008202132.3, XP_016842558.1
OG0001167	XP_012137041.1	XP_001599700.1, XP_032453011.1
OG0001169	XP_003702988.1	XP_016837166.1
OG0001170	XP_012145174.1, XP_012145173.1	XP_008208390.2
OG0001171	XP_012148237.1, XP_012148231.1	XP_008207798.1
OG0001171	XP_012148230.1	XP_008207791.1
OG0001172	XP_012150144.1, XP_012150146.1	XP_016837981.1, XP_016837977.1
OG0001173	XP_003706675.1	XP_008213758.1, XP_008214128.1, XP_031785628.1, XP_008208564.1, XP_031782630.1, XP_032453793.1, XP_008208561.1, XP_008208563.1, XP_008208562.1
OG0001174	XP_012134641.1	XP_003427068.2
OG0001175	XP_003708528.1	XP_032451865.1
OG0001176	XP_003700974.2	XP_001606359.1, XP_008213597.1, XP_003424237.1, XP_008213598.1, XP_008213599.1, XP_032454441.1
OG0001177	XP_012136355.1, XP_012146255.1	XP_008203401.1, XP_008214957.2
OG0001178	XP_012138377.1, XP_012138379.1, XP_012138380.1, XP_012138381.1, XP_012138382.1, XP_003702251.1	NP_001154998.1, XP_008203713.1
OG0001179	XP_012143284.1, XP_012143277.1, XP_003699782.1, XP_012143300.1	XP_016844755.1
OG0001180	XP_003705173.1, XP_012145030.1	XP_031780373.1, XP_031780359.1, XP_031780372.1
OG0001181	XP_012140845.1, XP_003703409.1	XP_003426398.1
OG0001182	XP_012135309.1, XP_012135308.1	XP_031788317.1, XP_031788315.1
OG0001183	XP_012147427.1	XP_031781172.1, XP_031781176.1
OG0001184	XP_012144175.1, XP_012144178.1	XP_008206018.1, XP_008206017.1
OG0001186	XP_003701161.1	XP_031778274.1
OG0001187	XP_003701139.1	XP_031789618.1, NP_001177861.1, XP_032455508.1
OG0001188	XP_012139341.1	XP_008211659.1, XP_008211660.1
OG0001189	XP_003702958.1	XP_031778557.1
OG0001190	XP_012149844.1, XP_003707230.2	XP_031787754.1
OG0001192	XP_012144976.1, XP_012144975.1, XP_012145003.1, XP_012145005.1, XP_012145004.1, XP_012151858.1, XP_012144947.1	XP_001601494.1, XP_001601550.5, XP_001601521.2
OG0001193	XP_003708447.1	XP_032453254.1, XP_031780138.1
OG0001195	XP_003705691.1	XP_031780477.1
OG0001198	XP_012146495.1, XP_012146496.1, XP_012146497.1, XP_003705773.1	XP_001603648.2
OG0001199	XP_012153061.1, XP_012153060.1, XP_003708523.1	XP_016845582.1, XP_001603603.1, XP_008210843.1, XP_008210844.1, XP_031783743.1
OG0001201	XP_012152866.1, XP_012152852.1, XP_012152845.1, XP_012152837.1, XP_012152859.1, XP_012152833.1	XP_031789517.1
OG0001202	XP_003702439.1, XP_012138666.1	XP_001605991.1
OG0001203	XP_012151781.1	XP_031778235.1
OG0001204	XP_012149378.1, XP_012149382.1	XP_016845347.1
OG0001205	XP_012150847.1	XP_001608005.2
OG0001206	XP_012138565.1	NP_001164440.1, XP_016840293.1, XP_016840141.1, NP_001164439.1, XP_016840415.1, XP_016840420.1, XP_001603374.2, XP_001603488.1
OG0001207	XP_003701320.2, XP_012136118.1, XP_012136117.1	XP_001600298.1, XP_032451746.1, XP_016845612.1
OG0001209	XP_003703377.1	XP_008204166.1, XP_001602028.2
OG0001209	XP_012146257.1	XP_003424051.1
OG0001210	XP_012141562.1, XP_012145391.1, XP_012141588.1, XP_012141589.1	XP_032451692.1
OG0001211	XP_012143732.1	XP_031780375.1, XP_032451743.1, XP_031787419.1, XP_001599348.1
OG0001212	XP_003705061.1	XP_003427293.1, XP_031782068.1, XP_016840065.1
OG0001214	XP_003708127.2, XP_012152099.1	XP_031788610.1, NP_001153354.1
OG0001215	XP_012139788.1, XP_003702833.1, XP_012139787.1	XP_001606085.1
OG0001216	XP_012140227.1, XP_012140229.1, XP_012140230.1, XP_012140228.1, XP_003703119.1	XP_008212669.1, XP_008212668.1, XP_001607154.1, XP_003424094.1
OG0001217	XP_012154260.1, XP_012154261.1, XP_012154262.1, XP_003700430.1	XP_008208960.1, XP_008208961.1, XP_032457629.1, XP_008208957.1
OG0001218	XP_003703319.1, XP_012140843.1	XP_031780901.1, XP_031780894.1
OG0001219	XP_003705366.1	XP_001600086.1, XP_016839466.1
OG0001220	XP_003705398.1	XP_032451978.1
OG0001221	XP_003707478.1	XP_001606905.1, XP_001602519.1
OG0001222	XP_003701434.1, XP_012136252.1, XP_012136253.1	XP_003424722.1
OG0001223	XP_003705779.1	XP_031783617.1
OG0001224	XP_012142432.1, XP_012142431.1	XP_031783437.1, XP_001606683.2
OG0001228	XP_003708578.1, XP_012153511.1	XP_008206068.1, XP_016841318.1, XP_031786999.1
OG0001229	XP_012153775.1, XP_003700247.1	NP_001153391.1, XP_031787432.1
OG0001230	XP_012150027.1	XP_031779835.1
OG0001231	XP_012143018.1	XP_003424718.1
OG0001232	XP_012137926.1, XP_012137925.1, XP_012137924.1	XP_008201738.1
OG0001233	XP_003706513.1	XP_016841983.1
OG0001234	XP_012143086.1, XP_012143087.1	XP_031789576.1, XP_016838011.1, XP_008215436.1, XP_008215437.1, XP_001606923.2
OG0001236	XP_003705225.1, XP_012145120.1	XP_008214895.1, XP_032455166.1, XP_032455167.1, XP_008214894.1
OG0001237	XP_012154403.1	XP_008203577.1
OG0001238	XP_012144760.1	XP_016839677.1, XP_031778698.1
OG0001239	XP_003700256.1	XP_031783524.1
OG0001240	XP_003699955.1, XP_012148056.1	XP_032452317.1
OG0001241	XP_003702459.1, XP_012138700.1	XP_008202652.1
OG0001242	XP_012148292.1	XP_031782443.1
OG0001243	XP_012148753.1, XP_012148788.1	XP_008201890.1, XP_001606631.2, XP_031788415.1
OG0001244	XP_012154517.1, XP_003700573.1	XP_001598989.2
OG0001245	XP_003703064.1	XP_031778442.1, XP_016844253.1, XP_016844252.1
OG0001246	XP_003700646.1	XP_001603526.2
OG0001247	XP_003699702.1, XP_012142848.1, XP_012142853.1, XP_012142840.1	XP_031786079.1
OG0001248	XP_003701958.1, XP_012137519.1, XP_012137518.1, XP_012137520.1	XP_003426352.2
OG0001249	XP_012146140.1, XP_003705651.2	XP_001606387.1
OG0001250	XP_003705072.1, XP_012144751.1	XP_008203591.2
OG0001251	XP_012144562.1, XP_012144561.1, XP_012144560.1	XP_016839272.1
OG0001253	XP_012138735.1	XP_032454163.1, XP_001604499.2
OG0001254	XP_012145987.1, XP_012145986.1, XP_012145975.1, XP_012145981.1, XP_012145970.1, XP_012145952.1, XP_012145961.1, XP_012145947.1, XP_012145943.1	XP_001601661.3, XP_016837527.1
OG0001255	XP_012145344.1, XP_003705301.2, XP_012145345.1	XP_031786642.1, XP_016845322.1, XP_031786647.1, XP_031786649.1, XP_031786645.1, XP_031786646.1, XP_031786644.1, XP_031786643.1
OG0001256	XP_003703256.1	XP_008216603.1
OG0001256	XP_003703255.1	XP_001607669.1
OG0001258	XP_003708412.1, XP_012152807.1	XP_031785068.1
OG0001259	XP_012149787.1	XP_001602978.1
OG0001259	XP_012149790.1	XP_008210873.2
OG0001260	XP_012153472.1, XP_012153474.1	XP_031784155.1
OG0001262	XP_003701842.1	XP_003427006.1
OG0001263	XP_003704866.2	XP_032455387.1, XP_031785199.1, XP_031785198.1, XP_031785197.1, XP_031785196.1
OG0001264	XP_012150462.1	XP_008210590.1, XP_032455062.1, XP_031785022.1, XP_001604690.1, XP_008210588.1, XP_008210589.1
OG0001265	XP_003704516.1, XP_012143521.1, XP_003704528.2	XP_001603835.2
OG0001266	XP_003705242.1	XP_031785041.1
OG0001267	XP_012135819.1	XP_016838148.1
OG0001267	XP_012135821.1	XP_016838147.1
OG0001268	XP_003701962.1, XP_012149718.1	XP_008204079.1
OG0001269	XP_012153023.1, XP_012153018.1	XP_008212176.1, XP_008212177.1
OG0001270	XP_012148971.1	XP_001607738.1, XP_003423835.1
OG0001271	XP_003707153.1	XP_016839228.2, XP_001603100.3, XP_032453914.1
OG0001272	XP_003703618.2	NP_001128394.1
OG0001273	XP_012150030.1, XP_012150032.1	XP_031779768.1
OG0001274	XP_003705228.1	XP_032455581.1, XP_008211194.1
OG0001275	XP_012140828.1, XP_012140819.1	XP_016843922.1, XP_016843921.1
OG0001277	XP_003708158.1	XP_032452715.1, XP_031778793.1, XP_016838376.1
OG0001278	XP_012140940.1, XP_012140947.1, XP_012140952.1	XP_001607447.1
OG0001279	XP_012134966.1	XP_031784720.1
OG0001280	XP_003704269.1	XP_001603582.2, XP_008216915.1
OG0001281	XP_012151124.1, XP_012151118.1	XP_008215096.2
OG0001282	XP_003707094.2	XP_031778437.1
OG0001283	XP_012140046.1, XP_003703137.1	XP_031788385.1, XP_031788374.1
OG0001284	XP_012151952.1, XP_012151947.1	XP_031779643.1
OG0001286	XP_003706114.1	XP_001602489.1
OG0001287	XP_012144664.1, XP_012144668.1, XP_012144673.1	XP_016845176.2
OG0001288	XP_003707114.2	XP_001600075.1
OG0001289	XP_003703531.1	XP_001603940.1, XP_008202665.1, XP_008202664.1
OG0001290	XP_012142298.1	XP_001605003.2
OG0001291	XP_003708244.1	XP_016845465.1
OG0001292	XP_012144890.1, XP_012144883.1, XP_012144876.1, XP_003699801.1	XP_016844342.1
OG0001293	XP_003699502.1, XP_012138557.1, XP_012138564.1, XP_012138546.1, XP_012138539.1	XP_001605773.2
OG0001294	XP_012153537.1	XP_031784398.1, NP_001177860.1
OG0001295	XP_012150602.1, XP_012150567.1	XP_031785480.1
OG0001296	XP_012136038.1	XP_031780598.1
OG0001298	XP_012150671.1, XP_003707650.1	XP_001603521.1
OG0001299	XP_012146187.1, XP_003705664.1	XP_001603317.1
OG0001300	XP_003707701.1	XP_001605636.1, XP_008203410.1, XP_008203409.1, XP_008203412.1, XP_032453849.1, XP_032453850.1, XP_001601102.1
OG0001301	XP_003704534.2	XP_001602613.1
OG0001302	XP_012144645.1	XP_032455800.1, XP_016840440.1
OG0001303	XP_012145689.1	XP_031782037.1, XP_031782039.1
OG0001304	XP_012146843.1, XP_012146842.1	XP_032452034.1, XP_001602365.1
OG0001305	XP_012144053.1, XP_012144054.1	XP_031789469.1
OG0001306	XP_012142827.1, XP_003699708.1	XP_031786527.1, XP_031786524.1
OG0001307	XP_012151861.1	XP_016838472.1, XP_016838468.1
OG0001308	XP_003704961.1	XP_031780394.1, XP_016837698.1, XP_008204950.1, XP_016837697.1, XP_031780395.1
OG0001310	XP_003700371.1	XP_016841187.1
OG0001312	XP_003705529.1, XP_012145887.1	XP_001604271.1
OG0001313	XP_003707251.2	XP_032454030.1
OG0001313	XP_003707256.2	XP_001603048.1
OG0001314	XP_012145545.1	XP_031783093.1, XP_016839081.1
OG0001315	XP_012152472.1, XP_012152470.1	XP_008216865.1, XP_032456015.1
OG0001316	XP_003705040.1	XP_008206800.1
OG0001317	XP_003703930.1	XP_001604048.2
OG0001318	XP_003700055.1	XP_031784182.1
OG0001321	XP_012135653.1	XP_016843637.1
OG0001322	XP_012145599.1, XP_003705413.1	XP_001606712.2, XP_031784354.1
OG0001323	XP_012139328.1	XP_003427775.1, XP_001600757.1
OG0001323	XP_003702744.1	XP_001600857.1
OG0001328	XP_012149366.1, XP_012149365.1, XP_003707083.1	NP_001127781.1, XP_008201861.1
OG0001329	XP_003702186.1	XP_001602942.2
OG0001330	XP_012152771.1, XP_012152770.1, XP_012152765.1, XP_012152768.1, XP_012152769.1, XP_012152767.1	XP_031784594.1, XP_016840913.1
OG0001331	XP_012144744.1, XP_003705065.1, XP_003707103.1	XP_001604681.1, XP_032453951.1
OG0001332	XP_003700197.1, XP_012153263.1	XP_003423932.1, XP_016845208.1, XP_003423931.1, XP_001606872.1, XP_001606020.2
OG0001333	XP_003699589.1	XP_031786693.1
OG0001334	XP_012149722.1, XP_003707185.1	XP_031788371.2
OG0001335	XP_003706802.1	XP_032455686.1
OG0001336	XP_012151156.1	XP_003427227.1, XP_003427226.1, XP_032454792.1
OG0001337	XP_012153688.1, XP_012153689.1, XP_012153687.1	XP_001605469.1, XP_032452044.1, XP_031777787.1, XP_031777786.1, XP_032452043.1, XP_008216360.1
OG0001338	XP_003700562.1	XP_031781497.1
OG0001339	XP_003706127.1	XP_016838241.1
OG0001340	XP_012153923.1	XP_008217856.1, XP_008217855.1
OG0001342	XP_012136521.1	XP_003425750.1, XP_008203939.1, XP_008203938.1, XP_016838980.1
OG0001343	XP_003702950.1, XP_003708354.1	XP_001601945.2
OG0001344	XP_003707564.1	XP_001607984.1, XP_008207578.1, XP_016841395.1, XP_008207579.1, XP_008207583.1, XP_032456891.1
OG0001345	XP_003707449.1, XP_012150270.1, XP_012150269.1	XP_031779614.1, XP_031779613.1, XP_031779615.1
OG0001346	XP_003701550.1	XP_031784481.1, XP_008210966.1, XP_016845924.1
OG0001347	XP_003704077.1, XP_012142354.1, XP_012142356.1, XP_012142355.1	XP_001604698.1, XP_008216502.1, XP_008216503.1
OG0001348	XP_003701179.2	XP_001606863.2
OG0001349	XP_012136278.1, XP_003701437.1, XP_012136277.1	XP_001602614.1, XP_032455495.1
OG0001350	XP_003704174.1, XP_012142610.1, XP_012142609.1, XP_012142608.1	XP_001605715.1
OG0001352	XP_012136113.1	XP_032451869.1
OG0001353	XP_003699999.1	XP_016844059.1
OG0001355	XP_003703235.1	XP_008216928.1, XP_016844928.1, XP_032455994.1, XP_032455995.1
OG0001356	XP_012138606.1, XP_012138608.1, XP_003702421.1	XP_031778484.1
OG0001358	XP_012136234.1, XP_012136230.1	XP_008214674.1, XP_031786190.1
OG0001359	XP_003700477.1	XP_008202436.1, NP_001161242.1, XP_008213830.1
OG0001360	XP_012140064.1	XP_008201802.1
OG0001361	XP_012144515.1, XP_012144516.1, XP_012144517.1, XP_003704923.2	XP_008207741.1, XP_031781504.1
OG0001362	XP_003707306.2, XP_012150152.1	XP_008212411.1, XP_031778926.1
OG0001363	XP_012147226.1, XP_003706028.1	XP_001603876.1
OG0001364	XP_003708442.2, XP_012152946.1	XP_031784670.1, XP_031782456.1, XP_016838632.1, XP_008204291.1
OG0001365	XP_003699312.1	XP_031783221.1, XP_008205206.1, XP_031783220.1
OG0001366	XP_012137415.1, XP_012137411.1, XP_012137413.1, XP_012137412.1	XP_031785741.1
OG0001368	XP_003704855.1	XP_016843234.1, XP_032456342.1
OG0001369	XP_003704794.1	XP_001603580.1, XP_001604815.1
OG0001370	XP_003705573.2	XP_031782058.1, XP_016839949.2, XP_016839948.2, XP_031782054.1, XP_031782055.1, XP_031782056.1, XP_031782057.1
OG0001371	XP_003703366.2	XP_008206388.1, XP_008206386.1, XP_008206387.1, XP_032454229.1
OG0001372	XP_012145161.1, XP_012145172.1	XP_008215222.1
OG0001373	XP_003701005.1	XP_032455323.1, XP_008211543.1
OG0001375	XP_012143225.1, XP_012143223.1	XP_031781862.1
OG0001376	XP_012143285.1, XP_003704560.2	XP_001604095.1
OG0001377	XP_003705306.1	XP_001602249.2
OG0001378	XP_012143857.1, XP_012143856.1, XP_012143859.1, XP_012143858.1, XP_003704700.1	XP_031779623.1
OG0001379	XP_012151456.1	XP_008215244.1
OG0001380	XP_003704901.1	XP_001600076.1
OG0001381	XP_003706045.2	XP_016840301.1, NP_001123273.1, XP_031777621.1
OG0001382	XP_003706258.1	XP_031778337.1, NP_001136324.1, XP_001607300.1
OG0001383	XP_003699699.1	XP_031778494.1
OG0001384	XP_003702464.1	XP_008203379.1, XP_031783653.1
OG0001385	XP_003707318.1	XP_016843471.1
OG0001386	XP_003701896.1, XP_012137393.1, XP_012137392.1, XP_012137391.1, XP_012137390.1, XP_012137389.1, XP_012137388.1, XP_012137387.1	XP_031785711.1
OG0001387	XP_003705144.1	XP_001600628.1
OG0001388	XP_012146446.1	XP_016839954.1
OG0001389	XP_012135357.1	XP_016838503.1, XP_016838497.1
OG0001390	XP_003704219.1	XP_008216297.1, XP_032453396.1, XP_008216298.1, XP_031780589.1
OG0001391	XP_003706785.1	XP_031780571.1, XP_001603996.1
OG0001393	XP_003702144.1, XP_012137893.1	XP_008215399.2, XP_008215395.1
OG0001394	XP_003699650.1	XP_008202886.1
OG0001394	XP_012141038.1	XP_001605729.1
OG0001395	XP_012142970.1	XP_016839204.1
OG0001396	XP_012151607.1, XP_003707987.1	XP_008202634.1
OG0001397	XP_012136000.1	XP_016844742.2
OG0001398	XP_012152189.1	XP_008209743.1
OG0001399	XP_003708009.2	XP_031789445.1
OG0001401	XP_003699636.1	XP_001608147.1, XP_031788358.1
OG0001402	XP_003699201.1	XP_001601941.1
OG0001403	XP_012140018.1, XP_012140031.1, XP_012140045.1	XP_016843505.1
OG0001404	XP_003700568.1	XP_003428151.1
OG0001405	XP_003701376.1	XP_001602174.1
OG0001406	XP_012147619.1, XP_012147618.1, XP_003706272.1	XP_001602260.2
OG0001407	XP_003702088.1	XP_031780689.1
OG0001408	XP_003703189.1	NP_001229367.1
OG0001409	XP_012146499.1, XP_012146501.1	XP_008216652.1
OG0001410	XP_003701097.1, XP_012135511.1	XP_016845424.1
OG0001412	XP_012152885.1	XP_031780326.1
OG0001413	XP_012140943.1	XP_003425582.1
OG0001414	XP_003705593.1	XP_001603315.1
OG0001415	XP_012146231.1	XP_016845728.1
OG0001416	XP_012147088.1, XP_012147084.1	XP_032453422.1, XP_031780074.1
OG0001417	XP_012135871.1	XP_001603474.2
OG0001418	XP_012148215.1	XP_008205143.1
OG0001419	XP_003701939.2, XP_012146068.1	XP_031780519.1
OG0001420	XP_003702222.1	XP_016844953.1, XP_008217077.1, XP_008217075.1, XP_008217076.1, XP_008217074.1, XP_001605946.3
OG0001421	XP_012140766.1, XP_012140761.1	XP_031781761.1
OG0001422	XP_003705628.1, XP_012146161.1	XP_031782188.1
OG0001423	XP_012141596.1	XP_001604317.2, XP_032454830.1
OG0001424	XP_003707239.2	XP_001600263.1, XP_032452738.1, XP_031779228.1
OG0001425	XP_012141671.1	XP_008207268.1, XP_008207272.1, XP_001607404.2, XP_032456387.1, XP_003426697.1, XP_003426696.1
OG0001426	XP_003704181.1, XP_012142802.1	XP_008211483.1, XP_008211480.1
OG0001427	XP_003706058.1	XP_031777486.1, XP_032457329.1, XP_031777482.1, XP_031777485.1, XP_031777484.1, XP_032457328.1, XP_032457331.1, XP_032457330.1, XP_032457333.1, XP_032457332.1, XP_032457335.1, XP_031777487.1, XP_032457334.1
OG0001428	XP_012149989.1	XP_031778783.1
OG0001429	XP_012140383.1	XP_016843680.1, XP_001607850.1
OG0001430	XP_003701430.1	XP_031785396.1
OG0001432	XP_012151885.1, XP_012151887.1, XP_012151886.1, XP_012151888.1	XP_008203416.1, XP_008203417.1, XP_031783597.1, XP_031783599.1, XP_031783598.1, XP_001601402.2
OG0001433	XP_012135756.1, XP_012135755.1	XP_016845848.1, XP_016845847.1, XP_001605847.1, XP_032451894.1
OG0001434	XP_003700866.1	XP_008215594.1
OG0001435	XP_012152734.1, XP_012153227.1	XP_031784223.1, XP_031776895.1, XP_016843375.2, XP_031788843.1, XP_031788844.1, XP_031784748.1
OG0001436	XP_012139669.1	XP_031781352.1
OG0001437	XP_012136059.1, XP_012136061.1, XP_012136060.1	XP_032453529.1, XP_008213263.1
OG0001438	XP_003701308.2, XP_012136076.1	XP_031788882.1, XP_031788941.1
OG0001439	XP_003705594.1	XP_031780726.1, XP_031780725.1, XP_031780723.1, XP_031780724.1
OG0001440	XP_012142151.1, XP_012142152.1, XP_003703973.1, XP_012142153.1	XP_001602114.1
OG0001442	XP_003705747.2	XP_001606337.3
OG0001443	XP_003701582.1	XP_001603355.2, XP_016839483.1
OG0001444	XP_003703425.1	XP_031784662.1
OG0001444	XP_003707375.2	XP_031784621.1
OG0001445	XP_003705203.1	XP_008211201.1
OG0001446	XP_012149258.1	XP_031779133.1, XP_031779135.1, XP_031779136.1
OG0001448	XP_012154241.1, XP_003700419.1, XP_012154242.1	XP_031780760.1
OG0001449	XP_003700318.1	XP_032454374.1, XP_032454370.1, XP_032454371.1, XP_032454363.1, XP_032454369.1, XP_032454373.1, XP_031783207.1, XP_032454375.1
OG0001450	XP_012148564.1, XP_012148565.1, XP_012148567.1, XP_012148562.1, XP_012148563.1	XP_031777589.1, XP_031777590.1
OG0001451	XP_003699253.1, XP_012152018.1	XP_032456588.1, XP_032456585.1, XP_032456584.1, XP_008217178.1, XP_031787841.1, XP_032456586.1, XP_032456589.1, XP_032456587.1, XP_032456583.1, XP_008217175.1, XP_008217176.1
OG0001453	XP_003703131.2	XP_031776832.1, XP_031776833.1, XP_032451695.1, XP_032451698.1, XP_032451697.1, XP_032451696.1
OG0001455	XP_003705086.1	XP_001603088.1
OG0001456	XP_012136768.1, XP_012136763.1, XP_012136765.1, XP_012136767.1, XP_012136764.1, XP_012136769.1	XP_001605559.2
OG0001457	XP_003701275.1	XP_001608297.1
OG0001458	XP_012151974.1	XP_008202697.1
OG0001459	XP_012140200.1, XP_012140199.1	XP_001605881.1
OG0001460	XP_003701853.1	XP_031782639.1, XP_031782638.1
OG0001461	XP_003707359.1, XP_012150325.1, XP_012150326.1, XP_012150324.1	XP_001602569.1, XP_031780556.1, XP_008204854.1
OG0001462	XP_003705852.1	NP_001164526.1
OG0001463	XP_003705629.1	XP_001602379.1
OG0001464	XP_012140660.1, XP_003703270.1	NP_001153364.1
OG0001465	XP_012138427.1, XP_003702262.1	XP_032453603.1, NP_001161454.1
OG0001466	XP_003703397.1, XP_003701756.1	NP_001161682.1
OG0001467	XP_003702020.1	XP_031782500.1
OG0001468	XP_003699387.1, XP_003699386.1	NP_001164370.1, XP_031789284.1
OG0001469	XP_012149074.1, XP_012148936.1, XP_012148869.1, XP_012149002.1, XP_003699309.1	XP_001602514.1
OG0001470	XP_012147279.1, XP_012147280.1	XP_032453882.1, XP_008203498.1
OG0001471	XP_003707711.1, XP_003707710.1	XP_008208004.1, XP_001601824.1
OG0001472	XP_012152060.1	XP_003427090.1
OG0001473	XP_003701445.2	XP_031782512.1, XP_016839548.1, XP_016839547.1
OG0001474	XP_003706861.1	XP_001600273.1
OG0001475	XP_003707927.1	XP_001602567.1
OG0001476	XP_012134858.1	XP_031778521.1
OG0001477	XP_003706943.1	XP_008209844.2, XP_031778493.1, XP_032452915.1
OG0001478	XP_003703127.1	XP_001599569.1
OG0001479	XP_003699231.1	NP_001153430.1, NP_001153431.1, XP_031788484.1
OG0001480	XP_012139923.1, XP_003703030.1	XP_001600183.2, XP_008203356.1, XP_016838825.1
OG0001481	XP_012148072.1	XP_016839111.1
OG0001482	XP_012154088.1	XP_008202441.1
OG0001483	XP_012144587.1, XP_012144588.1, XP_012144589.1	XP_016837959.1, XP_031780377.1
OG0001484	XP_012151969.1	XP_031778072.1
OG0001485	XP_003702383.2, XP_003700738.2	XP_016841727.1, XP_032455540.1, XP_008215611.1
OG0001486	XP_012134505.1, XP_012134503.1	XP_016839609.1
OG0001487	XP_003706964.2	XP_032452572.1, XP_031779199.1
OG0001488	XP_012140542.1	XP_008217170.1
OG0001489	XP_012142590.1	XP_001605381.1
OG0001490	XP_012145222.1, XP_012145224.1, XP_012145225.1	XP_031785541.1
OG0001491	XP_012149603.1, XP_012149602.1, XP_012149601.1, XP_003707125.1, XP_012149605.1	XP_032456877.1
OG0001492	XP_012154169.1	XP_008208908.1, XP_001599155.1, XP_031784250.1, XP_032457879.1
OG0001493	XP_012143623.1, XP_012143618.1	XP_008216211.1
OG0001494	XP_012142423.1	XP_001602075.1
OG0001495	XP_003704451.1	XP_032454129.1, XP_032454128.1, XP_008206224.1, XP_032454131.1, XP_032454130.1
