Orthogroup	Megachile_rotundata	Osmia_bicornis
OG0001874	XP_012146669.1, XP_012146666.1, XP_012146668.1, XP_012146670.1, XP_003705880.1	XP_029050759.1, XP_029050674.1, XP_029048285.1, XP_029048199.1
OG0001875	XP_012145397.1	XP_029036827.1
OG0001876	XP_012136906.1	XP_029037790.1, XP_029037792.1, XP_029037791.1
OG0001877	XP_012136259.1	XP_029037014.1, XP_029037017.1
OG0001878	XP_012151380.1	XP_029042381.1, XP_029042382.1
OG0001879	XP_012142382.1	XP_029040642.1, XP_029040643.1
OG0001880	XP_012148144.1	XP_029047497.1
OG0001881	XP_012146739.1, XP_012146740.1, XP_003705828.1	XP_029048014.1, XP_029048013.1, XP_029048015.1
OG0001882	XP_012136562.1	XP_029043070.1
OG0001883	XP_003708496.1	XP_029041441.1, XP_029041478.1, XP_029041459.1, XP_029041468.1, XP_029041450.1
OG0001884	XP_012143033.1	XP_029048604.1, XP_029048600.1
OG0001885	XP_012145796.1, XP_012145797.1	XP_029050007.1
OG0001886	XP_003706184.1	XP_029035856.1, XP_029035853.1
OG0001887	XP_012136736.1	XP_029034869.1
OG0001888	XP_012139537.1	XP_029052172.1
OG0001889	XP_012140097.1	XP_029032338.1
OG0001890	XP_012139488.1, XP_003702907.1, XP_012139482.1, XP_012139483.1, XP_012139484.1, XP_012139485.1, XP_012139486.1, XP_012139487.1	XP_029041889.1
OG0001891	XP_012137349.1, XP_012137347.1, XP_012137345.1, XP_012137348.1	XP_029048182.1
OG0001892	XP_012150332.1	XP_029054568.1, XP_029054569.1
OG0001893	XP_003701078.2	XP_029051123.1
OG0001894	XP_012150887.1	XP_029035313.1
OG0001895	XP_012139580.1	XP_029050588.1
OG0001896	XP_012150977.1	XP_029048990.1, XP_029048991.1, XP_029048993.1, XP_029048994.1, XP_029048992.1
OG0001897	XP_003704946.1, XP_012144428.1	XP_029040323.1
OG0001898	XP_012153488.1	XP_029039449.1
OG0001899	XP_003699368.1	XP_029049778.1
OG0001900	XP_003702606.2, XP_012138993.1	XP_029043142.1, XP_029043141.1
OG0001901	XP_003707788.1, XP_012151293.1	XP_029049689.1, XP_029049690.1, XP_029049688.1
OG0001902	XP_012153258.1	XP_029056464.1
OG0001903	XP_012140007.1	XP_029040083.1, XP_029040086.1, XP_029040084.1, XP_029040082.1
OG0001905	XP_003702692.1	XP_029052559.1, XP_029052558.1, XP_029052557.1
OG0001905	XP_012139166.1	XP_029052555.1
OG0001906	XP_012149147.1	XP_029051442.1
OG0001907	XP_012138990.1, XP_012138989.1	XP_029044692.1, XP_029044691.1
OG0001908	XP_012140618.1, XP_012140617.1, XP_012140619.1	XP_029040274.1, XP_029040149.1
OG0001909	XP_012150069.1	XP_029036476.1
OG0001910	XP_003701443.2	XP_029034352.1
OG0001912	XP_012146779.1, XP_012146797.1	XP_029046216.1, XP_029046214.1
OG0001913	XP_012145489.1, XP_012145498.1	XP_029032843.1
OG0001914	XP_012135228.1	XP_029056593.1
OG0001915	XP_003702632.1	XP_029046058.1
OG0001916	XP_012136862.1, XP_012136861.1	XP_029033073.1
OG0001917	XP_003705443.1, XP_012145696.1	XP_029036315.1
OG0001918	XP_003704958.2	XP_029034580.1
OG0001918	XP_012144468.1	XP_029034579.1
OG0001919	XP_012152342.1	XP_029032893.1
OG0001920	XP_012149021.1	XP_029045605.1, XP_029045604.1
OG0001921	XP_003702595.1	XP_029056502.1, XP_029056500.1, XP_029056501.1
OG0001922	XP_012145791.1	XP_029044039.1
OG0001923	XP_012149647.1	XP_029056253.1, XP_029056252.1, XP_029056250.1, XP_029056254.1, XP_029056251.1, XP_029056248.1
OG0001924	XP_012153844.1, XP_012153840.1	XP_029042432.1, XP_029042434.1
OG0001925	XP_012148613.1	XP_029036296.1, XP_029036297.1
OG0001926	XP_012135847.1	XP_029050772.1
OG0001927	XP_003704096.1, XP_012142442.1	XP_029045258.1
OG0001928	XP_012143821.1	XP_029047699.1
OG0001929	XP_003699719.1	XP_029049000.1, XP_029048999.1, XP_029049001.1
OG0001930	XP_003706866.1, XP_012149134.1, XP_012149132.1, XP_012149133.1	XP_029039778.1, XP_029039779.1, XP_029039777.1
OG0001931	XP_003702361.1	XP_029032988.1, XP_029032989.1
OG0001932	XP_012143825.1	XP_029054113.1
OG0001932	XP_012150436.1, XP_012150913.1	XP_029054505.1
OG0001933	XP_003706624.1	XP_029055575.1
OG0001934	XP_003704019.1, XP_012142173.1	XP_029037263.1
OG0001935	XP_012141857.1, XP_003703843.1	XP_029040732.1, XP_029040731.1
OG0001937	XP_012144116.1	XP_029047849.1
OG0001938	XP_003701429.1	XP_029052503.1, XP_029052504.1, XP_029052502.1
OG0001939	XP_003704511.1	XP_029043390.1
OG0001940	XP_012153191.1	XP_029032607.1, XP_029032608.1, XP_029032605.1
OG0001941	XP_012146566.1, XP_012146567.1, XP_012146574.1	XP_029037157.1
OG0001942	XP_003700745.1	XP_029056072.1, XP_029056062.1
OG0001943	XP_012147474.1	XP_029053347.1
OG0001944	XP_003703726.1, XP_003703814.1	XP_029051699.1
OG0001945	XP_012154441.1	XP_029037377.1
OG0001946	XP_003699969.1	XP_029049167.1
OG0001947	XP_003705697.1	XP_029037722.1, XP_029037720.1
OG0001948	XP_003706760.1	XP_029034402.1, XP_029034401.1, XP_029034403.1
OG0001949	XP_012147996.1, XP_003706445.1, XP_012147995.1	XP_029051273.1
OG0001950	XP_012144602.1	XP_029050057.1
OG0001951	XP_003702731.1	XP_029033344.1
OG0001952	XP_012135997.1	XP_029049580.1
OG0001953	XP_012145326.1	XP_029050129.1
OG0001953	XP_012145351.1	XP_029042236.1
OG0001955	XP_012147963.1, XP_012147962.1, XP_012147964.1, XP_003706380.1, XP_012147961.1	XP_029037833.1
OG0001956	XP_003703905.1	XP_029039339.1, XP_029039338.1
OG0001957	XP_012142306.1	XP_029038629.1
OG0001959	XP_003702678.1	XP_029036580.1
OG0001960	XP_003703234.1, XP_012140366.1, XP_012140367.1	XP_029048599.1
OG0001961	XP_012142144.1, XP_003704004.1	XP_029052705.1
OG0001962	XP_003704351.1	XP_029042569.1
OG0001963	XP_012141356.1, XP_012141357.1, XP_012141360.1, XP_012141358.1, XP_012141359.1, XP_003703511.1	XP_029051642.1, XP_029051641.1, XP_029051640.1
OG0001964	XP_012148107.1, XP_012148103.1, XP_012148104.1, XP_012148102.1, XP_012148105.1	XP_029046096.1
OG0001965	XP_003702172.1, XP_012138026.1, XP_012138025.1	XP_029055381.1
OG0001966	XP_003708349.1	XP_029043427.1
OG0001967	XP_012153499.1	XP_029055833.1, XP_029055832.1
OG0001968	XP_003705340.2	XP_029045999.1
OG0001969	XP_003702437.1, XP_012138619.1, XP_012138618.1	XP_029049419.1
OG0001970	XP_003702801.1	XP_029039053.1
OG0001971	XP_003703284.1, XP_012140698.1	XP_029050456.1, XP_029050455.1
OG0001972	XP_012148262.1, XP_012148263.1, XP_012150524.1, XP_012146121.1, XP_012152728.1, XP_012151028.1, XP_012143800.1, XP_012152403.1, XP_012143808.1, XP_012143816.1, XP_012151019.1, XP_012150525.1, XP_012143271.1, XP_012152958.1	XP_029051892.1, XP_029050625.1, XP_029046378.1
OG0001972	XP_012148430.1, XP_012145436.1	XP_029053921.1
OG0001973	XP_012150814.1	XP_029052925.1, XP_029052923.1
OG0001975	XP_012137208.1, XP_003701846.1	XP_029036247.1, XP_029036246.1
OG0001976	XP_012137825.1, XP_012137826.1	XP_029044624.1
OG0001977	XP_003702139.1	XP_029051592.1
OG0001978	XP_012146364.1	XP_029040668.1
OG0001979	XP_012145291.1, XP_003705289.2	XP_029035120.1, XP_029035125.1
OG0001980	XP_012142543.1, XP_012142550.1	XP_029052213.1, XP_029052203.1
OG0001981	XP_012151878.1	XP_029038786.1
OG0001982	XP_003706109.1	XP_029038978.1, XP_029038976.1, XP_029038977.1, XP_029038975.1, XP_029038980.1
OG0001983	XP_012135251.1	XP_029049827.1
OG0001984	XP_003700790.2	XP_029042957.1, XP_029042956.1
OG0001987	XP_012142901.1	XP_029044998.1, XP_029044999.1, XP_029044997.1
OG0001988	XP_003703079.1	XP_029055506.1, XP_029055505.1
OG0001989	XP_012147323.1, XP_003706122.1	XP_029053234.1
OG0001990	XP_003707657.2	XP_029035239.1
OG0001990	XP_003707658.1	XP_029035238.1
OG0001991	XP_012135527.1, XP_012135526.1	XP_029049382.1, XP_029049384.1, XP_029049383.1
OG0001992	XP_003699919.1	XP_029037031.1, XP_029037032.1
OG0001993	XP_012145304.1	XP_029040995.1, XP_029040996.1, XP_029040994.1
OG0001994	XP_003703431.1	XP_029045068.1
OG0001996	XP_012148191.1	XP_029040956.1
OG0001997	XP_003699645.1	XP_029049977.1
OG0001998	XP_012142139.1, XP_012142128.1, XP_012142140.1	XP_029035619.1
OG0001999	XP_003705603.1	XP_029045563.1, XP_029042449.1
OG0002000	XP_012147747.1, XP_012147746.1, XP_012147745.1, XP_012147748.1	XP_029041055.1
OG0002001	XP_003706433.1, XP_012147804.1	XP_029052793.1
OG0002002	XP_012146246.1	XP_029047674.1
OG0002003	XP_003703233.1, XP_012140369.1, XP_012140370.1	XP_029048595.1
OG0002004	XP_003703011.1	XP_029045839.1
OG0002005	XP_012152247.1	XP_029050228.1
OG0002006	XP_003706758.1	XP_029052802.1
OG0002007	XP_003703240.1	XP_029042124.1, XP_029042137.1
OG0002009	XP_003707309.1	XP_029043919.1
OG0002010	XP_003703696.1	XP_029045105.1
OG0002011	XP_003701635.1	XP_029032960.1
OG0002012	XP_012138348.1	XP_029036287.1
OG0002013	XP_012141432.1	XP_029038171.1
OG0002014	XP_012140420.1	XP_029049235.1
OG0002015	XP_003700402.1	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1
OG0002016	XP_003701509.1	XP_029054454.1
OG0002017	XP_012153242.1, XP_012153243.1, XP_012153244.1, XP_012153238.1, XP_012153239.1, XP_003708585.2, XP_012153241.1, XP_012153237.1, XP_012153240.1	XP_029052496.1
OG0002018	XP_003700546.1	XP_029052993.1
OG0002019	XP_003700615.1	XP_029049772.1
OG0002020	XP_012143175.1	XP_029032679.1, XP_029032672.1
OG0002021	XP_003703149.1, XP_012140063.1, XP_012140062.1	XP_029052655.1, XP_029052663.1, XP_029052674.1
OG0002022	XP_003702362.1	XP_029032981.1
OG0002023	XP_012142679.1	XP_029049945.1, XP_029049943.1
OG0002024	XP_012143161.1	XP_029036015.1
OG0002025	XP_003706213.1	XP_029034323.1
OG0002026	XP_012153897.1	XP_029050487.1
OG0002027	XP_003704130.1	XP_029045260.1
OG0002028	XP_003703134.1, XP_012140101.1	XP_029035230.1, XP_029035231.1
OG0002029	XP_003700421.1	XP_029050726.1
OG0002030	XP_012146968.1	XP_029034727.1
OG0002032	XP_003707304.1	XP_029046713.1, XP_029046709.1
OG0002033	XP_012153387.1	XP_029047647.1
OG0002034	XP_003703586.1	XP_029053473.1, XP_029053472.1
OG0002035	XP_012148042.1	XP_029032418.1, XP_029032420.1, XP_029032419.1
OG0002036	XP_012135179.1	XP_029031953.1, XP_029031952.1
OG0002037	XP_012151785.1	XP_029051984.1
OG0002038	XP_012144842.1	XP_029034993.1
OG0002039	XP_003702840.1	XP_029052743.1
OG0002040	XP_012145327.1, XP_012145319.1, XP_003699812.1	XP_029037655.1, XP_029037656.1
OG0002041	XP_012134945.1	XP_029034595.1, XP_029034597.1, XP_029034596.1
OG0002042	XP_012143342.1	XP_029037435.1
OG0002043	XP_012141291.1, XP_012141293.1, XP_012141292.1, XP_012141290.1, XP_012141288.1	XP_029038149.1
OG0002044	XP_012136341.1, XP_012136347.1	XP_029044454.1
OG0002045	XP_012143496.1	XP_029038475.1
OG0002047	XP_003704896.1	XP_029047980.1
OG0002048	XP_012138294.1, XP_012138308.1	XP_029034257.1, XP_029034247.1
OG0002049	XP_012150356.1	XP_029045092.1
OG0002050	XP_003708065.1	XP_029047468.1
OG0002051	XP_003700857.1	XP_029055947.1
OG0002052	XP_003704502.1	XP_029039200.1
OG0002053	XP_012137462.1	XP_029032752.1
OG0002054	XP_012139709.1	XP_029039271.1, XP_029039268.1
OG0002055	XP_003707010.1	XP_029047682.1, XP_029039906.1, XP_029052417.1
OG0002056	XP_003701093.1, XP_012135528.1	XP_029049390.1
OG0002057	XP_003702834.1	XP_029045426.1, XP_029045424.1, XP_029045427.1
OG0002058	XP_003707801.1	XP_029035452.1
OG0002059	XP_012139338.1, XP_012139340.1, XP_012139339.1, XP_003702874.1	XP_029032800.1
OG0002060	XP_012141197.1	XP_029038247.1, XP_029038250.1
OG0002061	XP_012151955.1	XP_029047217.1
OG0002062	XP_012146355.1, XP_012146353.1	XP_029046973.1
OG0002063	XP_003706896.1	XP_029040517.1
OG0002064	XP_012142928.1	XP_029052106.1, XP_029052107.1
OG0002065	XP_003702761.2	XP_029041901.1
OG0002066	XP_012143894.1, XP_012143896.1, XP_012143897.1	XP_029040918.1, XP_029040919.1
OG0002067	XP_012154310.1	XP_029045229.1
OG0002068	XP_003704477.1	XP_029056546.1
OG0002069	XP_003705335.1	XP_029051814.1
OG0002070	XP_012136442.1	XP_029043227.1, XP_029043226.1
OG0002071	XP_003702033.1, XP_012137945.1	XP_029032309.1
OG0002072	XP_003707613.1	XP_029052878.1, XP_029052879.1
OG0002073	XP_012147998.1	XP_029050318.1
OG0002075	XP_012149919.1, XP_012149920.1, XP_003707271.1	XP_029045743.1
OG0002076	XP_012135597.1	XP_029047150.1
OG0002077	XP_003701633.1	XP_029033041.1
OG0002078	XP_012149123.1	XP_029042635.1
OG0002079	XP_003705877.1	XP_029054984.1, XP_029055387.1, XP_029055380.1, XP_029055371.1, XP_029054912.1, XP_029054944.1
OG0002080	XP_003705020.1	XP_029047198.1
OG0002081	XP_003701177.1	XP_029052297.1
OG0002082	XP_012146702.1	XP_029048091.1, XP_029048090.1
OG0002083	XP_012148780.1, XP_003706931.1	XP_029039991.1
OG0002084	XP_003706522.2	XP_029038605.1
OG0002085	XP_003707196.1	XP_029042716.1
OG0002086	XP_003707054.2	XP_029039847.1, XP_029039849.1, XP_029039846.1
OG0002087	XP_003700492.1, XP_012154201.1, XP_012154202.1	XP_029042330.1
OG0002088	XP_003699720.2, XP_012144235.1	XP_029034430.1
OG0002089	XP_003702769.1	XP_029032834.1
OG0002090	XP_012154459.1	XP_029037578.1, XP_029037577.1
OG0002091	XP_003707492.1	XP_029045077.1, XP_029045076.1, XP_029045078.1
OG0002092	XP_003700521.2	XP_029048628.1
OG0002093	XP_003700833.1, XP_012135088.1	XP_029032079.1
OG0002094	XP_003704619.1	XP_029051594.1
OG0002095	XP_003706334.1	XP_029036198.1, XP_029036200.1, XP_029036199.1
OG0002097	XP_012136159.1	XP_029036899.1
OG0002098	XP_003700046.1	XP_029044789.1
OG0002099	XP_003704719.2	XP_029038525.1, XP_029038526.1
OG0002100	XP_003707021.1	XP_029051458.1
OG0002101	XP_012140864.1	XP_029037300.1
OG0002102	XP_012153664.1, XP_012153667.1, XP_012153662.1	XP_029042854.1, XP_029042853.1
OG0002103	XP_003702025.1	XP_029032664.1
OG0002104	XP_012139164.1	XP_029052535.1
OG0002105	XP_012140790.1	XP_029055494.1, XP_029053852.1, XP_029053901.1, XP_029055485.1, XP_029055476.1, XP_029055468.1, XP_029053963.1, XP_029054021.1
OG0002106	XP_012137541.1	XP_029041832.1, XP_029041831.1, XP_029041830.1
OG0002107	XP_003705786.1	XP_029046018.1, XP_029046017.1
OG0002108	XP_012141408.1	XP_029044394.1, XP_029044395.1
OG0002109	XP_003700184.1	XP_029038919.1
OG0002110	XP_012137441.1	XP_029032760.1, XP_029032761.1
OG0002111	XP_003699750.1	XP_029033693.1, XP_029033526.1
OG0002113	XP_003699727.1	XP_029047510.1, XP_029047511.1, XP_029051392.1
OG0002114	XP_003701865.1	XP_029046459.1, XP_029046460.1
OG0002115	XP_003706465.2	XP_029032421.1
OG0002116	XP_012148200.1, XP_012148201.1	XP_029053416.1
OG0002117	XP_003706178.1	XP_029035968.1
OG0002118	XP_012150849.1	XP_029047811.1, XP_029047809.1
OG0002119	XP_012140732.1	XP_029037275.1
OG0002121	XP_012144919.1	XP_029036617.1, XP_029036614.1
OG0002122	XP_003700153.1	XP_029041453.1
OG0002123	XP_003708022.1	XP_029049483.1
OG0002124	XP_012154155.1	XP_029050950.1
OG0002125	XP_012144745.1	XP_029051520.1, XP_029051518.1, XP_029051519.1
OG0002126	XP_012147815.1	XP_029053942.1
OG0002127	XP_012138223.1	XP_029041638.1
OG0002128	XP_012138724.1	XP_029052868.1
OG0002129	XP_012140017.1, XP_012140006.1	XP_029040093.1
OG0002130	XP_003706018.1, XP_012147030.1	XP_029040129.1
OG0002131	XP_012154220.1	XP_029049925.1
OG0002132	XP_012152509.1, XP_012152510.1	XP_029043534.1
OG0002134	XP_012149760.1	XP_029038271.1
OG0002136	XP_003707738.1, XP_012151248.1, XP_012151247.1	XP_029048351.1
OG0002137	XP_003705359.1	XP_029045148.1
OG0002138	XP_003705988.1	XP_029036791.1
OG0002139	XP_012149202.1, XP_003707042.1	XP_029039907.1
OG0002140	XP_012136173.1	XP_029050039.1, XP_029050041.1, XP_029050040.1
OG0002141	XP_003703529.2	XP_029046415.1
OG0002141	XP_012141410.1	XP_029046414.1
OG0002142	XP_003702578.2, XP_012138955.1	XP_029048390.1
OG0002143	XP_003701374.1	XP_029050042.1
OG0002144	XP_012143665.1	XP_029044655.1
OG0002145	XP_003700252.1	XP_029042644.1
OG0002146	XP_012144454.1	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1
OG0002147	XP_003702343.1	XP_029041538.1
OG0002148	XP_003708174.1	XP_029052846.1
OG0002149	XP_012139810.1	XP_029043353.1, XP_029043362.1
OG0002150	XP_003699249.1	XP_029049660.1
OG0002151	XP_012134580.1	XP_029056168.1
OG0002152	XP_012148397.1	XP_029048128.1
OG0002153	XP_012154424.1	XP_029037450.1
OG0002154	XP_012149072.1	XP_029045659.1
OG0002156	XP_012139690.1	XP_029033337.1
OG0002157	XP_012148346.1, XP_012148347.1, XP_012148348.1, XP_012148349.1	XP_029035254.1, XP_029035251.1, XP_029035252.1
OG0002158	XP_012141723.1	XP_029045872.1
OG0002159	XP_012134594.1	XP_029041711.1
OG0002160	XP_012153808.1	XP_029037355.1
OG0002161	XP_012143162.1, XP_012143164.1, XP_012143163.1	XP_029036040.1, XP_029036039.1, XP_029036038.1, XP_029036036.1, XP_029036041.1
OG0002162	XP_012145060.1	XP_029046705.1
OG0002163	XP_012145910.1, XP_012145916.1, XP_012145902.1	XP_029047194.1
OG0002164	XP_012152664.1	XP_029045382.1, XP_029045366.1
OG0002165	XP_003706589.1	XP_029035286.1
OG0002166	XP_012147678.1	XP_029052248.1
OG0002167	XP_012137795.1	XP_029032474.1
OG0002167	XP_003702211.2	XP_029032477.1
OG0002168	XP_012136782.1	XP_029054981.1
OG0002169	XP_003707484.1	XP_029046336.1
OG0002170	XP_012149050.1	XP_029045618.1
OG0002171	XP_012149320.1	XP_029039598.1
OG0002172	XP_012139047.1	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1
OG0002173	XP_003705677.1	XP_029047662.1
OG0002174	XP_012146636.1	XP_029053813.1, XP_029053822.1, XP_029053125.1, XP_029053133.1, XP_029053140.1, XP_029053809.1
OG0002175	XP_003704291.1, XP_012142633.1, XP_012142630.1, XP_012142632.1, XP_012142631.1, XP_012142629.1	XP_029052378.1
OG0002177	XP_003706560.2, XP_012148154.1	XP_029051058.1, XP_029051057.1
OG0002178	XP_012135420.1	XP_029051077.1
OG0002179	XP_012138827.1, XP_003702494.1	XP_029046820.1
OG0002180	XP_003707906.1, XP_012151700.1	XP_029054459.1, XP_029054458.1, XP_029054460.1, XP_029054457.1
OG0002181	XP_012134634.1	XP_029037339.1
OG0002182	XP_003702306.1	XP_029054534.1
OG0002183	XP_003705223.2, XP_012145126.1	XP_029042142.1, XP_029042143.1
OG0002184	XP_003707287.1	XP_029046466.1
OG0002185	XP_012145824.1, XP_012145826.1	XP_029035062.1, XP_029035067.1
OG0002186	XP_012143834.1	XP_029051773.1
OG0002187	XP_012136067.1	XP_029033236.1, XP_029033238.1, XP_029033237.1
OG0002188	XP_012140483.1	XP_029042329.1, XP_029042280.1, XP_029042270.1
OG0002189	XP_003707503.1	XP_029052966.1
OG0002190	XP_012135699.1	XP_029050858.1
OG0002191	XP_012140684.1	XP_029050437.1
OG0002192	XP_003700362.1	XP_029042819.1
OG0002193	XP_012152485.1, XP_003708303.1	XP_029043528.1
OG0002195	XP_012152712.1	XP_029048898.1, XP_029048897.1
OG0002196	XP_012145369.1	XP_029037560.1
OG0002197	XP_012150327.1, XP_012150329.1, XP_012150331.1, XP_012150328.1, XP_003707360.1	XP_029054564.1
OG0002198	XP_012143995.1	XP_029035244.1
OG0002199	XP_012146706.1, XP_012146705.1	XP_029052941.1, XP_029052717.1
OG0002200	XP_012141342.1	XP_029041244.1
OG0002201	XP_003702875.1	XP_029039404.1
OG0002202	XP_012145000.1	XP_029042830.1, XP_029042835.1
OG0002203	XP_012151506.1	XP_029038066.1
OG0002204	XP_003705194.2, XP_012145183.1	XP_029042170.1, XP_029042171.1
OG0002205	XP_012138792.1	XP_029050796.1
OG0002206	XP_003704631.1	XP_029044638.1
OG0002208	XP_012140447.1, XP_003703168.1	XP_029035729.1, XP_029035730.1
OG0002209	XP_003703833.1, XP_003700680.2	XP_029049508.1
OG0002211	XP_012148003.1, XP_003699954.1	XP_029051337.1
OG0002212	XP_012144284.1, XP_003704871.1	XP_029047968.1
OG0002213	XP_012138601.1	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1
OG0002214	XP_003703367.1	XP_029050390.1
OG0002215	XP_012139111.1, XP_012139112.1	XP_029045736.1, XP_029045739.1
OG0002217	XP_012152182.1, XP_012152183.1	XP_029049896.1
OG0002218	XP_012153608.1	XP_029056082.1
OG0002218	XP_003708681.1	XP_029056085.1
OG0002219	XP_012145933.1, XP_012145930.1, XP_012145932.1, XP_012145931.1, XP_012145929.1	XP_029056432.1
OG0002220	XP_003707397.1	XP_029048693.1
OG0002221	XP_012138709.1, XP_003702460.1	XP_029052875.1, XP_029052874.1
OG0002222	XP_012143595.1, XP_012143594.1	XP_029052268.1
OG0002223	XP_012141853.1, XP_012141854.1	XP_029047378.1
OG0002224	XP_012138459.1, XP_012138457.1	XP_029034369.1, XP_029034373.1, XP_029034372.1
OG0002225	XP_012142666.1, XP_012142670.1, XP_012142668.1	XP_029049931.1
OG0002226	XP_003704383.1	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1
OG0002228	XP_012134846.1, XP_012134852.1	XP_029049493.1
OG0002229	XP_012135706.1, XP_012135193.1, XP_012135176.1, XP_012135185.1	XP_029049754.1, XP_029049755.1, XP_029049753.1, XP_029049746.1
OG0002230	XP_012137858.1, XP_012137860.1	XP_029032430.1, XP_029032428.1
OG0002231	XP_003705037.1	XP_029052595.1
OG0002233	XP_012151851.1, XP_012150518.1	XP_029053949.1, XP_029054762.1, XP_029054288.1, XP_029055129.1, XP_029055043.1
OG0002236	XP_012139516.1, XP_012139517.1, XP_003702766.1	XP_029032694.1, XP_029032692.1, XP_029032693.1
OG0002237	XP_003708372.1	XP_029048908.1
OG0002238	XP_003706164.1	XP_029042978.1
OG0002239	XP_003704069.1	XP_029050080.1
OG0002240	XP_003701784.1	XP_029033302.1
OG0002241	XP_003705919.1	XP_029039470.1
OG0002242	XP_003699700.2	XP_029054472.1
OG0002243	XP_003704645.1	XP_029048574.1
OG0002244	XP_012148057.1, XP_003706469.1	XP_029033280.1
OG0002245	XP_012146265.1	XP_029046152.1
OG0002246	XP_012154128.1	XP_029051003.1
OG0002247	XP_012142025.1, XP_012142024.1	XP_029032799.1
OG0002248	XP_003704071.1	XP_029050114.1
OG0002249	XP_003702157.1	XP_029055403.1
OG0002250	XP_003707165.1	XP_029033229.1
OG0002251	XP_003702164.1, XP_012138002.1	XP_029055531.1
OG0002252	XP_003700427.1	XP_029042475.1
OG0002253	XP_003708119.1, XP_012152074.1, XP_012152072.1	XP_029037085.1
