Orthogroup	Megachile_rotundata	Polistes_dominula
OG0000872	XP_012148260.1, XP_012148261.1, XP_003706559.1	XP_015191392.1, XP_015191394.1
OG0000873	XP_012143157.1	XP_015178193.1
OG0000875	XP_003704237.1	XP_015187543.1, XP_015187544.1
OG0000876	XP_003701124.1, XP_012135759.1	XP_015177109.1
OG0000877	XP_012142780.1	XP_015182039.1
OG0000878	XP_012140880.1	XP_015175960.1
OG0000878	XP_012140910.1	XP_015175813.1
OG0000879	XP_003701030.1, XP_012135456.1, XP_012135454.1	XP_015171508.1
OG0000881	XP_012143587.1	XP_015180069.1
OG0000882	XP_003699596.1	XP_015182834.1
OG0000883	XP_003699627.1, XP_012141433.1	XP_015181057.1
OG0000884	XP_012142007.1, XP_012142010.1, XP_012142017.1	XP_015181805.1, XP_015181806.1, XP_015181804.1
OG0000885	XP_012141171.1, XP_012141167.1, XP_012141168.1, XP_012141169.1, XP_012141173.1, XP_012141175.1, XP_012141174.1, XP_012141172.1	XP_015185049.1
OG0000886	XP_012145756.1, XP_012145753.1, XP_012145752.1, XP_012145755.1	XP_015180290.1, XP_015180299.1
OG0000888	XP_003703610.1	XP_015177484.1
OG0000890	XP_012142084.1	XP_015176405.1
OG0000891	XP_012146264.1	XP_015180316.1, XP_015180317.1, XP_015180313.1, XP_015180318.1, XP_015180315.1, XP_015180319.1, XP_015180314.1
OG0000892	XP_003703279.1	XP_015181682.1, XP_015176616.1
OG0000893	XP_003706505.1	XP_015176564.1
OG0000893	XP_003706503.2	XP_015176562.1, XP_015176560.1, XP_015176561.1, XP_015176559.1
OG0000894	XP_012145590.1, XP_012145584.1, XP_012145587.1, XP_012145581.1, XP_012145585.1, XP_012145586.1, XP_012145583.1, XP_012145582.1	XP_015183135.1, XP_015183134.1
OG0000895	XP_012142281.1	XP_015176394.1
OG0000897	XP_012144020.1	XP_015189525.1, XP_015189527.1, XP_015189526.1, XP_015189528.1
OG0000898	XP_003700395.1	XP_015180246.1
OG0000898	XP_003706432.1	XP_015190508.1
OG0000899	XP_012143457.1, XP_003704533.1	XP_015176107.1
OG0000900	XP_003704933.1	XP_015181904.1, XP_015181903.1
OG0000901	XP_003701795.1	XP_015181566.1
OG0000902	XP_012149662.1, XP_003707170.1	XP_015188426.1
OG0000903	XP_003702318.1	XP_015175275.1
OG0000904	XP_003700147.1	XP_015172854.1
OG0000904	XP_012149389.1	XP_015178828.1
OG0000905	XP_003706592.2	XP_015175895.1, XP_015180562.1
OG0000906	XP_003699766.2	XP_015185582.1
OG0000908	XP_003707695.1	XP_015188569.1, XP_015188570.1
OG0000909	XP_012145889.1, XP_012145888.1, XP_012145890.1	XP_015185735.1
OG0000910	XP_003704205.1	XP_015176527.1
OG0000911	XP_012139834.1, XP_012139833.1	XP_015175720.1
OG0000912	XP_003700037.1, XP_012149460.1, XP_012149422.1	XP_015171542.1, XP_015171559.1, XP_015171551.1, XP_015171534.1, XP_015171525.1
OG0000913	XP_003700627.2	XP_015175619.1
OG0000914	XP_012138809.1	XP_015176440.1
OG0000917	XP_012139887.1, XP_003702996.1	XP_015188187.1
OG0000918	XP_003702469.2	XP_015182251.1
OG0000919	XP_012147617.1, XP_003706282.1	XP_015175896.1
OG0000920	XP_003706389.1	XP_015186775.1
OG0000921	XP_012143581.1	XP_015171942.1, XP_015171935.1
OG0000922	XP_012135993.1	XP_015188485.1, XP_015188484.1, XP_015188483.1, XP_015188482.1
OG0000923	XP_012146034.1	XP_015189867.1
OG0000924	XP_003706144.1	XP_015191506.1
OG0000927	XP_003701474.1, XP_012136614.1, XP_012136613.1	XP_015187147.1, XP_015187146.1
OG0000928	XP_012138574.1	XP_015188321.1
OG0000929	XP_003705976.1	XP_015184722.1
OG0000930	XP_003704509.1	XP_015188871.1, XP_015188869.1, XP_015188868.1
OG0000931	XP_012153544.1	XP_015184924.1
OG0000931	XP_003708629.1	XP_015184923.1
OG0000932	XP_003704170.1, XP_012142600.1, XP_012142599.1	XP_015178736.1
OG0000933	XP_003704636.1	XP_015178985.1
OG0000933	XP_003707899.1	XP_015184783.1
OG0000934	XP_012150178.1	XP_015191661.1, XP_015191660.1
OG0000935	XP_003701327.1	XP_015179974.1
OG0000936	XP_012144081.1	XP_015188683.1
OG0000937	XP_012141088.1	XP_015188421.1
OG0000938	XP_012135995.1, XP_012135811.1	XP_015177378.1
OG0000939	XP_012150873.1	XP_015172108.1
OG0000939	XP_012146234.1	XP_015171764.1
OG0000941	XP_003706264.1	XP_015182643.1, XP_015182644.1, XP_015182645.1
OG0000942	XP_012153388.1	XP_015175750.1
OG0000943	XP_003705898.1, XP_012146892.1, XP_012146893.1, XP_012146891.1, XP_012146894.1	XP_015181727.1, XP_015181728.1
OG0000944	XP_003708299.1	XP_015172595.1, XP_015172596.1
OG0000946	XP_012154352.1, XP_012154353.1, XP_012154354.1	XP_015179090.1
OG0000946	XP_003704426.1	XP_015187698.1
OG0000947	XP_012152689.1	XP_015181411.1
OG0000948	XP_003701955.1, XP_012137553.1	XP_015181362.1, XP_015181363.1
OG0000949	XP_012140666.1, XP_003703369.1, XP_012140668.1	XP_015188750.1, XP_015188751.1
OG0000950	XP_003704663.1, XP_012143751.1	XP_015186768.1
OG0000951	XP_012135808.1, XP_012135809.1, XP_003701129.1, XP_012135807.1	XP_015189476.1, XP_015189477.1
OG0000952	XP_003699574.1, XP_012140136.1, XP_012140128.1	XP_015187741.1
OG0000953	XP_012137265.1	XP_015180772.1
OG0000954	XP_012145731.1	XP_015182023.1
OG0000954	XP_012145732.1, XP_003705459.1	XP_015181551.1
OG0000955	XP_012145681.1	XP_015187096.1, XP_015187099.1
OG0000957	XP_012145909.1, XP_012145908.1, XP_012145907.1, XP_012145905.1, XP_012145904.1, XP_012145903.1, XP_012145906.1, XP_003705537.1, XP_012145912.1, XP_012145913.1, XP_012145914.1, XP_012145911.1	XP_015190064.1
OG0000958	XP_003708421.2	XP_015181014.1, XP_015181015.1, XP_015181013.1
OG0000959	XP_003706790.1	XP_015182535.1
OG0000959	XP_012148886.1	XP_015186927.1
OG0000960	XP_003705148.1, XP_012144999.1	XP_015178044.1
OG0000960	XP_012144980.1	XP_015172046.1
OG0000962	XP_012139358.1, XP_012139352.1	XP_015185526.1, XP_015185519.1
OG0000963	XP_012151581.1, XP_003700039.1	XP_015176676.1, XP_015176675.1
OG0000964	XP_012138394.1, XP_003702252.1	XP_015171839.1
OG0000965	XP_012150818.1, XP_012150816.1	XP_015180575.1
OG0000966	XP_003704897.1, XP_012144237.1, XP_012144236.1	XP_015178543.1, XP_015178535.1
OG0000967	XP_003706171.1, XP_012147400.1	XP_015178106.1, XP_015178134.1, XP_015178125.1, XP_015178116.1
OG0000968	XP_012151828.1	XP_015176144.1
OG0000969	XP_003702118.1	XP_015188638.1
OG0000970	XP_012154264.1	XP_015175044.1
OG0000971	XP_003704749.1, XP_012143954.1	XP_015175695.1
OG0000972	XP_012154538.1, XP_012154537.1, XP_003700577.1	XP_015171553.1, XP_015171554.1
OG0000973	XP_003705715.1, XP_012151965.1, XP_012151966.1	XP_015186443.1
OG0000974	XP_012152015.1, XP_012152019.1	XP_015189633.1, XP_015189632.1
OG0000975	XP_012134987.1	XP_015177027.1
OG0000976	XP_012140789.1, XP_003703304.1	XP_015186917.1
OG0000977	XP_003705214.2	XP_015171419.1
OG0000978	XP_012140582.1	XP_015175367.1
OG0000978	XP_012151304.1	XP_015190980.1
OG0000979	XP_012140964.1	XP_015191604.1
OG0000981	XP_012147611.1, XP_012147608.1, XP_012147610.1, XP_012147609.1	XP_015191624.1
OG0000983	XP_003707404.1	XP_015184122.1, XP_015184123.1
OG0000984	XP_012143046.1	XP_015172434.1
OG0000984	XP_003704405.2	XP_015172433.1
OG0000985	XP_003706912.1	XP_015179027.1, XP_015179026.1, XP_015179029.1
OG0000986	XP_003701877.1	XP_015181002.1
OG0000986	XP_012145235.1	XP_015172997.1, XP_015173003.1, XP_015173002.1
OG0000987	XP_012150428.1	XP_015172232.1
OG0000988	XP_003702699.1	XP_015174119.1, XP_015174118.1, XP_015174120.1
OG0000989	XP_012140416.1, XP_012140398.1, XP_012140408.1	XP_015176292.1
OG0000990	XP_012146272.1, XP_003705682.1	XP_015175953.1
OG0000992	XP_012142757.1	XP_015176311.1
OG0000993	XP_012138207.1, XP_003702300.1	XP_015179484.1
OG0000994	XP_012135077.1	XP_015182304.1
OG0000995	XP_012143974.1	XP_015174088.1
OG0000995	XP_012154470.1	XP_015188779.1
OG0000996	XP_003701102.1, XP_012135525.1	XP_015185752.1
OG0000997	XP_003700349.1	XP_015188106.1
OG0000997	XP_003707296.1	XP_015188102.1
OG0000999	XP_003702512.1, XP_012138897.1	XP_015177401.1
OG0001000	XP_003708469.1	XP_015172622.1, XP_015187087.1, XP_015187088.1
OG0001001	XP_003703042.1	XP_015179997.1
OG0001002	XP_012153545.1, XP_012153470.1	XP_015184907.1
OG0001003	XP_012148505.1, XP_003706692.1	XP_015171955.1
OG0001004	XP_012149128.1	XP_015173692.1
OG0001004	XP_003706862.1	XP_015181012.1
OG0001005	XP_003708347.1	XP_015190463.1
OG0001006	XP_003699241.1, XP_012148696.1	XP_015173951.1, XP_015173950.1
OG0001007	XP_003702879.1, XP_012139397.1, XP_012139396.1	XP_015174648.1
OG0001008	XP_012134571.1	XP_015181878.1
OG0001008	XP_012134691.1	XP_015181872.1
OG0001009	XP_012153813.1	XP_015181885.1
OG0001010	XP_012140072.1	XP_015178164.1
OG0001011	XP_003701148.1	XP_015173222.1
OG0001012	XP_012145132.1	XP_015185266.1
OG0001013	XP_003705487.1, XP_012145775.1	XP_015177366.1, XP_015177365.1
OG0001014	XP_012148695.1, XP_012148697.1, XP_003706766.1, XP_012148698.1, XP_012148699.1	XP_015187836.1, XP_015187835.1
OG0001015	XP_012137197.1	XP_015177456.1
OG0001016	XP_003703809.1	XP_015188536.1
OG0001016	XP_003699952.1	XP_015177132.1
OG0001017	XP_003706023.1	XP_015177391.1
OG0001018	XP_012148403.1	XP_015173309.1
OG0001018	XP_012148402.1	XP_015173310.1
OG0001019	XP_003699355.1	XP_015177206.1
OG0001020	XP_012152180.1, XP_012152181.1, XP_003708140.1	XP_015187551.1
OG0001022	XP_012135994.1	XP_015191556.1
OG0001023	XP_003699272.2	XP_015186868.1
OG0001025	XP_012148895.1	XP_015173183.1, XP_015173182.1
OG0001026	XP_012135322.1	XP_015180087.1
OG0001027	XP_003707337.1	XP_015175288.1
OG0001028	XP_003701499.1	XP_015188132.1
OG0001028	XP_003701816.1	XP_015182313.1
OG0001029	XP_012153029.1	XP_015177580.1, XP_015177573.1, XP_015177567.1
OG0001030	XP_012145749.1	XP_015178239.1
OG0001031	XP_012147844.1	XP_015189664.1
OG0001032	XP_003704228.1	XP_015171354.1
OG0001032	XP_012154394.1	XP_015172562.1
OG0001033	XP_003703151.1	XP_015177748.1, XP_015177749.1, XP_015177752.1, XP_015177751.1, XP_015177750.1, XP_015177747.1
OG0001034	XP_012150155.1	XP_015179826.1, XP_015179827.1, XP_015179830.1, XP_015179831.1, XP_015179832.1
OG0001035	XP_003703548.1, XP_012141492.1	XP_015171590.1, XP_015171589.1
OG0001036	XP_012137742.1	XP_015189522.1
OG0001036	XP_012138164.1	XP_015186622.1
OG0001037	XP_012141539.1, XP_003703553.1	XP_015178992.1
OG0001038	XP_012149996.1	XP_015184808.1, XP_015184811.1, XP_015184810.1, XP_015184807.1
OG0001039	XP_003704469.1, XP_012143252.1, XP_012143251.1, XP_012143253.1	XP_015189450.1, XP_015189451.1
OG0001040	XP_012151831.1	XP_015184842.1
OG0001041	XP_003703257.1, XP_012140624.1	XP_015186655.1, XP_015186654.1
OG0001042	XP_003702248.1	XP_015172705.1
OG0001043	XP_012137974.1, XP_012137973.1	XP_015185068.1, XP_015185072.1
OG0001044	XP_012145419.1	XP_015180939.1, XP_015180940.1, XP_015180941.1
OG0001045	XP_012141449.1	XP_015185458.1, XP_015185459.1, XP_015185456.1, XP_015185457.1, XP_015185462.1, XP_015185463.1, XP_015185461.1
OG0001046	XP_012136085.1	XP_015173825.1, XP_015173826.1
OG0001048	XP_012143051.1	XP_015186928.1
OG0001050	XP_012139027.1	XP_015175709.1, XP_015175708.1
OG0001051	XP_012149168.1, XP_012149224.1, XP_003699242.1, XP_012149360.1	XP_015191452.1
OG0001052	XP_012154004.1, XP_012154008.1	XP_015180357.1, XP_015180358.1
OG0001054	XP_012154176.1	XP_015173173.1
OG0001055	XP_012142874.1	XP_015190402.1
OG0001056	XP_003704471.1	XP_015179749.1, XP_015179748.1
OG0001057	XP_012150279.1, XP_012150280.1	XP_015175264.1
OG0001058	XP_012144415.1	XP_015173539.1
OG0001059	XP_003701850.1	XP_015187659.1
OG0001059	XP_012150237.1	XP_015173846.1
OG0001060	XP_012147435.1	XP_015173589.1
OG0001061	XP_012138000.1, XP_012138045.1, XP_003699198.1	XP_015191193.1
OG0001062	XP_012146369.1	XP_015178303.1
OG0001062	XP_003704092.1	XP_015188610.1
OG0001063	XP_012147018.1	XP_015171771.1
OG0001063	XP_012140859.1	XP_015175807.1
OG0001064	XP_012142407.1, XP_012142405.1	XP_015175528.1, XP_015175527.1
OG0001065	XP_012149279.1, XP_003707068.2	XP_015174858.1, XP_015174857.1
OG0001066	XP_012154526.1, XP_012154525.1, XP_012154524.1, XP_003700576.1	XP_015180531.1, XP_015180532.1, XP_015180530.1
OG0001067	XP_003707733.2, XP_012151227.1, XP_012151224.1	XP_015182289.1
OG0001068	XP_012146153.1, XP_012146145.1	XP_015184896.1
OG0001070	XP_003707963.2, XP_003707964.1	XP_015178305.1
OG0001071	XP_012150330.1	XP_015188159.1, XP_015188158.1, XP_015188153.1, XP_015188152.1, XP_015188154.1, XP_015188155.1, XP_015188156.1
OG0001072	XP_012142877.1	XP_015187375.1
OG0001073	XP_003700141.1	XP_015182675.1
OG0001073	XP_012151379.1	XP_015182688.1
OG0001074	XP_003708179.1	XP_015181351.1
OG0001074	XP_012152362.1	XP_015181344.1
OG0001075	XP_012138621.1, XP_012138620.1, XP_012138625.1, XP_012138624.1, XP_012138622.1	XP_015182276.1
OG0001076	XP_012137657.1, XP_012137656.1, XP_012137654.1, XP_012137653.1, XP_012137652.1, XP_012137651.1, XP_012137655.1	XP_015187043.1, XP_015187060.1
OG0001077	XP_012134804.1	XP_015176545.1, XP_015176546.1
OG0001078	XP_003706792.1	XP_015174323.1
OG0001079	XP_003700353.2	XP_015180274.1, XP_015180275.1
OG0001081	XP_012145792.1	XP_015180222.1, XP_015180218.1
OG0001082	XP_012151415.1	XP_015178374.1, XP_015178373.1
OG0001084	XP_003702849.1	XP_015179989.1
OG0001085	XP_003700405.2, XP_012154064.1	XP_015173687.1
OG0001086	XP_003706174.1	XP_015172964.1
OG0001087	XP_012139723.1, XP_012139724.1	XP_015188495.1
OG0001090	XP_012147385.1, XP_003706183.1	XP_015175110.1
OG0001091	XP_012146112.1	XP_015189101.1, XP_015189103.1
OG0001092	XP_003700030.1	XP_015191425.1, XP_015191467.1
OG0001093	XP_003706880.1	XP_015187165.1, XP_015187166.1
OG0001094	XP_003706678.1	XP_015176080.1
OG0001095	XP_012136589.1, XP_012136590.1, XP_003701462.1	XP_015184068.1
OG0001096	XP_003700497.1, XP_012154247.1, XP_012154246.1	XP_015171385.1
OG0001097	XP_003706929.1, XP_012149371.1, XP_012149372.1	XP_015179419.1, XP_015179409.1
OG0001098	XP_012144364.1	XP_015184515.1
OG0001099	XP_012139004.1	XP_015191447.1
OG0001100	XP_003701747.1	XP_015174604.1
OG0001101	XP_003699363.2	XP_015177055.1
OG0001102	XP_003699435.1	XP_015176575.1, XP_015176574.1, XP_015176576.1
OG0001103	XP_012135822.1, XP_003701133.1	XP_015176930.1
OG0001104	XP_012139104.1, XP_012139103.1, XP_012139105.1	XP_015188143.1, XP_015188146.1
OG0001105	XP_003701454.1	XP_015180113.1
OG0001106	XP_003706346.1, XP_012147775.1, XP_012147774.1	XP_015177824.1, XP_015177823.1
OG0001107	XP_003701151.1, XP_012135901.1, XP_012135902.1	XP_015188221.1, XP_015188220.1, XP_015188224.1, XP_015188222.1, XP_015188219.1, XP_015188218.1, XP_015172943.1
OG0001108	XP_012135922.1	XP_015186207.1
OG0001109	XP_012138817.1	XP_015171708.1
OG0001110	XP_012146445.1, XP_012146443.1, XP_003705729.1	XP_015174699.1
OG0001111	XP_003706394.1	XP_015189229.1, XP_015189231.1
OG0001112	XP_003704075.1	XP_015186816.1, XP_015186814.1
OG0001113	XP_012137395.1, XP_003701894.1, XP_012137394.1	XP_015175661.1, XP_015175660.1
OG0001114	XP_012143661.1, XP_003699751.1	XP_015177983.1
OG0001115	XP_012150492.1, XP_012150491.1, XP_012150490.1, XP_012150487.1, XP_012150489.1, XP_012150488.1, XP_012150494.1, XP_012150495.1, XP_012150496.1, XP_003707513.1	XP_015180257.1
OG0001116	XP_003706247.1	XP_015182647.1
OG0001117	XP_012144347.1	XP_015186405.1
OG0001118	XP_003701943.2	XP_015184284.1, XP_015184283.1
OG0001119	XP_003702461.1	XP_015174575.1, XP_015174576.1, XP_015174573.1, XP_015174574.1, XP_015174577.1
OG0001120	XP_012153711.1	XP_015190181.1
OG0001120	XP_012153707.1	XP_015191352.1
OG0001121	XP_012141625.1, XP_012141627.1, XP_012141621.1, XP_012141620.1, XP_012141619.1, XP_012141623.1, XP_012141622.1, XP_012141624.1	XP_015183325.1
OG0001122	XP_003701851.1	XP_015190629.1
OG0001123	XP_012146962.1	XP_015177504.1, XP_015177505.1
OG0001124	XP_003701067.1	XP_015180596.1
OG0001125	XP_012143831.1	XP_015182013.1
OG0001126	XP_003707487.1	XP_015182667.1
OG0001128	XP_012138052.1	XP_015185085.1
OG0001128	XP_012138049.1	XP_015185078.1
OG0001129	XP_012137049.1, XP_012137046.1	XP_015184969.1
OG0001132	XP_003708394.2	XP_015191585.1
OG0001133	XP_012141536.1, XP_012141532.1, XP_012141533.1, XP_012141534.1, XP_012141535.1	XP_015175083.1, XP_015189802.1
OG0001134	XP_012142803.1, XP_012142805.1, XP_003704180.2	XP_015179664.1
OG0001135	XP_012141843.1	XP_015174347.1, XP_015174346.1, XP_015174345.1, XP_015174344.1
OG0001136	XP_012137581.1, XP_003701965.1	XP_015171439.1
OG0001138	XP_003699964.1, XP_012148664.1	XP_015178519.1, XP_015178520.1, XP_015178521.1, XP_015178522.1
OG0001140	XP_012134975.1	XP_015190502.1
OG0001141	XP_003699214.1, XP_012140363.1	XP_015175991.1
OG0001142	XP_012154144.1	XP_015174958.1
OG0001143	XP_003699188.2	XP_015178784.1
OG0001144	XP_012143909.1	XP_015173282.1
OG0001145	XP_003707584.1	XP_015188195.1
OG0001146	XP_012154049.1, XP_003700377.2	XP_015184501.1
OG0001148	XP_003700592.1	XP_015179879.1, XP_015179878.1
OG0001149	XP_012134917.1, XP_012134910.1	XP_015189152.1, XP_015189151.1
OG0001150	XP_012139922.1	XP_015182986.1
OG0001151	XP_003707769.1	XP_015191401.1, XP_015191400.1, XP_015191399.1
OG0001152	XP_012148994.1, XP_003706990.2, XP_012148993.1	XP_015183414.1, XP_015183413.1
OG0001153	XP_012148577.1	XP_015191605.1
OG0001153	XP_012148580.1	XP_015191606.1
OG0001154	XP_012153385.1, XP_012153384.1, XP_003708546.1	XP_015183455.1
OG0001155	XP_003701945.1, XP_012137511.1	XP_015188999.1
OG0001156	XP_012149143.1	XP_015176838.1
OG0001157	XP_003706419.1	XP_015190398.1, XP_015190397.1
OG0001158	XP_003703152.1, XP_012140207.1, XP_012140208.1	XP_015187148.1
OG0001159	XP_003699306.1	XP_015175311.1
OG0001160	XP_003704991.2	XP_015177704.1
OG0001161	XP_012149589.1	XP_015178959.1
OG0001162	XP_012137355.1, XP_003701879.1	XP_015180991.1, XP_015180988.1
OG0001163	XP_012135319.1, XP_012135318.1	XP_015180082.1, XP_015180085.1
OG0001164	XP_003702522.1	XP_015186011.1
OG0001165	XP_012148730.1	XP_015173072.1
OG0001165	XP_012148729.1	XP_015173071.1
OG0001166	XP_012138908.1, XP_012138909.1	XP_015177607.1, XP_015177606.1
OG0001167	XP_012137041.1	XP_015185361.1, XP_015185360.1
OG0001168	XP_003704983.1	XP_015172453.1, XP_015172452.1, XP_015172451.1, XP_015172449.1, XP_015172448.1
OG0001169	XP_003702988.1	XP_015171515.1
OG0001170	XP_012145174.1, XP_012145173.1	XP_015185911.1
OG0001171	XP_012148237.1, XP_012148231.1	XP_015191603.1
OG0001171	XP_012148230.1	XP_015191598.1
OG0001172	XP_012150144.1, XP_012150146.1	XP_015171202.1, XP_015171200.1
OG0001173	XP_003706675.1	XP_015189669.1
OG0001174	XP_012134641.1	XP_015173128.1
OG0001175	XP_003708528.1	XP_015176134.1
OG0001176	XP_003700974.2	XP_015182301.1, XP_015182300.1
OG0001177	XP_012136355.1, XP_012146255.1	XP_015189549.1, XP_015189414.1
OG0001178	XP_012138377.1, XP_012138379.1, XP_012138380.1, XP_012138381.1, XP_012138382.1, XP_003702251.1	XP_015171826.1
OG0001179	XP_012143284.1, XP_012143277.1, XP_003699782.1, XP_012143300.1	XP_015186516.1
OG0001180	XP_003705173.1, XP_012145030.1	XP_015187233.1, XP_015187221.1
OG0001181	XP_012140845.1, XP_003703409.1	XP_015172124.1, XP_015172126.1
OG0001183	XP_012147427.1	XP_015172681.1, XP_015172673.1
OG0001184	XP_012144175.1, XP_012144178.1	XP_015172607.1, XP_015172608.1
OG0001185	XP_012134692.1	XP_015177630.1, XP_015177626.1, XP_015177624.1
OG0001186	XP_003701161.1	XP_015186151.1
OG0001187	XP_003701139.1	XP_015188783.1
OG0001188	XP_012139341.1	XP_015185921.1, XP_015185920.1, XP_015185922.1
OG0001189	XP_003702958.1	XP_015185561.1
OG0001190	XP_012149844.1, XP_003707230.2	XP_015174310.1, XP_015174309.1, XP_015174312.1
OG0001191	XP_012143963.1, XP_012143964.1	XP_015177266.1
OG0001193	XP_003708447.1	XP_015179540.1
OG0001195	XP_003705691.1	XP_015187704.1
OG0001197	XP_012147923.1	XP_015171203.1
OG0001197	XP_003706414.1	XP_015171190.1
OG0001198	XP_012146495.1, XP_012146496.1, XP_012146497.1, XP_003705773.1	XP_015182891.1, XP_015182890.1
OG0001199	XP_012153061.1, XP_012153060.1, XP_003708523.1	XP_015176915.1, XP_015176914.1, XP_015176913.1, XP_015176912.1
OG0001201	XP_012152866.1, XP_012152852.1, XP_012152845.1, XP_012152837.1, XP_012152859.1, XP_012152833.1	XP_015183363.1
OG0001202	XP_003702439.1, XP_012138666.1	XP_015181375.1
OG0001204	XP_012149378.1, XP_012149382.1	XP_015178874.1, XP_015178876.1, XP_015178875.1, XP_015178877.1
OG0001205	XP_012150847.1	XP_015184912.1
OG0001206	XP_012138565.1	XP_015178002.1
OG0001207	XP_003701320.2, XP_012136118.1, XP_012136117.1	XP_015186400.1
OG0001208	XP_012139205.1	XP_015176539.1
OG0001209	XP_003703377.1	XP_015187398.1
OG0001210	XP_012141562.1, XP_012145391.1, XP_012141588.1, XP_012141589.1	XP_015181180.1
OG0001211	XP_012143732.1	XP_015183488.1
OG0001212	XP_003705061.1	XP_015171700.1
OG0001214	XP_003708127.2, XP_012152099.1	XP_015176674.1
OG0001215	XP_012139788.1, XP_003702833.1, XP_012139787.1	XP_015178220.1, XP_015178221.1, XP_015178219.1
OG0001216	XP_012140227.1, XP_012140229.1, XP_012140230.1, XP_012140228.1, XP_003703119.1	XP_015171674.1
OG0001217	XP_012154260.1, XP_012154261.1, XP_012154262.1, XP_003700430.1	XP_015176078.1
OG0001218	XP_003703319.1, XP_012140843.1	XP_015173300.1, XP_015173299.1
OG0001219	XP_003705366.1	XP_015184876.1
OG0001220	XP_003705398.1	XP_015182517.1
OG0001221	XP_003707478.1	XP_015176774.1
OG0001222	XP_003701434.1, XP_012136252.1, XP_012136253.1	XP_015191741.1, XP_015191739.1
