Orthogroup	Megachile_rotundata	Solenopsis_invicta
OG0002070	XP_012136442.1	XP_011158729.2
OG0002071	XP_003702033.1, XP_012137945.1	XP_011173442.1
OG0002072	XP_003707613.1	XP_011166443.2
OG0002073	XP_012147998.1	XP_011169662.1
OG0002075	XP_012149919.1, XP_012149920.1, XP_003707271.1	XP_039314504.1, XP_011172379.1
OG0002076	XP_012135597.1	XP_039308780.1
OG0002077	XP_003701633.1	XP_011163065.1
OG0002078	XP_012149123.1	XP_025992815.2, XP_025992814.2, XP_039312746.1
OG0002079	XP_003705877.1	XP_039313392.1
OG0002080	XP_003705020.1	XP_025988221.1
OG0002081	XP_003701177.1	XP_011175890.1
OG0002082	XP_012146702.1	XP_011175502.2
OG0002083	XP_012148780.1, XP_003706931.1	XP_011166977.1
OG0002084	XP_003706522.2	XP_039313394.1, XP_039313393.1, XP_025989804.1, XP_039313395.1, XP_011175612.1
OG0002085	XP_003707196.1	XP_011164201.1
OG0002086	XP_003707054.2	XP_039308567.1
OG0002087	XP_003700492.1, XP_012154201.1, XP_012154202.1	XP_011176340.1
OG0002088	XP_003699720.2, XP_012144235.1	XP_011160587.1
OG0002089	XP_003702769.1	XP_039306886.1, XP_011157337.1
OG0002090	XP_012154459.1	XP_025991466.2, XP_011156304.2
OG0002091	XP_003707492.1	XP_011158317.1, XP_011158316.1, XP_039303772.1, XP_011158318.1
OG0002092	XP_003700521.2	XP_011175040.1, XP_039314089.1
OG0002093	XP_003700833.1, XP_012135088.1	XP_011162520.2
OG0002094	XP_003704619.1	XP_039310840.1, XP_039310844.1
OG0002095	XP_012147718.1, XP_003706334.1	XP_011168897.1
OG0002097	XP_012136159.1	XP_011172439.1
OG0002098	XP_003700046.1	XP_011169375.2
OG0002099	XP_003704719.2	XP_025986368.1, XP_025986369.1
OG0002100	XP_003707021.1	XP_011159304.1
OG0002101	XP_012140864.1	XP_039302053.1
OG0002102	XP_012153664.1, XP_012153667.1, XP_012153662.1	XP_025990233.2
OG0002103	XP_003702025.1	XP_025987838.1, XP_039302633.1
OG0002104	XP_012139164.1	XP_039315071.1
OG0002105	XP_012140790.1	XP_011160701.2
OG0002106	XP_012137541.1	XP_011172824.3
OG0002107	XP_003705786.1	XP_011164373.1
OG0002108	XP_012141408.1	XP_039313638.1
OG0002109	XP_003700184.1	XP_011167603.1
OG0002110	XP_012137441.1	XP_025991391.2
OG0002111	XP_003699750.1	XP_011168221.2
OG0002113	XP_003699727.1	XP_011159293.2
OG0002114	XP_003701865.1	XP_011169755.1
OG0002115	XP_003706465.2	XP_011175714.1
OG0002116	XP_012148200.1, XP_012148201.1	XP_039309917.1
OG0002117	XP_003706178.1	XP_011165686.1
OG0002118	XP_012150849.1	XP_025992458.1, XP_011158319.1
OG0002119	XP_012140732.1	XP_011160697.2, XP_011160698.2
OG0002121	XP_012144919.1	XP_039310648.1
OG0002122	XP_003700153.1	XP_025991775.2, XP_039308375.1, XP_039308374.1
OG0002123	XP_003708022.1	XP_025997519.1, XP_011165181.1, XP_039307521.1
OG0002124	XP_012154155.1	XP_039313866.1
OG0002125	XP_012144745.1	XP_039302617.1, XP_011155674.1
OG0002126	XP_012147815.1	XP_025997254.1
OG0002127	XP_012138223.1	XP_039305922.1, XP_011158715.1
OG0002128	XP_012138724.1	XP_039310635.1
OG0002129	XP_012140017.1, XP_012140006.1	XP_011168722.1
OG0002130	XP_003706018.1, XP_012147030.1	XP_039309652.1
OG0002131	XP_012154220.1	XP_039313587.1
OG0002132	XP_012152509.1, XP_012152510.1	XP_039306816.1
OG0002134	XP_012149760.1	XP_025987059.2, XP_011157570.1
OG0002136	XP_003707738.1, XP_012151248.1, XP_012151247.1	XP_011168624.1
OG0002137	XP_003705359.1	XP_011158263.1, XP_039308887.1
OG0002138	XP_003705988.1	XP_011171693.1, XP_039304686.1, XP_011174259.2
OG0002139	XP_012149202.1, XP_003707042.1	XP_011164821.1, XP_039303163.1
OG0002140	XP_012136173.1	XP_039303741.1
OG0002141	XP_003703529.2, XP_012141410.1	XP_039310465.1, XP_011162737.1
OG0002142	XP_003702578.2, XP_012138955.1	XP_025994948.1, XP_011161273.1
OG0002143	XP_003701374.1	XP_025996278.1, XP_039303798.1
OG0002144	XP_012143665.1	XP_039309856.1
OG0002145	XP_003700252.1	XP_011158801.2, XP_039313843.1, XP_039313842.1, XP_039313841.1, XP_039313839.1, XP_039313838.1, XP_039313736.1, XP_039313844.1, XP_039313644.1
OG0002146	XP_012144454.1	XP_039305223.1
OG0002147	XP_003702343.1	XP_011158724.2
OG0002148	XP_003708174.1	XP_025991832.2, XP_025991833.2, XP_011163301.2, XP_011163302.2, XP_011163303.2, XP_011163304.2, XP_011163300.2, XP_011163305.2
OG0002149	XP_012139810.1	XP_039309594.1, XP_025995865.2
OG0002150	XP_003699249.1	XP_011170414.2
OG0002151	XP_012134580.1	XP_025994383.1
OG0002152	XP_012148397.1	XP_011170380.2
OG0002153	XP_012154424.1	XP_039313827.1, XP_011162298.2, XP_011162297.2
OG0002154	XP_012149072.1	XP_011168240.1, XP_039312267.1
OG0002155	XP_012138208.1	XP_039305784.1
OG0002156	XP_012139476.1, XP_012139690.1	XP_025987681.2, XP_025987680.2
OG0002157	XP_012148346.1, XP_012148347.1, XP_012148348.1, XP_012148349.1	XP_025993720.1, XP_011167308.1
OG0002158	XP_012141723.1	XP_039315026.1
OG0002159	XP_012134594.1	XP_025994325.1, XP_025994324.1, XP_025994323.1, XP_039314006.1
OG0002160	XP_012153808.1	XP_025988856.2
OG0002161	XP_012143162.1, XP_012143164.1, XP_012143163.1	XP_025993132.1, XP_039311660.1, XP_039311636.1, XP_025993133.1
OG0002162	XP_012145060.1	XP_011165096.1, XP_011165097.2
OG0002163	XP_012145910.1, XP_012145916.1, XP_012145902.1	XP_039303474.1, XP_011168618.1
OG0002164	XP_012152664.1	XP_025991311.2
OG0002165	XP_003706589.1	XP_011156209.1
OG0002166	XP_012147678.1	XP_011168567.1, XP_011168566.2
OG0002167	XP_012137795.1, XP_003702211.2	XP_025995948.2
OG0002169	XP_003707484.1	XP_011175637.1
OG0002170	XP_012149050.1	XP_011168233.1
OG0002171	XP_012149320.1	XP_011171831.2
OG0002172	XP_012139047.1	XP_025989924.1
OG0002173	XP_003705677.1	XP_011155884.1
OG0002174	XP_012146638.1, XP_012146636.1	XP_011166729.1
OG0002175	XP_003704291.1, XP_012142633.1, XP_012142630.1, XP_012142632.1, XP_012142631.1, XP_012142629.1	XP_039311191.1
OG0002177	XP_003706560.2, XP_012148154.1	XP_011166992.1
OG0002178	XP_012135420.1	XP_039309328.1, XP_039309327.1
OG0002179	XP_012138827.1, XP_003702494.1	XP_039312572.1, XP_025994573.1
OG0002180	XP_003707906.1, XP_012151700.1	XP_011168069.1
OG0002181	XP_012134634.1	XP_039313814.1, XP_039313810.1, XP_039313809.1
OG0002182	XP_003702306.1	XP_011167147.1, XP_011167144.1
OG0002183	XP_003705223.2, XP_012145126.1	XP_039312484.1, XP_011161522.2
OG0002184	XP_003707287.1	XP_039312824.1
OG0002185	XP_012145824.1, XP_012145826.1	XP_039304172.1, XP_039304183.1
OG0002186	XP_012143834.1	XP_025992656.2
OG0002187	XP_012136067.1	XP_025986164.1, XP_025986163.1, XP_025986162.1
OG0002188	XP_012140483.1	XP_011166908.2
OG0002189	XP_003707503.1	XP_025995809.1, XP_025995808.1, XP_025995812.1, XP_039310651.1, XP_039310652.1, XP_039310649.1, XP_025995811.1
OG0002190	XP_012135699.1	XP_039303095.1, XP_011171955.1
OG0002191	XP_012140684.1	XP_039313426.1
OG0002192	XP_003700362.1	XP_039302756.1
OG0002193	XP_012152485.1, XP_003708303.1	XP_011169164.1
OG0002195	XP_012152712.1	XP_011168472.1
OG0002196	XP_012145369.1	XP_011158463.1, XP_011165053.2
OG0002197	XP_012150327.1, XP_012150329.1, XP_012150331.1, XP_012150328.1, XP_003707360.1	XP_011162642.2
OG0002198	XP_003705000.1, XP_012143995.1	XP_039312557.1, XP_025989948.2
OG0002199	XP_012146706.1, XP_012146705.1	XP_011166725.1, XP_039302297.1
OG0002200	XP_012141578.1, XP_012141342.1	XP_025994475.2, XP_039313910.1
OG0002201	XP_003702875.1	XP_039301728.1, XP_011161206.2
OG0002202	XP_012152143.1, XP_012145000.1	XP_025992855.2, XP_025992852.2
OG0002203	XP_012151506.1	XP_011171377.2
OG0002204	XP_003705194.2, XP_012145183.1	XP_025989957.1
OG0002205	XP_012137475.1	XP_025991437.1
OG0002205	XP_012138792.1	XP_011162889.2
OG0002206	XP_003704631.1	XP_039305029.1, XP_039305028.1, XP_039305027.1, XP_039305026.1, XP_025986723.2
OG0002208	XP_012140447.1, XP_003703168.1	XP_025988285.2
OG0002209	XP_003703833.1, XP_003700680.2	XP_039311210.1, XP_039311209.1, XP_025995934.1
OG0002211	XP_012148003.1, XP_003699954.1	XP_011168970.1
OG0002212	XP_012144284.1, XP_003704871.1	XP_011169599.1
OG0002213	XP_012138601.1	XP_011175598.1
OG0002214	XP_003703367.1	XP_011157690.1
OG0002217	XP_012152182.1, XP_012152183.1	XP_025990536.2, XP_011159352.2, XP_011159353.2
OG0002218	XP_012153608.1, XP_003708681.1	XP_011166591.1, XP_025992887.1
OG0002219	XP_012145933.1, XP_012145930.1, XP_012145932.1, XP_012145931.1, XP_012145929.1	XP_011159620.1, XP_025989422.1
OG0002220	XP_003707397.1	XP_025987759.1
OG0002221	XP_012138709.1, XP_003702460.1	XP_025992220.1, XP_025992219.1
OG0002222	XP_012143595.1, XP_012143594.1	XP_039311274.1, XP_039311275.1
OG0002223	XP_012141853.1, XP_012141854.1	XP_025993703.1
OG0002224	XP_012138459.1, XP_012138457.1	XP_011167445.1
OG0002226	XP_003704383.1	XP_039311128.1
OG0002229	XP_012135706.1, XP_012135193.1, XP_012135176.1, XP_012135185.1	XP_011159063.1
OG0002230	XP_012137858.1, XP_012137860.1	XP_025993050.1, XP_025993052.1
OG0002231	XP_003705037.1	XP_011165593.1, XP_039309144.1, XP_039308766.1, XP_039314440.1, XP_011165516.2, XP_011165513.2, XP_011165511.1
OG0002233	XP_012151851.1	XP_039303939.1
OG0002236	XP_012139516.1, XP_012139517.1, XP_003702766.1	XP_011157318.1
OG0002237	XP_003708372.1	XP_011168473.1
OG0002238	XP_003706164.1	XP_011175363.1
OG0002239	XP_003704069.1	XP_011164523.1
OG0002240	XP_003701784.1	XP_011159405.1
OG0002241	XP_003705919.1	XP_011169415.1
OG0002242	XP_003699700.2	XP_025994250.1, XP_025994249.1
OG0002243	XP_003704645.1	XP_011170271.1
OG0002244	XP_012148057.1, XP_003706469.1	NP_001291519.1
OG0002245	XP_012146265.1	XP_039308047.1, XP_039307874.1
OG0002246	XP_012154128.1	XP_011157496.1
OG0002247	XP_012142025.1, XP_012142024.1	XP_011173357.1
OG0002248	XP_003704071.1	XP_011175419.1
OG0002249	XP_003702157.1	XP_011161429.1
OG0002250	XP_003707165.1	XP_025990005.2, XP_039310068.1
OG0002251	XP_003702164.1, XP_012138002.1	XP_011166456.1
OG0002252	XP_003700427.1	XP_011160788.1
OG0002253	XP_003708119.1, XP_012152074.1, XP_012152072.1	XP_011175425.1
OG0002255	XP_003706437.1	XP_011165744.1
OG0002256	XP_003705527.1, XP_012145875.1, XP_012145876.1	XP_039311687.1
OG0002257	XP_003703742.2	XP_039307641.1, XP_011169054.1
OG0002258	XP_003703167.2	XP_011166069.1
OG0002259	XP_003700454.1	XP_011155740.1
OG0002260	XP_003704823.1, XP_012144239.1	XP_039306971.1, XP_011166375.1
OG0002261	XP_003707332.2	XP_039310259.1, XP_039310262.1
OG0002262	XP_003702432.1	XP_011157515.1
OG0002263	XP_012148543.1, XP_012148545.1, XP_012148544.1	XP_011169458.1, XP_039311596.1
OG0002264	XP_012139798.1	XP_039306493.1, XP_039306495.1
OG0002265	XP_003706596.1	XP_011166667.1
OG0002266	XP_003705107.1	XP_011158461.1
OG0002267	XP_003706630.1	XP_025987064.1
OG0002268	XP_003706179.2	XP_039305179.1
OG0002269	XP_003702106.2	XP_025989022.1
OG0002270	XP_012152297.1, XP_012152296.1, XP_012152295.1, XP_003708169.1	XP_039311433.1
OG0002271	XP_003704977.1	XP_011164878.1
OG0002272	XP_003706490.1	XP_011163161.1
OG0002273	XP_003703723.1	XP_011172486.1
OG0002274	XP_012141032.1	XP_039306384.1, XP_025997426.1
OG0002275	XP_003702622.1	XP_011176129.1
OG0002276	XP_003702917.1, XP_012139531.1	XP_039306859.1, XP_011157335.2
OG0002277	XP_012134756.1	XP_011155363.1, XP_011155362.1
OG0002278	XP_012148718.1	XP_039307525.1
OG0002279	XP_012143048.1	XP_011173528.2
OG0002280	XP_003700243.1	XP_011176272.1
OG0002281	XP_003704801.1	XP_025990088.2
OG0002282	XP_012147634.1	XP_011162638.2
OG0002283	XP_012153431.1	XP_011160425.1
OG0002284	XP_012135434.1, XP_003701087.1	XP_025991993.2, XP_025991995.1, XP_025991992.2
OG0002285	XP_012149632.1, XP_003707132.1	XP_011171369.1
OG0002286	XP_012140498.1	XP_011164344.1
OG0002287	XP_012150362.1	XP_039312623.1
OG0002288	XP_012152776.1	XP_011173551.1
OG0002289	XP_012140167.1	XP_011167717.2
OG0002290	XP_003705043.1	XP_011169216.1
OG0002291	XP_003704730.1	XP_025994204.1, XP_011159204.1
OG0002292	XP_012147838.1	XP_011165575.1
OG0002293	XP_012140861.1	XP_011175461.1
OG0002294	XP_012145707.1, XP_012145704.1	XP_011166813.3
OG0002295	XP_003706054.1	XP_011175995.1
OG0002296	XP_012137497.1	XP_025988422.2
OG0002297	XP_003704248.2	XP_039309252.1
OG0002298	XP_003699926.1	XP_011167338.2
OG0002299	XP_012137698.1, XP_012137699.1	XP_025986000.2
OG0002301	XP_003706552.1, XP_012148220.1	XP_025988311.1
OG0002302	XP_012135942.1	XP_039302370.1, XP_039302371.1, XP_039302369.1
OG0002303	XP_003703229.1	XP_011169728.1
OG0002304	XP_012152832.1	XP_011173618.1
OG0002305	XP_003700751.1	XP_025995641.1
OG0002306	XP_003700728.1, XP_012134727.1	XP_039307339.1, XP_025986214.1
OG0002307	XP_003706359.1, XP_012147898.1, XP_012147900.1, XP_012147899.1, XP_012147896.1	XP_025991265.1
OG0002308	XP_003702809.1	XP_011161205.1
OG0002309	XP_003702936.1	XP_039306672.1, XP_039306673.1, XP_025986385.1
OG0002310	XP_012144493.1, XP_012144492.1, XP_003704918.1	XP_011169512.2
OG0002311	XP_012153067.1, XP_003708489.1	XP_011172405.2
OG0002312	XP_012142727.1, XP_012142724.1	XP_011157996.1
OG0002313	XP_012154400.1, XP_012154402.1, XP_012154401.1, XP_012154404.1, XP_012154405.1	XP_011163004.1
OG0002314	XP_003700052.1	XP_011159817.1
OG0002315	XP_012152616.1	XP_039314146.1, XP_039314145.1
OG0002316	XP_012142179.1	XP_011158206.1
OG0002317	XP_003706516.1	XP_039303267.1, XP_025987104.2, XP_025987103.2, XP_025987102.2
OG0002318	XP_003705262.1, XP_012145094.1	XP_011170373.2
OG0002319	XP_012144361.1	XP_011171942.1
OG0002321	XP_012147589.1	XP_039311651.1
OG0002322	XP_003705704.2	XP_011171174.2
OG0002323	XP_012135001.1, XP_012135000.1	XP_011173539.1
OG0002324	XP_003701488.1	XP_011172067.1
OG0002325	XP_003707126.1, XP_012149621.1	XP_011168036.1
OG0002326	XP_003705736.2, XP_012146390.1, XP_012146389.1	XP_039312619.1
OG0002327	XP_012137536.1, XP_003701953.1, XP_012137537.1, XP_012137538.1	XP_011172833.1
OG0002328	XP_003699975.1	XP_011173541.1
OG0002329	XP_012151361.1	XP_039305901.1
OG0002330	XP_003699753.1	XP_011161431.1, XP_039309152.1
OG0002331	XP_012140025.1	XP_011173029.1
OG0002332	XP_003707542.2, XP_012147494.1	XP_011173027.2
OG0002333	XP_012153543.1	XP_011173240.2, XP_039310884.1, XP_011173239.2, XP_039310886.1, XP_025994983.2, XP_025994984.2
OG0002334	XP_012146468.1, XP_012146463.1	XP_039302404.1
OG0002335	XP_003704243.1	XP_011162945.2, XP_025990439.2
OG0002336	XP_012137701.1, XP_012137708.1	XP_025997422.1
OG0002337	XP_012135343.1	XP_025991747.1
OG0002338	XP_012140960.1, XP_012140961.1, XP_012140962.1	XP_011170368.1
OG0002339	XP_003699186.1	XP_011169578.1
OG0002340	XP_012144638.1	XP_025992278.2
OG0002340	XP_003705046.1	XP_011163759.1
OG0002341	XP_003707759.2	XP_025995697.1
OG0002342	XP_012139459.1, XP_003699538.1	XP_011159505.1
OG0002343	XP_003705890.1, XP_012146703.1	XP_011157691.1
OG0002344	XP_003707699.1	XP_011170212.1
OG0002345	XP_003703503.1	XP_011156726.2
OG0002346	XP_012144479.1, XP_012145452.1	XP_025993917.2
OG0002347	XP_003705439.1	XP_011166391.1
OG0002348	XP_003707015.2	XP_025995381.1
OG0002349	XP_012148062.1, XP_003706474.1	XP_011171227.1
OG0002350	XP_003707106.1	XP_039308862.1
OG0002351	XP_012148482.1	XP_011166636.1
OG0002352	XP_012146337.1	XP_011155437.1
OG0002354	XP_003708561.1	XP_011173731.1, XP_039303841.1
OG0002355	XP_012154430.1, XP_012154434.1	XP_039313893.1
OG0002356	XP_012136058.1	XP_011159837.1
OG0002357	XP_012153072.1	XP_039314513.1, XP_025993086.1
OG0002358	XP_012149363.1	XP_011171308.2
OG0002359	XP_003705600.2	XP_011156247.1
OG0002360	XP_003702830.1, XP_012139785.1	XP_011161320.1
OG0002361	XP_003700509.1	XP_011161675.1, XP_039314045.1, XP_025991546.1, XP_011161677.1
OG0002362	XP_003701135.2	XP_039313533.1
OG0002363	XP_003700328.1	XP_039309891.1
OG0002364	XP_003708216.2	XP_011163291.2
OG0002365	XP_003699419.1	XP_011170205.1
OG0002366	XP_012153593.1	XP_011160441.1
OG0002367	XP_012142790.1, XP_012142791.1	XP_011161471.1
OG0002368	XP_003699537.1	XP_011159504.1
OG0002370	XP_003703855.2	XP_011162558.1
OG0002371	XP_003699544.1	XP_011157880.1
OG0002373	XP_003706921.1	XP_011171281.1, XP_011171279.1
OG0002374	XP_012151930.1	XP_025990173.1, XP_025990171.1, XP_025990175.1, XP_025990174.1
OG0002375	XP_012142277.1	XP_039306435.1
OG0002376	XP_012150649.1	XP_025993912.1
OG0002377	XP_012151452.1, XP_012151453.1, XP_012151459.1	XP_039308087.1
OG0002378	XP_012139844.1, XP_012139841.1	XP_011161234.2
OG0002380	XP_003699285.1	XP_011164575.1
OG0002381	XP_012140569.1	XP_011159596.1
OG0002382	XP_012135716.1, XP_012135715.1, XP_003701214.1	XP_025995741.1
OG0002384	XP_012148827.1	XP_039308953.1
OG0002385	XP_003707621.1	XP_011160523.1
OG0002386	XP_012153614.1	XP_011166595.2
OG0002386	XP_003704334.1	XP_011160899.3
OG0002387	XP_012136391.1	XP_025994736.2
OG0002388	XP_003702189.1	XP_011176394.1
OG0002389	XP_003703096.1	XP_011166031.1, XP_011166028.1, XP_011166029.1, XP_039311064.1
OG0002390	XP_003706939.1	XP_025991861.1
OG0002391	XP_012149973.1	XP_025993272.1
OG0002392	XP_012146945.1	XP_025988547.1
OG0002393	XP_012150006.1	XP_011172205.1
OG0002394	XP_012145393.1	XP_039307159.1, XP_039307162.1
OG0002395	XP_003703570.1, XP_003703466.1	XP_011159118.1
OG0002397	XP_003702256.1	XP_011158900.1
OG0002398	XP_012136674.1	XP_039303633.1, XP_011169736.1, XP_011169737.1, XP_011169738.1
OG0002399	XP_003704642.1	XP_011159225.1
OG0002400	XP_012136190.1, XP_012136191.1	XP_011167749.1
OG0002401	XP_012146199.1, XP_012146203.1	XP_039309236.1
OG0002403	XP_012151114.1, XP_012151309.1	XP_025994709.1, XP_025994707.1
OG0002404	XP_003706047.1	XP_039314938.1, XP_039314946.1
OG0002405	XP_012148356.1	XP_025987090.1
OG0002406	XP_012152302.1	XP_011163278.2, XP_025986456.1
OG0002407	XP_003705700.1, XP_012146303.1	XP_011166781.1
OG0002408	XP_003708373.1, XP_012152720.1	XP_011176010.1
OG0002409	XP_012137827.1	XP_039304882.1
OG0002410	XP_012137788.1, XP_003702200.1	XP_025994746.1
OG0002411	XP_012135790.1	XP_039301667.1
OG0002412	XP_012150066.1, XP_012150065.1	XP_011171237.2
OG0002413	XP_012144821.1, XP_012144822.1, XP_003705089.1	XP_039303329.1, XP_011175883.1
OG0002414	XP_003706128.1	XP_011168793.1
OG0002415	XP_003705598.1	XP_011156246.1
OG0002416	XP_012153125.1	XP_011168383.1, XP_011168366.1
OG0002417	XP_012153313.1	XP_025994973.1
OG0002418	XP_012135067.1	XP_011169759.2
OG0002419	XP_003705533.2	XP_025990008.2
OG0002420	XP_003705385.2, XP_012145484.1	XP_039309838.1, XP_025996912.1
OG0002421	XP_012136760.1, XP_012136761.1	XP_025987753.2
OG0002422	XP_012147976.1, XP_003706382.1	XP_011161003.2
OG0002423	XP_012140652.1, XP_012140648.1	XP_011175653.1
OG0002424	XP_012142395.1	XP_039312973.1
OG0002425	XP_003707040.2	XP_011169156.1
OG0002426	XP_012143743.1, XP_003704657.1	XP_011157101.1
OG0002427	XP_012138888.1	XP_025995202.2, XP_025995205.2, XP_025995203.2
OG0002428	XP_012152464.1	XP_039306236.1, XP_039306235.1, XP_039306234.1, XP_039306232.1, XP_039306231.1, XP_039306233.1, XP_039306237.1
OG0002429	XP_012145155.1	XP_025989745.1, XP_025989744.1
OG0002430	XP_012139419.1	XP_025996419.1
OG0002432	XP_003704137.1	XP_011171109.1
OG0002433	XP_012151168.1	XP_025992383.1, XP_025992384.1
OG0002434	XP_003708246.1	XP_039313687.1
OG0002435	XP_003699269.1	XP_011168990.1
OG0002436	XP_003706691.1	XP_011165019.2
OG0002437	XP_012148575.1	XP_039312747.1
OG0002438	XP_012143939.1	XP_011160024.1
OG0002439	XP_003707043.1	XP_011163803.1
OG0002440	XP_012144301.1, XP_012144300.1, XP_012144299.1, XP_012144304.1, XP_003704835.2, XP_012144303.1, XP_012144302.1	XP_025993930.1
OG0002442	XP_012142927.1	XP_011162966.1
OG0002443	XP_012134906.1	XP_039310847.1, XP_011167734.1
OG0002444	XP_012141994.1	XP_011176295.1, XP_039312026.1
OG0002445	XP_003701864.1	XP_011159707.1
OG0002446	XP_003705547.2	XP_011157074.1
OG0002447	XP_012141422.1, XP_012141418.1	XP_025987339.2
OG0002448	XP_003701632.1	XP_039313440.1, XP_011175430.1, XP_025988122.1
OG0002449	XP_003703053.1	XP_039303851.1, XP_011168727.1
OG0002450	XP_003702428.1	XP_025989418.1, XP_039304473.1
OG0002451	XP_012136542.1	XP_025989380.2
OG0002452	XP_012147131.1	XP_039311377.1
OG0002454	XP_012135855.1, XP_003699379.1	XP_039309555.1
OG0002455	XP_012146524.1, XP_012146523.1	XP_011164243.1
OG0002456	XP_003705873.1	XP_011166818.2, XP_039301994.1, XP_039301995.1
OG0002458	XP_003705183.1	XP_011175925.1
OG0002459	XP_012134895.1	XP_039308524.1, XP_039308525.1, XP_039308526.1, XP_011156587.2
OG0002460	XP_012140844.1	XP_025994271.1
OG0002461	XP_012141743.1	XP_011156258.2, XP_011156257.2
OG0002462	XP_012137297.1	XP_025989142.1, XP_025989150.1, XP_025989126.2
OG0002466	XP_003700626.1, XP_012154565.1, XP_012154564.1	XP_011164570.2, XP_039303383.1
OG0002467	XP_012153359.1	XP_011156746.1
OG0002468	XP_003700290.2	XP_011161589.1, XP_025992906.1, XP_025992905.1
OG0002469	XP_003700931.1	XP_011162731.1, XP_011162732.1
OG0002471	XP_003700757.1	XP_011155392.1
OG0002472	XP_012139885.1	XP_025996008.1, XP_011161519.1
OG0002473	XP_012149129.1	XP_025992016.1
OG0002474	XP_012148856.1	XP_039308451.1
OG0002475	XP_003701741.1	XP_011156351.1
OG0002476	XP_003703232.1	XP_011168671.1
OG0002477	XP_003706281.1	XP_011158111.2
OG0002478	XP_012146253.1	XP_025987260.1
OG0002479	XP_012141538.1, XP_003703555.1	XP_039302698.1, XP_039302697.1, XP_039302695.1
