Orthogroup	Megachile_rotundata	Tribolium_castaneum
OG0001251	XP_012144562.1, XP_012144561.1, XP_012144560.1	XP_008198694.1, XP_015839507.1, XP_015839508.1
OG0001252	XP_012141110.1	XP_008201627.1
OG0001253	XP_012138743.1, XP_012138735.1	XP_008198623.1, XP_008198621.1
OG0001254	XP_012145987.1, XP_012145986.1, XP_012145975.1, XP_012145981.1, XP_012145970.1, XP_012145952.1, XP_012145961.1, XP_012145947.1, XP_012145943.1	XP_008200349.1, XP_015839691.1
OG0001255	XP_012145344.1, XP_003705301.2, XP_012145345.1	XP_015839682.1, NP_001280536.1
OG0001256	XP_003703256.1, XP_003703255.1	XP_015840550.1
OG0001258	XP_003708412.1, XP_012152807.1	NP_001034507.1
OG0001259	XP_012149790.1	XP_968406.2
OG0001260	XP_012153472.1, XP_012153474.1	XP_974043.1, XP_015835245.1
OG0001262	XP_003701842.1	XP_015836277.1
OG0001263	XP_003704866.2	XP_008194044.1, XP_966465.1
OG0001264	XP_012150462.1	XP_008199359.1
OG0001265	XP_003704516.1, XP_012143521.1, XP_003704528.2	XP_008198824.1, XP_015839576.1, XP_008198826.1
OG0001267	XP_012135819.1	XP_015835758.1, XP_008193926.1
OG0001268	XP_003701962.1, XP_012149718.1	XP_001812645.1
OG0001269	XP_012153023.1, XP_012153018.1	XP_008199240.1
OG0001270	XP_012148971.1	XP_008195264.1
OG0001271	XP_003707153.1	XP_015837418.1
OG0001273	XP_012150030.1, XP_012150032.1	XP_008196928.2, XP_008194333.1, XP_015835670.1
OG0001274	XP_003705228.1	XP_971741.1
OG0001275	XP_012140828.1, XP_012140819.1	XP_015838616.1, XP_008200892.1, XP_015838623.1, XP_008200889.1
OG0001278	XP_012140940.1, XP_012140947.1, XP_012140952.1	XP_968260.1
OG0001279	XP_012134966.1	XP_015833552.1
OG0001280	XP_003704269.1	XP_968053.2, XP_008192425.1
OG0001281	XP_012151124.1, XP_012151118.1	XP_008200663.1
OG0001282	XP_003707094.2	XP_968795.1
OG0001283	XP_012140046.1, XP_003703137.1	XP_008195901.1
OG0001284	XP_012151952.1, XP_012151947.1	XP_015835521.1, XP_008200427.2
OG0001286	XP_003706114.1	XP_973603.2
OG0001288	XP_003707114.2	XP_008195503.1
OG0001289	XP_003703531.1	XP_972155.1
OG0001291	XP_003708244.1	XP_973702.2
OG0001293	XP_003699502.1, XP_012138557.1, XP_012138564.1, XP_012138546.1, XP_012138539.1	XP_967850.1
OG0001294	XP_012153537.1	XP_008190438.1
OG0001295	XP_012150602.1, XP_012150567.1	XP_015837736.1, XP_008199992.1, XP_015837734.1, XP_015837735.1, XP_008197104.1, XP_015838076.1, XP_966433.1
OG0001298	XP_012150671.1, XP_003707650.1	XP_001814199.1
OG0001299	XP_012146187.1, XP_003705664.1	XP_008190539.1
OG0001300	XP_003707701.1	XP_971886.1
OG0001301	XP_003704534.2	XP_971367.2
OG0001303	XP_012145689.1	XP_015833856.1
OG0001304	XP_012146843.1, XP_012146842.1	XP_008201630.1
OG0001305	XP_012144053.1, XP_012144054.1	XP_015834192.1
OG0001306	XP_012142827.1, XP_003699708.1	XP_015835234.1, XP_015835237.1
OG0001307	XP_012151861.1	XP_015835558.1
OG0001308	XP_003704961.1	XP_008200820.1
OG0001310	XP_003700371.1	XP_975420.1
OG0001312	XP_003705529.1, XP_012145887.1	XP_974931.1
OG0001313	XP_003707251.2, XP_003707256.2	XP_974660.1
OG0001314	XP_012145545.1	XP_015833753.1
OG0001315	XP_012152472.1, XP_012152470.1	XP_015836908.1, XP_966473.2
OG0001316	XP_003705040.1	XP_008196392.1
OG0001317	XP_003703930.1	XP_967323.2
OG0001318	XP_003700055.1	XP_008199614.1
OG0001322	XP_012145599.1, XP_003705413.1	XP_008196249.1
OG0001328	XP_012149366.1, XP_012149365.1, XP_003707083.1	XP_969305.1
OG0001329	XP_003702186.1	XP_008190670.1
OG0001330	XP_012152771.1, XP_012152770.1, XP_012152765.1, XP_012152768.1, XP_012152769.1, XP_012152767.1	XP_008195392.1
OG0001331	XP_012144744.1, XP_003705065.1, XP_003707103.1	XP_975415.1
OG0001332	XP_003700197.1, XP_012153263.1	XP_008197848.1
OG0001333	XP_003699589.1	XP_008195720.1, XP_969089.1
OG0001334	XP_012149722.1, XP_003707185.1	XP_015838448.1
OG0001335	XP_003706802.1	XP_008193497.1
OG0001336	XP_012151156.1	XP_001815618.1
OG0001337	XP_012153688.1, XP_012153689.1, XP_012153687.1	XP_970871.1
OG0001338	XP_003700562.1	NP_001139390.1
OG0001339	XP_003706127.1	XP_970397.1
OG0001340	XP_012153923.1	XP_008193660.1, XP_970247.1
OG0001341	XP_003699772.1	XP_008199365.1
OG0001342	XP_012136521.1	XP_008199415.1
OG0001343	XP_003702950.1, XP_003708354.1	XP_015835564.1, XP_008194046.1
OG0001344	XP_003707564.1	XP_967651.3
OG0001345	XP_003707449.1, XP_012150270.1, XP_012150269.1	XP_974634.1
OG0001346	XP_003701550.1	XP_008200257.1
OG0001347	XP_003704077.1, XP_012142354.1, XP_012142356.1, XP_012142355.1	XP_973080.2
OG0001348	XP_003701179.2	XP_008194100.1
OG0001349	XP_012136278.1, XP_003701437.1, XP_012136277.1	XP_008197983.1
OG0001350	XP_003704174.1, XP_012142610.1, XP_012142609.1, XP_012142608.1	XP_015837465.1, XP_015837464.1
OG0001351	XP_003708582.1	XP_015832916.1, XP_971672.1
OG0001352	XP_012136113.1	XP_008199131.1
OG0001353	XP_003699999.1	XP_015833130.1, XP_015833131.1, XP_970090.1
OG0001355	XP_003703235.1	NP_001127921.1, XP_008197034.1
OG0001356	XP_012138606.1, XP_012138608.1, XP_003702421.1	XP_968380.1, NP_001280528.1
OG0001357	XP_003706587.1	XP_008195370.1
OG0001358	XP_012136234.1, XP_012136230.1	XP_008196120.1, XP_008196123.1
OG0001359	XP_003700477.1	XP_972884.1, XP_972109.3
OG0001360	XP_012140064.1	XP_968834.1
OG0001362	XP_003707306.2, XP_012150152.1	XP_015835360.1, XP_008200476.1
OG0001363	XP_012147226.1, XP_003706028.1	NP_001107813.1, XP_008193052.1
OG0001364	XP_003708442.2, XP_012152946.1	XP_008201239.1, NP_001034514.1
OG0001365	XP_003699312.1	XP_971819.1
OG0001366	XP_012137415.1	XP_008195516.1
OG0001366	XP_012137411.1, XP_012137413.1, XP_012137412.1	XP_969992.1
OG0001368	XP_003704855.1	XP_968199.1
OG0001369	XP_003704794.1	XP_971568.1, XP_008190885.1, XP_008190887.1, XP_008190886.1, XP_971622.1, XP_008190884.1
OG0001370	XP_003705573.2	XP_008199205.1
OG0001371	XP_003703366.2	XP_974014.1, XP_015835087.1, XP_015835088.1
OG0001372	XP_012145161.1, XP_012145172.1	XP_008194525.1
OG0001373	XP_003701005.1	XP_968404.1, XP_015839616.1
OG0001375	XP_012143225.1, XP_012143223.1	XP_008190523.1
OG0001376	XP_012143285.1, XP_003704560.2	XP_972494.1
OG0001377	XP_003705306.1	XP_008192006.1
OG0001378	XP_012143857.1, XP_012143856.1, XP_012143859.1, XP_012143858.1, XP_003704700.1	XP_974170.1
OG0001379	XP_012151456.1	XP_008200289.1
OG0001380	XP_003704901.1	XP_008198237.1
OG0001381	XP_003706045.2	XP_970624.1, XP_015837364.1, XP_015837357.1
OG0001382	XP_003706258.1	XP_015837790.1, XP_008196501.1, XP_975884.1, XP_008196500.1
OG0001383	XP_003699699.1	XP_008196388.1, XP_015837150.1
OG0001384	XP_003702464.1	XP_974696.2
OG0001385	XP_003707318.1	NP_001280529.1, XP_008200155.1, NP_001280662.1
OG0001386	XP_003701896.1, XP_012137393.1, XP_012137392.1, XP_012137391.1, XP_012137390.1, XP_012137389.1, XP_012137388.1, XP_012137387.1	XP_015836790.1
OG0001387	XP_003705144.1	XP_973997.3
OG0001388	XP_012146446.1	XP_008198472.1, XP_015839126.1
OG0001389	XP_012135357.1	XP_008191705.2, XP_015835153.1, XP_015835175.1
OG0001390	XP_003704219.1	XP_008196746.1
OG0001391	XP_003706785.1	XP_015835294.1
OG0001392	XP_012148464.1	XP_972774.2
OG0001393	XP_003702144.1, XP_012137893.1	NP_001092812.1, XP_008191439.1
OG0001394	XP_012141038.1	XP_974474.1
OG0001395	XP_012142970.1	XP_008197875.1
OG0001396	XP_012151607.1, XP_003707987.1	XP_001807060.1
OG0001397	XP_012136000.1	XP_015840901.1, XP_015840903.1
OG0001398	XP_012152189.1	XP_008199101.1, XP_974850.1
OG0001399	XP_003708009.2	XP_015833723.1
OG0001400	XP_012144885.1, XP_012144882.1	XP_008192848.1
OG0001401	XP_003699636.1	XP_966394.2
OG0001402	XP_003699201.1	XP_973256.1
OG0001403	XP_012140018.1, XP_012140031.1, XP_012140045.1	XP_015834718.1
OG0001404	XP_003700568.1	XP_975540.1, XP_015837367.1
OG0001405	XP_003701376.1	XP_970709.2
OG0001406	XP_012147619.1, XP_012147618.1, XP_003706272.1	XP_001808764.1
OG0001408	XP_003703189.1	XP_973448.1
OG0001409	XP_012146499.1, XP_012146501.1	XP_008201593.1
OG0001410	XP_003701097.1, XP_012135511.1	XP_015837864.1, NP_001280533.1
OG0001412	XP_012152890.1, XP_012152892.1	XP_015833580.1
OG0001414	XP_003705593.1	XP_008192642.1, XP_008192641.1, XP_974537.1
OG0001415	XP_012146231.1	XP_015834284.1, XP_008197482.1
OG0001416	XP_012147088.1, XP_012147084.1	XP_008194088.1
OG0001417	XP_012135871.1	XP_973125.1
OG0001418	XP_012148215.1	XP_008191844.1
OG0001419	XP_012146068.1	XP_015838768.1, XP_015838769.1
OG0001420	XP_003702222.1	XP_015836480.1, XP_968142.1
OG0001421	XP_012140766.1, XP_012140761.1	XP_974319.1
OG0001422	XP_003705628.1, XP_012146161.1	XP_971902.1
OG0001423	XP_012141596.1	XP_976493.2
OG0001424	XP_003707239.2	XP_973684.1
OG0001425	XP_012141671.1	XP_015838773.1
OG0001426	XP_003704181.1, XP_012142802.1	XP_015836693.1
OG0001427	XP_003706058.1	XP_008200281.1
OG0001428	XP_012149989.1	XP_972790.1
OG0001430	XP_003701430.1	XP_974921.1
OG0001432	XP_012151885.1, XP_012151887.1, XP_012151886.1, XP_012151888.1	XP_001815304.2, XP_008190450.1
OG0001433	XP_012135756.1, XP_012135755.1	XP_001810287.1
OG0001434	XP_003700866.1	XP_015838174.1
OG0001435	XP_012152734.1, XP_012153227.1	XP_015840346.1
OG0001436	XP_012139669.1	XP_967350.1, XP_967269.1, XP_008195569.1, XP_008195564.1, XP_008195566.1
OG0001437	XP_012136059.1, XP_012136061.1, XP_012136060.1	XP_974738.1
OG0001438	XP_003701308.2, XP_012136076.1	XP_015835335.1, XP_015835336.1
OG0001439	XP_003705594.1	XP_975295.1
OG0001440	XP_012142151.1, XP_012142152.1, XP_003703973.1, XP_012142153.1	XP_969806.1
OG0001441	XP_012135580.1	XP_015838362.1, XP_015838361.1, XP_972088.1
OG0001444	XP_003703425.1, XP_003707375.2	XP_008199773.1
OG0001451	XP_003699253.1, XP_012152018.1	XP_008198505.1
OG0001453	XP_003703131.2	XP_008192135.1, XP_974780.1
OG0001455	XP_003705086.1	XP_008195504.1, XP_008195463.1
OG0001456	XP_012136768.1, XP_012136763.1, XP_012136765.1, XP_012136767.1, XP_012136764.1, XP_012136769.1	XP_967649.1
OG0001457	XP_003701275.1	XP_972313.1
OG0001458	XP_012151974.1	XP_969998.1
OG0001459	XP_012140200.1, XP_012140199.1	XP_971056.1
OG0001460	XP_003701853.1	XP_968481.1
OG0001461	XP_003707359.1, XP_012150325.1, XP_012150326.1, XP_012150324.1	XP_008195927.1
OG0001462	XP_003705852.1, XP_012146665.1	XP_969537.1
OG0001463	XP_003705629.1	XP_975612.1
OG0001464	XP_012140660.1, XP_003703270.1	XP_008192049.1, XP_008192050.1
OG0001465	XP_012138427.1, XP_003702262.1	XP_970371.1
OG0001466	XP_003703397.1, XP_003701756.1	XP_971808.1
OG0001467	XP_003702020.1	XP_008190991.1
OG0001468	XP_003699387.1, XP_003699386.1	XP_969120.1, NP_001164201.1
OG0001469	XP_012149074.1, XP_012148936.1, XP_012148869.1, XP_012149002.1, XP_003699309.1	XP_015835402.1
OG0001470	XP_012147279.1, XP_012147280.1	XP_972043.2, XP_015839118.1, XP_008198420.1
OG0001471	XP_003707711.1, XP_003707710.1	XP_966863.1
OG0001472	XP_012152060.1, XP_012142269.1, XP_003704007.1	XP_974027.1
OG0001473	XP_003701445.2	XP_969761.2
OG0001474	XP_003706861.1	XP_008197149.1
OG0001475	XP_003707927.1	XP_008194014.1
OG0001476	XP_012134858.1	XP_008196197.1, XP_008196196.1, XP_015837812.1
OG0001477	XP_003706943.1	XP_008193717.1
OG0001478	XP_003703127.1	XP_971848.1
OG0001479	XP_003699231.1	XP_015835497.1
OG0001480	XP_012139923.1, XP_003703030.1	XP_968112.1, XP_015840540.1
OG0001481	XP_012148072.1	XP_008192172.1, XP_008192171.1
OG0001482	XP_012154088.1	XP_008191953.1, XP_008191952.1
OG0001483	XP_012144587.1, XP_012144588.1, XP_012144589.1	XP_015832869.1
OG0001484	XP_012151969.1	XP_008197131.1
OG0001485	XP_003700738.2	XP_975329.1
OG0001486	XP_012134505.1, XP_012134503.1	XP_008197650.1, NP_001280513.1
OG0001487	XP_003706964.2	XP_015833845.1
OG0001488	XP_012140542.1	XP_015834903.1
OG0001491	XP_012149603.1, XP_012149602.1, XP_012149601.1, XP_003707125.1, XP_012149605.1	XP_970708.2
OG0001492	XP_012154169.1	XP_973907.1
OG0001493	XP_012143623.1, XP_012143618.1	XP_001812538.1, XP_008194282.1
OG0001494	XP_012142423.1	XP_975427.2
OG0001495	XP_003704451.1	XP_972502.1, XP_975469.1
OG0001496	XP_012148217.1	XP_008191879.1, XP_008191880.1
OG0001497	XP_012151254.1	XP_973523.2, XP_008191647.1, XP_008191650.1, XP_008191649.1
OG0001498	XP_012149890.1, XP_012149885.1, XP_012149886.1	XP_008200217.1, XP_969950.2
OG0001499	XP_003700193.2	XP_974456.3
OG0001500	XP_012150430.1, XP_012150423.1	XP_015835209.1, NP_001280507.1
OG0001501	XP_003702049.1, XP_012138005.1	XP_015833023.1
OG0001502	XP_003702050.1	XP_015833027.1
OG0001503	XP_012154512.1, XP_012154508.1	XP_971310.1, XP_008195559.1
OG0001505	XP_003707392.2, XP_012150017.1, XP_012150018.1	XP_015839664.1, XP_970228.2, XP_015838048.1
OG0001506	XP_003701281.1	XP_973081.1
OG0001507	XP_003704760.1	XP_008197549.1, XP_970874.1
OG0001508	XP_012144584.1	XP_008201537.1
OG0001509	XP_012145883.1	XP_008196908.1
OG0001510	XP_012145851.1	XP_015838190.1
OG0001511	XP_003702175.1	XP_970235.1
OG0001512	XP_012145321.1, XP_012145320.1	XP_015838487.1
OG0001513	XP_012153812.1	XP_008195017.1
OG0001514	XP_003700242.1, XP_012153732.1, XP_012153734.1, XP_012153733.1	XP_968217.2
OG0001515	XP_012140232.1	XP_967539.1
OG0001516	XP_012143741.1, XP_012143740.1, XP_012143739.1	XP_015836356.1
OG0001517	XP_003700693.1	XP_970104.3
OG0001518	XP_012136815.1, XP_003701655.1	XP_967543.1
OG0001519	XP_003700588.2	XP_967329.1, XP_001811319.1, XP_015837971.1, XP_015838004.1, XP_008196924.1, XP_967414.1
OG0001521	XP_003700357.1	XP_008196004.1
OG0001521	XP_003705269.1, XP_012145107.1, XP_012145106.1	XP_015837067.1
OG0001522	XP_003699840.1	XP_008198803.1
OG0001523	XP_012145413.1, XP_012145408.1, XP_012145412.1, XP_012145411.1, XP_012145407.1, XP_012145409.1, XP_003705344.1	XP_008198896.1, XP_008198895.1
OG0001524	XP_003707715.1	XP_008200329.1
OG0001525	XP_003706007.1	XP_969909.1
OG0001526	XP_012150716.1, XP_012150720.1	XP_008190710.1
OG0001527	XP_012150166.1, XP_003699997.2	XP_975382.1
OG0001529	XP_012152267.1	XP_008197492.1
OG0001530	XP_012151687.1, XP_012151688.1	XP_972321.1
OG0001531	XP_003705210.1	XP_974940.1
OG0001532	XP_012141138.1, XP_012141142.1	XP_008201526.1, XP_966735.2
OG0001533	XP_012143278.1, XP_003704557.1	XP_015839661.1
OG0001534	XP_012151396.1	XP_969604.2
OG0001535	XP_003702338.1	XP_969480.1, XP_971061.2
OG0001536	XP_012153011.1	XP_015833087.1
OG0001537	XP_012134593.1, XP_003700663.1	XP_972795.1
OG0001538	XP_003705599.1	NP_001076809.1, XP_008195552.1
OG0001539	XP_003704195.1	XP_015839205.1, XP_008198054.1, NP_001164115.1, XP_001813274.1, XP_015836535.1
OG0001540	XP_012151512.1	XP_973817.2, XP_008200667.1
OG0001541	XP_003702036.1	XP_968546.2
OG0001542	XP_003699473.1	XP_008192060.1
OG0001543	XP_012152090.1	XP_008199669.1
OG0001545	XP_012147299.1	XP_975212.1
OG0001546	XP_003705190.1	XP_015836962.1, XP_015836964.1, XP_015836965.1, XP_015836963.1
OG0001547	XP_012144391.1	XP_008196118.1
OG0001549	XP_012140344.1, XP_012140345.1	XP_967893.2
OG0001551	XP_003703120.2	XP_015832989.1
OG0001552	XP_012137496.1, XP_012137493.1	XP_008190770.1, XP_008190772.1
OG0001553	XP_003700859.1	XP_008200044.1
OG0001554	XP_012142523.1, XP_012142516.1	XP_008193024.1
OG0001555	XP_003700399.1	XP_015835901.1
OG0001556	XP_012142836.1	XP_970686.2
OG0001557	XP_012134493.1, XP_012134501.1	XP_008190378.1
OG0001559	XP_003701996.1	XP_015836282.1
OG0001560	XP_012152574.1	XP_015837120.1, XP_015837119.1, XP_015837117.1
OG0001561	XP_012153363.1	XP_008201574.1
OG0001562	XP_012146167.1	XP_015833433.1, XP_008192389.1
OG0001563	XP_012142206.1, XP_012142232.1	XP_008192558.1, XP_008192559.1
OG0001565	XP_012143226.1	XP_975257.1
OG0001567	XP_003705693.1	XP_974106.1
OG0001568	XP_012150304.1	XP_974421.1, XP_008195811.1
OG0001569	XP_012139688.1, XP_003702800.1	XP_970921.1
OG0001570	XP_003706331.1, XP_012147701.1, XP_012147700.1, XP_012147702.1	XP_974899.2
OG0001571	XP_003704407.1	XP_973610.2
OG0001572	XP_003701369.1	XP_971371.1
OG0001573	XP_012141615.1	XP_015833275.1
OG0001574	XP_012142706.1, XP_012142709.1	XP_008199698.1
OG0001575	XP_012144229.1	XP_008197647.1
OG0001576	XP_012151098.1	XP_008193716.1
OG0001577	XP_003703471.2	XP_967646.1
OG0001579	XP_012148874.1, XP_012148872.1	XP_015836149.1
OG0001580	XP_012135639.1	XP_008201637.1, XP_967750.1
OG0001581	XP_003706977.1	XP_968816.1
OG0001582	XP_012147352.1, XP_012147353.1, XP_012147350.1, XP_012147351.1	XP_015840194.1
OG0001583	XP_012141906.1, XP_012141890.1, XP_012141882.1, XP_012141915.1, XP_012141899.1	XP_008194225.1, XP_015835660.1
OG0001584	XP_012151643.1, XP_003707893.1	XP_008195851.1
OG0001586	XP_012136684.1, XP_012136683.1, XP_003701498.1, XP_012136685.1, XP_012136681.1, XP_012136682.1	XP_967561.1, XP_972037.1
OG0001587	XP_012137740.1, XP_003702052.1	XP_968197.1
OG0001588	XP_012134520.1, XP_012134519.1	XP_015834889.1
OG0001589	XP_012150319.1, XP_003707355.1	XP_008197702.1, XP_008192720.1, XP_015836948.1
OG0001590	XP_012148053.1	XP_966455.1
OG0001592	XP_012141805.1	XP_970967.2
OG0001593	XP_012146918.1	XP_015836546.1
OG0001594	XP_003703415.1	XP_971722.1
OG0001595	XP_012146189.1, XP_003705662.1	XP_971845.3
OG0001596	XP_003707140.1, XP_012149518.1	XP_008190483.1
OG0001597	XP_012135100.1	XP_967895.1
OG0001597	XP_003700940.2, XP_012135101.1	XP_967819.1
OG0001598	XP_012139907.1, XP_012139904.1, XP_012139909.1, XP_012139901.1, XP_012139919.1, XP_012139918.1	XP_970210.1, XP_971398.1
OG0001601	XP_012151797.1, XP_012151798.1	XP_008199668.1, XP_008199653.1
OG0001602	XP_012139084.1	XP_015838387.1, XP_015838385.1
OG0001603	XP_003706605.2, XP_003706606.1	XP_015834051.1, XP_968352.3
OG0001604	XP_012151094.1	XP_008200661.1, XP_967231.3
OG0001605	XP_012152109.1, XP_012152105.1, XP_012148624.1	XP_008201547.1, XP_015840720.1
OG0001606	XP_012145577.1	XP_973145.3, XP_015834931.1, XP_008192087.1, XP_008192090.1, XP_008192091.1, XP_008192086.1, XP_015834933.1
OG0001607	XP_003708443.1	XP_976004.1, XP_008198242.1
OG0001608	XP_003707683.1	XP_972286.1
OG0001609	XP_012143796.1, XP_003706373.1, XP_012147953.1	XP_008199066.2
OG0001612	XP_012141726.1, XP_012141725.1	XP_008200626.1, XP_008200627.1
OG0001614	XP_012144865.1, XP_012144859.1	XP_008194443.1, NP_001139415.1
OG0001615	XP_003706347.1	XP_967910.1
OG0001616	XP_012148066.1	XP_967918.1, XP_015837909.1
OG0001617	XP_003706311.1	XP_973076.1
OG0001619	XP_003701825.1	XP_968073.1
OG0001620	XP_012135834.1, XP_003701138.1	XP_967558.1
OG0001621	XP_003699542.1	XP_008194243.1
OG0001622	XP_003704565.2	XP_008194474.1, XP_001811901.2
OG0001623	XP_012139931.1, XP_012139932.1, XP_012139934.1, XP_012139935.1, XP_003703031.1, XP_012139930.1	XP_974776.1, XP_974759.1
OG0001624	XP_003707163.1	NP_001153783.1
OG0001625	XP_003701122.1	XP_973818.1
OG0001626	XP_003707071.1, XP_012149296.1	XP_967659.3
OG0001627	XP_012142226.1	XP_008198503.1
OG0001628	XP_003706182.1	XP_015840508.1
OG0001629	XP_012134914.1	XP_968147.1, XP_008195384.1
OG0001630	XP_012149399.1	XP_967133.1, XP_008193096.2
OG0001631	XP_003699352.1	XP_008198296.1, XP_008198297.1
OG0001632	XP_012152615.1	XP_008198970.1
OG0001633	XP_003704191.2	XP_008195201.1
OG0001634	XP_012154281.1, XP_012154282.1, XP_003700508.1	XP_008190427.1
OG0001635	XP_003700442.1	XP_972058.1
OG0001636	XP_012135111.1	XP_001808212.1
OG0001637	XP_012137021.1, XP_012137022.1, XP_003701735.1	XP_968378.1
OG0001638	XP_003707829.1	XP_974870.1
OG0001639	XP_012139503.1, XP_012139505.1, XP_012139506.1, XP_012139500.1, XP_012139499.1, XP_012139501.1, XP_012139502.1	XP_008190658.1, XP_969463.1
OG0001640	XP_003702429.1	XP_968671.1, XP_968743.1
OG0001641	XP_012150147.1	NP_001161257.1
OG0001642	XP_003700849.1	XP_975475.2
OG0001643	XP_012139802.1	XP_015838711.1, XP_008197729.1, XP_015838712.1
OG0001645	XP_003707512.1	XP_968472.1
OG0001646	XP_012137346.1	XP_015836692.1
OG0001647	XP_012139375.1	XP_008196907.1
OG0001648	XP_003703869.1	XP_970811.3
OG0001649	XP_012150556.1	XP_968588.1
OG0001650	XP_003704519.2	XP_008196718.1
OG0001651	XP_012148202.1, XP_012148180.1, XP_012148196.1	XP_008201666.1
OG0001652	XP_012141240.1	XP_008201098.1
OG0001653	XP_012147584.1	XP_969495.1
OG0001655	XP_003703150.1	XP_968200.2
OG0001656	XP_003699406.1	XP_966649.1
OG0001657	XP_003706618.1	XP_972931.1
OG0001658	XP_012137784.1	XP_008194959.1
OG0001659	XP_012146888.1, XP_012146887.1	XP_008200384.1
OG0001660	XP_012140533.1	XP_975550.1
OG0001661	XP_003699710.1, XP_012143942.1	XP_008198980.1
OG0001662	XP_012153291.1, XP_012153289.1	XP_015838476.1
OG0001663	XP_003699500.1	XP_008195710.1
OG0001664	XP_012149935.1, XP_012149923.1	NP_001135406.1, XP_015836766.1
OG0001665	XP_012148252.1	XP_008200528.1
OG0001666	XP_012147919.1, XP_003706369.1	XP_966660.1
OG0001667	XP_003702647.1	XP_970532.1
OG0001668	XP_012146313.1, XP_003705703.1, XP_012146311.1	XP_015837252.1
OG0001669	XP_012143194.1	XP_969894.1, XP_008190493.1, XP_008190492.1
OG0001670	XP_012148029.1, XP_012148028.1, XP_012148027.1, XP_003706491.1	XP_015840620.1
OG0001671	XP_012148803.1	XP_008191116.1
OG0001672	XP_012134919.1	XP_972180.1
OG0001673	XP_003707973.1	XP_015836576.1
OG0001674	XP_012151708.1	XP_008200693.1
OG0001675	XP_003708343.2	XP_973975.1
OG0001676	XP_012140189.1, XP_012140188.1, XP_012140190.1	XP_008193502.1
OG0001677	XP_012140510.1, XP_003703246.1, XP_012140509.1	XP_970641.1
OG0001678	XP_003708069.1	XP_974956.1, XP_015833321.1
OG0001679	XP_003700555.1	XP_975143.1
OG0001680	XP_012144403.1	XP_015838153.1
OG0001681	XP_003704239.1	XP_971049.1
OG0001682	XP_012152352.1	XP_015839568.1, XP_008199877.1
