Orthogroup	Megachile_rotundata	Vespa_mandarinia
OG0001035	XP_003703548.1, XP_012141492.1	XP_035720110.1, XP_035720109.1
OG0001036	XP_012137742.1	XP_035722778.1
OG0001036	XP_012138164.1	XP_035726486.1
OG0001037	XP_012141539.1, XP_003703553.1	XP_035725203.1
OG0001038	XP_012149996.1	XP_035739216.1, XP_035739213.1, XP_035739214.1, XP_035739212.1, XP_035739215.1
OG0001039	XP_003704469.1, XP_012143252.1, XP_012143251.1, XP_012143253.1	XP_035723095.1, XP_035723097.1, XP_035723098.1, XP_035723096.1
OG0001040	XP_012151831.1	XP_035721906.1
OG0001041	XP_003703257.1, XP_012140624.1	XP_035742799.1
OG0001042	XP_003702248.1	XP_035722312.1
OG0001043	XP_012137974.1, XP_012137973.1	XP_035738054.1
OG0001044	XP_012145419.1	XP_035728322.1
OG0001045	XP_012141449.1	XP_035743312.1
OG0001046	XP_012136085.1	XP_035741327.1
OG0001048	XP_012143051.1	XP_035720068.1
OG0001049	XP_012150682.1, XP_012150685.1	XP_035740799.1, XP_035740795.1
OG0001050	XP_012139027.1	XP_035737216.1, XP_035737211.1
OG0001051	XP_012149168.1, XP_012149224.1, XP_003699242.1, XP_012149360.1	XP_035743228.1
OG0001052	XP_012154004.1, XP_012154008.1	XP_035731117.1
OG0001054	XP_012154176.1	XP_035722717.1
OG0001055	XP_012142874.1	XP_035744174.1
OG0001056	XP_003704471.1	XP_035735856.1, XP_035735855.1
OG0001057	XP_012150279.1, XP_012150280.1	XP_035724945.1, XP_035724943.1, XP_035724946.1, XP_035724947.1
OG0001058	XP_012144415.1	XP_035728810.1
OG0001059	XP_003701850.1	XP_035720585.1
OG0001059	XP_012150237.1	XP_035728404.1
OG0001060	XP_012147435.1	XP_035721321.1
OG0001061	XP_012138000.1, XP_012138045.1, XP_003699198.1	XP_035742981.1
OG0001062	XP_003704092.1	XP_035731429.1
OG0001063	XP_012147018.1	XP_035740703.1
OG0001063	XP_012140859.1	XP_035733014.1
OG0001064	XP_012142407.1, XP_012142405.1	XP_035726905.1, XP_035726902.1
OG0001065	XP_012149279.1, XP_003707068.2	XP_035734976.1, XP_035735146.1
OG0001066	XP_012154526.1, XP_012154525.1, XP_012154524.1, XP_003700576.1	XP_035732534.1
OG0001067	XP_003707733.2, XP_012151227.1, XP_012151224.1	XP_035728422.1, XP_035728416.1, XP_035728417.1
OG0001068	XP_012146153.1, XP_012146145.1	XP_035740926.1, XP_035740930.1
OG0001070	XP_003707963.2, XP_003707964.1	XP_035718298.1
OG0001071	XP_012150330.1	XP_035729209.1, XP_035729210.1, XP_035729208.1, XP_035729211.1
OG0001072	XP_012142877.1	XP_035719453.1, XP_035719456.1, XP_035719454.1
OG0001073	XP_003700141.1	XP_035740245.1
OG0001073	XP_012151379.1	XP_035740249.1
OG0001074	XP_003708179.1	XP_035737700.1, XP_035737701.1, XP_035737699.1
OG0001074	XP_012152362.1	XP_035737702.1
OG0001075	XP_012138621.1, XP_012138620.1, XP_012138625.1, XP_012138624.1, XP_012138622.1	XP_035726975.1
OG0001076	XP_012137657.1, XP_012137656.1, XP_012137654.1, XP_012137653.1, XP_012137652.1, XP_012137651.1, XP_012137655.1	XP_035732620.1, XP_035732621.1
OG0001077	XP_012134804.1	XP_035742941.1
OG0001078	XP_003706792.1	XP_035722866.1
OG0001079	XP_003700353.2	XP_035730856.1
OG0001081	XP_012145792.1	XP_035723041.1
OG0001082	XP_012151415.1	XP_035718490.1
OG0001084	XP_003702849.1	XP_035717556.1
OG0001085	XP_003700405.2, XP_012154064.1	XP_035741383.1
OG0001086	XP_003706174.1	XP_035725344.1
OG0001087	XP_012139723.1, XP_012139724.1	XP_035735831.1, XP_035735832.1, XP_035735830.1
OG0001090	XP_012147385.1, XP_003706183.1	XP_035731633.1
OG0001091	XP_012146112.1	XP_035737105.1
OG0001092	XP_003700030.1	XP_035728916.1, XP_035728917.1
OG0001093	XP_003706880.1	XP_035737569.1
OG0001094	XP_003706678.1	XP_035721561.1
OG0001095	XP_012136589.1, XP_012136590.1, XP_003701462.1	XP_035733586.1
OG0001096	XP_003700497.1, XP_012154247.1, XP_012154246.1	XP_035719539.1, XP_035719538.1
OG0001097	XP_003706929.1, XP_012149371.1, XP_012149372.1	XP_035731592.1
OG0001098	XP_012144364.1	XP_035718998.1
OG0001099	XP_012139004.1	XP_035735209.1
OG0001100	XP_003706328.1	XP_035729877.1
OG0001100	XP_003701747.1	XP_035723774.1
OG0001101	XP_003699363.2	XP_035727559.1
OG0001102	XP_003699435.1	XP_035744259.1, XP_035744260.1
OG0001103	XP_012135822.1, XP_003701133.1	XP_035718889.1, XP_035718879.1, XP_035718859.1, XP_035718870.1, XP_035718851.1
OG0001104	XP_012139104.1, XP_012139103.1, XP_012139105.1	XP_035740852.1
OG0001105	XP_003701454.1	XP_035717778.1
OG0001106	XP_003706346.1, XP_012147775.1, XP_012147774.1	XP_035737972.1, XP_035737963.1
OG0001107	XP_003701151.1, XP_012135901.1, XP_012135902.1	XP_035734651.1
OG0001108	XP_012135922.1	XP_035740396.1
OG0001109	XP_012138817.1	XP_035743539.1, XP_035743540.1, XP_035743542.1, XP_035743543.1
OG0001110	XP_012146445.1, XP_012146443.1, XP_003705729.1	XP_035730071.1
OG0001111	XP_003706394.1	XP_035729758.1
OG0001112	XP_003704075.1	XP_035730698.1, XP_035730700.1
OG0001113	XP_012137395.1, XP_003701894.1, XP_012137394.1	XP_035737179.1
OG0001114	XP_012143661.1, XP_003699751.1	XP_035721968.1
OG0001115	XP_012150492.1, XP_012150491.1, XP_012150490.1, XP_012150487.1, XP_012150489.1, XP_012150488.1, XP_012150494.1, XP_012150495.1, XP_012150496.1, XP_003707513.1	XP_035717424.1, XP_035717425.1, XP_035717423.1, XP_035717422.1, XP_035717421.1
OG0001116	XP_003706247.1	XP_035724249.1, XP_035724250.1
OG0001117	XP_012144347.1	XP_035719019.1
OG0001118	XP_003701943.2	XP_035726408.1, XP_035726409.1
OG0001119	XP_003702461.1	XP_035717623.1, XP_035717612.1
OG0001120	XP_012153711.1	XP_035717233.1
OG0001120	XP_012153707.1	XP_035741137.1
OG0001121	XP_012141625.1, XP_012141627.1, XP_012141621.1, XP_012141620.1, XP_012141619.1, XP_012141623.1, XP_012141622.1, XP_012141624.1	XP_035730111.1
OG0001122	XP_003701851.1	XP_035725779.1
OG0001123	XP_012146962.1	XP_035736049.1
OG0001124	XP_003701067.1	XP_035718191.1
OG0001125	XP_012143831.1	XP_035719604.1, XP_035719593.1, XP_035719583.1
OG0001126	XP_003707487.1	XP_035724958.1
OG0001128	XP_012138049.1	XP_035738056.1
OG0001129	XP_012137049.1, XP_012137046.1	XP_035724905.1, XP_035724906.1, XP_035724908.1
OG0001132	XP_003708394.2	XP_035728741.1, XP_035728742.1, XP_035728743.1
OG0001133	XP_012141536.1, XP_012141532.1, XP_012141533.1, XP_012141534.1, XP_012141535.1	XP_035725198.1, XP_035725197.1
OG0001134	XP_012142803.1, XP_012142805.1	XP_035732142.1, XP_035732141.1, XP_035732137.1
OG0001135	XP_012141843.1	XP_035738680.1
OG0001136	XP_012137581.1, XP_003701965.1	XP_035738165.1, XP_035738175.1, XP_035738139.1, XP_035738129.1, XP_035738184.1, XP_035738146.1, XP_035738153.1, XP_035738200.1, XP_035738190.1
OG0001138	XP_003699964.1, XP_012148664.1	XP_035718404.1, XP_035718403.1, XP_035718405.1
OG0001140	XP_012134975.1	XP_035723718.1, XP_035723719.1, XP_035723150.1
OG0001141	XP_003699214.1, XP_012140363.1	XP_035721589.1
OG0001142	XP_012154144.1	XP_035739334.1, XP_035739333.1, XP_035739332.1
OG0001143	XP_003699188.2	XP_035722580.1, XP_035722579.1
OG0001144	XP_012143909.1	XP_035728244.1
OG0001145	XP_003707584.1	XP_035732592.1, XP_035732591.1, XP_035732594.1
OG0001146	XP_012154049.1, XP_003700377.2	XP_035719086.1
OG0001148	XP_003700592.1	XP_035732530.1, XP_035732531.1, XP_035732529.1
OG0001149	XP_012134917.1, XP_012134910.1	XP_035742583.1, XP_035742582.1, XP_035742581.1, XP_035742580.1
OG0001150	XP_012139922.1	XP_035720889.1, XP_035720888.1, XP_035720887.1
OG0001151	XP_003707769.1	XP_035739335.1
OG0001152	XP_012148994.1, XP_003706990.2, XP_012148993.1	XP_035738354.1
OG0001153	XP_012148577.1	XP_035729654.1
OG0001153	XP_012148580.1	XP_035729655.1
OG0001154	XP_012153385.1, XP_012153384.1, XP_003708546.1	XP_035743121.1, XP_035743113.1
OG0001155	XP_003701945.1, XP_012137511.1	XP_035726229.1
OG0001156	XP_012149143.1	XP_035718475.1
OG0001157	XP_003706419.1	XP_035717435.1
OG0001158	XP_003703152.1, XP_012140207.1, XP_012140208.1	XP_035743272.1, XP_035743271.1, XP_035743270.1, XP_035743269.1
OG0001159	XP_003699306.1	XP_035723877.1
OG0001160	XP_003704991.2	XP_035743629.1, XP_035743630.1, XP_035743627.1, XP_035743628.1
OG0001161	XP_012149589.1	XP_035722667.1
OG0001162	XP_012137355.1, XP_003701879.1	XP_035730787.1
OG0001163	XP_012135319.1, XP_012135318.1	XP_035717486.1, XP_035717485.1, XP_035717484.1
OG0001164	XP_003702522.1	XP_035737579.1, XP_035737578.1
OG0001165	XP_012148730.1	XP_035717866.1
OG0001166	XP_012138908.1, XP_012138909.1	XP_035735494.1
OG0001167	XP_012137041.1	XP_035734228.1, XP_035734229.1, XP_035734230.1, XP_035734227.1
OG0001168	XP_003704983.1	XP_035742154.1, XP_035742153.1, XP_035742152.1, XP_035742151.1
OG0001169	XP_003702988.1	XP_035720934.1
OG0001170	XP_012145174.1, XP_012145173.1	XP_035729413.1
OG0001171	XP_012148237.1, XP_012148231.1	XP_035729576.1
OG0001171	XP_012148230.1	XP_035729572.1
OG0001172	XP_012150144.1, XP_012150146.1	XP_035719625.1, XP_035719632.1
OG0001173	XP_003706675.1	XP_035736818.1
OG0001174	XP_012134641.1	XP_035723706.1
OG0001175	XP_003708528.1	XP_035721083.1
OG0001176	XP_003700974.2	XP_035720195.1, XP_035720196.1, XP_035720191.1
OG0001179	XP_012143284.1, XP_012143277.1, XP_003699782.1, XP_012143300.1	XP_035733749.1
OG0001180	XP_003705173.1, XP_012145030.1	XP_035733356.1, XP_035733411.1
OG0001181	XP_012140845.1, XP_003703409.1	XP_035742099.1
OG0001182	XP_012135309.1, XP_012135308.1	XP_035734403.1, XP_035734404.1, XP_035734399.1, XP_035734400.1, XP_035734401.1, XP_035734402.1
OG0001183	XP_012147427.1	XP_035734638.1, XP_035734647.1
OG0001184	XP_012144178.1	XP_035723559.1
OG0001185	XP_012134692.1	XP_035735384.1
OG0001186	XP_003701161.1	XP_035740406.1, XP_035740405.1
OG0001187	XP_003701139.1	XP_035723203.1
OG0001188	XP_012139341.1	XP_035724460.1
OG0001189	XP_003702958.1	XP_035726769.1, XP_035726770.1
OG0001190	XP_012149844.1, XP_003707230.2	XP_035742460.1, XP_035742461.1, XP_035742464.1, XP_035742463.1
OG0001193	XP_003708447.1	XP_035742520.1
OG0001195	XP_003705691.1	XP_035742307.1
OG0001197	XP_012147923.1	XP_035729063.1
OG0001197	XP_003706414.1	XP_035729061.1
OG0001198	XP_012146495.1, XP_012146496.1, XP_012146497.1, XP_003705773.1	XP_035727541.1
OG0001199	XP_012153061.1, XP_012153060.1, XP_003708523.1	XP_035730038.1
OG0001201	XP_012152866.1, XP_012152852.1, XP_012152845.1, XP_012152837.1, XP_012152859.1, XP_012152833.1	XP_035720695.1
OG0001202	XP_003702439.1, XP_012138666.1	XP_035737501.1, XP_035737654.1
OG0001204	XP_012149378.1, XP_012149382.1	XP_035736751.1
OG0001205	XP_012150847.1	XP_035728105.1
OG0001206	XP_012138565.1	XP_035721058.1, XP_035721056.1
OG0001207	XP_003701320.2, XP_012136118.1, XP_012136117.1	XP_035726296.1, XP_035726297.1, XP_035726293.1, XP_035726292.1, XP_035726291.1, XP_035726294.1, XP_035726295.1
OG0001208	XP_012139205.1	XP_035717137.1, XP_035717138.1, XP_035717139.1, XP_035717134.1, XP_035717135.1, XP_035717136.1
OG0001209	XP_003703377.1	XP_035717107.1, XP_035743441.1, XP_035718003.1, XP_035718868.1
OG0001210	XP_012141562.1, XP_012145391.1, XP_012141588.1, XP_012141589.1	XP_035740654.1
OG0001211	XP_012143732.1	XP_035729324.1
OG0001212	XP_003705061.1	XP_035720173.1, XP_035720172.1, XP_035720171.1, XP_035720177.1, XP_035720176.1, XP_035720175.1
OG0001213	XP_012152964.1	XP_035737646.1
OG0001214	XP_003708127.2, XP_012152099.1	XP_035734780.1
OG0001215	XP_012139788.1, XP_003702833.1, XP_012139787.1	XP_035724049.1, XP_035724048.1
OG0001216	XP_012140227.1, XP_012140229.1, XP_012140230.1, XP_012140228.1, XP_003703119.1	XP_035738838.1, XP_035738833.1
OG0001217	XP_012154260.1, XP_012154261.1, XP_012154262.1, XP_003700430.1	XP_035721739.1
OG0001218	XP_003703319.1, XP_012140843.1	XP_035726474.1, XP_035726511.1
OG0001219	XP_003705366.1	XP_035731471.1, XP_035731469.1
OG0001220	XP_003705398.1	XP_035729813.1
OG0001221	XP_003707478.1	XP_035719054.1, XP_035719063.1, XP_035719072.1
OG0001222	XP_003701434.1, XP_012136252.1, XP_012136253.1	XP_035729641.1
OG0001223	XP_003705779.1	XP_035719573.1
OG0001224	XP_012142432.1, XP_012142431.1	XP_035731261.1, XP_035731263.1
OG0001225	XP_012144875.1, XP_012144877.1, XP_003705100.1	XP_035723474.1
OG0001228	XP_003708578.1, XP_012153511.1	XP_035739581.1
OG0001229	XP_012153775.1, XP_003700247.1	XP_035729505.1, XP_035742768.1, XP_035739248.1
OG0001230	XP_012150027.1	XP_035719854.1
OG0001231	XP_012143018.1	XP_035727566.1
OG0001232	XP_012137926.1, XP_012137925.1, XP_012137924.1	XP_035719153.1, XP_035719155.1, XP_035719154.1, XP_035719156.1
OG0001233	XP_003706513.1	XP_035728274.1
OG0001234	XP_012143086.1, XP_012143087.1	XP_035724023.1, XP_035724016.1, XP_035724007.1, XP_035724035.1, XP_035724032.1
OG0001236	XP_003705225.1, XP_012145120.1	XP_035724404.1
OG0001237	XP_012154403.1	XP_035722087.1, XP_035722090.1, XP_035722088.1, XP_035722089.1, XP_035722084.1, XP_035722086.1
OG0001238	XP_012144760.1	XP_035728512.1, XP_035728521.1
OG0001239	XP_003700256.1	XP_035740535.1, XP_035740534.1, XP_035740533.1
OG0001240	XP_003699955.1, XP_012148056.1	XP_035725027.1
OG0001241	XP_003702459.1, XP_012138700.1	XP_035723547.1
OG0001242	XP_012148292.1	XP_035726177.1, XP_035726176.1, XP_035726178.1
OG0001243	XP_012148753.1, XP_012148788.1	XP_035718370.1, XP_035718371.1, XP_035718372.1
OG0001244	XP_012154517.1, XP_003700573.1	XP_035738850.1
OG0001245	XP_003703064.1	XP_035737673.1, XP_035737672.1, XP_035737671.1, XP_035737674.1, XP_035737675.1
OG0001246	XP_003700646.1	XP_035737565.1, XP_035737563.1, XP_035737561.1, XP_035737564.1, XP_035737562.1
OG0001247	XP_003699702.1, XP_012142848.1, XP_012142853.1, XP_012142840.1	XP_035725765.1
OG0001248	XP_003701958.1, XP_012137519.1, XP_012137518.1, XP_012137520.1	XP_035735325.1
OG0001249	XP_012146140.1, XP_003705651.2	XP_035735407.1, XP_035735406.1, XP_035735405.1
OG0001250	XP_003705072.1, XP_012144751.1	XP_035743373.1, XP_035743374.1, XP_035743370.1, XP_035743372.1
OG0001252	XP_012141110.1	XP_035728678.1
OG0001253	XP_012138735.1	XP_035735474.1
OG0001254	XP_012145987.1, XP_012145986.1, XP_012145975.1, XP_012145981.1, XP_012145970.1, XP_012145952.1, XP_012145961.1, XP_012145947.1, XP_012145943.1	XP_035739927.1
OG0001255	XP_012145344.1, XP_003705301.2, XP_012145345.1	XP_035722007.1
OG0001256	XP_003703255.1	XP_035742831.1
OG0001258	XP_003708412.1	XP_035725337.1
OG0001258	XP_012152807.1	XP_035725333.1
OG0001259	XP_012149787.1	XP_035724075.1
OG0001259	XP_012149790.1	XP_035724070.1
OG0001260	XP_012153472.1	XP_035727987.1
OG0001260	XP_012153474.1	XP_035727983.1
OG0001262	XP_003701842.1	XP_035724983.1, XP_035724982.1
OG0001263	XP_003704866.2	XP_035731867.1, XP_035731862.1, XP_035731863.1, XP_035731864.1, XP_035731866.1
OG0001264	XP_012150462.1	XP_035729267.1, XP_035729266.1, XP_035729268.1
OG0001265	XP_003704516.1, XP_012143521.1, XP_003704528.2	XP_035743256.1
OG0001267	XP_012135819.1	XP_035718937.1
OG0001268	XP_003701962.1	XP_035725305.1, XP_035725304.1
OG0001269	XP_012153023.1, XP_012153018.1	XP_035730718.1, XP_035730720.1
OG0001270	XP_012148971.1	XP_035732803.1, XP_035732802.1, XP_035732801.1, XP_035732800.1
OG0001271	XP_003707153.1	XP_035732504.1
OG0001272	XP_003703618.2	XP_035724189.1
OG0001273	XP_012150030.1, XP_012150032.1	XP_035719773.1, XP_035719772.1, XP_035719770.1
OG0001274	XP_003705228.1	XP_035720662.1, XP_035720661.1
OG0001275	XP_012140828.1, XP_012140819.1	XP_035735154.1, XP_035735153.1
OG0001277	XP_003708158.1	XP_035739371.1, XP_035739372.1, XP_035739369.1, XP_035739370.1, XP_035739367.1, XP_035739368.1, XP_035739365.1, XP_035739366.1, XP_035739364.1, XP_035739373.1
OG0001278	XP_012140940.1, XP_012140947.1, XP_012140952.1	XP_035718527.1, XP_035718526.1, XP_035718525.1, XP_035718528.1
OG0001280	XP_003704269.1	XP_035744237.1, XP_035744236.1, XP_035744235.1
OG0001281	XP_012151124.1, XP_012151118.1	XP_035737905.1
OG0001282	XP_003707094.2	XP_035720417.1, XP_035720418.1, XP_035720420.1, XP_035720419.1, XP_035720421.1
OG0001283	XP_012140046.1, XP_003703137.1	XP_035739286.1, XP_035739285.1, XP_035739284.1
OG0001284	XP_012151952.1, XP_012151947.1	XP_035734609.1, XP_035734611.1
OG0001286	XP_003706114.1	XP_035743126.1
OG0001287	XP_012144664.1, XP_012144668.1, XP_012144673.1	XP_035729932.1, XP_035729930.1, XP_035729935.1, XP_035729939.1
OG0001288	XP_003707114.2	XP_035744139.1
OG0001289	XP_003703531.1	XP_035718903.1, XP_035718904.1, XP_035718901.1, XP_035718899.1, XP_035718900.1, XP_035718898.1
OG0001290	XP_012142298.1	XP_035732080.1
OG0001291	XP_003708244.1	XP_035739775.1, XP_035739774.1, XP_035739777.1, XP_035739776.1, XP_035739773.1, XP_035739781.1, XP_035739779.1, XP_035739778.1
OG0001292	XP_012144890.1, XP_012144883.1, XP_012144876.1, XP_003699801.1	XP_035740631.1, XP_035740630.1, XP_035740629.1, XP_035740628.1
OG0001293	XP_003699502.1, XP_012138557.1, XP_012138564.1, XP_012138546.1, XP_012138539.1	XP_035719793.1
OG0001294	XP_012153537.1	XP_035736216.1
OG0001295	XP_012150602.1, XP_012150567.1	XP_035732764.1
OG0001298	XP_012150671.1, XP_003707650.1	XP_035732584.1, XP_035732585.1, XP_035732582.1, XP_035732583.1
OG0001299	XP_012146187.1, XP_003705664.1	XP_035727772.1
OG0001300	XP_003707701.1	XP_035719088.1, XP_035719087.1
OG0001301	XP_003704534.2	XP_035721452.1, XP_035721453.1, XP_035721454.1, XP_035721456.1, XP_035721455.1, XP_035721457.1
OG0001303	XP_012145689.1	XP_035737788.1, XP_035737782.1
OG0001304	XP_012146843.1, XP_012146842.1	XP_035731088.1, XP_035731087.1
OG0001306	XP_012142827.1, XP_003699708.1	XP_035725748.1
OG0001307	XP_012151861.1	XP_035739052.1, XP_035739051.1, XP_035739043.1
OG0001308	XP_003704961.1	XP_035719094.1, XP_035719093.1, XP_035719092.1, XP_035719091.1, XP_035719096.1
OG0001310	XP_003700371.1	XP_035743105.1
OG0001312	XP_003705529.1, XP_012145887.1	XP_035725122.1
OG0001313	XP_003707256.2	XP_035742168.1
OG0001314	XP_012145545.1	XP_035725375.1
OG0001315	XP_012152472.1, XP_012152470.1	XP_035728566.1
OG0001316	XP_003705040.1	XP_035743974.1
OG0001317	XP_003703930.1	XP_035735882.1
OG0001318	XP_003700055.1	XP_035742971.1
OG0001319	XP_012139972.1, XP_003703059.1, XP_012139971.1	XP_035723870.1
OG0001321	XP_012135653.1	XP_035722318.1, XP_035722316.1
OG0001322	XP_012145599.1, XP_003705413.1	XP_035724644.1
OG0001323	XP_012139328.1	XP_035742444.1
OG0001328	XP_012149366.1, XP_012149365.1, XP_003707083.1	XP_035731698.1, XP_035731696.1, XP_035731697.1, XP_035731700.1, XP_035731701.1, XP_035731699.1
OG0001329	XP_003702186.1	XP_035721000.1, XP_035720999.1
OG0001330	XP_012152771.1, XP_012152770.1, XP_012152765.1, XP_012152768.1, XP_012152769.1, XP_012152767.1	XP_035731423.1
OG0001331	XP_012144744.1, XP_003705065.1, XP_003707103.1	XP_035742340.1
OG0001332	XP_003700197.1, XP_012153263.1	XP_035741316.1
OG0001333	XP_003699589.1	XP_035728809.1, XP_035728808.1
OG0001334	XP_012149722.1, XP_003707185.1	XP_035744111.1
OG0001335	XP_003706802.1	XP_035728151.1, XP_035728152.1, XP_035728155.1
OG0001337	XP_012153688.1, XP_012153689.1, XP_012153687.1	XP_035729631.1
OG0001338	XP_003700562.1	XP_035736800.1
OG0001339	XP_003706127.1	XP_035717770.1, XP_035717329.1, XP_035717330.1, XP_035717331.1
OG0001340	XP_012153923.1	XP_035733304.1
OG0001342	XP_012136521.1	XP_035730554.1
OG0001343	XP_003702950.1	XP_035735794.1
OG0001343	XP_003708354.1	XP_035735796.1
OG0001344	XP_003707564.1	XP_035743053.1
OG0001345	XP_003707449.1, XP_012150270.1, XP_012150269.1	XP_035724254.1
OG0001346	XP_003701550.1	XP_035743533.1
OG0001347	XP_003704077.1, XP_012142354.1, XP_012142356.1, XP_012142355.1	XP_035721417.1
OG0001348	XP_003701179.2	XP_035739297.1, XP_035739295.1, XP_035739294.1, XP_035739292.1, XP_035739291.1, XP_035739293.1, XP_035739289.1, XP_035739296.1
OG0001349	XP_012136278.1, XP_003701437.1, XP_012136277.1	XP_035737275.1
OG0001350	XP_003704174.1, XP_012142610.1, XP_012142609.1, XP_012142608.1	XP_035728041.1
OG0001351	XP_003708582.1	XP_035736225.1
OG0001352	XP_012136113.1	XP_035726719.1
OG0001353	XP_003699999.1	XP_035733802.1, XP_035733803.1, XP_035733801.1
OG0001354	XP_003707265.1, XP_012150023.1	XP_035719802.1
OG0001355	XP_003703235.1	XP_035742236.1, XP_035742247.1
OG0001356	XP_012138606.1, XP_012138608.1, XP_003702421.1	XP_035719999.1, XP_035720001.1, XP_035720000.1, XP_035720002.1
OG0001357	XP_003706587.1	XP_035725865.1
OG0001358	XP_012136234.1, XP_012136230.1	XP_035729894.1, XP_035729906.1, XP_035729897.1, XP_035729889.1
OG0001359	XP_003700477.1	XP_035724375.1
OG0001360	XP_012140064.1	XP_035739277.1, XP_035739279.1, XP_035739278.1
OG0001361	XP_012144515.1, XP_012144516.1, XP_012144517.1, XP_003704923.2	XP_035731418.1
OG0001362	XP_003707306.2, XP_012150152.1	XP_035719686.1
OG0001363	XP_003706028.1	XP_035734648.1
OG0001364	XP_003708442.2, XP_012152946.1	XP_035732915.1, XP_035732913.1, XP_035732914.1
OG0001365	XP_003699312.1	XP_035743429.1
OG0001366	XP_012137411.1, XP_012137413.1, XP_012137412.1	XP_035728562.1
OG0001368	XP_003704855.1	XP_035717255.1
OG0001369	XP_003704794.1	XP_035733443.1
OG0001370	XP_003705573.2	XP_035721187.1
OG0001371	XP_003703366.2	XP_035738382.1
OG0001373	XP_003701005.1	XP_035723967.1, XP_035723978.1
OG0001375	XP_012143225.1	XP_035737885.1
OG0001375	XP_012143223.1	XP_035737859.1
OG0001376	XP_012143285.1, XP_003704560.2	XP_035740431.1, XP_035740426.1, XP_035740429.1, XP_035740430.1, XP_035740425.1, XP_035740427.1
