ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1429	"LOC114873291"	NA	chrOU015514.1	-	7443517	7443909	7443517	7443674	7443743	7443909
1430	"LOC114873291"	NA	chrOU015514.1	-	7445798	7446577	7445798	7445979	7446061	7446577
1431	"LOC114873291"	NA	chrOU015514.1	-	7445798	7446577	7445798	7445982	7446061	7446577
1432	"LOC114881342"	NA	chrOU015516.1	-	993410	993820	993410	993630	993708	993820
1433	"LOC114871775"	NA	chrOU015516.1	-	1781981	1782647	1781981	1782326	1782413	1782647
1434	"LOC114871810"	NA	chrOU015516.1	-	1810136	1810399	1810136	1810199	1810282	1810399
1435	"LOC114871784"	NA	chrOU015516.1	-	1815493	1816484	1815493	1816258	1816333	1816484
1436	"LOC114871780"	NA	chrOU015516.1	+	1832787	1840713	1832787	1832910	1833038	1840713
1437	"LOC114871780"	NA	chrOU015516.1	+	1832787	1840713	1832787	1832921	1833038	1840713
1438	"LOC114871780"	NA	chrOU015516.1	+	1832787	1840713	1832787	1833410	1833518	1840713
1439	"LOC114871802"	NA	chrOU015516.1	+	2213815	2214947	2213815	2214303	2214382	2214947
1440	"LOC114871806"	NA	chrOU015516.1	-	2256591	2258667	2256591	2257451	2258204	2258667
1441	"LOC114871763"	NA	chrOU015516.1	-	2291755	2292131	2291755	2291848	2291923	2292131
1442	"LOC114871772"	NA	chrOU015516.1	-	2472772	2474794	2472772	2474605	2474708	2474794
1443	"LOC114871772"	NA	chrOU015516.1	-	2474860	2475307	2474860	2475042	2475105	2475307
1444	"LOC114875032"	NA	chrOU015516.1	+	3597969	3599315	3597969	3598405	3598467	3599315
1445	"LOC114873465"	NA	chrOU015513.1	+	10193679	10194319	10193679	10193915	10193978	10194319
1446	"LOC114875047"	NA	chrOU015516.1	-	3649171	3649880	3649171	3649619	3649699	3649880
1447	"LOC114875058"	NA	chrOU015516.1	-	3702008	3704732	3702008	3702173	3702212	3704732
1448	"LOC114875058"	NA	chrOU015516.1	-	3726800	3738461	3726800	3730981	3731290	3738461
1449	"LOC114875058"	NA	chrOU015516.1	-	3726800	3738461	3726800	3731470	3731644	3738461
1450	"LOC114872078"	NA	chrOU015512.1	+	2434810	2435954	2434810	2434958	2435055	2435954
1451	"LOC114872078"	NA	chrOU015512.1	+	2434810	2435954	2434810	2435172	2435490	2435954
1452	"LOC114872078"	NA	chrOU015512.1	+	2436078	2436845	2436078	2436441	2436531	2436845
1453	"LOC114872078"	NA	chrOU015512.1	+	2436078	2436845	2436078	2436441	2436648	2436845
1454	"LOC114872078"	NA	chrOU015512.1	+	2436078	2436845	2436078	2436689	2436778	2436845
1455	"LOC114875891"	NA	chrOU015516.1	+	4413847	4414083	4413847	4413960	4414044	4414083
1456	"LOC114871263"	NA	chrOU015513.1	-	7021820	7022188	7021820	7021906	7022068	7022188
1457	"LOC114870890"	NA	chrOU015504.1	-	13766427	13767468	13766427	13766581	13766667	13767468
1458	"LOC114873494"	NA	chrOU015509.1	-	1553081	1556610	1553081	1553225	1553287	1556610
1459	"LOC114872615"	NA	chrOU015516.1	+	5896275	5897045	5896275	5896852	5896958	5897045
1460	"LOC114875677"	NA	chrOU015518.1	+	7491107	7491420	7491107	7491174	7491279	7491420
1461	"LOC114872604"	NA	chrOU015516.1	-	6031549	6033915	6031549	6033436	6033507	6033915
1462	"LOC114879101"	NA	chrOU015516.1	-	8210649	8211421	8210649	8211221	8211292	8211421
1463	"LOC114879101"	NA	chrOU015516.1	-	8213814	8214706	8213814	8214040	8214126	8214706
1464	"LOC114879108"	NA	chrOU015516.1	+	8217650	8218345	8217650	8218039	8218210	8218345
1465	"LOC114879792"	NA	chrOU015516.1	+	8340559	8341027	8340559	8340867	8340927	8341027
1466	"LOC114879792"	NA	chrOU015516.1	+	8340559	8341027	8340559	8340879	8340927	8341027
1467	"LOC114879792"	NA	chrOU015516.1	+	8340559	8341027	8340559	8340867	8340951	8341027
1468	"LOC114879792"	NA	chrOU015516.1	+	8340559	8341027	8340559	8340879	8340951	8341027
1469	"LOC114879799"	NA	chrOU015516.1	+	8363667	8364157	8363667	8363908	8363974	8364157
1470	"LOC114879801"	NA	chrOU015516.1	-	8379447	8379650	8379447	8379564	8379647	8379650
1471	"LOC114879806"	NA	chrOU015516.1	+	8399765	8404168	8399765	8400548	8400913	8404168
1472	"LOC114879806"	NA	chrOU015516.1	+	8399765	8404168	8399765	8401097	8401165	8404168
1473	"LOC114879806"	NA	chrOU015516.1	+	8399765	8404168	8399765	8401955	8402062	8404168
1474	"LOC114879811"	NA	chrOU015516.1	-	8420532	8420847	8420532	8420543	8420634	8420847
1475	"LOC114878890"	NA	chrOU015509.1	+	5556554	5557186	5556554	5556679	5556766	5557186
1476	"LOC114878890"	NA	chrOU015509.1	+	5557377	5557995	5557377	5557619	5557710	5557995
1477	"LOC114873643"	NA	chrOU015516.1	+	8868651	8869229	8868651	8868867	8868948	8869229
1478	"LOC114873667"	NA	chrOU015516.1	-	8920659	8920935	8920659	8920734	8920794	8920935
1479	"LOC114873666"	NA	chrOU015516.1	+	8926448	8927062	8926448	8926813	8926819	8927062
1480	"LOC114873663"	NA	chrOU015516.1	+	8953322	8953775	8953322	8953454	8953537	8953775
1481	"LOC114873635"	NA	chrOU015516.1	+	9031288	9031678	9031288	9031423	9031486	9031678
1482	"LOC114873582"	NA	chrOU015516.1	-	9086870	9087250	9086870	9087127	9087200	9087250
1483	"LOC114873582"	NA	chrOU015516.1	-	9087200	9087727	9087200	9087250	9087346	9087727
1484	"LOC114873580"	NA	chrOU015516.1	+	9097162	9097581	9097162	9097300	9097391	9097581
1485	"LOC114873551"	NA	chrOU015516.1	+	9145424	9148124	9145424	9147927	9147982	9148124
1486	"LOC114873549"	NA	chrOU015516.1	-	9193110	9193923	9193110	9193268	9193566	9193923
1487	"LOC114873549"	NA	chrOU015516.1	-	9193110	9193923	9193110	9193268	9193721	9193923
1488	"LOC114873549"	NA	chrOU015516.1	-	9193110	9193923	9193110	9193629	9193721	9193923
1489	"LOC114873604"	NA	chrOU015516.1	-	9302012	9302320	9302012	9302182	9302260	9302320
1490	"LOC114880301"	NA	chrOU015516.1	-	9520880	9521159	9520880	9520952	9521062	9521159
1491	"LOC114880297"	NA	chrOU015516.1	+	9540835	9542752	9540835	9541270	9541726	9542752
1492	"LOC114880297"	NA	chrOU015516.1	+	9540835	9542752	9540835	9541468	9541726	9542752
1493	"LOC114879481"	NA	chrOU015516.1	+	9645476	9650072	9645476	9645843	9647169	9650072
1494	"LOC114880486"	NA	chrOU015517.1	-	26907	27161	26907	27064	27126	27161
1495	"LOC114880403"	NA	chrOU015505.1	+	12006787	12007523	12006787	12006924	12007140	12007523
1496	"LOC114880487"	NA	chrOU015517.1	+	37547	38161	37547	37797	37864	38161
1497	"LOC114878680"	NA	chrOU015517.1	+	463928	464650	463928	464016	464109	464650
1498	"LOC114878680"	NA	chrOU015517.1	+	465365	468815	465365	468629	468694	468815
1499	"LOC114878048"	NA	chrOU015508.1	+	7773361	7774058	7773361	7773559	7773614	7774058
1500	"LOC114879300"	NA	chrOU015517.1	-	1218205	1218570	1218205	1218342	1218409	1218570
1501	"LOC114872547"	NA	chrOU015517.1	+	1459026	1462445	1459026	1459041	1459125	1462445
1502	"LOC114872547"	NA	chrOU015517.1	+	1459026	1462445	1459026	1459275	1460668	1462445
1503	"LOC114872547"	NA	chrOU015517.1	+	1459026	1462445	1459026	1459275	1462046	1462445
1504	"LOC114872557"	NA	chrOU015517.1	+	1946553	1949218	1946553	1946706	1946855	1949218
1505	"LOC114872557"	NA	chrOU015517.1	+	1952287	1952994	1952287	1952495	1952797	1952994
1506	"LOC114872557"	NA	chrOU015517.1	+	1976938	1978250	1976938	1977148	1977874	1978250
1507	"LOC114872557"	NA	chrOU015517.1	+	1976938	1978250	1976938	1977172	1977874	1978250
1508	"LOC114878018"	NA	chrOU015515.1	-	7673813	7674750	7673813	7673905	7674468	7674750
1509	"LOC114878998"	NA	chrOU015517.1	+	2703469	2703887	2703469	2703640	2703736	2703887
1510	"LOC114878985"	NA	chrOU015517.1	+	2784721	2786047	2784721	2785226	2785346	2786047
1511	"LOC114877396"	NA	chrOU015512.1	-	346904	351877	346904	349103	349830	351877
1512	"LOC114877396"	NA	chrOU015512.1	-	363836	364403	363836	363954	364224	364403
1513	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3531792	3531898	3532579
1514	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3531977	3532107	3532579
1515	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3532010	3532107	3532579
1516	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3531735	3532195	3532579
1517	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3531792	3532195	3532579
1518	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3531966	3532195	3532579
1519	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3531977	3532195	3532579
1520	"LOC114878976"	NA	chrOU015517.1	-	3531417	3532579	3531417	3532010	3532195	3532579
1521	"LOC114879980"	NA	chrOU015517.1	-	3708722	3709397	3708722	3708960	3709044	3709397
1522	"LOC114879967"	NA	chrOU015517.1	+	3817867	3818559	3817867	3818177	3818243	3818559
1523	"LOC114872718"	NA	chrOU015517.1	+	4049374	4050168	4049374	4049801	4049882	4050168
