Orthogroup	Dufourea_novaeangliae	Aedes_aegypti
OG0000925	XP_015433075.1	XP_021710049.1, XP_021710050.1
OG0000927	XP_015435019.1	XP_001657339.1, XP_021706325.1, XP_021712812.1, XP_011493775.1, XP_021706322.1, XP_021706327.1
OG0000928	XP_015438428.1	XP_021707077.1, XP_021707078.1, XP_021707081.1, XP_021707082.1, XP_021707079.1, XP_021707080.1, XP_021707089.1, XP_021707085.1, XP_021707086.1, XP_021707087.1, XP_021707088.1, XP_021707084.1, XP_021707083.1
OG0000929	XP_015433173.1	XP_001663815.1
OG0000930	XP_015431084.1	XP_021699375.1
OG0000931	XP_015434904.1	XP_001657117.1
OG0000932	XP_015439311.1	XP_001656538.2, XP_021712586.1, XP_021711315.1, XP_021712583.1, XP_021712584.1
OG0000933	XP_015434525.1, XP_015433046.1	XP_001655641.2, XP_001649752.1
OG0000934	XP_015440077.1	XP_021698591.1, XP_021698590.1, XP_001653285.1
OG0000937	XP_015429305.1	XP_001661565.1
OG0000938	XP_015437503.1	XP_021706045.1
OG0000941	XP_015429495.1	XP_021710750.1
OG0000942	XP_015434790.1	XP_021705490.1, XP_021705489.1, XP_021705488.1, XP_021705491.1, XP_021705493.1, XP_021705492.1
OG0000943	XP_015432439.1	XP_001649963.1
OG0000944	XP_015434121.1	XP_021708364.1, XP_001656408.1
OG0000945	XP_015438438.1, XP_015438439.1	XP_001656804.2, XP_021710330.1, XP_021710331.1, XP_021710333.1, XP_021710332.1
OG0000946	XP_015429289.1, XP_015428568.1	XP_001649593.2
OG0000948	XP_015435728.1	XP_001661146.1
OG0000949	XP_015437163.1	XP_001652261.2
OG0000950	XP_015435825.1, XP_015435833.1	XP_001659287.1, XP_021702711.1
OG0000951	XP_015430464.1, XP_015430462.1, XP_015430463.1	XP_011493172.2, XP_021699239.1
OG0000952	XP_015436332.1	XP_001650545.1, XP_021710285.1, XP_021710288.1, XP_021710289.1, XP_021710286.1
OG0000953	XP_015429439.1	XP_001657436.1, XP_001652560.2, XP_001661851.1, XP_021705875.1, XP_021705874.1
OG0000954	XP_015431014.1, XP_015431012.1	XP_021706595.1
OG0000955	XP_015429456.1	XP_021708583.1, XP_021705459.1, XP_021706039.1, XP_001648122.2
OG0000957	XP_015428740.1	XP_021704110.1
OG0000958	XP_015430623.1	XP_021705705.1, XP_021705704.1
OG0000959	XP_015431386.1, XP_015431296.1	XP_021701483.1
OG0000960	XP_015439752.1	XP_001660868.1
OG0000960	XP_015439746.1	XP_021697034.1
OG0000961	XP_015431047.1	XP_021709272.1
OG0000962	XP_015430216.1	XP_021695937.1, XP_021695945.1
OG0000963	XP_015436151.1	XP_021709029.1
OG0000964	XP_015431708.1, XP_015431717.1	XP_021710052.1, XP_021710051.1
OG0000965	XP_015436410.1	XP_021697790.1, XP_021697783.1
OG0000966	XP_015431135.1	XP_021697003.1, XP_021712420.1
OG0000967	XP_015430658.1	XP_001658537.1, XP_021696660.1
OG0000968	XP_015432857.1	XP_021698741.1
OG0000969	XP_015434414.1	XP_001658856.2
OG0000970	XP_015440451.1	XP_021711849.1, XP_001651929.1
OG0000971	XP_015439434.1	XP_001653661.2, XP_001653662.2, XP_001653663.2
OG0000972	XP_015437318.1	XP_021702148.1
OG0000974	XP_015434065.1, XP_015434066.1	XP_021702688.1, XP_021702695.1, XP_021702707.1
OG0000975	XP_015436879.1	XP_021709197.1, XP_021709223.1, XP_021709213.1, XP_021709188.1
OG0000976	XP_015431992.1	XP_001648945.2
OG0000977	XP_015440051.1	XP_001662477.2, XP_021694110.1
OG0000978	XP_015435492.1	XP_021694981.1, XP_021712432.1, XP_021698446.1
OG0000979	XP_015438043.1	XP_001662352.2
OG0000980	XP_015429212.1	XP_021706413.1, XP_021701414.1, XP_021701415.1, XP_021698901.1
OG0000981	XP_015438081.1	XP_021704766.1
OG0000983	XP_015440002.1	XP_021710716.1
OG0000984	XP_015437704.1	XP_021700789.1
OG0000985	XP_015438344.1	XP_021699811.1, XP_021699812.1, XP_021699813.1, XP_021699814.1, XP_001658285.1
OG0000987	XP_015440366.1	XP_001652618.1
OG0000988	XP_015430580.1	XP_021692998.1, XP_021692997.1
OG0000989	XP_015433625.1	XP_021693313.1
OG0000990	XP_015438755.1	XP_021705871.1, XP_021712621.1
OG0000992	XP_015428550.1, XP_015428548.1	XP_001653792.1
OG0000993	XP_015429057.1	XP_001657349.1, XP_021712573.1
OG0000994	XP_015429081.1, XP_015429135.1	XP_021712595.1, XP_001656483.2
OG0000995	XP_015431356.1	XP_001662013.1
OG0000996	XP_015435745.1, XP_015435744.1	XP_001651556.2, XP_001651557.2, XP_021712254.1, XP_021712255.1
OG0000997	XP_015439771.1	XP_001652880.1
OG0000997	XP_015440230.1	XP_001653426.2
OG0000998	XP_015434647.1	XP_001648735.1, XP_001659667.2, XP_021694971.1, XP_021694972.1
OG0000999	XP_015430447.1	XP_001660745.2, XP_001660748.2
OG0001000	XP_015429845.1, XP_015429844.1	XP_001659938.2
OG0001001	XP_015438002.1, XP_015430747.1	XP_021696850.1, XP_001650605.1
OG0001002	XP_015434888.1	XP_001656815.1, XP_001648854.1
OG0001003	XP_015438385.1	XP_021698403.1, XP_001652606.1
OG0001004	XP_015437655.1	XP_021697696.1
OG0001005	XP_015439086.1	XP_001654066.1
OG0001006	XP_015440539.1, XP_015440538.1	XP_021713406.1
OG0001007	XP_015438960.1	XP_021710083.1
OG0001008	XP_015438788.1	XP_011493242.2, XP_021700400.1
OG0001009	XP_015436115.1	XP_001660190.2
OG0001009	XP_015437413.1	XP_021702837.1
OG0001010	XP_015438257.1	XP_021703789.1, XP_021703788.1, XP_021703790.1, XP_021703785.1, XP_021703784.1, XP_021703787.1, XP_021703786.1
OG0001011	XP_015430912.1	XP_001661560.2
OG0001013	XP_015439219.1	XP_021699192.1
OG0001014	XP_015429109.1	XP_021705253.1
OG0001015	XP_015436597.1	XP_021713139.1
OG0001015	XP_015436607.1	XP_001660517.1
OG0001016	XP_015433041.1, XP_015437715.1	XP_001651894.1
OG0001017	XP_015429960.1	XP_021695035.1, XP_021695037.1, XP_021695038.1
OG0001018	XP_015438190.1	XP_021705853.1
OG0001019	XP_015438862.1	XP_021697833.1
OG0001020	XP_015429328.1	XP_021700258.1
OG0001021	XP_015436528.1	XP_001661389.1
OG0001022	XP_015430502.1, XP_015430500.1, XP_015430405.1	XP_021712919.1, XP_021709106.1
OG0001023	XP_015440486.1	XP_021705791.1
OG0001025	XP_015431309.1	XP_021710356.1, XP_021710355.1, XP_021710346.1, XP_021710347.1, XP_021710344.1, XP_021710345.1, XP_021710350.1, XP_021710351.1, XP_021710348.1, XP_021710354.1, XP_021710353.1, XP_021710352.1, XP_021710349.1, XP_021710343.1
OG0001026	XP_015433750.1	XP_001651472.2
OG0001027	XP_015439987.1, XP_015439986.1, XP_015439985.1	XP_001659550.1
OG0001028	XP_015434970.1, XP_015439622.1	XP_001648922.2
OG0001030	XP_015439176.1	XP_021705111.1
OG0001031	XP_015430659.1	XP_001647991.1
OG0001033	XP_015438265.1	XP_021697350.1, XP_001656170.2
OG0001034	XP_015440115.1	XP_001652910.1
OG0001035	XP_015429551.1	XP_001649392.1
OG0001036	XP_015433741.1, XP_015440403.1	XP_001658441.1
OG0001037	XP_015434444.1	XP_021709959.1, XP_021709949.1, XP_021709968.1, XP_001654907.2
OG0001038	XP_015439893.1	XP_001657802.1
OG0001039	XP_015438726.1	XP_021704117.1, XP_001659756.2
OG0001040	XP_015435380.1, XP_015435379.1	XP_001657084.1
OG0001041	XP_015437162.1	XP_021704065.1, XP_021704062.1, XP_021704064.1, XP_021704063.1, XP_001649235.1
OG0001042	XP_015432407.1	XP_021695487.1, XP_021712349.1
OG0001043	XP_015430045.1	XP_021695359.1, XP_021695362.1
OG0001044	XP_015436972.1	XP_021695598.1
OG0001045	XP_015429608.1	XP_021700792.1
OG0001046	XP_015434583.1	XP_021707939.1
OG0001048	XP_015437438.1, XP_015437439.1, XP_015437440.1, XP_015437441.1, XP_015437443.1, XP_015437437.1	XP_021696480.1
OG0001049	XP_015436429.1, XP_015436428.1	XP_021695688.1, XP_021695674.1, XP_021695699.1
OG0001050	XP_015435563.1, XP_015435564.1	XP_021704146.1
OG0001052	XP_015439737.1	XP_021694352.1, XP_021694362.1, XP_021694354.1, XP_021694356.1, XP_021694358.1, XP_021694360.1, XP_001654045.2, XP_021694374.1, XP_021694366.1, XP_021694350.1, XP_021694349.1, XP_021694370.1, XP_021694371.1, XP_021694380.1
OG0001053	XP_015433232.1, XP_015433233.1	XP_021695848.1
OG0001054	XP_015430275.1	XP_001653734.1
OG0001055	XP_015428649.1, XP_015428648.1, XP_015428647.1	XP_021708066.1
OG0001056	XP_015429671.1, XP_015429672.1	XP_001648788.1
OG0001057	XP_015439675.1	XP_021712770.1, XP_021708993.1
OG0001058	XP_015431277.1	XP_001658030.3
OG0001059	XP_015429445.1, XP_015439523.1	XP_001653804.1
OG0001060	XP_015430683.1	XP_021707337.1, XP_021707336.1, XP_021707325.1, XP_021707326.1, XP_021707327.1, XP_021707328.1, XP_021707329.1, XP_021707330.1, XP_021707331.1, XP_021707332.1, XP_021707334.1, XP_021707335.1, XP_001661251.2, XP_021707333.1
OG0001061	XP_015439606.1, XP_015439605.1, XP_015439604.1	XP_021698780.1
OG0001063	XP_015433110.1	XP_021705756.1
OG0001064	XP_015434494.1	XP_021707107.1, XP_021712915.1, XP_001652913.1
OG0001065	XP_015438348.1	XP_021698754.1, XP_021698753.1
OG0001066	XP_015437334.1	XP_021703827.1
OG0001067	XP_015440478.1, XP_015440480.1	XP_001664063.1, XP_021699345.1, XP_021699344.1
OG0001068	XP_015429851.1	XP_021696931.1, XP_021696940.1
OG0001069	XP_015438935.1	XP_001654715.2
OG0001070	XP_015435416.1	XP_021694239.1, XP_021712516.1, XP_021712488.1, XP_021697806.1, XP_021710600.1, XP_021708477.1, XP_001664118.2, XP_001664116.2
OG0001071	XP_015436206.1	XP_021708458.1
OG0001072	XP_015428646.1, XP_015428520.1	XP_001659014.2
OG0001073	XP_015439548.1, XP_015439514.1	XP_001648274.2
OG0001074	XP_015435822.1, XP_015435786.1	XP_001649270.2
OG0001075	XP_015436621.1	XP_001654314.2
OG0001076	XP_015436502.1	XP_001655001.1
OG0001077	XP_015438675.1	XP_001658071.1
OG0001078	XP_015431398.1	XP_001659802.1, XP_001659805.1
OG0001079	XP_015440017.1	XP_001662144.1
OG0001081	XP_015438910.1	XP_021697847.1, XP_021697844.1, XP_021697843.1, XP_021697842.1, XP_021697841.1, XP_021697840.1, XP_021697839.1, XP_021697838.1, XP_021697837.1, XP_021697836.1, XP_021697846.1, XP_021697835.1
OG0001082	XP_015432945.1	XP_021698350.1, XP_021698352.1, XP_021698351.1, XP_021698353.1, XP_021698354.1, XP_021698355.1, XP_021698356.1, XP_021698357.1, XP_021712464.1
OG0001083	XP_015439190.1	XP_021698377.1
OG0001084	XP_015439092.1	XP_021699510.1, XP_021699509.1, XP_021699508.1, XP_021699507.1, XP_021699506.1, XP_021699505.1, XP_021699504.1, XP_021699503.1, XP_021699499.1, XP_021699497.1, XP_021699498.1, XP_021699501.1, XP_021699502.1, XP_021699511.1, XP_021712245.1
OG0001085	XP_015433251.1, XP_015433250.1, XP_015433249.1	XP_021702814.1
OG0001086	XP_015430723.1, XP_015430724.1, XP_015430725.1, XP_015430726.1	XP_021708980.1
OG0001090	XP_015430665.1, XP_015430664.1, XP_015430663.1	XP_021695122.1, XP_001656254.2
OG0001091	XP_015429760.1	XP_021713022.1, XP_001654186.1, XP_001654185.1
OG0001092	XP_015433886.1, XP_015433879.1	XP_001656078.2
OG0001093	XP_015431393.1, XP_015431394.1	XP_021712436.1, XP_021700841.1
OG0001094	XP_015432999.1	XP_021707147.1, XP_001657391.1
OG0001095	XP_015433991.1	XP_001653701.1, XP_001653700.1
OG0001096	XP_015430260.1	XP_001658255.2
OG0001097	XP_015438468.1, XP_015438467.1	XP_001648346.1
OG0001098	XP_015432197.1	XP_001663379.2
OG0001099	XP_015435246.1	XP_021694262.1, XP_021712727.1
OG0001099	XP_015435245.1	XP_021706284.1, XP_021712729.1
OG0001100	XP_015432039.1	XP_001657489.1
OG0001101	XP_015437372.1	XP_021709309.1, XP_001653266.2, XP_021710599.1
OG0001102	XP_015439559.1	XP_001650617.1, XP_001650616.1
OG0001103	XP_015437469.1	XP_021700253.1, XP_021700254.1, XP_001656670.1
OG0001104	XP_015440021.1	XP_001659382.1
OG0001105	XP_015431851.1	XP_021706344.1, XP_001658060.1, XP_021712605.1, XP_001660658.2
OG0001106	XP_015436611.1	XP_001652532.1
OG0001107	XP_015430937.1, XP_015430936.1	XP_001651390.1
OG0001108	XP_015430476.1	XP_001655181.1
OG0001109	XP_015430549.1	XP_001653053.1, XP_021710517.1, XP_021710518.1, XP_021710515.1, XP_021710516.1, XP_021710514.1
OG0001110	XP_015437037.1	XP_001652233.2, XP_021704703.1, XP_021704704.1, XP_021704705.1, XP_001656911.2
OG0001111	XP_015432987.1	XP_001649510.2
OG0001112	XP_015435253.1	XP_001651512.1
OG0001113	XP_015440030.1, XP_015440029.1	XP_001651817.1
OG0001114	XP_015431323.1	XP_021705221.1, XP_021705222.1, XP_021705217.1, XP_021705218.1, XP_021705219.1, XP_021705220.1, XP_001650167.2
OG0001115	XP_015430909.1	XP_021713246.1
OG0001116	XP_015435142.1	XP_021712421.1, XP_021694799.1
OG0001117	XP_015438541.1	XP_021705905.1
OG0001118	XP_015429117.1	XP_021707148.1
OG0001119	XP_015436536.1	XP_001648381.1
OG0001120	XP_015436692.1	XP_001661053.1
OG0001120	XP_015436699.1	XP_001650112.2
OG0001121	XP_015432861.1	XP_001652212.1, XP_021705915.1
OG0001122	XP_015433096.1	XP_021709578.1, XP_021709577.1, XP_021709580.1, XP_021709579.1, XP_021709583.1, XP_021709581.1, XP_021709584.1
OG0001123	XP_015437977.1	XP_001661722.1, XP_021693018.1, XP_021693021.1, XP_021693019.1, XP_021693020.1
OG0001124	XP_015438358.1	XP_021710981.1
OG0001125	XP_015429880.1	XP_001648386.2
OG0001126	XP_015429255.1	XP_021710924.1, XP_021710923.1, XP_021710925.1, XP_021710926.1, XP_021710927.1, XP_021710928.1, XP_021710929.1, XP_021710930.1, XP_021712472.1
OG0001127	XP_015438279.1	XP_021702833.1
OG0001128	XP_015429793.1	XP_001656417.2
OG0001128	XP_015430023.1	XP_001654307.2
OG0001129	XP_015431987.1	XP_021697564.1, XP_021697563.1, XP_021697566.1, XP_021697565.1, XP_021697562.1, XP_021697561.1
OG0001130	XP_015432310.1	XP_021693810.1
OG0001131	XP_015439208.1	XP_021709697.1, XP_021709695.1, XP_021709694.1, XP_021712509.1, XP_021709692.1, XP_021709696.1
OG0001132	XP_015430844.1	XP_001653441.1
OG0001133	XP_015434384.1	XP_021705031.1
OG0001134	XP_015428627.1	XP_021700926.1, XP_021700923.1
OG0001135	XP_015436846.1	XP_021697315.1, XP_021697331.1, XP_021697325.1
OG0001137	XP_015434120.1	XP_021704118.1, XP_021704119.1, XP_021704126.1, XP_001659752.1, XP_001659753.1
OG0001138	XP_015440516.1	XP_001655529.2
OG0001139	XP_015432496.1	XP_021708606.1
OG0001140	XP_015431625.1	XP_001654986.2
OG0001141	XP_015428712.1	XP_001649333.2
OG0001142	XP_015430391.1	XP_021708949.1, XP_021708948.1, XP_021708947.1, XP_021708946.1, XP_001650930.2
OG0001143	XP_015437639.1	XP_001662313.1
OG0001144	XP_015430181.1, XP_015430186.1	XP_021713323.1
OG0001145	XP_015436145.1	XP_001656860.2, XP_021695639.1
OG0001146	XP_015439721.1, XP_015440143.1	XP_001660509.1
OG0001147	XP_015429658.1	XP_021694950.1
OG0001148	XP_015435482.1	XP_001654006.1, XP_001654007.1, XP_021707285.1
OG0001149	XP_015437736.1	XP_021696025.1
OG0001150	XP_015431706.1, XP_015431705.1	XP_021697593.1
OG0001151	XP_015435577.1	XP_021701521.1
OG0001152	XP_015428951.1	XP_001650532.2
OG0001153	XP_015431781.1	XP_021702556.1
OG0001154	XP_015434924.1, XP_015434922.1	XP_021711748.1
OG0001155	XP_015429037.1	XP_021707527.1
OG0001156	XP_015438608.1	XP_021710451.1, XP_021710447.1, XP_021710448.1, XP_021710445.1, XP_021710446.1, XP_021710449.1, XP_021712365.1, XP_021710443.1, XP_021710444.1
OG0001157	XP_015429042.1	XP_021694571.1, XP_021694572.1, XP_021694573.1
OG0001158	XP_015438264.1	XP_021699270.1
OG0001159	XP_015437279.1	XP_021710638.1
OG0001160	XP_015439543.1	XP_001654460.1
OG0001161	XP_015434186.1	XP_001652572.1
OG0001162	XP_015440107.1	XP_021707175.1
OG0001165	XP_015431293.1	XP_021710995.1
OG0001166	XP_015434509.1	XP_021700484.1
OG0001167	XP_015431079.1	XP_001661518.1
OG0001168	XP_015440302.1	XP_001655162.2
OG0001169	XP_015434074.1	XP_021700392.1, XP_001663720.1
OG0001172	XP_015440157.1	XP_021705744.1, XP_021705736.1
OG0001173	XP_015430095.1	XP_021707670.1, XP_021707669.1, XP_021707673.1, XP_021707671.1, XP_021707672.1, XP_001650777.2
OG0001174	XP_015434999.1, XP_015432220.1, XP_015432221.1	XP_001657220.1, XP_021693197.1, XP_021712297.1, XP_021712296.1
OG0001175	XP_015437682.1	XP_021696273.1, XP_021696272.1, XP_021696280.1, XP_021696281.1, XP_021696279.1, XP_021696276.1, XP_021696277.1, XP_021696274.1, XP_021696278.1, XP_021696275.1, XP_021696271.1
OG0001176	XP_015428980.1	XP_021693845.1
OG0001178	XP_015432042.1	XP_001656777.2
OG0001179	XP_015433439.1	XP_021708724.1
OG0001180	XP_015434367.1, XP_015434364.1	XP_021706223.1, XP_001654740.2
OG0001181	XP_015431189.1, XP_015431190.1	XP_001647577.1
OG0001182	XP_015436546.1	XP_021711115.1, XP_021711128.1
OG0001183	XP_015435918.1, XP_015435916.1	XP_021696657.1
OG0001184	XP_015431102.1	XP_001655214.2
OG0001185	XP_015432093.1	XP_021710861.1, XP_001657234.2, XP_001659019.2, XP_021707712.1, XP_001655076.1, XP_001655077.2, XP_021705778.1, XP_021705777.1
OG0001186	XP_015430528.1	XP_001654432.1
OG0001187	XP_015430468.1, XP_015430469.1	XP_021711494.1
OG0001188	XP_015431928.1	XP_021712965.1, XP_021712966.1, XP_021712963.1, XP_021712964.1, XP_021712967.1, XP_021712968.1
OG0001189	XP_015430238.1	XP_021711031.1
OG0001190	XP_015437836.1	XP_001649672.1, XP_021702492.1
OG0001191	XP_015434908.1, XP_015434812.1	XP_021704021.1, XP_001657314.2
OG0001193	XP_015430850.1	XP_021708796.1, XP_021708797.1, XP_021708793.1, XP_021708795.1, XP_021708791.1, XP_021708792.1
OG0001195	XP_015434567.1	XP_001649330.2, XP_021701388.1
OG0001197	XP_015429122.1	XP_001653258.1
OG0001198	XP_015435697.1	XP_001654561.1
OG0001199	XP_015438166.1	XP_001655189.2
OG0001202	XP_015436552.1	XP_001660281.2
OG0001203	XP_015431891.1, XP_015435254.1	XP_021695231.1, XP_021698954.1, XP_021698952.1
OG0001204	XP_015438592.1	XP_021698471.1
OG0001205	XP_015439419.1, XP_015436179.1	XP_021703744.1
OG0001206	XP_015429839.1	XP_021704907.1
OG0001207	XP_015434630.1	XP_021705398.1, XP_021705681.1
OG0001208	XP_015439996.1	XP_021706768.1
OG0001209	XP_015436787.1, XP_015433630.1	XP_021712755.1
OG0001214	XP_015436578.1	XP_001655451.2
OG0001215	XP_015439104.1	XP_021697293.1, XP_021697294.1, XP_021697295.1
OG0001216	XP_015436801.1	XP_001653393.1
OG0001217	XP_015428454.1	XP_001659205.1
OG0001218	XP_015432038.1	XP_001648941.1, XP_021705472.1
OG0001219	XP_015432683.1, XP_015432684.1	XP_011493503.2
OG0001220	XP_015432670.1	XP_001663266.1
OG0001222	XP_015437978.1	XP_021713412.1, XP_001655604.1, XP_001655603.1
OG0001223	XP_015432643.1	XP_001648095.1
OG0001224	XP_015432729.1	XP_001660440.2, XP_001658084.2
OG0001225	XP_015437481.1	XP_001648371.1
OG0001226	XP_015433780.1, XP_015433779.1	XP_001653501.2
OG0001228	XP_015437959.1, XP_015437956.1, XP_015437957.1, XP_015437958.1	XP_021703910.1, XP_021703909.1
OG0001229	XP_015429715.1, XP_015429716.1	XP_021704947.1
OG0001230	XP_015439809.1, XP_015439808.1	XP_001656889.1
OG0001231	XP_015428621.1	XP_021694672.1
OG0001231	XP_015428623.1	XP_001660051.2
OG0001232	XP_015437160.1	XP_021700838.1
OG0001233	XP_015431474.1	XP_001654247.1, XP_021704697.1, XP_021704696.1
OG0001234	XP_015437820.1, XP_015437818.1	XP_021706307.1
OG0001236	XP_015433344.1, XP_015433343.1	XP_021698646.1, XP_021698645.1
OG0001237	XP_015438822.1	XP_021696524.1
OG0001238	XP_015433532.1	XP_021711392.1, XP_021711407.1
OG0001239	XP_015429453.1, XP_015429452.1	XP_021710256.1
OG0001240	XP_015438883.1, XP_015438882.1	XP_021700543.1
OG0001241	XP_015436535.1	XP_021709960.1
OG0001242	XP_015438224.1, XP_015438225.1, XP_015438222.1	XP_021695985.1
OG0001244	XP_015437313.1	XP_001653051.1
OG0001245	XP_015430823.1	XP_001649754.1, XP_021706031.1
OG0001246	XP_015431442.1	XP_021703701.1
OG0001247	XP_015438506.1	XP_001658992.1
OG0001248	XP_015431131.1	XP_021703673.1
OG0001249	XP_015429969.1	XP_001660617.1
OG0001250	XP_015430420.1	XP_001661045.2
OG0001251	XP_015439312.1, XP_015439687.1	XP_021695142.1, XP_021695149.1
OG0001252	XP_015439447.1	XP_001656430.1
OG0001253	XP_015436543.1	XP_001651542.2, XP_021696789.1, XP_021696788.1, XP_021696787.1
OG0001254	XP_015433626.1	XP_021705862.1
OG0001255	XP_015437600.1	XP_001647960.3
OG0001256	XP_015437215.1, XP_015437216.1	XP_021694943.1, XP_021694941.1
OG0001257	XP_015428710.1	XP_021693634.1, XP_011493676.1, XP_011493675.1
OG0001258	XP_015430648.1	XP_001652339.1, XP_021704024.1, XP_021704027.1
OG0001259	XP_015438759.1	XP_001653425.2
OG0001260	XP_015434802.1	XP_001652317.1
OG0001261	XP_015436130.1	XP_021710538.1, XP_021710533.1, XP_021710536.1, XP_021710535.1, XP_021710531.1, XP_021710532.1, XP_021710534.1, XP_021710537.1
OG0001262	XP_015438742.1	XP_021711449.1
OG0001263	XP_015436360.1	XP_001658296.1
OG0001264	XP_015436315.1	XP_001657447.2
OG0001265	XP_015437878.1	XP_021703729.1, XP_021703731.1, XP_021703732.1, XP_021703727.1, XP_021703728.1, XP_021703725.1, XP_021703726.1, XP_021703723.1, XP_021703724.1, XP_021703721.1, XP_021703722.1, XP_021703720.1
OG0001267	XP_015437512.1	XP_021705969.1, XP_021705968.1
OG0001267	XP_015437502.1	XP_001656717.2
OG0001268	XP_015430584.1, XP_015429366.1	XP_021703813.1
OG0001269	XP_015430000.1	XP_021710035.1
OG0001270	XP_015428931.1, XP_015428930.1, XP_015428932.1	XP_021705766.1, XP_021705767.1
OG0001271	XP_015434064.1	XP_021705424.1, XP_021705422.1, XP_021705423.1
OG0001272	XP_015429233.1	XP_001655854.1
OG0001273	XP_015440200.1, XP_015440199.1	XP_021700130.1
OG0001274	XP_015439823.1	XP_001663402.2
OG0001277	XP_015437104.1	XP_021707020.1, XP_021707021.1
OG0001278	XP_015439344.1	XP_001651785.2
OG0001279	XP_015431712.1	XP_021694589.1
OG0001280	XP_015435160.1	XP_001652945.1
OG0001281	XP_015436211.1	XP_021698661.1
OG0001282	XP_015428909.1, XP_015428908.1	XP_021698670.1
OG0001283	XP_015429429.1, XP_015429428.1	XP_021697649.1
OG0001284	XP_015435944.1, XP_015435945.1	XP_021701396.1, XP_021701391.1
OG0001286	XP_015431910.1	XP_021703120.1
OG0001287	XP_015433020.1, XP_015433021.1	XP_021707370.1, XP_021707349.1, XP_021707348.1
