Orthogroup	Dufourea_novaeangliae	Solenopsis_invicta
OG0001535	XP_015432244.1	XP_011158713.1
OG0001536	XP_015430011.1	XP_025994747.1, XP_025994749.1, XP_039314099.1
OG0001537	XP_015432136.1	XP_011158583.1, XP_039307705.1
OG0001538	XP_015436827.1	XP_025995016.1
OG0001539	XP_015432370.1	XP_025989075.1
OG0001540	XP_015435420.1	XP_011156938.1
OG0001541	XP_015436998.1	XP_039305648.1, XP_039305645.1
OG0001542	XP_015431722.1	XP_011176315.1
OG0001543	XP_015435669.1	XP_011160969.1
OG0001545	XP_015435875.1	XP_011167357.1
OG0001546	XP_015433354.1, XP_015433353.1	XP_011173304.1
OG0001547	XP_015432142.1	XP_011157267.1, XP_011157187.1, XP_025995250.1, XP_011157118.1, XP_039313897.1, XP_039313896.1
OG0001548	XP_015434231.1	XP_039312926.1, XP_011167899.2
OG0001549	XP_015437075.1	XP_039302374.1, XP_011172055.1, XP_039302373.1, XP_039302375.1, XP_011174292.2
OG0001551	XP_015438298.1	XP_025991441.1
OG0001552	XP_015431877.1	XP_039306173.1
OG0001553	XP_015429044.1	XP_011171181.2
OG0001554	XP_015428484.1, XP_015428486.1	XP_025993708.2, XP_011167298.3
OG0001555	XP_015439812.1, XP_015439813.1	XP_039302216.1, XP_039302217.1, XP_039302218.1
OG0001556	XP_015438024.1	XP_011160222.1, XP_011160221.1
OG0001557	XP_015435555.1	XP_025987489.1
OG0001558	XP_015428717.1	XP_011164872.1
OG0001559	XP_015428702.1	XP_025995579.2
OG0001560	XP_015436376.1	XP_011171068.2
OG0001561	XP_015439299.1	XP_011156748.1
OG0001562	XP_015429885.1	XP_011160241.1
OG0001563	XP_015435621.1	XP_011164700.1
OG0001564	XP_015439623.1	XP_025992928.1, XP_025990449.2, XP_011164166.3, XP_011165913.1
OG0001565	XP_015433425.1	XP_011159749.1
OG0001567	XP_015439631.1	XP_011164347.2
OG0001568	XP_015433316.1	XP_039315462.1, XP_011170161.1
OG0001569	XP_015439071.1	XP_039307127.1, XP_011175182.1
OG0001570	XP_015437815.1	XP_025996281.1
OG0001571	XP_015437700.1, XP_015437699.1	XP_011173525.1
OG0001572	XP_015430130.1	XP_025991099.2
OG0001573	XP_015432834.1	XP_011167748.2
OG0001574	XP_015432394.1	XP_025990480.1, XP_025990476.1
OG0001575	XP_015439503.1	XP_025989254.1
OG0001576	XP_015434372.1	XP_011162339.1, XP_011162338.1
OG0001577	XP_015429607.1	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2
OG0001578	XP_015436944.1	XP_039311675.1, XP_025995374.2
OG0001579	XP_015431412.1	XP_025990916.1, XP_011161055.1
OG0001580	XP_015437527.1	XP_025989737.2, XP_025989741.2
OG0001581	XP_015438371.1	XP_039312559.1
OG0001582	XP_015431451.1	XP_025993005.2, XP_039302703.1, XP_011170369.2
OG0001583	XP_015433149.1	XP_011173101.1, XP_011173102.1
OG0001584	XP_015432894.1, XP_015432899.1	XP_011163216.1, XP_011163212.1
OG0001585	XP_015436728.1, XP_015436709.1	XP_011175980.2
OG0001586	XP_015433972.1	XP_011172109.1
OG0001587	XP_015433861.1	XP_025992049.1
OG0001588	XP_015435512.1, XP_015435511.1	XP_039302461.1, XP_025989691.2
OG0001589	XP_015440096.1	XP_011172968.1
OG0001590	XP_015434003.1	XP_011157497.2
OG0001591	XP_015435474.1	XP_011168160.3
OG0001592	XP_015429265.1	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1
OG0001593	XP_015433106.1	XP_025989465.2
OG0001594	XP_015436789.1	XP_039313370.1
OG0001595	XP_015438182.1	XP_011155321.1, XP_011155323.1
OG0001596	XP_015431088.1	XP_011160525.1, XP_039308865.1
OG0001597	XP_015431840.1	XP_011161753.1
OG0001597	XP_015431384.1	XP_039302815.1
OG0001598	XP_015439698.1	NP_001291513.1, XP_039304810.1, NP_001291514.1
OG0001599	XP_015434948.1	XP_011163081.1
OG0001600	XP_015436351.1	XP_011165848.2
OG0001601	XP_015435249.1	XP_039303295.1
OG0001602	XP_015440039.1	XP_025988800.1
OG0001603	XP_015429993.1	XP_039314417.1, XP_039314415.1, XP_011160104.1, XP_025987808.1, XP_025987807.1, XP_025987806.1, XP_025987809.1
OG0001604	XP_015436125.1	XP_039306393.1, XP_039306391.1
OG0001605	XP_015439451.1	XP_025993135.2, XP_039312161.1, XP_039312160.1
OG0001606	XP_015428502.1, XP_015428501.1, XP_015428503.1	XP_039303892.1
OG0001607	XP_015436955.1, XP_015436956.1	XP_025988460.1, XP_039305259.1
OG0001608	XP_015438842.1	XP_039312323.1
OG0001609	XP_015430390.1	XP_025987980.1, XP_011157468.1, XP_011157467.1
OG0001611	XP_015434653.1, XP_015434652.1	XP_011157083.1
OG0001612	XP_015435467.1	XP_025991527.2
OG0001614	XP_015433528.1	XP_039302685.1
OG0001615	XP_015435223.1	XP_011159603.1
OG0001616	XP_015438839.1	XP_011165539.1
OG0001617	XP_015431838.1	XP_025996452.1
OG0001619	XP_015431862.1	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1
OG0001620	XP_015430444.1, XP_015430445.1, XP_015430443.1	XP_011172508.2
OG0001621	XP_015439286.1	XP_011163719.2
OG0001622	XP_015431206.1	XP_011163366.1
OG0001623	XP_015431734.1	XP_011173601.1
OG0001624	XP_015438647.1, XP_015438646.1, XP_015438648.1	XP_025988947.1
OG0001625	XP_015433451.1	XP_011158987.1
OG0001626	XP_015438493.1	XP_011166369.1
OG0001627	XP_015431522.1	XP_025992429.1
OG0001628	XP_015430846.1	XP_039313243.1, XP_011165694.2
OG0001629	XP_015434445.1, XP_015434446.1	XP_011164801.1, NP_001291532.1
OG0001630	XP_015438562.1	XP_011169550.2, XP_011169546.2
OG0001631	XP_015438863.1	XP_025994075.2
OG0001632	XP_015439042.1	XP_025996098.1, XP_039312892.1, XP_039312891.1
OG0001633	XP_015428659.1	XP_025990458.1
OG0001634	XP_015428428.1	XP_011163706.1
OG0001635	XP_015428476.1	XP_025990186.1
OG0001636	XP_015432545.1	XP_011161744.1
OG0001637	XP_015438471.1	XP_011160567.1, XP_039303715.1
OG0001638	XP_015436694.1	XP_011173071.2
OG0001639	XP_015439029.1	XP_011162004.1, XP_039302197.1
OG0001640	XP_015431082.1	XP_011162453.1
OG0001641	XP_015439784.1	XP_011167461.1
OG0001642	XP_015431984.1	XP_011161737.1
OG0001643	XP_015439008.1	XP_025995866.2
OG0001644	XP_015430397.1	XP_039302614.1, XP_011175857.1, XP_011175856.1
OG0001645	XP_015430949.1	XP_011162052.1, XP_011162053.1
OG0001646	XP_015431656.1	XP_025991119.1
OG0001647	XP_015430219.1	XP_011167238.1
OG0001648	XP_015432949.1	XP_011161583.1, XP_039310226.1
OG0001649	XP_015436244.1, XP_015436245.1	XP_011160573.1
OG0001650	XP_015431083.1	XP_039306040.1, XP_039306042.1, XP_039306041.1, XP_039306043.1
OG0001651	XP_015438881.1	XP_039307391.1, XP_039307390.1
OG0001652	XP_015429221.1	XP_025989514.1, XP_011170123.1
OG0001653	XP_015435705.1	XP_011164509.2
OG0001654	XP_015434641.1	XP_025990587.2, XP_011171393.2, XP_025990588.2
OG0001655	XP_015437882.1	XP_011172420.1, XP_011172419.1
OG0001656	XP_015435340.1	XP_025989933.1, XP_011176122.1
OG0001657	XP_015437247.1	XP_011156207.1
OG0001658	XP_015430715.1, XP_015430714.1, XP_015430716.1	XP_025987786.1, XP_011169230.1
OG0001659	XP_015432457.1	XP_011156725.1
OG0001660	XP_015438405.1	XP_011175649.1
OG0001661	XP_015431340.1	XP_025991899.1, XP_011161848.1
OG0001662	XP_015439420.1	XP_011166179.1, XP_011166174.1
OG0001663	XP_015438569.1	XP_011160600.1
OG0001664	XP_015439931.1, XP_015439932.1	XP_039315097.1, XP_039315095.1
OG0001665	XP_015438873.1	XP_011162304.1
OG0001666	XP_015431000.1, XP_015430992.1, XP_015430984.1	XP_011157454.1
OG0001667	XP_015440075.1	XP_039314599.1
OG0001668	XP_015439637.1	XP_011164357.1, XP_011164356.1
OG0001669	XP_015428749.1	XP_011157251.2
OG0001670	XP_015432625.1	XP_039313082.1, XP_025995976.1
OG0001671	XP_015437645.1	XP_039308958.1
OG0001672	XP_015433859.1, XP_015433860.1, XP_015433858.1, XP_015433857.1	XP_039303278.1
OG0001673	XP_015435389.1	XP_011156255.2
OG0001674	XP_015435396.1	XP_025992958.2, XP_039307971.1, XP_025992957.2, XP_011163203.2
OG0001675	XP_015434148.1	XP_011161210.1, XP_011161211.1
OG0001676	XP_015436065.1	XP_011173208.2
OG0001677	XP_015437146.1	XP_011166896.1
OG0001678	XP_015429968.1	XP_011160108.1, XP_011160107.1
OG0001679	XP_015428407.1	XP_011158431.1
OG0001680	XP_015438640.1	XP_011162712.1, XP_039310111.1
OG0001681	XP_015432354.1, XP_015432355.1	XP_039309619.1
OG0001682	XP_015433709.1, XP_015433707.1	XP_011171824.1
OG0001683	XP_015436001.1	XP_011169305.1
OG0001684	XP_015433129.1	XP_039310942.1
OG0001685	XP_015434220.1	XP_039303275.1
OG0001686	XP_015434580.1	XP_011162209.1, XP_039301716.1, XP_039301714.1, XP_039301715.1
OG0001687	XP_015428605.1	XP_039309671.1
OG0001687	XP_015428513.1	XP_025992568.1
OG0001689	XP_015428620.1	XP_025986564.1, XP_025986563.1
OG0001690	XP_015434158.1	XP_039306829.1, XP_011157264.1
OG0001691	XP_015434721.1, XP_015434720.1	XP_011171427.1
OG0001692	XP_015430360.1	XP_011155633.1
OG0001693	XP_015435976.1	XP_025987446.1, XP_039310517.1
OG0001694	XP_015429361.1	XP_011168616.2
OG0001695	XP_015432515.1	XP_011156723.1
OG0001696	XP_015430092.1	XP_039310023.1, XP_039310017.1
OG0001697	XP_015432434.1	XP_039304291.1, XP_039304292.1, XP_025993247.1, XP_025993246.1, XP_025993245.1
OG0001699	XP_015435957.1	XP_025986701.1, XP_011158791.1, XP_011158789.1, XP_011158790.1
OG0001700	XP_015434826.1	XP_011167786.2
OG0001701	XP_015433455.1	XP_025988830.1, XP_011164170.2, XP_039302064.1
OG0001702	XP_015437088.1	XP_011162940.1
OG0001703	XP_015432536.1	XP_011164234.2
OG0001704	XP_015438712.1	XP_011167326.1
OG0001705	XP_015433443.1, XP_015429654.1	XP_039312388.1
OG0001706	XP_015440142.1	XP_011158625.1
OG0001707	XP_015429567.1	XP_011155612.1
OG0001708	XP_015429635.1	XP_011164603.1, XP_025991942.1
OG0001709	XP_015429365.1	XP_025990188.1, XP_025990194.1
OG0001710	XP_015429177.1	XP_039305265.1
OG0001711	XP_015436935.1	XP_011165612.1
OG0001712	XP_015437609.1	XP_011166117.1, XP_011166096.1
OG0001713	XP_015439138.1	XP_011166931.1
OG0001714	XP_015435172.1	XP_025987284.1
OG0001715	XP_015432563.1	XP_011159122.2
OG0001716	XP_015432047.1	XP_025989710.2
OG0001717	XP_015431723.1	XP_011155359.1, XP_039311597.1, XP_025991129.1, XP_011155367.1
OG0001718	XP_015436538.1	XP_011168466.1
OG0001719	XP_015432932.1	XP_011169234.1
OG0001720	XP_015429615.1	XP_025989851.1, XP_011175636.1, XP_025989850.1
OG0001721	XP_015437587.1	XP_011158131.2, XP_011158133.1, XP_039305886.1
OG0001722	XP_015440203.1	XP_011169266.2
OG0001723	XP_015434811.1	XP_011173007.1
OG0001724	XP_015440037.1	XP_039304618.1, XP_025992218.1
OG0001725	XP_015430311.1	XP_011174902.2
OG0001726	XP_015433761.1	XP_025989444.1
OG0001727	XP_015431273.1	XP_011161620.1
OG0001728	XP_015432270.1, XP_015432269.1	XP_039313676.1, XP_039313680.1
OG0001729	XP_015428887.1	XP_039308930.1, XP_039308926.1
OG0001730	XP_015439766.1, XP_015439728.1	XP_025987718.2, XP_025987717.2
OG0001731	XP_015431999.1	XP_011175411.2
OG0001732	XP_015439971.1, XP_015439970.1	XP_039304441.1, XP_011159479.1
OG0001734	XP_015430313.1	XP_039314386.1
OG0001735	XP_015434941.1	XP_011170355.1, XP_039305740.1
OG0001737	XP_015429823.1	XP_039315088.1, XP_011160101.1
OG0001738	XP_015431867.1	XP_039310354.1
OG0001739	XP_015438547.1	XP_011170792.1
OG0001740	XP_015428911.1	XP_011166965.1, XP_025985931.1
OG0001741	XP_015431831.1	XP_025987359.1
OG0001742	XP_015430129.1	XP_039303639.1, XP_025991103.2
OG0001743	XP_015432401.1	XP_011161430.1, XP_011161433.1
OG0001744	XP_015434874.1	XP_039314453.1, XP_039314456.1
OG0001745	XP_015440300.1	XP_011162193.2
OG0001746	XP_015434739.1	XP_011164075.1
OG0001748	XP_015434989.1	XP_039302590.1, XP_039302582.1
OG0001749	XP_015432799.1	XP_039307685.1, XP_039307681.1
OG0001750	XP_015436339.1	XP_011155871.1
OG0001751	XP_015432211.1	XP_011155816.1, XP_011155818.1
OG0001752	XP_015435309.1	XP_039305802.1
OG0001753	XP_015438523.1	XP_011165025.1, XP_039312598.1, XP_039312597.1, XP_039312596.1
OG0001754	XP_015435270.1	XP_039305540.1, XP_039305545.1
OG0001755	XP_015432309.1	XP_011158260.1
OG0001756	XP_015429979.1	XP_039313053.1, XP_039313054.1
OG0001758	XP_015433380.1	XP_039303751.1, XP_025990540.1
OG0001759	XP_015429172.1	XP_011170736.1
OG0001760	XP_015440407.1	XP_039311097.1
OG0001761	XP_015436736.1	XP_039304606.1
OG0001762	XP_015431370.1	XP_011161105.1, XP_011161112.1
OG0001763	XP_015437324.1, XP_015437323.1, XP_015437322.1	XP_011156236.1
OG0001764	XP_015439710.1	XP_025996897.1, XP_039312890.1
OG0001765	XP_015434686.1, XP_015434687.1	XP_011156559.1
OG0001766	XP_015435671.1, XP_015435673.1	XP_011162202.2, XP_025986966.2
OG0001767	XP_015439782.1	XP_011160151.1
OG0001768	XP_015438481.1	XP_011165067.2
OG0001769	XP_015429680.1	XP_025990023.2, XP_039308397.1, XP_039308396.1, XP_039308395.1, XP_039308393.1, XP_039308394.1
OG0001771	XP_015439651.1	XP_039302499.1, XP_011173087.2
OG0001772	XP_015438163.1	XP_011168440.2
OG0001773	XP_015428430.1, XP_015428418.1	XP_039304162.1
OG0001774	XP_015436743.1, XP_015436744.1	XP_025990865.1
OG0001775	XP_015430270.1, XP_015430269.1	XP_025993879.1, XP_011176339.1, XP_011176338.1
OG0001776	XP_015434581.1	XP_011166850.1
OG0001777	XP_015437651.1	XP_011163067.1
OG0001778	XP_015439889.1	XP_011160655.1, XP_011160649.1
OG0001779	XP_015438578.1, XP_015438577.1	XP_011160763.1
OG0001780	XP_015439263.1	XP_039306100.1, XP_011160811.1
OG0001781	XP_015436361.1	XP_011168846.1
OG0001782	XP_015429980.1	XP_011168428.1
OG0001783	XP_015429903.1	XP_025989077.1, XP_011168314.1
OG0001784	XP_015428693.1	XP_011168601.2, XP_011168600.2
OG0001785	XP_015438089.1	XP_011157927.1
OG0001786	XP_015430050.1, XP_015430059.1	XP_011164288.1, XP_025988909.1, XP_011164286.1
OG0001787	XP_015439588.1	XP_011165044.1
OG0001788	XP_015432875.1	XP_025988821.1, XP_025988822.1
OG0001789	XP_015439821.1	XP_011166253.1, XP_011166254.1, XP_039304453.1
OG0001790	XP_015433136.1	XP_011163941.1
OG0001791	XP_015429175.1, XP_015429176.1	XP_011158709.1
OG0001792	XP_015434645.1	XP_011164881.1
OG0001793	XP_015436780.1	XP_025989823.1
OG0001794	XP_015428968.1	XP_025994735.1, XP_025994732.1
OG0001795	XP_015439788.1	XP_011169692.1
OG0001796	XP_015432675.1	XP_011156619.1
OG0001797	XP_015433387.1	XP_011167269.1
OG0001799	XP_015430852.1	XP_039311598.1, XP_011168273.2, XP_011168270.2
OG0001800	XP_015430278.1	XP_011168246.1
OG0001801	XP_015437812.1	XP_039303673.1
OG0001802	XP_015433996.1	XP_011158769.1
OG0001803	XP_015430776.1	XP_039305517.1
OG0001804	XP_015440056.1	XP_011170600.1, XP_011170595.1
OG0001805	XP_015434025.1	XP_011161311.1, XP_011161313.1, XP_011161312.1, XP_011161314.1
OG0001806	XP_015434909.1	XP_011175795.2
OG0001807	XP_015429156.1	XP_011162553.2
OG0001808	XP_015435021.1	XP_011157802.1
OG0001810	XP_015429544.1	XP_039313299.1, XP_011160318.1
OG0001811	XP_015433639.1	XP_011168515.1
OG0001812	XP_015435802.1, XP_015435803.1, XP_015435804.1	XP_011159277.1, XP_011159276.1, XP_039304732.1
OG0001813	XP_015430989.1	XP_039315397.1
OG0001814	XP_015429721.1	XP_025990231.1, XP_039306034.1, XP_039305487.1, XP_039305488.1, XP_039305486.1, XP_039312318.1
OG0001815	XP_015438604.1	XP_011163797.1, XP_039306189.1, XP_039306185.1
OG0001816	XP_015436134.1	XP_039314317.1
OG0001817	XP_015438622.1	XP_039310065.1, XP_011162718.2, XP_011162719.2, XP_011162717.2
OG0001818	XP_015433781.1	XP_025989845.1, XP_025989844.1
OG0001819	XP_015430621.1	XP_039311733.1, XP_011165265.1
OG0001820	XP_015431087.1	XP_011160496.1
OG0001821	XP_015430084.1	XP_025991257.1, XP_025991254.1
OG0001822	XP_015439384.1	XP_011162501.1, XP_025987461.1
OG0001823	XP_015434884.1	XP_011164610.1, XP_025991955.1
OG0001824	XP_015437276.1	XP_011155809.1
OG0001825	XP_015434949.1	XP_025987936.1, XP_025987937.1, XP_025987935.1, XP_025987934.1, XP_025987938.1
OG0001826	XP_015429915.1	XP_011172390.1
OG0001827	XP_015439870.1	XP_039304416.1
OG0001828	XP_015429898.1	XP_011168343.1, XP_039309295.1
OG0001829	XP_015436324.1	XP_025992741.1, XP_025992742.1, XP_025992743.1, XP_025992744.1, XP_025992745.1
OG0001830	XP_015433385.1	XP_011159754.1
OG0001831	XP_015439064.1	XP_025995670.1, XP_025995668.1, XP_025995669.1, XP_039312889.1
OG0001832	XP_015433224.1	XP_039315007.1
OG0001833	XP_015440389.1	XP_039313344.1
OG0001834	XP_015440453.1	XP_011163399.2
OG0001835	XP_015435898.1	XP_011168711.1, XP_011168712.1
OG0001836	XP_015434061.1	XP_039307187.1
OG0001837	XP_015437382.1	XP_011157877.1, XP_011157961.1, XP_011157801.1
OG0001838	XP_015432627.1	XP_025994570.1, XP_039304235.1, XP_039304229.1, XP_039304230.1, XP_039304231.1, XP_039304232.1, XP_039304234.1, XP_039304228.1
OG0001839	XP_015428796.1	XP_039308920.1
OG0001840	XP_015433376.1	XP_011159388.1
OG0001841	XP_015440226.1	XP_039303300.1
OG0001842	XP_015431899.1	XP_039303265.1
OG0001843	XP_015436196.1	XP_011166162.1
OG0001844	XP_015434159.1	XP_025992119.1
OG0001845	XP_015430548.1, XP_015430547.1	XP_011166954.1
OG0001846	XP_015439994.1	XP_011155530.1, XP_011155531.1
OG0001847	XP_015438674.1, XP_015438673.1	XP_011158153.2, XP_039311870.1, XP_011158155.1
OG0001848	XP_015438236.1	XP_011172427.1
OG0001849	XP_015435117.1, XP_015435116.1	XP_011168927.1
OG0001851	XP_015432666.1	XP_011159639.2, XP_011159640.2
OG0001852	XP_015437348.1	XP_011169062.2
OG0001853	XP_015434447.1	XP_011156362.2
OG0001854	XP_015432691.1	XP_039314594.1
OG0001855	XP_015437570.1	XP_011162018.1
OG0001856	XP_015439519.1	XP_011166372.1
OG0001857	XP_015436238.1	XP_039304741.1, XP_025993230.2
OG0001858	XP_015432338.1	XP_011160902.1
OG0001859	XP_015433623.1	XP_011167983.1
OG0001860	XP_015435415.1	XP_011157896.1
OG0001861	XP_015433347.1	XP_011155579.1, XP_039303738.1
OG0001862	XP_015437814.1	XP_011161432.3, XP_039310938.1, XP_025985893.1
OG0001863	XP_015437511.1	XP_039301789.1, XP_011158443.1
OG0001864	XP_015434760.1	XP_011168664.2
OG0001865	XP_015429962.1	XP_011157758.1
OG0001867	XP_015433252.1	XP_025989927.1
OG0001868	XP_015440460.1, XP_015440462.1	XP_025986322.1, XP_025986321.1
OG0001869	XP_015432523.1	XP_025994490.1
OG0001870	XP_015436774.1	XP_025989757.1
OG0001871	XP_015432021.1	XP_011166857.1, XP_011166858.1, XP_011166859.1
OG0001872	XP_015428698.1	XP_011159588.1
OG0001873	XP_015429243.1	XP_011165220.1, XP_011165221.1
OG0001874	XP_015431168.1	XP_011164300.1
OG0001875	XP_015434901.1	XP_039314795.1
OG0001876	XP_015431834.1	XP_011169038.1
OG0001879	XP_015432569.1	XP_011163848.2
OG0001880	XP_015429293.1	XP_039314499.1, XP_039314493.1
OG0001881	XP_015432054.1	XP_011164275.1
OG0001882	XP_015434015.1	XP_011158770.1
OG0001883	XP_015438160.1	XP_011169787.1
OG0001884	XP_015435161.1	XP_025988158.2
OG0001885	XP_015433202.1	XP_025992055.1, XP_039310763.1
OG0001886	XP_015430845.1	XP_011165698.2
OG0001887	XP_015430843.1	XP_025986914.1
OG0001889	XP_015438148.1, XP_015438141.1	XP_039309851.1, XP_039309805.1, XP_039309662.1, XP_039309892.1, XP_039309725.1, XP_039309750.1
OG0001890	XP_015434060.1	XP_011166970.2
OG0001891	XP_015440036.1	XP_011167450.1
OG0001892	XP_015440072.1, XP_015440073.1	XP_025987389.1
OG0001893	XP_015430593.1	XP_011160550.2, XP_011160548.2, XP_011160552.2, XP_011160551.2
OG0001894	XP_015430055.1, XP_015430053.1, XP_015430052.1, XP_015430054.1, XP_015430056.1, XP_015430051.1	XP_025990876.2, XP_025990883.2
OG0001896	XP_015438399.1	XP_011160557.2
OG0001897	XP_015432138.1	XP_039314067.1
OG0001898	XP_015434801.1	XP_011164999.1
OG0001899	XP_015437370.1	XP_011164419.2
OG0001900	XP_015435107.1	XP_025991978.2
OG0001901	XP_015437320.1	XP_039308637.1
OG0001903	XP_015429925.1	XP_025988270.2
OG0001905	XP_015433269.1	XP_025995563.1, XP_025995564.1
OG0001906	XP_015438434.1	XP_025990505.1
OG0001907	XP_015433560.1	XP_011171468.2
OG0001908	XP_015437153.1	XP_039313610.1, XP_011166685.1
OG0001909	XP_015440209.1	XP_025996302.1, XP_025996300.1
OG0001910	XP_015433997.1	XP_025996984.1, XP_011162911.1, XP_011162903.1, XP_011162904.1, XP_039303625.1, XP_039303626.1, XP_039303624.1
OG0001913	XP_015431486.1	XP_025993747.1
OG0001914	XP_015431801.1	XP_025996808.1, XP_039307056.1, XP_039307054.1
OG0001915	XP_015433363.1	XP_011170489.1
OG0001916	XP_015428552.1	XP_011163484.1
OG0001917	XP_015431859.1	XP_011162663.1
OG0001919	XP_015435780.1	XP_011159962.2
OG0001920	XP_015438499.1	XP_011168258.1
OG0001921	XP_015433952.1, XP_015430139.1	XP_039312174.1
OG0001922	XP_015433698.1, XP_015433700.1	XP_025988179.2, XP_025988182.1
OG0001923	XP_015434670.1	XP_039302208.1
OG0001924	XP_015431830.1	XP_011162462.2
OG0001925	XP_015440515.1	XP_011162425.1
OG0001926	XP_015437501.1	XP_025993858.1
OG0001927	XP_015432693.1	XP_039311888.1
OG0001928	XP_015431266.1	XP_025990418.2, XP_039308867.1
OG0001929	XP_015438534.1	XP_011160578.1
OG0001930	XP_015437649.1	XP_011165943.2
OG0001931	XP_015429157.1	XP_011156252.1
OG0001933	XP_015429918.1	XP_011165813.1
OG0001934	XP_015434258.1	XP_039307111.1, XP_011158198.1
OG0001935	XP_015429168.1	XP_025987348.1, XP_011162557.1
OG0001936	XP_015437464.1	XP_039303347.1
OG0001937	XP_015436344.1	XP_025992699.1
OG0001938	XP_015433114.1	XP_011164650.1
OG0001939	XP_015431077.1, XP_015431078.1	XP_011162377.1
OG0001940	XP_015429924.1	XP_011164491.1, XP_039310767.1, XP_011164495.1
OG0001941	XP_015435926.1	XP_011164493.2
OG0001942	XP_015438645.1	XP_039315528.1, XP_039315527.1
OG0001943	XP_015436752.1, XP_015436751.1, XP_015436753.1	XP_025988815.2, XP_011164241.2, XP_011164240.2, XP_011164239.2
OG0001944	XP_015435375.1	XP_039307825.1
OG0001946	XP_015437315.1	XP_011168051.1
OG0001947	XP_015438019.1	XP_039304812.1, XP_039304814.1
OG0001948	XP_015429103.1	XP_039303605.1, XP_039303603.1, XP_039303604.1, XP_025990667.1, XP_025990669.1, XP_025990666.1
