Orthogroup	Dufourea_novaeangliae	Anopheles_gambiae
OG0001486	XP_015435498.1	XP_308949.4
OG0001487	XP_015431378.1	XP_314027.4
OG0001488	XP_015437449.1, XP_015438396.1	XP_309709.4
OG0001489	XP_015439314.1	XP_308327.4, XP_001687895.1
OG0001490	XP_015433286.1, XP_015433285.1	XP_311001.5
OG0001492	XP_015430307.1	XP_311683.4
OG0001493	XP_015428963.1, XP_015428964.1	XP_001237650.2, XP_001237649.2
OG0001494	XP_015432661.1	XP_308673.4
OG0001495	XP_015440321.1	XP_001237569.1
OG0001496	XP_015436755.1	XP_308382.3, XP_003437212.1
OG0001497	XP_015440537.1	XP_309507.4
OG0001498	XP_015429415.1, XP_015429487.1	XP_315666.4
OG0001499	XP_015438685.1, XP_015436304.1	XP_562960.3
OG0001500	XP_015436279.1	XP_307953.2
OG0001501	XP_015430049.1	XP_315768.3, XP_556409.3
OG0001502	XP_015430048.1	XP_315785.4
OG0001503	XP_015437335.1	XP_318862.3
OG0001504	XP_015435853.1	XP_316013.4
OG0001505	XP_015439805.1	XP_321148.5
OG0001507	XP_015432505.1, XP_015432502.1	XP_313800.4
OG0001508	XP_015439520.1	XP_310944.5
OG0001509	XP_015428744.1	XP_558145.3
OG0001510	XP_015435496.1, XP_015437806.1	XP_313379.5
OG0001511	XP_015437500.1	XP_315679.3, XP_306983.4, XP_556304.2, XP_001230355.2, XP_315675.3
OG0001512	XP_015428685.1, XP_015428808.1	XP_321940.4, XP_003435777.1
OG0001514	XP_015428567.1	XP_321808.4
OG0001515	XP_015437528.1	XP_316960.4
OG0001516	XP_015437627.1	XP_321387.5
OG0001517	XP_015436545.1	XP_311715.3, XP_003436478.1, XP_003436479.1
OG0001518	XP_015434223.1	XP_319785.4
OG0001519	XP_015435519.1, XP_015435520.1	XP_564767.3
OG0001520	XP_015435016.1, XP_015434945.1	XP_321797.4
OG0001521	XP_015439954.1	XP_316580.4
OG0001522	XP_015433647.1	XP_318144.4
OG0001523	XP_015437892.1	XP_313879.4
OG0001524	XP_015434310.1	XP_309210.4
OG0001525	XP_015432476.1	XP_313327.4
OG0001526	XP_015436158.1	XP_558644.3, XP_001230984.2
OG0001527	XP_015439538.1	XP_003436816.1, XP_313742.4
OG0001529	XP_015437119.1	XP_310236.3, XP_307879.4
OG0001530	XP_015432979.1	XP_308434.3
OG0001531	XP_015440062.1	XP_320985.2
OG0001532	XP_015435975.1	XP_318096.4
OG0001533	XP_015431090.1	XP_315707.4
OG0001534	XP_015432662.1	XP_003435886.1, XP_321515.4
OG0001535	XP_015432244.1	XP_318386.5
OG0001536	XP_015430011.1	XP_308789.4, XP_556808.3, XP_001688789.1
OG0001537	XP_015432136.1	XP_320593.4, XP_317447.4
OG0001538	XP_015436827.1	XP_001687839.2
OG0001539	XP_015432370.1	XP_318061.4
OG0001540	XP_015435420.1	XP_315568.3, XP_001688680.1, XP_001688679.1
OG0001541	XP_015436998.1	XP_308645.4
OG0001542	XP_015431722.1	XP_317569.4
OG0001543	XP_015435669.1	XP_003436971.1
OG0001545	XP_015435875.1	XP_318635.3
OG0001546	XP_015433354.1, XP_015433353.1	XP_312041.5
OG0001547	XP_015432142.1	XP_308339.4
OG0001548	XP_015434231.1	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2
OG0001550	XP_015432092.1	XP_001230662.1
OG0001551	XP_015438298.1	XP_001688523.1, XP_314100.4
OG0001552	XP_015431877.1	XP_318541.4
OG0001553	XP_015429044.1	XP_313022.3
OG0001554	XP_015428484.1, XP_015428486.1	XP_001688023.1, XP_001688025.1
OG0001555	XP_015439812.1, XP_015439813.1	XP_320393.4
OG0001556	XP_015438024.1	XP_308925.4
OG0001557	XP_015435555.1	XP_318856.3
OG0001558	XP_015428717.1	XP_310248.7, XP_316659.3
OG0001559	XP_015428702.1	XP_321922.5
OG0001560	XP_015436376.1	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1
OG0001561	XP_015439299.1	XP_313778.5
OG0001562	XP_015429885.1	XP_001688616.1, XP_001688617.1
OG0001563	XP_015435621.1	XP_552478.2
OG0001565	XP_015433425.1	XP_308594.4
OG0001567	XP_015439631.1	XP_552509.3
OG0001568	XP_015433316.1	XP_312875.5
OG0001569	XP_015439071.1	XP_308701.2
OG0001570	XP_015437815.1	XP_001237154.2
OG0001571	XP_015437700.1, XP_015437699.1	XP_319421.4
OG0001572	XP_015430130.1	XP_321888.3, XP_003435792.1, XP_003435793.1
OG0001575	XP_015439503.1	XP_317568.3
OG0001576	XP_015434372.1	XP_553723.1
OG0001577	XP_015429607.1	XP_310528.5
OG0001579	XP_015431412.1	XP_316180.4
OG0001580	XP_015437527.1	XP_001231055.3, XP_003437188.1, XP_003437189.1
OG0001581	XP_015438371.1	XP_317108.3
OG0001582	XP_015431451.1	XP_313138.5
OG0001583	XP_015433149.1	XP_563637.3
OG0001584	XP_015432894.1, XP_015432899.1	XP_311327.5
OG0001585	XP_015436728.1, XP_015436709.1	XP_316571.4, XP_001237834.2
OG0001586	XP_015433972.1	XP_312095.5
OG0001587	XP_015433739.1, XP_015433861.1	XP_308295.3
OG0001588	XP_015435512.1, XP_015435511.1	XP_312218.5
OG0001589	XP_015440096.1	XP_308241.3, XP_311195.5
OG0001590	XP_015434003.1	XP_312916.5, XP_003436238.1, XP_001237434.2, XP_312156.3, XP_563375.3, XP_003436237.1, XP_312155.4, XP_309133.5, XP_311060.5, XP_311061.5
OG0001591	XP_015435474.1	XP_317090.2
OG0001592	XP_015429265.1	XP_317552.4
OG0001593	XP_015433106.1	XP_307791.5
OG0001594	XP_015436789.1	XP_003436556.1, XP_001688443.2
OG0001595	XP_015438182.1	XP_001688026.1
OG0001596	XP_015431088.1	XP_313347.3
OG0001598	XP_015439698.1	XP_003436740.1, XP_003436741.1, XP_313104.2
OG0001599	XP_015434948.1	XP_001689120.2
OG0001600	XP_015436351.1	XP_315510.4
OG0001601	XP_015435249.1	XP_309586.5
OG0001602	XP_015440039.1	XP_307192.4, XP_313852.5
OG0001604	XP_015436125.1	XP_314263.5
OG0001605	XP_015439393.1, XP_015439451.1	XP_003437084.1
OG0001606	XP_015428502.1, XP_015428501.1, XP_015428503.1	XP_001689072.1
OG0001607	XP_015436955.1, XP_015436956.1	XP_001689143.1
OG0001608	XP_015438842.1	XP_319419.4
OG0001609	XP_015430390.1	XP_321659.5
OG0001614	XP_015433528.1	XP_560351.3, XP_003436655.1
OG0001615	XP_015435223.1	XP_311852.2, XP_003436358.1, XP_003436357.1
OG0001616	XP_015438839.1	XP_320422.3, XP_309574.1
OG0001617	XP_015431838.1	XP_322024.4
OG0001619	XP_015431862.1	XP_321321.5
OG0001620	XP_015430444.1, XP_015430445.1, XP_015430443.1	XP_319591.2
OG0001623	XP_015431734.1	XP_312663.4
OG0001624	XP_015438647.1, XP_015438646.1, XP_015438648.1	XP_555021.3
OG0001625	XP_015433451.1	XP_315994.4
OG0001626	XP_015438493.1	XP_309502.3, XP_564374.3
OG0001627	XP_015431522.1	XP_320536.3
OG0001628	XP_015430846.1	XP_311731.4
OG0001629	XP_015434445.1, XP_015434446.1	XP_314557.3
OG0001630	XP_015438562.1	XP_001688837.1, XP_001688836.1, XP_001688838.1, XP_316326.4
OG0001631	XP_015438863.1	XP_310839.5
OG0001633	XP_015428659.1	XP_314323.3
OG0001634	XP_015428428.1	XP_001230888.3
OG0001636	XP_015432545.1	XP_003437190.1, XP_315309.4, XP_003437193.1, XP_003437194.1, XP_001688627.1, XP_001688628.1, XP_003437192.1, XP_003437191.1
OG0001637	XP_015438471.1	XP_316947.3
OG0001638	XP_015430142.1, XP_015436694.1	XP_320601.4
OG0001639	XP_015439029.1	XP_311186.5
OG0001640	XP_015431082.1	XP_554103.3
OG0001641	XP_015439784.1	XP_320141.4, XP_311577.4, XP_320549.4
OG0001642	XP_015431984.1	XP_320480.3
OG0001644	XP_015430397.1	XP_322002.5, XP_321919.5
OG0001645	XP_015430949.1	XP_320998.5
OG0001646	XP_015431656.1	XP_319692.3
OG0001647	XP_015430219.1	XP_310671.5
OG0001648	XP_015432949.1	XP_310884.2
OG0001649	XP_015436244.1, XP_015436245.1	XP_315051.4
OG0001650	XP_015431083.1	XP_557360.3
OG0001651	XP_015438881.1	XP_003437027.1
OG0001652	XP_015429221.1	XP_322051.4, XP_003435750.1, XP_003435751.1
OG0001653	XP_015435705.1	XP_320653.4
OG0001654	XP_015434641.1	XP_316322.4
OG0001655	XP_015437882.1	XP_317107.3
OG0001656	XP_015435340.1	XP_320117.3
OG0001657	XP_015437247.1	XP_309717.4
OG0001658	XP_015430715.1, XP_015430714.1, XP_015430716.1	XP_314661.3
OG0001659	XP_015432457.1	XP_562889.4
OG0001660	XP_015438405.1	XP_001230361.2, XP_309701.3
OG0001662	XP_015439420.1	XP_001688561.1, XP_314339.4
OG0001663	XP_015438569.1	XP_312168.5
OG0001664	XP_015439931.1, XP_015439932.1	XP_321343.4
OG0001665	XP_015438873.1	XP_003436860.1, XP_003436866.1, XP_003436867.1, XP_003436863.1, XP_003436864.1, XP_003436865.1, XP_003436861.1, XP_315232.3
OG0001666	XP_015431000.1, XP_015430992.1, XP_015430984.1	XP_001687855.1
OG0001667	XP_015440075.1	XP_308664.3
OG0001669	XP_015428749.1	XP_318809.4
OG0001670	XP_015432625.1	XP_310718.5
OG0001671	XP_015437645.1	XP_001689406.1
OG0001672	XP_015433859.1, XP_015433860.1, XP_015433858.1, XP_015433857.1	XP_318539.2
OG0001673	XP_015435389.1	XP_317141.3
OG0001674	XP_015435396.1	XP_317052.4
OG0001675	XP_015434148.1	XP_316722.3, XP_001688955.1, XP_001688954.1
OG0001676	XP_015436065.1	XP_563676.2
OG0001677	XP_015437146.1	XP_311928.3
OG0001678	XP_015429968.1	XP_313618.5
OG0001679	XP_015428407.1	XP_311576.3
OG0001680	XP_015438640.1	XP_318947.2
OG0001681	XP_015432354.1, XP_015432355.1	XP_024667092.1
OG0001682	XP_015433709.1, XP_015433707.1	XP_001688188.1, XP_309431.3
OG0001684	XP_015433128.1, XP_015433129.1	XP_307591.4, XP_313010.5
OG0001685	XP_015434220.1	XP_308495.3
OG0001686	XP_015434580.1	XP_313332.4
OG0001687	XP_015428605.1, XP_015428513.1	XP_319096.3
OG0001688	XP_015438970.1	XP_308980.4, XP_001688145.1
OG0001689	XP_015428620.1	XP_553178.3
OG0001690	XP_015434158.1	XP_310193.4
OG0001691	XP_015434721.1, XP_015434720.1	XP_001687982.1, XP_001237100.1, XP_308551.2
OG0001692	XP_015430360.1	XP_001238579.1
OG0001693	XP_015435976.1	XP_309509.4
OG0001694	XP_015429361.1	XP_317241.4
OG0001695	XP_015432515.1	XP_311525.1, XP_311053.3
OG0001696	XP_015430092.1	XP_310413.7
OG0001697	XP_015432434.1	XP_003437059.1, XP_311206.3
OG0001699	XP_015435957.1	XP_322003.5
OG0001700	XP_015434826.1	XP_312660.5
OG0001701	XP_015433455.1	XP_317858.4
OG0001702	XP_015437088.1	XP_312777.5, XP_003436390.1
OG0001703	XP_015432536.1	XP_003436874.1, XP_003436875.1, XP_315198.5
OG0001704	XP_015438712.1	XP_308365.4, XP_001687908.1
OG0001706	XP_015440142.1	XP_320092.4
OG0001707	XP_015429567.1	XP_311912.3
OG0001708	XP_015429635.1	XP_309293.4
OG0001709	XP_015429365.1	XP_001230626.3, XP_003436693.1
OG0001711	XP_015436935.1	XP_317208.4
OG0001712	XP_015437609.1	XP_320207.4
OG0001713	XP_015439138.1	XP_318067.4
OG0001714	XP_015435175.1, XP_015435172.1	XP_307259.4
OG0001715	XP_015432563.1	XP_318881.4
OG0001716	XP_015432047.1	XP_003435836.1, XP_551386.4, XP_003435835.1, XP_003435838.1, XP_003435837.1
OG0001717	XP_015431723.1	XP_321495.3
OG0001718	XP_015436538.1	XP_556198.1, XP_315559.4
OG0001719	XP_015432932.1	XP_310666.5, XP_003436992.1
OG0001720	XP_015429615.1	XP_309530.2
OG0001721	XP_015437587.1	XP_308175.3
OG0001722	XP_015440203.1	XP_003435814.1, XP_321755.3
OG0001723	XP_015434811.1	XP_319532.3, XP_321724.3, XP_003435819.1, XP_001231183.1, XP_319537.3
OG0001724	XP_015440037.1	XP_315996.3
OG0001725	XP_015430311.1	XP_312990.5
OG0001726	XP_015433761.1	XP_310802.4, XP_003436968.1, XP_003436967.1
OG0001727	XP_015431273.1	XP_318889.3
OG0001728	XP_015432270.1, XP_015432269.1	XP_555522.3
OG0001729	XP_015428887.1	XP_001688020.1, XP_001237109.2, XP_565017.3, XP_001688022.1
OG0001730	XP_015439766.1, XP_015439728.1	XP_321872.5
OG0001731	XP_015431999.1	XP_320608.2
OG0001732	XP_015439971.1, XP_015439970.1	XP_316858.4
OG0001733	XP_015430373.1	XP_555086.4, XP_317088.3
OG0001734	XP_015430313.1	XP_316946.4
OG0001735	XP_015434941.1	XP_321102.4, XP_310440.5
OG0001736	XP_015431447.1	XP_317071.4, XP_317075.4
OG0001737	XP_015429823.1	XP_003437186.1
OG0001738	XP_015431867.1	XP_317066.4, XP_001689128.1
OG0001739	XP_015438547.1	XP_315836.2
OG0001740	XP_015428911.1	XP_309567.4
OG0001742	XP_015430129.1	XP_321539.2, XP_321540.2
OG0001743	XP_015432401.1	XP_310826.2
OG0001744	XP_015434874.1	XP_310145.3, XP_310146.3
OG0001745	XP_015440300.1	XP_312589.3
OG0001746	XP_015434739.1	XP_320924.5
OG0001748	XP_015434989.1	XP_310266.7
OG0001749	XP_015432799.1	XP_319450.4
OG0001750	XP_015436339.1	XP_312178.3
OG0001751	XP_015432211.1	XP_554779.3
OG0001752	XP_015435309.1	XP_309607.4, XP_316957.4, XP_317360.4
OG0001753	XP_015438523.1	XP_312783.5
OG0001754	XP_015435270.1	XP_001688280.2
OG0001755	XP_015432309.1	XP_318553.4, XP_318543.4
OG0001756	XP_015429979.1	XP_311210.4
OG0001758	XP_015433380.1	XP_313840.4
OG0001759	XP_015429172.1	XP_308109.5
OG0001760	XP_015440407.1	XP_310291.7
OG0001761	XP_015436736.1	XP_314747.4
OG0001762	XP_015431370.1	XP_556818.3
OG0001763	XP_015437324.1, XP_015437323.1, XP_015437322.1	XP_565619.1
OG0001764	XP_015439710.1	XP_321236.5
OG0001765	XP_015434686.1, XP_015434687.1	XP_001231186.2
OG0001766	XP_015435671.1, XP_015435673.1	XP_315826.4, XP_001688731.1, XP_001688732.1, XP_001688733.2
OG0001768	XP_015438481.1	XP_001230640.2
OG0001769	XP_015429680.1	XP_320186.4
OG0001775	XP_015430270.1, XP_015430269.1	XP_001689282.1
OG0001776	XP_015434581.1	XP_560736.1, XP_311363.2, XP_307325.4
OG0001777	XP_015437651.1	XP_311275.2
OG0001778	XP_015439889.1	XP_003437154.1, XP_560169.2, XP_312560.3
OG0001779	XP_015438578.1, XP_015438577.1	XP_308598.4, XP_001688027.1
OG0001780	XP_015439263.1	XP_314488.4
OG0001781	XP_015436361.1	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1
OG0001782	XP_015429980.1	XP_315090.2
OG0001783	XP_015429903.1	XP_308171.3
OG0001784	XP_015428693.1	XP_309682.2
OG0001785	XP_015438089.1	XP_312844.5, XP_003436412.1
OG0001786	XP_015430050.1, XP_015430059.1	XP_320389.2
OG0001787	XP_015439588.1	XP_313766.4
OG0001789	XP_015439821.1	XP_316740.1
OG0001790	XP_015433136.1	XP_003436834.1, XP_313819.4
OG0001791	XP_015429175.1, XP_015429176.1	XP_313615.4
OG0001792	XP_015434645.1	XP_317364.3
OG0001793	XP_015436780.1	XP_317244.3
OG0001794	XP_015428968.1	XP_317897.4
OG0001796	XP_015432675.1	XP_320948.2
OG0001797	XP_015433387.1	XP_320213.4
OG0001799	XP_015430852.1	XP_317542.4
OG0001800	XP_015430278.1	XP_322025.4
OG0001801	XP_015437812.1	XP_003437184.1, XP_309240.5
OG0001802	XP_015433996.1	XP_311303.4
OG0001803	XP_015430776.1	XP_319394.3
OG0001804	XP_015440056.1	XP_309016.3
OG0001805	XP_015434025.1	XP_001230802.2, XP_311500.4
OG0001806	XP_015434909.1	XP_001237938.1
OG0001807	XP_015429156.1	XP_001688881.1
OG0001808	XP_015435021.1	XP_321112.5
OG0001810	XP_015429544.1	XP_311361.4
OG0001811	XP_015433639.1	XP_320972.5
OG0001812	XP_015435802.1, XP_015435803.1, XP_015435804.1	XP_307843.4
OG0001813	XP_015430989.1	XP_318213.4
OG0001814	XP_015429721.1	XP_316569.3
OG0001815	XP_015438604.1	XP_309558.3
OG0001816	XP_015436134.1	XP_320770.4
OG0001818	XP_015433781.1	XP_310323.5
OG0001820	XP_015431087.1	XP_307539.4, XP_311694.5
OG0001821	XP_015430084.1	XP_321552.2
OG0001822	XP_015439384.1	XP_318935.4
OG0001823	XP_015434884.1	XP_319031.4
OG0001824	XP_015437276.1	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1
OG0001825	XP_015434949.1	XP_309761.4
OG0001826	XP_015429915.1	XP_316335.3
OG0001827	XP_015439870.1	XP_312964.5
OG0001828	XP_015429898.1	XP_319800.4
OG0001829	XP_015436324.1	XP_320391.3
OG0001830	XP_015433385.1	XP_321851.5
OG0001831	XP_015439064.1	XP_311880.3
OG0001832	XP_015433224.1	XP_312521.5
OG0001833	XP_015440389.1	XP_315521.4
OG0001834	XP_015440453.1	XP_319184.4
OG0001835	XP_015435898.1	XP_314022.4, XP_558527.3
OG0001836	XP_015434061.1	XP_003437135.1, XP_560130.4
OG0001837	XP_015437382.1	XP_321014.5
OG0001838	XP_015432627.1	XP_321088.3
OG0001839	XP_015428796.1	XP_003436136.1, XP_312480.4
OG0001840	XP_015433376.1	XP_318482.1
OG0001841	XP_015440226.1	XP_001688202.2, XP_311414.4
OG0001842	XP_015431899.1	XP_320512.3
OG0001843	XP_015436196.1	XP_307776.4
OG0001844	XP_015434159.1	XP_312568.5
OG0001845	XP_015430548.1, XP_015430547.1	XP_319417.2
OG0001846	XP_015439994.1	XP_001688620.2
OG0001847	XP_015438674.1, XP_015438673.1	XP_310788.4
OG0001848	XP_015438236.1	XP_308873.2
OG0001850	XP_015434105.1	XP_319034.3
OG0001851	XP_015432666.1	XP_317298.4
OG0001852	XP_015437348.1	XP_310775.5
OG0001853	XP_015434447.1	XP_319487.4
OG0001854	XP_015432691.1	XP_309469.4
OG0001855	XP_015437570.1	XP_307994.5, XP_003436054.1
OG0001856	XP_015439519.1	XP_313353.5
OG0001859	XP_015433623.1	XP_001238249.2
OG0001860	XP_015435415.1	XP_320308.4
OG0001861	XP_015433347.1	XP_321709.4
OG0001862	XP_015437814.1	XP_003435833.1, XP_003435834.1, XP_321690.5
OG0001863	XP_015437511.1	XP_309095.4
OG0001864	XP_015434760.1	XP_317269.4
OG0001865	XP_015429962.1	XP_319334.2
OG0001866	XP_015434128.1	XP_315330.3
OG0001867	XP_015433252.1	XP_312464.4
OG0001868	XP_015440460.1, XP_015440462.1	XP_003436044.1, XP_308030.5
OG0001869	XP_015432523.1	XP_318045.3
OG0001870	XP_015436774.1	XP_313568.2
OG0001871	XP_015432021.1	XP_312619.4
OG0001872	XP_015428698.1	XP_312232.5, XP_003436213.1
OG0001873	XP_015429243.1	XP_321783.5
OG0001875	XP_015434901.1	XP_311329.5
OG0001876	XP_015431834.1	XP_321464.5
OG0001877	XP_015434850.1	XP_319571.4
OG0001878	XP_015432672.1	XP_311975.4, XP_320738.4
OG0001879	XP_015432569.1	XP_317011.3
OG0001880	XP_015429293.1	XP_003436040.1, XP_308045.4
OG0001882	XP_015434015.1	XP_311133.5
OG0001883	XP_015438160.1	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3
OG0001884	XP_015435161.1	XP_001689191.1
OG0001885	XP_015433202.1	XP_313002.4
OG0001886	XP_015430845.1	XP_309838.4
OG0001887	XP_015430843.1	XP_317002.4, XP_553715.3
OG0001888	XP_015430204.1	XP_317311.2
OG0001889	XP_015438148.1, XP_015438141.1	XP_307262.4
OG0001890	XP_015434060.1	XP_316301.2
OG0001891	XP_015440036.1	XP_320814.4
OG0001892	XP_015440072.1, XP_015440073.1	XP_309357.2
OG0001893	XP_015430593.1	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1
OG0001894	XP_015430055.1, XP_015430053.1, XP_015430052.1, XP_015430054.1, XP_015430056.1, XP_015430051.1	XP_001688928.1, XP_316628.4
OG0001895	XP_015439234.1	XP_308248.4
OG0001896	XP_015438399.1	XP_307242.4, XP_319188.4
OG0001897	XP_015432138.1	XP_313366.5
OG0001898	XP_015434801.1	XP_321435.4
OG0001899	XP_015437370.1	XP_308974.4
OG0001900	XP_015435107.1	XP_316978.4
OG0001901	XP_015437320.1	XP_306805.2, XP_309655.5
OG0001902	XP_015435627.1	XP_003436023.1, XP_550721.4
OG0001903	XP_015429925.1	XP_001687821.1
OG0001905	XP_015433269.1	XP_562663.4
OG0001908	XP_015437153.1	XP_001237469.3
OG0001909	XP_015440209.1	XP_316909.4
OG0001910	XP_015433997.1	XP_001688999.1
OG0001912	XP_015433690.1	XP_318591.3
OG0001913	XP_015431486.1	XP_312163.5
OG0001914	XP_015431801.1	XP_556085.3
OG0001915	XP_015433363.1	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1
OG0001916	XP_015428552.1	XP_308004.3
OG0001917	XP_015431859.1	XP_564245.2
OG0001919	XP_015435780.1	XP_317505.2, XP_001237937.1
OG0001921	XP_015433952.1, XP_015430139.1	XP_320502.4
OG0001922	XP_015433698.1, XP_015433700.1	XP_319376.3
OG0001923	XP_015434670.1	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1
OG0001924	XP_015431830.1	XP_314937.4
OG0001925	XP_015440515.1	XP_321757.5
OG0001926	XP_015437501.1	XP_318244.2
OG0001927	XP_015432693.1	XP_317044.4
OG0001928	XP_015431266.1	XP_315547.4
OG0001929	XP_015438534.1	XP_317454.4
OG0001930	XP_015437649.1	XP_321897.3
OG0001931	XP_015429157.1	XP_311435.4
OG0001933	XP_015429918.1	XP_307887.5
OG0001934	XP_015434258.1	XP_311532.4
OG0001936	XP_015437464.1	XP_318100.4
OG0001937	XP_015436344.1	XP_001689103.1, XP_554647.3, XP_318122.4
OG0001938	XP_015433114.1	XP_558769.4
OG0001939	XP_015431077.1, XP_015431078.1	XP_552338.3
OG0001941	XP_015435926.1	XP_319987.4
OG0001942	XP_015438645.1	XP_317665.3
OG0001943	XP_015436752.1, XP_015436751.1, XP_015436753.1	XP_003436473.1, XP_557438.4, XP_003436880.1
OG0001944	XP_015435375.1	XP_312420.3
OG0001945	XP_015428388.1	XP_003436058.1
OG0001946	XP_015437315.1	XP_317472.4
OG0001947	XP_015438019.1	XP_001688716.1, XP_315727.4
OG0001949	XP_015433773.1	XP_317607.1
OG0001950	XP_015435899.1	XP_315751.4
OG0001951	XP_015429402.1, XP_015429403.1	XP_566154.4, XP_003436945.1, XP_003436946.1
OG0001952	XP_015430425.1	XP_001688471.1, XP_313906.4
OG0001953	XP_015428771.1, XP_015428678.1	XP_313932.4
OG0001954	XP_015434626.1	XP_321431.4
OG0001956	XP_015438312.1	XP_311418.4
OG0001959	XP_015440131.1	XP_321366.4, XP_321367.3
OG0001960	XP_015434783.1	XP_311552.4, XP_557151.3
OG0001961	XP_015434371.1	XP_320824.4
OG0001962	XP_015432289.1	XP_001238089.2, XP_307544.3, XP_552919.3
OG0001963	XP_015435997.1	XP_001689287.1
OG0001964	XP_015440087.1	XP_312847.5
OG0001965	XP_015436287.1	XP_317861.4
OG0001966	XP_015434083.1	XP_001688506.1
OG0001967	XP_015440162.1	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2
OG0001968	XP_015434817.1, XP_015434818.1	XP_562672.3
OG0001969	XP_015436563.1	XP_311170.4
OG0001971	XP_015436775.1	XP_001237912.2
OG0001973	XP_015436237.1, XP_015436235.1	XP_311464.4
OG0001974	XP_015431561.1	XP_311480.4
OG0001975	XP_015431855.1	XP_320440.4
OG0001976	XP_015434488.1	XP_311164.5
OG0001977	XP_015434406.1	XP_313368.5
OG0001987	XP_015432385.1	XP_311198.2, XP_003437054.1
OG0001988	XP_015436771.1	XP_320295.4
OG0001989	XP_015435807.1	XP_318823.2, XP_312874.2
OG0001990	XP_015436585.1, XP_015437377.1	XP_313570.3
OG0001991	XP_015440304.1	XP_001237311.3
OG0001992	XP_015429340.1	XP_320931.5
OG0001993	XP_015428785.1	XP_308577.2
OG0001994	XP_015429597.1	XP_312541.3
OG0001996	XP_015428730.1	XP_313220.4
OG0001997	XP_015433227.1	XP_312608.5, XP_003436094.1, XP_313590.2
OG0001998	XP_015431729.1	XP_311821.3, XP_003436372.1
OG0001999	XP_015429728.1	XP_313593.3, XP_003436785.1
OG0002000	XP_015428703.1	XP_001237600.2
OG0002001	XP_015438325.1	XP_315690.3
OG0002002	XP_015438333.1	XP_314684.3
OG0002003	XP_015434769.1, XP_015434768.1	XP_319151.4
OG0002004	XP_015431663.1	XP_312664.3
OG0002005	XP_015429376.1	XP_308337.2
OG0002006	XP_015435248.1	XP_320203.4
OG0002007	XP_015440384.1	XP_315539.4
OG0002009	XP_015439786.1	XP_309809.3
OG0002010	XP_015429577.1, XP_015429576.1	XP_001237747.2
OG0002011	XP_015428658.1	XP_316229.4
OG0002012	XP_015432233.1	XP_317892.4
OG0002013	XP_015429604.1	XP_308133.5
OG0002014	XP_015428636.1	XP_317430.4
OG0002015	XP_015439998.1	XP_317330.3
OG0002016	XP_015431553.1	XP_321554.1
OG0002018	XP_015430276.1	XP_313721.3
