Orthogroup	Dufourea_novaeangliae	Vespa_mandarinia
OG0002208	XP_015437612.1	XP_035717953.1, XP_035717955.1, XP_035717954.1
OG0002209	XP_015432209.1	XP_035731912.1
OG0002211	XP_015438851.1	XP_035732481.1
OG0002213	XP_015430991.1	XP_035732039.1, XP_035732038.1
OG0002214	XP_015437560.1	XP_035738119.1, XP_035738118.1
OG0002215	XP_015439908.1	XP_035717904.1
OG0002217	XP_015429316.1	XP_035742441.1
OG0002218	XP_015432226.1	XP_035738206.1, XP_035738205.1
OG0002219	XP_015436322.1	XP_035727483.1, XP_035727484.1
OG0002220	XP_015439861.1	XP_035719836.1, XP_035719837.1
OG0002222	XP_015431411.1	XP_035724716.1, XP_035724709.1
OG0002223	XP_015436837.1	XP_035730744.1
OG0002224	XP_015430067.1	XP_035730549.1, XP_035730552.1
OG0002225	XP_015432333.1	XP_035736391.1, XP_035736394.1, XP_035736393.1, XP_035736390.1
OG0002226	XP_015436856.1	XP_035742558.1
OG0002227	XP_015439442.1	XP_035718241.1, XP_035718238.1, XP_035718237.1, XP_035718239.1, XP_035718240.1, XP_035718235.1, XP_035718234.1, XP_035718236.1
OG0002228	XP_015432287.1	XP_035731902.1
OG0002229	XP_015437352.1, XP_015437354.1	XP_035718028.1, XP_035718025.1
OG0002230	XP_015434504.1	XP_035733576.1, XP_035733579.1, XP_035733577.1, XP_035733575.1, XP_035733580.1, XP_035733581.1
OG0002236	XP_015434106.1	XP_035720340.1
OG0002237	XP_015440334.1	XP_035719365.1
OG0002238	XP_015437601.1	XP_035721079.1, XP_035721080.1
OG0002239	XP_015435771.1	XP_035743409.1, XP_035743410.1, XP_035743412.1, XP_035743411.1
OG0002240	XP_015428894.1	XP_035718141.1, XP_035718144.1, XP_035718142.1
OG0002241	XP_015439336.1	XP_035734936.1, XP_035734937.1, XP_035734938.1
OG0002242	XP_015433841.1	XP_035726790.1
OG0002243	XP_015435185.1	XP_035725084.1
OG0002244	XP_015439633.1	XP_035740441.1
OG0002245	XP_015433682.1	XP_035742737.1, XP_035742741.1
OG0002246	XP_015430284.1	XP_035736444.1, XP_035736446.1
OG0002247	XP_015430656.1, XP_015430657.1	XP_035738974.1
OG0002248	XP_015435896.1	XP_035743408.1
OG0002249	XP_015437137.1	XP_035725715.1
OG0002250	XP_015438678.1	XP_035719265.1
OG0002251	XP_015429890.1	XP_035736000.1
OG0002252	XP_015428467.1	XP_035730855.1, XP_035730854.1
OG0002253	XP_015435776.1	XP_035721215.1
OG0002254	XP_015437816.1	XP_035729455.1, XP_035729454.1
OG0002255	XP_015430412.1	XP_035729788.1
OG0002256	XP_015428826.1	XP_035725178.1, XP_035725179.1
OG0002257	XP_015435255.1	XP_035743886.1
OG0002258	XP_015436864.1, XP_015436865.1	XP_035718038.1
OG0002259	XP_015430294.1	XP_035724390.1
OG0002260	XP_015431175.1	XP_035743186.1, XP_035743187.1
OG0002261	XP_015439777.1	XP_035732705.1
OG0002262	XP_015432626.1	XP_035720006.1
OG0002263	XP_015437922.1	XP_035733818.1
OG0002264	XP_015438943.1	XP_035730925.1
OG0002265	XP_015438021.1	XP_035726214.1
OG0002266	XP_015430452.1	XP_035723103.1
OG0002267	XP_015436665.1	XP_035722658.1
OG0002268	XP_015430729.1, XP_015430731.1	XP_035734272.1, XP_035734271.1
OG0002269	XP_015430033.1	XP_035728936.1
OG0002270	XP_015431549.1	XP_035742720.1
OG0002271	XP_015434646.1	XP_035723765.1, XP_035723766.1, XP_035723768.1
OG0002272	XP_015438730.1	XP_035720706.1, XP_035720733.1, XP_035720715.1, XP_035720724.1, XP_035720752.1, XP_035720743.1, XP_035720762.1, XP_035720772.1
OG0002273	XP_015432846.1	XP_035725230.1, XP_035725224.1, XP_035725223.1, XP_035725226.1, XP_035725225.1, XP_035725228.1, XP_035725227.1, XP_035725229.1
OG0002274	XP_015428804.1	XP_035721562.1, XP_035721563.1
OG0002275	XP_015435073.1	XP_035726962.1
OG0002276	XP_015430225.1	XP_035720282.1
OG0002277	XP_015435746.1	XP_035719710.1
OG0002278	XP_015437327.1	XP_035718348.1
OG0002279	XP_015437701.1	XP_035720745.1, XP_035720744.1
OG0002280	XP_015435193.1	XP_035720650.1
OG0002281	XP_015434330.1	XP_035739708.1
OG0002282	XP_015429485.1, XP_015429484.1	XP_035737804.1, XP_035737803.1, XP_035737802.1, XP_035737801.1, XP_035737807.1, XP_035737806.1, XP_035737808.1, XP_035737805.1
OG0002283	XP_015434829.1	XP_035735099.1
OG0002284	XP_015437073.1	XP_035718169.1
OG0002285	XP_015439114.1	XP_035727891.1
OG0002286	XP_015437220.1	XP_035725403.1
OG0002287	XP_015436308.1	XP_035729158.1
OG0002289	XP_015437488.1	XP_035725866.1, XP_035725870.1
OG0002290	XP_015432800.1	XP_035740779.1, XP_035740778.1
OG0002291	XP_015434854.1	XP_035735996.1
OG0002292	XP_015429206.1	XP_035743945.1
OG0002293	XP_015440365.1	XP_035733873.1
OG0002294	XP_015431973.1	XP_035729361.1, XP_035729364.1
OG0002295	XP_015430105.1	XP_035742998.1
OG0002296	XP_015436913.1	XP_035734391.1, XP_035734379.1
OG0002297	XP_015428536.1	XP_035718231.1, XP_035718228.1, XP_035718229.1, XP_035718230.1
OG0002298	XP_015433669.1	XP_035739926.1
OG0002299	XP_015434448.1	XP_035725946.1, XP_035725956.1
OG0002300	XP_015432121.1	XP_035724199.1
OG0002301	XP_015435729.1, XP_015431439.1	XP_035732048.1
OG0002302	XP_015430885.1	XP_035738784.1, XP_035738785.1
OG0002303	XP_015436672.1	XP_035729188.1
OG0002304	XP_015430773.1	XP_035731450.1
OG0002305	XP_015434482.1	XP_035725704.1
OG0002306	XP_015433821.1	XP_035719202.1, XP_035719198.1, XP_035719199.1, XP_035719201.1, XP_035719200.1
OG0002307	XP_015430114.1	XP_035737063.1, XP_035737062.1
OG0002308	XP_015439111.1	XP_035727006.1
OG0002309	XP_015439134.1	XP_035727296.1
OG0002310	XP_015433826.1	XP_035728607.1
OG0002311	XP_015437027.1	XP_035743601.1
OG0002312	XP_015428570.1	XP_035736341.1
OG0002313	XP_015438852.1	XP_035732904.1
OG0002314	XP_015433932.1	XP_035743058.1
OG0002315	XP_015439231.1	XP_035740687.1
OG0002316	XP_015439600.1	XP_035717786.1
OG0002317	XP_015435872.1	XP_035739796.1
OG0002318	XP_015440007.1	XP_035736846.1
OG0002319	XP_015432172.1	XP_035744047.1, XP_035744045.1, XP_035744046.1
OG0002320	XP_015439564.1	XP_035717780.1
OG0002321	XP_015434723.1	XP_035731011.1
OG0002322	XP_015431246.1, XP_015431247.1	XP_035723983.1, XP_035723979.1, XP_035723966.1, XP_035723968.1, XP_035723984.1
OG0002323	XP_015430746.1	XP_035741372.1
OG0002324	XP_015434952.1	XP_035720204.1, XP_035720202.1
OG0002325	XP_015439118.1	XP_035720987.1, XP_035720985.1
OG0002326	XP_015440511.1	XP_035743082.1
OG0002327	XP_015430157.1	XP_035740565.1, XP_035740566.1
OG0002328	XP_015438845.1, XP_015438846.1	XP_035717260.1
OG0002329	XP_015437128.1	XP_035744024.1, XP_035744021.1, XP_035744022.1, XP_035744023.1
OG0002330	XP_015431312.1, XP_015431316.1	XP_035728856.1, XP_035728857.1
OG0002331	XP_015429724.1	XP_035733121.1, XP_035733122.1
OG0002332	XP_015440110.1, XP_015428823.1	XP_035730500.1
OG0002333	XP_015435597.1	XP_035729145.1
OG0002334	XP_015437030.1	XP_035719287.1
OG0002335	XP_015432365.1	XP_035718060.1, XP_035718062.1, XP_035718061.1
OG0002336	XP_015430834.1	XP_035731375.1
OG0002337	XP_015433844.1	XP_035736060.1
OG0002338	XP_015438053.1	XP_035742588.1
OG0002339	XP_015437658.1	XP_035722578.1, XP_035722576.1, XP_035722577.1
OG0002340	XP_015433003.1	XP_035723250.1
OG0002341	XP_015437011.1	XP_035740120.1
OG0002342	XP_015439291.1	XP_035737248.1
OG0002343	XP_015431988.1	XP_035730304.1, XP_035730303.1
OG0002344	XP_015432727.1	XP_035731844.1
OG0002345	XP_015439410.1	XP_035727548.1
OG0002346	XP_015438925.1, XP_015439168.1	XP_035727241.1
OG0002347	XP_015431849.1	XP_035737811.1, XP_035737810.1
OG0002348	XP_015437661.1	XP_035730073.1
OG0002349	XP_015431136.1	XP_035734550.1
OG0002350	XP_015431133.1	XP_035733241.1
OG0002351	XP_015438546.1	XP_035739519.1
OG0002352	XP_015435733.1	XP_035724495.1
OG0002353	XP_015430878.1	XP_035730602.1, XP_035730601.1
OG0002354	XP_015439453.1	XP_035735016.1, XP_035735013.1, XP_035735015.1, XP_035735014.1
OG0002355	XP_015437366.1	XP_035730950.1
OG0002356	XP_015439580.1	XP_035742928.1
OG0002357	XP_015436194.1	XP_035732497.1
OG0002358	XP_015438415.1	XP_035736634.1, XP_035736635.1, XP_035736631.1, XP_035736632.1, XP_035736637.1, XP_035736636.1, XP_035736638.1
OG0002359	XP_015436828.1	XP_035717849.1
OG0002360	XP_015439041.1	XP_035722331.1, XP_035722332.1
OG0002361	XP_015430371.1	XP_035724340.1
OG0002362	XP_015437508.1	XP_035722637.1
OG0002363	XP_015437909.1, XP_015437910.1	XP_035717910.1, XP_035717911.1
OG0002364	XP_015435941.1	XP_035737430.1, XP_035737429.1
OG0002365	XP_015436941.1	XP_035725731.1
OG0002366	XP_015436133.1	XP_035741223.1
OG0002367	XP_015428652.1	XP_035732315.1
OG0002368	XP_015436808.1	XP_035737237.1
OG0002369	XP_015437641.1	XP_035743032.1, XP_035743041.1, XP_035743022.1
OG0002370	XP_015429180.1	XP_035744160.1
OG0002371	XP_015439498.1	XP_035743649.1
OG0002372	XP_015439640.1	XP_035732598.1, XP_035732599.1, XP_035732597.1
OG0002373	XP_015438596.1, XP_015438597.1	XP_035729223.1
OG0002374	XP_015436381.1, XP_015436383.1, XP_015436384.1, XP_015436385.1	XP_035733001.1
OG0002375	XP_015432557.1	XP_035737368.1
OG0002376	XP_015436372.1, XP_015436373.1	XP_035727081.1
OG0002377	XP_015432852.1	XP_035726369.1
OG0002378	XP_015439244.1	XP_035727349.1
OG0002379	XP_015439945.1	XP_035734369.1
OG0002380	XP_015437409.1	XP_035718854.1, XP_035718855.1
OG0002381	XP_015438543.1	XP_035740204.1, XP_035740202.1
OG0002382	XP_015433877.1	XP_035737081.1, XP_035737089.1
OG0002383	XP_015438795.1	XP_035732945.1
OG0002384	XP_015431282.1	XP_035725503.1, XP_035725501.1, XP_035725502.1
OG0002385	XP_015436251.1	XP_035743050.1
OG0002386	XP_015438617.1	XP_035729874.1
OG0002387	XP_015435040.1	XP_035741784.1
OG0002388	XP_015438167.1	XP_035739362.1, XP_035739363.1
OG0002389	XP_015436940.1	XP_035724486.1
OG0002390	XP_015437633.1	XP_035737606.1, XP_035737608.1
OG0002391	XP_015439694.1	XP_035719079.1
OG0002392	XP_015432445.1	XP_035740658.1
OG0002393	XP_015440078.1	XP_035740305.1
OG0002394	XP_015428697.1	XP_035726874.1
OG0002395	XP_015435138.1	XP_035723688.1
OG0002397	XP_015432736.1, XP_015432728.1, XP_015432745.1	XP_035722117.1
OG0002398	XP_015434000.1	XP_035730651.1
OG0002399	XP_015434499.1	XP_035727622.1
OG0002400	XP_015430164.1	XP_035727913.1
OG0002401	XP_015436472.1	XP_035728575.1
OG0002402	XP_015438066.1	XP_035742369.1
OG0002403	XP_015437396.1	XP_035731131.1, XP_035731132.1
OG0002404	XP_015430211.1	XP_035724102.1
OG0002405	XP_015437590.1, XP_015438071.1	XP_035722135.1
OG0002406	XP_015436456.1, XP_015431558.1	XP_035744215.1
OG0002408	XP_015440339.1	XP_035741672.1
OG0002409	XP_015434560.1	XP_035721893.1
OG0002410	XP_015434449.1	XP_035720984.1, XP_035720983.1, XP_035720982.1
OG0002411	XP_015430558.1, XP_015430566.1	XP_035723403.1
OG0002412	XP_015440217.1	XP_035733779.1, XP_035733780.1
OG0002413	XP_015433495.1	XP_035721905.1
OG0002414	XP_015435893.1	XP_035723003.1
OG0002415	XP_015436830.1	XP_035722669.1
OG0002416	XP_015429907.1	XP_035725609.1
OG0002417	XP_015435596.1	XP_035728686.1
OG0002418	XP_015429112.1	XP_035720200.1, XP_035720199.1
OG0002419	XP_015428828.1	XP_035730493.1, XP_035730495.1, XP_035730499.1, XP_035730496.1, XP_035730497.1, XP_035730498.1, XP_035730492.1
OG0002420	XP_015428480.1	XP_035721736.1
OG0002421	XP_015431530.1	XP_035728614.1, XP_035728611.1
OG0002422	XP_015429648.1	XP_035726625.1
OG0002423	XP_015437232.1, XP_015437235.1	XP_035724987.1, XP_035724984.1
OG0002424	XP_015439713.1	XP_035737680.1
OG0002425	XP_015431255.1	XP_035728899.1
OG0002426	XP_015433459.1	XP_035733907.1, XP_035733908.1
OG0002427	XP_015430398.1	XP_035720605.1
OG0002428	XP_015439091.1	XP_035719047.1
OG0002429	XP_015433284.1	XP_035730133.1
OG0002431	XP_015430592.1	XP_035721579.1, XP_035721582.1
OG0002432	XP_015432654.1	XP_035731828.1
OG0002433	XP_015435516.1	XP_035733940.1
OG0002434	XP_015432243.1	XP_035736232.1
OG0002435	XP_015437733.1	XP_035723519.1, XP_035723518.1, XP_035723517.1
OG0002436	XP_015438554.1	XP_035728801.1, XP_035728800.1
OG0002437	XP_015435472.1	XP_035740137.1
OG0002438	XP_015430183.1	XP_035718976.1
OG0002439	XP_015431259.1	XP_035728351.1
OG0002440	XP_015436290.1	XP_035739507.1
OG0002441	XP_015435854.1	XP_035721705.1
OG0002442	XP_015432378.1	XP_035734290.1
OG0002443	XP_015433817.1, XP_015433814.1	XP_035743174.1
OG0002444	XP_015438154.1	XP_035742111.1
OG0002445	XP_015440040.1	XP_035723272.1, XP_035723271.1
OG0002446	XP_015428793.1	XP_035742095.1
OG0002447	XP_015429632.1	XP_035739025.1, XP_035739026.1
OG0002448	XP_015428586.1, XP_015428533.1	XP_035721641.1
OG0002449	XP_015431443.1	XP_035737557.1
OG0002450	XP_015436703.1	XP_035724240.1
OG0002451	XP_015431407.1	XP_035730395.1
OG0002452	XP_015429783.1	XP_035722438.1
OG0002453	XP_015436357.1	XP_035738439.1
OG0002455	XP_015432571.1	XP_035719559.1, XP_035719558.1, XP_035719556.1
OG0002456	XP_015432025.1	XP_035729129.1
OG0002457	XP_015438402.1	XP_035725483.1, XP_035725481.1, XP_035725482.1
OG0002458	XP_015433340.1	XP_035732217.1
OG0002459	XP_015434698.1	XP_035725193.1, XP_035725194.1
OG0002461	XP_015435442.1	XP_035721805.1
OG0002462	XP_015429450.1	XP_035720582.1
OG0002466	XP_015437362.1	XP_035738700.1
OG0002467	XP_015437981.1	XP_035729439.1
OG0002468	XP_015431872.1	XP_035720166.1
OG0002471	XP_015434742.1	XP_035725060.1
OG0002472	XP_015439133.1	XP_035720231.1, XP_035720230.1
OG0002473	XP_015431365.1	XP_035732826.1
OG0002474	XP_015431308.1	XP_035730044.1
OG0002475	XP_015432020.1	XP_035724702.1, XP_035724704.1, XP_035724703.1
OG0002476	XP_015434770.1	XP_035742418.1, XP_035742420.1, XP_035742430.1, XP_035742417.1
OG0002477	XP_015431755.1	XP_035734138.1, XP_035734141.1, XP_035734139.1
OG0002478	XP_015438317.1	XP_035722424.1
OG0002479	XP_015434517.1	XP_035725202.1, XP_035725199.1, XP_035725200.1
OG0002481	XP_015434141.1	XP_035728627.1
OG0002482	XP_015438747.1	XP_035741132.1
OG0002483	XP_015430136.1	XP_035726629.1, XP_035726630.1, XP_035726628.1
OG0002484	XP_015433967.1	XP_035733558.1
OG0002485	XP_015431299.1	XP_035732777.1
OG0002486	XP_015437597.1	XP_035721146.1
OG0002487	XP_015434984.1	XP_035717113.1, XP_035717112.1
OG0002488	XP_015434032.1	XP_035721016.1
OG0002489	XP_015429266.1	XP_035719864.1
OG0002490	XP_015435005.1	XP_035728238.1
OG0002491	XP_015436118.1	XP_035729706.1
OG0002492	XP_015432920.1	XP_035740138.1
OG0002493	XP_015435226.1	XP_035717439.1
OG0002494	XP_015436617.1	XP_035726994.1, XP_035726995.1, XP_035726993.1, XP_035726996.1
OG0002495	XP_015431337.1	XP_035722127.1
OG0002496	XP_015435006.1	XP_035741798.1, XP_035741800.1, XP_035741801.1, XP_035741799.1
OG0002497	XP_015440224.1	XP_035744013.1, XP_035744014.1, XP_035744015.1, XP_035744012.1
OG0002498	XP_015440518.1, XP_015436583.1, XP_015440435.1	XP_035730999.1
OG0002500	XP_015431790.1	XP_035734489.1, XP_035734490.1
OG0002502	XP_015439409.1	XP_035729744.1
OG0002503	XP_015437934.1	XP_035736153.1
OG0002507	XP_015433612.1	XP_035733667.1
OG0002508	XP_015437518.1	XP_035730932.1, XP_035730930.1
OG0002509	XP_015432155.1, XP_015432156.1	XP_035740413.1
OG0002510	XP_015434564.1	XP_035721993.1, XP_035721992.1, XP_035721990.1, XP_035721991.1
OG0002511	XP_015436254.1	XP_035738022.1
OG0002512	XP_015437798.1	XP_035721396.1
OG0002513	XP_015431902.1	XP_035738829.1
OG0002515	XP_015430599.1	XP_035733039.1, XP_035733040.1, XP_035733041.1
OG0002516	XP_015437295.1	XP_035720349.1
OG0002517	XP_015433778.1	XP_035736346.1
OG0002518	XP_015429291.1, XP_015429290.1	XP_035727553.1
OG0002519	XP_015435327.1	XP_035721199.1
OG0002520	XP_015431824.1, XP_015431825.1	XP_035729031.1
OG0002522	XP_015437781.1	XP_035743807.1
OG0002523	XP_015438422.1	XP_035719514.1, XP_035719513.1
OG0002524	XP_015428537.1	XP_035730528.1
OG0002525	XP_015440068.1	XP_035743730.1, XP_035743729.1
OG0002526	XP_015435544.1	XP_035721206.1
OG0002527	XP_015436746.1, XP_015436747.1	XP_035744145.1, XP_035744147.1, XP_035744148.1
OG0002529	XP_015439054.1	XP_035740110.1, XP_035740112.1, XP_035740111.1, XP_035740115.1, XP_035740113.1, XP_035740116.1
OG0002530	XP_015432182.1	XP_035741109.1, XP_035740617.1
OG0002531	XP_015429864.1	XP_035743680.1
OG0002532	XP_015439665.1	XP_035719034.1
OG0002533	XP_015434306.1	XP_035741363.1
OG0002534	XP_015435536.1	XP_035735622.1
OG0002535	XP_015438590.1, XP_015438591.1	XP_035729283.1
OG0002536	XP_015430195.1	XP_035727564.1
OG0002537	XP_015431101.1	XP_035724014.1, XP_035724013.1
OG0002538	XP_015432350.1	XP_035718162.1
OG0002539	XP_015429377.1	XP_035736966.1
OG0002540	XP_015435937.1	XP_035721709.1
OG0002541	XP_015438324.1	XP_035722606.1
OG0002542	XP_015431546.1	XP_035744225.1
OG0002543	XP_015437165.1	XP_035734317.1
OG0002544	XP_015431889.1	XP_035737242.1
OG0002545	XP_015429595.1	XP_035730234.1
OG0002546	XP_015436717.1	XP_035720022.1, XP_035720021.1, XP_035720020.1
OG0002547	XP_015437456.1	XP_035743821.1
OG0002548	XP_015430943.1	XP_035717611.1, XP_035717613.1
OG0002549	XP_015431376.1	XP_035733042.1
OG0002550	XP_015428555.1	XP_035718766.1
OG0002551	XP_015436615.1	XP_035726971.1
OG0002552	XP_015433426.1	XP_035727076.1
OG0002553	XP_015433240.1	XP_035741745.1
OG0002555	XP_015429964.1	XP_035725381.1
OG0002556	XP_015438511.1	XP_035736783.1, XP_035736784.1
OG0002557	XP_015429748.1	XP_035725717.1
OG0002558	XP_015438419.1	XP_035735896.1
OG0002560	XP_015436042.1	XP_035729047.1
OG0002561	XP_015434967.1	XP_035717655.1
OG0002562	XP_015433613.1	XP_035733680.1
OG0002563	XP_015429552.1	XP_035741950.1, XP_035741938.1
OG0002564	XP_015437564.1	XP_035724614.1
OG0002565	XP_015432305.1	XP_035736316.1, XP_035736314.1
OG0002566	XP_015431627.1	XP_035727793.1
OG0002567	XP_015434281.1	XP_035742873.1
OG0002568	XP_015439016.1, XP_015439015.1	XP_035728131.1
OG0002569	XP_015429970.1	XP_035733547.1
OG0002570	XP_015430753.1	XP_035744058.1, XP_035744059.1
OG0002571	XP_015432425.1, XP_015432461.1	XP_035743747.1
OG0002572	XP_015432631.1	XP_035734554.1, XP_035734546.1, XP_035734526.1, XP_035734535.1
OG0002573	XP_015436276.1	XP_035727536.1
OG0002574	XP_015431900.1	XP_035743124.1
OG0002575	XP_015434184.1	XP_035717144.1
OG0002576	XP_015436464.1	XP_035729255.1
OG0002577	XP_015431906.1	XP_035739054.1
OG0002578	XP_015436325.1	XP_035728804.1
OG0002579	XP_015432770.1	XP_035731299.1
OG0002580	XP_015435127.1	XP_035734150.1
OG0002581	XP_015431390.1	XP_035724717.1
OG0002582	XP_015429973.1	XP_035741005.1
OG0002583	XP_015435987.1	XP_035718150.1, XP_035718160.1, XP_035718143.1
OG0002584	XP_015437105.1, XP_015437108.1	XP_035739460.1
OG0002585	XP_015428798.1	XP_035732338.1
OG0002586	XP_015435963.1	XP_035723211.1
OG0002587	XP_015439832.1	XP_035723831.1
OG0002588	XP_015437911.1	XP_035720018.1
OG0002589	XP_015438178.1	XP_035728745.1, XP_035728744.1
OG0002590	XP_015435015.1	XP_035726219.1, XP_035726221.1, XP_035726220.1
OG0002591	XP_015433399.1	XP_035719651.1
OG0002592	XP_015431479.1	XP_035721275.1, XP_035721274.1, XP_035721276.1
OG0002593	XP_015430358.1	XP_035719993.1
OG0002594	XP_015433688.1	XP_035739861.1
OG0002595	XP_015433977.1	XP_035722298.1
OG0002596	XP_015431528.1	XP_035725145.1
OG0002597	XP_015432432.1	XP_035721614.1
OG0002598	XP_015428598.1	XP_035741178.1
OG0002599	XP_015436109.1	XP_035743279.1
OG0002600	XP_015431843.1	XP_035737800.1
OG0002601	XP_015431481.1	XP_035738716.1, XP_035738715.1
OG0002602	XP_015428817.1	XP_035723508.1
OG0002603	XP_015437005.1	XP_035742504.1
OG0002604	XP_015431744.1	XP_035741722.1
OG0002606	XP_015432133.1	XP_035723916.1
OG0002607	XP_015431590.1	XP_035734339.1
OG0002608	XP_015429455.1	XP_035740469.1, XP_035740470.1
OG0002609	XP_015431383.1	XP_035725517.1
OG0002610	XP_015439177.1	XP_035727179.1, XP_035727177.1
OG0002611	XP_015430862.1	XP_035729745.1, XP_035729746.1
OG0002612	XP_015432883.1	XP_035721530.1
OG0002613	XP_015429215.1	XP_035724117.1, XP_035724123.1
OG0002614	XP_015438794.1	XP_035717462.1
OG0002615	XP_015439145.1	XP_035730836.1, XP_035730835.1
OG0002616	XP_015432003.1	XP_035724665.1, XP_035724664.1
OG0002617	XP_015439144.1	XP_035722329.1, XP_035722326.1
OG0002618	XP_015439362.1	XP_035727410.1, XP_035727411.1, XP_035727409.1, XP_035727408.1
OG0002619	XP_015430441.1	XP_035717281.1
OG0002620	XP_015431730.1	XP_035738963.1
OG0002621	XP_015435057.1	XP_035733352.1
OG0002622	XP_015434427.1	XP_035736837.1
OG0002623	XP_015439778.1	XP_035732699.1
OG0002624	XP_015439132.1	XP_035739606.1, XP_035739607.1
OG0002626	XP_015430107.1	XP_035737034.1, XP_035737031.1
OG0002627	XP_015429889.1	XP_035722080.1
OG0002628	XP_015431956.1	XP_035723767.1
OG0002629	XP_015433216.1	XP_035735027.1, XP_035735026.1
OG0002630	XP_015430113.1	XP_035726715.1
OG0002631	XP_015439630.1	XP_035720218.1
OG0002632	XP_015428949.1	XP_035721620.1, XP_035721621.1, XP_035738499.1
OG0002633	XP_015433663.1	XP_035739326.1
OG0002634	XP_015434409.1	XP_035720884.1, XP_035720886.1
OG0002635	XP_015433356.1	XP_035718625.1
OG0002636	XP_015429816.1	XP_035735281.1
OG0002637	XP_015431613.1	XP_035727587.1
OG0002638	XP_015429698.1	XP_035737729.1
OG0002638	XP_015429706.1	XP_035737730.1
OG0002639	XP_015439574.1	XP_035742878.1, XP_035742869.1
OG0002640	XP_015430585.1, XP_015430582.1	XP_035743404.1
OG0002641	XP_015433536.1	XP_035724173.1
OG0002642	XP_015434035.1	XP_035731425.1
OG0002643	XP_015433261.1	XP_035730646.1
OG0002644	XP_015429046.1, XP_015429047.1	XP_035737334.1, XP_035737330.1
OG0002645	XP_015429858.1	XP_035722546.1
OG0002646	XP_015428765.1	XP_035732351.1
OG0002647	XP_015439757.1, XP_015438136.1	XP_035732129.1
OG0002648	XP_015431741.1	XP_035723600.1
