Orthogroup	Dufourea_novaeangliae	Nasonia_vitripennis
OG0000960	XP_015439746.1	XP_001607105.2
OG0000961	XP_015431047.1	XP_032456343.1, XP_016843235.1
OG0000962	XP_015430216.1	XP_031788739.1
OG0000963	XP_015436151.1	XP_032456701.1, XP_003426586.1, XP_001604685.1, XP_003426585.1
OG0000964	XP_015431708.1	XP_016839380.1
OG0000965	XP_015436410.1	XP_032455857.1
OG0000966	XP_015431135.1	XP_008202524.1, NP_001136335.1
OG0000967	XP_015430658.1	XP_031780321.1
OG0000968	XP_015432857.1	XP_032454505.1, XP_032454513.1
OG0000969	XP_015434414.1	XP_031782320.1
OG0000970	XP_015440451.1	XP_016839834.1
OG0000971	XP_015439434.1	XP_031787391.1, XP_001607922.1, XP_032456907.1, XP_016841184.1, XP_016841183.1, XP_001607916.2, XP_031787268.1, XP_032456901.1, XP_001607913.2
OG0000972	XP_015437318.1	XP_008211564.1
OG0000973	XP_015428696.1, XP_015428711.1, XP_015428704.1	XP_031784386.1
OG0000974	XP_015434065.1, XP_015434066.1	XP_008203039.1, XP_003425481.1
OG0000975	XP_015436879.1	XP_031781752.1
OG0000976	XP_015431992.1	XP_001606432.1
OG0000977	XP_015440051.1	XP_031785179.1, XP_016840542.1
OG0000978	XP_015435492.1	XP_008203197.1
OG0000979	XP_015438043.1	XP_008208358.1
OG0000980	XP_015429212.1	XP_031787265.1
OG0000981	XP_015438081.1	XP_008202998.3, XP_031783435.1
OG0000983	XP_015440002.1	XP_003427562.2
OG0000984	XP_015437704.1	XP_003424431.1
OG0000985	XP_015438344.1	XP_032452397.1, XP_032452396.1, XP_008204163.1, XP_001601701.1
OG0000986	XP_015439743.1	XP_016840806.1
OG0000986	XP_015439956.1	XP_008214937.1
OG0000987	XP_015440366.1	XP_016842371.1
OG0000988	XP_015430580.1	XP_003426713.1, XP_031787402.1
OG0000989	XP_015433625.1	XP_032456182.1, XP_031788590.1, XP_031788601.1, XP_031788596.1
OG0000990	XP_015438755.1	XP_031782876.1
OG0000992	XP_015428550.1, XP_015428548.1	XP_032456181.1, XP_032456180.1, XP_016841525.1, XP_016841521.1
OG0000993	XP_015429057.1	XP_001608053.1, XP_001608047.1
OG0000994	XP_015429081.1	XP_016839998.1
OG0000994	XP_015429135.1	XP_016838922.1
OG0000995	XP_015431356.1	NP_001153450.1, XP_032455945.1
OG0000996	XP_015435745.1, XP_015435744.1	XP_001607273.1
OG0000997	XP_015439771.1	XP_031785641.1
OG0000998	XP_015434647.1	XP_031778333.1, NP_001165927.1, NP_001165926.1, NP_001165925.1
OG0000999	XP_015430447.1	XP_001599305.1, XP_032456021.1, XP_032456020.1
OG0001000	XP_015429845.1, XP_015429844.1	XP_001608110.1
OG0001001	XP_015430747.1	XP_001603900.1, XP_032454168.1
OG0001002	XP_015434888.1	XP_031786462.1, XP_031786460.1, XP_031786461.1, XP_032454813.1
OG0001003	XP_015438385.1	XP_031786764.1, XP_031786766.1
OG0001004	XP_015437655.1	XP_008211009.1
OG0001005	XP_015439086.1	XP_008205600.1, XP_008205599.1, XP_016843090.1, XP_016843918.1
OG0001006	XP_015440539.1, XP_015440538.1	XP_031784848.1, XP_008211438.1
OG0001007	XP_015438960.1	XP_016842295.1, XP_031788072.1
OG0001008	XP_015438788.1	XP_031788711.1, XP_032458023.1, NP_001177963.1
OG0001009	XP_015436115.1	XP_016843552.1
OG0001009	XP_015437413.1	XP_031783374.1
OG0001010	XP_015438257.1	XP_001607395.1, XP_031776854.1, XP_003423973.1, XP_031776855.1, XP_032451638.1
OG0001011	XP_015430912.1	XP_001604770.2
OG0001012	XP_015433280.1	XP_031784899.1
OG0001013	XP_015439219.1	XP_031788641.1, XP_031788643.1, XP_031788642.1, XP_032456511.1, XP_032456512.1, XP_032456513.1, XP_032456514.1, XP_031788639.1, XP_031788644.1
OG0001014	XP_015429109.1	XP_032454056.1, XP_003428062.1, XP_032454054.1, XP_016845141.1, XP_016845139.1
OG0001015	XP_015436597.1	XP_003425592.1
OG0001015	XP_015436607.1	XP_001605584.2
OG0001016	XP_015433041.1	XP_001607384.2
OG0001016	XP_015437715.1	XP_001604992.1
OG0001017	XP_015429960.1	XP_001607039.2, XP_032451948.1
OG0001018	XP_015438190.1	NP_001155852.1
OG0001019	XP_015438862.1	XP_001608115.1, XP_016842095.1
OG0001020	XP_015429328.1	XP_031779052.1
OG0001021	XP_015436528.1	XP_001602210.1
OG0001022	XP_015430502.1, XP_015430500.1	XP_016836879.1
OG0001022	XP_015430405.1	XP_008215638.1
OG0001023	XP_015440486.1	XP_001599379.2
OG0001024	XP_015439080.1	XP_016837715.1, XP_003427454.1, XP_003427453.1, XP_003427452.1, XP_008211089.1, XP_008211088.1
OG0001025	XP_015431309.1	XP_031785398.1, XP_001606010.2
OG0001026	XP_015433750.1	XP_031778012.1
OG0001027	XP_015439987.1, XP_015439986.1, XP_015439985.1	XP_008214395.1, XP_032452523.1, XP_032452522.1, XP_032452521.1, XP_031779616.1
OG0001028	XP_015434970.1	XP_001604584.2
OG0001028	XP_015439622.1	XP_001604446.1
OG0001029	XP_015438690.1	XP_001607413.1, XP_032451642.1
OG0001030	XP_015439176.1	XP_003424575.2
OG0001031	XP_015430659.1	XP_016842453.1
OG0001032	XP_015437692.1	XP_001607807.1
OG0001032	XP_015438823.1	XP_001606710.1
OG0001033	XP_015438265.1	XP_008210877.1, XP_001601768.1, XP_032457048.1, XP_032457046.1
OG0001034	XP_015440115.1	XP_031784406.1, XP_031784407.1
OG0001035	XP_015429551.1	XP_001606861.1, XP_008203558.1
OG0001036	XP_015433741.1	XP_001607856.1
OG0001036	XP_015440403.1	XP_001605019.1
OG0001037	XP_015434444.1	XP_001601129.2
OG0001038	XP_015439893.1	XP_008207533.1, XP_003424853.1, XP_031778777.1
OG0001039	XP_015438726.1	XP_008206089.1, XP_032456318.1
OG0001040	XP_015435380.1, XP_015435379.1	XP_032458030.1, XP_032458031.1, XP_032458027.1, XP_032458029.1, XP_032458032.1, XP_003424668.1, XP_031788693.1, XP_031788694.1, XP_032458028.1, XP_032458033.1
OG0001041	XP_015437162.1	XP_031783039.1, NP_001136323.1
OG0001042	XP_015432407.1	XP_008203825.1
OG0001043	XP_015430045.1	XP_003424009.1, XP_016844819.1
OG0001044	XP_015436972.1	XP_003424621.1, XP_016836857.1
OG0001045	XP_015429608.1	XP_001606266.1
OG0001046	XP_015434583.1	XP_031789307.1, XP_031789309.1, XP_016844569.2
OG0001048	XP_015437438.1, XP_015437439.1, XP_015437440.1, XP_015437441.1, XP_015437443.1, XP_015437437.1	XP_008207429.3
OG0001049	XP_015436429.1, XP_015436428.1	XP_031784881.1, XP_031784883.1
OG0001050	XP_015435564.1	XP_031783816.1, XP_031783810.1
OG0001051	XP_015440522.1	XP_003427534.1, XP_016840524.1
OG0001052	XP_015439737.1	XP_001604954.1
OG0001054	XP_015430275.1	XP_016842506.1
OG0001055	XP_015428649.1, XP_015428648.1, XP_015428647.1	XP_031784964.1, XP_031784963.1
OG0001056	XP_015429671.1, XP_015429672.1	XP_008207347.1
OG0001057	XP_015439675.1	XP_001602018.1
OG0001058	XP_015431277.1	XP_032458090.1, XP_031789093.1
OG0001059	XP_015429445.1, XP_015439523.1	XP_008208155.1
OG0001060	XP_015430683.1	XP_031781772.1
OG0001061	XP_015439606.1, XP_015439605.1, XP_015439604.1	XP_031786543.1
OG0001063	XP_015433110.1	XP_031787733.1
OG0001064	XP_015434494.1	XP_031787506.1
OG0001065	XP_015438348.1	XP_001604056.2, XP_003427340.1
OG0001067	XP_015440478.1, XP_015440480.1	XP_001600313.2
OG0001068	XP_015429851.1	XP_016842107.1, XP_031784716.1
OG0001069	XP_015438935.1	XP_032453326.1, XP_008216452.1, XP_008216451.1, XP_008216448.1, XP_032453327.1, XP_001603550.2
OG0001070	XP_015435416.1	XP_001607507.3
OG0001071	XP_015436206.1	XP_016842081.1
OG0001072	XP_015428646.1, XP_015428520.1	XP_031784957.1
OG0001073	XP_015439548.1	XP_003423859.1
OG0001073	XP_015439514.1	XP_031776847.1
OG0001074	XP_015435822.1	XP_008209334.1
OG0001074	XP_015435786.1	XP_031779121.1
OG0001075	XP_015436519.1	XP_031782154.1, XP_016839209.1, XP_031782151.1, XP_031782150.1, XP_031782153.1, XP_031782152.1
OG0001076	XP_015436502.1	XP_016837510.1, XP_016837509.1, XP_032453442.1
OG0001077	XP_015438675.1	XP_032453049.1
OG0001078	XP_015431398.1	XP_008210269.1, XP_008210270.1, XP_008210271.1, XP_016843990.1, XP_016843989.1
OG0001079	XP_015440017.1	XP_008211650.1, XP_016840479.1, XP_008211646.1, XP_008211647.1, XP_016840480.1
OG0001081	XP_015438910.1	XP_001607983.2, XP_031788174.2
OG0001082	XP_015432945.1	XP_008214725.1
OG0001083	XP_015439190.1	XP_031788178.1, XP_032457083.1, XP_031788180.1, XP_008215778.1, XP_008215779.1, XP_016842828.1, XP_031788177.1, XP_031788179.1
OG0001084	XP_015439092.1	XP_016838352.1, XP_003425934.1
OG0001085	XP_015433251.1, XP_015433250.1, XP_015433249.1	XP_031784469.1, XP_008211614.1, XP_032455784.1, XP_032455786.1, XP_032455785.1, XP_031784470.1, XP_031784471.1, XP_001606977.1
OG0001086	XP_015430723.1, XP_015430724.1, XP_015430725.1, XP_015430726.1	XP_032453207.1, XP_001605628.1, XP_008204328.1, XP_008204329.1
OG0001087	XP_015439251.1	XP_003426616.1, XP_003426618.1, XP_032456285.1, XP_032456284.1
OG0001090	XP_015430665.1, XP_015430664.1, XP_015430663.1	XP_032457605.1, XP_032457606.1, XP_001600472.1, XP_032457607.1
OG0001091	XP_015429760.1	XP_031785408.1, XP_016840416.1
OG0001092	XP_015433886.1, XP_015433879.1	XP_001605819.1
OG0001093	XP_015431393.1, XP_015431394.1	XP_003427218.4, XP_031779285.1
OG0001094	XP_015432999.1	XP_031782503.1, XP_008213609.1
OG0001095	XP_015433991.1	XP_032457727.1
OG0001096	XP_015430260.1	XP_003425115.1, XP_031782797.1
OG0001097	XP_015438468.1, XP_015438467.1	XP_003424766.1
OG0001098	XP_015432197.1	XP_031789531.1, XP_001603423.1, XP_016842518.1, XP_016842523.1
OG0001099	XP_015435245.1	XP_031787397.1
OG0001100	XP_015432039.1	XP_031783420.1
OG0001101	XP_015437372.1	XP_001600262.1
OG0001102	XP_015439559.1	XP_032457645.1, XP_001602465.1
OG0001103	XP_015437469.1	XP_001607402.1
OG0001104	XP_015440021.1	XP_016840630.1
OG0001105	XP_015431851.1	NP_001165930.1
OG0001106	XP_015436611.1	NP_001165789.1
OG0001107	XP_015430937.1, XP_015430936.1	XP_016842156.1
OG0001108	XP_015430476.1	XP_032457359.1, XP_031778262.1
OG0001109	XP_015430549.1	XP_001606469.2
OG0001110	XP_015437037.1	XP_031788465.1
OG0001111	XP_015432987.1	XP_016839633.1
OG0001112	XP_015435253.1	XP_031778614.1
OG0001113	XP_015440030.1, XP_015440029.1	XP_031786692.1
OG0001115	XP_015430909.1	XP_001606127.2
OG0001116	XP_015435142.1	XP_001607643.1
OG0001117	XP_015438541.1	XP_008217800.1, XP_001605901.2
OG0001118	XP_015429117.1	XP_031782585.1, XP_032453978.1, XP_008203783.1
OG0001119	XP_015436536.1	XP_003425014.1, XP_001602619.1, XP_016843971.1
OG0001120	XP_015436692.1	XP_001604234.2
OG0001121	XP_015432861.1	XP_031782800.1, XP_031782801.1, XP_031782799.1
OG0001122	XP_015433096.1	XP_008209601.1
OG0001123	XP_015437977.1	XP_003424977.1
OG0001124	XP_015438358.1	XP_031788510.1
OG0001125	XP_015429880.1	XP_003425026.1
OG0001126	XP_015429255.1	XP_003424309.3
OG0001127	XP_015438281.1, XP_015438279.1	XP_031779496.1, XP_031779495.1
OG0001128	XP_015429793.1	XP_031784571.1, XP_003426947.1, XP_008208751.1
OG0001128	XP_015430023.1	XP_031781216.1
OG0001129	XP_015431987.1	XP_008206205.1, XP_008206206.1
OG0001130	XP_015432310.1	XP_008214357.1
OG0001132	XP_015430844.1	XP_008205312.1, XP_032453720.1
OG0001133	XP_015434384.1	XP_008203489.1
OG0001134	XP_015428627.1	XP_008211472.1
OG0001135	XP_015436846.1	XP_008212599.2
OG0001137	XP_015434120.1	XP_008208627.1, XP_032452285.1, XP_032452284.1, XP_008208620.1
OG0001138	XP_015440516.1	XP_008211425.1, XP_031784853.1
OG0001139	XP_015432496.1	XP_032455231.1, XP_016845441.1, XP_001605918.1
OG0001140	XP_015431625.1	XP_001604284.1
OG0001141	XP_015428712.1	NP_001234899.1, XP_008209307.1
OG0001142	XP_015430391.1	XP_001599805.2, XP_008213880.1, XP_008213879.1, XP_008213881.1
OG0001143	XP_015437639.1	XP_008214909.1
OG0001144	XP_015430186.1	XP_031787271.1
OG0001145	XP_015436145.1	XP_016840554.1
OG0001146	XP_015439721.1	XP_001603986.1
OG0001146	XP_015440143.1	XP_001604010.1
OG0001147	XP_015429658.1	XP_016839832.1
OG0001148	XP_015435482.1	XP_008206679.1
OG0001149	XP_015437736.1	XP_003426568.1
OG0001150	XP_015431706.1, XP_015431705.1	XP_008205817.1, XP_001600445.1
OG0001151	XP_015435577.1	XP_003427238.1, XP_001606424.1
OG0001152	XP_015428951.1	XP_031784874.1
OG0001153	XP_015431781.1	XP_031783844.1, XP_031783841.1
OG0001154	XP_015434924.1, XP_015434922.1	XP_008206054.1, XP_032456325.1
OG0001155	XP_015429037.1	XP_008213582.1, XP_008213583.1, XP_008213584.1, XP_001606200.2
OG0001156	XP_015438608.1	XP_016841496.1
OG0001157	XP_015429042.1	XP_032453390.1, XP_032453389.1, XP_008204796.2, XP_031780242.1, XP_031780240.1
OG0001158	XP_015438264.1	XP_003423881.1
OG0001159	XP_015437279.1	XP_008204614.1, XP_008204613.1, XP_008204612.1, XP_008204616.1, XP_008204615.1
OG0001160	XP_015439543.1	XP_031783145.1
OG0001161	XP_015434186.1	XP_016842404.1
OG0001162	XP_015440107.1	XP_008211291.1, XP_008211292.1
OG0001163	XP_015433801.1, XP_015433802.1	XP_031778211.1, XP_008213835.1, XP_008213832.1
OG0001165	XP_015431293.1	XP_031785004.1, XP_031785017.1, XP_032455050.1
OG0001166	XP_015434509.1	XP_008202132.3, XP_016842558.1
OG0001167	XP_015431079.1	XP_001599700.1, XP_032453011.1
OG0001169	XP_015434074.1	XP_016837166.1
OG0001170	XP_015440109.1	XP_008208390.2
OG0001172	XP_015440157.1	XP_016837981.1, XP_016837977.1
OG0001173	XP_015430095.1	XP_008213758.1, XP_008214128.1, XP_031785628.1, XP_008208564.1, XP_031782630.1, XP_032453793.1, XP_008208561.1, XP_008208563.1, XP_008208562.1
OG0001174	XP_015434999.1, XP_015432220.1, XP_015432221.1	XP_003427068.2
OG0001175	XP_015437682.1	XP_032451865.1
OG0001176	XP_015428980.1	XP_001606359.1, XP_008213597.1, XP_003424237.1, XP_008213598.1, XP_008213599.1, XP_032454441.1
OG0001178	XP_015432042.1	NP_001154998.1, XP_008203713.1
OG0001179	XP_015433439.1	XP_016844755.1
OG0001180	XP_015434367.1, XP_015434364.1	XP_031780373.1, XP_031780359.1, XP_031780372.1
OG0001181	XP_015431189.1, XP_015431190.1	XP_003426398.1
OG0001182	XP_015436546.1	XP_031788317.1, XP_031788315.1
OG0001183	XP_015435918.1, XP_015435916.1	XP_031781172.1, XP_031781176.1
OG0001184	XP_015431102.1	XP_008206018.1, XP_008206017.1
OG0001186	XP_015430528.1	XP_031778274.1
OG0001187	XP_015430468.1, XP_015430469.1	XP_031789618.1, NP_001177861.1, XP_032455508.1
OG0001188	XP_015431928.1	XP_008211659.1, XP_008211660.1
OG0001189	XP_015430238.1	XP_031778557.1
OG0001190	XP_015437836.1	XP_031787754.1
OG0001193	XP_015430850.1	XP_032453254.1, XP_031780138.1
OG0001195	XP_015434567.1	XP_031780477.1
OG0001198	XP_015435697.1	XP_001603648.2
OG0001199	XP_015438166.1	XP_016845582.1, XP_001603603.1, XP_008210843.1, XP_008210844.1, XP_031783743.1
OG0001201	XP_015432185.1, XP_015432184.1, XP_015432183.1	XP_031789517.1
OG0001202	XP_015436552.1	XP_001605991.1
OG0001203	XP_015431891.1	XP_031786379.1, XP_031786388.1
OG0001203	XP_015435254.1	XP_031778235.1
OG0001204	XP_015438592.1	XP_016845347.1
OG0001205	XP_015439419.1	XP_016845249.1
OG0001205	XP_015436179.1	XP_001608005.2
OG0001206	XP_015429839.1	NP_001164440.1, XP_016840293.1, XP_016840141.1, NP_001164439.1, XP_016840415.1, XP_016840420.1, XP_001603374.2, XP_001603488.1
OG0001207	XP_015434630.1	XP_001600298.1, XP_032451746.1, XP_016845612.1
OG0001209	XP_015436787.1	XP_008204166.1, XP_001602028.2
OG0001209	XP_015433630.1	XP_003424051.1
OG0001210	XP_015429511.1	XP_032451692.1
OG0001211	XP_015435190.1	XP_031780375.1, XP_032451743.1, XP_031787419.1, XP_001599348.1
OG0001212	XP_015432821.1	XP_003427293.1, XP_031782068.1, XP_016840065.1
OG0001214	XP_015436578.1	XP_031788610.1, NP_001153354.1
OG0001215	XP_015439104.1	XP_001606085.1
OG0001216	XP_015436801.1	XP_008212669.1, XP_008212668.1, XP_001607154.1, XP_003424094.1
OG0001217	XP_015428454.1	XP_008208960.1, XP_008208961.1, XP_032457629.1, XP_008208957.1
OG0001218	XP_015432038.1	XP_031780901.1, XP_031780894.1
OG0001219	XP_015432683.1, XP_015432684.1	XP_001600086.1, XP_016839466.1
OG0001220	XP_015432670.1	XP_032451978.1
OG0001222	XP_015437978.1	XP_003424722.1
OG0001223	XP_015432643.1	XP_031783617.1
OG0001224	XP_015432729.1	XP_031783437.1, XP_001606683.2
OG0001226	XP_015433780.1, XP_015433779.1	XP_003423948.1
OG0001228	XP_015437959.1, XP_015437956.1, XP_015437957.1, XP_015437958.1	XP_008206068.1, XP_016841318.1, XP_031786999.1
OG0001229	XP_015429715.1, XP_015429716.1	NP_001153391.1, XP_031787432.1
OG0001230	XP_015439809.1, XP_015439808.1	XP_031779835.1
OG0001231	XP_015428621.1	XP_003424718.1
OG0001232	XP_015437160.1	XP_008201738.1
OG0001233	XP_015431474.1	XP_016841983.1
OG0001234	XP_015437820.1, XP_015437818.1	XP_031789576.1, XP_016838011.1, XP_008215436.1, XP_008215437.1, XP_001606923.2
OG0001236	XP_015433344.1, XP_015433343.1	XP_008214895.1, XP_032455166.1, XP_032455167.1, XP_008214894.1
OG0001237	XP_015438822.1	XP_008203577.1
OG0001238	XP_015433532.1	XP_016839677.1, XP_031778698.1
OG0001239	XP_015429453.1, XP_015429452.1	XP_031783524.1
OG0001240	XP_015438883.1, XP_015438882.1	XP_032452317.1
OG0001241	XP_015436535.1	XP_008202652.1
OG0001242	XP_015438224.1, XP_015438225.1, XP_015438222.1	XP_031782443.1
OG0001244	XP_015437313.1	XP_001598989.2
OG0001245	XP_015430823.1	XP_031778442.1, XP_016844253.1, XP_016844252.1
OG0001246	XP_015431442.1	XP_001603526.2
OG0001247	XP_015438506.1	XP_031786079.1
OG0001248	XP_015431131.1	XP_003426352.2
OG0001249	XP_015429969.1	XP_001606387.1
OG0001250	XP_015430420.1	XP_008203591.2
OG0001251	XP_015439312.1	XP_031783143.1
OG0001251	XP_015439687.1	XP_016839272.1
OG0001253	XP_015436543.1	XP_032454163.1, XP_001604499.2
OG0001254	XP_015433626.1	XP_001601661.3, XP_016837527.1
OG0001255	XP_015437600.1	XP_031786642.1, XP_016845322.1, XP_031786647.1, XP_031786649.1, XP_031786645.1, XP_031786646.1, XP_031786644.1, XP_031786643.1
OG0001256	XP_015437215.1	XP_008216603.1
OG0001256	XP_015437216.1	XP_001607669.1
OG0001257	XP_015428710.1	XP_001605171.1
OG0001258	XP_015430648.1	XP_031785068.1
OG0001259	XP_015438736.1	XP_001602978.1
OG0001259	XP_015438759.1	XP_008210873.2
OG0001260	XP_015434802.1	XP_031784155.1
OG0001261	XP_015436130.1	XP_003426500.1
OG0001262	XP_015438742.1	XP_003427006.1
OG0001263	XP_015436360.1	XP_032455387.1, XP_031785199.1, XP_031785198.1, XP_031785197.1, XP_031785196.1
OG0001264	XP_015436315.1	XP_008210590.1, XP_032455062.1, XP_031785022.1, XP_001604690.1, XP_008210588.1, XP_008210589.1
OG0001265	XP_015437878.1	XP_001603835.2
OG0001266	XP_015433275.1	XP_031785041.1
OG0001267	XP_015437512.1	XP_016838148.1
OG0001267	XP_015437502.1	XP_016838147.1
OG0001268	XP_015430584.1, XP_015429366.1	XP_008204079.1
OG0001269	XP_015430000.1	XP_008212176.1, XP_008212177.1
OG0001270	XP_015428931.1, XP_015428930.1, XP_015428932.1	XP_001607738.1, XP_003423835.1
OG0001271	XP_015434064.1	XP_016839228.2, XP_001603100.3, XP_032453914.1
OG0001272	XP_015429233.1	NP_001128394.1
OG0001273	XP_015440200.1, XP_015440199.1	XP_031779768.1
OG0001274	XP_015439823.1	XP_032455581.1, XP_008211194.1
OG0001275	XP_015434895.1	XP_016843922.1, XP_016843921.1
OG0001277	XP_015437104.1	XP_032452715.1, XP_031778793.1, XP_016838376.1
OG0001278	XP_015439344.1	XP_001607447.1
OG0001279	XP_015431712.1	XP_031784720.1
OG0001280	XP_015435160.1	XP_001603582.2, XP_008216915.1
OG0001281	XP_015436211.1	XP_008215096.2
OG0001282	XP_015428909.1, XP_015428908.1	XP_031778437.1
OG0001283	XP_015429429.1, XP_015429428.1	XP_031788385.1, XP_031788374.1
OG0001284	XP_015435944.1, XP_015435945.1	XP_031779643.1
OG0001286	XP_015431910.1	XP_001602489.1
OG0001287	XP_015433020.1, XP_015433021.1	XP_016845176.2
OG0001288	XP_015436739.1	XP_001600075.1
OG0001289	XP_015439418.1	XP_001603940.1, XP_008202665.1, XP_008202664.1
OG0001290	XP_015433178.1	XP_001605003.2
OG0001291	XP_015438650.1	XP_016845465.1
OG0001292	XP_015439215.1	XP_016844342.1
OG0001293	XP_015438430.1	XP_001605773.2
OG0001294	XP_015437976.1	XP_031784398.1, NP_001177860.1
OG0001295	XP_015436164.1	XP_031785480.1
OG0001296	XP_015434751.1	XP_031780598.1
OG0001298	XP_015436157.1	XP_001603521.1
OG0001299	XP_015438126.1	XP_001603317.1
OG0001300	XP_015432681.1, XP_015432680.1	XP_001605636.1, XP_008203410.1, XP_008203409.1, XP_008203412.1, XP_032453849.1, XP_032453850.1, XP_001601102.1
OG0001301	XP_015437879.1	XP_001602613.1
OG0001302	XP_015432865.1, XP_015432822.1	XP_032455800.1, XP_016840440.1
OG0001303	XP_015429458.1	XP_031782037.1, XP_031782039.1
OG0001304	XP_015432495.1	XP_032452034.1, XP_001602365.1
OG0001305	XP_015434388.1, XP_015434386.1	XP_031789469.1
OG0001306	XP_015438568.1, XP_015438567.1	XP_031786527.1, XP_031786524.1
OG0001307	XP_015439283.1	XP_016838472.1, XP_016838468.1
OG0001308	XP_015434718.1	XP_031780394.1, XP_016837698.1, XP_008204950.1, XP_016837697.1, XP_031780395.1
OG0001310	XP_015440120.1	XP_016841187.1
OG0001312	XP_015428775.1, XP_015428777.1, XP_015428776.1	XP_001604271.1
OG0001313	XP_015433469.1	XP_001603048.1
OG0001314	XP_015434639.1	XP_031783093.1, XP_016839081.1
OG0001315	XP_015439125.1	XP_008216865.1, XP_032456015.1
OG0001316	XP_015432954.1	XP_008206800.1
OG0001317	XP_015431735.1	XP_001604048.2
OG0001318	XP_015436273.1	XP_031784182.1
OG0001320	XP_015430263.1	XP_016845887.1, XP_008214189.1, XP_001599838.1
OG0001321	XP_015437485.1	XP_016843637.1
OG0001322	XP_015439957.1	XP_001606712.2, XP_031784354.1
OG0001323	XP_015429395.1	XP_001600757.1
OG0001323	XP_015429394.1	XP_001600857.1
OG0001324	XP_015437623.1	XP_031778431.1, XP_031779772.1, XP_031784078.1, XP_031783013.1
OG0001328	XP_015438483.1	NP_001127781.1, XP_008201861.1
OG0001329	XP_015434492.1, XP_015434493.1	XP_001602942.2
