Orthogroup	Tribolium_castaneum	Nomia_melanderi
OG0001113	XP_966673.1	XP_031831416.1, XP_031831417.1, XP_031831418.1
OG0001114	XP_966885.1, XP_008191103.1	XP_031831044.1, XP_031831046.1, XP_031831045.1
OG0001115	XP_968555.2	XP_031830931.1
OG0001116	XP_008199210.1	XP_031846067.1, XP_031846038.1, XP_031846058.1, XP_031846048.1
OG0001117	XP_008199836.1	XP_031830687.1
OG0001118	XP_972023.1	XP_031834629.1, XP_031834628.1
OG0001119	XP_015833676.1	XP_031838472.1
OG0001120	XP_008195678.2	XP_031831331.1
OG0001121	NP_001107840.1, XP_008201496.1	XP_031839433.1
OG0001122	XP_968775.1	XP_031847284.1, XP_031847283.1, XP_031847279.1, XP_031847281.1, XP_031847282.1
OG0001123	XP_008198553.1	XP_031844785.1, XP_031844784.1
OG0001124	XP_975636.1	XP_031830551.1, XP_031830549.1, XP_031830548.1, XP_031830550.1, XP_031830553.1, XP_031830552.1, XP_031830555.1, XP_031830554.1, XP_031830556.1, XP_031830547.1
OG0001125	XP_008190532.1, XP_008190533.1, XP_008190535.1, XP_008190536.1, XP_008190537.1, XP_015833013.1	XP_031840553.1
OG0001126	XP_971282.1, XP_015836202.1	XP_031841826.1
OG0001127	XP_008198191.1	XP_031840334.1, XP_031840329.1
OG0001128	XP_008190655.1	XP_031826517.1
OG0001129	XP_008195074.1	XP_031838917.1
OG0001130	XP_968477.1	XP_031847625.1, XP_031847624.1, XP_031847623.1, XP_031847622.1
OG0001131	XP_015840650.1, XP_008199422.1	XP_031837293.1, XP_031837292.1
OG0001132	XP_967011.1	XP_031845080.1, XP_031845081.1
OG0001134	XP_008194083.1	XP_031840038.1, XP_031840041.1
OG0001135	XP_968753.2	XP_031837433.1
OG0001137	XP_008198456.2	XP_031848945.1
OG0001138	XP_974752.2	XP_031838555.1
OG0001139	XP_973786.1, XP_015835878.1	XP_031842876.1
OG0001140	XP_971142.1	XP_031845600.1
OG0001141	NP_001103250.1, NP_001103249.1, NP_001103248.1	XP_031841202.1, XP_031841200.1
OG0001142	XP_008193039.1	XP_031827112.1, XP_031827109.1
OG0001143	XP_969623.1	XP_031835896.1, XP_031835895.1, XP_031835894.1
OG0001144	NP_001280546.1	XP_031843271.1
OG0001145	XP_973829.1	XP_031839132.1
OG0001146	XP_967210.1	XP_031831248.1
OG0001147	XP_008201711.1	XP_031828878.1
OG0001148	XP_008191864.1	XP_031848863.1, XP_031849785.1, XP_031849782.1, XP_031849783.1, XP_031849787.1, XP_031849786.1, XP_031849784.1
OG0001149	XP_008193472.1	XP_031849266.1
OG0001150	XP_968505.1	XP_031842218.1
OG0001151	XP_008194307.1	XP_031849993.1, XP_031849994.1, XP_031849989.1, XP_031849992.1, XP_031849990.1
OG0001152	XP_015835806.1	XP_031847827.1, XP_031847828.1, XP_031847824.1, XP_031847825.1
OG0001154	XP_015840392.1, XP_008195259.1	XP_031842837.1, XP_031842832.1
OG0001155	XP_008192108.1, XP_008192109.1, XP_974039.1	XP_031834568.1, XP_031834567.1
OG0001156	XP_008192296.1	XP_031830479.1
OG0001157	XP_970548.1, XP_008199067.1	XP_031837473.1
OG0001158	XP_008197031.1, NP_001164280.1	XP_031840384.1, XP_031840385.1, XP_031840382.1, XP_031840383.1, XP_031840386.1
OG0001159	XP_008199533.1	XP_031835542.1
OG0001160	XP_972545.1	XP_031833230.1, XP_031833229.1, XP_031833231.1
OG0001161	NP_001164093.1	XP_031832965.1, XP_031832966.1
OG0001161	XP_008198406.1	XP_031832964.1
OG0001163	XP_008196669.1, XP_972490.2	XP_031848227.1, XP_031848226.1
OG0001164	XP_001815875.1	XP_031848108.1, XP_031848107.1, XP_031848106.1, XP_031848112.1, XP_031848111.1, XP_031848105.1, XP_031848109.1
OG0001165	XP_015835803.1, XP_008193882.1	XP_031831004.1
OG0001166	XP_008191785.1, XP_015833648.1, XP_015833649.1	XP_031843554.1
OG0001167	XP_008190526.1	XP_031839058.1
OG0001168	XP_008194043.1, NP_001129235.1	XP_031829250.1, XP_031829251.1, XP_031829252.1
OG0001169	XP_971976.1, XP_008195314.1	XP_031833074.1, XP_031833075.1, XP_031833076.1
OG0001170	XP_008195103.1	XP_031831612.1, XP_031831613.1, XP_031831614.1, XP_031831615.1, XP_031831616.1, XP_031831617.1, XP_031831610.1, XP_031831611.1
OG0001171	XP_008201706.1, XP_008201707.1	XP_031828829.1, XP_031828826.1
OG0001172	XP_015835716.1, XP_015835718.1	XP_031825538.1
OG0001173	XP_008191324.1	XP_031841957.1
OG0001174	XP_971424.1	XP_031831463.1, XP_031827409.1
OG0001175	XP_008200383.1	XP_031828128.1
OG0001176	XP_972928.1	XP_031834937.1
OG0001178	XP_975464.2	XP_031839757.1
OG0001179	XP_008198975.1, XP_971602.1	XP_031831151.1
OG0001180	XP_008198633.1	XP_031836832.1
OG0001181	XP_008191878.1	XP_031836645.1, XP_031836646.1
OG0001182	XP_015840100.1, XP_015840102.1	XP_031828845.1
OG0001183	XP_008193529.1	XP_031840853.1, XP_031840854.1, XP_031840856.1
OG0001184	XP_008201701.1, XP_015840686.1	XP_031838856.1, XP_031838836.1
OG0001186	XP_969063.1	XP_031829896.1, XP_031829894.1
OG0001187	XP_968896.1, XP_015835887.1	XP_031830169.1
OG0001188	XP_001816493.1, XP_015837546.1, XP_015837545.1	XP_031833789.1
OG0001189	XP_008194526.1	XP_031837106.1
OG0001190	XP_008199702.1, XP_008199701.1	XP_031834554.1
OG0001191	XP_008201559.2, NP_001165842.1	XP_031843053.1
OG0001193	XP_967266.2	XP_031845506.1
OG0001195	XP_008195388.1, XP_008195387.1	XP_031847247.1
OG0001197	XP_015840919.1, XP_008201266.1, XP_008201358.1	XP_031827328.1, XP_031827325.1, XP_031827322.1
OG0001198	XP_008192533.1	XP_031846224.1
OG0001199	XP_008190901.1	XP_031828008.1, XP_031828010.1, XP_031828009.1
OG0001201	XP_967431.2	XP_031841542.1, XP_031841541.1
OG0001202	XP_008198196.1, XP_969574.1, XP_970203.1	XP_031828823.1
OG0001203	XP_008198168.2, XP_015837354.1	XP_031833769.1, XP_031839454.1
OG0001204	XP_015835914.1	XP_031841233.1, XP_031841236.1, XP_031841235.1, XP_031841231.1, XP_031841229.1, XP_031841230.1, XP_031841227.1, XP_031841228.1, XP_031841234.1
OG0001205	XP_015832961.1	XP_031842950.1, XP_031835196.1
OG0001206	XP_968926.1, XP_008192540.1, XP_008192547.1	XP_031825983.1, XP_031825985.1
OG0001207	XP_008193742.1	XP_031841330.1, XP_031841333.1
OG0001208	XP_008195493.1, XP_008195494.1, XP_008195495.1, XP_015836894.1, XP_015836892.1, XP_015836893.1	XP_031825285.1
OG0001211	XP_969398.1, XP_015836279.1, XP_015839975.1, XP_015839976.1, XP_008196675.1	XP_031826484.1
OG0001214	XP_008200001.1, XP_975934.1	XP_031846977.1
OG0001215	XP_968957.1	XP_031832928.1
OG0001216	XP_015839295.1	XP_031828028.1, XP_031828030.1, XP_031828029.1
OG0001217	XP_008192863.1	XP_031826724.1
OG0001218	XP_008201334.1	XP_031849120.1, XP_031849119.1, XP_031849122.1, XP_031849121.1
OG0001219	XP_001816128.1	XP_031827401.1
OG0001220	XP_972076.1	XP_031827100.1
OG0001221	XP_008190388.1, XP_008190385.1, XP_008190387.2, XP_971157.1	XP_031834094.1
OG0001222	XP_968714.2	XP_031842497.1
OG0001223	XP_967177.1	XP_031838610.1, XP_031838616.1, XP_031838615.1, XP_031838617.1, XP_031838611.1, XP_031838614.1, XP_031838613.1, XP_031838609.1
OG0001224	XP_008191038.1, XP_975446.1	XP_031827291.1
OG0001225	XP_972067.1	XP_031830495.1, XP_031830486.1, XP_031830477.1, XP_031830504.1
OG0001226	XP_974453.1	XP_031843526.1, XP_031843549.1, XP_031843535.1
OG0001228	XP_008197675.1	XP_031842589.1, XP_031842580.1
OG0001229	XP_973115.2	XP_031828490.1, XP_031828489.1
OG0001230	XP_967571.1	XP_031825407.1, XP_031825406.1, XP_031825408.1, XP_031825409.1
OG0001231	XP_008197759.1, XP_008197754.1	XP_031827719.1
OG0001232	XP_008190354.1	XP_031826003.1
OG0001233	XP_008190817.1	XP_031850380.1, XP_031850381.1
OG0001234	XP_972865.2	XP_031836380.1
OG0001236	XP_970017.1, XP_008194730.1	XP_031831459.1, XP_031831458.1
OG0001237	XP_970990.1, XP_970935.1, XP_008198405.1, XP_008201442.1, XP_008201445.1	XP_031835562.1
OG0001238	XP_015840481.1, XP_008199848.1	XP_031829656.1
OG0001239	XP_969339.3	XP_031847045.1, XP_031847044.1, XP_031847043.1
OG0001240	XP_008196847.1	XP_031835644.1
OG0001241	XP_008196700.1, NP_001280495.1	XP_031838566.1, XP_031838572.1
OG0001242	XP_015837308.1, XP_015837309.1	XP_031828137.1
OG0001243	XP_968084.1	XP_031835758.1
OG0001244	XP_974073.3	XP_031835620.1, XP_031835617.1, XP_031835622.1, XP_031835621.1, XP_031835618.1, XP_031835616.1
OG0001245	XP_968503.1	XP_031828886.1
OG0001246	XP_008191948.1, XP_008191947.1	XP_031829204.1
OG0001247	XP_969111.2	XP_031835908.1
OG0001248	XP_975017.2	XP_031837941.1, XP_031837940.1
OG0001249	XP_975542.1	XP_031828276.1, XP_031828272.1, XP_031828274.1, XP_031828271.1, XP_031828275.1
OG0001250	XP_015835066.1, XP_015835069.1, XP_015835068.1, XP_015835067.1, XP_008191723.1, XP_015835064.1, XP_015835065.1	XP_031830099.1
OG0001251	XP_008198694.1, XP_015839507.1, XP_015839508.1	XP_031845850.1, XP_031846025.1
OG0001252	XP_008201627.1	XP_031842610.1
OG0001253	XP_008198623.1, XP_008198621.1	XP_031849889.1, XP_031849887.1, XP_031849890.1, XP_031849891.1, XP_031849888.1, XP_031849893.1
OG0001254	XP_008200349.1, XP_015839691.1	XP_031836877.1
OG0001255	XP_015839682.1, NP_001280536.1	XP_031836220.1, XP_031836222.1
OG0001256	XP_015840550.1	XP_031847031.1, XP_031847017.1
OG0001257	XP_972977.1, XP_973010.2	XP_031841207.1
OG0001258	NP_001034507.1	XP_031829338.1, XP_031829337.1
OG0001259	XP_968406.2	XP_031843405.1
OG0001260	XP_974043.1, XP_015835245.1	XP_031842792.1
OG0001261	XP_969615.1	XP_031835191.1, XP_031835190.1
OG0001262	XP_015836277.1	XP_031836705.1, XP_031836706.1, XP_031836704.1, XP_031836707.1
OG0001263	XP_008194044.1, XP_966465.1	XP_031844282.1, XP_031844255.1, XP_031844290.1, XP_031844273.1, XP_031844265.1
OG0001264	XP_008199359.1	XP_031837645.1
OG0001265	XP_008198824.1, XP_015839576.1, XP_008198826.1	XP_031850564.1
OG0001267	XP_008193924.1, XP_015835758.1, XP_008193926.1	XP_031829944.1
OG0001268	XP_001812645.1	XP_031848041.1, XP_031837915.1
OG0001269	XP_008199240.1	XP_031828356.1
OG0001270	XP_008195264.1	XP_031847869.1, XP_031847871.1, XP_031847870.1
OG0001271	XP_015837418.1	XP_031833039.1
OG0001273	XP_008196928.2, XP_008194333.1, XP_015835670.1	XP_031825300.1
OG0001274	XP_971741.1	XP_031831250.1, XP_031831253.1, XP_031831252.1
OG0001275	XP_015838616.1, XP_008200892.1, XP_015838623.1, XP_008200889.1	XP_031843127.1, XP_031843122.1, XP_031843120.1, XP_031843126.1, XP_031843125.1, XP_031843123.1, XP_031843124.1, XP_031843121.1, XP_031843118.1, XP_031843129.1, XP_031843128.1
OG0001278	XP_968260.1	XP_031842631.1, XP_031842630.1
OG0001279	XP_015833552.1	XP_031834340.1, XP_031834334.1
OG0001280	XP_968053.2, XP_008192425.1	XP_031836378.1, XP_031836376.1, XP_031836377.1
OG0001281	XP_008200663.1	XP_031841211.1, XP_031841217.1, XP_031841213.1
OG0001282	XP_968795.1	XP_031843834.1
OG0001283	XP_008195901.1	XP_031826033.1, XP_031826039.1
OG0001284	XP_015835521.1, XP_008200427.2	XP_031840888.1, XP_031840892.1
OG0001286	XP_973603.2	XP_031837251.1, XP_031837249.1, XP_031837250.1
OG0001288	XP_008195503.1	XP_031846235.1
OG0001289	XP_972155.1	XP_031832117.1, XP_031832116.1, XP_031832118.1
OG0001291	XP_973702.2	XP_031827458.1
OG0001293	XP_967850.1	XP_031830818.1, XP_031830817.1, XP_031830816.1
OG0001294	XP_008190438.1	XP_031843176.1
OG0001295	XP_015837736.1, XP_008199992.1, XP_015837734.1, XP_015837735.1, XP_008197104.1, XP_015838076.1, XP_966433.1	XP_031838158.1, XP_031838161.1
OG0001298	XP_001814199.1	XP_031840360.1, XP_031840352.1
OG0001299	XP_008190539.1	XP_031828141.1, XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828151.1, XP_031828146.1, XP_031828145.1
OG0001300	XP_971886.1	XP_031826697.1, XP_031826698.1, XP_031826700.1, XP_031826701.1
OG0001301	XP_971367.2	XP_031837166.1
OG0001302	XP_015839006.1	XP_031839445.1
OG0001303	XP_015833856.1	XP_031836036.1, XP_031836031.1
OG0001304	XP_008201630.1	XP_031842733.1, XP_031842732.1
OG0001305	XP_015834192.1	XP_031826008.1, XP_031826009.1
OG0001306	XP_015835234.1, XP_015835237.1	XP_031835907.1, XP_031835905.1
OG0001307	XP_015835558.1	XP_031831249.1
OG0001308	XP_008200820.1	XP_031849959.1, XP_031849958.1, XP_031849961.1, XP_031849960.1
OG0001310	XP_975420.1	XP_031831402.1, XP_031831401.1, XP_031831398.1, XP_031831397.1, XP_031831400.1, XP_031831399.1, XP_031831395.1, XP_031831396.1
OG0001312	XP_974931.1	XP_031829840.1, XP_031829839.1
OG0001313	XP_974660.1	XP_031849083.1
OG0001314	XP_015833753.1	XP_031826937.1
OG0001315	XP_015836908.1, XP_966473.2	XP_031837280.1, XP_031837279.1
OG0001316	XP_008196392.1	XP_031827335.1, XP_031827336.1, XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827334.1
OG0001317	XP_967323.2	XP_031842357.1
OG0001318	XP_008199614.1	XP_031838101.1, XP_031838105.1, XP_031838106.1, XP_031838103.1, XP_031838104.1, XP_031838102.1
OG0001320	XP_008199679.1	XP_031826920.1, XP_031826921.1, XP_031826922.1
OG0001322	XP_008196249.1	XP_031825279.1
OG0001328	XP_969305.1	XP_031848264.1
OG0001329	XP_008190670.1	XP_031826433.1
OG0001330	XP_008195392.1	XP_031829309.1
OG0001331	XP_975415.1	XP_031830314.1, XP_031830315.1
OG0001332	XP_008197848.1	XP_031827123.1
OG0001333	XP_008195720.1, XP_969089.1	XP_031839036.1, XP_031839044.1, XP_031839064.1, XP_031839054.1, XP_031839026.1
OG0001334	XP_015838448.1	XP_031848710.1, XP_031848768.1
OG0001335	XP_008193497.1	XP_031831030.1, XP_031831035.1
OG0001337	XP_970871.1	XP_031831567.1
OG0001338	NP_001139390.1	XP_031835378.1
OG0001339	XP_970397.1	XP_031844660.1
OG0001340	XP_008193660.1, XP_970247.1	XP_031828602.1, XP_031828603.1
OG0001341	XP_008199365.1	XP_031831053.1
OG0001342	XP_008199415.1	XP_031833558.1
OG0001343	XP_015835564.1, XP_008194046.1	XP_031832640.1, XP_031829559.1
OG0001344	XP_967651.3	XP_031835052.1, XP_031835051.1
OG0001345	XP_974634.1	XP_031833915.1, XP_031833916.1, XP_031833917.1
OG0001346	XP_008200257.1	XP_031831357.1
OG0001347	XP_973080.2	XP_031850371.1
OG0001348	XP_008194100.1	XP_031830189.1, XP_031830188.1
OG0001349	XP_008197983.1	XP_031843257.1
OG0001350	XP_015837465.1, XP_015837464.1	XP_031829515.1, XP_031829516.1, XP_031829514.1
OG0001351	XP_015832916.1, XP_971672.1	XP_031843190.1, XP_031843189.1
OG0001352	XP_008199131.1	XP_031841391.1, XP_031841390.1
OG0001353	XP_015833130.1, XP_015833131.1, XP_970090.1	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1
OG0001355	NP_001127921.1, XP_008197034.1	XP_031836234.1
OG0001356	XP_968380.1, NP_001280528.1	XP_031838885.1
OG0001357	XP_008195370.1	XP_031828079.1
OG0001358	XP_008196120.1, XP_008196123.1	XP_031848843.1, XP_031843014.1, XP_031843010.1
OG0001359	XP_972884.1, XP_972109.3	XP_031826878.1
OG0001360	XP_968834.1	XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1, XP_031826320.1
OG0001362	XP_015835360.1, XP_008200476.1	XP_031825612.1, XP_031825616.1
OG0001363	NP_001107813.1, XP_008193052.1	XP_031848442.1, XP_031844040.1
OG0001364	XP_008201239.1, NP_001034514.1	XP_031845393.1
OG0001365	XP_971819.1	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1
OG0001366	XP_008195516.1, XP_969992.1	XP_031831702.1
OG0001368	XP_968199.1	XP_031837902.1
OG0001369	XP_971568.1, XP_008190885.1, XP_008190887.1, XP_008190886.1, XP_971622.1, XP_008190884.1	XP_031826221.1, XP_031826222.1
OG0001370	XP_008199205.1	XP_031831562.1, XP_031831564.1
OG0001371	XP_974014.1, XP_015835087.1, XP_015835088.1	XP_031846829.1
OG0001372	XP_008194525.1	XP_031831438.1
OG0001373	XP_968404.1, XP_015839616.1	XP_031829064.1
OG0001374	XP_001814181.1	XP_031833052.1
OG0001375	XP_008190523.1	XP_031836086.1
OG0001376	XP_972494.1	XP_031838127.1
OG0001377	XP_008192006.1	XP_031836272.1, XP_031836271.1
OG0001378	XP_974170.1	XP_031826385.1
OG0001379	XP_008200289.1	XP_031841510.1, XP_031841519.1
OG0001380	XP_008198237.1	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1
OG0001381	XP_970624.1, XP_015837364.1, XP_015837357.1	XP_031843951.1, XP_031843957.1
OG0001382	XP_015837790.1, XP_008196501.1, XP_975884.1, XP_008196500.1	XP_031843723.1
OG0001383	XP_008196388.1, XP_015837150.1	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1
OG0001384	XP_974696.2	XP_031838470.1, XP_031838471.1
OG0001385	NP_001280529.1, XP_008200155.1, NP_001280662.1	XP_031825524.1
OG0001386	XP_015836790.1	XP_031831495.1
OG0001387	XP_973997.3	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1
OG0001388	XP_008198472.1, XP_015839126.1	XP_031849768.1, XP_031849767.1, XP_031849769.1
OG0001389	XP_008191705.2, XP_015835153.1, XP_015835175.1	XP_031837756.1
OG0001390	XP_008196746.1	XP_031832391.1, XP_031832390.1, XP_031832392.1
OG0001391	XP_015835294.1	XP_031843905.1
OG0001392	XP_972774.2	XP_031842053.1
OG0001393	NP_001092812.1, XP_008191439.1	XP_031826449.1, XP_031826448.1
OG0001394	XP_974474.1	XP_031849011.1
OG0001395	XP_008197875.1	XP_031848889.1, XP_031827709.1, XP_031827726.1
OG0001396	XP_001807060.1	XP_031844734.1
OG0001397	XP_015840901.1, XP_015840903.1	XP_031846201.1, XP_031846203.1, XP_031846202.1
OG0001398	XP_008199101.1, XP_974850.1	XP_031844140.1
OG0001399	XP_015833723.1	XP_031839412.1
OG0001400	XP_008192848.1	XP_031829339.1
OG0001401	XP_966394.2	XP_031842683.1
OG0001402	XP_973256.1	XP_031835822.1
OG0001403	XP_015834718.1	XP_031842747.1, XP_031842652.1
OG0001404	XP_975540.1, XP_015837367.1	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1
OG0001405	XP_970709.2	XP_031836639.1
OG0001406	XP_001808764.1	XP_031845978.1
OG0001408	XP_973448.1	XP_031845838.1
OG0001409	XP_008201593.1	XP_031838861.1
OG0001410	XP_015837864.1, NP_001280533.1	XP_031842215.1
OG0001412	XP_015833580.1	XP_031842256.1
OG0001414	XP_008192642.1, XP_008192641.1, XP_974537.1	XP_031828996.1
OG0001415	XP_015834284.1, XP_008197482.1	XP_031828398.1
OG0001416	XP_008194088.1	XP_031844043.1, XP_031843941.1
OG0001417	XP_973125.1	XP_031828788.1
OG0001418	XP_008191844.1	XP_031828555.1
OG0001419	XP_015838768.1, XP_015838769.1	XP_031829129.1
OG0001420	XP_015836480.1, XP_968142.1	XP_031834856.1
OG0001421	XP_974319.1	XP_031836420.1
OG0001422	XP_971902.1	XP_031827885.1
OG0001423	XP_976493.2	XP_031839233.1
OG0001424	XP_973684.1	XP_031838252.1
OG0001425	XP_015838773.1	XP_031839299.1
OG0001426	XP_015836693.1	XP_031840044.1
OG0001427	XP_008200281.1	XP_031841959.1
OG0001428	XP_972790.1	XP_031846609.1, XP_031846610.1
OG0001430	XP_974921.1	XP_031843265.1
OG0001433	XP_001810287.1	XP_031830089.1
OG0001434	XP_015838174.1	XP_031847271.1, XP_031847269.1
OG0001436	XP_967350.1, XP_967269.1, XP_008195569.1, XP_008195564.1, XP_008195566.1	XP_031832816.1
OG0001437	XP_974738.1	XP_031827516.1, XP_031827515.1, XP_031827514.1
OG0001438	XP_015835335.1, XP_015835336.1	XP_031841452.1, XP_031841449.1
OG0001439	XP_975295.1	XP_031828842.1
OG0001440	XP_969806.1	XP_031848343.1
OG0001441	XP_015838362.1, XP_015838361.1, XP_972088.1	XP_031829922.1
OG0001444	XP_008199773.1	XP_031831152.1, XP_031831154.1, XP_031846620.1
OG0001451	XP_008198505.1	XP_031838529.1, XP_031838528.1
OG0001453	XP_008192135.1, XP_974780.1	XP_031826053.1
OG0001455	XP_008195504.1, XP_008195463.1	XP_031846547.1
OG0001456	XP_967649.1	XP_031835688.1
OG0001457	XP_972313.1	XP_031837818.1
OG0001458	XP_969998.1	XP_031837239.1
OG0001459	XP_971056.1	XP_031840415.1
OG0001460	XP_968481.1	XP_031836190.1, XP_031836189.1
OG0001461	XP_008195927.1	XP_031833447.1
OG0001462	XP_969537.1	XP_031836615.1, XP_031836617.1
OG0001463	XP_975612.1	XP_031828280.1
OG0001464	XP_008192049.1, XP_008192050.1	XP_031848791.1, XP_031848818.1
OG0001465	XP_970371.1	XP_031835477.1
OG0001466	XP_971808.1	XP_031840296.1
OG0001467	XP_008190991.1	XP_031826432.1
OG0001468	XP_969120.1, NP_001164201.1	XP_031835032.1, XP_031843462.1
OG0001469	XP_015835402.1	XP_031838554.1
OG0001470	XP_972043.2, XP_015839118.1, XP_008198420.1	XP_031828482.1
OG0001471	XP_966863.1	XP_031844584.1, XP_031844591.1
OG0001472	XP_974027.1	XP_031840708.1
OG0001473	XP_969761.2	XP_031839580.1
OG0001474	XP_008197149.1	XP_031843810.1, XP_031843806.1, XP_031843807.1, XP_031843811.1, XP_031843805.1, XP_031843808.1
OG0001475	XP_008194014.1	XP_031839222.1
OG0001476	XP_008196197.1, XP_008196196.1, XP_015837812.1	XP_031841493.1
OG0001477	XP_008193717.1	XP_031843862.1
OG0001478	XP_971848.1	XP_031828088.1
OG0001479	XP_015835497.1	XP_031835419.1, XP_031835424.1, XP_031835420.1, XP_031835421.1, XP_031835418.1, XP_031835425.1, XP_031835422.1, XP_031835423.1, XP_031835427.1, XP_031835426.1
OG0001480	XP_968112.1, XP_015840540.1	XP_031846063.1, XP_031846064.1, XP_031846065.1
OG0001481	XP_008192172.1, XP_008192171.1	XP_031834003.1, XP_031834002.1, XP_031834005.1
OG0001482	XP_008191953.1, XP_008191952.1	XP_031827181.1, XP_031827183.1
OG0001483	XP_015832869.1	XP_031848611.1
OG0001484	XP_008197131.1	XP_031848946.1
OG0001485	XP_975329.1	XP_031850040.1
OG0001486	XP_008197650.1, NP_001280513.1	XP_031829031.1
OG0001487	XP_015833845.1	XP_031843821.1
OG0001488	XP_015834903.1	XP_031838742.1
OG0001491	XP_970708.2	XP_031845887.1
OG0001492	XP_973907.1	XP_031827035.1, XP_031827036.1
OG0001493	XP_001812538.1, XP_008194282.1	XP_031845501.1
OG0001494	XP_975427.2	XP_031827290.1
OG0001495	XP_972502.1, XP_975469.1	XP_031833273.1
OG0001496	XP_008191879.1, XP_008191880.1	XP_031837039.1, XP_031837027.1
OG0001497	XP_973523.2, XP_008191647.1, XP_008191650.1, XP_008191649.1	XP_031850166.1, XP_031850167.1
OG0001498	XP_008200217.1, XP_969950.2	XP_031835154.1, XP_031835155.1
