Orthogroup	Tribolium_castaneum	Solenopsis_invicta
OG0001903	XP_008195330.1	XP_025988270.2
OG0001904	XP_015838968.1	XP_025987819.1
OG0001905	XP_015836844.1	XP_025995563.1, XP_025995564.1
OG0001906	XP_008192297.1	XP_025990505.1
OG0001907	XP_008196697.1	XP_011171468.2
OG0001908	NP_001034524.1	XP_039313610.1, XP_011166685.1
OG0001909	XP_008192942.1	XP_025996302.1, XP_025996300.1
OG0001910	XP_008200358.1	XP_025996984.1, XP_011162911.1, XP_011162903.1, XP_011162904.1, XP_039303625.1, XP_039303626.1, XP_039303624.1
OG0001912	XP_015838680.1	XP_039304141.1
OG0001913	XP_008190278.1	XP_025993747.1
OG0001914	XP_015833095.1, XP_008190774.1	XP_025996808.1, XP_039307056.1, XP_039307054.1
OG0001915	XP_008195899.1, XP_015837384.1	XP_011170489.1
OG0001916	XP_968009.1, XP_008199227.1	XP_011163484.1
OG0001917	XP_969465.1	XP_011162663.1
OG0001918	XP_001812133.1	XP_039301732.1
OG0001919	XP_008201301.1, XP_008201320.1	XP_011159962.2
OG0001920	XP_015839675.1	XP_011168258.1
OG0001921	XP_015838145.1	XP_039312174.1
OG0001922	XP_015838207.1, XP_008196854.1	XP_025988179.2, XP_025988182.1
OG0001923	XP_008198220.1	XP_039302208.1
OG0001924	XP_008200040.1	XP_011162462.2
OG0001925	XP_015833560.1	XP_011162425.1
OG0001926	XP_974856.1	XP_025993858.1
OG0001927	XP_970922.1	XP_039311888.1
OG0001928	XP_015840097.1, XP_008193263.1	XP_025990418.2, XP_039308867.1
OG0001929	XP_969941.1	XP_011160578.1
OG0001930	XP_973098.1	XP_011165943.2
OG0001931	XP_968315.1	XP_011156252.1
OG0001932	XP_015834842.1, XP_015834841.1	XP_039315145.1
OG0001933	XP_008197905.1	XP_011165813.1
OG0001934	XP_008195057.1, XP_008195056.1	XP_039307111.1, XP_011158198.1
OG0001935	XP_972743.1	XP_025987348.1, XP_011162557.1
OG0001936	XP_015838605.1, XP_008193365.2, XP_008190649.2, XP_015836208.1, XP_015836206.1	XP_039303347.1
OG0001937	NP_001159380.1, XP_015837360.1, XP_015837617.1, NP_001159381.1	XP_025992699.1
OG0001938	XP_972867.1	XP_011164650.1
OG0001939	XP_975288.1	XP_011162377.1
OG0001940	XP_968090.1	XP_011164491.1, XP_039310767.1, XP_011164495.1
OG0001941	XP_008197953.1, XP_008197949.1	XP_011164493.2
OG0001942	XP_008195032.1	XP_039315528.1, XP_039315527.1
OG0001943	XP_968664.1	XP_025988815.2, XP_011164241.2, XP_011164240.2, XP_011164239.2
OG0001944	NP_001164311.1, NP_001164312.1, XP_008200790.1	XP_039307825.1
OG0001946	XP_008197760.1	XP_011168051.1
OG0001947	XP_008200081.1	XP_039304812.1, XP_039304814.1
OG0001948	XP_015839318.1	XP_039303605.1, XP_039303603.1, XP_039303604.1, XP_025990667.1, XP_025990669.1, XP_025990666.1
OG0001950	XP_015834259.1	XP_011159348.1
OG0001951	XP_008198065.2, XP_008198067.1, XP_008198061.1	XP_011161681.1
OG0001952	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1	XP_025987848.2
OG0001954	XP_972227.1	XP_011171405.1
OG0001955	XP_971125.1	XP_039310166.1
OG0001956	XP_975480.1, XP_975607.1	XP_011176228.1, XP_039312025.1
OG0001957	XP_015838816.1	XP_039306351.1, XP_039306347.1
OG0001959	XP_015838645.1	XP_039311222.1, XP_011167700.1, XP_011166246.1, XP_025990423.1, XP_011168840.1
OG0001960	XP_008200339.1	XP_011168667.2, XP_011168666.2
OG0001961	XP_969940.1	XP_011159117.1
OG0001962	XP_015837014.1, XP_974612.1, XP_974632.1, XP_974652.1, XP_008195477.1	XP_039310863.1, XP_039310862.1
OG0001963	XP_008191834.1	XP_025987329.1
OG0001964	XP_971585.1	XP_011170815.1
OG0001965	XP_008201279.1, XP_015840730.1, XP_015839909.1, XP_008195883.2	XP_011165971.3
OG0001966	XP_001809413.1	XP_011156473.1, XP_039301838.1
OG0001968	XP_008198558.1	XP_025993548.2
OG0001969	XP_008199546.1, XP_008199547.1, XP_008199548.1, XP_008199545.1	XP_025990813.1
OG0001970	XP_008195169.1	XP_011175180.2
OG0001971	XP_008191777.1	XP_039302372.1, XP_011172043.1
OG0001974	XP_008197175.1	XP_039312911.1, XP_011164013.1, XP_011164019.1
OG0001975	XP_015833055.1, NP_001164144.1	XP_039306273.1
OG0001976	XP_015833110.1, XP_008190652.1	XP_011175704.1
OG0001977	XP_015833284.1, XP_015833283.1, XP_973810.2	XP_039312209.1, XP_011163239.2, XP_039306960.1, XP_039308853.1, XP_039308615.1, XP_025989079.1
OG0001980	XP_971979.1	XP_011162093.1, XP_011162094.1, XP_025986884.1
OG0001981	XP_008200848.1, XP_970028.2, XP_968593.1, XP_968666.1, XP_968739.1, XP_008191362.2	XP_039306583.1, XP_039306585.1, XP_039306581.1, XP_039306582.1, XP_039306586.1
OG0001984	XP_008191058.1	XP_039311144.1, XP_039312185.1, XP_011168276.1, XP_011165961.1
OG0001987	XP_969865.2	XP_039309520.1
OG0001988	XP_001812661.1	XP_011172432.1
OG0001989	XP_967120.2	XP_011155994.1
OG0001990	XP_971866.1	XP_011160281.1
OG0001991	XP_975465.1	XP_011162213.1
OG0001992	XP_008200920.1	XP_011166417.1
OG0001993	XP_971227.1	XP_011161945.1
OG0001994	XP_971533.1	XP_011157615.1
OG0001995	XP_008192557.1	XP_011160305.1
OG0001997	XP_968867.1, XP_008200402.1, XP_966438.1	XP_011176266.1
OG0001998	XP_008199937.1	XP_011165662.3, XP_039305288.1
OG0001999	XP_967576.1, XP_008191346.1	XP_011163699.1
OG0002000	XP_015836974.1	XP_011167421.1
OG0002001	XP_008190967.1, XP_008190968.1, XP_974902.1, XP_015833322.1	XP_011155895.1
OG0002002	NP_001034520.2	XP_011155883.1
OG0002003	XP_015838178.1, XP_968621.1	XP_011168665.1
OG0002004	XP_008201162.1, XP_974743.1	XP_011173600.1
OG0002005	XP_970311.1	XP_011158219.1
OG0002006	XP_008192345.1	XP_025990495.1
OG0002007	XP_008191274.1	XP_011175469.1
OG0002008	XP_015839706.1, XP_008199222.1, XP_015837580.1, XP_015840039.1	XP_039310359.1
OG0002009	XP_970519.1	XP_011167462.1
OG0002010	XP_973746.2	XP_011159621.1, XP_011159651.1
OG0002011	XP_971545.1	XP_011175427.1
OG0002012	NP_001107817.1, XP_008192468.1	XP_011167163.1
OG0002013	XP_973466.1, XP_008194703.1	XP_011162687.2
OG0002014	XP_008194388.1	XP_011158023.1
OG0002015	XP_001811459.1	XP_011159334.1
OG0002016	XP_969441.1	XP_011158764.2
OG0002017	XP_008199875.1	XP_025988462.1
OG0002018	XP_969631.2, XP_015835856.1	XP_011166334.1, XP_011167845.1
OG0002019	XP_968850.1, XP_015839177.1	XP_011156334.1
OG0002020	XP_015839132.1	XP_039306807.1
OG0002021	XP_015836519.1	XP_011156180.1, XP_039309468.1, XP_039309469.1
OG0002022	XP_974755.2	XP_011168593.2
OG0002023	XP_972040.2	XP_025986607.1, XP_039310710.1
OG0002024	XP_968623.1	XP_011156937.2, XP_025994650.2, XP_011156936.2, XP_011176120.1
OG0002025	XP_008200104.1	XP_011173487.2, XP_039305713.1
OG0002026	XP_015836199.1	XP_011157414.1
OG0002027	XP_008195541.1	XP_025993797.2
OG0002028	XP_008193942.1, XP_015836057.1, XP_008193941.1	XP_039303455.1, XP_039303453.1
OG0002029	XP_008198388.1	XP_011164082.1
OG0002030	XP_008201298.1, XP_008201254.2	XP_025989480.1, XP_025989485.1, XP_025989488.1, XP_025989483.1, XP_025989484.1, XP_025989479.1, XP_039314460.1, XP_025989481.1
OG0002031	XP_001810229.1, XP_973699.1, XP_001810290.1	XP_025994510.2, XP_011157785.2
OG0002032	XP_008199563.1	XP_011165871.1
OG0002033	XP_974242.1, XP_008196193.1, XP_973827.2	XP_039314338.1, XP_039315148.1, XP_039315149.1
OG0002034	XP_008191432.1, XP_008198556.1	XP_011162529.1
OG0002036	XP_008193640.1	XP_025996420.1
OG0002037	XP_968226.1	XP_025989827.1, XP_011168570.1
OG0002038	XP_975880.1	XP_039302742.1, XP_011172587.1, XP_039302745.1, XP_039302743.1, XP_039302744.1, XP_011172602.1
OG0002039	XP_008191389.1	XP_011171335.2
OG0002040	XP_015840551.1	XP_039301804.1, XP_025997050.1
OG0002041	XP_970185.1	XP_025987866.1
OG0002042	XP_008195431.1	XP_011164810.1
OG0002043	XP_008193412.1	XP_011164926.1
OG0002044	XP_972243.1	XP_011164707.1
OG0002045	NP_001034540.1, XP_015834295.1	XP_011168636.1, XP_039307873.1
OG0002046	XP_008192066.1, XP_015834447.1	XP_011163598.2, XP_025992606.1
OG0002047	XP_967875.1, XP_008200945.1	XP_011159418.1
OG0002048	XP_015832893.1, XP_008190487.1	XP_039306029.1, XP_039306023.1
OG0002049	XP_008194849.1	XP_025992504.2, XP_025992505.2, XP_025992506.2
OG0002050	XP_971138.1	XP_011160116.1
OG0002051	NP_001164092.1, XP_008195713.1	XP_039303098.1
OG0002052	XP_015837547.1	XP_039307831.1
OG0002053	XP_015840450.1	XP_011157842.1, XP_011157841.1
OG0002054	XP_015836409.1	XP_025991239.1
OG0002055	XP_008198559.1	XP_025989880.1, XP_011163551.1
OG0002056	XP_975463.1, XP_008201462.1, XP_008201461.1	XP_011162217.1
OG0002057	XP_975350.1	XP_025996006.1
OG0002058	XP_008193741.1, XP_974607.1	XP_011167938.1
OG0002059	XP_969613.1	XP_011162168.2, XP_011162169.2, XP_011162170.2
OG0002060	XP_008190346.1	XP_039314867.1
OG0002061	XP_008196537.1	XP_011168713.1
OG0002062	XP_001808961.1	XP_011160150.1
OG0002063	XP_966349.1	XP_025995129.1
OG0002064	XP_971594.2, XP_008197242.1	XP_011162965.2
OG0002065	XP_008190660.1	XP_025991323.2
OG0002066	XP_008195892.1, XP_966832.1	XP_025987323.2
OG0002067	XP_008199684.1	XP_011174966.1
OG0002068	XP_972853.1	XP_011175514.1
OG0002069	XP_008194753.1	XP_025987315.1
OG0002070	XP_008199445.1	XP_011158729.2
OG0002071	XP_971591.1	XP_011173442.1
OG0002072	XP_008194342.1	XP_011166443.2
OG0002073	XP_976020.1	XP_011169662.1
OG0002074	XP_969518.1	XP_011160613.1
OG0002075	XP_974640.1, XP_974146.1, XP_015832957.1, XP_967492.1	XP_039314504.1, XP_011172379.1
OG0002076	XP_008201044.1, NP_001280534.1	XP_039308780.1
OG0002077	XP_967357.1	XP_011163065.1
OG0002078	XP_008194370.1	XP_025992815.2, XP_025992814.2, XP_039312746.1
OG0002079	XP_015834267.1, XP_015836722.1	XP_039313392.1
OG0002080	XP_973096.1	XP_025988221.1
OG0002081	XP_001807880.1, XP_008194570.1	XP_011175890.1
OG0002082	XP_008192105.1	XP_011175502.2
OG0002083	XP_967458.1	XP_011166977.1
OG0002084	XP_008195932.1	XP_039313394.1, XP_039313393.1, XP_025989804.1, XP_039313395.1, XP_011175612.1
OG0002085	XP_969410.1	XP_011164201.1
OG0002086	XP_974176.1	XP_039308567.1
OG0002087	XP_015836902.1	XP_011176340.1
OG0002088	XP_008199834.1	XP_011160587.1
OG0002089	NP_001161917.1	XP_039306886.1, XP_011157337.1
OG0002091	XP_969843.1	XP_011158317.1, XP_011158316.1, XP_039303772.1, XP_011158318.1
OG0002093	XP_968283.1	XP_011162520.2
OG0002094	XP_008193285.1	XP_039310840.1, XP_039310844.1
OG0002095	XP_973222.1	XP_011168897.1
OG0002096	XP_974674.2	XP_011160507.1
OG0002097	XP_969557.1	XP_011172439.1
OG0002098	XP_972070.1	XP_011169375.2
OG0002099	XP_015840771.1	XP_025986368.1, XP_025986369.1
OG0002100	XP_008192294.1	XP_011159304.1
OG0002101	XP_015834925.1, XP_008192122.2	XP_039302053.1
OG0002102	XP_971608.1	XP_025990233.2
OG0002103	XP_968825.1	XP_025987838.1, XP_039302633.1
OG0002104	XP_976358.1, XP_008193781.1	XP_039315071.1
OG0002105	XP_975598.1	XP_011160701.2
OG0002106	NP_001164138.1, XP_008193600.1	XP_011172824.3
OG0002107	XP_008195685.1	XP_011164373.1
OG0002108	XP_008198627.1	XP_039313638.1
OG0002109	XP_008196116.1	XP_011167603.1
OG0002110	XP_969156.2	XP_025991391.2
OG0002111	XP_008194431.1	XP_011168221.2
OG0002113	XP_015834959.1, XP_001816436.2	XP_011159293.2
OG0002114	XP_972858.1	XP_011169755.1
OG0002115	XP_968584.1	XP_011175714.1
OG0002116	XP_008193891.1	XP_039309917.1
OG0002117	XP_008191876.1	XP_011165686.1
OG0002118	XP_008190636.1	XP_025992458.1, XP_011158319.1
OG0002119	XP_015834684.1	XP_011160697.2, XP_011160698.2
OG0002120	XP_971372.1	XP_011160924.1
OG0002121	XP_008200135.1, XP_008200132.1	XP_039310648.1
OG0002122	XP_972559.1	XP_025991775.2, XP_039308375.1, XP_039308374.1
OG0002123	XP_015833440.1, XP_015833442.1, XP_015833441.1, XP_015833443.1	XP_025997519.1, XP_011165181.1, XP_039307521.1
OG0002124	XP_015838755.1	XP_039313866.1
OG0002125	XP_008201698.1, XP_008201697.1	XP_039302617.1, XP_011155674.1
OG0002126	XP_015839290.1, XP_008197430.1, XP_008197429.1, XP_001810780.1	XP_025997254.1
OG0002127	XP_015836243.1, XP_015836245.1	XP_039305922.1, XP_011158715.1
OG0002128	XP_001815774.1	XP_039310635.1
OG0002129	XP_015839592.1, XP_968654.1, XP_008198821.1	XP_011168722.1
OG0002130	XP_972472.3	XP_039309652.1
OG0002131	XP_008190518.1	XP_039313587.1, XP_025993873.1
OG0002132	XP_015836435.1, XP_008194818.1, XP_015836436.1	XP_039306816.1
OG0002134	XP_008200830.1	XP_025987059.2, XP_011157570.1
OG0002136	XP_966441.1	XP_011168624.1
OG0002137	XP_008190943.1, XP_008190944.1	XP_011158263.1, XP_039308887.1
OG0002138	XP_968086.1	XP_011171693.1, XP_039304686.1, XP_011174259.2
OG0002139	XP_966456.1	XP_011164821.1, XP_039303163.1
OG0002140	XP_008198759.1	XP_039303741.1
OG0002141	XP_008199721.1	XP_039310465.1, XP_011162737.1
OG0002142	XP_973309.2, XP_008197132.1	XP_025994948.1, XP_011161273.1
OG0002143	NP_001280537.1, XP_973636.1	XP_025996278.1, XP_039303798.1
OG0002144	NP_001107809.1, NP_001107764.1, XP_015840082.1, NP_001107808.1	XP_039309856.1
OG0002145	XP_001811305.1	XP_011158801.2, XP_039313843.1, XP_039313842.1, XP_039313841.1, XP_039313839.1, XP_039313838.1, XP_039313736.1, XP_039313844.1, XP_039313644.1
OG0002146	XP_015838767.1	XP_039305223.1
OG0002147	XP_970558.1	XP_011158724.2
OG0002148	XP_008192249.1	XP_025991832.2, XP_025991833.2, XP_011163301.2, XP_011163302.2, XP_011163303.2, XP_011163304.2, XP_011163300.2, XP_011163305.2
OG0002149	XP_015838724.1	XP_039309594.1, XP_025995865.2
OG0002150	XP_008200255.1, XP_001806913.1	XP_011170414.2
OG0002151	XP_001812763.1	XP_025994383.1
OG0002152	XP_015838366.1, XP_968078.1, XP_008197189.1	XP_011170380.2
OG0002153	XP_008201208.1	XP_039313827.1, XP_011162298.2, XP_011162297.2
OG0002155	XP_015832895.1	XP_039305784.1
OG0002156	XP_008201052.1	XP_025987681.2, XP_025987680.2
OG0002157	XP_015840099.1	XP_025993720.1, XP_011167308.1
OG0002158	XP_970676.1, XP_008191922.2	XP_039315026.1
OG0002159	XP_008197592.1	XP_025994325.1, XP_025994324.1, XP_025994323.1, XP_039314006.1
OG0002160	XP_015836742.1, XP_008199830.1, XP_008199829.1	XP_025988856.2
OG0002161	XP_969001.1	XP_025993132.1, XP_039311660.1, XP_039311636.1, XP_025993133.1
OG0002162	XP_008196308.1	XP_011165096.1, XP_011165097.2
OG0002163	XP_015838284.1	XP_039303474.1, XP_011168618.1
OG0002164	XP_015838497.1, XP_008197410.1	XP_025991311.2
OG0002165	XP_975588.2	XP_011156209.1
OG0002166	XP_970024.1	XP_011168567.1, XP_011168566.2
OG0002167	XP_972438.1	XP_025995948.2
OG0002169	XP_972079.2, XP_008195141.1, XP_008195142.1	XP_011175637.1
OG0002170	XP_974763.2	XP_011168233.1
OG0002171	XP_015839451.1	XP_011171831.2
OG0002172	XP_973695.2	XP_025989924.1
OG0002173	NP_001164113.1, XP_008200010.1	XP_011155884.1
OG0002175	XP_008195835.1	XP_039311191.1
OG0002177	XP_008201509.1	XP_011166992.1
OG0002178	XP_015835920.1	XP_039309328.1, XP_039309327.1
OG0002179	XP_008191502.1	XP_039312572.1, XP_025994573.1
OG0002180	XP_001811865.1	XP_011168069.1
OG0002181	XP_008198092.1, XP_008198093.1, XP_015839034.1	XP_039313814.1, XP_039313810.1, XP_039313809.1
OG0002182	XP_015835011.1	XP_011167147.1, XP_011167144.1
OG0002183	XP_008197314.1	XP_039312484.1, XP_011161522.2
OG0002184	XP_974130.1	XP_039312824.1
OG0002185	XP_008197256.1	XP_039304172.1, XP_039304183.1
OG0002186	XP_015833012.1	XP_025992656.2
OG0002187	XP_008200208.1	XP_025986164.1, XP_025986163.1, XP_025986162.1
OG0002188	XP_008191506.1	XP_011166908.2
OG0002189	XP_008201506.1	XP_025995809.1, XP_025995808.1, XP_025995812.1, XP_039310651.1, XP_039310652.1, XP_039310649.1, XP_025995811.1
OG0002190	XP_015835446.1, XP_015835580.1	XP_039303095.1, XP_011171955.1
OG0002191	XP_008198268.1	XP_039313426.1
OG0002192	XP_008199357.1	XP_039302756.1
OG0002193	XP_015838056.1	XP_011169164.1
OG0002194	XP_008199781.1	XP_025997096.1
OG0002195	XP_973390.1	XP_011168472.1
OG0002196	XP_972723.3, XP_008196768.1	XP_011158463.1, XP_011165053.2
OG0002197	XP_015838679.1	XP_011162642.2
OG0002198	XP_015833509.1	XP_039312557.1, XP_025989948.2
OG0002199	XP_008201373.1, XP_015840781.1	XP_011166725.1, XP_039302297.1
OG0002202	XP_015837000.1	XP_025992855.2, XP_025992852.2
OG0002203	XP_973670.1	XP_011171377.2
OG0002204	XP_971803.1	XP_025989957.1
OG0002205	XP_008195779.1	XP_025991437.1
OG0002205	XP_008199897.1, XP_008198594.1	XP_011162889.2
OG0002206	XP_008191467.1, XP_969470.1	XP_039305029.1, XP_039305028.1, XP_039305027.1, XP_039305026.1, XP_025986723.2
OG0002208	XP_008200554.2	XP_025988285.2
OG0002209	NP_001153726.1	XP_039311210.1, XP_039311209.1, XP_025995934.1
OG0002211	XP_015836270.1	XP_011168970.1
OG0002212	XP_008199329.1	XP_011169599.1
OG0002213	XP_971951.1	XP_011175598.1
OG0002214	XP_970794.2	XP_011157690.1
OG0002215	XP_015835158.1	XP_011172328.1
OG0002217	XP_008198836.1	XP_025990536.2, XP_011159352.2, XP_011159353.2
OG0002218	XP_015837886.1	XP_011166591.1, XP_025992887.1
OG0002219	XP_974102.1	XP_011159620.1, XP_025989422.1
OG0002220	XP_008199405.1	XP_025987759.1
OG0002221	XP_015838213.1, XP_008196793.1	XP_025992220.1, XP_025992219.1
OG0002222	XP_015833754.1	XP_039311274.1, XP_039311275.1
OG0002223	XP_015836536.1	XP_025993703.1
OG0002224	XP_008196760.1	XP_011167445.1
OG0002226	XP_972131.1	XP_039311128.1
OG0002230	XP_008190623.1	XP_025993050.1, XP_025993052.1
OG0002236	XP_008197075.1, XP_970537.1	XP_011157318.1
OG0002237	NP_001164282.1, XP_015832950.1	XP_011168473.1
OG0002238	XP_968519.1	XP_011175363.1
OG0002239	XP_971357.1	XP_011164523.1
OG0002240	XP_966421.1	XP_011159405.1
OG0002241	XP_972048.1	XP_011169415.1
OG0002242	XP_008192955.1, XP_969701.1	XP_025994250.1, XP_025994249.1
OG0002243	XP_967974.1	XP_011170271.1
OG0002244	XP_971838.1, XP_015838431.1	NP_001291519.1
OG0002245	XP_001812325.1	XP_039308047.1, XP_039307874.1
OG0002246	XP_966594.1, XP_975913.1	XP_011157496.1
OG0002247	XP_975222.3	XP_011173357.1
OG0002249	XP_974116.1	XP_011161429.1
OG0002250	XP_971814.1	XP_025990005.2, XP_039310068.1
OG0002251	XP_967412.1	XP_011166456.1
OG0002252	XP_974038.1	XP_011160788.1
OG0002253	XP_973581.1	XP_011175425.1
OG0002254	XP_969563.1	XP_011164380.1
OG0002255	XP_008198473.1	XP_011165744.1
OG0002256	XP_008191874.1	XP_039311687.1
OG0002257	XP_973882.1	XP_039307641.1, XP_011169054.1
OG0002258	XP_968242.1	XP_011166069.1
OG0002259	XP_967086.2	XP_011155740.1
OG0002260	XP_969730.1	XP_039306971.1, XP_011166375.1
OG0002261	XP_974528.1	XP_039310259.1, XP_039310262.1
OG0002262	XP_967840.1, XP_008197054.1	XP_011157515.1
OG0002263	XP_970227.1	XP_011169458.1, XP_039311596.1
OG0002264	XP_008191383.2	XP_039306493.1, XP_039306495.1
OG0002265	XP_008201665.1, XP_967271.1	XP_011166667.1
OG0002266	XP_008193227.1	XP_011158461.1
OG0002267	XP_008200946.1	XP_025987064.1
OG0002268	XP_975031.1	XP_039305179.1
OG0002269	XP_008190883.1	XP_025989022.1
OG0002270	XP_008200385.1	XP_039311433.1
OG0002271	XP_015836947.1	XP_011164878.1
OG0002272	XP_974713.1	XP_011163161.1
OG0002273	XP_969194.1	XP_011172486.1
OG0002274	XP_008197123.1	XP_039306384.1, XP_025997426.1
OG0002275	XP_973661.1	XP_011176129.1
OG0002276	NP_001161918.1, XP_008195708.1	XP_039306859.1, XP_011157335.2
OG0002277	XP_971937.1	XP_011155363.1, XP_011155362.1
OG0002278	XP_008199297.1	XP_039307525.1
OG0002279	XP_015838083.1	XP_011173528.2
OG0002280	XP_972334.2	XP_011176272.1
OG0002281	XP_008196723.1	XP_025990088.2
OG0002283	XP_008190746.1	XP_011160425.1
OG0002284	XP_972506.1	XP_025991993.2, XP_025991995.1, XP_025991992.2
OG0002285	XP_971080.1	XP_011171369.1
OG0002286	XP_008191066.1	XP_011164344.1
OG0002287	XP_008192968.1	XP_039312623.1
OG0002288	XP_008197422.1	XP_011173551.1
OG0002289	XP_970826.2	XP_011167717.2
OG0002290	XP_008190985.1, XP_008190986.1, XP_975085.2	XP_011169216.1
OG0002291	XP_008200856.1, XP_015837968.1	XP_025994204.1, XP_011159204.1
OG0002292	XP_969342.2	XP_011156448.1
OG0002293	XP_967537.1, XP_015836348.1	XP_011175461.1
OG0002294	XP_015834887.1, XP_008192123.1	XP_011166813.3
OG0002295	XP_008198978.1	XP_011175995.1
OG0002296	XP_015834948.1	XP_025988422.2
OG0002298	XP_970789.1	XP_011167338.2
OG0002299	XP_008200296.1	XP_025986000.2
OG0002301	XP_008191709.1	XP_025988311.1
OG0002302	NP_001158260.1, XP_015840354.1	XP_039302370.1, XP_039302371.1, XP_039302369.1
OG0002303	XP_967737.2	XP_011169728.1
OG0002304	XP_975339.3	XP_011173618.1
OG0002305	XP_008196864.1, XP_015838231.1	XP_025995641.1
OG0002307	XP_970027.1	XP_025991265.1
OG0002308	XP_974280.1, XP_015836416.1	XP_011161205.1
OG0002309	XP_008196695.1	XP_039306672.1, XP_039306673.1, XP_025986385.1
OG0002310	XP_008196183.1, XP_973205.1	XP_011169512.2
OG0002311	XP_015833535.1, XP_972519.1	XP_011172405.2
OG0002312	XP_973296.1	XP_011157996.1
OG0002313	XP_968860.2	XP_011163004.1
OG0002314	XP_001809235.1	XP_011159817.1
OG0002315	XP_008197275.1	XP_039314146.1, XP_039314145.1
OG0002316	XP_008196455.1, XP_972942.1	XP_011158206.1
OG0002317	XP_969671.1	XP_039303267.1, XP_025987104.2, XP_025987103.2, XP_025987102.2
OG0002318	XP_973509.2	XP_011170373.2
OG0002319	NP_001164362.1	XP_011171942.1
OG0002320	XP_967662.3	XP_011168230.1
OG0002321	XP_008201621.1	XP_039311651.1
OG0002322	XP_015836185.1	XP_011171174.2
OG0002323	XP_008197083.1	XP_011173539.1
OG0002324	XP_001808029.1	XP_011172067.1
OG0002325	XP_967859.1	XP_011168036.1
OG0002326	XP_015834953.1, XP_008192301.1	XP_039312619.1
OG0002327	XP_972123.2	XP_011172833.1
OG0002328	XP_015836614.1, XP_008194996.1, XP_967672.1	XP_011173541.1
OG0002329	XP_015840653.1	XP_039305901.1
OG0002330	XP_967966.1	XP_011161431.1, XP_039309152.1
OG0002331	XP_008200131.2	XP_011173029.1
OG0002332	XP_967090.1	XP_011173027.2
OG0002333	XP_008198827.2	XP_011173240.2, XP_039310884.1, XP_011173239.2, XP_039310886.1, XP_025994983.2, XP_025994984.2
OG0002334	XP_015835897.1	XP_039302404.1
OG0002335	XP_008198626.1	XP_011162945.2, XP_025990439.2
