Orthogroup	Tribolium_castaneum	Ceratina_calcarata
OG0001733	XP_015835945.1	XP_017876967.1
OG0001734	XP_972923.1	XP_017880487.1, XP_017880438.1
OG0001735	XP_001814509.1	XP_026668983.1, XP_017879315.1
OG0001737	XP_967723.2	XP_017876323.1
OG0001738	XP_015835145.1, XP_008200248.1, XP_001813427.1	XP_017892670.1
OG0001739	XP_968592.2	XP_026671212.1, XP_026667186.1, XP_017875591.1, XP_017883889.1, XP_017883890.1
OG0001740	XP_008193605.1, XP_008199012.1	XP_017891938.1
OG0001742	XP_015840747.1, XP_015840743.1	XP_026675013.1
OG0001743	XP_967142.1, XP_008197750.1, XP_008197749.1	XP_017891851.1, XP_026675172.1
OG0001744	XP_015838667.1, XP_008197600.1	XP_026668408.1, XP_017878130.1
OG0001745	XP_008201469.1	XP_017881314.1, XP_017881315.1, XP_017881316.1, XP_017881317.1
OG0001746	XP_968256.1, XP_008201143.1	XP_017884117.1
OG0001748	XP_015836622.1, XP_015836619.1	XP_017879238.1, XP_017879221.1
OG0001749	XP_008193533.1	XP_026673755.1, XP_026673765.1
OG0001750	XP_970242.1, XP_008192912.1	XP_017892823.1, XP_017892824.1
OG0001751	XP_969871.2	XP_026674532.1, XP_026674542.1, XP_017889998.1, XP_017889988.1
OG0001752	XP_008198887.1, XP_001815490.2, XP_008192875.1, XP_008192876.1, XP_015834712.1, XP_015834710.1, XP_008192879.1	XP_017885918.1
OG0001753	XP_969955.1	XP_017891501.1
OG0001756	XP_968859.1, XP_015840285.1	XP_026673089.1
OG0001758	XP_971002.1	XP_017876414.1, XP_026667557.1, XP_017876411.1, XP_017876412.1, XP_017876413.1, XP_017876410.1
OG0001759	XP_966423.1	XP_017890733.1
OG0001760	XP_966763.1	XP_017887562.1
OG0001762	XP_008194069.1	XP_017876531.1
OG0001763	XP_008191831.1, XP_973224.1	XP_017878480.1
OG0001764	XP_008199965.1, XP_968569.3, XP_968643.1, XP_015837277.1, XP_015837276.1, XP_015837278.1, XP_975752.1	XP_017883005.2
OG0001766	XP_008201079.1, XP_008201080.1	XP_017887354.1, XP_017887352.1, XP_017887351.1
OG0001767	XP_008193134.1, XP_015835802.1, XP_008193901.1	XP_017879592.1
OG0001768	XP_015834861.1	XP_026670407.1
OG0001769	XP_008192898.1, XP_015834493.1, XP_008192826.1, XP_015834494.1, XP_008192895.1, XP_008192836.1	XP_026667520.1
OG0001771	XP_008195425.2, XP_001808512.2	XP_017883067.1
OG0001774	XP_969023.1	XP_017883463.1, XP_026671015.1
OG0001775	XP_970951.1, NP_001298082.1	XP_017885677.1
OG0001776	NP_001164088.1	XP_017887967.1
OG0001777	XP_967221.1	XP_017875660.1, XP_017875659.1
OG0001778	XP_970875.1	XP_026674325.1
OG0001779	XP_973494.1	XP_017876550.1
OG0001780	XP_968841.1	XP_026671882.1, XP_017884824.1
OG0001781	XP_008192416.1	XP_017876214.2
OG0001782	XP_973321.1	XP_017880456.1
OG0001783	XP_015833325.1, XP_972914.1, XP_008190904.1	XP_017887554.1
OG0001784	XP_970614.1	XP_017886950.1
OG0001785	XP_969235.2	XP_017877910.1
OG0001786	XP_974171.1	XP_017886515.1
OG0001787	XP_966837.1	XP_017883925.1
OG0001789	XP_975068.2	XP_017890156.1, XP_017890155.1
OG0001790	XP_973834.1	XP_017891487.1
OG0001791	XP_008190467.1	XP_026675103.1, XP_017890893.1
OG0001792	XP_967089.1	XP_017879902.1
OG0001793	XP_975535.1	XP_017893036.1
OG0001794	XP_015834535.1	XP_026675098.1
OG0001795	XP_008195656.1	XP_017890067.1
OG0001796	XP_015834572.1, XP_015839928.1	XP_026672728.1
OG0001797	XP_973014.1	XP_017879490.1
OG0001799	NP_001157183.1	XP_017878056.1
OG0001800	XP_966972.1	XP_026667309.1, XP_026667307.1, XP_026667308.1
OG0001801	XP_974888.3	XP_017875183.1
OG0001802	XP_975650.1	XP_017879396.1
OG0001803	XP_008199564.1	XP_017877860.1
OG0001804	XP_008199910.1	XP_017890089.1
OG0001805	XP_008199909.1	XP_017888091.1, XP_017888090.1
OG0001806	XP_008197947.1	XP_017883265.1
OG0001807	XP_008195294.1	XP_026669145.1, XP_026669146.1
OG0001808	XP_972925.2	XP_026668949.1, XP_017879246.1
OG0001809	XP_973657.1	XP_017884416.1
OG0001810	XP_015836863.1	XP_017877358.1
OG0001811	XP_973747.1	XP_017880727.1
OG0001812	XP_967937.1	XP_017882349.1
OG0001813	XP_008199635.1	XP_017880085.1
OG0001814	XP_972868.1	XP_026674677.1, XP_026674676.1, XP_026674678.1, XP_017890858.1
OG0001815	XP_008199756.1	XP_017882293.1
OG0001816	XP_973162.1	XP_026672224.1
OG0001817	XP_015837888.1, XP_974446.1	XP_017880191.1
OG0001818	XP_015836560.1, XP_015836559.1	XP_017893655.1, XP_017893654.1
OG0001819	XP_008194754.1	XP_017877887.1
OG0001820	XP_966351.2	XP_017885739.1
OG0001821	XP_008193342.1	XP_017875290.1
OG0001823	XP_974250.1	XP_026668946.1, XP_026668947.1
OG0001824	XP_015834417.1	XP_017884208.1
OG0001825	XP_015834320.1	XP_017889283.1
OG0001826	XP_008195586.1	XP_017883619.2, XP_017885951.1
OG0001827	XP_008199970.1, XP_008199968.1	XP_017890147.1
OG0001828	XP_008191114.2	XP_017880424.1
OG0001829	XP_968607.1	XP_017885431.1, XP_017885432.1
OG0001830	XP_008200479.1	XP_017891758.1
OG0001831	XP_015835742.1, XP_015835744.1, XP_015835743.1	XP_026670464.1
OG0001832	XP_015839131.1	XP_017889885.1, XP_017889884.1
OG0001833	XP_015834094.1	XP_026672327.1
OG0001834	NP_001164305.1	XP_017878943.1, XP_017878954.1
OG0001835	XP_008190330.1, XP_008190331.1, XP_015832872.1	XP_017880637.1
OG0001836	XP_015837393.1, XP_015837408.1	XP_026673377.1, XP_026673386.1
OG0001837	XP_008191765.1	XP_017879091.1
OG0001838	XP_973996.1	XP_017875745.1
OG0001839	XP_968056.1, XP_015836876.1	XP_017885315.1
OG0001840	XP_008195127.1, XP_015836709.1	XP_017876404.1
OG0001841	XP_008199607.1	XP_017883556.1
OG0001842	XP_968201.1	XP_017876780.1
OG0001843	XP_970048.1	XP_026672571.1, XP_026672574.1, XP_017886650.1, XP_017886658.1, XP_017886643.1, XP_017886627.1
OG0001844	XP_967434.1	XP_017884568.1, XP_017884566.1
OG0001845	XP_972280.1	XP_017890828.1
OG0001846	XP_971039.1	XP_017883163.1, XP_026670872.1
OG0001847	XP_969079.1	XP_026669315.1
OG0001848	XP_966931.1, XP_015840170.1	XP_017885227.1
OG0001850	XP_008197509.1	XP_017884534.1
OG0001851	XP_974730.2	XP_026669346.1, XP_017880254.1
OG0001852	XP_008194931.1	XP_017890540.1, XP_017890539.1
OG0001853	XP_974684.1	XP_026674880.1
OG0001854	XP_974711.1, XP_008190957.1, XP_974693.1	XP_026672651.1
OG0001855	XP_008193347.1, XP_969166.1	XP_017888380.2, XP_017884097.2
OG0001856	XP_970966.2	XP_026672078.1
OG0001858	XP_008196162.1	XP_017893549.1
OG0001859	XP_015835825.1, XP_015835826.1	XP_017883489.1
OG0001861	XP_970093.1	XP_017888998.1
OG0001862	XP_970196.2	XP_017888246.1, XP_017888242.1
OG0001863	XP_968848.1	XP_017883441.1, XP_026671018.1
OG0001864	XP_008196595.1	XP_026673299.1
OG0001865	XP_008196649.1, XP_970928.1	XP_017885975.1, XP_017885974.1
OG0001866	XP_969990.1, XP_969855.1	XP_017884967.1
OG0001867	XP_008193780.1	XP_017875377.1
OG0001868	XP_008191524.1, XP_008191525.1	XP_017878388.1
OG0001869	XP_968474.1	XP_017889511.1
OG0001870	XP_970830.2, XP_008200721.1, XP_008200720.1, XP_015836188.1, XP_966582.1, XP_008200719.1	XP_017884759.1
OG0001871	XP_970702.1	XP_017891267.2
OG0001872	XP_975296.1	XP_026671514.1
OG0001873	XP_969187.1	XP_017880300.1
OG0001874	XP_971013.1	XP_017883297.1
OG0001875	XP_015833812.1, XP_008191230.1, XP_969031.2	XP_017878108.1, XP_026668425.1
OG0001876	XP_015835298.1	XP_017886614.1
OG0001877	XP_973601.1	XP_017878344.1
OG0001879	XP_972523.1	XP_017887133.1, XP_017887132.1
OG0001880	XP_015837523.1, XP_015837518.1	XP_017885483.1
OG0001881	XP_969186.1	XP_017876945.1
OG0001882	XP_008192360.1	XP_026668889.1
OG0001883	XP_008191423.1, XP_970042.1	XP_017887910.1
OG0001884	XP_008196596.1, XP_015837973.1	XP_017877175.1, XP_017877177.1
OG0001885	XP_967536.1	XP_017891454.1, XP_017891508.1
OG0001886	XP_975677.2	XP_017893606.1
OG0001887	XP_008197283.1	XP_017881736.1
OG0001888	XP_008195157.1	XP_017884489.2, XP_026671680.1
OG0001889	XP_976203.1	XP_017885997.1
OG0001890	XP_008199667.1	XP_017884817.1
OG0001891	XP_008192976.1	XP_017883142.1
OG0001894	XP_015834285.1	XP_017887642.1
OG0001895	XP_015837161.1, XP_015837158.1	XP_017884902.1
OG0001896	XP_008199025.2, XP_015836575.1	XP_026672607.1
OG0001897	XP_973467.1	XP_017888610.1, XP_017888842.1
OG0001898	XP_015837675.1, XP_008194172.1	XP_026673592.1, XP_017886548.2, XP_017881868.2, XP_017886017.1
OG0001899	XP_972476.1	XP_026674552.1, XP_026674553.1, XP_026674551.1
OG0001900	XP_973168.1	XP_026666940.1, XP_026666939.1
OG0001901	XP_975551.3	XP_026668656.1
OG0001902	XP_008200644.1, XP_008200643.1	XP_017889593.1, XP_026674165.1
OG0001903	XP_008195330.1	XP_017892748.1
OG0001904	XP_015838968.1	XP_026667559.1
OG0001905	XP_015836844.1	XP_017883039.2, XP_026670868.1
OG0001906	XP_008192297.1	XP_017881305.1
OG0001907	XP_008196697.1	XP_026668158.1, XP_017877554.1
OG0001908	NP_001034524.1	XP_017893011.1, XP_026666522.1
OG0001909	XP_008192942.1	XP_017879619.1
OG0001910	XP_008200358.1	XP_017876873.1
OG0001912	XP_015838680.1	XP_026669658.1, XP_017880960.1
OG0001913	XP_008190278.1	XP_017886285.1
OG0001914	XP_015833095.1, XP_008190774.1	XP_026671484.1
OG0001915	XP_008195899.1, XP_015837384.1	XP_017890100.1
OG0001916	XP_968009.1, XP_008199227.1	XP_017890285.1, XP_017890287.1
OG0001917	XP_969465.1	XP_017889918.1, XP_017889927.1
OG0001918	XP_001812133.1	XP_026670606.1
OG0001919	XP_008201301.1, XP_008201320.1	XP_026672019.1, XP_017887250.1, XP_017875887.1, XP_026672915.1
OG0001920	XP_015839675.1	XP_017883798.1
OG0001921	XP_015838145.1	XP_017875101.1
OG0001922	XP_015838207.1, XP_008196854.1	XP_017886128.1
OG0001923	XP_008198220.1	XP_017884129.1
OG0001924	XP_008200040.1	XP_026673201.1, XP_017875408.1
OG0001925	XP_015833560.1	XP_026675549.1
OG0001926	XP_974856.1	XP_017888873.1, XP_026673739.1
OG0001927	XP_970922.1	XP_017886910.1, XP_017886911.1
OG0001928	XP_015840097.1, XP_008193263.1	XP_017876315.2, XP_026668870.1
OG0001929	XP_969941.1	XP_017886560.1
OG0001930	XP_973098.1	XP_017876714.1, XP_026667584.1, XP_026667585.1, XP_026667586.1
OG0001931	XP_968315.1	XP_017886624.1
OG0001933	XP_008197905.1	XP_017887732.1, XP_017887731.1, XP_017881558.1
OG0001934	XP_008195057.1, XP_008195056.1	XP_017880849.1
OG0001935	XP_972743.1	XP_017881018.1
OG0001936	XP_015838605.1, XP_008193365.2, XP_008190649.2, XP_015836208.1, XP_015836206.1	XP_026673733.1
OG0001937	NP_001159380.1, XP_015837360.1, XP_015837617.1, NP_001159381.1	XP_026673472.1
OG0001938	XP_972867.1	XP_017889913.1
OG0001939	XP_975288.1	XP_017876213.1
OG0001940	XP_968090.1	XP_017887756.1
OG0001941	XP_008197953.1, XP_008197949.1	XP_017893435.1
OG0001942	XP_008195032.1	XP_017886825.1
OG0001943	XP_968664.1	XP_017890974.1
OG0001944	NP_001164311.1, NP_001164312.1, XP_008200790.1	XP_017881024.1
OG0001945	XP_015834904.1	XP_017878979.1
OG0001946	XP_008197760.1	XP_026668534.1, XP_017878432.1
OG0001947	XP_008200081.1	XP_026667362.1
OG0001949	XP_015838744.1	XP_017880042.1, XP_017880041.1
OG0001950	XP_015834259.1	XP_017880606.1
OG0001951	XP_008198065.2, XP_008198067.1, XP_008198061.1	XP_017875266.1, XP_017879426.1
OG0001952	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1	XP_026673636.1
OG0001953	XP_015838030.1, NP_001180378.1	XP_017887489.1
OG0001954	XP_972227.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
OG0001955	XP_971125.1	XP_017891396.1
OG0001956	XP_975480.1, XP_975607.1	XP_017881280.1, XP_017881281.1, XP_017881279.1
OG0001957	XP_015838649.1	XP_026670541.1
OG0001959	XP_015838645.1	XP_017890158.1
OG0001960	XP_008200339.1	XP_017888036.1
OG0001961	XP_969940.1	XP_017886094.1
OG0001962	XP_015837014.1, XP_974612.1, XP_974632.1, XP_974652.1, XP_008195477.1	XP_017890294.1
OG0001963	XP_008191834.1	XP_017889444.1
OG0001964	XP_971585.1	XP_017883493.1
OG0001965	XP_008201279.1, XP_015840730.1, XP_015839909.1, XP_008195883.2	XP_026671966.1
OG0001966	XP_001809413.1	XP_026671863.1, XP_026671862.1, XP_026671861.1, XP_017884638.1
OG0001967	XP_001807448.1	XP_017879863.1
OG0001968	XP_008198558.1	XP_017878165.1, XP_026668401.1, XP_026668400.1
OG0001969	XP_008199546.1, XP_008199547.1, XP_008199548.1, XP_008199545.1	XP_017881126.1, XP_017881124.1
OG0001970	XP_008195169.1	XP_017875520.1
OG0001971	XP_008191777.1	XP_017875636.1
OG0001973	XP_008198599.1	XP_026666764.1, XP_026666763.1
OG0001974	XP_008197175.1	XP_017884057.1
OG0001975	XP_015833055.1, NP_001164144.1	XP_017884118.1, XP_017884127.1
OG0001976	XP_015833110.1, XP_008190652.1	XP_026673045.1, XP_017887717.1
OG0001977	XP_015833284.1, XP_015833283.1, XP_973810.2	XP_017885147.1
OG0001980	XP_971979.1	XP_017877206.1, XP_017877208.1
OG0001981	XP_008200848.1, XP_970028.2, XP_968593.1, XP_968666.1, XP_968739.1, XP_008191362.2	XP_026667470.1
OG0001983	XP_971263.2	XP_026674560.1
OG0001984	XP_008191058.1	XP_017879106.1
OG0001987	XP_969865.2	XP_017890298.1
OG0001988	XP_001812661.1	XP_017885249.1
OG0001989	XP_967120.2	XP_017886188.1
OG0001990	XP_971866.1	XP_017875077.1
OG0001991	XP_975465.1	XP_017878347.1
OG0001992	XP_008200920.1	XP_017885977.1, XP_026672792.1
OG0001993	XP_971227.1	XP_026673041.1, XP_026673040.1, XP_017887438.1, XP_017887437.1
OG0001994	XP_971533.1	XP_017886719.1
OG0001995	XP_008192557.1	XP_017877362.1
OG0001997	XP_968867.1, XP_008200402.1, XP_966438.1	XP_017891491.2
OG0001998	XP_008199937.1	XP_017888704.1
OG0001999	XP_967576.1, XP_008191346.1	XP_017890859.1
OG0002000	XP_015836974.1	XP_017891282.1
OG0002001	XP_008190967.1, XP_008190968.1, XP_974902.1, XP_015833322.1	XP_017878868.1
OG0002002	NP_001034520.2	XP_017886112.1, XP_017886104.1
OG0002003	XP_015838178.1, XP_968621.1	XP_017888039.1, XP_017888038.1
OG0002004	XP_008201162.1, XP_974743.1	XP_017877968.1
OG0002005	XP_970311.1	XP_017887035.1, XP_017888579.1
OG0002006	XP_008192345.1	XP_017886992.1, XP_017893561.1, XP_017893559.1
OG0002007	XP_008191274.1	XP_026674824.1, XP_017891049.1, XP_026674823.1
OG0002009	XP_970519.1	XP_026675136.1, XP_017891803.1
OG0002010	XP_973746.2	XP_026675364.1
OG0002011	XP_971545.1	XP_026675218.1, XP_026675219.1, XP_017891861.1
OG0002012	NP_001107817.1, XP_008192468.1	XP_026671404.1, XP_026671401.1, XP_026671402.1
OG0002013	XP_973466.1, XP_008194703.1	XP_017893289.1
OG0002014	XP_008194388.1	XP_017891930.1, XP_017891928.1
OG0002015	XP_001811459.1	XP_017883532.1, XP_026671048.1
OG0002016	XP_969441.1	XP_017876906.1
OG0002017	XP_008199875.1	XP_017886294.2
OG0002018	XP_969631.2, XP_015835856.1	XP_017893660.1
OG0002019	XP_968850.1, XP_015839177.1	XP_017890477.1
OG0002020	XP_015839132.1	XP_026672188.1, XP_017885718.1
OG0002021	XP_015836519.1	XP_017892410.1, XP_017892409.1
OG0002022	XP_974755.2	XP_017876270.1
OG0002023	XP_972040.2	XP_017891834.1
OG0002024	XP_968623.1	XP_017876479.1
OG0002025	XP_008200104.1	XP_017885349.1
OG0002026	XP_015836199.1	XP_026667923.1, XP_026671291.1
OG0002027	XP_008195541.1	XP_017886780.1
OG0002028	XP_008193942.1, XP_015836057.1, XP_008193941.1	XP_026672345.1
OG0002029	XP_008198388.1	XP_017890013.1
OG0002030	XP_008201298.1, XP_008201254.2	XP_017878143.1
OG0002032	XP_008199563.1	XP_017890564.1
OG0002033	XP_974242.1, XP_008196193.1, XP_973827.2	XP_017878320.1, XP_026674180.1
OG0002034	XP_008191432.1, XP_008198556.1	XP_026674815.1
OG0002035	XP_015834331.1	XP_017889212.2
OG0002036	XP_008193640.1	XP_017884178.1, XP_026671415.1
OG0002037	XP_968226.1	XP_017891013.1, XP_017875775.1
OG0002038	XP_975880.1	XP_026669974.1
OG0002039	XP_008191389.1	XP_017884989.1, XP_026671619.1
OG0002040	XP_015840551.1	XP_026673371.1, XP_026673370.1, XP_026673373.1, XP_026673372.1, XP_017888057.1
OG0002041	XP_970185.1	XP_017875367.1, XP_017875368.1
OG0002042	XP_008195431.1	XP_017878261.1
OG0002043	XP_008193412.1	XP_017893182.1
OG0002044	XP_972243.1	XP_017878169.1, XP_026668414.1
OG0002045	NP_001034540.1, XP_015834295.1	XP_017888010.1
OG0002046	XP_008192066.1, XP_015834447.1	XP_026666857.1, XP_026666858.1
OG0002047	XP_967875.1, XP_008200945.1	XP_017891497.1
OG0002048	XP_015832893.1, XP_008190487.1	XP_017885326.1
OG0002049	XP_008194849.1	XP_026672593.1, XP_017875559.1
OG0002050	XP_971138.1	XP_026673243.1, XP_026673242.1, XP_026673241.1
OG0002051	NP_001164092.1, XP_008195713.1	XP_017889941.1
OG0002052	XP_015837547.1	XP_017892142.2, XP_017889243.1
OG0002053	XP_015840450.1	XP_017875014.1, XP_017875013.1
OG0002054	XP_015836409.1	XP_017875535.2, XP_017875536.1
OG0002055	XP_008198559.1	XP_017881945.1
OG0002056	XP_975463.1, XP_008201462.1, XP_008201461.1	XP_017878350.1, XP_026668520.1, XP_026668521.1
OG0002057	XP_975350.1	XP_017884426.1
OG0002058	XP_008193741.1, XP_974607.1	XP_017882011.1
OG0002059	XP_969613.1	XP_017892160.1
OG0002060	XP_008190346.1	XP_017885552.1, XP_017885551.2
OG0002061	XP_008196537.1	XP_017886520.1
OG0002062	XP_001808961.1	XP_017885759.1
OG0002063	XP_966349.1	XP_017882020.1
OG0002064	XP_971594.2, XP_008197242.1	XP_026672432.1, XP_026671917.1
OG0002065	XP_008190660.1	XP_026671607.1, XP_026671609.1, XP_026671610.1, XP_026671611.1
OG0002066	XP_008195892.1, XP_966832.1	XP_026674203.1
OG0002067	XP_008199684.1	XP_026671161.1
OG0002068	XP_972853.1	XP_026667546.1
OG0002069	XP_008194753.1	XP_017892203.1
OG0002070	XP_008199445.1	XP_017884253.1
OG0002071	XP_971591.1	XP_017892416.1
OG0002072	XP_008194342.1	XP_017875624.1
OG0002073	XP_976020.1	XP_026673734.1
OG0002074	XP_969518.1	XP_026673939.1, XP_017886279.1
OG0002075	XP_974640.1, XP_974146.1, XP_015832957.1, XP_967492.1	XP_026671085.1
OG0002076	XP_008201044.1, NP_001280534.1	XP_017877638.1
OG0002077	XP_967357.1	XP_017892099.1
OG0002078	XP_008194370.1	XP_017878624.1
OG0002079	XP_015834267.1, XP_015836722.1	XP_017893041.1
OG0002080	XP_973096.1	XP_026669630.1
OG0002081	XP_001807880.1, XP_008194570.1	XP_017880506.1, XP_017893083.1
OG0002082	XP_008192105.1	XP_017889177.1
OG0002083	XP_967458.1	XP_017876539.1, XP_017876538.1
OG0002084	XP_008195932.1	XP_017882321.1, XP_026670739.1
OG0002085	XP_969410.1	XP_017877119.1
OG0002086	XP_974176.1	XP_017882082.1
OG0002087	XP_015836902.1	XP_017887109.1
OG0002088	XP_008199834.1	XP_017886605.1
OG0002089	NP_001161917.1	XP_017884942.1
OG0002091	XP_969843.1	XP_017883418.1, XP_026672703.1, XP_017883332.1
OG0002093	XP_968283.1	XP_017891490.1
OG0002094	XP_008193285.1	XP_017888630.1
OG0002095	XP_973222.1	XP_017881949.1, XP_017881950.1, XP_026674939.1
OG0002096	XP_974674.2	XP_017877504.1
OG0002097	XP_969557.1	XP_017889929.1
OG0002098	XP_972070.1	XP_017885645.1, XP_017890408.1
OG0002099	XP_015840771.1	XP_026669830.1
OG0002100	XP_008192294.1	XP_017881312.1
OG0002101	XP_015834925.1, XP_008192122.2	XP_017892638.1, XP_026675506.1
OG0002102	XP_971608.1	XP_017878352.1
OG0002103	XP_968825.1	XP_017885153.1
OG0002104	XP_976358.1, XP_008193781.1	XP_017877819.1
OG0002105	XP_975598.1	XP_017892625.1
OG0002106	NP_001164138.1, XP_008193600.1	XP_017893173.1
OG0002107	XP_008195685.1	XP_026670813.1, XP_017891004.2, XP_017883935.1
OG0002108	XP_008198627.1	XP_026673953.1, XP_017889773.1
OG0002109	XP_008196116.1	XP_026674603.1, XP_017890661.1
OG0002110	XP_969156.2	XP_017893177.1, XP_026666642.1
OG0002111	XP_008194431.1	XP_017883807.1
OG0002113	XP_015834959.1, XP_001816436.2	XP_017881173.1
OG0002114	XP_972858.1	XP_017879876.1
OG0002115	XP_968584.1	XP_017886059.1
OG0002116	XP_008193891.1	XP_026672913.1
OG0002117	XP_008191876.1	XP_017893648.1, XP_017893649.1, XP_026666836.1
OG0002118	XP_008190636.1	XP_026669671.1, XP_017880801.1
OG0002119	XP_015834684.1	XP_026675516.1
OG0002120	XP_971372.1	XP_017886274.1
OG0002121	XP_008200135.1, XP_008200132.1	XP_017883582.1
OG0002122	XP_972559.1	XP_026668467.1
OG0002123	XP_015833440.1, XP_015833442.1, XP_015833441.1, XP_015833443.1	XP_026667236.1, XP_017875848.1
OG0002124	XP_015838755.1	XP_017883699.1
OG0002125	XP_008201698.1, XP_008201697.1	XP_017883372.1
OG0002126	XP_015839290.1, XP_008197430.1, XP_008197429.1, XP_001810780.1	XP_017882977.1
OG0002127	XP_015836243.1, XP_015836245.1	XP_026675056.1, XP_026675063.1, XP_026675067.1, XP_017890954.1
OG0002128	XP_001815774.1	XP_017879066.1
OG0002129	XP_015839592.1, XP_968654.1, XP_008198821.1	XP_017892713.1, XP_026675591.1, XP_026675590.1
OG0002130	XP_972472.3	XP_026670811.1
OG0002131	XP_008190518.1	XP_017889991.1, XP_017889986.1
OG0002132	XP_015836435.1, XP_008194818.1, XP_015836436.1	XP_026671695.1
OG0002134	XP_008200830.1	XP_017890874.1
OG0002136	XP_966441.1	XP_026668583.1, XP_017878512.1
OG0002137	XP_008190943.1, XP_008190944.1	XP_017879460.1
OG0002138	XP_968086.1	XP_017889415.1, XP_026673960.1
OG0002139	XP_966456.1	XP_017882001.1
OG0002140	XP_008198759.1	XP_017878294.1
OG0002141	XP_008199721.1	XP_017883216.1, XP_017883220.1
OG0002142	XP_973309.2, XP_008197132.1	XP_026673269.1, XP_017887897.1
OG0002143	NP_001280537.1, XP_973636.1	XP_017878298.1
OG0002144	NP_001107809.1, NP_001107764.1, XP_015840082.1, NP_001107808.1	XP_026673213.1
OG0002145	XP_001811305.1	XP_017889115.1
OG0002146	XP_015838767.1	XP_017888376.2, XP_017888444.1
OG0002147	XP_970558.1	XP_017891522.1, XP_017891506.1, XP_017891513.1
OG0002148	XP_008192249.1	XP_017880591.1
OG0002149	XP_015838724.1	XP_026671717.1, XP_017884765.1
OG0002150	XP_008200255.1, XP_001806913.1	XP_026669274.1
OG0002151	XP_001812763.1	XP_026672626.1
OG0002152	XP_015838366.1, XP_968078.1, XP_008197189.1	XP_017890934.1
OG0002153	XP_008201208.1	XP_026668823.1
OG0002155	XP_015832895.1	XP_017885332.1
OG0002156	XP_008201052.1	XP_017886581.1, XP_017886580.1
OG0002157	XP_015840099.1	XP_017887658.2
OG0002158	XP_970676.1, XP_008191922.2	XP_026674093.1
OG0002159	XP_008197592.1	XP_017882593.1, XP_026670619.1
OG0002160	XP_015836742.1, XP_008199830.1, XP_008199829.1	XP_017887848.1, XP_017879954.1, XP_017880026.1
