Orthogroup	Tribolium_castaneum	Aedes_aegypti
OG0001746	XP_968256.1, XP_008201143.1	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1
OG0001748	XP_015836622.1, XP_015836619.1	XP_021708833.1, XP_021708840.1
OG0001749	XP_008193533.1	XP_021706440.1
OG0001750	XP_970242.1, XP_008192912.1	XP_001647895.2
OG0001751	XP_969871.2	XP_001648099.1
OG0001752	XP_008198887.1, XP_001815490.2, XP_008192875.1, XP_008192876.1, XP_015834712.1, XP_015834710.1, XP_008192879.1	XP_001659769.2, XP_001651958.2, XP_001655198.2
OG0001753	XP_969955.1	XP_001652244.1
OG0001756	XP_968859.1, XP_015840285.1	XP_001655179.1
OG0001757	NP_001161929.1, NP_001161926.1	XP_001661597.2, XP_001661598.2, XP_001655682.2, XP_021705284.1
OG0001758	XP_971002.1	XP_001656095.2
OG0001759	XP_966423.1	XP_001657407.2
OG0001760	XP_966763.1	XP_001657581.2
OG0001762	XP_008194069.1	XP_001661603.1
OG0001763	XP_008191831.1, XP_973224.1	XP_021707256.1, XP_001662871.1
OG0001764	XP_008199965.1, XP_968569.3, XP_968643.1, XP_015837277.1, XP_015837276.1, XP_015837278.1, XP_975752.1	XP_001663376.2
OG0001766	XP_008201079.1, XP_008201080.1	XP_021699736.1
OG0001767	XP_008193134.1	XP_021702187.1, XP_021702186.1
OG0001768	XP_015834861.1	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1
OG0001769	XP_008192898.1, XP_015834493.1, XP_008192826.1, XP_015834494.1, XP_008192895.1, XP_008192836.1	XP_021711093.1, XP_021711094.1
OG0001774	XP_969023.1	XP_021700405.1, XP_001663729.1, XP_021700404.1
OG0001775	NP_001298082.1	XP_001655999.2
OG0001776	NP_001164088.1	XP_021710782.1
OG0001777	XP_967221.1	XP_001654587.1
OG0001778	XP_970875.1	XP_001655466.1, XP_021701850.1
OG0001779	XP_973494.1	XP_001654343.1
OG0001780	XP_968841.1	XP_021712259.1, XP_021707611.1, XP_021712258.1, XP_021707612.1, XP_021707614.1, XP_021707613.1, XP_021712257.1
OG0001781	XP_008192416.1	XP_001658016.1, XP_001654360.1
OG0001782	XP_973321.1	XP_001663680.2
OG0001783	XP_015833325.1, XP_972914.1, XP_008190904.1	XP_001662178.1
OG0001784	XP_970614.1	XP_021693607.1
OG0001785	XP_969235.2	XP_001647846.1, XP_021693061.1
OG0001786	XP_974171.1	XP_001652846.1, XP_001652845.1
OG0001787	XP_966837.1	XP_001661418.1
OG0001788	XP_008192566.1	XP_001651213.1
OG0001789	XP_975068.2	XP_001650308.2
OG0001790	XP_973834.1	XP_021713380.1
OG0001791	XP_008190467.1	XP_001660244.1
OG0001792	XP_967089.1	XP_001653344.1
OG0001793	XP_975535.1	XP_001657814.1
OG0001794	XP_015834535.1, NP_001280504.1	XP_021699339.1
OG0001795	NP_001298083.1, NP_001163996.1, NP_001164001.1, NP_001164314.1	XP_001661463.1
OG0001795	XP_971698.1	XP_021712775.1, XP_021694154.1
OG0001796	XP_015834572.1, XP_015839928.1	XP_001650832.1
OG0001797	XP_973014.1	XP_001655340.1, XP_001655343.1, XP_001655339.1
OG0001799	NP_001157183.1	XP_001650267.3
OG0001800	XP_966972.1	XP_001661937.2
OG0001801	XP_974888.3	XP_001656302.2
OG0001802	XP_975650.1	XP_001648600.1
OG0001803	XP_008199564.1	XP_001654138.1
OG0001804	XP_008199910.1	XP_001651535.2
OG0001805	XP_008199909.1	XP_001658946.1
OG0001806	XP_008197947.1	XP_021703614.1, XP_021703613.1, XP_021703612.1, XP_001650209.1
OG0001807	XP_008195294.1	XP_021697949.1, XP_021697948.1, XP_021697946.1
OG0001808	XP_973830.1	XP_001651395.1
OG0001808	XP_972925.2	XP_001648504.1, XP_001648505.2, XP_021711910.1
OG0001809	XP_973657.1	XP_021704020.1
OG0001810	XP_015836863.1	XP_021710388.1, XP_001648205.1
OG0001811	XP_973747.1	XP_021706968.1
OG0001812	XP_967937.1	XP_021703749.1, XP_001649272.1, XP_001647949.1, XP_021704430.1
OG0001813	XP_008199635.1	XP_021706119.1, XP_001660430.2
OG0001814	XP_972868.1	XP_021699004.1
OG0001815	XP_008199756.1, XP_971941.1	XP_021706600.1, XP_001654420.1
OG0001816	XP_973162.1	XP_021711934.1, XP_021705859.1
OG0001818	XP_015836560.1, XP_015836559.1	XP_001648308.1
OG0001820	XP_966351.2	XP_001656491.2
OG0001821	XP_008193342.1	XP_021705923.1
OG0001823	XP_974250.1	XP_001657128.2
OG0001824	XP_015834417.1	XP_021706910.1
OG0001825	XP_015834320.1	XP_001658727.1
OG0001826	XP_008195586.1	XP_021697012.1
OG0001827	XP_008199970.1, XP_008199968.1	XP_021712977.1, XP_021712976.1, XP_021712975.1, XP_021712974.1, XP_021712973.1, XP_021712972.1
OG0001828	XP_008191114.2	XP_021712291.1, XP_001658462.1
OG0001829	XP_968607.1	XP_001654783.1
OG0001830	XP_008200479.1	XP_021710578.1, XP_021710575.1, XP_021710579.1, XP_021710577.1, XP_021710576.1
OG0001831	XP_015835742.1, XP_015835744.1, XP_015835743.1	XP_001657882.2
OG0001832	XP_015839131.1	XP_021707800.1, XP_021707803.1, XP_021707802.1, XP_021707801.1
OG0001833	XP_015834094.1	XP_001660568.1, XP_021697617.1
OG0001834	NP_001164305.1	XP_001658587.2
OG0001835	XP_008190330.1	XP_021699457.1
OG0001835	XP_008190331.1, XP_015832872.1	XP_021699456.1
OG0001836	XP_015837393.1, XP_015837408.1	XP_021696438.1, XP_021696292.1
OG0001837	XP_008191765.1	XP_001657385.1
OG0001838	XP_973996.1	XP_001662943.2
OG0001839	XP_968056.1	XP_001656241.1, XP_001656242.2
OG0001840	XP_008195127.1, XP_015836709.1	XP_021693014.1
OG0001841	XP_008199607.1	XP_001662612.2, XP_021706346.1
OG0001842	XP_968201.1	XP_021708481.1, XP_021708478.1, XP_021708479.1, XP_021708480.1, XP_021708483.1
OG0001843	XP_970048.1	XP_001647861.1
OG0001844	XP_967434.1	XP_001648000.2, XP_021693221.1, XP_001647999.2, XP_021693222.1
OG0001845	XP_972280.1	XP_001654410.1
OG0001846	XP_971039.1	XP_021693741.1, XP_021693743.1, XP_021693742.1
OG0001847	XP_969079.1	XP_021696658.1, XP_001653615.1, XP_021712569.1, XP_021712570.1
OG0001848	XP_966931.1, XP_015840170.1	XP_001660510.1
OG0001850	XP_008197509.1	XP_001657137.1
OG0001851	XP_974730.2	XP_001658707.2
OG0001852	XP_008194931.1	XP_021707599.1
OG0001853	XP_974684.1	XP_021700185.1, XP_021700184.1, XP_021700182.1, XP_021700183.1
OG0001854	XP_974711.1, XP_008190957.1, XP_974693.1	XP_001659748.2
OG0001855	XP_008193347.1, XP_969166.1	XP_001655018.1
OG0001856	XP_970966.2	XP_021706007.1, XP_021706008.1
OG0001858	XP_008196162.1	XP_001655314.1, XP_021694464.1
OG0001859	XP_015835825.1, XP_015835826.1	XP_021706404.1, XP_021694347.1, XP_001657815.1
OG0001861	XP_970093.1	XP_001662954.2
OG0001862	XP_970196.2	XP_021698825.1, XP_001656028.1
OG0001863	XP_968848.1	XP_001650313.2
OG0001864	XP_008196595.1	XP_021703166.1, XP_021703165.1, XP_001658160.2
OG0001865	XP_008196649.1, XP_970928.1	XP_001650915.1
OG0001866	XP_969990.1, XP_969855.1	XP_021697144.1, XP_001659957.1
OG0001867	XP_008193780.1	XP_021712246.1
OG0001868	XP_008191524.1, XP_008191525.1	XP_021707165.1, XP_021707164.1, XP_001659505.1
OG0001869	XP_968474.1	XP_021707427.1, XP_021707425.1, XP_021707423.1, XP_021707426.1
OG0001870	XP_970830.2, XP_008200721.1, XP_008200720.1, XP_015836188.1, XP_966582.1, XP_008200719.1	XP_001652587.1
OG0001871	XP_970702.1	XP_001657691.1
OG0001872	XP_975296.1	XP_021706756.1, XP_021706757.1
OG0001873	XP_969187.1	XP_001654074.2
OG0001874	XP_971013.1	XP_001649673.2
OG0001875	XP_015833812.1, XP_008191230.1, XP_969031.2	XP_021697559.1
OG0001876	XP_015835298.1	XP_021692922.1, XP_021692917.1
OG0001877	XP_973601.1	XP_021702661.1
OG0001879	XP_972523.1	XP_021703643.1
OG0001880	XP_015837523.1, XP_015837518.1	XP_021700033.1, XP_021700038.1, XP_021700039.1
OG0001881	XP_969186.1	XP_011493034.2
OG0001882	XP_008192360.1	XP_021694906.1, XP_021694907.1, XP_021694904.1, XP_021694905.1, XP_021694908.1, XP_021694909.1, XP_011493407.2
OG0001883	XP_008191423.1, XP_970042.1	XP_021713193.1
OG0001884	XP_008196596.1, XP_015837973.1	XP_021700781.1, XP_021700786.1, XP_021700788.1
OG0001885	XP_967536.1	XP_021693388.1, XP_001660962.2, XP_021693389.1
OG0001886	XP_975677.2	XP_021710919.1
OG0001887	XP_008197283.1	XP_001650218.2, XP_021703628.1, XP_021703626.1, XP_021706599.1, XP_021700995.1
OG0001888	XP_008195157.1	XP_001656705.2, XP_021702813.1
OG0001889	XP_976203.1	XP_001661881.1
OG0001890	XP_008199667.1	XP_021708813.1
OG0001891	XP_008192976.1	XP_021707500.1
OG0001894	XP_015834285.1	XP_021697761.1
OG0001895	XP_015837161.1, XP_015837158.1	XP_021695274.1
OG0001896	XP_008199025.2, XP_015836575.1	XP_021700472.1
OG0001897	XP_973467.1	XP_001652661.1, XP_021706950.1
OG0001898	XP_015837675.1, XP_008194172.1	XP_001663962.2
OG0001899	XP_972476.1	XP_001654630.1
OG0001900	XP_973168.1	XP_021703372.1
OG0001901	XP_975551.3	XP_001662611.1
OG0001902	XP_008200644.1, XP_008200643.1	XP_021708938.1, XP_021712229.1
OG0001903	XP_008195330.1	XP_021703750.1, XP_001649274.2
OG0001905	XP_015836844.1	XP_001650299.2, XP_021693922.1
OG0001906	XP_008192297.1	XP_021704732.1
OG0001907	XP_008196697.1	XP_001650086.2
OG0001908	NP_001034524.1	XP_001656234.1
OG0001909	XP_008192942.1	XP_021702262.1, XP_021702271.1
OG0001912	XP_015838680.1	XP_021700547.1
OG0001913	XP_008190278.1	XP_021704809.1
OG0001914	XP_015833095.1	XP_021702586.1
OG0001914	XP_008190774.1	XP_021696818.1
OG0001915	XP_008195899.1, XP_015837384.1	XP_021706539.1, XP_021706508.1
OG0001916	XP_968009.1, XP_008199227.1	XP_001660605.1
OG0001917	XP_969465.1	XP_001654386.1
OG0001919	XP_008201301.1, XP_008201320.1	XP_021700283.1
OG0001921	XP_015838145.1	XP_021706711.1, XP_021706708.1, XP_021706709.1, XP_021706710.1, XP_021706712.1, XP_021706713.1, XP_021706714.1, XP_021712678.1
OG0001922	XP_015838207.1, XP_008196854.1	XP_011493578.1
OG0001923	XP_008198220.1	XP_001652085.2
OG0001924	XP_008200040.1	XP_021700902.1
OG0001925	XP_015833560.1	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1
OG0001926	XP_974856.1	XP_001659471.1
OG0001927	XP_970922.1	XP_021702614.1, XP_001655971.2
OG0001928	XP_015840097.1, XP_008193263.1	XP_021698851.1
OG0001929	XP_969941.1	XP_021702281.1
OG0001930	XP_973098.1	XP_001651141.1
OG0001931	XP_968315.1	XP_021706792.1, XP_001663406.1
OG0001932	XP_008200556.2	XP_021704816.1
OG0001933	XP_008197905.1	XP_001651463.2, XP_021712848.1
OG0001934	XP_008195057.1, XP_008195056.1	XP_021704757.1, XP_021704756.1
OG0001935	XP_972743.1	XP_021694991.1
OG0001936	XP_015838605.1, XP_008193365.2, XP_008190649.2, XP_015836208.1, XP_015836206.1	XP_021708552.1
OG0001937	NP_001159380.1, XP_015837360.1, XP_015837617.1, NP_001159381.1	XP_021708032.1, XP_021712188.1
OG0001938	XP_972867.1	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1
OG0001939	XP_975288.1	XP_001657962.2
OG0001940	XP_968090.1	XP_001658640.1
OG0001941	XP_008197953.1, XP_008197949.1	XP_021702015.1
OG0001942	XP_008195032.1	XP_001662960.1
OG0001943	XP_968664.1	XP_001654025.2, XP_021713121.1
OG0001944	NP_001164311.1, NP_001164312.1, XP_008200790.1	XP_001652255.3
OG0001945	XP_015834904.1	XP_021706254.1, XP_021706252.1
OG0001946	XP_008197760.1	XP_021700836.1, XP_021700832.1
OG0001947	XP_008200081.1	XP_021695537.1
OG0001949	XP_015838744.1	XP_021712604.1, XP_021703926.1, XP_021703927.1, XP_021703928.1
OG0001950	XP_015834259.1	XP_001663086.2, XP_021699579.1, XP_021699578.1
OG0001951	XP_008198065.2, XP_008198067.1, XP_008198061.1	XP_021704100.1
OG0001952	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1	XP_021699848.1
OG0001953	XP_015838030.1, NP_001180378.1	XP_021698730.1
OG0001954	XP_972227.1	XP_001647778.2
OG0001955	XP_971125.1	XP_001647950.1
OG0001956	XP_975480.1, XP_975607.1	XP_001648128.2, XP_021704528.1
OG0001957	XP_015838816.1	XP_001648185.1
OG0001959	XP_015838645.1	XP_001662716.2, XP_001649986.2
OG0001960	XP_008200339.1	XP_001651285.1
OG0001961	XP_969940.1	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1
OG0001962	XP_015837014.1, XP_974612.1, XP_974632.1, XP_974652.1, XP_008195477.1	XP_001655155.1, XP_001660370.1
OG0001963	XP_008191834.1	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1
OG0001964	XP_971585.1	XP_001657975.2
OG0001965	XP_008201279.1, XP_015840730.1, XP_015839909.1, XP_008195883.2	XP_021709748.1, XP_001658722.1
OG0001966	XP_001809413.1	XP_021699453.1, XP_011493090.2, XP_021699454.1
OG0001967	XP_001807448.1	XP_021692958.1
OG0001968	XP_008198558.1	XP_021693933.1, XP_021693935.1, XP_021693934.1, XP_021693936.1
OG0001969	XP_008199546.1, XP_008199547.1, XP_008199548.1, XP_008199545.1	XP_021694469.1, XP_021694470.1
OG0001970	XP_008195169.1	XP_021700163.1
OG0001971	XP_008191777.1	XP_021701730.1
OG0001973	XP_008198599.1	XP_021706103.1, XP_021706102.1, XP_021706099.1, XP_021706100.1
OG0001974	XP_008197175.1	XP_021706347.1, XP_021706349.1, XP_021706348.1, XP_021706351.1, XP_021706352.1, XP_021706350.1
OG0001975	XP_015833055.1, NP_001164144.1	XP_021710764.1, XP_021710765.1
OG0001987	XP_969865.2	XP_001654823.1
OG0001988	XP_001812661.1	XP_001652419.1
OG0001989	XP_967120.2	XP_001664307.1, XP_001662342.1
OG0001990	XP_971866.1	XP_001649527.2
OG0001991	XP_975465.1	XP_021693622.1
OG0001992	XP_008200920.1	XP_001663456.1
OG0001993	XP_971227.1	XP_001657186.1
OG0001994	XP_971533.1	XP_001655824.1
OG0001995	XP_974376.1	XP_001661817.1
OG0001995	XP_008192557.1	XP_021694932.1, XP_021694930.1, XP_021694931.1, XP_021694929.1
OG0001997	XP_968867.1, XP_008200402.1, XP_966438.1	XP_021694034.1, XP_021694036.1
OG0001998	XP_008199937.1	XP_001657081.2, XP_021711121.1
OG0001999	XP_967576.1, XP_008191346.1	XP_001654110.2
OG0002000	XP_015836974.1	XP_021701636.1
OG0002001	XP_008190967.1, XP_008190968.1, XP_974902.1, XP_015833322.1	XP_001654798.1, XP_021696930.1
OG0002002	NP_001034520.2	XP_021700879.1, XP_001650127.1
OG0002003	XP_015838178.1, XP_968621.1	XP_001648535.1
OG0002004	XP_008201162.1, XP_974743.1	XP_021709372.1, XP_001653273.1, XP_021712517.1, XP_021711747.1
OG0002005	XP_970311.1	XP_001648971.2
OG0002006	XP_008192345.1	XP_001648436.1
OG0002007	XP_008191274.1	XP_001663658.2
OG0002009	XP_970519.1	XP_001649565.2, XP_001649576.2
OG0002010	XP_973746.2	XP_021696649.1, XP_001652049.1
OG0002011	XP_971545.1	XP_021699544.1
OG0002012	NP_001107817.1, XP_008192468.1	XP_021707317.1, XP_021707316.1
OG0002013	XP_973466.1, XP_008194703.1	XP_021707456.1
OG0002014	XP_008194388.1	XP_021703286.1, XP_021703301.1
OG0002015	XP_001811459.1	XP_001651326.2
OG0002016	XP_969441.1	XP_021712620.1, XP_001655398.1
OG0002017	XP_008199875.1	XP_021699724.1
OG0002018	XP_969631.2, XP_015835856.1	XP_001656424.1
OG0002019	XP_968850.1, XP_015839177.1	XP_001650675.1
OG0002019	XP_970446.1	XP_021712006.1, XP_021705775.1
OG0002020	XP_015839132.1	XP_021693297.1
OG0002021	XP_015836519.1	XP_001660435.1
OG0002022	XP_974755.2	XP_001659928.1, XP_021712759.1
OG0002023	XP_972040.2	XP_021698976.1
OG0002024	XP_968623.1	XP_021705137.1, XP_021705136.1
OG0002025	XP_008200104.1	XP_001660915.1
OG0002026	XP_015836199.1	XP_021708073.1
OG0002027	XP_008195541.1, XP_974930.2	XP_021698213.1, XP_021698212.1, XP_021698211.1
OG0002028	XP_008193942.1, XP_015836057.1, XP_008193941.1	XP_021695336.1, XP_021695333.1
OG0002029	XP_008198388.1	XP_021699817.1
OG0002031	XP_001810229.1, XP_973699.1, XP_001810290.1	XP_021707324.1, XP_021707323.1, XP_001661206.1
OG0002032	XP_008199563.1	XP_021705255.1
OG0002033	XP_974242.1, XP_008196193.1, XP_973827.2	XP_001655052.2, XP_001655051.2
OG0002034	XP_008191432.1	XP_021703905.1
OG0002034	XP_008198556.1	XP_021708702.1
OG0002035	XP_015834331.1	XP_021710461.1, XP_021710460.1, XP_021710459.1, XP_021710458.1, XP_021710457.1, XP_021710456.1, XP_021710462.1, XP_021710463.1, XP_021710464.1, XP_021710465.1
OG0002036	XP_008193640.1	XP_021698401.1
OG0002037	XP_968226.1	XP_001657723.1
OG0002038	XP_975880.1	XP_021705732.1, XP_001656882.1
OG0002039	XP_008191389.1	XP_021696857.1, XP_021696859.1, XP_021696854.1, XP_021696858.1, XP_021696855.1, XP_021696856.1
OG0002041	XP_970185.1	XP_001661004.2
OG0002042	XP_008195431.1	XP_021711074.1
OG0002043	XP_008193412.1	XP_001654285.2
OG0002044	XP_972243.1	XP_021692933.1, XP_021692932.1, XP_021692931.1
OG0002045	NP_001034540.1, XP_015834295.1	XP_021700822.1, XP_001654153.2
OG0002047	XP_967875.1, XP_008200945.1	XP_001662952.2
OG0002048	XP_015832893.1, XP_008190487.1	XP_021693261.1, XP_021693262.1, XP_021693250.1
OG0002049	XP_008194849.1	XP_001657413.2
OG0002050	XP_971138.1	XP_001661613.2
OG0002051	NP_001164092.1, XP_008195713.1	XP_001650787.1
OG0002052	XP_015837547.1	XP_001654238.1
OG0002053	XP_015840450.1	XP_021704986.1
OG0002054	XP_015836409.1	XP_021702372.1
OG0002055	XP_008198559.1	XP_021699091.1, XP_021699090.1
OG0002056	XP_975463.1, XP_008201462.1, XP_008201461.1	XP_021711845.1, XP_001651045.1
OG0002057	XP_975350.1	XP_021701189.1
OG0002058	XP_008193741.1, XP_974607.1	XP_001653033.1, XP_021703690.1, XP_001653035.1, XP_001653036.2
OG0002059	XP_969613.1	XP_001653641.1, XP_021697404.1
OG0002060	XP_008190346.1	XP_021709612.1
OG0002061	XP_008196537.1	XP_021701939.1
OG0002062	XP_001808961.1	XP_021697091.1, XP_021697090.1, XP_021697088.1, XP_021697087.1, XP_021697089.1
OG0002063	XP_966349.1	XP_021706324.1, XP_021706323.1, XP_001653117.1
OG0002064	XP_971594.2, XP_008197242.1	XP_021698918.1, XP_001661369.2
OG0002065	XP_008190660.1	XP_021704389.1, XP_021704396.1
OG0002066	XP_008195892.1, XP_966832.1	XP_021713324.1, XP_021712281.1, XP_021711970.1
OG0002067	XP_008199684.1	XP_001651806.1
OG0002068	XP_972853.1	XP_001661802.1
OG0002069	XP_008194753.1	XP_001663723.2
OG0002070	XP_008199445.1	XP_021713381.1, XP_021713382.1
OG0002071	XP_971591.1	XP_021700369.1, XP_021700370.1, XP_021700371.1, XP_001661960.1
OG0002072	XP_008194342.1	XP_001658181.2
OG0002073	XP_976020.1	XP_001660900.1, XP_021701418.1, XP_021701417.1
OG0002074	XP_969518.1	XP_021713169.1
OG0002075	XP_974640.1, XP_974146.1, XP_015832957.1, XP_967492.1	XP_001657421.1
OG0002076	XP_008201044.1, NP_001280534.1	XP_021704769.1, XP_021704812.1, XP_021704798.1, XP_021704808.1, XP_021704790.1, XP_021704775.1, XP_021704817.1, XP_021704784.1
OG0002077	XP_967357.1	XP_001659320.1
OG0002078	XP_008194370.1	XP_001655536.2, XP_021702297.1, XP_021702296.1, XP_021702295.1, XP_021702294.1
OG0002079	XP_015834267.1, XP_015836722.1	XP_021698016.1
OG0002080	XP_973096.1	XP_001655393.1
OG0002081	XP_001807880.1, XP_008194570.1	XP_001658896.1
OG0002082	XP_008192105.1	XP_001657833.1
OG0002083	XP_967458.1	XP_021699262.1, XP_021699265.1, XP_021699263.1, XP_021699264.1, XP_021699267.1, XP_021699261.1
OG0002084	XP_008195932.1	XP_021695962.1
OG0002085	XP_969410.1	XP_001658894.2
OG0002086	XP_974176.1	XP_001660810.2
OG0002087	XP_015836902.1	XP_001662226.1
OG0002088	XP_008199834.1	XP_021709590.1, XP_021709591.1, XP_021709592.1
OG0002089	NP_001161917.1	XP_021697379.1
OG0002089	XP_008199893.1	XP_021712561.1, XP_021699673.1
OG0002091	XP_969843.1	XP_001648366.2
OG0002093	XP_968283.1	XP_021694967.1, XP_021694963.1, XP_021694966.1, XP_021694965.1, XP_021694968.1, XP_021694964.1, XP_021696654.1, XP_021696652.1, XP_021696653.1, XP_021696651.1
OG0002094	XP_008193285.1	XP_021698854.1
OG0002095	XP_973222.1	XP_001649906.1, XP_001649907.1
OG0002096	XP_974674.2	XP_001658032.1
OG0002097	XP_969557.1	XP_001658647.1
OG0002098	XP_972070.1	XP_001657165.1
OG0002099	XP_015840771.1	XP_021711436.1
OG0002100	XP_008192294.1	XP_001655468.1
OG0002101	XP_015834925.1, XP_008192122.2	XP_021712895.1, XP_001651058.2
OG0002102	XP_971608.1	XP_021695018.1, XP_021695017.1, XP_021695021.1, XP_021695020.1, XP_021695022.1, XP_021695019.1
OG0002103	XP_968825.1	XP_001655133.2, XP_021699620.1, XP_011493590.2
OG0002104	XP_976358.1, XP_008193781.1	XP_001651269.2
OG0002106	NP_001164138.1, XP_008193600.1	XP_001651639.2
OG0002107	XP_008195685.1	XP_021704540.1
OG0002108	XP_008198627.1	XP_001661944.2
OG0002109	XP_008196116.1	XP_021695283.1
OG0002110	XP_969156.2	XP_021703061.1, XP_021703059.1, XP_001657803.1
OG0002111	XP_008194431.1	XP_001657036.2
OG0002113	XP_015834959.1, XP_001816436.2	XP_021707212.1
OG0002114	XP_972858.1	XP_021693401.1, XP_021693463.1, XP_021693350.1, XP_021693526.1
OG0002115	XP_968584.1	XP_001650881.2, XP_021711856.1
OG0002116	XP_015834915.1, XP_008193891.1	XP_021694344.1, XP_021699059.1
OG0002117	XP_008191876.1	XP_021699388.1
OG0002119	XP_015834684.1	XP_021707548.1, XP_021707543.1
OG0002120	XP_971372.1	XP_021701990.1, XP_021701991.1
OG0002121	XP_008200135.1, XP_008200132.1	XP_021707339.1
OG0002122	XP_972559.1	XP_021707553.1, XP_021707555.1, XP_021707552.1, XP_021707556.1, XP_021707554.1
OG0002124	XP_015838755.1	XP_021705870.1, XP_021705910.1
OG0002125	XP_008201698.1, XP_008201697.1	XP_021699006.1
OG0002126	XP_015839290.1, XP_008197430.1, XP_008197429.1, XP_001810780.1	XP_001657549.2, XP_001659807.1
OG0002127	XP_015836243.1, XP_015836245.1	XP_001654713.2
OG0002128	XP_001815774.1	XP_021701093.1
OG0002129	XP_015839592.1, XP_968654.1, XP_008198821.1	XP_001653301.1
OG0002130	XP_972472.3	XP_001653423.1
OG0002131	XP_008190518.1	XP_021703181.1
OG0002132	XP_015836435.1, XP_008194818.1, XP_015836436.1	XP_021697130.1
OG0002134	XP_008200830.1	XP_001658327.1
OG0002136	XP_966441.1	XP_001654115.2
OG0002137	XP_008190943.1, XP_008190944.1	XP_001648851.1, XP_021701095.1, XP_001653751.2
OG0002138	XP_968086.1	XP_001652434.1
OG0002139	XP_966456.1	XP_001651352.1
OG0002140	XP_008198759.1	XP_021701584.1
OG0002141	XP_008199721.1	XP_021710885.1
