Orthogroup	Tribolium_castaneum	Dufourea_novaeangliae
OG0002186	XP_015833012.1	XP_015429888.1
OG0002187	XP_008200208.1	XP_015430704.1
OG0002188	XP_008191506.1	XP_015437143.1
OG0002189	XP_008201506.1	XP_015433388.1
OG0002190	XP_015835446.1, XP_015835580.1	XP_015430414.1
OG0002191	XP_008198268.1	XP_015436770.1, XP_015436769.1
OG0002192	XP_008199357.1	XP_015440066.1
OG0002193	XP_015838056.1	XP_015434176.1
OG0002194	XP_008199781.1	XP_015434431.1
OG0002195	XP_973390.1	XP_015440333.1
OG0002196	XP_972723.3, XP_008196768.1	XP_015434208.1
OG0002197	XP_015838679.1	XP_015439774.1
OG0002198	XP_015833509.1	XP_015439829.1, XP_015439162.1
OG0002199	XP_008201373.1, XP_015840781.1	XP_015431954.1
OG0002202	XP_015837000.1	XP_015439760.1, XP_015439759.1
OG0002203	XP_973670.1	XP_015435271.1
OG0002204	XP_971803.1	XP_015433290.1
OG0002205	XP_008195779.1	XP_015437421.1
OG0002206	XP_008191467.1, XP_969470.1	XP_015435206.1
OG0002208	XP_008200554.2	XP_015437612.1
OG0002209	NP_001153726.1	XP_015432209.1
OG0002211	XP_015836270.1	XP_015438851.1
OG0002212	XP_008199329.1	XP_015436100.1
OG0002213	XP_971951.1	XP_015430991.1
OG0002214	XP_970794.2	XP_015437560.1
OG0002215	NP_001153689.1, XP_008195376.1	XP_015439908.1
OG0002217	XP_008198836.1	XP_015429316.1
OG0002218	XP_015837886.1	XP_015432226.1
OG0002219	XP_974102.1	XP_015436322.1
OG0002220	XP_008199405.1	XP_015439861.1
OG0002221	XP_015838213.1, XP_008196793.1	XP_015436577.1
OG0002222	XP_015833754.1	XP_015431411.1
OG0002223	XP_015836536.1	XP_015436837.1
OG0002224	XP_008196760.1	XP_015430067.1
OG0002225	XP_015838859.1, XP_015840257.1	XP_015432333.1
OG0002226	XP_972131.1	XP_015436856.1
OG0002228	XP_008197444.1	XP_015432287.1
OG0002230	XP_008190623.1	XP_015434504.1
OG0002236	XP_008197075.1, XP_970537.1	XP_015434106.1
OG0002237	NP_001164282.1, XP_015832950.1	XP_015440334.1
OG0002238	XP_968519.1	XP_015437601.1
OG0002239	XP_971357.1	XP_015435771.1
OG0002240	XP_966421.1	XP_015428894.1
OG0002241	XP_972048.1	XP_015439336.1
OG0002242	XP_008192955.1, XP_969701.1	XP_015433841.1
OG0002243	XP_967974.1	XP_015435185.1
OG0002244	XP_971838.1, XP_015838431.1	XP_015439633.1
OG0002245	XP_001812325.1	XP_015433682.1
OG0002246	XP_966594.1, XP_975913.1	XP_015430284.1
OG0002247	XP_975222.3	XP_015430656.1, XP_015430657.1
OG0002249	XP_974116.1	XP_015437137.1
OG0002250	XP_971814.1	XP_015438678.1
OG0002251	XP_967412.1	XP_015429890.1
OG0002252	XP_974038.1	XP_015428467.1
OG0002253	XP_973581.1	XP_015435776.1
OG0002254	XP_969563.1	XP_015437816.1
OG0002255	XP_008198473.1	XP_015430412.1
OG0002256	XP_008191874.1	XP_015428826.1
OG0002257	XP_973882.1	XP_015435255.1
OG0002258	XP_968242.1	XP_015436864.1, XP_015436865.1
OG0002259	XP_967086.2	XP_015430294.1
OG0002260	XP_969730.1	XP_015431175.1
OG0002261	XP_974528.1	XP_015439777.1
OG0002262	XP_967840.1, XP_008197054.1	XP_015432626.1
OG0002263	XP_970227.1	XP_015437922.1
OG0002264	XP_008191383.2	XP_015438943.1
OG0002265	XP_008201665.1, XP_967271.1	XP_015438021.1
OG0002266	XP_008193227.1	XP_015430451.1, XP_015430452.1
OG0002267	XP_008200946.1	XP_015436665.1
OG0002268	XP_975031.1	XP_015430729.1, XP_015430731.1
OG0002269	XP_008190883.1	XP_015430033.1
OG0002270	XP_008200385.1	XP_015431549.1
OG0002271	XP_015836947.1	XP_015434646.1
OG0002272	XP_974713.1	XP_015438730.1
OG0002273	XP_969194.1	XP_015432846.1
OG0002274	XP_008197123.1	XP_015428804.1
OG0002275	XP_973661.1	XP_015435073.1
OG0002276	NP_001161918.1, XP_008195708.1	XP_015430225.1
OG0002277	XP_971937.1	XP_015435746.1
OG0002278	XP_008199297.1	XP_015437327.1
OG0002279	XP_015838083.1	XP_015437701.1
OG0002280	XP_972334.2	XP_015435193.1
OG0002281	XP_008196723.1	XP_015434330.1
OG0002283	XP_008190746.1	XP_015434829.1
OG0002284	XP_972506.1	XP_015437073.1
OG0002285	XP_971080.1	XP_015439114.1
OG0002286	XP_008191066.1	XP_015437220.1
OG0002287	XP_008192968.1	XP_015436308.1
OG0002289	XP_970826.2	XP_015437488.1
OG0002290	XP_008190985.1, XP_008190986.1, XP_975085.2	XP_015432800.1
OG0002291	XP_008200856.1, XP_015837968.1	XP_015434854.1
OG0002293	XP_967537.1, XP_015836348.1	XP_015440365.1
OG0002294	XP_015834887.1, XP_008192123.1	XP_015431973.1
OG0002295	XP_008198978.1	XP_015430105.1
OG0002296	XP_015834948.1	XP_015436913.1
OG0002298	XP_970789.1	XP_015433669.1
OG0002299	XP_008200296.1	XP_015434448.1
OG0002300	XP_001814833.1	XP_015432121.1
OG0002301	XP_008191709.1	XP_015435729.1, XP_015431439.1
OG0002302	NP_001158260.1, XP_015840354.1	XP_015430885.1
OG0002303	XP_967737.2	XP_015436672.1
OG0002304	XP_975339.3	XP_015430773.1
OG0002305	XP_008196864.1, XP_015838231.1	XP_015434482.1
OG0002307	XP_970027.1	XP_015430114.1
OG0002308	XP_974280.1, XP_015836416.1	XP_015439111.1
OG0002309	XP_008196695.1	XP_015439134.1
OG0002310	XP_008196183.1, XP_973205.1	XP_015433826.1
OG0002311	XP_015833535.1, XP_972519.1	XP_015437027.1
OG0002312	XP_973296.1	XP_015428570.1
OG0002313	XP_968860.2	XP_015438852.1
OG0002314	XP_001809235.1	XP_015433932.1
OG0002315	XP_008197275.1	XP_015439231.1
OG0002316	XP_008196455.1, XP_972942.1	XP_015439600.1
OG0002317	XP_969671.1	XP_015435872.1
OG0002318	XP_973509.2	XP_015440007.1
OG0002319	NP_001164362.1	XP_015432172.1
OG0002320	XP_967662.3	XP_015439564.1
OG0002321	XP_008201621.1	XP_015434723.1
OG0002322	XP_015836185.1	XP_015431246.1, XP_015431247.1
OG0002323	XP_008197083.1	XP_015430746.1
OG0002324	XP_001808029.1	XP_015434952.1
OG0002325	XP_967859.1	XP_015439118.1
OG0002326	XP_015834953.1, XP_008192301.1	XP_015440511.1
OG0002327	XP_972123.2	XP_015430157.1
OG0002328	XP_015836614.1, XP_008194996.1, XP_967672.1	XP_015438845.1, XP_015438846.1
OG0002329	XP_015840653.1	XP_015437128.1
OG0002330	XP_967966.1	XP_015431312.1, XP_015431316.1
OG0002331	XP_008200131.2	XP_015429724.1
OG0002332	XP_967090.1	XP_015440110.1, XP_015428823.1
OG0002333	XP_008198827.2	XP_015435597.1
OG0002334	XP_015835897.1	XP_015437030.1
OG0002335	XP_008198626.1	XP_015432365.1
OG0002336	XP_975546.1	XP_015430834.1
OG0002337	XP_969504.1	XP_015433844.1
OG0002338	XP_001813875.2	XP_015438053.1
OG0002339	XP_008190462.1	XP_015437658.1
OG0002340	XP_008197613.1	XP_015433003.1
OG0002341	XP_015835598.1, XP_968891.1, XP_008193220.1, XP_008193222.1	XP_015437011.1
OG0002342	XP_972080.1	XP_015439291.1
OG0002343	XP_967782.1	XP_015431988.1
OG0002344	XP_971775.1	XP_015432727.1
OG0002345	XP_972001.1	XP_015439410.1
OG0002346	XP_015838249.1, XP_008196956.1	XP_015438925.1, XP_015439168.1
OG0002347	XP_008200146.1	XP_015431849.1
OG0002348	XP_966822.1, XP_008195261.1	XP_015437661.1
OG0002349	XP_966637.1	XP_015431136.1
OG0002350	XP_015836920.1	XP_015431133.1
OG0002351	XP_971589.2	XP_015438546.1
OG0002352	XP_969659.3	XP_015435733.1
OG0002353	XP_008196841.1, XP_008196839.1	XP_015430878.1
OG0002354	XP_971068.1	XP_015439453.1
OG0002355	XP_008191760.1	XP_015437366.1
OG0002356	XP_975713.2	XP_015439580.1
OG0002357	XP_015833961.1	XP_015436194.1
OG0002358	XP_008196698.1	XP_015438415.1
OG0002359	XP_008192856.1	XP_015436828.1
OG0002360	XP_966829.1	XP_015439041.1
OG0002361	XP_974015.1	XP_015430371.1
OG0002362	XP_971573.2	XP_015437508.1
OG0002363	XP_966821.1, XP_008195078.1	XP_015437909.1, XP_015437910.1
OG0002364	XP_008201054.1	XP_015435941.1
OG0002365	XP_973998.2	XP_015436941.1
OG0002366	XP_968119.1	XP_015436133.1
OG0002367	XP_008195166.1, XP_008195165.1, XP_008195167.1, XP_976404.1	XP_015428652.1
OG0002368	XP_008193461.1, XP_008193460.1	XP_015436808.1
OG0002369	XP_015833134.1	XP_015437641.1
OG0002370	XP_968113.1	XP_015429180.1
OG0002371	XP_969681.1	XP_015439498.1
OG0002372	XP_008201647.1, XP_008201523.1, XP_969172.2	XP_015439640.1
OG0002373	XP_975581.3	XP_015438596.1, XP_015438597.1
OG0002374	XP_008195277.1	XP_015436381.1, XP_015436383.1, XP_015436384.1, XP_015436385.1
OG0002375	XP_008196036.1	XP_015432557.1
OG0002376	XP_974620.1	XP_015436372.1, XP_015436373.1
OG0002377	XP_008201636.1	XP_015432852.1
OG0002378	XP_015836866.1	XP_015439244.1
OG0002379	NP_001164128.1	XP_015439945.1
OG0002380	XP_008190468.1	XP_015437409.1
OG0002381	XP_008198902.1	XP_015438543.1
OG0002382	XP_974281.1	XP_015433877.1
OG0002383	XP_015840777.1	XP_015436817.1, XP_015438795.1
OG0002384	XP_969980.1	XP_015431282.1
OG0002385	XP_015833609.1	XP_015436251.1
OG0002386	XP_008194465.1	XP_015438617.1
OG0002387	XP_969255.3	XP_015435040.1
OG0002388	XP_973355.1	XP_015438167.1
OG0002389	XP_008192849.1	XP_015436940.1
OG0002390	XP_008193559.2, XP_015836070.1	XP_015437633.1
OG0002391	XP_015837035.1, XP_015837036.1	XP_015439694.1
OG0002392	XP_008200361.1	XP_015432445.1
OG0002393	XP_968423.1	XP_015440078.1
OG0002394	XP_015835805.1	XP_015428697.1
OG0002395	XP_969412.2	XP_015435138.1
OG0002397	XP_015834833.1	XP_015432736.1, XP_015432728.1, XP_015432745.1
OG0002398	XP_008198540.1	XP_015434000.1
OG0002399	XP_968882.1, XP_008190861.1	XP_015434499.1
OG0002400	XP_972516.3	XP_015430164.1
OG0002401	XP_008199092.1	XP_015436472.1
OG0002402	NP_001163997.1	XP_015438066.1
OG0002403	XP_008193205.1, XP_008193202.1	XP_015437396.1
OG0002404	XP_972880.2	XP_015430211.1
OG0002405	XP_015832920.1, XP_015832921.1, XP_015832922.1, XP_008190451.1, XP_015832923.1	XP_015437590.1, XP_015438071.1
OG0002406	XP_015838396.1, XP_970424.2	XP_015436456.1, XP_015431558.1
OG0002407	XP_967913.1, XP_001812480.1, XP_968146.1	XP_015434568.1, XP_015434569.1
OG0002408	XP_015833112.1	XP_015440339.1
OG0002409	XP_008192917.1	XP_015434560.1
OG0002410	XP_015833298.1, XP_015833303.1	XP_015434449.1
OG0002411	XP_008194097.1	XP_015430558.1, XP_015430566.1
OG0002412	XP_015835862.1	XP_015440217.1
OG0002413	XP_015838765.1	XP_015433495.1
OG0002414	XP_973275.1	XP_015435893.1
OG0002415	XP_008199866.1	XP_015436830.1
OG0002416	XP_015838460.1	XP_015429907.1
OG0002417	NP_001164243.1	XP_015435596.1
OG0002418	NP_001164150.1, XP_008201500.1	XP_015429112.1
OG0002419	XP_973596.2	XP_015428828.1
OG0002420	XP_975421.2	XP_015428480.1
OG0002421	XP_015833076.1	XP_015431530.1
OG0002422	XP_015835681.1	XP_015429648.1
OG0002423	XP_008192031.1	XP_015437232.1, XP_015437235.1
OG0002424	XP_015839685.1	XP_015439713.1
OG0002425	XP_001809356.1	XP_015431255.1
OG0002426	XP_008192785.1	XP_015433459.1
OG0002427	XP_972355.4	XP_015430398.1
OG0002428	XP_008191587.1	XP_015439091.1
OG0002430	XP_015837431.1, XP_015837430.1, XP_015837423.1, XP_015837426.1, XP_015837425.1, XP_015837428.1, XP_015837427.1, XP_008196299.2	XP_015434053.1
OG0002431	XP_008197045.1	XP_015430592.1
OG0002432	XP_008200249.1, XP_015840151.1	XP_015432654.1
OG0002433	XP_008193307.2	XP_015435516.1
OG0002434	XP_015836631.1	XP_015432243.1
OG0002435	XP_968359.1	XP_015437733.1
OG0002436	XP_970854.1, XP_008192967.1	XP_015438554.1
OG0002437	XP_015833715.1	XP_015435472.1
OG0002438	XP_008200057.1	XP_015430183.1
OG0002439	XP_015833315.1, XP_975176.2	XP_015431259.1
OG0002441	XP_008190803.1	XP_015435854.1
OG0002442	XP_971648.1	XP_015432378.1
OG0002443	XP_008190301.1, XP_015840512.1	XP_015433817.1, XP_015433814.1
OG0002444	XP_015840887.1	XP_015438154.1
OG0002445	XP_971633.1	XP_015440040.1
OG0002447	XP_015840471.1, XP_015840472.1	XP_015429632.1
OG0002448	XP_008197798.1	XP_015428586.1, XP_015428533.1
OG0002449	XP_015839579.1, XP_008198819.1	XP_015431443.1
OG0002450	XP_974508.1	XP_015436703.1
OG0002451	XP_015836724.1	XP_015431407.1
OG0002452	XP_015839352.1, NP_001159382.1, NP_001159383.1	XP_015429783.1
OG0002453	XP_973609.1	XP_015436357.1
OG0002455	XP_008194693.1	XP_015432571.1
OG0002456	XP_008191996.1, NP_001107843.1	XP_015432025.1
OG0002457	XP_015838924.1	XP_015438402.1
OG0002458	XP_968547.1	XP_015433340.1
OG0002459	XP_001812083.1	XP_015434698.1
OG0002460	XP_015840679.1, XP_015840680.1	XP_015432043.1
OG0002462	XP_008193256.1	XP_015429450.1
OG0002465	XP_968597.1, XP_001810647.1, XP_968518.3	XP_015439214.1
OG0002466	XP_008191258.1, XP_015833800.1	XP_015437362.1
OG0002467	XP_008201223.1	XP_015437981.1
OG0002468	XP_015836979.1	XP_015431872.1
OG0002471	NP_001034537.1	XP_015434742.1
OG0002472	XP_008190580.2	XP_015439133.1
OG0002474	XP_973065.1	XP_015431308.1
OG0002475	XP_015840727.1, XP_008201603.1	XP_015432020.1
OG0002476	XP_968842.1, XP_968769.1	XP_015434770.1
OG0002477	XP_008201448.1	XP_015431755.1
OG0002479	XP_967804.1, XP_008190393.1	XP_015434517.1
OG0002481	XP_008200078.1	XP_015434141.1
OG0002482	XP_975133.1, XP_015837279.1	XP_015438747.1
OG0002483	XP_015835928.1	XP_015430136.1
OG0002484	XP_008192018.1	XP_015433967.1
OG0002485	XP_972698.1	XP_015431299.1
OG0002486	XP_973965.1	XP_015437597.1
OG0002487	XP_008200225.1	XP_015434984.1
OG0002488	XP_973411.1	XP_015434032.1
OG0002489	XP_008190303.1	XP_015429266.1
OG0002490	XP_008199094.1, XP_015840937.1	XP_015435005.1
OG0002491	XP_008199307.1	XP_015436118.1
OG0002492	XP_008191339.1	XP_015432920.1
OG0002493	XP_974504.1	XP_015435226.1
OG0002495	XP_015838793.1	XP_015431337.1
OG0002497	NP_001161251.1, XP_015835611.1	XP_015440224.1
OG0002499	XP_008191063.1, XP_008191064.1	XP_015431788.1
OG0002502	XP_976272.1	XP_015439409.1
OG0002503	XP_008198771.1	XP_015437934.1
OG0002507	XP_969249.1	XP_015433612.1
OG0002508	XP_967503.4	XP_015437518.1
OG0002509	XP_015837452.1	XP_015432155.1, XP_015432156.1
OG0002510	XP_975853.1, XP_966342.1, XP_008197241.1	XP_015434564.1
OG0002511	XP_970701.1	XP_015436254.1
OG0002512	XP_973796.1, XP_015837815.1	XP_015437798.1
OG0002513	XP_971524.1	XP_015431902.1
OG0002514	XP_015840707.1	XP_015436576.1
OG0002515	NP_001153625.1	XP_015430599.1
OG0002516	XP_015833424.1	XP_015437295.1
OG0002517	XP_971769.1	XP_015433778.1
OG0002518	XP_015836821.1, XP_008195530.1	XP_015429291.1, XP_015429290.1
OG0002519	XP_974464.1, NP_001158356.1, XP_008195381.1	XP_015435327.1
OG0002520	XP_969820.1	XP_015431824.1, XP_015431825.1
OG0002522	XP_972245.1, XP_968348.1, XP_008190369.1	XP_015437781.1
OG0002523	XP_967983.1, XP_008193915.1	XP_015438422.1
OG0002524	XP_008193430.1	XP_015428537.1
OG0002525	XP_971408.3	XP_015440068.1
OG0002526	XP_966747.1	XP_015435544.1
OG0002527	XP_008195502.1	XP_015436746.1, XP_015436747.1
OG0002529	XP_974048.2	XP_015439054.1
OG0002530	XP_972007.1	XP_015432182.1
OG0002531	XP_008197251.1	XP_015429864.1
OG0002532	XP_008200951.1	XP_015439665.1
OG0002533	XP_008193538.1, XP_001813334.1	XP_015434306.1
OG0002534	XP_967917.1	XP_015435536.1
OG0002535	XP_008200725.1	XP_015438590.1, XP_015438591.1
OG0002536	XP_008199914.1	XP_015430195.1
OG0002537	XP_968583.1	XP_015431101.1
OG0002538	XP_008198038.1	XP_015432350.1
OG0002539	XP_971147.1	XP_015429377.1
OG0002540	XP_970464.1	XP_015435937.1
OG0002541	XP_008193416.1	XP_015438324.1
OG0002542	XP_015838475.1	XP_015431546.1
OG0002543	XP_008192612.1	XP_015437165.1
OG0002544	XP_008199832.1	XP_015431889.1
OG0002545	XP_973536.1	XP_015429595.1
OG0002546	XP_971675.1	XP_015436717.1
OG0002547	XP_008193304.1	XP_015437456.1
OG0002548	XP_968698.1	XP_015430943.1
OG0002549	XP_008191674.1	XP_015431376.1
OG0002550	XP_971715.1	XP_015428555.1
OG0002551	XP_969888.1	XP_015436615.1
OG0002552	XP_972300.2	XP_015433426.1
OG0002553	XP_015836972.1	XP_015433240.1
OG0002555	XP_008199521.1	XP_015429964.1
OG0002556	XP_968285.1, XP_015835262.1	XP_015438511.1
OG0002557	XP_968466.1	XP_015429748.1
OG0002558	XP_001810193.1	XP_015438419.1
OG0002560	XP_015835188.1	XP_015436042.1
OG0002561	XP_015834637.1	XP_015434967.1
OG0002562	XP_971315.1	XP_015433613.1
OG0002563	XP_008191333.1, XP_015833881.1	XP_015429552.1
OG0002564	XP_015836269.1	XP_015437564.1
OG0002565	XP_008197338.1, XP_015840221.1	XP_015432305.1
OG0002566	XP_008194055.1, XP_969074.1	XP_015431627.1
OG0002567	XP_008198527.1, XP_015839226.1	XP_015434281.1
OG0002568	XP_971323.2	XP_015439016.1, XP_015439015.1
OG0002569	NP_001137388.1	XP_015429970.1
OG0002570	XP_008201719.1	XP_015430753.1
OG0002571	XP_970725.1	XP_015432425.1, XP_015432461.1
OG0002572	XP_966910.1	XP_015432631.1
OG0002573	XP_008198974.1	XP_015436276.1
OG0002574	XP_008194752.1	XP_015431900.1
OG0002575	XP_008200703.1, XP_008200704.1, XP_970221.1	XP_015434184.1
OG0002576	XP_974448.1	XP_015436464.1
OG0002577	XP_008193857.1, XP_015835626.1, NP_001165864.1	XP_015431906.1
OG0002578	XP_970861.1	XP_015436325.1
OG0002579	XP_015839511.1, XP_015839510.1	XP_015432770.1
OG0002580	XP_008195394.1	XP_015435127.1
OG0002581	XP_008192146.1	XP_015431390.1
OG0002582	XP_970958.2	XP_015429973.1
OG0002583	XP_975206.1	XP_015435987.1
OG0002584	XP_974970.1	XP_015437105.1, XP_015437108.1
OG0002585	XP_008196838.1	XP_015428798.1
OG0002586	XP_008191368.1	XP_015435963.1
OG0002587	XP_015838832.1, XP_971650.1	XP_015439832.1
OG0002588	XP_008190917.1	XP_015437911.1
OG0002589	XP_015834074.1, XP_015834075.1	XP_015438178.1
OG0002590	XP_001816307.1	XP_015435015.1
OG0002591	XP_015837485.1, XP_008199762.1, XP_008199761.1	XP_015433399.1
OG0002592	XP_008193753.1	XP_015431479.1
OG0002593	XP_008196316.1	XP_015430358.1
OG0002594	XP_015840699.1, XP_015840698.1	XP_015433688.1
OG0002595	XP_967219.2	XP_015433977.1
OG0002596	XP_008192711.1, XP_015835044.1	XP_015431528.1
OG0002597	XP_008198452.1	XP_015432432.1
OG0002598	XP_970700.1	XP_015428598.1
OG0002599	XP_008191857.1, XP_008191856.1, XP_015834776.1	XP_015436109.1
OG0002600	XP_969534.2	XP_015431843.1
OG0002601	XP_968389.2	XP_015431481.1
OG0002602	XP_008197839.1	XP_015428817.1
OG0002603	XP_015837981.1	XP_015437005.1
OG0002604	XP_008190940.1	XP_015431744.1
OG0002605	XP_970901.1	XP_015429023.1
OG0002606	XP_972116.1	XP_015432133.1
OG0002607	XP_008198489.1	XP_015431590.1
OG0002608	XP_008195018.2	XP_015429455.1
OG0002609	XP_008194170.1, XP_970126.1, XP_015836039.1	XP_015431383.1
OG0002610	NP_001161924.1	XP_015439177.1
OG0002611	XP_008200673.1	XP_015430862.1
OG0002612	XP_008200338.1	XP_015432883.1
OG0002613	XP_015837926.1	XP_015429215.1
OG0002614	XP_008194994.1	XP_015438794.1
OG0002615	XP_973277.1	XP_015439145.1
OG0002616	XP_008194327.1	XP_015432003.1
OG0002617	XP_008191571.1	XP_015439144.1
OG0002618	XP_971949.1	XP_015439362.1
OG0002619	XP_967344.1	XP_015430441.1
OG0002620	XP_008199513.1	XP_015431730.1
OG0002621	XP_001809098.1	XP_015435057.1
OG0002622	XP_008197859.1	XP_015434427.1
OG0002623	XP_008200368.1, XP_008200373.1	XP_015439778.1
OG0002624	XP_001812710.2	XP_015439132.1
OG0002625	XP_015838129.1	XP_015433658.1
OG0002626	XP_966844.1	XP_015430107.1
OG0002627	XP_970295.1	XP_015429889.1
OG0002628	XP_970116.1	XP_015431956.1
OG0002629	XP_015838033.1	XP_015433216.1
OG0002630	XP_008199827.1, XP_966761.1	XP_015430113.1
OG0002631	NP_001138958.1, XP_008194184.1	XP_015439630.1
OG0002632	XP_966948.1	XP_015428949.1
OG0002633	XP_015839320.1	XP_015433663.1
OG0002634	XP_015833160.1, XP_971901.1	XP_015434409.1
OG0002635	XP_008195534.1	XP_015433356.1
OG0002636	XP_973061.2	XP_015429816.1
OG0002637	XP_001813711.1	XP_015431613.1
OG0002638	XP_008197529.1, NP_001164246.1	XP_015429698.1, XP_015429706.1
OG0002639	XP_970492.1, XP_008200710.1	XP_015439575.1, XP_015439574.1
OG0002640	XP_974301.1	XP_015430585.1, XP_015430582.1
OG0002641	XP_967837.1	XP_015433536.1
OG0002642	XP_008194797.1	XP_015434035.1
OG0002643	XP_008196351.1	XP_015433261.1
OG0002644	XP_966558.3	XP_015429046.1, XP_015429047.1
OG0002645	NP_001280527.1, XP_015837729.1	XP_015429858.1
OG0002646	XP_973544.3	XP_015428765.1
OG0002647	XP_015834845.1, XP_975038.1	XP_015439757.1, XP_015438136.1
OG0002648	XP_008198582.1	XP_015431741.1
OG0002649	XP_975744.1	XP_015440206.1, XP_015440207.1
OG0002650	XP_008197594.1, XP_008197595.1	XP_015432655.1
OG0002651	XP_974927.1	XP_015439576.1
OG0002652	XP_008198798.1	XP_015431690.1
OG0002653	XP_967242.1	XP_015436274.1
OG0002654	XP_972888.1	XP_015432809.1
OG0002656	XP_008190304.1	XP_015438635.1
OG0002657	NP_001139388.1, XP_008191460.1	XP_015435541.1
OG0002658	XP_008201544.1, XP_008201543.1	XP_015438718.1
OG0002659	XP_974875.1	XP_015434472.1, XP_015434473.1
OG0002660	XP_974744.2	XP_015432850.1
OG0002661	XP_008195390.1	XP_015432720.1
OG0002662	XP_001812043.1	XP_015429516.1
OG0002663	XP_966549.1	XP_015438565.1
OG0002664	XP_975655.1	XP_015432510.1
OG0002665	XP_015834216.1, XP_015834217.1	XP_015431691.1
OG0002666	XP_966898.1	XP_015435561.1
OG0002667	XP_967309.1	XP_015432559.1, XP_015434187.1
OG0002668	XP_001813184.1	XP_015430836.1
OG0002669	XP_969765.1	XP_015429088.1
OG0002670	XP_015836829.1	XP_015433377.1
OG0002671	XP_015833689.1	XP_015432624.1
OG0002672	XP_970233.1	XP_015434450.1
OG0002673	XP_008198744.1	XP_015434084.1
OG0002674	XP_975609.3	XP_015433416.1
OG0002676	XP_969473.1	XP_015434619.1
OG0002677	XP_008199904.1, XP_008199902.1, XP_967780.1, XP_008199903.1	XP_015435990.1
OG0002678	XP_966985.1	XP_015440380.1
OG0002679	XP_972457.1	XP_015433390.1, XP_015433391.1
OG0002680	XP_973123.1	XP_015437768.1
OG0002681	XP_967801.1	XP_015434594.1
OG0002682	XP_015840132.1	XP_015434592.1, XP_015434684.1, XP_015434590.1
OG0002683	XP_001814185.2	XP_015434477.1
OG0002684	XP_973340.3, XP_008195651.1	XP_015433539.1
OG0002686	XP_968851.2	XP_015433786.1
OG0002687	XP_015837877.1, XP_015837878.1	XP_015433393.1
OG0002688	XP_008196486.1, XP_001811161.1	XP_015428809.1
OG0002689	XP_967909.2	XP_015428556.1
OG0002690	XP_015838200.1	XP_015436802.1, XP_015432427.1
OG0002691	XP_008192940.1, XP_008193183.1	XP_015434601.1
OG0002692	XP_015833151.1, XP_015833075.1	XP_015434103.1
OG0002694	XP_008190903.1	XP_015437824.1
OG0002695	XP_008200607.1	XP_015438098.1
OG0002696	XP_015838164.1, XP_966659.1	XP_015435871.1
