Orthogroup	Tribolium_castaneum	Osmia_lignaria
OG0001205	XP_015832961.1	XP_034193901.1, XP_034184389.1
OG0001206	XP_968926.1, XP_008192540.1, XP_008192547.1	XP_034190768.1, XP_034190762.1
OG0001207	XP_008193742.1	XP_034183242.1, XP_034183241.1
OG0001208	XP_008195493.1, XP_008195494.1, XP_008195495.1, XP_015836894.1, XP_015836892.1, XP_015836893.1	XP_034176726.1
OG0001211	XP_969398.1, XP_015836279.1, XP_015839975.1, XP_015839976.1, XP_008196675.1	XP_034191383.1
OG0001214	XP_008200001.1, XP_975934.1	XP_034192231.1
OG0001215	XP_968957.1	XP_034180167.1
OG0001216	XP_015839295.1	XP_034175165.1
OG0001217	XP_008192863.1	XP_034191212.1
OG0001218	XP_008201334.1	XP_034195620.1, XP_034195619.1
OG0001219	XP_001816128.1	XP_034191000.1
OG0001220	XP_972076.1	XP_034191390.1, XP_034191391.1, XP_034191388.1, XP_034191389.1
OG0001221	XP_008190388.1, XP_008190385.1, XP_008190387.2, XP_971157.1	XP_034187966.1
OG0001222	XP_968714.2	XP_034193972.1, XP_034193974.1
OG0001223	XP_967177.1	XP_034183725.1, XP_034183724.1
OG0001224	XP_008191038.1, XP_975446.1	XP_034191325.1, XP_034191326.1
OG0001225	XP_972067.1	XP_034185182.1, XP_034185183.1, XP_034185184.1, XP_034185186.1
OG0001226	XP_974453.1	XP_034180809.1
OG0001228	XP_008197675.1	XP_034179195.1
OG0001229	XP_973115.2	XP_034175638.1
OG0001230	XP_967571.1	XP_034176994.1
OG0001231	XP_008197759.1, XP_008197754.1	XP_034178706.1
OG0001232	XP_008190354.1	XP_034177425.1
OG0001233	XP_008190817.1	XP_034195005.1
OG0001234	XP_972865.2	XP_034178317.1
OG0001236	XP_970017.1, XP_008194730.1	XP_034177780.1, XP_034177781.1
OG0001237	XP_970990.1, XP_970935.1, XP_008198405.1, XP_008201442.1, XP_008201445.1	XP_034175664.1
OG0001238	XP_015840481.1, XP_008199848.1	XP_034184948.1
OG0001239	XP_969339.3	XP_034176391.1, XP_034176392.1
OG0001240	XP_008196847.1	XP_034175167.1
OG0001241	XP_008196700.1, NP_001280495.1	XP_034176190.1, XP_034176194.1
OG0001242	XP_015837308.1, XP_015837309.1	XP_034178872.1, XP_034178846.1
OG0001243	XP_968084.1	XP_034175728.1
OG0001244	XP_974073.3	XP_034193118.1, XP_034193119.1, XP_034193117.1
OG0001245	XP_968503.1	XP_034195874.1
OG0001246	XP_008191948.1, XP_008191947.1	XP_034188155.1
OG0001247	XP_969111.2	XP_034189745.1, XP_034189744.1
OG0001248	XP_975017.2	XP_034191744.1, XP_034191743.1, XP_034191742.1
OG0001249	XP_975542.1	XP_034179871.1
OG0001250	XP_015835066.1, XP_015835069.1, XP_015835068.1, XP_015835067.1, XP_008191723.1, XP_015835064.1, XP_015835065.1	XP_034184971.1
OG0001251	XP_008198694.1, XP_015839507.1, XP_015839508.1	XP_034174499.1
OG0001252	XP_008201627.1	XP_034193498.1
OG0001253	XP_008198623.1, XP_008198621.1	XP_034175880.1
OG0001254	XP_008200349.1, XP_015839691.1	XP_034182229.1
OG0001255	XP_015839682.1, NP_001280536.1	XP_034194579.1
OG0001256	XP_015840550.1	XP_034196141.1, XP_034196139.1
OG0001257	XP_972977.1, XP_973010.2	XP_034173799.1
OG0001258	NP_001034507.1	XP_034174253.1, XP_034174249.1
OG0001259	XP_968406.2	XP_034176645.1
OG0001260	XP_974043.1, XP_015835245.1	XP_034179841.1, XP_034179842.1
OG0001261	XP_969615.1	XP_034184351.1
OG0001262	XP_015836277.1	XP_034176208.1
OG0001263	XP_008194044.1, XP_966465.1	XP_034184311.1
OG0001264	XP_008199359.1	XP_034184003.1
OG0001265	XP_008198824.1, XP_015839576.1, XP_008198826.1	XP_034171032.1, XP_034171031.1
OG0001267	XP_008193924.1, XP_015835758.1, XP_008193926.1	XP_034184817.1
OG0001268	XP_001812645.1	XP_034194058.1, XP_034183288.1
OG0001269	XP_008199240.1	XP_034170855.1, XP_034170890.1
OG0001270	XP_008195264.1	XP_034189953.1
OG0001271	XP_015837418.1	XP_034191685.1
OG0001273	XP_008196928.2, XP_008194333.1, XP_015835670.1	XP_034176964.1, XP_034176963.1
OG0001274	XP_971741.1	XP_034176746.1, XP_034176745.1, XP_034176747.1
OG0001278	XP_968260.1	XP_034193961.1, XP_034193960.1
OG0001279	XP_015833552.1	XP_034187821.1
OG0001280	XP_968053.2, XP_008192425.1	XP_034178827.1
OG0001281	XP_008200663.1	XP_034186832.1, XP_034186841.1
OG0001282	XP_968795.1	XP_034185916.1, XP_034185917.1, XP_034185914.1, XP_034185915.1
OG0001283	XP_008195901.1	XP_034181744.1, XP_034181837.1
OG0001284	XP_015835521.1, XP_008200427.2	XP_034182364.1, XP_034182370.1
OG0001286	XP_973603.2	XP_034180255.1
OG0001288	XP_008195503.1	XP_034180431.1, XP_034180430.1, XP_034180429.1
OG0001289	XP_972155.1	XP_034181900.1
OG0001291	XP_973702.2	XP_034186514.1
OG0001293	XP_967850.1	XP_034189845.1
OG0001294	XP_008190438.1	XP_034179747.1, XP_034179749.1, XP_034179750.1
OG0001295	XP_015837736.1, XP_008199992.1, XP_015837734.1, XP_015837735.1, XP_008197104.1, XP_015838076.1, XP_966433.1	XP_034173343.1
OG0001298	XP_001814199.1	XP_034183917.1
OG0001299	XP_008190539.1	XP_034195475.1
OG0001300	XP_971886.1	XP_034183262.1
OG0001301	XP_971367.2	XP_034171853.1
OG0001303	XP_015833856.1	XP_034171879.1
OG0001304	XP_008201630.1	XP_034193633.1, XP_034193632.1
OG0001305	XP_015834192.1	XP_034182781.1
OG0001306	XP_015835234.1, XP_015835237.1	XP_034189742.1, XP_034189740.1
OG0001307	XP_015835558.1	XP_034177683.1
OG0001308	XP_008200820.1	XP_034186825.1
OG0001310	XP_975420.1	XP_034192862.1
OG0001312	XP_974931.1	XP_034185694.1, XP_034185693.1, XP_034185695.1, XP_034185696.1, XP_034185692.1
OG0001313	XP_974660.1	XP_034183537.1, XP_034183543.1
OG0001314	XP_015833753.1	XP_034191270.1, XP_034191265.1
OG0001315	XP_015836908.1, XP_966473.2	XP_034179981.1
OG0001316	XP_008196392.1	XP_034172834.1, XP_034172832.1, XP_034172833.1
OG0001317	XP_967323.2	XP_034173980.1
OG0001318	XP_008199614.1	XP_034184023.1, XP_034184024.1
OG0001320	XP_008199679.1	XP_034191089.1
OG0001322	XP_008196249.1	XP_034177182.1, XP_034177181.1
OG0001328	XP_969305.1	XP_034189487.1
OG0001329	XP_008190670.1	XP_034181173.1
OG0001330	XP_008195392.1	XP_034187420.1
OG0001331	XP_975415.1	XP_034184785.1, XP_034194104.1, XP_034194105.1
OG0001332	XP_008197848.1	XP_034190845.1
OG0001333	XP_008195720.1, XP_969089.1	XP_034172655.1, XP_034172647.1
OG0001334	XP_015838448.1	XP_034178816.1
OG0001335	XP_008193497.1	XP_034183702.1, XP_034183699.1
OG0001336	XP_001815618.1	XP_034176056.1, XP_034176057.1
OG0001337	XP_970871.1	XP_034175610.1, XP_034175608.1, XP_034175609.1, XP_034175607.1, XP_034175606.1
OG0001338	NP_001139390.1	XP_034174959.1
OG0001339	XP_970397.1	XP_034182822.1
OG0001340	XP_008193660.1, XP_970247.1	XP_034187730.1
OG0001341	XP_008199365.1	XP_034183403.1
OG0001342	XP_008199415.1	XP_034171540.1
OG0001343	XP_015835564.1, XP_008194046.1	XP_034192116.1, XP_034191468.1
OG0001344	XP_967651.3	XP_034184437.1
OG0001345	XP_974634.1	XP_034192767.1
OG0001346	XP_008200257.1	XP_034188753.1, XP_034188757.1
OG0001347	XP_973080.2	XP_034188460.1, XP_034188458.1, XP_034188459.1
OG0001348	XP_008194100.1	XP_034190246.1, XP_034190247.1
OG0001349	XP_008197983.1	XP_034193848.1
OG0001350	XP_015837465.1, XP_015837464.1	XP_034178870.1
OG0001351	XP_015832916.1, XP_971672.1	XP_034179763.1, XP_034179762.1
OG0001352	XP_008199131.1	XP_034183228.1, XP_034183229.1
OG0001353	XP_015833130.1, XP_015833131.1, XP_970090.1	XP_034187833.1
OG0001355	NP_001127921.1, XP_008197034.1	XP_034177943.1, XP_034177936.1
OG0001356	XP_968380.1, NP_001280528.1	XP_034191655.1
OG0001357	XP_008195370.1	XP_034179148.1
OG0001358	XP_008196120.1, XP_008196123.1	XP_034193857.1, XP_034193859.1
OG0001359	XP_972884.1, XP_972109.3	XP_034186799.1
OG0001360	XP_968834.1	XP_034180534.1
OG0001362	XP_015835360.1, XP_008200476.1	XP_034176998.1, XP_034176999.1
OG0001363	NP_001107813.1, XP_008193052.1	XP_034188598.1, XP_034195749.1
OG0001364	XP_008201239.1, NP_001034514.1	XP_034187398.1
OG0001365	XP_971819.1	XP_034175952.1, XP_034175953.1
OG0001366	XP_008195516.1	XP_034177852.1
OG0001368	XP_968199.1	XP_034184059.1, XP_034184060.1, XP_034184061.1
OG0001369	XP_971568.1, XP_008190885.1, XP_008190887.1, XP_008190886.1, XP_971622.1, XP_008190884.1	XP_034175588.1
OG0001370	XP_008199205.1	XP_034193190.1, XP_034193188.1
OG0001371	XP_974014.1, XP_015835087.1, XP_015835088.1	XP_034196311.1
OG0001372	XP_008194525.1	XP_034192857.1, XP_034192835.1
OG0001373	XP_968404.1, XP_015839616.1	XP_034176481.1, XP_034176482.1, XP_034176479.1, XP_034176480.1
OG0001374	XP_001814181.1	XP_034191781.1
OG0001375	XP_008190523.1	XP_034187770.1
OG0001376	XP_972494.1	XP_034191950.1
OG0001377	XP_008192006.1	XP_034192394.1, XP_034192393.1, XP_034192395.1, XP_034192396.1
OG0001378	XP_974170.1	XP_034177076.1
OG0001379	XP_008200289.1	XP_034178600.1
OG0001380	XP_008198237.1	XP_034182516.1
OG0001381	XP_970624.1, XP_015837364.1, XP_015837357.1	XP_034196052.1, XP_034196051.1
OG0001382	XP_015837790.1, XP_008196501.1, XP_975884.1, XP_008196500.1	XP_034171029.1
OG0001383	XP_008196388.1, XP_015837150.1	XP_034192238.1, XP_034192239.1
OG0001384	XP_974696.2	XP_034175535.1, XP_034175533.1, XP_034175534.1
OG0001385	NP_001280529.1, XP_008200155.1, NP_001280662.1	XP_034192956.1, XP_034192957.1
OG0001386	XP_015836790.1	XP_034177837.1, XP_034177838.1
OG0001387	XP_973997.3	XP_034192913.1
OG0001388	XP_008198472.1, XP_015839126.1	XP_034176109.1
OG0001389	XP_008191705.2, XP_015835153.1, XP_015835175.1	XP_034185820.1
OG0001390	XP_008196746.1	XP_034178304.1, XP_034178305.1
OG0001391	XP_015835294.1	XP_034183735.1, XP_034183733.1, XP_034183734.1
OG0001392	XP_972774.2	XP_034172425.1, XP_034172422.1
OG0001393	NP_001092812.1, XP_008191439.1	XP_034184917.1, XP_034184906.1, XP_034184926.1
OG0001394	XP_974474.1	XP_034181001.1
OG0001395	XP_008197875.1	XP_034178066.1
OG0001396	XP_001807060.1	XP_034172693.1, XP_034172692.1
OG0001397	XP_015840901.1, XP_015840903.1	XP_034184057.1
OG0001398	XP_008199101.1, XP_974850.1	XP_034194363.1
OG0001399	XP_015833723.1	XP_034173358.1, XP_034173359.1
OG0001400	XP_008192848.1	XP_034195108.1, XP_034195109.1
OG0001401	XP_966394.2	XP_034193789.1, XP_034193786.1, XP_034193787.1, XP_034193790.1, XP_034193788.1
OG0001402	XP_973256.1	XP_034186095.1
OG0001403	XP_015834718.1	XP_034184198.1, XP_034184197.1
OG0001404	XP_975540.1, XP_015837367.1	XP_034174940.1
OG0001405	XP_970709.2	XP_034179115.1, XP_034179121.1, XP_034179117.1, XP_034179120.1, XP_034179119.1, XP_034179116.1, XP_034179122.1, XP_034179125.1, XP_034179124.1, XP_034179123.1, XP_034179114.1
OG0001406	XP_001808764.1	XP_034173721.1, XP_034173720.1, XP_034173719.1
OG0001408	XP_973448.1	XP_034193248.1, XP_034193252.1, XP_034193247.1, XP_034193246.1, XP_034193253.1, XP_034193254.1, XP_034193242.1, XP_034193251.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193245.1, XP_034193244.1, XP_034193239.1, XP_034193249.1
OG0001409	XP_008201593.1	XP_034183709.1, XP_034183705.1, XP_034183712.1
OG0001410	XP_015837864.1, NP_001280533.1	XP_034195090.1
OG0001412	XP_015833580.1	XP_034173811.1
OG0001414	XP_008192642.1, XP_008192641.1, XP_974537.1	XP_034193134.1, XP_034193143.1, XP_034193150.1, XP_034193124.1, XP_034193156.1
OG0001415	XP_015834284.1, XP_008197482.1	XP_034173569.1
OG0001416	XP_008194088.1	XP_034195684.1
OG0001417	XP_973125.1	XP_034176053.1, XP_034176054.1
OG0001418	XP_008191844.1	XP_034181640.1
OG0001419	XP_015838768.1, XP_015838769.1	XP_034195621.1, XP_034195631.1
OG0001420	XP_015836480.1, XP_968142.1	XP_034171601.1, XP_034171602.1, XP_034171603.1
OG0001421	XP_974319.1	XP_034195446.1, XP_034195447.1
OG0001422	XP_971902.1	XP_034184246.1
OG0001423	XP_976493.2	XP_034173544.1, XP_034173543.1, XP_034173541.1, XP_034173542.1
OG0001424	XP_973684.1	XP_034176626.1
OG0001425	XP_015838773.1	XP_034172250.1
OG0001426	XP_015836693.1	XP_034178010.1
OG0001427	XP_008200281.1	XP_034194215.1
OG0001428	XP_972790.1	XP_034177324.1
OG0001430	XP_974921.1	XP_034193880.1
OG0001432	XP_001815304.2, XP_008190450.1	XP_034187182.1
OG0001433	XP_001810287.1	XP_034190285.1, XP_034190283.1, XP_034190281.1, XP_034190280.1, XP_034190284.1
OG0001434	XP_015838174.1	XP_034196636.1
OG0001435	XP_015840346.1	XP_034174774.1, XP_034184040.1, XP_034192480.1, XP_034192359.1
OG0001436	XP_967350.1, XP_967269.1, XP_008195569.1, XP_008195564.1, XP_008195566.1	XP_034192020.1, XP_034192021.1, XP_034192022.1
OG0001437	XP_974738.1	XP_034183216.1, XP_034183215.1, XP_034183214.1, XP_034183219.1, XP_034183218.1
OG0001438	XP_015835335.1, XP_015835336.1	XP_034190820.1, XP_034190825.1
OG0001439	XP_975295.1	XP_034193189.1, XP_034193169.1, XP_034193179.1
OG0001440	XP_969806.1	XP_034188593.1, XP_034188594.1, XP_034188591.1
OG0001441	XP_015838362.1, XP_015838361.1, XP_972088.1	XP_034190303.1, XP_034190307.1
OG0001444	XP_008199773.1	XP_034177854.1
OG0001451	XP_008198505.1	XP_034175962.1
OG0001453	XP_008192135.1, XP_974780.1	XP_034180206.1
OG0001455	XP_008195504.1, XP_008195463.1	XP_034185177.1
OG0001456	XP_967649.1	XP_034172056.1
OG0001457	XP_972313.1	XP_034184077.1, XP_034184078.1, XP_034184079.1
OG0001458	XP_969998.1	XP_034191558.1
OG0001459	XP_971056.1	XP_034175342.1
OG0001460	XP_968481.1	XP_034170884.1
OG0001461	XP_008195927.1	XP_034192616.1, XP_034192617.1
OG0001462	XP_969537.1	XP_034196153.1, XP_034196154.1
OG0001463	XP_975612.1	XP_034190681.1
OG0001464	XP_008192049.1, XP_008192050.1	XP_034196022.1
OG0001465	XP_970371.1	XP_034171010.1
OG0001466	XP_971808.1	XP_034191925.1, XP_034196338.1
OG0001467	XP_008190991.1	XP_034175936.1, XP_034179294.1, XP_034176791.1, XP_034177633.1, XP_034178483.1
OG0001468	XP_969120.1, NP_001164201.1	XP_034189050.1, XP_034188926.1
OG0001469	XP_015835402.1	XP_034176302.1
OG0001470	XP_972043.2, XP_015839118.1, XP_008198420.1	XP_034183067.1
OG0001471	XP_966863.1	XP_034182426.1
OG0001472	XP_974027.1	XP_034181981.1
OG0001473	XP_969761.2	XP_034189107.1, XP_034189106.1, XP_034189108.1, XP_034189110.1, XP_034189109.1
OG0001474	XP_008197149.1	XP_034189816.1
OG0001475	XP_008194014.1	XP_034173362.1, XP_034173363.1
OG0001476	XP_008196197.1, XP_008196196.1, XP_015837812.1	XP_034183134.1
OG0001477	XP_008193717.1	XP_034189643.1
OG0001478	XP_971848.1	XP_034175202.1, XP_034175211.1
OG0001479	XP_015835497.1	XP_034175520.1
OG0001480	XP_968112.1, XP_015840540.1	XP_034173889.1
OG0001481	XP_008192172.1, XP_008192171.1	XP_034185440.1
OG0001482	XP_008191953.1, XP_008191952.1	XP_034186998.1
OG0001483	XP_015832869.1	XP_034187252.1
OG0001484	XP_008197131.1	XP_034191551.1, XP_034191550.1
OG0001485	XP_975329.1	XP_034186519.1
OG0001486	XP_008197650.1, NP_001280513.1	XP_034176682.1, XP_034176680.1
OG0001487	XP_015833845.1	XP_034183431.1
OG0001488	XP_015834903.1	XP_034195946.1
OG0001491	XP_970708.2	XP_034191694.1
OG0001492	XP_973907.1	XP_034186910.1
OG0001493	XP_001812538.1, XP_008194282.1	XP_034185995.1
OG0001494	XP_975427.2	XP_034191318.1
OG0001495	XP_972502.1, XP_975469.1	XP_034174793.1
OG0001496	XP_008191879.1, XP_008191880.1	XP_034192377.1
OG0001497	XP_973523.2, XP_008191647.1, XP_008191650.1, XP_008191649.1	XP_034193387.1, XP_034193385.1, XP_034193386.1
OG0001498	XP_008200217.1, XP_969950.2	XP_034190065.1, XP_034190067.1
OG0001499	XP_974456.3	XP_034177671.1
OG0001500	XP_015835209.1, NP_001280507.1	XP_034183987.1
OG0001501	XP_015833023.1	XP_034195944.1, XP_034195954.1
OG0001502	XP_015833027.1	XP_034195654.1, XP_034195723.1, XP_034195661.1, XP_034195645.1, XP_034195670.1, XP_034195691.1, XP_034195702.1, XP_034195681.1, XP_034195713.1, XP_034195636.1
OG0001503	XP_971310.1, XP_008195559.1	XP_034193077.1
OG0001505	XP_015839664.1, XP_970228.2, XP_015838048.1	XP_034177466.1
OG0001506	XP_973081.1	XP_034186728.1
OG0001507	XP_008197549.1, XP_970874.1	XP_034178888.1, XP_034178887.1
OG0001508	XP_008201537.1	XP_034173898.1, XP_034173896.1
OG0001509	XP_008196908.1	XP_034185686.1, XP_034185685.1
OG0001510	XP_015838190.1	XP_034175743.1, XP_034176259.1
OG0001511	XP_970235.1	XP_034172851.1
OG0001512	XP_015838487.1	XP_034187926.1
OG0001513	XP_008195017.1	XP_034176400.1
OG0001514	XP_968217.2	XP_034175632.1, XP_034175631.1
OG0001515	XP_967539.1	XP_034174960.1
OG0001517	XP_970104.3	XP_034186559.1
OG0001518	XP_967543.1	XP_034182092.1, XP_034182091.1
OG0001519	XP_967329.1, XP_001811319.1, XP_015837971.1, XP_015838004.1, XP_008196924.1, XP_967414.1	XP_034176663.1
OG0001521	XP_015837067.1	XP_034177464.1
OG0001522	XP_008198803.1	XP_034194411.1
OG0001523	XP_008198896.1, XP_008198895.1	XP_034193531.1, XP_034193530.1, XP_034193529.1, XP_034193527.1
OG0001524	XP_008200329.1	XP_034188338.1
OG0001525	XP_969909.1	XP_034193512.1, XP_034193514.1, XP_034193513.1
OG0001526	XP_008190710.1	XP_034185127.1
OG0001527	XP_975382.1	XP_034186561.1, XP_034186469.1
OG0001529	XP_008197492.1	XP_034194471.1
OG0001530	XP_972321.1	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1
OG0001531	XP_974940.1	XP_034176936.1
OG0001532	XP_008201526.1, XP_966735.2	XP_034181167.1, XP_034181163.1, XP_034181168.1
OG0001533	XP_015839661.1	XP_034191939.1
OG0001534	XP_969604.2	XP_034191289.1, XP_034191290.1, XP_034191288.1, XP_034191292.1, XP_034191291.1
OG0001535	XP_969480.1, XP_971061.2	XP_034170946.1
OG0001536	XP_015833087.1	XP_034171019.1, XP_034170963.1
OG0001537	XP_972795.1	XP_034183326.1
OG0001538	NP_001076809.1, XP_008195552.1	XP_034196385.1
OG0001539	XP_015839205.1, XP_008198054.1, NP_001164115.1, XP_001813274.1, XP_015836535.1	XP_034177999.1
OG0001540	XP_973817.2, XP_008200667.1	XP_034173018.1
OG0001541	XP_968546.2	XP_034177469.1
OG0001542	XP_008192060.1	XP_034173767.1, XP_034173765.1
OG0001543	XP_008199669.1	XP_034192289.1
OG0001545	XP_975212.1	XP_034181991.1, XP_034182093.1, XP_034188450.1
OG0001546	XP_015836962.1, XP_015836964.1, XP_015836965.1, XP_015836963.1	XP_034177866.1
OG0001547	XP_008196118.1	XP_034186431.1, XP_034186436.1
OG0001549	XP_967893.2	XP_034187374.1, XP_034187373.1, XP_034187375.1
OG0001551	XP_015832989.1	XP_034175250.1
OG0001552	XP_008190770.1, XP_008190772.1	XP_034171982.1, XP_034171977.1
OG0001553	XP_008200044.1	XP_034171753.1
OG0001554	XP_008193024.1	XP_034183078.1, XP_034183070.1
OG0001555	XP_015835901.1	XP_034192618.1
OG0001556	XP_970686.2	XP_034177956.1
OG0001557	XP_008190378.1	XP_034175797.1
OG0001559	XP_015836282.1	XP_034181077.1, XP_034181078.1, XP_034181076.1, XP_034181080.1, XP_034181079.1
OG0001560	XP_015837120.1, XP_015837119.1, XP_015837117.1	XP_034173220.1
OG0001561	XP_008201574.1	XP_034193887.1, XP_034193886.1, XP_034193888.1, XP_034193890.1, XP_034193889.1
OG0001562	XP_015833433.1, XP_008192389.1	XP_034185884.1, XP_034185806.1
OG0001563	XP_008192558.1, XP_008192559.1	XP_034193791.1, XP_034193793.1
OG0001565	XP_975257.1	XP_034183551.1
OG0001567	XP_974106.1	XP_034189867.1, XP_034189876.1
OG0001568	XP_974421.1, XP_008195811.1	XP_034176881.1, XP_034176880.1
OG0001569	XP_970921.1	XP_034192018.1, XP_034192019.1
OG0001570	XP_974899.2	XP_034175949.1, XP_034175951.1, XP_034175950.1
OG0001571	XP_973610.2	XP_034178369.1
OG0001572	XP_971371.1	XP_034179270.1
OG0001573	XP_015833275.1	XP_034173262.1, XP_034173261.1, XP_034173260.1, XP_034173259.1, XP_034173255.1, XP_034173257.1, XP_034173264.1, XP_034173265.1, XP_034173263.1, XP_034173258.1
OG0001574	XP_008199698.1	XP_034177989.1, XP_034177991.1
OG0001575	XP_008197647.1	XP_034184289.1
OG0001576	XP_008193716.1	XP_034182764.1
OG0001577	XP_967646.1	XP_034181816.1
OG0001579	XP_015836149.1	XP_034183763.1, XP_034183762.1
OG0001580	XP_008201637.1, XP_967750.1	XP_034190635.1
OG0001581	XP_968816.1	XP_034183698.1
OG0001582	XP_015840194.1	XP_034188520.1, XP_034188519.1
OG0001583	XP_008194225.1, XP_015835660.1	XP_034193810.1
OG0001584	XP_008195851.1	XP_034173083.1, XP_034173087.1
OG0001586	XP_967561.1, XP_972037.1	XP_034189101.1
OG0001587	XP_968197.1	XP_034180070.1
OG0001588	XP_015834889.1	XP_034176393.1
OG0001589	XP_008197702.1, XP_008192720.1, XP_015836948.1	XP_034176915.1, XP_034176917.1, XP_034176914.1, XP_034176918.1
OG0001590	XP_966455.1	XP_034183406.1
OG0001591	XP_967809.1	XP_034176545.1
OG0001592	XP_970967.2	XP_034173137.1
OG0001593	XP_015836546.1	XP_034179291.1
OG0001594	XP_971722.1	XP_034195834.1
OG0001595	XP_971845.3	XP_034195489.1
OG0001596	XP_008190483.1	XP_034194107.1, XP_034194106.1, XP_034194108.1
OG0001597	XP_967895.1	XP_034171975.1
OG0001597	XP_967819.1	XP_034171970.1
OG0001598	XP_970210.1, XP_971398.1	XP_034173905.1
OG0001601	XP_008199668.1, XP_008199653.1	XP_034172790.1, XP_034172794.1, XP_034172775.1, XP_034172791.1, XP_034172796.1
OG0001602	XP_015838387.1, XP_015838385.1	XP_034192717.1
OG0001603	XP_015834051.1, XP_968352.3	XP_034187265.1
OG0001604	XP_008200661.1, XP_967231.3	XP_034186738.1, XP_034186783.1
OG0001605	XP_008201547.1, XP_015840720.1	XP_034187808.1
OG0001606	XP_973145.3, XP_015834931.1, XP_008192087.1, XP_008192090.1, XP_008192091.1, XP_008192086.1, XP_015834933.1	XP_034186979.1
OG0001607	XP_976004.1, XP_008198242.1	XP_034187462.1
OG0001608	XP_972286.1	XP_034175828.1
OG0001609	XP_008199066.2	XP_034172296.1, XP_034172297.1
OG0001612	XP_008200626.1, XP_008200627.1	XP_034173487.1, XP_034173486.1, XP_034173488.1
OG0001614	XP_008194443.1, NP_001139415.1	XP_034185169.1, XP_034185158.1
OG0001615	XP_967910.1	XP_034181565.1, XP_034181567.1, XP_034181566.1
OG0001616	XP_967918.1, XP_015837909.1	XP_034175169.1
OG0001617	XP_973076.1	XP_034196519.1
OG0001619	XP_968073.1	XP_034176362.1
OG0001620	XP_967558.1	XP_034184874.1, XP_034184873.1
OG0001621	XP_008194243.1	XP_034174653.1, XP_034174654.1
OG0001622	XP_008194474.1, XP_001811901.2	XP_034180463.1
