Orthogroup	Megalopta_genalis	Solenopsis_invicta
OG0001836	XP_033336701.1	XP_039307187.1
OG0001837	XP_033342830.1	XP_011157877.1, XP_011157961.1, XP_011157801.1
OG0001838	XP_033340650.1	XP_025994570.1, XP_039304235.1, XP_039304229.1, XP_039304230.1, XP_039304231.1, XP_039304232.1, XP_039304234.1, XP_039304228.1
OG0001839	XP_033336632.1, XP_033336622.1	XP_039308920.1
OG0001840	XP_033337232.1	XP_011159388.1
OG0001841	XP_033321309.1	XP_039303300.1
OG0001843	XP_033331786.1	XP_011166162.1
OG0001844	XP_033336659.1, XP_033336660.1	XP_025992119.1
OG0001845	XP_033332610.1	XP_011166954.1
OG0001846	XP_033328152.1, XP_033328155.1	XP_011155530.1, XP_011155531.1
OG0001847	XP_033330093.1, XP_033330094.1	XP_011158153.2, XP_039311870.1, XP_011158155.1
OG0001848	XP_033329418.1	XP_011172427.1
OG0001849	XP_033333140.1	XP_011168927.1
OG0001851	XP_033338488.1, XP_033338487.1, XP_033338486.1	XP_011159639.2, XP_011159640.2
OG0001852	XP_033343065.1, XP_033343064.1, XP_033343063.1, XP_033343062.1, XP_033343066.1	XP_011169062.2
OG0001853	XP_033325669.1, XP_033325670.1	XP_011156362.2
OG0001855	XP_033331359.1	XP_011162018.1
OG0001856	XP_033338084.1	XP_011166372.1
OG0001857	XP_033339986.1	XP_039304741.1, XP_025993230.2
OG0001858	XP_033330211.1	XP_011160902.1
OG0001859	XP_033334191.1	XP_011167983.1
OG0001860	XP_033329838.1	XP_011157896.1
OG0001861	XP_033324078.1	XP_011155579.1, XP_039303738.1
OG0001862	XP_033322706.1	XP_011161432.3, XP_039310938.1, XP_025985893.1
OG0001863	XP_033327491.1, XP_033327490.1	XP_039301789.1, XP_011158443.1
OG0001864	XP_033339863.1	XP_011168664.2
OG0001865	XP_033333139.1, XP_033333147.1	XP_011157758.1
OG0001867	XP_033332172.1, XP_033332173.1	XP_025989927.1
OG0001868	XP_033334802.1	XP_025986322.1, XP_025986321.1
OG0001869	XP_033321176.1	XP_025994490.1
OG0001870	XP_033322633.1	XP_025989757.1
OG0001871	XP_033327724.1, XP_033327723.1	XP_011166857.1, XP_011166858.1, XP_011166859.1
OG0001872	XP_033322140.1	XP_011159588.1
OG0001873	XP_033329258.1	XP_011165220.1, XP_011165221.1
OG0001874	XP_033327725.1	XP_011164300.1
OG0001875	XP_033324785.1, XP_033324782.1, XP_033324784.1	XP_039314795.1
OG0001876	XP_033332288.1	XP_011169038.1
OG0001879	XP_033339056.1	XP_011163848.2
OG0001880	XP_033333136.1	XP_039314499.1, XP_039314493.1
OG0001881	XP_033333843.1	XP_011164275.1
OG0001882	XP_033342020.1	XP_011158770.1
OG0001883	XP_033331959.1, XP_033331958.1	XP_011169787.1
OG0001884	XP_033328220.1	XP_025988158.2
OG0001885	XP_033340345.1, XP_033341144.1, XP_033341154.1, XP_033341161.1	XP_025992055.1, XP_039310763.1
OG0001886	XP_033338085.1	XP_011165698.2
OG0001887	XP_033327039.1	XP_025986914.1
OG0001888	XP_033336318.1	XP_039306164.1, XP_039306162.1
OG0001889	XP_033331860.1	XP_039309851.1, XP_039309805.1, XP_039309662.1, XP_039309892.1, XP_039309725.1, XP_039309750.1
OG0001890	XP_033336322.1	XP_011166970.2
OG0001891	XP_033327843.1	XP_011167450.1
OG0001892	XP_033328080.1, XP_033328081.1, XP_033328082.1	XP_025987389.1
OG0001893	XP_033325594.1	XP_011160550.2, XP_011160548.2, XP_011160552.2, XP_011160551.2
OG0001894	XP_033328392.1	XP_025990876.2, XP_025990883.2
OG0001895	XP_033336132.1	XP_025994229.1, XP_025994233.1
OG0001896	XP_033340979.1	XP_011160557.2
OG0001897	XP_033326353.1	XP_039314067.1
OG0001899	XP_033342612.1	XP_011164419.2
OG0001900	XP_033333504.1	XP_025991978.2
OG0001901	XP_033334873.1, XP_033334871.1, XP_033334872.1	XP_039308637.1
OG0001902	XP_033324623.1	XP_025986551.1
OG0001903	XP_033330443.1, XP_033330441.1	XP_025988270.2
OG0001904	XP_033328278.1	XP_025987819.1
OG0001905	XP_033339110.1, XP_033339109.1	XP_025995563.1, XP_025995564.1
OG0001906	XP_033331741.1	XP_025990505.1
OG0001907	XP_033329726.1	XP_011171468.2
OG0001908	XP_033326920.1	XP_039313610.1, XP_011166685.1
OG0001909	XP_033321249.1, XP_033321258.1	XP_025996302.1, XP_025996300.1
OG0001910	XP_033342036.1	XP_025996984.1, XP_011162911.1, XP_011162903.1, XP_011162904.1, XP_039303625.1, XP_039303626.1, XP_039303624.1
OG0001912	XP_033322186.1	XP_039304141.1
OG0001913	XP_033326690.1, XP_033326697.1	XP_025993747.1
OG0001914	XP_033331976.1	XP_039307056.1, XP_039307054.1
OG0001915	XP_033324316.1	XP_011170489.1
OG0001916	XP_033341694.1	XP_011163484.1
OG0001917	XP_033330626.1	XP_011162663.1
OG0001919	XP_033327722.1, XP_033327666.1	XP_011159962.2
OG0001920	XP_033325395.1	XP_011168258.1
OG0001921	XP_033325549.1	XP_039312174.1
OG0001922	XP_033323250.1, XP_033323252.1	XP_025988179.2, XP_025988182.1
OG0001923	XP_033323344.1	XP_039302208.1
OG0001924	XP_033342122.1	XP_011162462.2
OG0001925	XP_033323913.1	XP_011162425.1
OG0001926	XP_033337474.1, XP_033337473.1, XP_033337472.1	XP_025993858.1
OG0001927	XP_033326238.1	XP_039311888.1
OG0001928	XP_033320933.1, XP_033320938.1	XP_025990418.2, XP_039308867.1
OG0001929	XP_033325685.1	XP_011160578.1
OG0001930	XP_033325385.1	XP_011165943.2
OG0001931	XP_033330668.1	XP_011156252.1
OG0001933	XP_033330320.1	XP_011165813.1
OG0001934	XP_033331289.1	XP_039307111.1, XP_011158198.1
OG0001935	XP_033340055.1, XP_033340054.1	XP_025987348.1, XP_011162557.1
OG0001936	XP_033337492.1	XP_039303347.1
OG0001937	XP_033321271.1	XP_025992699.1
OG0001938	XP_033341104.1	XP_011164650.1
OG0001939	XP_033337694.1	XP_011162377.1
OG0001940	XP_033340348.1, XP_033340347.1	XP_011164491.1, XP_039310767.1, XP_011164495.1
OG0001941	XP_033323315.1	XP_011164493.2
OG0001942	XP_033338841.1	XP_039315528.1, XP_039315527.1
OG0001944	XP_033322969.1, XP_033322967.1, XP_033322968.1	XP_039307825.1
OG0001946	XP_033342778.1, XP_033342777.1	XP_011168051.1
OG0001947	XP_033330927.1	XP_039304812.1, XP_039304814.1
OG0001948	XP_033342187.1, XP_033342190.1, XP_033342191.1, XP_033342189.1	XP_039303605.1, XP_039303603.1, XP_039303604.1, XP_025990667.1, XP_025990669.1, XP_025990666.1
OG0001950	XP_033321946.1	XP_011159348.1
OG0001951	XP_033327536.1	XP_011161681.1
OG0001952	XP_033327303.1	XP_025987848.2
OG0001954	XP_033335378.1, XP_033335380.1, XP_033335381.1, XP_033335379.1	XP_011171405.1
OG0001955	XP_033340240.1, XP_033340239.1, XP_033340238.1	XP_039310166.1
OG0001957	XP_033329870.1	XP_039306351.1, XP_039306347.1
OG0001959	XP_033339272.1, XP_033339273.1, XP_033339274.1	XP_039311222.1, XP_011167700.1, XP_011166246.1, XP_025990423.1, XP_011168840.1
OG0001960	XP_033321263.1	XP_011168667.2, XP_011168666.2
OG0001961	XP_033339667.1	XP_011159117.1
OG0001962	XP_033323388.1	XP_039310863.1, XP_039310862.1
OG0001963	XP_033329457.1	XP_025987329.1
OG0001964	XP_033332092.1, XP_033332090.1, XP_033332091.1	XP_011170815.1
OG0001965	XP_033340669.1	XP_011165971.3
OG0001966	XP_033336472.1	XP_011156473.1, XP_039301838.1
OG0001968	XP_033324891.1	XP_025993548.2
OG0001969	XP_033324554.1	XP_025990813.1
OG0001970	XP_033336275.1	XP_011175180.2
OG0001971	XP_033322853.1, XP_033322851.1, XP_033322852.1	XP_039302372.1, XP_011172043.1
OG0001974	XP_033321877.1	XP_039312911.1, XP_011164013.1, XP_011164019.1
OG0001975	XP_033330571.1	XP_039306273.1
OG0001976	XP_033328894.1, XP_033328898.1, XP_033328896.1, XP_033328895.1	XP_011175704.1
OG0001977	XP_033330380.1	XP_039312209.1, XP_011163239.2, XP_039306960.1, XP_039308853.1, XP_039308615.1, XP_025989079.1
OG0001978	XP_033321930.1, XP_033321927.1, XP_033321928.1, XP_033321929.1, XP_033321932.1	XP_025987987.1
OG0001979	XP_033324498.1	XP_025986866.2, XP_039301891.1, XP_025986977.2, XP_025987019.1, XP_025987018.2, XP_025986849.1, XP_039301888.1, XP_039301887.1, XP_039301882.1, XP_039301990.1, XP_039301755.1, XP_039301893.1, XP_039311646.1, XP_039311642.1
OG0001980	XP_033332519.1	XP_011162093.1, XP_011162094.1, XP_025986884.1
OG0001981	XP_033321136.1	XP_039306583.1, XP_039306585.1, XP_039306581.1, XP_039306582.1, XP_039306586.1
OG0001982	XP_033322532.1, XP_033322530.1, XP_033322531.1	XP_039305717.1, XP_039305715.1, XP_025987663.2, XP_039305716.1
OG0001983	XP_033342609.1	XP_039312850.1
OG0001984	XP_033338045.1	XP_039311144.1, XP_039312185.1, XP_011168276.1, XP_011165961.1
OG0001987	XP_033331402.1	XP_039309520.1
OG0001988	XP_033329629.1	XP_011172432.1
OG0001989	XP_033331257.1, XP_033331256.1, XP_033331258.1	XP_011155994.1
OG0001990	XP_033328369.1, XP_033328416.1	XP_011160281.1
OG0001991	XP_033342534.1	XP_011162213.1
OG0001992	XP_033322162.1	XP_011166417.1
OG0001994	XP_033333127.1	XP_011157615.1
OG0001995	XP_033332833.1	XP_011160305.1
OG0001996	XP_033335228.1	XP_039306908.1
OG0001997	XP_033341663.1	XP_011176266.1
OG0001998	XP_033329813.1	XP_011165662.3, XP_039305288.1
OG0001999	XP_033325830.1	XP_011163699.1
OG0002000	XP_033335153.1	XP_011167421.1
OG0002001	XP_033322962.1, XP_033322961.1	XP_011155895.1
OG0002002	XP_033340101.1	XP_011155883.1
OG0002003	XP_033321265.1	XP_011168665.1
OG0002004	XP_033332375.1	XP_011173600.1
OG0002005	XP_033321881.1	XP_011158219.1
OG0002006	XP_033325286.1	XP_025990495.1
OG0002007	XP_033320825.1	XP_011175469.1
OG0002009	XP_033337121.1, XP_033337122.1, XP_033337213.1	XP_011167462.1
OG0002010	XP_033334090.1, XP_033334088.1	XP_011159621.1, XP_011159651.1
OG0002011	XP_033338506.1	XP_011175427.1
OG0002012	XP_033337695.1	XP_011167163.1
OG0002013	XP_033332756.1	XP_011162687.2
OG0002014	XP_033334469.1, XP_033334391.1	XP_011158023.1
OG0002015	XP_033335589.1	XP_011159334.1
OG0002016	XP_033339897.1	XP_011158764.2
OG0002017	XP_033322358.1, XP_033322357.1	XP_025988462.1
OG0002018	XP_033338775.1	XP_011166334.1, XP_011167845.1
OG0002019	XP_033342269.1	XP_011156334.1
OG0002020	XP_033327053.1, XP_033341687.1	XP_039306807.1
OG0002021	XP_033341026.1	XP_011156180.1, XP_039309468.1, XP_039309469.1
OG0002022	XP_033330606.1	XP_011168593.2
OG0002023	XP_033330187.1	XP_025986607.1, XP_039310710.1
OG0002024	XP_033326388.1	XP_011156937.2, XP_025994650.2, XP_011156936.2, XP_011176120.1
OG0002025	XP_033327025.1	XP_011173487.2, XP_039305713.1
OG0002026	XP_033339539.1	XP_011157414.1
OG0002027	XP_033326241.1	XP_025993797.2
OG0002028	XP_033331884.1	XP_039303455.1, XP_039303453.1
OG0002029	XP_033335399.1	XP_011164082.1
OG0002030	XP_033322294.1	XP_025989480.1, XP_025989485.1, XP_025989488.1, XP_025989483.1, XP_025989484.1, XP_025989479.1, XP_039314460.1, XP_025989481.1
OG0002032	XP_033328092.1, XP_033328085.1	XP_011165871.1
OG0002033	XP_033342327.1	XP_039314338.1
OG0002033	XP_033324917.1	XP_039315148.1
OG0002034	XP_033339301.1	XP_011162529.1
OG0002036	XP_033341906.1, XP_033328755.1, XP_033328745.1, XP_033337105.1, XP_033339865.1	XP_025996420.1
OG0002037	XP_033341316.1	XP_025989827.1, XP_011168570.1
OG0002038	XP_033337933.1	XP_039302742.1, XP_011172587.1, XP_039302745.1, XP_039302743.1, XP_039302744.1, XP_011172602.1
OG0002039	XP_033336414.1	XP_011171335.2
OG0002041	XP_033325116.1, XP_033325117.1	XP_025987866.1
OG0002042	XP_033337308.1	XP_011164810.1
OG0002043	XP_033332748.1, XP_033332747.1	XP_011164926.1
OG0002044	XP_033324836.1, XP_033324837.1	XP_011164707.1
OG0002045	XP_033323946.1	XP_011168636.1, XP_039307873.1
OG0002046	XP_033338089.1, XP_033338090.1	XP_011163598.2, XP_025992606.1
OG0002047	XP_033339189.1, XP_033339191.1, XP_033339190.1, XP_033339182.1, XP_033339188.1	XP_011159418.1
OG0002048	XP_033338178.1	XP_039306029.1, XP_039306023.1
OG0002049	XP_033332838.1, XP_033332836.1	XP_025992504.2, XP_025992505.2, XP_025992506.2
OG0002050	XP_033330871.1	XP_011160116.1
OG0002051	XP_033323677.1	XP_039303098.1
OG0002052	XP_033322201.1	XP_039307831.1
OG0002054	XP_033335645.1	XP_025991239.1
OG0002055	XP_033325848.1	XP_025989880.1, XP_011163551.1
OG0002056	XP_033342389.1	XP_011162217.1
OG0002057	XP_033336546.1	XP_025996006.1
OG0002058	XP_033334796.1, XP_033339821.1	XP_011167938.1
OG0002059	XP_033336246.1	XP_011162168.2, XP_011162169.2, XP_011162170.2
OG0002060	XP_033329657.1, XP_033329652.1	XP_039314867.1
OG0002061	XP_033323132.1	XP_011168713.1
OG0002062	XP_033334333.1	XP_011160150.1
OG0002063	XP_033331779.1	XP_025995129.1
OG0002064	XP_033330194.1	XP_011162965.2
OG0002065	XP_033335764.1	XP_025991323.2
OG0002067	XP_033335279.1	XP_011174966.1
OG0002069	XP_033331638.1, XP_033337225.1	XP_025987315.1
OG0002070	XP_033342075.1	XP_011158729.2
OG0002071	XP_033340277.1	XP_011173442.1
OG0002072	XP_033325972.1	XP_011166443.2
OG0002073	XP_033337711.1	XP_011169662.1
OG0002074	XP_033322340.1, XP_033322339.1, XP_033322333.1	XP_011160613.1
OG0002075	XP_033324047.1	XP_039314504.1, XP_011172379.1
OG0002076	XP_033327390.1	XP_039308780.1
OG0002077	XP_033336962.1, XP_033336884.1	XP_011163065.1
OG0002078	XP_033342405.1	XP_025992815.2, XP_025992814.2, XP_039312746.1
OG0002079	XP_033331094.1	XP_039313392.1
OG0002080	XP_033323307.1	XP_025988221.1
OG0002081	XP_033337432.1	XP_011175890.1
OG0002082	XP_033329080.1	XP_011175502.2
OG0002083	XP_033320970.1	XP_011166977.1
OG0002084	XP_033323164.1	XP_039313394.1, XP_039313393.1, XP_025989804.1, XP_039313395.1, XP_011175612.1
OG0002085	XP_033333812.1	XP_011164201.1
OG0002086	XP_033325988.1	XP_039308567.1
OG0002087	XP_033338614.1	XP_011176340.1
OG0002088	XP_033325453.1	XP_011160587.1
OG0002089	XP_033336265.1	XP_039306886.1, XP_011157337.1
OG0002090	XP_033342349.1, XP_033342350.1, XP_033342351.1	XP_025991466.2, XP_011156304.2
OG0002091	XP_033332839.1	XP_011158317.1, XP_011158316.1, XP_039303772.1, XP_011158318.1
OG0002092	XP_033335532.1	XP_011175040.1, XP_039314089.1
OG0002094	XP_033331902.1	XP_039310840.1, XP_039310844.1
OG0002095	XP_033333377.1	XP_011168897.1
OG0002096	XP_033325800.1, XP_033325799.1	XP_011160507.1
OG0002097	XP_033326566.1	XP_011172439.1
OG0002098	XP_033323341.1	XP_011169375.2
OG0002099	XP_033338981.1	XP_025986368.1, XP_025986369.1
OG0002100	XP_033331711.1	XP_011159304.1
OG0002101	XP_033327711.1	XP_039302053.1
OG0002102	XP_033339729.1	XP_025990233.2
OG0002103	XP_033322989.1	XP_025987838.1, XP_039302633.1
OG0002104	XP_033332963.1	XP_039315071.1
OG0002105	XP_033323695.1	XP_011160701.2
OG0002106	XP_033331719.1	XP_011172824.3
OG0002107	XP_033341851.1	XP_011164373.1
OG0002108	XP_033324893.1	XP_039313638.1
OG0002109	XP_033332470.1, XP_033332471.1	XP_011167603.1
OG0002110	XP_033335705.1, XP_033336326.1	XP_025991391.2
OG0002111	XP_033331417.1	XP_011168221.2
OG0002113	XP_033331753.1	XP_011159293.2
OG0002114	XP_033321101.1, XP_033321100.1	XP_011169755.1
OG0002115	XP_033330968.1	XP_011175714.1
OG0002116	XP_033321454.1	XP_039309917.1
OG0002117	XP_033327108.1, XP_033327109.1	XP_011165686.1
OG0002118	XP_033339938.1, XP_033325696.1	XP_025992458.1, XP_011158319.1
OG0002119	XP_033327718.1	XP_011160697.2, XP_011160698.2
OG0002120	XP_033335131.1, XP_033335130.1, XP_033335132.1, XP_033335133.1	XP_011160924.1
OG0002121	XP_033324053.1	XP_039310648.1
OG0002122	XP_033333719.1	XP_025991775.2, XP_039308375.1, XP_039308374.1
OG0002123	XP_033341169.1	XP_025997519.1, XP_011165181.1, XP_039307521.1
OG0002124	XP_033338624.1	XP_039313866.1
OG0002125	XP_033337446.1, XP_033337444.1	XP_039302617.1, XP_011155674.1
OG0002126	XP_033340638.1	XP_025997254.1
OG0002127	XP_033338251.1, XP_033338252.1	XP_039305922.1, XP_011158715.1
OG0002128	XP_033335080.1, XP_033335078.1, XP_033335079.1, XP_033335076.1, XP_033335077.1	XP_039310635.1
OG0002129	XP_033330437.1	XP_011168722.1
OG0002130	XP_033340798.1	XP_039309652.1
OG0002131	XP_033338906.1	XP_025993873.1
OG0002132	XP_033336668.1	XP_039306816.1
OG0002134	XP_033343130.1	XP_025987059.2, XP_011157570.1
OG0002136	XP_033335149.1	XP_011168624.1
OG0002137	XP_033338681.1	XP_011158263.1, XP_039308887.1
OG0002138	XP_033341651.1	XP_011171693.1, XP_039304686.1, XP_011174259.2
OG0002139	XP_033330542.1	XP_011164821.1, XP_039303163.1
OG0002140	XP_033326796.1	XP_039303741.1
OG0002141	XP_033333036.1, XP_033333033.1	XP_039310465.1, XP_011162737.1
OG0002143	XP_033326798.1	XP_025996278.1, XP_039303798.1
OG0002144	XP_033340067.1	XP_039309856.1
OG0002145	XP_033325867.1	XP_011158801.2, XP_039313843.1, XP_039313842.1, XP_039313841.1, XP_039313839.1, XP_039313838.1, XP_039313736.1, XP_039313844.1, XP_039313644.1
OG0002146	XP_033335349.1	XP_039305223.1
OG0002147	XP_033321563.1, XP_033321564.1	XP_011158724.2
OG0002148	XP_033326919.1	XP_025991832.2, XP_025991833.2, XP_011163301.2, XP_011163302.2, XP_011163303.2, XP_011163304.2, XP_011163300.2, XP_011163305.2
OG0002149	XP_033335868.1, XP_033335869.1	XP_039309594.1, XP_025995865.2
OG0002150	XP_033342630.1	XP_011170414.2
OG0002151	XP_033338514.1	XP_025994383.1
OG0002153	XP_033334951.1, XP_033334953.1	XP_039313827.1, XP_011162298.2, XP_011162297.2
OG0002154	XP_033325425.1	XP_011168240.1, XP_039312267.1
OG0002155	XP_033338128.1	XP_039305784.1
OG0002156	XP_033326696.1, XP_033326695.1	XP_025987681.2, XP_025987680.2
OG0002157	XP_033321443.1	XP_025993720.1, XP_011167308.1
OG0002158	XP_033324674.1	XP_039315026.1
OG0002159	XP_033331327.1	XP_025994325.1, XP_025994324.1, XP_025994323.1, XP_039314006.1
OG0002160	XP_033331654.1	XP_025988856.2
OG0002161	XP_033327030.1	XP_025993132.1, XP_039311660.1, XP_039311636.1, XP_025993133.1
OG0002162	XP_033324386.1	XP_011165096.1, XP_011165097.2
OG0002163	XP_033323180.1	XP_039303474.1, XP_011168618.1
OG0002164	XP_033336338.1, XP_033336334.1	XP_025991311.2
OG0002165	XP_033340327.1	XP_011156209.1
OG0002166	XP_033330607.1, XP_033330608.1, XP_033330609.1	XP_011168567.1, XP_011168566.2
OG0002167	XP_033333604.1, XP_033333596.1	XP_025995948.2
OG0002169	XP_033332754.1	XP_011175637.1
OG0002170	XP_033325922.1, XP_033325920.1, XP_033325921.1, XP_033325918.1	XP_011168233.1
OG0002171	XP_033331401.1	XP_011171831.2
OG0002172	XP_033325565.1	XP_025989924.1
OG0002173	XP_033340098.1, XP_033340096.1	XP_011155884.1
OG0002174	XP_033322680.1	XP_011166729.1
OG0002175	XP_033339446.1, XP_033339509.1, XP_033339523.1	XP_039311191.1
OG0002176	XP_033332998.1, XP_033332997.1, XP_033332996.1	XP_025997315.2, XP_039310520.1, XP_039306471.1, XP_039312346.1, XP_039314789.1
OG0002177	XP_033329522.1	XP_011166992.1
OG0002178	XP_033340915.1	XP_039309328.1, XP_039309327.1
OG0002179	XP_033332653.1, XP_033332654.1	XP_039312572.1, XP_025994573.1
OG0002180	XP_033328741.1, XP_033328743.1, XP_033328742.1	XP_011168069.1
OG0002181	XP_033342304.1	XP_039313814.1, XP_039313810.1, XP_039313809.1
OG0002182	XP_033337517.1, XP_033337507.1	XP_011167147.1, XP_011167144.1
OG0002183	XP_033321319.1	XP_039312484.1, XP_011161522.2
OG0002184	XP_033327976.1, XP_033327977.1	XP_039312824.1
OG0002185	XP_033326773.1	XP_039304172.1, XP_039304183.1
OG0002186	XP_033323783.1	XP_025992656.2
OG0002187	XP_033324998.1	XP_025986164.1, XP_025986163.1, XP_025986162.1
OG0002188	XP_033329155.1	XP_011166908.2
OG0002189	XP_033329970.1	XP_025995809.1, XP_025995808.1, XP_025995812.1, XP_039310651.1, XP_039310652.1, XP_039310649.1, XP_025995811.1
OG0002190	XP_033327299.1, XP_033327297.1	XP_039303095.1, XP_011171955.1
OG0002191	XP_033322763.1	XP_039313426.1
OG0002192	XP_033321337.1	XP_039302756.1
OG0002193	XP_033336651.1, XP_033336652.1, XP_033336650.1	XP_011169164.1
OG0002194	XP_033332579.1	XP_025997096.1
OG0002195	XP_033339965.1	XP_011168472.1
OG0002196	XP_033336631.1	XP_011158463.1, XP_011165053.2
OG0002197	XP_033328063.1, XP_033328062.1, XP_033328061.1, XP_033328060.1, XP_033328065.1, XP_033328064.1	XP_011162642.2
OG0002199	XP_033329126.1	XP_011166725.1, XP_039302297.1
OG0002200	XP_033329416.1	XP_025994475.2, XP_039313910.1
OG0002201	XP_033336592.1	XP_039301728.1, XP_011161206.2
OG0002202	XP_033339653.1, XP_033324591.1	XP_025992855.2, XP_025992852.2
OG0002203	XP_033341493.1	XP_011171377.2
OG0002204	XP_033337259.1	XP_025989957.1
OG0002206	XP_033323616.1, XP_033326094.1	XP_039305029.1, XP_039305028.1, XP_039305027.1, XP_039305026.1, XP_025986723.2
OG0002208	XP_033333860.1	XP_025988285.2
OG0002209	XP_033338826.1, XP_033338407.1	XP_039311210.1, XP_039311209.1, XP_025995934.1
OG0002211	XP_033342715.1	XP_011168970.1
OG0002212	XP_033339888.1	XP_011169599.1
OG0002213	XP_033331056.1	XP_011175598.1
OG0002214	XP_033320806.1	XP_011157690.1
OG0002217	XP_033339042.1	XP_025990536.2, XP_011159352.2, XP_011159353.2
OG0002218	XP_033326308.1, XP_033326309.1	XP_011166591.1, XP_025992887.1
OG0002219	XP_033327409.1, XP_033327410.1	XP_011159620.1, XP_025989422.1
OG0002220	XP_033328246.1	XP_025987759.1
OG0002221	XP_033335086.1, XP_033335084.1, XP_033335085.1	XP_025992220.1, XP_025992219.1
OG0002222	XP_033321010.1, XP_033321006.1	XP_039311274.1, XP_039311275.1
OG0002223	XP_033326203.1	XP_025993703.1
OG0002224	XP_033330771.1	XP_011167445.1
OG0002226	XP_033330143.1	XP_039311128.1
OG0002227	XP_033324657.1, XP_033324653.1	XP_011171709.1, XP_011171708.1, XP_011171707.1, XP_039304501.1
OG0002229	XP_033342275.1, XP_033342278.1	XP_011159063.1
OG0002230	XP_033340288.1, XP_033340291.1	XP_025993050.1, XP_025993052.1
OG0002231	XP_033328879.1, XP_033328877.1, XP_033328878.1	XP_011165593.1, XP_039309144.1, XP_039308766.1, XP_039314440.1, XP_011165516.2, XP_011165513.2, XP_011165511.1
OG0002236	XP_033335841.1, XP_033335842.1	XP_011157318.1
OG0002237	XP_033339967.1	XP_011168473.1
OG0002238	XP_033338069.1, XP_033338066.1	XP_011175363.1
