Orthogroup	Megalopta_genalis	Bombyx_mori
OG0001403	XP_033327869.1, XP_033327875.1	XP_037873037.1
OG0001404	XP_033342345.1, XP_033342346.1	XP_037873980.1
OG0001405	XP_033338114.1	NP_001243976.1
OG0001406	XP_033323474.1, XP_033323476.1, XP_033323475.1	XP_037867555.1, XP_012549636.1
OG0001407	XP_033340428.1, XP_033340427.1	XP_004932096.2
OG0001409	XP_033322880.1	XP_037872234.1, XP_037872231.1
OG0001410	XP_033326787.1	XP_021203216.2, XP_012545273.2, XP_012545274.2
OG0001413	XP_033333089.1	XP_004931236.2
OG0001414	XP_033323484.1, XP_033323485.1, XP_033323486.1	XP_004926796.1
OG0001415	XP_033340994.1	XP_037877821.1, XP_037877823.1
OG0001417	XP_033334848.1, XP_033334847.1, XP_033334846.1, XP_033334849.1	XP_004921935.1, XP_037872611.1, XP_037872612.1
OG0001418	XP_033331754.1, XP_033321453.1, XP_033335309.1, XP_033335471.1, XP_033335515.1, XP_033335510.1, XP_033335511.1, XP_033339328.1, XP_033335514.1, XP_033335512.1	XP_012547297.1
OG0001419	XP_033337007.1	XP_012548678.1
OG0001421	XP_033323775.1, XP_033323776.1, XP_033323777.1, XP_033323784.1	XP_004929664.1
OG0001422	XP_033328316.1	XP_004932407.1
OG0001423	XP_033328804.1	XP_004923479.2
OG0001424	XP_033342016.1	XP_012544948.2
OG0001426	XP_033323404.1	XP_037870983.1
OG0001427	XP_033341537.1	XP_004927183.1
OG0001428	XP_033324199.1	XP_037866655.1
OG0001429	XP_033333465.1	NP_001036947.1
OG0001430	XP_033341692.1	XP_037866431.1
OG0001432	XP_033332456.1	XP_012544966.1, XP_012544981.1, XP_012544970.1, XP_012544974.1
OG0001434	XP_033323565.1	XP_037876486.1
OG0001436	XP_033336290.1	XP_004922451.1, XP_004922450.1
OG0001437	XP_033335425.1	NP_001153671.1
OG0001440	XP_033331189.1, XP_033339930.1	XP_004930927.1
OG0001441	XP_033337618.1, XP_033337623.1	XP_037877608.1, XP_037877601.1
OG0001442	XP_033334776.1, XP_033334777.1	NP_001119723.1
OG0001443	XP_033341889.1, XP_033331998.1	XP_037874392.1
OG0001444	XP_033322506.1	XP_012544068.1, XP_037876196.1, XP_037876194.1
OG0001445	XP_033327764.1, XP_033327763.1	NP_001164469.1
OG0001446	XP_033325927.1	XP_037872969.1
OG0001452	XP_033331391.1	XP_037870536.1, XP_037872079.1, XP_037872080.1, XP_037872267.1, XP_037873388.1, XP_037875423.1, XP_037875424.1, XP_037876506.1, XP_037872268.1, XP_037870535.1, XP_037869670.1, XP_037869672.1, XP_037868661.1, XP_037868659.1, XP_037869328.1
OG0001453	XP_033331863.1	NP_001037144.1, XP_012548545.1
OG0001455	XP_033337744.1	XP_004932665.1, XP_037875264.1
OG0001457	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1	XP_012549706.1
OG0001458	XP_033330895.1, XP_033330893.1, XP_033330892.1	NP_001243920.1
OG0001459	XP_033329392.1	XP_021209024.1
OG0001460	XP_033330576.1	XP_012544554.1
OG0001461	XP_033328146.1	XP_012544433.2
OG0001462	XP_033331097.1, XP_033331099.1	XP_004929675.1, XP_004929676.1
OG0001463	XP_033333161.1	XP_037877408.1, XP_037877516.1, XP_037877454.1, XP_037877390.1, XP_037877345.1, XP_037877590.1, XP_037872607.1, XP_037872606.1
OG0001464	XP_033320813.1, XP_033320810.1	XP_021207479.1
OG0001466	XP_033321041.1	XP_004934358.1
OG0001468	XP_033331781.1	NP_001036939.1
OG0001469	XP_033342476.1	XP_004923021.1, XP_004923022.1
OG0001470	XP_033322494.1	XP_021207359.1, XP_021207329.1
OG0001471	XP_033341583.1	XP_004931777.2
OG0001472	XP_033321728.1, XP_033331242.1	XP_004928523.1, NP_001266343.1
OG0001473	XP_033341943.1	XP_004921751.1
OG0001474	XP_033325626.1, XP_033325489.1	XP_004928242.1
OG0001475	XP_033341141.1	XP_004930737.1
OG0001476	XP_033338396.1, XP_033338397.1, XP_033338392.1, XP_033338393.1, XP_033338394.1, XP_033338395.1	XP_012545928.1, XP_004926324.2
OG0001477	XP_033326073.1	XP_037877391.1, XP_037877482.1, XP_004929266.2
OG0001478	XP_033331825.1	NP_001170882.1, XP_012551408.1
OG0001479	XP_033342437.1	NP_001036956.1, XP_012549120.1
OG0001480	XP_033329780.1, XP_033329779.1, XP_033329778.1	XP_004930565.1
OG0001481	XP_033332968.1	XP_012547389.2, XP_004927794.2
OG0001482	XP_033338834.1	XP_021206661.1
OG0001484	XP_033330946.1	XP_012547006.1
OG0001485	XP_033325060.1	XP_004929453.1
OG0001486	XP_033335135.1, XP_033335134.1	XP_012553363.1
OG0001487	XP_033325758.1	XP_012550436.1
OG0001488	XP_033320795.1, XP_033320789.1	XP_037869760.1
OG0001489	XP_033322429.1	XP_037868752.1
OG0001490	XP_033337133.1	XP_004924569.1
OG0001491	XP_033336606.1, XP_033336604.1, XP_033336605.1, XP_033336602.1, XP_033336603.1	XP_004925005.1
OG0001492	XP_033338934.1	XP_004927896.1, XP_004927895.1, XP_004927894.1
OG0001494	XP_033338609.1	XP_037877591.1, XP_037867606.1
OG0001495	XP_033327149.1	XP_021207491.2
OG0001496	XP_033332258.1, XP_033332257.1, XP_033332260.1, XP_033332256.1	XP_004927986.1
OG0001497	XP_033335024.1	XP_004928336.2
OG0001498	XP_033323594.1	XP_037869992.1, XP_037870010.1
OG0001499	XP_033330091.1, XP_033333713.1	XP_004928205.1
OG0001500	XP_033321201.1	XP_037871997.1, XP_012552773.2
OG0001501	XP_033328422.1, XP_033328421.1	XP_037866800.1
OG0001502	XP_033328439.1	XP_037868504.1, XP_037868499.1, XP_037868500.1, XP_037868495.1
OG0001503	XP_033334874.1	XP_021206043.2
OG0001504	XP_033321622.1	XP_004932089.1, XP_004932087.1, XP_021207668.1, XP_012550964.1
OG0001505	XP_033328209.1	XP_037867872.1
OG0001506	XP_033338306.1, XP_033338305.1, XP_033338304.1	XP_021202503.2
OG0001507	XP_033324712.1, XP_033324710.1	XP_004933054.1, XP_021208141.1
OG0001508	XP_033333852.1	NP_001091838.1, XP_012548520.2
OG0001509	XP_033327415.1	XP_037874937.1
OG0001510	XP_033334830.1, XP_033342219.1	XP_037868375.1
OG0001511	XP_033340665.1, XP_033340894.1, XP_033340664.1, XP_033340663.1, XP_033340660.1	XP_037870240.1, NP_001106220.1
OG0001512	XP_033327405.1	XP_012547158.3
OG0001513	XP_033331658.1, XP_033331659.1, XP_033331657.1	XP_004928885.1, XP_021205524.1, XP_037872382.1, XP_004928886.1
OG0001514	XP_033341747.1	NP_001243989.1, XP_012551916.2
OG0001515	XP_033331960.1	XP_037869339.1, XP_012552167.1, XP_004933624.1
OG0001516	XP_033339005.1	XP_012548192.1
OG0001517	XP_033324412.1	XP_004930586.1
OG0001518	XP_033333447.1, XP_033333446.1	XP_012547971.1
OG0001519	XP_033335127.1	XP_037877043.1
OG0001520	XP_033341995.1, XP_033341994.1	XP_004926900.1
OG0001521	XP_033339329.1	XP_037873615.1
OG0001522	XP_033327915.1	NP_001189459.1, XP_012547725.2
OG0001523	XP_033324854.1	XP_037867735.1
OG0001524	XP_033323194.1, XP_033323193.1, XP_033323192.1	XP_004928551.2
OG0001525	XP_033341568.1	XP_004928511.1
OG0001526	XP_033327852.1	XP_037869703.1
OG0001527	XP_033339255.1, XP_033339256.1	XP_012547691.1, XP_012547692.1, XP_004928271.1
OG0001529	XP_033321653.1	NP_001103396.1, XP_021202150.1
OG0001530	XP_033328918.1, XP_033328917.1, XP_033328919.1	XP_004928962.1
OG0001531	XP_033334035.1, XP_033334034.1	XP_004927972.1
OG0001533	XP_033322269.1, XP_033322277.1	XP_037872089.1
OG0001534	XP_033332433.1	XP_012548708.1
OG0001536	XP_033328996.1	XP_021207987.1
OG0001537	XP_033331322.1, XP_033331319.1	XP_004930078.1
OG0001538	XP_033331672.1	NP_001037049.1, XP_037873389.1
OG0001539	XP_033339323.1	NP_001182396.1
OG0001540	XP_033341234.1	XP_037866721.1, NP_001108344.1, XP_037866889.1
OG0001541	XP_033340318.1	XP_037869460.1
OG0001542	XP_033333820.1	XP_004925578.2
OG0001543	XP_033324404.1, XP_033324402.1	XP_021208076.1
OG0001545	XP_033337554.1, XP_033331183.1	XP_021205692.2
OG0001546	XP_033337144.1, XP_033337143.1	XP_021202997.2
OG0001547	XP_033325188.1, XP_033325194.1	XP_037875077.1
OG0001548	XP_033323260.1, XP_033323265.1	XP_037871858.1
OG0001549	XP_033333515.1	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1
OG0001550	XP_033335370.1, XP_033335371.1, XP_033335372.1, XP_033335373.1, XP_033335362.1, XP_033335369.1, XP_033335363.1, XP_033335364.1, XP_033335366.1, XP_033335367.1, XP_033335368.1	NP_001127721.1
OG0001551	XP_033332177.1	NP_001040440.1, XP_021205145.1
OG0001552	XP_033331975.1	XP_037875658.1, XP_037875663.1
OG0001553	XP_033321525.1	XP_004922085.1
OG0001554	XP_033335487.1, XP_033335482.1	XP_021202702.2
OG0001555	XP_033325608.1, XP_033325605.1, XP_033325607.1, XP_033325606.1, XP_033325609.1	XP_004926499.2
OG0001556	XP_033330110.1	XP_037869191.1
OG0001557	XP_033334702.1	NP_001127732.1, XP_037868153.1
OG0001558	XP_033337704.1, XP_033337702.1, XP_033337703.1	XP_004922281.1
OG0001559	XP_033332966.1	XP_012550319.2
OG0001561	XP_033339970.1, XP_033339969.1, XP_033339972.1	XP_004928449.2
OG0001562	XP_033328357.1	XP_037867104.1, XP_037867118.1
OG0001563	XP_033341462.1	XP_021204882.1
OG0001565	XP_033325424.1	XP_037874788.1
OG0001567	XP_033326103.1, XP_033326100.1, XP_033326106.1	NP_001036935.1, XP_037873779.1
OG0001568	XP_033328178.1, XP_033328180.1	XP_037876104.1, NP_001243990.1
OG0001569	XP_033336286.1, XP_033336285.1, XP_033336287.1, XP_033336289.1, XP_033336288.1	XP_037873304.1
OG0001570	XP_033322655.1, XP_033322657.1, XP_033322656.1	XP_012551718.2
OG0001571	XP_033328364.1	XP_037875923.1
OG0001572	XP_033339468.1	XP_004927967.1, XP_004927965.1
OG0001574	XP_033330239.1	XP_012553425.1, XP_021201980.1
OG0001575	XP_033323472.1	NP_001037325.1, NP_001037333.1
OG0001576	XP_033323118.1	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1
OG0001577	XP_033329340.1	XP_037868606.1, NP_001106746.1
OG0001578	XP_033329773.1	NP_001127709.1, NP_001127751.1, XP_037874604.1
OG0001579	XP_033340592.1	XP_037874676.1
OG0001580	XP_033337604.1, XP_033337605.1	XP_004930748.1
OG0001581	XP_033339616.1, XP_033339615.1	XP_012551182.2
OG0001582	XP_033323093.1	XP_012550801.1
OG0001583	XP_033324983.1, XP_033324986.1, XP_033324985.1, XP_033324982.1	XP_004928527.1
OG0001584	XP_033328517.1, XP_033328521.1	XP_012546518.1, XP_012546512.1
OG0001586	XP_033341972.1	XP_012545422.2, NP_001138795.1
OG0001587	XP_033328809.1, XP_033333475.1	XP_004931594.2
OG0001588	XP_033335121.1, XP_033335117.1	XP_037873144.1
OG0001592	XP_033326588.1, XP_033325215.1, XP_033325214.1	XP_004927023.1
OG0001593	XP_033320857.1	NP_001036870.1, XP_037867807.1
OG0001594	XP_033322653.1, XP_033322654.1	XP_004927503.2
OG0001595	XP_033340635.1, XP_033340636.1	XP_004922227.1, XP_021205276.1
OG0001596	XP_033337111.1	XP_004926385.1
OG0001598	XP_033336974.1	XP_037876897.1, NP_001037309.1
OG0001599	XP_033323629.1	XP_037872272.1
OG0001600	XP_033339991.1, XP_033339992.1, XP_033339990.1	XP_021208437.1
OG0001601	XP_033341217.1, XP_033341216.1, XP_033341205.1	XP_012553340.2
OG0001602	XP_033328040.1, XP_033328041.1	XP_012553401.1, XP_004931415.1, XP_021201945.1
OG0001604	XP_033332928.1, XP_033332924.1	XP_012549189.1, XP_012549190.1
OG0001605	XP_033338293.1	NP_001040217.1, XP_012543931.1
OG0001606	XP_033338831.1	NP_001296482.1, XP_004927952.1
OG0001608	XP_033334922.1	XP_004931746.1
OG0001612	XP_033323072.1	XP_021207912.2
OG0001614	XP_033337936.1, XP_033337934.1	NP_001036780.1
OG0001615	XP_033341753.1	NP_001037213.1, XP_037872124.1
OG0001616	XP_033342748.1, XP_033342747.1	NP_001040407.1
OG0001617	XP_033330712.1	NP_001040232.1
OG0001619	XP_033341836.1, XP_033341837.1, XP_033341835.1	XP_021205425.1, XP_004928959.1
OG0001620	XP_033327573.1, XP_033327574.1, XP_033327571.1	XP_004933138.1
OG0001621	XP_033332724.1	XP_004925826.2, XP_037877870.1
OG0001623	XP_033332377.1	XP_037867510.1
OG0001624	XP_033325167.1	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1
OG0001625	XP_033327626.1, XP_033327627.1	XP_037874467.1
OG0001626	XP_033330427.1	XP_004928349.1
OG0001627	XP_033322073.1	XP_004924826.1
OG0001628	XP_033338104.1	NP_001239350.1, XP_012553261.1
OG0001629	XP_033321365.1	XP_037873828.1, NP_001037261.1
OG0001630	XP_033325738.1, XP_033325745.1	XP_012546057.1, XP_012546059.1, XP_004926433.1
OG0001631	XP_033342689.1	XP_004924824.1
OG0001632	XP_033336063.1, XP_033336060.1, XP_033336062.1, XP_033336061.1	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1
OG0001633	XP_033331985.1	XP_004930100.1
OG0001634	XP_033332462.1, XP_033332463.1	XP_021204093.1, XP_021204095.1
OG0001635	XP_033332548.1, XP_033332549.1	XP_004933692.1
OG0001637	XP_033340713.1	XP_004932373.2
OG0001638	XP_033321532.1	XP_037877824.1
OG0001639	XP_033335751.1	XP_004924180.1
OG0001640	XP_033331048.1	XP_004925552.1
OG0001641	XP_033337119.1	XP_037870957.1
OG0001643	XP_033335649.1	XP_012546247.1
OG0001644	XP_033330310.1	XP_004931403.2, XP_012550302.2, XP_004931298.1
OG0001645	XP_033327269.1, XP_033327268.1	XP_012550830.1, XP_012550828.1
OG0001646	XP_033333828.1	XP_037873850.1
OG0001647	XP_033330811.1	XP_004923960.1
OG0001648	XP_033341546.1	XP_004921645.2
OG0001649	XP_033321164.1	NP_001040322.1
OG0001650	XP_033333007.1	XP_037870812.1
OG0001651	XP_033342552.1	XP_012550939.1
OG0001652	XP_033329489.1, XP_033329488.1	XP_037874387.1
OG0001653	XP_033330393.1	XP_004932298.1
OG0001654	XP_033335314.1	XP_037874808.1, XP_037874810.1
OG0001655	XP_033328947.1	XP_037870353.1, XP_004929896.1
OG0001656	XP_033325688.1	XP_037874784.1
OG0001657	XP_033340678.1, XP_033340677.1	XP_004923460.1
OG0001658	XP_033337091.1	XP_004929407.1
OG0001659	XP_033324801.1	XP_037867834.1, XP_037867832.1
OG0001660	XP_033320807.1	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1
OG0001661	XP_033320894.1	XP_012550425.1, XP_012550426.1
OG0001662	XP_033322366.1	XP_037875847.1, XP_037875850.1
OG0001663	XP_033325545.1, XP_033325546.1, XP_033325543.1, XP_033325547.1, XP_033325548.1	XP_004924463.1
OG0001664	XP_033324394.1	XP_037876251.1
OG0001665	XP_033342879.1	NP_001037676.1, XP_012550254.1
OG0001666	XP_033332593.1, XP_033332594.1, XP_033332595.1	XP_004932903.1
OG0001667	XP_033327987.1	XP_037873549.1, XP_037873548.1, XP_004933395.1
OG0001668	XP_033322995.1, XP_033322996.1, XP_033322994.1	XP_021207357.2
OG0001669	XP_033336705.1	XP_037872626.1
OG0001670	XP_033322617.1, XP_033322616.1	XP_012547337.1
OG0001671	XP_033320982.1, XP_033320978.1	XP_037869789.1
OG0001672	XP_033321312.1	XP_004927542.1
OG0001673	XP_033341305.1, XP_033323992.1, XP_033327288.1	XP_037875318.1
OG0001674	XP_033328606.1, XP_033328605.1	XP_037868399.1
OG0001675	XP_033335980.1	XP_004932175.2
OG0001677	XP_033329150.1	XP_004926878.2
OG0001678	XP_033330208.1	XP_004933182.1, XP_021208293.1
OG0001679	XP_033342295.1, XP_033342294.1, XP_033342296.1	XP_012550552.1, NP_001040193.1
OG0001680	XP_033338623.1	XP_004931709.1
OG0001681	XP_033332236.1	XP_004925168.1
OG0001682	XP_033327515.1, XP_033327533.1	XP_037871731.1
OG0001684	XP_033341680.1	XP_004926136.1
OG0001686	XP_033342792.1	XP_012545103.1
OG0001687	XP_033323437.1	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1
OG0001688	XP_033336256.1	XP_037873491.1, XP_037873494.1, XP_004925011.1, XP_012544838.1
OG0001689	XP_033334832.1	XP_004931070.1
OG0001690	XP_033335859.1, XP_033335857.1	XP_004933420.1, XP_004925492.1
OG0001693	XP_033334042.1	XP_037866559.1
OG0001694	XP_033322137.1	XP_012550686.1
OG0001695	XP_033324788.1	NP_001157388.1, XP_037869526.1
OG0001696	XP_033328992.1	XP_037867835.1
OG0001697	XP_033320906.1, XP_033320897.1	XP_037870401.1
OG0001699	XP_033329273.1, XP_033329278.1, XP_033329277.1, XP_033329275.1, XP_033329274.1	XP_037868480.1
OG0001700	XP_033330580.1, XP_033330582.1	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1
OG0001703	XP_033322886.1	XP_037872461.1
OG0001704	XP_033340004.1	XP_004922938.1
OG0001706	XP_033339728.1	XP_021203120.2
OG0001707	XP_033332633.1	XP_004929683.1, XP_004929682.1
OG0001708	XP_033329224.1, XP_033329226.1	XP_004933031.1, XP_012551704.1, XP_021208160.1
OG0001709	XP_033321919.1	XP_012546115.2
OG0001710	XP_033321579.1	XP_012551180.1
OG0001711	XP_033336914.1	XP_004929510.2, XP_037870316.1
OG0001712	XP_033333873.1, XP_033333908.1	XP_037868206.1, XP_037868211.1
OG0001713	XP_033339348.1	XP_021204783.2
OG0001714	XP_033341277.1, XP_033341279.1	XP_004925113.1
OG0001715	XP_033333962.1	XP_004925167.2
OG0001717	XP_033333786.1	XP_012550749.2, XP_012550755.2, XP_012550758.2, XP_012550752.2, XP_004922533.2
OG0001718	XP_033328315.1	XP_021202370.2
OG0001719	XP_033325254.1	XP_004930706.1
OG0001720	XP_033332755.1	XP_037874122.1
OG0001721	XP_033326442.1	XP_037876359.1, XP_037876352.1, XP_004923372.1, XP_004923368.3
OG0001722	XP_033334018.1	NP_001124379.1
OG0001724	XP_033328109.1	XP_004930392.1
OG0001725	XP_033335517.1	XP_037874888.1
OG0001727	XP_033320981.1	XP_004931661.1, XP_037869753.1
OG0001728	XP_033335316.1, XP_033335330.1	XP_037877837.1
OG0001729	XP_033325478.1	XP_021207174.2, XP_021207178.2
OG0001730	XP_033336961.1, XP_033336973.1	NP_001037025.1
OG0001731	XP_033321051.1, XP_033321053.1	NP_001165929.1
OG0001732	XP_033337160.1, XP_033337161.1, XP_033337158.1	NP_001171333.1
OG0001733	XP_033333659.1, XP_033333651.1	XP_004927018.1
OG0001734	XP_033328701.1	XP_037866680.1
OG0001735	XP_033342086.1, XP_033342085.1	XP_012546484.1, NP_001091806.1
OG0001736	XP_033329850.1	XP_021201870.2
OG0001737	XP_033330439.1	XP_037869249.1, XP_037870331.1
OG0001738	XP_033334409.1	XP_012549316.1, XP_021206205.1
OG0001739	XP_033331725.1, XP_033339903.1, XP_033331565.1	XP_037869643.1, XP_004931603.3, XP_037869644.1
OG0001740	XP_033331453.1	NP_001243985.1, XP_012549111.2
OG0001741	XP_033334407.1, XP_033334406.1	XP_037867100.1, XP_004930147.2, XP_012549296.2
OG0001742	XP_033339438.1	NP_001155190.1, XP_037867298.1
OG0001743	XP_033330230.1	XP_012544721.1
OG0001744	XP_033322295.1, XP_033322296.1	XP_037876498.1
OG0001745	XP_033342401.1	XP_037867651.1, XP_037867652.1
OG0001746	XP_033324433.1	XP_004928647.1
OG0001748	XP_033341803.1, XP_033341822.1	XP_037872366.1, XP_021205486.1
OG0001749	XP_033340152.1, XP_033340159.1	XP_037868039.1
OG0001750	XP_033333620.1, XP_033333619.1	XP_004923007.1
OG0001751	XP_033341955.1	XP_004924269.1
OG0001752	XP_033323998.1	XP_004925235.2
OG0001753	XP_033340758.1	XP_037875699.1
OG0001754	XP_033341224.1, XP_033328816.1, XP_033328817.1	NP_001296479.1
OG0001755	XP_033339158.1	XP_012547839.1
OG0001756	XP_033330164.1	XP_012552706.1, XP_004922860.1
OG0001758	XP_033337238.1	XP_004923350.1
OG0001759	XP_033321524.1	XP_004922730.1
OG0001760	XP_033337146.1	XP_021203209.1, XP_037875161.1
OG0001762	XP_033340719.1, XP_033340721.1, XP_033340722.1, XP_033340723.1, XP_033340720.1	XP_004931903.1
OG0001763	XP_033342962.1, XP_033342960.1, XP_033342961.1	XP_037870842.1, XP_004926374.1
OG0001764	XP_033324121.1	XP_004924410.1, XP_004924409.1
OG0001765	XP_033335227.1	XP_004931914.1, XP_012550765.1
OG0001766	XP_033342642.1	XP_021203029.1, XP_021203032.1, XP_004925229.1
OG0001767	XP_033324255.1, XP_033324254.1	XP_004929359.3
OG0001768	XP_033340879.1	XP_012545642.3
OG0001769	XP_033330762.1, XP_033330635.1	XP_004927805.1
OG0001774	XP_033331574.1, XP_033333645.1	NP_001091826.1
OG0001775	XP_033339835.1, XP_033338545.1	NP_001037464.2, XP_012549720.1
OG0001776	XP_033327937.1	XP_021203566.1
OG0001777	XP_033331520.1, XP_033331423.1	NP_001037524.1, XP_021204674.1
OG0001778	XP_033325625.1	NP_001037048.1
OG0001779	XP_033331694.1	NP_001040379.1
OG0001780	XP_033336217.1	XP_004924435.2
OG0001781	XP_033333357.1	NP_001166823.1
OG0001782	XP_033340424.1, XP_033340425.1, XP_033340426.1, XP_033340421.1, XP_033340422.1, XP_033340423.1	XP_004927858.1
OG0001783	XP_033340312.1	XP_004931936.2
OG0001784	XP_033337484.1	XP_004922147.1, XP_012548350.1, XP_021204677.1
OG0001785	XP_033332190.1, XP_033332191.1	XP_004925259.1
OG0001786	XP_033340093.1	NP_001037223.1, XP_037870668.1
OG0001787	XP_033325473.1, XP_033325474.1	XP_004932937.1
OG0001788	XP_033328800.1, XP_033328801.1, XP_033328799.1	XP_004926494.1
OG0001789	XP_033339270.1	XP_004924543.1
OG0001790	XP_033340405.1	XP_004927254.1
OG0001791	XP_033321506.1	NP_001040447.1
OG0001792	XP_033335272.1, XP_033335274.1	XP_037867676.1
OG0001793	XP_033322777.1, XP_033322778.1, XP_033322775.1, XP_033322776.1, XP_033322779.1	NP_001040374.1
OG0001794	XP_033338249.1, XP_033338250.1	XP_004927813.2
OG0001795	XP_033328261.1	XP_012544831.3
OG0001796	XP_033339909.1, XP_033326366.1	XP_004931911.2
OG0001797	XP_033321346.1	NP_001093087.1
OG0001799	XP_033336893.1	NP_001166191.1
OG0001800	XP_033341184.1, XP_033341185.1, XP_033341183.1	XP_037867731.1
OG0001801	XP_033322697.1	XP_004927251.1
OG0001802	XP_033342032.1	XP_037870920.1, XP_012547121.1, NP_001040267.1
OG0001803	XP_033338050.1	XP_004925344.1
OG0001804	XP_033328045.1, XP_033328044.1	XP_012551475.1
OG0001805	XP_033336397.1	XP_021206263.1, XP_037866965.1
OG0001806	XP_033341086.1	XP_004930470.2
OG0001807	XP_033340194.1	XP_037873557.1
OG0001809	XP_033331854.1, XP_033331835.1, XP_033331845.1	XP_004929394.2
OG0001810	XP_033332827.1	XP_012550807.1
OG0001811	XP_033341019.1	XP_037871981.1
OG0001812	XP_033321917.1	NP_001037207.1
OG0001813	XP_033337360.1	XP_004929628.1
OG0001814	XP_033325836.1, XP_033325833.1	NP_001040328.1
OG0001815	XP_033339582.1, XP_033339583.1	NP_001091823.1, XP_037876930.1
OG0001816	XP_033339115.1, XP_033339116.1	XP_012545172.2
