Orthogroup	Megalopta_genalis	Anopheles_gambiae
OG0001345	XP_033328117.1	XP_315997.4
OG0001346	XP_033341908.1	XP_322022.5
OG0001347	XP_033321822.1	XP_001687935.1, XP_001687938.1
OG0001348	XP_033337642.1	XP_321887.4
OG0001349	XP_033341785.1, XP_033324607.1	XP_003436725.1, XP_003436724.1, XP_003436723.1
OG0001350	XP_033343041.1	XP_001230796.3
OG0001351	XP_033340933.1	XP_321338.3
OG0001352	XP_033335226.1, XP_033335225.1, XP_033335224.1	XP_003436441.1, XP_553315.4
OG0001353	XP_033323348.1	XP_001238315.2
OG0001354	XP_033328214.1	XP_315356.3
OG0001355	XP_033321262.1, XP_033331301.1, XP_033331297.1	XP_313397.5
OG0001356	XP_033322696.1	XP_315694.1
OG0001357	XP_033340784.1	XP_557821.3
OG0001359	XP_033338661.1, XP_033338656.1, XP_033338659.1, XP_033338658.1, XP_033338657.1	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3
OG0001361	XP_033332431.1	XP_003436721.1
OG0001362	XP_033337167.1	XP_310355.6
OG0001363	XP_033331207.1	XP_003437112.1, XP_316789.3
OG0001364	XP_033324267.1, XP_033324387.1	XP_310270.2
OG0001365	XP_033342970.1	XP_317619.4
OG0001366	XP_033332178.1	XP_308172.4
OG0001367	XP_033337104.1	XP_318458.3, XP_314722.4, XP_314725.4, XP_314724.4
OG0001368	XP_033324217.1, XP_033324216.1	XP_312656.5
OG0001369	XP_033328476.1	XP_308535.4
OG0001371	XP_033343106.1	XP_316138.4
OG0001372	XP_033333084.1	XP_316026.3
OG0001373	XP_033334491.1	XP_003437187.1, XP_318273.4
OG0001374	XP_033336465.1	XP_314564.3
OG0001375	XP_033332162.1, XP_033332110.1	XP_316578.4, XP_001237835.2, XP_316574.4
OG0001376	XP_033321505.1	XP_003437121.1
OG0001377	XP_033325219.1	XP_312215.3
OG0001378	XP_033331868.1	XP_320419.3
OG0001379	XP_033333766.1	XP_319268.2
OG0001380	XP_033325963.1	XP_307876.4
OG0001381	XP_033328703.1, XP_033328704.1	XP_316621.3, XP_001688925.1
OG0001382	XP_033340856.1	XP_319318.3
OG0001383	XP_033327241.1, XP_033327238.1, XP_033327237.1, XP_033327240.1, XP_033327239.1	XP_316646.4
OG0001384	XP_033335089.1, XP_033335090.1, XP_033335088.1	XP_320637.3
OG0001385	XP_033324055.1	XP_314364.3
OG0001386	XP_033332148.1	XP_314061.4
OG0001387	XP_033323892.1	XP_319589.4
OG0001388	XP_033334641.1	XP_321258.5, XP_003435949.1
OG0001389	XP_033329037.1, XP_033322441.1	XP_309533.4, XP_001688850.1, XP_316369.3
OG0001390	XP_033331230.1	XP_319294.4
OG0001391	XP_033340978.1, XP_033340977.1	XP_316352.3
OG0001393	XP_033331823.1	XP_316059.4
OG0001394	XP_033329639.1	XP_311608.4
OG0001395	XP_033332209.1, XP_033332210.1	XP_308628.5
OG0001396	XP_033341459.1	XP_319240.5
OG0001397	XP_033321033.1	XP_313548.1, XP_003436890.1
OG0001398	XP_033339038.1	XP_310956.5, XP_003436931.1, XP_003436932.1
OG0001399	XP_033341554.1	XP_001230873.3, XP_313089.4
OG0001400	XP_033327579.1, XP_033327368.1	XP_317549.3, XP_317551.4, XP_317550.3
OG0001401	XP_033324988.1, XP_033324989.1, XP_033324990.1	XP_315885.2
OG0001402	XP_033331427.1	XP_316681.4
OG0001403	XP_033327869.1, XP_033327875.1	XP_003436814.1, XP_313732.5
OG0001404	XP_033342345.1, XP_033342346.1	XP_317751.3
OG0001405	XP_033338114.1	XP_321345.3, XP_321346.4
OG0001406	XP_033323474.1, XP_033323476.1, XP_033323475.1	XP_313862.4
OG0001407	XP_033340428.1, XP_033340427.1	XP_320518.4
OG0001408	XP_033329808.1	XP_003437018.1, XP_565822.3
OG0001409	XP_033322880.1	XP_001688370.2
OG0001410	XP_033326787.1	XP_314486.1
OG0001413	XP_033333089.1	XP_311009.5
OG0001414	XP_033323484.1, XP_033323485.1, XP_033323486.1	XP_317350.4
OG0001415	XP_033340994.1	XP_001688819.1, XP_316253.4
OG0001417	XP_033334848.1, XP_033334847.1, XP_033334846.1, XP_033334849.1	XP_308151.4
OG0001418	XP_033331754.1, XP_033321453.1, XP_033335309.1, XP_033335471.1, XP_033335515.1, XP_033335510.1, XP_033335511.1, XP_033339328.1, XP_033335514.1, XP_033335512.1	XP_314941.3
OG0001419	XP_033337007.1	XP_001688271.1, XP_310221.4
OG0001421	XP_033323775.1, XP_033323776.1, XP_033323777.1, XP_033323784.1	XP_551368.4
OG0001422	XP_033328316.1	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4
OG0001423	XP_033328804.1	XP_001687887.1
OG0001424	XP_033342016.1	XP_307921.4
OG0001425	XP_033328615.1	XP_565883.4
OG0001426	XP_033323404.1	XP_319732.4
OG0001427	XP_033341537.1	XP_320403.3
OG0001428	XP_033324199.1	XP_314678.2
OG0001429	XP_033333465.1	XP_317285.4
OG0001430	XP_033341692.1	XP_320982.5
OG0001432	XP_033332456.1	XP_320633.4
OG0001434	XP_033323565.1	XP_307894.5, XP_003436082.1
OG0001436	XP_033336290.1	XP_316604.4, XP_001688913.1, XP_001688912.1
OG0001437	XP_033335425.1	XP_319485.2
OG0001438	XP_033322465.1, XP_033322466.1, XP_033322464.1	XP_311976.5, XP_003436313.1
OG0001440	XP_033331189.1, XP_033339930.1	XP_320189.4
OG0001441	XP_033337618.1, XP_033337623.1	XP_311372.4
OG0001442	XP_033334776.1, XP_033334777.1	XP_307936.4
OG0001443	XP_033341889.1, XP_033331998.1	XP_321956.5
OG0001444	XP_033322506.1	XP_321723.5
OG0001445	XP_033327764.1, XP_033327763.1	XP_312030.5
OG0001446	XP_033325927.1	XP_318394.5, XP_003436668.1, XP_003436666.1, XP_003436667.1
OG0001453	XP_033331863.1	XP_310188.3
OG0001455	XP_033337744.1	XP_314502.4, XP_314504.3
OG0001457	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1	XP_311700.3
OG0001458	XP_033330895.1, XP_033330893.1, XP_033330892.1	XP_320742.3
OG0001459	XP_033329392.1	XP_308453.3
OG0001460	XP_033330576.1	XP_313156.2
OG0001461	XP_033328146.1	XP_321733.4
OG0001462	XP_033331097.1, XP_033331099.1	XP_003436675.1, XP_318432.4
OG0001463	XP_033333161.1	XP_309942.4
OG0001464	XP_033320813.1, XP_033320810.1	XP_318672.4, XP_321135.5
OG0001466	XP_033321041.1	XP_312403.4
OG0001468	XP_033331781.1	XP_317127.3
OG0001469	XP_033342476.1	XP_311746.4
OG0001470	XP_033322494.1	XP_001230998.1, XP_001230999.1, XP_316361.2
OG0001471	XP_033341583.1	XP_314721.3
OG0001472	XP_033321728.1, XP_033331242.1	XP_319592.3, XP_316821.4
OG0001473	XP_033341943.1	XP_557363.3
OG0001474	XP_033325626.1, XP_033325489.1	XP_312327.5
OG0001477	XP_033326073.1	XP_557954.2
OG0001478	XP_033331825.1	XP_311138.3
OG0001479	XP_033342437.1	XP_315576.4
OG0001480	XP_033329780.1, XP_033329779.1, XP_033329778.1	XP_551238.2
OG0001481	XP_033332968.1	XP_559127.3
OG0001482	XP_033338834.1	XP_003436902.1
OG0001483	XP_033325302.1	XP_001237195.3
OG0001484	XP_033330946.1	XP_313559.5, XP_003436773.1, XP_551109.3
OG0001485	XP_033325060.1	XP_557938.3
OG0001486	XP_033335135.1, XP_033335134.1	XP_308949.4
OG0001487	XP_033325758.1	XP_314027.4
OG0001488	XP_033320795.1, XP_033320789.1	XP_309709.4
OG0001489	XP_033322429.1	XP_308327.4, XP_001687895.1
OG0001490	XP_033337133.1	XP_311001.5
OG0001492	XP_033338934.1	XP_311683.4
OG0001494	XP_033338609.1	XP_308673.4
OG0001495	XP_033327149.1	XP_001237569.1
OG0001496	XP_033332258.1, XP_033332257.1, XP_033332260.1, XP_033332256.1	XP_308382.3, XP_003437212.1
OG0001497	XP_033335024.1	XP_309507.4
OG0001498	XP_033323594.1	XP_315666.4
OG0001499	XP_033330091.1, XP_033333713.1	XP_562960.3
OG0001500	XP_033321201.1	XP_307953.2
OG0001501	XP_033328422.1, XP_033328421.1	XP_315768.3, XP_556409.3
OG0001502	XP_033328439.1	XP_315785.4
OG0001503	XP_033334874.1	XP_318862.3
OG0001504	XP_033321622.1	XP_316013.4
OG0001505	XP_033328209.1	XP_321148.5
OG0001507	XP_033324712.1, XP_033324710.1	XP_313800.4
OG0001508	XP_033333852.1	XP_310944.5
OG0001509	XP_033327415.1	XP_558145.3
OG0001510	XP_033334830.1, XP_033342219.1	XP_313379.5
OG0001511	XP_033340665.1, XP_033340894.1, XP_033340664.1, XP_033340663.1, XP_033340660.1	XP_315679.3, XP_306983.4, XP_556304.2, XP_001230355.2, XP_315675.3
OG0001512	XP_033327405.1	XP_321940.4, XP_003435777.1
OG0001513	XP_033331658.1, XP_033331659.1, XP_033331657.1	XP_001687829.2
OG0001514	XP_033341747.1	XP_321808.4
OG0001515	XP_033331960.1	XP_316960.4
OG0001516	XP_033339005.1	XP_321387.5
OG0001517	XP_033324412.1	XP_311715.3, XP_003436478.1, XP_003436479.1
OG0001518	XP_033333447.1, XP_033333446.1	XP_319785.4
OG0001519	XP_033335127.1	XP_564767.3
OG0001520	XP_033341995.1, XP_033341994.1	XP_321797.4
OG0001521	XP_033339329.1	XP_316580.4
OG0001522	XP_033327915.1	XP_318144.4
OG0001523	XP_033324854.1	XP_313879.4
OG0001524	XP_033323194.1, XP_033323193.1, XP_033323192.1	XP_309210.4
OG0001525	XP_033341568.1	XP_313327.4
OG0001526	XP_033327852.1	XP_558644.3, XP_001230984.2
OG0001527	XP_033339255.1, XP_033339256.1	XP_003436816.1, XP_313742.4
OG0001529	XP_033321653.1	XP_310236.3, XP_307879.4
OG0001530	XP_033328918.1, XP_033328917.1, XP_033328919.1	XP_308434.3
OG0001531	XP_033334035.1, XP_033334034.1	XP_320985.2
OG0001532	XP_033329479.1, XP_033329480.1	XP_318096.4
OG0001533	XP_033322269.1, XP_033322277.1	XP_315707.4
OG0001534	XP_033332433.1	XP_003435886.1, XP_321515.4
OG0001535	XP_033338217.1, XP_033338218.1	XP_318386.5
OG0001536	XP_033328996.1	XP_308789.4, XP_556808.3, XP_001688789.1
OG0001537	XP_033331322.1, XP_033331319.1	XP_320593.4, XP_317447.4
OG0001538	XP_033331672.1	XP_001687839.2
OG0001539	XP_033339323.1	XP_318061.4
OG0001540	XP_033341234.1	XP_315568.3, XP_001688680.1, XP_001688679.1
OG0001541	XP_033340318.1	XP_308645.4
OG0001542	XP_033333820.1	XP_317569.4
OG0001543	XP_033324404.1, XP_033324402.1	XP_003436971.1
OG0001545	XP_033337554.1, XP_033331183.1	XP_318635.3
OG0001546	XP_033337144.1, XP_033337143.1	XP_312041.5
OG0001547	XP_033325188.1, XP_033325194.1	XP_308339.4
OG0001548	XP_033323260.1, XP_033323265.1	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2
OG0001550	XP_033335370.1, XP_033335371.1, XP_033335372.1, XP_033335373.1, XP_033335362.1, XP_033335369.1, XP_033335363.1, XP_033335364.1, XP_033335366.1, XP_033335367.1, XP_033335368.1	XP_001230662.1
OG0001551	XP_033332177.1	XP_001688523.1, XP_314100.4
OG0001552	XP_033331975.1	XP_318541.4
OG0001553	XP_033321525.1	XP_313022.3
OG0001554	XP_033335487.1, XP_033335482.1	XP_001688023.1, XP_001688025.1
OG0001555	XP_033325608.1, XP_033325605.1, XP_033325607.1, XP_033325606.1, XP_033325609.1	XP_320393.4
OG0001556	XP_033330110.1	XP_308925.4
OG0001557	XP_033334702.1	XP_318856.3
OG0001558	XP_033337704.1, XP_033337702.1, XP_033337703.1	XP_310248.7, XP_316659.3
OG0001559	XP_033332966.1	XP_321922.5
OG0001561	XP_033339970.1, XP_033339969.1, XP_033339972.1	XP_313778.5
OG0001562	XP_033328357.1	XP_001688616.1, XP_001688617.1
OG0001563	XP_033341462.1	XP_552478.2
OG0001565	XP_033325424.1	XP_308594.4
OG0001567	XP_033326103.1, XP_033326100.1, XP_033326106.1	XP_552509.3
OG0001568	XP_033328178.1, XP_033328180.1	XP_312875.5
OG0001569	XP_033336286.1, XP_033336285.1, XP_033336287.1, XP_033336289.1, XP_033336288.1	XP_308701.2
OG0001570	XP_033322655.1, XP_033322657.1, XP_033322656.1	XP_001237154.2
OG0001571	XP_033328364.1	XP_319421.4
OG0001572	XP_033339468.1	XP_321888.3, XP_003435792.1, XP_003435793.1
OG0001575	XP_033323472.1	XP_317568.3
OG0001576	XP_033323118.1	XP_553723.1
OG0001577	XP_033329340.1	XP_310528.5
OG0001579	XP_033340592.1	XP_316180.4
OG0001580	XP_033337604.1, XP_033337605.1	XP_001231055.3, XP_003437188.1, XP_003437189.1
OG0001581	XP_033339616.1, XP_033339615.1	XP_317108.3
OG0001582	XP_033323093.1	XP_313138.5
OG0001583	XP_033324983.1, XP_033324986.1, XP_033324985.1, XP_033324982.1	XP_563637.3
OG0001584	XP_033328517.1, XP_033328521.1	XP_311327.5
OG0001585	XP_033331088.1, XP_033331092.1, XP_033331093.1	XP_316571.4, XP_001237834.2
OG0001586	XP_033341972.1	XP_312095.5
OG0001587	XP_033328809.1, XP_033333475.1	XP_308295.3
OG0001588	XP_033335121.1, XP_033335117.1	XP_312218.5
OG0001592	XP_033326588.1, XP_033325215.1, XP_033325214.1	XP_317552.4
OG0001593	XP_033320857.1	XP_307791.5
OG0001594	XP_033322653.1, XP_033322654.1	XP_003436556.1, XP_001688443.2
OG0001595	XP_033340635.1, XP_033340636.1	XP_001688026.1
OG0001596	XP_033337111.1	XP_313347.3
OG0001598	XP_033336974.1	XP_003436740.1, XP_003436741.1, XP_313104.2
OG0001599	XP_033323629.1	XP_001689120.2
OG0001600	XP_033339991.1, XP_033339992.1, XP_033339990.1	XP_315510.4
OG0001601	XP_033341217.1, XP_033341216.1, XP_033341205.1	XP_309586.5
OG0001602	XP_033328040.1, XP_033328041.1	XP_307192.4, XP_313852.5
OG0001604	XP_033332928.1, XP_033332924.1	XP_314263.5
OG0001605	XP_033338293.1	XP_003437084.1
OG0001606	XP_033338831.1	XP_001689072.1
OG0001607	XP_033336917.1	XP_001689143.1
OG0001608	XP_033334922.1	XP_319419.4
OG0001609	XP_033338735.1	XP_321659.5
OG0001614	XP_033337936.1, XP_033337934.1	XP_560351.3, XP_003436655.1
OG0001615	XP_033341753.1	XP_311852.2, XP_003436358.1, XP_003436357.1
OG0001616	XP_033342748.1, XP_033342747.1	XP_320422.3, XP_309574.1
OG0001617	XP_033330712.1	XP_322024.4
OG0001619	XP_033341836.1, XP_033341837.1, XP_033341835.1	XP_321321.5
OG0001620	XP_033327573.1, XP_033327574.1, XP_033327571.1	XP_319591.2
OG0001623	XP_033332377.1	XP_312663.4
OG0001624	XP_033325167.1	XP_555021.3
OG0001625	XP_033327626.1, XP_033327627.1	XP_315994.4
OG0001626	XP_033330427.1	XP_309502.3, XP_564374.3
OG0001627	XP_033322073.1	XP_320536.3
OG0001628	XP_033338104.1	XP_311731.4
OG0001629	XP_033321365.1	XP_314557.3
OG0001630	XP_033325738.1, XP_033325745.1	XP_001688837.1, XP_001688836.1, XP_001688838.1, XP_316326.4
OG0001631	XP_033342689.1	XP_310839.5
OG0001633	XP_033331985.1	XP_314323.3
OG0001634	XP_033332462.1, XP_033332463.1	XP_001230888.3
OG0001637	XP_033340713.1	XP_316947.3
OG0001638	XP_033321532.1	XP_320601.4
OG0001639	XP_033335751.1	XP_311186.5
OG0001640	XP_033331048.1	XP_554103.3
OG0001641	XP_033337119.1	XP_320141.4, XP_311577.4, XP_320549.4
OG0001644	XP_033330310.1	XP_322002.5, XP_321919.5
OG0001645	XP_033327269.1, XP_033327268.1	XP_320998.5
OG0001646	XP_033333828.1	XP_319692.3
OG0001647	XP_033330811.1	XP_310671.5
OG0001648	XP_033341546.1	XP_310884.2
OG0001649	XP_033321164.1	XP_315051.4
OG0001650	XP_033333007.1	XP_557360.3
OG0001651	XP_033342552.1	XP_003437027.1
OG0001652	XP_033329489.1, XP_033329488.1	XP_322051.4, XP_003435750.1, XP_003435751.1
OG0001653	XP_033330393.1	XP_320653.4
OG0001654	XP_033335314.1	XP_316322.4
OG0001655	XP_033328947.1	XP_317107.3
OG0001656	XP_033325688.1	XP_320117.3
OG0001657	XP_033340678.1, XP_033340677.1	XP_309717.4
OG0001658	XP_033337091.1	XP_314661.3
OG0001659	XP_033324801.1	XP_562889.4
OG0001660	XP_033320807.1	XP_001230361.2, XP_309701.3
OG0001662	XP_033322366.1	XP_001688561.1, XP_314339.4
OG0001663	XP_033325545.1, XP_033325546.1, XP_033325543.1, XP_033325547.1, XP_033325548.1	XP_312168.5
OG0001664	XP_033324394.1	XP_321343.4
OG0001665	XP_033342879.1	XP_003436860.1, XP_003436866.1, XP_003436867.1, XP_003436863.1, XP_003436864.1, XP_003436865.1, XP_003436861.1, XP_315232.3
OG0001666	XP_033332593.1, XP_033332594.1, XP_033332595.1	XP_001687855.1
OG0001667	XP_033327987.1	XP_308664.3
OG0001669	XP_033336705.1	XP_318809.4
OG0001670	XP_033322617.1, XP_033322616.1	XP_310718.5
OG0001671	XP_033320982.1, XP_033320978.1	XP_001689406.1
OG0001672	XP_033321312.1	XP_318539.2
OG0001673	XP_033341305.1, XP_033323992.1, XP_033327288.1	XP_317141.3
OG0001674	XP_033328606.1, XP_033328605.1	XP_317052.4
OG0001675	XP_033335980.1	XP_316722.3, XP_001688955.1, XP_001688954.1
OG0001676	XP_033331076.1	XP_563676.2
OG0001677	XP_033329150.1	XP_311928.3
OG0001678	XP_033330208.1	XP_313618.5
OG0001679	XP_033342295.1, XP_033342294.1, XP_033342296.1	XP_311576.3
OG0001680	XP_033338623.1	XP_318947.2
OG0001681	XP_033332236.1	XP_024667092.1
OG0001682	XP_033327515.1, XP_033327533.1	XP_001688188.1, XP_309431.3
OG0001684	XP_033341680.1	XP_307591.4, XP_313010.5
OG0001685	XP_033338267.1	XP_308495.3
OG0001686	XP_033342792.1	XP_313332.4
OG0001687	XP_033323437.1	XP_319096.3
OG0001688	XP_033336256.1	XP_308980.4, XP_001688145.1
OG0001689	XP_033334832.1	XP_553178.3
OG0001690	XP_033335859.1, XP_033335857.1	XP_310193.4
OG0001691	XP_033324459.1	XP_001687982.1, XP_001237100.1, XP_308551.2
OG0001692	XP_033338547.1, XP_033339979.1	XP_001238579.1
OG0001693	XP_033334042.1	XP_309509.4
OG0001694	XP_033322137.1	XP_317241.4
OG0001695	XP_033324788.1	XP_311525.1, XP_311053.3
OG0001696	XP_033328992.1	XP_310413.7
OG0001697	XP_033320906.1, XP_033320897.1	XP_003437059.1, XP_311206.3
OG0001699	XP_033329273.1, XP_033329278.1, XP_033329277.1, XP_033329275.1, XP_033329274.1	XP_322003.5
OG0001700	XP_033330580.1, XP_033330582.1	XP_312660.5
OG0001703	XP_033322886.1	XP_003436874.1, XP_003436875.1, XP_315198.5
OG0001704	XP_033340004.1	XP_308365.4, XP_001687908.1
OG0001706	XP_033339728.1	XP_320092.4
OG0001707	XP_033332633.1	XP_311912.3
OG0001708	XP_033329224.1, XP_033329226.1	XP_309293.4
OG0001709	XP_033321919.1	XP_001230626.3, XP_003436693.1
OG0001711	XP_033336914.1	XP_317208.4
OG0001712	XP_033333873.1, XP_033333908.1	XP_320207.4
OG0001713	XP_033339348.1	XP_318067.4
OG0001714	XP_033341277.1, XP_033341279.1	XP_307259.4
OG0001715	XP_033333962.1	XP_318881.4
OG0001717	XP_033333786.1	XP_321495.3
OG0001718	XP_033328315.1	XP_556198.1, XP_315559.4
OG0001719	XP_033325254.1	XP_310666.5, XP_003436992.1
OG0001720	XP_033332755.1	XP_309530.2
OG0001721	XP_033326442.1	XP_308175.3
OG0001722	XP_033334018.1	XP_003435814.1, XP_321755.3
OG0001723	XP_033341640.1	XP_319532.3, XP_321724.3, XP_003435819.1, XP_001231183.1, XP_319537.3
OG0001724	XP_033328109.1	XP_315996.3
OG0001725	XP_033335517.1	XP_312990.5
OG0001727	XP_033320981.1	XP_318889.3
OG0001728	XP_033335316.1, XP_033335330.1	XP_555522.3
OG0001729	XP_033325478.1	XP_001688020.1, XP_001237109.2, XP_565017.3, XP_001688022.1
OG0001730	XP_033336961.1, XP_033336973.1	XP_321872.5
OG0001731	XP_033321051.1, XP_033321053.1	XP_320608.2
OG0001732	XP_033337160.1, XP_033337161.1, XP_033337158.1	XP_316858.4
OG0001733	XP_033333659.1, XP_033333651.1	XP_555086.4, XP_317088.3
OG0001734	XP_033328701.1	XP_316946.4
OG0001735	XP_033342086.1, XP_033342085.1	XP_321102.4, XP_310440.5
OG0001736	XP_033329850.1	XP_317071.4, XP_317075.4
OG0001737	XP_033330439.1	XP_003437186.1
OG0001738	XP_033334409.1	XP_317066.4, XP_001689128.1
OG0001739	XP_033331725.1, XP_033339903.1, XP_033331565.1	XP_315836.2
OG0001740	XP_033331453.1	XP_309567.4
OG0001742	XP_033339438.1	XP_321539.2, XP_321540.2
OG0001743	XP_033330230.1	XP_310826.2
OG0001744	XP_033322295.1, XP_033322296.1	XP_310145.3, XP_310146.3
OG0001745	XP_033342401.1	XP_312589.3
OG0001746	XP_033324433.1	XP_320924.5
OG0001747	XP_033342101.1	XP_551639.3
OG0001748	XP_033341803.1, XP_033341822.1	XP_310266.7
OG0001749	XP_033340152.1, XP_033340159.1	XP_319450.4
OG0001750	XP_033333620.1, XP_033333619.1	XP_312178.3
OG0001751	XP_033341955.1	XP_554779.3
OG0001752	XP_033323998.1	XP_309607.4, XP_316957.4, XP_317360.4
OG0001753	XP_033340758.1	XP_312783.5
OG0001754	XP_033341224.1, XP_033328816.1, XP_033328817.1	XP_001688280.2
OG0001755	XP_033339158.1	XP_318553.4, XP_318543.4
OG0001756	XP_033330164.1	XP_311210.4
OG0001757	XP_033331548.1	XP_320893.4, XP_001237083.2
OG0001758	XP_033337238.1	XP_313840.4
OG0001759	XP_033321524.1	XP_308109.5
OG0001760	XP_033337146.1	XP_310291.7
OG0001761	XP_033340643.1, XP_033340642.1, XP_033340641.1	XP_314747.4
OG0001762	XP_033340719.1, XP_033340721.1, XP_033340722.1, XP_033340723.1, XP_033340720.1	XP_556818.3
OG0001763	XP_033342962.1, XP_033342960.1, XP_033342961.1	XP_565619.1
OG0001764	XP_033324121.1	XP_321236.5
OG0001765	XP_033335227.1	XP_001231186.2
OG0001766	XP_033342642.1	XP_315826.4, XP_001688731.1, XP_001688732.1, XP_001688733.2
OG0001768	XP_033340879.1	XP_001230640.2
OG0001769	XP_033330762.1, XP_033330635.1	XP_320186.4
OG0001775	XP_033339835.1, XP_033338545.1	XP_001689282.1
OG0001776	XP_033327937.1	XP_560736.1, XP_311363.2, XP_307325.4
OG0001777	XP_033331520.1, XP_033331423.1	XP_311275.2
OG0001778	XP_033325625.1	XP_003437154.1, XP_560169.2, XP_312560.3
OG0001779	XP_033331694.1	XP_308598.4, XP_001688027.1
OG0001780	XP_033336217.1	XP_314488.4
OG0001781	XP_033333357.1	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1
OG0001782	XP_033340424.1, XP_033340425.1, XP_033340426.1, XP_033340421.1, XP_033340422.1, XP_033340423.1	XP_315090.2
OG0001783	XP_033340312.1	XP_308171.3
OG0001784	XP_033337484.1	XP_309682.2
OG0001785	XP_033332190.1, XP_033332191.1	XP_312844.5, XP_003436412.1
OG0001786	XP_033340093.1	XP_320389.2
OG0001787	XP_033325473.1, XP_033325474.1	XP_313766.4
OG0001789	XP_033339270.1	XP_316740.1
OG0001790	XP_033340405.1	XP_003436834.1, XP_313819.4
OG0001791	XP_033321506.1	XP_313615.4
OG0001792	XP_033335272.1, XP_033335274.1	XP_317364.3
OG0001793	XP_033322777.1, XP_033322778.1, XP_033322775.1, XP_033322776.1, XP_033322779.1	XP_317244.3
OG0001794	XP_033338249.1, XP_033338250.1	XP_317897.4
OG0001796	XP_033339909.1, XP_033326366.1	XP_320948.2
OG0001797	XP_033321346.1	XP_320213.4
OG0001799	XP_033336893.1	XP_317542.4
OG0001800	XP_033341184.1, XP_033341185.1, XP_033341183.1	XP_322025.4
OG0001801	XP_033322697.1	XP_003437184.1, XP_309240.5
OG0001802	XP_033342032.1	XP_311303.4
OG0001803	XP_033338050.1	XP_319394.3
OG0001804	XP_033328045.1, XP_033328044.1	XP_309016.3
OG0001805	XP_033336397.1	XP_001230802.2, XP_311500.4
OG0001806	XP_033341086.1	XP_001237938.1
OG0001807	XP_033340194.1	XP_001688881.1
OG0001808	XP_033341843.1	XP_321112.5
OG0001809	XP_033331854.1, XP_033331835.1, XP_033331845.1	XP_310183.4
OG0001810	XP_033332827.1	XP_311361.4
OG0001811	XP_033341019.1	XP_320972.5
OG0001812	XP_033321917.1	XP_307843.4
OG0001813	XP_033337360.1	XP_318213.4
OG0001814	XP_033325836.1, XP_033325833.1	XP_316569.3
OG0001815	XP_033339582.1, XP_033339583.1	XP_309558.3
OG0001816	XP_033339115.1, XP_033339116.1	XP_320770.4
OG0001818	XP_033324037.1, XP_033324036.1	XP_310323.5
OG0001820	XP_033337108.1	XP_307539.4, XP_311694.5
