Orthogroup	Megalopta_genalis	Megachile_rotundata
OG0002278	XP_033342768.1	XP_012148718.1
OG0002279	XP_033328440.1, XP_033328431.1	XP_012143048.1
OG0002280	XP_033339663.1, XP_033339664.1	XP_003700243.1
OG0002281	XP_033321372.1	XP_003704801.1
OG0002282	XP_033339834.1, XP_033330632.1	XP_012147634.1
OG0002283	XP_033342354.1	XP_012153431.1
OG0002284	XP_033340930.1	XP_012135434.1, XP_003701087.1
OG0002285	XP_033336612.1	XP_012149632.1, XP_003707132.1
OG0002286	XP_033329100.1	XP_012140498.1
OG0002287	XP_033321217.1	XP_012150362.1
OG0002288	XP_033335036.1	XP_012152776.1
OG0002289	XP_033331839.1, XP_033331838.1	XP_012140167.1
OG0002290	XP_033340120.1, XP_033340121.1, XP_033340122.1	XP_003705043.1
OG0002291	XP_033339776.1, XP_033339751.1	XP_003704730.1
OG0002293	XP_033343110.1	XP_012140861.1
OG0002294	XP_033334289.1, XP_033334290.1	XP_012145707.1
OG0002295	XP_033323062.1	XP_003706054.1
OG0002296	XP_033326686.1	XP_012137497.1
OG0002297	XP_033331545.1	XP_003704248.2
OG0002298	XP_033326237.1	XP_003699926.1
OG0002299	XP_033332835.1, XP_033332834.1	XP_012137699.1
OG0002300	XP_033325199.1	XP_003708242.1
OG0002301	XP_033339951.1, XP_033339950.1, XP_033331972.1, XP_033332261.1	XP_003706552.1, XP_012148220.1
OG0002302	XP_033327414.1	XP_012135942.1
OG0002303	XP_033339769.1	XP_003703229.1
OG0002304	XP_033327070.1	XP_012152832.1
OG0002305	XP_033338287.1	XP_003700751.1
OG0002307	XP_033328597.1	XP_003706359.1, XP_012147898.1, XP_012147900.1, XP_012147899.1, XP_012147896.1
OG0002308	XP_033336150.1	XP_003702809.1
OG0002309	XP_033336517.1	XP_003702936.1
OG0002310	XP_033337092.1	XP_012144493.1, XP_012144492.1, XP_003704918.1
OG0002311	XP_033330919.1	XP_012153067.1, XP_003708489.1
OG0002312	XP_033332040.1	XP_012142727.1, XP_012142724.1
OG0002313	XP_033342868.1	XP_012154400.1, XP_012154402.1, XP_012154401.1, XP_012154404.1, XP_012154405.1
OG0002314	XP_033321246.1, XP_033321247.1	XP_003700052.1
OG0002315	XP_033335899.1, XP_033335898.1, XP_033335902.1, XP_033335901.1, XP_033335900.1	XP_012152616.1
OG0002316	XP_033326823.1	XP_012142179.1
OG0002317	XP_033323160.1	XP_003706516.1
OG0002318	XP_033323854.1	XP_003705262.1, XP_012145094.1
OG0002319	XP_033338454.1	XP_012144361.1
OG0002321	XP_033324556.1, XP_033324557.1	XP_012147589.1
OG0002322	XP_033337808.1	XP_003705704.2
OG0002323	XP_033338126.1, XP_033338125.1	XP_012135001.1, XP_012135000.1
OG0002324	XP_033323636.1, XP_033323634.1, XP_033323635.1	XP_003701488.1
OG0002325	XP_033336613.1, XP_033336614.1	XP_003707126.1, XP_012149621.1
OG0002326	XP_033342956.1, XP_033342955.1	XP_003705736.2, XP_012146390.1, XP_012146389.1
OG0002327	XP_033330549.1	XP_012137536.1, XP_003701953.1, XP_012137537.1, XP_012137538.1
OG0002328	XP_033342870.1	XP_003699975.1
OG0002329	XP_033326560.1	XP_012151361.1
OG0002330	XP_033320997.1, XP_033320992.1	XP_003699753.1
OG0002331	XP_033325138.1, XP_033325140.1, XP_033325139.1	XP_012140025.1
OG0002332	XP_033339765.1	XP_003707542.2, XP_012147494.1
OG0002334	XP_033334736.1, XP_033334739.1	XP_012146468.1, XP_012146463.1
OG0002335	XP_033332248.1	XP_003704243.1
OG0002336	XP_033337054.1, XP_033337055.1, XP_033337053.1	XP_012137701.1, XP_012137708.1
OG0002337	XP_033323982.1	XP_012135343.1
OG0002338	XP_033339086.1	XP_012140960.1, XP_012140961.1, XP_012140962.1
OG0002339	XP_033325894.1	XP_003699186.1
OG0002340	XP_033322954.1	XP_012144638.1
OG0002340	XP_033322997.1	XP_003705046.1
OG0002341	XP_033334933.1, XP_033334934.1, XP_033334935.1	XP_003707759.2
OG0002342	XP_033332943.1, XP_033333003.1	XP_012139459.1, XP_003699538.1
OG0002343	XP_033321062.1	XP_003705890.1, XP_012146703.1
OG0002344	XP_033326310.1	XP_003707699.1
OG0002345	XP_033329269.1	XP_003703503.1
OG0002346	XP_033335931.1	XP_012145452.1
OG0002347	XP_033330610.1	XP_003705439.1
OG0002348	XP_033325383.1, XP_033325384.1	XP_003707015.2
OG0002349	XP_033337388.1	XP_012148062.1, XP_003706474.1
OG0002350	XP_033333229.1, XP_033333266.1, XP_033333234.1, XP_033333258.1, XP_033333239.1, XP_033333249.1, XP_033333219.1	XP_003707106.1
OG0002351	XP_033340962.1, XP_033340963.1	XP_012148482.1
OG0002352	XP_033334343.1	XP_012146337.1
OG0002353	XP_033323137.1	XP_012142383.1
OG0002354	XP_033322388.1	XP_003708561.1
OG0002355	XP_033342846.1	XP_012154430.1, XP_012154434.1
OG0002356	XP_033331514.1	XP_012136058.1
OG0002357	XP_033330978.1, XP_033330964.1, XP_033330973.1	XP_012153072.1
OG0002358	XP_033339891.1	XP_012149363.1
OG0002359	XP_033331668.1, XP_033331667.1, XP_033331669.1	XP_003705600.2
OG0002360	XP_033336557.1	XP_003702830.1, XP_012139785.1
OG0002361	XP_033338579.1	XP_003700509.1
OG0002362	XP_033337471.1, XP_033337470.1	XP_003701135.2
OG0002364	XP_033328067.1, XP_033328049.1, XP_033328076.1, XP_033328039.1, XP_033328057.1	XP_003708216.2
OG0002365	XP_033326586.1, XP_033326587.1	XP_003699419.1
OG0002366	XP_033332708.1	XP_012153593.1
OG0002367	XP_033323436.1	XP_012142790.1, XP_012142791.1
OG0002368	XP_033332991.1	XP_003699537.1
OG0002370	XP_033340134.1	XP_003703855.2
OG0002371	XP_033325319.1	XP_003699544.1
OG0002372	XP_033324378.1	XP_012150154.1, XP_003707425.2
OG0002373	XP_033331496.1, XP_033331498.1	XP_003706921.1
OG0002374	XP_033321202.1	XP_012151930.1
OG0002375	XP_033331213.1, XP_033323150.1, XP_033323148.1	XP_012142277.1
OG0002376	XP_033334008.1	XP_012150649.1
OG0002377	XP_033341109.1, XP_033339913.1	XP_012151452.1
OG0002378	XP_033336154.1	XP_012139841.1
OG0002380	XP_033342900.1	XP_003699285.1
OG0002381	XP_033329140.1, XP_033329135.1	XP_012140569.1
OG0002382	XP_033327528.1	XP_012135716.1, XP_012135715.1, XP_003701214.1
OG0002383	XP_033326896.1	XP_012140522.1
OG0002384	XP_033326036.1, XP_033326035.1	XP_012148827.1
OG0002385	XP_033325835.1, XP_033325834.1	XP_003707621.1
OG0002386	XP_033325198.1	XP_012153614.1
OG0002386	XP_033330254.1, XP_033330253.1	XP_003704334.1
OG0002387	XP_033342035.1	XP_012136391.1
OG0002388	XP_033340476.1	XP_003702189.1
OG0002389	XP_033331885.1	XP_003703096.1
OG0002390	XP_033325569.1	XP_003706939.1
OG0002391	XP_033328231.1	XP_012149973.1
OG0002392	XP_033321200.1	XP_012146945.1
OG0002393	XP_033328258.1	XP_012150006.1
OG0002394	XP_033335118.1	XP_012145393.1
OG0002395	XP_033329261.1	XP_003703466.1
OG0002397	XP_033334224.1, XP_033334223.1	XP_003702256.1
OG0002398	XP_033341866.1	XP_012136674.1
OG0002399	XP_033325279.1, XP_033325278.1	XP_003704642.1
OG0002400	XP_033338175.1	XP_012136190.1, XP_012136191.1
OG0002401	XP_033341065.1	XP_012146199.1, XP_012146203.1
OG0002403	XP_033342622.1	XP_012151114.1, XP_012151309.1
OG0002404	XP_033328696.1	XP_003706047.1
OG0002405	XP_033326775.1	XP_012148356.1
OG0002406	XP_033321776.1	XP_012152302.1
OG0002408	XP_033339963.1, XP_033339964.1	XP_003708373.1, XP_012152720.1
OG0002409	XP_033333426.1, XP_033329026.1	XP_012137828.1, XP_012137827.1
OG0002411	XP_033332648.1	XP_012135790.1
OG0002412	XP_033321220.1, XP_033321219.1	XP_012150066.1, XP_012150065.1
OG0002413	XP_033337505.1	XP_012144821.1, XP_012144822.1, XP_003705089.1
OG0002414	XP_033323095.1	XP_003706128.1
OG0002415	XP_033331671.1, XP_033331670.1	XP_003705598.1
OG0002416	XP_033326815.1	XP_012153125.1
OG0002418	XP_033321474.1	XP_012135067.1
OG0002419	XP_033327468.1	XP_003705533.2
OG0002420	XP_033338700.1, XP_033338701.1	XP_003705385.2, XP_012145484.1
OG0002422	XP_033341379.1	XP_012147976.1, XP_003706382.1
OG0002423	XP_033321079.1	XP_012140652.1, XP_012140648.1
OG0002424	XP_033321966.1	XP_012142395.1
OG0002425	XP_033340702.1	XP_003707040.2
OG0002427	XP_033325418.1	XP_012138888.1
OG0002428	XP_033323935.1	XP_012152464.1
OG0002429	XP_033332910.1	XP_012145155.1
OG0002430	XP_033336124.1	XP_012139419.1
OG0002431	XP_033326198.1, XP_033326196.1	XP_003703864.1, XP_012141916.1
OG0002432	XP_033326323.1	XP_003704137.1
OG0002433	XP_033334533.1, XP_033334529.1	XP_012151168.1
OG0002434	XP_033331351.1	XP_003708246.1
OG0002435	XP_033342932.1	XP_003699269.1
OG0002436	XP_033340904.1	XP_003706691.1
OG0002437	XP_033342411.1	XP_012148575.1
OG0002438	XP_033330998.1	XP_012143939.1
OG0002439	XP_033330505.1	XP_003707043.1
OG0002440	XP_033339114.1	XP_012144301.1, XP_012144300.1, XP_012144299.1, XP_012144304.1, XP_003704835.2, XP_012144303.1, XP_012144302.1
OG0002441	XP_033321729.1	XP_012152061.1
OG0002442	XP_033330259.1	XP_012142927.1
OG0002443	XP_033337102.1	XP_012134906.1
OG0002444	XP_033326492.1, XP_033326491.1	XP_012141994.1
OG0002445	XP_033339695.1	XP_003701864.1
OG0002446	XP_033329929.1, XP_033329930.1	XP_003705547.2
OG0002447	XP_033333153.1, XP_033333157.1, XP_033333156.1	XP_012141422.1, XP_012141418.1
OG0002448	XP_033336666.1, XP_033336750.1	XP_003701632.1
OG0002449	XP_033330515.1, XP_033330516.1	XP_003703053.1
OG0002450	XP_033322796.1	XP_003702428.1
OG0002451	XP_033323651.1	XP_012136542.1
OG0002452	XP_033322102.1	XP_012147131.1
OG0002454	XP_033334835.1	XP_012135855.1, XP_003699379.1
OG0002455	XP_033322729.1	XP_012146524.1, XP_012146523.1
OG0002456	XP_033326870.1	XP_003705873.1
OG0002457	XP_033335295.1	XP_012143630.1
OG0002458	XP_033332909.1	XP_003705183.1
OG0002459	XP_033324484.1, XP_033324483.1	XP_012134895.1
OG0002460	XP_033339954.1	XP_012140844.1
OG0002461	XP_033339923.1	XP_012141743.1
OG0002462	XP_033339479.1	XP_012137297.1
OG0002465	XP_033336072.1	XP_003699796.1
OG0002466	XP_033342258.1, XP_033342257.1, XP_033342259.1	XP_003700626.1, XP_012154565.1, XP_012154564.1
OG0002467	XP_033327677.1, XP_033339830.1, XP_033327676.1	XP_012153359.1
OG0002468	XP_033341783.1	XP_003700290.2
OG0002469	XP_033342177.1, XP_033342179.1, XP_033342178.1	XP_003700931.1
OG0002471	XP_033324480.1	XP_003700757.1
OG0002472	XP_033336553.1, XP_033336552.1, XP_033336551.1	XP_012139885.1
OG0002473	XP_033339513.1	XP_012149129.1
OG0002474	XP_033325678.1	XP_003706784.1
OG0002475	XP_033320841.1, XP_033320840.1	XP_003701741.1
OG0002476	XP_033321266.1	XP_003703232.1
OG0002477	XP_033326578.1, XP_033326576.1	XP_003706281.1
OG0002478	XP_033325218.1	XP_012146253.1
OG0002479	XP_033333211.1	XP_012141538.1, XP_003703555.1
OG0002480	XP_033327838.1, XP_033327839.1	XP_012137352.1, XP_003701875.1
OG0002481	XP_033336441.1	XP_012149591.1, XP_003707152.1
OG0002482	XP_033330864.1	XP_012137554.1
OG0002484	XP_033341873.1	XP_012136582.1, XP_003701567.1
OG0002485	XP_033332582.1	XP_012149135.1
OG0002486	XP_033338057.1, XP_033338060.1	XP_012147462.1
OG0002487	XP_033341886.1, XP_033341884.1, XP_033341887.1	XP_003701541.2
OG0002488	XP_033336254.1, XP_033335686.1	XP_003701909.1, XP_012137473.1
OG0002489	XP_033329659.1, XP_033329658.1	XP_012141193.1
OG0002490	XP_033341776.1	XP_012136401.1
OG0002491	XP_033331759.1	XP_012150828.1
OG0002492	XP_033341456.1	XP_012151472.1
OG0002493	XP_033331300.1, XP_033331326.1	XP_012143059.1, XP_003704277.1, XP_012143057.1, XP_012143058.1
OG0002494	XP_033334474.1	XP_012138638.1, XP_012138636.1, XP_012138635.1, XP_012138634.1, XP_003702471.1
OG0002495	XP_033334234.1, XP_033334235.1	XP_012138391.1
OG0002496	XP_033342049.1, XP_033342057.1	XP_012136387.1
OG0002497	XP_033328071.1, XP_033328068.1	XP_003702644.2
OG0002498	XP_033334893.1, XP_033342522.1, XP_033342521.1, XP_033334752.1	XP_003699339.1
OG0002499	XP_033336374.1, XP_033336365.1	XP_003703955.1
OG0002501	XP_033331826.1, XP_033331827.1	XP_012143861.1
OG0002502	XP_033324671.1	XP_003699630.1
OG0002503	XP_033322245.1	XP_003699649.1
OG0002506	XP_033332306.1	XP_012140023.1
OG0002507	XP_033333510.1	XP_003704314.1
OG0002508	XP_033329839.1	XP_012152999.1, XP_012153000.1
OG0002509	XP_033338463.1	XP_003700671.1, XP_012134818.1
OG0002510	XP_033322605.1	XP_003708237.1
OG0002511	XP_033333729.1, XP_033330531.1	XP_003707563.2
OG0002512	XP_033342997.1	XP_003699949.1
OG0002514	XP_033342496.1	XP_003700995.1
OG0002515	XP_033340668.1	XP_003701081.1
OG0002516	XP_033331089.1	XP_003703147.1
OG0002517	XP_033323372.1	XP_012149313.1, XP_003700021.1
OG0002518	XP_033329572.1	XP_003703432.1, XP_012141020.1
OG0002519	XP_033341330.1	XP_012151557.1
OG0002520	XP_033334425.1, XP_033334423.1	XP_003701710.1
OG0002521	XP_033331175.1	XP_003703986.1
OG0002522	XP_033334695.1	XP_003700620.1
OG0002523	XP_033326001.1	XP_003699499.1
OG0002524	XP_033339762.1	XP_012138509.1
OG0002525	XP_033324298.1	XP_003707381.1
OG0002526	XP_033321376.1	XP_003704805.2, XP_012144001.1, XP_012144002.1
OG0002527	XP_033325581.1	XP_003707113.1
OG0002528	XP_033327260.1, XP_033327261.1	XP_012135707.1, XP_012135708.1, XP_012135709.1
OG0002529	XP_033336002.1	XP_003702836.1
OG0002530	XP_033330015.1, XP_033330014.1	XP_003701328.1
OG0002531	XP_033340376.1	XP_003702064.2
OG0002532	XP_033329811.1	XP_003703190.1
OG0002533	XP_033323105.1, XP_033323106.1	XP_003708076.1
OG0002534	XP_033334756.1, XP_033334658.1	XP_003707743.1
OG0002535	XP_033331510.1	XP_012149354.1
OG0002536	XP_033331014.1	XP_012143928.1
OG0002537	XP_033322223.1	XP_012135457.1, XP_012135460.1, XP_012135461.1, XP_003701033.1, XP_012135458.1
OG0002538	XP_033332242.1	XP_003704238.1
OG0002539	XP_033321883.1	XP_003708152.1
OG0002540	XP_033321733.1	XP_003708120.1, XP_012152067.1, XP_012152068.1, XP_012152069.1
OG0002541	XP_033322960.1	XP_003706387.1
OG0002542	XP_033321861.1	XP_012147179.1, XP_012147178.1
OG0002543	XP_033320798.1	XP_012140669.1
OG0002544	XP_033332788.1	XP_003699556.1
OG0002545	XP_033332831.1	XP_003707483.1, XP_012150389.1
OG0002546	XP_033331117.1, XP_033331110.1	XP_012140181.1
OG0002547	XP_033337596.1	XP_012135636.1
OG0002548	XP_033327280.1	XP_012150485.1
OG0002549	XP_033321463.1, XP_033339324.1	XP_003706872.1
OG0002550	XP_033321588.1	XP_003703175.1
OG0002551	XP_033334575.1	XP_003702468.2
OG0002552	XP_033326019.1	XP_012143208.1
OG0002553	XP_033336178.1	XP_003705146.1
OG0002554	XP_033328594.1	XP_003708032.1
OG0002555	XP_033331950.1	XP_003702397.1
OG0002556	XP_033325747.1	XP_003706938.1
OG0002557	XP_033330749.1	XP_003702376.1
OG0002558	XP_033340549.1, XP_033339898.1, XP_033340557.1, XP_033340550.1, XP_033340556.1, XP_033340554.1	XP_003706949.2
OG0002559	XP_033322386.1, XP_033322387.1, XP_033322385.1, XP_033322384.1	XP_003708542.1
OG0002560	XP_033333559.1	XP_012140523.1
OG0002561	XP_033342070.1	XP_003701542.2
OG0002562	XP_033333522.1	XP_003704313.1
OG0002563	XP_033332782.1	XP_012141405.1
OG0002564	XP_033331859.1	XP_012140094.1, XP_012140095.1
OG0002565	XP_033330255.1	XP_012143116.1
OG0002566	XP_033338043.1	XP_012134978.1
OG0002567	XP_033322090.1	XP_012136940.1, XP_012136941.1
OG0002568	XP_033335991.1	XP_003702968.2
OG0002569	XP_033339826.1	XP_003707665.1
OG0002570	XP_033336867.1, XP_033336866.1	XP_003699446.1, XP_012138066.1
OG0002571	XP_033320985.1	XP_003705949.1, XP_003706014.1
OG0002572	XP_033325823.1	XP_003701027.1
OG0002573	XP_033340728.1	XP_003702171.2
OG0002574	XP_033323973.1	XP_003706115.1
OG0002575	XP_033336461.1	XP_012149586.1
OG0002576	XP_033336503.1	XP_003708281.1
OG0002578	XP_033333616.1, XP_033333618.1	XP_003699587.1
OG0002579	XP_033332543.1	XP_012151393.1
OG0002580	XP_033329389.1, XP_033329390.1	XP_003703461.1
OG0002581	XP_033339322.1	XP_003699726.1
OG0002582	XP_033340468.1, XP_033340466.1, XP_033340467.1, XP_033340470.1, XP_033340469.1	XP_003705625.2
OG0002583	XP_033329334.1, XP_033329333.1, XP_033329330.1, XP_033329331.1	XP_003703490.1
OG0002584	XP_033321634.1	XP_003708162.1, XP_012152274.1
OG0002585	XP_033333206.1	XP_003701997.2
OG0002586	XP_033331020.1	XP_012153068.1
OG0002587	XP_033328103.1	XP_012150260.1
OG0002588	XP_033329332.1	XP_003703109.1
OG0002589	XP_033340756.1	XP_012146195.1
OG0002590	XP_033341834.1	XP_012136634.1
OG0002591	XP_033327982.1, XP_033327979.1, XP_033327978.1, XP_033327980.1	XP_003707347.1
OG0002593	XP_033338873.1	XP_012154204.1
OG0002594	XP_033326412.1	XP_012146534.1, XP_003699896.1
OG0002595	XP_033342043.1, XP_033342042.1	XP_012136486.1, XP_003701625.1
OG0002596	XP_033322068.1	XP_012142222.1
OG0002597	XP_033327681.1, XP_033327682.1	XP_012153526.1
OG0002598	XP_033337208.1, XP_033337290.1, XP_033337367.1	XP_012136859.1, XP_012136858.1, XP_012136860.1, XP_012136857.1
OG0002600	XP_033330578.1, XP_033330579.1	XP_003705438.2
OG0002601	XP_033329890.1	XP_012144613.1
OG0002602	XP_033327474.1	XP_012145900.1
OG0002603	XP_033330459.1	XP_012139006.1, XP_003702610.1, XP_012139008.1, XP_012139007.1
OG0002604	XP_033333806.1, XP_033333807.1	XP_003703901.1
OG0002605	XP_033334108.1, XP_033334110.1, XP_033334109.1	XP_012135137.1
OG0002606	XP_033326274.1, XP_033326275.1, XP_033326279.1, XP_033326280.1, XP_033326276.1, XP_033326277.1	XP_003708682.2
OG0002607	XP_033326311.1	XP_012148115.1, XP_012148114.1
OG0002608	XP_033331656.1, XP_033331655.1	XP_003700308.1, XP_012153814.1
OG0002609	XP_033326045.1	XP_003707019.2
OG0002611	XP_033328653.1	XP_012147853.1, XP_012147855.1
OG0002612	XP_033340123.1	XP_003706685.1
OG0002613	XP_033329353.1	XP_012141573.1
OG0002614	XP_033342867.1	XP_003699976.1
OG0002615	XP_033336059.1	XP_003708271.2
OG0002616	XP_033329081.1	XP_012146701.1
OG0002617	XP_033336548.1	XP_003702829.1
OG0002618	XP_033329268.1	XP_003703504.1
OG0002619	XP_033332623.1	XP_003702485.1
OG0002620	XP_033329777.1	XP_003703029.1
OG0002622	XP_033333059.1	XP_003706569.1
OG0002623	XP_033327952.1	XP_012150210.1
OG0002624	XP_033330833.1	XP_003708282.2
OG0002625	XP_033327895.1	XP_012146656.1
OG0002626	XP_033326134.1	XP_003706671.1
OG0002627	XP_033340796.1	XP_012147051.1
OG0002628	XP_033330959.1	XP_012137095.1
OG0002629	XP_033324931.1	XP_012153283.1
OG0002630	XP_033325216.1	XP_003703762.1
OG0002631	XP_033320852.1, XP_033320853.1, XP_033320849.1, XP_033320851.1, XP_033320850.1	XP_003701857.2
OG0002632	XP_033331480.1	XP_012148992.1
OG0002633	XP_033321805.1	XP_012152287.1
OG0002634	XP_033334384.1	XP_003705722.1
OG0002635	XP_033337221.1, XP_033337222.1	XP_003705199.1
OG0002637	XP_033338042.1, XP_033338040.1	XP_003700795.2
OG0002638	XP_033340524.1	XP_012147156.1
OG0002639	XP_033331518.1	XP_012136501.1
OG0002640	XP_033328707.1	XP_003706044.1
OG0002641	XP_033337509.1	XP_012144824.1
OG0002642	XP_033335856.1	XP_003708337.1
OG0002643	XP_033324673.1, XP_033324641.1	XP_012144984.1
OG0002644	XP_033321519.1	XP_003702283.2
OG0002645	XP_033326825.1	XP_012153162.1
OG0002646	XP_033327293.1, XP_033327294.1	XP_012142307.1
OG0002647	XP_033320830.1, XP_033320829.1, XP_033320828.1	XP_012148050.1, XP_012148051.1, XP_012148049.1
OG0002648	XP_033329756.1	XP_012147595.1
OG0002649	XP_033331146.1, XP_033331147.1	XP_003707327.1
OG0002650	XP_033332420.1	XP_003708053.1
OG0002651	XP_033325393.1, XP_033325394.1	XP_003706848.1
OG0002652	XP_033332131.1	XP_012134961.1
OG0002652	XP_033332133.1	XP_012134963.1
OG0002653	XP_033325694.1	XP_012150850.1
OG0002654	XP_033328608.1	XP_012144662.1, XP_003705031.1
OG0002655	XP_033330723.1	XP_012138442.1, XP_012138441.1, XP_003702348.2
OG0002656	XP_033332508.1	XP_012142552.1
OG0002657	XP_033334931.1, XP_033334930.1	XP_012135262.1
OG0002659	XP_033332945.1	XP_003707475.1
OG0002661	XP_033332550.1, XP_033332551.1	XP_003704089.1, XP_012142417.1
OG0002662	XP_033329443.1	XP_012148151.1
OG0002663	XP_033325717.1, XP_033325718.1	XP_012149409.1, XP_003706936.1
OG0002664	XP_033341559.1	XP_003705943.2
OG0002665	XP_033329707.1, XP_033329710.1, XP_033329704.1	XP_012139957.1, XP_012139959.1, XP_012139955.1
OG0002666	XP_033334598.1	XP_012134521.1
OG0002667	XP_033336459.1	XP_012149587.1
OG0002668	XP_033326522.1	XP_003706157.1
OG0002669	XP_033321528.1	XP_003702347.1
OG0002670	XP_033329963.1, XP_033329964.1	XP_012150477.1, XP_012150475.1, XP_012150476.1, XP_003707506.1
OG0002671	XP_033323123.1	XP_003701640.1
OG0002672	XP_033323052.1	XP_012137878.1
OG0002673	XP_033321815.1	XP_012142357.1, XP_012142359.1, XP_012142360.1, XP_012142358.1
OG0002674	XP_033331612.1	XP_003706875.1
OG0002675	XP_033340115.1	XP_003705992.1
OG0002676	XP_033330064.1	XP_012143536.1, XP_003704569.1
OG0002678	XP_033320824.1, XP_033320821.1, XP_033320822.1, XP_033320823.1	XP_003703424.1
OG0002679	XP_033321347.1	XP_003705275.1
OG0002680	XP_033342509.1, XP_033342510.1	XP_012148700.1, XP_012148713.1, XP_012148708.1
OG0002681	XP_033338314.1	XP_012134932.1, XP_012134933.1
OG0002682	XP_033323230.1	XP_012134710.1
OG0002683	XP_033333913.1	XP_003704465.1
OG0002684	XP_033337392.1	XP_003705075.1
OG0002686	XP_033321110.1	XP_003700054.1
OG0002687	XP_033332728.1	XP_012145142.1
OG0002688	XP_033327497.1	XP_003706260.1
OG0002689	XP_033342005.1	XP_003700241.1
OG0002690	XP_033323056.1	XP_012135483.1
OG0002690	XP_033324798.1	XP_012147017.1
OG0002691	XP_033338830.1	XP_003705396.2
OG0002692	XP_033335978.1, XP_033335977.1	XP_012152543.1, XP_003708309.1
OG0002694	XP_033330044.1	XP_012153064.1
OG0002695	XP_033329928.1, XP_033329920.1	XP_003708529.1
OG0002696	XP_033321371.1, XP_033321370.1	XP_012144007.1
OG0002697	XP_033331925.1	XP_003704705.1, XP_012143879.1
OG0002698	XP_033336976.1	XP_003703021.1
OG0002699	XP_033336103.1	XP_003699806.2, XP_012144600.1
OG0002700	XP_033341115.1	XP_012145795.1
OG0002701	XP_033332279.1	XP_012153871.1
OG0002702	XP_033339386.1	XP_003702529.1
OG0002703	XP_033328446.1, XP_033328444.1	XP_003707670.1
