Orthogroup	Megalopta_genalis	Polistes_dominula
OG0001635	XP_033332548.1, XP_033332549.1	XP_015179819.1, XP_015179811.1, XP_015179829.1, XP_015179838.1
OG0001637	XP_033340713.1	XP_015189563.1, XP_015188558.1, XP_015188556.1
OG0001638	XP_033321532.1	XP_015179077.1
OG0001639	XP_033335751.1	XP_015175995.1
OG0001640	XP_033331048.1	XP_015180722.1, XP_015184760.1, XP_015184759.1, XP_015184761.1
OG0001641	XP_033337119.1	XP_015171298.1
OG0001643	XP_033335649.1	XP_015187681.1
OG0001645	XP_033327269.1, XP_033327268.1	XP_015180126.1
OG0001646	XP_033333828.1	XP_015172870.1
OG0001647	XP_033330811.1	XP_015183151.1
OG0001648	XP_033341546.1	XP_015188305.1
OG0001649	XP_033321164.1	XP_015174582.1, XP_015174583.1
OG0001650	XP_033333007.1	XP_015172351.1, XP_015172362.1
OG0001651	XP_033342552.1	XP_015178101.1
OG0001652	XP_033329489.1, XP_033329488.1	XP_015172002.1
OG0001653	XP_033330393.1	XP_015182639.1
OG0001655	XP_033328947.1	XP_015177740.1
OG0001656	XP_033325688.1	XP_015182234.1
OG0001657	XP_033340678.1, XP_033340677.1	XP_015185995.1
OG0001658	XP_033337091.1	XP_015172255.1
OG0001659	XP_033324801.1	XP_015178120.1
OG0001660	XP_033320807.1	XP_015181932.1, XP_015181931.1
OG0001661	XP_033320894.1	XP_015174019.1, XP_015174020.1
OG0001662	XP_033322366.1	XP_015187280.1
OG0001663	XP_033325545.1, XP_033325546.1, XP_033325543.1, XP_033325547.1, XP_033325548.1	XP_015188339.1
OG0001664	XP_033324394.1	XP_015171691.1, XP_015171697.1
OG0001665	XP_033342879.1	XP_015173995.1
OG0001666	XP_033332593.1, XP_033332594.1, XP_033332595.1	XP_015173812.1
OG0001667	XP_033327987.1	XP_015176389.1
OG0001668	XP_033322995.1, XP_033322996.1, XP_033322994.1	XP_015184028.1
OG0001669	XP_033336705.1	XP_015190370.1
OG0001670	XP_033322617.1, XP_033322616.1	XP_015171522.1, XP_015171521.1
OG0001671	XP_033320982.1, XP_033320978.1	XP_015190867.1
OG0001672	XP_033321312.1	XP_015172033.1
OG0001673	XP_033341305.1, XP_033323992.1, XP_033327288.1	XP_015180771.1
OG0001674	XP_033328606.1, XP_033328605.1	XP_015184415.1
OG0001675	XP_033335980.1	XP_015190090.1
OG0001676	XP_033331076.1	XP_015171676.1
OG0001677	XP_033329150.1	XP_015173312.1, XP_015173313.1
OG0001678	XP_033330208.1	XP_015176003.1
OG0001679	XP_033342295.1, XP_033342294.1, XP_033342296.1	XP_015174082.1, XP_015174081.1, XP_015174083.1
OG0001680	XP_033338623.1	XP_015179524.1
OG0001681	XP_033332236.1	XP_015180758.1, XP_015180757.1
OG0001682	XP_033327515.1, XP_033327533.1	XP_015177297.1, XP_015177294.1, XP_015177286.1
OG0001684	XP_033341680.1	XP_015173233.1
OG0001685	XP_033338267.1	XP_015178482.1
OG0001686	XP_033342792.1	XP_015182332.1, XP_015182331.1, XP_015182334.1, XP_015182333.1
OG0001687	XP_033323437.1	XP_015176262.1
OG0001688	XP_033336256.1	XP_015179659.1
OG0001689	XP_033334832.1	XP_015177074.1
OG0001690	XP_033335859.1, XP_033335857.1	XP_015186314.1, XP_015186310.1
OG0001691	XP_033324459.1	XP_015177829.1, XP_015177828.1
OG0001692	XP_033338547.1, XP_033339979.1	XP_015190462.1
OG0001693	XP_033334042.1	XP_015172583.1, XP_015172582.1
OG0001694	XP_033322137.1	XP_015180898.1, XP_015180899.1
OG0001695	XP_033324788.1	XP_015178111.1
OG0001696	XP_033328992.1	XP_015182100.1, XP_015182092.1
OG0001697	XP_033320906.1, XP_033320897.1	XP_015184921.1
OG0001699	XP_033329273.1, XP_033329278.1, XP_033329277.1, XP_033329275.1, XP_033329274.1	XP_015191510.1
OG0001700	XP_033330580.1, XP_033330582.1	XP_015184942.1
OG0001703	XP_033322886.1	XP_015184472.1
OG0001704	XP_033340004.1	XP_015178919.1
OG0001706	XP_033339728.1	XP_015186456.1
OG0001707	XP_033332633.1	XP_015185946.1
OG0001708	XP_033329224.1, XP_033329226.1	XP_015174840.1, XP_015174838.1, XP_015174843.1, XP_015174844.1, XP_015174841.1, XP_015174842.1, XP_015174839.1, XP_015174845.1
OG0001709	XP_033321919.1	XP_015171892.1, XP_015171880.1
OG0001711	XP_033336914.1	XP_015179743.1
OG0001712	XP_033333873.1, XP_033333908.1	XP_015186849.1, XP_015186847.1
OG0001713	XP_033339348.1	XP_015184183.1
OG0001714	XP_033341279.1	XP_015173977.1
OG0001715	XP_033333962.1	XP_015179856.1, XP_015179857.1, XP_015179855.1, XP_015179854.1
OG0001717	XP_033333786.1	XP_015172875.1
OG0001718	XP_033328315.1	XP_015186676.1, XP_015186675.1, XP_015186674.1
OG0001719	XP_033325254.1	XP_015189225.1
OG0001720	XP_033332755.1	XP_015187771.1
OG0001722	XP_033334018.1	XP_015183513.1
OG0001723	XP_033341640.1	XP_015179054.1
OG0001724	XP_033328109.1	XP_015175280.1, XP_015175279.1
OG0001725	XP_033335517.1	XP_015182838.1
OG0001727	XP_033320981.1	XP_015175104.1
OG0001728	XP_033335316.1, XP_033335330.1	XP_015190161.1
OG0001729	XP_033325478.1	XP_015187677.1, XP_015187674.1, XP_015187673.1, XP_015187676.1, XP_015187675.1
OG0001730	XP_033336961.1, XP_033336973.1	XP_015186424.1
OG0001731	XP_033321051.1, XP_033321053.1	XP_015186461.1, XP_015186460.1
OG0001732	XP_033337160.1, XP_033337161.1, XP_033337158.1	XP_015179252.1, XP_015179256.1
OG0001733	XP_033333659.1, XP_033333651.1	XP_015181621.1
OG0001734	XP_033328701.1	XP_015174635.1, XP_015174634.1
OG0001735	XP_033342086.1, XP_033342085.1	XP_015188127.1
OG0001736	XP_033329850.1	XP_015181565.1
OG0001737	XP_033330439.1	XP_015187076.1
OG0001738	XP_033334409.1	XP_015174058.1
OG0001739	XP_033331725.1, XP_033339903.1, XP_033331565.1	XP_015178550.1
OG0001740	XP_033331453.1	XP_015188917.1, XP_015188913.1
OG0001741	XP_033334407.1, XP_033334406.1	XP_015172220.1
OG0001742	XP_033339438.1	XP_015178632.1, XP_015178629.1, XP_015178628.1
OG0001743	XP_033330230.1	XP_015172123.1
OG0001744	XP_033322295.1, XP_033322296.1	XP_015176642.1
OG0001745	XP_033342401.1	XP_015181631.1, XP_015181632.1
OG0001746	XP_033324433.1	XP_015177893.1
OG0001747	XP_033342101.1	XP_015189491.1, XP_015189492.1
OG0001748	XP_033341803.1, XP_033341822.1	XP_015187137.1
OG0001749	XP_033340152.1, XP_033340159.1	XP_015176030.1
OG0001750	XP_033333620.1, XP_033333619.1	XP_015171096.1, XP_015171107.1, XP_015171086.1
OG0001751	XP_033341955.1	XP_015178965.1
OG0001752	XP_033323998.1	XP_015190353.1, XP_015190354.1
OG0001753	XP_033340758.1	XP_015172267.1
OG0001754	XP_033328816.1, XP_033328817.1	XP_015179044.1
OG0001755	XP_033339158.1	XP_015181109.1
OG0001756	XP_033330164.1	XP_015178162.1
OG0001757	XP_033331548.1	XP_015180560.1, XP_015180559.1
OG0001758	XP_033337238.1	XP_015178263.1
OG0001759	XP_033321524.1	XP_015184280.1
OG0001760	XP_033337146.1	XP_015188230.1
OG0001761	XP_033340643.1, XP_033340642.1, XP_033340641.1	XP_015180608.1, XP_015180607.1
OG0001762	XP_033340719.1, XP_033340721.1, XP_033340722.1, XP_033340723.1, XP_033340720.1	XP_015182502.1
OG0001763	XP_033342962.1, XP_033342960.1, XP_033342961.1	XP_015183777.1, XP_015183776.1
OG0001764	XP_033324121.1	XP_015171787.1
OG0001765	XP_033335227.1	XP_015186387.1
OG0001766	XP_033342642.1	XP_015181567.1
OG0001767	XP_033324255.1, XP_033324254.1	XP_015184699.1, XP_015184700.1
OG0001768	XP_033340879.1	XP_015179106.1
OG0001769	XP_033330762.1, XP_033330635.1	XP_015183571.1
OG0001770	XP_033340388.1, XP_033340387.1	XP_015190509.1
OG0001772	XP_033340739.1, XP_033340738.1, XP_033340737.1	XP_015182109.1
OG0001773	XP_033339488.1, XP_033339849.1, XP_033332459.1	XP_015189844.1
OG0001774	XP_033331574.1, XP_033333645.1	XP_015172916.1, XP_015172915.1, XP_015172655.1
OG0001775	XP_033339835.1, XP_033338545.1	XP_015190417.1
OG0001776	XP_033327937.1	XP_015182852.1, XP_015182851.1, XP_015182850.1
OG0001777	XP_033331520.1, XP_033331423.1	XP_015182894.1
OG0001778	XP_033325625.1	XP_015184509.1, XP_015184510.1
OG0001779	XP_033331694.1	XP_015190052.1
OG0001780	XP_033336217.1	XP_015172198.1
OG0001781	XP_033333357.1	XP_015181541.1
OG0001782	XP_033340424.1, XP_033340425.1, XP_033340426.1, XP_033340421.1, XP_033340422.1, XP_033340423.1	XP_015182964.1
OG0001783	XP_033340312.1	XP_015177531.1
OG0001784	XP_033337484.1	XP_015191381.1, XP_015191380.1
OG0001785	XP_033332190.1, XP_033332191.1	XP_015183238.1
OG0001786	XP_033340093.1	XP_015181662.1
OG0001787	XP_033325473.1, XP_033325474.1	XP_015189726.1, XP_015189724.1, XP_015189725.1
OG0001788	XP_033328800.1, XP_033328801.1, XP_033328799.1	XP_015176807.1
OG0001789	XP_033339270.1	XP_015172016.1
OG0001790	XP_033340405.1	XP_015173377.1
OG0001791	XP_033321506.1	XP_015190967.1
OG0001792	XP_033335272.1, XP_033335274.1	XP_015173089.1
OG0001793	XP_033322777.1, XP_033322778.1, XP_033322775.1, XP_033322776.1, XP_033322779.1	XP_015181906.1, XP_015181905.1
OG0001794	XP_033338249.1	XP_015172744.1
OG0001794	XP_033338250.1	XP_015172746.1
OG0001795	XP_033328261.1	XP_015187606.1
OG0001796	XP_033339909.1, XP_033326366.1	XP_015181575.1
OG0001797	XP_033321346.1	XP_015174317.1, XP_015174316.1, XP_015174318.1
OG0001799	XP_033336893.1	XP_015181058.1
OG0001800	XP_033341184.1, XP_033341185.1, XP_033341183.1	XP_015182626.1
OG0001801	XP_033322697.1	XP_015189112.1
OG0001802	XP_033342032.1	XP_015184099.1
OG0001803	XP_033338050.1	XP_015173684.1
OG0001804	XP_033328045.1, XP_033328044.1	XP_015172505.1
OG0001805	XP_033336397.1	XP_015183215.1
OG0001806	XP_033341086.1	XP_015172073.1
OG0001807	XP_033340194.1	XP_015175022.1
OG0001808	XP_033341843.1	XP_015178818.1, XP_015178817.1
OG0001809	XP_033331854.1, XP_033331835.1, XP_033331845.1	XP_015191458.1
OG0001810	XP_033332827.1	XP_015187768.1
OG0001811	XP_033341019.1	XP_015179133.1, XP_015179132.1
OG0001812	XP_033321917.1	XP_015184446.1
OG0001813	XP_033337360.1	XP_015176884.1, XP_015176882.1
OG0001814	XP_033325836.1, XP_033325833.1	XP_015189098.1
OG0001815	XP_033339582.1, XP_033339583.1	XP_015187920.1
OG0001816	XP_033339115.1, XP_033339116.1	XP_015182630.1
OG0001817	XP_033338408.1	XP_015175196.1
OG0001818	XP_033324037.1, XP_033324036.1	XP_015172030.1
OG0001819	XP_033336925.1	XP_015172254.1
OG0001820	XP_033337108.1	XP_015191623.1, XP_015191616.1
OG0001821	XP_033328769.1, XP_033328770.1	XP_015181495.1, XP_015181492.1
OG0001822	XP_033333045.1, XP_033333043.1, XP_033333041.1, XP_033333048.1, XP_033333042.1, XP_033333047.1, XP_033333046.1	XP_015171073.1
OG0001823	XP_033324872.1	XP_015176859.1
OG0001825	XP_033342028.1, XP_033322495.1, XP_033322496.1	XP_015185295.1, XP_015185294.1
OG0001826	XP_033332327.1	XP_015177308.1
OG0001827	XP_033339261.1	XP_015182624.1, XP_015182623.1, XP_015182625.1
OG0001828	XP_033340413.1, XP_033340412.1	XP_015174436.1
OG0001829	XP_033333302.1	XP_015178827.1
OG0001830	XP_033337253.1	XP_015178071.1
OG0001831	XP_033335982.1	XP_015174645.1, XP_015174646.1, XP_015174647.1
OG0001832	XP_033342646.1, XP_033342636.1	XP_015181212.1
OG0001833	XP_033320819.1	XP_015181683.1
OG0001834	XP_033334784.1, XP_033334783.1	XP_015182779.1
OG0001835	XP_033323101.1	XP_015183122.1
OG0001836	XP_033336701.1	XP_015180630.1, XP_015180614.1
OG0001837	XP_033342830.1	XP_015189164.1
OG0001838	XP_033340650.1	XP_015180604.1, XP_015180605.1
OG0001839	XP_033336632.1, XP_033336622.1	XP_015174931.1
OG0001840	XP_033337232.1	XP_015178155.1
OG0001841	XP_033321309.1	XP_015184784.1, XP_015184800.1, XP_015184809.1, XP_015184791.1
OG0001843	XP_033331786.1	XP_015189252.1
OG0001844	XP_033336659.1, XP_033336660.1	XP_015186283.1, XP_015186282.1
OG0001845	XP_033332610.1	XP_015171481.1, XP_015171482.1, XP_015171479.1, XP_015171480.1, XP_015171483.1
OG0001846	XP_033328152.1, XP_033328155.1	XP_015179950.1
OG0001847	XP_033330093.1, XP_033330094.1	XP_015177683.1
OG0001848	XP_033329418.1	XP_015171583.1
OG0001849	XP_033333140.1	XP_015173371.1, XP_015173373.1, XP_015173368.1, XP_015173370.1, XP_015173369.1, XP_015173374.1
OG0001850	XP_033330793.1	XP_015191839.1
OG0001851	XP_033338488.1, XP_033338487.1, XP_033338486.1	XP_015184861.1
OG0001852	XP_033343065.1, XP_033343064.1, XP_033343063.1, XP_033343062.1, XP_033343066.1	XP_015177102.1
OG0001853	XP_033325669.1, XP_033325670.1	XP_015179541.1
OG0001855	XP_033331359.1	XP_015188895.1
OG0001856	XP_033338084.1	XP_015172642.1
OG0001857	XP_033339986.1	XP_015174873.1
OG0001857	XP_033339989.1	XP_015174875.1
OG0001858	XP_033330211.1	XP_015181165.1
OG0001859	XP_033334191.1	XP_015177708.1
OG0001860	XP_033329838.1	XP_015175115.1, XP_015175116.1, XP_015175118.1, XP_015175117.1
OG0001861	XP_033324078.1	XP_015183897.1
OG0001862	XP_033322706.1	XP_015176316.1
OG0001863	XP_033327491.1, XP_033327490.1	XP_015189022.1
OG0001864	XP_033339863.1	XP_015191388.1
OG0001865	XP_033333139.1, XP_033333147.1	XP_015177898.1, XP_015177903.1
OG0001866	XP_033336383.1	XP_015179699.1
OG0001867	XP_033332172.1, XP_033332173.1	XP_015173866.1
OG0001868	XP_033334802.1	XP_015182245.1
OG0001869	XP_033321176.1	XP_015184920.1
OG0001870	XP_033322633.1	XP_015188975.1
OG0001871	XP_033327724.1, XP_033327723.1	XP_015184971.1
OG0001872	XP_033322140.1	XP_015185508.1
OG0001873	XP_033329258.1	XP_015176909.1, XP_015176900.1, XP_015176926.1, XP_015176918.1
OG0001874	XP_033327725.1	XP_015181225.1
OG0001875	XP_033324785.1, XP_033324782.1, XP_033324784.1	XP_015180928.1
OG0001876	XP_033332288.1	XP_015185316.1
OG0001877	XP_033324617.1, XP_033324614.1, XP_033324618.1	XP_015179520.1
OG0001878	XP_033338500.1	XP_015171151.1
OG0001879	XP_033339056.1	XP_015171396.1, XP_015171398.1, XP_015171397.1, XP_015171399.1
OG0001880	XP_033333133.1, XP_033333136.1	XP_015172835.1
OG0001881	XP_033333843.1	XP_015174193.1, XP_015174194.1, XP_015174192.1
OG0001882	XP_033342020.1	XP_015184076.1
OG0001883	XP_033331959.1, XP_033331958.1	XP_015184878.1
OG0001884	XP_033328220.1	XP_015176448.1
OG0001885	XP_033340345.1, XP_033341144.1, XP_033341154.1, XP_033341161.1	XP_015173241.1
OG0001886	XP_033338085.1	XP_015179758.1, XP_015179757.1, XP_015179756.1
OG0001887	XP_033327039.1	XP_015175304.1
OG0001888	XP_033336318.1	XP_015172515.1
OG0001889	XP_033331860.1	XP_015183494.1
OG0001890	XP_033336322.1	XP_015173409.1
OG0001891	XP_033327843.1	XP_015178248.1
OG0001892	XP_033328080.1, XP_033328081.1, XP_033328082.1	XP_015176599.1
OG0001893	XP_033325594.1	XP_015178509.1
OG0001894	XP_033328392.1	XP_015184100.1
OG0001895	XP_033336132.1	XP_015172424.1
OG0001895	XP_033336125.1	XP_015172410.1
OG0001896	XP_033340979.1	XP_015188572.1
OG0001897	XP_033326353.1	XP_015184071.1, XP_015184072.1
OG0001899	XP_033342612.1	XP_015186838.1, XP_015186837.1, XP_015186839.1, XP_015186840.1
OG0001900	XP_033333504.1	XP_015172465.1
OG0001901	XP_033334873.1, XP_033334871.1, XP_033334872.1	XP_015183753.1
OG0001902	XP_033324623.1, XP_033324620.1	XP_015191182.1
OG0001903	XP_033330443.1, XP_033330441.1	XP_015181389.1
OG0001904	XP_033328202.1, XP_033328203.1, XP_033328278.1	XP_015184523.1
OG0001905	XP_033339110.1, XP_033339109.1	XP_015185923.1
OG0001906	XP_033331741.1	XP_015176835.1
OG0001907	XP_033329726.1	XP_015177182.1
OG0001908	XP_033326920.1	XP_015186132.1, XP_015186130.1, XP_015186129.1
OG0001909	XP_033321249.1, XP_033321258.1	XP_015177471.1
OG0001910	XP_033342036.1	XP_015171741.1
OG0001912	XP_033322186.1	XP_015175178.1
OG0001913	XP_033326690.1, XP_033326697.1	XP_015175176.1, XP_015175174.1
OG0001914	XP_033331976.1	XP_015187649.1
OG0001915	XP_033324316.1	XP_015191657.1, XP_015191659.1
OG0001916	XP_033341694.1	XP_015173586.1
OG0001917	XP_033330626.1	XP_015186077.1, XP_015186078.1, XP_015186080.1
OG0001918	XP_033331339.1, XP_033331341.1, XP_033331340.1, XP_033331336.1, XP_033331337.1	XP_015175251.1
OG0001919	XP_033327722.1, XP_033327666.1	XP_015181481.1
OG0001920	XP_033325395.1	XP_015186981.1
OG0001921	XP_033325549.1	XP_015184705.1
OG0001922	XP_033323250.1, XP_033323252.1	XP_015181655.1
OG0001923	XP_033323344.1	XP_015173943.1
OG0001924	XP_033342124.1	XP_015182396.1
OG0001924	XP_033342122.1	XP_015182393.1
OG0001925	XP_033323913.1	XP_015188258.1
OG0001926	XP_033337474.1, XP_033337473.1, XP_033337472.1	XP_015177247.1, XP_015177246.1
OG0001927	XP_033326238.1	XP_015173319.1
OG0001928	XP_033320933.1, XP_033320938.1	XP_015174352.1
OG0001929	XP_033325685.1	XP_015188549.1
OG0001930	XP_033325385.1	XP_015186481.1
OG0001931	XP_033330668.1	XP_015188196.1
OG0001933	XP_033330320.1	XP_015187502.1
OG0001934	XP_033331289.1	XP_015178211.1, XP_015178161.1
OG0001935	XP_033340055.1, XP_033340054.1	XP_015176604.1
OG0001936	XP_033337492.1	XP_015177238.1
OG0001937	XP_033321271.1	XP_015185094.1
OG0001938	XP_033341104.1	XP_015179969.1
OG0001939	XP_033337694.1	XP_015175414.1
OG0001941	XP_033323315.1	XP_015175093.1, XP_015175086.1
OG0001942	XP_033338841.1	XP_015173382.1
OG0001944	XP_033322969.1, XP_033322967.1, XP_033322968.1	XP_015184304.1
OG0001945	XP_033335067.1	XP_015173926.1, XP_015173928.1
OG0001946	XP_033342778.1, XP_033342777.1	XP_015178438.1
OG0001947	XP_033330927.1	XP_015185978.1
OG0001948	XP_033342187.1, XP_033342190.1, XP_033342191.1, XP_033342189.1	XP_015187833.1, XP_015187832.1
OG0001950	XP_033321946.1	XP_015189119.1, XP_015189118.1
OG0001951	XP_033327536.1	XP_015171087.1
OG0001952	XP_033327303.1	XP_015187849.1
OG0001953	XP_033329951.1, XP_033327408.1	XP_015189355.1
OG0001954	XP_033335378.1, XP_033335380.1, XP_033335381.1, XP_033335379.1	XP_015178926.1
OG0001955	XP_033340240.1, XP_033340239.1, XP_033340238.1	XP_015189220.1
OG0001957	XP_033329870.1, XP_033326980.1	XP_015176367.1
OG0001959	XP_033339272.1, XP_033339273.1, XP_033339274.1	XP_015183053.1, XP_015183227.1
OG0001960	XP_033321263.1	XP_015191311.1
OG0001961	XP_033339667.1	XP_015176951.1
OG0001963	XP_033329457.1	XP_015178671.1
OG0001964	XP_033332092.1, XP_033332090.1, XP_033332091.1	XP_015185506.1
OG0001965	XP_033340669.1	XP_015188667.1, XP_015188707.1
OG0001966	XP_033336472.1	XP_015179595.1
OG0001967	XP_033322561.1, XP_033322474.1	XP_015190634.1, XP_015190635.1, XP_015190632.1
OG0001968	XP_033324891.1	XP_015180922.1
OG0001969	XP_033324554.1	XP_015172127.1
OG0001970	XP_033336275.1	XP_015179592.1, XP_015179590.1
OG0001971	XP_033322853.1, XP_033322851.1, XP_033322852.1	XP_015187399.1
OG0001973	XP_033331793.1, XP_033331789.1, XP_033331787.1	XP_015171108.1, XP_015171109.1
OG0001974	XP_033321877.1	XP_015174716.1
OG0001975	XP_033330571.1	XP_015190920.1
OG0001976	XP_033328894.1, XP_033328898.1, XP_033328896.1, XP_033328895.1	XP_015186881.1, XP_015186879.1, XP_015186880.1
OG0001977	XP_033330380.1	XP_015178741.1
OG0001978	XP_033321930.1, XP_033321927.1, XP_033321928.1, XP_033321929.1, XP_033321932.1	XP_015186454.1, XP_015186450.1
OG0001980	XP_033332519.1	XP_015172239.1
OG0001981	XP_033321136.1	XP_015178508.1
OG0001982	XP_033322532.1, XP_033322530.1, XP_033322531.1	XP_015179983.1
OG0001983	XP_033342609.1	XP_015186826.1
OG0001984	XP_033338045.1	XP_015179979.1, XP_015173123.1
OG0001987	XP_033331402.1	XP_015184561.1
OG0001988	XP_033329629.1	XP_015171751.1
OG0001989	XP_033331257.1, XP_033331256.1, XP_033331258.1	XP_015191507.1
OG0001991	XP_033342534.1	XP_015182325.1
OG0001992	XP_033322162.1	XP_015182726.1
OG0001994	XP_033333127.1	XP_015174737.1
OG0001995	XP_033332833.1	XP_015187522.1
OG0001996	XP_033335228.1	XP_015191471.1
OG0001997	XP_033341663.1	XP_015176362.1
OG0001998	XP_033329813.1	XP_015171608.1
OG0001999	XP_033325830.1	XP_015189100.1
OG0002000	XP_033335153.1	XP_015175539.1, XP_015175540.1, XP_015175541.1
OG0002001	XP_033322962.1, XP_033322961.1	XP_015171295.1, XP_015171286.1
OG0002002	XP_033340101.1	XP_015189974.1, XP_015189923.1
OG0002003	XP_033321265.1	XP_015191312.1
OG0002004	XP_033332375.1	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1
OG0002005	XP_033321881.1	XP_015191528.1
OG0002006	XP_033325286.1	XP_015171621.1
OG0002007	XP_033320825.1	XP_015175387.1
OG0002009	XP_033337121.1, XP_033337122.1, XP_033337213.1	XP_015171301.1, XP_015171300.1
OG0002010	XP_033334090.1, XP_033334088.1	XP_015186184.1
OG0002011	XP_033338506.1	XP_015173491.1, XP_015173490.1, XP_015173489.1
OG0002012	XP_033337695.1	XP_015183509.1
OG0002013	XP_033332756.1	XP_015185440.1, XP_015185439.1, XP_015185441.1
OG0002014	XP_033334469.1, XP_033334391.1	XP_015177048.1
OG0002015	XP_033335589.1	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1
OG0002016	XP_033339897.1	XP_015171523.1
OG0002017	XP_033322358.1, XP_033322357.1	XP_015179342.1
OG0002018	XP_033338775.1	XP_015175219.1
OG0002019	XP_033342269.1	XP_015171673.1
OG0002020	XP_033327053.1, XP_033341687.1	XP_015182556.1
OG0002021	XP_033341026.1	XP_015175193.1
OG0002022	XP_033330606.1	XP_015188995.1
OG0002023	XP_033330187.1	XP_015181142.1
OG0002024	XP_033326388.1	XP_015178190.1
OG0002025	XP_033327025.1	XP_015182776.1
OG0002026	XP_033339539.1	XP_015175844.1
OG0002027	XP_033326241.1	XP_015174092.1, XP_015174085.1
OG0002028	XP_033331884.1	XP_015177836.1
OG0002029	XP_033335399.1	XP_015184188.1, XP_015184187.1
OG0002030	XP_033322294.1	XP_015176640.1
OG0002032	XP_033328092.1, XP_033328085.1	XP_015179900.1, XP_015179899.1
OG0002033	XP_033342327.1	XP_015175752.1
OG0002034	XP_033339301.1	XP_015187701.1, XP_015187700.1
OG0002036	XP_033341906.1, XP_033328755.1, XP_033328745.1, XP_033337105.1, XP_033339865.1	XP_015188208.1, XP_015189027.1
OG0002037	XP_033341316.1	XP_015175060.1, XP_015188620.1
OG0002038	XP_033337933.1	XP_015189514.1
OG0002039	XP_033336414.1	XP_015188408.1, XP_015187737.1
