Orthogroup	Megalopta_genalis	Ceratina_calcarata
OG0001800	XP_033341184.1, XP_033341185.1, XP_033341183.1	XP_026667309.1, XP_026667307.1, XP_026667308.1
OG0001801	XP_033322697.1	XP_017875183.1
OG0001802	XP_033342032.1	XP_017879396.1
OG0001803	XP_033338050.1	XP_017877860.1
OG0001804	XP_033328045.1, XP_033328044.1	XP_017890089.1
OG0001805	XP_033336397.1	XP_017888091.1, XP_017888090.1
OG0001806	XP_033341086.1	XP_017883265.1
OG0001807	XP_033340194.1	XP_026669145.1, XP_026669146.1
OG0001808	XP_033341843.1	XP_026668949.1, XP_017879246.1
OG0001809	XP_033331854.1, XP_033331835.1, XP_033331845.1	XP_017884416.1
OG0001810	XP_033332827.1	XP_017877358.1
OG0001811	XP_033341019.1	XP_017880727.1
OG0001812	XP_033321917.1	XP_017882349.1
OG0001813	XP_033337360.1	XP_017880085.1
OG0001814	XP_033325836.1, XP_033325833.1	XP_026674677.1, XP_026674676.1, XP_026674678.1, XP_017890858.1
OG0001815	XP_033339582.1, XP_033339583.1	XP_017882293.1
OG0001816	XP_033339115.1, XP_033339116.1	XP_026672224.1
OG0001817	XP_033338408.1	XP_017880191.1
OG0001818	XP_033324037.1, XP_033324036.1	XP_017893655.1, XP_017893654.1
OG0001819	XP_033336925.1	XP_017877887.1
OG0001820	XP_033337108.1	XP_017885739.1
OG0001821	XP_033328769.1, XP_033328770.1	XP_017875290.1
OG0001822	XP_033333045.1, XP_033333043.1, XP_033333041.1, XP_033333048.1, XP_033333042.1, XP_033333047.1, XP_033333046.1	XP_017890737.1, XP_026674448.1
OG0001823	XP_033324872.1	XP_026668946.1, XP_026668947.1
OG0001825	XP_033342028.1, XP_033322495.1, XP_033322496.1	XP_017889283.1
OG0001826	XP_033332327.1	XP_017885951.1
OG0001827	XP_033339261.1	XP_017890147.1
OG0001828	XP_033340413.1, XP_033340412.1	XP_017880424.1
OG0001829	XP_033333302.1	XP_017885431.1, XP_017885432.1
OG0001830	XP_033337253.1	XP_017891758.1
OG0001831	XP_033335982.1	XP_026670464.1
OG0001832	XP_033342646.1, XP_033342636.1	XP_017889885.1, XP_017889884.1
OG0001833	XP_033320819.1	XP_026672327.1
OG0001834	XP_033334784.1, XP_033334783.1	XP_017878943.1, XP_017878954.1
OG0001835	XP_033323101.1	XP_017880637.1
OG0001836	XP_033336701.1	XP_026673377.1
OG0001837	XP_033342830.1	XP_017879091.1
OG0001838	XP_033340650.1	XP_017875745.1
OG0001839	XP_033336632.1, XP_033336622.1	XP_017885315.1
OG0001840	XP_033337232.1	XP_017876404.1
OG0001841	XP_033321309.1	XP_017883556.1
OG0001843	XP_033331786.1	XP_026672571.1, XP_026672574.1, XP_017886650.1, XP_017886658.1, XP_017886643.1, XP_017886627.1
OG0001844	XP_033336659.1, XP_033336660.1	XP_017884568.1, XP_017884566.1
OG0001845	XP_033332610.1	XP_017890828.1
OG0001846	XP_033328152.1	XP_017883163.1
OG0001846	XP_033328155.1	XP_026670872.1
OG0001847	XP_033330093.1, XP_033330094.1	XP_026669315.1
OG0001848	XP_033329418.1	XP_017885227.1
OG0001849	XP_033333140.1	XP_017892408.1
OG0001850	XP_033330793.1	XP_017884534.1
OG0001851	XP_033338488.1, XP_033338487.1, XP_033338486.1	XP_026669346.1, XP_017880254.1
OG0001852	XP_033343065.1, XP_033343064.1, XP_033343063.1, XP_033343062.1, XP_033343066.1	XP_017890540.1, XP_017890539.1
OG0001853	XP_033325669.1, XP_033325670.1	XP_026674880.1
OG0001855	XP_033331359.1	XP_017888380.2, XP_017884097.2
OG0001856	XP_033338084.1	XP_026672078.1
OG0001857	XP_033339986.1	XP_026670079.1
OG0001857	XP_033339989.1	XP_026670082.1
OG0001858	XP_033330211.1	XP_017893549.1
OG0001859	XP_033334191.1	XP_017883489.1
OG0001860	XP_033329838.1	XP_017881339.1
OG0001861	XP_033324078.1	XP_017888998.1
OG0001862	XP_033322706.1	XP_017888246.1, XP_017888242.1
OG0001863	XP_033327491.1, XP_033327490.1	XP_017883441.1, XP_026671018.1
OG0001864	XP_033339863.1	XP_026673299.1
OG0001865	XP_033333139.1, XP_033333147.1	XP_017885975.1, XP_017885974.1
OG0001866	XP_033336383.1	XP_017884967.1
OG0001867	XP_033332172.1, XP_033332173.1	XP_017875377.1
OG0001868	XP_033334802.1	XP_017878388.1
OG0001869	XP_033321176.1	XP_017889511.1
OG0001870	XP_033322633.1	XP_017884759.1
OG0001871	XP_033327724.1, XP_033327723.1	XP_017891267.2
OG0001872	XP_033322140.1	XP_026671514.1
OG0001873	XP_033329258.1	XP_017880300.1
OG0001874	XP_033327725.1	XP_017883297.1
OG0001875	XP_033324785.1, XP_033324782.1, XP_033324784.1	XP_017878108.1, XP_026668425.1
OG0001876	XP_033332288.1	XP_017886614.1
OG0001878	XP_033338500.1	XP_017877349.1
OG0001879	XP_033339056.1	XP_017887133.1, XP_017887132.1
OG0001880	XP_033333133.1, XP_033333136.1	XP_017885483.1
OG0001881	XP_033333843.1	XP_017876945.1
OG0001882	XP_033342020.1	XP_026668889.1
OG0001883	XP_033331959.1, XP_033331958.1	XP_017887910.1
OG0001884	XP_033328220.1	XP_017877175.1, XP_017877177.1
OG0001885	XP_033340345.1	XP_017891454.1
OG0001885	XP_033341144.1, XP_033341154.1, XP_033341161.1	XP_017891508.1
OG0001886	XP_033338085.1	XP_017893606.1
OG0001887	XP_033327039.1	XP_017881736.1
OG0001888	XP_033336318.1	XP_017884489.2, XP_026671680.1
OG0001889	XP_033331860.1	XP_017885997.1
OG0001890	XP_033336322.1	XP_017884817.1
OG0001891	XP_033327843.1	XP_017883142.1
OG0001893	XP_033325594.1	XP_017876711.1
OG0001894	XP_033328392.1	XP_017887642.1
OG0001895	XP_033336125.1	XP_017884902.1
OG0001896	XP_033340979.1	XP_026672607.1
OG0001897	XP_033326353.1	XP_017888610.1, XP_017888842.1
OG0001899	XP_033342612.1	XP_026674552.1, XP_026674553.1, XP_026674551.1
OG0001900	XP_033333504.1	XP_026666940.1, XP_026666939.1
OG0001901	XP_033334873.1, XP_033334871.1, XP_033334872.1	XP_026668656.1
OG0001902	XP_033324620.1	XP_017889593.1, XP_026674165.1
OG0001903	XP_033330443.1, XP_033330441.1	XP_017892748.1
OG0001904	XP_033328202.1, XP_033328203.1	XP_026667473.1
OG0001904	XP_033328278.1	XP_026667559.1
OG0001905	XP_033339110.1, XP_033339109.1	XP_017883039.2, XP_026670868.1
OG0001906	XP_033331741.1	XP_017881305.1
OG0001907	XP_033329726.1	XP_026668158.1, XP_017877554.1
OG0001908	XP_033326920.1	XP_017893011.1, XP_026666522.1
OG0001909	XP_033321258.1	XP_017879619.1
OG0001910	XP_033342036.1	XP_017876873.1
OG0001912	XP_033322190.1	XP_026669658.1
OG0001912	XP_033322186.1	XP_017880960.1
OG0001913	XP_033326690.1, XP_033326697.1	XP_017886285.1
OG0001914	XP_033331977.1, XP_033331976.1	XP_026671484.1
OG0001915	XP_033324316.1	XP_017890100.1
OG0001916	XP_033341694.1	XP_017890285.1, XP_017890287.1
OG0001917	XP_033330626.1	XP_017889918.1, XP_017889927.1
OG0001919	XP_033327722.1, XP_033327666.1	XP_017875887.1, XP_026672915.1
OG0001920	XP_033325395.1	XP_017883798.1
OG0001921	XP_033325549.1	XP_017875101.1
OG0001922	XP_033323250.1, XP_033323252.1	XP_017886128.1
OG0001923	XP_033323344.1	XP_017884129.1
OG0001924	XP_033342122.1	XP_017875408.1
OG0001925	XP_033323913.1	XP_026675549.1
OG0001926	XP_033337474.1, XP_033337473.1, XP_033337472.1	XP_017888873.1, XP_026673739.1
OG0001927	XP_033326238.1	XP_017886910.1, XP_017886911.1
OG0001928	XP_033320933.1, XP_033320938.1	XP_026668870.1
OG0001929	XP_033325685.1	XP_017886560.1
OG0001930	XP_033325385.1	XP_017876714.1, XP_026667584.1, XP_026667585.1, XP_026667586.1
OG0001931	XP_033330668.1	XP_017886624.1
OG0001933	XP_033330320.1	XP_017887732.1, XP_017887731.1, XP_017881558.1
OG0001934	XP_033331289.1	XP_017880849.1
OG0001935	XP_033340055.1, XP_033340054.1	XP_017881018.1
OG0001936	XP_033337492.1	XP_026673733.1
OG0001937	XP_033321271.1	XP_026673472.1
OG0001938	XP_033341104.1	XP_017889913.1
OG0001939	XP_033337694.1	XP_017876213.1
OG0001940	XP_033340348.1, XP_033340347.1	XP_017887756.1
OG0001941	XP_033323315.1	XP_017893435.1
OG0001942	XP_033338841.1	XP_017886825.1
OG0001944	XP_033322969.1, XP_033322967.1, XP_033322968.1	XP_017881024.1
OG0001945	XP_033335067.1	XP_017878979.1
OG0001946	XP_033342778.1	XP_026668534.1
OG0001946	XP_033342777.1	XP_017878432.1
OG0001947	XP_033330927.1	XP_026667362.1
OG0001949	XP_033330306.1, XP_033330307.1	XP_017880042.1, XP_017880041.1
OG0001950	XP_033321946.1	XP_017880606.1
OG0001951	XP_033327536.1	XP_017879426.1
OG0001952	XP_033327303.1	XP_026673636.1
OG0001953	XP_033329951.1, XP_033327408.1	XP_017887489.1
OG0001954	XP_033335378.1, XP_033335380.1, XP_033335381.1, XP_033335379.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
OG0001955	XP_033340240.1, XP_033340239.1, XP_033340238.1	XP_017891396.1
OG0001957	XP_033326980.1	XP_026670541.1
OG0001959	XP_033339272.1, XP_033339273.1, XP_033339274.1	XP_017890158.1
OG0001960	XP_033321263.1	XP_017888036.1
OG0001961	XP_033339667.1	XP_017886094.1
OG0001962	XP_033323388.1	XP_017890294.1
OG0001963	XP_033329457.1	XP_017889444.1
OG0001964	XP_033332092.1, XP_033332090.1, XP_033332091.1	XP_017883493.1
OG0001965	XP_033340669.1	XP_026671966.1
OG0001966	XP_033336472.1	XP_026671863.1, XP_026671862.1, XP_026671861.1, XP_017884638.1
OG0001967	XP_033322561.1, XP_033322474.1	XP_017879863.1
OG0001968	XP_033324891.1	XP_017878165.1, XP_026668401.1, XP_026668400.1
OG0001969	XP_033324554.1	XP_017881126.1, XP_017881124.1
OG0001970	XP_033336275.1	XP_017875520.1
OG0001971	XP_033322853.1, XP_033322851.1, XP_033322852.1	XP_017875636.1
OG0001973	XP_033331793.1, XP_033331789.1, XP_033331787.1	XP_026666764.1, XP_026666763.1
OG0001974	XP_033321877.1	XP_017884057.1
OG0001975	XP_033330571.1	XP_017884118.1, XP_017884127.1
OG0001976	XP_033328894.1, XP_033328898.1, XP_033328896.1, XP_033328895.1	XP_026673045.1, XP_017887717.1
OG0001977	XP_033330380.1	XP_017885147.1
OG0001978	XP_033321930.1, XP_033321927.1, XP_033321928.1, XP_033321929.1, XP_033321932.1	XP_017887008.1, XP_017887009.1
OG0001979	XP_033324498.1	XP_017882721.2, XP_017892697.1, XP_017879852.1
OG0001980	XP_033332519.1	XP_017877206.1, XP_017877208.1
OG0001981	XP_033321136.1	XP_026667470.1
OG0001982	XP_033322532.1, XP_033322530.1, XP_033322531.1	XP_026673919.1, XP_017888893.1, XP_026673915.1, XP_026673934.1, XP_026673923.1, XP_026673940.1, XP_017888902.1
OG0001983	XP_033342992.1	XP_026674560.1
OG0001984	XP_033338045.1	XP_017879106.1
OG0001987	XP_033331402.1	XP_017890298.1
OG0001988	XP_033329629.1	XP_017885249.1
OG0001989	XP_033331257.1, XP_033331256.1, XP_033331258.1	XP_017886188.1
OG0001991	XP_033342534.1	XP_017878347.1
OG0001992	XP_033322162.1	XP_017885977.1, XP_026672792.1
OG0001994	XP_033333127.1	XP_017886719.1
OG0001995	XP_033332833.1	XP_017877362.1
OG0001996	XP_033335228.1	XP_017880304.1
OG0001997	XP_033341663.1	XP_017891491.2
OG0001998	XP_033329813.1	XP_017888704.1
OG0001999	XP_033325830.1	XP_017890859.1
OG0002000	XP_033335153.1	XP_017891282.1
OG0002001	XP_033322962.1, XP_033322961.1	XP_017878868.1
OG0002002	XP_033340101.1	XP_017886112.1, XP_017886104.1
OG0002003	XP_033321265.1	XP_017888039.1, XP_017888038.1
OG0002004	XP_033332375.1	XP_017877968.1
OG0002005	XP_033321881.1	XP_017887035.1, XP_017888579.1
OG0002006	XP_033325286.1	XP_017886992.1, XP_017893561.1, XP_017893559.1
OG0002007	XP_033320825.1	XP_026674824.1, XP_017891049.1, XP_026674823.1
OG0002009	XP_033337121.1, XP_033337122.1, XP_033337213.1	XP_026675136.1, XP_017891803.1
OG0002010	XP_033334090.1, XP_033334088.1	XP_026675364.1
OG0002011	XP_033338506.1	XP_026675218.1, XP_026675219.1, XP_017891861.1
OG0002012	XP_033337695.1	XP_026671401.1, XP_026671402.1
OG0002013	XP_033332756.1	XP_017893289.1
OG0002014	XP_033334469.1	XP_017891930.1
OG0002014	XP_033334391.1	XP_017891928.1
OG0002015	XP_033335589.1	XP_017883532.1, XP_026671048.1
OG0002016	XP_033339897.1	XP_017876906.1
OG0002017	XP_033322358.1, XP_033322357.1	XP_017886294.2
OG0002018	XP_033338775.1	XP_017893660.1
OG0002019	XP_033342269.1	XP_017890477.1
OG0002020	XP_033327053.1, XP_033341687.1	XP_026672188.1, XP_017885718.1
OG0002021	XP_033341026.1	XP_017892410.1, XP_017892409.1
OG0002022	XP_033330606.1	XP_017876270.1
OG0002023	XP_033330187.1	XP_017891834.1
OG0002024	XP_033326388.1	XP_017876479.1
OG0002025	XP_033327025.1	XP_017885349.1
OG0002026	XP_033339539.1	XP_026667923.1, XP_026671291.1
OG0002027	XP_033326241.1	XP_017886780.1
OG0002028	XP_033331884.1	XP_026672345.1
OG0002029	XP_033335399.1	XP_017890013.1
OG0002030	XP_033322294.1	XP_017878143.1
OG0002032	XP_033328092.1, XP_033328085.1	XP_017890564.1
OG0002033	XP_033342327.1	XP_017878320.1
OG0002034	XP_033339301.1	XP_026674815.1
OG0002035	XP_033322584.1	XP_017889212.2
OG0002036	XP_033328755.1, XP_033328745.1, XP_033337105.1, XP_033339865.1	XP_017884178.1, XP_026671415.1
OG0002037	XP_033341316.1	XP_017875775.1
OG0002038	XP_033337933.1	XP_026669974.1
OG0002039	XP_033336414.1	XP_017884989.1, XP_026671619.1
OG0002041	XP_033325116.1, XP_033325117.1	XP_017875367.1, XP_017875368.1
OG0002042	XP_033337308.1	XP_017878261.1
OG0002043	XP_033332748.1, XP_033332747.1	XP_017893182.1
OG0002044	XP_033324836.1, XP_033324837.1	XP_017878169.1, XP_026668414.1
OG0002045	XP_033323946.1	XP_017888010.1
OG0002046	XP_033338089.1	XP_026666857.1
OG0002046	XP_033338090.1	XP_026666858.1
OG0002047	XP_033339189.1, XP_033339191.1, XP_033339190.1, XP_033339182.1, XP_033339188.1	XP_017891497.1
OG0002048	XP_033338178.1	XP_017885326.1
OG0002049	XP_033332838.1, XP_033332836.1	XP_026672593.1, XP_017875559.1
OG0002050	XP_033330871.1	XP_026673243.1, XP_026673242.1, XP_026673241.1
OG0002051	XP_033323677.1	XP_017889941.1
OG0002052	XP_033322201.1	XP_017892142.2, XP_017889243.1
OG0002054	XP_033335645.1	XP_017875535.2, XP_017875536.1
OG0002055	XP_033325848.1	XP_017881945.1
OG0002056	XP_033342389.1	XP_017878350.1, XP_026668520.1, XP_026668521.1
OG0002057	XP_033336546.1	XP_017884426.1
OG0002058	XP_033334796.1, XP_033339821.1	XP_017882011.1
OG0002059	XP_033336246.1	XP_017892160.1
OG0002060	XP_033329657.1, XP_033329652.1	XP_017885552.1, XP_017885551.2
OG0002061	XP_033323132.1	XP_017886520.1
OG0002062	XP_033334333.1	XP_017885759.1
OG0002063	XP_033331779.1	XP_017882020.1
OG0002064	XP_033330194.1	XP_026672432.1, XP_026671917.1
OG0002065	XP_033335764.1	XP_026671607.1, XP_026671609.1, XP_026671610.1, XP_026671611.1
OG0002067	XP_033335279.1	XP_026671161.1
OG0002069	XP_033331638.1, XP_033337225.1	XP_017892203.1
OG0002070	XP_033342075.1	XP_017884253.1
OG0002071	XP_033340277.1	XP_017892416.1
OG0002072	XP_033325972.1	XP_017875624.1
OG0002073	XP_033337711.1	XP_026673734.1
OG0002074	XP_033322340.1, XP_033322339.1, XP_033322333.1	XP_026673939.1, XP_017886279.1
OG0002075	XP_033324047.1	XP_026671085.1
OG0002076	XP_033327390.1	XP_017877638.1
OG0002077	XP_033336962.1, XP_033336884.1	XP_017892099.1
OG0002078	XP_033342405.1	XP_017878624.1
OG0002079	XP_033331094.1	XP_017893041.1
OG0002080	XP_033323307.1	XP_026669630.1
OG0002081	XP_033337432.1	XP_017880506.1, XP_017893083.1
OG0002082	XP_033329080.1	XP_017889177.1
OG0002083	XP_033320970.1	XP_017876539.1, XP_017876538.1
OG0002084	XP_033323164.1	XP_017882321.1, XP_026670739.1
OG0002085	XP_033333812.1	XP_017877119.1
OG0002086	XP_033325988.1	XP_017882082.1
OG0002087	XP_033338614.1	XP_017887109.1
OG0002088	XP_033325453.1	XP_017886605.1
OG0002089	XP_033336265.1	XP_017884942.1
OG0002090	XP_033342349.1, XP_033342350.1, XP_033342351.1	XP_017878972.1
OG0002091	XP_033332839.1	XP_017883418.1, XP_026672703.1, XP_017883332.1
OG0002092	XP_033335532.1	XP_026671118.1, XP_017883628.1, XP_026671119.1
OG0002094	XP_033331902.1	XP_017888630.1
OG0002095	XP_033333377.1	XP_017881949.1, XP_017881950.1
OG0002096	XP_033325800.1, XP_033325799.1	XP_017877504.1
OG0002097	XP_033326566.1	XP_017889929.1
OG0002098	XP_033323341.1	XP_017885645.1, XP_017890408.1
OG0002099	XP_033338981.1	XP_026669830.1
OG0002100	XP_033331711.1	XP_017881312.1
OG0002101	XP_033327711.1	XP_017892638.1, XP_026675506.1
OG0002102	XP_033339729.1	XP_017878352.1
OG0002103	XP_033322989.1	XP_017885153.1
OG0002104	XP_033332963.1	XP_017877819.1
OG0002105	XP_033323695.1	XP_017892625.1
OG0002106	XP_033331719.1	XP_017893173.1
OG0002107	XP_033341851.1	XP_017883935.1
OG0002108	XP_033324893.1	XP_026673953.1, XP_017889773.1
OG0002109	XP_033332470.1, XP_033332471.1	XP_026674603.1, XP_017890661.1
OG0002110	XP_033335705.1, XP_033336326.1	XP_017893177.1, XP_026666642.1
OG0002111	XP_033331417.1	XP_017883807.1
OG0002113	XP_033331753.1	XP_017881173.1
OG0002114	XP_033321101.1, XP_033321100.1	XP_017879876.1
OG0002115	XP_033330968.1	XP_017886059.1
OG0002116	XP_033321454.1	XP_026672913.1
OG0002117	XP_033327108.1, XP_033327109.1	XP_017893648.1, XP_017893649.1, XP_026666836.1
OG0002118	XP_033339938.1, XP_033325696.1	XP_026669671.1, XP_017880801.1
OG0002119	XP_033327718.1	XP_026675516.1
OG0002120	XP_033335131.1, XP_033335130.1, XP_033335132.1, XP_033335133.1	XP_017886274.1
OG0002121	XP_033324053.1	XP_017883582.1
OG0002122	XP_033333719.1	XP_026668467.1
OG0002123	XP_033341169.1	XP_026667236.1, XP_017875848.1
OG0002124	XP_033338624.1	XP_017883699.1
OG0002125	XP_033337446.1, XP_033337444.1	XP_017883372.1
OG0002126	XP_033340638.1	XP_017882977.1
OG0002127	XP_033338251.1, XP_033338252.1	XP_026675056.1, XP_026675063.1, XP_026675067.1, XP_017890954.1
OG0002128	XP_033335080.1, XP_033335078.1, XP_033335079.1, XP_033335076.1, XP_033335077.1	XP_017879066.1
OG0002129	XP_033330437.1	XP_017892713.1, XP_026675591.1, XP_026675590.1
OG0002130	XP_033340798.1	XP_026670811.1
OG0002131	XP_033338906.1	XP_017889991.1, XP_017889986.1
OG0002132	XP_033336668.1	XP_026671695.1
OG0002134	XP_033343130.1	XP_017890874.1
OG0002136	XP_033335149.1	XP_026668583.1, XP_017878512.1
OG0002137	XP_033338681.1	XP_017879460.1
OG0002138	XP_033341651.1	XP_017889415.1, XP_026673960.1
OG0002139	XP_033330542.1	XP_017882001.1
OG0002140	XP_033326796.1	XP_017878294.1
OG0002141	XP_033333036.1, XP_033333033.1	XP_017883216.1, XP_017883220.1
OG0002143	XP_033326798.1	XP_017878298.1
OG0002144	XP_033340067.1	XP_026673213.1
OG0002145	XP_033325867.1	XP_017889115.1
OG0002146	XP_033335349.1	XP_017888376.2, XP_017888444.1
OG0002147	XP_033321563.1, XP_033321564.1	XP_017891522.1, XP_017891506.1, XP_017891513.1
OG0002148	XP_033326919.1	XP_017880591.1
OG0002149	XP_033335868.1, XP_033335869.1	XP_026671717.1, XP_017884765.1
OG0002150	XP_033342630.1	XP_026669274.1
OG0002151	XP_033338514.1	XP_026672626.1
OG0002153	XP_033334951.1, XP_033334953.1	XP_026668823.1
OG0002154	XP_033325425.1	XP_017892011.1
OG0002155	XP_033338128.1	XP_017885332.1
OG0002156	XP_033326696.1, XP_033326695.1	XP_017886581.1, XP_017886580.1
OG0002157	XP_033321443.1	XP_017887658.2
OG0002158	XP_033324674.1	XP_026674093.1
OG0002159	XP_033331327.1	XP_017882593.1, XP_026670619.1
OG0002160	XP_033331654.1	XP_017879954.1, XP_017880026.1
OG0002161	XP_033327030.1	XP_017882029.1
OG0002162	XP_033324386.1	XP_017883546.1
OG0002163	XP_033323180.1	XP_026672389.1
OG0002164	XP_033336334.1	XP_017888104.1
OG0002165	XP_033340327.1	XP_026672279.1
OG0002166	XP_033330607.1, XP_033330608.1, XP_033330609.1	XP_026667715.1
OG0002167	XP_033333596.1	XP_017892464.1
OG0002168	XP_033341916.1	XP_017884203.1
OG0002169	XP_033332754.1	XP_017877350.1
OG0002170	XP_033325922.1, XP_033325920.1, XP_033325921.1, XP_033325918.1	XP_026675300.1
OG0002171	XP_033331401.1	XP_017891947.1
OG0002172	XP_033325565.1	XP_017879638.1
OG0002173	XP_033340098.1, XP_033340096.1	XP_026672774.1
OG0002174	XP_033322680.1	XP_017889208.1
OG0002175	XP_033339446.1, XP_033339509.1, XP_033339523.1	XP_017890278.1
OG0002177	XP_033329522.1	XP_026668953.1
OG0002178	XP_033340915.1	XP_017876613.1, XP_017876610.1
OG0002179	XP_033332653.1, XP_033332654.1	XP_026674673.1
OG0002180	XP_033328741.1, XP_033328743.1, XP_033328742.1	XP_017889057.1
OG0002181	XP_033342304.1	XP_017878524.1
OG0002182	XP_033337517.1, XP_033337507.1	XP_026671410.1
OG0002183	XP_033321319.1	XP_017883007.2
OG0002184	XP_033327976.1, XP_033327977.1	XP_026670888.1
OG0002185	XP_033326773.1	XP_026666643.1
OG0002186	XP_033329525.1	XP_017880442.1
OG0002186	XP_033323783.1	XP_017881855.2
OG0002187	XP_033324998.1	XP_017877315.1
OG0002188	XP_033329155.1	XP_026671362.1
OG0002189	XP_033329970.1	XP_017877270.1
OG0002190	XP_033327299.1, XP_033327297.1	XP_017886226.1
OG0002191	XP_033322763.1	XP_026666523.1, XP_017893033.1
OG0002192	XP_033321337.1	XP_017883513.1, XP_026671069.1, XP_026671071.1, XP_026671070.1
OG0002193	XP_033336651.1, XP_033336652.1, XP_033336650.1	XP_017884705.1
OG0002194	XP_033332579.1	XP_017874995.1
OG0002195	XP_033339965.1	XP_017880127.1
OG0002196	XP_033336631.1	XP_017888068.1
OG0002197	XP_033328063.1, XP_033328062.1, XP_033328061.1, XP_033328060.1, XP_033328065.1, XP_033328064.1	XP_017879516.1
OG0002199	XP_033329126.1	XP_017887533.1, XP_026669275.1, XP_026669277.1, XP_026669273.1
OG0002200	XP_033329416.1	XP_026674669.1, XP_017886099.1, XP_026674348.1
OG0002201	XP_033336592.1	XP_026671572.1
OG0002202	XP_033339653.1	XP_026668161.1
OG0002202	XP_033324591.1	XP_026670573.1
OG0002203	XP_033341493.1	XP_017889158.1, XP_017889157.1, XP_017889156.1
OG0002204	XP_033337259.1	XP_026667561.1
OG0002206	XP_033323616.1, XP_033326094.1	XP_017885261.1, XP_017885267.1
OG0002208	XP_033333860.1	XP_017876929.2
OG0002209	XP_033338826.1, XP_033338407.1	XP_026669316.1
OG0002211	XP_033342715.1	XP_017878505.1, XP_026668648.1
OG0002213	XP_033331056.1	XP_026666983.1, XP_017875164.1, XP_017875166.1, XP_017875167.1
OG0002214	XP_033320806.1	XP_017893026.1
OG0002215	XP_033328054.1, XP_033328055.1	XP_026669069.1
