Orthogroup	Megalopta_genalis	Tribolium_castaneum
OG0002108	XP_033324893.1	XP_008198627.1
OG0002109	XP_033332470.1, XP_033332471.1	XP_008196116.1
OG0002110	XP_033335705.1, XP_033336326.1	XP_969156.2
OG0002111	XP_033331417.1	XP_008194431.1
OG0002113	XP_033331753.1	XP_015834959.1, XP_001816436.2
OG0002114	XP_033321101.1, XP_033321100.1	XP_972858.1
OG0002115	XP_033330968.1	XP_968584.1
OG0002116	XP_033321454.1	XP_008193891.1
OG0002117	XP_033327108.1, XP_033327109.1	XP_008191876.1
OG0002118	XP_033339938.1, XP_033325696.1	XP_008190636.1
OG0002119	XP_033327718.1	XP_015834684.1
OG0002120	XP_033335131.1, XP_033335130.1, XP_033335132.1, XP_033335133.1	XP_971372.1
OG0002121	XP_033324053.1	XP_008200135.1, XP_008200132.1
OG0002122	XP_033333719.1	XP_972559.1
OG0002123	XP_033341169.1	XP_015833440.1, XP_015833442.1, XP_015833441.1, XP_015833443.1
OG0002124	XP_033338624.1	XP_015838755.1
OG0002125	XP_033337446.1, XP_033337444.1	XP_008201698.1, XP_008201697.1
OG0002126	XP_033340638.1	XP_015839290.1, XP_008197430.1, XP_008197429.1, XP_001810780.1
OG0002127	XP_033338251.1, XP_033338252.1	XP_015836243.1, XP_015836245.1
OG0002128	XP_033335080.1, XP_033335078.1, XP_033335079.1, XP_033335076.1, XP_033335077.1	XP_001815774.1
OG0002129	XP_033330437.1	XP_015839592.1, XP_968654.1, XP_008198821.1
OG0002130	XP_033340798.1	XP_972472.3
OG0002131	XP_033338906.1	XP_008190518.1
OG0002132	XP_033336668.1	XP_015836435.1, XP_008194818.1, XP_015836436.1
OG0002134	XP_033343130.1	XP_008200830.1
OG0002136	XP_033335149.1	XP_966441.1
OG0002137	XP_033338681.1	XP_008190943.1, XP_008190944.1
OG0002138	XP_033341651.1	XP_968086.1
OG0002139	XP_033330542.1	XP_966456.1
OG0002140	XP_033326796.1	XP_008198759.1
OG0002141	XP_033333036.1, XP_033333033.1	XP_008199721.1
OG0002143	XP_033326798.1	NP_001280537.1, XP_973636.1
OG0002144	XP_033340067.1	NP_001107809.1, NP_001107764.1, XP_015840082.1, NP_001107808.1
OG0002145	XP_033325867.1	XP_001811305.1
OG0002146	XP_033335349.1	XP_015838767.1
OG0002147	XP_033321563.1, XP_033321564.1	XP_970558.1
OG0002148	XP_033326919.1	XP_008192249.1
OG0002149	XP_033335868.1, XP_033335869.1	XP_015838724.1
OG0002150	XP_033342630.1	XP_008200255.1, XP_001806913.1
OG0002151	XP_033338514.1	XP_001812763.1
OG0002153	XP_033334951.1, XP_033334953.1	XP_008201208.1
OG0002155	XP_033338128.1	XP_015832895.1
OG0002156	XP_033326696.1, XP_033326695.1	XP_008201052.1
OG0002157	XP_033321443.1	XP_015840099.1
OG0002158	XP_033324674.1	XP_970676.1, XP_008191922.2
OG0002159	XP_033331327.1	XP_008197592.1
OG0002160	XP_033331654.1	XP_015836742.1, XP_008199830.1, XP_008199829.1
OG0002161	XP_033327030.1	XP_969001.1
OG0002162	XP_033324386.1	XP_008196308.1
OG0002163	XP_033323180.1	XP_015838284.1
OG0002164	XP_033336338.1, XP_033336334.1	XP_015838497.1, XP_008197410.1
OG0002165	XP_033340327.1	XP_975588.2
OG0002166	XP_033330607.1, XP_033330608.1, XP_033330609.1	XP_970024.1
OG0002167	XP_033333604.1, XP_033333596.1	XP_972438.1
OG0002168	XP_033341916.1	XP_008191800.1, XP_970907.1
OG0002169	XP_033332754.1	XP_972079.2, XP_008195141.1, XP_008195142.1
OG0002170	XP_033325922.1, XP_033325920.1, XP_033325921.1, XP_033325918.1	XP_974763.2
OG0002171	XP_033331401.1	XP_015839451.1
OG0002172	XP_033325565.1	XP_973695.2
OG0002173	XP_033340098.1, XP_033340096.1	NP_001164113.1, XP_008200010.1
OG0002175	XP_033339446.1, XP_033339509.1, XP_033339523.1	XP_008195835.1
OG0002177	XP_033329522.1	XP_008201509.1
OG0002178	XP_033340915.1	XP_015835920.1
OG0002179	XP_033332653.1, XP_033332654.1	XP_008191502.1
OG0002180	XP_033328741.1, XP_033328743.1, XP_033328742.1	XP_001811865.1
OG0002181	XP_033342304.1	XP_008198092.1, XP_008198093.1, XP_015839034.1
OG0002182	XP_033337517.1, XP_033337507.1	XP_015835011.1
OG0002183	XP_033321319.1	XP_008197314.1
OG0002184	XP_033327976.1, XP_033327977.1	XP_974130.1
OG0002185	XP_033326773.1	XP_008197256.1
OG0002186	XP_033323783.1	XP_015833012.1
OG0002187	XP_033324998.1	XP_008200208.1
OG0002188	XP_033329155.1	XP_008191506.1
OG0002189	XP_033329970.1	XP_008201506.1
OG0002190	XP_033327299.1, XP_033327297.1	XP_015835446.1, XP_015835580.1
OG0002191	XP_033322763.1	XP_008198268.1
OG0002192	XP_033321337.1	XP_008199357.1
OG0002193	XP_033336651.1, XP_033336652.1, XP_033336650.1	XP_015838056.1
OG0002194	XP_033332579.1	XP_008199781.1
OG0002195	XP_033339965.1	XP_973390.1
OG0002196	XP_033336631.1	XP_972723.3, XP_008196768.1
OG0002197	XP_033328063.1, XP_033328062.1, XP_033328061.1, XP_033328060.1, XP_033328065.1, XP_033328064.1	XP_015838679.1
OG0002199	XP_033329126.1	XP_008201373.1, XP_015840781.1
OG0002202	XP_033339653.1, XP_033324591.1	XP_015837000.1
OG0002203	XP_033341493.1	XP_973670.1
OG0002204	XP_033337259.1	XP_971803.1
OG0002206	XP_033323616.1, XP_033326094.1	XP_008191467.1, XP_969470.1
OG0002208	XP_033333860.1	XP_008200554.2
OG0002209	XP_033338826.1, XP_033338407.1	NP_001153726.1
OG0002211	XP_033342715.1	XP_015836270.1
OG0002212	XP_033339888.1	XP_008199329.1
OG0002213	XP_033331056.1	XP_971951.1
OG0002214	XP_033320806.1	XP_970794.2
OG0002215	XP_033328054.1, XP_033328055.1	NP_001153689.1, XP_008195376.1
OG0002217	XP_033339042.1	XP_008198836.1
OG0002218	XP_033326308.1, XP_033326309.1	XP_015837886.1
OG0002219	XP_033327409.1, XP_033327410.1	XP_974102.1
OG0002220	XP_033328246.1	XP_008199405.1
OG0002221	XP_033335086.1, XP_033335084.1, XP_033335085.1	XP_015838213.1, XP_008196793.1
OG0002222	XP_033321010.1, XP_033321006.1	XP_015833754.1
OG0002223	XP_033326203.1	XP_015836536.1
OG0002224	XP_033330771.1	XP_008196760.1
OG0002225	XP_033330154.1	XP_015838859.1, XP_015840257.1
OG0002226	XP_033330143.1	XP_972131.1
OG0002228	XP_033338406.1	XP_008197444.1
OG0002230	XP_033340288.1, XP_033340291.1	XP_008190623.1
OG0002236	XP_033335841.1, XP_033335842.1	XP_008197075.1, XP_970537.1
OG0002237	XP_033339967.1	NP_001164282.1, XP_015832950.1
OG0002238	XP_033338069.1, XP_033338066.1	XP_968519.1
OG0002239	XP_033321610.1	XP_971357.1
OG0002240	XP_033329913.1, XP_033329914.1, XP_033329912.1, XP_033329915.1	XP_966421.1
OG0002241	XP_033322274.1	XP_972048.1
OG0002242	XP_033326392.1	XP_008192955.1, XP_969701.1
OG0002243	XP_033340251.1, XP_033340252.1	XP_967974.1
OG0002244	XP_033332737.1	XP_971838.1, XP_015838431.1
OG0002245	XP_033341742.1, XP_033341749.1	XP_001812325.1
OG0002246	XP_033338585.1, XP_033338583.1	XP_966594.1, XP_975913.1
OG0002247	XP_033327035.1	XP_975222.3
OG0002249	XP_033340216.1, XP_033340217.1	XP_974116.1
OG0002250	XP_033325067.1	XP_971814.1
OG0002251	XP_033328382.1, XP_033328381.1	XP_967412.1
OG0002252	XP_033338708.1, XP_033338709.1	XP_974038.1
OG0002253	XP_033321734.1	XP_973581.1
OG0002254	XP_033322671.1	XP_969563.1
OG0002255	XP_033328650.1	XP_008198473.1
OG0002256	XP_033327638.1	XP_008191874.1
OG0002257	XP_033341520.1	XP_973882.1
OG0002258	XP_033331389.1, XP_033331362.1	XP_968242.1
OG0002259	XP_033338645.1, XP_033338644.1	XP_967086.2
OG0002260	XP_033323820.1	XP_969730.1
OG0002261	XP_033327958.1	XP_974528.1
OG0002262	XP_033322721.1, XP_033322724.1, XP_033322722.1, XP_033322723.1, XP_033322717.1, XP_033322719.1, XP_033322720.1	XP_967840.1, XP_008197054.1
OG0002263	XP_033324948.1	XP_970227.1
OG0002264	XP_033336419.1, XP_033336415.1	XP_008191383.2
OG0002265	XP_033328470.1	XP_008201665.1, XP_967271.1
OG0002266	XP_033330359.1	XP_008193227.1
OG0002267	XP_033326624.1	XP_008200946.1
OG0002268	XP_033327127.1	XP_975031.1
OG0002269	XP_033340400.1	XP_008190883.1
OG0002270	XP_033321779.1	XP_008200385.1
OG0002271	XP_033335527.1	XP_015836947.1
OG0002272	XP_033327851.1	XP_974713.1
OG0002273	XP_033328859.1	XP_969194.1
OG0002274	XP_033329194.1, XP_033329195.1	XP_008197123.1
OG0002275	XP_033325593.1	XP_973661.1
OG0002276	XP_033336534.1	NP_001161918.1, XP_008195708.1
OG0002277	XP_033321629.1, XP_033321611.1, XP_033321621.1	XP_971937.1
OG0002278	XP_033342768.1	XP_008199297.1
OG0002279	XP_033328440.1, XP_033328431.1	XP_015838083.1
OG0002280	XP_033339663.1, XP_033339664.1	XP_972334.2
OG0002281	XP_033321372.1	XP_008196723.1
OG0002283	XP_033342354.1	XP_008190746.1
OG0002284	XP_033340930.1	XP_972506.1
OG0002285	XP_033336612.1	XP_971080.1
OG0002286	XP_033329100.1	XP_008191066.1
OG0002287	XP_033321217.1	XP_008192968.1
OG0002288	XP_033335036.1	XP_008197422.1
OG0002289	XP_033331839.1, XP_033331838.1	XP_970826.2
OG0002290	XP_033340120.1, XP_033340121.1, XP_033340122.1	XP_008190985.1, XP_008190986.1, XP_975085.2
OG0002291	XP_033339776.1, XP_033339751.1	XP_008200856.1, XP_015837968.1
OG0002293	XP_033343110.1	XP_967537.1, XP_015836348.1
OG0002294	XP_033334289.1, XP_033334290.1	XP_015834887.1, XP_008192123.1
OG0002295	XP_033323063.1, XP_033323064.1, XP_033339884.1, XP_033339885.1, XP_033323062.1	XP_008198978.1
OG0002296	XP_033326686.1	XP_015834948.1
OG0002298	XP_033326237.1	XP_970789.1
OG0002299	XP_033332835.1, XP_033332834.1	XP_008200296.1
OG0002300	XP_033325199.1	XP_001814833.1
OG0002301	XP_033339951.1, XP_033339950.1, XP_033331972.1, XP_033332261.1	XP_008191709.1
OG0002302	XP_033327414.1	NP_001158260.1, XP_015840354.1
OG0002303	XP_033339769.1	XP_967737.2
OG0002304	XP_033327070.1	XP_975339.3
OG0002305	XP_033338287.1	XP_008196864.1, XP_015838231.1
OG0002307	XP_033328597.1	XP_970027.1
OG0002308	XP_033336150.1	XP_974280.1, XP_015836416.1
OG0002309	XP_033336517.1	XP_008196695.1
OG0002310	XP_033337092.1	XP_008196183.1, XP_973205.1
OG0002311	XP_033330919.1	XP_015833535.1, XP_972519.1
OG0002312	XP_033332040.1	XP_973296.1
OG0002313	XP_033342868.1	XP_968860.2
OG0002314	XP_033321246.1, XP_033321247.1	XP_001809235.1
OG0002315	XP_033335899.1, XP_033335898.1, XP_033335902.1, XP_033335901.1, XP_033335900.1	XP_008197275.1
OG0002316	XP_033326823.1	XP_008196455.1, XP_972942.1
OG0002317	XP_033323160.1	XP_969671.1
OG0002318	XP_033323854.1	XP_973509.2
OG0002319	XP_033338454.1	NP_001164362.1
OG0002320	XP_033325912.1	XP_967662.3
OG0002321	XP_033324556.1, XP_033324557.1	XP_008201621.1
OG0002322	XP_033337808.1	XP_015836185.1
OG0002323	XP_033338126.1, XP_033338125.1	XP_008197083.1
OG0002324	XP_033323636.1, XP_033323634.1, XP_033323635.1	XP_001808029.1
OG0002325	XP_033336613.1, XP_033336614.1	XP_967859.1
OG0002326	XP_033342956.1, XP_033342955.1	XP_015834953.1, XP_008192301.1
OG0002327	XP_033330549.1	XP_972123.2
OG0002328	XP_033342870.1	XP_015836614.1, XP_008194996.1, XP_967672.1
OG0002329	XP_033326564.1, XP_033326560.1	XP_015840653.1
OG0002330	XP_033320997.1, XP_033320992.1	XP_967966.1
OG0002331	XP_033325138.1, XP_033325140.1, XP_033325139.1	XP_008200131.2
OG0002332	XP_033326068.1, XP_033339767.1, XP_033339765.1	XP_967090.1
OG0002334	XP_033334736.1, XP_033334739.1	XP_015835897.1
OG0002335	XP_033332248.1	XP_008198626.1
OG0002336	XP_033337054.1, XP_033337055.1, XP_033337053.1	XP_975546.1
OG0002337	XP_033323982.1	XP_969504.1
OG0002338	XP_033339086.1	XP_001813875.2
OG0002339	XP_033325894.1	XP_008190462.1
OG0002340	XP_033322954.1, XP_033322997.1	XP_008197613.1
OG0002341	XP_033334933.1, XP_033334934.1, XP_033334935.1	XP_015835598.1, XP_968891.1, XP_008193220.1, XP_008193222.1
OG0002342	XP_033332943.1, XP_033333003.1	XP_972080.1
OG0002343	XP_033321062.1	XP_967782.1
OG0002344	XP_033326310.1	XP_971775.1
OG0002345	XP_033329269.1	XP_972001.1
OG0002346	XP_033335931.1	XP_015838249.1, XP_008196956.1
OG0002347	XP_033330610.1	XP_008200146.1
OG0002348	XP_033325383.1, XP_033325384.1	XP_966822.1, XP_008195261.1
OG0002349	XP_033337388.1	XP_966637.1
OG0002350	XP_033333229.1, XP_033333266.1, XP_033333234.1, XP_033333258.1, XP_033333239.1, XP_033333249.1, XP_033333219.1	XP_015836920.1
OG0002351	XP_033340962.1, XP_033340963.1	XP_971589.2
OG0002352	XP_033334343.1	XP_969659.3
OG0002353	XP_033323136.1, XP_033323137.1	XP_008196841.1, XP_008196839.1
OG0002354	XP_033322388.1	XP_971068.1
OG0002355	XP_033342846.1	XP_008191760.1
OG0002356	XP_033331514.1	XP_975713.2
OG0002357	XP_033330978.1, XP_033330964.1, XP_033330973.1	XP_015833961.1
OG0002358	XP_033339891.1	XP_008196698.1
OG0002359	XP_033331668.1, XP_033331667.1, XP_033331669.1	XP_008192856.1
OG0002360	XP_033336557.1	XP_966829.1
OG0002361	XP_033338579.1	XP_974015.1
OG0002362	XP_033337471.1, XP_033337470.1	XP_971573.2
OG0002364	XP_033328067.1, XP_033328049.1, XP_033328076.1, XP_033328039.1, XP_033328057.1	XP_008201054.1
OG0002365	XP_033326586.1, XP_033326587.1	XP_973998.2
OG0002366	XP_033332708.1	XP_968119.1
OG0002367	XP_033323436.1	XP_008195166.1, XP_008195165.1, XP_008195167.1, XP_976404.1
OG0002368	XP_033332991.1	XP_008193461.1, XP_008193460.1
OG0002369	XP_033331424.1	XP_015833134.1
OG0002370	XP_033340134.1	XP_968113.1
OG0002371	XP_033325319.1	XP_969681.1
OG0002372	XP_033340002.1, XP_033324378.1	XP_008201647.1, XP_008201523.1, XP_969172.2
OG0002373	XP_033331496.1, XP_033331498.1	XP_975581.3
OG0002374	XP_033321202.1	XP_008195277.1
OG0002375	XP_033331213.1, XP_033323150.1, XP_033323148.1	XP_008196036.1
OG0002376	XP_033334008.1	XP_974620.1
OG0002377	XP_033341109.1, XP_033339913.1	XP_008201636.1
OG0002378	XP_033336154.1	XP_015836866.1
OG0002379	XP_033334061.1	NP_001164128.1
OG0002380	XP_033342900.1	XP_008190468.1
OG0002381	XP_033329140.1, XP_033329135.1	XP_008198902.1
OG0002382	XP_033327528.1	XP_974281.1
OG0002383	XP_033326896.1	XP_015840777.1
OG0002384	XP_033326036.1, XP_033326035.1	XP_969980.1
OG0002385	XP_033325835.1, XP_033325834.1	XP_015833609.1
OG0002386	XP_033325198.1, XP_033330254.1, XP_033330253.1	XP_008194465.1
OG0002387	XP_033342035.1	XP_969255.3
OG0002388	XP_033340476.1	XP_973355.1
OG0002389	XP_033331885.1	XP_008192849.1
OG0002390	XP_033325569.1	XP_008193559.2, XP_015836070.1
OG0002391	XP_033328231.1	XP_015837035.1, XP_015837036.1
OG0002392	XP_033321200.1	XP_008200361.1
OG0002393	XP_033328258.1	XP_968423.1
OG0002394	XP_033335118.1	XP_015835805.1
OG0002395	XP_033329261.1	XP_969412.2
OG0002397	XP_033334224.1, XP_033334223.1	XP_015834833.1
OG0002398	XP_033341866.1	XP_008198540.1
OG0002399	XP_033325279.1, XP_033325278.1	XP_968882.1, XP_008190861.1
OG0002400	XP_033338175.1	XP_972516.3
OG0002401	XP_033341065.1	XP_008199092.1
OG0002402	XP_033339501.1, XP_033339499.1, XP_033339497.1, XP_033339498.1	NP_001163997.1
OG0002403	XP_033342622.1	XP_008193205.1, XP_008193202.1
OG0002404	XP_033328696.1	XP_972880.2
OG0002405	XP_033326775.1	XP_015832920.1, XP_015832921.1, XP_015832922.1, XP_008190451.1, XP_015832923.1
OG0002406	XP_033321776.1	XP_015838396.1, XP_970424.2
OG0002408	XP_033339963.1, XP_033339964.1	XP_015833112.1
OG0002409	XP_033333426.1, XP_033329026.1	XP_008192917.1
OG0002411	XP_033332648.1	XP_008194097.1
OG0002412	XP_033321220.1, XP_033321219.1	XP_015835862.1
OG0002413	XP_033337505.1	XP_015838765.1
OG0002414	XP_033323095.1	XP_973275.1
OG0002415	XP_033331671.1, XP_033331670.1	XP_008199866.1
OG0002416	XP_033326815.1	XP_015838460.1
OG0002418	XP_033321474.1	NP_001164150.1, XP_008201500.1
OG0002419	XP_033327468.1	XP_973596.2
OG0002420	XP_033338700.1, XP_033338701.1	XP_975421.2
OG0002422	XP_033341379.1	XP_015835681.1
OG0002423	XP_033321079.1	XP_008192031.1
OG0002424	XP_033321966.1	XP_015839685.1
OG0002425	XP_033340702.1	XP_001809356.1
OG0002427	XP_033325418.1	XP_972355.4
OG0002428	XP_033323935.1	XP_008191587.1
OG0002430	XP_033336124.1	XP_015837431.1, XP_015837430.1, XP_015837423.1, XP_015837426.1, XP_015837425.1, XP_015837428.1, XP_015837427.1, XP_008196299.2
OG0002431	XP_033326198.1, XP_033326196.1	XP_008197045.1
OG0002432	XP_033326323.1	XP_008200249.1, XP_015840151.1
OG0002433	XP_033334533.1, XP_033334529.1	XP_008193307.2
OG0002434	XP_033331351.1	XP_015836631.1
OG0002435	XP_033342932.1	XP_968359.1
OG0002436	XP_033340904.1	XP_970854.1, XP_008192967.1
OG0002437	XP_033342411.1	XP_015833715.1
OG0002438	XP_033330998.1, XP_033330995.1	XP_008200057.1
OG0002439	XP_033330505.1	XP_015833315.1, XP_975176.2
OG0002441	XP_033321729.1	XP_008190803.1
OG0002442	XP_033330259.1	XP_971648.1
OG0002443	XP_033337102.1	XP_008190301.1, XP_015840512.1
OG0002444	XP_033326492.1, XP_033326491.1	XP_015840887.1
OG0002445	XP_033339695.1	XP_971633.1
OG0002447	XP_033333153.1, XP_033333157.1, XP_033333156.1	XP_015840471.1, XP_015840472.1
OG0002448	XP_033336666.1, XP_033336750.1	XP_008197798.1
OG0002449	XP_033330515.1, XP_033330516.1	XP_015839579.1, XP_008198819.1
OG0002450	XP_033322796.1	XP_974508.1
OG0002451	XP_033323651.1	XP_015836724.1
OG0002452	XP_033322102.1	XP_015839352.1, NP_001159382.1, NP_001159383.1
OG0002453	XP_033321395.1, XP_033321394.1	XP_973609.1
OG0002455	XP_033322729.1	XP_008194693.1
OG0002456	XP_033326870.1	XP_008191996.1, NP_001107843.1
OG0002457	XP_033335295.1	XP_015838924.1
OG0002458	XP_033332909.1	XP_968547.1
OG0002459	XP_033324484.1, XP_033324483.1	XP_001812083.1
OG0002460	XP_033326873.1, XP_033326874.1, XP_033326851.1, XP_033339954.1	XP_015840679.1, XP_015840680.1
OG0002462	XP_033339479.1	XP_008193256.1
OG0002465	XP_033336072.1	XP_968597.1, XP_001810647.1, XP_968518.3
OG0002466	XP_033342258.1, XP_033342257.1, XP_033342259.1	XP_008191258.1, XP_015833800.1
OG0002467	XP_033327677.1, XP_033339830.1, XP_033327676.1	XP_008201223.1
OG0002468	XP_033341783.1	XP_015836979.1
OG0002469	XP_033342177.1, XP_033342179.1, XP_033342178.1	XP_974595.1
OG0002471	XP_033324480.1	NP_001034537.1
OG0002472	XP_033336553.1, XP_033336552.1, XP_033336551.1	XP_008190580.2
OG0002474	XP_033325678.1	XP_973065.1
OG0002475	XP_033320841.1, XP_033320840.1	XP_015840727.1, XP_008201603.1
OG0002476	XP_033321266.1	XP_968842.1, XP_968769.1
OG0002477	XP_033326578.1, XP_033326576.1	XP_008201448.1
OG0002479	XP_033333211.1	XP_967804.1, XP_008190393.1
OG0002481	XP_033336441.1	XP_008200078.1
OG0002482	XP_033330864.1	XP_975133.1, XP_015837279.1
OG0002483	XP_033325229.1, XP_033325230.1, XP_033325227.1, XP_033325228.1, XP_033325226.1, XP_033325231.1	XP_015835928.1
OG0002484	XP_033341873.1	XP_008192018.1
OG0002485	XP_033332582.1	XP_972698.1
OG0002486	XP_033338057.1, XP_033338060.1	XP_973965.1
OG0002487	XP_033341886.1, XP_033341884.1, XP_033341887.1	XP_008200225.1
OG0002488	XP_033336254.1, XP_033335686.1	XP_973411.1
OG0002489	XP_033329659.1, XP_033329658.1	XP_008190303.1
OG0002490	XP_033341776.1	XP_008199094.1, XP_015840937.1
OG0002491	XP_033331759.1	XP_008199307.1
OG0002492	XP_033341456.1	XP_008191339.1
OG0002493	XP_033331300.1, XP_033331326.1	XP_974504.1
OG0002495	XP_033334158.1, XP_033334234.1, XP_033334235.1	XP_015838793.1
OG0002497	XP_033328071.1, XP_033328068.1	NP_001161251.1, XP_015835611.1
OG0002499	XP_033336374.1, XP_033336365.1	XP_008191063.1, XP_008191064.1
OG0002501	XP_033331826.1, XP_033331827.1	XP_015838684.1
OG0002502	XP_033324671.1	XP_976272.1
OG0002503	XP_033322245.1	XP_008198771.1
OG0002507	XP_033333510.1	XP_969249.1
OG0002508	XP_033329839.1	XP_967503.4
OG0002509	XP_033338463.1	XP_015837452.1
OG0002510	XP_033322605.1	XP_975853.1, XP_966342.1, XP_008197241.1
OG0002511	XP_033333729.1, XP_033330531.1	XP_970701.1
OG0002512	XP_033342997.1	XP_973796.1, XP_015837815.1
OG0002514	XP_033342496.1	XP_015840707.1
OG0002515	XP_033340668.1	NP_001153625.1
OG0002516	XP_033331089.1	XP_015833424.1
OG0002517	XP_033323372.1	XP_971769.1
OG0002518	XP_033329572.1	XP_015836821.1, XP_008195530.1
OG0002519	XP_033341330.1	XP_974464.1, NP_001158356.1, XP_008195381.1
OG0002520	XP_033334425.1, XP_033334423.1	XP_969820.1
OG0002522	XP_033334695.1	XP_972245.1, XP_968348.1, XP_008190369.1
OG0002523	XP_033326001.1	XP_967983.1, XP_008193915.1
OG0002524	XP_033339762.1	XP_008193430.1
OG0002525	XP_033324298.1	XP_971408.3
OG0002526	XP_033321376.1	XP_966747.1
OG0002527	XP_033325581.1	XP_008195502.1
OG0002529	XP_033336002.1	XP_974048.2
OG0002530	XP_033330015.1, XP_033330014.1	XP_972007.1
OG0002531	XP_033340376.1	XP_008197251.1
OG0002532	XP_033329811.1	XP_008200951.1
OG0002533	XP_033323105.1, XP_033323106.1	XP_008193538.1, XP_001813334.1
OG0002534	XP_033334756.1, XP_033334658.1	XP_967917.1
OG0002535	XP_033331510.1	XP_008200725.1
OG0002536	XP_033331014.1	XP_008199914.1
OG0002537	XP_033322223.1	XP_968583.1
OG0002538	XP_033332242.1	XP_008198038.1
OG0002539	XP_033321883.1	XP_971147.1
OG0002540	XP_033321733.1	XP_970464.1
OG0002541	XP_033322960.1	XP_008193416.1
OG0002542	XP_033321861.1	XP_015838475.1
OG0002543	XP_033320798.1	XP_008192612.1
OG0002544	XP_033332788.1	XP_008199832.1
OG0002545	XP_033332831.1	XP_973536.1
OG0002546	XP_033331117.1, XP_033331110.1	XP_971675.1
OG0002547	XP_033337596.1	XP_008193304.1
OG0002548	XP_033327280.1	XP_968698.1
OG0002549	XP_033321463.1, XP_033339324.1	XP_008191674.1
OG0002550	XP_033321588.1	XP_971715.1
OG0002551	XP_033334575.1	XP_969888.1
OG0002552	XP_033326019.1	XP_972300.2
OG0002553	XP_033336178.1	XP_015836972.1
OG0002554	XP_033328594.1	XP_008195144.1
OG0002555	XP_033331950.1	XP_008199521.1
OG0002556	XP_033325747.1	XP_968285.1, XP_015835262.1
OG0002557	XP_033330749.1	XP_968466.1
OG0002558	XP_033340549.1, XP_033339898.1, XP_033340557.1, XP_033340550.1, XP_033340556.1, XP_033340554.1	XP_001810193.1
OG0002559	XP_033322386.1, XP_033322387.1, XP_033322385.1, XP_033322384.1	XP_008197568.1
OG0002560	XP_033333559.1	XP_015835188.1
OG0002561	XP_033342070.1	XP_015834637.1
OG0002562	XP_033333522.1	XP_971315.1
OG0002563	XP_033332770.1, XP_033332782.1	XP_008191333.1, XP_015833881.1
OG0002564	XP_033331859.1	XP_015836269.1
OG0002565	XP_033330255.1	XP_008197338.1, XP_015840221.1
