Orthogroup	Megalopta_genalis	Nasonia_vitripennis
OG0001424	XP_033342016.1	XP_001600263.1, XP_032452738.1, XP_031779228.1
OG0001425	XP_033328615.1	XP_008207268.1, XP_008207272.1, XP_001607404.2, XP_032456387.1, XP_003426697.1, XP_003426696.1
OG0001426	XP_033323404.1	XP_008211483.1, XP_008211480.1
OG0001427	XP_033341537.1	XP_031777486.1, XP_032457329.1, XP_031777482.1, XP_031777485.1, XP_031777484.1, XP_032457328.1, XP_032457331.1, XP_032457330.1, XP_032457333.1, XP_032457332.1, XP_032457335.1, XP_031777487.1, XP_032457334.1
OG0001428	XP_033324199.1	XP_031778783.1
OG0001429	XP_033333465.1	XP_016843680.1, XP_001607850.1
OG0001430	XP_033341692.1	XP_031785396.1
OG0001432	XP_033332456.1	XP_008203416.1, XP_008203417.1, XP_031783597.1, XP_031783599.1, XP_031783598.1, XP_001601402.2
OG0001433	XP_033321462.1, XP_033321471.1	XP_016845848.1, XP_016845847.1, XP_001605847.1, XP_032451894.1
OG0001434	XP_033323565.1	XP_008215594.1
OG0001436	XP_033336290.1	XP_031781352.1
OG0001437	XP_033335425.1	XP_032453529.1, XP_008213263.1
OG0001438	XP_033322465.1, XP_033322466.1, XP_033322464.1	XP_031788882.1, XP_031788941.1
OG0001440	XP_033331189.1, XP_033339930.1	XP_001602114.1
OG0001442	XP_033334776.1, XP_033334777.1	XP_001606337.3
OG0001443	XP_033341889.1	XP_001603355.2, XP_016839483.1
OG0001443	XP_033331998.1	XP_031785694.1, XP_008213214.3, XP_008213218.1
OG0001444	XP_033322506.1	XP_031784662.1
OG0001445	XP_033327764.1, XP_033327763.1	XP_008211201.1
OG0001448	XP_033338668.1, XP_033338667.1, XP_033338669.1	XP_031780760.1
OG0001449	XP_033332321.1, XP_033332323.1, XP_033332324.1, XP_033332320.1, XP_033332322.1	XP_032454374.1, XP_032454370.1, XP_032454371.1, XP_032454363.1, XP_032454369.1, XP_032454373.1, XP_031783207.1, XP_032454375.1
OG0001450	XP_033330587.1, XP_033330584.1	XP_031777589.1, XP_031777590.1
OG0001451	XP_033335047.1, XP_033335046.1	XP_032456588.1, XP_032456585.1, XP_032456584.1, XP_008217178.1, XP_031787841.1, XP_032456586.1, XP_032456589.1, XP_032456587.1, XP_032456583.1, XP_008217175.1, XP_008217176.1
OG0001453	XP_033331863.1	XP_031776832.1, XP_031776833.1, XP_032451695.1, XP_032451698.1, XP_032451697.1, XP_032451696.1
OG0001455	XP_033337744.1	XP_001603088.1
OG0001457	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1	XP_001608297.1
OG0001458	XP_033330895.1, XP_033330893.1, XP_033330892.1	XP_008202697.1
OG0001459	XP_033329392.1	XP_001605881.1
OG0001460	XP_033330576.1	XP_031782639.1, XP_031782638.1
OG0001461	XP_033328146.1	XP_001602569.1, XP_031780556.1, XP_008204854.1
OG0001462	XP_033331097.1	NP_001164526.1
OG0001463	XP_033333161.1	XP_001602379.1
OG0001464	XP_033320813.1, XP_033320810.1	NP_001153364.1
OG0001466	XP_033321041.1	NP_001161682.1
OG0001468	XP_033331781.1	NP_001164370.1, XP_031789284.1
OG0001469	XP_033342476.1	XP_001602514.1
OG0001470	XP_033322494.1	XP_032453882.1, XP_008203498.1
OG0001471	XP_033341583.1	XP_008208004.1, XP_001601824.1
OG0001472	XP_033321728.1	XP_003427090.1
OG0001473	XP_033341943.1	XP_031782512.1, XP_016839548.1, XP_016839547.1
OG0001474	XP_033325626.1, XP_033325489.1	XP_001600273.1
OG0001475	XP_033341141.1	XP_001602567.1
OG0001476	XP_033338396.1, XP_033338397.1, XP_033338392.1, XP_033338393.1, XP_033338394.1, XP_033338395.1	XP_031778521.1
OG0001477	XP_033326073.1	XP_008209844.2, XP_031778493.1, XP_032452915.1
OG0001478	XP_033331825.1	XP_001599569.1
OG0001479	XP_033342437.1	NP_001153430.1, NP_001153431.1, XP_031788484.1
OG0001480	XP_033329780.1, XP_033329779.1, XP_033329778.1	XP_001600183.2, XP_008203356.1, XP_016838825.1
OG0001481	XP_033332968.1	XP_016839111.1
OG0001482	XP_033338834.1	XP_008202441.1
OG0001483	XP_033325302.1	XP_016837959.1, XP_031780377.1
OG0001484	XP_033330946.1	XP_031778072.1
OG0001485	XP_033325060.1	XP_016841727.1, XP_032455540.1, XP_008215611.1
OG0001486	XP_033335135.1, XP_033335134.1	XP_016839609.1
OG0001487	XP_033325758.1	XP_032452572.1, XP_031779199.1
OG0001488	XP_033320789.1	XP_008217170.1
OG0001489	XP_033322429.1	XP_001605381.1
OG0001490	XP_033337133.1	XP_031785541.1
OG0001491	XP_033336606.1, XP_033336604.1, XP_033336605.1, XP_033336602.1, XP_033336603.1	XP_032456877.1
OG0001492	XP_033338934.1	XP_008208908.1, XP_001599155.1, XP_031784250.1, XP_032457879.1
OG0001494	XP_033338609.1	XP_001602075.1
OG0001495	XP_033327149.1	XP_032454129.1, XP_032454128.1, XP_008206224.1, XP_032454131.1, XP_032454130.1
OG0001496	XP_033332258.1, XP_033332257.1, XP_033332260.1, XP_033332256.1	XP_001603226.2
OG0001497	XP_033335024.1	XP_031784591.1, XP_031784593.1
OG0001499	XP_033330091.1, XP_033333713.1	XP_001604715.2
OG0001501	XP_033328422.1, XP_033328421.1	XP_031776687.1, XP_016844938.1
OG0001502	XP_033328439.1	XP_001600729.2
OG0001503	XP_033334874.1	XP_016841337.1, XP_001605673.1
OG0001504	XP_033321622.1	XP_032452412.1, XP_032452413.1, XP_032452414.1, XP_001602850.2
OG0001505	XP_033328209.1	XP_031785573.1, XP_031785570.1
OG0001506	XP_033338306.1, XP_033338305.1, XP_033338304.1	XP_008202078.1, NP_001154952.1
OG0001507	XP_033324712.1, XP_033324710.1	XP_008207502.1, XP_001607887.1
OG0001508	XP_033333852.1	XP_016840258.1, XP_016840259.1
OG0001509	XP_033327415.1	XP_008209597.1
OG0001510	XP_033334830.1, XP_033342219.1	XP_003424351.1, XP_031783578.1
OG0001512	XP_033327405.1	XP_031787727.1
OG0001513	XP_033331658.1, XP_033331659.1, XP_033331657.1	XP_003426035.2
OG0001514	XP_033341747.1	XP_001602311.1
OG0001515	XP_033331960.1	XP_008212670.2
OG0001516	XP_033339005.1	XP_008212093.2
OG0001517	XP_033324412.1	XP_008202933.1
OG0001518	XP_033333447.1, XP_033333446.1	XP_032458104.1, XP_008202852.1, XP_008202856.1, XP_032458103.1, XP_032458102.1, XP_008202855.1
OG0001519	XP_033335127.1	XP_001602334.1
OG0001520	XP_033341995.1	XP_008213297.1, NP_001123264.1
OG0001520	XP_033341994.1	XP_008213377.2
OG0001521	XP_033339329.1	XP_031780024.1
OG0001522	XP_033327915.1	XP_001605107.1
OG0001523	XP_033324854.1	XP_031788417.1
OG0001524	XP_033323194.1, XP_033323193.1, XP_033323192.1	XP_031780585.1, XP_031780587.1
OG0001525	XP_033341568.1	XP_016843586.1, XP_001601499.1
OG0001526	XP_033327852.1	XP_031787170.1
OG0001527	XP_033339255.1, XP_033339256.1	XP_031781489.1
OG0001529	XP_033321653.1	XP_016837523.1
OG0001531	XP_033334035.1, XP_033334034.1	XP_032455471.1, XP_032455472.1, XP_008213949.1, XP_032455473.1
OG0001532	XP_033329479.1, XP_033329480.1	XP_008213314.1, XP_003424261.1
OG0001533	XP_033322269.1, XP_033322277.1	XP_016843265.1, XP_003426298.1
OG0001534	XP_033332433.1	XP_003424346.1
OG0001535	XP_033338217.1, XP_033338218.1	XP_031783319.1
OG0001536	XP_033328996.1	XP_032454772.1, XP_008212180.1
OG0001537	XP_033331322.1, XP_033331319.1	XP_032454472.1, XP_001605883.1
OG0001538	XP_033331672.1	XP_031784266.1, NP_001161243.1
OG0001539	XP_033339323.1	XP_032454016.1
OG0001540	XP_033341234.1	XP_001600172.1
OG0001541	XP_033340318.1	XP_016842669.1, XP_001603217.2
OG0001543	XP_033324404.1, XP_033324402.1	XP_031781815.1, NP_001177856.1
OG0001545	XP_033337554.1, XP_033331183.1	XP_003425709.1, XP_031783661.1
OG0001546	XP_033337144.1, XP_033337143.1	XP_003426901.1
OG0001547	XP_033325188.1, XP_033325194.1	XP_031776662.1, XP_031776668.1
OG0001548	XP_033323260.1, XP_033323265.1	XP_031780231.1
OG0001549	XP_033333515.1	XP_001602105.1
OG0001551	XP_033332177.1	XP_016842120.1, XP_008217464.1
OG0001552	XP_033331975.1	XP_031788326.1
OG0001553	XP_033321525.1	XP_003424529.1
OG0001554	XP_033335487.1, XP_033335482.1	XP_001599461.2
OG0001555	XP_033325608.1, XP_033325605.1, XP_033325607.1, XP_033325606.1, XP_033325609.1	XP_008215528.1
OG0001556	XP_033330110.1	XP_008217201.2, XP_001606971.2
OG0001557	XP_033334702.1	XP_031783542.1
OG0001558	XP_033337704.1, XP_033337702.1, XP_033337703.1	XP_008206364.1
OG0001559	XP_033332966.1	XP_001605046.2
OG0001561	XP_033339970.1, XP_033339969.1, XP_033339972.1	XP_008207143.1
OG0001562	XP_033328357.1	XP_008216662.1, XP_003425088.2, XP_008216635.1
OG0001563	XP_033341462.1	XP_016843697.1, XP_016843694.1
OG0001565	XP_033325424.1	XP_001600537.2
OG0001567	XP_033326103.1, XP_033326100.1, XP_033326106.1	XP_008209610.1, XP_008209603.1
OG0001568	XP_033328178.1, XP_033328180.1	XP_008208431.1
OG0001569	XP_033336286.1, XP_033336285.1, XP_033336287.1, XP_033336289.1, XP_033336288.1	XP_001600474.2, XP_031778476.1
OG0001570	XP_033322655.1, XP_033322657.1, XP_033322656.1	XP_001606837.1
OG0001571	XP_033328364.1	XP_003427777.1
OG0001572	XP_033339468.1	XP_031777942.1
OG0001573	XP_033328803.1	XP_003424638.1
OG0001574	XP_033330239.1	XP_016840016.1, XP_016840018.1
OG0001575	XP_033323472.1	XP_008211589.1, XP_032455767.1, XP_032455766.1
OG0001576	XP_033323118.1	XP_031779387.1
OG0001577	XP_033329340.1	XP_001605704.1
OG0001578	XP_033329773.1	XP_016838610.1
OG0001579	XP_033340592.1	NP_001166052.1
OG0001580	XP_033337604.1, XP_033337605.1	XP_031777421.1
OG0001581	XP_033339616.1, XP_033339615.1	XP_016845304.1, XP_016845302.1, XP_016845303.1
OG0001582	XP_033323093.1	XP_031777144.1
OG0001583	XP_033324983.1, XP_033324986.1, XP_033324985.1, XP_033324982.1	XP_001604253.3
OG0001584	XP_033328517.1, XP_033328521.1	NP_001153330.1, XP_031781907.1
OG0001585	XP_033331092.1, XP_033331093.1	XP_031779984.1
OG0001586	XP_033341972.1	XP_001606047.3
OG0001587	XP_033333475.1	XP_016839020.1, XP_016839021.1, XP_031782836.1, XP_016839019.1
OG0001588	XP_033335121.1, XP_033335117.1	XP_031785514.1, XP_031785507.1
OG0001592	XP_033326588.1, XP_033325215.1, XP_033325214.1	XP_032456153.1
OG0001593	XP_033320857.1	XP_031787902.1
OG0001594	XP_033322653.1, XP_033322654.1	XP_031785379.1, XP_031785380.1
OG0001595	XP_033340635.1, XP_033340636.1	NP_001135866.1, XP_031777958.1
OG0001596	XP_033337111.1	XP_008216151.1
OG0001598	XP_033336974.1	XP_001607388.1, XP_001607396.1
OG0001599	XP_033323629.1	XP_016839418.1, XP_003424277.1, XP_008213366.1, XP_008213368.1, XP_008213367.1
OG0001601	XP_033341217.1, XP_033341216.1, XP_033341205.1	XP_031777698.1, XP_016836693.1
OG0001603	XP_033330414.1, XP_033330422.1, XP_033330429.1	XP_001608057.1
OG0001604	XP_033332928.1, XP_033332924.1	XP_016836809.1, XP_016836813.1
OG0001605	XP_033338293.1	XP_031783683.1
OG0001606	XP_033338831.1	XP_031783806.1, XP_031783807.1
OG0001607	XP_033336917.1	XP_001603195.1
OG0001608	XP_033334922.1	XP_031788132.1
OG0001609	XP_033338735.1	XP_001601232.1
OG0001612	XP_033323072.1	XP_008206969.1
OG0001613	XP_033330628.1	XP_031789088.1, XP_031782863.1
OG0001614	XP_033337936.1, XP_033337934.1	XP_003423886.1
OG0001615	XP_033341753.1	XP_001601398.1, XP_032456260.1, XP_032456259.1
OG0001616	XP_033342748.1, XP_033342747.1	XP_001606115.2
OG0001617	XP_033330712.1	NP_001161324.1
OG0001619	XP_033341836.1, XP_033341837.1, XP_033341835.1	XP_001608124.2
OG0001620	XP_033327573.1, XP_033327574.1, XP_033327571.1	XP_001600828.1
OG0001621	XP_033332724.1	XP_032457372.1
OG0001622	XP_033337476.1	XP_001601070.1
OG0001623	XP_033332377.1	XP_031780319.1, XP_031780320.1, XP_032453209.1, XP_008204330.1
OG0001624	XP_033325167.1	XP_032452179.1, NP_001123226.1
OG0001625	XP_033327626.1, XP_033327627.1	XP_032451891.1, XP_032451892.1, XP_008215286.2, XP_032451890.1, XP_008215289.2, XP_008215290.2, XP_032451893.1, XP_008215297.2, XP_008215295.2, XP_008215296.2
OG0001626	XP_033330427.1	XP_001608243.1, XP_003426730.1
OG0001627	XP_033322073.1	XP_008209881.1
OG0001628	XP_033338104.1	XP_008211373.1
OG0001629	XP_033321365.1	XP_032451650.1
OG0001630	XP_033325738.1, XP_033325745.1	XP_032454709.1
OG0001631	XP_033342689.1	XP_031788348.2
OG0001632	XP_033336063.1, XP_033336060.1, XP_033336062.1, XP_033336061.1	XP_008215717.1, XP_031788442.1
OG0001633	XP_033331985.1	XP_001605824.2
OG0001634	XP_033332462.1, XP_033332463.1	XP_001603395.1
OG0001635	XP_033332548.1, XP_033332549.1	XP_001603971.1
OG0001637	XP_033340713.1	XP_031787579.1, XP_008217813.1
OG0001638	XP_033321532.1	XP_008212555.1
OG0001639	XP_033335751.1	XP_001599645.2
OG0001640	XP_033331048.1	XP_008218010.1, XP_031776898.1
OG0001641	XP_033337119.1	NP_001161259.1
OG0001643	XP_033335649.1	XP_031781597.1
OG0001644	XP_033330310.1	XP_001602709.1, XP_016844459.1, XP_016844443.1, XP_031787758.1, XP_001601078.1
OG0001645	XP_033327269.1, XP_033327268.1	XP_001606113.1, XP_031789467.1
OG0001646	XP_033333828.1	XP_016837914.1, XP_008204868.2
OG0001647	XP_033330811.1	XP_031788888.1, XP_031788885.1, XP_031788890.1, XP_031788887.1, XP_031788886.1, XP_031788884.1, XP_032458040.1
OG0001648	XP_033341546.1	XP_016842668.1
OG0001649	XP_033321164.1	XP_016839355.1
OG0001650	XP_033333007.1	XP_008215816.1
OG0001651	XP_033342552.1	XP_008216328.1, XP_008216334.1
OG0001652	XP_033329489.1, XP_033329488.1	XP_031776836.1
OG0001653	XP_033330393.1	XP_031779587.1, XP_008212815.1
OG0001654	XP_033335314.1	XP_001607435.2, XP_031779458.1
OG0001655	XP_033328947.1	XP_001603980.2
OG0001656	XP_033325688.1	XP_001606701.1
OG0001657	XP_033340678.1, XP_033340677.1	XP_001606493.1
OG0001658	XP_033337091.1	XP_031787185.1
OG0001659	XP_033324801.1	XP_031788066.1, XP_031788064.1, XP_031788065.1, XP_032456070.1, XP_032456068.1, XP_032456069.1, XP_031788063.1
OG0001660	XP_033320807.1	XP_008217155.1
OG0001661	XP_033320894.1	XP_016841698.1, XP_016841700.1
OG0001662	XP_033322366.1	XP_032453548.1, XP_032453537.1
OG0001663	XP_033325545.1, XP_033325546.1, XP_033325543.1, XP_033325547.1, XP_033325548.1	XP_032452823.1, XP_031779996.1, XP_008217774.1, XP_001605727.2, XP_032452824.1
OG0001664	XP_033324394.1	XP_032455099.1
OG0001665	XP_033342879.1	XP_031786788.1
OG0001666	XP_033332593.1, XP_033332594.1, XP_033332595.1	XP_001606145.2
OG0001668	XP_033322995.1, XP_033322996.1, XP_033322994.1	NP_001154951.1, XP_031784260.1
OG0001669	XP_033336705.1	XP_031788032.1, XP_032456034.1
OG0001670	XP_033322617.1, XP_033322616.1	XP_031781642.1
OG0001671	XP_033320982.1, XP_033320978.1	XP_008202575.1, XP_032451770.1
OG0001672	XP_033321312.1	XP_001606256.1
OG0001674	XP_033328606.1, XP_033328605.1	XP_008213000.1
OG0001675	XP_033335980.1	XP_003423909.1, XP_032455380.1, XP_032455379.1, XP_008215219.1
OG0001676	XP_033331076.1	XP_001604719.1, XP_008210900.1, XP_008210901.1
OG0001677	XP_033329150.1	XP_031780122.1, XP_008217767.1, XP_008217768.1
OG0001678	XP_033330208.1	XP_001608054.1
OG0001679	XP_033342295.1, XP_033342294.1, XP_033342296.1	XP_001606876.1
OG0001680	XP_033338623.1	XP_031779461.1, XP_003424107.1, XP_003424106.1, XP_032452614.1
OG0001681	XP_033332236.1	XP_001601191.1, XP_032454395.1, XP_032454394.1, XP_032454396.1, XP_032454397.1
OG0001682	XP_033327515.1, XP_033327533.1	XP_031778882.1, XP_031778892.1
OG0001683	XP_033329603.1, XP_033329604.1	XP_031782629.1, XP_031782628.1, XP_001603826.1
OG0001684	XP_033341680.1	XP_008214622.1
OG0001685	XP_033338267.1	XP_001601619.1, XP_008209389.1
OG0001686	XP_033342792.1	XP_031786365.1
OG0001687	XP_033323437.1	XP_008205605.1
OG0001688	XP_033336256.1	XP_016838655.1, XP_016838654.1
OG0001689	XP_033334832.1	XP_001601304.1
OG0001690	XP_033335859.1, XP_033335857.1	XP_016838526.1, XP_031780708.1
OG0001692	XP_033338547.1, XP_033339979.1	XP_031776647.1
OG0001693	XP_033334042.1	XP_016844904.1, XP_016844903.1
OG0001694	XP_033322137.1	XP_001601595.2, XP_008214379.1
OG0001695	XP_033324788.1	XP_001605495.2
OG0001696	XP_033328992.1	XP_016839940.1, XP_016839935.1
OG0001697	XP_033320906.1, XP_033320897.1	XP_008214784.1, XP_031786212.1
OG0001699	XP_033329273.1, XP_033329278.1, XP_033329277.1, XP_033329275.1, XP_033329274.1	XP_001605545.2
OG0001700	XP_033330580.1, XP_033330582.1	XP_003425515.2
OG0001703	XP_033322886.1	XP_031783612.1
OG0001704	XP_033340004.1	XP_031784623.1
OG0001706	XP_033339728.1	XP_001607299.1
OG0001707	XP_033332633.1	XP_031784085.1, XP_031784087.1
OG0001708	XP_033329224.1, XP_033329226.1	XP_032456367.1
OG0001709	XP_033321919.1	XP_031778401.1, XP_016838351.2
OG0001710	XP_033321579.1	XP_001607529.1
OG0001711	XP_033336914.1	XP_001604450.1
OG0001712	XP_033333873.1, XP_033333908.1	XP_016840038.1, XP_003426087.1
OG0001713	XP_033339348.1	XP_031781853.1, XP_008205133.1
OG0001714	XP_033341279.1	XP_031784875.1
OG0001715	XP_033333962.1	XP_001602678.2
OG0001717	XP_033333786.1	XP_031780580.1, XP_031780579.1, XP_031780581.1
OG0001718	XP_033328315.1	NP_001123321.1
OG0001719	XP_033325254.1	XP_016839634.1
OG0001720	XP_033332755.1	XP_001603454.1
OG0001721	XP_033326442.1	XP_031784920.1, XP_008211464.1, XP_001604766.2, XP_016841820.1
OG0001722	XP_033334018.1	XP_001599948.2
OG0001724	XP_033328109.1	XP_008214393.1, XP_008214394.1, XP_031779599.1, XP_032452512.1, XP_001601900.1
OG0001725	XP_033335517.1	XP_008206905.1
OG0001727	XP_033320981.1	XP_031779917.1
OG0001728	XP_033335316.1, XP_033335330.1	XP_031778302.1, XP_031778296.1
OG0001730	XP_033336961.1, XP_033336973.1	XP_016845767.1
OG0001731	XP_033321051.1, XP_033321053.1	XP_001602845.2
OG0001732	XP_033337160.1, XP_033337161.1, XP_033337158.1	XP_032454981.1, XP_001600976.1
OG0001733	XP_033333659.1, XP_033333651.1	XP_031779561.1
OG0001734	XP_033328701.1	XP_031784313.1, NP_001123274.2
OG0001735	XP_033342086.1, XP_033342085.1	XP_031777893.1
OG0001736	XP_033329850.1	XP_008208106.2, XP_016837375.1
OG0001737	XP_033330439.1	XP_001608059.1
OG0001738	XP_033334409.1	XP_031778432.1
OG0001740	XP_033331453.1	XP_031785471.1
OG0001741	XP_033334407.1, XP_033334406.1	XP_001604752.1, XP_016842588.1
OG0001742	XP_033339438.1	XP_031777878.1
OG0001743	XP_033330230.1	XP_003424504.1
OG0001744	XP_033322295.1, XP_033322296.1	XP_032456693.1, XP_008207057.1
OG0001745	XP_033342401.1	NP_001123290.1, XP_016843823.1
OG0001746	XP_033324433.1	XP_008215090.1, XP_001601463.1, XP_008215089.1
OG0001748	XP_033341803.1, XP_033341822.1	XP_031782214.1, XP_031782223.1
OG0001749	XP_033340152.1, XP_033340159.1	XP_031782462.1, XP_031782476.1
OG0001750	XP_033333620.1, XP_033333619.1	XP_008214524.1, NP_001177690.1
OG0001751	XP_033341955.1	XP_031788400.1
OG0001753	XP_033340758.1	XP_003426479.1, XP_003426480.1, XP_008207484.1, XP_032456923.1, XP_008207476.1, XP_001608253.1
OG0001754	XP_033341224.1, XP_033328816.1, XP_033328817.1	XP_001605050.1
OG0001755	XP_033339158.1	XP_031781685.1, XP_031781691.1, XP_031781688.1, XP_031781690.1, XP_031781689.1, XP_008214355.2, XP_031781687.1, XP_031781684.1, XP_031781686.1, XP_031781683.1
OG0001756	XP_033330164.1	XP_001604909.2, XP_008210907.1, XP_008210911.1, XP_008210912.1, XP_008210910.1, XP_008210906.1
OG0001758	XP_033337238.1	XP_001606851.1
OG0001759	XP_033321524.1	XP_001603531.2
OG0001760	XP_033337146.1	XP_008215927.1
OG0001761	XP_033340643.1, XP_033340642.1, XP_033340641.1	XP_032452364.1, XP_001603471.2
OG0001762	XP_033340719.1, XP_033340721.1, XP_033340722.1, XP_033340723.1, XP_033340720.1	XP_016837803.1
OG0001763	XP_033342962.1, XP_033342960.1, XP_033342961.1	XP_001606327.2, NP_001153433.1
OG0001764	XP_033324121.1	XP_001602093.2, XP_001602067.1, XP_008211706.2, XP_008211584.1
OG0001765	XP_033335227.1	XP_003427929.1, XP_008213853.1, XP_008213854.1, XP_031786389.1
OG0001767	XP_033324255.1, XP_033324254.1	XP_008207626.1
OG0001768	XP_033340879.1	XP_001607572.2
OG0001769	XP_033330762.1, XP_033330635.1	XP_016836818.1
OG0001770	XP_033340388.1, XP_033340387.1	XP_008202168.2, NP_001154978.1, NP_001154980.1, NP_001154981.1, XP_001603404.2, NP_001154979.1, NP_001155025.1, XP_008210287.1, NP_001154974.1, XP_008217956.1, NP_001154975.1, XP_031784171.1
OG0001771	XP_033323850.1, XP_033323851.1, XP_033323852.1, XP_033323853.1, XP_033323849.1, XP_033323848.1	XP_003427532.1
OG0001772	XP_033340739.1, XP_033340738.1, XP_033340737.1	XP_031789545.1
OG0001773	XP_033339488.1, XP_033339849.1, XP_033332459.1, XP_033330976.1	XP_031783227.1
OG0001774	XP_033331574.1, XP_033333645.1	XP_032453470.1, XP_032453469.1, XP_016837512.1
OG0001775	XP_033339835.1, XP_033338545.1	XP_031785563.1
OG0001776	XP_033327937.1	XP_001605879.1, XP_032452527.1, XP_032452526.1, XP_032452525.1, XP_031779330.1
OG0001777	XP_033331520.1, XP_033331423.1	XP_001599602.1
OG0001778	XP_033325625.1	XP_001606733.1
OG0001779	XP_033331694.1	XP_031779220.1
OG0001780	XP_033336217.1	XP_001600215.1, XP_001601642.1
OG0001781	XP_033333357.1	XP_008207023.1
OG0001782	XP_033340424.1, XP_033340425.1, XP_033340426.1, XP_033340421.1, XP_033340422.1, XP_033340423.1	XP_001599355.1
OG0001783	XP_033340312.1	XP_016843291.1
OG0001784	XP_033337484.1	XP_031783677.1, XP_031783676.1
OG0001785	XP_033332190.1, XP_033332191.1	XP_001604175.2
OG0001786	XP_033340093.1	XP_001608245.1, XP_032457057.1
OG0001787	XP_033325473.1, XP_033325474.1	XP_008215237.1
OG0001788	XP_033328800.1, XP_033328801.1, XP_033328799.1	XP_031780973.1, XP_031780965.1
OG0001789	XP_033339270.1	XP_001604882.1, XP_031785410.1, XP_032455592.1
OG0001790	XP_033340405.1	XP_031786238.1, XP_008214619.1, XP_008214618.1, XP_008214617.1, XP_032454726.1
OG0001791	XP_033321506.1	XP_001608149.1
OG0001792	XP_033335272.1, XP_033335274.1	XP_001600760.1
OG0001793	XP_033322777.1, XP_033322778.1, XP_033322775.1, XP_033322776.1, XP_033322779.1	XP_008214898.1
