Orthogroup	Megalopta_genalis	Acyrthosiphon_pisum
OG0001250	XP_033337904.1	XP_001947917.2
OG0001251	XP_033332353.1	XP_029344523.1, XP_029344522.1, XP_001948243.2
OG0001252	XP_033324821.1	XP_001948261.1
OG0001253	XP_033334669.1, XP_033334666.1	XP_001948411.2, XP_008187442.1
OG0001254	XP_033321789.1	XP_001948594.2
OG0001255	XP_033321111.1	XP_001948774.2
OG0001256	XP_033326933.1	XP_001949446.1
OG0001257	XP_033329191.1	XP_001949480.1
OG0001258	XP_033327208.1	XP_001949498.2
OG0001259	XP_033321335.1	XP_001949584.1, XP_008184333.1, XP_003242568.1
OG0001260	XP_033339643.1, XP_033339651.1	XP_001950152.1
OG0001261	XP_033325790.1	XP_001950183.1
OG0001262	XP_033333808.1, XP_033333809.1	XP_001950417.1
OG0001263	XP_033333282.1	XP_001950431.1
OG0001264	XP_033321232.1	XP_001950522.1, XP_016657964.1
OG0001265	XP_033339929.1, XP_033329668.1	XP_029347050.1, XP_001950878.2
OG0001266	XP_033333073.1, XP_033333074.1, XP_033333075.1, XP_033333076.1, XP_033333072.1	XP_001950947.2
OG0001267	XP_033337655.1	XP_001951732.1
OG0001268	XP_033330923.1, XP_033326114.1	XP_001952629.1, XP_008187935.1
OG0001269	XP_033331143.1, XP_033331168.1	XP_003240957.1
OG0001270	XP_033331492.1, XP_033331491.1, XP_033331490.1	XP_003241121.1
OG0001271	XP_033336434.1, XP_033321514.1	XP_029342269.1, XP_029342268.1
OG0001272	XP_033329520.1, XP_033329541.1	XP_003242523.1, XP_016657578.1, XP_016657577.1, XP_029347236.1, XP_029345765.1
OG0001273	XP_033334025.1, XP_033334023.1	XP_029341105.1, XP_003243017.1
OG0001274	XP_033332718.1	XP_003243163.1, XP_029347052.1
OG0001277	XP_033321811.1	XP_003243733.1
OG0001278	XP_033341649.1, XP_033341650.1	XP_003244422.1
OG0001279	XP_033332151.1, XP_033332153.1, XP_033332154.1	XP_008183368.1, XP_003244722.1
OG0001280	XP_033328482.1, XP_033328474.1	XP_003245599.2
OG0001281	XP_033332931.1	XP_003246179.1
OG0001282	XP_033325483.1	XP_003248149.1
OG0001283	XP_033340604.1	XP_003248478.1
OG0001284	XP_033321750.1, XP_033321748.1	XP_008182531.1, XP_003248714.1
OG0001286	XP_033323978.1	XP_008178165.1
OG0001287	XP_033328763.1	XP_008178607.1
OG0001288	XP_033325575.1, XP_033325580.1	XP_008181487.1, XP_008182181.1, XP_008182182.1, XP_029347449.1
OG0001289	XP_033333053.1, XP_033333052.1, XP_033333051.1, XP_033333050.1, XP_033333054.1	XP_008181498.1
OG0001290	XP_033341658.1	XP_016657448.1, XP_008181527.1
OG0001291	XP_033338839.1	XP_029343815.1, XP_008184750.1, XP_008184749.1
OG0001292	XP_033336590.1	XP_029343143.1, XP_008185152.1
OG0001293	XP_033325445.1	XP_008185156.1
OG0001294	XP_033340861.1, XP_033340870.1, XP_033340852.1, XP_033340830.1, XP_033340841.1	XP_008186956.1
OG0001295	XP_033321157.1	XP_008187592.1
OG0001296	XP_033324545.1	XP_008189116.1, XP_016660995.1, XP_016660987.1
OG0001298	XP_033334359.1	XP_016657557.1
OG0001299	XP_033340775.1	XP_016659670.1, XP_016659669.1
OG0001300	XP_033335256.1	XP_016660087.1
OG0001301	XP_033328498.1, XP_033328260.1, XP_033328427.1, XP_033328350.1	XP_016660634.1, XP_016660633.1
OG0001302	XP_033322974.1	XP_029347290.1, XP_016662733.1
OG0001302	XP_033322973.1	XP_029347289.1
OG0001303	XP_033330552.1, XP_033330557.1	XP_029341792.1
OG0001304	XP_033324766.1, XP_033324765.1	XP_029342867.1
OG0001305	XP_033332409.1	XP_029348564.1, XP_029342894.1
OG0001306	XP_033325497.1, XP_033325494.1	XP_029344330.1
OG0001308	XP_033324511.1	XP_029346361.1, XP_029346360.1
OG0001328	XP_033325943.1	NP_001127773.1, XP_029341919.1
OG0001330	XP_033327119.1	NP_001155497.1, XP_008186537.1
OG0001331	XP_033337458.1	NP_001155755.1
OG0001332	XP_033323630.1, XP_033323640.1, XP_033323032.1	XP_001952298.1, NP_001155769.1
OG0001333	XP_033333461.1, XP_033333462.1, XP_033333460.1	NP_001155777.1
OG0001334	XP_033337855.1, XP_033337854.1, XP_033337841.1	NP_001191927.1, NP_001156237.1
OG0001335	XP_033339620.1, XP_033339617.1	XP_016663531.1, NP_001156244.1
OG0001336	XP_033334937.1	NP_001156313.1
OG0001338	XP_033342357.1	NP_001191907.1, XP_008181953.1
OG0001339	XP_033331285.1, XP_033331287.1, XP_033331286.1	XP_016662840.1, XP_016660308.1, NP_001280409.1, NP_001280286.1
OG0001340	XP_033339650.1, XP_033339649.1	NP_001280445.1
OG0001341	XP_033325431.1	NP_001313591.2
OG0001342	XP_033334101.1	XP_001942660.2, XP_008185917.1, XP_029346331.1, XP_016662253.1, XP_016662252.1
OG0001343	XP_033336674.1, XP_033336370.1	XP_001942773.2
OG0001344	XP_033325798.1	XP_016660225.1, XP_001943014.1
OG0001345	XP_033328117.1	XP_001943716.2
OG0001346	XP_033341908.1	XP_001943720.2, XP_029345723.1, XP_029345724.1
OG0001347	XP_033321822.1	XP_001944211.2, XP_016658906.1
OG0001348	XP_033337642.1	XP_001944238.2
OG0001349	XP_033341785.1, XP_033324607.1	XP_001944356.1
OG0001350	XP_033343041.1	XP_001944460.2
OG0001351	XP_033340933.1	XP_001945250.1
OG0001352	XP_033335226.1, XP_033335225.1, XP_033335224.1	XP_001945276.1
OG0001353	XP_033323348.1	XP_001945743.2, XP_008186641.1
OG0001354	XP_033328214.1	XP_001945744.2
OG0001355	XP_033321262.1, XP_033331301.1, XP_033331297.1	XP_008189594.1, XP_001946293.2
OG0001356	XP_033322696.1	XP_003244441.1, XP_001946367.2, XP_016659772.1
OG0001357	XP_033340784.1	XP_001947400.1
OG0001358	XP_033341573.1, XP_033341571.1	XP_003246991.1, XP_001947503.2
OG0001359	XP_033338661.1, XP_033338656.1, XP_033338659.1, XP_033338658.1, XP_033338657.1	XP_001947632.1
OG0001360	XP_033341020.1, XP_033341024.1, XP_033341023.1, XP_033341021.1, XP_033341022.1	XP_001947656.2
OG0001361	XP_033332431.1	XP_001947660.2
OG0001362	XP_033337167.1	XP_001947761.1
OG0001363	XP_033331207.1	XP_001947957.1
OG0001364	XP_033324267.1, XP_033324387.1	XP_003241886.1, XP_001948070.1, XP_016656778.1, XP_029344899.1, XP_008179197.1
OG0001365	XP_033342970.1	XP_001948118.2
OG0001366	XP_033332178.1	XP_001948171.2, XP_001950714.1
OG0001367	XP_033337104.1	XP_001948202.2, XP_003247502.1, XP_001951248.1
OG0001368	XP_033324217.1, XP_033324216.1	XP_001948360.1
OG0001369	XP_033328476.1	XP_001948582.1
OG0001371	XP_033343106.1	XP_001948959.2
OG0001372	XP_033333084.1	XP_001949037.2
OG0001373	XP_033334491.1	XP_001949375.2, XP_029342280.1
OG0001374	XP_033336465.1	XP_003244126.1, XP_003240930.1, XP_001949438.1, XP_003247548.1
OG0001375	XP_033332162.1, XP_033332110.1	XP_001949712.2
OG0001376	XP_033321505.1	XP_001949866.1, XP_029343706.1
OG0001377	XP_033325219.1	XP_016657316.1, XP_001951160.1
OG0001378	XP_033331868.1	XP_001951169.1
OG0001379	XP_033333766.1	XP_001951442.2, XP_003248624.2
OG0001380	XP_033325963.1	XP_001951739.1
OG0001381	XP_033328703.1, XP_033328704.1	XP_001952158.1, XP_003244080.1
OG0001382	XP_033340856.1	XP_001952349.1, XP_029347207.1
OG0001383	XP_033327241.1, XP_033327238.1, XP_033327237.1, XP_033327240.1, XP_033327239.1	XP_001952705.1
OG0001384	XP_033335089.1, XP_033335090.1, XP_033335088.1	XP_003241026.1
OG0001385	XP_033324055.1	XP_003242732.1
OG0001386	XP_033332148.1	XP_003242991.1, XP_029342070.1
OG0001387	XP_033323892.1	XP_003243016.1
OG0001388	XP_033334641.1	XP_003243736.1
OG0001389	XP_033329037.1, XP_033322441.1	XP_003243952.1
OG0001390	XP_033331230.1	XP_003245614.1
OG0001391	XP_033340978.1, XP_033340977.1	XP_003246597.1
OG0001392	XP_033326235.1, XP_033326236.1, XP_033326228.1, XP_033326234.1	XP_003246638.2
OG0001393	XP_033331823.1	XP_003246906.1
OG0001394	XP_033329639.1	XP_003247560.1
OG0001395	XP_033339845.1, XP_033332209.1, XP_033332210.1	XP_003248979.1, XP_029343280.1, XP_029343286.1
OG0001396	XP_033341459.1	XP_008178335.1, XP_029341036.1, XP_029341085.1, XP_008184856.2
OG0001397	XP_033321033.1	XP_029346232.1, XP_008178482.1, XP_016656264.1, XP_016656263.1, XP_016656261.1
OG0001398	XP_033339038.1	XP_008179523.1
OG0001399	XP_033341554.1	XP_008180076.2, XP_008180968.1, XP_008181458.1
OG0001400	XP_033327579.1, XP_033327368.1	XP_008180537.1
OG0001401	XP_033324988.1, XP_033324989.1, XP_033324990.1	XP_008182079.1
OG0001402	XP_033331427.1	XP_008183444.1, XP_008183443.1
OG0001403	XP_033327869.1, XP_033327875.1	XP_008183955.3
OG0001404	XP_033342345.1, XP_033342346.1	XP_008184962.1
OG0001405	XP_033338114.1	XP_008185959.1
OG0001406	XP_033323474.1, XP_033323476.1, XP_033323475.1	XP_008186629.1
OG0001407	XP_033340428.1, XP_033340427.1	XP_008186697.1
OG0001408	XP_033329808.1	XP_008186789.1
OG0001409	XP_033322880.1	XP_008187143.1
OG0001410	XP_033326787.1	XP_008187332.1
OG0001412	XP_033335401.1	XP_016658040.1, XP_016658039.1, XP_029346343.1
OG0001412	XP_033335771.1	XP_016662318.1
OG0001413	XP_033333089.1	XP_016659809.1, XP_016659807.1, XP_016659808.1
OG0001414	XP_033323484.1, XP_033323485.1, XP_033323486.1	XP_016659986.1
OG0001415	XP_033340994.1	XP_029344125.1, XP_029342285.1, XP_016662874.1
OG0001417	XP_033334848.1, XP_033334847.1, XP_033334846.1, XP_033334849.1	XP_029342475.1
OG0001418	XP_033331754.1, XP_033321453.1, XP_033335309.1, XP_033335471.1, XP_033335515.1, XP_033335510.1, XP_033335511.1, XP_033339328.1, XP_033335514.1, XP_033335512.1	XP_029342978.1
OG0001419	XP_033337007.1	XP_029343365.1
OG0001421	XP_033323775.1, XP_033323776.1, XP_033323777.1, XP_033323784.1	XP_029344222.1, XP_029348214.1
OG0001422	XP_033328316.1	XP_029344365.1
OG0001423	XP_033328804.1	XP_029345673.1
OG0001424	XP_033342016.1	XP_029346038.1, XP_029346037.1
OG0001425	XP_033328615.1	XP_029346380.1
OG0001426	XP_033323404.1	XP_029346658.1
OG0001427	XP_033341537.1	XP_029347149.1
OG0001453	XP_033331863.1	NP_001155561.1, XP_008185637.1
OG0001455	XP_033337744.1	NP_001155669.1
OG0001457	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1	NP_001155732.1
OG0001458	XP_033330895.1, XP_033330893.1, XP_033330892.1	NP_001155827.1
OG0001459	XP_033329392.1	NP_001156046.1
OG0001460	XP_033330576.1	NP_001156079.1
OG0001461	XP_033328146.1	NP_001156162.1
OG0001462	XP_033331097.1, XP_033331099.1	NP_001156167.1
OG0001463	XP_033333161.1	XP_029341941.1, NP_001156195.1
OG0001464	XP_033320813.1, XP_033320810.1	NP_001156433.1, XP_008186733.1
OG0001466	XP_033321041.1	XP_008180032.1, NP_001161683.1
OG0001468	XP_033331781.1	NP_001191993.1, XP_008189445.3
OG0001469	XP_033342476.1	XP_008181788.1, NP_001233056.1
OG0001470	XP_033322494.1	XP_008187948.1, NP_001280297.1
OG0001471	XP_033341583.1	XP_008183781.1, NP_001280339.1, XP_008189101.1, XP_003242907.1
OG0001472	XP_033321728.1, XP_033331242.1	NP_001280353.1
OG0001473	XP_033341943.1	NP_001280376.1, XP_008185857.1
OG0001474	XP_033325626.1, XP_033325489.1	XP_029342002.1, NP_001280448.1
OG0001475	XP_033341141.1	XP_001942854.1
OG0001476	XP_033338396.1, XP_033338397.1, XP_033338392.1, XP_033338393.1, XP_033338394.1, XP_033338395.1	XP_001942905.3
OG0001477	XP_033326073.1	XP_001942920.4
OG0001478	XP_033331825.1	XP_001942958.2, XP_029342966.1, XP_016660334.1, XP_008180779.1
OG0001479	XP_033342437.1	XP_001942962.2
OG0001480	XP_033329780.1, XP_033329779.1, XP_033329778.1	XP_001943003.1
OG0001481	XP_033332968.1	XP_001943151.1
OG0001482	XP_033338834.1	XP_001943496.2
OG0001483	XP_033325302.1	XP_001943861.2
OG0001484	XP_033330946.1	XP_001944106.1
OG0001485	XP_033325060.1	XP_001944507.2
OG0001486	XP_033335135.1, XP_033335134.1	XP_029341194.1, XP_001944825.2
OG0001487	XP_033325758.1	XP_016661816.1, XP_001945106.1
OG0001488	XP_033320795.1, XP_033320789.1	XP_001945549.2
OG0001489	XP_033322429.1	XP_001945732.1
OG0001490	XP_033337133.1	XP_001945791.2
OG0001491	XP_033336606.1, XP_033336604.1, XP_033336605.1, XP_033336602.1, XP_033336603.1	XP_001946011.2, XP_029342551.1
OG0001492	XP_033338934.1	XP_001948802.2, XP_008187152.1, XP_008187153.1, XP_001946302.1
OG0001494	XP_033338609.1	XP_001946881.2
OG0001495	XP_033327149.1	XP_001946939.2, XP_029344154.1
OG0001496	XP_033332258.1, XP_033332257.1, XP_033332260.1, XP_033332256.1	XP_008185249.2, XP_001946961.1
OG0001497	XP_033335024.1	XP_001947222.2
OG0001498	XP_033323594.1	XP_008181337.1, XP_001947275.1, XP_029347822.1, XP_008180982.1, XP_008181925.2
OG0001499	XP_033330091.1, XP_033333713.1	XP_001947444.2
OG0001500	XP_033321201.1	XP_001947553.2
OG0001501	XP_033328422.1, XP_033328421.1	XP_001947628.2
OG0001502	XP_033328439.1	XP_001947678.4
OG0001503	XP_033334874.1	XP_001947953.1
OG0001504	XP_033321622.1	XP_001948087.2, XP_016662592.1
OG0001505	XP_033328209.1	XP_001948092.2
OG0001506	XP_033338306.1, XP_033338305.1, XP_033338304.1	XP_001949016.2
OG0001507	XP_033324712.1, XP_033324710.1	XP_001949195.2, XP_003243935.1
OG0001508	XP_033333852.1	XP_016657823.1, XP_003242760.1, XP_003242759.1, XP_008180467.1, XP_029344178.1, XP_001949221.1
OG0001509	XP_033327415.1	XP_001949731.2
OG0001510	XP_033334830.1, XP_033342219.1	XP_003246129.1, XP_001950257.2
OG0001511	XP_033340665.1, XP_033340894.1, XP_033340664.1, XP_033340663.1, XP_033340660.1	XP_001950295.2
OG0001512	XP_033327405.1	XP_001950347.2, XP_003249003.2
OG0001513	XP_033331658.1, XP_033331659.1, XP_033331657.1	XP_029343494.1, XP_001950605.2
OG0001514	XP_033341747.1	XP_001950614.2, XP_008179295.1, XP_016656840.1
OG0001515	XP_033331960.1	XP_001951016.1, XP_008188305.1, XP_008188306.1
OG0001516	XP_033339005.1	XP_001951239.1, XP_008186532.1
OG0001517	XP_033324412.1	XP_001951328.2, XP_029346096.1
OG0001518	XP_033333447.1, XP_033333446.1	XP_001951365.1
OG0001519	XP_033335127.1	XP_008183986.1, XP_001951874.2
OG0001520	XP_033341995.1, XP_033341994.1	XP_001951964.1
OG0001521	XP_033339329.1	XP_001952287.2, XP_029347145.1
OG0001522	XP_033327915.1	XP_001952293.1
OG0001523	XP_033324854.1	XP_001952833.2
OG0001524	XP_033323194.1, XP_033323193.1, XP_033323192.1	XP_003240924.1, XP_016664234.1
OG0001525	XP_033341568.1	XP_003241160.1
OG0001526	XP_033327852.1	XP_003241167.1, XP_029345134.1, XP_008190230.1
OG0001527	XP_033339255.1, XP_033339256.1	XP_003241208.1
OG0001529	XP_033321653.1	XP_003242875.1
OG0001530	XP_033328918.1, XP_033328917.1, XP_033328919.1	XP_003243307.1
OG0001531	XP_033334035.1, XP_033334034.1	XP_003243327.1
OG0001532	XP_033329479.1, XP_033329480.1	XP_003243596.1
OG0001533	XP_033322269.1, XP_033322277.1	XP_008189436.2, XP_008185693.1, XP_008185692.1, XP_003246282.1, XP_008185694.1, XP_003244766.1
OG0001534	XP_033332433.1	XP_003244802.1
OG0001535	XP_033338217.1, XP_033338218.1	XP_029343322.1, XP_029343330.1, XP_029343343.1, XP_029343335.1, XP_003244942.1, XP_003244940.1, XP_008183679.1, XP_008183680.1
OG0001536	XP_033328996.1	XP_003245170.1
OG0001537	XP_033331322.1, XP_033331319.1	XP_003245502.1, XP_008181113.1, XP_016661056.2
OG0001538	XP_033331672.1	XP_003245941.1
OG0001539	XP_033339323.1	XP_029343073.1, XP_016656485.1, XP_016656486.1, XP_003246880.1, XP_008186547.1, XP_029344116.1, XP_016662798.1
OG0001540	XP_033341234.1	XP_003247868.1
OG0001541	XP_033340318.1	XP_003248759.2, XP_008188096.1
OG0001542	XP_033333820.1	XP_029345676.1, XP_029345670.1, XP_003248868.3
OG0001543	XP_033324404.1, XP_033324402.1	XP_008178488.1
OG0001545	XP_033337554.1, XP_033331183.1	XP_008180179.1
OG0001546	XP_033337144.1, XP_033337143.1	XP_008180322.1
OG0001547	XP_033325188.1, XP_033325194.1	XP_008181007.1
OG0001548	XP_033323260.1, XP_033323265.1	XP_008181324.1
OG0001549	XP_033333515.1	XP_008181350.1, XP_008181345.1
OG0001550	XP_033335370.1, XP_033335371.1, XP_033335372.1, XP_033335373.1, XP_033335362.1, XP_033335369.1, XP_033335363.1, XP_033335364.1, XP_033335366.1, XP_033335367.1, XP_033335368.1	XP_008181349.1, XP_016660125.1
OG0001551	XP_033332177.1	XP_029344459.1, XP_008182508.1
OG0001552	XP_033331975.1	XP_029341108.1, XP_008182735.1
OG0001553	XP_033321525.1	XP_008183385.1
OG0001554	XP_033335487.1, XP_033335482.1	XP_008183450.2
OG0001555	XP_033325608.1, XP_033325605.1, XP_033325607.1, XP_033325606.1, XP_033325609.1	XP_029341218.1, XP_008184180.1, XP_029341220.1
OG0001556	XP_033330110.1	XP_008184251.1
OG0001557	XP_033334702.1	XP_016661057.2
OG0001558	XP_033337704.1, XP_033337702.1, XP_033337703.1	XP_008184940.1
OG0001559	XP_033332966.1	XP_008185039.1
OG0001561	XP_033339970.1, XP_033339969.1, XP_033339972.1	XP_029341351.1, XP_008186937.1, XP_029341646.1
OG0001562	XP_033328357.1	XP_016663542.1, XP_008187530.2, XP_016660440.1
OG0001563	XP_033341462.1	XP_008187964.3
OG0001565	XP_033325424.1	XP_008189936.1
OG0001567	XP_033326103.1, XP_033326100.1, XP_033326106.1	XP_016658137.2
OG0001568	XP_033328178.1, XP_033328180.1	XP_016658644.1
OG0001569	XP_033336286.1, XP_033336285.1, XP_033336287.1, XP_033336289.1, XP_033336288.1	XP_016659072.1
OG0001570	XP_033322655.1, XP_033322657.1, XP_033322656.1	XP_016659399.1
OG0001571	XP_033328364.1	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1
OG0001572	XP_033339468.1	XP_016661226.1, XP_029342072.1
OG0001573	XP_033328803.1	XP_016661281.1
OG0001574	XP_033330239.1	XP_016661800.1, XP_029343877.1, XP_029343880.1, XP_029343879.1, XP_029343878.1, XP_016661798.1, XP_029343876.1
OG0001575	XP_033323472.1	XP_016665048.1
OG0001576	XP_033323118.1	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1
OG0001577	XP_033329340.1	XP_029341940.1
OG0001578	XP_033329773.1	XP_029342030.1
OG0001579	XP_033340592.1	XP_029343105.1, XP_029343104.1
OG0001580	XP_033337604.1, XP_033337605.1	XP_029343957.1
OG0001581	XP_033339616.1, XP_033339615.1	XP_029347791.1, XP_029344497.1
OG0001582	XP_033323093.1	XP_029345144.1
OG0001583	XP_033324983.1, XP_033324986.1, XP_033324985.1, XP_033324982.1	XP_029345306.1
OG0001584	XP_033328517.1, XP_033328521.1	XP_029346124.1
OG0001585	XP_033331088.1, XP_033331092.1, XP_033331093.1	XP_029346669.1, XP_029348133.1
OG0001586	XP_033341972.1	XP_029346801.1
OG0001587	XP_033328809.1, XP_033333475.1	XP_029347036.1
OG0001588	XP_033335121.1, XP_033335117.1	XP_029347321.1, XP_029348055.1
OG0001614	XP_033337936.1, XP_033337934.1	NP_001119609.1
OG0001615	XP_033341753.1	NP_001165434.1, NP_001119664.1
OG0001616	XP_033342748.1, XP_033342747.1	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1
OG0001617	XP_033330712.1	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1
OG0001619	XP_033341836.1, XP_033341837.1, XP_033341835.1	XP_008189793.1, XP_008180212.1, NP_001155629.1
OG0001620	XP_033327573.1, XP_033327574.1, XP_033327571.1	NP_001155671.1
OG0001621	XP_033332724.1	XP_029344967.1, NP_001155770.1, XP_008187262.1
OG0001622	XP_033337476.1	XP_008180830.1, NP_001155791.1
OG0001623	XP_033332377.1	NP_001155857.1
OG0001624	XP_033325167.1	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1
OG0001625	XP_033327626.1, XP_033327627.1	NP_001156134.1
OG0001626	XP_033330427.1	NP_001156141.1
OG0001627	XP_033322073.1	NP_001156148.1, XP_008185366.1
OG0001628	XP_033338104.1	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2
OG0001629	XP_033321365.1	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1
OG0001630	XP_033325738.1, XP_033325745.1	NP_001156347.1, XP_016659252.1
OG0001631	XP_033342689.1	NP_001156438.1, XP_001948292.4, XP_016660627.1
OG0001632	XP_033336063.1, XP_033336060.1, XP_033336062.1, XP_033336061.1	XP_008183084.1, NP_001156712.1
OG0001633	XP_033331985.1	NP_001232954.1
OG0001634	XP_033332462.1, XP_033332463.1	NP_001233050.1
OG0001635	XP_033332548.1, XP_033332549.1	NP_001280462.1
OG0001637	XP_033340713.1	NP_001313606.1
OG0001638	XP_033321532.1	XP_001942629.2
OG0001639	XP_033335751.1	XP_001942635.2
OG0001640	XP_033331048.1	XP_001944671.1, XP_001942710.1, XP_008187704.1
OG0001641	XP_033337119.1	XP_001942933.2
OG0001643	XP_033335649.1	XP_029343701.1, XP_029343702.1, XP_001944079.1, XP_008187007.1, XP_001943383.1, XP_016656484.1, XP_016665011.1
OG0001644	XP_033330310.1	XP_001945235.1, XP_029343508.1, XP_008186588.1, XP_008180278.2, XP_001943832.1
OG0001645	XP_033327269.1, XP_033327268.1	XP_001944045.2
OG0001646	XP_033333828.1	XP_001944173.2
OG0001647	XP_033330811.1	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1
OG0001648	XP_033341546.1	XP_001944186.1
OG0001649	XP_033321164.1	XP_001944730.2
OG0001650	XP_033333007.1	XP_001945180.1
OG0001651	XP_033342552.1	XP_001945607.2
OG0001652	XP_033329489.1, XP_033329488.1	XP_001945713.2
OG0001653	XP_033330393.1	XP_001945941.2
OG0001654	XP_033335314.1	XP_001946378.2
OG0001655	XP_033328947.1	XP_001946635.1
OG0001656	XP_033325688.1	XP_001946836.2
OG0001657	XP_033340678.1, XP_033340677.1	XP_029341082.1, XP_001946895.2
OG0001658	XP_033337091.1	XP_016663561.1, XP_001948609.1, XP_001947103.1
OG0001659	XP_033324801.1	XP_001947555.1, XP_016661886.1
OG0001660	XP_033320807.1	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1
OG0001661	XP_033320894.1	XP_001948336.2, XP_008187588.1
OG0001662	XP_033322366.1	XP_001948434.2
OG0001663	XP_033325545.1, XP_033325546.1, XP_033325543.1, XP_033325547.1, XP_033325548.1	XP_001948502.1
OG0001664	XP_033324394.1	XP_001948999.2
OG0001665	XP_033342879.1	XP_001949124.1
OG0001666	XP_033332593.1, XP_033332594.1, XP_033332595.1	XP_001949417.2
