Orthogroup	Osmia_bicornis	Eufriesea_mexicana
OG0001092	XP_029039353.1	XP_017757841.1
OG0001093	XP_029032809.1, XP_029032806.1	XP_017757079.1
OG0001094	XP_029043032.1, XP_029043033.1	XP_017752773.1
OG0001095	XP_029054496.1	XP_017760035.1
OG0001096	XP_029039290.1	XP_017756717.1
OG0001097	XP_029046006.1, XP_029046007.1	XP_017762440.1, XP_017762437.1, XP_017762441.1
OG0001098	XP_029047525.1, XP_029047529.1	XP_017763827.1, XP_017763828.1
OG0001099	XP_029050057.1	XP_017755402.1
OG0001100	XP_029049649.1, XP_029049648.1	XP_017766189.1
OG0001101	XP_029038583.1	XP_017764445.1
OG0001102	XP_029052941.1, XP_029052717.1	XP_017761731.1
OG0001103	XP_029034472.1, XP_029034470.1	XP_017757867.1, XP_017757860.1
OG0001105	XP_029042063.1	XP_017757574.1
OG0001106	XP_029039436.1, XP_029039454.1, XP_029039446.1	XP_017754999.1
OG0001107	XP_029033271.1, XP_029033272.1, XP_029033270.1	XP_017767304.1
OG0001108	XP_029041909.1	XP_017767276.1
OG0001109	XP_029042629.1, XP_029042628.1	XP_017761930.1, XP_017761932.1
OG0001110	XP_029035490.1	XP_017761482.1, XP_017761480.1
OG0001111	XP_029049171.1	XP_017760756.1, XP_017760758.1, XP_017760757.1
OG0001112	XP_029049689.1, XP_029049688.1, XP_029049690.1	XP_017760816.1
OG0001113	XP_029034570.1	XP_017764280.1
OG0001114	XP_029047957.1, XP_029047958.1, XP_029047955.1, XP_029047960.1, XP_029047959.1, XP_029047956.1	XP_017756857.1
OG0001115	XP_029036603.1	XP_017757468.1
OG0001116	XP_029033727.1	XP_017762681.1
OG0001117	XP_029040827.1	XP_017754397.1
OG0001118	XP_029034193.1	XP_017758081.1, XP_017758084.1, XP_017758083.1, XP_017758080.1, XP_017758082.1
OG0001119	XP_029056664.1, XP_029056663.1	XP_017756343.1
OG0001120	XP_029054879.1, XP_029054872.1, XP_029054874.1	XP_017766404.1, XP_017766403.1
OG0001121	XP_029039881.1, XP_029039882.1, XP_029039883.1	XP_017756451.1
OG0001122	XP_029042885.1, XP_029042884.1	XP_017760124.1
OG0001123	XP_029055527.1, XP_029055526.1	XP_017762836.1
OG0001124	XP_029056113.1	XP_017759553.1
OG0001125	XP_029032300.1, XP_029032301.1	XP_017761258.1
OG0001126	XP_029035213.1, XP_029035212.1	XP_017753208.1
OG0001127	XP_029052566.1, XP_029052563.1, XP_029052564.1, XP_029052567.1	XP_017755250.1, XP_017755248.1, XP_017755249.1
OG0001128	XP_029045169.1	XP_017762164.1, XP_017762165.1
OG0001129	XP_029042740.1	XP_017762280.1
OG0001130	XP_029033916.1	XP_017766001.1
OG0001131	XP_029050380.1	XP_017764336.1
OG0001132	XP_029053185.1	XP_017761894.1
OG0001133	XP_029041111.1	XP_017755114.1
OG0001134	XP_029042819.1	XP_017755628.1
OG0001135	XP_029038384.1	XP_017753037.1
OG0001136	XP_029032989.1, XP_029032988.1	XP_017765319.1
OG0001138	XP_029048731.1	XP_017755310.1
OG0001139	XP_029036476.1	XP_017761393.1
OG0001140	XP_029039514.1	XP_017760188.1
OG0001140	XP_029039540.1	XP_017760191.1
OG0001141	XP_029050251.1	XP_017762244.1, XP_017762245.1
OG0001142	XP_029032477.1	XP_017765159.1
OG0001143	XP_029047075.1, XP_029047074.1, XP_029047073.1	XP_017754941.1
OG0001144	XP_029044755.1	XP_017758894.1
OG0001144	XP_029044751.1	XP_017758893.1
OG0001145	XP_029045546.1, XP_029045545.1	XP_017767403.1
OG0001146	XP_029049033.1, XP_029049032.1, XP_029049034.1, XP_029049035.1, XP_029049031.1	XP_017758517.1
OG0001147	XP_029035402.1	XP_017754801.1, XP_017754800.1, XP_017754799.1
OG0001148	XP_029037560.1	XP_017760622.1
OG0001149	XP_029036851.1, XP_029036854.1, XP_029036853.1, XP_029036852.1	XP_017765057.1, XP_017765058.1
OG0001150	XP_029050973.1	XP_017764442.1
OG0001151	XP_029033941.1, XP_029033940.1, XP_029033937.1, XP_029033936.1, XP_029033939.1, XP_029033942.1	XP_017763261.1, XP_017763262.1, XP_017763263.1
OG0001152	XP_029052137.1	XP_017753461.1
OG0001153	XP_029034197.1, XP_029034196.1	XP_017758137.1
OG0001154	XP_029036247.1, XP_029036246.1	XP_017755986.1, XP_017755984.1
OG0001155	XP_029034373.1, XP_029034369.1, XP_029034372.1	XP_017763119.1
OG0001156	XP_029042948.1	XP_017757132.1
OG0001157	XP_029051988.1	XP_017754145.1, XP_017754144.1
OG0001158	XP_029032679.1, XP_029032672.1	XP_017767599.1
OG0001159	XP_029053609.1, XP_029053610.1, XP_029053611.1	XP_017754523.1
OG0001160	XP_029042825.1, XP_029042821.1	XP_017755665.1
OG0001161	XP_029045185.1, XP_029045359.1	XP_017752137.1, XP_017752136.1
OG0001162	XP_029043258.1	XP_017760458.1
OG0001163	XP_029032496.1	XP_017754387.1
OG0001164	XP_029047302.1, XP_029047300.1	XP_017758204.1, XP_017758205.1, XP_017758206.1
OG0001165	XP_029055326.1	XP_017759669.1
OG0001166	XP_029051641.1, XP_029051642.1, XP_029051640.1	XP_017754260.1
OG0001167	XP_029032430.1, XP_029032428.1	XP_017763775.1
OG0001168	XP_029047274.1	XP_017763741.1
OG0001169	XP_029052346.1	XP_017758964.1
OG0001170	XP_029051368.1	XP_017753627.1
OG0001171	XP_029051052.1, XP_029051053.1, XP_029051055.1, XP_029051054.1, XP_029051051.1	XP_017763485.1
OG0001172	XP_029046790.1, XP_029046789.1, XP_029046791.1, XP_029046788.1	XP_017758968.1
OG0001174	XP_029052892.1	XP_017756921.1
OG0001174	XP_029052896.1	XP_017756917.1
OG0001175	XP_029047795.1, XP_029047796.1	XP_017756933.1
OG0001176	XP_029036217.1	XP_017759441.1, XP_017759426.1
OG0001178	XP_029040353.1	XP_017759078.1
OG0001179	XP_029037512.1, XP_029037513.1, XP_029037514.1	XP_017757914.1
OG0001180	XP_029041446.1, XP_029041452.1, XP_029041447.1, XP_029041448.1, XP_029041449.1, XP_029041451.1	XP_017755145.1
OG0001181	XP_029052456.1	XP_017758432.1, XP_017758431.1
OG0001182	XP_029046507.1, XP_029046508.1, XP_029046506.1	XP_017760751.1
OG0001184	XP_029032242.1	XP_017755180.1
OG0001185	XP_029041932.1, XP_029041112.1	XP_017755107.1
OG0001186	XP_029046547.1, XP_029046543.1	XP_017760711.1
OG0001187	XP_029048445.1, XP_029048444.1, XP_029048447.1	XP_017763430.1
OG0001188	XP_029037483.1	XP_017754060.1
OG0001189	XP_029051933.1	XP_017763856.1
OG0001190	XP_029046559.1, XP_029046560.1	XP_017762270.1
OG0001191	XP_029036179.1	XP_017766524.1
OG0001192	XP_029052159.1, XP_029052152.1	XP_017761589.1, XP_017761596.1
OG0001193	XP_029045416.1	XP_017762872.1
OG0001194	XP_029043427.1	XP_017759308.1
OG0001195	XP_029045778.1	XP_017753738.1
OG0001196	XP_029056373.1	XP_017757672.1
OG0001197	XP_029033214.1	XP_017759266.1
OG0001198	XP_029052336.1	XP_017754923.1
OG0001199	XP_029048018.1, XP_029048017.1	XP_017753609.1
OG0001200	XP_029046473.1, XP_029046474.1, XP_029046475.1, XP_029046476.1	XP_017757518.1
OG0001201	XP_029041269.1	XP_017752243.1
OG0001202	XP_029048416.1	XP_017764027.1
OG0001203	XP_029040558.1, XP_029040562.1	XP_017766242.1
OG0001204	XP_029038313.1, XP_029038311.1, XP_029038314.1	XP_017760825.1
OG0001205	XP_029041937.1	XP_017767143.1
OG0001206	XP_029035172.1	XP_017753303.1
OG0001207	XP_029041522.1, XP_029041521.1, XP_029041520.1, XP_029041523.1	XP_017766423.1
OG0001208	XP_029037069.1	XP_017766999.1
OG0001209	XP_029050339.1, XP_029050347.1	XP_017762375.1
OG0001210	XP_029036643.1	XP_017761361.1
OG0001211	XP_029053202.1	XP_017758250.1
OG0001212	XP_029042503.1	XP_017763282.1
OG0001213	XP_029038962.1	XP_017752732.1
OG0001214	XP_029052476.1	XP_017758831.1
OG0001215	XP_029045176.1	XP_017762117.1, XP_017762119.1, XP_017762121.1, XP_017762120.1
OG0001216	XP_029036779.1	XP_017765097.1, XP_017765096.1, XP_017765095.1, XP_017765094.1, XP_017765098.1
OG0001217	XP_029046528.1	XP_017760671.1
OG0001218	XP_029039988.1	XP_017767410.1
OG0001219	XP_029053695.1	XP_017753622.1, XP_017753621.1
OG0001220	XP_029032889.1, XP_029032891.1, XP_029032890.1	XP_017752432.1, XP_017752433.1
OG0001221	XP_029049930.1	XP_017754638.1
OG0001222	XP_029034975.1, XP_029034973.1, XP_029034976.1, XP_029034974.1	XP_017754484.1
OG0001223	XP_029045089.1, XP_029045059.1	XP_017763141.1
OG0001224	XP_029032746.1, XP_029032747.1	XP_017753836.1
OG0001225	XP_029045671.1	XP_017765363.1
OG0001226	XP_029037323.1, XP_029037324.1	XP_017760817.1, XP_017760818.1
OG0001227	XP_029039546.1, XP_029039544.1, XP_029039547.1, XP_029039548.1	XP_017761846.1
OG0001228	XP_029045829.1, XP_029045830.1	XP_017763009.1
OG0001229	XP_029051940.1, XP_029051941.1, XP_029051939.1, XP_029051938.1	XP_017754061.1
OG0001230	XP_029055922.1	XP_017760663.1
OG0001231	XP_029043903.1	XP_017753689.1, XP_017753684.1
OG0001232	XP_029054768.1, XP_029055298.1, XP_029054636.1	XP_017755456.1
OG0001233	XP_029043518.1, XP_029043519.1	XP_017759410.1
OG0001235	XP_029033284.1	XP_017756635.1
OG0001240	XP_029054095.1, XP_029054096.1	XP_017758246.1
OG0001241	XP_029051619.1	XP_017752254.1
OG0001242	XP_029051699.1	XP_017764539.1
OG0001244	XP_029052972.1	XP_017756048.1, XP_017756049.1
OG0001245	XP_029045165.1, XP_029043895.1	XP_017752454.1
OG0001246	XP_029045006.1	XP_017766543.1
OG0001247	XP_029052705.1	XP_017752377.1, XP_017752378.1, XP_017752376.1
OG0001248	XP_029056676.1	XP_017761064.1, XP_017761063.1
OG0001249	XP_029039372.1	XP_017753744.1
OG0001250	XP_029054275.1	XP_017757688.1, XP_017757687.1
OG0001251	XP_029054140.1	XP_017757713.1
OG0001252	XP_029035694.1	XP_017752210.1
OG0001253	XP_029048693.1	XP_017755286.1
OG0001254	XP_029047866.1	XP_017756471.1
OG0001254	XP_029047816.1	XP_017756445.1
OG0001255	XP_029043500.1	XP_017752589.1, XP_017752588.1, XP_017752587.1
OG0001256	XP_029041266.1	XP_017755093.1, XP_017755092.1
OG0001257	XP_029038045.1, XP_029038044.1	XP_017757649.1
OG0001258	XP_029048955.1	XP_017761494.1
OG0001260	XP_029045901.1	XP_017753741.1
OG0001261	XP_029046864.1	XP_017760206.1
OG0001262	XP_029046337.1	XP_017754288.1
OG0001264	XP_029056432.1	XP_017759530.1
OG0001265	XP_029048939.1	XP_017754827.1
OG0001266	XP_029049439.1	XP_017754176.1, XP_017754177.1, XP_017754178.1
OG0001267	XP_029048395.1, XP_029048396.1, XP_029048394.1, XP_029048397.1	XP_017763377.1
OG0001268	XP_029035236.1	XP_017753136.1
OG0001269	XP_029049183.1, XP_029051531.1	XP_017764001.1
OG0001270	XP_029032694.1, XP_029032693.1, XP_029032692.1	XP_017761542.1
OG0001271	XP_029032393.1, XP_029032403.1	XP_017755216.1
OG0001272	XP_029048885.1	XP_017755574.1, XP_017755573.1
OG0001273	XP_029043528.1	XP_017759337.1
OG0001275	XP_029043598.1	XP_017767613.1
OG0001276	XP_029043347.1, XP_029043348.1, XP_029043346.1	XP_017763229.1
OG0001277	XP_029046698.1	XP_017763679.1
OG0001278	XP_029053751.1, XP_029053617.1	XP_017763988.1
OG0001279	XP_029049830.1	XP_017754629.1, XP_017754628.1
OG0001280	XP_029041840.1, XP_029041839.1, XP_029041842.1, XP_029041841.1	XP_017755483.1
OG0001281	XP_029050716.1	XP_017754601.1
OG0001282	XP_029034270.1	XP_017762682.1, XP_017762686.1
OG0001283	XP_029053155.1, XP_029053153.1	XP_017760318.1
OG0001284	XP_029037693.1	XP_017759250.1
OG0001285	XP_029055612.1	XP_017760173.1
OG0001286	XP_029039950.1	XP_017758936.1
OG0001287	XP_029040877.1, XP_029040876.1	XP_017758059.1
OG0001288	XP_029036726.1	XP_017758100.1
OG0001289	XP_029049484.1, XP_029051650.1, XP_029049313.1	XP_017763997.1
OG0001290	XP_029034403.1, XP_029034401.1, XP_029034402.1	XP_017762965.1
OG0001291	XP_029049801.1	XP_017760695.1
OG0001292	XP_029049697.1, XP_029049700.1	XP_017760736.1
OG0001293	XP_029037123.1	XP_017757328.1
OG0001294	XP_029048724.1	XP_017755256.1, XP_017755255.1
OG0001295	XP_029039644.1	XP_017756513.1
OG0001296	XP_029046183.1, XP_029046184.1	XP_017757312.1
OG0001297	XP_029051035.1	XP_017764422.1
OG0001298	XP_029045092.1	XP_017763150.1
OG0001299	XP_029055625.1, XP_029055626.1, XP_029055623.1	XP_017762831.1, XP_017762830.1, XP_017762829.1
OG0001301	XP_029044998.1, XP_029044999.1, XP_029044997.1	XP_017766719.1, XP_017766720.1, XP_017766718.1
OG0001302	XP_029042310.1, XP_029042308.1	XP_017759088.1
OG0001303	XP_029032246.1	XP_017755178.1, XP_017755179.1
OG0001304	XP_029046415.1, XP_029046414.1	XP_017754310.1
OG0001305	XP_029041290.1	XP_017754267.1
OG0001306	XP_029045785.1	XP_017753796.1
OG0001307	XP_029034664.1	XP_017762066.1
OG0001308	XP_029046850.1, XP_029046847.1	XP_017759000.1, XP_017759004.1
OG0001309	XP_029032869.1	XP_017752392.1
OG0001310	XP_029041247.1	XP_017752266.1
OG0001311	XP_029038601.1	XP_017767001.1
OG0001312	XP_029055892.1, XP_029055888.1	XP_017754709.1, XP_017754710.1, XP_017754708.1
OG0001313	XP_029050173.1, XP_029050174.1	XP_017761320.1
OG0001314	XP_029047941.1	XP_017755789.1, XP_017755790.1
OG0001315	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1	XP_017753671.1
OG0001316	XP_029050453.1, XP_029050454.1	XP_017766132.1
OG0001317	XP_029055519.1, XP_029055518.1	XP_017760183.1
OG0001318	XP_029039329.1	XP_017764109.1
OG0001319	XP_029035221.1	XP_017754546.1
OG0001320	XP_029035716.1, XP_029035714.1, XP_029035713.1, XP_029035715.1	XP_017752996.1
OG0001321	XP_029036775.1	XP_017762420.1
OG0001322	XP_029043541.1	XP_017759401.1
OG0001323	XP_029047507.1, XP_029047506.1	XP_017763829.1, XP_017763832.1
OG0001324	XP_029047557.1	XP_017763814.1, XP_017763819.1
OG0001325	XP_029054141.1, XP_029054142.1	XP_017757716.1
OG0001327	XP_029040825.1	XP_017758151.1
OG0001328	XP_029036827.1	XP_017752712.1
OG0001329	XP_029033027.1	XP_017755439.1, XP_017755440.1
OG0001330	XP_029044390.1	XP_017758328.1
OG0001331	XP_029042153.1	XP_017767728.1
OG0001332	XP_029052477.1	XP_017758892.1
OG0001333	XP_029035459.1	XP_017758796.1
OG0001334	XP_029042613.1, XP_029042612.1	XP_017754806.1, XP_017754808.1, XP_017754807.1
OG0001335	XP_029052344.1	XP_017754924.1, XP_017754925.1
OG0001336	XP_029045435.1	XP_017759862.1
OG0001337	XP_029035578.1, XP_029035577.1	XP_017752666.1
OG0001338	XP_029056081.1, XP_029056238.1	XP_017757655.1
OG0001339	XP_029033260.1	XP_017761414.1
OG0001340	XP_029036009.1, XP_029036007.1, XP_029036008.1	XP_017762912.1, XP_017762911.1
OG0001341	XP_029033337.1	XP_017756721.1
OG0001342	XP_029033286.1	XP_017765181.1
OG0001343	XP_029045615.1, XP_029045614.1, XP_029045616.1	XP_017767400.1, XP_017767402.1
OG0001344	XP_029035491.1	XP_017761440.1
OG0001345	XP_029037461.1, XP_029037460.1	XP_017760678.1
OG0001346	XP_029049773.1	XP_017760931.1, XP_017760930.1, XP_017760929.1
OG0001347	XP_029044208.1, XP_029044207.1, XP_029044206.1	XP_017755879.1
OG0001348	XP_029034596.1, XP_029034595.1, XP_029034597.1	XP_017763990.1
OG0001349	XP_029052925.1, XP_029052923.1	XP_017756938.1
OG0001350	XP_029046713.1, XP_029046709.1	XP_017758759.1
OG0001351	XP_029041468.1, XP_029041441.1, XP_029041459.1, XP_029041450.1, XP_029041478.1	XP_017756989.1
OG0001352	XP_029051273.1	XP_017752502.1
OG0001353	XP_029041595.1, XP_029041647.1	XP_017765692.1
OG0001354	XP_029032327.1	XP_017765141.1
OG0001355	XP_029040662.1, XP_029040661.1	XP_017753093.1, XP_017753092.1
OG0001356	XP_029035110.1	XP_017759533.1
OG0001357	XP_029047467.1, XP_029047465.1, XP_029047466.1	XP_017753219.1
OG0001358	XP_029055484.1, XP_029055483.1	XP_017753128.1
OG0001359	XP_029055471.1	XP_017753189.1
OG0001360	XP_029054624.1, XP_029054621.1	XP_017756372.1
OG0001361	XP_029054705.1	XP_017766449.1
OG0001362	XP_029048055.1, XP_029048065.1	XP_017756404.1
OG0001363	XP_029046270.1	XP_017756686.1
OG0001364	XP_029042973.1, XP_029042972.1, XP_029042974.1, XP_029042971.1	XP_017757247.1
OG0001365	XP_029038504.1, XP_029038503.1	XP_017757934.1
OG0001366	XP_029032938.1, XP_029032939.1	XP_017756219.1
OG0001367	XP_029045277.1, XP_029045278.1, XP_029045276.1	XP_017762204.1, XP_017762203.1, XP_017762202.1
OG0001368	XP_029032616.1	XP_017761209.1
OG0001370	XP_029035313.1	XP_017764916.1
OG0001371	XP_029048679.1, XP_029048682.1	XP_017763892.1
OG0001372	XP_029038111.1	XP_017764664.1
OG0001373	XP_029050386.1, XP_029050387.1	XP_017756589.1
OG0001374	XP_029037973.1, XP_029037974.1	XP_017754171.1, XP_017754172.1
OG0001375	XP_029051455.1, XP_029051464.1	XP_017760528.1
OG0001376	XP_029036198.1, XP_029036200.1, XP_029036199.1	XP_017767606.1
OG0001377	XP_029040418.1, XP_029040409.1	XP_017755693.1
OG0001378	XP_029044921.1	XP_017760219.1, XP_017760218.1
OG0001379	XP_029047387.1, XP_029047386.1, XP_029047385.1, XP_029047388.1	XP_017753512.1
OG0001380	XP_029041813.1	XP_017757903.1
OG0001381	XP_029032450.1, XP_029032448.1, XP_029032449.1	XP_017763777.1
OG0001382	XP_029044085.1, XP_029044086.1, XP_029044084.1	XP_017753397.1, XP_017753396.1, XP_017753398.1
OG0001383	XP_029042078.1	XP_017755629.1, XP_017755632.1
OG0001384	XP_029040682.1, XP_029040683.1	XP_017756778.1
OG0001385	XP_029052058.1, XP_029052059.1	XP_017754336.1, XP_017754335.1, XP_017754334.1
OG0001386	XP_029050908.1	XP_017754062.1, XP_017754064.1, XP_017754063.1
OG0001387	XP_029033855.1, XP_029033853.1	XP_017755955.1
OG0001388	XP_029044333.1	XP_017767666.1, XP_017767674.1
OG0001390	XP_029050445.1, XP_029050444.1, XP_029050446.1	XP_017758929.1
OG0001391	XP_029055489.1, XP_029055490.1	XP_017753313.1
OG0001393	XP_029033304.1, XP_029033303.1	XP_017756625.1
OG0001394	XP_029040372.1	XP_017755691.1
OG0001395	XP_029041343.1	XP_017764059.1, XP_017764058.1
OG0001396	XP_029044763.1	XP_017758901.1
OG0001397	XP_029035425.1, XP_029035429.1	XP_017754843.1
OG0001398	XP_029046665.1, XP_029046657.1	XP_017758701.1, XP_017758700.1
OG0001399	XP_029034580.1, XP_029034579.1	XP_017763607.1
OG0001400	XP_029038861.1	XP_017756157.1
OG0001401	XP_029052172.1	XP_017761513.1
OG0001402	XP_029045965.1, XP_029045962.1	XP_017762988.1
OG0001403	XP_029055575.1	XP_017764880.1
OG0001404	XP_029056464.1	XP_017764972.1
OG0001405	XP_029050983.1	XP_017764402.1
OG0001406	XP_029050209.1, XP_029050200.1	XP_017757351.1
OG0001407	XP_029056592.1	XP_017756288.1
OG0001408	XP_029056587.1, XP_029056586.1	XP_017766343.1
OG0001409	XP_029046883.1, XP_029046876.1	XP_017763375.1
OG0001410	XP_029032492.1	XP_017754418.1
OG0001410	XP_029032491.1, XP_029032489.1	XP_017754412.1
OG0001411	XP_029032931.1, XP_029032926.1, XP_029032925.1, XP_029032927.1, XP_029032928.1, XP_029032929.1, XP_029032930.1, XP_029032933.1	XP_017767107.1
OG0001412	XP_029049881.1	XP_017757283.1, XP_017757284.1
OG0001413	XP_029033061.1	XP_017765016.1
OG0001414	XP_029047167.1	XP_017752401.1
OG0001415	XP_029050228.1	XP_017757315.1
OG0001416	XP_029050214.1	XP_017757303.1
OG0001417	XP_029038056.1	XP_017765985.1
OG0001418	XP_029033887.1	XP_017767022.1
OG0001419	XP_029040667.1	XP_017756776.1
OG0001420	XP_029035860.1	XP_017757204.1
OG0001421	XP_029046998.1	XP_017758565.1
OG0001421	XP_029046981.1	XP_017758561.1
OG0001422	XP_029046065.1	XP_017758592.1
OG0001423	XP_029048369.1	XP_017757034.1, XP_017757035.1
OG0001424	XP_029035619.1	XP_017758605.1
OG0001425	XP_029032272.1, XP_029032343.1	XP_017756722.1
OG0001426	XP_029042197.1	XP_017758766.1
OG0001427	XP_029042136.1	XP_017755673.1
OG0001429	XP_029036412.1	XP_017762950.1
OG0001430	XP_029041325.1, XP_029041326.1	XP_017762945.1
OG0001431	XP_029038844.1	XP_017753539.1
OG0001432	XP_029047424.1, XP_029047423.1, XP_029047422.1	XP_017753173.1
OG0001433	XP_029044691.1, XP_029044692.1	XP_017760457.1
OG0001434	XP_029048091.1, XP_029048090.1	XP_017756854.1
OG0001435	XP_029048024.1	XP_017753561.1
OG0001436	XP_029050164.1, XP_029050165.1	XP_017761962.1
OG0001437	XP_029043259.1, XP_029043260.1	XP_017762904.1, XP_017762903.1
OG0001438	XP_029038256.1, XP_029038257.1, XP_029038258.1	XP_017761970.1, XP_017758595.1
OG0001439	XP_029042557.1, XP_029042543.1, XP_029042882.1	XP_017767760.1
OG0001440	XP_029040050.1	XP_017754995.1
OG0001441	XP_029039196.1	XP_017757893.1
OG0001442	XP_029038479.1, XP_029038480.1, XP_029038477.1	XP_017757910.1
OG0001443	XP_029047129.1	XP_017756247.1
OG0001444	XP_029051717.1, XP_029051718.1, XP_029051719.1	XP_017764553.1
OG0001446	XP_029044829.1, XP_029044832.1, XP_029044831.1	XP_017758841.1
OG0001447	XP_029053119.1, XP_029053120.1, XP_029053121.1	XP_017754393.1
OG0001448	XP_029044847.1	XP_017755737.1, XP_017755736.1
OG0001449	XP_029037435.1	XP_017757959.1
OG0001450	XP_029045700.1, XP_029045692.1	XP_017767345.1, XP_017767349.1
OG0001451	XP_029040990.1	XP_017755108.1
OG0001452	XP_029053927.1	XP_017765433.1
OG0001453	XP_029042216.1	XP_017755103.1
OG0001453	XP_029042235.1	XP_017755081.1
OG0001454	XP_029046922.1, XP_029046926.1	XP_017757026.1
OG0001455	XP_029040235.1	XP_017756145.1, XP_017756143.1
OG0001456	XP_029056116.1, XP_029056115.1, XP_029056118.1, XP_029056119.1	XP_017753420.1
OG0001457	XP_029041664.1	XP_017761048.1
OG0001458	XP_029052378.1	XP_017753363.1
OG0001459	XP_029043353.1, XP_029043362.1	XP_017763227.1
OG0001460	XP_029045410.1	XP_017762887.1
OG0001462	XP_029050133.1	XP_017764248.1
OG0001463	XP_029040935.1	XP_017758131.1
OG0001464	XP_029034823.1	XP_017762063.1, XP_017762062.1
OG0001465	XP_029038878.1	XP_017762491.1, XP_017762490.1, XP_017762492.1
OG0001466	XP_029035252.1, XP_029035251.1, XP_029035254.1	XP_017764898.1
OG0001467	XP_029050956.1, XP_029050957.1, XP_029050958.1, XP_029050959.1	XP_017764431.1
OG0001469	XP_029034249.1	XP_017760779.1
OG0001470	XP_029040793.1, XP_029040788.1	XP_017753068.1
OG0001471	XP_029043180.1	XP_017761276.1
OG0001471	XP_029043179.1	XP_017761275.1
OG0001472	XP_029035378.1	XP_017759026.1
OG0001473	XP_029055105.1	XP_017764384.1, XP_017764385.1
OG0001474	XP_029039724.1, XP_029039739.1	XP_017759657.1
OG0001475	XP_029053566.1	XP_017759102.1
