Orthogroup	Osmia_bicornis	Megalopta_genalis
OG0001645	XP_029051134.1	XP_033340540.1
OG0001646	XP_029037613.1	XP_033342476.1
OG0001647	XP_029038338.1, XP_029038339.1	XP_033342979.1
OG0001648	XP_029037299.1, XP_029037308.1	XP_033333750.1
OG0001649	XP_029041461.1	XP_033333760.1
OG0001650	XP_029038966.1	XP_033337103.1
OG0001651	XP_029036355.1	XP_033328124.1, XP_033328123.1, XP_033328122.1, XP_033328125.1
OG0001652	XP_029033280.1	XP_033332737.1
OG0001655	XP_029044304.1	XP_033322082.1
OG0001656	XP_029033426.1, XP_029033425.1, XP_029033427.1, XP_029033428.1	XP_033327563.1
OG0001657	XP_029047413.1	XP_033329477.1
OG0001658	XP_029043182.1	XP_033341886.1, XP_033341887.1, XP_033341884.1
OG0001659	XP_029043227.1, XP_029043226.1	XP_033342075.1
OG0001660	XP_029034207.1, XP_029034206.1, XP_029034209.1, XP_029034208.1, XP_029034210.1	XP_033341908.1
OG0001661	XP_029032091.1, XP_029032092.1	XP_033322497.1
OG0001662	XP_029036184.1	XP_033323637.1
OG0001664	XP_029033025.1	XP_033336666.1, XP_033336750.1
OG0001665	XP_029055195.1	XP_033340376.1
OG0001666	XP_029039213.1	XP_033321505.1
OG0001667	XP_029042415.1	XP_033332443.1
OG0001668	XP_029043126.1	XP_033330459.1
OG0001669	XP_029048744.1, XP_029048743.1, XP_029048745.1	XP_033328258.1
OG0001670	XP_029051320.1	XP_033334970.1
OG0001671	XP_029042341.1	XP_033342825.1
OG0001672	XP_029043197.1, XP_029043290.1	XP_033329123.1, XP_033329124.1, XP_033341760.1, XP_033341759.1, XP_033329122.1
OG0001673	XP_029042751.1	XP_033329140.1, XP_033329135.1
OG0001674	XP_029040139.1	XP_033330516.1, XP_033330515.1
OG0001675	XP_029038046.1	XP_033341374.1, XP_033341378.1
OG0001676	XP_029035770.1	XP_033338809.1, XP_033338798.1, XP_033338787.1
OG0001677	XP_029041102.1, XP_029041093.1, XP_029041085.1, XP_029041078.1	XP_033328701.1
OG0001678	XP_029049876.1, XP_029049875.1	XP_033338997.1, XP_033338998.1
OG0001679	XP_029043390.1	XP_033337694.1
OG0001680	XP_029033413.1, XP_029033411.1	XP_033332968.1
OG0001681	XP_029038135.1	XP_033329577.1, XP_033329576.1, XP_033329575.1
OG0001682	XP_029041515.1, XP_029041514.1	XP_033338217.1, XP_033338218.1
OG0001683	XP_029032106.1	XP_033330557.1, XP_033330552.1
OG0001684	XP_029055941.1	XP_033338041.1, XP_033338032.1, XP_033338030.1, XP_033338021.1, XP_033338012.1
OG0001685	XP_029041638.1	XP_033338251.1, XP_033338252.1
OG0001686	XP_029035982.1, XP_029035980.1	XP_033327127.1
OG0001687	XP_029042927.1, XP_029042928.1	XP_033336915.1
OG0001688	XP_029046939.1, XP_029046942.1, XP_029046952.1, XP_029046931.1	XP_033329711.1
OG0001689	XP_029048503.1	XP_033329749.1, XP_033329748.1
OG0001690	XP_029036508.1	XP_033328136.1, XP_033328135.1
OG0001692	XP_029041305.1	XP_033329493.1, XP_033329494.1
OG0001693	XP_029045077.1, XP_029045076.1, XP_029045078.1	XP_033332839.1
OG0001694	XP_029032666.1	XP_033328465.1, XP_033331870.1
OG0001695	XP_029032320.1	XP_033333695.1
OG0001696	XP_029044209.1	XP_033337378.1
OG0001697	XP_029033420.1, XP_029033422.1, XP_029033421.1	XP_033336610.1
OG0001698	XP_029051518.1, XP_029051519.1, XP_029051520.1	XP_033337444.1, XP_033337446.1
OG0001699	XP_029038525.1, XP_029038526.1	XP_033338981.1
OG0001700	XP_029039866.1, XP_029039865.1	XP_033332582.1
OG0001701	XP_029045702.1, XP_029040426.1	XP_033331469.1
OG0001702	XP_029049024.1	XP_033341057.1
OG0001703	XP_029051453.1	XP_033331749.1
OG0001704	XP_029037579.1	XP_033342353.1, XP_033342352.1, XP_033342355.1
OG0001705	XP_029044903.1, XP_029044906.1	XP_033342889.1, XP_033342895.1
OG0001706	XP_029046509.1	XP_033334641.1
OG0001707	XP_029041748.1	XP_033331322.1, XP_033331319.1
OG0001708	XP_029036078.1, XP_029036072.1	XP_033332212.1
OG0001709	XP_029043791.1, XP_029043793.1, XP_029043788.1, XP_029043790.1, XP_029043786.1, XP_029043787.1	XP_033333555.1
OG0001710	XP_029053876.1	XP_033326774.1, XP_033326559.1, XP_033326767.1, XP_033326766.1, XP_033326768.1
OG0001711	XP_029035720.1, XP_029035719.1	XP_033333873.1, XP_033333908.1
OG0001712	XP_029035729.1, XP_029035730.1	XP_033333860.1
OG0001714	XP_029045335.1	XP_033336062.1
OG0001715	XP_029045366.1	XP_033336334.1
OG0001715	XP_029045382.1	XP_033336338.1
OG0001716	XP_029038466.1, XP_029038465.1	XP_033323945.1
OG0001717	XP_029045449.1, XP_029045451.1, XP_029045450.1	XP_033336266.1
OG0001718	XP_029050462.1	XP_033332279.1
OG0001720	XP_029034698.1	XP_033324957.1, XP_033324958.1, XP_033324959.1
OG0001721	XP_029050954.1	XP_033338863.1, XP_033338864.1
OG0001722	XP_029049893.1	XP_033326368.1, XP_033326377.1
OG0001723	XP_029032284.1, XP_029032285.1	XP_033328496.1
OG0001724	XP_029037997.1	XP_033322936.1, XP_033322938.1
OG0001725	XP_029052641.1	XP_033322648.1
OG0001726	XP_029043219.1	XP_033342071.1, XP_033342073.1, XP_033342074.1
OG0001727	XP_029034160.1	XP_033342040.1, XP_033342039.1
OG0001728	XP_029034278.1, XP_029034279.1	XP_033330758.1
OG0001729	XP_029034185.1, XP_029034186.1	XP_033342079.1
OG0001730	XP_029036310.1	XP_033334265.1
OG0001731	XP_029032073.1, XP_029032064.1	XP_033341803.1, XP_033341822.1
OG0001732	XP_029046262.1	XP_033321634.1
OG0001733	XP_029049896.1	XP_033339042.1
OG0001734	XP_029033085.1	XP_033321851.1
OG0001735	XP_029037811.1, XP_029037812.1, XP_029037810.1	XP_033341368.1
OG0001736	XP_029037157.1	XP_033323315.1
OG0001737	XP_029047068.1	XP_033332123.1, XP_033332124.1
OG0001738	XP_029046024.1	XP_033326579.1
OG0001739	XP_029040193.1	XP_033336904.1
OG0001740	XP_029046699.1	XP_033333848.1, XP_033333850.1
OG0001741	XP_029033838.1, XP_029033818.1	XP_033326986.1
OG0001742	XP_029037770.1	XP_033323152.1
OG0001743	XP_029035666.1	XP_033329704.1, XP_033329710.1, XP_033329707.1
OG0001745	XP_029042142.1, XP_029042143.1	XP_033321319.1
OG0001746	XP_029043822.1	XP_033332910.1
OG0001747	XP_029045166.1	XP_033339909.1, XP_033326366.1
OG0001748	XP_029048720.1	XP_033324255.1, XP_033324254.1
OG0001749	XP_029042783.1	XP_033325824.1
OG0001751	XP_029046466.1	XP_033327977.1, XP_033327976.1
OG0001752	XP_029036617.1, XP_029036614.1	XP_033324053.1
OG0001753	XP_029046460.1, XP_029046459.1	XP_033321101.1, XP_033321100.1
OG0001754	XP_029048092.1	XP_033321053.1, XP_033321051.1
OG0001755	XP_029043103.1, XP_029043102.1, XP_029043104.1	XP_033333678.1
OG0001756	XP_029050805.1	XP_033323525.1, XP_033323500.1
OG0001757	XP_029041507.1, XP_029041720.1	XP_033323788.1, XP_033323790.1, XP_033323789.1, XP_033323792.1, XP_033323791.1
OG0001758	XP_029055403.1	XP_033340217.1, XP_033340216.1
OG0001759	XP_029047255.1	XP_033328489.1
OG0001760	XP_029039212.1	XP_033321491.1, XP_033321484.1
OG0001761	XP_029053483.1	XP_033321111.1
OG0001762	XP_029034896.1	XP_033337766.1, XP_033337767.1
OG0001763	XP_029041226.1	XP_033332831.1
OG0001764	XP_029040987.1	XP_033329513.1
OG0001765	XP_029050137.1	XP_033341826.1
OG0001766	XP_029050771.1	XP_033332623.1
OG0001767	XP_029037529.1	XP_033338007.1, XP_033338009.1
OG0001768	XP_029054160.1, XP_029054171.1	XP_033324058.1
OG0001769	XP_029037511.1	XP_033333687.1
OG0001770	XP_029050538.1	XP_033340631.1
OG0001771	XP_029043019.1	XP_033324480.1
OG0001772	XP_029051451.1, XP_029051452.1	XP_033331712.1
OG0001773	XP_029048990.1, XP_029048991.1, XP_029048992.1, XP_029048993.1, XP_029048994.1	XP_033340979.1
OG0001774	XP_029041191.1	XP_033324475.1, XP_033324477.1, XP_033324476.1, XP_033324474.1
OG0001775	XP_029040517.1	XP_033331779.1
OG0001776	XP_029044572.1, XP_029044573.1	XP_033320907.1
OG0001777	XP_029042305.1, XP_029042307.1, XP_029042306.1	XP_033332075.1
OG0001778	XP_029037925.1, XP_029037926.1	XP_033341230.1, XP_033341232.1
OG0001779	XP_029035132.1	XP_033338296.1
OG0001780	XP_029049827.1	XP_033342609.1
OG0001781	XP_029044157.1	XP_033334478.1
OG0001782	XP_029043998.1, XP_029043973.1	XP_033328996.1
OG0001783	XP_029037319.1	XP_033334598.1
OG0001784	XP_029041158.1	XP_033335166.1, XP_033335173.1
OG0001785	XP_029040354.1	XP_033332475.1, XP_033332487.1
OG0001786	XP_029054371.1	XP_033341684.1
OG0001787	XP_029044987.1, XP_029044985.1	XP_033331484.1
OG0001788	XP_029049263.1	XP_033332027.1, XP_033332030.1, XP_033332031.1
OG0001789	XP_029052104.1, XP_029052103.1	XP_033330259.1
OG0001790	XP_029048586.1	XP_033328440.1, XP_033328431.1
OG0001791	XP_029042578.1, XP_029042579.1, XP_029042581.1	XP_033323408.1
OG0001792	XP_029035687.1	XP_033331362.1, XP_033331389.1
OG0001793	XP_029042555.1	XP_033322945.1, XP_033322944.1
OG0001794	XP_029043534.1	XP_033336668.1
OG0001795	XP_029032761.1, XP_029032760.1	XP_033335705.1, XP_033336326.1
OG0001796	XP_029041877.1	XP_033336111.1
OG0001797	XP_029041832.1, XP_029041831.1, XP_029041830.1	XP_033331719.1
OG0001798	XP_029052756.1, XP_029052753.1, XP_029052754.1, XP_029052751.1, XP_029052752.1, XP_029052755.1	XP_033336422.1
OG0001799	XP_029032800.1	XP_033336246.1
OG0001800	XP_029037405.1	XP_033336451.1, XP_033336452.1, XP_033336449.1, XP_033336450.1
OG0001801	XP_029039404.1	XP_033336592.1
OG0001802	XP_029040459.1	XP_033332633.1
OG0001803	XP_029036819.1, XP_029036821.1	XP_033324608.1, XP_033324609.1
OG0001804	XP_029036957.1	XP_033324639.1, XP_033342115.1
OG0001805	XP_029036949.1	XP_033324872.1
OG0001806	XP_029037753.1, XP_029037752.1	XP_033321034.1
OG0001807	XP_029041055.1	XP_033335153.1
OG0001809	XP_029034765.1	XP_033322345.1
OG0001810	XP_029048634.1	XP_033339849.1, XP_033332459.1
OG0001811	XP_029047372.1, XP_029047369.1	XP_033340121.1, XP_033340122.1, XP_033340120.1
OG0001812	XP_029035219.1	XP_033321372.1
OG0001813	XP_029051773.1	XP_033329525.1
OG0001814	XP_029051589.1	XP_033320829.1, XP_033320828.1, XP_033320830.1
OG0001815	XP_029056008.1, XP_029056009.1, XP_029056043.1, XP_029056045.1	XP_033322746.1
OG0001816	XP_029038702.1	XP_033321232.1
OG0001818	XP_029053223.1	XP_033331269.1
OG0001819	XP_029044394.1, XP_029044395.1	XP_033324893.1
OG0001820	XP_029044429.1	XP_033341616.1, XP_033341615.1
OG0001821	XP_029043141.1, XP_029043142.1	XP_033333504.1
OG0001822	XP_029039675.1	XP_033331498.1, XP_033331496.1
OG0001823	XP_029032982.1	XP_033325963.1
OG0001824	XP_029046693.1	XP_033336936.1, XP_033336937.1
OG0001825	XP_029046482.1	XP_033338975.1, XP_033338973.1, XP_033339823.1, XP_033338974.1, XP_033338988.1
OG0001826	XP_029036442.1, XP_029036443.1	XP_033328109.1
OG0001827	XP_029044131.1, XP_029044142.1, XP_029044233.1, XP_029044226.1	XP_033326929.1, XP_033326930.1
OG0001828	XP_029036641.1, XP_029036632.1	XP_033327799.1
OG0001829	XP_029046152.1	XP_033341742.1, XP_033341749.1
OG0001830	XP_029043436.1, XP_029043437.1	XP_033336383.1
OG0001831	XP_029045797.1	XP_033320897.1, XP_033320906.1
OG0001832	XP_029041519.1, XP_029041734.1	XP_033323709.1
OG0001833	XP_029038957.1, XP_029038958.1	XP_033336996.1
OG0001834	XP_029053234.1	XP_033331258.1, XP_033331256.1, XP_033331257.1
OG0001835	XP_029049846.1, XP_029049847.1	XP_033338627.1
OG0001836	XP_029037606.1	XP_033342465.1, XP_033342466.1
OG0001837	XP_029055638.1, XP_029055637.1, XP_029055636.1, XP_029055635.1	XP_033331950.1
OG0001838	XP_029045669.1	XP_033325393.1, XP_033325394.1
OG0001839	XP_029044162.1, XP_029044161.1, XP_029044163.1	XP_033342932.1
OG0001840	XP_029042475.1	XP_033338709.1, XP_033338708.1
OG0001841	XP_029035273.1, XP_029035270.1, XP_029035271.1, XP_029035272.1	XP_033328379.1
OG0001842	XP_029053723.1	XP_033323654.1
OG0001843	XP_029050499.1	XP_033339650.1, XP_033339649.1
OG0001844	XP_029038965.1, XP_029038963.1	XP_033337102.1
OG0001846	XP_029045067.1	XP_033332945.1
OG0001847	XP_029045552.1, XP_029042421.1	XP_033325833.1, XP_033325836.1
OG0001848	XP_029042278.1, XP_029042281.1	XP_033338701.1, XP_033338700.1
OG0001849	XP_029053000.1, XP_029052794.1	XP_033329172.1
OG0001851	XP_029043433.1, XP_029043434.1	XP_033335979.1
OG0001852	XP_029049963.1	XP_033328364.1
OG0001853	XP_029040742.1, XP_029040741.1	XP_033340137.1
OG0001854	XP_029041194.1, XP_029041193.1	XP_033333124.1
OG0001855	XP_029037886.1, XP_029037889.1, XP_029037890.1, XP_029037887.1	XP_033341522.1, XP_033341523.1
OG0001856	XP_029049390.1	XP_033342389.1
OG0001857	XP_029050306.1	XP_033337484.1
OG0001858	XP_029054462.1, XP_029054463.1	XP_033328746.1, XP_033333697.1
OG0001859	XP_029050084.1	XP_033321657.1, XP_033321656.1
OG0001860	XP_029035045.1	XP_033324507.1
OG0001861	XP_029051539.1	XP_033337459.1, XP_033337460.1
OG0001862	XP_029042137.1, XP_029042124.1	XP_033320825.1
OG0001863	XP_029041018.1, XP_029041027.1, XP_029041010.1, XP_029041001.1	XP_033328696.1
OG0001864	XP_029039632.1, XP_029039631.1	XP_033330427.1
OG0001865	XP_029043124.1, XP_029043123.1, XP_029043121.1	XP_033330458.1
OG0001866	XP_029049840.1	XP_033338873.1
OG0001867	XP_029038883.1	XP_033321365.1
OG0001868	XP_029056074.1, XP_029056064.1	XP_033338847.1, XP_033338848.1
OG0001869	XP_029052121.1	XP_033325530.1
OG0001870	XP_029047792.1, XP_029047789.1, XP_029047790.1, XP_029047791.1	XP_033325694.1
OG0001871	XP_029037711.1	XP_033330829.1
OG0001873	XP_029047572.1	XP_033329865.1, XP_033329866.1
OG0001874	XP_029044648.1, XP_029044647.1, XP_029044646.1	XP_033331823.1
OG0001875	XP_029051069.1	XP_033339099.1, XP_033339101.1, XP_033339100.1, XP_033339103.1, XP_033339102.1, XP_033339106.1, XP_033339104.1
OG0001878	XP_029047677.1, XP_029047678.1	XP_033325218.1
OG0001879	XP_029038569.1, XP_029038560.1	XP_033333758.1
OG0001880	XP_029039996.1	XP_033325864.1, XP_033325866.1
OG0001881	XP_029041278.1, XP_029041277.1, XP_029041276.1	XP_033329981.1
OG0001882	XP_029056466.1	XP_033324926.1
OG0001883	XP_029031883.1, XP_029031881.1, XP_029031882.1	XP_033328140.1
OG0001886	XP_029051955.1	XP_033333434.1
OG0001887	XP_029032780.1	XP_033330920.1
OG0001887	XP_029032784.1	XP_033330921.1
OG0001888	XP_029052268.1	XP_033321006.1, XP_033321010.1
OG0001889	XP_029051952.1, XP_029051365.1, XP_029050132.1, XP_029047480.1, XP_029047481.1	XP_033332306.1
OG0001890	XP_029055115.1, XP_029054219.1, XP_029055020.1	XP_033329354.1
OG0001893	XP_029052943.1, XP_029038295.1	XP_033331772.1
OG0001894	XP_029044991.1, XP_029043396.1, XP_029044978.1	XP_033333717.1
OG0001895	XP_029032787.1	XP_033323944.1
OG0001895	XP_029032785.1	XP_033323942.1
OG0001896	XP_029048954.1, XP_029048953.1, XP_029048952.1	XP_033342556.1
OG0001897	XP_029036048.1	XP_033323442.1
OG0001898	XP_029055833.1, XP_029055832.1	XP_033322474.1
OG0001899	XP_029042037.1	XP_033338295.1
OG0001900	XP_029037604.1, XP_029037603.1, XP_029037602.1, XP_029037601.1	XP_033336465.1
OG0001901	XP_029043199.1	XP_033334169.1
OG0001902	XP_029037502.1	XP_033334103.1
OG0001903	XP_029035120.1, XP_029035125.1	XP_033324498.1
OG0001904	XP_029036316.1, XP_029036318.1, XP_029036317.1	XP_033334101.1
OG0001905	XP_029049864.1, XP_029049863.1	XP_033338642.1
OG0001906	XP_029039595.1	XP_033339796.1, XP_033340551.1, XP_033340558.1, XP_033339900.1
OG0001907	XP_029047981.1	XP_033323820.1
OG0001908	XP_029034320.1	XP_033341776.1
OG0001909	XP_029044864.1	XP_033334912.1, XP_033334911.1, XP_033334913.1
OG0001910	XP_029045610.1, XP_029045607.1, XP_029045608.1, XP_029045609.1	XP_033325405.1
OG0001911	XP_029042692.1, XP_029042690.1, XP_029042691.1	XP_033334782.1
OG0001912	XP_029038192.1	XP_033329553.1, XP_033329263.1
OG0001913	XP_029035334.1	XP_033328342.1, XP_033339826.1, XP_033328340.1
OG0001914	XP_029055364.1	XP_033340939.1
OG0001915	XP_029040388.1	XP_033328769.1, XP_033328770.1
OG0001916	XP_029040557.1, XP_029040556.1	XP_033331588.1, XP_033331587.1
OG0001917	XP_029039127.1	XP_033336613.1, XP_033336614.1
OG0001918	XP_029046834.1, XP_029046833.1, XP_029046835.1	XP_033332659.1
OG0001919	XP_029043337.1, XP_029043336.1	XP_033335937.1, XP_033335939.1
OG0001920	XP_029037857.1, XP_029037856.1	XP_033340093.1
OG0001921	XP_029041014.1, XP_029041015.1	XP_033341753.1
OG0001922	XP_029047646.1, XP_029047645.1	XP_033341991.1
OG0001923	XP_029045152.1, XP_029045153.1, XP_029045154.1	XP_033338415.1
OG0001924	XP_029035240.1	XP_033330164.1
OG0001925	XP_029052341.1, XP_029052343.1	XP_033337411.1
OG0001926	XP_029051886.1	XP_033330864.1
OG0001929	XP_029056552.1	XP_033334108.1, XP_033334109.1, XP_033334110.1
OG0001930	XP_029042186.1	XP_033337141.1, XP_033337142.1, XP_033337137.1
OG0001931	XP_029048628.1	XP_033335532.1
OG0001932	XP_029052008.1	XP_033328574.1
OG0001933	XP_029036580.1	XP_033339272.1, XP_033339273.1, XP_033339274.1
OG0001934	XP_029050310.1	XP_033336622.1, XP_033336632.1
OG0001935	XP_029035343.1	XP_033334332.1
OG0001937	XP_029034121.1, XP_029034120.1	XP_033323634.1, XP_033323636.1, XP_033323635.1
OG0001938	XP_029037425.1	XP_033339521.1, XP_033339520.1
OG0001939	XP_029042346.1	XP_033338538.1, XP_033338537.1
OG0001940	XP_029048517.1	XP_033343072.1, XP_033343071.1, XP_033343075.1
OG0001941	XP_029038535.1	XP_033338947.1
OG0001942	XP_029050225.1, XP_029050224.1	XP_033326185.1
OG0001943	XP_029043767.1, XP_029043765.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043764.1	XP_033329420.1
OG0001944	XP_029032737.1	XP_033335772.1
OG0001945	XP_029040002.1	XP_033341061.1, XP_033341063.1
OG0001946	XP_029048417.1	XP_033326801.1
OG0001948	XP_029039465.1, XP_029039466.1, XP_029039464.1	XP_033322272.1, XP_033322273.1
OG0001949	XP_029045859.1, XP_029045860.1	XP_033322389.1
OG0001951	XP_029052099.1	XP_033331521.1
OG0001952	XP_029043803.1, XP_029043804.1	XP_033334191.1
OG0001954	XP_029044812.1, XP_029044811.1, XP_029044813.1	XP_033333559.1
OG0001955	XP_029041801.1	XP_033335691.1, XP_033335689.1, XP_033335688.1, XP_033335692.1, XP_033335690.1
OG0001956	XP_029055620.1	XP_033340112.1
OG0001957	XP_029047487.1	XP_033332852.1, XP_033332853.1, XP_033332850.1
OG0001958	XP_029035524.1, XP_029035523.1, XP_029035525.1	XP_033336868.1
OG0001959	XP_029034844.1	XP_033322318.1
OG0001960	XP_029036305.1, XP_029036306.1	XP_033330579.1, XP_033330578.1
OG0001961	XP_029044498.1	XP_033330172.1
OG0001962	XP_029046820.1	XP_033332653.1, XP_033332654.1
OG0001963	XP_029045786.1, XP_029045787.1	XP_033324651.1
OG0001964	XP_029040053.1, XP_029040055.1, XP_029040054.1, XP_029040052.1	XP_033339322.1
OG0001965	XP_029041569.1, XP_029041846.1, XP_029041559.1, XP_029041838.1	XP_033323868.1
OG0001966	XP_029039805.1	XP_033320779.1
OG0001967	XP_029053244.1	XP_033322333.1, XP_033322339.1, XP_033322340.1
OG0001968	XP_029049419.1	XP_033324554.1
OG0001969	XP_029047099.1	XP_033337609.1
OG0001970	XP_029034426.1	XP_033330629.1
OG0001971	XP_029043568.1	XP_033336080.1, XP_033336082.1, XP_033323182.1
OG0001972	XP_029037578.1, XP_029037577.1	XP_033342349.1, XP_033342351.1, XP_033342350.1
OG0001973	XP_029052536.1	XP_033324094.1
OG0001974	XP_029047265.1, XP_029047266.1	XP_033340323.1
OG0001975	XP_029044285.1, XP_029044194.1	XP_033326877.1
OG0001976	XP_029038116.1	XP_033341253.1, XP_033341254.1, XP_033341252.1
OG0001977	XP_029049906.1, XP_029049904.1, XP_029049905.1	XP_033326225.1
OG0001978	XP_029035569.1	XP_033332410.1, XP_033332341.1, XP_033332385.1, XP_033332386.1, XP_033339824.1
OG0001979	XP_029048531.1	XP_033340412.1, XP_033340413.1
OG0001980	XP_029055659.1	XP_033340202.1, XP_033340199.1
OG0001981	XP_029044638.1	XP_033323616.1, XP_033326094.1
OG0001982	XP_029039095.1, XP_029039093.1	XP_033336154.1
OG0001983	XP_029034721.1	XP_033322291.1
OG0001984	XP_029034144.1, XP_029034143.1	XP_033330641.1
OG0001985	XP_029051003.1	XP_033338583.1, XP_033338585.1
OG0001986	XP_029050987.1	XP_033338560.1, XP_033338565.1
OG0001987	XP_029042321.1	XP_033338535.1
OG0001988	XP_029042333.1, XP_029042334.1	XP_033339835.1, XP_033338545.1
OG0001989	XP_029042330.1	XP_033338614.1
OG0001990	XP_029052384.1	XP_033339024.1
OG0001991	XP_029052107.1, XP_029052106.1	XP_033330194.1
OG0001992	XP_029052095.1	XP_033330231.1
OG0001993	XP_029052093.1, XP_029052089.1	XP_033330239.1
OG0001994	XP_029039319.1, XP_029039318.1, XP_029039320.1	XP_033329776.1
OG0001995	XP_029038548.1	XP_033332083.1, XP_033332082.1
OG0001996	XP_029038196.1	XP_033329544.1
OG0001997	XP_029038250.1, XP_029038247.1	XP_033329652.1, XP_033329657.1
OG0001998	XP_029046205.1, XP_029046209.1	XP_033326412.1
OG0001999	XP_029044959.1, XP_029044960.1	XP_033330212.1
OG0002000	XP_029044956.1	XP_033330114.1, XP_033330116.1, XP_033330115.1
OG0002001	XP_029035217.1, XP_029035218.1	XP_033321371.1, XP_033321370.1
OG0002002	XP_029042777.1, XP_029042778.1	XP_033339533.1
OG0002003	XP_029048354.1	XP_033335945.1, XP_033335936.1
OG0002004	XP_029046325.1	XP_033332782.1
OG0002004	XP_029046317.1	XP_033332770.1
OG0002005	XP_029046770.1	XP_033337642.1
OG0002006	XP_029034890.1, XP_029034891.1	XP_033337392.1
OG0002007	XP_029044576.1	XP_033320992.1, XP_033320997.1
OG0002008	XP_029052248.1	XP_033330609.1, XP_033330608.1, XP_033330607.1
OG0002009	XP_029045794.1, XP_029045792.1	XP_033321248.1
OG0002010	XP_029045869.1	XP_033339946.1
OG0002011	XP_029053674.1	XP_033329500.1, XP_033329499.1, XP_033329498.1
OG0002012	XP_029053207.1	XP_033321770.1, XP_033321771.1, XP_033321772.1
OG0002013	XP_029038467.1	XP_033323930.1, XP_033323931.1
OG0002014	XP_029036106.1, XP_029036100.1	XP_033332242.1
OG0002015	XP_029046853.1	XP_033324026.1, XP_033324030.1
OG0002016	XP_029040138.1	XP_033336878.1, XP_033336877.1
