Orthogroup	Osmia_bicornis	Dufourea_novaeangliae
OG0001764	XP_029040987.1	XP_015435950.1
OG0001765	XP_029050137.1	XP_015428534.1
OG0001766	XP_029050771.1	XP_015430441.1
OG0001767	XP_029037529.1	XP_015431117.1
OG0001768	XP_029054160.1, XP_029054171.1	XP_015431047.1
OG0001769	XP_029037511.1	XP_015431039.1
OG0001770	XP_029050538.1	XP_015438580.1
OG0001771	XP_029043019.1	XP_015434742.1
OG0001772	XP_029051451.1, XP_029051452.1	XP_015438521.1
OG0001773	XP_029048990.1, XP_029048991.1, XP_029048992.1, XP_029048993.1, XP_029048994.1	XP_015438399.1
OG0001774	XP_029041191.1	XP_015436643.1
OG0001775	XP_029040517.1	XP_015438450.1
OG0001776	XP_029044572.1, XP_029044573.1	XP_015431430.1
OG0001777	XP_029042305.1, XP_029042307.1, XP_029042306.1	XP_015438319.1
OG0001778	XP_029037925.1, XP_029037926.1	XP_015435251.1
OG0001779	XP_029035132.1	XP_015434026.1
OG0001780	XP_029049827.1	XP_015437394.1
OG0001781	XP_029044157.1	XP_015436598.1, XP_015438156.1
OG0001782	XP_029043998.1, XP_029043973.1	XP_015430011.1
OG0001783	XP_029037319.1	XP_015435561.1
OG0001784	XP_029041158.1	XP_015428699.1
OG0001785	XP_029040354.1	XP_015438690.1
OG0001788	XP_029049263.1	XP_015428571.1
OG0001789	XP_029052104.1, XP_029052103.1	XP_015432378.1
OG0001790	XP_029048586.1	XP_015437701.1
OG0001791	XP_029042578.1, XP_029042579.1, XP_029042581.1	XP_015432288.1
OG0001792	XP_029035687.1	XP_015436864.1, XP_015436865.1
OG0001793	XP_029042555.1	XP_015433019.1
OG0001794	XP_029043534.1	XP_015434077.1
OG0001795	XP_029032761.1, XP_029032760.1	XP_015435235.1
OG0001796	XP_029041877.1	XP_015438944.1
OG0001797	XP_029041832.1, XP_029041831.1, XP_029041830.1	XP_015429311.1
OG0001798	XP_029052756.1, XP_029052753.1, XP_029052754.1, XP_029052751.1, XP_029052752.1, XP_029052755.1	XP_015439230.1
OG0001799	XP_029032800.1	XP_015430239.1
OG0001800	XP_029037405.1	XP_015434050.1
OG0001801	XP_029039404.1	XP_015438946.1
OG0001802	XP_029040459.1	XP_015429567.1
OG0001803	XP_029036819.1, XP_029036821.1	XP_015434839.1
OG0001804	XP_029036957.1	XP_015434792.1
OG0001805	XP_029036949.1	XP_015434884.1
OG0001806	XP_029037753.1, XP_029037752.1	XP_015431244.1, XP_015431029.1, XP_015431028.1, XP_015431231.1, XP_015431027.1
OG0001807	XP_029041055.1	XP_015428703.1
OG0001808	XP_029049999.1	XP_015433128.1
OG0001809	XP_029034765.1	XP_015437951.1
OG0001810	XP_029048634.1	XP_015428430.1
OG0001811	XP_029047372.1, XP_029047369.1	XP_015432800.1
OG0001812	XP_029035219.1	XP_015434330.1
OG0001813	XP_029051773.1	XP_015429833.1
OG0001814	XP_029051589.1	XP_015438136.1, XP_015439757.1
OG0001815	XP_029056008.1, XP_029056009.1, XP_029056043.1, XP_029056045.1	XP_015432253.1
OG0001816	XP_029038702.1	XP_015436315.1
OG0001817	XP_029034124.1, XP_029034122.1, XP_029034123.1	XP_015435029.1
OG0001818	XP_029053223.1	XP_015434314.1
OG0001819	XP_029044394.1, XP_029044395.1	XP_015434928.1
OG0001820	XP_029044429.1	XP_015439400.1
OG0001821	XP_029043141.1, XP_029043142.1	XP_015435107.1
OG0001822	XP_029039675.1	XP_015438597.1, XP_015438596.1
OG0001823	XP_029032982.1	XP_015429665.1
OG0001824	XP_029046693.1	XP_015430754.1
OG0001825	XP_029046482.1	XP_015439936.1
OG0001826	XP_029036442.1, XP_029036443.1	XP_015440037.1
OG0001827	XP_029044131.1, XP_029044142.1, XP_029044233.1, XP_029044226.1	XP_015437162.1
OG0001828	XP_029036641.1, XP_029036632.1	XP_015436332.1
OG0001829	XP_029046152.1	XP_015433682.1
OG0001830	XP_029043436.1, XP_029043437.1	XP_015434128.1
OG0001831	XP_029045797.1	XP_015432434.1
OG0001832	XP_029041519.1, XP_029041734.1	XP_015432034.1
OG0001833	XP_029038957.1, XP_029038958.1	XP_015433725.1
OG0001834	XP_029053234.1	XP_015435807.1
OG0001835	XP_029049846.1, XP_029049847.1	XP_015430297.1
OG0001836	XP_029037606.1	XP_015440539.1, XP_015440538.1
OG0001837	XP_029055638.1, XP_029055637.1, XP_029055636.1, XP_029055635.1	XP_015429964.1
OG0001838	XP_029045669.1	XP_015439576.1
OG0001839	XP_029044162.1, XP_029044161.1, XP_029044163.1	XP_015437733.1
OG0001840	XP_029042475.1	XP_015428467.1
OG0001841	XP_029035273.1, XP_029035270.1, XP_029035271.1, XP_029035272.1	XP_015438159.1
OG0001842	XP_029053723.1	XP_015435220.1
OG0001843	XP_029050499.1	XP_015429725.1
OG0001844	XP_029038965.1, XP_029038963.1	XP_015433814.1, XP_015433817.1
OG0001846	XP_029045067.1	XP_015434472.1, XP_015434473.1
OG0001847	XP_029045552.1, XP_029042421.1	XP_015429721.1
OG0001848	XP_029042278.1, XP_029042281.1	XP_015428480.1
OG0001849	XP_029053000.1, XP_029052794.1	XP_015432037.1
OG0001850	XP_029046097.1	XP_015440083.1
OG0001851	XP_029043433.1, XP_029043434.1	XP_015434140.1
OG0001852	XP_029049963.1	XP_015437699.1, XP_015437700.1
OG0001853	XP_029040742.1, XP_029040741.1	XP_015432888.1
OG0001854	XP_029041194.1, XP_029041193.1	XP_015429605.1
OG0001855	XP_029037886.1, XP_029037889.1, XP_029037890.1, XP_029037887.1	XP_015435283.1
OG0001856	XP_029049390.1	XP_015440299.1
OG0001857	XP_029050306.1	XP_015428693.1
OG0001858	XP_029054462.1, XP_029054463.1	XP_015435392.1
OG0001859	XP_029050084.1	XP_015434312.1
OG0001860	XP_029035045.1	XP_015434729.1
OG0001861	XP_029051539.1	XP_015430573.1
OG0001862	XP_029042137.1, XP_029042124.1	XP_015440384.1
OG0001863	XP_029041018.1, XP_029041027.1, XP_029041010.1, XP_029041001.1	XP_015430211.1
OG0001864	XP_029039632.1, XP_029039631.1	XP_015438493.1
OG0001865	XP_029043124.1, XP_029043123.1, XP_029043121.1	XP_015437003.1
OG0001866	XP_029049840.1	XP_015430358.1
OG0001867	XP_029038883.1	XP_015434445.1, XP_015434446.1
OG0001868	XP_029056074.1, XP_029056064.1	XP_015432140.1
OG0001869	XP_029052121.1	XP_015428868.1
OG0001870	XP_029047792.1, XP_029047789.1, XP_029047790.1, XP_029047791.1	XP_015436274.1
OG0001871	XP_029037711.1	XP_015433472.1
OG0001872	XP_029035806.1, XP_029035809.1, XP_029035810.1, XP_029035808.1	XP_015429076.1
OG0001873	XP_029047572.1	XP_015431563.1
OG0001874	XP_029044648.1, XP_029044647.1, XP_029044646.1	XP_015429416.1
OG0001876	XP_029040996.1, XP_029040994.1, XP_029040995.1	XP_015428785.1
OG0001878	XP_029047677.1, XP_029047678.1	XP_015438317.1
OG0001879	XP_029038569.1, XP_029038560.1	XP_015436059.1
OG0001880	XP_029039996.1	XP_015428886.1
OG0001881	XP_029041278.1, XP_029041277.1, XP_029041276.1	XP_015428824.1
OG0001882	XP_029056466.1	XP_015433218.1, XP_015433217.1, XP_015433219.1
OG0001883	XP_029031883.1, XP_029031881.1, XP_029031882.1	XP_015429660.1
OG0001884	XP_029053507.1, XP_029054676.1, XP_029054776.1, XP_029054686.1, XP_029054122.1, XP_029054804.1	XP_015437136.1, XP_015439623.1
OG0001886	XP_029054544.1, XP_029055079.1, XP_029053846.1, XP_029053167.1, XP_029054933.1, XP_029054026.1	XP_015437252.1
OG0001887	XP_029032780.1	XP_015439208.1
OG0001888	XP_029052268.1	XP_015431411.1
OG0001889	XP_029050132.1, XP_029047480.1, XP_029047481.1	XP_015438737.1
OG0001890	XP_029055115.1, XP_029054219.1, XP_029055020.1	XP_015438117.1, XP_015434022.1, XP_015435159.1, XP_015437901.1
OG0001893	XP_029052943.1, XP_029038295.1	XP_015436198.1
OG0001894	XP_029044991.1, XP_029043396.1, XP_029044978.1	XP_015431229.1, XP_015431230.1
OG0001895	XP_029032785.1	XP_015438983.1
OG0001896	XP_029048954.1, XP_029048953.1, XP_029048952.1	XP_015438800.1
OG0001899	XP_029042037.1	XP_015434755.1, XP_015434748.1
OG0001900	XP_029037604.1, XP_029037603.1, XP_029037602.1, XP_029037601.1	XP_015434147.1
OG0001901	XP_029043199.1	XP_015434965.1
OG0001902	XP_029037502.1	XP_015439110.1
OG0001903	XP_029035120.1, XP_029035125.1	XP_015434711.1, XP_015434712.1
OG0001904	XP_029036316.1, XP_029036318.1, XP_029036317.1	XP_015431438.1
OG0001905	XP_029049864.1, XP_029049863.1	XP_015430246.1
OG0001906	XP_029039595.1	XP_015438522.1
OG0001907	XP_029047981.1	XP_015431175.1
OG0001908	XP_029034320.1	XP_015435005.1
OG0001909	XP_029044864.1	XP_015436590.1
OG0001910	XP_029045610.1, XP_029045607.1, XP_029045608.1, XP_029045609.1	XP_015438507.1
OG0001911	XP_029042692.1, XP_029042690.1, XP_029042691.1	XP_015428395.1, XP_015428394.1
OG0001912	XP_029038192.1	XP_015429194.1
OG0001913	XP_029035334.1	XP_015429970.1
OG0001914	XP_029055364.1	XP_015438209.1
OG0001915	XP_029040388.1	XP_015430084.1
OG0001916	XP_029040557.1, XP_029040556.1	XP_015428877.1
OG0001917	XP_029039127.1	XP_015439118.1
OG0001918	XP_029046834.1, XP_029046833.1, XP_029046835.1	XP_015430408.1
OG0001919	XP_029043337.1, XP_029043336.1	XP_015439232.1
OG0001920	XP_029037857.1, XP_029037856.1	XP_015430050.1, XP_015430059.1
OG0001921	XP_029041014.1, XP_029041015.1	XP_015435223.1
OG0001922	XP_029047646.1, XP_029047645.1	XP_015434905.1
OG0001923	XP_029045152.1, XP_029045153.1, XP_029045154.1	XP_015432682.1
OG0001924	XP_029035240.1	XP_015429979.1
OG0001925	XP_029052341.1, XP_029052343.1	XP_015430974.1, XP_015430975.1
OG0001926	XP_029051886.1	XP_015438747.1
OG0001927	XP_029043674.1	XP_015429017.1
OG0001928	XP_029036502.1, XP_029036500.1	XP_015440096.1
OG0001929	XP_029056552.1	XP_015429023.1
OG0001930	XP_029042186.1	XP_015433375.1, XP_015433274.1
OG0001931	XP_029048628.1	XP_015430289.1
OG0001932	XP_029052008.1	XP_015435381.1
OG0001933	XP_029036580.1	XP_015440131.1
OG0001934	XP_029050310.1	XP_015428796.1
OG0001935	XP_029035343.1	XP_015435751.1
OG0001936	XP_029033513.1	XP_015428964.1, XP_015428963.1
OG0001937	XP_029034121.1, XP_029034120.1	XP_015434952.1
OG0001938	XP_029037425.1	XP_015429745.1
OG0001939	XP_029042346.1	XP_015432242.1
OG0001940	XP_029048517.1	XP_015436888.1, XP_015436887.1
OG0001941	XP_029038535.1	XP_015438334.1
OG0001942	XP_029050225.1, XP_029050224.1	XP_015431548.1
OG0001943	XP_029043767.1, XP_029043765.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043764.1	XP_015429286.1
OG0001944	XP_029032737.1	XP_015439097.1
OG0001945	XP_029040002.1	XP_015430601.1
OG0001946	XP_029048417.1	XP_015431733.1
OG0001948	XP_029039465.1, XP_029039466.1, XP_029039464.1	XP_015439356.1
OG0001949	XP_029045859.1, XP_029045860.1	XP_015439430.1, XP_015439429.1
OG0001950	XP_029056629.1, XP_029056628.1	XP_015432347.1
OG0001951	XP_029052099.1	XP_015432405.1
OG0001952	XP_029043803.1, XP_029043804.1	XP_015433623.1
OG0001953	XP_029032028.1, XP_029032030.1, XP_029032029.1	XP_015439618.1
OG0001954	XP_029044812.1, XP_029044811.1, XP_029044813.1	XP_015436042.1
OG0001955	XP_029041801.1	XP_015434058.1
OG0001956	XP_029055620.1	XP_015429922.1
OG0001958	XP_029035524.1, XP_029035523.1, XP_029035525.1	XP_015430790.1
OG0001959	XP_029034844.1	XP_015437989.1
OG0001960	XP_029036305.1, XP_029036306.1	XP_015431843.1
OG0001961	XP_029044498.1	XP_015428575.1
OG0001962	XP_029046820.1	XP_015430430.1
OG0001963	XP_029045786.1, XP_029045787.1	XP_015439383.1
OG0001964	XP_029040053.1, XP_029040055.1, XP_029040054.1, XP_029040052.1	XP_015431390.1
OG0001965	XP_029041569.1, XP_029041846.1, XP_029041559.1, XP_029041838.1	XP_015437140.1
OG0001966	XP_029039805.1	XP_015437177.1
OG0001967	XP_029053244.1	XP_015439348.1
OG0001968	XP_029049419.1	XP_015436563.1
OG0001969	XP_029047099.1	XP_015430896.1
OG0001970	XP_029034426.1	XP_015431069.1, XP_015431056.1
OG0001971	XP_029043568.1	XP_015439271.1, XP_015429309.1
OG0001972	XP_029037578.1, XP_029037577.1	XP_015437329.1
OG0001973	XP_029052536.1	XP_015433355.1
OG0001974	XP_029047265.1, XP_029047266.1	XP_015438185.1
OG0001975	XP_029044285.1, XP_029044194.1	XP_015437205.1
OG0001976	XP_029038116.1	XP_015435395.1
OG0001977	XP_029049906.1, XP_029049904.1, XP_029049905.1	XP_015429374.1
OG0001978	XP_029035569.1	XP_015431745.1
OG0001979	XP_029048531.1	XP_015429898.1
OG0001980	XP_029055659.1	XP_015430043.1, XP_015430039.1
OG0001981	XP_029044638.1	XP_015435206.1
OG0001982	XP_029039095.1, XP_029039093.1	XP_015439244.1
OG0001983	XP_029034721.1	XP_015434916.1, XP_015434915.1
OG0001984	XP_029034144.1, XP_029034143.1	XP_015429701.1
OG0001985	XP_029051003.1	XP_015430284.1
OG0001986	XP_029050987.1	XP_015430279.1
OG0001987	XP_029042321.1	XP_015430350.1
OG0001988	XP_029042333.1, XP_029042334.1	XP_015430269.1, XP_015430270.1
OG0001989	XP_029042330.1	XP_015430259.1
OG0001990	XP_029052384.1	XP_015432316.1
OG0001991	XP_029052107.1, XP_029052106.1	XP_015432344.1
OG0001992	XP_029052095.1	XP_015432323.1
OG0001993	XP_029052093.1, XP_029052089.1	XP_015432394.1
OG0001994	XP_029039319.1, XP_029039318.1, XP_029039320.1	XP_015431694.1
OG0001995	XP_029038548.1	XP_015438067.1
OG0001996	XP_029038196.1	XP_015429249.1
OG0001997	XP_029038250.1, XP_029038247.1	XP_015434438.1
OG0001998	XP_029046205.1, XP_029046209.1	XP_015433688.1
OG0001999	XP_029044959.1, XP_029044960.1	XP_015432404.1
OG0002000	XP_029044956.1	XP_015438023.1
OG0002001	XP_029035217.1, XP_029035218.1	XP_015435871.1
OG0002002	XP_029042777.1, XP_029042778.1	XP_015429694.1
OG0002003	XP_029048354.1	XP_015436908.1
OG0002004	XP_029046317.1	XP_015429552.1
OG0002005	XP_029046770.1	XP_015430417.1
OG0002006	XP_029034890.1, XP_029034891.1	XP_015433539.1
OG0002007	XP_029044576.1	XP_015431312.1, XP_015431316.1
OG0002008	XP_029052248.1	XP_015431844.1, XP_015431845.1
OG0002009	XP_029045794.1, XP_029045792.1	XP_015432433.1
OG0002010	XP_029045869.1	XP_015435633.1
OG0002011	XP_029053674.1	XP_015429255.1
OG0002012	XP_029053207.1	XP_015431484.1
OG0002013	XP_029038467.1	XP_015435210.1
OG0002014	XP_029036106.1, XP_029036100.1	XP_015432350.1
OG0002016	XP_029040138.1	XP_015436663.1
OG0002017	XP_029044440.1	XP_015437532.1
OG0002018	XP_029033016.1, XP_029033017.1	XP_015435906.1
OG0002019	XP_029043742.1	XP_015429192.1
OG0002020	XP_029047994.1, XP_029047996.1, XP_029047995.1	XP_015436190.1
OG0002021	XP_029038798.1	XP_015433932.1
OG0002022	XP_029039352.1	XP_015439538.1
OG0002023	XP_029041900.1, XP_029041629.1	XP_015435070.1
OG0002024	XP_029046439.1	XP_015440025.1
OG0002025	XP_029036410.1, XP_029036409.1	XP_015433235.1
OG0002026	XP_029050430.1, XP_029050427.1	XP_015436767.1
OG0002027	XP_029054351.1	XP_015436755.1
OG0002028	XP_029046030.1	XP_015435799.1
OG0002029	XP_029033309.1	XP_015431744.1
OG0002030	XP_029046018.1, XP_029046017.1	XP_015435920.1
OG0002031	XP_029040038.1	XP_015431301.1
OG0002032	XP_029039837.1	XP_015431364.1
OG0002033	XP_029047510.1, XP_029047511.1, XP_029051392.1	XP_015438364.1
OG0002034	XP_029051411.1	XP_015433433.1
OG0002035	XP_029039740.1	XP_015438587.1, XP_015438584.1
OG0002036	XP_029045349.1	XP_015436497.1
OG0002037	XP_029033196.1, XP_029033198.1, XP_029033195.1	XP_015438680.1
OG0002038	XP_029043289.1, XP_029043288.1, XP_029043287.1	XP_015438684.1
OG0002039	XP_029044670.1, XP_029044672.1, XP_029044671.1, XP_029044669.1	XP_015435705.1
OG0002040	XP_029045966.1	XP_015439396.1
OG0002041	XP_029039525.1	XP_015434864.1
OG0002042	XP_029053255.1	XP_015432445.1
OG0002043	XP_029035195.1	XP_015428712.1
OG0002044	XP_029034998.1, XP_029035009.1	XP_015433528.1
OG0002045	XP_029035030.1, XP_029035031.1	XP_015433530.1
OG0002046	XP_029051170.1	XP_015429617.1
OG0002047	XP_029047194.1	XP_015429344.1
OG0002048	XP_029033777.1, XP_029033776.1	XP_015434267.1
OG0002049	XP_029053222.1, XP_029053268.1	XP_015431962.1
OG0002050	XP_029043856.1, XP_029043854.1, XP_029043855.1, XP_029043857.1, XP_029043858.1	XP_015440163.1
OG0002051	XP_029042094.1, XP_029042095.1	XP_015433311.1
OG0002052	XP_029047239.1	XP_015434467.1
OG0002053	XP_029035391.1	XP_015435504.1
OG0002054	XP_029039905.1	XP_015428885.1
OG0002055	XP_029044186.1	XP_015430933.1
OG0002057	XP_029052320.1	XP_015433515.1, XP_015433514.1
OG0002058	XP_029049580.1	XP_015430425.1
OG0002059	XP_029050839.1	XP_015430479.1
OG0002060	XP_029045530.1, XP_029045527.1, XP_029045528.1, XP_029045531.1	XP_015440062.1
OG0002061	XP_029045340.1	XP_015439093.1
OG0002062	XP_029045427.1, XP_029045426.1, XP_029045424.1	XP_015439036.1
OG0002063	XP_029048600.1, XP_029048604.1	XP_015435161.1
OG0002065	XP_029048094.1, XP_029048095.1	XP_015432017.1
OG0002066	XP_029037292.1	XP_015432025.1
OG0002067	XP_029040202.1, XP_029040204.1	XP_015431973.1
OG0002068	XP_029040646.1	XP_015429842.1
OG0002069	XP_029045618.1	XP_015439563.1
OG0002070	XP_029050676.1	XP_015436493.1
OG0002073	XP_029051144.1, XP_029051145.1, XP_029051143.1	XP_015432629.1
OG0002074	XP_029035492.1	XP_015437044.1
OG0002075	XP_029037358.1, XP_029037357.1	XP_015440514.1
OG0002076	XP_029049819.1	XP_015437712.1
OG0002077	XP_029035968.1	XP_015430662.1
OG0002078	XP_029033443.1	XP_015430715.1, XP_015430716.1, XP_015430714.1
OG0002079	XP_029047966.1, XP_029047967.1	XP_015436231.1
OG0002080	XP_029047785.1	XP_015436412.1
OG0002081	XP_029053599.1	XP_015436808.1
OG0002082	XP_029045506.1	XP_015440043.1
OG0002083	XP_029036577.1, XP_029036575.1	XP_015439821.1
OG0002084	XP_029036599.1	XP_015433399.1
OG0002085	XP_029041541.1	XP_015429047.1, XP_015429046.1
OG0002087	XP_029032253.1	XP_015433739.1, XP_015433861.1
OG0002088	XP_029052543.1, XP_029052515.1	XP_015429438.1
OG0002089	XP_029035089.1, XP_029035093.1	XP_015428682.1
OG0002090	XP_029055491.1	XP_015436791.1
OG0002091	XP_029055431.1	XP_015437528.1
OG0002092	XP_029055452.1	XP_015438078.1
OG0002093	XP_029055561.1	XP_015437845.1
OG0002094	XP_029034129.1	XP_015434957.1
OG0002095	XP_029054534.1	XP_015432466.1
OG0002096	XP_029054720.1	XP_015431267.1
OG0002097	XP_029056600.1	XP_015431471.1
OG0002098	XP_029041960.1, XP_029041958.1, XP_029041959.1	XP_015431921.1
OG0002099	XP_029042892.1	XP_015436938.1
OG0002100	XP_029042916.1	XP_015430757.1
OG0002101	XP_029035985.1	XP_015430836.1
OG0002102	XP_029042313.1	XP_015432686.1
OG0002103	XP_029035286.1	XP_015438294.1, XP_015438293.1
OG0002104	XP_029035096.1, XP_029035094.1	XP_015428744.1
OG0002105	XP_029032309.1	XP_015436909.1
OG0002106	XP_029051339.1	XP_015440456.1
OG0002107	XP_029048823.1	XP_015438131.1
OG0002108	XP_029042735.1	XP_015437280.1
OG0002109	XP_029050917.1	XP_015432916.1
OG0002110	XP_029051985.1	XP_015435391.1
OG0002111	XP_029043812.1, XP_029043821.1	XP_015429724.1
OG0002112	XP_029048129.1	XP_015438980.1
OG0002113	XP_029050448.1	XP_015436792.1
OG0002114	XP_029037834.1	XP_015429465.1
OG0002115	XP_029040339.1, XP_029040330.1	XP_015429706.1, XP_015429698.1
OG0002116	XP_029041099.1, XP_029041100.1, XP_029041101.1	XP_015428765.1
OG0002117	XP_029033414.1	XP_015431150.1
OG0002118	XP_029048460.1	XP_015439630.1
OG0002119	XP_029048342.1, XP_029048341.1	XP_015433734.1
OG0002120	XP_029042716.1	XP_015438752.1, XP_015438753.1
OG0002122	XP_029040643.1, XP_029040642.1	XP_015432569.1
OG0002124	XP_029049576.1, XP_029049578.1	XP_015434216.1
OG0002125	XP_029033745.1, XP_029033744.1, XP_029033747.1, XP_029033746.1	XP_015432633.1
OG0002126	XP_029037028.1	XP_015429333.1, XP_015429330.1, XP_015429332.1
OG0002127	XP_029033231.1	XP_015431701.1
OG0002128	XP_029034323.1	XP_015430739.1
OG0002129	XP_029034505.1	XP_015437128.1
OG0002130	XP_029046256.1	XP_015430781.1, XP_015430644.1
OG0002131	XP_029039182.1, XP_029039180.1, XP_029039179.1, XP_029039178.1	XP_015428746.1
OG0002132	XP_029047012.1	XP_015431736.1
OG0002133	XP_029033136.1	XP_015439520.1
OG0002134	XP_029036474.1	XP_015440217.1
OG0002135	XP_029055713.1, XP_029055714.1	XP_015440042.1
OG0002136	XP_029043901.1	XP_015439971.1, XP_015439970.1
OG0002137	XP_029055606.1, XP_029055603.1	XP_015437165.1
OG0002138	XP_029048125.1	XP_015438610.1
OG0002139	XP_029041308.1	XP_015429212.1
OG0002140	XP_029055389.1, XP_029055388.1	XP_015437284.1
OG0002141	XP_029051057.1, XP_029051058.1	XP_015429619.1
OG0002142	XP_029044288.1	XP_015430447.1
OG0002143	XP_029052257.1, XP_029052234.1	XP_015436505.1
OG0002144	XP_029038151.1	XP_015434419.1, XP_015437434.1
OG0002145	XP_029044263.1, XP_029044264.1, XP_029044265.1	XP_015430483.1
OG0002146	XP_029044581.1, XP_029044578.1	XP_015429581.1
OG0002147	XP_029037853.1	XP_015436077.1
OG0002148	XP_029041385.1	XP_015436050.1
OG0002150	XP_029050556.1, XP_029050555.1	XP_015438385.1
OG0002151	XP_029048995.1, XP_029048996.1	XP_015438502.1
OG0002152	XP_029035246.1	XP_015436573.1
OG0002153	XP_029051358.1	XP_015440526.1
OG0002154	XP_029048862.1	XP_015440528.1
OG0002156	XP_029048577.1	XP_015434779.1
OG0002157	XP_029039271.1, XP_029039268.1	XP_015439123.1
OG0002158	XP_029032803.1, XP_029032804.1	XP_015439132.1
OG0002159	XP_029037593.1	XP_015434196.1, XP_015434197.1
OG0002160	XP_029043468.1	XP_015438930.1
OG0002162	XP_029037820.1	XP_015429331.1
OG0002163	XP_029040949.1	XP_015434888.1
OG0002164	XP_029053252.1, XP_029053248.1	XP_015432455.1
OG0002165	XP_029036950.1	XP_015434861.1
OG0002166	XP_029043030.1	XP_015434751.1
OG0002167	XP_029050118.1	XP_015431479.1
OG0002168	XP_029044867.1	XP_015431819.1
OG0002169	XP_029037980.1, XP_029037981.1	XP_015435279.1
OG0002170	XP_029032385.1	XP_015436168.1
OG0002171	XP_029032193.1	XP_015437724.1
OG0002172	XP_029042714.1, XP_029042643.1	XP_015429738.1
OG0002173	XP_029055497.1	XP_015436120.1
OG0002174	XP_029034182.1, XP_029034183.1	XP_015434994.1
OG0002175	XP_029040615.1	XP_015436023.1
OG0002176	XP_029053889.1	XP_015433988.1
OG0002178	XP_029032081.1	XP_015434949.1
OG0002179	XP_029033884.1, XP_029033883.1	XP_015432564.1
OG0002180	XP_029040626.1, XP_029040627.1	XP_015434327.1
OG0002181	XP_029033775.1, XP_029033774.1, XP_029033773.1	XP_015431446.1
