Orthogroup	Habropoda_laboriosa	Drosophila_melanogaster
OG0001654	XP_017791347.1	NP_001246814.1
OG0001655	XP_017794236.1	NP_001245567.1
OG0001656	XP_017790946.1	NP_569872.1
OG0001657	XP_017792392.1	NP_001286489.1
OG0001658	XP_017796992.1	NP_001259992.1
OG0001659	XP_017796597.1	NP_730944.2
OG0001660	XP_017789070.1	NP_648750.1
OG0001662	XP_017796675.1	NP_001097377.2
OG0001663	XP_017791598.1	NP_649918.1
OG0001664	XP_017788645.1, XP_017788639.1	NP_648183.3
OG0001665	XP_017789292.1	NP_001014619.2
OG0001666	XP_017794583.1, XP_017794586.1, XP_017794584.1, XP_017794585.1	NP_001163472.1, NP_649145.1
OG0001667	XP_017792197.1	NP_001261574.1
OG0001669	XP_017792688.1	NP_001287417.1
OG0001670	XP_017797873.1	NP_001138149.1
OG0001671	XP_017793876.1	NP_732316.2
OG0001672	XP_017791223.1	NP_001246400.1
OG0001673	XP_017799244.1	NP_649883.1
OG0001674	XP_017799245.1	NP_001260539.1
OG0001675	XP_017798751.1	NP_001261382.1
OG0001676	XP_017794152.1	NP_001163073.2
OG0001677	XP_017795798.1, XP_017795797.1	NP_001260561.1
OG0001679	XP_017789223.1	NP_611460.1
OG0001680	XP_017787548.1, XP_017787547.1	NP_001260364.1, NP_001033899.1
OG0001681	XP_017788788.1	NP_001163282.1
OG0001682	XP_017789514.1	NP_001285158.1
OG0001684	XP_017799022.1, XP_017799034.1	NP_001368993.1
OG0001685	XP_017788060.1	NP_001097520.2
OG0001686	XP_017793018.1	NP_731649.2
OG0001687	XP_017788725.1	NP_609069.1
OG0001688	XP_017798487.1	NP_001104382.3
OG0001690	XP_017797806.1	NP_652015.1
OG0001693	XP_017790115.1	NP_001245400.1
OG0001694	XP_017789348.1	NP_610256.1
OG0001695	XP_017796714.1, XP_017796715.1, XP_017796713.1	NP_001262760.1
OG0001696	XP_017794582.1, XP_017794581.1	NP_001247156.1
OG0001697	XP_017793560.1	NP_001245797.1
OG0001699	XP_017794255.1	NP_733303.2
OG0001700	XP_017789552.1	NP_001189311.1
OG0001701	XP_017793264.1	NP_995862.1
OG0001702	XP_017790324.1	NP_651170.1
OG0001703	XP_017793259.1, XP_017793185.1	NP_001262871.1, NP_651242.1
OG0001704	XP_017791498.1	NP_001356971.1
OG0001706	XP_017791445.1	NP_001247116.1
OG0001707	XP_017797534.1	NP_001262589.2
OG0001708	XP_017793934.1	NP_001287390.1
OG0001709	XP_017789504.1	NP_001303494.1
OG0001710	XP_017790357.1	NP_651745.1
OG0001711	XP_017798206.1	NP_608741.1
OG0001712	XP_017789844.1	NP_001188885.2
OG0001713	XP_017789213.1	NP_001033943.2
OG0001714	XP_017792904.1	NP_649156.1
OG0001715	XP_017795242.1	NP_001285698.1
OG0001716	XP_017797518.1	NP_001163671.1
OG0001717	XP_017798111.1	NP_611675.2
OG0001718	XP_017788200.1	NP_001287021.1, NP_001261456.1, NP_001261457.1
OG0001719	XP_017799086.1, XP_017799085.1, XP_017799084.1	NP_001245568.1
OG0001720	XP_017790527.1	NP_610938.1
OG0001722	XP_017792195.1	NP_723401.1
OG0001723	XP_017791814.1	NP_001188979.1, NP_524242.2, NP_001287190.1
OG0001724	XP_017790653.1	NP_001261391.1
OG0001725	XP_017792815.1	NP_524401.2
OG0001726	XP_017792590.1	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1
OG0001727	XP_017793946.1	NP_001036351.2
OG0001728	XP_017795059.1	NP_001286002.1
OG0001729	XP_017789767.1	NP_001286919.1
OG0001730	XP_017797255.1	NP_001247378.2, NP_001245717.1, NP_001245715.1
OG0001731	XP_017789010.1	NP_572995.1, NP_001163445.1
OG0001732	XP_017796000.1	NP_651725.1
OG0001733	XP_017789924.1	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2
OG0001734	XP_017797171.1	NP_608563.1
OG0001735	XP_017796517.1	NP_609387.1
OG0001736	XP_017788466.1	NP_001097937.1
OG0001737	XP_017794221.1	NP_001259675.1, NP_001033853.1
OG0001738	XP_017795108.1	NP_001014543.1
OG0001739	XP_017795472.1	NP_001246653.1
OG0001740	XP_017791384.1, XP_017791392.1	NP_001036555.1
OG0001742	XP_017789562.1	NP_733224.2
OG0001743	XP_017788870.1	NP_001285126.1
OG0001744	XP_017796839.1	NP_651315.2
OG0001745	XP_017798901.1	NP_650743.1
OG0001746	XP_017790066.1	NP_524852.2
OG0001747	XP_017796858.1	NP_001261633.1
OG0001748	XP_017796452.1	NP_001189227.1
OG0001749	XP_017788365.1	NP_001036722.1
OG0001750	XP_017797356.1	NP_001261148.1
OG0001751	XP_017796400.1	NP_001286159.1
OG0001752	XP_017788532.1	NP_651792.1, NP_651791.2
OG0001753	XP_017790149.1	NP_523391.3
OG0001754	XP_017799002.1, XP_017799259.1	NP_651671.1
OG0001755	XP_017791170.1, XP_017788759.1	NP_573318.1, NP_609759.1
OG0001756	XP_017788252.1	NP_649646.3
OG0001757	XP_017788740.1, XP_017788737.1	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1
OG0001758	XP_017796060.1	NP_001163069.1
OG0001759	XP_017792584.1	NP_001287202.1
OG0001760	XP_017795647.1	NP_732069.3
OG0001762	XP_017793896.1	NP_001261764.1
OG0001763	XP_017793036.1, XP_017793035.1	NP_650223.1
OG0001764	XP_017793686.1	NP_001287421.2, NP_650876.1
OG0001765	XP_017791359.1	NP_731461.1
OG0001766	XP_017798815.1	NP_001261659.1
OG0001767	XP_017792208.1	NP_723294.1
OG0001768	XP_017790076.1	NP_572805.1
OG0001771	XP_017793661.1	NP_727732.1, NP_001097831.1
OG0001775	XP_017798439.1	NP_523735.2
OG0001776	XP_017793207.1	NP_620470.1
OG0001777	XP_017789765.1, XP_017789772.1	NP_001245758.1
OG0001778	XP_017795229.1	NP_001262233.1
OG0001779	XP_017793884.1	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1
OG0001780	XP_017798572.1	NP_610617.1
OG0001781	XP_017797368.1	NP_650423.1
OG0001782	XP_017792078.1	NP_649000.1
OG0001783	XP_017795149.1	NP_647892.1
OG0001784	XP_017798029.1	NP_001163585.1
OG0001785	XP_017797199.1, XP_017797200.1	NP_524416.1
OG0001786	XP_017795373.1	NP_001260689.1
OG0001787	XP_017791838.1	NP_648786.1
OG0001788	XP_017798997.1	NP_724103.1
OG0001789	XP_017790648.1	NP_651728.1
OG0001790	XP_017787502.1, XP_017787516.1	NP_649460.3
OG0001791	XP_017790506.1, XP_017790507.1	NP_572504.1
OG0001792	XP_017791405.1	NP_611734.1
OG0001793	XP_017789159.1	NP_608828.2
OG0001794	XP_017790352.1	NP_001259442.1
OG0001796	XP_017794875.1	NP_477212.1
OG0001797	XP_017794907.1	NP_523830.2
OG0001799	XP_017798101.1	NP_001260496.1
OG0001800	XP_017788341.1	NP_001262652.1, NP_001262651.1
OG0001801	XP_017793223.1	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1
OG0001802	XP_017788416.1	NP_001162765.1
OG0001803	XP_017798289.1	NP_001015387.1
OG0001804	XP_017788661.1, XP_017788660.1	NP_728575.2, NP_612081.1
OG0001805	XP_017798644.1	NP_649038.1, NP_730334.2
OG0001806	XP_017790958.1	NP_610087.2
OG0001807	XP_017788285.1	NP_001286460.1
OG0001808	XP_017796496.1	NP_650163.2, NP_650840.1
OG0001809	XP_017794298.1	NP_609837.1
OG0001810	XP_017790447.1, XP_017790446.1	NP_001246271.1
OG0001811	XP_017789341.1	NP_001262677.1
OG0001812	XP_017788724.1	NP_001259970.1
OG0001813	XP_017794048.1	NP_611350.1
OG0001814	XP_017790229.1	NP_524758.1
OG0001816	XP_017794366.1	NP_648106.1
OG0001818	XP_017788560.1	NP_001285489.1
OG0001820	XP_017796387.1, XP_017793841.1	NP_649757.1
OG0001821	XP_017794565.1	NP_001287100.1
OG0001822	XP_017790143.1	NP_995873.2
OG0001823	XP_017795882.1	NP_609767.2, NP_001260489.1
OG0001824	XP_017794482.1	NP_001356918.1
OG0001825	XP_017796474.1	NP_001285277.1
OG0001826	XP_017792044.1	NP_610191.2
OG0001827	XP_017790702.1	NP_001261341.1
OG0001828	XP_017792068.1	NP_477184.1
OG0001830	XP_017796097.1	NP_001189170.1
OG0001831	XP_017798675.1	NP_648895.1
OG0001832	XP_017796598.1	NP_611293.3
OG0001833	XP_017795836.1	NP_001262071.1
OG0001834	XP_017792894.1, XP_017792893.1	NP_725449.1, NP_611238.2, NP_001285657.1
OG0001835	XP_017788160.1	NP_648567.2, NP_729801.1
OG0001836	XP_017787972.1	NP_001097041.2
OG0001838	XP_017792110.1	NP_649809.1
OG0001839	XP_017798036.1	NP_001287516.1, NP_524496.1
OG0001840	XP_017796094.1	NP_001287291.1
OG0001841	XP_017795639.1	NP_649554.1
OG0001843	XP_017791221.1	NP_001163392.1
OG0001844	XP_017797809.1	NP_733332.1
OG0001845	XP_017799544.1	NP_649732.1
OG0001846	XP_017793705.1	NP_788721.1
OG0001847	XP_017791488.1	NP_001163705.1
OG0001848	XP_017794301.1	NP_610735.1
OG0001849	XP_017798891.1	NP_001303451.1, NP_524581.1
OG0001850	XP_017797754.1, XP_017797753.1	NP_001097569.1
OG0001851	XP_017794948.1	NP_524795.2
OG0001852	XP_017793405.1	NP_611258.2
OG0001853	XP_017790883.1	NP_001285407.1
OG0001854	XP_017794822.1	NP_610231.2, NP_525107.1, NP_536747.2
OG0001855	XP_017791362.1	NP_001097922.1
OG0001856	XP_017794392.1	NP_650446.2
OG0001858	XP_017788813.1	NP_651605.1
OG0001859	XP_017789873.1	NP_001261279.1, NP_608679.1
OG0001860	XP_017791733.1	NP_001286627.1
OG0001861	XP_017790754.1	NP_524274.1
OG0001862	XP_017793258.1	NP_001096954.1
OG0001863	XP_017791154.1, XP_017791153.1	NP_001303452.1
OG0001864	XP_017796198.1	NP_001259978.1
OG0001865	XP_017792067.1	NP_001036440.1
OG0001866	XP_017798718.1	NP_610462.3
OG0001867	XP_017789784.1	NP_651658.1
OG0001868	XP_017793065.1	NP_732113.3
OG0001869	XP_017793537.1	NP_477402.1
OG0001870	XP_017789092.1, XP_017789091.1	NP_001285457.1
OG0001871	XP_017793734.1	NP_572522.2
OG0001872	XP_017794257.1	NP_536773.1
OG0001873	XP_017798861.1	NP_730982.1
OG0001874	XP_017793733.1	NP_477024.1
OG0001875	XP_017791620.1	NP_511130.2
OG0001876	XP_017794660.1	NP_001368952.1
OG0001877	XP_017795894.1	NP_001014498.1
OG0001878	XP_017794841.1	NP_001259740.1, NP_001260348.1
OG0001879	XP_017796154.1	NP_652101.2
OG0001880	XP_017790601.1	NP_001033948.1
OG0001881	XP_017797470.1	NP_722959.1
OG0001882	XP_017788444.1	NP_001188575.1
OG0001883	XP_017792086.1	NP_650805.1
OG0001884	XP_017795759.1	NP_001188772.1
OG0001885	XP_017787749.1	NP_001262303.1
OG0001886	XP_017798065.1	NP_001261166.1
OG0001887	XP_017796424.1	NP_723772.2
OG0001888	XP_017798513.1	NP_001286416.1
OG0001889	XP_017792380.1	NP_651593.1
OG0001890	XP_017798598.1	NP_609530.1
OG0001891	XP_017796024.1	NP_476733.1
OG0001892	XP_017792206.1, XP_017792207.1	NP_001245925.1, NP_611294.1
OG0001893	XP_017789830.1	NP_477049.2
OG0001894	XP_017788208.1	NP_001137875.1
OG0001895	XP_017798560.1	NP_524651.2
OG0001896	XP_017789814.1	NP_609570.1
OG0001897	XP_017792467.1	NP_611140.3
OG0001898	XP_017799201.1	NP_001263035.1
OG0001899	XP_017793378.1	NP_724878.2
OG0001900	XP_017796938.1	NP_001259735.1
OG0001901	XP_017793421.1	NP_651080.2
OG0001902	XP_017792923.1	NP_001286818.1
OG0001903	XP_017790151.1	NP_001285675.1
OG0001905	XP_017790820.1	NP_001287263.1
OG0001906	XP_017795460.1	NP_001245625.1
OG0001908	XP_017789053.1	NP_650314.1
OG0001909	XP_017788624.1	NP_001033913.1
OG0001910	XP_017796487.1	NP_648745.1
OG0001912	XP_017789374.1, XP_017789373.1	NP_001286124.1
OG0001913	XP_017788497.1	NP_524909.1
OG0001914	XP_017794479.1	NP_608998.2, NP_001188704.1
OG0001915	XP_017790631.1	NP_001014612.1
OG0001916	XP_017796382.1	NP_648272.1
OG0001917	XP_017787877.1	NP_611237.2
OG0001919	XP_017789323.1	NP_610950.2
OG0001920	XP_017790921.1	NP_608361.3
OG0001921	XP_017790912.1	NP_001036438.1
OG0001922	XP_017788435.1	NP_001246140.1
OG0001923	XP_017787614.1	NP_726381.1
OG0001924	XP_017795840.1	NP_609384.1
OG0001925	XP_017794515.1	NP_476618.1
OG0001926	XP_017787450.1, XP_017787451.1, XP_017787452.1	NP_609736.1
OG0001927	XP_017794881.1	NP_524688.1
OG0001928	XP_017793870.1	NP_001261246.1
OG0001929	XP_017795389.1	NP_001260566.1, NP_001260567.1
OG0001930	XP_017790170.1	NP_650547.1
OG0001931	XP_017792740.1	NP_001097135.1
OG0001933	XP_017788181.1	NP_524431.2
OG0001935	XP_017788329.1	NP_001015254.1
OG0001936	XP_017787497.1	NP_001286158.1
OG0001937	XP_017797362.1	NP_001259619.1
OG0001938	XP_017791839.1	NP_001286427.1
OG0001939	XP_017788602.1	NP_649157.1
OG0001940	XP_017795175.1	NP_001287364.1
OG0001941	XP_017788269.1	NP_001368962.1
OG0001942	XP_017787537.1	NP_001260565.1, NP_476804.1
OG0001943	XP_017793244.1	NP_001188918.1, NP_651214.2
OG0001944	XP_017799157.1	NP_001163494.1
OG0001945	XP_017792958.1	NP_572873.2
OG0001946	XP_017793389.1	NP_001303420.1
OG0001947	XP_017798164.1, XP_017798141.1	NP_649796.1
OG0001949	XP_017787365.1	NP_001285813.1
OG0001950	XP_017788139.1	NP_001261595.1
OG0001951	XP_017793827.1, XP_017793829.1	NP_726846.1
OG0001952	XP_017787415.1	NP_001245466.1
OG0001953	XP_017792662.1, XP_017787425.1, XP_017787424.1	NP_788450.1
OG0001954	XP_017791395.1	NP_001263037.1
OG0001956	XP_017796758.1	NP_610804.1
OG0001959	XP_017790743.1, XP_017790744.1	NP_649972.1
OG0001960	XP_017796201.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_017788069.1, XP_017788070.1, XP_017788068.1	NP_001286875.1
OG0001962	XP_017788703.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_017790030.1	NP_648053.1
OG0001964	XP_017789778.1	NP_001287227.1
OG0001965	XP_017792304.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_017798608.1	NP_001286827.1
OG0001967	XP_017793653.1, XP_017793652.1	NP_001262353.1
OG0001968	XP_017789546.1, XP_017789548.1	NP_001097756.1
OG0001969	XP_017795023.1	NP_001259204.1
OG0001971	XP_017789064.1	NP_723787.1
OG0001973	XP_017791160.1	NP_726095.2
OG0001974	XP_017796173.1	NP_648645.1
OG0001975	XP_017787874.1	NP_001260979.1
OG0001976	XP_017791025.1	NP_001138150.1
OG0001977	XP_017787779.1	NP_611067.2
OG0001981	XP_017795371.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001987	XP_017788900.1, XP_017788899.1	NP_001356937.1
OG0001988	XP_017794234.1	NP_524001.2
OG0001989	XP_017788148.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_017788242.1, XP_017788250.1	NP_788760.1
OG0001991	XP_017798955.1	NP_001262998.1
OG0001992	XP_017789417.1	NP_001245552.1
OG0001993	XP_017792661.1	NP_611538.1
OG0001994	XP_017790509.1	NP_651072.1
OG0001995	XP_017790497.1	NP_523355.2
OG0001996	XP_017789613.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_017787566.1	NP_996267.1
OG0001998	XP_017796933.1	NP_651780.1
OG0001999	XP_017790073.1	NP_523428.1
OG0002000	XP_017793103.1	NP_726490.3
OG0002001	XP_017792497.1	NP_001285572.1
OG0002002	XP_017792484.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_017796203.1, XP_017796202.1	NP_001259998.1
OG0002004	XP_017795278.1	NP_650776.1
OG0002005	XP_017789516.1, XP_017789515.1	NP_647640.1
OG0002006	XP_017794410.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_017795832.1	NP_001261689.1
OG0002009	XP_017796020.1	NP_001027401.1
OG0002010	XP_017790487.1	NP_651600.1
OG0002011	XP_017796379.1	NP_001286589.1
OG0002012	XP_017788386.1	NP_001014582.1, NP_524041.2
OG0002013	XP_017790253.1, XP_017790252.1	NP_001245550.1
OG0002014	XP_017788968.1	NP_476562.1
OG0002015	XP_017795614.1	NP_609782.2
OG0002016	XP_017790429.1	NP_788448.1
OG0002017	XP_017796557.1	NP_610188.2
OG0002018	XP_017798377.1	NP_648586.2
OG0002019	XP_017793373.1	NP_001137910.2
OG0002020	XP_017796886.1	NP_732549.2
OG0002021	XP_017787829.1	NP_649827.2
OG0002022	XP_017792727.1	NP_726406.1
OG0002023	XP_017788965.1	NP_001245577.1
OG0002024	XP_017796936.1	NP_610095.1
OG0002025	XP_017798153.1	NP_649877.1
OG0002026	XP_017787700.1	NP_001259298.1
OG0002028	XP_017792255.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_017798346.1, XP_017798344.1	NP_610059.1
OG0002032	XP_017790837.1	NP_001286795.1
OG0002034	XP_017790191.1	NP_001163027.1, NP_001189073.1
OG0002035	XP_017798256.1	NP_611093.2
OG0002036	XP_017794437.1	NP_001286548.1
OG0002038	XP_017791106.1	NP_608372.1
OG0002039	XP_017788001.1	NP_001286974.1
OG0002041	XP_017791400.1	NP_647887.1
OG0002042	XP_017788587.1	NP_001137671.1, NP_610099.1
OG0002043	XP_017793497.1	NP_001034012.2
OG0002044	XP_017787390.1	NP_001263139.1
OG0002045	XP_017788565.1	NP_477311.1
OG0002046	XP_017798292.1	NP_001097124.1
OG0002046	XP_017798290.1	NP_733326.1
OG0002047	XP_017795083.1	NP_001189286.1
OG0002048	XP_017798250.1	NP_001247185.1
OG0002049	XP_017790481.1	NP_732811.1
OG0002050	XP_017794158.1	NP_001285355.1
OG0002051	XP_017795014.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002053	XP_017794639.1	NP_610530.1
OG0002054	XP_017798595.1	NP_524677.1
OG0002055	XP_017789536.1	NP_001259900.1, NP_572902.1
OG0002056	XP_017798747.1	NP_524907.2
OG0002057	XP_017798610.1	NP_609888.2
OG0002058	XP_017792878.1	NP_609119.2
OG0002059	XP_017798655.1	NP_648185.1
OG0002060	XP_017793687.1	NP_726403.2
OG0002061	XP_017788071.1	NP_001036338.1
OG0002062	XP_017791056.1	NP_001356975.1
OG0002063	XP_017790046.1	NP_001285001.1
OG0002064	XP_017788816.1	NP_001356982.1
OG0002065	XP_017798818.1	NP_001284967.1
OG0002066	XP_017796630.1, XP_017796629.1	NP_649869.1
OG0002067	XP_017792812.1	NP_651116.1
OG0002068	XP_017790945.1	NP_611856.1
OG0002069	XP_017790423.1	NP_652610.1
OG0002070	XP_017796490.1	NP_650941.3
OG0002071	XP_017792369.1	NP_477372.1
OG0002072	XP_017791161.1	NP_001259984.1
OG0002073	XP_017798027.1	NP_001260394.1
OG0002074	XP_017796638.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_017788665.1	NP_524583.1
OG0002076	XP_017794096.1	NP_001163600.1
OG0002077	XP_017796378.1	NP_724409.3
OG0002078	XP_017792826.1, XP_017792827.1	NP_001259928.1
OG0002079	XP_017797620.1	NP_001261524.1
OG0002080	XP_017788106.1	NP_649990.2
OG0002081	XP_017794022.1	NP_001286545.1
OG0002082	XP_017789006.1	NP_572503.1
OG0002083	XP_017793908.1	NP_648372.1
OG0002084	XP_017788062.1	NP_611677.1
OG0002085	XP_017797417.1	NP_001285316.1
OG0002086	XP_017792178.1	NP_609934.3
OG0002087	XP_017798403.1	NP_572818.1
OG0002088	XP_017795392.1	NP_523833.1
OG0002089	XP_017798730.1	NP_001261563.1
OG0002090	XP_017792953.1	NP_001260029.1
OG0002091	XP_017790529.1	NP_001285049.1, NP_609350.2
OG0002092	XP_017798340.1	NP_788716.1
OG0002093	XP_017795343.1	NP_001262005.1
OG0002094	XP_017787784.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_017791449.1	NP_733076.2
OG0002096	XP_017791132.1	NP_723086.1
OG0002097	XP_017789668.1	NP_001162716.1, NP_729740.2
OG0002098	XP_017791772.1	NP_477014.1
OG0002099	XP_017795030.1, XP_017796136.1	NP_001262830.1, NP_001262827.1
OG0002100	XP_017795487.1	NP_001285208.1
OG0002101	XP_017789124.1	NP_001014695.1
OG0002102	XP_017793777.1	NP_649939.1
OG0002103	XP_017787830.1	NP_001260451.1
OG0002106	XP_017794627.1	NP_524818.1
OG0002107	XP_017793238.1	NP_523739.2
OG0002108	XP_017799356.1	NP_996185.1
OG0002109	XP_017794923.1	NP_611966.3
OG0002110	XP_017794707.1	NP_996042.1
OG0002111	XP_017791966.1	NP_001261454.1
OG0002113	XP_017795435.1, XP_017795434.1	NP_001262803.1
OG0002114	XP_017796008.1	NP_651508.1
OG0002115	XP_017798347.1	NP_572197.4
OG0002116	XP_017797836.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_017798139.1, XP_017798140.1	NP_001286076.1
OG0002119	XP_017789201.1	NP_001162779.1
OG0002120	XP_017795585.1	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_017788552.1, XP_017788551.1	NP_001262679.1
OG0002122	XP_017795713.1	NP_001138057.1
OG0002123	XP_017799133.1	NP_523593.5
OG0002124	XP_017798413.1	NP_001369005.1
OG0002125	XP_017791241.1	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_017797509.1	NP_524659.1, NP_652413.1
OG0002127	XP_017790551.1	NP_001261984.1
OG0002128	XP_017790259.1	NP_611499.3
OG0002129	XP_017790100.1	NP_788872.1
OG0002130	XP_017797408.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_017798430.1	NP_001259886.1
OG0002132	XP_017797709.1	NP_001261614.1
OG0002134	XP_017797395.1	NP_001163664.1
OG0002136	XP_017793076.1	NP_608780.1
OG0002137	XP_017794942.1	NP_001286327.1
OG0002138	XP_017796616.1	NP_001262079.1
OG0002139	XP_017791552.1	NP_648894.2
OG0002140	XP_017789574.1	NP_001262599.1
OG0002141	XP_017790244.1	NP_730594.1
OG0002142	XP_017790340.1	NP_001285282.1
OG0002143	XP_017789575.1	NP_524238.1
OG0002144	XP_017787785.1	NP_001261617.1
OG0002145	XP_017797893.1	NP_609877.2
OG0002146	XP_017791503.1	NP_001259153.1
OG0002148	XP_017789435.1	NP_650672.1
OG0002149	XP_017797811.1	NP_726059.5
OG0002150	XP_017793377.1	NP_001036357.2
OG0002151	XP_017787558.1	NP_788891.2
OG0002152	XP_017797525.1	NP_001036397.2
OG0002153	XP_017792959.1	NP_608851.1, NP_511089.2
OG0002154	XP_017791570.1	NP_651555.1
OG0002155	XP_017798255.1	NP_001262777.1
OG0002156	XP_017793812.1, XP_017793794.1	NP_001262888.1
OG0002157	XP_017788246.1	NP_648105.1
OG0002158	XP_017794773.1, XP_017794772.1	NP_001284753.1
OG0002159	XP_017792445.1	NP_001284832.1
OG0002162	XP_017790705.1	NP_649886.1
OG0002163	XP_017789446.1	NP_001286059.1
OG0002164	XP_017797712.1	NP_001287469.1
OG0002165	XP_017792341.1	NP_511170.1
OG0002166	XP_017787915.1	NP_651250.2
OG0002167	XP_017795634.1, XP_017795635.1	NP_730568.1
OG0002168	XP_017788389.1	NP_001247018.1
OG0002169	XP_017790477.1	NP_610943.2
OG0002170	XP_017791615.1	NP_001285140.1
OG0002171	XP_017790636.1	NP_723732.2, NP_609741.3
OG0002172	XP_017790923.1	NP_001245974.1
OG0002173	XP_017792499.1	NP_001262864.1
OG0002177	XP_017790545.1	NP_001260910.1
OG0002178	XP_017796729.1	NP_524679.3
OG0002179	XP_017799510.1, XP_017799508.1	NP_609675.2
OG0002181	XP_017793141.1	NP_001285496.1
OG0002182	XP_017788701.1	NP_001245595.1
OG0002183	XP_017794883.1	NP_788429.1
OG0002184	XP_017793701.1, XP_017793700.1	NP_001247215.1
OG0002185	XP_017795854.1	NP_726596.1
OG0002186	XP_017791650.1	NP_001285258.1
OG0002187	XP_017791364.1	NP_649313.1
OG0002188	XP_017795788.1	NP_001104019.1
OG0002189	XP_017791208.1	NP_572502.1
OG0002190	XP_017791114.1	NP_001097622.2
OG0002191	XP_017789154.1	NP_001260762.1
OG0002192	XP_017795255.1	NP_725091.1
OG0002193	XP_017797729.1	NP_650940.2
OG0002194	XP_017787797.1	NP_001286884.1
OG0002195	XP_017796934.1	NP_001285326.1
OG0002196	XP_017788035.1	NP_001246133.1
OG0002197	XP_017792205.1	NP_525097.1
OG0002198	XP_017796261.1, XP_017791214.1	NP_649415.2, NP_611222.2
OG0002200	XP_017794242.1	NP_001287456.1
OG0002202	XP_017793774.1, XP_017788511.1	NP_001262840.1
OG0002203	XP_017799114.1	NP_001262806.1
OG0002204	XP_017796061.1	NP_650021.1
