Orthogroup	Habropoda_laboriosa	Vespa_mandarinia
OG0001739	XP_017795472.1	XP_035742975.1
OG0001740	XP_017791384.1, XP_017791392.1	XP_035723606.1, XP_035723601.1
OG0001741	XP_017795095.1	XP_035728835.1, XP_035728834.1
OG0001742	XP_017789562.1	XP_035727937.1, XP_035727936.1
OG0001743	XP_017788870.1	XP_035734201.1, XP_035734202.1
OG0001744	XP_017796839.1	XP_035725897.1, XP_035725889.1
OG0001745	XP_017798901.1	XP_035736546.1
OG0001746	XP_017790066.1	XP_035737436.1
OG0001747	XP_017796858.1	XP_035720424.1
OG0001748	XP_017796452.1	XP_035733691.1, XP_035733815.1
OG0001749	XP_017788365.1	XP_035721521.1, XP_035721527.1
OG0001750	XP_017797356.1	XP_035729052.1, XP_035729053.1
OG0001751	XP_017796400.1	XP_035736886.1, XP_035736887.1, XP_035736884.1, XP_035736882.1, XP_035736885.1, XP_035736888.1
OG0001752	XP_017788532.1	XP_035743789.1
OG0001753	XP_017790149.1	XP_035729016.1, XP_035729014.1, XP_035729015.1, XP_035729017.1
OG0001754	XP_017799002.1	XP_035736905.1
OG0001755	XP_017791170.1, XP_017788759.1	XP_035736336.1
OG0001756	XP_017788252.1	XP_035724490.1
OG0001757	XP_017788740.1, XP_017788737.1	XP_035718466.1
OG0001758	XP_017796060.1	XP_035724233.1
OG0001759	XP_017792584.1	XP_035726260.1, XP_035726259.1
OG0001760	XP_017795647.1	XP_035719167.1, XP_035719165.1, XP_035719166.1, XP_035719168.1
OG0001762	XP_017793896.1	XP_035729964.1, XP_035729965.1, XP_035729966.1
OG0001763	XP_017793036.1, XP_017793035.1	XP_035730909.1, XP_035730910.1
OG0001764	XP_017793686.1	XP_035734372.1, XP_035734151.1
OG0001765	XP_017791359.1	XP_035726400.1
OG0001766	XP_017798815.1	XP_035736684.1
OG0001767	XP_017792208.1	XP_035739192.1
OG0001768	XP_017790076.1	XP_035739764.1
OG0001769	XP_017792665.1	XP_035725245.1
OG0001772	XP_017788238.1, XP_017788234.1, XP_017788237.1, XP_017788232.1, XP_017788233.1	XP_035728672.1
OG0001773	XP_017798319.1, XP_017798312.1	XP_035723714.1
OG0001775	XP_017798439.1	XP_035722727.1
OG0001776	XP_017793207.1	XP_035727441.1
OG0001777	XP_017789765.1, XP_017789772.1	XP_035743010.1, XP_035723112.1
OG0001778	XP_017795229.1	XP_035719209.1, XP_035719207.1, XP_035719208.1
OG0001779	XP_017793884.1	XP_035723057.1, XP_035723059.1, XP_035723058.1
OG0001780	XP_017798572.1	XP_035720164.1
OG0001781	XP_017797368.1	XP_035739689.1
OG0001782	XP_017792078.1	XP_035720277.1
OG0001783	XP_017795149.1	XP_035735275.1
OG0001784	XP_017798029.1	XP_035742842.1
OG0001785	XP_017797199.1, XP_017797200.1	XP_035727090.1
OG0001786	XP_017795373.1	XP_035739679.1
OG0001787	XP_017791838.1	XP_035737845.1, XP_035737844.1, XP_035737847.1, XP_035737846.1, XP_035737848.1
OG0001788	XP_017798997.1	XP_035720898.1
OG0001789	XP_017790648.1	XP_035734071.1, XP_035734072.1
OG0001790	XP_017787502.1, XP_017787516.1	XP_035729403.1, XP_035729395.1
OG0001791	XP_017790506.1, XP_017790507.1	XP_035718692.1, XP_035718691.1
OG0001792	XP_017791405.1	XP_035723572.1, XP_035723571.1
OG0001793	XP_017789159.1	XP_035738047.1
OG0001794	XP_017790352.1	XP_035741806.1, XP_035741807.1
OG0001795	XP_017788678.1	XP_035720860.1
OG0001796	XP_017794875.1	XP_035736721.1
OG0001797	XP_017794907.1	XP_035738575.1
OG0001799	XP_017798101.1	XP_035732908.1
OG0001800	XP_017788341.1	XP_035724318.1
OG0001801	XP_017793223.1	XP_035736900.1
OG0001802	XP_017788416.1	XP_035733457.1, XP_035733455.1, XP_035733456.1
OG0001803	XP_017798289.1	XP_035741393.1
OG0001804	XP_017788661.1, XP_017788660.1	XP_035742224.1
OG0001805	XP_017798644.1	XP_035735349.1
OG0001806	XP_017790958.1	XP_035735734.1
OG0001807	XP_017788285.1	XP_035734427.1, XP_035734428.1, XP_035734426.1, XP_035734429.1, XP_035734430.1, XP_035734425.1
OG0001808	XP_017796496.1	XP_035722381.1
OG0001809	XP_017794298.1	XP_035743450.1
OG0001810	XP_017790447.1, XP_017790446.1	XP_035730273.1
OG0001811	XP_017789341.1	XP_035742695.1, XP_035742697.1, XP_035742699.1, XP_035742698.1
OG0001812	XP_017788724.1	XP_035730716.1, XP_035730717.1
OG0001813	XP_017794048.1	XP_035721231.1
OG0001814	XP_017790229.1	XP_035737109.1
OG0001816	XP_017794366.1	XP_035724657.1
OG0001817	XP_017787541.1	XP_035731560.1
OG0001818	XP_017788560.1	XP_035732407.1
OG0001819	XP_017796381.1	XP_035731373.1
OG0001820	XP_017796387.1, XP_017793841.1	XP_035733253.1
OG0001821	XP_017794565.1	XP_035737059.1, XP_035737060.1
OG0001822	XP_017790143.1	XP_035718893.1
OG0001823	XP_017795882.1	XP_035727906.1
OG0001824	XP_017794482.1	XP_035720255.1, XP_035720254.1
OG0001825	XP_017796474.1	XP_035741953.1, XP_035741952.1, XP_035741951.1
OG0001826	XP_017792044.1	XP_035722834.1
OG0001827	XP_017790702.1	XP_035723798.1, XP_035723796.1
OG0001828	XP_017792068.1	XP_035738445.1
OG0001830	XP_017796097.1	XP_035724192.1
OG0001831	XP_017798675.1	XP_035743790.1
OG0001832	XP_017796598.1	XP_035740718.1
OG0001833	XP_017795836.1	XP_035720137.1
OG0001834	XP_017792894.1, XP_017792893.1	XP_035739846.1
OG0001835	XP_017788160.1	XP_035726862.1
OG0001836	XP_017787972.1	XP_035718737.1, XP_035718713.1
OG0001837	XP_017793084.1	XP_035743754.1
OG0001838	XP_017792110.1	XP_035718209.1
OG0001839	XP_017798036.1	XP_035739361.1
OG0001840	XP_017796094.1	XP_035724224.1, XP_035724225.1, XP_035724219.1, XP_035724223.1, XP_035724221.1, XP_035724220.1
OG0001841	XP_017795639.1	XP_035730129.1, XP_035730125.1, XP_035730124.1, XP_035730130.1, XP_035730126.1, XP_035730127.1
OG0001842	XP_017795964.1	XP_035728617.1
OG0001843	XP_017791221.1	XP_035729710.1
OG0001844	XP_017797809.1	XP_035741777.1
OG0001845	XP_017799544.1	XP_035737471.1
OG0001846	XP_017793705.1	XP_035732652.1, XP_035732653.1
OG0001847	XP_017791488.1	XP_035735462.1
OG0001848	XP_017794301.1	XP_035743093.1, XP_035743092.1
OG0001849	XP_017798891.1	XP_035725066.1
OG0001851	XP_017794948.1	XP_035731465.1, XP_035731466.1
OG0001852	XP_017793405.1	XP_035727695.1
OG0001853	XP_017790883.1	XP_035734442.1
OG0001854	XP_017794822.1	XP_035731814.1
OG0001855	XP_017791362.1	XP_035723472.1
OG0001856	XP_017794392.1	XP_035734477.1
OG0001857	XP_017795724.1	XP_035717416.1
OG0001858	XP_017788813.1	XP_035736318.1, XP_035736320.1, XP_035736317.1
OG0001859	XP_017789873.1	XP_035743154.1
OG0001860	XP_017791733.1	XP_035738656.1
OG0001861	XP_017790754.1	XP_035728169.1
OG0001862	XP_017793258.1	XP_035729587.1
OG0001863	XP_017791154.1, XP_017791153.1	XP_035723484.1
OG0001864	XP_017796198.1	XP_035742416.1, XP_035742413.1, XP_035742411.1, XP_035742415.1, XP_035742392.1, XP_035742400.1, XP_035742414.1, XP_035742409.1
OG0001865	XP_017792067.1	XP_035731925.1
OG0001866	XP_017798718.1	XP_035735805.1
OG0001867	XP_017789784.1	XP_035741376.1, XP_035741377.1, XP_035741378.1, XP_035741374.1, XP_035741375.1
OG0001868	XP_017793065.1	XP_035729430.1
OG0001869	XP_017793537.1	XP_035728194.1
OG0001870	XP_017789092.1, XP_017789091.1	XP_035724411.1, XP_035724410.1
OG0001871	XP_017793734.1	XP_035724909.1
OG0001872	XP_017794257.1	XP_035737536.1
OG0001873	XP_017798861.1	XP_035734797.1, XP_035734798.1
OG0001874	XP_017793733.1	XP_035742159.1
OG0001875	XP_017791620.1	XP_035728046.1
OG0001876	XP_017794660.1	XP_035726498.1
OG0001877	XP_017795894.1	XP_035735144.1, XP_035735142.1
OG0001878	XP_017794841.1	XP_035719276.1, XP_035719280.1
OG0001879	XP_017796154.1	XP_035719312.1, XP_035719311.1, XP_035719310.1
OG0001880	XP_017790601.1	XP_035734673.1
OG0001882	XP_017788444.1	XP_035733311.1, XP_035733305.1
OG0001883	XP_017792086.1	XP_035735348.1
OG0001884	XP_017795759.1	XP_035744000.1
OG0001885	XP_017787749.1	XP_035729348.1
OG0001886	XP_017798065.1	XP_035735965.1
OG0001887	XP_017796424.1	XP_035724359.1
OG0001888	XP_017798513.1	XP_035720564.1
OG0001889	XP_017792380.1	XP_035738527.1
OG0001890	XP_017798598.1	XP_035721367.1
OG0001891	XP_017796024.1	XP_035723898.1
OG0001892	XP_017792206.1, XP_017792207.1	XP_035743999.1
OG0001893	XP_017789830.1	XP_035717988.1
OG0001894	XP_017788208.1	XP_035733527.1
OG0001895	XP_017798560.1	XP_035720116.1
OG0001896	XP_017789814.1	XP_035719576.1, XP_035719577.1, XP_035719575.1
OG0001897	XP_017792467.1	XP_035738097.1, XP_035738098.1, XP_035738099.1
OG0001898	XP_017799201.1	XP_035726006.1
OG0001899	XP_017793378.1	XP_035718024.1, XP_035718023.1, XP_035718020.1, XP_035718021.1
OG0001900	XP_017796938.1	XP_035731396.1
OG0001901	XP_017793421.1	XP_035731136.1, XP_035731137.1
OG0001902	XP_017792923.1	XP_035743519.1, XP_035743521.1
OG0001903	XP_017790151.1	XP_035737662.1
OG0001904	XP_017792137.1	XP_035719459.1
OG0001905	XP_017790820.1	XP_035724466.1
OG0001906	XP_017795460.1	XP_035718233.1
OG0001907	XP_017790153.1	XP_035730581.1
OG0001908	XP_017789053.1	XP_035742812.1
OG0001909	XP_017788624.1	XP_035736047.1, XP_035736046.1
OG0001910	XP_017796487.1	XP_035743101.1, XP_035743100.1, XP_035743099.1, XP_035743098.1, XP_035743097.1
OG0001912	XP_017789373.1	XP_035739936.1
OG0001913	XP_017788497.1	XP_035738544.1
OG0001914	XP_017794479.1	XP_035720609.1
OG0001915	XP_017790631.1	XP_035732211.1
OG0001916	XP_017796382.1	XP_035721860.1, XP_035721857.1, XP_035721861.1, XP_035721858.1, XP_035721859.1
OG0001917	XP_017787877.1	XP_035737814.1
OG0001918	XP_017791322.1	XP_035723938.1
OG0001919	XP_017789323.1	XP_035722709.1
OG0001920	XP_017790921.1	XP_035729863.1, XP_035729861.1
OG0001921	XP_017790912.1	XP_035739206.1
OG0001922	XP_017788435.1	XP_035736712.1, XP_035736714.1
OG0001923	XP_017787614.1	XP_035740035.1
OG0001924	XP_017795840.1	XP_035720977.1, XP_035720981.1
OG0001925	XP_017794515.1	XP_035719164.1
OG0001926	XP_017787450.1, XP_017787451.1, XP_017787452.1	XP_035722640.1
OG0001927	XP_017794881.1	XP_035741116.1, XP_035741118.1, XP_035741117.1
OG0001928	XP_017793870.1	XP_035738468.1
OG0001929	XP_017795389.1	XP_035719272.1, XP_035719271.1
OG0001930	XP_017790170.1	XP_035730074.1
OG0001931	XP_017792740.1	XP_035717865.1
OG0001933	XP_017788181.1	XP_035740463.1
OG0001934	XP_017788059.1	XP_035731948.1, XP_035731953.1
OG0001935	XP_017788329.1	XP_035744258.1
OG0001936	XP_017787497.1	XP_035722630.1
OG0001937	XP_017797362.1	XP_035738250.1
OG0001938	XP_017791839.1	XP_035730147.1, XP_035736009.1
OG0001939	XP_017788602.1	XP_035726925.1
OG0001941	XP_017788269.1	XP_035739439.1, XP_035739446.1
OG0001942	XP_017787537.1	XP_035723233.1
OG0001943	XP_017793244.1	XP_035719742.1
OG0001944	XP_017799157.1	XP_035726697.1
OG0001945	XP_017792958.1	XP_035740100.1
OG0001946	XP_017793389.1	XP_035718360.1
OG0001947	XP_017798164.1, XP_017798141.1	XP_035724027.1, XP_035724024.1
OG0001948	XP_017787734.1	XP_035720239.1
OG0001950	XP_017788139.1	XP_035737014.1, XP_035737015.1
OG0001951	XP_017793827.1, XP_017793829.1	XP_035719331.1
OG0001952	XP_017787415.1	XP_035723358.1
OG0001953	XP_017792662.1, XP_017787425.1, XP_017787424.1	XP_035743922.1
OG0001954	XP_017791395.1	XP_035736960.1
OG0001955	XP_017787642.1	XP_035726680.1, XP_035726679.1
OG0001956	XP_017796758.1	XP_035742090.1, XP_035742098.1, XP_035742082.1
OG0001957	XP_017788462.1	XP_035741892.1
OG0001959	XP_017790743.1, XP_017790744.1	XP_035727175.1
OG0001960	XP_017796201.1	XP_035742253.1, XP_035742263.1, XP_035742271.1
OG0001961	XP_017788069.1, XP_017788070.1, XP_017788068.1	XP_035734760.1
OG0001963	XP_017790030.1	XP_035728364.1
OG0001964	XP_017789778.1	XP_035737585.1
OG0001965	XP_017792304.1	XP_035720178.1
OG0001966	XP_017798608.1	XP_035735625.1, XP_035735624.1
OG0001967	XP_017793653.1, XP_017793652.1	XP_035726078.1
OG0001968	XP_017789546.1	XP_035727988.1
OG0001969	XP_017795023.1	XP_035734385.1, XP_035734383.1, XP_035734384.1
OG0001970	XP_017798645.1	XP_035735840.1, XP_035735834.1, XP_035735837.1, XP_035735838.1, XP_035735835.1, XP_035735836.1, XP_035735841.1, XP_035735843.1, XP_035735839.1
OG0001971	XP_017789064.1	XP_035722776.1, XP_035721922.1, XP_035720192.1, XP_035721060.1
OG0001973	XP_017791160.1	XP_035719261.1
OG0001974	XP_017796173.1	XP_035724213.1
OG0001975	XP_017787874.1	XP_035725903.1, XP_035725905.1
OG0001976	XP_017791025.1	XP_035730315.1
OG0001977	XP_017787779.1	XP_035722673.1, XP_035722672.1, XP_035722674.1, XP_035722372.1, XP_035722373.1, XP_035722374.1
OG0001978	XP_017795294.1, XP_017795317.1	XP_035730641.1, XP_035730640.1
OG0001979	XP_017794499.1	XP_035730883.1
OG0001980	XP_017794992.1	XP_035742245.1
OG0001981	XP_017795371.1	XP_035743060.1
OG0001984	XP_017791964.1	XP_035723702.1
OG0001987	XP_017788900.1, XP_017788899.1	XP_035719828.1, XP_035719827.1
OG0001988	XP_017794234.1	XP_035743498.1, XP_035743493.1, XP_035743497.1, XP_035743496.1, XP_035743495.1
OG0001989	XP_017788148.1	XP_035741394.1
OG0001991	XP_017798955.1	XP_035739539.1, XP_035739538.1, XP_035739540.1
OG0001992	XP_017789417.1	XP_035739800.1
OG0001993	XP_017792661.1	XP_035743880.1, XP_035743881.1
OG0001994	XP_017790509.1	XP_035738629.1
OG0001995	XP_017790497.1	XP_035740451.1
OG0001997	XP_017787566.1	XP_035732100.1
OG0001999	XP_017790073.1	XP_035736872.1, XP_035736871.1
OG0002000	XP_017793103.1	XP_035728548.1
OG0002001	XP_017792497.1	XP_035722607.1, XP_035722608.1
OG0002002	XP_017792484.1	XP_035722422.1
OG0002003	XP_017796203.1, XP_017796202.1	XP_035742384.1
OG0002004	XP_017795278.1	XP_035723661.1
OG0002005	XP_017789516.1, XP_017789515.1	XP_035738615.1, XP_035738635.1, XP_035738624.1
OG0002006	XP_017794410.1	XP_035743207.1
OG0002007	XP_017795832.1	XP_035724428.1
OG0002009	XP_017796020.1	XP_035719674.1
OG0002010	XP_017790487.1	XP_035740514.1, XP_035740516.1
OG0002011	XP_017796379.1	XP_035721307.1, XP_035721303.1, XP_035721305.1, XP_035721306.1, XP_035721304.1
OG0002012	XP_017788386.1	XP_035743310.1
OG0002013	XP_017790253.1, XP_017790252.1	XP_035739957.1, XP_035739977.1, XP_035739988.1, XP_035739949.1, XP_035739940.1, XP_035739932.1, XP_035739968.1
OG0002014	XP_017788968.1	XP_035727696.1
OG0002015	XP_017795614.1	XP_035733182.1
OG0002016	XP_017790429.1	XP_035720900.1, XP_035720899.1, XP_035720901.1
OG0002017	XP_017796557.1	XP_035735019.1, XP_035734958.1
OG0002018	XP_017798377.1	XP_035739377.1
OG0002019	XP_017793373.1	XP_035738821.1
OG0002020	XP_017796886.1	XP_035723851.1
OG0002021	XP_017787829.1	XP_035739280.1
OG0002022	XP_017792727.1	XP_035726378.1
OG0002023	XP_017788965.1	XP_035736419.1
OG0002024	XP_017796936.1	XP_035724575.1, XP_035724576.1, XP_035724574.1
OG0002025	XP_017798153.1	XP_035739826.1
OG0002026	XP_017787700.1	XP_035733070.1
OG0002027	XP_017794852.1	XP_035741150.1, XP_035741151.1, XP_035741153.1, XP_035741149.1, XP_035741152.1
OG0002028	XP_017792255.1	XP_035735967.1
OG0002029	XP_017798346.1, XP_017798344.1	XP_035727801.1
OG0002030	XP_017795096.1	XP_035725953.1
OG0002032	XP_017790837.1	XP_035732726.1, XP_035732732.1
OG0002034	XP_017790191.1	XP_035720445.1, XP_035720443.1, XP_035720444.1, XP_035720446.1
OG0002036	XP_017794437.1	XP_035720251.1
OG0002038	XP_017791106.1	XP_035722315.1
OG0002039	XP_017788001.1	XP_035730921.1
OG0002040	XP_017788025.1	XP_035727156.1
OG0002041	XP_017791400.1	XP_035730098.1
OG0002042	XP_017788587.1	XP_035735376.1
OG0002043	XP_017793497.1	XP_035719124.1, XP_035719123.1
OG0002044	XP_017787390.1	XP_035732094.1
OG0002045	XP_017788565.1	XP_035739767.1
OG0002046	XP_017798292.1	XP_035735974.1
OG0002047	XP_017795083.1	XP_035738257.1
OG0002048	XP_017798250.1	XP_035739918.1, XP_035739912.1
OG0002049	XP_017790481.1	XP_035719010.1
OG0002050	XP_017794158.1	XP_035739158.1
OG0002053	XP_017794639.1	XP_035735927.1
OG0002054	XP_017798595.1	XP_035735815.1, XP_035735822.1
OG0002055	XP_017789536.1	XP_035740573.1
OG0002056	XP_017798747.1	XP_035736544.1, XP_035736545.1
OG0002057	XP_017798610.1	XP_035723084.1, XP_035723083.1, XP_035723080.1, XP_035723082.1, XP_035723079.1, XP_035723085.1
OG0002058	XP_017792878.1	XP_035740136.1
OG0002059	XP_017798655.1	XP_035727142.1, XP_035727141.1
OG0002061	XP_017788071.1	XP_035741357.1
OG0002062	XP_017791056.1	XP_035720264.1
OG0002063	XP_017790046.1	XP_035717995.1, XP_035717987.1, XP_035718004.1
OG0002064	XP_017788816.1	XP_035734293.1, XP_035734294.1
OG0002065	XP_017798818.1	XP_035721238.1
OG0002066	XP_017796630.1, XP_017796629.1	XP_035739648.1
OG0002067	XP_017792812.1	XP_035727493.1
OG0002068	XP_017790945.1	XP_035743353.1
OG0002069	XP_017790423.1	XP_035740810.1, XP_035741174.1
OG0002070	XP_017796490.1	XP_035717658.1
OG0002071	XP_017792369.1	XP_035741025.1
OG0002072	XP_017791161.1	XP_035718675.1
OG0002073	XP_017798027.1	XP_035727915.1
OG0002074	XP_017796638.1	XP_035740830.1
OG0002075	XP_017788665.1	XP_035720687.1
OG0002076	XP_017794096.1	XP_035719131.1
OG0002077	XP_017796378.1	XP_035721646.1
OG0002078	XP_017792826.1, XP_017792827.1	XP_035740068.1
OG0002080	XP_017788106.1	XP_035727188.1
OG0002081	XP_017794022.1	XP_035741097.1, XP_035741095.1, XP_035741098.1, XP_035741094.1
OG0002082	XP_017789006.1	XP_035724663.1
OG0002083	XP_017793908.1	XP_035718959.1
OG0002084	XP_017788062.1	XP_035728399.1
OG0002085	XP_017797417.1	XP_035724969.1, XP_035724970.1, XP_035724968.1
OG0002086	XP_017792178.1	XP_035740909.1
OG0002087	XP_017798403.1	XP_035719326.1
OG0002088	XP_017795392.1	XP_035719764.1, XP_035719765.1
OG0002089	XP_017798730.1	XP_035720333.1, XP_035720336.1
OG0002090	XP_017792953.1	XP_035736793.1, XP_035736794.1, XP_035736796.1, XP_035736795.1
OG0002091	XP_017790529.1	XP_035719020.1
OG0002092	XP_017798340.1	XP_035724954.1
OG0002093	XP_017795343.1	XP_035728201.1
OG0002094	XP_017787784.1	XP_035722393.1
OG0002095	XP_017791449.1	XP_035727860.1
OG0002096	XP_017791132.1	XP_035728116.1
OG0002097	XP_017789668.1	XP_035734565.1
OG0002098	XP_017791772.1	XP_035728920.1
OG0002099	XP_017796136.1	XP_035723708.1
OG0002100	XP_017795487.1	XP_035718610.1, XP_035718617.1
OG0002101	XP_017789124.1	XP_035733659.1, XP_035733662.1
OG0002102	XP_017793777.1	XP_035732555.1
OG0002103	XP_017787830.1	XP_035733861.1
OG0002104	XP_017790634.1	XP_035724351.1
OG0002105	XP_017789142.1	XP_035731174.1
OG0002106	XP_017794627.1	XP_035721552.1, XP_035721556.1
OG0002107	XP_017793238.1	XP_035733340.1, XP_035733341.1
OG0002108	XP_017799356.1	XP_035724044.1
OG0002109	XP_017794923.1	XP_035718566.1, XP_035718394.1, XP_035718474.1, XP_035718656.1
OG0002110	XP_017794707.1	XP_035729328.1
OG0002111	XP_017791966.1	XP_035732279.1, XP_035732278.1, XP_035732275.1, XP_035732277.1, XP_035732276.1, XP_035732274.1
OG0002113	XP_017795435.1, XP_017795434.1	XP_035741707.1
OG0002114	XP_017796008.1	XP_035730818.1
OG0002115	XP_017798347.1	XP_035729727.1, XP_035729726.1
OG0002116	XP_017797836.1	XP_035733768.1
OG0002117	XP_017798139.1, XP_017798140.1	XP_035734240.1
OG0002118	XP_017791158.1	XP_035728940.1, XP_035728941.1
OG0002119	XP_017789201.1	XP_035726268.1
OG0002120	XP_017795585.1	XP_035737273.1
OG0002121	XP_017788552.1, XP_017788551.1	XP_035732878.1, XP_035732876.1
OG0002122	XP_017795713.1	XP_035722267.1
OG0002123	XP_017799133.1	XP_035736862.1, XP_035736863.1
OG0002124	XP_017798413.1	XP_035730938.1, XP_035730937.1, XP_035730933.1, XP_035730934.1, XP_035730939.1, XP_035730935.1
OG0002125	XP_017791241.1	XP_035733410.1
OG0002126	XP_017797509.1	XP_035735563.1
OG0002127	XP_017790551.1	XP_035726427.1, XP_035726428.1
OG0002128	XP_017790259.1	XP_035731211.1
OG0002129	XP_017790100.1	XP_035737664.1
OG0002130	XP_017797408.1	XP_035734204.1, XP_035734203.1
OG0002131	XP_017798430.1	XP_035719517.1
OG0002132	XP_017797709.1	XP_035741835.1, XP_035741840.1
OG0002134	XP_017797395.1	XP_035719970.1
OG0002136	XP_017793076.1	XP_035735644.1
OG0002137	XP_017794942.1	XP_035731787.1
OG0002138	XP_017796616.1	XP_035725182.1
OG0002139	XP_017791552.1	XP_035728880.1
OG0002140	XP_017789574.1	XP_035729171.1
OG0002141	XP_017790244.1	XP_035720637.1, XP_035720632.1
OG0002142	XP_017790340.1	XP_035734948.1
OG0002143	XP_017789575.1	XP_035729203.1, XP_035729213.1
OG0002144	XP_017787785.1	XP_035718592.1
OG0002145	XP_017797893.1	XP_035719132.1
OG0002146	XP_017791503.1	XP_035731749.1
OG0002147	XP_017790421.1	XP_035718680.1
OG0002148	XP_017789435.1	XP_035722533.1
OG0002149	XP_017797811.1	XP_035734711.1, XP_035734712.1
OG0002150	XP_017793377.1	XP_035731133.1
OG0002151	XP_017787558.1	XP_035735228.1
OG0002152	XP_017797525.1	XP_035727108.1
OG0002153	XP_017792959.1	XP_035740030.1, XP_035740028.1
OG0002154	XP_017791570.1	XP_035717597.1
OG0002155	XP_017798255.1	XP_035739887.1
OG0002156	XP_017793812.1, XP_017793794.1	XP_035717280.1, XP_035717274.1
OG0002157	XP_017788246.1	XP_035723199.1
OG0002158	XP_017794773.1, XP_017794772.1	XP_035733783.1
OG0002159	XP_017792445.1	XP_035719711.1
OG0002160	XP_017797853.1	XP_035731772.1
OG0002161	XP_017796937.1	XP_035724581.1
OG0002163	XP_017789446.1	XP_035736595.1, XP_035736594.1, XP_035736597.1
OG0002164	XP_017797712.1	XP_035729378.1, XP_035729373.1
OG0002165	XP_017792341.1	XP_035725968.1
OG0002166	XP_017787915.1	XP_035742335.1, XP_035742332.1
OG0002167	XP_017795634.1, XP_017795635.1	XP_035743036.1
OG0002168	XP_017788389.1	XP_035733569.1
OG0002169	XP_017790477.1	XP_035730230.1
OG0002170	XP_017791615.1	XP_035717789.1
OG0002171	XP_017790636.1	XP_035736697.1
OG0002172	XP_017790923.1	XP_035726761.1
OG0002173	XP_017792499.1	XP_035722407.1
OG0002174	XP_017795204.1	XP_035726475.1
OG0002175	XP_017788766.1	XP_035744064.1, XP_035744049.1
