Orthogroup	Habropoda_laboriosa	Nomia_melanderi
OG0001862	XP_017793258.1	XP_031847189.1
OG0001863	XP_017791154.1, XP_017791153.1	XP_031830376.1
OG0001864	XP_017796198.1	XP_031836319.1
OG0001865	XP_017792067.1	XP_031828286.1
OG0001866	XP_017798718.1	XP_031829566.1
OG0001867	XP_017789784.1	XP_031831307.1
OG0001868	XP_017793065.1	XP_031850261.1, XP_031850259.1
OG0001869	XP_017793537.1	XP_031842798.1
OG0001870	XP_017789092.1, XP_017789091.1	XP_031848449.1
OG0001871	XP_017793734.1	XP_031838912.1, XP_031838910.1, XP_031838915.1, XP_031838914.1, XP_031838909.1, XP_031838913.1, XP_031838916.1
OG0001872	XP_017794257.1	XP_031829790.1, XP_031829786.1, XP_031829791.1, XP_031829792.1, XP_031829789.1, XP_031829788.1
OG0001873	XP_017798861.1	XP_031838294.1
OG0001874	XP_017793733.1	XP_031838908.1, XP_031838907.1
OG0001875	XP_017791620.1	XP_031829438.1, XP_031829436.1
OG0001876	XP_017794660.1	XP_031836303.1, XP_031836304.1
OG0001877	XP_017795894.1	XP_031843094.1, XP_031843095.1
OG0001878	XP_017794841.1	XP_031826950.1, XP_031826953.1
OG0001879	XP_017796154.1	XP_031836882.1
OG0001880	XP_017790601.1	XP_031834265.1, XP_031834266.1
OG0001881	XP_017797470.1	XP_031838677.1
OG0001882	XP_017788444.1	XP_031839876.1
OG0001883	XP_017792086.1	XP_031840636.1, XP_031840635.1
OG0001884	XP_017795759.1	XP_031836360.1, XP_031836371.1
OG0001885	XP_017787749.1	XP_031847320.1
OG0001886	XP_017798065.1	XP_031845352.1
OG0001887	XP_017796424.1	XP_031833205.1
OG0001888	XP_017798513.1	XP_031848135.1
OG0001889	XP_017792380.1	XP_031826081.1
OG0001890	XP_017798598.1	XP_031832616.1
OG0001891	XP_017796024.1	XP_031833450.1
OG0001892	XP_017792206.1, XP_017792207.1	XP_031825402.1, XP_031825404.1, XP_031825403.1
OG0001893	XP_017789830.1	XP_031830545.1, XP_031830544.1
OG0001894	XP_017788208.1	XP_031828094.1
OG0001895	XP_017798560.1	XP_031832784.1
OG0001896	XP_017789814.1	XP_031830619.1
OG0001897	XP_017792467.1	XP_031827530.1
OG0001898	XP_017799201.1	XP_031825713.1
OG0001899	XP_017793378.1	XP_031835797.1
OG0001900	XP_017796938.1	XP_031829217.1
OG0001901	XP_017793421.1	XP_031849270.1
OG0001903	XP_017790151.1	XP_031828958.1
OG0001904	XP_017792137.1	XP_031825304.1
OG0001905	XP_017790820.1	XP_031833625.1
OG0001906	XP_017795460.1	XP_031830466.1
OG0001907	XP_017790153.1	XP_031828611.1
OG0001908	XP_017789053.1	XP_031846807.1, XP_031846815.1
OG0001909	XP_017788624.1	XP_031845653.1
OG0001910	XP_017796487.1	XP_031832395.1
OG0001912	XP_017789374.1	XP_031840777.1
OG0001912	XP_017789373.1	XP_031840774.1
OG0001913	XP_017788497.1	XP_031840928.1, XP_031840927.1, XP_031840924.1, XP_031840926.1, XP_031840925.1
OG0001914	XP_017794479.1	XP_031847712.1
OG0001915	XP_017790631.1	XP_031825627.1, XP_031825626.1, XP_031825625.1, XP_031825628.1
OG0001916	XP_017796382.1	XP_031841017.1, XP_031841016.1
OG0001917	XP_017787877.1	XP_031840313.1
OG0001918	XP_017791322.1	XP_031841738.1
OG0001919	XP_017789323.1	XP_031844310.1
OG0001920	XP_017790921.1	XP_031835841.1, XP_031835838.1, XP_031835844.1, XP_031835845.1, XP_031835840.1, XP_031835843.1, XP_031835839.1
OG0001921	XP_017790912.1	XP_031843891.1
OG0001922	XP_017788435.1	XP_031841054.1
OG0001923	XP_017787614.1	XP_031827830.1
OG0001924	XP_017795840.1	XP_031834840.1
OG0001925	XP_017794515.1	XP_031828758.1
OG0001926	XP_017787450.1, XP_017787451.1, XP_017787452.1	XP_031830021.1
OG0001927	XP_017794881.1	XP_031826835.1
OG0001928	XP_017793870.1	XP_031830850.1
OG0001929	XP_017795389.1	XP_031830745.1
OG0001930	XP_017790170.1	XP_031847914.1
OG0001931	XP_017792740.1	XP_031844874.1, XP_031844875.1, XP_031844872.1, XP_031844873.1
OG0001933	XP_017788181.1	XP_031828207.1, XP_031828208.1, XP_031828206.1
OG0001934	XP_017788059.1	XP_031848315.1, XP_031848332.1
OG0001935	XP_017788329.1	XP_031846808.1, XP_031846809.1, XP_031846806.1
OG0001936	XP_017787497.1	XP_031830271.1
OG0001937	XP_017797362.1	XP_031844813.1
OG0001938	XP_017791839.1	XP_031843141.1, XP_031843140.1
OG0001939	XP_017788602.1	XP_031837972.1, XP_031837971.1, XP_031837974.1, XP_031837973.1
OG0001940	XP_017795175.1	XP_031828224.1, XP_031828225.1, XP_031828226.1
OG0001941	XP_017788269.1	XP_031844452.1, XP_031844451.1
OG0001942	XP_017787537.1	XP_031826078.1, XP_031826114.1, XP_031826069.1, XP_031826087.1, XP_031826096.1, XP_031826104.1, XP_031826063.1
OG0001943	XP_017793244.1	XP_031835230.1
OG0001944	XP_017799157.1	XP_031839148.1, XP_031839149.1, XP_031839150.1
OG0001945	XP_017792958.1	XP_031850206.1
OG0001946	XP_017793389.1	XP_031835563.1
OG0001947	XP_017798164.1, XP_017798141.1	XP_031848044.1
OG0001948	XP_017787734.1	XP_031843289.1
OG0001949	XP_017787365.1	XP_031835765.1
OG0001950	XP_017788139.1	XP_031844308.1
OG0001951	XP_017793827.1, XP_017793829.1	XP_031828253.1
OG0001952	XP_017787415.1	XP_031830206.1
OG0001953	XP_017787424.1	XP_031828731.1
OG0001954	XP_017791395.1	XP_031841353.1, XP_031841352.1, XP_031841356.1, XP_031841355.1, XP_031841351.1
OG0001955	XP_017787642.1	XP_031844009.1, XP_031844010.1
OG0001957	XP_017788462.1	XP_031840704.1
OG0001959	XP_017790743.1, XP_017790744.1	XP_031843339.1
OG0001960	XP_017796201.1	XP_031836239.1, XP_031836238.1
OG0001961	XP_017788069.1, XP_017788070.1, XP_017788068.1	XP_031848295.1
OG0001962	XP_017788703.1	XP_031845825.1
OG0001963	XP_017790030.1	XP_031832213.1
OG0001964	XP_017789778.1	XP_031831705.1, XP_031831704.1
OG0001965	XP_017792304.1	XP_031840489.1
OG0001966	XP_017798608.1	XP_031829638.1, XP_031829637.1, XP_031829636.1
OG0001967	XP_017793653.1, XP_017793652.1	XP_031847984.1
OG0001968	XP_017789546.1	XP_031829493.1
OG0001969	XP_017795023.1	XP_031828968.1
OG0001970	XP_017798645.1	XP_031832833.1
OG0001971	XP_017789064.1	XP_031848166.1, XP_031848156.1
OG0001973	XP_017791160.1	XP_031838055.1
OG0001974	XP_017796173.1	XP_031844299.1
OG0001975	XP_017787874.1	XP_031836183.1
OG0001976	XP_017791025.1	XP_031826249.1, XP_031826248.1, XP_031826251.1
OG0001977	XP_017787779.1	XP_031826569.1
OG0001978	XP_017795294.1, XP_017795317.1	XP_031850472.1, XP_031850471.1, XP_031850470.1
OG0001980	XP_017794992.1	XP_031841591.1, XP_031841594.1, XP_031841593.1, XP_031841590.1, XP_031841589.1, XP_031841595.1, XP_031841592.1
OG0001981	XP_017795371.1	XP_031837910.1
OG0001982	XP_017796742.1	XP_031828056.1, XP_031828047.1
OG0001983	XP_017793335.1	XP_031835803.1
OG0001984	XP_017791964.1	XP_031845594.1, XP_031845590.1, XP_031845591.1, XP_031845595.1, XP_031845596.1, XP_031845593.1, XP_031845597.1
OG0001987	XP_017788900.1, XP_017788899.1	XP_031832381.1
OG0001988	XP_017794234.1	XP_031828034.1
OG0001989	XP_017788148.1	XP_031836922.1, XP_031836923.1
OG0001990	XP_017788250.1	XP_031828198.1
OG0001991	XP_017798955.1	XP_031831964.1
OG0001992	XP_017789417.1	XP_031849482.1
OG0001993	XP_017792661.1	XP_031829781.1
OG0001994	XP_017790509.1	XP_031834154.1, XP_031834153.1, XP_031834152.1, XP_031834151.1
OG0001995	XP_017790497.1	XP_031834096.1
OG0001996	XP_017789613.1	XP_031829819.1
OG0001997	XP_017787566.1	XP_031847520.1
OG0001998	XP_017796933.1	XP_031846087.1, XP_031846089.1
OG0001999	XP_017790073.1	XP_031828950.1
OG0002000	XP_017793103.1	XP_031846406.1
OG0002001	XP_017792497.1	XP_031841166.1
OG0002002	XP_017792484.1	XP_031841150.1
OG0002003	XP_017796203.1, XP_017796202.1	XP_031836236.1
OG0002004	XP_017795278.1	XP_031834430.1
OG0002005	XP_017789516.1, XP_017789515.1	XP_031844114.1, XP_031844115.1, XP_031844117.1, XP_031844116.1
OG0002006	XP_017794410.1	XP_031836056.1
OG0002007	XP_017795832.1	XP_031849021.1, XP_031849030.1
OG0002009	XP_017796020.1	XP_031825621.1
OG0002010	XP_017790487.1	XP_031834020.1, XP_031834019.1
OG0002011	XP_017796379.1	XP_031841011.1
OG0002012	XP_017788386.1	XP_031839870.1
OG0002013	XP_017790253.1, XP_017790252.1	XP_031845796.1
OG0002014	XP_017788968.1	XP_031827826.1
OG0002015	XP_017795614.1	XP_031831241.1, XP_031831240.1, XP_031831239.1
OG0002016	XP_017790429.1	XP_031831342.1
OG0002017	XP_017796557.1	XP_031842469.1
OG0002018	XP_017798377.1	XP_031826997.1
OG0002019	XP_017793373.1	XP_031835610.1
OG0002020	XP_017796886.1	XP_031833173.1
OG0002021	XP_017787829.1	XP_031826322.1, XP_031826321.1
OG0002022	XP_017792727.1	XP_031844877.1
OG0002023	XP_017788965.1	XP_031835977.1
OG0002024	XP_017796936.1	XP_031833246.1
OG0002025	XP_017798153.1	XP_031845299.1, XP_031845297.1, XP_031845298.1
OG0002026	XP_017787700.1	XP_031828699.1
OG0002027	XP_017794852.1	XP_031826855.1
OG0002028	XP_017792255.1	XP_031826451.1
OG0002029	XP_017798346.1, XP_017798344.1	XP_031827176.1, XP_031827174.1, XP_031827175.1
OG0002030	XP_017795096.1	XP_031844797.1
OG0002032	XP_017790837.1	XP_031825356.1, XP_031825351.1, XP_031825350.1
OG0002035	XP_017798256.1	XP_031838860.1
OG0002036	XP_017794437.1	XP_031832569.1
OG0002038	XP_017791106.1	XP_031846412.1, XP_031846411.1, XP_031846409.1, XP_031846410.1
OG0002039	XP_017788001.1	XP_031836216.1
OG0002040	XP_017788025.1	XP_031832962.1
OG0002041	XP_017791400.1	XP_031827572.1
OG0002042	XP_017788587.1	XP_031837964.1, XP_031837961.1, XP_031837962.1, XP_031837960.1, XP_031837963.1
OG0002043	XP_017793497.1	XP_031832296.1
OG0002044	XP_017787390.1	XP_031825706.1
OG0002045	XP_017788565.1	XP_031848185.1
OG0002046	XP_017798292.1	XP_031845334.1
OG0002047	XP_017795083.1	XP_031839930.1
OG0002048	XP_017798250.1	XP_031845280.1
OG0002049	XP_017790481.1	XP_031834093.1
OG0002050	XP_017794158.1	XP_031840448.1, XP_031840447.1, XP_031840451.1, XP_031840450.1, XP_031840449.1
OG0002051	XP_017795014.1	XP_031847251.1
OG0002053	XP_017794639.1	XP_031837267.1
OG0002054	XP_017798595.1	XP_031832638.1
OG0002055	XP_017789536.1	XP_031825841.1
OG0002056	XP_017798747.1	XP_031849751.1
OG0002057	XP_017798610.1	XP_031833158.1
OG0002058	XP_017792878.1	XP_031849841.1
OG0002059	XP_017798655.1	XP_031837110.1
OG0002060	XP_017793687.1	XP_031839067.1
OG0002061	XP_017788071.1	XP_031840977.1
OG0002062	XP_017791056.1	XP_031846152.1
OG0002063	XP_017790046.1	XP_031831128.1
OG0002064	XP_017788816.1	XP_031832368.1
OG0002065	XP_017798818.1	XP_031845901.1
OG0002066	XP_017796630.1, XP_017796629.1	XP_031847414.1
OG0002067	XP_017792812.1	XP_031827275.1, XP_031827274.1, XP_031827272.1, XP_031827271.1, XP_031827270.1, XP_031827278.1, XP_031827277.1, XP_031827276.1
OG0002068	XP_017790945.1	XP_031833794.1, XP_031833793.1
OG0002069	XP_017790423.1	XP_031833983.1
OG0002070	XP_017796490.1	XP_031834693.1
OG0002071	XP_017792369.1	XP_031826472.1
OG0002072	XP_017791161.1	XP_031838065.1, XP_031838061.1, XP_031838064.1, XP_031838063.1, XP_031838067.1, XP_031838066.1, XP_031838062.1, XP_031838069.1
OG0002073	XP_017798027.1	XP_031829663.1, XP_031829664.1
OG0002074	XP_017796638.1	XP_031847449.1, XP_031847451.1
OG0002075	XP_017788665.1	XP_031846636.1
OG0002076	XP_017794096.1	XP_031829622.1
OG0002077	XP_017796378.1	XP_031840976.1
OG0002078	XP_017792826.1, XP_017792827.1	XP_031838519.1
OG0002079	XP_017797620.1	XP_031839017.1
OG0002080	XP_017788106.1	XP_031844578.1
OG0002081	XP_017794022.1	XP_031830016.1
OG0002082	XP_017789006.1	XP_031840140.1, XP_031840139.1, XP_031840138.1, XP_031840141.1, XP_031840142.1
OG0002083	XP_017793908.1	XP_031825902.1
OG0002084	XP_017788062.1	XP_031850306.1
OG0002085	XP_017797417.1	XP_031836528.1, XP_031836529.1, XP_031836527.1
OG0002086	XP_017792178.1	XP_031843893.1
OG0002087	XP_017798403.1	XP_031827089.1, XP_031827090.1
OG0002088	XP_017795392.1	XP_031830657.1
OG0002089	XP_017798730.1	XP_031848159.1
OG0002090	XP_017792953.1	XP_031835371.1, XP_031835372.1
OG0002091	XP_017790529.1	XP_031834009.1
OG0002092	XP_017798340.1	XP_031826846.1
OG0002093	XP_017795343.1	XP_031834728.1
OG0002094	XP_017787784.1	XP_031826132.1
OG0002095	XP_017791449.1	XP_031828616.1
OG0002096	XP_017791132.1	XP_031835213.1, XP_031835214.1, XP_031835215.1
OG0002097	XP_017789668.1	XP_031842207.1, XP_031842209.1, XP_031842208.1
OG0002098	XP_017791772.1	XP_031840037.1
OG0002099	XP_017796136.1	XP_031846210.1
OG0002100	XP_017795487.1	XP_031830491.1
OG0002101	XP_017789124.1	XP_031838823.1
OG0002102	XP_017793777.1	XP_031831849.1
OG0002103	XP_017787830.1	XP_031846725.1
OG0002104	XP_017790634.1	XP_031825609.1, XP_031825604.1
OG0002105	XP_017789142.1	XP_031838851.1
OG0002106	XP_017794627.1	XP_031837943.1
OG0002107	XP_017793238.1	XP_031846175.1, XP_031846174.1
OG0002108	XP_017799356.1	XP_031843221.1
OG0002109	XP_017794923.1	XP_031841414.1
OG0002110	XP_017794707.1	XP_031837244.1
OG0002111	XP_017791966.1	XP_031848518.1
OG0002113	XP_017795435.1, XP_017795434.1	XP_031830912.1
OG0002114	XP_017796008.1	XP_031831790.1
OG0002115	XP_017798347.1	XP_031836747.1
OG0002116	XP_017797836.1	XP_031828785.1
OG0002117	XP_017798139.1, XP_017798140.1	XP_031845374.1
OG0002118	XP_017791158.1	XP_031835211.1, XP_031835212.1, XP_031835210.1
OG0002119	XP_017789201.1	XP_031838732.1
OG0002120	XP_017795585.1	XP_031829034.1, XP_031829033.1
OG0002121	XP_017788552.1, XP_017788551.1	XP_031831406.1, XP_031831407.1, XP_031831405.1
OG0002122	XP_017795713.1	XP_031841427.1, XP_031841416.1
OG0002123	XP_017799133.1	XP_031846926.1
OG0002124	XP_017798413.1	XP_031827261.1
OG0002125	XP_017791241.1	XP_031830307.1
OG0002126	XP_017797509.1	XP_031844078.1
OG0002127	XP_017790551.1	XP_031846328.1
OG0002128	XP_017790259.1	XP_031838451.1
OG0002129	XP_017790100.1	XP_031828953.1
OG0002130	XP_017797408.1	XP_031844075.1, XP_031844076.1
OG0002131	XP_017798430.1	XP_031827247.1, XP_031827245.1, XP_031827246.1
OG0002132	XP_017797709.1	XP_031845954.1
OG0002134	XP_017797395.1	XP_031849079.1, XP_031849078.1, XP_031849081.1, XP_031849080.1, XP_031849077.1, XP_031849076.1, XP_031849082.1, XP_031849075.1
OG0002136	XP_017793076.1	XP_031850252.1, XP_031850251.1, XP_031850250.1, XP_031850249.1, XP_031850248.1, XP_031850253.1
OG0002137	XP_017794942.1	XP_031827182.1, XP_031827200.1
OG0002138	XP_017796616.1	XP_031847311.1
OG0002139	XP_017791552.1	XP_031830790.1, XP_031830789.1
OG0002140	XP_017789574.1	XP_031836664.1, XP_031836662.1, XP_031836658.1, XP_031836659.1, XP_031836661.1, XP_031836663.1, XP_031836665.1
OG0002141	XP_017790244.1	XP_031832090.1
OG0002142	XP_017790340.1	XP_031831760.1, XP_031831759.1
OG0002143	XP_017789575.1	XP_031836698.1
OG0002144	XP_017787785.1	XP_031826643.1
OG0002145	XP_017797893.1	XP_031828574.1
OG0002146	XP_017791503.1	XP_031826479.1
OG0002147	XP_017790421.1	XP_031840017.1, XP_031840016.1
OG0002148	XP_017789435.1	XP_031844247.1
OG0002149	XP_017797811.1	XP_031836468.1, XP_031836339.1
OG0002150	XP_017793377.1	XP_031849278.1, XP_031849279.1
OG0002151	XP_017787558.1	XP_031827428.1
OG0002152	XP_017797525.1	XP_031840130.1
OG0002153	XP_017792959.1	XP_031850195.1, XP_031850192.1
OG0002154	XP_017791570.1	XP_031835866.1
OG0002155	XP_017798255.1	XP_031845447.1
OG0002156	XP_017793812.1, XP_017793794.1	XP_031834507.1
OG0002157	XP_017788246.1	XP_031828168.1
OG0002158	XP_017794773.1, XP_017794772.1	XP_031842660.1
OG0002159	XP_017792445.1	XP_031827555.1
OG0002160	XP_017797853.1	XP_031847081.1
OG0002161	XP_017796937.1	XP_031833247.1
OG0002162	XP_017790705.1	XP_031825325.1
OG0002163	XP_017789446.1	XP_031841041.1
OG0002164	XP_017797712.1	XP_031832649.1
OG0002165	XP_017792341.1	XP_031828066.1, XP_031828067.1
OG0002166	XP_017787915.1	XP_031836064.1, XP_031836065.1
OG0002167	XP_017795634.1	XP_031836962.1
OG0002168	XP_017788389.1	XP_031839857.1
OG0002169	XP_017790477.1	XP_031841881.1
OG0002170	XP_017791615.1	XP_031835823.1
OG0002171	XP_017790636.1	XP_031847883.1
OG0002172	XP_017790923.1	XP_031843536.1
OG0002173	XP_017792499.1	XP_031841137.1
OG0002174	XP_017795204.1	XP_031838760.1
OG0002175	XP_017788766.1	XP_031847609.1
OG0002177	XP_017790545.1	XP_031841811.1
OG0002178	XP_017796729.1	XP_031830840.1
OG0002179	XP_017799510.1, XP_017799508.1	XP_031829807.1
OG0002180	XP_017799163.1, XP_017799162.1	XP_031847103.1
OG0002181	XP_017793141.1	XP_031835669.1
OG0002182	XP_017788701.1	XP_031839648.1
OG0002183	XP_017794883.1	XP_031831478.1, XP_031831479.1
OG0002184	XP_017793701.1, XP_017793700.1	XP_031833671.1, XP_031833673.1
OG0002185	XP_017795854.1	XP_031848495.1
OG0002186	XP_017791650.1	XP_031840555.1
OG0002187	XP_017791364.1	XP_031837845.1, XP_031837846.1
OG0002188	XP_017795788.1	XP_031840154.1
OG0002189	XP_017791208.1	XP_031841097.1, XP_031841098.1
OG0002190	XP_017791114.1	XP_031830324.1
OG0002191	XP_017789154.1	XP_031847983.1
OG0002192	XP_017795255.1	XP_031831643.1
OG0002193	XP_017797729.1	XP_031848548.1, XP_031848549.1, XP_031848550.1
OG0002194	XP_017787797.1	XP_031826011.1
OG0002195	XP_017796934.1	XP_031833313.1, XP_031833312.1
OG0002196	XP_017788035.1	XP_031832957.1
OG0002197	XP_017792205.1	XP_031825382.1
OG0002198	XP_017791214.1	XP_031846100.1
OG0002199	XP_017795201.1	XP_031838695.1
OG0002200	XP_017794242.1	XP_031832035.1, XP_031832036.1
OG0002201	XP_017787986.1	XP_031848133.1
OG0002202	XP_017788511.1	XP_031831826.1
OG0002203	XP_017799114.1	XP_031847095.1, XP_031847097.1, XP_031847098.1
OG0002204	XP_017796061.1	XP_031833555.1
OG0002205	XP_017794609.1	XP_031837396.1
OG0002206	XP_017787836.1	XP_031826501.1
OG0002208	XP_017789859.1	XP_031844360.1
OG0002209	XP_017787595.1	XP_031841481.1, XP_031841480.1
OG0002211	XP_017793467.1	XP_031849446.1, XP_031849445.1
OG0002212	XP_017797359.1	XP_031838017.1
OG0002213	XP_017797647.1	XP_031838798.1, XP_031838799.1
OG0002214	XP_017789136.1	XP_031838693.1
OG0002215	XP_017792179.1	XP_031825387.1
OG0002217	XP_017789306.1	XP_031844147.1
OG0002218	XP_017792453.1	XP_031827531.1
OG0002219	XP_017788588.1	XP_031838143.1, XP_031838146.1
OG0002220	XP_017792133.1	XP_031825436.1
OG0002221	XP_017790299.1	XP_031838477.1
OG0002222	XP_017793954.1	XP_031830451.1, XP_031830454.1
OG0002223	XP_017788301.1	XP_031837410.1, XP_031837409.1
OG0002224	XP_017792691.1, XP_017792690.1, XP_017792689.1	XP_031848663.1
OG0002225	XP_017788756.1	XP_031846346.1
OG0002226	XP_017789876.1	XP_031844412.1
OG0002227	XP_017794783.1	XP_031842503.1
OG0002228	XP_017787569.1, XP_017787570.1, XP_017787568.1	XP_031841506.1
OG0002229	XP_017793429.1	XP_031835624.1, XP_031835623.1
OG0002230	XP_017787839.1	XP_031846762.1, XP_031846763.1
OG0002231	XP_017799230.1, XP_017799231.1	XP_031832510.1, XP_031832511.1, XP_031832509.1
OG0002236	XP_017798601.1	XP_031832945.1
OG0002237	XP_017796893.1	XP_031833323.1
OG0002238	XP_017798090.1	XP_031847552.1
OG0002239	XP_017788041.1	XP_031844283.1
OG0002240	XP_017791077.1	XP_031828840.1
OG0002241	XP_017796717.1, XP_017796718.1	XP_031847465.1
OG0002242	XP_017789623.1, XP_017789624.1	XP_031845342.1
OG0002243	XP_017787857.1	XP_031826495.1, XP_031826494.1, XP_031826493.1
OG0002244	XP_017788516.1	XP_031838417.1, XP_031838418.1, XP_031838419.1
OG0002245	XP_017789340.1	XP_031849543.1, XP_031849544.1
OG0002246	XP_017798469.1	XP_031826881.1
OG0002247	XP_017797173.1	XP_031833270.1
OG0002248	XP_017788125.1	XP_031844281.1
OG0002249	XP_017792075.1	XP_031846741.1, XP_031846742.1
OG0002250	XP_017787656.1	XP_031825695.1
OG0002251	XP_017792261.1	XP_031826265.1
OG0002252	XP_017792804.1	XP_031826782.1, XP_031826780.1, XP_031826781.1, XP_031826779.1
OG0002253	XP_017788198.1	XP_031849698.1
OG0002254	XP_017793221.1	XP_031847207.1
OG0002255	XP_017799026.1	XP_031832447.1
OG0002256	XP_017797961.1	XP_031829862.1
OG0002257	XP_017799228.1	XP_031847129.1, XP_031847131.1, XP_031847132.1, XP_031847130.1, XP_031847127.1, XP_031847128.1
OG0002258	XP_017789850.1, XP_017789851.1	XP_031844368.1, XP_031844371.1
OG0002259	XP_017798343.1	XP_031827221.1, XP_031827218.1, XP_031827219.1, XP_031827220.1
OG0002260	XP_017795090.1	XP_031839994.1, XP_031839985.1
OG0002261	XP_017790738.1	XP_031833848.1
OG0002262	XP_017793516.1	XP_031838987.1
OG0002263	XP_017796327.1	XP_031829391.1
OG0002264	XP_017788039.1, XP_017787980.1	XP_031837714.1
OG0002265	XP_017792335.1	XP_031826681.1
OG0002266	XP_017799567.1	XP_031829992.1
OG0002267	XP_017797176.1	XP_031834380.1, XP_031834383.1, XP_031834381.1
OG0002268	XP_017798114.1, XP_017798113.1	XP_031845082.1
OG0002269	XP_017792021.1	XP_031846791.1
OG0002270	XP_017789444.1	XP_031844241.1
OG0002271	XP_017791412.1	XP_031827618.1, XP_031827620.1, XP_031827619.1
OG0002272	XP_017797883.1	XP_031843447.1
OG0002273	XP_017799370.1	XP_031827377.1
OG0002275	XP_017790860.1	XP_031843504.1
OG0002276	XP_017798642.1	XP_031848241.1
OG0002277	XP_017791925.1	XP_031835271.1
OG0002278	XP_017793386.1	XP_031835751.1
OG0002279	XP_017795765.1	XP_031836231.1, XP_031836233.1, XP_031836232.1
OG0002280	XP_017797848.1	XP_031828553.1
OG0002281	XP_017791004.1	XP_031846313.1, XP_031846312.1, XP_031846318.1, XP_031846316.1, XP_031846317.1, XP_031846315.1
OG0002282	XP_017787905.1	XP_031836171.1
OG0002283	XP_017795890.1	XP_031843200.1
OG0002284	XP_017792108.1	XP_031830829.1
OG0002285	XP_017788002.1	XP_031845965.1
OG0002286	XP_017795837.1	XP_031840243.1
OG0002287	XP_017797532.1	XP_031837656.1
OG0002288	XP_017795540.1	XP_031838495.1
OG0002289	XP_017792312.1	XP_031826031.1
OG0002290	XP_017788288.1	XP_031827319.1
OG0002291	XP_017791894.1, XP_017791893.1	XP_031825681.1
