Orthogroup	Habropoda_laboriosa	Tribolium_castaneum
OG0001492	XP_017798468.1	XP_973907.1
OG0001493	XP_017789724.1, XP_017789731.1	XP_001812538.1, XP_008194282.1
OG0001494	XP_017794837.1	XP_975427.2
OG0001495	XP_017796883.1	XP_972502.1, XP_975469.1
OG0001496	XP_017797902.1	XP_008191879.1, XP_008191880.1
OG0001497	XP_017793157.1, XP_017793158.1	XP_973523.2, XP_008191647.1, XP_008191650.1, XP_008191649.1
OG0001498	XP_017798647.1	XP_008200217.1, XP_969950.2
OG0001499	XP_017791508.1, XP_017795738.1	XP_974456.3
OG0001500	XP_017789214.1	XP_015835209.1, NP_001280507.1
OG0001501	XP_017792363.1	XP_015833023.1
OG0001502	XP_017792320.1	XP_015833027.1
OG0001503	XP_017793349.1	XP_971310.1, XP_008195559.1
OG0001505	XP_017792212.1	XP_015839664.1, XP_970228.2, XP_015838048.1
OG0001506	XP_017790165.1	XP_973081.1
OG0001507	XP_017796599.1	XP_008197549.1, XP_970874.1
OG0001508	XP_017796243.1	XP_008201537.1
OG0001509	XP_017797998.1	XP_008196908.1
OG0001510	XP_017793153.1	XP_015838190.1
OG0001511	XP_017792043.1	XP_970235.1
OG0001512	XP_017787423.1	XP_015838487.1
OG0001514	XP_017797872.1	XP_968217.2
OG0001515	XP_017794281.1	XP_967539.1
OG0001516	XP_017793269.1	XP_015836356.1
OG0001517	XP_017791518.1	XP_970104.3
OG0001518	XP_017795253.1	XP_967543.1
OG0001519	XP_017795575.1	XP_967329.1, XP_001811319.1, XP_015837971.1, XP_015838004.1, XP_008196924.1, XP_967414.1
OG0001521	XP_017790710.1	XP_008196004.1
OG0001521	XP_017790739.1, XP_017790740.1	XP_015837067.1
OG0001522	XP_017789472.1	XP_008198803.1
OG0001523	XP_017791583.1	XP_008198896.1, XP_008198895.1
OG0001524	XP_017791672.1	XP_008200329.1
OG0001525	XP_017793545.1	XP_969909.1
OG0001526	XP_017799536.1	XP_008190710.1
OG0001527	XP_017787359.1	XP_975382.1
OG0001529	XP_017789359.1	XP_008197492.1
OG0001530	XP_017799092.1	XP_972321.1
OG0001531	XP_017793658.1	XP_974940.1
OG0001532	XP_017790246.1	XP_008201526.1, XP_966735.2
OG0001533	XP_017788554.1	XP_015839661.1
OG0001534	XP_017794833.1	XP_969604.2
OG0001535	XP_017790618.1, XP_017790617.1, XP_017790619.1	XP_969480.1, XP_971061.2
OG0001536	XP_017794317.1	XP_015833087.1
OG0001537	XP_017792420.1	XP_972795.1
OG0001538	XP_017789640.1	NP_001076809.1, XP_008195552.1
OG0001539	XP_017788772.1	XP_015839205.1, XP_008198054.1, NP_001164115.1, XP_001813274.1, XP_015836535.1
OG0001540	XP_017799111.1	XP_973817.2, XP_008200667.1
OG0001541	XP_017792313.1	XP_968546.2
OG0001542	XP_017793747.1	XP_008192060.1
OG0001543	XP_017789634.1	XP_008199669.1
OG0001545	XP_017788053.1	XP_975212.1
OG0001546	XP_017796054.1	XP_015836962.1, XP_015836964.1, XP_015836965.1, XP_015836963.1
OG0001547	XP_017792469.1	XP_008196118.1
OG0001549	XP_017792506.1	XP_967893.2
OG0001551	XP_017794285.1	XP_015832989.1
OG0001552	XP_017794845.1, XP_017794871.1	XP_008190770.1, XP_008190772.1
OG0001553	XP_017794454.1	XP_008200044.1
OG0001554	XP_017795000.1	XP_008193024.1
OG0001555	XP_017795046.1	XP_015835901.1
OG0001556	XP_017788978.1	XP_970686.2
OG0001557	XP_017795601.1	XP_008190378.1
OG0001559	XP_017789582.1	XP_015836282.1
OG0001560	XP_017794399.1	XP_015837120.1, XP_015837119.1, XP_015837117.1
OG0001561	XP_017791836.1	XP_008201574.1
OG0001562	XP_017791476.1, XP_017791469.1	XP_015833433.1, XP_008192389.1
OG0001563	XP_017794766.1	XP_008192558.1, XP_008192559.1
OG0001565	XP_017795471.1	XP_975257.1
OG0001567	XP_017793208.1	XP_974106.1
OG0001568	XP_017790732.1	XP_974421.1, XP_008195811.1
OG0001569	XP_017798527.1	XP_970921.1
OG0001570	XP_017793254.1	XP_974899.2
OG0001571	XP_017795778.1, XP_017795777.1, XP_017795779.1	XP_973610.2
OG0001572	XP_017789701.1	XP_971371.1
OG0001573	XP_017799294.1	XP_015833275.1
OG0001574	XP_017788858.1	XP_008199698.1
OG0001575	XP_017790893.1	XP_008197647.1
OG0001576	XP_017791694.1	XP_008193716.1
OG0001577	XP_017793981.1	XP_967646.1
OG0001579	XP_017793956.1, XP_017793955.1	XP_015836149.1
OG0001580	XP_017794116.1, XP_017794117.1	XP_008201637.1, XP_967750.1
OG0001581	XP_017789969.1	XP_968816.1
OG0001582	XP_017788046.1	XP_015840194.1
OG0001583	XP_017794787.1	XP_008194225.1, XP_015835660.1
OG0001584	XP_017799371.1	XP_008195851.1
OG0001586	XP_017796492.1	XP_967561.1, XP_972037.1
OG0001587	XP_017795617.1	XP_968197.1
OG0001588	XP_017795562.1	XP_015834889.1
OG0001589	XP_017790642.1	XP_008197702.1, XP_008192720.1, XP_015836948.1
OG0001590	XP_017798313.1	XP_966455.1
OG0001591	XP_017799406.1, XP_017791533.1, XP_017788388.1, XP_017787714.1, XP_017792886.1, XP_017797039.1	XP_967809.1
OG0001592	XP_017797760.1	XP_970967.2
OG0001593	XP_017796571.1	XP_015836546.1
OG0001594	XP_017789111.1	XP_971722.1
OG0001595	XP_017791480.1	XP_971845.3
OG0001596	XP_017797071.1	XP_008190483.1
OG0001597	XP_017788415.1, XP_017788414.1, XP_017788412.1, XP_017788413.1	XP_967895.1
OG0001597	XP_017788382.1	XP_967819.1
OG0001598	XP_017797232.1	XP_970210.1, XP_971398.1
OG0001601	XP_017799074.1	XP_008199668.1, XP_008199653.1
OG0001602	XP_017788654.1, XP_017788616.1	XP_015838387.1, XP_015838385.1
OG0001603	XP_017794261.1	XP_015834051.1, XP_968352.3
OG0001604	XP_017796813.1	XP_008200661.1, XP_967231.3
OG0001605	XP_017796235.1, XP_017796242.1	XP_008201547.1, XP_015840720.1
OG0001606	XP_017798318.1	XP_973145.3, XP_015834931.1, XP_008192087.1, XP_008192090.1, XP_008192091.1, XP_008192086.1, XP_015834933.1
OG0001607	XP_017798285.1	XP_976004.1, XP_008198242.1
OG0001608	XP_017789234.1	XP_972286.1
OG0001609	XP_017787968.1	XP_008199066.2
OG0001612	XP_017799366.1, XP_017799365.1, XP_017799364.1	XP_008200626.1, XP_008200627.1
OG0001614	XP_017791121.1	XP_008194443.1, NP_001139415.1
OG0001615	XP_017797878.1	XP_967910.1
OG0001616	XP_017789270.1	XP_967918.1, XP_015837909.1
OG0001617	XP_017787907.1	XP_973076.1
OG0001619	XP_017789723.1	XP_968073.1
OG0001620	XP_017787440.1, XP_017787439.1, XP_017787441.1	XP_967558.1
OG0001621	XP_017788589.1	XP_008194243.1
OG0001622	XP_017788609.1	XP_008194474.1, XP_001811901.2
OG0001623	XP_017795277.1	XP_974776.1, XP_974759.1
OG0001624	XP_017787637.1	NP_001153783.1
OG0001625	XP_017791190.1	XP_973818.1
OG0001626	XP_017790279.1, XP_017790297.1, XP_017790288.1	XP_967659.3
OG0001627	XP_017791687.1	XP_008198503.1
OG0001628	XP_017798287.1	XP_015840508.1
OG0001629	XP_017795865.1, XP_017797110.1	XP_968147.1, XP_008195384.1
OG0001630	XP_017790864.1	XP_967133.1, XP_008193096.2
OG0001631	XP_017793160.1, XP_017793161.1, XP_017793162.1	XP_008198296.1, XP_008198297.1
OG0001632	XP_017797737.1	XP_008198970.1
OG0001633	XP_017788797.1	XP_008195201.1
OG0001634	XP_017792806.1	XP_008190427.1
OG0001635	XP_017792807.1	XP_972058.1
OG0001636	XP_017788432.1	XP_001808212.1
OG0001637	XP_017789823.1	XP_968378.1
OG0001638	XP_017791850.1	XP_974870.1
OG0001639	XP_017798607.1	XP_008190658.1, XP_969463.1
OG0001640	XP_017797617.1	XP_968671.1, XP_968743.1
OG0001641	XP_017796019.1	NP_001161257.1
OG0001642	XP_017788402.1	XP_975475.2
OG0001643	XP_017797691.1	XP_015838711.1, XP_008197729.1, XP_015838712.1
OG0001645	XP_017794085.1	XP_968472.1
OG0001646	XP_017793743.1, XP_017798088.1	XP_015836692.1
OG0001647	XP_017787994.1	XP_008196907.1
OG0001648	XP_017799266.1	XP_970811.3
OG0001649	XP_017795862.1	XP_968588.1
OG0001650	XP_017788577.1	XP_008196718.1
OG0001651	XP_017789244.1, XP_017789243.1	XP_008201666.1
OG0001652	XP_017793602.1, XP_017793587.1	XP_008201098.1
OG0001653	XP_017790915.1	XP_969495.1
OG0001655	XP_017794236.1	XP_968200.2
OG0001656	XP_017790946.1	XP_966649.1
OG0001657	XP_017792392.1	XP_972931.1
OG0001658	XP_017796992.1	XP_008194959.1
OG0001659	XP_017796597.1	XP_008200384.1
OG0001660	XP_017789070.1	XP_975550.1
OG0001661	XP_017793892.1, XP_017793891.1	XP_008198980.1
OG0001662	XP_017796675.1	XP_015838476.1
OG0001663	XP_017791598.1	XP_008195710.1
OG0001664	XP_017788645.1, XP_017788639.1	NP_001135406.1, XP_015836766.1
OG0001665	XP_017789292.1	XP_008200528.1
OG0001666	XP_017794583.1, XP_017794586.1, XP_017794584.1, XP_017794585.1	XP_966660.1
OG0001667	XP_017792197.1	XP_970532.1
OG0001668	XP_017793262.1	XP_015837252.1
OG0001669	XP_017792688.1	XP_969894.1, XP_008190493.1, XP_008190492.1
OG0001670	XP_017797873.1	XP_015840620.1
OG0001671	XP_017793876.1	XP_008191116.1
OG0001672	XP_017791223.1	XP_972180.1
OG0001673	XP_017799244.1	XP_015836576.1
OG0001674	XP_017799245.1	XP_008200693.1
OG0001675	XP_017798751.1	XP_973975.1
OG0001676	XP_017794152.1	XP_008193502.1
OG0001677	XP_017795798.1, XP_017795797.1	XP_970641.1
OG0001678	XP_017794254.1	XP_974956.1, XP_015833321.1
OG0001679	XP_017789223.1	XP_975143.1
OG0001680	XP_017787548.1, XP_017787547.1	XP_015838153.1
OG0001681	XP_017788788.1	XP_971049.1
OG0001682	XP_017789514.1	XP_015839568.1, XP_008199877.1
OG0001683	XP_017794882.1	XP_975042.1
OG0001684	XP_017799022.1, XP_017799034.1	XP_015838963.1, XP_015839133.1, XP_015839136.1
OG0001685	XP_017788060.1	XP_008196454.1, XP_972983.2
OG0001686	XP_017793018.1	XP_008190435.1, XP_008190436.1
OG0001687	XP_017788725.1	XP_008194075.1, XP_015836165.1
OG0001688	XP_017798487.1	NP_001280530.1
OG0001689	XP_017789853.1	XP_015836120.1
OG0001690	XP_017797806.1	XP_008194929.1
OG0001691	XP_017789991.1, XP_017789992.1	XP_969223.1
OG0001693	XP_017790115.1	XP_008200041.1
OG0001694	XP_017789348.1	XP_008196858.1
OG0001695	XP_017796714.1, XP_017796715.1, XP_017796713.1	XP_008194025.1
OG0001696	XP_017794582.1, XP_017794581.1	XP_008199058.1
OG0001697	XP_017793560.1	XP_966430.2
OG0001699	XP_017794255.1	XP_966756.1
OG0001700	XP_017789552.1	XP_008198754.1
OG0001701	XP_017793264.1	XP_008195151.1, XP_008195147.1
OG0001702	XP_017790324.1	XP_971283.1
OG0001703	XP_017793259.1, XP_017793185.1	XP_973910.1
OG0001704	XP_017791498.1	XP_015839476.1
OG0001707	XP_017797534.1	XP_972022.1
OG0001708	XP_017793934.1	XP_971764.2, XP_015838804.1
OG0001709	XP_017789504.1	XP_015835409.1
OG0001710	XP_017790357.1	XP_015836909.1
OG0001711	XP_017798206.1	XP_008197982.1, XP_015838980.1, XP_969573.1
OG0001712	XP_017789844.1	XP_008191120.1, XP_015839938.1
OG0001713	XP_017789213.1	XP_008192792.1, XP_008192793.1
OG0001714	XP_017792904.1	XP_968879.1
OG0001715	XP_017795242.1	XP_972976.2
OG0001716	XP_017797518.1	XP_008194318.1
OG0001717	XP_017798111.1	XP_970328.1
OG0001718	XP_017788200.1	XP_973987.1, XP_008190931.1
OG0001719	XP_017799086.1, XP_017799085.1, XP_017799084.1	XP_969295.1
OG0001720	XP_017790527.1	XP_008195419.1
OG0001721	XP_017797403.1	XP_971909.2, XP_001813448.1
OG0001722	XP_017792195.1	XP_015837216.1, XP_008199610.1
OG0001723	XP_017791814.1	XP_008193918.1
OG0001724	XP_017790653.1	XP_974615.1
OG0001725	XP_017792815.1	XP_971172.2
OG0001726	XP_017792590.1	XP_972049.2, XP_015839452.1
OG0001728	XP_017795059.1	XP_015836419.1
OG0001729	XP_017789767.1	XP_015840335.1, XP_015833348.1
OG0001730	XP_017797255.1	XP_015833482.1
OG0001731	XP_017789010.1	XP_008191795.1, XP_970721.2
OG0001732	XP_017796000.1	XP_973118.1
OG0001733	XP_017789924.1	XP_015835945.1
OG0001734	XP_017797171.1	XP_972923.1
OG0001735	XP_017796517.1	XP_001814509.1
OG0001737	XP_017794221.1	XP_967723.2
OG0001738	XP_017795108.1	XP_015835145.1, XP_008200248.1, XP_001813427.1
OG0001739	XP_017795472.1	XP_968592.2
OG0001740	XP_017791384.1, XP_017791392.1	XP_008193605.1, XP_008199012.1
OG0001742	XP_017789562.1	XP_015840747.1, XP_015840743.1
OG0001743	XP_017788870.1	XP_967142.1, XP_008197750.1, XP_008197749.1
OG0001744	XP_017796839.1	XP_015838667.1, XP_008197600.1
OG0001745	XP_017798901.1	XP_008201469.1
OG0001746	XP_017790066.1	XP_968256.1, XP_008201143.1
OG0001748	XP_017796452.1	XP_015836622.1, XP_015836619.1
OG0001749	XP_017788365.1	XP_008193533.1
OG0001750	XP_017797356.1	XP_970242.1, XP_008192912.1
OG0001751	XP_017796400.1	XP_969871.2
OG0001752	XP_017788532.1	XP_008198887.1, XP_001815490.2, XP_008192875.1, XP_008192876.1, XP_015834712.1, XP_015834710.1, XP_008192879.1
OG0001753	XP_017790149.1	XP_969955.1
OG0001756	XP_017788252.1	XP_968859.1, XP_015840285.1
OG0001757	XP_017788740.1	NP_001161929.1, NP_001161926.1
OG0001758	XP_017796060.1	XP_971002.1
OG0001759	XP_017792584.1	XP_966423.1
OG0001760	XP_017795647.1	XP_966763.1
OG0001762	XP_017793896.1	XP_008194069.1
OG0001763	XP_017793036.1, XP_017793035.1	XP_008191831.1, XP_973224.1
OG0001764	XP_017793686.1	XP_008199965.1, XP_968569.3, XP_968643.1, XP_015837277.1, XP_015837276.1, XP_015837278.1, XP_975752.1
OG0001766	XP_017798815.1	XP_008201079.1, XP_008201080.1
OG0001767	XP_017792208.1	XP_008193134.1, XP_015835802.1, XP_008193901.1
OG0001768	XP_017790076.1	XP_015834861.1
OG0001769	XP_017792665.1	XP_008192898.1, XP_015834493.1, XP_008192826.1, XP_015834494.1, XP_008192895.1, XP_008192836.1
OG0001771	XP_017793661.1	XP_008195425.2, XP_001808512.2
OG0001775	XP_017798439.1	XP_970951.1, NP_001298082.1
OG0001776	XP_017793207.1	NP_001164088.1
OG0001777	XP_017789765.1, XP_017789772.1	XP_967221.1
OG0001778	XP_017795229.1	XP_970875.1
OG0001779	XP_017793884.1	XP_973494.1
OG0001780	XP_017798572.1	XP_968841.1
OG0001781	XP_017797368.1	XP_008192416.1
OG0001782	XP_017792078.1	XP_973321.1
OG0001783	XP_017795149.1	XP_015833325.1, XP_972914.1, XP_008190904.1
OG0001784	XP_017798029.1	XP_970614.1
OG0001785	XP_017797199.1, XP_017797200.1	XP_969235.2
OG0001786	XP_017795373.1	XP_974171.1
OG0001787	XP_017791838.1	XP_966837.1
OG0001789	XP_017790648.1	XP_975068.2
OG0001790	XP_017787502.1, XP_017787516.1	XP_973834.1
OG0001791	XP_017790506.1, XP_017790507.1	XP_008190467.1
OG0001792	XP_017791405.1	XP_967089.1
OG0001793	XP_017789159.1	XP_975535.1
OG0001794	XP_017790352.1	XP_015834535.1, NP_001280504.1
OG0001795	XP_017788678.1	XP_008195656.1
OG0001796	XP_017794875.1	XP_015834572.1, XP_015839928.1
OG0001797	XP_017794907.1	XP_973014.1
OG0001799	XP_017798101.1	NP_001157183.1
OG0001800	XP_017788341.1	XP_966972.1
OG0001801	XP_017793223.1	XP_974888.3
OG0001802	XP_017788416.1	XP_975650.1
OG0001803	XP_017798289.1	XP_008199564.1
OG0001804	XP_017788661.1, XP_017788660.1	XP_008199910.1
OG0001805	XP_017798644.1	XP_008199909.1
OG0001806	XP_017790958.1	XP_008197947.1
OG0001807	XP_017788285.1	XP_008195294.1
OG0001808	XP_017796496.1	XP_972925.2
OG0001809	XP_017794298.1	XP_973657.1
OG0001810	XP_017790447.1, XP_017790446.1	XP_015836863.1
OG0001811	XP_017789341.1	XP_973747.1
OG0001812	XP_017788724.1	XP_967937.1
OG0001813	XP_017794048.1	XP_008199635.1
OG0001814	XP_017790229.1	XP_972868.1
OG0001816	XP_017794366.1	XP_973162.1
OG0001817	XP_017787541.1	XP_015837888.1, XP_974446.1
OG0001818	XP_017788560.1	XP_015836560.1, XP_015836559.1
OG0001819	XP_017796381.1	XP_008194754.1
OG0001820	XP_017796387.1, XP_017793841.1	XP_966351.2
OG0001821	XP_017794565.1	XP_008193342.1
OG0001823	XP_017795882.1	XP_974250.1
OG0001824	XP_017794482.1	XP_015834417.1
OG0001825	XP_017796474.1	XP_015834320.1
OG0001826	XP_017792044.1	XP_008195586.1
OG0001827	XP_017790702.1	XP_008199970.1, XP_008199968.1
OG0001828	XP_017792068.1	XP_008191114.2
OG0001830	XP_017796097.1	XP_008200479.1
OG0001831	XP_017798675.1	XP_015835742.1, XP_015835744.1, XP_015835743.1
OG0001832	XP_017796598.1	XP_015839131.1
OG0001833	XP_017795836.1	XP_015834094.1
OG0001834	XP_017792894.1, XP_017792893.1	NP_001164305.1
OG0001835	XP_017788160.1	XP_008190330.1, XP_008190331.1, XP_015832872.1
OG0001836	XP_017787972.1	XP_015837393.1, XP_015837408.1
OG0001837	XP_017793084.1	XP_008191765.1
OG0001838	XP_017792110.1	XP_973996.1
OG0001839	XP_017798036.1	XP_968056.1, XP_015836876.1
OG0001840	XP_017796094.1	XP_008195127.1, XP_015836709.1
OG0001841	XP_017795639.1	XP_008199607.1
OG0001842	XP_017795964.1	XP_968201.1
OG0001843	XP_017791221.1	XP_970048.1
OG0001844	XP_017797809.1	XP_967434.1
OG0001845	XP_017799544.1	XP_972280.1
OG0001846	XP_017793705.1	XP_971039.1
OG0001847	XP_017791488.1	XP_969079.1
OG0001848	XP_017794301.1	XP_966931.1, XP_015840170.1
OG0001850	XP_017797754.1, XP_017797753.1	XP_008197509.1
OG0001851	XP_017794948.1	XP_974730.2
OG0001852	XP_017793405.1	XP_008194931.1
OG0001853	XP_017790883.1	XP_974684.1
OG0001854	XP_017794822.1	XP_974711.1, XP_008190957.1, XP_974693.1
OG0001855	XP_017791362.1	XP_008193347.1, XP_969166.1
OG0001856	XP_017794392.1	XP_970966.2
OG0001858	XP_017788813.1	XP_008196162.1
OG0001859	XP_017789873.1	XP_015835825.1, XP_015835826.1
OG0001861	XP_017790754.1	XP_970093.1
OG0001862	XP_017793258.1	XP_970196.2
OG0001863	XP_017791154.1, XP_017791153.1	XP_968848.1
OG0001864	XP_017796198.1	XP_008196595.1
OG0001865	XP_017792067.1	XP_008196649.1, XP_970928.1
OG0001866	XP_017798718.1	XP_969990.1, XP_969855.1
OG0001867	XP_017789784.1	XP_008193780.1
OG0001868	XP_017793065.1	XP_008191524.1, XP_008191525.1
OG0001869	XP_017793537.1	XP_968474.1
OG0001870	XP_017789092.1, XP_017789091.1	XP_970830.2, XP_008200721.1, XP_008200720.1, XP_015836188.1, XP_966582.1, XP_008200719.1
OG0001871	XP_017793734.1	XP_970702.1
OG0001872	XP_017794257.1	XP_975296.1
OG0001873	XP_017798861.1	XP_969187.1
OG0001874	XP_017793733.1	XP_971013.1
OG0001875	XP_017791620.1	XP_015833812.1, XP_008191230.1, XP_969031.2
OG0001876	XP_017794660.1	XP_015835298.1
OG0001877	XP_017795894.1	XP_973601.1
OG0001879	XP_017796154.1	XP_972523.1
OG0001880	XP_017790601.1	XP_015837523.1, XP_015837518.1
OG0001881	XP_017797470.1	XP_969186.1
OG0001882	XP_017788444.1	XP_008192360.1
OG0001883	XP_017792086.1	XP_008191423.1, XP_970042.1
OG0001884	XP_017795759.1	XP_008196596.1, XP_015837973.1
OG0001885	XP_017787749.1	XP_967536.1
OG0001886	XP_017798065.1	XP_975677.2
OG0001887	XP_017796424.1	XP_008197283.1
OG0001888	XP_017798513.1	XP_008195157.1
OG0001889	XP_017792380.1	XP_976203.1
OG0001890	XP_017798598.1	XP_008199667.1
OG0001891	XP_017796024.1	XP_008192976.1
OG0001894	XP_017788208.1	XP_015834285.1
OG0001895	XP_017798560.1	XP_015837161.1, XP_015837158.1
OG0001896	XP_017789814.1	XP_008199025.2, XP_015836575.1
OG0001897	XP_017792467.1	XP_973467.1
OG0001898	XP_017799201.1	XP_015837675.1, XP_008194172.1
OG0001899	XP_017793378.1	XP_972476.1
OG0001900	XP_017796938.1	XP_973168.1
OG0001901	XP_017793421.1	XP_975551.3
OG0001902	XP_017792923.1	XP_008200644.1, XP_008200643.1
OG0001903	XP_017790151.1	XP_008195330.1
OG0001904	XP_017792137.1	XP_015838968.1
OG0001905	XP_017790820.1	XP_015836844.1
OG0001906	XP_017795460.1	XP_008192297.1
OG0001907	XP_017790153.1	XP_008196697.1
OG0001908	XP_017789053.1	NP_001034524.1
OG0001909	XP_017788624.1	XP_008192942.1
OG0001910	XP_017796487.1	XP_008200358.1
OG0001912	XP_017789374.1, XP_017789373.1	XP_015838680.1
OG0001913	XP_017788497.1	XP_008190278.1
OG0001914	XP_017794479.1	XP_015833095.1, XP_008190774.1
OG0001915	XP_017790631.1	XP_008195899.1, XP_015837384.1
OG0001916	XP_017796382.1	XP_968009.1, XP_008199227.1
OG0001917	XP_017787877.1	XP_969465.1
OG0001918	XP_017791322.1	XP_001812133.1
OG0001919	XP_017789323.1	XP_008201301.1, XP_008201320.1
OG0001920	XP_017790921.1	XP_015839675.1
OG0001921	XP_017790912.1	XP_015838145.1
OG0001922	XP_017788435.1	XP_015838207.1, XP_008196854.1
OG0001923	XP_017787614.1	XP_008198220.1
OG0001924	XP_017795840.1	XP_008200040.1
OG0001925	XP_017794515.1	XP_015833560.1
OG0001926	XP_017787450.1, XP_017787451.1, XP_017787452.1	XP_974856.1
OG0001927	XP_017794881.1	XP_970922.1
OG0001928	XP_017793870.1	XP_015840097.1, XP_008193263.1
OG0001929	XP_017795389.1	XP_969941.1
OG0001930	XP_017790170.1	XP_973098.1
OG0001931	XP_017792740.1	XP_968315.1
OG0001933	XP_017788181.1	XP_008197905.1
OG0001934	XP_017788059.1	XP_008195057.1, XP_008195056.1
OG0001935	XP_017788329.1	XP_972743.1
OG0001936	XP_017787497.1	XP_015838605.1, XP_008193365.2, XP_008190649.2, XP_015836208.1, XP_015836206.1
OG0001937	XP_017797362.1	NP_001159380.1, XP_015837360.1, XP_015837617.1, NP_001159381.1
OG0001938	XP_017791839.1	XP_972867.1
OG0001939	XP_017788602.1	XP_975288.1
OG0001940	XP_017795175.1	XP_968090.1
OG0001941	XP_017788269.1	XP_008197953.1, XP_008197949.1
OG0001942	XP_017787537.1	XP_008195032.1
OG0001943	XP_017793244.1	XP_968664.1
OG0001944	XP_017799157.1	NP_001164311.1, NP_001164312.1, XP_008200790.1
OG0001945	XP_017792958.1	XP_015834904.1
OG0001946	XP_017793389.1	XP_008197760.1
OG0001947	XP_017798164.1, XP_017798141.1	XP_008200081.1
OG0001948	XP_017787734.1	XP_015839318.1
OG0001949	XP_017787365.1	XP_015838744.1
OG0001950	XP_017788139.1	XP_015834259.1
OG0001951	XP_017793827.1, XP_017793829.1	XP_008198065.2, XP_008198067.1, XP_008198061.1
OG0001952	XP_017787415.1	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1
OG0001953	XP_017792662.1, XP_017787425.1, XP_017787424.1	XP_015838030.1, NP_001180378.1
OG0001954	XP_017791395.1	XP_972227.1
OG0001955	XP_017787642.1	XP_971125.1
OG0001956	XP_017796758.1	XP_975480.1, XP_975607.1
OG0001957	XP_017788462.1	XP_015838649.1
OG0001959	XP_017790743.1, XP_017790744.1	XP_015838645.1
OG0001960	XP_017796201.1	XP_008200339.1
OG0001961	XP_017788069.1, XP_017788070.1, XP_017788068.1	XP_969940.1
OG0001962	XP_017788703.1	XP_015837014.1, XP_974612.1, XP_974632.1, XP_974652.1, XP_008195477.1
OG0001963	XP_017790030.1	XP_008191834.1
OG0001964	XP_017789778.1	XP_971585.1
OG0001965	XP_017792304.1	XP_008201279.1, XP_015840730.1, XP_015839909.1, XP_008195883.2
OG0001966	XP_017798608.1	XP_001809413.1
OG0001967	XP_017793653.1, XP_017793652.1	XP_001807448.1
OG0001968	XP_017789546.1, XP_017789548.1	XP_008198558.1
OG0001969	XP_017795023.1	XP_008199546.1, XP_008199547.1, XP_008199548.1, XP_008199545.1
