Orthogroup	Habropoda_laboriosa	Aedes_aegypti
OG0001126	XP_017790511.1	XP_021710924.1, XP_021710923.1, XP_021710925.1, XP_021710926.1, XP_021710927.1, XP_021710928.1, XP_021710929.1, XP_021710930.1, XP_021712472.1
OG0001127	XP_017792412.1	XP_021702833.1
OG0001128	XP_017792408.1	XP_001656417.2
OG0001129	XP_017793721.1	XP_021697564.1, XP_021697563.1, XP_021697566.1, XP_021697565.1, XP_021697562.1, XP_021697561.1
OG0001130	XP_017788760.1	XP_021693810.1
OG0001131	XP_017794733.1, XP_017794736.1	XP_021709697.1, XP_021709695.1, XP_021709694.1, XP_021712509.1, XP_021709692.1, XP_021709696.1
OG0001132	XP_017798283.1	XP_001653441.1
OG0001133	XP_017790379.1	XP_021705031.1
OG0001134	XP_017788785.1, XP_017788783.1	XP_021700926.1, XP_021700923.1
OG0001135	XP_017788325.1	XP_021697315.1, XP_021697331.1, XP_021697325.1
OG0001137	XP_017791724.1	XP_021704118.1, XP_021704119.1, XP_021704126.1, XP_001659752.1, XP_001659753.1
OG0001138	XP_017792825.1	XP_001655529.2
OG0001139	XP_017793562.1, XP_017793521.1	XP_021708606.1
OG0001140	XP_017791967.1, XP_017791969.1, XP_017791968.1	XP_001654986.2
OG0001141	XP_017792956.1	XP_001649333.2
OG0001142	XP_017798441.1	XP_021708949.1, XP_021708948.1, XP_021708947.1, XP_021708946.1, XP_001650930.2
OG0001143	XP_017790008.1	XP_001662313.1
OG0001144	XP_017796702.1, XP_017796700.1	XP_021713323.1
OG0001145	XP_017794335.1	XP_001656860.2, XP_021695639.1
OG0001146	XP_017796071.1, XP_017795555.1	XP_001660509.1
OG0001147	XP_017797841.1	XP_021694950.1
OG0001148	XP_017795537.1	XP_001654006.1, XP_001654007.1, XP_021707285.1
OG0001149	XP_017793333.1	XP_021696025.1
OG0001150	XP_017796677.1, XP_017796687.1, XP_017796693.1	XP_021697593.1
OG0001151	XP_017795565.1	XP_021701521.1
OG0001152	XP_017792000.1	XP_001650532.2
OG0001153	XP_017787961.1, XP_017787944.1	XP_021702556.1
OG0001154	XP_017795909.1	XP_021711748.1
OG0001155	XP_017792586.1, XP_017792588.1	XP_021707527.1
OG0001156	XP_017795451.1, XP_017795453.1, XP_017795452.1	XP_021710451.1, XP_021710447.1, XP_021710448.1, XP_021710445.1, XP_021710446.1, XP_021710449.1, XP_021712365.1, XP_021710443.1, XP_021710444.1
OG0001157	XP_017787962.1	XP_021694571.1, XP_021694572.1, XP_021694573.1
OG0001158	XP_017794186.1	XP_021699270.1
OG0001159	XP_017790862.1	XP_021710638.1
OG0001160	XP_017796269.1	XP_001654460.1
OG0001161	XP_017787998.1	XP_001652572.1
OG0001162	XP_017796046.1	XP_021707175.1
OG0001164	XP_017795510.1	XP_021707691.1, XP_021707690.1, XP_021707689.1
OG0001165	XP_017789600.1	XP_021710995.1
OG0001166	XP_017790887.1, XP_017790888.1	XP_021700484.1
OG0001167	XP_017797480.1	XP_001661518.1
OG0001168	XP_017796130.1	XP_001655162.2
OG0001169	XP_017798652.1	XP_021700392.1, XP_001663720.1
OG0001171	XP_017797867.1, XP_017797866.1	XP_021694953.1
OG0001172	XP_017796079.1, XP_017796077.1, XP_017796001.1	XP_021705744.1, XP_021705736.1
OG0001173	XP_017794551.1	XP_021707670.1, XP_021707669.1, XP_021707673.1, XP_021707671.1, XP_021707672.1, XP_001650777.2
OG0001174	XP_017796522.1, XP_017791429.1	XP_001657220.1, XP_021693197.1, XP_021712297.1, XP_021712296.1
OG0001175	XP_017794203.1	XP_021696273.1, XP_021696272.1, XP_021696280.1, XP_021696281.1, XP_021696279.1, XP_021696276.1, XP_021696277.1, XP_021696274.1, XP_021696278.1, XP_021696275.1, XP_021696271.1
OG0001176	XP_017787744.1	XP_021693845.1
OG0001178	XP_017787467.1	XP_001656777.2
OG0001179	XP_017795447.1, XP_017795448.1	XP_021708724.1
OG0001180	XP_017795320.1	XP_021706223.1, XP_001654740.2
OG0001181	XP_017793736.1	XP_001647577.1
OG0001182	XP_017797539.1	XP_021711115.1, XP_021711128.1
OG0001183	XP_017788177.1	XP_021696657.1
OG0001184	XP_017791578.1	XP_001655214.2
OG0001185	XP_017795033.1	XP_021710861.1, XP_001657234.2, XP_001659019.2, XP_021707712.1, XP_001655076.1, XP_001655077.2, XP_021705778.1, XP_021705777.1
OG0001186	XP_017787503.1	XP_001654432.1
OG0001187	XP_017787427.1, XP_017787426.1	XP_021711494.1
OG0001188	XP_017793637.1	XP_021712965.1, XP_021712966.1, XP_021712963.1, XP_021712964.1, XP_021712967.1, XP_021712968.1
OG0001189	XP_017797116.1, XP_017798593.1, XP_017798592.1	XP_021711031.1
OG0001190	XP_017792754.1	XP_001649672.1, XP_021702492.1
OG0001191	XP_017791789.1	XP_021704021.1, XP_001657314.2
OG0001193	XP_017798119.1, XP_017798120.1, XP_017798118.1	XP_021708796.1, XP_021708797.1, XP_021708793.1, XP_021708795.1, XP_021708791.1, XP_021708792.1
OG0001195	XP_017793235.1	XP_001649330.2, XP_021701388.1
OG0001197	XP_017795368.1, XP_017795364.1	XP_001653258.1
OG0001198	XP_017793237.1	XP_001654561.1
OG0001199	XP_017794193.1	XP_001655189.2
OG0001202	XP_017793302.1	XP_001660281.2
OG0001203	XP_017793585.1, XP_017798964.1	XP_021695231.1, XP_021698954.1, XP_021698952.1
OG0001204	XP_017790875.1	XP_021698471.1
OG0001205	XP_017791872.1, XP_017791131.1	XP_021703744.1
OG0001206	XP_017791642.1	XP_021704907.1
OG0001207	XP_017791509.1	XP_021705398.1, XP_021705681.1
OG0001208	XP_017790628.1	XP_021706768.1
OG0001209	XP_017789063.1	XP_021712755.1
OG0001214	XP_017789681.1	XP_001655451.2
OG0001215	XP_017798547.1, XP_017798546.1	XP_021697293.1, XP_021697294.1, XP_021697295.1
OG0001216	XP_017794283.1	XP_001653393.1
OG0001217	XP_017792789.1, XP_017792788.1	XP_001659205.1
OG0001218	XP_017789176.1	XP_001648941.1, XP_021705472.1
OG0001219	XP_017794970.1, XP_017794969.1, XP_017794971.1	XP_011493503.2
OG0001220	XP_017794910.1	XP_001663266.1
OG0001222	XP_017791866.1	XP_021713412.1, XP_001655604.1, XP_001655603.1
OG0001223	XP_017793281.1, XP_017793280.1, XP_017793279.1	XP_001648095.1
OG0001224	XP_017794876.1, XP_017794877.1	XP_001660440.2, XP_001658084.2
OG0001225	XP_017791124.1	XP_001648371.1
OG0001226	XP_017791766.1, XP_017791767.1, XP_017791768.1	XP_001653501.2
OG0001227	XP_017794326.1	XP_021695961.1, XP_001663677.1, XP_021695960.1, XP_001663676.1
OG0001228	XP_017796637.1	XP_021703910.1, XP_021703909.1
OG0001229	XP_017797851.1	XP_021704947.1
OG0001230	XP_017792169.1	XP_001656889.1
OG0001231	XP_017789848.1	XP_021694672.1
OG0001232	XP_017792305.1	XP_021700838.1
OG0001233	XP_017788868.1	XP_001654247.1, XP_021704697.1, XP_021704696.1
OG0001234	XP_017791314.1	XP_021706307.1
OG0001236	XP_017794895.1	XP_021698646.1, XP_021698645.1
OG0001237	XP_017792990.1	XP_021696524.1
OG0001238	XP_017791251.1, XP_017791249.1	XP_021711392.1, XP_021711407.1
OG0001239	XP_017797854.1	XP_021710256.1
OG0001240	XP_017789228.1	XP_021700543.1
OG0001241	XP_017790274.1	XP_021709960.1
OG0001242	XP_017792291.1, XP_017792290.1	XP_021695985.1
OG0001244	XP_017793483.1	XP_001653051.1
OG0001245	XP_017790098.1	XP_001649754.1, XP_021706031.1
OG0001246	XP_017790026.1	XP_021703701.1
OG0001247	XP_017791643.1	XP_001658992.1
OG0001248	XP_017788567.1	XP_021703673.1
OG0001249	XP_017792076.1	XP_001660617.1
OG0001250	XP_017791228.1	XP_001661045.2
OG0001251	XP_017796273.1	XP_021695142.1, XP_021695149.1
OG0001252	XP_017799497.1	XP_001656430.1
OG0001253	XP_017790271.1	XP_001651542.2, XP_021696789.1, XP_021696788.1, XP_021696787.1
OG0001255	XP_017795498.1	XP_001647960.3
OG0001256	XP_017789195.1	XP_021694943.1, XP_021694941.1
OG0001257	XP_017793031.1	XP_021693634.1, XP_011493676.1, XP_011493675.1
OG0001258	XP_017798081.1	XP_001652339.1, XP_021704024.1, XP_021704027.1
OG0001259	XP_017797413.1	XP_001653425.2
OG0001260	XP_017793568.1, XP_017793567.1, XP_017793569.1	XP_001652317.1
OG0001261	XP_017791159.1	XP_021710538.1, XP_021710533.1, XP_021710536.1, XP_021710535.1, XP_021710531.1, XP_021710532.1, XP_021710534.1, XP_021710537.1
OG0001262	XP_017797401.1	XP_021711449.1
OG0001263	XP_017797309.1	XP_001658296.1
OG0001264	XP_017795290.1, XP_017795289.1	XP_001657447.2
OG0001265	XP_017798006.1	XP_021703729.1, XP_021703731.1, XP_021703732.1, XP_021703727.1, XP_021703728.1, XP_021703725.1, XP_021703726.1, XP_021703723.1, XP_021703724.1, XP_021703721.1, XP_021703722.1, XP_021703720.1
OG0001267	XP_017787420.1	XP_021705969.1, XP_021705968.1
OG0001268	XP_017794719.1, XP_017787623.1	XP_021703813.1
OG0001269	XP_017794314.1	XP_021710035.1
OG0001270	XP_017791916.1	XP_021705766.1, XP_021705767.1
OG0001271	XP_017787977.1	XP_021705424.1, XP_021705422.1, XP_021705423.1
OG0001272	XP_017793344.1	XP_001655854.1
OG0001273	XP_017792157.1	XP_021700130.1
OG0001274	XP_017793673.1	XP_001663402.2
OG0001277	XP_017789364.1	XP_021707020.1, XP_021707021.1
OG0001278	XP_017799281.1	XP_001651785.2
OG0001279	XP_017797185.1	XP_021694589.1
OG0001280	XP_017795758.1	XP_001652945.1
OG0001281	XP_017796815.1, XP_017796814.1	XP_021698661.1
OG0001282	XP_017789626.1	XP_021698670.1
OG0001283	XP_017787817.1	XP_021697649.1
OG0001284	XP_017789264.1	XP_021701396.1, XP_021701391.1
OG0001286	XP_017794682.1	XP_021703120.1
OG0001287	XP_017799309.1	XP_021707370.1, XP_021707349.1, XP_021707348.1
OG0001288	XP_017794630.1	XP_021706525.1, XP_001659242.1
OG0001289	XP_017790186.1	XP_021694157.1
OG0001290	XP_017799143.1	XP_001660794.2, XP_021695080.1
OG0001291	XP_017787574.1	XP_001655206.2, XP_021712045.1
OG0001293	XP_017791613.1, XP_017791614.1	XP_001658202.2
OG0001294	XP_017791867.1	XP_001662562.1, XP_021712306.1
OG0001295	XP_017795856.1	XP_001655925.2, XP_021699425.1
OG0001298	XP_017794351.1	XP_021695656.1, XP_021695651.1, XP_021695650.1, XP_021695653.1, XP_021695652.1, XP_021695649.1, XP_021695655.1, XP_021695654.1, XP_001656862.1
OG0001300	XP_017794851.1	XP_001650130.2
OG0001301	XP_017790952.1	XP_021696109.1
OG0001302	XP_017799006.1	XP_021695397.1
OG0001302	XP_017799004.1	XP_021704073.1
OG0001303	XP_017787889.1	XP_021709459.1, XP_021709460.1
OG0001304	XP_017796582.1	XP_001649076.2
OG0001305	XP_017787786.1, XP_017797135.1	XP_021696724.1
OG0001306	XP_017792109.1, XP_017792103.1	XP_021705682.1
OG0001307	XP_017793580.1, XP_017793581.1	XP_021695213.1
OG0001308	XP_017791535.1	XP_021706251.1
OG0001310	XP_017795523.1	XP_001647946.2
OG0001312	XP_017798013.1, XP_017798014.1	XP_001654151.1
OG0001314	XP_017794954.1	XP_021697255.1, XP_021697257.1, XP_001663445.2, XP_021697256.1
OG0001315	XP_017794688.1	XP_001663877.1, XP_021699529.1
OG0001316	XP_017799149.1	XP_021698705.1
OG0001317	XP_017797048.1	XP_021699168.1
OG0001318	XP_017795381.1	XP_021702414.1
OG0001319	XP_017796909.1, XP_017796912.1, XP_017796910.1, XP_017796915.1, XP_017796916.1, XP_017796913.1, XP_017796914.1	XP_021704855.1
OG0001320	XP_017798369.1	XP_021708785.1, XP_021708784.1, XP_021708783.1, XP_021708782.1
OG0001321	XP_017794025.1	XP_021710244.1
OG0001322	XP_017796027.1	XP_021713221.1, XP_021713222.1, XP_021713223.1
OG0001328	XP_017789480.1	XP_021709467.1
OG0001329	XP_017795671.1	XP_001657589.2
OG0001330	XP_017798173.1	XP_001652750.1
OG0001331	XP_017791167.1	XP_001654299.1
OG0001332	XP_017791396.1, XP_017791323.1	XP_001652269.1
OG0001333	XP_017797324.1	XP_001651256.1
OG0001334	XP_017791000.1, XP_017791067.1	XP_001650222.1, XP_001654443.1
OG0001335	XP_017790167.1	XP_001649624.2, XP_001649625.2
OG0001336	XP_017792872.1	XP_021703688.1, XP_021703684.1
OG0001337	XP_017790338.1	XP_021707110.1
OG0001338	XP_017792954.1	XP_001660476.2
OG0001339	XP_017788142.1	XP_001654036.2
OG0001340	XP_017787707.1, XP_017787708.1	XP_021709482.1, XP_001655390.1, XP_001655391.1
OG0001341	XP_017795388.1	XP_021695378.1
OG0001342	XP_017788387.1	XP_021707182.1
OG0001343	XP_017798551.1, XP_017798665.1	XP_001662179.2
OG0001344	XP_017791191.1	XP_021699741.1, XP_021699742.1, XP_021699744.1, XP_001658638.2, XP_021699743.1
OG0001345	XP_017790730.1	XP_001661090.1
OG0001346	XP_017796462.1	XP_001648900.1, XP_021707707.1
OG0001347	XP_017796171.1	XP_001659204.1
OG0001348	XP_017791185.1	XP_001661832.1
OG0001349	XP_017795887.1	XP_001654544.1
OG0001350	XP_017789757.1	XP_001655317.2
OG0001351	XP_017791835.1	XP_021705308.1, XP_021705307.1, XP_021705305.1, XP_021705304.1, XP_021705303.1, XP_021705302.1, XP_021705309.1
OG0001352	XP_017791357.1, XP_017791358.1	XP_021705226.1
OG0001353	XP_017791776.1	XP_001656906.2
OG0001354	XP_017792160.1	XP_001663103.2
OG0001355	XP_017796204.1	XP_021710337.1
OG0001356	XP_017793554.1	XP_021696915.1
OG0001357	XP_017792393.1	XP_021700297.1, XP_021700298.1, XP_021700299.1, XP_021700289.1, XP_021700288.1, XP_021700294.1, XP_021700295.1, XP_021700296.1, XP_021700290.1, XP_021700292.1, XP_021700293.1, XP_021700300.1
OG0001359	XP_017798445.1	XP_001655316.1
OG0001361	XP_017794937.1	XP_001653274.2, XP_021709382.1, XP_021709377.1, XP_021711749.1
OG0001362	XP_017796002.1	XP_021711634.1, XP_001650538.2, XP_021711639.1, XP_021711636.1, XP_021711635.1, XP_021711638.1, XP_021711637.1
OG0001363	XP_017788057.1, XP_017797183.1	XP_001659788.1
OG0001364	XP_017798053.1	XP_021704232.1
OG0001365	XP_017793507.1	XP_021703837.1, XP_021703838.1, XP_021703833.1, XP_021703834.1, XP_021703836.1, XP_021703835.1
OG0001367	XP_017789592.1	XP_001648364.2, XP_001657924.1, XP_001654932.2, XP_001654934.2, XP_001660482.1, XP_001660484.1, XP_001660483.1, XP_021701594.1, XP_001657925.2
OG0001368	XP_017797669.1	XP_001658458.1, XP_021709263.1, XP_021709266.1
OG0001369	XP_017787776.1	XP_001661015.2
OG0001370	XP_017790328.1	XP_021711931.1, XP_001650631.2
OG0001371	XP_017789071.1	XP_001649083.3, XP_021697602.1, XP_021712118.1
OG0001372	XP_017795493.1, XP_017795662.1	XP_021696997.1, XP_021697000.1, XP_021697001.1, XP_021696999.1, XP_021696995.1, XP_021696996.1
OG0001373	XP_017797550.1, XP_017797549.1	XP_021694453.1
OG0001374	XP_017787974.1	XP_001657485.1
OG0001375	XP_017793823.1	XP_021699017.1, XP_021699013.1
OG0001376	XP_017788540.1	XP_021704527.1
OG0001377	XP_017796218.1, XP_017796217.1	XP_001664237.1
OG0001378	XP_017791638.1	XP_021712935.1, XP_021712936.1, XP_001649534.1, XP_021695113.1
OG0001379	XP_017795741.1	XP_021700986.1, XP_021700988.1, XP_021700987.1, XP_021700980.1, XP_021700981.1, XP_021700982.1, XP_021700983.1, XP_021700984.1, XP_001649718.1, XP_021700985.1
OG0001380	XP_017793818.1	XP_021703772.1, XP_021703773.1, XP_021703774.1, XP_001653369.1, XP_021703771.1
OG0001381	XP_017797160.1	XP_001648807.1
OG0001382	XP_017790870.1	XP_021701098.1, XP_001651389.2, XP_001648852.1
OG0001383	XP_017789683.1	XP_001662373.2
OG0001384	XP_017790283.1	XP_001660023.2
OG0001385	XP_017790663.1	XP_021698595.1
OG0001386	XP_017789786.1	XP_021698247.1
OG0001387	XP_017788586.1	XP_001656936.1
OG0001388	XP_017793374.1	XP_021711868.1, XP_021710112.1
OG0001389	XP_017798200.1	XP_021705377.1, XP_001661979.2, XP_021698303.1, XP_021698302.1
OG0001390	XP_017788795.1	XP_021700843.1
OG0001391	XP_017793959.1	XP_021697039.1, XP_021697040.1, XP_021697038.1, XP_021697041.1
OG0001392	XP_017794574.1, XP_017794568.1	XP_021709568.1, XP_021709569.1, XP_021709567.1
OG0001393	XP_017787863.1	XP_021696289.1, XP_021696288.1
OG0001394	XP_017798918.1	XP_001650424.1
OG0001395	XP_017788748.1	XP_021696363.1, XP_021696349.1
OG0001396	XP_017799054.1	XP_001662596.2, XP_021699720.1
OG0001397	XP_017791451.1	XP_021712502.1, XP_021693812.1
OG0001398	XP_017789423.1	XP_001657045.2, XP_021694877.1
OG0001399	XP_017799057.1, XP_017799056.1	XP_001651707.1
OG0001400	XP_017791099.1	XP_021703961.1, XP_021703962.1
OG0001401	XP_017794782.1	XP_001660577.1
OG0001402	XP_017789362.1	XP_001664062.1
OG0001403	XP_017795520.1, XP_017795521.1	XP_021710754.1, XP_001650547.1
OG0001405	XP_017789740.1	XP_001649519.2, XP_001649518.2, XP_001649517.2
OG0001406	XP_017795275.1	XP_021712670.1
OG0001407	XP_017792269.1, XP_017792268.1	XP_021704231.1, XP_021704230.1
OG0001408	XP_017791999.1	XP_021713401.1
OG0001409	XP_017793273.1, XP_017793278.1	XP_021711099.1
OG0001410	XP_017798015.1	XP_021708563.1
OG0001413	XP_017798877.1	XP_021694446.1
OG0001414	XP_017789735.1	XP_021702146.1
OG0001415	XP_017788202.1	XP_021699093.1
OG0001416	XP_017797924.1, XP_017796560.1	XP_021712252.1, XP_021700673.1
OG0001417	XP_017790300.1	XP_021695666.1
OG0001418	XP_017797835.1	XP_021702027.1
OG0001419	XP_017789761.1	XP_021703807.1
OG0001420	XP_017790537.1	XP_001655783.1, XP_001652599.2
OG0001421	XP_017797627.1	XP_001657115.1
OG0001422	XP_017792051.1	XP_001650075.2
OG0001423	XP_017799000.1	XP_001659271.2
OG0001424	XP_017797427.1	XP_001648513.1
OG0001425	XP_017799098.1	XP_021693444.1, XP_021693451.1, XP_021693464.1, XP_021693471.1, XP_021693468.1, XP_021693475.1, XP_021693480.1, XP_021693491.1, XP_021693456.1
OG0001426	XP_017788995.1	XP_021701495.1
OG0001427	XP_017797929.1	XP_001660203.1
OG0001428	XP_017792204.1	XP_001647790.2
OG0001429	XP_017797335.1	XP_001650121.1
OG0001430	XP_017791857.1	XP_001654175.2, XP_021708114.1
OG0001432	XP_017794814.1	XP_021708580.1, XP_001660017.2, XP_021708611.1, XP_021708613.1, XP_021708608.1, XP_001663217.2
OG0001433	XP_017791205.1	XP_001662331.2
OG0001434	XP_017795012.1	XP_001663415.1
OG0001436	XP_017798787.1	XP_021697897.1
OG0001437	XP_017791426.1	XP_021700178.1
OG0001438	XP_017791377.1	XP_021708714.1, XP_021704285.1
OG0001439	XP_017789580.1	XP_021705419.1, XP_021711772.1
OG0001440	XP_017788121.1	XP_021706240.1
OG0001441	XP_017794102.1	XP_021706835.1, XP_021706838.1, XP_021712543.1, XP_021706836.1
OG0001442	XP_017789976.1, XP_017792634.1	XP_021706881.1
OG0001443	XP_017796463.1, XP_017788958.1	XP_021706948.1, XP_021711425.1
OG0001444	XP_017793576.1, XP_017792117.1, XP_017788623.1	XP_021708725.1
OG0001445	XP_017796099.1	XP_021712815.1
OG0001446	XP_017789413.1	XP_021713062.1, XP_021713058.1
OG0001453	XP_017792327.1	XP_001652827.1, XP_001652828.1, XP_001652829.1
OG0001455	XP_017791217.1	XP_001659135.1, XP_001649843.1
OG0001456	XP_017795971.1	XP_021706989.1
OG0001457	XP_017791437.1	XP_001656531.1
OG0001458	XP_017797735.1	XP_021709031.1
OG0001459	XP_017794179.1	XP_001649804.1, XP_001658793.2
OG0001460	XP_017787921.1	XP_001663584.2
OG0001461	XP_017790724.1	XP_001649395.2
OG0001462	XP_017797572.1	XP_021710250.1, XP_021710252.1
OG0001463	XP_017792066.1	XP_021706165.1, XP_021706164.1
OG0001464	XP_017789055.1	XP_001656398.1, XP_001664152.2, XP_001651087.1, XP_001651086.1
OG0001465	XP_017795974.1	XP_011493120.1, XP_021707681.1, XP_021707682.1, XP_021707683.1
OG0001466	XP_017789105.1, XP_017789014.1	XP_001652327.1
OG0001467	XP_017795664.1	XP_001649724.2
OG0001468	XP_017790960.1	XP_001648269.1
OG0001469	XP_017792845.1	XP_001655637.2, XP_021694126.1, XP_021712662.1, XP_021712661.1, XP_021694127.1, XP_021712660.1
OG0001470	XP_017790397.1	XP_001650785.1, XP_001650784.1, XP_001652204.1
OG0001471	XP_017788084.1	XP_001657926.1
OG0001472	XP_017791731.1	XP_001656628.1
OG0001473	XP_017796519.1	XP_021699212.1
OG0001474	XP_017789690.1	XP_001662447.1
OG0001475	XP_017799291.1	XP_001664045.2
OG0001476	XP_017787599.1	XP_021705887.1
OG0001477	XP_017792429.1	XP_001654194.2
OG0001478	XP_017794297.1	XP_021711922.1, XP_021699182.1
OG0001479	XP_017793032.1	XP_001655863.1
OG0001480	XP_017795270.1	XP_021708351.1
OG0001481	XP_017788580.1	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1
OG0001482	XP_017798332.1, XP_017798331.1	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2
OG0001483	XP_017796274.1	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1
OG0001484	XP_017797823.1	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1
OG0001485	XP_017791434.1	XP_001657384.1, XP_021712680.1
OG0001485	XP_017787532.1	XP_021700466.1
OG0001486	XP_017795560.1, XP_017795559.1	XP_001648831.2, XP_021701667.1, XP_001659833.2
OG0001487	XP_017792607.1	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1
OG0001488	XP_017789028.1	XP_021710667.1
OG0001489	XP_017796318.1	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1
OG0001490	XP_017795993.1	XP_021701945.1, XP_021701935.1
OG0001492	XP_017798468.1	XP_001662155.1, XP_001654105.1, XP_021713033.1
OG0001493	XP_017789724.1, XP_017789731.1	XP_021698974.1
OG0001494	XP_017794837.1	XP_021697267.1, XP_021697268.1, XP_021697269.1
OG0001495	XP_017796883.1	XP_021707805.1
OG0001496	XP_017797902.1	XP_021695727.1, XP_011493651.1, XP_001655836.1
OG0001497	XP_017793157.1, XP_017793158.1	XP_021707615.1
OG0001498	XP_017798647.1	XP_021697831.1
OG0001499	XP_017791508.1, XP_017795738.1	XP_001651889.2
OG0001500	XP_017789214.1	XP_021705614.1, XP_021705612.1, XP_021705613.1, XP_021705610.1, XP_021705611.1, XP_021705609.1
OG0001501	XP_017792363.1	XP_021712753.1, XP_021699608.1
OG0001502	XP_017792320.1	XP_021699619.1
OG0001503	XP_017793349.1	XP_021702842.1, XP_021702843.1, XP_021702844.1
OG0001504	XP_017788080.1, XP_017788079.1	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1
OG0001505	XP_017792212.1	XP_001660600.2, XP_021704345.1
