Orthogroup	Habropoda_laboriosa	Megalopta_genalis
OG0002302	XP_017787471.1	XP_033327414.1
OG0002303	XP_017792276.1	XP_033339769.1
OG0002304	XP_017798198.1	XP_033327070.1
OG0002305	XP_017789943.1, XP_017797149.1	XP_033338287.1
OG0002307	XP_017794567.1	XP_033328597.1
OG0002308	XP_017787987.1	XP_033336150.1
OG0002309	XP_017798667.1	XP_033336517.1
OG0002310	XP_017790144.1	XP_033337092.1
OG0002311	XP_017794191.1	XP_033330919.1
OG0002312	XP_017788814.1	XP_033332040.1
OG0002313	XP_017793477.1	XP_033342868.1
OG0002314	XP_017795376.1	XP_033321246.1, XP_033321247.1
OG0002315	XP_017797813.1	XP_033335899.1, XP_033335898.1, XP_033335902.1, XP_033335901.1, XP_033335900.1
OG0002316	XP_017788117.1	XP_033326823.1
OG0002317	XP_017788746.1	XP_033323160.1
OG0002318	XP_017793680.1	XP_033323854.1
OG0002319	XP_017792443.1	XP_033338454.1
OG0002320	XP_017790944.1	XP_033325912.1
OG0002321	XP_017794494.1	XP_033324556.1, XP_033324557.1
OG0002322	XP_017798596.1	XP_033337808.1
OG0002323	XP_017798264.1	XP_033338126.1, XP_033338125.1
OG0002324	XP_017796512.1	XP_033323636.1, XP_033323634.1, XP_033323635.1
OG0002325	XP_017787979.1	XP_033336613.1, XP_033336614.1
OG0002326	XP_017793453.1	XP_033342956.1, XP_033342955.1
OG0002327	XP_017794687.1	XP_033330549.1
OG0002328	XP_017793422.1, XP_017793423.1	XP_033342870.1
OG0002329	XP_017793790.1	XP_033326564.1
OG0002330	XP_017793860.1	XP_033320997.1, XP_033320992.1
OG0002331	XP_017788523.1, XP_017792107.1	XP_033325138.1, XP_033325140.1, XP_033325139.1
OG0002332	XP_017791439.1	XP_033339765.1
OG0002334	XP_017793359.1	XP_033334736.1, XP_033334739.1
OG0002335	XP_017788841.1	XP_033332248.1
OG0002336	XP_017797044.1	XP_033337054.1, XP_033337055.1, XP_033337053.1
OG0002337	XP_017792657.1	XP_033323982.1
OG0002338	XP_017789980.1	XP_033339086.1
OG0002339	XP_017789841.1	XP_033325894.1
OG0002340	XP_017799170.1	XP_033322997.1
OG0002341	XP_017792871.1	XP_033334933.1, XP_033334934.1, XP_033334935.1
OG0002342	XP_017788521.1	XP_033332943.1, XP_033333003.1
OG0002343	XP_017789012.1	XP_033321062.1
OG0002344	XP_017794935.1	XP_033326310.1
OG0002345	XP_017794159.1	XP_033329269.1
OG0002346	XP_017797750.1	XP_033335931.1
OG0002347	XP_017787908.1	XP_033330610.1
OG0002348	XP_017790021.1	XP_033325383.1, XP_033325384.1
OG0002349	XP_017788571.1	XP_033337388.1
OG0002350	XP_017793839.1	XP_033333229.1, XP_033333266.1, XP_033333234.1, XP_033333258.1, XP_033333239.1, XP_033333249.1, XP_033333219.1
OG0002351	XP_017789962.1	XP_033340962.1, XP_033340963.1
OG0002352	XP_017791038.1	XP_033334343.1
OG0002353	XP_017788483.1	XP_033323136.1
OG0002354	XP_017796663.1	XP_033322388.1
OG0002355	XP_017793059.1	XP_033342846.1
OG0002356	XP_017789742.1	XP_033331514.1
OG0002357	XP_017794201.1	XP_033330978.1, XP_033330964.1, XP_033330973.1
OG0002358	XP_017795416.1	XP_033339891.1
OG0002359	XP_017789679.1	XP_033331668.1, XP_033331667.1, XP_033331669.1
OG0002360	XP_017798548.1	XP_033336557.1
OG0002361	XP_017798473.1	XP_033338579.1
OG0002362	XP_017787465.1	XP_033337471.1, XP_033337470.1
OG0002364	XP_017789522.1	XP_033328067.1, XP_033328049.1, XP_033328076.1, XP_033328039.1, XP_033328057.1
OG0002365	XP_017797192.1	XP_033326586.1, XP_033326587.1
OG0002366	XP_017799478.1	XP_033332708.1
OG0002367	XP_017788873.1	XP_033323436.1
OG0002368	XP_017788522.1	XP_033332991.1
OG0002369	XP_017790182.1, XP_017790190.1, XP_017790204.1, XP_017790198.1	XP_033331424.1
OG0002370	XP_017788339.1	XP_033340134.1
OG0002371	XP_017796245.1	XP_033325319.1
OG0002372	XP_017790790.1	XP_033324378.1
OG0002373	XP_017790835.1	XP_033331496.1, XP_033331498.1
OG0002374	XP_017789215.1	XP_033321202.1
OG0002375	XP_017791683.1	XP_033331213.1, XP_033323150.1, XP_033323148.1
OG0002376	XP_017794341.1, XP_017794340.1	XP_033334008.1
OG0002378	XP_017797821.1	XP_033336154.1
OG0002379	XP_017793707.1	XP_033334061.1
OG0002380	XP_017793506.1	XP_033342900.1
OG0002381	XP_017795822.1	XP_033329140.1, XP_033329135.1
OG0002383	XP_017789034.1	XP_033326896.1
OG0002384	XP_017792399.1	XP_033326036.1, XP_033326035.1
OG0002385	XP_017791162.1	XP_033325835.1, XP_033325834.1
OG0002386	XP_017787577.1	XP_033325198.1
OG0002387	XP_017796529.1	XP_033342035.1
OG0002388	XP_017792332.1, XP_017792333.1	XP_033340476.1
OG0002389	XP_017792311.1	XP_033331885.1
OG0002390	XP_017790137.1	XP_033325569.1
OG0002391	XP_017792123.1	XP_033328231.1
OG0002392	XP_017796603.1	XP_033321200.1
OG0002393	XP_017792196.1	XP_033328258.1
OG0002394	XP_017789732.1	XP_033335118.1
OG0002395	XP_017798894.1	XP_033329261.1
OG0002397	XP_017788815.1, XP_017788891.1	XP_033334224.1, XP_033334223.1
OG0002398	XP_017796483.1	XP_033341866.1
OG0002399	XP_017791043.1	XP_033325279.1, XP_033325278.1
OG0002400	XP_017789616.1	XP_033338175.1
OG0002401	XP_017788205.1	XP_033341065.1
OG0002402	XP_017796932.1	XP_033339501.1, XP_033339499.1, XP_033339497.1, XP_033339498.1
OG0002403	XP_017793491.1	XP_033342622.1
OG0002404	XP_017797295.1	XP_033328696.1
OG0002405	XP_017797517.1	XP_033326775.1
OG0002406	XP_017789318.1	XP_033321776.1
OG0002408	XP_017796928.1	XP_033339963.1, XP_033339964.1
OG0002409	XP_017795683.1, XP_017791007.1	XP_033333426.1, XP_033329026.1
OG0002411	XP_017787403.1	XP_033332648.1
OG0002412	XP_017788672.1	XP_033321220.1, XP_033321219.1
OG0002413	XP_017791168.1	XP_033337505.1
OG0002414	XP_017788157.1	XP_033323095.1
OG0002415	XP_017789704.1	XP_033331671.1, XP_033331670.1
OG0002416	XP_017795163.1	XP_033326815.1
OG0002418	XP_017792583.1	XP_033321474.1
OG0002419	XP_017797985.1	XP_033327468.1
OG0002420	XP_017794846.1	XP_033338700.1, XP_033338701.1
OG0002422	XP_017787634.1	XP_033341379.1
OG0002423	XP_017789069.1	XP_033321079.1
OG0002424	XP_017796137.1	XP_033321966.1
OG0002425	XP_017791555.1	XP_033340702.1
OG0002427	XP_017799462.1	XP_033325418.1
OG0002428	XP_017794615.1	XP_033323935.1
OG0002429	XP_017795504.1	XP_033332910.1
OG0002430	XP_017798765.1	XP_033336124.1
OG0002431	XP_017788368.1	XP_033326198.1, XP_033326196.1
OG0002432	XP_017794996.1	XP_033326323.1
OG0002433	XP_017792870.1	XP_033334533.1, XP_033334529.1
OG0002434	XP_017787592.1	XP_033331351.1
OG0002435	XP_017793069.1	XP_033342932.1
OG0002436	XP_017790189.1	XP_033340904.1
OG0002437	XP_017797400.1	XP_033342411.1
OG0002438	XP_017791844.1	XP_033330998.1
OG0002439	XP_017791550.1	XP_033330505.1
OG0002440	XP_017797332.1	XP_033339114.1
OG0002441	XP_017789224.1	XP_033321729.1
OG0002442	XP_017788704.1	XP_033330259.1
OG0002443	XP_017790127.1	XP_033337102.1
OG0002444	XP_017793805.1	XP_033326492.1, XP_033326491.1
OG0002445	XP_017789789.1	XP_033339695.1
OG0002446	XP_017798028.1	XP_033329929.1, XP_033329930.1
OG0002447	XP_017790205.1	XP_033333153.1, XP_033333157.1, XP_033333156.1
OG0002448	XP_017796374.1	XP_033336666.1, XP_033336750.1
OG0002449	XP_017790239.1	XP_033330515.1, XP_033330516.1
OG0002450	XP_017797651.1	XP_033322796.1
OG0002451	XP_017788377.1	XP_033323651.1
OG0002452	XP_017789498.1	XP_033322102.1
OG0002453	XP_017797365.1	XP_033321395.1, XP_033321394.1
OG0002454	XP_017790280.1	XP_033334835.1
OG0002455	XP_017793198.1, XP_017793199.1	XP_033322729.1
OG0002456	XP_017789161.1	XP_033326870.1
OG0002458	XP_017795365.1	XP_033332909.1
OG0002459	XP_017790099.1	XP_033324484.1, XP_033324483.1
OG0002460	XP_017789015.1	XP_033326873.1, XP_033326874.1, XP_033326851.1
OG0002460	XP_017789173.1	XP_033339954.1
OG0002461	XP_017799358.1	XP_033339923.1
OG0002462	XP_017792677.1	XP_033339479.1
OG0002464	XP_017792316.1	XP_033331886.1, XP_033331887.1, XP_033331888.1
OG0002465	XP_017797713.1	XP_033336072.1
OG0002466	XP_017792960.1	XP_033342258.1, XP_033342257.1, XP_033342259.1
OG0002467	XP_017791837.1	XP_033327677.1, XP_033339830.1, XP_033327676.1
OG0002468	XP_017795701.1	XP_033341783.1
OG0002469	XP_017794805.1	XP_033342177.1, XP_033342179.1, XP_033342178.1
OG0002471	XP_017790141.1	XP_033324480.1
OG0002472	XP_017798633.1, XP_017798634.1	XP_033336553.1, XP_033336552.1, XP_033336551.1
OG0002473	XP_017790118.1	XP_033339513.1
OG0002474	XP_017792618.1	XP_033325678.1
OG0002475	XP_017796117.1, XP_017796118.1	XP_033320841.1, XP_033320840.1
OG0002476	XP_017796199.1	XP_033321266.1
OG0002477	XP_017797220.1	XP_033326578.1, XP_033326576.1
OG0002478	XP_017792498.1	XP_033325218.1
OG0002479	XP_017790492.1, XP_017790493.1	XP_033333211.1
OG0002480	XP_017796048.1	XP_033327838.1, XP_033327839.1
OG0002481	XP_017787976.1	XP_033336441.1
OG0002482	XP_017794622.1	XP_033330864.1
OG0002483	XP_017797316.1	XP_033325229.1, XP_033325230.1, XP_033325227.1, XP_033325228.1, XP_033325226.1, XP_033325231.1
OG0002484	XP_017788392.1	XP_033341873.1
OG0002485	XP_017789989.1	XP_033332582.1
OG0002486	XP_017798073.1	XP_033338057.1, XP_033338060.1
OG0002487	XP_017796444.1	XP_033341886.1, XP_033341884.1, XP_033341887.1
OG0002488	XP_017798789.1	XP_033336254.1, XP_033335686.1
OG0002489	XP_017794056.1, XP_017794065.1	XP_033329659.1, XP_033329658.1
OG0002490	XP_017796501.1	XP_033341776.1
OG0002491	XP_017791149.1, XP_017791150.1, XP_017791148.1	XP_033331759.1
OG0002492	XP_017799399.1, XP_017799398.1	XP_033341456.1
OG0002493	XP_017788503.1	XP_033331300.1, XP_033331326.1
OG0002494	XP_017793309.1	XP_033334474.1
OG0002495	XP_017799258.1	XP_033334158.1, XP_033334234.1, XP_033334235.1
OG0002496	XP_017796469.1	XP_033342049.1, XP_033342057.1
OG0002497	XP_017792216.1	XP_033328071.1, XP_033328068.1
OG0002498	XP_017792969.1	XP_033334893.1, XP_033342522.1, XP_033342521.1, XP_033334752.1
OG0002499	XP_017797253.1, XP_017797254.1	XP_033336374.1, XP_033336365.1
OG0002501	XP_017792007.1	XP_033331826.1, XP_033331827.1
OG0002502	XP_017794794.1	XP_033324671.1
OG0002503	XP_017796315.1, XP_017796314.1	XP_033322245.1
OG0002507	XP_017788931.1	XP_033333510.1
OG0002508	XP_017794293.1	XP_033329839.1
OG0002509	XP_017787581.1	XP_033338463.1
OG0002510	XP_017793236.1	XP_033322605.1
OG0002511	XP_017795732.1	XP_033333729.1, XP_033330531.1
OG0002512	XP_017793361.1	XP_033342997.1
OG0002514	XP_017797540.1	XP_033342496.1
OG0002515	XP_017789822.1	XP_033340668.1
OG0002516	XP_017794195.1	XP_033331089.1
OG0002517	XP_017791775.1	XP_033323372.1
OG0002518	XP_017798884.1	XP_033329572.1
OG0002519	XP_017799038.1	XP_033341330.1
OG0002520	XP_017787903.1	XP_033334425.1, XP_033334423.1
OG0002521	XP_017788099.1	XP_033331175.1
OG0002522	XP_017793054.1	XP_033334695.1
OG0002523	XP_017791582.1	XP_033326001.1
OG0002524	XP_017791455.1	XP_033339762.1
OG0002525	XP_017792188.1, XP_017792189.1	XP_033324298.1
OG0002526	XP_017791071.1, XP_017791072.1	XP_033321376.1
OG0002527	XP_017794714.1	XP_033325581.1
OG0002528	XP_017794013.1	XP_033327260.1, XP_033327261.1
OG0002529	XP_017798746.1	XP_033336002.1
OG0002530	XP_017795047.1	XP_033330015.1, XP_033330014.1
OG0002531	XP_017792372.1	XP_033340376.1
OG0002532	XP_017791994.1	XP_033329811.1
OG0002533	XP_017788109.1	XP_033323105.1, XP_033323106.1
OG0002534	XP_017793096.1	XP_033334756.1, XP_033334658.1
OG0002535	XP_017790541.1	XP_033331510.1
OG0002536	XP_017791896.1	XP_033331014.1
OG0002537	XP_017798129.1	XP_033322223.1
OG0002538	XP_017788789.1	XP_033332242.1
OG0002539	XP_017789518.1	XP_033321883.1
OG0002540	XP_017788735.1	XP_033321733.1
OG0002541	XP_017792495.1	XP_033322960.1
OG0002542	XP_017796166.1	XP_033321861.1
OG0002543	XP_017789066.1	XP_033320798.1
OG0002544	XP_017793632.1	XP_033332788.1
OG0002545	XP_017790500.1	XP_033332831.1
OG0002546	XP_017794245.1	XP_033331117.1, XP_033331110.1
OG0002547	XP_017794024.1	XP_033337596.1
OG0002548	XP_017794067.1	XP_033327280.1
OG0002549	XP_017789977.1	XP_033321463.1, XP_033339324.1
OG0002550	XP_017789865.1	XP_033321588.1
OG0002551	XP_017790281.1	XP_033334575.1
OG0002552	XP_017795410.1	XP_033326019.1
OG0002553	XP_017793628.1	XP_033336178.1
OG0002555	XP_017791635.1	XP_033331950.1
OG0002556	XP_017789983.1	XP_033325747.1
OG0002557	XP_017792641.1	XP_033330749.1
OG0002558	XP_017793878.1	XP_033340549.1, XP_033339898.1, XP_033340557.1, XP_033340550.1, XP_033340556.1, XP_033340554.1
OG0002559	XP_017796689.1	XP_033322386.1, XP_033322387.1, XP_033322385.1, XP_033322384.1
OG0002560	XP_017797373.1	XP_033333559.1
OG0002561	XP_017796535.1	XP_033342070.1
OG0002562	XP_017788933.1	XP_033333522.1
OG0002563	XP_017790222.1	XP_033332770.1
OG0002564	XP_017792338.1	XP_033331859.1
OG0002565	XP_017788966.1	XP_033330255.1
OG0002566	XP_017791987.1	XP_033338043.1
OG0002567	XP_017788799.1	XP_033322090.1
OG0002568	XP_017798726.1	XP_033335991.1
OG0002569	XP_017788249.1	XP_033339826.1
OG0002570	XP_017797198.1	XP_033336867.1, XP_033336866.1
OG0002571	XP_017793522.1, XP_017793530.1	XP_033320985.1
OG0002572	XP_017790183.1	XP_033325823.1
OG0002573	XP_017792322.1	XP_033340728.1
OG0002574	XP_017794649.1	XP_033323973.1
OG0002575	XP_017788012.1	XP_033336461.1
OG0002576	XP_017797746.1	XP_033336503.1
OG0002578	XP_017797322.1	XP_033333616.1, XP_033333618.1
OG0002579	XP_017794999.1	XP_033332543.1
OG0002580	XP_017793728.1	XP_033329389.1, XP_033329390.1
OG0002581	XP_017790177.1	XP_033339322.1
OG0002582	XP_017792014.1	XP_033340468.1, XP_033340466.1, XP_033340467.1, XP_033340470.1, XP_033340469.1
OG0002583	XP_017790140.1	XP_033329334.1, XP_033329333.1, XP_033329330.1, XP_033329331.1
OG0002584	XP_017789391.1	XP_033321634.1
OG0002585	XP_017792757.1	XP_033333206.1
OG0002586	XP_017794239.1	XP_033331020.1
OG0002587	XP_017790850.1	XP_033328103.1
OG0002588	XP_017794173.1	XP_033329332.1
OG0002589	XP_017791471.1	XP_033340756.1
OG0002590	XP_017796500.1	XP_033341834.1
OG0002591	XP_017790735.1	XP_033327982.1, XP_033327979.1, XP_033327978.1, XP_033327980.1
OG0002593	XP_017798394.1	XP_033338873.1
OG0002594	XP_017789476.1, XP_017789477.1	XP_033326412.1
OG0002595	XP_017796457.1	XP_033342043.1, XP_033342042.1
OG0002596	XP_017791686.1	XP_033322068.1
OG0002597	XP_017796674.1	XP_033327681.1, XP_033327682.1
OG0002598	XP_017796377.1	XP_033337208.1, XP_033337290.1, XP_033337367.1
OG0002600	XP_017787909.1	XP_033330578.1, XP_033330579.1
OG0002601	XP_017788294.1	XP_033329890.1
OG0002602	XP_017798038.1	XP_033327474.1
OG0002603	XP_017796901.1	XP_033330459.1
OG0002604	XP_017787954.1	XP_033333806.1, XP_033333807.1
OG0002605	XP_017794446.1	XP_033334108.1, XP_033334110.1, XP_033334109.1
OG0002606	XP_017792438.1	XP_033326274.1, XP_033326275.1, XP_033326279.1, XP_033326280.1, XP_033326276.1, XP_033326277.1
OG0002607	XP_017788340.1	XP_033326311.1
OG0002608	XP_017797864.1	XP_033331656.1, XP_033331655.1
OG0002609	XP_017792452.1	XP_033326045.1
OG0002611	XP_017799070.1	XP_033328653.1
OG0002612	XP_017788307.1	XP_033340123.1
OG0002613	XP_017793356.1	XP_033329353.1
OG0002614	XP_017793437.1	XP_033342867.1
OG0002615	XP_017797768.1	XP_033336059.1
OG0002616	XP_017789144.1	XP_033329081.1
OG0002617	XP_017798706.1	XP_033336548.1
OG0002618	XP_017793830.1, XP_017793834.1	XP_033329268.1
OG0002619	XP_017799592.1	XP_033332623.1
OG0002620	XP_017795269.1	XP_033329777.1
OG0002622	XP_017790428.1	XP_033333059.1
OG0002623	XP_017790832.1	XP_033327952.1
OG0002624	XP_017794661.1	XP_033330833.1
OG0002625	XP_017789473.1	XP_033327895.1
OG0002626	XP_017794549.1	XP_033326134.1
OG0002627	XP_017797385.1	XP_033340796.1
OG0002628	XP_017796783.1	XP_033330959.1
OG0002629	XP_017792907.1	XP_033324931.1
OG0002630	XP_017797486.1	XP_033325216.1
OG0002631	XP_017797436.1	XP_033320852.1, XP_033320853.1, XP_033320849.1, XP_033320851.1, XP_033320850.1
OG0002632	XP_017792049.1	XP_033331480.1
OG0002633	XP_017789311.1	XP_033321805.1
OG0002634	XP_017791005.1	XP_033334384.1
OG0002635	XP_017796044.1	XP_033337221.1, XP_033337222.1
OG0002636	XP_017792085.1, XP_017792084.1	XP_033331953.1, XP_033331957.1
OG0002637	XP_017791973.1	XP_033338042.1, XP_033338040.1
OG0002639	XP_017789666.1	XP_033331518.1
OG0002640	XP_017796447.1	XP_033328707.1
OG0002641	XP_017791298.1	XP_033337509.1
OG0002642	XP_017797787.1	XP_033335856.1
OG0002643	XP_017793651.1	XP_033324673.1, XP_033324641.1
OG0002644	XP_017790488.1	XP_033321519.1
OG0002645	XP_017795155.1	XP_033326825.1
OG0002646	XP_017792658.1	XP_033327293.1, XP_033327294.1
OG0002647	XP_017797838.1	XP_033320830.1, XP_033320829.1, XP_033320828.1
OG0002648	XP_017796971.1	XP_033329756.1
OG0002649	XP_017790708.1	XP_033331146.1, XP_033331147.1
OG0002650	XP_017794890.1	XP_033332420.1
OG0002651	XP_017791815.1	XP_033325393.1, XP_033325394.1
OG0002652	XP_017796646.1	XP_033332131.1
OG0002653	XP_017791093.1	XP_033325694.1
OG0002654	XP_017799015.1	XP_033328608.1
OG0002655	XP_017792731.1	XP_033330723.1
OG0002656	XP_017794983.1	XP_033332508.1
OG0002657	XP_017797449.1	XP_033334931.1, XP_033334930.1
OG0002659	XP_017790398.1	XP_033332945.1
OG0002661	XP_017794975.1	XP_033332550.1, XP_033332551.1
OG0002662	XP_017790486.1	XP_033329443.1
OG0002663	XP_017789753.1	XP_033325717.1, XP_033325718.1
OG0002664	XP_017793549.1	XP_033341559.1
OG0002665	XP_017797284.1	XP_033329707.1, XP_033329710.1, XP_033329704.1
OG0002666	XP_017795568.1	XP_033334598.1
OG0002667	XP_017788006.1	XP_033336459.1
OG0002668	XP_017798284.1	XP_033326522.1
OG0002669	XP_017790522.1	XP_033321528.1
OG0002670	XP_017791164.1	XP_033329963.1, XP_033329964.1
OG0002671	XP_017796854.1	XP_033323123.1
OG0002672	XP_017787813.1	XP_033323052.1
OG0002673	XP_017796157.1	XP_033321815.1
OG0002674	XP_017795496.1	XP_033331612.1
OG0002675	XP_017796652.1	XP_033340115.1
OG0002676	XP_017792610.1	XP_033330064.1
OG0002678	XP_017795831.1	XP_033320824.1, XP_033320821.1, XP_033320822.1, XP_033320823.1
OG0002679	XP_017795462.1	XP_033321347.1
OG0002680	XP_017793450.1	XP_033342509.1, XP_033342510.1
OG0002681	XP_017791174.1	XP_033338314.1
OG0002682	XP_017790247.1	XP_033323230.1
OG0002683	XP_017795420.1	XP_033333913.1
OG0002684	XP_017791181.1	XP_033337392.1
OG0002686	XP_017795380.1	XP_033321110.1
OG0002687	XP_017795100.1	XP_033332728.1
OG0002688	XP_017792745.1	XP_033327497.1
OG0002689	XP_017797895.1	XP_033342005.1
OG0002690	XP_017796121.1	XP_033323056.1
OG0002691	XP_017794839.1	XP_033338830.1
OG0002692	XP_017798500.1	XP_033335978.1, XP_033335977.1
OG0002694	XP_017794259.1	XP_033330044.1
OG0002695	XP_017794233.1	XP_033329928.1, XP_033329920.1
OG0002696	XP_017791070.1	XP_033321371.1, XP_033321370.1
OG0002697	XP_017791653.1	XP_033331925.1
OG0002698	XP_017797291.1	XP_033336976.1
OG0002700	XP_017799095.1	XP_033341115.1
OG0002701	XP_017787691.1, XP_017787693.1	XP_033332279.1
OG0002702	XP_017797992.1	XP_033339386.1
OG0002703	XP_017788225.1	XP_033328446.1, XP_033328444.1
OG0002704	XP_017795984.1	XP_033326801.1
OG0002705	XP_017790063.1	XP_033329577.1, XP_033329575.1, XP_033329576.1
OG0002708	XP_017797739.1	XP_033335855.1
OG0002709	XP_017797463.1	XP_033340039.1
OG0002710	XP_017797982.1	XP_033329992.1
OG0002711	XP_017796939.1	XP_033336877.1, XP_033336878.1
OG0002712	XP_017791145.1	XP_033329903.1
OG0002713	XP_017798137.1	XP_033326606.1, XP_033326604.1, XP_033326605.1
OG0002714	XP_017789684.1, XP_017797108.1	XP_033334428.1
OG0002715	XP_017790641.1	XP_033328197.1, XP_033328196.1, XP_033328167.1
OG0002716	XP_017793768.1, XP_017793776.1	XP_033329494.1, XP_033329493.1
OG0002717	XP_017791669.1	XP_033339922.1, XP_033322511.1
OG0002718	XP_017791045.1	XP_033332097.1
OG0002719	XP_017799519.1	XP_033332703.1
OG0002720	XP_017787434.1	XP_033337396.1
OG0002721	XP_017792967.1	XP_033342800.1
OG0002723	XP_017792284.1	XP_033326046.1
OG0002724	XP_017798409.1	XP_033335288.1
OG0002725	XP_017787666.1	XP_033335251.1
OG0002726	XP_017787842.1	XP_033328478.1
OG0002728	XP_017788709.1	XP_033331484.1
OG0002729	XP_017796789.1	XP_033322552.1
OG0002730	XP_017792159.1	XP_033328228.1
OG0002731	XP_017788098.1	XP_033341570.1
OG0002732	XP_017787391.1	XP_033333286.1, XP_033333287.1
OG0002733	XP_017794287.1	XP_033331691.1
OG0002734	XP_017790550.1	XP_033332823.1
OG0002735	XP_017790476.1	XP_033332805.1, XP_033332804.1, XP_033332806.1
OG0002736	XP_017794636.1	XP_033324783.1
OG0002737	XP_017793331.1	XP_033342265.1, XP_033342264.1
OG0002738	XP_017793139.1	XP_033335053.1
OG0002739	XP_017790286.1, XP_017790289.1, XP_017790290.1	XP_033334608.1, XP_033334609.1
OG0002740	XP_017788322.1	XP_033340117.1
OG0002741	XP_017792793.1	XP_033332461.1
OG0002742	XP_017787914.1, XP_017787906.1	XP_033341643.1
OG0002743	XP_017791549.1	XP_033330378.1, XP_033330377.1
OG0002744	XP_017798425.1	XP_033338412.1
OG0002745	XP_017792334.1	XP_033340477.1
OG0002746	XP_017794049.1	XP_033337335.1, XP_033337337.1
OG0002747	XP_017799253.1	XP_033341523.1, XP_033341522.1
OG0002748	XP_017789587.1	XP_033335173.1, XP_033335166.1
OG0002749	XP_017794987.1	XP_033332533.1, XP_033332534.1, XP_033332535.1
OG0002750	XP_017798121.1	XP_033327082.1, XP_033327075.1
OG0002751	XP_017792521.1	XP_033322459.1
OG0002752	XP_017790142.1	XP_033330444.1
OG0002753	XP_017798170.1	XP_033335176.1
OG0002754	XP_017791534.1	XP_033324458.1
OG0002755	XP_017797744.1	XP_033335845.1
OG0002757	XP_017796632.1	XP_033342856.1
OG0002758	XP_017793810.1, XP_017793791.1	XP_033326523.1
OG0002759	XP_017793400.1	XP_033334556.1, XP_033334557.1
OG0002760	XP_017798856.1	XP_033329567.1
OG0002761	XP_017789871.1	XP_033323373.1, XP_033337182.1, XP_033333684.1
