Orthogroup	Eufriesea_mexicana	Megalopta_genalis
OG0001054	XP_017763787.1	XP_033340252.1, XP_033340251.1
OG0001055	XP_017754373.1	XP_033332291.1
OG0001056	XP_017753114.1	XP_033333981.1, XP_033333980.1
OG0001057	XP_017762243.1	XP_033322722.1, XP_033322724.1, XP_033322719.1, XP_033322717.1, XP_033322721.1, XP_033322720.1, XP_033322723.1
OG0001058	XP_017763216.1, XP_017763217.1	XP_033324028.1
OG0001059	XP_017761674.1	XP_033322625.1, XP_033322623.1, XP_033322624.1
OG0001060	XP_017763935.1	XP_033334440.1
OG0001060	XP_017756494.1	XP_033330030.1, XP_033330031.1
OG0001061	XP_017754496.1	XP_033332724.1
OG0001062	XP_017761350.1	XP_033328031.1
OG0001063	XP_017764674.1	XP_033328890.1
OG0001064	XP_017766054.1	XP_033341502.1
OG0001065	XP_017766073.1	XP_033341459.1
OG0001067	XP_017764456.1	XP_033338581.1, XP_033338580.1
OG0001068	XP_017752193.1	XP_033335279.1
OG0001069	XP_017766536.1	XP_033330187.1
OG0001070	XP_017758288.1, XP_017758287.1	XP_033322678.1, XP_033322679.1
OG0001071	XP_017759820.1	XP_033339409.1
OG0001072	XP_017759450.1	XP_033334075.1
OG0001073	XP_017761751.1	XP_033321376.1
OG0001074	XP_017762846.1	XP_033339510.1
OG0001075	XP_017758619.1	XP_033336787.1
OG0001076	XP_017759808.1	XP_033339478.1
OG0001077	XP_017759611.1	XP_033324217.1, XP_033324216.1
OG0001078	XP_017762084.1	XP_033332288.1
OG0001079	XP_017754609.1	XP_033338434.1
OG0001080	XP_017761764.1, XP_017761747.1	XP_033332827.1
OG0001081	XP_017752403.1	XP_033331175.1
OG0001082	XP_017757414.1	XP_033339198.1
OG0001083	XP_017762622.1	XP_033329489.1
OG0001083	XP_017762621.1	XP_033329488.1
OG0001084	XP_017760568.1	XP_033336444.1
OG0001085	XP_017766697.1	XP_033334469.1
OG0001086	XP_017765938.1	XP_033336757.1
OG0001087	XP_017752273.1, XP_017752272.1, XP_017752271.1	XP_033329390.1, XP_033329389.1
OG0001088	XP_017761977.1, XP_017761980.1	XP_033342008.1, XP_033342009.1
OG0001089	XP_017760310.1	XP_033332835.1, XP_033332834.1
OG0001090	XP_017755839.1	XP_033339114.1
OG0001091	XP_017753666.1, XP_017753668.1, XP_017753669.1	XP_033337122.1, XP_033337121.1, XP_033337213.1
OG0001092	XP_017757840.1	XP_033323905.1
OG0001092	XP_017757841.1	XP_033323904.1, XP_033323903.1
OG0001093	XP_017757079.1	XP_033330904.1, XP_033330903.1
OG0001094	XP_017752773.1	XP_033324458.1
OG0001095	XP_017760035.1	XP_033324404.1, XP_033324402.1
OG0001096	XP_017756717.1	XP_033326491.1, XP_033326492.1
OG0001097	XP_017762440.1, XP_017762437.1, XP_017762441.1	XP_033342155.1
OG0001099	XP_017755402.1	XP_033321946.1
OG0001100	XP_017766189.1	XP_033323150.1, XP_033323148.1, XP_033331213.1
OG0001101	XP_017764445.1	XP_033334491.1
OG0001102	XP_017761731.1	XP_033329126.1
OG0001103	XP_017757867.1, XP_017757860.1	XP_033325371.1, XP_033325372.1
OG0001104	XP_017752558.1, XP_017752557.1, XP_017752556.1	XP_033337425.1, XP_033337424.1, XP_033337428.1, XP_033337427.1
OG0001105	XP_017757574.1	XP_033328009.1
OG0001106	XP_017754999.1	XP_033328714.1, XP_033328716.1
OG0001107	XP_017767304.1	XP_033334549.1
OG0001108	XP_017767276.1	XP_033330937.1
OG0001109	XP_017761930.1, XP_017761932.1	XP_033343008.1
OG0001110	XP_017761482.1, XP_017761480.1	XP_033334922.1
OG0001111	XP_017760756.1, XP_017760758.1, XP_017760757.1	XP_033342778.1
OG0001112	XP_017760816.1	XP_033334873.1, XP_033334872.1, XP_033334871.1
OG0001113	XP_017764280.1	XP_033331335.1
OG0001114	XP_017756857.1	XP_033325790.1
OG0001115	XP_017757468.1	XP_033328180.1, XP_033328178.1
OG0001116	XP_017762681.1	XP_033323192.1, XP_033323194.1, XP_033323193.1
OG0001117	XP_017754397.1	XP_033332358.1, XP_033332368.1
OG0001118	XP_017758081.1, XP_017758084.1, XP_017758083.1, XP_017758080.1, XP_017758082.1	XP_033342057.1, XP_033342049.1
OG0001119	XP_017756343.1	XP_033341765.1
OG0001120	XP_017766404.1, XP_017766403.1	XP_033334223.1, XP_033334224.1
OG0001121	XP_017756451.1	XP_033325546.1, XP_033325545.1, XP_033325548.1, XP_033325547.1, XP_033325543.1
OG0001122	XP_017760124.1	XP_033338073.1, XP_033338075.1, XP_033338074.1
OG0001123	XP_017762834.1	XP_033328422.1
OG0001123	XP_017762836.1	XP_033328421.1
OG0001124	XP_017759553.1	XP_033339953.1, XP_033339952.1
OG0001125	XP_017761258.1	XP_033328456.1, XP_033328455.1
OG0001126	XP_017753208.1	XP_033331853.1
OG0001127	XP_017755250.1, XP_017755248.1, XP_017755249.1	XP_033328068.1, XP_033328071.1
OG0001128	XP_017762164.1, XP_017762165.1	XP_033326372.1
OG0001129	XP_017762280.1	XP_033342913.1, XP_033342910.1, XP_033342911.1, XP_033342912.1, XP_033342909.1
OG0001130	XP_017766001.1	XP_033341272.1, XP_033341271.1, XP_033341269.1, XP_033341268.1
OG0001131	XP_017764336.1	XP_033333990.1
OG0001132	XP_017761894.1	XP_033323047.1
OG0001133	XP_017755114.1	XP_033327497.1
OG0001134	XP_017755628.1	XP_033321337.1
OG0001135	XP_017753029.1, XP_017753027.1, XP_017753026.1	XP_033342126.1
OG0001136	XP_017765319.1	XP_033330668.1
OG0001138	XP_017755310.1	XP_033328209.1
OG0001139	XP_017761393.1	XP_033321249.1
OG0001140	XP_017760188.1, XP_017760191.1	XP_033321079.1
OG0001141	XP_017762244.1, XP_017762245.1	XP_033322696.1
OG0001142	XP_017765159.1	XP_033333596.1
OG0001143	XP_017754941.1	XP_033337566.1
OG0001144	XP_017758894.1	XP_033332931.1
OG0001145	XP_017767403.1	XP_033325507.1, XP_033325505.1
OG0001146	XP_017758517.1	XP_033340713.1
OG0001147	XP_017754801.1, XP_017754800.1, XP_017754799.1	XP_033334650.1
OG0001148	XP_017760622.1	XP_033336631.1
OG0001149	XP_017765057.1, XP_017765058.1	XP_033324761.1
OG0001150	XP_017764442.1	XP_033338884.1
OG0001151	XP_017763261.1, XP_017763262.1, XP_017763263.1	XP_033341266.1
OG0001152	XP_017753461.1	XP_033340746.1, XP_033340747.1
OG0001153	XP_017758137.1	XP_033342085.1, XP_033342086.1
OG0001154	XP_017755986.1, XP_017755984.1	XP_033330571.1
OG0001155	XP_017763119.1	XP_033330771.1
OG0001156	XP_017757132.1	XP_033338126.1, XP_033338125.1
OG0001157	XP_017754145.1, XP_017754144.1	XP_033328964.1, XP_033328962.1, XP_033328963.1
OG0001158	XP_017767599.1	XP_033341687.1, XP_033327053.1
OG0001159	XP_017754523.1	XP_033333003.1, XP_033332943.1
OG0001160	XP_017755665.1	XP_033321339.1
OG0001161	XP_017752137.1, XP_017752136.1	XP_033320823.1, XP_033320824.1, XP_033320822.1, XP_033320821.1
OG0001162	XP_017760458.1	XP_033339499.1, XP_033339497.1, XP_033339498.1, XP_033339501.1
OG0001163	XP_017754387.1	XP_033340468.1, XP_033340467.1, XP_033340466.1, XP_033340470.1, XP_033340469.1
OG0001164	XP_017758204.1, XP_017758205.1, XP_017758206.1	XP_033322963.1
OG0001165	XP_017759669.1	XP_033331868.1
OG0001166	XP_017754260.1	XP_033329457.1
OG0001167	XP_017763775.1	XP_033340288.1, XP_033340291.1
OG0001168	XP_017763741.1	XP_033332579.1
OG0001169	XP_017758964.1	XP_033332665.1, XP_033332662.1
OG0001170	XP_017753627.1	XP_033328260.1, XP_033328350.1, XP_033328498.1, XP_033328427.1
OG0001171	XP_017763485.1	XP_033339086.1
OG0001174	XP_017756917.1	XP_033325969.1
OG0001175	XP_017756933.1	XP_033332708.1
OG0001176	XP_017759441.1	XP_033334080.1
OG0001176	XP_017759426.1	XP_033333961.1
OG0001178	XP_017759078.1	XP_033340028.1
OG0001179	XP_017757914.1	XP_033333007.1
OG0001180	XP_017755145.1	XP_033333737.1, XP_033333739.1
OG0001181	XP_017758432.1, XP_017758431.1	XP_033325424.1
OG0001182	XP_017760751.1	XP_033334625.1
OG0001184	XP_017755180.1	XP_033330973.1, XP_033330964.1, XP_033330978.1
OG0001185	XP_017755107.1	XP_033322140.1
OG0001186	XP_017760711.1	XP_033334736.1, XP_033334739.1
OG0001187	XP_017763430.1	XP_033335024.1
OG0001188	XP_017754060.1	XP_033342257.1, XP_033342258.1, XP_033342259.1
OG0001189	XP_017763856.1	XP_033331832.1
OG0001190	XP_017762270.1	XP_033342944.1
OG0001191	XP_017766524.1	XP_033333963.1, XP_033334005.1
OG0001192	XP_017761589.1, XP_017761596.1	XP_033336052.1, XP_033336040.1
OG0001193	XP_017762872.1	XP_033335918.1
OG0001194	XP_017759308.1	XP_033336472.1
OG0001195	XP_017753738.1	XP_033321025.1, XP_033321017.1, XP_033321009.1, XP_033321003.1
OG0001196	XP_017757672.1	XP_033343041.1
OG0001198	XP_017754923.1	XP_033337970.1, XP_033337969.1, XP_033337968.1, XP_033337971.1, XP_033337967.1, XP_033337965.1, XP_033337966.1
OG0001200	XP_017757518.1	XP_033334061.1
OG0001201	XP_017752243.1	XP_033329533.1
OG0001202	XP_017764027.1	XP_033327724.1, XP_033327723.1
OG0001203	XP_017766242.1	XP_033340592.1
OG0001204	XP_017760825.1	XP_033342956.1, XP_033342955.1
OG0001205	XP_017767143.1	XP_033330845.1, XP_033330846.1
OG0001206	XP_017753303.1	XP_033340325.1
OG0001208	XP_017766999.1	XP_033321748.1, XP_033321750.1
OG0001209	XP_017762375.1	XP_033329889.1, XP_033329888.1
OG0001210	XP_017761361.1	XP_033328044.1, XP_033328045.1
OG0001211	XP_017758250.1	XP_033333570.1
OG0001212	XP_017763282.1	XP_033341520.1
OG0001213	XP_017752732.1	XP_033337098.1, XP_033337101.1, XP_033337100.1
OG0001214	XP_017758831.1	XP_033335088.1, XP_033335090.1, XP_033335089.1
OG0001215	XP_017762117.1, XP_017762119.1, XP_017762121.1, XP_017762120.1	XP_033338492.1, XP_033338491.1
OG0001216	XP_017765097.1, XP_017765096.1, XP_017765095.1, XP_017765094.1, XP_017765098.1	XP_033324788.1
OG0001217	XP_017760671.1	XP_033334557.1, XP_033334556.1
OG0001218	XP_017767410.1	XP_033325489.1, XP_033325626.1
OG0001219	XP_017753622.1	XP_033323679.1
OG0001220	XP_017752432.1, XP_017752433.1	XP_033323095.1
OG0001221	XP_017754638.1	XP_033338442.1
OG0001222	XP_017754484.1	XP_033337505.1
OG0001223	XP_017763141.1	XP_033332841.1, XP_033332840.1
OG0001224	XP_017753836.1	XP_033336590.1
OG0001225	XP_017765363.1	XP_033325717.1, XP_033325718.1
OG0001226	XP_017760817.1, XP_017760818.1	XP_033342510.1, XP_033342509.1
OG0001227	XP_017761846.1	XP_033340933.1
OG0001228	XP_017763009.1	XP_033327693.1
OG0001229	XP_017754061.1	XP_033341382.1
OG0001230	XP_017760663.1	XP_033342198.1
OG0001231	XP_017753689.1, XP_017753684.1	XP_033337191.1, XP_033337196.1
OG0001232	XP_017755456.1	XP_033326408.1
OG0001233	XP_017759410.1	XP_033335850.1
OG0001235	XP_017756635.1	XP_033327478.1
OG0001240	XP_017758246.1	XP_033339685.1, XP_033339684.1
OG0001241	XP_017752254.1	XP_033332744.1
OG0001242	XP_017764539.1	XP_033322967.1, XP_033322969.1, XP_033322968.1
OG0001244	XP_017756048.1, XP_017756049.1	XP_033337723.1
OG0001245	XP_017752454.1	XP_033331053.1, XP_033331054.1, XP_033331052.1, XP_033331055.1
OG0001247	XP_017752377.1, XP_017752378.1, XP_017752376.1	XP_033339667.1
OG0001248	XP_017761064.1, XP_017761063.1	XP_033323934.1
OG0001249	XP_017753744.1	XP_033323954.1
OG0001250	XP_017757688.1, XP_017757687.1	XP_033340725.1
OG0001251	XP_017757713.1, XP_017764994.1	XP_033341090.1
OG0001252	XP_017752210.1	XP_033334212.1, XP_033334226.1
OG0001253	XP_017755286.1	XP_033328246.1
OG0001254	XP_017756471.1, XP_017756445.1	XP_033327208.1
OG0001256	XP_017755093.1	XP_033327378.1
OG0001256	XP_017755092.1	XP_033327383.1
OG0001257	XP_017757649.1	XP_033341379.1
OG0001258	XP_017761494.1	XP_033342738.1, XP_033342740.1, XP_033342739.1
OG0001259	XP_017757435.1	XP_033328017.1
OG0001260	XP_017753741.1	XP_033341559.1
OG0001261	XP_017760206.1	XP_033336144.1
OG0001262	XP_017754288.1	XP_033333051.1, XP_033333052.1, XP_033333053.1, XP_033333054.1, XP_033333050.1
OG0001263	XP_017765487.1	XP_033338031.1, XP_033338510.1
OG0001264	XP_017759530.1	XP_033327410.1, XP_033327409.1
OG0001265	XP_017754827.1	XP_033335131.1, XP_033335132.1, XP_033335133.1, XP_033335130.1
OG0001266	XP_017754176.1, XP_017754177.1, XP_017754178.1	XP_033341456.1
OG0001268	XP_017753136.1	XP_033331858.1
OG0001269	XP_017764001.1	XP_033322804.1
OG0001270	XP_017761542.1	XP_033335841.1, XP_033335842.1
OG0001271	XP_017755216.1	XP_033333820.1
OG0001272	XP_017755574.1, XP_017755573.1	XP_033331656.1, XP_033331655.1
OG0001273	XP_017759337.1	XP_033336652.1, XP_033336651.1, XP_033336650.1
OG0001274	XP_017755242.1	XP_033327987.1
OG0001275	XP_017767613.1	XP_033339756.1, XP_033339757.1, XP_033339759.1, XP_033339758.1
OG0001276	XP_017763229.1	XP_033335649.1
OG0001277	XP_017763679.1	XP_033326576.1, XP_033326578.1
OG0001278	XP_017763988.1	XP_033330962.1
OG0001279	XP_017754629.1, XP_017754628.1	XP_033338720.1, XP_033338461.1, XP_033338460.1, XP_033338462.1, XP_033338722.1, XP_033338719.1
OG0001280	XP_017755483.1	XP_033330549.1
OG0001282	XP_017762682.1, XP_017762686.1	XP_033334409.1
OG0001283	XP_017760318.1	XP_033329584.1, XP_033329585.1
OG0001284	XP_017759250.1	XP_033323348.1
OG0001285	XP_017760173.1	XP_033320817.1
OG0001286	XP_017758936.1	XP_033340557.1, XP_033340549.1, XP_033340554.1, XP_033340556.1, XP_033340550.1, XP_033339898.1
OG0001287	XP_017758059.1	XP_033330998.1, XP_033330995.1
OG0001288	XP_017758100.1	XP_033327653.1, XP_033327654.1
OG0001289	XP_017763997.1	XP_033322810.1, XP_033322811.1
OG0001290	XP_017762965.1	XP_033342191.1, XP_033342190.1, XP_033342189.1, XP_033342187.1
OG0001291	XP_017760695.1	XP_033342265.1, XP_033342264.1
OG0001292	XP_017760736.1	XP_033334874.1
OG0001293	XP_017757328.1	XP_033328039.1, XP_033328067.1, XP_033328049.1, XP_033328057.1, XP_033328076.1
OG0001294	XP_017755256.1, XP_017755255.1	XP_033324259.1
OG0001295	XP_017756513.1	XP_033337733.1
OG0001296	XP_017757312.1	XP_033321779.1
OG0001297	XP_017764422.1	XP_033338645.1
OG0001298	XP_017763150.1	XP_033332836.1, XP_033332838.1
OG0001299	XP_017762831.1, XP_017762830.1, XP_017762829.1	XP_033340188.1
OG0001300	XP_017754640.1	XP_033338906.1
OG0001301	XP_017766719.1, XP_017766720.1, XP_017766718.1	XP_033331402.1
OG0001302	XP_017759088.1	XP_033332078.1
OG0001303	XP_017755178.1, XP_017755179.1	XP_033329928.1, XP_033329920.1
OG0001304	XP_017754310.1	XP_033333036.1, XP_033333033.1
OG0001305	XP_017754267.1	XP_033334042.1
OG0001306	XP_017753796.1	XP_033341568.1
OG0001307	XP_017762066.1	XP_033322280.1, XP_033322275.1, XP_033322276.1
OG0001308	XP_017759000.1, XP_017759004.1	XP_033332648.1
OG0001309	XP_017752392.1	XP_033331276.1, XP_033331278.1, XP_033331277.1, XP_033331274.1
OG0001310	XP_017752266.1	XP_033329274.1, XP_033329275.1, XP_033329278.1, XP_033329277.1, XP_033329273.1
OG0001311	XP_017767001.1	XP_033326876.1, XP_033326885.1, XP_033326867.1
OG0001313	XP_017761320.1	XP_033342016.1
OG0001314	XP_017755789.1, XP_017755790.1	XP_033332845.1
OG0001315	XP_017753671.1	XP_033321132.1
OG0001316	XP_017766132.1	XP_033322847.1
OG0001317	XP_017760183.1	XP_033322653.1, XP_033322654.1
OG0001318	XP_017764109.1	XP_033338271.1, XP_033338275.1, XP_033338272.1, XP_033338273.1, XP_033338276.1, XP_033338274.1, XP_033338270.1
OG0001319	XP_017754546.1	XP_033333837.1
OG0001320	XP_017752996.1	XP_033330143.1
OG0001321	XP_017762420.1	XP_033322995.1, XP_033322994.1, XP_033322996.1
OG0001322	XP_017759401.1	XP_033335857.1, XP_033335859.1
OG0001323	XP_017763829.1, XP_017763832.1	XP_033339795.1
OG0001324	XP_017763814.1, XP_017763819.1	XP_033338969.1
OG0001325	XP_017757716.1	XP_033341086.1
OG0001326	XP_017761198.1	XP_033341389.1, XP_033341377.1, XP_033323972.1
OG0001328	XP_017752712.1	XP_033324782.1, XP_033324785.1, XP_033324784.1
OG0001329	XP_017755439.1, XP_017755440.1	XP_033341583.1
OG0001330	XP_017758328.1, XP_017758330.1	XP_033323784.1
OG0001331	XP_017767728.1	XP_033337253.1
OG0001332	XP_017758892.1	XP_033334609.1, XP_033334608.1
OG0001333	XP_017758796.1	XP_033334846.1, XP_033334847.1, XP_033334848.1, XP_033334849.1
OG0001334	XP_017754806.1, XP_017754808.1, XP_017754807.1	XP_033335036.1
OG0001335	XP_017754924.1, XP_017754925.1	XP_033337995.1
OG0001336	XP_017759862.1	XP_033336552.1, XP_033336553.1, XP_033336551.1
OG0001337	XP_017752666.1	XP_033326624.1
OG0001338	XP_017757655.1	XP_033326274.1, XP_033326277.1, XP_033326276.1, XP_033326280.1, XP_033326279.1, XP_033326275.1
OG0001339	XP_017761414.1	XP_033338827.1
OG0001340	XP_017762912.1, XP_017762911.1	XP_033333515.1
OG0001341	XP_017756721.1, XP_017761426.1	XP_033326695.1, XP_033326696.1
OG0001342	XP_017765181.1	XP_033334975.1, XP_033334974.1
OG0001343	XP_017767400.1, XP_017767402.1	XP_033325392.1
OG0001344	XP_017761440.1	XP_033334521.1, XP_033334520.1, XP_033334519.1
OG0001345	XP_017760678.1	XP_033342970.1
OG0001346	XP_017760931.1, XP_017760930.1, XP_017760929.1	XP_033342900.1
OG0001347	XP_017755879.1	XP_033332576.1
OG0001348	XP_017763990.1	XP_033325116.1, XP_033325117.1
OG0001349	XP_017756938.1	XP_033331793.1, XP_033331789.1, XP_033331787.1
OG0001350	XP_017758759.1	XP_033328085.1, XP_033328092.1
OG0001351	XP_017756989.1	XP_033331958.1, XP_033331959.1
OG0001352	XP_017752502.1	XP_033330306.1, XP_033330307.1
OG0001353	XP_017765692.1	XP_033338250.1, XP_033338249.1
OG0001355	XP_017753093.1, XP_017753092.1	XP_033321920.1, XP_033321921.1
OG0001356	XP_017759533.1	XP_033327638.1
OG0001357	XP_017753219.1	XP_033329828.1
OG0001358	XP_017753128.1	XP_033331117.1, XP_033331110.1
OG0001359	XP_017753189.1	XP_033329332.1
OG0001360	XP_017756372.1	XP_033341873.1
OG0001361	XP_017766449.1	XP_033334236.1
OG0001362	XP_017756404.1	XP_033327070.1
OG0001363	XP_017756686.1	XP_033327082.1, XP_033327075.1
OG0001364	XP_017757247.1	XP_033338050.1
OG0001365	XP_017757934.1	XP_033323941.1
OG0001366	XP_017756219.1	XP_033333446.1, XP_033333447.1
OG0001367	XP_017762204.1, XP_017762203.1, XP_017762202.1	XP_033338769.1
OG0001368	XP_017761209.1	XP_033340810.1
OG0001369	XP_017764926.1, XP_017764927.1	XP_033340778.1
OG0001370	XP_017764916.1	XP_033328392.1
OG0001371	XP_017763892.1	XP_033334025.1, XP_033334023.1
OG0001372	XP_017764664.1	XP_033328595.1
OG0001373	XP_017756589.1	XP_033321093.1, XP_033321092.1
OG0001374	XP_017754171.1, XP_017754172.1	XP_033341554.1
OG0001375	XP_017760528.1	XP_033323554.1
OG0001376	XP_017767606.1	XP_033333377.1
OG0001377	XP_017755693.1	XP_033328992.1
OG0001378	XP_017760219.1, XP_017760218.1	XP_033325230.1, XP_033325229.1, XP_033325231.1, XP_033325228.1, XP_033325227.1, XP_033325226.1
OG0001379	XP_017753512.1	XP_033326141.1, XP_033326143.1, XP_033326142.1, XP_033326144.1
OG0001380	XP_017757903.1	XP_033337475.1
OG0001381	XP_017763777.1	XP_033340295.1, XP_033328480.1
OG0001382	XP_017753397.1, XP_017753396.1, XP_017753398.1	XP_033341893.1
OG0001383	XP_017755629.1, XP_017755632.1	XP_033333092.1, XP_033333093.1
OG0001384	XP_017756778.1	XP_033321822.1
OG0001385	XP_017754336.1, XP_017754335.1, XP_017754334.1	XP_033322063.1, XP_033322064.1
OG0001386	XP_017754062.1, XP_017754064.1, XP_017754063.1	XP_033341328.1
OG0001387	XP_017755955.1	XP_033323237.1, XP_033323235.1
OG0001388	XP_017767666.1, XP_017767674.1	XP_033336328.1, XP_033336337.1
OG0001389	XP_017763820.1	XP_033339005.1
OG0001390	XP_017758929.1	XP_033322772.1
OG0001391	XP_017753313.1	XP_033329418.1
OG0001392	XP_017765570.1, XP_017765577.1	XP_033342642.1
OG0001393	XP_017756625.1	XP_033327373.1, XP_033327374.1
OG0001394	XP_017755691.1	XP_033328597.1
OG0001395	XP_017764059.1, XP_017764058.1	XP_033333707.1
OG0001396	XP_017758903.1	XP_033332924.1, XP_033332928.1
OG0001397	XP_017754843.1	XP_033334726.1, XP_033334728.1
OG0001398	XP_017758701.1	XP_033335330.1, XP_033335316.1
OG0001399	XP_017763607.1	XP_033331341.1, XP_033331339.1, XP_033331337.1, XP_033331336.1, XP_033331340.1
OG0001400	XP_017756157.1	XP_033335287.1
OG0001401	XP_017761513.1, XP_017761511.1	XP_033336318.1
OG0001402	XP_017762988.1	XP_033327667.1
OG0001403	XP_017764880.1	XP_033330320.1
OG0001404	XP_017764972.1	XP_033324623.1
OG0001404	XP_017764962.1	XP_033324620.1
OG0001405	XP_017764402.1	XP_033338661.1, XP_033338658.1, XP_033338656.1, XP_033338657.1, XP_033338659.1
OG0001406	XP_017757351.1	XP_033321919.1
OG0001407	XP_017756288.1	XP_033341994.1, XP_033341995.1
OG0001408	XP_017766343.1	XP_033341955.1
OG0001409	XP_017763375.1	XP_033337007.1
OG0001410	XP_017754412.1	XP_033340448.1
OG0001412	XP_017757283.1, XP_017757284.1	XP_033339038.1
OG0001413	XP_017765016.1	XP_033337290.1, XP_033337208.1, XP_033337367.1
OG0001414	XP_017752401.1	XP_033322031.1
OG0001415	XP_017757315.1	XP_033321881.1
OG0001416	XP_017757303.1	XP_033321879.1
OG0001417	XP_017765985.1	XP_033341132.1
OG0001418	XP_017767022.1	XP_033321847.1, XP_033321846.1, XP_033321849.1, XP_033321850.1, XP_033321848.1
OG0001419	XP_017756776.1	XP_033321815.1
OG0001421	XP_017758565.1	XP_033332133.1
OG0001421	XP_017758561.1	XP_033332131.1
OG0001422	XP_017758592.1	XP_033332154.1, XP_033332153.1, XP_033332151.1
OG0001424	XP_017758605.1	XP_033329813.1
OG0001425	XP_017756722.1	XP_033326464.1, XP_033326486.1
OG0001426	XP_017758766.1	XP_033323347.1
OG0001427	XP_017755673.1	XP_033321426.1
OG0001428	XP_017763877.1	XP_033328278.1, XP_033328203.1, XP_033328202.1
OG0001429	XP_017762950.1	XP_033332140.1, XP_033332141.1, XP_033332139.1
OG0001430	XP_017762945.1	XP_033339698.1
OG0001431	XP_017753539.1	XP_033322578.1
OG0001432	XP_017753173.1	XP_033330439.1
OG0001433	XP_017760457.1	XP_033329726.1
OG0001434	XP_017756854.1	XP_033329080.1
OG0001436	XP_017761962.1	XP_033341897.1, XP_033341901.1, XP_033341900.1, XP_033341898.1, XP_033341899.1
OG0001437	XP_017762904.1, XP_017762903.1	XP_033338944.1, XP_033338943.1
OG0001438	XP_017761970.1, XP_017758595.1	XP_033322801.1, XP_033322800.1
OG0001439	XP_017767760.1	XP_033329132.1, XP_033329130.1, XP_033329131.1
