Orthogroup	Eufriesea_mexicana	Osmia_lignaria
OG0002418	XP_017766503.1	XP_034177946.1, XP_034177945.1
OG0002419	XP_017760879.1, XP_017760878.1	XP_034175728.1
OG0002420	XP_017759310.1	XP_034191500.1, XP_034191498.1
OG0002421	XP_017761968.1, XP_017758620.1	XP_034175255.1
OG0002422	XP_017761807.1	XP_034171828.1
OG0002423	XP_017755053.1	XP_034184011.1, XP_034184013.1, XP_034184012.1
OG0002424	XP_017754344.1	XP_034188221.1, XP_034188218.1
OG0002425	XP_017767451.1	XP_034186002.1
OG0002426	XP_017765638.1, XP_017761025.1	XP_034187185.1
OG0002427	XP_017763939.1	XP_034175290.1, XP_034175288.1, XP_034175289.1
OG0002428	XP_017765613.1, XP_017765606.1	XP_034183952.1
OG0002429	XP_017755843.1	XP_034184603.1
OG0002430	XP_017753071.1	XP_034172515.1, XP_034172516.1
OG0002431	XP_017753467.1, XP_017753469.1	XP_034181380.1
OG0002432	XP_017764251.1	XP_034172674.1
OG0002433	XP_017755596.1	XP_034177913.1
OG0002434	XP_017766760.1	XP_034178268.1
OG0002435	XP_017767578.1	XP_034195874.1
OG0002436	XP_017757618.1	XP_034177609.1
OG0002437	XP_017752385.1	XP_034179149.1
OG0002438	XP_017755807.1	XP_034186227.1
OG0002439	XP_017752613.1	XP_034171126.1
OG0002440	XP_017755926.1	XP_034181284.1
OG0002441	XP_017754716.1, XP_017754713.1, XP_017754714.1, XP_017754717.1	XP_034171712.1
OG0002442	XP_017754694.1	XP_034171695.1
OG0002444	XP_017754081.1	XP_034173585.1
OG0002445	XP_017755683.1	XP_034195237.1
OG0002446	XP_017762897.1	XP_034190744.1, XP_034190742.1
OG0002447	XP_017761836.1	XP_034179761.1
OG0002448	XP_017766201.1, XP_017766200.1, XP_017766202.1	XP_034182691.1
OG0002450	XP_017766579.1	XP_034178423.1
OG0002451	XP_017763991.1	XP_034193860.1, XP_034193871.1
OG0002452	XP_017753883.1	XP_034179417.1
OG0002453	XP_017765299.1	XP_034189372.1
OG0002454	XP_017759735.1, XP_017759736.1	XP_034196687.1, XP_034196684.1
OG0002455	XP_017767591.1, XP_017767590.1	XP_034195876.1
OG0002456	XP_017757108.1	XP_034189802.1
OG0002457	XP_017761923.1	XP_034176542.1
OG0002458	XP_017759348.1	XP_034180728.1
OG0002459	XP_017754439.1	XP_034171268.1
OG0002460	XP_017759103.1	XP_034185165.1
OG0002461	XP_017762761.1, XP_017762762.1	XP_034192322.1
OG0002462	XP_017754388.1, XP_017754389.1	XP_034190669.1
OG0002463	XP_017754543.1	XP_034185085.1, XP_034185084.1
OG0002464	XP_017764936.1	XP_034181564.1
OG0002465	XP_017757973.1	XP_034191774.1
OG0002466	XP_017764629.1	XP_034178052.1
OG0002467	XP_017752682.1, XP_017752683.1	XP_034188087.1
OG0002468	XP_017766943.1	XP_034179890.1, XP_034179891.1
OG0002469	XP_017753963.1	XP_034179808.1
OG0002470	XP_017764919.1	XP_034194254.1
OG0002471	XP_017766573.1	XP_034178242.1
OG0002472	XP_017755522.1	XP_034173578.1
OG0002473	XP_017753907.1	XP_034193525.1
OG0002474	XP_017766178.1	XP_034186279.1
OG0002476	XP_017765512.1, XP_017765511.1	XP_034191968.1
OG0002477	XP_017766676.1	XP_034178092.1, XP_034178091.1
OG0002478	XP_017765464.1, XP_017765469.1	XP_034189312.1
OG0002479	XP_017755731.1	XP_034184338.1
OG0002480	XP_017755068.1, XP_017755034.1	XP_034183985.1
OG0002481	XP_017758197.1	XP_034190175.1, XP_034190177.1
OG0002482	XP_017756764.1	XP_034181158.1
OG0002483	XP_017762668.1, XP_017762669.1	XP_034173842.1
OG0002484	XP_017761720.1	XP_034183755.1
OG0002485	XP_017763012.1	XP_034179904.1, XP_034179903.1
OG0002486	XP_017763455.1	XP_034181059.1, XP_034181058.1
OG0002487	XP_017754832.1	XP_034176692.1
OG0002488	XP_017767449.1	XP_034183648.1, XP_034183650.1
OG0002489	XP_017757581.1	XP_034177335.1
OG0002490	XP_017764510.1	XP_034185978.1, XP_034185979.1
OG0002491	XP_017756587.1	XP_034191148.1, XP_034191151.1
OG0002492	XP_017759738.1	XP_034172055.1
OG0002493	XP_017762859.1	XP_034190731.1
OG0002494	XP_017761370.1	XP_034177260.1, XP_034177259.1
OG0002495	XP_017757551.1	XP_034192766.1
OG0002496	XP_017757476.1	XP_034177662.1
OG0002497	XP_017756530.1	XP_034181331.1, XP_034181330.1
OG0002498	XP_017762352.1	XP_034182198.1, XP_034182196.1
OG0002499	XP_017753566.1	XP_034187088.1, XP_034187087.1
OG0002500	XP_017753456.1	XP_034193049.1
OG0002501	XP_017762103.1	XP_034191033.1
OG0002502	XP_017764791.1	XP_034175344.1
OG0002503	XP_017757342.1	XP_034194347.1, XP_034194351.1
OG0002504	XP_017757337.1	XP_034194368.1, XP_034194369.1
OG0002505	XP_017763156.1	XP_034187964.1
OG0002506	XP_017762783.1	XP_034185032.1
OG0002507	XP_017763734.1	XP_034191383.1
OG0002508	XP_017763355.1	XP_034193190.1, XP_034193188.1
OG0002509	XP_017763165.1	XP_034187986.1
OG0002510	XP_017766850.1	XP_034178306.1
OG0002511	XP_017765778.1, XP_017765777.1	XP_034179375.1
OG0002512	XP_017755769.1	XP_034182602.1
OG0002513	XP_017759090.1	XP_034175845.1
OG0002514	XP_017753901.1, XP_017753902.1	XP_034179654.1
OG0002515	XP_017759437.1	XP_034171780.1
OG0002516	XP_017765130.1, XP_017765116.1, XP_017765122.1	XP_034194279.1
OG0002517	XP_017766597.1	XP_034178251.1
OG0002518	XP_017766777.1	XP_034177933.1
OG0002519	XP_017759107.1, XP_017759115.1	XP_034185014.1
OG0002520	XP_017763067.1	XP_034188057.1
OG0002521	XP_017765937.1	XP_034174728.1
OG0002522	XP_017758580.1	XP_034173878.1, XP_034173873.1
OG0002523	XP_017763083.1	XP_034181532.1
OG0002524	XP_017763618.1	XP_034184973.1, XP_034184974.1
OG0002525	XP_017763475.1	XP_034187914.1
OG0002526	XP_017759826.1	XP_034184232.1, XP_034184220.1
OG0002527	XP_017761270.1	XP_034189142.1
OG0002528	XP_017760053.1, XP_017760054.1	XP_034186150.1
OG0002529	XP_017763290.1	XP_034187083.1
OG0002530	XP_017763286.1	XP_034186979.1
OG0002531	XP_017764184.1	XP_034190505.1
OG0002532	XP_017764160.1	XP_034190510.1, XP_034190509.1, XP_034190511.1
OG0002534	XP_017752684.1	XP_034187936.1
OG0002535	XP_017752307.1	XP_034182193.1
OG0002536	XP_017752368.1	XP_034188494.1
OG0002537	XP_017752420.1	XP_034182719.1
OG0002538	XP_017755920.1	XP_034181285.1
OG0002539	XP_017755072.1	XP_034196252.1
OG0002540	XP_017758215.1	XP_034184042.1
OG0002541	XP_017753800.1	XP_034193702.1
OG0002542	XP_017755020.1	XP_034195540.1
OG0002543	XP_017766723.1, XP_017766724.1	XP_034178502.1
OG0002544	XP_017760601.1	XP_034191558.1
OG0002545	XP_017767572.1	XP_034173825.1
OG0002547	XP_017761034.1, XP_017761033.1	XP_034186653.1
OG0002548	XP_017752252.1	XP_034181668.1
OG0002549	XP_017752269.1	XP_034181726.1
OG0002550	XP_017767095.1	XP_034188366.1
OG0002551	XP_017767010.1	XP_034194638.1
OG0002552	XP_017766743.1, XP_017767043.1	XP_034188557.1, XP_034188559.1
OG0002553	XP_017764959.1	XP_034179468.1
OG0002554	XP_017762954.1	XP_034176872.1, XP_034176873.1
OG0002555	XP_017765477.1	XP_034189314.1
OG0002556	XP_017765465.1	XP_034189311.1, XP_034189310.1
OG0002557	XP_017762095.1	XP_034170846.1, XP_034170847.1
OG0002558	XP_017754739.1	XP_034170825.1
OG0002559	XP_017754761.1	XP_034171697.1
OG0002560	XP_017761988.1	XP_034175574.1, XP_034175573.1
OG0002561	XP_017753534.1	XP_034183010.1
OG0002562	XP_017759938.1, XP_017759948.1	XP_034191270.1, XP_034191265.1
OG0002563	XP_017758887.1	XP_034184531.1
OG0002564	XP_017758840.1	XP_034184534.1, XP_034184533.1
OG0002565	XP_017755045.1	XP_034183996.1
OG0002566	XP_017756838.1	XP_034179971.1
OG0002567	XP_017752120.1	XP_034189393.1
OG0002568	XP_017764235.1	XP_034189044.1
OG0002569	XP_017757625.1	XP_034183703.1
OG0002570	XP_017753712.1	XP_034177253.1
OG0002571	XP_017766156.1	XP_034194977.1
OG0002572	XP_017766093.1	XP_034195510.1
OG0002573	XP_017765768.1	XP_034174499.1
OG0002574	XP_017763343.1	XP_034173844.1
OG0002575	XP_017764677.1, XP_017764676.1	XP_034174840.1
OG0002576	XP_017764105.1	XP_034187808.1
OG0002577	XP_017766251.1, XP_017766252.1	XP_034189643.1
OG0002578	XP_017766239.1	XP_034190038.1, XP_034190037.1
OG0002579	XP_017758455.1	XP_034183578.1
OG0002580	XP_017762892.1	XP_034180477.1
OG0002581	XP_017759349.1	XP_034180360.1
OG0002582	XP_017759406.1	XP_034195270.1, XP_034195283.1, XP_034191469.1
OG0002583	XP_017759323.1	XP_034180739.1
OG0002584	XP_017767425.1	XP_034190780.1
OG0002585	XP_017763006.1	XP_034193904.1
OG0002586	XP_017758049.1	XP_034193694.1, XP_034193695.1
OG0002587	XP_017765036.1	XP_034193551.1
OG0002588	XP_017765027.1	XP_034193623.1
OG0002589	XP_017765214.1	XP_034193757.1, XP_034193760.1
OG0002590	XP_017754477.1, XP_017754476.1, XP_017754475.1	XP_034185137.1
OG0002591	XP_017767013.1	XP_034188166.1
OG0002592	XP_017755367.1	XP_034182402.1
OG0002593	XP_017755421.1	XP_034188481.1
OG0002594	XP_017766199.1	XP_034182689.1
OG0002595	XP_017752221.1	XP_034178625.1
OG0002596	XP_017758331.1	XP_034195451.1
OG0002597	XP_017759144.1	XP_034185026.1
OG0002598	XP_017758930.1	XP_034176018.1
OG0002599	XP_017758754.1	XP_034176184.1, XP_034176185.1
OG0002600	XP_017754844.1	XP_034175797.1
OG0002601	XP_017767338.1	XP_034185921.1, XP_034185919.1, XP_034185920.1
OG0002602	XP_017752547.1	XP_034185251.1
OG0002603	XP_017752514.1	XP_034185461.1, XP_034185460.1
OG0002604	XP_017754721.1	XP_034171017.1
OG0002606	XP_017760548.1	XP_034191539.1, XP_034191538.1, XP_034191540.1, XP_034191541.1
OG0002607	XP_017756149.1	XP_034187231.1, XP_034187233.1, XP_034187232.1, XP_034187230.1
OG0002608	XP_017756195.1	XP_034186414.1
OG0002609	XP_017756116.1	XP_034186436.1, XP_034186431.1
OG0002610	XP_017752937.1	XP_034183140.1
OG0002611	XP_017766104.1	XP_034195751.1
OG0002612	XP_017767478.1, XP_017767475.1, XP_017767477.1, XP_017767476.1	XP_034189912.1
OG0002613	XP_017757529.1	XP_034176933.1
OG0002614	XP_017767234.1	XP_034180834.1
OG0002616	XP_017765203.1	XP_034171762.1
OG0002617	XP_017759763.1	XP_034171744.1, XP_034171740.1
OG0002618	XP_017758662.1	XP_034171663.1
OG0002619	XP_017758402.1	XP_034185706.1
OG0002620	XP_017761899.1	XP_034175433.1, XP_034175431.1
OG0002621	XP_017760856.1	XP_034175473.1, XP_034194546.1
OG0002622	XP_017760791.1	XP_034175888.1
OG0002624	XP_017760675.1	XP_034176679.1
OG0002625	XP_017760861.1	XP_034193236.1
OG0002626	XP_017760754.1	XP_034193348.1, XP_034193346.1
OG0002627	XP_017760897.1	XP_034193339.1
OG0002628	XP_017754343.1	XP_034188661.1
OG0002629	XP_017754324.1	XP_034188635.1
OG0002630	XP_017759274.1	XP_034190838.1, XP_034190841.1
OG0002631	XP_017763682.1	XP_034183308.1
OG0002633	XP_017761687.1, XP_017766317.1	XP_034174454.1, XP_034174453.1
OG0002634	XP_017757138.1	XP_034187624.1
OG0002635	XP_017764096.1	XP_034183961.1
OG0002636	XP_017754847.1, XP_017754770.1	XP_034180416.1
OG0002637	XP_017752836.1	XP_034180341.1, XP_034180376.1
OG0002638	XP_017756885.1, XP_017756824.1	XP_034180253.1
OG0002639	XP_017752752.1	XP_034186823.1
OG0002640	XP_017761218.1	XP_034174825.1, XP_034174824.1
OG0002641	XP_017757443.1	XP_034177610.1
OG0002642	XP_017752487.1	XP_034185486.1
OG0002643	XP_017765712.1	XP_034170944.1
OG0002644	XP_017753201.1	XP_034172943.1
OG0002645	XP_017753225.1	XP_034195543.1
OG0002646	XP_017753324.1	XP_034175298.1, XP_034175307.1
OG0002647	XP_017758135.1	XP_034189200.1, XP_034189201.1
OG0002648	XP_017755311.1	XP_034189232.1, XP_034189235.1, XP_034189234.1, XP_034189233.1
OG0002649	XP_017762730.1	XP_034188914.1
OG0002650	XP_017756321.1	XP_034189095.1
OG0002651	XP_017756391.1, XP_017756392.1	XP_034196708.1, XP_034196710.1
OG0002652	XP_017754681.1	XP_034171569.1
OG0002653	XP_017766349.1	XP_034196536.1, XP_034196537.1
OG0002654	XP_017766380.1	XP_034196711.1, XP_034196712.1
OG0002655	XP_017766398.1	XP_034182050.1
OG0002656	XP_017765014.1	XP_034182096.1
OG0002657	XP_017764345.1	XP_034182541.1, XP_034182540.1
OG0002658	XP_017760137.1	XP_034174704.1
OG0002659	XP_017757250.1	XP_034174285.1
OG0002660	XP_017757228.1, XP_017757236.1	XP_034174291.1
OG0002661	XP_017760943.1	XP_034177438.1
OG0002662	XP_017762777.1	XP_034195998.1
OG0002663	XP_017762173.1	XP_034191408.1, XP_034191400.1
OG0002664	XP_017760965.1	XP_034182420.1
OG0002665	XP_017753470.1, XP_017753479.1	XP_034181485.1
OG0002666	XP_017753565.1	XP_034187077.1, XP_034187078.1
OG0002667	XP_017755289.1	XP_034177696.1
OG0002668	XP_017754333.1	XP_034193439.1, XP_034193438.1, XP_034193437.1
OG0002669	XP_017763401.1	XP_034193388.1
OG0002670	XP_017760367.1, XP_017760365.1	XP_034175642.1
OG0002671	XP_017752181.1	XP_034196353.1
OG0002672	XP_017754036.1	XP_034173344.1, XP_034173350.1, XP_034173349.1
OG0002673	XP_017759200.1, XP_017759210.1	XP_034172883.1, XP_034172882.1
OG0002674	XP_017759048.1	XP_034172343.1
OG0002675	XP_017753632.1	XP_034195833.1, XP_034195831.1
OG0002676	XP_017761174.1	XP_034173133.1, XP_034173132.1
OG0002678	XP_017757637.1	XP_034173218.1
OG0002679	XP_017762559.1	XP_034173568.1
OG0002680	XP_017759070.1	XP_034196343.1
OG0002681	XP_017759081.1	XP_034196068.1
OG0002682	XP_017761884.1, XP_017761883.1	XP_034194202.1
OG0002683	XP_017766270.1	XP_034175943.1
OG0002684	XP_017758632.1	XP_034181063.1
OG0002685	XP_017762217.1	XP_034191031.1
OG0002686	XP_017757352.1	XP_034182663.1
OG0002687	XP_017755144.1	XP_034181563.1, XP_034181561.1, XP_034181562.1
OG0002688	XP_017755112.1	XP_034181410.1, XP_034181409.1
OG0002689	XP_017755593.1	XP_034193043.1, XP_034193042.1, XP_034193041.1
OG0002690	XP_017755641.1	XP_034192852.1
OG0002691	XP_017755616.1, XP_017755617.1	XP_034192863.1
OG0002692	XP_017762754.1	XP_034171774.1
OG0002693	XP_017765364.1	XP_034181243.1, XP_034181244.1
OG0002694	XP_017762159.1	XP_034191231.1, XP_034191229.1
OG0002695	XP_017759988.1	XP_034192301.1, XP_034192306.1
OG0002696	XP_017754241.1	XP_034189674.1
OG0002697	XP_017763868.1	XP_034190130.1
OG0002698	XP_017756309.1, XP_017756307.1	XP_034171066.1
OG0002699	XP_017759783.1	XP_034172052.1
OG0002700	XP_017758950.1	XP_034188748.1
OG0002701	XP_017767017.1	XP_034194999.1
OG0002702	XP_017764831.1	XP_034182538.1
OG0002704	XP_017754169.1	XP_034173351.1, XP_034173354.1, XP_034173353.1
OG0002705	XP_017757193.1	XP_034187506.1
OG0002706	XP_017759650.1	XP_034190191.1
OG0002707	XP_017763811.1	XP_034189733.1, XP_034189731.1
OG0002708	XP_017756122.1	XP_034174483.1
OG0002709	XP_017756656.1	XP_034180440.1
OG0002710	XP_017767730.1	XP_034176892.1
OG0002711	XP_017757412.1	XP_034177614.1, XP_034177615.1, XP_034177616.1
OG0002712	XP_017755297.1	XP_034177161.1, XP_034177160.1
OG0002713	XP_017753678.1	XP_034177258.1
OG0002714	XP_017761185.1	XP_034195851.1
OG0002715	XP_017758332.1	XP_034196082.1
OG0002716	XP_017767584.1	XP_034195872.1
OG0002717	XP_017758207.1	XP_034181831.1, XP_034181849.1
OG0002718	XP_017765178.1, XP_017765179.1	XP_034181107.1
OG0002719	XP_017765124.1	XP_034179831.1, XP_034179748.1
OG0002720	XP_017757915.1	XP_034191942.1
OG0002721	XP_017756808.1	XP_034184438.1
OG0002722	XP_017764047.1	XP_034179431.1
OG0002723	XP_017755740.1	XP_034184503.1
OG0002724	XP_017761806.1	XP_034171817.1
OG0002725	XP_017767317.1	XP_034189546.1
OG0002726	XP_017766179.1	XP_034186249.1, XP_034186248.1
OG0002727	XP_017758389.1, XP_017758388.1	XP_034189545.1
OG0002728	XP_017753162.1, XP_017753164.1, XP_017753163.1, XP_017753165.1	XP_034187144.1
OG0002729	XP_017752614.1	XP_034190882.1
OG0002731	XP_017754888.1	XP_034176068.1
OG0002732	XP_017760684.1	XP_034193270.1
OG0002733	XP_017760802.1	XP_034175733.1
OG0002734	XP_017762320.1, XP_017762319.1	XP_034176159.1
OG0002735	XP_017763287.1, XP_017763271.1, XP_017763279.1, XP_017763294.1	XP_034175736.1
OG0002736	XP_017764125.1	XP_034183314.1, XP_034183312.1
OG0002737	XP_017764305.1	XP_034183246.1
OG0002738	XP_017763772.1, XP_017763764.1, XP_017763755.1	XP_034183264.1
OG0002739	XP_017752966.1, XP_017752965.1	XP_034179089.1
OG0002740	XP_017756142.1	XP_034183188.1
OG0002741	XP_017752922.1	XP_034186550.1
OG0002742	XP_017763585.1	XP_034192537.1
OG0002743	XP_017762882.1, XP_017762883.1	XP_034180628.1
OG0002744	XP_017752566.1	XP_034180517.1
OG0002746	XP_017765438.1	XP_034172592.1, XP_034172589.1
OG0002747	XP_017764675.1	XP_034173046.1
OG0002748	XP_017765080.1	XP_034179179.1
OG0002749	XP_017758109.1	XP_034193658.1
OG0002750	XP_017753797.1	XP_034179186.1
OG0002751	XP_017761179.1	XP_034178857.1
OG0002752	XP_017765236.1	XP_034193764.1
OG0002753	XP_017756237.1	XP_034193635.1
OG0002754	XP_017754602.1	XP_034186864.1, XP_034186861.1, XP_034186863.1
OG0002755	XP_017752209.1	XP_034191094.1
OG0002756	XP_017766311.1	XP_034190714.1
OG0002757	XP_017766263.1, XP_017766261.1	XP_034175176.1, XP_034175177.1
OG0002758	XP_017763758.1	XP_034175588.1
OG0002759	XP_017757389.1	XP_034194434.1, XP_034194439.1
OG0002760	XP_017757632.1	XP_034173266.1, XP_034173268.1
OG0002761	XP_017766048.1	XP_034172988.1
OG0002762	XP_017756361.1	XP_034188758.1, XP_034188759.1
OG0002763	XP_017761987.1	XP_034171449.1
OG0002764	XP_017760809.1	XP_034188762.1
OG0002765	XP_017755354.1	XP_034182816.1
OG0002766	XP_017755352.1	XP_034182425.1
OG0002767	XP_017757275.1	XP_034182667.1
OG0002769	XP_017762361.1	XP_034182512.1, XP_034182511.1
OG0002770	XP_017756110.1	XP_034174236.1, XP_034174235.1
OG0002771	XP_017765928.1	XP_034173907.1
OG0002772	XP_017767567.1	XP_034175175.1
OG0002773	XP_017760055.1	XP_034174302.1
OG0002774	XP_017757142.1, XP_017757141.1	XP_034187398.1
OG0002775	XP_017759972.1	XP_034187368.1, XP_034187367.1
OG0002776	XP_017767625.1	XP_034174793.1
OG0002777	XP_017762168.1	XP_034191316.1, XP_034191317.1
OG0002778	XP_017754505.1	XP_034174677.1
OG0002779	XP_017763888.1	XP_034177494.1
OG0002780	XP_017765884.1, XP_017765913.1, XP_017765893.1, XP_017765902.1	XP_034177589.1
OG0002781	XP_017759617.1	XP_034183059.1
OG0002782	XP_017758739.1	XP_034177134.1, XP_034177133.1
OG0002783	XP_017760478.1	XP_034192570.1
OG0002784	XP_017762098.1	XP_034191341.1, XP_034191342.1, XP_034191343.1
OG0002785	XP_017761113.1	XP_034192919.1
OG0002786	XP_017758255.1	XP_034187175.1
OG0002787	XP_017752176.1	XP_034192196.1
OG0002788	XP_017760460.1	XP_034189059.1
OG0002789	XP_017760160.1	XP_034196022.1
OG0002790	XP_017755560.1	XP_034196373.1
OG0002791	XP_017765990.1	XP_034173546.1
OG0002792	XP_017765991.1	XP_034172480.1, XP_034172481.1
OG0002793	XP_017758956.1, XP_017758957.1	XP_034195571.1
OG0002794	XP_017754901.1	XP_034195529.1
OG0002795	XP_017761732.1	XP_034195411.1
OG0002796	XP_017763754.1	XP_034171307.1
OG0002797	XP_017759801.1, XP_017759802.1	XP_034176722.1, XP_034176720.1
OG0002798	XP_017764604.1	XP_034175263.1, XP_034175264.1
OG0002799	XP_017765410.1	XP_034185364.1
OG0002800	XP_017759659.1	XP_034176929.1
OG0002801	XP_017761309.1	XP_034176156.1
OG0002803	XP_017765731.1, XP_017765733.1	XP_034188939.1
OG0002804	XP_017756623.1, XP_017756610.1	XP_034185211.1
OG0002805	XP_017760198.1	XP_034195684.1
OG0002806	XP_017761754.1	XP_034181177.1, XP_034181176.1
OG0002808	XP_017754931.1	XP_034185245.1
OG0002809	XP_017758997.1, XP_017758998.1	XP_034190332.1
OG0002810	XP_017756805.1	XP_034184399.1
OG0002811	XP_017757978.1	XP_034191777.1
OG0002812	XP_017758890.1	XP_034184606.1
OG0002813	XP_017755746.1	XP_034184472.1
OG0002816	XP_017758783.1	XP_034187603.1
OG0002817	XP_017756485.1	XP_034190183.1, XP_034190184.1
OG0002818	XP_017767514.1	XP_034186079.1
OG0002819	XP_017758486.1	XP_034189503.1
OG0002820	XP_017758533.1	XP_034183612.1
OG0002821	XP_017758428.1	XP_034183652.1, XP_034183651.1, XP_034183654.1, XP_034183653.1
OG0002822	XP_017756523.1	XP_034181320.1
OG0002823	XP_017757521.1, XP_017758367.1	XP_034183773.1
OG0002824	XP_017758434.1, XP_017758054.1	XP_034183425.1
OG0002825	XP_017767454.1	XP_034183427.1
OG0002827	XP_017767544.1	XP_034186308.1
OG0002829	XP_017758457.1	XP_034183632.1
OG0002830	XP_017764773.1	XP_034175327.1
OG0002831	XP_017760709.1, XP_017760710.1	XP_034193269.1
OG0002832	XP_017754294.1	XP_034175322.1, XP_034175323.1
OG0002833	XP_017762251.1	XP_034175501.1, XP_034175497.1
OG0002834	XP_017760018.1	XP_034192219.1, XP_034192220.1
OG0002835	XP_017759022.1, XP_017759017.1	XP_034175525.1
OG0002836	XP_017760847.1	XP_034176691.1
OG0002837	XP_017764785.1, XP_017764784.1	XP_034175348.1
OG0002838	XP_017760783.1	XP_034193297.1, XP_034193294.1
OG0002839	XP_017762301.1	XP_034175872.1
OG0002840	XP_017762153.1	XP_034191227.1, XP_034191226.1
OG0002841	XP_017753419.1	XP_034186573.1
OG0002842	XP_017763745.1	XP_034183348.1, XP_034183347.1, XP_034183349.1
OG0002843	XP_017762193.1	XP_034186627.1, XP_034186615.1
OG0002844	XP_017766721.1	XP_034178494.1
OG0002845	XP_017760464.1	XP_034171102.1
OG0002846	XP_017766556.1	XP_034178045.1
OG0002847	XP_017757682.1	XP_034189588.1
OG0002848	XP_017766520.1	XP_034178572.1
OG0002849	XP_017757752.1	XP_034178119.1
OG0002850	XP_017766557.1	XP_034178793.1
OG0002851	XP_017766764.1	XP_034178222.1, XP_034178219.1
OG0002852	XP_017767203.1	XP_034191802.1, XP_034191810.1
OG0002853	XP_017755452.1	XP_034180029.1
OG0002854	XP_017759854.1	XP_034192127.1
OG0002855	XP_017767275.1	XP_034180760.1
OG0002856	XP_017760633.1	XP_034180638.1, XP_034180636.1
OG0002857	XP_017758035.1	XP_034178893.1, XP_034178894.1
OG0002858	XP_017753757.1	XP_034193777.1
OG0002859	XP_017752822.1	XP_034179165.1
OG0002860	XP_017752241.1	XP_034178847.1, XP_034178845.1, XP_034178848.1
OG0002861	XP_017765796.1	XP_034184696.1
OG0002862	XP_017753846.1	XP_034179130.1
OG0002863	XP_017765249.1	XP_034179298.1
OG0002864	XP_017756058.1	XP_034188811.1, XP_034188812.1
OG0002865	XP_017759786.1	XP_034191377.1
OG0002866	XP_017762509.1	XP_034186825.1
