Orthogroup	Eufriesea_mexicana	Bombus_terrestris
OG0001910	XP_017767474.1	XP_003398275.1
OG0001911	XP_017761472.1	XP_012168737.1
OG0001912	XP_017763441.1	XP_012166262.2
OG0001913	XP_017764909.1	XP_012165432.1
OG0001914	XP_017762780.1	XP_012165532.1
OG0001915	XP_017755699.1	XP_012168176.1
OG0001916	XP_017767436.1	XP_003398170.1
OG0001917	XP_017760573.1	XP_012171789.1
OG0001918	XP_017764203.1	XP_003403197.1
OG0001919	XP_017762866.1	XP_003400693.1
OG0001920	XP_017765430.1	XP_003392945.1
OG0001921	XP_017764935.1	XP_003402444.1
OG0001922	XP_017753845.1	XP_003401476.1
OG0001923	XP_017762092.1	XP_003402180.1
OG0001924	XP_017764896.1	XP_012165424.1, XP_003396398.2, XP_012165425.1
OG0001925	XP_017754987.1	XP_003401744.1
OG0001926	XP_017755466.1	XP_012171387.1, XP_020722172.1, XP_012171386.1
OG0001927	XP_017762521.1	XP_012175562.1
OG0001928	XP_017757481.1	XP_012164356.1
OG0001929	XP_017758655.1	XP_012175733.1
OG0001930	XP_017767668.1	XP_020718623.1
OG0001931	XP_017763315.1	XP_012169828.1, XP_003399613.1
OG0001932	XP_017754076.1	XP_003393113.2
OG0001933	XP_017757534.1, XP_017757533.1	XP_012164380.1
OG0001934	XP_017765802.1	XP_020722868.1, XP_003401813.1
OG0001935	XP_017757122.1	XP_020719678.1
OG0001936	XP_017767529.1, XP_017767531.1	XP_012168000.2
OG0001937	XP_017756291.1	XP_003402640.1
OG0001938	XP_017762843.1, XP_017762844.1, XP_017762845.1	XP_012169809.1
OG0001939	XP_017759834.1	XP_012173702.2
OG0001940	XP_017766321.1	XP_020718272.1, XP_003394925.1
OG0001941	XP_017762400.1	XP_020719661.1
OG0001942	XP_017757277.1	XP_003394367.1
OG0001943	XP_017753922.1	XP_003397346.1
OG0001944	XP_017767751.1, XP_017767750.1, XP_017767753.1, XP_017767752.1	XP_012171968.1, XP_003400961.1
OG0001945	XP_017758400.1, XP_017758401.1	XP_003398314.1
OG0001946	XP_017763680.1, XP_017763683.1	XP_003395158.1, XP_012163615.1
OG0001947	XP_017755186.1	XP_003396494.1
OG0001948	XP_017765272.1	XP_003401188.1
OG0001949	XP_017765209.1	XP_020722719.1
OG0001950	XP_017759749.1	XP_003393935.1, XP_012175635.1, XP_012175636.1
OG0001951	XP_017766785.1	XP_003400198.1
OG0001952	XP_017766658.1	XP_003400041.1, XP_020721780.1
OG0001953	XP_017759753.1	XP_012175654.1
OG0001954	XP_017755826.1	XP_003398029.1
OG0001955	XP_017767242.1	XP_003400393.1
OG0001956	XP_017762811.1	XP_012165501.2
OG0001957	XP_017761334.1	XP_012166216.1, XP_020719789.1
OG0001958	XP_017758600.1	XP_003395092.1
OG0001959	XP_017762003.1	XP_020722587.1, XP_003401438.1
OG0001960	XP_017760987.1	XP_012171510.1, XP_003393607.1
OG0001961	XP_017766599.1	XP_003400267.1, XP_003400266.1
OG0001962	XP_017764207.1	XP_003403158.1, XP_012175165.1
OG0001963	XP_017752847.1	XP_003401320.1
OG0001964	XP_017760515.1	XP_003398368.1, XP_012168078.1
OG0001965	XP_017765338.1, XP_017758776.1	XP_012166936.2
OG0001966	XP_017765634.1, XP_017754457.1	XP_020719017.1
OG0001967	XP_017765211.1	XP_012172107.1, XP_003401195.1
OG0001968	XP_017759640.1	XP_003398874.1
OG0001969	XP_017764322.1	XP_012173013.1, XP_012173014.1
OG0001970	XP_017759746.1	XP_020724018.1, XP_003393988.2
OG0001971	XP_017763173.1	XP_020722110.1
OG0001972	XP_017760923.1	XP_003399106.1
OG0001973	XP_017757432.1	XP_020718833.1, XP_012164330.1, XP_012164328.1, XP_012164329.1
OG0001974	XP_017764875.1	XP_003396386.1
OG0001975	XP_017758928.1	XP_020723693.1
OG0001976	XP_017764673.1	XP_003393034.1
OG0001977	XP_017757330.1	XP_003394114.1, XP_012175873.1, XP_012175874.1
OG0001978	XP_017763689.1	XP_012163635.1
OG0001979	XP_017763861.1	XP_003396608.1
OG0001980	XP_017763874.1, XP_017763873.1	XP_020719466.1
OG0001981	XP_017763733.1	XP_003396954.1, XP_012166119.1
OG0001982	XP_017752590.1, XP_017752591.1	XP_003400831.1
OG0001983	XP_017762044.1	XP_012172573.1
OG0001984	XP_017763111.1	XP_020722175.1
OG0001985	XP_017764465.1	XP_003399975.1
OG0001986	XP_017764448.1, XP_017764453.1	XP_020721539.1, XP_003399961.1
OG0001987	XP_017754662.1	XP_012173643.1, XP_003402215.1
OG0001988	XP_017754657.1	XP_003402217.1
OG0001989	XP_017754635.1	XP_012173666.1, XP_003402219.1
OG0001990	XP_017764634.1	XP_020721887.1
OG0001991	XP_017766552.1	XP_003400193.1
OG0001992	XP_017766679.1	XP_012170939.1
OG0001993	XP_017766634.1	XP_020721976.1, XP_012170941.1
OG0001994	XP_017761110.1	XP_012163641.1
OG0001995	XP_017762399.1, XP_017762398.1	XP_003396475.1
OG0001996	XP_017762610.1	XP_012166642.1
OG0001997	XP_017752975.1	XP_012166625.1
OG0001998	XP_017765034.1	XP_003403410.2
OG0001999	XP_017766851.1	XP_012170984.1
OG0002000	XP_017766502.1	XP_003400220.1
OG0002001	XP_017761877.1	XP_012165983.1
OG0002004	XP_017754264.1	XP_012166427.1
OG0002005	XP_017761641.1	XP_020723739.1, XP_003403220.1
OG0002006	XP_017763622.1	XP_003403052.1
OG0002007	XP_017758014.1	XP_012168392.1, XP_003398589.1
OG0002008	XP_017755988.1	XP_003393619.1
OG0002009	XP_017753808.1, XP_017753809.1	XP_003401504.1, XP_012172757.1
OG0002010	XP_017753815.1	XP_003401518.1
OG0002011	XP_017761760.1	XP_003397039.1
OG0002012	XP_017752360.1	XP_003394477.1, XP_020724167.1
OG0002013	XP_017757832.1	XP_003400935.2
OG0002014	XP_017766601.1	XP_012171075.1
OG0002016	XP_017767614.1	XP_012169525.1, XP_020721114.1
OG0002017	XP_017752800.1	XP_020722516.1
OG0002018	XP_017767041.1	XP_012176061.1
OG0002019	XP_017753916.1	XP_003397339.1
OG0002020	XP_017756898.1	XP_012167020.1
OG0002021	XP_017755039.1, XP_017755040.1	XP_012167358.1
OG0002022	XP_017756865.1, XP_017756866.1	XP_003397768.1
OG0002023	XP_017765341.1, XP_017765844.1	XP_003397446.1, XP_020720461.1
OG0002024	XP_017753710.1	XP_020718638.1
OG0002025	XP_017762957.1, XP_017762946.1	XP_012163777.2
OG0002026	XP_017766094.1	XP_012164787.1
OG0002027	XP_017764506.1	XP_003394882.1
OG0002028	XP_017763701.1	XP_020723517.1
OG0002029	XP_017754559.1	XP_020718436.1
OG0002030	XP_017763711.1	XP_012174466.1, XP_020723543.1
OG0002031	XP_017766223.1	XP_012167869.1, XP_003398214.1
OG0002032	XP_017766219.1	XP_012167873.1
OG0002033	XP_017757979.1, XP_017758370.1	XP_012168192.1
OG0002034	XP_017758440.1	XP_003398455.1
OG0002035	XP_017758404.1, XP_017758429.1	XP_020720727.1, XP_020720724.1
OG0002036	XP_017759340.1	XP_020722313.1, XP_012174880.2, XP_012174843.1
OG0002037	XP_017767126.1	XP_012170199.1
OG0002038	XP_017766882.1	XP_020721543.1, XP_003399659.1
OG0002039	XP_017757704.1	XP_020720421.1
OG0002040	XP_017762991.1	XP_012172409.1, XP_012172411.1
OG0002041	XP_017758144.1	XP_012172267.1, XP_012172268.1, XP_020722408.1
OG0002042	XP_017765252.1, XP_017765250.1, XP_017765251.1	XP_003401196.1
OG0002043	XP_017759511.1	XP_012169554.1, XP_012169555.1
OG0002044	XP_017754529.1	XP_003403084.2
OG0002045	XP_017754534.1	XP_012175080.1
OG0002046	XP_017763501.1	XP_020719834.1, XP_020719835.1, XP_020719836.1, XP_020719837.1, XP_003397147.1
OG0002047	XP_017767026.1	XP_003394396.1
OG0002048	XP_017756064.1	XP_003394585.1
OG0002049	XP_017761701.1	XP_003396069.1
OG0002050	XP_017767711.1	XP_012163881.1
OG0002051	XP_017767731.1	XP_003395520.1
OG0002052	XP_017755000.1	XP_003396909.1
OG0002053	XP_017758741.1	XP_003398987.1
OG0002055	XP_017764315.1	XP_012173008.1
OG0002056	XP_017752517.1	XP_020722906.1
OG0002057	XP_017752539.1	XP_003401716.1
OG0002058	XP_017761211.1, XP_017761210.1, XP_017762404.1, XP_017762453.1	XP_020722982.1
OG0002059	XP_017761634.1	XP_003403208.1
OG0002060	XP_017757528.1	XP_003395582.1
OG0002061	XP_017756798.1	XP_003400612.1
OG0002062	XP_017759866.1	XP_012171573.1, XP_003400607.1
OG0002063	XP_017757806.1	XP_012170838.1, XP_012170840.1
OG0002064	XP_017756203.1	XP_003399884.1
OG0002065	XP_017757046.1	XP_003396049.1
OG0002066	XP_017757243.1	XP_012164871.1, XP_003396040.1
OG0002067	XP_017757161.1	XP_012164866.1
OG0002068	XP_017759668.1	XP_003396649.1, XP_012165702.1
OG0002069	XP_017767370.1	XP_012167966.1, XP_003398272.1
OG0002070	XP_017767226.1	XP_012171940.2
OG0002071	XP_017761604.1	XP_012171285.1, XP_020722092.1, XP_003400470.1
OG0002072	XP_017765381.1, XP_017765379.1, XP_017765380.1	XP_003398532.1
OG0002073	XP_017758447.1	XP_003403337.1
OG0002074	XP_017760860.1	XP_012169598.1
OG0002075	XP_017760799.1	XP_012169584.1
OG0002076	XP_017760955.1	XP_012169250.1
OG0002077	XP_017757255.1	XP_003395237.1
OG0002078	XP_017767207.1	XP_003394971.1
OG0002079	XP_017756908.1	XP_020720469.1, XP_003397501.1, XP_020720468.1
OG0002080	XP_017756924.1	XP_003397410.1
OG0002081	XP_017754519.1	XP_012173471.1, XP_012173470.1, XP_012173469.1, XP_012173468.1, XP_012173472.1
OG0002082	XP_017758726.1, XP_017758725.1, XP_017758727.1	XP_003395711.1
OG0002083	XP_017757494.1	XP_003395844.1, XP_012164378.1
OG0002084	XP_017757454.1	XP_012164343.1, XP_012164342.1
OG0002085	XP_017757049.1	XP_003393814.1, XP_012174999.1
OG0002086	XP_017758194.1	XP_020719343.1, XP_020719345.1, XP_020719344.1, XP_012166214.1
OG0002087	XP_017765123.1	XP_012165753.2
OG0002088	XP_017762718.1	XP_003396654.1
OG0002089	XP_017759534.1	XP_003401792.1
OG0002090	XP_017753322.1	XP_003396587.1, XP_012165600.1, XP_012165601.1
OG0002091	XP_017753282.1	XP_012165605.1
OG0002092	XP_017753125.1	XP_012165621.1
OG0002093	XP_017753187.1, XP_017753186.1	XP_020719489.1
OG0002094	XP_017756296.1	XP_012174375.1
OG0002095	XP_017766352.1	XP_020723573.1
OG0002097	XP_017766389.1	XP_003393800.1
OG0002098	XP_017759286.1	XP_012176477.1
OG0002099	XP_017760100.1	XP_020723378.1
OG0002100	XP_017757188.1	XP_003394772.1, XP_020718516.1
OG0002101	XP_017760120.1, XP_017760119.1	XP_012174180.1, XP_003402440.1
OG0002102	XP_017761783.1, XP_017759822.1	XP_012170032.1
OG0002103	XP_017753265.1, XP_017753263.1	XP_012165262.1
OG0002104	XP_017759499.1	XP_012173176.1
OG0002105	XP_017761158.1	XP_012165326.1, XP_020719578.1, XP_003396343.1, XP_012165325.1
OG0002106	XP_017763391.1	XP_012169401.1, XP_020720964.1
OG0002108	XP_017762321.1	XP_012168631.1
OG0002109	XP_017754050.1	XP_012163556.1
OG0002110	XP_017754079.1	XP_012164237.1
OG0002111	XP_017767602.1	XP_012167271.1
OG0002112	XP_017753703.1, XP_017753692.1	XP_020723278.1, XP_020723279.1
OG0002113	XP_017758932.1	XP_003402973.1
OG0002114	XP_017757639.1	XP_020721038.1
OG0002115	XP_017759051.1	XP_020720475.1
OG0002116	XP_017755105.1	XP_012169460.1
OG0002117	XP_017757913.1	XP_003401949.1
OG0002118	XP_017763719.1	XP_003395910.1
OG0002119	XP_017763713.1	XP_003402300.1
OG0002120	XP_017763727.1	XP_012173883.1, XP_012173884.1
OG0002121	XP_017765637.1	XP_020724066.1
OG0002122	XP_017764812.1	XP_020723582.1, XP_003402822.1, XP_012174663.1
OG0002123	XP_017763349.1	XP_012174200.1
OG0002124	XP_017756794.1	XP_003394203.1
OG0002125	XP_017766152.1	XP_020724103.1, XP_020724102.1, XP_020724100.1, XP_020724101.1, XP_003394172.1
OG0002126	XP_017764803.1	XP_020724065.1, XP_003394274.1
OG0002127	XP_017754557.1, XP_017754558.1	XP_020718565.1
OG0002128	XP_017757131.1	XP_012163251.1, XP_020718542.1
OG0002130	XP_017756571.1	XP_012174103.1
OG0002131	XP_017756684.1	XP_020722122.1
OG0002132	XP_017758566.1, XP_017758567.1, XP_017758570.1, XP_017758569.1, XP_017758568.1	XP_012163564.1
OG0002133	XP_017759047.1	XP_012176705.1, XP_012176699.1
OG0002134	XP_017761384.1	XP_020718596.1
OG0002135	XP_017758221.1	XP_012164279.1, XP_012164278.1, XP_003395753.1
OG0002136	XP_017767650.1	XP_012163872.1
OG0002137	XP_017760165.1, XP_017760163.1	XP_020719027.1
OG0002138	XP_017761728.1	XP_012164653.1, XP_020719000.1, XP_012164655.1
OG0002139	XP_017752299.1	XP_003397335.1
OG0002140	XP_017762832.1	XP_012165512.1
OG0002141	XP_017760286.1	XP_012166693.1
OG0002142	XP_017755884.1	XP_012175190.1
OG0002143	XP_017753459.1	XP_020719674.1, XP_020719671.1
OG0002144	XP_017762351.1, XP_017752972.1, XP_017752973.1	XP_020719744.1
OG0002145	XP_017754930.1	XP_003401894.1
OG0002146	XP_017752673.1, XP_017752671.1	XP_012173978.1
OG0002147	XP_017758827.1	XP_012167069.1, XP_012167070.1, XP_012167072.1, XP_012167071.1
OG0002148	XP_017764048.1, XP_017764049.1	XP_003397918.2
OG0002149	XP_017755819.1	XP_020720435.1, XP_020720434.1
OG0002150	XP_017762940.1	XP_003398428.1
OG0002151	XP_017758371.1	XP_003398230.1
OG0002152	XP_017753452.1	XP_020719492.1
OG0002153	XP_017763406.1	XP_003399392.1, XP_012169771.1, XP_020720980.1
OG0002154	XP_017761911.1	XP_012169013.1, XP_012169014.1
OG0002155	XP_017752875.1	XP_012170647.2
OG0002156	XP_017757734.1	XP_012170846.1
OG0002157	XP_017759935.1, XP_017759936.1	XP_012171523.1
OG0002158	XP_017757073.1	XP_003393391.1
OG0002159	XP_017760563.1	XP_020722194.1
OG0002160	XP_017763176.1	XP_003400818.1
OG0002162	XP_017759077.1	XP_012167939.1
OG0002163	XP_017753828.1	XP_003401492.1
OG0002164	XP_017765216.1	XP_012172112.1
OG0002165	XP_017753777.1	XP_003401468.1
OG0002166	XP_017765283.1	XP_020723149.1
OG0002167	XP_017756690.1, XP_017756689.1	XP_012170156.1
OG0002168	XP_017753391.1, XP_017753392.1	XP_020720552.1, XP_003398646.1
OG0002169	XP_017764850.1	XP_003393451.2
OG0002170	XP_017755193.1	XP_003396567.1
OG0002171	XP_017755185.1	XP_012174283.1, XP_003402591.1
OG0002172	XP_017762838.1	XP_003399295.2
OG0002173	XP_017753214.1	XP_012165223.1, XP_012165225.1, XP_012165224.1, XP_012165221.1, XP_012165222.1
OG0002174	XP_017758055.1, XP_017758053.1	XP_003393665.1, XP_012172416.1, XP_012172423.1
OG0002175	XP_017757998.1	XP_003402227.1, XP_012173762.1, XP_012173764.1
OG0002176	XP_017756320.1	XP_003402671.1
OG0002177	XP_017758942.1	XP_020722193.1
OG0002177	XP_017758943.1	XP_012173487.1
OG0002178	XP_017756412.1	XP_012174364.1, XP_003402628.1
OG0002179	XP_017762928.1	XP_012175963.1
OG0002180	XP_017755954.1	XP_020723613.1
OG0002182	XP_017755377.1	XP_012176544.1
OG0002183	XP_017762338.1	XP_012174572.1
OG0002184	XP_017763822.1	XP_012174433.2
OG0002185	XP_017756484.1, XP_017756489.1	XP_003402456.2
OG0002186	XP_017764108.1, XP_017764106.1	XP_020718576.1
OG0002187	XP_017756086.1	XP_003398756.3
OG0002188	XP_017767645.1	XP_012163320.1, XP_020718587.1, XP_020718586.1
OG0002189	XP_017767622.1	XP_003394834.1
OG0002190	XP_017765803.1	XP_012173204.1
OG0002191	XP_017767658.1	XP_020718893.1
OG0002192	XP_017767725.1	XP_012163818.1, XP_020718618.1, XP_020718619.1
OG0002193	XP_017753315.1	XP_012165191.1
OG0002194	XP_017755649.1, XP_017755648.1	XP_012164468.1
OG0002195	XP_017757504.1	XP_003395731.1
OG0002196	XP_017755623.1	XP_012164459.1, XP_012164460.1, XP_012164461.1, XP_012164462.1
OG0002197	XP_017762030.1	XP_003395748.1
OG0002198	XP_017757517.1	XP_020718925.1, XP_003395568.1
OG0002199	XP_017757515.1	XP_003395573.1
OG0002200	XP_017752848.1	XP_012163936.1
OG0002201	XP_017761400.1, XP_017761399.1	XP_012163956.1, XP_012163954.1
OG0002202	XP_017755234.1	XP_020718846.1
OG0002204	XP_017758228.1	XP_012163098.1, XP_020718356.1
OG0002205	XP_017756577.1	XP_003395990.1
OG0002206	XP_017766092.1	XP_012164782.1
OG0002207	XP_017761966.1	XP_020723882.1, XP_020723890.1, XP_020723891.1
OG0002208	XP_017763574.1	XP_003393014.1, XP_012176259.1
OG0002209	XP_017760263.1	XP_012165009.1
OG0002211	XP_017762616.1	XP_020719803.1
OG0002212	XP_017759799.1	XP_020719691.1
OG0002213	XP_017755001.1	XP_012166208.1
OG0002214	XP_017754305.1, XP_017754306.1	XP_012166480.1, XP_012166482.1
OG0002215	XP_017754279.1	XP_012166468.1, XP_003397193.1
OG0002216	XP_017759615.1	XP_020721001.1
OG0002217	XP_017753615.1	XP_012166974.1, XP_012166975.1, XP_012166972.1, XP_012166973.1
OG0002218	XP_017759570.1	XP_012173196.2
OG0002220	XP_017763450.1	XP_012166418.1, XP_012166419.1, XP_012166420.1
OG0002222	XP_017763710.1	XP_012174745.1
OG0002223	XP_017758967.1	XP_020723758.1, XP_012175107.1
OG0002224	XP_017755734.1	XP_003397591.1, XP_012167142.1, XP_012167140.1
OG0002225	XP_017758891.1	XP_003397568.1
OG0002226	XP_017758895.1	XP_020720417.1, XP_020720418.1, XP_020720419.1, XP_020720420.1, XP_012167580.1
OG0002227	XP_017755821.1	XP_003398006.1
OG0002228	XP_017759215.1, XP_017759214.1, XP_017759216.1	XP_012167204.1
OG0002229	XP_017757911.1	XP_003402101.1, XP_012173400.1, XP_003401927.1
OG0002230	XP_017756481.1	XP_003403351.1
OG0002231	XP_017766240.1	XP_012167889.1, XP_012167891.1
OG0002232	XP_017766222.1	XP_003398217.1
OG0002233	XP_017760863.1	XP_012169821.1
OG0002234	XP_017761951.1	XP_003398916.1, XP_020721317.1
OG0002235	XP_017755188.1	XP_012166184.1, XP_003396497.1
OG0002236	XP_017753319.1	XP_012165200.1
OG0002237	XP_017763258.1	XP_003396407.1, XP_020719397.1, XP_012165439.1
OG0002238	XP_017754383.1	XP_003399123.1
OG0002239	XP_017754797.1	XP_003399018.1
OG0002240	XP_017764650.1	XP_020724035.1
OG0002241	XP_017763735.1	XP_012170605.1
OG0002242	XP_017753418.1	XP_012169901.1, XP_012169900.1
OG0002243	XP_017766495.1	XP_003400177.1, XP_012170927.1
OG0002244	XP_017766837.1, XP_017766838.1	XP_012171025.1
OG0002245	XP_017757773.1	XP_012170843.1
OG0002247	XP_017759301.1	XP_020722252.1, XP_012171910.2, XP_012174856.1
OG0002248	XP_017760537.1	XP_020722197.1
OG0002249	XP_017759345.1	XP_003400724.1
OG0002250	XP_017760594.1	XP_012171775.1, XP_003400898.1
OG0002251	XP_017766020.1	XP_003393271.1
OG0002252	XP_017759336.1	XP_020722199.1, XP_012171704.1
OG0002253	XP_017761854.1	XP_012172279.2
OG0002254	XP_017764719.1	XP_003400971.1
OG0002255	XP_017762041.1	XP_003401404.1
OG0002256	XP_017764234.1	XP_020718393.1, XP_012176761.1, XP_003394848.1
OG0002257	XP_017753844.1	XP_003401475.1, XP_012172706.1, XP_012172705.1, XP_012172704.1
OG0002258	XP_017756035.1	XP_012173232.1, XP_012173225.1
OG0002259	XP_017752860.1	XP_012172337.1, XP_003401337.1
OG0002260	XP_017762485.1	XP_020723243.1, XP_012173785.2
OG0002261	XP_017761035.1	XP_003396341.1, XP_020719680.1
OG0002263	XP_017755892.1	XP_012174002.1, XP_012166644.1
OG0002264	XP_017753362.1	XP_003396267.1
OG0002265	XP_017766374.1	XP_012174478.1
OG0002266	XP_017753400.1	XP_012168493.1
OG0002267	XP_017765480.1	XP_012170429.1
OG0002268	XP_017762849.1	XP_012170202.1
OG0002269	XP_017767285.1, XP_017767284.1	XP_012171162.1
OG0002270	XP_017752711.1	XP_003401037.1, XP_020722527.1, XP_020722528.1
OG0002271	XP_017752185.1	XP_003402159.1
OG0002272	XP_017754068.1	XP_020720694.1
OG0002273	XP_017767764.1, XP_017767763.1	XP_003402903.1
OG0002274	XP_017766079.1	XP_003396016.1
OG0002275	XP_017761187.1, XP_017761188.1	XP_012165037.1
OG0002276	XP_017763466.1	XP_012166543.1, XP_003397209.1
OG0002277	XP_017754516.1	XP_012175062.1
OG0002278	XP_017758657.1	XP_003394043.1, XP_012175819.1
OG0002279	XP_017761009.1, XP_017761008.1	XP_003399814.1
OG0002280	XP_017762986.1	XP_012175752.1
OG0002281	XP_017757955.1	XP_012173338.1, XP_020723042.1, XP_012173345.1, XP_020723041.1, XP_012173342.1
OG0002282	XP_017754661.1	XP_003399923.1
OG0002283	XP_017767034.1	XP_003394246.1
OG0002284	XP_017760107.1	XP_012163063.1
OG0002285	XP_017764542.1	XP_003392963.1
OG0002287	XP_017754449.1	XP_003396235.1
OG0002288	XP_017763397.1	XP_012169403.1
OG0002289	XP_017764558.1	XP_003403100.1
OG0002290	XP_017767396.1	XP_012167998.2
OG0002291	XP_017767485.1	XP_020720624.1, XP_020720625.1
OG0002292	XP_017761477.1	XP_003398367.2
OG0002293	XP_017762891.1	XP_012171632.1
OG0002294	XP_017758086.1	XP_003401100.1, XP_020722679.1, XP_012172223.1
OG0002295	XP_017763958.1	XP_003393550.1
OG0002296	XP_017767048.1	XP_012176052.1, XP_012176053.1
OG0002297	XP_017756336.1, XP_017756327.1	XP_003402502.1
OG0002298	XP_017758717.1, XP_017758718.1	XP_003395699.1
OG0002299	XP_017757485.1	XP_020718920.1
OG0002300	XP_017753933.1	XP_020719874.1, XP_012166616.1
OG0002301	XP_017756279.1	XP_003401921.1
OG0002302	XP_017760786.1	XP_012169231.1
OG0002303	XP_017765394.1	XP_012168271.1
OG0002304	XP_017758390.1, XP_017758391.1	XP_020720687.1, XP_020720686.1, XP_020720685.1, XP_003398469.1
OG0002305	XP_017759237.1	XP_003398019.1
OG0002306	XP_017755770.1	XP_012167104.1
OG0002307	XP_017755387.1	XP_012176564.1, XP_012176565.1
OG0002308	XP_017765935.1, XP_017765934.1, XP_017765825.1	XP_003394903.1
OG0002309	XP_017764501.1	XP_003394884.1
OG0002310	XP_017759517.1	XP_003401797.1
OG0002311	XP_017754175.1	XP_003393098.1
OG0002312	XP_017752811.1, XP_017752803.1	XP_003395516.1
OG0002313	XP_017755238.1	XP_003395629.1
OG0002314	XP_017766022.1	XP_003393273.1
OG0002315	XP_017758734.1	XP_003395692.1
OG0002316	XP_017767279.1	XP_003400960.1
OG0002317	XP_017766299.1	XP_003402778.1, XP_020723527.1
OG0002318	XP_017757446.1	XP_003395603.1
OG0002319	XP_017756688.1	XP_003399971.1
OG0002320	XP_017753769.1, XP_017753768.1	XP_012172830.1
OG0002321	XP_017767724.1	XP_012163819.1
OG0002322	XP_017767633.1	XP_003397666.1
OG0002323	XP_017764307.1	XP_003401724.1
OG0002324	XP_017760691.1	XP_012168572.1, XP_003398773.1
OG0002325	XP_017767371.1	XP_003398498.1
OG0002326	XP_017764937.1	XP_012174189.1
OG0002327	XP_017762721.1, XP_017762720.1	XP_003393705.1, XP_003393706.1
OG0002328	XP_017766220.1	XP_012167897.1
OG0002329	XP_017759579.1	XP_012173169.1, XP_020722951.1
OG0002330	XP_017753346.1	XP_003393428.1, XP_020718261.1
OG0002331	XP_017758558.1	XP_003395102.1
OG0002333	XP_017763728.1	XP_020719088.1, XP_003395902.1, XP_012164659.1, XP_012164658.1
OG0002334	XP_017762814.1	XP_003396668.1
OG0002335	XP_017761407.1	XP_012170490.1, XP_012170489.1
OG0002336	XP_017757318.1	XP_003394412.1
