Orthogroup	Anopheles_gambiae	Eufriesea_mexicana
OG0002094	XP_315346.4, XP_001688639.1, XP_001688638.1	XP_017756239.1
OG0002095	XP_315884.3	XP_017767606.1
OG0002096	XP_311504.3	XP_017756847.1, XP_017756848.1, XP_017756849.1
OG0002097	XP_318214.4	XP_017756237.1
OG0002098	XP_319705.4	XP_017759237.1
OG0002099	XP_312981.5	XP_017755026.1, XP_017759158.1, XP_017759176.1
OG0002100	XP_311321.4	XP_017757543.1, XP_017758365.1
OG0002101	XP_001687757.2	XP_017766163.1
OG0002102	XP_311046.4	XP_017760478.1
OG0002103	XP_315784.2	XP_017763770.1
OG0002104	XP_001688375.2	XP_017757412.1
OG0002106	XP_309767.4	XP_017755462.1
OG0002107	XP_552176.3	XP_017763711.1
OG0002108	XP_314584.4	XP_017752804.1
OG0002109	XP_317488.4	XP_017761008.1, XP_017761009.1
OG0002110	XP_552825.2	XP_017757815.1
OG0002111	XP_565089.3	XP_017767451.1
OG0002113	XP_312496.4	XP_017758370.1, XP_017757979.1
OG0002114	XP_321130.3	XP_017753662.1
OG0002115	XP_310531.5	XP_017760245.1
OG0002116	XP_001237253.3, XP_307206.3	XP_017764509.1
OG0002117	XP_317624.2	XP_017757255.1
OG0002119	XP_003436955.1	XP_017766154.1, XP_017766153.1
OG0002120	XP_319974.4	XP_017754827.1
OG0002121	XP_001688347.2, XP_311831.5	XP_017761119.1
OG0002122	XP_003436181.1, XP_312307.1	XP_017764050.1
OG0002123	XP_308093.2	XP_017764665.1
OG0002124	XP_312866.5	XP_017764429.1, XP_017764430.1
OG0002125	XP_003437024.1	XP_017761662.1
OG0002126	XP_001688245.1, XP_320137.2	XP_017759074.1
OG0002127	XP_001688406.2	XP_017765725.1
OG0002128	XP_001689182.1, XP_554046.3	XP_017758879.1
OG0002129	XP_321647.3	XP_017767584.1
OG0002130	XP_311428.3	XP_017759055.1, XP_017759054.1
OG0002131	XP_320082.4	XP_017754640.1
OG0002132	XP_315505.3	XP_017759411.1
OG0002134	XP_312543.3	XP_017758644.1, XP_017761974.1
OG0002136	XP_321353.3	XP_017763437.1
OG0002137	XP_319319.4, XP_317671.4	XP_017762124.1
OG0002138	XP_320305.3	XP_017758106.1, XP_017758107.1
OG0002139	XP_312366.5	XP_017756475.1
OG0002140	XP_001688169.2	XP_017766910.1
OG0002141	XP_317885.4	XP_017754310.1
OG0002142	XP_307498.3, XP_307652.4	XP_017763258.1
OG0002143	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4	XP_017766945.1
OG0002144	XP_001688775.1, XP_316070.4, XP_316071.4	XP_017755009.1
OG0002145	XP_317618.4	XP_017762839.1
OG0002146	XP_558090.3	XP_017753420.1
OG0002147	XP_552208.3	XP_017765728.1
OG0002148	XP_319521.5	XP_017757379.1, XP_017757378.1
OG0002149	XP_320386.4	XP_017763227.1
OG0002150	XP_319190.4	XP_017760754.1
OG0002151	XP_314261.5, XP_317218.3	XP_017752881.1
OG0002152	XP_320850.3	XP_017753679.1
OG0002153	XP_316803.5, XP_315069.4, XP_315070.4	XP_017754308.1
OG0002154	XP_311202.5	XP_017767439.1
OG0002155	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1	XP_017757236.1, XP_017757228.1
OG0002156	XP_001689392.2	XP_017761426.1, XP_017756721.1
OG0002157	XP_315692.4	XP_017764898.1
OG0002158	XP_309519.4	XP_017753903.1
OG0002159	XP_553983.1	XP_017756146.1
OG0002160	XP_311416.4	XP_017755570.1
OG0002162	XP_313322.5, XP_003436528.1, XP_003436527.1	XP_017757621.1
OG0002163	XP_555234.3	XP_017767026.1
OG0002164	XP_321358.5	XP_017759358.1, XP_017759356.1
OG0002165	XP_317301.3	XP_017753265.1, XP_017753263.1
OG0002166	XP_001688407.2	XP_017755988.1
OG0002167	XP_003436986.1, XP_003436987.1, XP_310681.3	XP_017765159.1
OG0002168	XP_320767.3	XP_017756391.1, XP_017756392.1
OG0002169	XP_310382.7	XP_017761752.1
OG0002170	XP_321119.5	XP_017767370.1
OG0002171	XP_319754.4	XP_017764741.1
OG0002172	XP_317137.3	XP_017765741.1, XP_017765740.1, XP_017765739.1
OG0002173	XP_309092.4, XP_001688165.1, XP_309091.4	XP_017755901.1
OG0002175	XP_001688683.1	XP_017753363.1
OG0002178	XP_001688845.1, XP_001688846.1, XP_316357.4	XP_017758487.1
OG0002179	XP_319652.3	XP_017764207.1
OG0002181	XP_001688298.2	XP_017760400.1, XP_017760390.1
OG0002182	XP_003437064.1, XP_003437063.1, XP_001230782.3	XP_017766352.1
OG0002183	XP_561559.5, XP_320218.3	XP_017755676.1
OG0002184	XP_312055.5	XP_017757501.1
OG0002185	XP_001689052.1, XP_317704.4	XP_017756035.1
OG0002186	XP_001688193.1	XP_017753402.1
OG0002187	XP_316330.4	XP_017762849.1
OG0002188	XP_319794.4	XP_017763578.1
OG0002190	XP_001230271.1, XP_311887.5	XP_017761664.1
OG0002191	XP_320739.4	XP_017758923.1
OG0002192	XP_308422.4	XP_017755628.1
OG0002193	XP_313823.5	XP_017759337.1
OG0002194	XP_314361.4	XP_017763741.1
OG0002195	XP_310712.4	XP_017767567.1
OG0002196	XP_317678.4	XP_017760622.1
OG0002197	XP_309356.4	XP_017755308.1
OG0002198	XP_310467.4	XP_017752555.1, XP_017754544.1
OG0002200	XP_557488.3	XP_017752252.1
OG0002202	XP_309618.5	XP_017757069.1, XP_017761112.1
OG0002203	XP_310969.5	XP_017764650.1
OG0002204	XP_001237526.3, XP_001237527.1	XP_017767667.1
OG0002206	XP_557337.3	XP_017763733.1
OG0002208	XP_320208.3	XP_017753017.1
OG0002209	XP_318642.4, XP_318640.4	XP_017761412.1
OG0002211	XP_551778.3	XP_017760691.1
OG0002212	XP_564794.2	XP_017755843.1
OG0002213	XP_001237956.2	XP_017752445.1
OG0002214	XP_317162.4	XP_017758931.1
OG0002215	XP_308755.4	XP_017755252.1
OG0002217	XP_003435960.1	XP_017757269.1
OG0002218	XP_321523.2	XP_017756587.1
OG0002219	XP_003436745.1, XP_313135.5	XP_017759530.1
OG0002220	XP_557597.1, XP_001688608.1	XP_017755286.1
OG0002221	XP_310676.4	XP_017758865.1, XP_017758854.1
OG0002222	XP_308280.4	XP_017760510.1
OG0002223	XP_315341.4	XP_017762589.1
OG0002224	XP_314710.3	XP_017763119.1
OG0002225	XP_319775.4	XP_017766495.1
OG0002226	XP_320574.3	XP_017752996.1
OG0002236	XP_309993.2	XP_017761542.1
OG0002237	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5	XP_017767570.1
OG0002238	XP_317555.2	XP_017760070.1
OG0002239	XP_308566.3	XP_017755395.1
OG0002241	XP_312471.3	XP_017765220.1
OG0002242	XP_310166.4	XP_017759988.1
OG0002243	XP_313924.3, XP_306148.3	XP_017763787.1
OG0002244	XP_311180.4	XP_017754511.1, XP_017754512.1
OG0002245	XP_001230648.1	XP_017765140.1
OG0002246	XP_001237771.2	XP_017764465.1, XP_017764466.1
OG0002247	XP_003436456.1, XP_314262.3	XP_017765845.1
OG0002248	XP_003436990.1, XP_003436991.1, XP_310673.3	XP_017755383.1, XP_017755385.1, XP_017755384.1
OG0002249	XP_316650.2	XP_017762772.1, XP_017762773.1
OG0002250	XP_310463.5	XP_017767125.1
OG0002251	XP_315763.2	XP_017762777.1
OG0002252	XP_312090.2	XP_017753593.1, XP_017753594.1
OG0002253	XP_316087.3	XP_017766617.1
OG0002254	XP_320351.1	XP_017766261.1, XP_017766263.1
OG0002255	XP_311468.4	XP_017763573.1
OG0002256	XP_559218.3	XP_017759533.1
OG0002257	XP_308307.3	XP_017763282.1
OG0002258	XP_320160.4	XP_017753018.1
OG0002259	XP_317057.2	XP_017764422.1
OG0002260	XP_312002.3	XP_017755739.1
OG0002261	XP_311027.3, XP_316597.3	XP_017757588.1
OG0002262	XP_315699.3	XP_017762243.1
OG0002263	XP_312386.4	XP_017752966.1, XP_017752965.1
OG0002264	XP_316411.4, XP_001237806.2	XP_017763234.1
OG0002265	XP_312939.4, XP_310968.2	XP_017753166.1
OG0002266	XP_319132.3	XP_017758988.1
OG0002267	XP_001688045.1, XP_308614.3	XP_017752666.1
OG0002268	XP_315357.1	XP_017757171.1
OG0002269	XP_001688552.1, XP_314288.4	XP_017763850.1
OG0002270	XP_320933.5, XP_003436033.1	XP_017757312.1
OG0002271	XP_308770.3	XP_017764261.1
OG0002272	XP_317306.3	XP_017754447.1
OG0002273	XP_317620.3	XP_017759151.1
OG0002275	XP_316827.4	XP_017764244.1
OG0002276	XP_001237672.2	XP_017761528.1
OG0002277	XP_312569.5	XP_017753530.1
OG0002278	XP_308935.4	XP_017760886.1
OG0002279	XP_001238171.1	XP_017752215.1, XP_017752214.1
OG0002280	XP_319701.4	XP_017762854.1
OG0002281	XP_313642.2	XP_017761739.1
OG0002282	XP_313518.4	XP_017761281.1
OG0002283	XP_562866.4, XP_003436395.1	XP_017753869.1, XP_017753868.1, XP_017753867.1
OG0002284	XP_316465.2	XP_017758545.1
OG0002285	XP_003436647.1, XP_308110.4	XP_017760594.1
OG0002286	XP_311881.3	XP_017752172.1
OG0002287	XP_313317.5	XP_017763245.1
OG0002288	XP_314619.3, XP_001687783.1	XP_017754808.1, XP_017754806.1, XP_017754807.1
OG0002289	XP_317681.4	XP_017764357.1
OG0002290	XP_001237854.2	XP_017753064.1
OG0002291	XP_003436239.1, XP_312150.5	XP_017761854.1
OG0002292	XP_308266.4	XP_017763567.1
OG0002293	XP_003436151.1, XP_312394.4	XP_017752176.1
OG0002295	XP_319022.3	XP_017761885.1
OG0002296	XP_310195.4	XP_017765962.1
OG0002298	XP_321861.5	XP_017765266.1
OG0002299	XP_316540.4	XP_017760302.1, XP_017760310.1
OG0002300	XP_308376.4	XP_017756135.1
OG0002302	XP_562743.4	XP_017761991.1, XP_017761996.1
OG0002303	XP_001689186.1	XP_017762905.1
OG0002304	XP_315453.4	XP_017756404.1
OG0002305	XP_317627.4	XP_017763969.1
OG0002306	XP_315741.5	XP_017756688.1
OG0002307	XP_310415.2	XP_017755691.1
OG0002308	XP_314781.4	XP_017760546.1
OG0002309	XP_320116.6	XP_017761535.1
OG0002310	XP_003435796.1, XP_321880.5	XP_017752752.1
OG0002311	XP_311562.3, XP_320378.4	XP_017755205.1
OG0002312	XP_317122.2	XP_017766763.1
OG0002313	XP_001238258.1	XP_017760850.1
OG0002314	XP_313994.4	XP_017755039.1, XP_017755040.1
OG0002315	XP_311993.4	XP_017762891.1
OG0002316	XP_001238507.1, XP_001238506.1	XP_017752333.1
OG0002317	XP_317316.2	XP_017767034.1
OG0002318	XP_313451.4, XP_307675.4	XP_017757511.1
OG0002320	XP_001689318.2	XP_017767323.1
OG0002321	XP_313691.2	XP_017765410.1
OG0002322	XP_003436327.1	XP_017762460.1, XP_017762459.1
OG0002323	XP_001689386.2	XP_017757132.1
OG0002324	XP_001688578.1	XP_017756291.1
OG0002325	XP_320955.4	XP_017760573.1
OG0002326	XP_309632.5	XP_017760825.1
OG0002327	XP_319087.2	XP_017755483.1
OG0002328	XP_552142.2	XP_017760808.1
OG0002329	XP_321513.3	XP_017756745.1
OG0002330	XP_311507.4	XP_017758014.1
OG0002331	XP_307305.3, XP_001237261.3, XP_003437036.1	XP_017767602.1
OG0002332	XP_003436043.1, XP_308033.5	XP_017767633.1
OG0002333	XP_001689148.1, XP_318851.4, XP_001689147.1	XP_017764974.1, XP_017764975.1
OG0002334	XP_321649.5	XP_017760711.1
OG0002335	XP_320904.4	XP_017766615.1
OG0002336	XP_310186.3	XP_017767219.1
OG0002337	XP_314133.3	XP_017759414.1
OG0002338	XP_001237560.2	XP_017763485.1
OG0002339	XP_318985.4	XP_017767398.1
OG0002340	XP_001689004.1	XP_017765971.1
OG0002340	XP_317156.3	XP_017766076.1
OG0002341	XP_559797.5	XP_017766981.1
OG0002342	XP_309173.5	XP_017754523.1
OG0002343	XP_310939.3	XP_017756802.1
OG0002344	XP_320981.3	XP_017762131.1
OG0002345	XP_310309.5	XP_017752280.1
OG0002346	XP_003436168.1	XP_017752575.1, XP_017752563.1
OG0002347	XP_319234.3	XP_017760986.1, XP_017760985.1
OG0002348	XP_314763.3	XP_017767352.1
OG0002349	XP_024667071.1, XP_311529.4	XP_017757912.1
OG0002350	XP_311692.5	XP_017756668.1
OG0002352	XP_316107.4	XP_017761724.1
OG0002354	XP_319232.4	XP_017765236.1
OG0002355	XP_003436010.1	XP_017760946.1
OG0002356	XP_316092.4	XP_017767318.1
OG0002357	XP_319235.4	XP_017755180.1
OG0002358	XP_315898.4	XP_017765373.1
OG0002359	XP_311182.4	XP_017764262.1, XP_017764263.1
OG0002360	XP_319799.4	XP_017759891.1, XP_017759892.1
OG0002361	XP_552158.2, XP_320477.4	XP_017764413.1
OG0002362	XP_313903.2, XP_306110.3	XP_017756019.1, XP_017756018.1
OG0002363	XP_316645.3	XP_017763036.1
OG0002364	XP_003435962.1	XP_017757328.1
OG0002365	XP_318984.2	XP_017767336.1
OG0002366	XP_322011.5	XP_017756933.1
OG0002367	XP_317456.2	XP_017766573.1
OG0002368	XP_321284.5, XP_003435935.1	XP_017754519.1
OG0002369	XP_316115.1	XP_017767395.1
OG0002370	XP_001688194.1	XP_017753716.1
OG0002371	XP_564160.3	XP_017764113.1
OG0002372	XP_312909.4	XP_017758774.1
OG0002373	XP_308233.4	XP_017764758.1
OG0002374	XP_315123.4	XP_017755045.1
OG0002375	XP_315382.4	XP_017766189.1
OG0002376	XP_003435734.1	XP_017758823.1
OG0002377	XP_320247.4	XP_017754213.1, XP_017754211.1
OG0002378	XP_316716.3	XP_017752591.1, XP_017752590.1
OG0002379	XP_316812.4	XP_017757518.1
OG0002380	XP_322028.4	XP_017760931.1, XP_017760929.1, XP_017760930.1
OG0002381	XP_312165.5	XP_017752127.1, XP_017752129.1
OG0002382	XP_308077.2	XP_017758997.1, XP_017758998.1
OG0002383	XP_322062.5	XP_017756575.1, XP_017756585.1
OG0002384	XP_315899.4	XP_017766240.1
OG0002385	XP_564671.2	XP_017756895.1
OG0002386	XP_003436854.1	XP_017757778.1
OG0002387	XP_001687831.2	XP_017758112.1, XP_017758111.1
OG0002388	XP_001237821.2	XP_017761689.1
OG0002389	XP_310233.4	XP_017753154.1, XP_017753153.1, XP_017753156.1
OG0002390	XP_315905.4	XP_017767450.1
OG0002391	XP_311042.5	XP_017755234.1
OG0002392	XP_003436802.1, XP_313681.5	XP_017765251.1, XP_017765250.1, XP_017765252.1
OG0002393	XP_310352.4	XP_017755306.1
OG0002394	XP_001689184.1	XP_017755108.1
OG0002395	XP_561241.2, XP_313242.4	XP_017763497.1
OG0002397	XP_314705.4	XP_017766403.1, XP_017766404.1
OG0002398	XP_003436178.1, XP_003436179.1	XP_017756321.1
OG0002399	XP_314040.4	XP_017757098.1, XP_017757099.1
OG0002400	XP_321269.5	XP_017753971.1
OG0002401	XP_001230560.1, XP_317223.4, XP_317228.4	XP_017759799.1
OG0002402	XP_307962.4	XP_017760458.1
OG0002403	XP_321295.5	XP_017760897.1
OG0002404	XP_316899.4	XP_017763603.1
OG0002405	XP_563634.4	XP_017752667.1
OG0002406	XP_319707.4	XP_017757327.1
OG0002407	XP_001237970.1	XP_017762418.1
OG0002408	XP_310759.5, XP_001237300.2	XP_017767569.1
OG0002409	XP_001688661.1	XP_017754996.1, XP_017754997.1
OG0002410	XP_311501.4	XP_017765179.1, XP_017765178.1
OG0002411	XP_313403.3	XP_017759004.1, XP_017759000.1
OG0002412	XP_311959.5	XP_017761384.1
OG0002413	XP_310656.2	XP_017754484.1
OG0002414	XP_315434.1	XP_017752432.1, XP_017752433.1
OG0002415	XP_318555.4	XP_017764270.1
OG0002416	XP_308436.4, XP_001237081.2, XP_001687941.1, XP_001687940.1	XP_017756974.1
OG0002417	XP_318843.3	XP_017764996.1
OG0002418	XP_320249.4	XP_017754734.1
OG0002419	XP_001238385.2	XP_017759462.1
OG0002420	XP_320179.3	XP_017759993.1
OG0002421	XP_320436.4	XP_017759782.1, XP_017759783.1
OG0002422	XP_310694.5	XP_017757649.1
OG0002423	XP_313937.4	XP_017760188.1, XP_017760191.1
OG0002424	XP_001687814.1, XP_319568.4, XP_319566.3, XP_557990.3	XP_017756781.1
OG0002425	XP_001689220.1	XP_017756442.1
OG0002426	XP_559833.2	XP_017763832.1, XP_017763829.1
OG0002427	XP_316213.2, XP_001688804.1	XP_017761256.1
OG0002428	XP_309496.4, XP_001237235.1	XP_017757814.1
OG0002429	XP_309236.5	XP_017755630.1
OG0002430	XP_001688063.1	XP_017767200.1
OG0002432	XP_312580.5	XP_017762159.1
OG0002433	XP_317142.4	XP_017766968.1
OG0002434	XP_311470.4	XP_017756358.1
OG0002435	XP_317832.4	XP_017762268.1, XP_017762269.1
OG0002436	XP_003435799.1	XP_017762937.1
OG0002437	XP_001689130.1	XP_017761899.1
OG0002439	XP_320645.4	XP_017756481.1
OG0002440	XP_317380.3	XP_017755839.1
OG0002441	XP_003437005.1	XP_017766947.1, XP_017766933.1
OG0002442	XP_314539.2	XP_017766591.1
OG0002443	XP_310257.6	XP_017752748.1, XP_017752750.1
OG0002444	XP_311000.5	XP_017756717.1
OG0002445	XP_312473.2	XP_017766962.1
OG0002446	XP_316140.4	XP_017759526.1, XP_017759525.1
OG0002447	XP_003436812.1, XP_003436813.1, XP_313728.5	XP_017763083.1
OG0002448	XP_316233.3	XP_017765012.1
OG0002449	XP_321636.5	XP_017752700.1
OG0002450	XP_310201.4	XP_017752447.1
OG0002451	XP_314775.3	XP_017756282.1, XP_017754785.1
OG0002452	XP_563586.4, XP_003436163.1, XP_003436162.1, XP_312358.4, XP_003436161.1	XP_017755669.1
OG0002453	XP_319242.3, XP_319239.2	XP_017755819.1
OG0002455	XP_312379.3	XP_017766283.1
OG0002456	XP_307897.4	XP_017757243.1
OG0002457	XP_003435907.1, XP_003435906.1, XP_003435905.1	XP_017758207.1
OG0002458	XP_003436322.1, XP_003436321.1	XP_017755624.1
OG0002459	XP_312351.5	XP_017755346.1
OG0002460	XP_311541.4	XP_017759384.1, XP_017759493.1
OG0002461	XP_552584.3	XP_017764553.1
OG0002462	XP_315906.4	XP_017760809.1
OG0002465	XP_316270.4	XP_017767749.1
OG0002466	XP_315372.4	XP_017754060.1
OG0002467	XP_321121.5	XP_017762997.1
OG0002468	XP_003435936.1	XP_017753393.1
OG0002469	XP_553696.3	XP_017765483.1
OG0002471	XP_316851.3	XP_017755347.1
OG0002472	XP_308432.4	XP_017759862.1
OG0002473	XP_314819.4	XP_017760511.1
OG0002474	XP_320677.3	XP_017766245.1
OG0002475	XP_320673.4	XP_017763991.1
OG0002476	XP_319152.4	XP_017757785.1
OG0002477	XP_315224.4	XP_017763679.1
OG0002478	XP_311051.2	XP_017755899.1
OG0002479	XP_308325.4	XP_017753113.1
OG0002480	XP_001688887.1	XP_017767694.1, XP_017767695.1
OG0002481	XP_001687988.1	XP_017760624.1
OG0002482	XP_314006.4	XP_017755466.1
OG0002483	XP_320952.5	XP_017760219.1, XP_017760218.1
OG0002484	XP_319174.4	XP_017756372.1
OG0002485	XP_557860.3	XP_017760525.1
OG0002486	XP_310181.2	XP_017760130.1
OG0002487	XP_309493.3	XP_017755176.1
OG0002489	XP_307448.4	XP_017752983.1, XP_017752980.1, XP_017752982.1, XP_017752981.1
OG0002490	XP_310860.4	XP_017755222.1
OG0002491	XP_311907.3	XP_017756853.1, XP_017756855.1, XP_017756856.1
OG0002492	XP_309581.3	XP_017754176.1, XP_017754178.1, XP_017754177.1
OG0002507	XP_315441.4, XP_308370.4	XP_017766744.1
OG0002508	XP_308641.4	XP_017752594.1
OG0002509	XP_317504.3	XP_017752913.1
OG0002510	XP_316643.3	XP_017766272.1
OG0002511	XP_309003.3	XP_017764082.1
OG0002512	XP_317153.4	XP_017760935.1
OG0002513	XP_321388.4	XP_017761236.1, XP_017761235.1
OG0002514	XP_317777.3	XP_017764486.1
OG0002515	XP_317093.3	XP_017758418.1
OG0002516	XP_312593.4	XP_017753321.1
OG0002517	XP_321439.5	XP_017759225.1
OG0002518	XP_003436983.1, XP_310709.1	XP_017763484.1
OG0002519	XP_001688513.1, XP_001688511.1, XP_314051.1, XP_001688512.1, XP_001688510.1	XP_017754003.1
OG0002520	XP_312989.4	XP_017763958.1
OG0002521	XP_003436970.1	XP_017752403.1
OG0002522	XP_314143.3	XP_017754173.1
OG0002523	XP_315817.2	XP_017759046.1
OG0002524	XP_318038.3	XP_017767563.1
OG0002525	XP_312774.3, XP_312775.5	XP_017755293.1
OG0002526	XP_562218.3	XP_017761751.1
OG0002527	XP_312570.2	XP_017756680.1
OG0002529	XP_316022.3	XP_017759857.1
OG0002530	XP_003436309.1, XP_311984.4	XP_017752945.1
OG0002531	XP_308939.3	XP_017764366.1
OG0002532	XP_310556.4	XP_017759149.1
OG0002533	XP_564866.3, XP_001687950.1	XP_017752345.1
OG0002534	XP_319581.3	XP_017763397.1
OG0002535	XP_001687870.1, XP_001687869.1, XP_001687871.1, XP_564587.1	XP_017764728.1
OG0002536	XP_024667105.1, XP_024667104.1, XP_001237245.3, XP_003436502.1, XP_003436503.1, XP_024667103.1, XP_003436499.1	XP_017758186.1
OG0002537	XP_321260.4, XP_003435948.1	XP_017754449.1
OG0002538	XP_316299.1	XP_017766601.1
OG0002539	XP_308375.4	XP_017757298.1, XP_017757300.1
OG0002540	XP_319438.3	XP_017766972.1
OG0002541	XP_310249.3	XP_017755893.1
OG0002542	XP_316017.4	XP_017755391.1
OG0002543	XP_317148.4	XP_017760163.1, XP_017760165.1
OG0002544	XP_317807.4	XP_017754505.1
OG0002545	XP_309455.4	XP_017761756.1
OG0002546	XP_308238.4	XP_017753128.1
OG0002547	XP_313352.5	XP_017756253.1
OG0002548	XP_001687864.1, XP_308197.4	XP_017764311.1
OG0002549	XP_308420.3	XP_017760514.1
OG0002550	XP_307957.5	XP_017752228.1
OG0002551	XP_001238454.3	XP_017759026.1
OG0002552	XP_003436229.1, XP_312180.4	XP_017758415.1
OG0002553	XP_316023.4	XP_017762025.1
OG0002555	XP_312602.3	XP_017759672.1
OG0002556	XP_317657.4	XP_017765385.1
OG0002557	XP_309334.3	XP_017765299.1
OG0002558	XP_318916.3	XP_017758936.1
OG0002559	XP_312256.5	XP_017765214.1
OG0002560	XP_321081.5, XP_003435984.1, XP_003435985.1, XP_003435986.1	XP_017755826.1
OG0002561	XP_001237624.1, XP_001237622.2	XP_017755311.1
OG0002562	XP_318751.2	XP_017766746.1
OG0002563	XP_309868.4	XP_017754264.1
OG0002564	XP_308417.4, XP_001687932.1	XP_017753182.1
OG0002565	XP_318358.5	XP_017766777.1
OG0002566	XP_001237981.2	XP_017756606.1
OG0002567	XP_316079.3	XP_017766672.1
OG0002568	XP_306496.2, XP_319215.3	XP_017756795.1
OG0002569	XP_320749.2	XP_017764909.1
OG0002570	XP_313571.3, XP_003436777.1	XP_017758585.1
OG0002571	XP_318074.3	XP_017753737.1, XP_017753750.1
OG0002572	XP_024667077.1, XP_315230.3	XP_017758450.1
OG0002573	XP_308959.4	XP_017762803.1
OG0002574	XP_001688050.1, XP_001688049.1, XP_001237121.2, XP_001237120.2	XP_017752657.1
OG0002575	XP_310196.3	XP_017760599.1, XP_017760600.1
OG0002576	XP_308003.4	XP_017759326.1
OG0002577	XP_559490.6, XP_003436586.1	XP_017761218.1
OG0002578	XP_551394.3, XP_321686.5	XP_017755824.1, XP_017755822.1
OG0002579	XP_001237637.3, XP_309164.4	XP_017762168.1
OG0002580	XP_316641.3	XP_017752273.1, XP_017752272.1, XP_017765615.1, XP_017752271.1
OG0002581	XP_312330.5	XP_017760515.1
OG0002582	XP_311741.5	XP_017754387.1
OG0002583	XP_320184.3	XP_017763067.1
OG0002584	XP_320061.4	XP_017757341.1
OG0002585	XP_308212.3	XP_017755144.1
OG0002586	XP_319226.3	XP_017755194.1
OG0002587	XP_308490.4	XP_017757549.1
OG0002588	XP_315546.4	XP_017753189.1
OG0002589	XP_558233.3	XP_017759801.1, XP_017759802.1
OG0002590	XP_309535.4	XP_017756337.1
OG0002591	XP_311690.5	XP_017757454.1
OG0002592	XP_313648.5	XP_017756689.1, XP_017756690.1
OG0002593	XP_317988.3	XP_017754599.1
OG0002594	XP_308505.4	XP_017765034.1
OG0002595	XP_309488.4	XP_017762720.1, XP_017762721.1
OG0002596	XP_315468.4, XP_315466.4	XP_017759586.1
OG0002597	XP_321472.5	XP_017758109.1
OG0002598	XP_315001.3	XP_017765016.1
OG0002599	XP_314571.3	XP_017753225.1
OG0002600	XP_310780.5	XP_017760987.1
OG0002601	XP_560987.4, XP_553913.3	XP_017762368.1
OG0002602	XP_003437011.1, XP_310593.5, XP_003437013.1	XP_017759558.1
OG0002603	XP_310659.3	XP_017760455.1
OG0002604	XP_320609.4	XP_017754559.1
OG0002605	XP_318537.3	XP_017758655.1
OG0002606	XP_311417.3	XP_017757655.1
OG0002607	XP_320371.4	XP_017767090.1, XP_017767091.1
OG0002608	XP_307941.3	XP_017755573.1, XP_017755574.1
OG0002609	XP_316048.4, XP_001688773.1	XP_017766217.1
OG0002610	XP_308259.3	XP_017752587.1, XP_017752588.1, XP_017752589.1
OG0002611	XP_314697.3	XP_017763560.1
OG0002612	XP_321024.5	XP_017753070.1
OG0002613	XP_312242.4, XP_003436208.1	XP_017762615.1
OG0002614	XP_318249.4	XP_017760826.1
OG0002615	XP_320051.3	XP_017762876.1
OG0002616	XP_003436737.1, XP_001237955.2	XP_017757067.1
OG0002617	XP_003435811.1, XP_321770.5	XP_017759886.1
