Orthogroup	Anopheles_gambiae	Habropoda_laboriosa
OG0002039	XP_001237805.2, XP_001688860.1	XP_017788001.1
OG0002041	XP_315504.4	XP_017791400.1
OG0002042	XP_554712.3	XP_017788587.1
OG0002043	XP_321950.5	XP_017793497.1
OG0002044	XP_321470.3	XP_017787390.1
OG0002045	XP_317480.2	XP_017788565.1
OG0002046	XP_001237906.2	XP_017798292.1, XP_017798290.1
OG0002047	XP_321707.4	XP_017795083.1
OG0002048	XP_321719.5	XP_017798250.1
OG0002049	XP_308112.4	XP_017790481.1
OG0002050	XP_308621.4	XP_017794158.1
OG0002051	XP_314258.4	XP_017795014.1
OG0002053	XP_318560.4	XP_017794639.1
OG0002055	XP_001688950.1	XP_017789536.1
OG0002056	XP_001688309.2	XP_017798747.1
OG0002057	XP_317676.4	XP_017798610.1
OG0002058	XP_559859.2, XP_559860.3, XP_310052.4, XP_310051.2, XP_310050.3	XP_017792878.1
OG0002059	XP_315936.4	XP_017798655.1
OG0002060	XP_318175.4	XP_017793687.1
OG0002061	XP_314708.4	XP_017788071.1
OG0002062	XP_556050.3	XP_017791056.1
OG0002063	XP_321610.3	XP_017790046.1
OG0002064	XP_308813.4	XP_017788816.1
OG0002065	XP_001237297.2	XP_017798818.1
OG0002066	XP_313794.4	XP_017796630.1, XP_017796629.1
OG0002067	XP_001688412.2, XP_312994.5	XP_017792812.1
OG0002068	XP_001689094.1, XP_318072.4	XP_017790945.1
OG0002069	XP_001231045.2	XP_017790423.1
OG0002070	XP_313822.4	XP_017796490.1
OG0002071	XP_314863.4	XP_017792369.1
OG0002072	XP_319942.4	XP_017791161.1
OG0002073	XP_319719.3	XP_017798027.1
OG0002074	XP_319526.5	XP_017796638.1
OG0002075	XP_003436320.1	XP_017788665.1
OG0002076	XP_310628.3	XP_017794096.1
OG0002077	XP_001688809.1	XP_017796378.1
OG0002078	XP_320005.4	XP_017792826.1, XP_017792827.1
OG0002079	XP_316002.4	XP_017797620.1
OG0002080	XP_321669.3	XP_017788106.1
OG0002081	XP_318103.3	XP_017794022.1
OG0002082	XP_314465.4	XP_017789006.1
OG0002083	XP_316310.4	XP_017793908.1
OG0002084	XP_308209.4	XP_017788062.1
OG0002085	XP_312904.3, XP_003436417.1	XP_017797417.1
OG0002086	XP_317429.4	XP_017792178.1
OG0002087	XP_307968.3	XP_017798403.1
OG0002088	XP_318048.4	XP_017795392.1
OG0002089	XP_316471.3	XP_017798730.1
OG0002090	XP_555163.3	XP_017792953.1
OG0002091	XP_311401.4	XP_017790529.1
OG0002092	XP_308627.4, XP_320671.2	XP_017798340.1
OG0002093	XP_315440.3	XP_017795343.1
OG0002094	XP_315346.4, XP_001688639.1, XP_001688638.1	XP_017787784.1
OG0002095	XP_315884.3	XP_017791449.1
OG0002096	XP_311504.3	XP_017791132.1
OG0002097	XP_318214.4	XP_017789668.1
OG0002098	XP_319705.4	XP_017791772.1
OG0002099	XP_312981.5	XP_017795030.1, XP_017796136.1
OG0002100	XP_311321.4	XP_017795487.1
OG0002101	XP_001687757.2	XP_017789124.1
OG0002102	XP_311046.4	XP_017793777.1
OG0002103	XP_315784.2	XP_017787830.1
OG0002104	XP_001688375.2	XP_017790634.1
OG0002106	XP_309767.4	XP_017794627.1
OG0002107	XP_552176.3	XP_017793238.1
OG0002108	XP_314584.4	XP_017799356.1
OG0002109	XP_317488.4	XP_017794923.1
OG0002110	XP_552825.2	XP_017794707.1
OG0002111	XP_565089.3	XP_017791966.1
OG0002113	XP_312496.4	XP_017795435.1, XP_017795434.1
OG0002114	XP_321130.3	XP_017796008.1
OG0002115	XP_310531.5	XP_017798347.1
OG0002116	XP_001237253.3, XP_307206.3	XP_017797836.1
OG0002117	XP_317624.2	XP_017798139.1, XP_017798140.1
OG0002119	XP_003436955.1	XP_017789201.1
OG0002120	XP_319974.4	XP_017795585.1
OG0002121	XP_001688347.2, XP_311831.5	XP_017788552.1, XP_017788551.1
OG0002122	XP_003436181.1, XP_312307.1	XP_017795713.1
OG0002123	XP_308093.2	XP_017799133.1
OG0002124	XP_312866.5	XP_017798413.1
OG0002125	XP_003437024.1	XP_017791241.1
OG0002126	XP_001688245.1, XP_320137.2	XP_017797509.1
OG0002127	XP_001688406.2	XP_017790551.1
OG0002128	XP_001689182.1, XP_554046.3	XP_017790259.1
OG0002129	XP_321647.3	XP_017790100.1
OG0002130	XP_311428.3	XP_017797408.1
OG0002131	XP_320082.4	XP_017798430.1
OG0002132	XP_315505.3	XP_017797709.1
OG0002134	XP_312543.3	XP_017797395.1
OG0002136	XP_321353.3	XP_017793076.1
OG0002137	XP_319319.4, XP_317671.4	XP_017794942.1
OG0002138	XP_320305.3	XP_017796616.1
OG0002139	XP_312366.5	XP_017791552.1
OG0002140	XP_001688169.2	XP_017789574.1
OG0002141	XP_317885.4	XP_017790244.1
OG0002142	XP_307498.3, XP_307652.4	XP_017790340.1
OG0002143	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4	XP_017789575.1
OG0002144	XP_001688775.1, XP_316070.4, XP_316071.4	XP_017787785.1
OG0002145	XP_317618.4	XP_017797893.1
OG0002146	XP_558090.3	XP_017791503.1
OG0002147	XP_552208.3	XP_017790421.1
OG0002148	XP_319521.5	XP_017789435.1
OG0002149	XP_320386.4	XP_017797811.1
OG0002150	XP_319190.4	XP_017793377.1
OG0002151	XP_314261.5, XP_317218.3	XP_017787558.1
OG0002152	XP_320850.3	XP_017797525.1
OG0002153	XP_316803.5, XP_315069.4, XP_315070.4	XP_017792959.1
OG0002154	XP_311202.5	XP_017791570.1
OG0002155	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1	XP_017798255.1
OG0002156	XP_001689392.2	XP_017793812.1, XP_017793794.1
OG0002157	XP_315692.4	XP_017788246.1
OG0002158	XP_309519.4	XP_017794773.1, XP_017794772.1
OG0002159	XP_553983.1	XP_017792445.1
OG0002160	XP_311416.4	XP_017797853.1
OG0002162	XP_313322.5, XP_003436528.1, XP_003436527.1	XP_017790705.1
OG0002163	XP_555234.3	XP_017789446.1
OG0002164	XP_321358.5	XP_017797712.1
OG0002165	XP_317301.3	XP_017792341.1
OG0002166	XP_001688407.2	XP_017787915.1
OG0002167	XP_003436986.1, XP_003436987.1, XP_310681.3	XP_017795634.1, XP_017795635.1
OG0002168	XP_320767.3	XP_017788389.1
OG0002169	XP_310382.7	XP_017790477.1
OG0002170	XP_321119.5	XP_017791615.1
OG0002171	XP_319754.4	XP_017790636.1
OG0002172	XP_317137.3	XP_017790923.1
OG0002173	XP_309092.4, XP_001688165.1, XP_309091.4	XP_017792499.1
OG0002175	XP_001688683.1	XP_017788766.1
OG0002178	XP_001688845.1, XP_001688846.1, XP_316357.4	XP_017796729.1
OG0002179	XP_319652.3	XP_017799510.1, XP_017799508.1
OG0002181	XP_001688298.2	XP_017793141.1
OG0002182	XP_003437064.1, XP_003437063.1, XP_001230782.3	XP_017788701.1
OG0002183	XP_561559.5, XP_320218.3	XP_017794883.1
OG0002184	XP_312055.5	XP_017793701.1, XP_017793700.1
OG0002185	XP_001689052.1, XP_317704.4	XP_017795854.1
OG0002186	XP_001688193.1	XP_017791650.1
OG0002187	XP_316330.4	XP_017791364.1
OG0002188	XP_319794.4	XP_017795788.1
OG0002189	XP_310849.4	XP_017791208.1
OG0002190	XP_001230271.1, XP_311887.5	XP_017791114.1
OG0002191	XP_320739.4	XP_017789154.1
OG0002192	XP_308422.4	XP_017795255.1
OG0002193	XP_313823.5	XP_017797729.1
OG0002194	XP_314361.4	XP_017787797.1
OG0002195	XP_310712.4	XP_017796934.1
OG0002196	XP_317678.4	XP_017788035.1
OG0002197	XP_309356.4	XP_017792205.1
OG0002198	XP_310467.4	XP_017796261.1, XP_017791214.1
OG0002200	XP_557488.3	XP_017794242.1
OG0002202	XP_309618.5	XP_017793774.1, XP_017788511.1
OG0002203	XP_310969.5	XP_017799114.1
OG0002204	XP_001237526.3, XP_001237527.1	XP_017796061.1
OG0002206	XP_557337.3	XP_017787836.1
OG0002208	XP_320208.3	XP_017789859.1
OG0002209	XP_318642.4, XP_318640.4	XP_017787595.1
OG0002211	XP_551778.3	XP_017793467.1
OG0002212	XP_564794.2	XP_017797359.1
OG0002213	XP_001237956.2	XP_017797647.1
OG0002214	XP_317162.4	XP_017789136.1
OG0002215	XP_308755.4	XP_017792179.1
OG0002217	XP_003435960.1	XP_017789306.1
OG0002218	XP_321523.2	XP_017792453.1
OG0002219	XP_003436745.1, XP_313135.5	XP_017788588.1
OG0002220	XP_557597.1, XP_001688608.1	XP_017792133.1
OG0002221	XP_310676.4	XP_017790299.1
OG0002222	XP_308280.4	XP_017793954.1
OG0002223	XP_315341.4	XP_017788301.1
OG0002224	XP_314710.3	XP_017792691.1, XP_017792690.1, XP_017792689.1
OG0002225	XP_319775.4	XP_017788756.1
OG0002226	XP_320574.3	XP_017789876.1
OG0002236	XP_309993.2	XP_017798601.1
OG0002237	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5	XP_017796893.1
OG0002238	XP_317555.2	XP_017798090.1
OG0002239	XP_308566.3	XP_017788041.1
OG0002240	XP_315788.3, XP_001237711.2	XP_017791077.1
OG0002241	XP_312471.3	XP_017796717.1, XP_017796718.1
OG0002242	XP_310166.4	XP_017789623.1, XP_017789624.1
OG0002243	XP_313924.3, XP_306148.3	XP_017787857.1
OG0002244	XP_311180.4	XP_017788516.1
OG0002245	XP_001230648.1	XP_017789340.1
OG0002246	XP_001237771.2	XP_017798469.1
OG0002247	XP_003436456.1, XP_314262.3	XP_017797173.1
OG0002248	XP_003436990.1, XP_003436991.1, XP_310673.3	XP_017788125.1
OG0002249	XP_316650.2	XP_017792075.1
OG0002250	XP_310463.5	XP_017787656.1
OG0002251	XP_315763.2	XP_017792261.1
OG0002252	XP_312090.2	XP_017792804.1
OG0002253	XP_316087.3	XP_017788198.1
OG0002254	XP_320351.1	XP_017793221.1
OG0002255	XP_311468.4	XP_017799026.1
OG0002256	XP_559218.3	XP_017797961.1
OG0002257	XP_308307.3	XP_017799228.1
OG0002258	XP_320160.4	XP_017789850.1, XP_017789851.1
OG0002259	XP_317057.2	XP_017798343.1
OG0002260	XP_312002.3	XP_017795090.1
OG0002261	XP_311027.3, XP_316597.3	XP_017790738.1
OG0002262	XP_315699.3	XP_017793516.1
OG0002263	XP_312386.4	XP_017796327.1
OG0002264	XP_316411.4, XP_001237806.2	XP_017788039.1, XP_017787980.1
OG0002265	XP_312939.4, XP_310968.2	XP_017792335.1
OG0002266	XP_319132.3	XP_017799567.1
OG0002267	XP_001688045.1, XP_308614.3	XP_017797176.1
OG0002268	XP_315357.1	XP_017798114.1, XP_017798113.1
OG0002269	XP_001688552.1, XP_314288.4	XP_017792021.1
OG0002270	XP_320933.5, XP_003436033.1	XP_017789444.1
OG0002271	XP_308770.3	XP_017791412.1
OG0002272	XP_317306.3	XP_017797883.1
OG0002273	XP_317620.3	XP_017799370.1
OG0002275	XP_316827.4	XP_017790860.1
OG0002276	XP_001237672.2	XP_017798642.1
OG0002277	XP_312569.5	XP_017791925.1
OG0002278	XP_308935.4	XP_017793386.1
OG0002279	XP_001238171.1	XP_017795765.1
OG0002280	XP_319701.4	XP_017797848.1
OG0002281	XP_313642.2	XP_017791004.1
OG0002282	XP_313518.4	XP_017787905.1
OG0002283	XP_562866.4, XP_003436395.1	XP_017795890.1
OG0002284	XP_316465.2	XP_017792108.1
OG0002285	XP_003436647.1, XP_308110.4	XP_017788002.1
OG0002286	XP_311881.3	XP_017795837.1
OG0002287	XP_313317.5	XP_017797532.1
OG0002288	XP_314619.3, XP_001687783.1	XP_017795540.1
OG0002289	XP_317681.4	XP_017792312.1
OG0002290	XP_001237854.2	XP_017788288.1
OG0002291	XP_003436239.1, XP_312150.5	XP_017791894.1, XP_017791893.1
OG0002292	XP_308266.4	XP_017799186.1
OG0002293	XP_003436151.1, XP_312394.4	XP_017795785.1
OG0002295	XP_319022.3	XP_017797938.1
OG0002296	XP_310195.4	XP_017796824.1, XP_017796827.1
OG0002298	XP_321861.5	XP_017789486.1
OG0002299	XP_316540.4	XP_017790406.1
OG0002300	XP_308376.4	XP_017787557.1
OG0002302	XP_562743.4	XP_017787471.1
OG0002304	XP_315453.4	XP_017798198.1
OG0002305	XP_317627.4	XP_017789943.1, XP_017797149.1
OG0002306	XP_315741.5	XP_017792613.1
OG0002307	XP_310415.2	XP_017794567.1
OG0002308	XP_314781.4	XP_017787987.1
OG0002309	XP_320116.6	XP_017798667.1
OG0002310	XP_003435796.1, XP_321880.5	XP_017790144.1
OG0002311	XP_311562.3, XP_320378.4	XP_017794191.1
OG0002312	XP_317122.2	XP_017788814.1
OG0002313	XP_001238258.1	XP_017793477.1
OG0002314	XP_313994.4	XP_017795376.1
OG0002315	XP_311993.4	XP_017797813.1
OG0002316	XP_001238507.1, XP_001238506.1	XP_017788117.1
OG0002317	XP_317316.2	XP_017788746.1
OG0002318	XP_313451.4, XP_307675.4	XP_017793680.1
OG0002320	XP_001689318.2	XP_017790944.1
OG0002321	XP_313691.2	XP_017794494.1
OG0002322	XP_003436327.1	XP_017798596.1
OG0002323	XP_001689386.2	XP_017798264.1
OG0002324	XP_001688578.1	XP_017796512.1
OG0002325	XP_320955.4	XP_017787979.1
OG0002326	XP_309632.5	XP_017793453.1
OG0002327	XP_319087.2	XP_017794687.1
OG0002328	XP_552142.2	XP_017793422.1, XP_017793423.1
OG0002329	XP_321513.3	XP_017793790.1
OG0002330	XP_311507.4	XP_017793860.1
OG0002331	XP_307305.3, XP_001237261.3, XP_003437036.1	XP_017788523.1, XP_017792107.1
OG0002332	XP_003436043.1, XP_308033.5	XP_017791439.1
OG0002333	XP_001689148.1, XP_318851.4, XP_001689147.1	XP_017792899.1
OG0002334	XP_321649.5	XP_017793359.1
OG0002335	XP_320904.4	XP_017788841.1
OG0002336	XP_310186.3	XP_017797044.1
OG0002337	XP_314133.3	XP_017792657.1
OG0002338	XP_001237560.2	XP_017789980.1
OG0002339	XP_318985.4	XP_017789841.1
OG0002340	XP_317156.3	XP_017799170.1
OG0002341	XP_559797.5	XP_017792871.1
OG0002342	XP_309173.5	XP_017788521.1
OG0002343	XP_310939.3	XP_017789012.1
OG0002344	XP_320981.3	XP_017794935.1
OG0002345	XP_310309.5	XP_017794159.1
OG0002346	XP_003436168.1	XP_017797750.1
OG0002347	XP_319234.3	XP_017787908.1
OG0002348	XP_314763.3	XP_017790021.1
OG0002349	XP_024667071.1, XP_311529.4	XP_017788571.1
OG0002350	XP_311692.5	XP_017793839.1
OG0002352	XP_316107.4	XP_017791038.1
OG0002354	XP_319232.4	XP_017796663.1
OG0002355	XP_003436010.1	XP_017793059.1
OG0002356	XP_316092.4	XP_017789742.1
OG0002357	XP_319235.4	XP_017794201.1
OG0002358	XP_315898.4	XP_017795416.1
OG0002359	XP_311182.4	XP_017789679.1
OG0002360	XP_319799.4	XP_017798548.1
OG0002361	XP_552158.2, XP_320477.4	XP_017798473.1
OG0002362	XP_313903.2, XP_306110.3	XP_017787465.1
OG0002363	XP_316645.3	XP_017790334.1
OG0002364	XP_003435962.1	XP_017789522.1
OG0002365	XP_318984.2	XP_017797192.1
OG0002366	XP_322011.5	XP_017799478.1
OG0002367	XP_317456.2	XP_017788873.1
OG0002368	XP_321284.5, XP_003435935.1	XP_017788522.1
OG0002369	XP_316115.1	XP_017790182.1, XP_017790190.1, XP_017790204.1, XP_017790198.1
OG0002370	XP_001688194.1	XP_017788339.1
OG0002371	XP_564160.3	XP_017796245.1
OG0002372	XP_312909.4	XP_017790790.1
OG0002373	XP_308233.4	XP_017790835.1
OG0002374	XP_315123.4	XP_017789215.1
OG0002375	XP_315382.4	XP_017791683.1
OG0002376	XP_003435734.1	XP_017794341.1, XP_017794340.1
OG0002377	XP_320247.4	XP_017799408.1
OG0002378	XP_316716.3	XP_017797821.1
OG0002379	XP_316812.4	XP_017793707.1
OG0002380	XP_322028.4	XP_017793506.1
OG0002381	XP_312165.5	XP_017795822.1
OG0002383	XP_322062.5	XP_017789035.1, XP_017789034.1
OG0002384	XP_315899.4	XP_017792399.1
OG0002385	XP_564671.2	XP_017791162.1
OG0002386	XP_003436854.1	XP_017787577.1
OG0002387	XP_001687831.2	XP_017796529.1
OG0002388	XP_001237821.2	XP_017792332.1, XP_017792333.1
OG0002389	XP_310233.4	XP_017792311.1
OG0002390	XP_315905.4	XP_017790137.1
OG0002391	XP_311042.5	XP_017792123.1
OG0002392	XP_003436802.1, XP_313681.5	XP_017796603.1
OG0002393	XP_310352.4	XP_017792196.1
OG0002394	XP_001689184.1	XP_017789732.1
OG0002395	XP_561241.2, XP_313242.4	XP_017798894.1
OG0002397	XP_314705.4	XP_017788815.1, XP_017788891.1
OG0002398	XP_003436178.1, XP_003436179.1	XP_017796483.1
OG0002399	XP_314040.4	XP_017791043.1
OG0002400	XP_321269.5	XP_017789616.1
OG0002401	XP_001230560.1, XP_317223.4, XP_317228.4	XP_017788205.1
OG0002402	XP_307962.4	XP_017796932.1
OG0002403	XP_321295.5	XP_017793491.1
OG0002404	XP_316899.4	XP_017797295.1
OG0002405	XP_563634.4	XP_017797517.1
OG0002406	XP_319707.4	XP_017789318.1
OG0002407	XP_001237970.1	XP_017793261.1
OG0002408	XP_310759.5, XP_001237300.2	XP_017796928.1
OG0002409	XP_001688661.1	XP_017795683.1, XP_017791007.1
OG0002410	XP_311501.4	XP_017795620.1
OG0002411	XP_313403.3	XP_017787403.1
OG0002412	XP_311959.5	XP_017788672.1
OG0002413	XP_310656.2	XP_017791168.1
OG0002414	XP_315434.1	XP_017788157.1
OG0002415	XP_318555.4	XP_017789704.1
OG0002416	XP_308436.4, XP_001237081.2, XP_001687941.1, XP_001687940.1	XP_017795163.1
OG0002417	XP_318843.3	XP_017792944.1
OG0002418	XP_320249.4	XP_017792583.1
OG0002419	XP_001238385.2	XP_017797985.1
OG0002420	XP_320179.3	XP_017794846.1
OG0002421	XP_320436.4	XP_017795949.1
OG0002422	XP_310694.5	XP_017787634.1
OG0002423	XP_313937.4	XP_017789069.1
OG0002424	XP_001687814.1, XP_319568.4, XP_319566.3, XP_557990.3	XP_017796191.1, XP_017796193.1, XP_017796137.1
OG0002425	XP_001689220.1	XP_017791555.1
OG0002426	XP_559833.2	XP_017793267.1
OG0002427	XP_316213.2, XP_001688804.1	XP_017799462.1
OG0002428	XP_309496.4, XP_001237235.1	XP_017794615.1
OG0002429	XP_309236.5	XP_017795504.1
OG0002430	XP_001688063.1	XP_017798765.1
OG0002432	XP_312580.5	XP_017794996.1
OG0002433	XP_317142.4	XP_017792870.1
OG0002434	XP_311470.4	XP_017787592.1
OG0002435	XP_317832.4	XP_017793069.1
OG0002436	XP_003435799.1	XP_017790189.1
OG0002437	XP_001689130.1	XP_017790256.1, XP_017797400.1
OG0002439	XP_320645.4	XP_017791550.1
OG0002440	XP_317380.3	XP_017797332.1
OG0002441	XP_003437005.1	XP_017789224.1
OG0002442	XP_314539.2	XP_017788704.1
OG0002443	XP_310257.6	XP_017790127.1
OG0002444	XP_311000.5	XP_017793805.1
OG0002445	XP_312473.2	XP_017789789.1
OG0002446	XP_316140.4	XP_017798028.1
OG0002447	XP_003436812.1, XP_003436813.1, XP_313728.5	XP_017790205.1
OG0002448	XP_316233.3	XP_017796374.1
OG0002449	XP_321636.5	XP_017790239.1
OG0002450	XP_310201.4	XP_017797651.1
OG0002451	XP_314775.3	XP_017788377.1
OG0002452	XP_563586.4, XP_003436163.1, XP_003436162.1, XP_312358.4, XP_003436161.1	XP_017789498.1
OG0002453	XP_319242.3, XP_319239.2	XP_017797365.1
OG0002455	XP_312379.3	XP_017793198.1, XP_017793199.1
OG0002456	XP_307897.4	XP_017789161.1
OG0002457	XP_003435907.1, XP_003435906.1, XP_003435905.1	XP_017795691.1
OG0002458	XP_003436322.1, XP_003436321.1	XP_017795365.1
OG0002459	XP_312351.5	XP_017790099.1
OG0002460	XP_311541.4	XP_017789015.1, XP_017789173.1
OG0002461	XP_552584.3	XP_017799358.1
OG0002462	XP_315906.4	XP_017792677.1
OG0002465	XP_316270.4	XP_017797713.1
OG0002466	XP_315372.4	XP_017792960.1
OG0002467	XP_321121.5	XP_017791837.1
OG0002468	XP_003435936.1	XP_017795701.1
OG0002469	XP_553696.3	XP_017794805.1
OG0002471	XP_316851.3	XP_017790141.1
OG0002472	XP_308432.4	XP_017798633.1, XP_017798634.1
OG0002473	XP_314819.4	XP_017790118.1
OG0002474	XP_320677.3	XP_017792618.1
OG0002475	XP_320673.4	XP_017796117.1, XP_017796118.1
OG0002476	XP_319152.4	XP_017796199.1
OG0002477	XP_315224.4	XP_017797220.1
OG0002478	XP_311051.2	XP_017792498.1
OG0002479	XP_308325.4	XP_017790492.1, XP_017790493.1
OG0002480	XP_001688887.1	XP_017796048.1
OG0002481	XP_001687988.1	XP_017787976.1
OG0002482	XP_314006.4	XP_017794622.1
OG0002483	XP_320952.5	XP_017797316.1
OG0002484	XP_319174.4	XP_017788392.1
OG0002485	XP_557860.3	XP_017789989.1
OG0002486	XP_310181.2	XP_017798073.1
OG0002487	XP_309493.3	XP_017796444.1
OG0002489	XP_307448.4	XP_017794056.1, XP_017794065.1
OG0002490	XP_310860.4	XP_017796501.1
OG0002491	XP_311907.3	XP_017791149.1, XP_017791150.1, XP_017791148.1
OG0002492	XP_309581.3	XP_017799399.1, XP_017799398.1
OG0002507	XP_315441.4, XP_308370.4	XP_017788931.1
OG0002508	XP_308641.4	XP_017794293.1
OG0002509	XP_317504.3	XP_017787581.1
OG0002510	XP_316643.3	XP_017793236.1
OG0002511	XP_309003.3	XP_017795732.1
OG0002512	XP_317153.4	XP_017793361.1
OG0002513	XP_321388.4	XP_017793627.1
OG0002514	XP_317777.3	XP_017797540.1
OG0002515	XP_317093.3	XP_017789822.1
OG0002516	XP_312593.4	XP_017794195.1
OG0002517	XP_321439.5	XP_017791775.1
OG0002518	XP_003436983.1, XP_310709.1	XP_017798884.1
OG0002519	XP_001688513.1, XP_001688511.1, XP_314051.1, XP_001688512.1, XP_001688510.1	XP_017799038.1
OG0002520	XP_312989.4	XP_017787903.1
OG0002521	XP_003436970.1	XP_017788099.1
OG0002522	XP_314143.3	XP_017793054.1
OG0002523	XP_315817.2	XP_017791582.1
OG0002524	XP_318038.3	XP_017791455.1
OG0002525	XP_312774.3, XP_312775.5	XP_017792188.1, XP_017792189.1
OG0002526	XP_562218.3	XP_017791071.1, XP_017791072.1
OG0002527	XP_312570.2	XP_017794714.1
OG0002529	XP_316022.3	XP_017798746.1
OG0002530	XP_003436309.1, XP_311984.4	XP_017795047.1
OG0002531	XP_308939.3	XP_017792372.1
OG0002532	XP_310556.4	XP_017791994.1
OG0002533	XP_564866.3, XP_001687950.1	XP_017788109.1
OG0002534	XP_319581.3	XP_017793096.1
OG0002535	XP_001687870.1, XP_001687869.1, XP_001687871.1, XP_564587.1	XP_017790541.1
OG0002536	XP_024667105.1, XP_024667104.1, XP_001237245.3, XP_003436502.1, XP_003436503.1, XP_024667103.1, XP_003436499.1	XP_017791896.1
OG0002537	XP_321260.4, XP_003435948.1	XP_017798129.1
OG0002538	XP_316299.1	XP_017788789.1
OG0002539	XP_308375.4	XP_017789518.1
OG0002540	XP_319438.3	XP_017788735.1
OG0002541	XP_310249.3	XP_017792495.1
OG0002542	XP_316017.4	XP_017796166.1
OG0002543	XP_317148.4	XP_017789066.1
OG0002544	XP_317807.4	XP_017793632.1
OG0002545	XP_309455.4	XP_017790500.1
OG0002546	XP_308238.4	XP_017794245.1
OG0002547	XP_313352.5	XP_017794024.1
OG0002548	XP_001687864.1, XP_308197.4	XP_017794067.1
OG0002549	XP_308420.3	XP_017789977.1
OG0002550	XP_307957.5	XP_017789865.1
OG0002551	XP_001238454.3	XP_017790281.1
OG0002552	XP_003436229.1, XP_312180.4	XP_017795410.1
OG0002553	XP_316023.4	XP_017793628.1
OG0002555	XP_312602.3	XP_017791635.1
OG0002556	XP_317657.4	XP_017789983.1
OG0002557	XP_309334.3	XP_017792641.1
OG0002558	XP_318916.3	XP_017793878.1
OG0002559	XP_312256.5	XP_017796689.1
OG0002560	XP_321081.5, XP_003435984.1, XP_003435985.1, XP_003435986.1	XP_017797373.1
OG0002561	XP_001237624.1, XP_001237622.2	XP_017796535.1
OG0002562	XP_318751.2	XP_017788933.1
OG0002563	XP_309868.4	XP_017790222.1
OG0002564	XP_308417.4, XP_001687932.1	XP_017792338.1
OG0002565	XP_318358.5	XP_017788966.1
OG0002566	XP_001237981.2	XP_017791987.1
OG0002567	XP_316079.3	XP_017788799.1
OG0002568	XP_306496.2, XP_319215.3	XP_017798726.1
OG0002569	XP_320749.2	XP_017788249.1
OG0002570	XP_313571.3, XP_003436777.1	XP_017797198.1
OG0002571	XP_318074.3	XP_017793522.1, XP_017793530.1
OG0002572	XP_024667077.1, XP_315230.3	XP_017790183.1
OG0002573	XP_308959.4	XP_017792322.1
OG0002574	XP_001688050.1, XP_001688049.1, XP_001237121.2, XP_001237120.2	XP_017794649.1
OG0002575	XP_310196.3	XP_017788012.1
OG0002576	XP_308003.4	XP_017797746.1
OG0002577	XP_559490.6, XP_003436586.1	XP_017793616.1
OG0002578	XP_551394.3, XP_321686.5	XP_017797322.1
OG0002579	XP_001237637.3, XP_309164.4	XP_017794999.1
OG0002580	XP_316641.3	XP_017793728.1
OG0002581	XP_312330.5	XP_017790177.1
OG0002582	XP_311741.5	XP_017792014.1
OG0002583	XP_320184.3	XP_017790140.1
OG0002584	XP_320061.4	XP_017789391.1
OG0002585	XP_308212.3	XP_017792757.1
OG0002586	XP_319226.3	XP_017794239.1
OG0002587	XP_308490.4	XP_017790850.1
