Orthogroup	Anopheles_gambiae	Nomia_melanderi
OG0001030	XP_309545.3	XP_031837571.1
OG0001031	XP_315208.4	XP_031832463.1, XP_031832464.1
OG0001032	XP_310000.4	XP_031840027.1, XP_031835643.1
OG0001033	XP_310453.2	XP_031840404.1
OG0001034	XP_310276.4	XP_031825483.1
OG0001035	XP_321735.4	XP_031838336.1, XP_031838331.1, XP_031838335.1, XP_031838333.1, XP_031838332.1
OG0001036	XP_319657.4	XP_031826430.1, XP_031826588.1
OG0001037	XP_315158.3	XP_031834169.1, XP_031834168.1
OG0001038	XP_319690.4	XP_031825338.1, XP_031825336.1, XP_031825337.1
OG0001039	XP_310813.5	XP_031835057.1
OG0001040	XP_311818.2	XP_031839503.1, XP_031839502.1, XP_031839504.1
OG0001041	XP_310153.4	XP_031846760.1
OG0001042	XP_308531.3	XP_031839798.1
OG0001043	XP_308245.4	XP_031826540.1, XP_031826539.1
OG0001044	XP_315822.5	XP_031829470.1
OG0001045	XP_310646.5	XP_031845746.1
OG0001046	XP_312227.5	XP_031841691.1, XP_031841690.1, XP_031841692.1
OG0001048	XP_308398.3	XP_031836053.1
OG0001049	XP_001687845.1, XP_001687846.1, XP_308153.4	XP_031842231.1, XP_031842223.1
OG0001050	XP_320316.4	XP_031838598.1
OG0001052	XP_310662.5	XP_031831642.1
OG0001053	XP_001687881.1, XP_308279.2	XP_031848240.1, XP_031848178.1
OG0001054	XP_314840.4	XP_031827096.1, XP_031827097.1
OG0001055	XP_311983.4	XP_031825448.1, XP_031825449.1, XP_031825446.1, XP_031825447.1
OG0001056	XP_308553.4, XP_001687984.1, XP_001687985.1	XP_031850484.1, XP_031850485.1
OG0001057	XP_309938.3	XP_031833783.1
OG0001058	XP_311505.1	XP_031848868.1
OG0001059	XP_003435972.1, XP_321126.5	XP_031839544.1, XP_031837759.1
OG0001061	XP_315958.4, XP_001688754.1	XP_031845486.1, XP_031845485.1, XP_031845487.1
OG0001063	XP_312857.5	XP_031847353.1, XP_031849142.1
OG0001064	XP_564324.1, XP_310275.7	XP_031833841.1, XP_031833788.1, XP_031833785.1
OG0001065	XP_313928.3	XP_031843757.1
OG0001066	XP_001238515.3, XP_308515.4	XP_031835635.1
OG0001067	XP_001688943.1, XP_557321.3	XP_031850277.1
OG0001068	XP_001237855.2, XP_316699.4, XP_001688951.1	XP_031828065.1
OG0001069	XP_312834.5	XP_031837032.1, XP_031837042.1, XP_031837054.1, XP_031837049.1
OG0001070	XP_317977.5, XP_318025.4, XP_318028.4	XP_031839480.1
OG0001071	XP_312799.5	XP_031837891.1
OG0001072	XP_550917.4	XP_031825452.1
OG0001073	XP_311915.3	XP_031844011.1, XP_031843997.1
OG0001074	XP_307839.4	XP_031844622.1, XP_031844625.1
OG0001076	XP_313348.4	XP_031847023.1
OG0001077	XP_319424.2, XP_319425.2	XP_031850143.1, XP_031850169.1, XP_031850178.1, XP_031850161.1, XP_031850152.1, XP_031850187.1
OG0001078	XP_320176.3, XP_320177.4	XP_031841266.1, XP_031841265.1
OG0001079	XP_320339.4	XP_031831793.1, XP_031831794.1, XP_031831795.1, XP_031831792.1
OG0001081	XP_308790.4	XP_031837883.1
OG0001082	XP_315574.3, XP_001237683.2	XP_031846912.1, XP_031846913.1
OG0001083	XP_314359.3, XP_001688566.1	XP_031837197.1, XP_031837199.1, XP_031837198.1
OG0001084	XP_556553.2	XP_031836282.1
OG0001085	XP_317314.3	XP_031831314.1
OG0001086	XP_001689067.1, XP_001238005.1, XP_317929.3	XP_031845012.1
OG0001090	XP_315009.3	XP_031845250.1, XP_031845252.1, XP_031845251.1
OG0001091	XP_003436096.1, XP_312603.5, XP_319738.2	XP_031829234.1
OG0001092	XP_003436030.1, XP_320944.5, XP_003436029.1, XP_003436028.1	XP_031843453.1, XP_031843338.1
OG0001093	XP_319293.4	XP_031830830.1
OG0001094	XP_307411.2, XP_003436009.1, XP_003436008.1, XP_321028.5	XP_031827321.1
OG0001095	XP_314827.2	XP_031839865.1, XP_031839868.1, XP_031839866.1, XP_031839867.1
OG0001097	XP_317307.4	XP_031847813.1, XP_031847814.1, XP_031847815.1
OG0001098	XP_321240.5	XP_031841773.1
OG0001099	XP_310965.5	XP_031828604.1
OG0001100	XP_314568.3	XP_031836436.1
OG0001101	XP_001688400.2, XP_312658.5	XP_031849211.1
OG0001102	XP_311181.2, XP_312618.2	XP_031845478.1
OG0001103	XP_553744.3	XP_031829966.1
OG0001104	XP_308660.3	XP_031825419.1
OG0001105	XP_310975.1, XP_566239.1, XP_319078.2	XP_031831857.1
OG0001106	XP_320183.2	XP_031847014.1
OG0001107	XP_314706.4	XP_031830156.1
OG0001108	XP_311208.4	XP_031829899.1, XP_031829900.1
OG0001109	XP_321850.3	XP_031829725.1
OG0001110	XP_560496.3, XP_320439.4	XP_031849760.1
OG0001111	XP_321349.4	XP_031832456.1, XP_031832457.1, XP_031832459.1
OG0001112	XP_318149.4	XP_031850475.1
OG0001113	XP_307774.3	XP_031831416.1, XP_031831417.1, XP_031831418.1
OG0001114	XP_318236.4	XP_031831044.1, XP_031831046.1, XP_031831045.1
OG0001115	XP_320996.5	XP_031830931.1
OG0001116	XP_310850.4	XP_031846067.1, XP_031846038.1, XP_031846058.1, XP_031846048.1
OG0001117	XP_312919.4	XP_031830687.1
OG0001118	XP_322006.1	XP_031834629.1, XP_031834628.1
OG0001119	XP_003437115.1, XP_316802.5	XP_031838472.1
OG0001120	XP_318732.4	XP_031831331.1
OG0001121	XP_320248.4	XP_031839433.1
OG0001122	XP_320362.4	XP_031847284.1, XP_031847283.1, XP_031847279.1, XP_031847281.1, XP_031847282.1
OG0001123	XP_313330.5	XP_031844785.1, XP_031844784.1
OG0001124	XP_312370.5	XP_031830551.1, XP_031830549.1, XP_031830548.1, XP_031830550.1, XP_031830553.1, XP_031830552.1, XP_031830555.1, XP_031830554.1, XP_031830556.1, XP_031830547.1
OG0001126	XP_312385.5	XP_031841826.1
OG0001127	XP_003437008.1	XP_031840329.1
OG0001128	XP_313287.4, XP_315365.3, XP_001688644.1	XP_031826517.1
OG0001129	XP_308038.5, XP_003436041.1, XP_308996.3	XP_031838917.1
OG0001130	XP_318345.4	XP_031847625.1, XP_031847624.1, XP_031847623.1, XP_031847622.1
OG0001131	XP_003435809.1, XP_321814.4, XP_551513.3	XP_031837293.1, XP_031837292.1
OG0001132	XP_320484.2	XP_031845080.1, XP_031845081.1
OG0001134	XP_319097.3	XP_031840038.1, XP_031840041.1
OG0001135	XP_308076.3, XP_311350.2	XP_031837433.1
OG0001137	XP_024667094.1, XP_306688.4, XP_319223.4	XP_031848945.1
OG0001138	XP_320011.4	XP_031838555.1
OG0001139	XP_307945.5	XP_031842876.1
OG0001140	XP_317273.3	XP_031845600.1
OG0001141	XP_318646.4	XP_031841202.1, XP_031841200.1
OG0001142	XP_311392.4	XP_031827112.1, XP_031827109.1
OG0001143	XP_557018.3	XP_031835896.1, XP_031835895.1, XP_031835894.1
OG0001144	XP_307534.2, XP_313797.5	XP_031843271.1
OG0001145	XP_308148.3	XP_031839132.1
OG0001146	XP_308872.2	XP_031831248.1
OG0001147	XP_310582.2	XP_031828878.1
OG0001148	XP_314234.2	XP_031848863.1, XP_031849785.1, XP_031849782.1, XP_031849783.1, XP_031849787.1, XP_031849786.1, XP_031849784.1
OG0001149	XP_308972.4	XP_031849266.1
OG0001150	XP_315411.4	XP_031842218.1
OG0001151	XP_312460.5	XP_031849993.1, XP_031849994.1, XP_031849989.1, XP_031849992.1, XP_031849990.1
OG0001152	XP_310362.7	XP_031847827.1, XP_031847828.1, XP_031847824.1, XP_031847825.1
OG0001153	XP_553211.3	XP_031846023.1
OG0001154	XP_311713.5, XP_003436477.1	XP_031842837.1, XP_031842832.1
OG0001155	XP_310967.5	XP_031834568.1, XP_031834567.1
OG0001156	XP_003436005.1, XP_321037.5	XP_031830479.1
OG0001157	XP_311092.3	XP_031837473.1
OG0001158	XP_315369.4	XP_031840384.1, XP_031840385.1, XP_031840382.1, XP_031840383.1, XP_031840386.1
OG0001159	XP_552266.3	XP_031835542.1
OG0001160	XP_553588.1	XP_031833230.1, XP_031833229.1, XP_031833231.1
OG0001161	XP_312237.4	XP_031832965.1, XP_031832966.1
OG0001161	XP_321654.3	XP_031832964.1
OG0001165	XP_321402.5, XP_003435904.1	XP_031831004.1
OG0001166	XP_003437030.1, XP_310514.3, XP_001237264.1	XP_031843554.1
OG0001167	XP_316568.4	XP_031839058.1
OG0001168	XP_318706.4	XP_031829250.1, XP_031829251.1, XP_031829252.1
OG0001169	XP_317457.4	XP_031833074.1, XP_031833075.1, XP_031833076.1
OG0001171	XP_310580.4, XP_003437016.1	XP_031828829.1, XP_031828826.1
OG0001172	XP_321331.5, XP_003435918.1	XP_031825538.1
OG0001173	XP_003436462.1	XP_031841957.1
OG0001174	XP_313500.1	XP_031831463.1, XP_031827409.1
OG0001175	XP_316052.4	XP_031828128.1
OG0001176	XP_309066.4	XP_031834937.1
OG0001178	XP_320745.4	XP_031839757.1
OG0001179	XP_318508.4	XP_031831151.1
OG0001180	XP_312107.4, XP_003436250.1	XP_031836832.1
OG0001181	XP_310584.5	XP_031836645.1, XP_031836646.1
OG0001182	XP_320209.4	XP_031828845.1
OG0001183	XP_001237762.2	XP_031840853.1, XP_031840854.1, XP_031840856.1
OG0001184	XP_003436481.1, XP_558879.4, XP_003436480.1	XP_031838856.1, XP_031838836.1
OG0001185	XP_317794.3, XP_557418.3, XP_309856.4, XP_554727.1	XP_031841411.1
OG0001186	XP_001237242.1	XP_031829896.1, XP_031829894.1
OG0001187	XP_001230352.1, XP_321322.5	XP_031830169.1
OG0001189	XP_556172.2	XP_031837106.1
OG0001190	XP_314805.4	XP_031834554.1
OG0001191	XP_559733.2, XP_309365.2	XP_031843053.1
OG0001193	XP_320433.1	XP_031845506.1
OG0001195	XP_319946.4	XP_031847247.1
OG0001197	XP_311347.4	XP_031827328.1, XP_031827325.1, XP_031827322.1
OG0001198	XP_317373.3	XP_031846224.1
OG0001199	XP_315370.3, XP_001688648.1	XP_031828008.1, XP_031828010.1, XP_031828009.1
OG0001202	XP_320320.4, XP_320321.3	XP_031828823.1
OG0001203	XP_308917.3, XP_313576.4	XP_031833769.1, XP_031839454.1
OG0001204	XP_556259.3	XP_031841233.1, XP_031841236.1, XP_031841235.1, XP_031841231.1, XP_031841229.1, XP_031841230.1, XP_031841227.1, XP_031841228.1, XP_031841234.1
OG0001205	XP_310915.3	XP_031842950.1, XP_031835196.1
OG0001207	XP_320895.4, XP_320898.4	XP_031841330.1, XP_031841333.1
OG0001208	XP_563571.4	XP_031825285.1
OG0001214	XP_003437198.1, XP_003437199.1, XP_003437197.1, XP_318298.5, XP_003437202.1, XP_003437203.1, XP_003437201.1, XP_003437200.1	XP_031846977.1
OG0001215	XP_315584.3	XP_031832928.1
OG0001216	XP_319631.4	XP_031828028.1, XP_031828030.1, XP_031828029.1
OG0001217	XP_001237272.3	XP_031826724.1
OG0001218	XP_311542.4	XP_031849120.1, XP_031849119.1, XP_031849122.1, XP_031849121.1
OG0001219	XP_321594.5	XP_031827401.1
OG0001220	XP_317914.3, XP_320417.3	XP_031827100.1
OG0001221	XP_313849.2	XP_031834094.1
OG0001222	XP_321456.5, XP_003435893.1	XP_031842497.1
OG0001223	XP_311768.3	XP_031838610.1, XP_031838616.1, XP_031838615.1, XP_031838617.1, XP_031838611.1, XP_031838614.1, XP_031838613.1, XP_031838609.1
OG0001224	XP_315115.4	XP_031827291.1
OG0001225	XP_003437152.1, XP_309141.2, XP_001688166.1	XP_031830495.1, XP_031830486.1, XP_031830477.1, XP_031830504.1
OG0001226	XP_557147.3	XP_031843526.1, XP_031843549.1, XP_031843535.1
OG0001228	XP_308185.4	XP_031842589.1, XP_031842580.1
OG0001229	XP_321154.5, XP_561425.4	XP_031828490.1, XP_031828489.1
OG0001230	XP_306740.3, XP_555129.1	XP_031825407.1, XP_031825406.1, XP_031825408.1, XP_031825409.1
OG0001231	XP_316842.5	XP_031827719.1
OG0001232	XP_317470.4	XP_031826003.1
OG0001233	XP_564861.2, XP_309343.4	XP_031850380.1, XP_031850381.1
OG0001234	XP_318427.5	XP_031836380.1
OG0001236	XP_308646.4	XP_031831459.1, XP_031831458.1
OG0001237	XP_316118.4, XP_001688780.1, XP_001688779.1	XP_031835562.1
OG0001238	XP_311357.4	XP_031829656.1
OG0001239	XP_307938.5	XP_031847045.1, XP_031847044.1, XP_031847043.1
OG0001240	XP_318582.3	XP_031835644.1
OG0001241	XP_320914.4	XP_031838566.1, XP_031838572.1
OG0001242	XP_308221.4	XP_031828137.1
OG0001244	XP_001689367.1	XP_031835620.1, XP_031835617.1, XP_031835622.1, XP_031835621.1, XP_031835618.1, XP_031835616.1
OG0001245	XP_321648.3	XP_031828886.1
OG0001246	XP_310077.4	XP_031829204.1
OG0001247	XP_321174.5	XP_031835908.1
OG0001248	XP_310021.4	XP_031837941.1, XP_031837940.1
OG0001249	XP_320124.6, XP_312729.4	XP_031828276.1, XP_031828272.1, XP_031828274.1, XP_031828271.1, XP_031828275.1
OG0001250	XP_003436645.1, XP_308104.5	XP_031830099.1
OG0001251	XP_310489.5, XP_001688288.2	XP_031845850.1, XP_031846025.1
OG0001252	XP_310427.5	XP_031842610.1
OG0001253	XP_308343.4	XP_031849889.1, XP_031849887.1, XP_031849890.1, XP_031849891.1, XP_031849888.1, XP_031849893.1
OG0001254	XP_320968.4	XP_031836877.1
OG0001255	XP_564170.3	XP_031836220.1, XP_031836222.1
OG0001256	XP_560153.3, XP_003437143.1	XP_031847031.1, XP_031847017.1
OG0001257	XP_562833.3, XP_003436381.1, XP_562831.2, XP_003436380.1	XP_031841207.1
OG0001258	XP_310177.3	XP_031829338.1, XP_031829337.1
OG0001259	XP_311427.4	XP_031843405.1
OG0001260	XP_308216.2	XP_031842792.1
OG0001261	XP_320145.3	XP_031835191.1, XP_031835190.1
OG0001262	XP_312902.5, XP_001237504.2	XP_031836705.1, XP_031836706.1, XP_031836704.1, XP_031836707.1
OG0001263	XP_318757.4	XP_031844282.1, XP_031844255.1, XP_031844290.1, XP_031844273.1, XP_031844265.1
OG0001264	XP_317955.4	XP_031837645.1
OG0001265	XP_559898.3	XP_031850564.1
OG0001267	XP_314507.4	XP_031829944.1
OG0001268	XP_310216.4, XP_310215.4	XP_031848041.1, XP_031837915.1
OG0001269	XP_309316.4	XP_031828356.1
OG0001270	XP_307773.4	XP_031847869.1, XP_031847871.1, XP_031847870.1
OG0001271	XP_312449.4	XP_031833039.1
OG0001272	XP_316157.2	XP_031848005.1, XP_031848004.1
OG0001273	XP_310979.5	XP_031825300.1
OG0001274	XP_312084.5	XP_031831250.1, XP_031831253.1, XP_031831252.1
OG0001277	XP_552532.3	XP_031849594.1
OG0001278	XP_321063.5	XP_031842631.1, XP_031842630.1
OG0001279	XP_311100.5	XP_031834340.1, XP_031834334.1
OG0001280	XP_319604.4	XP_031836378.1, XP_031836376.1, XP_031836377.1
OG0001281	XP_001237136.2, XP_003435739.1	XP_031841211.1, XP_031841217.1, XP_031841213.1
OG0001282	XP_001688070.1	XP_031843834.1
OG0001283	XP_313998.3	XP_031826033.1, XP_031826039.1
OG0001284	XP_001689151.1, XP_001689162.1	XP_031840888.1, XP_031840892.1
OG0001286	XP_318853.2	XP_031837251.1, XP_031837249.1, XP_031837250.1
OG0001287	XP_551001.4	XP_031832468.1
OG0001288	XP_310977.5	XP_031846235.1
OG0001289	XP_003437137.1, XP_309110.3	XP_031832117.1, XP_031832116.1, XP_031832118.1
OG0001290	XP_311436.4	XP_031847509.1
OG0001291	XP_313145.5	XP_031827458.1
OG0001292	XP_308278.3	XP_031837385.1, XP_031837384.1, XP_031837383.1, XP_031837382.1
OG0001293	XP_311898.4	XP_031830818.1, XP_031830817.1, XP_031830816.1
OG0001294	XP_321341.3	XP_031843176.1
OG0001295	XP_314005.4, XP_001688503.1, XP_001688504.1	XP_031838158.1, XP_031838161.1
OG0001298	XP_308149.4	XP_031840360.1, XP_031840352.1
OG0001300	XP_314929.3	XP_031826697.1, XP_031826698.1, XP_031826700.1, XP_031826701.1
OG0001301	XP_310852.4	XP_031837166.1
OG0001302	XP_310129.4	XP_031839445.1
OG0001303	XP_320455.4	XP_031836036.1, XP_031836031.1
OG0001304	XP_001237568.1	XP_031842733.1, XP_031842732.1
OG0001305	XP_308312.4, XP_001687892.1, XP_308314.4	XP_031826008.1
OG0001306	XP_318367.5, XP_003436659.1, XP_003436658.1	XP_031835907.1, XP_031835905.1
OG0001307	XP_001237138.3	XP_031831249.1
OG0001308	XP_565909.3	XP_031849959.1, XP_031849958.1, XP_031849961.1, XP_031849960.1
OG0001310	XP_310388.3	XP_031831402.1, XP_031831401.1, XP_031831398.1, XP_031831397.1, XP_031831400.1, XP_031831399.1, XP_031831395.1, XP_031831396.1
OG0001312	XP_317732.2	XP_031829840.1, XP_031829839.1
OG0001314	XP_316418.4	XP_031826937.1
OG0001315	XP_001688741.1, XP_315896.4	XP_031837280.1, XP_031837279.1
OG0001316	XP_308707.4	XP_031827335.1, XP_031827336.1, XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827334.1
OG0001317	XP_316638.4	XP_031842357.1
OG0001318	XP_319761.3	XP_031838101.1, XP_031838105.1, XP_031838106.1, XP_031838103.1, XP_031838104.1, XP_031838102.1
OG0001320	XP_320705.4	XP_031826920.1, XP_031826921.1, XP_031826922.1
OG0001322	XP_313611.5, XP_003436787.1	XP_031825279.1
OG0001328	XP_321026.4	XP_031848264.1
OG0001329	XP_308396.4	XP_031826433.1
OG0001330	XP_320278.2	XP_031829309.1
OG0001331	XP_310307.5, XP_003436600.1	XP_031830314.1, XP_031830315.1
OG0001332	XP_308202.3	XP_031827123.1
OG0001333	XP_312171.3	XP_031839036.1, XP_031839044.1, XP_031839064.1, XP_031839054.1, XP_031839026.1
OG0001334	XP_555006.1, XP_001238801.1	XP_031848710.1, XP_031848768.1
OG0001335	XP_316939.3	XP_031831030.1, XP_031831035.1
OG0001337	XP_313722.3	XP_031831567.1
OG0001338	XP_316877.5	XP_031835378.1
OG0001339	XP_310597.2	XP_031844660.1
OG0001340	XP_551371.1, XP_003435845.1, XP_003435844.1	XP_031828602.1, XP_031828603.1
OG0001341	XP_320076.4	XP_031831053.1
OG0001342	XP_320130.3	XP_031833558.1
OG0001343	XP_308170.4	XP_031832640.1, XP_031829559.1
OG0001344	XP_314163.4	XP_031835052.1, XP_031835051.1
OG0001345	XP_315997.4	XP_031833915.1, XP_031833916.1, XP_031833917.1
OG0001346	XP_322022.5	XP_031831357.1
OG0001347	XP_001687935.1, XP_001687938.1	XP_031850371.1
OG0001348	XP_321887.4	XP_031830189.1, XP_031830188.1
OG0001349	XP_003436725.1, XP_003436724.1, XP_003436723.1	XP_031843257.1
OG0001350	XP_001230796.3	XP_031829515.1, XP_031829516.1, XP_031829514.1
OG0001351	XP_321338.3	XP_031843190.1, XP_031843189.1
OG0001352	XP_003436441.1, XP_553315.4	XP_031841391.1, XP_031841390.1
OG0001353	XP_001238315.2	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1
OG0001354	XP_315356.3	XP_031825423.1
OG0001355	XP_313397.5	XP_031836234.1
OG0001356	XP_315694.1	XP_031838885.1
OG0001357	XP_557821.3	XP_031828079.1
OG0001359	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3	XP_031826878.1
OG0001361	XP_003436721.1	XP_031841638.1, XP_031841637.1
OG0001362	XP_310355.6	XP_031825612.1, XP_031825616.1
OG0001363	XP_003437112.1, XP_316789.3	XP_031848442.1, XP_031844040.1
OG0001364	XP_310270.2	XP_031845393.1
OG0001365	XP_317619.4	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1
OG0001366	XP_308172.4	XP_031831702.1
OG0001368	XP_312656.5	XP_031837902.1
OG0001369	XP_308535.4	XP_031826221.1, XP_031826222.1
OG0001370	XP_319250.4	XP_031831562.1, XP_031831564.1
OG0001371	XP_316138.4	XP_031846829.1
OG0001372	XP_316026.3	XP_031831438.1
OG0001373	XP_003437187.1, XP_318273.4	XP_031829064.1
OG0001374	XP_314564.3	XP_031833052.1
OG0001375	XP_316578.4, XP_001237835.2, XP_316574.4	XP_031836086.1
OG0001376	XP_003437121.1	XP_031838127.1
OG0001377	XP_312215.3	XP_031836272.1, XP_031836271.1
OG0001378	XP_320419.3	XP_031826385.1
OG0001379	XP_319268.2	XP_031841510.1, XP_031841519.1
OG0001380	XP_307876.4	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1
OG0001381	XP_316621.3, XP_001688925.1	XP_031843951.1, XP_031843957.1
OG0001382	XP_319318.3	XP_031843723.1
OG0001383	XP_316646.4	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1
OG0001384	XP_320637.3	XP_031838470.1, XP_031838471.1
OG0001385	XP_314364.3	XP_031825524.1
OG0001386	XP_314061.4	XP_031831495.1
OG0001387	XP_319589.4	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1
OG0001388	XP_321258.5, XP_003435949.1	XP_031849768.1, XP_031849767.1, XP_031849769.1
OG0001389	XP_309533.4, XP_001688850.1, XP_316369.3	XP_031837756.1
OG0001390	XP_319294.4	XP_031832391.1, XP_031832390.1, XP_031832392.1
OG0001391	XP_316352.3	XP_031843905.1
OG0001393	XP_316059.4	XP_031826449.1, XP_031826448.1
OG0001394	XP_311608.4	XP_031849011.1
OG0001395	XP_308628.5	XP_031848889.1, XP_031827709.1, XP_031827726.1
OG0001396	XP_319240.5	XP_031844734.1
OG0001397	XP_313548.1, XP_003436890.1	XP_031846201.1, XP_031846203.1, XP_031846202.1
OG0001398	XP_310956.5, XP_003436931.1, XP_003436932.1	XP_031844140.1
OG0001399	XP_001230873.3, XP_313089.4	XP_031839412.1
OG0001400	XP_317549.3, XP_317551.4, XP_317550.3	XP_031829339.1
OG0001401	XP_315885.2	XP_031842683.1
OG0001402	XP_316681.4	XP_031835822.1
OG0001403	XP_003436814.1, XP_313732.5	XP_031842747.1, XP_031842652.1
OG0001404	XP_317751.3	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1
OG0001405	XP_321345.3, XP_321346.4	XP_031836639.1
OG0001406	XP_313862.4	XP_031845978.1
OG0001407	XP_320518.4	XP_031840571.1
OG0001408	XP_003437018.1, XP_565822.3	XP_031845838.1
OG0001409	XP_001688370.2	XP_031838861.1
OG0001410	XP_314486.1	XP_031842215.1
OG0001413	XP_311009.5	XP_031832076.1, XP_031832078.1, XP_031832079.1, XP_031832075.1, XP_031832074.1, XP_031832073.1, XP_031832072.1, XP_031832077.1
OG0001414	XP_317350.4	XP_031828996.1
OG0001415	XP_001688819.1, XP_316253.4	XP_031828398.1
OG0001416	XP_317647.4, XP_555667.3	XP_031844043.1, XP_031843941.1
OG0001417	XP_308151.4	XP_031828788.1
OG0001418	XP_314941.3	XP_031828555.1
OG0001419	XP_001688271.1, XP_310221.4	XP_031829129.1
OG0001420	XP_321838.4, XP_001688621.2	XP_031834856.1
OG0001421	XP_551368.4	XP_031836420.1
OG0001422	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4	XP_031827885.1
OG0001423	XP_001687887.1	XP_031839233.1
OG0001424	XP_307921.4	XP_031838252.1
OG0001425	XP_565883.4	XP_031839299.1
OG0001426	XP_319732.4	XP_031840044.1
OG0001427	XP_320403.3	XP_031841959.1
OG0001428	XP_314678.2	XP_031846609.1, XP_031846610.1
OG0001429	XP_317285.4	XP_031840628.1
OG0001430	XP_320982.5	XP_031843265.1
OG0001434	XP_307894.5, XP_003436082.1	XP_031847271.1, XP_031847269.1
OG0001436	XP_316604.4, XP_001688913.1, XP_001688912.1	XP_031832816.1
OG0001437	XP_319485.2	XP_031827516.1, XP_031827515.1, XP_031827514.1
OG0001438	XP_311976.5, XP_003436313.1	XP_031841452.1, XP_031841449.1
OG0001439	XP_001688176.1	XP_031828842.1
OG0001440	XP_320189.4	XP_031848343.1
OG0001441	XP_311372.4	XP_031829922.1
OG0001442	XP_307936.4	XP_031849773.1, XP_031849772.1, XP_031849770.1
OG0001443	XP_321956.5	XP_031839788.1, XP_031825444.1
OG0001444	XP_321723.5	XP_031831152.1, XP_031831154.1, XP_031846620.1
OG0001445	XP_312030.5	XP_031833719.1, XP_031833714.1, XP_031833717.1, XP_031833720.1, XP_031833716.1, XP_031833715.1, XP_031833721.1, XP_031833722.1
OG0001446	XP_318394.5, XP_003436668.1, XP_003436666.1, XP_003436667.1	XP_031835816.1
OG0001453	XP_310188.3	XP_031826053.1
OG0001455	XP_314502.4, XP_314504.3	XP_031846547.1
