Orthogroup	Anopheles_gambiae	Megachile_rotundata
OG0002158	XP_309519.4	XP_012141723.1
OG0002159	XP_553983.1	XP_012134594.1
OG0002160	XP_311416.4	XP_012153808.1
OG0002162	XP_313322.5, XP_003436528.1, XP_003436527.1	XP_012145060.1
OG0002163	XP_555234.3	XP_012145910.1, XP_012145916.1, XP_012145902.1
OG0002164	XP_321358.5	XP_012152664.1
OG0002165	XP_317301.3	XP_003706589.1
OG0002166	XP_001688407.2	XP_012147678.1
OG0002167	XP_003436986.1, XP_003436987.1, XP_310681.3	XP_012137795.1, XP_003702211.2
OG0002168	XP_320767.3	XP_012136782.1
OG0002169	XP_310382.7	XP_003707484.1
OG0002170	XP_321119.5	XP_012149050.1
OG0002171	XP_319754.4	XP_012149320.1
OG0002172	XP_317137.3	XP_012139047.1
OG0002173	XP_309092.4, XP_001688165.1, XP_309091.4	XP_003705677.1
OG0002175	XP_001688683.1	XP_003704291.1, XP_012142633.1, XP_012142630.1, XP_012142632.1, XP_012142631.1, XP_012142629.1
OG0002178	XP_001688845.1, XP_001688846.1, XP_316357.4	XP_012135420.1
OG0002179	XP_319652.3	XP_012138827.1, XP_003702494.1
OG0002181	XP_001688298.2	XP_012134634.1
OG0002182	XP_003437064.1, XP_003437063.1, XP_001230782.3	XP_003702306.1
OG0002183	XP_561559.5, XP_320218.3	XP_003705223.2, XP_012145126.1
OG0002184	XP_312055.5	XP_003707287.1
OG0002185	XP_001689052.1, XP_317704.4	XP_012145824.1, XP_012145826.1
OG0002186	XP_001688193.1	XP_012143834.1
OG0002187	XP_316330.4	XP_012136067.1
OG0002188	XP_319794.4	XP_012140483.1
OG0002189	XP_310849.4	XP_003707503.1
OG0002190	XP_001230271.1, XP_311887.5	XP_012135699.1
OG0002191	XP_320739.4	XP_012140684.1
OG0002192	XP_308422.4	XP_003700362.1
OG0002193	XP_313823.5	XP_012152485.1, XP_003708303.1
OG0002195	XP_310712.4	XP_012152712.1
OG0002196	XP_317678.4	XP_012145369.1
OG0002197	XP_309356.4	XP_012150327.1, XP_012150329.1, XP_012150331.1, XP_012150328.1, XP_003707360.1
OG0002198	XP_310467.4	XP_003705000.1, XP_012143995.1
OG0002200	XP_557488.3	XP_012141578.1, XP_012141342.1
OG0002201	XP_318616.2	XP_012139350.1
OG0002202	XP_309618.5	XP_012152143.1, XP_012145000.1
OG0002203	XP_310969.5	XP_012151506.1
OG0002204	XP_001237526.3, XP_001237527.1	XP_003705194.2, XP_012145183.1
OG0002206	XP_557337.3	XP_003704631.1
OG0002208	XP_320208.3	XP_012140447.1, XP_003703168.1
OG0002209	XP_318642.4, XP_318640.4	XP_003703833.1, XP_003700680.2
OG0002211	XP_551778.3	XP_012148003.1, XP_003699954.1
OG0002212	XP_564794.2	XP_012144284.1, XP_003704871.1
OG0002213	XP_001237956.2	XP_012138601.1
OG0002214	XP_317162.4	XP_003703367.1
OG0002215	XP_308755.4	XP_012139111.1, XP_012139112.1
OG0002217	XP_003435960.1	XP_012152182.1, XP_012152183.1
OG0002218	XP_321523.2	XP_012153608.1, XP_003708681.1
OG0002219	XP_003436745.1, XP_313135.5	XP_012145933.1, XP_012145930.1, XP_012145932.1, XP_012145931.1, XP_012145929.1
OG0002220	XP_557597.1, XP_001688608.1	XP_003707397.1
OG0002221	XP_310676.4	XP_012138709.1, XP_003702460.1
OG0002222	XP_308280.4	XP_012143595.1, XP_012143594.1
OG0002223	XP_315341.4	XP_012141853.1, XP_012141854.1
OG0002224	XP_314710.3	XP_012138459.1, XP_012138457.1
OG0002225	XP_319775.4	XP_012142666.1, XP_012142670.1, XP_012142668.1
OG0002226	XP_320574.3	XP_003704383.1
OG0002236	XP_309993.2	XP_012139516.1, XP_012139517.1, XP_003702766.1
OG0002237	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5	XP_003708372.1
OG0002238	XP_317555.2	XP_003706164.1
OG0002239	XP_308566.3	XP_003704069.1
OG0002240	XP_315788.3, XP_001237711.2	XP_003701784.1
OG0002241	XP_312471.3	XP_003705919.1
OG0002242	XP_310166.4	XP_003699700.2
OG0002243	XP_313924.3, XP_306148.3	XP_003704645.1
OG0002244	XP_311180.4	XP_012148057.1, XP_003706469.1
OG0002245	XP_001230648.1	XP_012146265.1
OG0002246	XP_001237771.2	XP_012154128.1
OG0002247	XP_003436456.1, XP_314262.3	XP_012142025.1, XP_012142024.1
OG0002248	XP_003436990.1, XP_003436991.1, XP_310673.3	XP_003704071.1
OG0002249	XP_316650.2	XP_003702157.1
OG0002250	XP_310463.5	XP_003707165.1
OG0002251	XP_315763.2	XP_003702164.1, XP_012138002.1
OG0002252	XP_312090.2	XP_003700427.1
OG0002253	XP_316087.3	XP_003708119.1, XP_012152074.1, XP_012152072.1
OG0002255	XP_311468.4	XP_003706437.1
OG0002256	XP_559218.3	XP_003705527.1, XP_012145875.1, XP_012145876.1
OG0002257	XP_308307.3	XP_003703742.2
OG0002258	XP_320160.4	XP_003703167.2
OG0002259	XP_317057.2	XP_003700454.1
OG0002260	XP_312002.3	XP_003704823.1, XP_012144239.1
OG0002261	XP_311027.3, XP_316597.3	XP_003707332.2
OG0002262	XP_315699.3	XP_003702432.1
OG0002263	XP_312386.4	XP_012148543.1, XP_012148545.1, XP_012148544.1
OG0002264	XP_316411.4, XP_001237806.2	XP_012139798.1
OG0002265	XP_312939.4, XP_310968.2	XP_003706596.1
OG0002266	XP_319132.3	XP_003705107.1
OG0002267	XP_001688045.1, XP_308614.3	XP_003706630.1
OG0002268	XP_315357.1	XP_003706179.2
OG0002269	XP_001688552.1, XP_314288.4	XP_003702106.2
OG0002270	XP_320933.5, XP_003436033.1	XP_012152297.1, XP_012152296.1, XP_012152295.1, XP_003708169.1
OG0002271	XP_308770.3	XP_003704977.1
OG0002272	XP_317306.3	XP_003706490.1
OG0002273	XP_317620.3	XP_003703723.1
OG0002275	XP_316827.4	XP_003702622.1
OG0002276	XP_001237672.2	XP_003702917.1, XP_012139531.1
OG0002277	XP_312569.5	XP_012134756.1
OG0002278	XP_308935.4	XP_012148718.1
OG0002279	XP_001238171.1	XP_012143048.1
OG0002280	XP_319701.4	XP_003700243.1
OG0002281	XP_313642.2	XP_003704801.1
OG0002282	XP_313518.4	XP_012147634.1
OG0002283	XP_562866.4, XP_003436395.1	XP_012153431.1
OG0002284	XP_316465.2	XP_012135434.1, XP_003701087.1
OG0002285	XP_003436647.1, XP_308110.4	XP_012149632.1, XP_003707132.1
OG0002286	XP_311881.3	XP_012140498.1
OG0002287	XP_313317.5	XP_012150362.1
OG0002288	XP_314619.3, XP_001687783.1	XP_012152776.1
OG0002289	XP_317681.4	XP_012140167.1
OG0002290	XP_001237854.2	XP_003705043.1
OG0002291	XP_003436239.1, XP_312150.5	XP_003704730.1
OG0002292	XP_308266.4	XP_012147838.1
OG0002293	XP_003436151.1, XP_312394.4	XP_012140861.1
OG0002295	XP_319022.3	XP_003706054.1
OG0002296	XP_310195.4	XP_012137497.1
OG0002298	XP_321861.5	XP_003699926.1
OG0002299	XP_316540.4	XP_012137698.1, XP_012137699.1
OG0002300	XP_308376.4	XP_003708242.1
OG0002302	XP_562743.4	XP_012135942.1
OG0002304	XP_315453.4	XP_012152832.1
OG0002305	XP_317627.4	XP_003700751.1
OG0002306	XP_315741.5	XP_003700728.1, XP_012134727.1
OG0002307	XP_310415.2	XP_003706359.1, XP_012147898.1, XP_012147900.1, XP_012147899.1, XP_012147896.1
OG0002308	XP_314781.4	XP_003702809.1
OG0002309	XP_320116.6	XP_003702936.1
OG0002310	XP_003435796.1, XP_321880.5	XP_012144493.1, XP_012144492.1, XP_003704918.1
OG0002311	XP_311562.3, XP_320378.4	XP_012153067.1, XP_003708489.1
OG0002312	XP_317122.2	XP_012142727.1, XP_012142724.1
OG0002313	XP_001238258.1	XP_012154400.1, XP_012154402.1, XP_012154401.1, XP_012154404.1, XP_012154405.1
OG0002314	XP_313994.4	XP_003700052.1
OG0002315	XP_311993.4	XP_012152616.1
OG0002316	XP_001238507.1, XP_001238506.1	XP_012142179.1
OG0002317	XP_317316.2	XP_003706516.1
OG0002318	XP_313451.4, XP_307675.4	XP_003705262.1, XP_012145094.1
OG0002321	XP_313691.2	XP_012147589.1
OG0002322	XP_003436327.1	XP_003705704.2, XP_012153587.1
OG0002323	XP_001689386.2	XP_012135001.1, XP_012135000.1
OG0002324	XP_001688578.1	XP_003701488.1
OG0002325	XP_320955.4	XP_003707126.1, XP_012149621.1
OG0002326	XP_309632.5	XP_003705736.2, XP_012146390.1, XP_012146389.1
OG0002327	XP_319087.2	XP_012137536.1, XP_003701953.1, XP_012137537.1, XP_012137538.1
OG0002328	XP_552142.2	XP_003699975.1
OG0002329	XP_321513.3	XP_012151361.1
OG0002330	XP_311507.4	XP_003699753.1
OG0002331	XP_307305.3, XP_001237261.3, XP_003437036.1	XP_012140025.1
OG0002332	XP_003436043.1, XP_308033.5	XP_003707542.2, XP_012147494.1
OG0002333	XP_001689148.1, XP_318851.4, XP_001689147.1	XP_012153543.1
OG0002334	XP_321649.5	XP_012146468.1, XP_012146463.1
OG0002335	XP_320904.4	XP_003704243.1
OG0002336	XP_310186.3	XP_012137701.1, XP_012137708.1
OG0002337	XP_314133.3	XP_012135343.1
OG0002338	XP_001237560.2	XP_012140960.1, XP_012140961.1, XP_012140962.1
OG0002339	XP_318985.4	XP_003699186.1
OG0002340	XP_001689004.1	XP_012144638.1
OG0002340	XP_317156.3	XP_003705046.1
OG0002341	XP_559797.5	XP_003707759.2
OG0002342	XP_309173.5	XP_012139459.1, XP_003699538.1
OG0002343	XP_310939.3	XP_003705890.1, XP_012146703.1
OG0002344	XP_320981.3	XP_003707699.1
OG0002345	XP_310309.5	XP_003703503.1
OG0002346	XP_003436168.1	XP_012144479.1, XP_012145452.1
OG0002347	XP_319234.3	XP_003705439.1
OG0002348	XP_314763.3	XP_003707015.2
OG0002349	XP_024667071.1, XP_311529.4	XP_012148062.1, XP_003706474.1
OG0002350	XP_311692.5	XP_003707106.1
OG0002352	XP_316107.4	XP_012146337.1
OG0002354	XP_319232.4	XP_003708561.1
OG0002355	XP_003436010.1	XP_012154430.1, XP_012154434.1
OG0002356	XP_316092.4	XP_012136058.1
OG0002357	XP_319235.4	XP_012153072.1
OG0002358	XP_315898.4	XP_012149363.1
OG0002359	XP_311182.4	XP_003705600.2
OG0002360	XP_319799.4	XP_003702830.1, XP_012139785.1
OG0002361	XP_552158.2, XP_320477.4	XP_003700509.1
OG0002362	XP_313903.2, XP_306110.3	XP_003701135.2
OG0002363	XP_316645.3	XP_003700328.1
OG0002364	XP_003435962.1	XP_003708216.2
OG0002365	XP_318984.2	XP_003699419.1
OG0002366	XP_322011.5	XP_012153593.1
OG0002367	XP_317456.2	XP_012142790.1, XP_012142791.1
OG0002368	XP_321284.5, XP_003435935.1	XP_003699537.1
OG0002370	XP_001688194.1	XP_003703855.2
OG0002371	XP_564160.3	XP_003699544.1
OG0002372	XP_312909.4	XP_012150154.1, XP_003707425.2
OG0002373	XP_308233.4	XP_003706921.1
OG0002374	XP_315123.4	XP_012151930.1
OG0002375	XP_315382.4	XP_012142277.1
OG0002376	XP_003435734.1	XP_012150649.1
OG0002377	XP_320247.4	XP_012151452.1, XP_012151453.1, XP_012151459.1
OG0002378	XP_316716.3	XP_012139844.1, XP_012139841.1
OG0002380	XP_322028.4	XP_003699285.1
OG0002381	XP_312165.5	XP_012140569.1
OG0002382	XP_308077.2	XP_012135716.1, XP_012135715.1, XP_003701214.1
OG0002383	XP_322062.5	XP_012140858.1, XP_012140522.1
OG0002384	XP_315899.4	XP_012148827.1
OG0002385	XP_564671.2	XP_003707621.1
OG0002386	XP_003436854.1	XP_012153614.1, XP_003704334.1
OG0002387	XP_001687831.2	XP_012136391.1
OG0002388	XP_001237821.2	XP_003702189.1
OG0002389	XP_310233.4	XP_003703096.1
OG0002390	XP_315905.4	XP_003706939.1
OG0002391	XP_311042.5	XP_012149973.1
OG0002392	XP_003436802.1, XP_313681.5	XP_012146945.1
OG0002393	XP_310352.4	XP_012150006.1
OG0002394	XP_001689184.1	XP_012145393.1
OG0002395	XP_561241.2, XP_313242.4	XP_003703570.1, XP_003703466.1
OG0002397	XP_314705.4	XP_003702256.1
OG0002398	XP_003436178.1, XP_003436179.1	XP_012136674.1
OG0002399	XP_314040.4	XP_003704642.1
OG0002400	XP_321269.5	XP_012136190.1, XP_012136191.1
OG0002401	XP_001230560.1, XP_317223.4, XP_317228.4	XP_012146199.1, XP_012146203.1
OG0002403	XP_321295.5	XP_012151114.1, XP_012151309.1
OG0002404	XP_316899.4	XP_003706047.1
OG0002405	XP_563634.4	XP_012148356.1
OG0002406	XP_319707.4	XP_012152302.1
OG0002407	XP_001237970.1	XP_003705700.1, XP_012146303.1
OG0002408	XP_310759.5, XP_001237300.2	XP_003708373.1, XP_012152720.1
OG0002409	XP_001688661.1	XP_012137828.1, XP_012137827.1
OG0002410	XP_311501.4	XP_012137788.1, XP_003702200.1
OG0002411	XP_313403.3	XP_012135790.1
OG0002412	XP_311959.5	XP_012150066.1, XP_012150065.1
OG0002413	XP_310656.2	XP_012144821.1, XP_012144822.1, XP_003705089.1
OG0002414	XP_315434.1	XP_003706128.1
OG0002415	XP_318555.4	XP_003705598.1
OG0002416	XP_308436.4, XP_001237081.2, XP_001687941.1, XP_001687940.1	XP_012153125.1
OG0002417	XP_318843.3	XP_012153313.1
OG0002418	XP_320249.4	XP_012135067.1
OG0002419	XP_001238385.2	XP_003705533.2
OG0002420	XP_320179.3	XP_003705385.2, XP_012145484.1
OG0002421	XP_320436.4	XP_012136760.1, XP_012136761.1
OG0002422	XP_310694.5	XP_012147976.1, XP_003706382.1
OG0002423	XP_313937.4	XP_012140652.1, XP_012140648.1
OG0002424	XP_001687814.1, XP_319568.4, XP_319566.3, XP_557990.3	XP_012142395.1
OG0002425	XP_001689220.1	XP_003707040.2
OG0002426	XP_559833.2	XP_012143743.1, XP_003704657.1
OG0002427	XP_316213.2, XP_001688804.1	XP_012138888.1
OG0002428	XP_309496.4, XP_001237235.1	XP_012152464.1
OG0002429	XP_309236.5	XP_012145155.1
OG0002430	XP_001688063.1	XP_012139419.1
OG0002432	XP_312580.5	XP_003704137.1
OG0002433	XP_317142.4	XP_012151168.1, XP_012151169.1
OG0002434	XP_311470.4	XP_003708246.1
OG0002435	XP_317832.4	XP_003699269.1
OG0002436	XP_003435799.1	XP_003706691.1
OG0002437	XP_001689130.1	XP_012148575.1
OG0002439	XP_320645.4	XP_003707043.1
OG0002440	XP_317380.3	XP_012144301.1, XP_012144300.1, XP_012144299.1, XP_012144304.1, XP_003704835.2, XP_012144303.1, XP_012144302.1
OG0002441	XP_003437005.1	XP_012152061.1
OG0002442	XP_314539.2	XP_012142927.1
OG0002443	XP_310257.6	XP_012134906.1
OG0002444	XP_311000.5	XP_012141994.1
OG0002445	XP_312473.2	XP_003701864.1
OG0002446	XP_316140.4	XP_003705547.2
OG0002447	XP_003436812.1, XP_003436813.1, XP_313728.5	XP_012141422.1, XP_012141418.1
OG0002448	XP_316233.3	XP_003701632.1
OG0002449	XP_321636.5	XP_003703053.1
OG0002450	XP_310201.4	XP_003702428.1
OG0002451	XP_314775.3	XP_012136542.1
OG0002452	XP_563586.4, XP_003436163.1, XP_003436162.1, XP_312358.4, XP_003436161.1	XP_012147131.1
OG0002455	XP_312379.3	XP_012146524.1, XP_012146523.1
OG0002456	XP_307897.4	XP_003705873.1
OG0002457	XP_003435907.1, XP_003435906.1, XP_003435905.1	XP_012143630.1
OG0002458	XP_003436322.1, XP_003436321.1	XP_003705183.1
OG0002459	XP_312351.5	XP_012134895.1
OG0002460	XP_311541.4	XP_012140844.1
OG0002461	XP_552584.3	XP_012141743.1
OG0002462	XP_315906.4	XP_012137297.1
OG0002465	XP_316270.4	XP_003699796.1
OG0002466	XP_315372.4	XP_003700626.1, XP_012154565.1, XP_012154564.1
OG0002467	XP_321121.5	XP_012153359.1
OG0002468	XP_003435936.1	XP_003700290.2
OG0002469	XP_553696.3	XP_003700931.1
OG0002471	XP_316851.3	XP_003700757.1
OG0002472	XP_308432.4	XP_012139885.1
OG0002473	XP_314819.4	XP_012149129.1
OG0002474	XP_320677.3	XP_012148856.1, XP_003706784.1
OG0002475	XP_320673.4	XP_003701741.1
OG0002476	XP_319152.4	XP_003703232.1
OG0002477	XP_315224.4	XP_003706281.1
OG0002478	XP_311051.2	XP_012146253.1
OG0002479	XP_308325.4	XP_012141538.1, XP_003703555.1
OG0002480	XP_001688887.1	XP_012137352.1, XP_003701875.1
OG0002481	XP_001687988.1	XP_012149591.1, XP_003707152.1
OG0002482	XP_314006.4	XP_012137554.1
OG0002484	XP_319174.4	XP_012136582.1, XP_003701567.1
OG0002485	XP_557860.3	XP_012149135.1
OG0002486	XP_310181.2	XP_012147462.1
OG0002487	XP_309493.3	XP_003701541.2
OG0002489	XP_307448.4	XP_012141193.1
OG0002490	XP_310860.4	XP_012136401.1
OG0002491	XP_311907.3	XP_012150828.1
OG0002492	XP_309581.3	XP_012151472.1
OG0002507	XP_315441.4, XP_308370.4	XP_003704314.1
OG0002508	XP_308641.4	XP_012152999.1, XP_012153000.1
OG0002509	XP_317504.3	XP_003700671.1, XP_012134818.1
OG0002510	XP_316643.3	XP_003708237.1
OG0002511	XP_309003.3	XP_003707563.2
OG0002512	XP_317153.4	XP_003699949.1
OG0002513	XP_321388.4	XP_003699534.1, XP_012139334.1
OG0002514	XP_317777.3	XP_003700995.1
OG0002515	XP_317093.3	XP_003701081.1
OG0002516	XP_312593.4	XP_003703147.1
OG0002517	XP_321439.5	XP_012149313.1, XP_003700021.1
OG0002518	XP_003436983.1, XP_310709.1	XP_003703432.1, XP_012141020.1
OG0002519	XP_001688513.1, XP_001688511.1, XP_314051.1, XP_001688512.1, XP_001688510.1	XP_012151557.1
OG0002520	XP_312989.4	XP_003701710.1
OG0002521	XP_003436970.1	XP_012142147.1, XP_003703986.1
OG0002522	XP_314143.3	XP_003700620.1
OG0002523	XP_315817.2	XP_003699499.1
OG0002524	XP_318038.3	XP_012138509.1
OG0002525	XP_312774.3, XP_312775.5	XP_003707381.1
OG0002526	XP_562218.3	XP_003704805.2, XP_012144001.1, XP_012144002.1
OG0002527	XP_312570.2	XP_003707113.1
OG0002529	XP_316022.3	XP_003702836.1
OG0002530	XP_003436309.1, XP_311984.4	XP_003701328.1
OG0002531	XP_308939.3	XP_003702064.2
OG0002532	XP_310556.4	XP_003703190.1
OG0002533	XP_564866.3, XP_001687950.1	XP_003708076.1
OG0002534	XP_319581.3	XP_003707743.1
OG0002535	XP_001687870.1, XP_001687869.1, XP_001687871.1, XP_564587.1	XP_012149354.1
OG0002536	XP_024667105.1, XP_024667104.1, XP_001237245.3, XP_003436502.1, XP_003436503.1, XP_024667103.1, XP_003436499.1	XP_012143928.1
OG0002537	XP_321260.4, XP_003435948.1	XP_012135457.1, XP_012135460.1, XP_012135461.1, XP_003701033.1, XP_012135458.1
OG0002538	XP_316299.1	XP_012142965.1, XP_003704238.1
OG0002539	XP_308375.4	XP_003708152.1
OG0002540	XP_319438.3	XP_003708120.1, XP_012152067.1, XP_012152068.1, XP_012152069.1
OG0002541	XP_310249.3	XP_003706387.1
OG0002542	XP_316017.4	XP_012147179.1, XP_012147178.1
OG0002543	XP_317148.4	XP_012140669.1
OG0002544	XP_317807.4	XP_003699556.1
OG0002545	XP_309455.4	XP_003707483.1, XP_012150389.1
OG0002546	XP_308238.4	XP_012140181.1
OG0002547	XP_313352.5	XP_012135636.1
OG0002548	XP_001687864.1, XP_308197.4	XP_012150485.1
OG0002549	XP_308420.3	XP_003706872.1
OG0002550	XP_307957.5	XP_003703175.1
OG0002551	XP_001238454.3	XP_003702468.2
OG0002552	XP_003436229.1, XP_312180.4	XP_012143208.1
OG0002553	XP_316023.4	XP_003705146.1
OG0002554	XP_308471.3, XP_001687951.1, XP_308472.4	XP_003708032.1
OG0002555	XP_312602.3	XP_003702397.1
OG0002556	XP_317657.4	XP_003706938.1
OG0002557	XP_309334.3	XP_003702376.1
OG0002558	XP_318916.3	XP_003706949.2
OG0002559	XP_312256.5	XP_003708542.1
OG0002560	XP_321081.5, XP_003435984.1, XP_003435985.1, XP_003435986.1	XP_012140523.1
OG0002561	XP_001237624.1, XP_001237622.2	XP_003701542.2
OG0002562	XP_318751.2	XP_003704313.1
OG0002563	XP_309868.4	XP_012141397.1, XP_012141405.1
OG0002564	XP_308417.4, XP_001687932.1	XP_012140094.1, XP_012140095.1
OG0002565	XP_318358.5	XP_012143116.1
OG0002566	XP_001237981.2	XP_012134978.1
OG0002567	XP_316079.3	XP_012136940.1, XP_012136941.1
OG0002568	XP_306496.2, XP_319215.3	XP_003702968.2
OG0002569	XP_320749.2	XP_003707665.1
OG0002570	XP_313571.3, XP_003436777.1	XP_003699446.1, XP_012138066.1
OG0002571	XP_318074.3	XP_003705949.1, XP_003706014.1
OG0002572	XP_024667077.1, XP_315230.3	XP_003701027.1
OG0002573	XP_308959.4	XP_003702171.2
OG0002574	XP_001688050.1, XP_001688049.1, XP_001237121.2, XP_001237120.2	XP_003706115.1
OG0002575	XP_310196.3	XP_012149586.1
OG0002576	XP_308003.4	XP_003708281.1
OG0002577	XP_559490.6, XP_003436586.1	XP_012139259.1, XP_012139262.1, XP_012139273.1, XP_003699532.1
OG0002578	XP_551394.3, XP_321686.5	XP_003699587.1
OG0002579	XP_001237637.3, XP_309164.4	XP_012151393.1
OG0002580	XP_316641.3	XP_003703461.1
OG0002581	XP_312330.5	XP_003699726.1
OG0002582	XP_311741.5	XP_003705625.2
OG0002583	XP_320184.3	XP_003703490.1
OG0002584	XP_320061.4	XP_003708162.1, XP_012152274.1
OG0002585	XP_308212.3	XP_003701997.2
OG0002586	XP_319226.3	XP_012153068.1
OG0002587	XP_308490.4	XP_012150260.1
OG0002588	XP_315546.4	XP_003703109.1
OG0002589	XP_558233.3	XP_012146195.1
OG0002590	XP_309535.4	XP_012136634.1
OG0002591	XP_311690.5	XP_003707347.1
OG0002592	XP_313648.5	XP_003700655.1, XP_012134767.1, XP_012134769.1, XP_012134766.1
OG0002593	XP_317988.3	XP_012154204.1
OG0002594	XP_308505.4	XP_012146534.1, XP_003699896.1
OG0002595	XP_309488.4	XP_012136486.1, XP_003701625.1
OG0002596	XP_315468.4, XP_315466.4	XP_012142222.1
OG0002597	XP_321472.5	XP_012153526.1
OG0002598	XP_315001.3	XP_012136859.1, XP_012136858.1, XP_012136860.1, XP_012136857.1
OG0002599	XP_314571.3	XP_003703153.1, XP_012140206.1
OG0002600	XP_310780.5	XP_003705438.2
OG0002601	XP_560987.4, XP_553913.3	XP_012144613.1
OG0002602	XP_003437011.1, XP_310593.5, XP_003437013.1	XP_012145900.1
OG0002603	XP_310659.3	XP_012139006.1, XP_003702610.1, XP_012139008.1, XP_012139007.1
OG0002604	XP_320609.4	XP_003703901.1
OG0002605	XP_318537.3	XP_012135137.1
OG0002606	XP_311417.3	XP_003708682.2
OG0002607	XP_320371.4	XP_012148115.1, XP_012148114.1
OG0002608	XP_307941.3	XP_003700308.1, XP_012153814.1
OG0002609	XP_316048.4, XP_001688773.1	XP_003707019.2
OG0002610	XP_308259.3	XP_012139868.1, XP_012139866.1, XP_012139865.1
OG0002611	XP_314697.3	XP_012147853.1, XP_012147855.1
OG0002612	XP_321024.5	XP_003706685.1
OG0002613	XP_312242.4, XP_003436208.1	XP_012141574.1, XP_012141573.1
OG0002614	XP_318249.4	XP_003699976.1
OG0002615	XP_320051.3	XP_003708271.2
OG0002616	XP_003436737.1, XP_001237955.2	XP_012146701.1
OG0002617	XP_003435811.1, XP_321770.5	XP_012139764.1, XP_003702829.1
OG0002618	XP_312826.5	XP_003703504.1
OG0002619	XP_001237561.2	XP_003702485.1
OG0002620	XP_001238354.2	XP_003703029.1
OG0002621	XP_321942.5	XP_012138288.1
OG0002622	XP_308121.5, XP_003436652.1, XP_003436651.1, XP_003436654.1, XP_003436653.1	XP_003706569.1
OG0002623	XP_312447.4	XP_012150210.1
OG0002624	XP_319440.3	XP_003708282.2
OG0002625	XP_321637.5	XP_012146656.1
OG0002626	XP_321874.5	XP_003706671.1
OG0002627	XP_314512.3	XP_012147051.1
OG0002628	XP_320556.4	XP_012137095.1
OG0002629	XP_318825.4	XP_012153283.1
OG0002630	XP_321873.3	XP_003703762.1
OG0002631	XP_321805.4	XP_003701857.2
OG0002632	XP_310369.6, XP_003436626.1, XP_003436627.1	XP_012148992.1
OG0002633	XP_319646.4	XP_012152287.1
OG0002634	XP_315415.4	XP_003705722.1
OG0002635	XP_313031.3	XP_003705199.1
OG0002636	XP_001689346.2	XP_012153186.1
OG0002637	XP_314666.4	XP_003700795.2
OG0002638	XP_313803.5, XP_003436829.1	XP_012147156.1
OG0002639	XP_556728.3	XP_012136501.1
OG0002640	XP_320410.3	XP_003706044.1
OG0002641	XP_309663.5	XP_012144824.1
OG0002642	XP_558106.3	XP_003708337.1
OG0002643	XP_001238162.2	XP_012144984.1
OG0002644	XP_312402.5	XP_003702283.2
OG0002645	XP_313781.5	XP_012153162.1
OG0002646	XP_311902.4	XP_012142307.1
OG0002647	XP_311162.5	XP_012148050.1, XP_012148051.1, XP_012148049.1
OG0002648	XP_311106.5	XP_012147595.1
OG0002649	XP_315921.4	XP_003707327.1
OG0002650	XP_307148.3	XP_003708053.1
