Orthogroup	Anopheles_gambiae	Acyrthosiphon_pisum
OG0001026	XP_003436567.1, XP_313472.4	XP_001948463.2, XP_001948416.2, XP_029346922.1, XP_029346921.1, XP_029346920.1
OG0001027	XP_309944.3	XP_001948533.1
OG0001028	XP_311527.2	XP_001948556.2
OG0001029	XP_003436952.1, XP_003436951.1, XP_310865.5, XP_003436954.1, XP_003436953.1	XP_001948578.2
OG0001030	XP_309545.3	XP_016661322.1, XP_008184787.1, XP_003245679.1, XP_003245680.1, XP_008184785.1, XP_029342642.1, XP_001948670.2
OG0001031	XP_315208.4	XP_001949042.1
OG0001032	XP_310000.4	XP_001949161.2
OG0001033	XP_310453.2	XP_001949643.1
OG0001034	XP_310276.4	XP_001949856.2, XP_016659465.1
OG0001035	XP_321735.4	XP_001949960.1
OG0001036	XP_319657.4	XP_001950214.2
OG0001037	XP_315158.3	XP_029343413.1, XP_001950704.2
OG0001038	XP_319690.4	XP_003245753.1, XP_001951213.2
OG0001039	XP_310813.5	XP_001952170.1
OG0001040	XP_311818.2	XP_001952444.1
OG0001041	XP_310153.4	XP_003240137.1
OG0001042	XP_308531.3	XP_003242156.1, XP_016657148.2
OG0001043	XP_308245.4	XP_003242212.1, XP_016657192.1
OG0001044	XP_315822.5	XP_029345616.1, XP_003246254.2
OG0001045	XP_310646.5	XP_003246846.1, XP_029347130.1, XP_029347128.1, XP_029347129.1
OG0001046	XP_312227.5	XP_003247064.1, XP_008186797.1
OG0001048	XP_308398.3	XP_029341307.1, XP_008178442.1
OG0001049	XP_001687845.1, XP_001687846.1, XP_308153.4	XP_008180098.1
OG0001050	XP_320316.4	XP_016657682.1, XP_008180288.1
OG0001052	XP_310662.5	XP_008182858.1, XP_008182857.1
OG0001053	XP_001687881.1, XP_308279.2	XP_008184495.1
OG0001054	XP_314840.4	XP_008185488.1, XP_008185487.1, XP_029347617.1
OG0001055	XP_311983.4	XP_008187614.1
OG0001056	XP_308553.4, XP_001687984.1, XP_001687985.1	XP_008187892.1
OG0001057	XP_309938.3	XP_008187989.1
OG0001058	XP_311505.1	XP_029345982.1, XP_029345983.1, XP_008188372.2, XP_029345984.1
OG0001059	XP_003435972.1, XP_321126.5	XP_008188476.1
OG0001061	XP_315958.4, XP_001688754.1	XP_016655779.1
OG0001063	XP_312857.5	XP_029341043.1, XP_016656351.2, XP_029341494.1
OG0001064	XP_564324.1, XP_310275.7	XP_016662408.1
OG0001065	XP_313928.3	XP_016662735.1
OG0001066	XP_001238515.3, XP_308515.4	XP_029341094.1
OG0001067	XP_001688943.1, XP_557321.3	XP_029347427.1, XP_029342601.1
OG0001068	XP_001237855.2, XP_316699.4, XP_001688951.1	XP_029342993.1, XP_029342992.1
OG0001069	XP_312834.5	XP_029343159.1
OG0001070	XP_317977.5, XP_318025.4, XP_318028.4	XP_029343506.1, XP_029343509.1
OG0001071	XP_312799.5	XP_029344587.1, XP_029344586.1, XP_029344584.1, XP_029344588.1
OG0001072	XP_550917.4	XP_029346976.1, XP_029346977.1
OG0001090	XP_315009.3	NP_001129420.1
OG0001091	XP_003436096.1, XP_312603.5, XP_319738.2	NP_001153848.1, XP_029348531.1, XP_029341881.1, XP_001947968.1, XP_029347308.1, XP_001946133.2
OG0001092	XP_003436030.1, XP_320944.5, XP_003436029.1, XP_003436028.1	NP_001155140.1, XP_008187000.1
OG0001093	XP_319293.4	XP_008179870.1, NP_001155505.1
OG0001094	XP_307411.2, XP_003436009.1, XP_003436008.1, XP_321028.5	NP_001155508.1, XP_001949834.1
OG0001095	XP_314827.2	NP_001156278.1, NP_001155646.1
OG0001097	XP_317307.4	NP_001155680.1
OG0001098	XP_321240.5	XP_016661622.1, NP_001155733.1
OG0001099	XP_003436928.1	XP_016661136.1
OG0001099	XP_310965.5	XP_029348134.1, NP_001155764.1
OG0001100	XP_314568.3	NP_001155768.1
OG0001101	XP_311404.4, XP_001688400.2, XP_312658.5	XP_001948284.2, XP_016657265.1, XP_029341296.1, NP_001156051.1
OG0001102	XP_311181.2, XP_312618.2	NP_001156053.1
OG0001103	XP_553744.3	XP_008182544.1, NP_001156129.1, XP_016657962.1, XP_008180461.1
OG0001104	XP_308660.3	NP_001156133.1, XP_008181357.1
OG0001105	XP_310975.1, XP_566239.1, XP_319078.2	NP_001156173.1, NP_001233027.1
OG0001106	XP_320183.2	XP_029341550.1, NP_001156267.1
OG0001107	XP_314706.4	NP_001233091.1, XP_001946336.2
OG0001108	XP_311208.4	XP_008181413.1, XP_008181414.1, NP_001280378.1
OG0001109	XP_321850.3	XP_008188103.1, NP_001280404.1, XP_029343710.1
OG0001110	XP_560496.3, XP_320439.4	XP_001942870.1, XP_029341142.1
OG0001111	XP_321349.4	XP_001943176.2
OG0001112	XP_318149.4	XP_001943561.1
OG0001113	XP_307774.3	XP_001943767.1
OG0001114	XP_318236.4	XP_001943824.1
OG0001115	XP_320996.5	XP_001944095.2
OG0001116	XP_310850.4	XP_001944235.1
OG0001117	XP_312919.4	XP_001944518.2
OG0001118	XP_322006.1	XP_001944745.2, XP_003242948.1
OG0001119	XP_003437115.1, XP_316802.5	XP_001945455.1
OG0001120	XP_318732.4	XP_001945509.2
OG0001120	XP_315358.4	XP_003245192.1
OG0001121	XP_320248.4	XP_003240109.1, XP_001945890.2
OG0001122	XP_320362.4	XP_029345343.1, XP_001946021.2, XP_029345344.1, XP_016663184.1, XP_008187069.1, XP_008187068.1
OG0001123	XP_313330.5	XP_001946462.2
OG0001124	XP_312370.5	XP_001946733.1, XP_016656939.1, XP_016656937.1, XP_016656938.1
OG0001126	XP_312385.5	XP_016657415.1, XP_001947403.1
OG0001127	XP_003437008.1	XP_001947574.2
OG0001128	XP_313287.4	XP_001947778.1
OG0001128	XP_315365.3, XP_001688644.1	XP_008186751.2
OG0001129	XP_308038.5, XP_003436041.1, XP_308996.3	XP_003243491.1, XP_001947806.2
OG0001130	XP_318345.4	XP_016663878.1, XP_016663877.1, XP_029346824.1, XP_029346823.1, XP_001947874.1
OG0001131	XP_003435809.1, XP_321814.4, XP_551513.3	XP_008187678.1, XP_001947895.2
OG0001132	XP_320484.2	XP_001948183.1
OG0001133	XP_003436891.1, XP_554228.4, XP_311449.4	XP_001948369.2, XP_029348595.1, XP_001948315.1, XP_001950289.2, XP_029342588.1, XP_001951217.2, XP_008189358.2
OG0001134	XP_319097.3	XP_001948516.2
OG0001135	XP_308076.3, XP_311350.2	XP_029341736.1, XP_001949162.2, XP_016662877.1
OG0001137	XP_024667094.1, XP_306688.4, XP_319223.4	XP_001949566.1, XP_001949558.1
OG0001138	XP_320011.4	XP_016659058.1, XP_001949598.1
OG0001139	XP_307945.5	XP_001949754.1
OG0001140	XP_317273.3	XP_001950299.1
OG0001141	XP_318646.4	XP_016663836.1, XP_001950325.2, XP_001951742.2, XP_008185997.1
OG0001142	XP_311392.4	XP_001950807.2, XP_029346999.1
OG0001143	XP_557018.3	XP_001950810.1
OG0001144	XP_307534.2, XP_313797.5	XP_001950825.2
OG0001145	XP_308148.3	XP_001950913.1
OG0001146	XP_308872.2	XP_001950937.1
OG0001147	XP_310582.2	XP_001950988.1
OG0001148	XP_314234.2	XP_001951126.1
OG0001149	XP_308972.4	XP_001951630.1
OG0001150	XP_315411.4	XP_001951748.2, XP_008183754.1, XP_029346633.1
OG0001151	XP_312460.5	XP_016658645.1, XP_001952434.2
OG0001152	XP_003436625.1	XP_029346555.1
OG0001152	XP_310362.7	XP_001952516.2
OG0001153	XP_553211.3	XP_029345485.1, XP_001952587.2
OG0001154	XP_311713.5, XP_003436477.1	XP_016662028.1, XP_001952667.2
OG0001155	XP_310967.5	XP_001952747.1
OG0001156	XP_003436005.1, XP_321037.5	XP_016664861.1, XP_003241429.1
OG0001157	XP_311092.3	XP_003243823.1
OG0001158	XP_315369.4	XP_016659863.1, XP_003244542.1, XP_016659864.1
OG0001159	XP_552266.3	XP_003245082.1
OG0001160	XP_553588.1	XP_003245361.2
OG0001161	XP_312237.4	XP_008183803.1
OG0001161	XP_321654.3	XP_003246305.2
OG0001165	XP_321402.5, XP_003435904.1	XP_008179184.1, XP_008179192.1
OG0001166	XP_003437030.1, XP_310514.3, XP_001237264.1	XP_008179444.1
OG0001167	XP_316568.4	XP_008181511.1, XP_008181512.1
OG0001168	XP_318706.4	XP_008183195.2, XP_029345196.1, XP_016662902.1, XP_029344862.1
OG0001169	XP_317457.4	XP_008183336.1, XP_029345140.1
OG0001171	XP_310580.4, XP_003437016.1	XP_008183856.1
OG0001172	XP_321331.5, XP_003435918.1	XP_008184424.1
OG0001173	XP_003436462.1	XP_008184447.1
OG0001174	XP_313500.1	XP_029345281.1, XP_008185305.1
OG0001175	XP_316052.4	XP_008185682.1
OG0001176	XP_309066.4	XP_008188774.1
OG0001177	XP_001231024.2	XP_008189302.1
OG0001178	XP_320745.4	XP_008189853.1
OG0001179	XP_318508.4	XP_008190154.1
OG0001180	XP_312107.4, XP_003436250.1	XP_016657120.1
OG0001181	XP_310584.5	XP_016657278.1
OG0001182	XP_320209.4	XP_016657683.1
OG0001183	XP_001237762.2	XP_029343309.1, XP_016658013.1
OG0001184	XP_003436481.1, XP_558879.4, XP_003436480.1	XP_016659463.1
OG0001185	XP_317794.3, XP_557418.3, XP_309856.4, XP_554727.1	XP_016660106.1, XP_016660104.1, XP_016660111.1
OG0001186	XP_001237242.1	XP_016660542.1, XP_016660541.1
OG0001187	XP_001230352.1, XP_321322.5	XP_016661530.1, XP_029346066.1
OG0001189	XP_556172.2	XP_029343923.1
OG0001190	XP_314805.4	XP_029344471.1
OG0001191	XP_559733.2, XP_309365.2	XP_029346223.1
OG0001193	XP_320433.1	XP_029346928.1, XP_029346927.1, XP_029346926.1, XP_029346925.1
OG0001214	XP_003437198.1, XP_003437199.1, XP_003437197.1, XP_318298.5, XP_003437202.1, XP_003437203.1, XP_003437201.1, XP_003437200.1	NP_001153813.1, NP_001153811.1, NP_001153812.1
OG0001215	XP_315584.3	NP_001153873.1, XP_029347957.1
OG0001216	XP_319631.4	NP_001153944.1, XP_003249047.1
OG0001217	XP_001237272.3	NP_001155454.1
OG0001218	XP_311542.4	NP_001155457.1, XP_008179466.1
OG0001219	XP_321594.5	NP_001155464.1, XP_001949090.1, XP_003248969.1
OG0001220	XP_317914.3, XP_320417.3	NP_001155533.1
OG0001221	XP_311899.3	NP_001155577.1
OG0001221	XP_313849.2	XP_001951050.1
OG0001222	XP_321456.5, XP_003435893.1	NP_001155665.2, NP_001156815.1
OG0001223	XP_311768.3	XP_008182091.1, NP_001155667.1
OG0001224	XP_315115.4	NP_001156103.1
OG0001225	XP_003437152.1, XP_309141.2, XP_001688166.1	NP_001156193.1
OG0001226	XP_557147.3	NP_001156283.1, XP_029341458.1, XP_008184693.1, XP_008184699.1, XP_008184694.1
OG0001227	XP_308208.3, XP_308302.4	XP_029345469.1, XP_001951546.1, NP_001280401.1, NP_001233110.1, XP_001948920.1
OG0001228	XP_308185.4	XP_001947886.1, NP_001280309.1
OG0001229	XP_321154.5, XP_561425.4	NP_001280441.1
OG0001230	XP_306740.3, XP_555129.1	XP_008184848.1, NP_001280446.1
OG0001231	XP_316842.5	XP_001943183.2, XP_008186393.1
OG0001231	XP_319125.4	NP_001313598.1
OG0001232	XP_317470.4	XP_001942726.2, XP_001942882.2, XP_029342527.1, XP_016659130.1, XP_008182073.1, XP_001950130.3
OG0001233	XP_564861.2	XP_001944566.2, XP_016662541.1
OG0001233	XP_309343.4	XP_016657430.1, XP_001943267.2
OG0001234	XP_318427.5	XP_001943476.2
OG0001235	XP_001688180.1, XP_309345.4, XP_321411.3, XP_306016.2, XP_308522.4	XP_001943482.2, XP_001943535.1, XP_001944129.2
OG0001236	XP_308646.4	XP_001944534.1
OG0001237	XP_316118.4, XP_001688780.1, XP_001688779.1	XP_029343933.1, XP_001945027.2, XP_003245282.1, XP_003245283.1
OG0001238	XP_311357.4	XP_008188368.1, XP_001945158.2, XP_001950494.2
OG0001239	XP_307938.5	XP_001945277.2, XP_008183013.1, XP_016656349.1
OG0001240	XP_318582.3	XP_001945375.1
OG0001241	XP_320914.4	XP_029343094.1, XP_029343095.1, XP_001946090.2
OG0001242	XP_308221.4	XP_001946147.2
OG0001244	XP_001689367.1	XP_001946280.2
OG0001245	XP_321648.3	XP_001946431.1
OG0001246	XP_310077.4	XP_001947027.2
OG0001247	XP_321174.5	XP_001951687.2, XP_003243969.1, XP_001947095.2, XP_008182260.1
OG0001248	XP_310021.4	XP_008180352.1, XP_001947336.2
OG0001249	XP_320124.6, XP_312729.4	XP_008179609.1, XP_001947420.1
OG0001250	XP_003436645.1, XP_308104.5	XP_001947917.2
OG0001251	XP_310489.5, XP_001688288.2	XP_029344523.1, XP_029344522.1
OG0001252	XP_310427.5, XP_317580.4, XP_321111.3	XP_001948261.1
OG0001253	XP_308343.4	XP_001948411.2, XP_008187442.1
OG0001254	XP_320968.4	XP_001948594.2
OG0001255	XP_564170.3	XP_001948774.2
OG0001256	XP_560153.3, XP_003437143.1	XP_001949446.1
OG0001257	XP_562833.3, XP_003436381.1, XP_562831.2, XP_003436380.1	XP_001949480.1
OG0001258	XP_310177.3	XP_001949498.2
OG0001259	XP_311427.4	XP_001949584.1, XP_008184333.1, XP_003242568.1
OG0001260	XP_308216.2	XP_001950152.1
OG0001261	XP_320145.3	XP_001950183.1
OG0001262	XP_312902.5, XP_001237504.2	XP_001950417.1
OG0001263	XP_318757.4	XP_001950431.1
OG0001264	XP_317955.4	XP_001950522.1, XP_016657964.1
OG0001265	XP_559898.3	XP_029347050.1, XP_001950878.2
OG0001267	XP_314507.4, XP_317303.4	XP_001951732.1
OG0001268	XP_310216.4, XP_310215.4	XP_001952629.1, XP_008187935.1
OG0001269	XP_309316.4	XP_003240957.1
OG0001270	XP_307773.4	XP_003241121.1
OG0001271	XP_310015.4	XP_029348701.1, XP_003241405.1, XP_029344880.1
OG0001271	XP_312449.4	XP_029342269.1, XP_029342268.1
OG0001272	XP_316157.2	XP_003242523.1, XP_016657578.1, XP_016657577.1, XP_029347236.1, XP_029345765.1
OG0001273	XP_310979.5	XP_029341105.1, XP_003243017.1
OG0001274	XP_312084.5	XP_029347052.1
OG0001277	XP_552532.3	XP_003243733.1
OG0001278	XP_321063.5	XP_003244422.1
OG0001279	XP_311100.5	XP_008183368.1, XP_003244722.1
OG0001280	XP_319604.4	XP_003245599.2
OG0001281	XP_001237136.2, XP_003435739.1	XP_003246179.1
OG0001282	XP_001688070.1	XP_003248149.1
OG0001283	XP_313998.3	XP_003248478.1
OG0001284	XP_001689151.1, XP_001689162.1	XP_008182531.1, XP_003248714.1
OG0001286	XP_318853.2	XP_008178165.1
OG0001287	XP_551001.4	XP_008178607.1
OG0001288	XP_024667093.1, XP_310977.5	XP_008181487.1, XP_008182181.1, XP_008182182.1, XP_029347449.1
OG0001289	XP_003437137.1, XP_309110.3	XP_008181498.1
OG0001290	XP_311436.4	XP_016657448.1, XP_008181527.1
OG0001291	XP_313145.5	XP_029343815.1, XP_008184750.1, XP_008184749.1
OG0001292	XP_308278.3	XP_029343143.1, XP_008185152.1
OG0001293	XP_311898.4	XP_008185156.1
OG0001294	XP_321341.3	XP_008186956.1
OG0001295	XP_314005.4, XP_001688503.1, XP_001688504.1	XP_008187592.1
OG0001296	XP_564508.3, XP_001687851.1, XP_001687850.1	XP_016660995.1, XP_016660987.1
OG0001298	XP_308149.4	XP_016657557.1
OG0001300	XP_314929.3	XP_016660087.1
OG0001301	XP_310852.4	XP_016660634.1, XP_016660633.1
OG0001302	XP_310129.4	XP_016662733.1
OG0001303	XP_320455.4	XP_029341792.1
OG0001304	XP_001237568.1	XP_029342867.1
OG0001305	XP_308312.4, XP_001687892.1, XP_308314.4	XP_029348564.1, XP_029342894.1
OG0001306	XP_318367.5, XP_003436659.1, XP_003436658.1	XP_029344330.1
OG0001307	XP_319802.4	XP_029345291.1
OG0001307	XP_001237138.3	XP_029345473.1
OG0001308	XP_565909.3	XP_029346361.1, XP_029346360.1
OG0001328	XP_321026.4	NP_001127773.1, XP_029341919.1
OG0001329	XP_308396.4	NP_001155492.1, XP_029344755.1
OG0001330	XP_320278.2	NP_001155497.1, XP_008186537.1
OG0001331	XP_310307.5, XP_003436600.1	NP_001155755.1
OG0001332	XP_308202.3	XP_001952298.1, NP_001155769.1
OG0001333	XP_312171.3	NP_001155777.1
OG0001334	XP_555006.1, XP_001238801.1	NP_001191927.1, NP_001156237.1
OG0001335	XP_316939.3	XP_016663531.1, NP_001156244.1
OG0001336	XP_317297.3	XP_003244203.1
OG0001336	XP_310039.4	NP_001156313.1
OG0001337	XP_313722.3	NP_001191891.1
OG0001338	XP_316877.5	NP_001191907.1, XP_008181953.1
OG0001339	XP_310597.2	XP_016662840.1, XP_016660308.1, NP_001280409.1, NP_001280286.1
OG0001340	XP_551371.1, XP_003435845.1, XP_003435844.1	NP_001280445.1
OG0001341	XP_320076.4, XP_320077.4	NP_001313591.2
OG0001342	XP_320130.3	XP_001942660.2, XP_008185917.1, XP_029346331.1, XP_016662253.1, XP_016662252.1
OG0001343	XP_308170.4	XP_001942773.2
OG0001344	XP_314163.4	XP_016660225.1, XP_001943014.1
OG0001345	XP_315997.4	XP_001943716.2
OG0001346	XP_322022.5	XP_001943720.2, XP_029345723.1, XP_029345724.1
OG0001347	XP_001687935.1, XP_001687938.1	XP_001944211.2, XP_016658906.1
OG0001348	XP_321887.4	XP_001944238.2
OG0001349	XP_003436725.1, XP_003436724.1, XP_003436723.1	XP_001944356.1
OG0001350	XP_001230796.3	XP_001944460.2
OG0001351	XP_321338.3	XP_001945250.1
OG0001352	XP_003436441.1, XP_553315.4	XP_001945276.1
OG0001353	XP_001238315.2	XP_001945743.2, XP_008186641.1
OG0001354	XP_315356.3	XP_001945744.2
OG0001355	XP_313397.5	XP_008189594.1, XP_001946293.2
OG0001356	XP_315694.1	XP_003244441.1, XP_001946367.2, XP_016659772.1
OG0001357	XP_557821.3	XP_001947400.1
OG0001359	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3	XP_001947632.1
OG0001361	XP_003436721.1	XP_001947660.2
OG0001362	XP_310355.6	XP_001947761.1
OG0001363	XP_003437112.1, XP_316789.3	XP_001947957.1
OG0001364	XP_310270.2	XP_003241886.1, XP_001948070.1, XP_016656778.1, XP_029344899.1, XP_008179197.1
OG0001365	XP_317619.4	XP_001948118.2
OG0001366	XP_308172.4	XP_001950714.1
OG0001367	XP_318458.3, XP_314722.4, XP_314725.4, XP_314724.4	XP_001948202.2, XP_003247502.1, XP_001951248.1
OG0001368	XP_312656.5	XP_001948360.1
OG0001369	XP_308535.4	XP_001948582.1
OG0001370	XP_319250.4	XP_001948788.2, XP_008187828.1
OG0001371	XP_316138.4	XP_001948959.2
OG0001372	XP_316026.3	XP_001949037.2
OG0001373	XP_003437187.1, XP_318273.4	XP_001949375.2, XP_029342280.1
OG0001374	XP_314564.3	XP_003244126.1, XP_003240930.1, XP_001949438.1, XP_003247548.1
OG0001375	XP_316578.4, XP_001237835.2, XP_316574.4	XP_001949712.2
OG0001376	XP_003437121.1	XP_001949866.1, XP_029343706.1
OG0001377	XP_312215.3	XP_016657316.1, XP_001951160.1
OG0001378	XP_320419.3	XP_001951169.1
OG0001379	XP_319268.2	XP_001951442.2, XP_003248624.2
OG0001380	XP_307876.4	XP_001951739.1
OG0001381	XP_316621.3, XP_001688925.1	XP_001952158.1, XP_003244080.1
OG0001382	XP_319318.3	XP_001952349.1, XP_029347207.1
OG0001383	XP_316646.4	XP_001952705.1
OG0001384	XP_320637.3	XP_003241026.1
OG0001385	XP_314364.3	XP_003242732.1
OG0001386	XP_314061.4	XP_003242991.1, XP_029342070.1
OG0001387	XP_319589.4	XP_003243016.1
OG0001388	XP_321258.5, XP_003435949.1	XP_003243736.1
OG0001389	XP_309533.4, XP_001688850.1, XP_316369.3	XP_003243952.1
OG0001390	XP_319294.4	XP_003245614.1
OG0001391	XP_316352.3	XP_003246597.1
OG0001393	XP_316059.4	XP_003246906.1
OG0001394	XP_311608.4	XP_003247560.1
OG0001395	XP_308628.5	XP_003248979.1, XP_029343280.1, XP_029343286.1
OG0001396	XP_319240.5	XP_008178335.1, XP_029341036.1, XP_029341085.1, XP_008184856.2
OG0001397	XP_313548.1, XP_003436890.1	XP_029346232.1, XP_008178482.1, XP_016656264.1, XP_016656263.1, XP_016656261.1
OG0001398	XP_310956.5, XP_003436931.1, XP_003436932.1	XP_008179523.1
OG0001399	XP_001230873.3, XP_313089.4	XP_008180076.2, XP_008180968.1, XP_008181458.1
OG0001400	XP_317549.3, XP_317551.4, XP_317550.3	XP_008180537.1
OG0001401	XP_315885.2	XP_008182079.1
OG0001402	XP_316681.4	XP_008183444.1, XP_008183443.1
OG0001403	XP_003436814.1, XP_313732.5	XP_008183955.3
OG0001404	XP_317751.3	XP_008184962.1
OG0001405	XP_321345.3, XP_321346.4	XP_008185959.1
OG0001406	XP_313862.4	XP_008186629.1
OG0001407	XP_320518.4	XP_008186697.1
OG0001408	XP_003437018.1, XP_565822.3	XP_008186789.1
OG0001409	XP_001688370.2	XP_008187143.1
OG0001410	XP_314486.1	XP_008187332.1
OG0001413	XP_309850.3, XP_311009.5	XP_016659809.1, XP_016659807.1, XP_016659808.1
OG0001414	XP_317350.4	XP_016659986.1
OG0001415	XP_001688819.1, XP_316253.4	XP_029344125.1, XP_029342285.1, XP_016662874.1
OG0001416	XP_317647.4, XP_555667.3	XP_029341813.1
OG0001417	XP_308151.4	XP_029342475.1
OG0001418	XP_314941.3	XP_029342978.1
OG0001419	XP_559774.3, XP_001688271.1, XP_310221.4	XP_029343365.1
OG0001420	XP_321838.4, XP_001688621.2	XP_029343491.1
OG0001421	XP_551368.4	XP_029348214.1
OG0001422	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4	XP_029344365.1
OG0001423	XP_001687887.1	XP_029345673.1
OG0001424	XP_307921.4	XP_029346038.1, XP_029346037.1
OG0001425	XP_565883.4	XP_029346380.1
OG0001426	XP_319732.4	XP_029346658.1
OG0001427	XP_320403.3	XP_029347149.1
OG0001453	XP_310188.3	NP_001155561.1, XP_008185637.1
OG0001455	XP_314502.4, XP_314504.3	NP_001155669.1
OG0001456	XP_320465.2	XP_008180851.1, NP_001155699.1
OG0001457	XP_311700.3	NP_001155732.1
OG0001458	XP_320742.3	NP_001155827.1
OG0001459	XP_320168.4, XP_308453.3	NP_001156046.1
OG0001460	XP_313156.2	NP_001156079.1
OG0001461	XP_321733.4	NP_001156162.1
OG0001462	XP_003436675.1, XP_318432.4	NP_001156167.1
OG0001463	XP_309942.4	XP_029341941.1, NP_001156195.1
OG0001464	XP_318672.4, XP_321135.5	NP_001156433.1, XP_008186733.1
OG0001465	XP_311607.2	NP_001156833.1
OG0001466	XP_312403.4	XP_008180032.1, NP_001161683.1
OG0001467	XP_554016.3	NP_001191928.1
OG0001468	XP_317127.3	NP_001191993.1, XP_008189445.3
OG0001469	XP_311746.4	XP_008181788.1, NP_001233056.1
OG0001470	XP_001230998.1, XP_001230999.1, XP_316361.2	XP_008187948.1, NP_001280297.1
OG0001471	XP_314721.3	XP_008183781.1, NP_001280339.1, XP_008189101.1, XP_003242907.1
OG0001472	XP_319592.3, XP_316821.4	NP_001280353.1
OG0001473	XP_557363.3	NP_001280376.1, XP_008185857.1
OG0001474	XP_312327.5	XP_029342002.1, NP_001280448.1
OG0001477	XP_557954.2	XP_001942920.4
OG0001478	XP_311138.3	XP_001942958.2, XP_029342966.1, XP_016660334.1, XP_008180779.1
OG0001479	XP_315576.4	XP_001942962.2
OG0001480	XP_551238.2	XP_001943003.1
OG0001481	XP_559127.3	XP_001943151.1
OG0001482	XP_003436902.1	XP_001943496.2
OG0001483	XP_001237195.3	XP_001943861.2
OG0001484	XP_313559.5, XP_003436773.1, XP_551109.3	XP_001944106.1
OG0001485	XP_321013.4, XP_557938.3	XP_001944507.2
OG0001486	XP_308949.4	XP_029341194.1, XP_001944825.2
OG0001487	XP_314027.4	XP_016661816.1, XP_001945106.1
OG0001488	XP_309709.4	XP_001945549.2
OG0001489	XP_308327.4, XP_001687895.1	XP_001945732.1
OG0001490	XP_311001.5	XP_001945791.2, XP_003247638.1
OG0001492	XP_311683.4	XP_001948802.2, XP_008187152.1, XP_008187153.1, XP_001946302.1
OG0001493	XP_001237650.2, XP_001237649.2	XP_029343846.1, XP_001946376.2, XP_008183135.1
OG0001494	XP_308673.4	XP_001946881.2
OG0001495	XP_001237569.1	XP_029344154.1
OG0001496	XP_308382.3, XP_003437212.1	XP_008185249.2, XP_001946961.1
OG0001497	XP_309507.4	XP_001947222.2
OG0001498	XP_315666.4	XP_008181337.1, XP_001947275.1, XP_029347822.1, XP_008180982.1, XP_008181925.2
OG0001499	XP_562960.3	XP_001947444.2
OG0001500	XP_307953.2	XP_001947553.2
OG0001501	XP_315768.3, XP_556409.3	XP_001947628.2
OG0001502	XP_315785.4	XP_001947678.4
OG0001503	XP_318862.3	XP_001947953.1
OG0001504	XP_316013.4	XP_001948087.2, XP_016662592.1
OG0001505	XP_321148.5	XP_001948092.2
OG0001507	XP_313800.4	XP_001949195.2, XP_003243935.1
OG0001508	XP_310944.5	XP_016657823.1, XP_003242760.1, XP_003242759.1, XP_008180467.1, XP_029344178.1, XP_001949221.1
