Orthogroup	Anopheles_gambiae	Bombus_terrestris
OG0001783	XP_308171.3	XP_003396718.1, XP_012165809.1, XP_012165808.1, XP_012165807.1
OG0001784	XP_309682.2	XP_003401806.1
OG0001785	XP_312844.5, XP_003436412.1	XP_003395116.1
OG0001786	XP_320389.2	XP_003392945.1
OG0001787	XP_313766.4	XP_020720625.1, XP_020720624.1
OG0001789	XP_316740.1	XP_003395844.1, XP_012164378.1
OG0001790	XP_003436834.1, XP_313819.4	XP_003401366.1
OG0001791	XP_313615.4	XP_003393839.1
OG0001792	XP_317364.3	XP_003399958.1, XP_012170604.1
OG0001793	XP_317244.3	XP_003402969.1, XP_020723662.1
OG0001794	XP_317897.4	XP_012175686.1
OG0001796	XP_320948.2	XP_012170329.1, XP_003399743.1, XP_020721616.1, XP_020721618.1, XP_020721617.1
OG0001797	XP_320213.4	XP_003395326.1
OG0001799	XP_317542.4	XP_012174111.1
OG0001800	XP_322025.4	XP_012166902.1, XP_012166880.1, XP_012166891.1
OG0001801	XP_003437184.1, XP_309240.5	XP_012174507.1, XP_003402738.1, XP_003402739.1, XP_012174508.1
OG0001802	XP_311303.4	XP_003402666.1
OG0001803	XP_319394.3	XP_003394992.1
OG0001804	XP_309016.3	XP_003395499.1
OG0001805	XP_001230802.2, XP_311500.4	XP_003400759.1, XP_012171673.1
OG0001806	XP_001237938.1	XP_003397962.1, XP_012167682.1, XP_012167681.1
OG0001807	XP_001688881.1	XP_020718627.1
OG0001808	XP_321112.5	XP_003402677.1
OG0001809	XP_310183.4	XP_012165059.1, XP_012165058.1, XP_012165060.1, XP_003396269.1, XP_012165062.1, XP_012165061.1
OG0001810	XP_311361.4	XP_012166332.1, XP_020719846.1
OG0001811	XP_320972.5	XP_003394300.1, XP_012176139.1, XP_012176141.1
OG0001812	XP_307843.4	XP_012176057.1
OG0001813	XP_318213.4	XP_020722967.1
OG0001814	XP_316569.3	XP_012167262.1
OG0001815	XP_309558.3	XP_003398391.1
OG0001816	XP_320770.4	XP_012167599.1
OG0001818	XP_310323.5	XP_003402009.3
OG0001820	XP_307539.4, XP_311694.5	XP_003400487.1
OG0001821	XP_321552.2	XP_012168176.1
OG0001822	XP_318935.4	XP_003397120.1
OG0001823	XP_319031.4	XP_020723048.1, XP_020723050.1, XP_020723049.1, XP_003401969.1, XP_020723047.1
OG0001824	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1	XP_012175669.1, XP_012175668.1
OG0001825	XP_309761.4	XP_003402628.1, XP_012174364.1
OG0001826	XP_316335.3	XP_012165837.1
OG0001827	XP_312964.5	XP_020718591.1
OG0001828	XP_319800.4	XP_003396608.1
OG0001829	XP_320391.3	XP_012167101.1, XP_003397757.1, XP_012167103.1
OG0001830	XP_321851.5	XP_012163799.1
OG0001831	XP_311880.3	XP_003400613.1
OG0001832	XP_312521.5	XP_012172145.1
OG0001833	XP_315521.4	XP_020723685.1
OG0001834	XP_319184.4	XP_003398732.1
OG0001835	XP_314022.4, XP_558527.3	XP_020724312.1, XP_003394539.1
OG0001836	XP_003437135.1, XP_560130.4	XP_020722197.1
OG0001837	XP_321014.5	XP_003399110.1
OG0001838	XP_321088.3	XP_020723901.1
OG0001839	XP_003436136.1, XP_312480.4	XP_020722868.1, XP_003401813.1
OG0001840	XP_318482.1	XP_020718619.1, XP_020718618.1, XP_012163818.1
OG0001841	XP_001688202.2, XP_311414.4	XP_012164434.1
OG0001842	XP_320512.3	XP_012175625.1, XP_003393929.1
OG0001843	XP_307776.4	XP_003397935.2
OG0001844	XP_312568.5	XP_012171719.1
OG0001845	XP_319417.2	XP_003403150.1
OG0001846	XP_001688620.2	XP_012164000.1, XP_003395563.1
OG0001847	XP_310788.4	XP_012169900.1, XP_012169901.1
OG0001848	XP_308873.2	XP_012165602.1
OG0001850	XP_319034.3	XP_012171746.1, XP_012171742.1
OG0001851	XP_317298.4	XP_020723222.1
OG0001852	XP_310775.5	XP_003399053.1
OG0001853	XP_319487.4	XP_012167082.1, XP_003397746.1
OG0001854	XP_309469.4	XP_020721440.1
OG0001855	XP_307994.5, XP_003436054.1	XP_003399763.1
OG0001856	XP_313353.5	XP_020720076.1, XP_003397691.1, XP_003397692.1, XP_012167076.1
OG0001859	XP_001238249.2	XP_020721780.1, XP_003400041.1
OG0001860	XP_320308.4	XP_020724120.1, XP_012176485.1
OG0001861	XP_321709.4	XP_003395799.1
OG0001862	XP_003435833.1, XP_003435834.1, XP_321690.5	XP_003402741.1
OG0001863	XP_309095.4	XP_003403094.1, XP_020723756.1
OG0001864	XP_317269.4	XP_003400310.2
OG0001865	XP_319334.2	XP_003396733.1
OG0001866	XP_315330.3	XP_003400738.1, XP_012171685.1
OG0001867	XP_312464.4	XP_003395491.1, XP_012163773.1
OG0001868	XP_003436044.1, XP_308030.5	XP_003399145.1
OG0001869	XP_318045.3	XP_020722546.1, XP_012172753.1, XP_012172752.1
OG0001870	XP_313568.2	XP_003396159.1
OG0001871	XP_312619.4	XP_003395955.1
OG0001872	XP_312232.5, XP_003436213.1	XP_020718454.1, XP_020718453.1
OG0001873	XP_321783.5	XP_003397149.1
OG0001875	XP_311329.5	XP_012172058.1
OG0001876	XP_321464.5	XP_012170049.1, XP_020724042.1
OG0001877	XP_319571.4	XP_012172674.1, XP_012172673.1
OG0001878	XP_311975.4, XP_320738.4	XP_012173694.1
OG0001879	XP_317011.3	XP_003402822.1, XP_020723582.1, XP_012174663.1
OG0001880	XP_003436040.1, XP_308045.4	XP_020719900.1
OG0001882	XP_311133.5	XP_020723486.1
OG0001883	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3	XP_012165830.2
OG0001884	XP_001689191.1	XP_012170838.1, XP_012170840.1
OG0001885	XP_313002.4	XP_012172541.1
OG0001886	XP_309838.4	XP_012163216.1
OG0001887	XP_317002.4, XP_553715.3	XP_012163198.2
OG0001888	XP_317311.2	XP_003400444.2, XP_012171333.2
OG0001889	XP_307262.4	XP_012165296.2
OG0001890	XP_316301.2	XP_012171174.1
OG0001891	XP_320814.4	XP_003395463.2, XP_020718820.1
OG0001892	XP_309357.2	XP_012164302.1, XP_012164303.1, XP_003395777.1, XP_020718910.1
OG0001893	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1	XP_020720670.1
OG0001894	XP_001688928.1, XP_316628.4	XP_003396804.1, XP_012165942.1
OG0001895	XP_308248.4	XP_012171279.1
OG0001896	XP_307242.4, XP_319188.4	XP_003398079.2
OG0001897	XP_313366.5	XP_020721715.1
OG0001898	XP_321435.4	XP_003401344.1
OG0001899	XP_308974.4	XP_012169278.1
OG0001900	XP_316978.4	XP_020720219.1
OG0001901	XP_306805.2, XP_309655.5	XP_003399090.1
OG0001902	XP_003436023.1, XP_550721.4	XP_003401222.1
OG0001903	XP_001687821.1	XP_012167277.1, XP_012167276.1, XP_012167275.1
OG0001904	XP_312286.5	XP_020718828.1
OG0001905	XP_562663.4	XP_020718687.1, XP_020718689.1
OG0001908	XP_001237469.3	XP_012174753.1, XP_020723678.1
OG0001909	XP_316909.4	XP_012163976.1, XP_012163981.1
OG0001910	XP_001688999.1	XP_003393740.1
OG0001912	XP_318591.3	XP_012176160.1, XP_003394320.1
OG0001913	XP_312163.5	XP_012173557.1, XP_003394255.1
OG0001914	XP_556085.3	XP_012170785.1
OG0001915	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1	XP_020718690.1
OG0001916	XP_308004.3	XP_012175902.1
OG0001917	XP_564245.2	XP_003393608.1, XP_012171519.1
OG0001919	XP_317505.2, XP_001237937.1	XP_012174402.1, XP_012176234.1
OG0001921	XP_320502.4	XP_003397990.1
OG0001922	XP_319376.3	XP_012176104.2, XP_020718243.1
OG0001923	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1	XP_012170503.1
OG0001924	XP_314937.4	XP_003398628.2
OG0001925	XP_321757.5	XP_012170179.1
OG0001926	XP_318244.2	XP_012173271.1
OG0001927	XP_317044.4	XP_003399747.1
OG0001928	XP_315547.4	XP_003398327.1
OG0001929	XP_317454.4	XP_003398057.1, XP_020720626.1
OG0001930	XP_321897.3	XP_003398513.1
OG0001931	XP_311435.4	XP_012171830.1, XP_003393631.1
OG0001933	XP_307887.5	XP_012165422.1, XP_012165421.1
OG0001934	XP_311532.4	XP_003394468.2
OG0001936	XP_318100.4	XP_012173303.1, XP_012173302.1
OG0001937	XP_001689103.1, XP_554647.3, XP_318122.4	XP_020720206.1
OG0001938	XP_558769.4	XP_003401291.1
OG0001939	XP_552338.3	XP_003402091.1
OG0001941	XP_319987.4	XP_012175979.1, XP_012175978.1
OG0001942	XP_317665.3	XP_003399824.1
OG0001943	XP_003436473.1, XP_557438.4, XP_003436880.1	XP_012174446.1
OG0001944	XP_312420.3	XP_012175128.2
OG0001945	XP_003436058.1	XP_012169355.1
OG0001946	XP_317472.4	XP_012169211.1, XP_003399027.1
OG0001947	XP_001688716.1, XP_315727.4	XP_012168753.1, XP_003398752.1
OG0001949	XP_317607.1	XP_003401656.1
OG0001950	XP_315751.4	XP_020724111.1, XP_020724112.1, XP_012176588.1, XP_012176589.1, XP_003394623.1
OG0001951	XP_566154.4, XP_003436945.1, XP_003436946.1	XP_003401677.1
OG0001952	XP_001688471.1, XP_313906.4	XP_020722982.1
OG0001953	XP_313932.4	XP_003398846.1
OG0001954	XP_321431.4	XP_012169938.1
OG0001959	XP_321366.4, XP_321367.3	XP_012164380.1
OG0001960	XP_311552.4, XP_557151.3	XP_003400117.1
OG0001961	XP_320824.4	XP_012176387.1
OG0001962	XP_001238089.2, XP_307544.3, XP_552919.3	XP_003400081.1
OG0001963	XP_001689287.1	XP_012166488.1
OG0001964	XP_312847.5	XP_012163751.1, XP_003395679.1, XP_012163750.1
OG0001965	XP_317861.4	XP_003396734.1
OG0001966	XP_001688506.1	XP_003400709.1, XP_012171686.1, XP_012171687.1
OG0001967	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2	XP_012164287.1
OG0001968	XP_562672.3	XP_012172059.1
OG0001969	XP_311170.4	XP_003398874.1
OG0001971	XP_001237912.2	XP_003396171.1
OG0001973	XP_311464.4	XP_003402575.2
OG0001974	XP_311480.4	XP_003394604.1
OG0001975	XP_320440.4	XP_003393615.1, XP_020722754.1
OG0001976	XP_311164.5	XP_003396873.1
OG0001977	XP_313368.5	XP_003396921.1
OG0001987	XP_311198.2, XP_003437054.1	XP_020721875.1
OG0001988	XP_320295.4	XP_012174278.1, XP_003402586.1
OG0001989	XP_318823.2, XP_312874.2	XP_003394559.1
OG0001990	XP_313570.3	XP_003396797.1, XP_012165923.1
OG0001991	XP_001237311.3	XP_003403260.1
OG0001992	XP_320931.5	XP_020718241.1, XP_012176117.1, XP_020718242.1
OG0001993	XP_308577.2	XP_003399272.2
OG0001994	XP_312541.3	XP_012166674.1, XP_012166675.1, XP_020719819.1, XP_020719820.1, XP_012166673.1, XP_012166676.1
OG0001996	XP_313220.4	XP_020721178.1, XP_003402524.2
OG0001997	XP_312608.5, XP_003436094.1, XP_313590.2	XP_003401360.1
OG0001998	XP_311821.3, XP_003436372.1	NP_001273373.1
OG0001999	XP_313593.3, XP_003436785.1	XP_003397670.1
OG0002000	XP_001237600.2	XP_012169582.1, XP_012169581.1
OG0002001	XP_315690.3	XP_012166791.1, XP_003393276.1
OG0002002	XP_314684.3	XP_003393361.1, XP_003393360.1
OG0002003	XP_319151.4	XP_012170850.1
OG0002004	XP_312664.3	XP_003395189.1
OG0002005	XP_308337.2	XP_012175836.1
OG0002006	XP_320203.4	XP_020721833.1
OG0002007	XP_315539.4	XP_020723706.1
OG0002009	XP_309809.3	XP_003395439.1
OG0002010	XP_001237747.2	XP_012173985.1
OG0002011	XP_316229.4	XP_012175909.1
OG0002012	XP_317892.4	XP_020721924.1
OG0002013	XP_308133.5	XP_012166513.1
OG0002014	XP_317430.4	XP_012170736.1
OG0002015	XP_317330.3	XP_012164409.1
OG0002016	XP_321554.1	XP_012163724.2, XP_012175579.1
OG0002018	XP_313721.3	XP_003399744.1
OG0002019	XP_316694.4, XP_001688949.1, XP_001688948.1	XP_020721033.1
OG0002020	XP_313841.5, XP_003436836.1	XP_012175271.1, XP_012169541.1
OG0002021	XP_319465.4	XP_012165708.1
OG0002022	XP_565083.3	XP_003393632.1
OG0002023	XP_310822.5	XP_020721751.1
OG0002024	XP_001237567.2	XP_020718300.1
OG0002025	XP_310557.3	XP_020718542.1, XP_012163251.1
OG0002026	XP_309803.3	XP_012168714.1
OG0002027	XP_316518.4	XP_003399759.1
OG0002028	XP_317970.5	XP_003396316.1
OG0002029	XP_003437055.1, XP_003437056.1, XP_311201.5	XP_003399923.1
OG0002032	XP_317803.3	XP_012164220.1
OG0002033	XP_309550.3	XP_020722620.1
OG0002035	XP_320862.4	XP_012165020.1
OG0002036	XP_308782.4	XP_020723250.1
OG0002037	XP_307993.5	XP_003393087.1
OG0002038	XP_311849.4	XP_003403079.1
OG0002039	XP_001237805.2, XP_001688860.1	XP_003400817.1
OG0002041	XP_315504.4	XP_003399954.1, XP_012170615.1
OG0002042	XP_554712.3	XP_012173394.1, XP_012173393.1
OG0002043	XP_321950.5	XP_003397026.1
OG0002044	XP_321470.3	XP_012172337.1, XP_003401337.1
OG0002045	XP_317480.2	XP_012173327.1, XP_003401984.1
OG0002046	XP_001237906.2	XP_003395099.1, XP_012163215.1
OG0002047	XP_321707.4	XP_003397599.1
OG0002048	XP_321719.5	XP_012163263.1, XP_003394909.1
OG0002049	XP_308112.4	XP_020719930.1, XP_020719931.1, XP_020719932.1, XP_020719929.1
OG0002050	XP_308621.4	XP_020719609.1
OG0002051	XP_314258.4	XP_020721347.1, XP_012170528.1
OG0002052	XP_308449.4	XP_003397687.1
OG0002053	XP_318560.4	XP_003393369.1, XP_012167672.1
OG0002055	XP_001688950.1	XP_003398184.3
OG0002056	XP_001688309.2	XP_012175262.1, XP_003403259.1
OG0002057	XP_317676.4	XP_012171573.1, XP_003400607.1
OG0002058	XP_559859.2, XP_559860.3, XP_310052.4, XP_310051.2, XP_310050.3	XP_003398722.1
OG0002059	XP_315936.4	XP_012171417.1, XP_012171415.1, XP_020722155.1
OG0002060	XP_318175.4	XP_012166625.1, XP_012174237.1
OG0002061	XP_314708.4	XP_003394556.1
OG0002062	XP_556050.3	XP_012166002.1, XP_012166000.1
OG0002063	XP_321610.3	XP_020720722.1, XP_020720723.1
OG0002064	XP_308813.4	XP_003400193.1
OG0002065	XP_001237297.2	XP_020722024.1
OG0002066	XP_313794.4	XP_003401098.2
OG0002067	XP_001688412.2, XP_312994.5	XP_012173614.1
OG0002068	XP_001689094.1, XP_318072.4	XP_012167000.1
OG0002069	XP_001231045.2	XP_003397304.1
OG0002070	XP_313822.4	XP_012172718.1, XP_003393685.1, XP_020723878.1
OG0002071	XP_314863.4	XP_003396343.1, XP_020719578.1, XP_012165326.1, XP_012165325.1
OG0002072	XP_319942.4	XP_003397397.1
OG0002073	XP_319719.3	XP_003401796.1
OG0002074	XP_319526.5	XP_003401195.1, XP_012172107.1
OG0002075	XP_003436320.1	XP_012164178.1, XP_003395677.1
OG0002076	XP_310628.3	XP_012173033.1
OG0002077	XP_001688809.1	XP_012175906.1
OG0002078	XP_320005.4	XP_003398915.1
OG0002080	XP_321669.3	XP_003394537.1
OG0002081	XP_318103.3	XP_003401707.1
OG0002082	XP_314465.4	XP_012164880.1
OG0002083	XP_316310.4	XP_003398356.1
OG0002084	XP_308209.4	XP_003394253.1
OG0002085	XP_312904.3, XP_003436417.1	XP_012173883.1, XP_012173884.1
OG0002086	XP_317429.4	XP_003398223.2
OG0002087	XP_307968.3	XP_003402219.1, XP_012173666.1
OG0002088	XP_318048.4	XP_003398059.1
OG0002089	XP_316471.3	XP_003400448.1
OG0002090	XP_555163.3	XP_003399106.1
OG0002091	XP_311401.4	XP_012166228.2
OG0002092	XP_308627.4, XP_320671.2	XP_003399613.1, XP_012169828.1
OG0002093	XP_315440.3	XP_012175804.1
OG0002094	XP_315346.4, XP_001688639.1, XP_001688638.1	XP_003396960.2, XP_020719392.1
OG0002095	XP_315884.3	XP_020719977.1
OG0002096	XP_311504.3	XP_003397507.1
OG0002097	XP_318214.4	XP_012172031.1
OG0002098	XP_319705.4	XP_003398019.1
OG0002099	XP_312981.5	XP_012167336.1
OG0002100	XP_311321.4	XP_003398457.1
OG0002101	XP_001687757.2	XP_012164815.1, XP_012164810.1
OG0002102	XP_311046.4	XP_012173542.1
OG0002103	XP_315784.2	XP_003396939.1
OG0002104	XP_001688375.2	XP_003395611.2
OG0002106	XP_309767.4	XP_012171373.1, XP_012171374.1
OG0002107	XP_552176.3	XP_012174466.1, XP_020723543.1
OG0002108	XP_314584.4	XP_003401299.1
OG0002109	XP_317488.4	XP_003399814.1
OG0002110	XP_552825.2	XP_020722045.1
OG0002111	XP_565089.3	XP_003398297.1
OG0002113	XP_312496.4	XP_012168192.1
OG0002114	XP_321130.3	XP_003395363.1
OG0002115	XP_310531.5	XP_020719053.1
OG0002116	XP_001237253.3, XP_307206.3	XP_012163167.1
OG0002117	XP_317624.2	XP_003395237.1
OG0002119	XP_003436955.1	XP_020719177.1
OG0002120	XP_319974.4	XP_012169173.1, XP_012169172.1, XP_003399010.1
OG0002121	XP_001688347.2, XP_311831.5	XP_012173530.1
OG0002122	XP_003436181.1, XP_312307.1	XP_003397853.1
OG0002123	XP_308093.2	XP_012163125.1, XP_003393038.1
OG0002124	XP_312866.5	XP_012170139.1
OG0002125	XP_003437024.1	XP_003403222.1
OG0002126	XP_001688245.1, XP_320137.2	XP_003392881.1
OG0002127	XP_001688406.2	XP_012175102.1
OG0002128	XP_001689182.1, XP_554046.3	XP_012169128.1
OG0002129	XP_321647.3	XP_003397680.1
OG0002130	XP_311428.3	XP_003393267.1
OG0002131	XP_320082.4	XP_012170282.1
OG0002132	XP_315505.3	XP_020722200.1, XP_003400905.1
OG0002134	XP_312543.3	XP_012175297.1
OG0002136	XP_321353.3	XP_003399148.1
OG0002137	XP_319319.4, XP_317671.4	XP_020723217.1, XP_012173671.1, XP_003402112.1
OG0002138	XP_320305.3	XP_003401060.1
OG0002139	XP_312366.5	XP_020723920.1, XP_020723921.1, XP_020723916.1, XP_020723917.1, XP_020723918.1, XP_020723919.1, XP_003403354.1
OG0002140	XP_001688169.2	XP_012172347.1
OG0002141	XP_317885.4	XP_003397240.2
OG0002142	XP_307498.3, XP_307652.4	XP_020719397.1, XP_003396407.1, XP_012165439.1
OG0002143	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4	XP_003401425.1
OG0002144	XP_001688775.1, XP_316070.4, XP_316071.4	XP_020719229.1
OG0002145	XP_317618.4	XP_003399271.2
OG0002146	XP_558090.3	XP_012169974.1, XP_012169971.1, XP_012169972.1
OG0002147	XP_552208.3	XP_003393843.1
OG0002148	XP_319521.5	XP_020724105.1
OG0002149	XP_320386.4	XP_020722111.1
OG0002150	XP_319190.4	XP_003399089.1, XP_020721237.1
OG0002151	XP_314261.5, XP_317218.3	XP_020721604.1
OG0002152	XP_320850.3	XP_003402295.1
OG0002153	XP_316803.5, XP_315069.4, XP_315070.4	XP_012169359.1
OG0002154	XP_311202.5	XP_012167956.1
OG0002155	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1	XP_020718271.1
OG0002156	XP_001689392.2	XP_020718505.1
OG0002157	XP_315692.4	XP_003396399.1
OG0002158	XP_309519.4	XP_003401534.1
OG0002159	XP_553983.1	XP_003399503.1
OG0002160	XP_311416.4	XP_003399303.1
OG0002162	XP_313322.5, XP_003436528.1, XP_003436527.1	XP_003395599.1
OG0002163	XP_555234.3	XP_003394396.1
OG0002164	XP_321358.5	XP_012171614.1
OG0002165	XP_317301.3	XP_012165262.1
OG0002166	XP_001688407.2	XP_003393619.1
OG0002167	XP_003436986.1, XP_003436987.1, XP_310681.3	XP_003396986.1
OG0002168	XP_320767.3	XP_003402667.1
OG0002169	XP_310382.7	XP_003397046.1
OG0002170	XP_321119.5	XP_012167966.1, XP_003398272.1
OG0002171	XP_319754.4	XP_012168324.1
OG0002172	XP_317137.3	XP_003397998.1, XP_012167727.1
OG0002173	XP_309092.4, XP_001688165.1, XP_309091.4	XP_003393359.1
OG0002175	XP_001688683.1	XP_020721879.1
OG0002178	XP_001688845.1, XP_001688846.1, XP_316357.4	XP_012175342.1
OG0002179	XP_319652.3	XP_003403158.1, XP_012175165.1
OG0002181	XP_001688298.2	XP_020721231.1, XP_020721227.1
OG0002182	XP_003437064.1, XP_003437063.1, XP_001230782.3	XP_020723573.1
OG0002183	XP_561559.5, XP_320218.3	XP_003395421.1, XP_003403020.2
OG0002184	XP_312055.5	XP_020718664.1, XP_020718663.1
OG0002185	XP_001689052.1, XP_317704.4	XP_012173225.1, XP_012173232.1
OG0002186	XP_001688193.1	XP_012165648.1
OG0002187	XP_316330.4	XP_012170202.1
OG0002188	XP_319794.4	XP_020723645.1, XP_020723644.1
OG0002189	XP_310849.4	XP_003401834.2
OG0002190	XP_001230271.1, XP_311887.5	XP_020723814.1, XP_003403216.2
OG0002191	XP_320739.4	XP_012175490.1, XP_020723894.1, XP_003402935.1
OG0002192	XP_308422.4	XP_020718784.1, XP_020718785.1, XP_020718783.1, XP_003395304.1
OG0002193	XP_313823.5	XP_012171741.1
OG0002194	XP_314361.4	XP_003396914.1
OG0002195	XP_310712.4	XP_020721216.1
OG0002196	XP_317678.4	XP_020722051.1, XP_020722053.1
OG0002197	XP_309356.4	XP_012164296.1
OG0002198	XP_310467.4	XP_003394864.2, XP_012163149.1, XP_012163700.1
OG0002200	XP_557488.3	XP_020719959.1
OG0002202	XP_309618.5	XP_020723131.1
OG0002203	XP_310969.5	XP_020724035.1
OG0002204	XP_001237526.3, XP_001237527.1	XP_003395797.1
OG0002206	XP_557337.3	XP_003396954.1, XP_012166119.1
OG0002208	XP_320208.3	XP_003402991.2, XP_003400017.1
OG0002209	XP_318642.4, XP_318640.4	XP_012170485.1
OG0002211	XP_551778.3	XP_012168572.1, XP_003398773.1
OG0002212	XP_564794.2	XP_012167090.1
OG0002213	XP_001237956.2	XP_003396114.1
OG0002214	XP_317162.4	XP_020723657.1
OG0002215	XP_308755.4	XP_003395786.2
OG0002217	XP_003435960.1	XP_020724230.1, XP_020724231.1, XP_020724229.1, XP_003394109.1
OG0002218	XP_321523.2	XP_012170524.1
OG0002219	XP_003436745.1, XP_313135.5	XP_003398702.1
OG0002220	XP_557597.1, XP_001688608.1	XP_012164094.1, XP_012164095.1, XP_020718886.1, XP_020718887.1, XP_003395628.1, XP_012164096.1
OG0002221	XP_310676.4	XP_020721102.1, XP_003398974.1
OG0002222	XP_308280.4	XP_020720811.1, XP_020720810.1
OG0002223	XP_315341.4	XP_012167134.1, XP_012167178.1, XP_012167141.1, XP_012167148.1, XP_012167155.1, XP_012167176.1
OG0002224	XP_314710.3	XP_003393728.1
OG0002225	XP_319775.4	XP_003400177.1, XP_012170927.1
OG0002226	XP_320574.3	XP_012170777.1
OG0002236	XP_309993.2	XP_012171143.1
OG0002237	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5	XP_003399456.1
OG0002238	XP_317555.2	XP_003402429.1, XP_012174160.1
OG0002239	XP_308566.3	XP_012176577.1, XP_020724198.1
OG0002240	XP_315788.3, XP_001237711.2	XP_003401632.1
OG0002241	XP_312471.3	XP_003401193.1
OG0002242	XP_310166.4	XP_003398820.1
OG0002243	XP_313924.3, XP_306148.3	XP_003396956.1, XP_003396955.1
OG0002244	XP_311180.4	XP_003401954.1
OG0002245	XP_001230648.1	XP_012176151.1, XP_003394308.1, XP_020724287.1
OG0002246	XP_001237771.2	XP_003399975.1
OG0002247	XP_003436456.1, XP_314262.3	XP_020718395.1, XP_003394747.1
OG0002248	XP_003436990.1, XP_003436991.1, XP_310673.3	XP_003394614.1
OG0002249	XP_316650.2	XP_003396657.1, XP_003396658.1
OG0002250	XP_310463.5	XP_003399678.1
OG0002251	XP_315763.2	XP_012165548.1
OG0002252	XP_312090.2	XP_003402152.1
OG0002253	XP_316087.3	XP_003394217.1
OG0002254	XP_320351.1	XP_012174509.1
OG0002255	XP_311468.4	XP_003393011.1
OG0002256	XP_559218.3	XP_012173188.1
OG0002257	XP_308307.3	XP_003393017.1
OG0002258	XP_320160.4	XP_012170780.1
OG0002259	XP_317057.2	XP_003399854.1
OG0002260	XP_312002.3	XP_012167154.1
OG0002261	XP_311027.3, XP_316597.3	XP_012164260.1
OG0002262	XP_315699.3	XP_003395935.1, XP_003395936.1
OG0002263	XP_312386.4	XP_003401430.1
OG0002264	XP_316411.4, XP_001237806.2	XP_012171855.1
OG0002265	XP_312939.4, XP_310968.2	XP_003396589.1, XP_020719453.1
OG0002266	XP_319132.3	XP_012175141.1
OG0002267	XP_001688045.1, XP_308614.3	XP_003395040.1, XP_012163434.1
OG0002268	XP_315357.1	XP_003395217.3, XP_020718474.1
OG0002269	XP_001688552.1, XP_314288.4	XP_020719505.1
OG0002270	XP_320933.5, XP_003436033.1	XP_012175941.1
OG0002271	XP_308770.3	XP_003399946.1
OG0002272	XP_317306.3	XP_003396223.1
OG0002273	XP_317620.3	XP_012174353.1
OG0002275	XP_316827.4	XP_012167014.1, XP_012167013.1, XP_003397493.1, XP_012167015.1, XP_012167016.1, XP_012167017.1
