Orthogroup	Anopheles_gambiae	Osmia_bicornis
OG0001765	XP_001231186.2	XP_029039005.1, XP_029039004.1, XP_029039003.1
OG0001768	XP_001230640.2	XP_029039800.1
OG0001769	XP_320186.4	XP_029034136.1
OG0001775	XP_001689282.1	XP_029042334.1, XP_029042333.1
OG0001776	XP_560736.1, XP_311363.2, XP_307325.4	XP_029052622.1
OG0001777	XP_311275.2	XP_029033694.1, XP_029033498.1
OG0001778	XP_003437154.1, XP_560169.2, XP_312560.3	XP_029036678.1
OG0001779	XP_308598.4, XP_001688027.1	XP_029040462.1
OG0001780	XP_314488.4	XP_029050706.1
OG0001781	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1	XP_029053291.1
OG0001782	XP_315090.2	XP_029048493.1
OG0001783	XP_308171.3	XP_029047303.1
OG0001784	XP_309682.2	XP_029050306.1
OG0001785	XP_312844.5, XP_003436412.1	XP_029045993.1, XP_029046001.1
OG0001786	XP_320389.2	XP_029037857.1, XP_029037856.1
OG0001787	XP_313766.4	XP_029050564.1, XP_029050565.1, XP_029050563.1
OG0001789	XP_316740.1	XP_029036577.1, XP_029036575.1
OG0001790	XP_003436834.1, XP_313819.4	XP_029050003.1, XP_029050002.1
OG0001791	XP_313615.4	XP_029041575.1, XP_029041576.1
OG0001792	XP_317364.3	XP_029033135.1, XP_029033137.1
OG0001793	XP_317244.3	XP_029050447.1
OG0001794	XP_317897.4	XP_029041647.1, XP_029041595.1
OG0001796	XP_320948.2	XP_029045166.1
OG0001797	XP_320213.4	XP_029042045.1
OG0001799	XP_317542.4	XP_029046350.1
OG0001800	XP_322025.4	XP_029047399.1
OG0001801	XP_003437184.1, XP_309240.5	XP_029042699.1
OG0001802	XP_311303.4	XP_029043170.1
OG0001803	XP_319394.3	XP_029042974.1, XP_029042973.1, XP_029042972.1, XP_029042971.1
OG0001804	XP_309016.3	XP_029036643.1
OG0001805	XP_001230802.2, XP_311500.4	XP_029043315.1
OG0001806	XP_001237938.1	XP_029054142.1, XP_029054141.1
OG0001807	XP_001688881.1	XP_029040769.1
OG0001808	XP_321112.5	XP_029032074.1
OG0001809	XP_310183.4	XP_029055565.1
OG0001810	XP_311361.4	XP_029041184.1, XP_029041181.1
OG0001811	XP_320972.5	XP_029046125.1
OG0001812	XP_307843.4	XP_029039791.1
OG0001813	XP_318213.4	XP_029044198.1
OG0001814	XP_316569.3	XP_029042421.1, XP_029045552.1
OG0001815	XP_309558.3	XP_029040479.1
OG0001816	XP_320770.4	XP_029044832.1, XP_029044831.1, XP_029044829.1
OG0001818	XP_310323.5	XP_029038479.1, XP_029038480.1, XP_029038477.1
OG0001820	XP_307539.4, XP_311694.5	XP_029051864.1
OG0001821	XP_321552.2	XP_029040388.1
OG0001822	XP_318935.4	XP_029046426.1, XP_029046425.1
OG0001823	XP_319031.4	XP_029036949.1
OG0001824	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1	XP_029031980.1, XP_029031977.1
OG0001825	XP_309761.4	XP_029032081.1
OG0001826	XP_316335.3	XP_029053086.1
OG0001827	XP_312964.5	XP_029036559.1
OG0001828	XP_319800.4	XP_029048531.1
OG0001829	XP_320391.3	XP_029047842.1, XP_029047841.1
OG0001830	XP_321851.5	XP_029042153.1
OG0001831	XP_311880.3	XP_029045342.1
OG0001832	XP_312521.5	XP_029052768.1, XP_029052767.1, XP_029052766.1, XP_029052769.1
OG0001833	XP_315521.4	XP_029045272.1
OG0001834	XP_319184.4	XP_029042694.1, XP_029042695.1
OG0001835	XP_314022.4, XP_558527.3	XP_029047233.1
OG0001836	XP_003437135.1, XP_560130.4	XP_029037552.1, XP_029037559.1
OG0001837	XP_321014.5	XP_029037380.1, XP_029037381.1
OG0001838	XP_321088.3	XP_029051146.1, XP_029051147.1
OG0001839	XP_003436136.1, XP_312480.4	XP_029050310.1
OG0001840	XP_318482.1	XP_029042173.1
OG0001841	XP_001688202.2, XP_311414.4	XP_029036470.1
OG0001842	XP_320512.3	XP_029031995.1, XP_029031994.1
OG0001843	XP_307776.4	XP_029047793.1
OG0001844	XP_312568.5	XP_029043545.1
OG0001845	XP_319417.2	XP_029046828.1
OG0001846	XP_001688620.2	XP_029055818.1, XP_029055810.1
OG0001847	XP_310788.4	XP_029040367.1
OG0001848	XP_308873.2	XP_029055489.1, XP_029055490.1
OG0001850	XP_319034.3	XP_029037643.1
OG0001851	XP_317298.4	XP_029045173.1, XP_029045174.1, XP_029045172.1
OG0001852	XP_310775.5	XP_029049682.1
OG0001853	XP_319487.4	XP_029043094.1
OG0001854	XP_309469.4	XP_029045247.1
OG0001855	XP_307994.5, XP_003436054.1	XP_029041716.1
OG0001856	XP_313353.5	XP_029039272.1
OG0001859	XP_001238249.2	XP_029043804.1, XP_029043803.1
OG0001860	XP_320308.4	XP_029050093.1, XP_029050098.1, XP_029050101.1
OG0001861	XP_321709.4	XP_029048687.1
OG0001862	XP_003435833.1, XP_003435834.1, XP_321690.5	XP_029048904.1, XP_029048903.1
OG0001863	XP_309095.4	XP_029035027.1, XP_029035029.1, XP_029035026.1
OG0001864	XP_317269.4	XP_029048578.1
OG0001865	XP_319334.2	XP_029053119.1, XP_029053120.1, XP_029053121.1
OG0001866	XP_315330.3	XP_029043436.1, XP_029043437.1
OG0001867	XP_312464.4	XP_029048154.1
OG0001868	XP_003436044.1, XP_308030.5	XP_029048430.1
OG0001869	XP_318045.3	XP_029045809.1
OG0001870	XP_313568.2	XP_029055542.1
OG0001871	XP_312619.4	XP_029048416.1
OG0001872	XP_312232.5, XP_003436213.1	XP_029041112.1, XP_029041932.1
OG0001873	XP_321783.5	XP_029038144.1
OG0001875	XP_311329.5	XP_029036827.1
OG0001876	XP_321464.5	XP_029037790.1, XP_029037792.1, XP_029037791.1
OG0001877	XP_319571.4	XP_029037014.1, XP_029037017.1
OG0001878	XP_311975.4, XP_320738.4	XP_029042381.1, XP_029042382.1
OG0001879	XP_317011.3	XP_029040642.1, XP_029040643.1
OG0001880	XP_003436040.1, XP_308045.4	XP_029047497.1
OG0001882	XP_311133.5	XP_029043070.1
OG0001883	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3	XP_029041441.1, XP_029041478.1, XP_029041459.1, XP_029041468.1, XP_029041450.1
OG0001884	XP_001689191.1	XP_029048604.1, XP_029048600.1
OG0001885	XP_313002.4	XP_029050007.1
OG0001886	XP_309838.4	XP_029035856.1, XP_029035853.1
OG0001887	XP_317002.4, XP_553715.3	XP_029034869.1
OG0001888	XP_317311.2	XP_029052172.1
OG0001889	XP_307262.4	XP_029032338.1
OG0001890	XP_316301.2	XP_029041889.1
OG0001891	XP_320814.4	XP_029048182.1, XP_029048179.1
OG0001892	XP_309357.2	XP_029054568.1, XP_029054569.1
OG0001893	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1	XP_029051123.1
OG0001894	XP_001688928.1, XP_316628.4	XP_029035313.1
OG0001895	XP_308248.4	XP_029050588.1
OG0001896	XP_307242.4, XP_319188.4	XP_029048990.1, XP_029048991.1, XP_029048993.1, XP_029048994.1, XP_029048992.1
OG0001897	XP_313366.5	XP_029040323.1
OG0001898	XP_321435.4	XP_029039449.1
OG0001899	XP_308974.4	XP_029049778.1
OG0001900	XP_316978.4	XP_029043142.1, XP_029043141.1
OG0001901	XP_306805.2, XP_309655.5	XP_029049689.1, XP_029049690.1, XP_029049688.1
OG0001902	XP_003436023.1, XP_550721.4	XP_029056464.1
OG0001903	XP_001687821.1	XP_029040083.1, XP_029040086.1, XP_029040084.1, XP_029040082.1
OG0001905	XP_562663.4	XP_029052559.1, XP_029052558.1, XP_029052557.1, XP_029052555.1
OG0001908	XP_001237469.3	XP_029040274.1, XP_029040149.1
OG0001909	XP_316909.4	XP_029036476.1, XP_029036483.1
OG0001910	XP_001688999.1	XP_029034352.1
OG0001912	XP_318591.3	XP_029046216.1, XP_029046214.1
OG0001913	XP_312163.5	XP_029032843.1
OG0001914	XP_556085.3	XP_029056593.1
OG0001915	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1	XP_029046058.1
OG0001916	XP_308004.3	XP_029033073.1
OG0001917	XP_564245.2	XP_029036315.1
OG0001919	XP_317505.2, XP_001237937.1	XP_029032893.1
OG0001921	XP_320502.4	XP_029056502.1, XP_029056500.1, XP_029056501.1
OG0001922	XP_319376.3	XP_029044040.1, XP_029044039.1
OG0001923	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1	XP_029056253.1, XP_029056252.1, XP_029056250.1, XP_029056254.1, XP_029056251.1, XP_029056248.1
OG0001924	XP_314937.4	XP_029042432.1, XP_029042434.1
OG0001925	XP_321757.5	XP_029036296.1, XP_029036297.1
OG0001926	XP_318244.2	XP_029050772.1
OG0001927	XP_317044.4	XP_029045258.1
OG0001928	XP_315547.4	XP_029047699.1
OG0001929	XP_317454.4	XP_029049000.1, XP_029048999.1, XP_029049001.1
OG0001930	XP_321897.3	XP_029039778.1, XP_029039779.1, XP_029039777.1
OG0001931	XP_311435.4	XP_029032988.1, XP_029032989.1
OG0001933	XP_307887.5	XP_029055575.1
OG0001934	XP_311532.4	XP_029037263.1
OG0001937	XP_001689103.1, XP_554647.3, XP_318122.4	XP_029047849.1
OG0001938	XP_558769.4	XP_029052503.1, XP_029052504.1, XP_029052502.1
OG0001939	XP_552338.3	XP_029043390.1
OG0001941	XP_319987.4	XP_029037157.1
OG0001942	XP_317665.3	XP_029056072.1, XP_029056062.1
OG0001943	XP_003436473.1, XP_557438.4, XP_003436880.1	XP_029053347.1
OG0001944	XP_312420.3	XP_029051699.1
OG0001945	XP_003436058.1	XP_029037377.1
OG0001946	XP_317472.4	XP_029049171.1, XP_029049167.1
OG0001947	XP_001688716.1, XP_315727.4	XP_029037722.1, XP_029037720.1
OG0001949	XP_317607.1	XP_029051273.1
OG0001950	XP_315751.4	XP_029050057.1
OG0001951	XP_566154.4, XP_003436945.1, XP_003436946.1	XP_029033344.1
OG0001952	XP_001688471.1, XP_313906.4	XP_029049580.1
OG0001953	XP_313932.4	XP_029050129.1, XP_029042236.1
OG0001954	XP_321431.4	XP_029041675.1, XP_029041673.1, XP_029041676.1
OG0001956	XP_311418.4	XP_029039339.1, XP_029039338.1
OG0001959	XP_321366.4, XP_321367.3	XP_029036580.1
OG0001960	XP_311552.4, XP_557151.3	XP_029048599.1
OG0001961	XP_320824.4	XP_029052705.1
OG0001962	XP_001238089.2, XP_307544.3, XP_552919.3	XP_029042569.1
OG0001963	XP_001689287.1	XP_029051642.1, XP_029051641.1, XP_029051640.1
OG0001964	XP_312847.5	XP_029046096.1
OG0001965	XP_317861.4	XP_029055381.1
OG0001966	XP_001688506.1	XP_029043427.1
OG0001967	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2	XP_029055833.1, XP_029055832.1
OG0001968	XP_562672.3	XP_029045999.1
OG0001969	XP_311170.4	XP_029049419.1
OG0001971	XP_001237912.2	XP_029050456.1, XP_029050455.1
OG0001973	XP_311464.4	XP_029052925.1, XP_029052923.1
OG0001975	XP_320440.4	XP_029036247.1, XP_029036246.1
OG0001976	XP_311164.5	XP_029044624.1
OG0001977	XP_313368.5	XP_029051592.1
OG0001987	XP_311198.2, XP_003437054.1	XP_029044998.1, XP_029044999.1, XP_029044997.1
OG0001988	XP_320295.4	XP_029055506.1, XP_029055505.1
OG0001989	XP_318823.2, XP_312874.2	XP_029053234.1
OG0001990	XP_313570.3	XP_029035239.1, XP_029035238.1
OG0001991	XP_001237311.3	XP_029049382.1, XP_029049384.1, XP_029049383.1
OG0001992	XP_320931.5	XP_029037031.1, XP_029037032.1
OG0001993	XP_308577.2	XP_029040995.1, XP_029040996.1, XP_029040994.1
OG0001994	XP_312541.3	XP_029045068.1
OG0001996	XP_313220.4	XP_029040956.1
OG0001997	XP_312608.5, XP_003436094.1, XP_313590.2	XP_029049977.1
OG0001998	XP_311821.3, XP_003436372.1	XP_029035619.1
OG0001999	XP_313593.3, XP_003436785.1	XP_029045563.1, XP_029042449.1
OG0002000	XP_001237600.2	XP_029041055.1
OG0002001	XP_315690.3	XP_029052793.1
OG0002002	XP_314684.3	XP_029047674.1
OG0002003	XP_319151.4	XP_029048595.1
OG0002004	XP_312664.3	XP_029045839.1
OG0002005	XP_308337.2	XP_029050228.1
OG0002006	XP_320203.4	XP_029052802.1
OG0002007	XP_315539.4	XP_029042124.1, XP_029042137.1
OG0002009	XP_309809.3	XP_029043919.1
OG0002010	XP_001237747.2	XP_029045105.1
OG0002011	XP_316229.4	XP_029032960.1
OG0002012	XP_317892.4	XP_029036287.1
OG0002013	XP_308133.5	XP_029038171.1
OG0002014	XP_317430.4	XP_029049249.1, XP_029049235.1
OG0002015	XP_317330.3	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1
OG0002016	XP_321554.1	XP_029054454.1
OG0002018	XP_313721.3	XP_029052993.1
OG0002019	XP_316694.4, XP_001688949.1, XP_001688948.1	XP_029049772.1
OG0002020	XP_313841.5, XP_003436836.1	XP_029032679.1, XP_029032672.1
OG0002021	XP_319465.4	XP_029052655.1, XP_029052663.1, XP_029052674.1
OG0002022	XP_565083.3	XP_029032981.1
OG0002023	XP_310822.5	XP_029049945.1, XP_029049943.1
OG0002024	XP_001237567.2	XP_029036015.1
OG0002025	XP_310557.3	XP_029034323.1
OG0002026	XP_309803.3	XP_029050487.1
OG0002027	XP_316518.4	XP_029045260.1
OG0002028	XP_317970.5	XP_029035230.1, XP_029035231.1
OG0002029	XP_003437055.1, XP_003437056.1, XP_311201.5	XP_029049852.1, XP_029050726.1
OG0002032	XP_317803.3	XP_029046713.1, XP_029046709.1
OG0002033	XP_309550.3	XP_029047647.1
OG0002034	XP_003436757.1	XP_029053473.1, XP_029053472.1
OG0002035	XP_320862.4	XP_029032418.1, XP_029032420.1, XP_029032419.1
OG0002036	XP_308782.4	XP_029031953.1, XP_029031952.1
OG0002037	XP_307993.5	XP_029051984.1
OG0002038	XP_311849.4	XP_029034993.1
OG0002039	XP_001237805.2, XP_001688860.1	XP_029052743.1
OG0002041	XP_315504.4	XP_029034595.1, XP_029034597.1, XP_029034596.1
OG0002042	XP_554712.3	XP_029037435.1
OG0002043	XP_321950.5	XP_029038149.1
OG0002044	XP_321470.3	XP_029044454.1
OG0002045	XP_317480.2	XP_029038475.1
OG0002046	XP_001237906.2	XP_029035860.1
OG0002047	XP_321707.4	XP_029047980.1
OG0002048	XP_321719.5	XP_029034257.1, XP_029034247.1
OG0002049	XP_308112.4	XP_029045092.1
OG0002050	XP_308621.4	XP_029047468.1
OG0002051	XP_314258.4	XP_029055947.1
OG0002052	XP_308449.4	XP_029039200.1
OG0002053	XP_318560.4	XP_029032752.1
OG0002055	XP_001688950.1	XP_029047682.1, XP_029039906.1, XP_029052417.1
OG0002056	XP_001688309.2	XP_029049390.1
OG0002057	XP_317676.4	XP_029045426.1, XP_029045424.1, XP_029045427.1
OG0002058	XP_559859.2, XP_559860.3, XP_310052.4, XP_310051.2, XP_310050.3	XP_029035452.1
OG0002059	XP_315936.4	XP_029032800.1
OG0002060	XP_318175.4	XP_029038247.1, XP_029038250.1
OG0002061	XP_314708.4	XP_029047217.1
OG0002062	XP_556050.3	XP_029046973.1
OG0002063	XP_321610.3	XP_029040517.1
OG0002064	XP_308813.4	XP_029052106.1, XP_029052107.1
OG0002065	XP_001237297.2	XP_029041901.1
OG0002066	XP_313794.4	XP_029040918.1, XP_029040919.1
OG0002067	XP_001688412.2, XP_312994.5	XP_029045229.1
OG0002068	XP_001689094.1, XP_318072.4	XP_029056546.1
OG0002069	XP_001231045.2	XP_029051814.1
OG0002070	XP_313822.4	XP_029043227.1, XP_029043226.1
OG0002071	XP_314863.4	XP_029032309.1
OG0002072	XP_319942.4	XP_029052878.1, XP_029052879.1
OG0002073	XP_319719.3	XP_029050318.1
OG0002074	XP_319526.5	XP_029053252.1, XP_029053244.1
OG0002075	XP_003436320.1	XP_029045743.1
OG0002076	XP_310628.3	XP_029047150.1
OG0002077	XP_001688809.1	XP_029033041.1
OG0002078	XP_320005.4	XP_029042635.1
OG0002079	XP_316002.4	XP_029054984.1, XP_029055387.1, XP_029055380.1, XP_029055371.1, XP_029054912.1, XP_029054944.1
OG0002080	XP_321669.3	XP_029047198.1
OG0002081	XP_318103.3	XP_029052297.1
OG0002082	XP_314465.4	XP_029048091.1, XP_029048090.1
OG0002083	XP_316310.4	XP_029039991.1
OG0002084	XP_308209.4	XP_029038605.1
OG0002085	XP_312904.3, XP_003436417.1	XP_029042716.1
OG0002086	XP_317429.4	XP_029039847.1, XP_029039849.1, XP_029039846.1
OG0002087	XP_307968.3	XP_029042330.1
OG0002088	XP_318048.4	XP_029034430.1
OG0002089	XP_316471.3	XP_029032834.1
OG0002090	XP_555163.3	XP_029037578.1, XP_029037577.1
OG0002091	XP_311401.4	XP_029045077.1, XP_029045076.1, XP_029045078.1
OG0002092	XP_308627.4, XP_320671.2	XP_029048628.1
OG0002093	XP_315440.3	XP_029032079.1
OG0002094	XP_315346.4, XP_001688639.1, XP_001688638.1	XP_029051594.1
OG0002095	XP_315884.3	XP_029036198.1, XP_029036200.1, XP_029036199.1
OG0002096	XP_311504.3	XP_029047812.1, XP_029047813.1
OG0002097	XP_318214.4	XP_029036899.1
OG0002098	XP_319705.4	XP_029044789.1
OG0002099	XP_312981.5	XP_029038525.1, XP_029038526.1
OG0002100	XP_311321.4	XP_029051458.1
OG0002101	XP_001687757.2	XP_029037300.1
OG0002102	XP_311046.4	XP_029042854.1, XP_029042853.1
OG0002103	XP_315784.2	XP_029032664.1
OG0002104	XP_001688375.2	XP_029052535.1
OG0002106	XP_309767.4	XP_029041832.1, XP_029041831.1, XP_029041830.1
OG0002107	XP_552176.3	XP_029046018.1, XP_029046017.1
OG0002108	XP_314584.4	XP_029044394.1, XP_029044395.1
OG0002109	XP_317488.4	XP_029038919.1
OG0002110	XP_552825.2	XP_029032760.1, XP_029032761.1
OG0002111	XP_565089.3	XP_029033693.1, XP_029033526.1
OG0002113	XP_312496.4	XP_029047510.1, XP_029047511.1, XP_029051392.1
OG0002114	XP_321130.3	XP_029046459.1, XP_029046460.1
OG0002115	XP_310531.5	XP_029032421.1
OG0002116	XP_001237253.3, XP_307206.3	XP_029053416.1
OG0002117	XP_317624.2	XP_029035968.1
OG0002119	XP_003436955.1	XP_029037275.1
OG0002120	XP_319974.4	XP_029048939.1
OG0002121	XP_001688347.2, XP_311831.5	XP_029036617.1, XP_029036614.1
OG0002122	XP_003436181.1, XP_312307.1	XP_029041453.1
OG0002123	XP_308093.2	XP_029049483.1
OG0002124	XP_312866.5	XP_029050950.1
OG0002125	XP_003437024.1	XP_029051520.1, XP_029051518.1, XP_029051519.1
OG0002126	XP_001688245.1, XP_320137.2	XP_029053942.1
OG0002127	XP_001688406.2	XP_029041638.1
OG0002128	XP_001689182.1, XP_554046.3	XP_029052868.1
OG0002129	XP_321647.3	XP_029040093.1
OG0002130	XP_311428.3	XP_029040129.1
OG0002131	XP_320082.4	XP_029049925.1, XP_029049922.1
OG0002132	XP_315505.3	XP_029043534.1
OG0002134	XP_312543.3	XP_029038271.1
OG0002136	XP_321353.3	XP_029048351.1
OG0002137	XP_319319.4, XP_317671.4	XP_029045148.1
OG0002138	XP_320305.3	XP_029036791.1
OG0002139	XP_312366.5	XP_029039907.1
OG0002140	XP_001688169.2	XP_029050039.1, XP_029050041.1, XP_029050040.1
OG0002141	XP_317885.4	XP_029046415.1, XP_029046414.1
OG0002142	XP_307498.3, XP_307652.4	XP_029048390.1
OG0002143	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4	XP_029050042.1
OG0002144	XP_001688775.1, XP_316070.4, XP_316071.4	XP_029044655.1
OG0002145	XP_317618.4	XP_029042644.1
OG0002146	XP_558090.3	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1
OG0002147	XP_552208.3	XP_029041538.1
OG0002148	XP_319521.5	XP_029052846.1
OG0002149	XP_320386.4	XP_029043353.1, XP_029043362.1
OG0002150	XP_319190.4	XP_029049660.1
OG0002151	XP_314261.5, XP_317218.3	XP_029056168.1
OG0002152	XP_320850.3	XP_029048128.1
OG0002153	XP_316803.5, XP_315069.4, XP_315070.4	XP_029037450.1
OG0002154	XP_311202.5	XP_029045659.1
OG0002155	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1	XP_029034370.1
OG0002156	XP_001689392.2	XP_029033337.1
OG0002157	XP_315692.4	XP_029035254.1, XP_029035251.1, XP_029035252.1
OG0002158	XP_309519.4	XP_029045872.1
OG0002159	XP_553983.1	XP_029041711.1
OG0002160	XP_311416.4	XP_029037355.1
OG0002162	XP_313322.5, XP_003436528.1, XP_003436527.1	XP_029046705.1
OG0002163	XP_555234.3	XP_029047194.1
OG0002164	XP_321358.5	XP_029045382.1, XP_029045366.1
OG0002165	XP_317301.3	XP_029035286.1
OG0002166	XP_001688407.2	XP_029052248.1
OG0002167	XP_003436986.1, XP_003436987.1, XP_310681.3	XP_029032474.1, XP_029032477.1
OG0002168	XP_320767.3	XP_029054981.1
OG0002169	XP_310382.7	XP_029046336.1
OG0002170	XP_321119.5	XP_029045618.1
OG0002171	XP_319754.4	XP_029039598.1
OG0002172	XP_317137.3	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1
OG0002173	XP_309092.4, XP_001688165.1, XP_309091.4	XP_029047662.1
OG0002175	XP_001688683.1	XP_029052378.1
OG0002178	XP_001688845.1, XP_001688846.1, XP_316357.4	XP_029051077.1
OG0002179	XP_319652.3	XP_029046820.1
OG0002181	XP_001688298.2	XP_029037339.1
OG0002182	XP_003437064.1, XP_003437063.1, XP_001230782.3	XP_029054534.1
OG0002183	XP_561559.5, XP_320218.3	XP_029042142.1, XP_029042143.1
OG0002184	XP_312055.5	XP_029042122.1, XP_029046466.1
OG0002185	XP_001689052.1, XP_317704.4	XP_029035062.1, XP_029035067.1
OG0002186	XP_001688193.1	XP_029051773.1
OG0002187	XP_316330.4	XP_029033236.1, XP_029033238.1, XP_029033237.1
OG0002188	XP_319794.4	XP_029042329.1, XP_029042280.1, XP_029042270.1
OG0002189	XP_310849.4	XP_029052966.1
OG0002190	XP_001230271.1, XP_311887.5	XP_029050858.1
OG0002191	XP_320739.4	XP_029050437.1
OG0002192	XP_308422.4	XP_029042819.1
OG0002193	XP_313823.5	XP_029043528.1
OG0002194	XP_314361.4	XP_029047274.1
OG0002195	XP_310712.4	XP_029048898.1, XP_029048897.1
OG0002196	XP_317678.4	XP_029037560.1
OG0002197	XP_309356.4	XP_029054564.1
OG0002198	XP_310467.4	XP_029033082.1, XP_029035244.1
OG0002200	XP_557488.3	XP_029041244.1
OG0002202	XP_309618.5	XP_029042830.1, XP_029042835.1
OG0002203	XP_310969.5	XP_029038066.1
OG0002204	XP_001237526.3, XP_001237527.1	XP_029042170.1, XP_029042171.1
OG0002206	XP_557337.3	XP_029044638.1
OG0002208	XP_320208.3	XP_029035729.1, XP_029035730.1
OG0002209	XP_318642.4, XP_318640.4	XP_029049508.1
OG0002210	XP_315697.3	XP_029054083.1, XP_029055124.1, XP_029054810.1
OG0002211	XP_551778.3	XP_029051337.1
OG0002212	XP_564794.2	XP_029047968.1
OG0002213	XP_001237956.2	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1
OG0002214	XP_317162.4	XP_029050390.1
OG0002215	XP_308755.4	XP_029045736.1, XP_029045739.1
OG0002217	XP_003435960.1	XP_029049896.1
OG0002218	XP_321523.2	XP_029056082.1, XP_029056085.1
OG0002219	XP_003436745.1, XP_313135.5	XP_029056432.1
OG0002220	XP_557597.1, XP_001688608.1	XP_029048693.1
OG0002221	XP_310676.4	XP_029052875.1, XP_029052874.1
OG0002222	XP_308280.4	XP_029052268.1
OG0002223	XP_315341.4	XP_029047378.1
OG0002224	XP_314710.3	XP_029034369.1, XP_029034373.1, XP_029034372.1
OG0002225	XP_319775.4	XP_029049931.1
OG0002226	XP_320574.3	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1
OG0002236	XP_309993.2	XP_029032694.1, XP_029032692.1, XP_029032693.1
OG0002237	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5	XP_029048908.1
OG0002238	XP_317555.2	XP_029042978.1, XP_029042979.1
OG0002239	XP_308566.3	XP_029050080.1
OG0002240	XP_315788.3, XP_001237711.2	XP_029033302.1
OG0002241	XP_312471.3	XP_029039470.1
OG0002242	XP_310166.4	XP_029054472.1
OG0002243	XP_313924.3, XP_306148.3	XP_029048574.1
OG0002244	XP_311180.4	XP_029033280.1
OG0002245	XP_001230648.1	XP_029046152.1
OG0002246	XP_001237771.2	XP_029051003.1
OG0002247	XP_003436456.1, XP_314262.3	XP_029032799.1
OG0002248	XP_003436990.1, XP_003436991.1, XP_310673.3	XP_029050114.1
OG0002249	XP_316650.2	XP_029055403.1
OG0002250	XP_310463.5	XP_029033229.1
OG0002251	XP_315763.2	XP_029055531.1
OG0002252	XP_312090.2	XP_029042475.1
OG0002253	XP_316087.3	XP_029037085.1
OG0002254	XP_320351.1	XP_029048906.1, XP_029048907.1
