Orthogroup	Anopheles_gambiae	Nasonia_vitripennis
OG0001555	XP_320393.4	XP_008215528.1
OG0001556	XP_308925.4	XP_008217201.2, XP_001606971.2
OG0001557	XP_318856.3	XP_031783542.1
OG0001558	XP_310248.7, XP_316659.3	XP_008206364.1
OG0001559	XP_321922.5	XP_001605046.2
OG0001560	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1	XP_016838086.1
OG0001561	XP_313778.5	XP_008207143.1
OG0001562	XP_001688616.1, XP_001688617.1	XP_008216662.1, XP_003425088.2, XP_008216635.1
OG0001563	XP_552478.2	XP_016843697.1, XP_016843694.1
OG0001565	XP_308594.4	XP_001600537.2
OG0001567	XP_552509.3	XP_008209610.1, XP_008209603.1
OG0001568	XP_312875.5	XP_008208431.1
OG0001569	XP_308701.2	XP_001600474.2, XP_031778476.1
OG0001570	XP_001237154.2	XP_001606837.1
OG0001571	XP_319421.4	XP_003427777.1
OG0001572	XP_321888.3, XP_003435792.1, XP_003435793.1	XP_031777942.1
OG0001575	XP_317568.3	XP_008211589.1, XP_032455767.1, XP_032455766.1
OG0001576	XP_553723.1	XP_031779387.1
OG0001577	XP_310528.5	XP_001605704.1
OG0001579	XP_316180.4	NP_001166052.1
OG0001580	XP_001231055.3, XP_003437188.1, XP_003437189.1	XP_031777421.1
OG0001581	XP_317108.3	XP_016845304.1, XP_016845302.1, XP_016845303.1
OG0001582	XP_313138.5	XP_031777144.1
OG0001583	XP_563637.3	XP_001604253.3
OG0001584	XP_311327.5	NP_001153330.1, XP_031781907.1
OG0001585	XP_316571.4, XP_001237834.2	XP_031779984.1
OG0001586	XP_312095.5	XP_001606047.3
OG0001587	XP_308295.3	XP_008213632.1, XP_016839020.1, XP_016839021.1, XP_031782836.1, XP_016839019.1
OG0001588	XP_312218.5	XP_031785514.1, XP_031785507.1
OG0001589	XP_308241.3, XP_311195.5	XP_016840703.1, XP_032455619.1, XP_008205515.1
OG0001590	XP_312916.5, XP_003436238.1, XP_001237434.2, XP_312156.3, XP_563375.3, XP_003436237.1, XP_312155.4, XP_309133.5, XP_311060.5, XP_311061.5	XP_001604808.2
OG0001591	XP_317090.2	XP_001599648.1
OG0001592	XP_317552.4	XP_032456153.1
OG0001593	XP_307791.5	XP_031787902.1
OG0001594	XP_003436556.1, XP_001688443.2	XP_031785379.1, XP_031785380.1
OG0001595	XP_001688026.1	NP_001135866.1, XP_031777958.1
OG0001596	XP_313347.3	XP_008216151.1
OG0001598	XP_003436740.1, XP_003436741.1, XP_313104.2	XP_001607388.1, XP_001607396.1
OG0001599	XP_001689120.2	XP_016839418.1, XP_003424277.1, XP_008213366.1, XP_008213368.1, XP_008213367.1
OG0001601	XP_309586.5	XP_031777698.1, XP_016836693.1
OG0001604	XP_314263.5	XP_016836809.1, XP_016836813.1
OG0001605	XP_003437084.1	XP_031783683.1
OG0001606	XP_001689072.1	XP_031783806.1, XP_031783807.1
OG0001607	XP_001689143.1	XP_001603195.1
OG0001608	XP_319419.4	XP_031788132.1
OG0001609	XP_321659.5	XP_001601232.1
OG0001614	XP_560351.3, XP_003436655.1	XP_003423886.1
OG0001615	XP_311852.2, XP_003436358.1, XP_003436357.1	XP_001601398.1, XP_032456260.1, XP_032456259.1
OG0001616	XP_320422.3, XP_309574.1	XP_001606115.2
OG0001617	XP_322024.4	NP_001161324.1
OG0001618	XP_001689234.1, XP_003436403.1, XP_001687811.1, XP_001238172.2	XP_031785486.1
OG0001619	XP_321321.5	XP_001608124.2
OG0001620	XP_319591.2	XP_001600828.1
OG0001623	XP_312663.4	XP_031780319.1, XP_031780320.1, XP_032453209.1, XP_008204330.1
OG0001624	XP_555021.3	XP_032452179.1, NP_001123226.1
OG0001625	XP_315994.4	XP_032451891.1, XP_032451892.1, XP_008215286.2, XP_032451890.1, XP_008215289.2, XP_008215290.2, XP_032451893.1, XP_008215297.2, XP_008215295.2, XP_008215296.2
OG0001626	XP_309502.3, XP_564374.3	XP_001608243.1, XP_003426730.1
OG0001627	XP_320536.3	XP_008209881.1
OG0001628	XP_311731.4	XP_008211373.1
OG0001629	XP_314557.3	XP_032451650.1
OG0001630	XP_001688837.1, XP_001688836.1, XP_001688838.1, XP_316326.4	XP_032454709.1
OG0001631	XP_310839.5	XP_031788348.2
OG0001633	XP_314323.3	XP_001605824.2
OG0001634	XP_001230888.3	XP_001603395.1
OG0001636	XP_003437190.1, XP_315309.4, XP_003437193.1, XP_003437194.1, XP_001688627.1, XP_001688628.1, XP_003437192.1, XP_003437191.1	XP_008213391.1
OG0001637	XP_316947.3	XP_031787579.1, XP_008217813.1
OG0001638	XP_320601.4	XP_008212555.1
OG0001639	XP_311186.5	XP_001599645.2
OG0001640	XP_554103.3	XP_008218010.1, XP_031776898.1
OG0001641	XP_320141.4, XP_311577.4, XP_320549.4	NP_001161259.1
OG0001642	XP_320480.3	XP_001606946.2
OG0001644	XP_322002.5, XP_321919.5	XP_001602709.1, XP_016844459.1, XP_016844443.1, XP_031787758.1, XP_001601078.1
OG0001645	XP_320998.5	XP_001606113.1, XP_031789467.1
OG0001646	XP_319692.3	XP_016837914.1, XP_008204868.2
OG0001647	XP_310671.5	XP_031788888.1, XP_031788885.1, XP_031788890.1, XP_031788887.1, XP_031788886.1, XP_031788884.1, XP_032458040.1
OG0001648	XP_310884.2	XP_016842668.1
OG0001649	XP_315051.4	XP_016839355.1
OG0001650	XP_557360.3	XP_008215816.1
OG0001651	XP_003437027.1	XP_008216328.1, XP_008216334.1
OG0001652	XP_322051.4, XP_003435750.1, XP_003435751.1	XP_031776836.1
OG0001653	XP_320653.4	XP_031779587.1, XP_008212815.1
OG0001654	XP_316322.4	XP_001607435.2, XP_031779458.1
OG0001655	XP_317107.3	XP_001603980.2
OG0001656	XP_320117.3	XP_001606701.1
OG0001657	XP_309717.4	XP_001606493.1
OG0001658	XP_314661.3	XP_031787185.1
OG0001659	XP_562889.4	XP_031788066.1, XP_031788064.1, XP_031788065.1, XP_032456070.1, XP_032456068.1, XP_032456069.1, XP_031788063.1
OG0001660	XP_001230361.2, XP_309701.3	XP_008217155.1
OG0001662	XP_001688561.1, XP_314339.4	XP_032453548.1, XP_032453537.1
OG0001663	XP_312168.5	XP_032452823.1, XP_031779996.1, XP_008217774.1, XP_001605727.2, XP_032452824.1
OG0001664	XP_321343.4	XP_032455099.1
OG0001665	XP_003436860.1, XP_003436866.1, XP_003436867.1, XP_003436863.1, XP_003436864.1, XP_003436865.1, XP_003436861.1, XP_315232.3	XP_031786788.1
OG0001666	XP_001687855.1	XP_001606145.2
OG0001669	XP_318809.4	XP_031788032.1, XP_032456034.1
OG0001670	XP_310718.5	XP_031781642.1
OG0001671	XP_001689406.1	XP_008202575.1, XP_032451770.1
OG0001672	XP_318539.2	XP_001606256.1
OG0001674	XP_317052.4	XP_008213000.1
OG0001675	XP_316722.3, XP_001688955.1, XP_001688954.1	XP_003423909.1, XP_032455380.1, XP_032455379.1, XP_008215219.1
OG0001676	XP_563676.2	XP_001604719.1, XP_008210900.1, XP_008210901.1
OG0001677	XP_311928.3	XP_031780122.1, XP_008217767.1, XP_008217768.1
OG0001678	XP_313618.5	XP_001608054.1
OG0001679	XP_311576.3	XP_001606876.1
OG0001680	XP_318947.2	XP_031779461.1, XP_003424107.1, XP_003424106.1, XP_032452614.1
OG0001681	XP_024667092.1	XP_001601191.1, XP_032454395.1, XP_032454394.1, XP_032454396.1, XP_032454397.1
OG0001682	XP_001688188.1, XP_309431.3	XP_031778882.1, XP_031778892.1
OG0001684	XP_307591.4, XP_313010.5	XP_008214622.1
OG0001685	XP_308495.3	XP_001601619.1, XP_008209389.1
OG0001686	XP_313332.4	XP_031786365.1
OG0001687	XP_319096.3	XP_008205605.1
OG0001688	XP_308980.4, XP_001688145.1	XP_016838655.1, XP_016838654.1
OG0001689	XP_553178.3	XP_001601304.1
OG0001690	XP_310193.4	XP_016838526.1, XP_031780708.1
OG0001692	XP_001238579.1	XP_031776647.1
OG0001693	XP_309509.4	XP_016844904.1, XP_016844903.1
OG0001694	XP_317241.4	XP_001601595.2, XP_008214379.1
OG0001695	XP_311525.1, XP_311053.3	XP_001605495.2
OG0001696	XP_310413.7	XP_016839940.1, XP_016839935.1
OG0001697	XP_003437059.1, XP_311206.3	XP_008214784.1, XP_031786212.1
OG0001699	XP_322003.5	XP_001605545.2
OG0001700	XP_312660.5	XP_003425515.2
OG0001701	XP_317858.4	XP_001603038.2
OG0001702	XP_312777.5, XP_003436390.1	XP_001602772.2
OG0001703	XP_003436874.1, XP_003436875.1, XP_315198.5	XP_031783612.1
OG0001704	XP_308365.4, XP_001687908.1	XP_031784623.1
OG0001706	XP_320092.4	XP_001607299.1
OG0001707	XP_311912.3	XP_031784085.1, XP_031784087.1
OG0001708	XP_309293.4	XP_032456367.1
OG0001709	XP_001230626.3, XP_003436693.1	XP_031778401.1, XP_016838351.2
OG0001711	XP_317208.4	XP_001604450.1
OG0001712	XP_320207.4	XP_016840038.1, XP_003426087.1
OG0001713	XP_318067.4	XP_031781853.1, XP_008205133.1
OG0001714	XP_307259.4	XP_001603310.1, XP_031784875.1
OG0001715	XP_318881.4	XP_001602678.2
OG0001716	XP_003435836.1, XP_551386.4, XP_003435835.1, XP_003435838.1, XP_003435837.1	XP_031788831.1
OG0001717	XP_321495.3	XP_031780580.1, XP_031780579.1, XP_031780581.1
OG0001718	XP_556198.1, XP_315559.4	NP_001123321.1
OG0001719	XP_310666.5, XP_003436992.1	XP_016839634.1, XP_031782819.1
OG0001720	XP_309530.2	XP_001603454.1
OG0001721	XP_308175.3	XP_031784920.1, XP_008211464.1, XP_001604766.2, XP_016841820.1
OG0001722	XP_003435814.1, XP_321755.3	XP_001599948.2
OG0001724	XP_315996.3	XP_008214393.1, XP_008214394.1, XP_031779599.1, XP_032452512.1, XP_001601900.1
OG0001725	XP_312990.5	XP_008206905.1
OG0001726	XP_310802.4, XP_003436968.1, XP_003436967.1	XP_016839031.1
OG0001727	XP_318889.3	XP_031779917.1
OG0001728	XP_555522.3	XP_031778302.1, XP_031778296.1
OG0001730	XP_321872.5	XP_016845767.1
OG0001731	XP_320608.2	XP_001602845.2
OG0001732	XP_316858.4	XP_032454981.1, XP_001600976.1
OG0001733	XP_555086.4, XP_317088.3	XP_031779561.1
OG0001734	XP_316946.4	XP_031784313.1, NP_001123274.2
OG0001735	XP_321102.4, XP_310440.5	XP_031777893.1
OG0001736	XP_317071.4, XP_317075.4	XP_008208106.2, XP_016837375.1
OG0001737	XP_003437186.1	XP_001608059.1
OG0001738	XP_317066.4, XP_001689128.1	XP_031778432.1
OG0001740	XP_309567.4	XP_031785471.1
OG0001742	XP_321539.2, XP_321540.2	XP_031777878.1
OG0001743	XP_310826.2	XP_003424504.1
OG0001744	XP_310145.3, XP_310146.3	XP_032456693.1, XP_008207057.1
OG0001745	XP_312589.3	NP_001123290.1, XP_016843823.1
OG0001746	XP_320924.5	XP_008215090.1, XP_001601463.1, XP_008215089.1
OG0001748	XP_310266.7	XP_031782214.1, XP_031782223.1
OG0001749	XP_319450.4	XP_031782462.1, XP_031782476.1
OG0001750	XP_312178.3	XP_008214524.1, NP_001177690.1
OG0001751	XP_554779.3	XP_031788400.1
OG0001753	XP_312783.5	XP_003426479.1, XP_003426480.1, XP_008207484.1, XP_032456923.1, XP_008207476.1, XP_001608253.1
OG0001754	XP_001688280.2	XP_001605050.1
OG0001755	XP_318553.4, XP_318543.4	XP_031781685.1, XP_031781691.1, XP_031781688.1, XP_031781690.1, XP_031781689.1, XP_008214355.2, XP_031781687.1, XP_031781684.1, XP_031781686.1, XP_031781683.1
OG0001756	XP_311210.4	XP_001604909.2, XP_008210907.1, XP_008210911.1, XP_008210912.1, XP_008210910.1, XP_008210906.1
OG0001758	XP_313840.4	XP_001606851.1
OG0001759	XP_308109.5	XP_001603531.2
OG0001760	XP_310291.7	XP_008215927.1
OG0001761	XP_314747.4	XP_032452364.1, XP_001603471.2
OG0001762	XP_556818.3	XP_016837803.1
OG0001763	XP_565619.1	XP_001606327.2, NP_001153433.1
OG0001764	XP_321236.5	XP_001602093.2, XP_001602067.1, XP_008211706.2, XP_008211584.1
OG0001765	XP_001231186.2	XP_003427929.1, XP_008213853.1, XP_008213854.1, XP_031786389.1
OG0001768	XP_001230640.2	XP_001607572.2
OG0001769	XP_320186.4	XP_016836818.1
OG0001775	XP_001689282.1	XP_031785563.1
OG0001776	XP_560736.1, XP_311363.2, XP_307325.4	XP_001605879.1, XP_032452527.1, XP_032452526.1, XP_032452525.1, XP_031779330.1
OG0001777	XP_311275.2	XP_001599602.1
OG0001778	XP_003437154.1, XP_560169.2, XP_312560.3	XP_001606733.1
OG0001779	XP_308598.4, XP_001688027.1	XP_031779220.1
OG0001780	XP_314488.4	XP_001600215.1, XP_001601642.1
OG0001781	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1	XP_008207023.1
OG0001782	XP_315090.2	XP_001599355.1
OG0001783	XP_308171.3	XP_016843291.1
OG0001784	XP_309682.2	XP_031783677.1, XP_031783676.1
OG0001785	XP_312844.5, XP_003436412.1	XP_001604175.2
OG0001786	XP_320389.2	XP_001608245.1, XP_032457057.1
OG0001787	XP_313766.4	XP_008215237.1
OG0001789	XP_316740.1	XP_001604882.1, XP_031785410.1, XP_032455592.1
OG0001790	XP_003436834.1, XP_313819.4	XP_031786238.1, XP_008214619.1, XP_008214618.1, XP_008214617.1, XP_032454726.1
OG0001791	XP_313615.4	XP_001608149.1
OG0001792	XP_317364.3	XP_001600760.1
OG0001793	XP_317244.3	XP_008214898.1
OG0001794	XP_317897.4	XP_001605396.1
OG0001796	XP_320948.2	XP_008206390.1, XP_032454210.1, XP_016839005.1, XP_001605732.2
OG0001797	XP_320213.4	XP_031778511.1, XP_008207962.1
OG0001799	XP_317542.4	XP_001603027.1, XP_031784347.2, XP_001603141.1
OG0001800	XP_322025.4	XP_001603293.1
OG0001801	XP_003437184.1, XP_309240.5	XP_031786470.1
OG0001802	XP_311303.4	XP_032454417.1, XP_032454418.1, XP_032454419.1, XP_031781983.1, XP_031781985.1, XP_031781984.1, XP_031781986.1
OG0001803	XP_319394.3	XP_008216245.1
OG0001804	XP_309016.3	XP_008216463.1
OG0001805	XP_001230802.2, XP_311500.4	XP_016841795.1, NP_001155144.1, XP_008201766.1
OG0001806	XP_001237938.1	XP_031778822.1, XP_031778823.1
OG0001807	XP_001688881.1	XP_008210360.2
OG0001808	XP_321112.5	NP_001136342.1
OG0001809	XP_310183.4	XP_001599542.2
OG0001810	XP_311361.4	XP_031778732.1
OG0001811	XP_320972.5	XP_001604243.1
OG0001812	XP_307843.4	XP_016838603.1
OG0001813	XP_318213.4	XP_032456222.1, XP_032456225.1, XP_031789645.1, XP_031789646.1, XP_031789644.1, XP_031789643.1
OG0001814	XP_316569.3	XP_001606172.1
OG0001815	XP_309558.3	XP_016843551.1
OG0001816	XP_320770.4	XP_001600797.1, XP_001602430.1
OG0001818	XP_310323.5	XP_032452105.1, XP_001606225.1
OG0001820	XP_307539.4, XP_311694.5	XP_001601107.1
OG0001821	XP_321552.2	XP_001606303.4, XP_008203951.2
OG0001822	XP_318935.4	XP_001603912.2, XP_008202668.1
OG0001823	XP_319031.4	NP_001135434.1
OG0001824	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1	XP_031782171.1
OG0001826	XP_316335.3	XP_001606320.1
OG0001827	XP_312964.5	XP_031784416.1
OG0001828	XP_319800.4	XP_031782069.1, XP_001600397.1
OG0001829	XP_320391.3	XP_001607001.1
OG0001830	XP_321851.5	XP_008210294.1
OG0001831	XP_311880.3	XP_031788055.1
OG0001832	XP_312521.5	XP_031787912.1, XP_031787911.1
OG0001833	XP_315521.4	XP_008208243.1, XP_031776628.1, XP_031776626.1, XP_032451829.1, XP_032451828.1, XP_032451825.1, XP_032451824.1, XP_032451827.1, XP_032451826.1, XP_016836714.1
OG0001834	XP_319184.4	NP_001165788.1
OG0001835	XP_314022.4, XP_558527.3	XP_031784847.1
OG0001836	XP_003437135.1, XP_560130.4	XP_032452667.1
OG0001837	XP_321014.5	XP_031785035.1, XP_001602132.1
OG0001838	XP_321088.3	XP_003425218.1
OG0001839	XP_003436136.1, XP_312480.4	XP_031778745.1
OG0001840	XP_318482.1	XP_003427589.1
OG0001841	XP_001688202.2, XP_311414.4	XP_001600825.2
OG0001842	XP_320512.3	XP_001602441.1
OG0001843	XP_307776.4	XP_032452489.1
OG0001844	XP_312568.5	XP_001600994.2
OG0001845	XP_319417.2	XP_001599772.1, XP_001599672.1, XP_031785182.1
OG0001846	XP_001688620.2	XP_001602119.1
OG0001847	XP_310788.4	XP_031784075.1, NP_001135845.1
OG0001848	XP_308873.2	XP_016837498.2
OG0001850	XP_319034.3	XP_016838533.1, XP_032452540.1, XP_032452543.1, XP_032452537.1, XP_032452534.1, XP_001603955.2
OG0001851	XP_317298.4	XP_031781505.1
OG0001852	XP_310775.5	XP_031783963.1
OG0001853	XP_319487.4	XP_031779560.1, XP_031779559.1
OG0001854	XP_309469.4	XP_003424613.1
OG0001855	XP_307994.5, XP_003436054.1	XP_031780439.1, XP_008208172.1, XP_008208173.1, XP_001600501.1
OG0001856	XP_313353.5	XP_001606708.1, XP_032458145.1, XP_032458144.1, XP_032458146.1, XP_016839189.1
OG0001859	XP_001238249.2	XP_031788809.1
OG0001860	XP_320308.4	XP_008208667.1, XP_016838277.1
OG0001861	XP_321709.4	XP_031779274.1, XP_001604531.1
OG0001862	XP_003435833.1, XP_003435834.1, XP_321690.5	XP_032455409.1, XP_032455410.1, XP_016840903.1
OG0001864	XP_317269.4	XP_008216930.1, XP_008216933.1
OG0001865	XP_319334.2	XP_008213688.1
OG0001866	XP_315330.3	XP_031779743.1
OG0001867	XP_312464.4	XP_032453440.1, XP_032453441.1, XP_031780193.1, XP_031780194.1
OG0001868	XP_003436044.1, XP_308030.5	XP_003423929.1, XP_003423930.1
OG0001869	XP_318045.3	XP_016845329.1, XP_031786408.1, XP_032455218.1, XP_016845330.1
OG0001870	XP_313568.2	XP_008213110.1, XP_008213111.1, XP_008213109.1
OG0001871	XP_312619.4	XP_001602810.2
OG0001872	XP_312232.5, XP_003436213.1	XP_001606141.1
OG0001873	XP_321783.5	NP_001135849.1, XP_031789337.1, XP_031789333.1
OG0001875	XP_311329.5	XP_016843737.2, XP_031787829.1
OG0001876	XP_321464.5	XP_008202206.1, XP_008202205.1
OG0001877	XP_319571.4	XP_031787040.1, XP_016841057.1
OG0001878	XP_311975.4, XP_320738.4	XP_031783645.1
OG0001879	XP_317011.3	XP_001606632.2
OG0001880	XP_003436040.1, XP_308045.4	XP_031786774.1, XP_031786778.1, XP_031786771.1
OG0001882	XP_311133.5	XP_031781968.1, XP_031781973.1
OG0001883	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3	XP_001600206.1
OG0001885	XP_313002.4	XP_008214621.1
OG0001886	XP_309838.4	XP_031785450.1
OG0001887	XP_317002.4, XP_553715.3	XP_016840834.1
OG0001888	XP_317311.2	XP_001604555.2, XP_031781367.1
OG0001889	XP_307262.4	XP_001608169.1
OG0001891	XP_320814.4	XP_016840682.1, XP_031785164.1
OG0001892	XP_309357.2	XP_031780675.1
OG0001893	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1	XP_031780757.1
OG0001894	XP_001688928.1, XP_316628.4	XP_008210932.1
OG0001895	XP_308248.4	XP_031787844.1, XP_031787851.1, XP_031787846.1
OG0001896	XP_307242.4, XP_319188.4	XP_016838553.1, XP_016838549.1
OG0001897	XP_313366.5	XP_001601168.1
OG0001898	XP_321435.4	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1
OG0001899	XP_308974.4	XP_016841545.1
OG0001900	XP_316978.4	XP_001606107.2
OG0001901	XP_306805.2, XP_309655.5	XP_001604350.2
OG0001902	XP_003436023.1, XP_550721.4	XP_001605445.1
OG0001903	XP_001687821.1	XP_016844247.1
OG0001904	XP_312286.5	XP_031779842.1
OG0001905	XP_562663.4	XP_031785555.1
OG0001908	XP_001237469.3	NP_001155084.1, XP_008207737.1
OG0001909	XP_316909.4	XP_032456056.1
OG0001910	XP_001688999.1	XP_008201822.1
OG0001912	XP_318591.3	XP_008216537.1
OG0001913	XP_312163.5	XP_016844726.1
OG0001914	XP_556085.3	XP_016838374.1
OG0001915	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1	XP_003427521.1, XP_003427523.1
OG0001916	XP_308004.3	XP_008215942.1, XP_032456961.1
OG0001917	XP_564245.2	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1
OG0001919	XP_317505.2, XP_001237937.1	XP_031788736.1, XP_031788448.1, XP_008212485.1
OG0001921	XP_320502.4	XP_001604700.1
OG0001922	XP_319376.3	XP_031779099.1, XP_031779098.1, XP_031779100.1
OG0001923	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1	XP_008209458.1
OG0001924	XP_314937.4	XP_031782567.1
OG0001925	XP_321757.5	XP_001607740.1, XP_008203086.1, XP_031777813.1
OG0001926	XP_318244.2	XP_003426826.1
OG0001927	XP_317044.4	XP_031788331.1, XP_016842024.1
OG0001928	XP_315547.4	XP_016844845.2
OG0001929	XP_317454.4	XP_031780127.1
OG0001930	XP_321897.3	XP_031779200.1
OG0001931	XP_311435.4	XP_031777740.1, XP_001607753.1, XP_032451803.1
OG0001933	XP_307887.5	XP_031778152.1, XP_003425501.1
OG0001934	XP_311532.4	XP_016838487.1
OG0001936	XP_318100.4	NP_001164386.1, XP_031777853.1
OG0001937	XP_001689103.1, XP_554647.3, XP_318122.4	XP_032452144.1, NP_001128389.1, NP_001128390.1
OG0001938	XP_558769.4	XP_031787199.1, XP_001603831.2
OG0001939	XP_552338.3	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1
OG0001941	XP_319987.4	XP_032452908.1, XP_008209803.1
OG0001942	XP_317665.3	XP_008208407.1
OG0001943	XP_003436473.1, XP_557438.4, XP_003436880.1	XP_031781572.1
OG0001944	XP_312420.3	XP_008206976.2, XP_031786898.1
OG0001945	XP_003436058.1	XP_031785446.1
OG0001946	XP_317472.4	XP_003425284.1, XP_003425283.1, XP_008201901.1
OG0001947	XP_001688716.1, XP_315727.4	XP_031779520.1, XP_031779522.1
OG0001949	XP_317607.1	XP_008216747.1, XP_031777065.1, XP_032451847.1, XP_032451848.1
OG0001950	XP_315751.4	XP_001606793.1
OG0001951	XP_566154.4, XP_003436945.1, XP_003436946.1	XP_008205666.1
OG0001952	XP_001688471.1, XP_313906.4	XP_031776867.1, XP_031776838.1
OG0001953	XP_313932.4	XP_031787744.1
OG0001954	XP_321431.4	XP_008206918.1
OG0001956	XP_311418.4	XP_008216697.1, XP_032453954.1
OG0001957	XP_001238250.1	XP_008209339.1
OG0001959	XP_321366.4, XP_321367.3	XP_001604806.1
OG0001960	XP_311552.4, XP_557151.3	XP_016844932.1, XP_016844931.1, XP_016844929.1
OG0001961	XP_320824.4	XP_032453532.1, XP_001603588.2, XP_032453533.1
OG0001962	XP_001238089.2, XP_307544.3, XP_552919.3	XP_008206753.1
OG0001963	XP_001689287.1	XP_008213483.1
OG0001964	XP_312847.5	XP_031784293.1, NP_001122409.2
OG0001965	XP_317861.4	XP_031779566.1, XP_016841474.1
OG0001966	XP_001688506.1	XP_001607784.1
OG0001967	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2	XP_008205423.1, NP_001155989.1, NP_001155990.1
OG0001968	XP_562672.3	XP_016843785.1, XP_031787537.1
OG0001969	XP_311170.4	XP_003427305.1
OG0001971	XP_001237912.2	XP_016838128.1
OG0001973	XP_311464.4	XP_032456675.1, XP_031787668.1
OG0001974	XP_311480.4	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1
OG0001975	XP_320440.4	XP_001603045.2, XP_016839305.1
OG0001976	XP_311164.5	XP_016844202.1
OG0001977	XP_313368.5	XP_001602111.4
OG0001987	XP_311198.2, XP_003437054.1	XP_008216612.1
OG0001988	XP_320295.4	XP_008212767.1, XP_031781386.1
OG0001989	XP_318823.2, XP_312874.2	XP_001607213.1
OG0001990	XP_313570.3	XP_001599614.1
OG0001991	XP_001237311.3	XP_032455315.1, XP_001600190.1
OG0001992	XP_320931.5	XP_031778961.1
OG0001993	XP_308577.2	XP_001601230.1, XP_032456076.1, XP_008218092.1
OG0001994	XP_312541.3	XP_003427198.1
OG0001996	XP_313220.4	XP_001605457.3
OG0001997	XP_312608.5, XP_003436094.1, XP_313590.2	XP_031777941.1, XP_031778184.1, XP_001606900.1
OG0001998	XP_311821.3, XP_003436372.1	XP_001599579.1
OG0001999	XP_313593.3, XP_003436785.1	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1
OG0002000	XP_001237600.2	XP_016844725.1, XP_016844723.1
OG0002001	XP_315690.3	XP_001603234.1
