Orthogroup	Anopheles_gambiae	Drosophila_melanogaster
OG0001799	XP_317542.4	NP_001260496.1
OG0001800	XP_322025.4	NP_001262652.1, NP_001262651.1
OG0001801	XP_003437184.1, XP_309240.5	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1
OG0001802	XP_311303.4	NP_001162765.1
OG0001803	XP_319394.3	NP_001015387.1
OG0001804	XP_309016.3	NP_728575.2, NP_612081.1
OG0001805	XP_001230802.2, XP_311500.4	NP_649038.1, NP_730334.2
OG0001806	XP_001237938.1	NP_610087.2
OG0001807	XP_001688881.1	NP_001286460.1
OG0001808	XP_321112.5	NP_650163.2, NP_650840.1
OG0001809	XP_310183.4	NP_609837.1
OG0001810	XP_311361.4	NP_001246271.1
OG0001811	XP_320972.5	NP_001262677.1
OG0001812	XP_307843.4	NP_001259970.1
OG0001813	XP_318213.4	NP_611350.1
OG0001814	XP_316569.3	NP_524758.1
OG0001815	XP_309558.3	NP_476667.1, NP_001246493.1
OG0001816	XP_320770.4	NP_648106.1
OG0001818	XP_310323.5	NP_001285489.1
OG0001820	XP_307539.4, XP_311694.5	NP_649757.1
OG0001821	XP_321552.2	NP_001287100.1
OG0001822	XP_318935.4	NP_995873.2
OG0001823	XP_319031.4	NP_609767.2
OG0001824	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1	NP_001356918.1
OG0001825	XP_309761.4	NP_001285277.1
OG0001826	XP_316335.3	NP_610191.2
OG0001827	XP_312964.5	NP_001261341.1
OG0001828	XP_319800.4	NP_477184.1
OG0001829	XP_320391.3	NP_511153.1
OG0001830	XP_321851.5	NP_001189170.1
OG0001831	XP_311880.3	NP_648895.1
OG0001832	XP_312521.5	NP_611293.3
OG0001833	XP_315521.4	NP_001262071.1
OG0001834	XP_319184.4	NP_001285657.1
OG0001835	XP_314022.4	NP_648567.2
OG0001835	XP_558527.3	NP_729801.1
OG0001836	XP_003437135.1, XP_560130.4	NP_001097041.2
OG0001838	XP_321088.3	NP_649809.1
OG0001839	XP_003436136.1, XP_312480.4	NP_001287516.1
OG0001840	XP_318482.1	NP_001287291.1
OG0001841	XP_001688202.2, XP_311414.4	NP_649554.1
OG0001843	XP_307776.4	NP_001163392.1
OG0001844	XP_312568.5	NP_733332.1
OG0001845	XP_319417.2	NP_649732.1
OG0001846	XP_001688620.2	NP_788721.1
OG0001847	XP_310788.4	NP_001163705.1
OG0001848	XP_308873.2	NP_610735.1
OG0001850	XP_319034.3	NP_001097569.1
OG0001851	XP_317298.4	NP_524795.2
OG0001852	XP_310775.5	NP_611258.2
OG0001853	XP_319487.4	NP_001285407.1
OG0001854	XP_309469.4	NP_610231.2, NP_525107.1, NP_536747.2
OG0001855	XP_307994.5, XP_003436054.1	NP_001097922.1
OG0001856	XP_313353.5	NP_650446.2
OG0001859	XP_001238249.2	NP_001261279.1, NP_608679.1
OG0001860	XP_320308.4	NP_001286627.1
OG0001861	XP_321709.4	NP_524274.1
OG0001862	XP_003435833.1, XP_003435834.1, XP_321690.5	NP_001096954.1
OG0001863	XP_309095.4	NP_001303452.1
OG0001864	XP_317269.4	NP_001259978.1
OG0001865	XP_319334.2	NP_001036440.1
OG0001866	XP_315330.3	NP_610462.3
OG0001867	XP_312464.4	NP_651658.1
OG0001868	XP_003436044.1, XP_308030.5	NP_732113.3
OG0001869	XP_318045.3	NP_477402.1
OG0001870	XP_313568.2	NP_001285457.1
OG0001871	XP_312619.4	NP_572522.2
OG0001872	XP_312232.5, XP_003436213.1	NP_536773.1
OG0001873	XP_321783.5	NP_730982.1
OG0001875	XP_311329.5	NP_511130.2
OG0001876	XP_321464.5	NP_001368952.1
OG0001877	XP_319571.4	NP_001014498.1
OG0001878	XP_311975.4	NP_001259740.1
OG0001878	XP_320738.4	NP_001260348.1
OG0001879	XP_317011.3	NP_652101.2
OG0001880	XP_003436040.1, XP_308045.4	NP_001033948.1
OG0001882	XP_311133.5	NP_001188575.1
OG0001883	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3	NP_650805.1
OG0001884	XP_001689191.1	NP_001188772.1
OG0001885	XP_313002.4	NP_001262303.1
OG0001886	XP_309838.4	NP_001261166.1
OG0001887	XP_317002.4, XP_553715.3	NP_723772.2
OG0001888	XP_317311.2	NP_001286416.1
OG0001889	XP_307262.4	NP_651593.1
OG0001890	XP_316301.2	NP_609530.1
OG0001891	XP_320814.4	NP_476733.1
OG0001892	XP_309357.2	NP_001245925.1, NP_611294.1
OG0001893	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1	NP_477049.2
OG0001894	XP_001688928.1, XP_316628.4	NP_001137875.1
OG0001895	XP_308248.4	NP_524651.2
OG0001896	XP_307242.4, XP_319188.4	NP_609570.1
OG0001897	XP_313366.5	NP_611140.3
OG0001898	XP_321435.4	NP_001263035.1
OG0001899	XP_308974.4	NP_724878.2
OG0001900	XP_316978.4	NP_001259735.1
OG0001901	XP_306805.2, XP_309655.5	NP_651080.2
OG0001902	XP_003436023.1, XP_550721.4	NP_001286818.1
OG0001903	XP_001687821.1	NP_001285675.1
OG0001905	XP_562663.4	NP_001287263.1
OG0001908	XP_001237469.3	NP_650314.1
OG0001909	XP_316909.4	NP_001033913.1
OG0001910	XP_001688999.1	NP_648745.1
OG0001912	XP_318591.3	NP_001286124.1
OG0001913	XP_312163.5	NP_524909.1
OG0001914	XP_556085.3	NP_608998.2
OG0001915	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1	NP_001014612.1
OG0001916	XP_308004.3	NP_648272.1
OG0001917	XP_564245.2	NP_611237.2
OG0001919	XP_317505.2, XP_001237937.1	NP_610950.2
OG0001921	XP_320502.4	NP_001036438.1
OG0001922	XP_319376.3	NP_001246140.1
OG0001923	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1	NP_726381.1
OG0001924	XP_314937.4	NP_609384.1
OG0001925	XP_321757.5	NP_476618.1
OG0001926	XP_318244.2	NP_609736.1
OG0001927	XP_317044.4	NP_524688.1
OG0001928	XP_315547.4	NP_001261246.1
OG0001929	XP_317454.4	NP_001260566.1, NP_001260567.1
OG0001930	XP_321897.3	NP_650547.1
OG0001931	XP_311435.4	NP_001097135.1
OG0001933	XP_307887.5	NP_524431.2
OG0001936	XP_318100.4	NP_001286158.1
OG0001937	XP_001689103.1, XP_554647.3, XP_318122.4	NP_001259619.1
OG0001938	XP_558769.4	NP_001286427.1
OG0001939	XP_552338.3	NP_649157.1
OG0001941	XP_319987.4	NP_001368962.1
OG0001942	XP_317665.3	NP_001260565.1, NP_476804.1
OG0001943	XP_003436473.1	NP_001188918.1
OG0001943	XP_557438.4, XP_003436880.1	NP_651214.2
OG0001944	XP_312420.3	NP_001163494.1
OG0001945	XP_003436058.1, XP_003436059.1, XP_565625.4	NP_572873.2
OG0001946	XP_317472.4	NP_001303420.1
OG0001947	XP_001688716.1, XP_315727.4	NP_649796.1
OG0001949	XP_317607.1	NP_001285813.1
OG0001950	XP_315751.4	NP_001261595.1
OG0001951	XP_566154.4, XP_003436945.1, XP_003436946.1	NP_726846.1
OG0001952	XP_001688471.1, XP_313906.4	NP_001245466.1
OG0001953	XP_313932.4	NP_788450.1
OG0001954	XP_321431.4	NP_001263037.1
OG0001956	XP_311418.4	NP_610804.1
OG0001957	XP_001238250.1	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1
OG0001959	XP_321366.4, XP_321367.3	NP_649972.1
OG0001960	XP_311552.4	NP_001261726.1
OG0001960	XP_557151.3	NP_524993.3, NP_001027247.1
OG0001961	XP_320824.4	NP_001286875.1
OG0001962	XP_001238089.2, XP_307544.3, XP_552919.3	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_001689287.1	NP_648053.1
OG0001964	XP_312847.5	NP_001287227.1
OG0001965	XP_317861.4	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_001688506.1	NP_001286827.1
OG0001967	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2	NP_001262353.1
OG0001968	XP_562672.3	NP_001097756.1
OG0001969	XP_311170.4	NP_001259204.1
OG0001971	XP_001237912.2	NP_723787.1
OG0001973	XP_311464.4	NP_726095.2
OG0001974	XP_311480.4	NP_648645.1
OG0001975	XP_320440.4	NP_001260979.1
OG0001976	XP_311164.5	NP_001138150.1
OG0001977	XP_313368.5	NP_611067.2
OG0001987	XP_311198.2, XP_003437054.1	NP_001356937.1
OG0001988	XP_320295.4	NP_524001.2
OG0001989	XP_318823.2, XP_312874.2	NP_001260098.1
OG0001990	XP_313570.3	NP_788760.1
OG0001991	XP_001237311.3	NP_001262998.1
OG0001992	XP_320931.5	NP_001245552.1
OG0001993	XP_308577.2	NP_611538.1
OG0001994	XP_312541.3	NP_651072.1
OG0001996	XP_313220.4	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_312608.5, XP_003436094.1, XP_313590.2	NP_996267.1
OG0001998	XP_311821.3, XP_003436372.1	NP_651780.1
OG0001999	XP_313593.3, XP_003436785.1	NP_523428.1
OG0002000	XP_001237600.2	NP_726490.3
OG0002001	XP_315690.3	NP_001285572.1
OG0002002	XP_314684.3	NP_001260458.1
OG0002003	XP_319151.4	NP_001259998.1
OG0002004	XP_312664.3	NP_650776.1
OG0002005	XP_308337.2	NP_647640.1
OG0002006	XP_320203.4	NP_001247376.1, NP_001247375.1
OG0002007	XP_315539.4	NP_001261689.1
OG0002009	XP_309809.3	NP_001027401.1
OG0002010	XP_001237747.2	NP_651600.1
OG0002011	XP_316229.4	NP_001286589.1
OG0002012	XP_317892.4	NP_001014582.1, NP_524041.2
OG0002013	XP_308133.5	NP_001245550.1
OG0002014	XP_317430.4	NP_476562.1
OG0002015	XP_317330.3	NP_609782.2
OG0002016	XP_321554.1	NP_788448.1
OG0002018	XP_313721.3	NP_648586.2
OG0002019	XP_316694.4, XP_001688949.1, XP_001688948.1	NP_001137910.2
OG0002020	XP_313841.5, XP_003436836.1	NP_732549.2
OG0002021	XP_319465.4	NP_649827.2
OG0002022	XP_565083.3	NP_726406.1
OG0002023	XP_310822.5	NP_001245577.1
OG0002024	XP_001237567.2	NP_610095.1
OG0002025	XP_310557.3	NP_649877.1
OG0002026	XP_309803.3	NP_001259298.1
OG0002028	XP_317970.5	NP_001263045.1
OG0002029	XP_003437055.1, XP_003437056.1, XP_311201.5	NP_610059.1
OG0002032	XP_317803.3	NP_001286795.1
OG0002033	XP_309550.3	NP_001285275.1
OG0002034	XP_003436757.1	NP_001189073.1
OG0002035	XP_320862.4	NP_611093.2
OG0002036	XP_308782.4	NP_001286548.1
OG0002037	XP_307993.5	NP_524660.1
OG0002038	XP_311849.4	NP_608372.1
OG0002039	XP_001237805.2, XP_001688860.1	NP_001286974.1
OG0002041	XP_315504.4	NP_647887.1
OG0002042	XP_554712.3	NP_001137671.1, NP_610099.1
OG0002043	XP_321950.5	NP_001034012.2
OG0002044	XP_321470.3	NP_001263139.1
OG0002045	XP_317480.2	NP_477311.1
OG0002046	XP_001237906.2	NP_001097124.1, NP_733326.1
OG0002047	XP_321707.4	NP_001189286.1
OG0002048	XP_321719.5	NP_001247185.1
OG0002049	XP_308112.4	NP_732811.1
OG0002050	XP_308621.4	NP_001285355.1
OG0002051	XP_314258.4	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_308449.4	NP_611508.1
OG0002053	XP_318560.4	NP_610530.1
OG0002054	XP_559677.2	NP_001097585.3
OG0002055	XP_001688950.1	NP_001259900.1, NP_572902.1
OG0002056	XP_001688309.2	NP_524907.2
OG0002057	XP_317676.4	NP_609888.2
OG0002058	XP_559859.2, XP_559860.3, XP_310052.4, XP_310051.2, XP_310050.3	NP_609119.2
OG0002059	XP_315936.4	NP_648185.1
OG0002060	XP_318175.4	NP_726403.2
OG0002061	XP_314708.4	NP_001036338.1
OG0002062	XP_556050.3	NP_001356975.1
OG0002063	XP_321610.3	NP_001285001.1
OG0002064	XP_308813.4	NP_001356982.1
OG0002065	XP_001237297.2	NP_001284967.1
OG0002066	XP_313794.4	NP_649869.1
OG0002067	XP_001688412.2, XP_312994.5	NP_651116.1
OG0002068	XP_001689094.1, XP_318072.4	NP_611856.1
OG0002069	XP_001231045.2	NP_652610.1
OG0002070	XP_313822.4	NP_650941.3
OG0002071	XP_314863.4	NP_477372.1
OG0002072	XP_319942.4	NP_001259984.1
OG0002073	XP_319719.3	NP_001260394.1
OG0002074	XP_319526.5	NP_001260491.1, NP_001263066.1
OG0002075	XP_003436320.1	NP_524583.1
OG0002076	XP_310628.3	NP_001163600.1
OG0002077	XP_001688809.1	NP_724409.3
OG0002078	XP_320005.4	NP_001259928.1
OG0002079	XP_316002.4	NP_001261524.1
OG0002080	XP_321669.3	NP_649990.2
OG0002081	XP_318103.3	NP_001286545.1
OG0002082	XP_314465.4	NP_572503.1
OG0002083	XP_316310.4	NP_648372.1
OG0002084	XP_308209.4	NP_611677.1
OG0002085	XP_312904.3, XP_003436417.1	NP_001285316.1
OG0002086	XP_317429.4	NP_609934.3
OG0002087	XP_307968.3	NP_572818.1
OG0002088	XP_318048.4	NP_523833.1
OG0002089	XP_316471.3	NP_001261563.1
OG0002089	XP_001688052.1	NP_649709.2
OG0002090	XP_555163.3	NP_001260029.1
OG0002091	XP_311401.4	NP_001285049.1, NP_609350.2
OG0002092	XP_308627.4, XP_320671.2	NP_788716.1
OG0002093	XP_315440.3	NP_001262005.1
OG0002094	XP_315346.4, XP_001688639.1, XP_001688638.1	NP_610207.1, NP_001259341.1
OG0002095	XP_315884.3	NP_733076.2
OG0002096	XP_311504.3	NP_723086.1
OG0002097	XP_318214.4	NP_001162716.1, NP_729740.2
OG0002098	XP_319705.4	NP_477014.1
OG0002099	XP_312981.5	NP_001262830.1, NP_001262827.1
OG0002100	XP_311321.4	NP_001285208.1
OG0002101	XP_001687757.2	NP_001014695.1
OG0002102	XP_311046.4	NP_649939.1
OG0002103	XP_315784.2	NP_001260451.1
OG0002106	XP_309767.4	NP_524818.1
OG0002107	XP_552176.3	NP_523739.2
OG0002108	XP_314584.4	NP_996185.1
OG0002109	XP_317488.4	NP_611966.3
OG0002110	XP_552825.2	NP_996042.1
OG0002111	XP_565089.3	NP_001261454.1
OG0002113	XP_312496.4	NP_001262803.1
OG0002114	XP_321130.3	NP_651508.1
OG0002115	XP_310531.5	NP_572197.4
OG0002116	XP_001237253.3, XP_307206.3	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_317624.2	NP_001286076.1
OG0002119	XP_003436955.1	NP_001162779.1
OG0002120	XP_319974.4	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_001688347.2, XP_311831.5	NP_001262679.1
OG0002122	XP_003436181.1, XP_312307.1	NP_001138057.1
OG0002123	XP_308093.2	NP_523593.5
OG0002124	XP_312866.5	NP_001369005.1
OG0002125	XP_003437024.1	NP_726887.1, NP_001356931.1
OG0002126	XP_001688245.1, XP_320137.2	NP_524659.1, NP_652413.1
OG0002127	XP_001688406.2	NP_001261984.1
OG0002128	XP_001689182.1, XP_554046.3	NP_611499.3
OG0002129	XP_321647.3	NP_788872.1
OG0002130	XP_311428.3	NP_001260865.1
OG0002131	XP_320082.4	NP_001259886.1
OG0002132	XP_315505.3	NP_001261614.1
OG0002134	XP_312543.3	NP_001163664.1
OG0002136	XP_321353.3	NP_608780.1
OG0002137	XP_319319.4, XP_317671.4	NP_001286327.1
OG0002138	XP_320305.3	NP_001262079.1
OG0002139	XP_312366.5	NP_648894.2
OG0002140	XP_001688169.2	NP_001262599.1
OG0002141	XP_317885.4	NP_730594.1
OG0002142	XP_307498.3, XP_307652.4	NP_001285282.1
OG0002143	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4	NP_524238.1
OG0002144	XP_001688775.1, XP_316070.4, XP_316071.4	NP_001261617.1
OG0002145	XP_317618.4	NP_609877.2
OG0002146	XP_558090.3	NP_001259153.1
OG0002148	XP_319521.5	NP_650672.1
OG0002149	XP_320386.4	NP_726059.5
OG0002150	XP_319190.4	NP_001036357.2
OG0002151	XP_314261.5, XP_317218.3	NP_788891.2
OG0002152	XP_320850.3	NP_001036397.2
OG0002153	XP_316803.5, XP_315069.4, XP_315070.4	NP_608851.1, NP_511089.2
OG0002154	XP_311202.5	NP_651555.1
OG0002155	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1	NP_001262777.1
OG0002156	XP_001689392.2	NP_001262888.1
OG0002157	XP_315692.4	NP_648105.1
OG0002158	XP_309519.4	NP_001284753.1
OG0002159	XP_553983.1	NP_001284832.1
OG0002162	XP_313322.5, XP_003436528.1, XP_003436527.1	NP_649886.1
OG0002163	XP_555234.3	NP_001286059.1
OG0002164	XP_321358.5	NP_001287469.1
OG0002165	XP_317301.3	NP_511170.1
OG0002166	XP_001688407.2	NP_651250.2
OG0002167	XP_003436986.1, XP_003436987.1, XP_310681.3	NP_730568.1
OG0002168	XP_320767.3	NP_001247018.1
OG0002169	XP_310382.7	NP_610943.2
OG0002170	XP_321119.5	NP_001285140.1
OG0002171	XP_319731.4	NP_610185.1
OG0002171	XP_319754.4	NP_723732.2, NP_609741.3
OG0002172	XP_317137.3	NP_001245974.1
OG0002173	XP_309092.4, XP_001688165.1, XP_309091.4	NP_001262864.1
OG0002178	XP_001688845.1, XP_001688846.1, XP_316357.4	NP_524679.3
OG0002179	XP_319652.3	NP_609675.2
OG0002181	XP_001688298.2	NP_001285496.1
OG0002182	XP_001230782.3	NP_001245595.1
OG0002183	XP_561559.5, XP_320218.3	NP_788429.1
OG0002184	XP_312055.5	NP_001247215.1
OG0002185	XP_001689052.1, XP_317704.4	NP_726596.1
OG0002186	XP_001688193.1	NP_001285258.1
OG0002187	XP_316330.4	NP_649313.1
OG0002188	XP_319794.4	NP_001104019.1
OG0002189	XP_310849.4	NP_572502.1
OG0002190	XP_001230271.1, XP_311887.5	NP_001097622.2
OG0002191	XP_320739.4	NP_001260762.1
OG0002192	XP_308422.4	NP_725091.1
OG0002193	XP_313823.5	NP_650940.2
OG0002194	XP_314361.4	NP_001286884.1
OG0002195	XP_310712.4	NP_001285326.1
OG0002196	XP_317678.4	NP_001246133.1
OG0002197	XP_309356.4	NP_525097.1
OG0002198	XP_310467.4	NP_649415.2, NP_611222.2
OG0002200	XP_557488.3	NP_001287456.1
OG0002201	XP_318616.2	NP_724335.2
OG0002202	XP_309618.5	NP_001262840.1
OG0002203	XP_310969.5	NP_001262806.1
OG0002204	XP_001237526.3, XP_001237527.1	NP_650021.1
OG0002206	XP_557337.3	NP_001285571.1
OG0002207	XP_311997.5, XP_003436511.1, XP_314878.3, XP_313273.4, XP_313718.4, XP_003436807.1, XP_306407.3	NP_001097647.3, NP_995744.4
OG0002208	XP_320208.3	NP_001137618.1
OG0002209	XP_318642.4, XP_318640.4	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002210	XP_315697.3	NP_611068.3
OG0002211	XP_551778.3	NP_649412.1
OG0002212	XP_564794.2	NP_001097770.3, NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1
OG0002213	XP_001237956.2	NP_608580.2
OG0002215	XP_308755.4	NP_788337.1, NP_001286352.1
OG0002217	XP_003435960.1	NP_001163086.1
OG0002218	XP_321523.2	NP_649774.1
OG0002219	XP_003436745.1, XP_313135.5	NP_651266.1
OG0002220	XP_557597.1, XP_001688608.1	NP_001286572.1
OG0002221	XP_310676.4	NP_001259702.1
OG0002222	XP_308280.4	NP_001261000.1
OG0002223	XP_315341.4	NP_001287045.1
OG0002224	XP_314710.3	NP_001014469.1
OG0002225	XP_319775.4	NP_001163042.1
OG0002226	XP_320574.3	NP_652639.1
OG0002236	XP_309993.2	NP_001287249.1, NP_001189295.1
OG0002237	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5	NP_001097736.1, NP_524682.1
OG0002238	XP_317555.2	NP_001260018.1
OG0002239	XP_308566.3	NP_573175.2
OG0002240	XP_315788.3, XP_001237711.2	NP_523684.2
OG0002241	XP_312471.3	NP_001262025.1
OG0002242	XP_310166.4	NP_001259911.1
OG0002243	XP_313924.3, XP_306148.3	NP_476646.2
OG0002244	XP_311180.4	NP_001287433.1
OG0002246	XP_001237771.2	NP_524033.2
OG0002247	XP_003436456.1	NP_611450.1, NP_001097356.1
OG0002247	XP_314262.3	NP_523771.1
OG0002248	XP_003436990.1, XP_003436991.1, XP_310673.3	NP_608531.1
OG0002249	XP_316650.2	NP_001261273.1
OG0002250	XP_310463.5	NP_651181.1
OG0002251	XP_315763.2	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_312090.2	NP_731500.1
OG0002253	XP_316087.3	NP_001303378.1
OG0002254	XP_320351.1	NP_523792.2
OG0002255	XP_311468.4	NP_001246745.1
OG0002256	XP_559218.3	NP_649582.1
OG0002257	XP_308307.3	NP_476866.1
OG0002258	XP_320160.4	NP_610379.2
OG0002259	XP_317057.2	NP_001247099.1
OG0002260	XP_312002.3	NP_649813.1
OG0002261	XP_311027.3, XP_316597.3	NP_651967.2
OG0002262	XP_315699.3	NP_001097502.1
OG0002263	XP_312386.4	NP_001247310.1
OG0002264	XP_316411.4, XP_001237806.2	NP_729301.1
OG0002265	XP_312939.4, XP_310968.2	NP_001285313.1, NP_001287584.1
OG0002266	XP_319132.3	NP_609647.1
OG0002267	XP_001688045.1, XP_308614.3	NP_001287120.1
OG0002268	XP_315357.1	NP_001260796.1
OG0002269	XP_001688552.1, XP_314288.4	NP_729528.2
OG0002270	XP_320933.5, XP_003436033.1	NP_001259717.1
OG0002271	XP_308770.3	NP_647950.1
OG0002272	XP_317306.3	NP_651622.2
OG0002273	XP_317620.3	NP_609364.1
OG0002275	XP_316827.4	NP_511166.2
OG0002276	XP_001237672.2	NP_648179.3
OG0002277	XP_312569.5	NP_649473.1
OG0002278	XP_308935.4	NP_733209.1
OG0002279	XP_001238171.1	NP_001097075.2
OG0002280	XP_319701.4	NP_001027412.1
OG0002281	XP_313642.2	NP_001188935.1
OG0002282	XP_313518.4	NP_650055.1
OG0002283	XP_562866.4, XP_003436395.1	NP_001014583.1, NP_524394.2
OG0002284	XP_316465.2	NP_731688.2
OG0002285	XP_003436647.1, XP_308110.4	NP_651667.1
OG0002286	XP_311881.3	NP_788515.1
OG0002287	XP_313317.5	NP_001246966.1
OG0002288	XP_314619.3, XP_001687783.1	NP_476929.1
OG0002289	XP_317681.4	NP_001286047.1
OG0002290	XP_001237854.2	NP_001137877.1
OG0002291	XP_003436239.1, XP_312150.5	NP_001262693.1
OG0002292	XP_315800.4	NP_001286776.1
OG0002292	XP_308266.4	NP_001137630.2
OG0002293	XP_003436151.1, XP_312394.4	NP_001369011.1
OG0002295	XP_319022.3	NP_001137978.1
OG0002296	XP_310195.4	NP_001285877.1, NP_001097153.1
OG0002298	XP_321861.5	NP_572488.1
OG0002299	XP_316540.4	NP_001246631.1
OG0002300	XP_003436720.1, XP_312987.5	NP_731114.2
OG0002300	XP_308376.4	NP_523713.2
OG0002302	XP_562743.4	NP_001262366.1
OG0002303	XP_001689186.1	NP_001285976.1
OG0002304	XP_315453.4	NP_729380.1
OG0002305	XP_317627.4	NP_609505.1
OG0002306	XP_315741.5	NP_001097477.1
OG0002307	XP_310415.2	NP_001247158.1
OG0002308	XP_560266.4, XP_003437182.1	NP_001104460.2, NP_001286943.1
OG0002309	XP_320116.6	NP_523369.2
OG0002310	XP_003435796.1, XP_321880.5	NP_650863.3
OG0002311	XP_311562.3	NP_001284845.1
OG0002311	XP_320378.4	NP_001284844.1
OG0002312	XP_315530.4	NP_610823.1
OG0002312	XP_317122.2	NP_610052.1
OG0002313	XP_001238258.1	NP_611636.1
OG0002314	XP_313994.4	NP_611803.1
OG0002315	XP_311993.4	NP_001356923.1
OG0002317	XP_317316.2	NP_609965.1
OG0002318	XP_313451.4, XP_307675.4	NP_651351.1
OG0002319	XP_557956.3	NP_572446.2
OG0002320	XP_001689318.2	NP_001259719.1
OG0002321	XP_313691.2	NP_732964.1
OG0002322	XP_003436327.1	NP_001162651.1
OG0002323	XP_001689386.2	NP_649760.1
OG0002324	XP_001688578.1	NP_610722.2, NP_001260909.1
OG0002325	XP_320955.4	NP_648482.3
OG0002326	XP_309632.5	NP_569874.1
OG0002327	XP_319087.2	NP_001285776.1
OG0002328	XP_552142.2	NP_610273.1
OG0002329	XP_321513.3	NP_731930.3
OG0002330	XP_311507.4	NP_001285729.1
OG0002331	XP_307305.3, XP_001237261.3, XP_003437036.1	NP_001284830.1
OG0002332	XP_003436043.1, XP_308033.5	NP_001137802.1
OG0002333	XP_001689148.1, XP_318851.4, XP_001689147.1	NP_001285918.1
OG0002334	XP_321649.5	NP_651249.2
OG0002335	XP_320904.4	NP_001262595.1
OG0002336	XP_310186.3	NP_001285803.1
OG0002337	XP_314133.3	NP_001261323.1, NP_001261324.1
OG0002338	XP_001237560.2	NP_001036446.2
OG0002339	XP_318985.4	NP_001188911.1
OG0002340	XP_317156.3	NP_001245889.1
OG0002341	XP_559797.5	NP_609968.3
OG0002342	XP_309173.5	NP_001260601.1
OG0002343	XP_310939.3	NP_650447.1
OG0002344	XP_320981.3	NP_001262835.1
OG0002345	XP_310309.5	NP_609239.1
OG0002346	XP_003436168.1	NP_995679.1
OG0002347	XP_319234.3	NP_001036341.2
OG0002349	XP_024667071.1, XP_311529.4	NP_477420.1
OG0002350	XP_311692.5	NP_650918.1
OG0002352	XP_316107.4	NP_788536.1
OG0002354	XP_319232.4	NP_001286785.1
OG0002355	XP_003436010.1	NP_001259311.1
OG0002356	XP_316092.4	NP_001261092.1
OG0002357	XP_319235.4	NP_001285977.1
OG0002358	XP_315898.4	NP_648945.1
OG0002359	XP_311182.4	NP_001285406.1
OG0002360	XP_319799.4	NP_001285833.1
OG0002361	XP_552158.2, XP_320477.4	NP_608335.1, NP_609269.1
OG0002362	XP_313903.2, XP_306110.3	NP_996330.1
OG0002363	XP_316645.3	NP_001286579.1
OG0002364	XP_003435962.1	NP_572709.1
OG0002365	XP_318984.2	NP_609980.1
OG0002366	XP_322011.5	NP_573019.1, NP_573018.1
OG0002367	XP_317456.2	NP_652500.1, NP_001097158.1
OG0002368	XP_321284.5, XP_003435935.1	NP_001262276.1
OG0002369	XP_316115.1	NP_647972.1
OG0002370	XP_001688194.1	NP_650194.1, NP_650501.1
OG0002371	XP_564160.3	NP_650583.1
OG0002372	XP_312909.4	NP_610940.1
