Orthogroup	Anopheles_gambiae	Bombyx_mori
OG0001537	XP_320593.4, XP_317447.4	XP_004930078.1
OG0001538	XP_321591.4	NP_001127726.1, NP_001127745.1
OG0001538	XP_001687839.2	NP_001037049.1, XP_037873389.1
OG0001539	XP_318061.4	NP_001182396.1
OG0001540	XP_315568.3, XP_001688680.1, XP_001688679.1	XP_037866721.1, NP_001108344.1, XP_037866889.1
OG0001541	XP_308645.4	XP_037869460.1
OG0001542	XP_317569.4	XP_004925578.2
OG0001543	XP_003436971.1	XP_021208076.1
OG0001545	XP_318635.3	XP_021205692.2
OG0001546	XP_312041.5	XP_021202997.2
OG0001547	XP_308339.4	XP_037875077.1
OG0001548	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2	XP_037871858.1
OG0001550	XP_001230662.1	NP_001127721.1
OG0001551	XP_001688523.1, XP_314100.4	NP_001040440.1, XP_021205145.1
OG0001552	XP_318541.4	XP_037875658.1, XP_037875663.1
OG0001553	XP_313022.3	XP_004922085.1
OG0001554	XP_001688023.1, XP_001688025.1	XP_021202702.2
OG0001555	XP_320393.4	XP_004926499.2
OG0001556	XP_308925.4	XP_037869191.1
OG0001557	XP_321982.3	NP_001127735.1, XP_012548880.1
OG0001557	XP_318856.3	NP_001127732.1, XP_037868153.1
OG0001558	XP_310248.7, XP_316659.3	XP_004922281.1
OG0001559	XP_321922.5	XP_012550319.2
OG0001560	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1	XP_012553162.1, XP_012553161.2
OG0001561	XP_313778.5	XP_004928449.2
OG0001562	XP_001688616.1, XP_001688617.1	XP_037867104.1, XP_037867118.1
OG0001563	XP_552478.2	XP_021204882.1
OG0001565	XP_308594.4	XP_037874788.1
OG0001567	XP_552509.3	NP_001036935.1, XP_037873779.1
OG0001568	XP_312875.5	XP_037876104.1, NP_001243990.1
OG0001569	XP_308701.2	XP_037873304.1
OG0001570	XP_001237154.2	XP_012551718.2
OG0001571	XP_319421.4	XP_037875923.1
OG0001572	XP_321888.3, XP_003435792.1, XP_003435793.1	XP_004927967.1, XP_004927965.1
OG0001575	XP_317568.3	NP_001037325.1, NP_001037333.1
OG0001576	XP_553723.1	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1
OG0001577	XP_310528.5	XP_037868606.1, NP_001106746.1
OG0001579	XP_316180.4	XP_037874676.1
OG0001580	XP_001231055.3, XP_003437188.1, XP_003437189.1	XP_004930748.1
OG0001581	XP_317108.3	XP_012551182.2
OG0001582	XP_313138.5	XP_012550801.1
OG0001583	XP_563637.3	XP_004928527.1
OG0001584	XP_311327.5	XP_012546518.1, XP_012546512.1
OG0001586	XP_312095.5	XP_012545422.2, NP_001138795.1
OG0001587	XP_308295.3	XP_004931594.2
OG0001588	XP_312218.5	XP_037873144.1
OG0001589	XP_308241.3, XP_311195.5	XP_021209162.1
OG0001591	XP_317090.2	XP_004930937.1
OG0001592	XP_317552.4	XP_004927023.1
OG0001593	XP_307791.5	NP_001036870.1, XP_037867807.1
OG0001594	XP_003436556.1, XP_001688443.2	XP_004927503.2
OG0001595	XP_001688026.1	XP_004922227.1, XP_021205276.1
OG0001596	XP_313347.3	XP_004926385.1
OG0001598	XP_003436740.1, XP_003436741.1, XP_313104.2	XP_037876897.1, NP_001037309.1
OG0001599	XP_001689120.2	XP_037872272.1
OG0001600	XP_315510.4	XP_021208437.1
OG0001601	XP_309586.5	XP_012553340.2
OG0001602	XP_307192.4	XP_012553401.1, XP_004931415.1
OG0001604	XP_314263.5	XP_012549189.1, XP_012549190.1
OG0001605	XP_003437084.1	NP_001040217.1, XP_012543931.1
OG0001606	XP_001689072.1	NP_001296482.1, XP_004927952.1
OG0001608	XP_319419.4	XP_004931746.1
OG0001614	XP_560351.3, XP_003436655.1	NP_001036780.1
OG0001615	XP_311852.2, XP_003436358.1, XP_003436357.1	NP_001037213.1, XP_037872124.1
OG0001616	XP_320422.3, XP_309574.1	NP_001040407.1
OG0001617	XP_322024.4	NP_001040232.1
OG0001619	XP_321321.5	XP_021205425.1, XP_004928959.1
OG0001620	XP_319591.2	XP_004933138.1
OG0001623	XP_312663.4	XP_037867510.1
OG0001624	XP_555021.3	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1
OG0001625	XP_315994.4	XP_037874467.1
OG0001626	XP_309502.3, XP_564374.3	XP_004928349.1
OG0001627	XP_320536.3	XP_004924826.1
OG0001628	XP_311731.4	NP_001239350.1, XP_012553261.1
OG0001629	XP_314557.3	XP_037873828.1, NP_001037261.1
OG0001630	XP_001688837.1, XP_001688836.1, XP_001688838.1, XP_316326.4	XP_012546057.1, XP_012546059.1, XP_004926433.1
OG0001631	XP_310839.5	XP_004924824.1
OG0001633	XP_314323.3	XP_004930100.1
OG0001634	XP_001230888.3	XP_021204093.1, XP_021204095.1
OG0001636	XP_003437190.1, XP_315309.4, XP_003437193.1, XP_003437194.1, XP_001688627.1, XP_001688628.1, XP_003437192.1, XP_003437191.1	NP_001037295.1
OG0001637	XP_316947.3	XP_004932373.2
OG0001638	XP_320601.4	XP_037877824.1
OG0001639	XP_311186.5	XP_004924180.1
OG0001640	XP_554103.3	XP_004925552.1
OG0001641	XP_320141.4, XP_311577.4, XP_320549.4	XP_037870957.1
OG0001642	XP_320480.3	XP_004927839.1
OG0001644	XP_321919.5	XP_004931403.2, XP_012550302.2, XP_004931298.1
OG0001645	XP_320998.5	XP_012550830.1, XP_012550828.1
OG0001646	XP_319692.3	XP_037873850.1
OG0001647	XP_310671.5	XP_004923960.1
OG0001648	XP_310884.2	XP_004921645.2
OG0001649	XP_315051.4	NP_001040322.1
OG0001650	XP_557360.3	XP_037870812.1
OG0001651	XP_003437027.1	XP_012550939.1
OG0001652	XP_322051.4, XP_003435750.1, XP_003435751.1	XP_037874387.1
OG0001653	XP_554330.4	XP_004921585.2
OG0001653	XP_320653.4	XP_004932298.1
OG0001654	XP_316322.4	XP_037874808.1, XP_037874810.1
OG0001655	XP_317107.3	XP_037870353.1, XP_004929896.1
OG0001656	XP_320117.3	XP_037874784.1
OG0001657	XP_309717.4	XP_004923460.1
OG0001658	XP_314661.3	XP_004929407.1
OG0001659	XP_562889.4	XP_037867834.1, XP_037867832.1
OG0001660	XP_001230361.2, XP_309701.3	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1
OG0001661	XP_308822.4, XP_001688101.1, XP_001688100.1	XP_012550425.1, XP_012550426.1
OG0001662	XP_001688561.1, XP_314339.4	XP_037875847.1, XP_037875850.1
OG0001663	XP_312168.5	XP_004924463.1
OG0001664	XP_321343.4	XP_037876251.1
OG0001665	XP_003436860.1, XP_003436866.1, XP_003436867.1, XP_003436863.1, XP_003436864.1, XP_003436865.1, XP_003436861.1, XP_315232.3	NP_001037676.1, XP_012550254.1
OG0001666	XP_001687855.1	XP_004932903.1
OG0001667	XP_308664.3	XP_037873549.1, XP_037873548.1, XP_004933395.1
OG0001669	XP_318809.4	XP_037872626.1
OG0001670	XP_310718.5	XP_012547337.1
OG0001671	XP_001689406.1	XP_037869789.1
OG0001672	XP_318539.2	XP_004927542.1
OG0001673	XP_317141.3	XP_037875318.1
OG0001674	XP_317052.4	XP_037868399.1
OG0001675	XP_316722.3, XP_001688955.1, XP_001688954.1	XP_004932175.2
OG0001677	XP_311928.3	XP_004926878.2
OG0001678	XP_313618.5	XP_004933182.1, XP_021208293.1
OG0001679	XP_311576.3	XP_012550552.1, NP_001040193.1
OG0001680	XP_318947.2	XP_004931709.1
OG0001681	XP_024667092.1	XP_004925168.1
OG0001682	XP_001688188.1, XP_309431.3	XP_037871731.1
OG0001684	XP_307591.4, XP_313010.5	XP_004926136.1
OG0001686	XP_313332.4	XP_012545103.1
OG0001687	XP_319096.3	XP_037877755.1
OG0001688	XP_308980.4, XP_001688145.1	XP_037873491.1, XP_037873494.1, XP_004925011.1, XP_012544838.1
OG0001689	XP_553178.3	XP_004931070.1
OG0001690	XP_310193.4	XP_004933420.1, XP_004925492.1
OG0001693	XP_309509.4	XP_037866559.1
OG0001694	XP_317241.4	XP_012550686.1
OG0001695	XP_311525.1, XP_311053.3	NP_001157388.1, XP_037869526.1
OG0001696	XP_310413.7	XP_037867835.1
OG0001697	XP_003437059.1, XP_311206.3	XP_037870401.1
OG0001699	XP_322003.5	XP_037868480.1
OG0001700	XP_312660.5	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1
OG0001701	XP_317858.4	NP_001103813.1, XP_012545114.1
OG0001702	XP_312777.5, XP_003436390.1	XP_037872870.1, XP_037872869.1
OG0001703	XP_003436874.1, XP_003436875.1, XP_315198.5	XP_037872461.1
OG0001704	XP_308365.4, XP_001687908.1	XP_004922938.1
OG0001706	XP_320092.4	XP_021203120.2
OG0001707	XP_311912.3	XP_004929683.1, XP_004929682.1
OG0001708	XP_309293.4	XP_004933031.1, XP_012551704.1, XP_021208160.1
OG0001709	XP_001230626.3, XP_003436693.1	XP_012546115.2
OG0001711	XP_317208.4	XP_004929510.2, XP_037870316.1
OG0001712	XP_320207.4	XP_037868206.1, XP_037868211.1
OG0001713	XP_318067.4	XP_021204783.2
OG0001714	XP_307259.4	XP_004925113.1
OG0001715	XP_318881.4	XP_004925167.2
OG0001716	XP_003435836.1, XP_551386.4, XP_003435835.1, XP_003435838.1, XP_003435837.1	NP_001119720.1, XP_021208178.2
OG0001717	XP_321495.3	XP_012550749.2, XP_012550755.2, XP_012550758.2, XP_012550752.2, XP_004922533.2
OG0001718	XP_556198.1, XP_315559.4	XP_021202370.2
OG0001719	XP_310666.5, XP_003436992.1	XP_004930706.1
OG0001720	XP_309530.2	XP_037874122.1
OG0001721	XP_308175.3	XP_037876359.1, XP_037876352.1, XP_004923372.1, XP_004923368.3
OG0001722	XP_003435814.1, XP_321755.3	NP_001124379.1
OG0001724	XP_315996.3	XP_004930392.1
OG0001725	XP_312990.5	XP_037874888.1
OG0001726	XP_310802.4, XP_003436968.1, XP_003436967.1	XP_037868722.1
OG0001727	XP_318889.3	XP_004931661.1, XP_037869753.1
OG0001727	XP_001689195.1, XP_001689196.1, XP_319626.4	XP_021207188.1
OG0001728	XP_317510.4, XP_555522.3	XP_037877837.1
OG0001729	XP_001688020.1, XP_001237109.2, XP_565017.3, XP_001688022.1	XP_021207174.2, XP_021207178.2
OG0001730	XP_321872.5	NP_001037025.1
OG0001731	XP_320608.2	NP_001165929.1
OG0001732	XP_316858.4	NP_001171333.1
OG0001733	XP_555086.4, XP_317088.3	XP_004927018.1
OG0001734	XP_316946.4	XP_037866680.1
OG0001735	XP_321102.4, XP_310440.5	XP_012546484.1, NP_001091806.1
OG0001736	XP_317530.3	XP_012550884.1
OG0001736	XP_311183.5	XP_021207520.2
OG0001736	XP_317071.4, XP_317075.4	XP_021201870.2
OG0001737	XP_003437186.1	XP_037869249.1, XP_037870331.1
OG0001738	XP_317066.4, XP_001689128.1	XP_012549316.1, XP_021206205.1
OG0001739	XP_315836.2	XP_037869643.1, XP_004931603.3, XP_037869644.1
OG0001740	XP_309567.4	NP_001243985.1, XP_012549111.2
OG0001742	XP_321539.2, XP_321540.2	NP_001155190.1, XP_037867298.1
OG0001743	XP_310826.2	XP_012544721.1
OG0001744	XP_310145.3, XP_310146.3	XP_037876498.1
OG0001745	XP_312589.3	XP_037867651.1, XP_037867652.1
OG0001746	XP_320924.5	XP_004928647.1
OG0001748	XP_310266.7	XP_037872366.1, XP_021205486.1
OG0001749	XP_319450.4	XP_037868039.1
OG0001750	XP_312178.3	XP_004923007.1
OG0001751	XP_554779.3	XP_004924269.1
OG0001752	XP_309607.4, XP_316957.4, XP_317360.4	XP_004925235.2
OG0001753	XP_312783.5	XP_037875699.1
OG0001754	XP_001688280.2	NP_001296479.1
OG0001755	XP_318553.4, XP_318543.4	XP_012547839.1
OG0001756	XP_311210.4	XP_012552706.1, XP_004922860.1
OG0001758	XP_313840.4	XP_004923350.1
OG0001759	XP_308109.5	XP_004922730.1
OG0001760	XP_310291.7	XP_021203209.1, XP_037875161.1
OG0001762	XP_556818.3	XP_004931903.1
OG0001763	XP_565619.1	XP_037870842.1, XP_004926374.1
OG0001764	XP_321236.5	XP_004924410.1, XP_004924409.1
OG0001765	XP_001231186.2	XP_004931914.1, XP_012550765.1
OG0001766	XP_315826.4, XP_001688731.1, XP_001688732.1, XP_001688733.2	XP_021203029.1, XP_021203032.1, XP_004925229.1
OG0001768	XP_001230640.2	XP_012545642.3
OG0001769	XP_320186.4	XP_004927805.1
OG0001775	XP_001689282.1	NP_001037464.2, XP_012549720.1
OG0001776	XP_560736.1, XP_311363.2, XP_307325.4	XP_021203566.1
OG0001777	XP_311275.2	NP_001037524.1, XP_021204674.1
OG0001778	XP_003437154.1, XP_560169.2, XP_312560.3	NP_001037048.1
OG0001779	XP_308598.4, XP_001688027.1	NP_001040379.1
OG0001780	XP_314488.4	XP_004924435.2
OG0001781	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1	NP_001166823.1
OG0001782	XP_315090.2	XP_004927858.1
OG0001783	XP_308171.3	XP_004931936.2
OG0001784	XP_309682.2	XP_004922147.1, XP_012548350.1, XP_021204677.1
OG0001785	XP_312844.5, XP_003436412.1	XP_004925259.1
OG0001786	XP_320389.2	NP_001037223.1, XP_037870668.1
OG0001787	XP_313766.4	XP_004932937.1
OG0001788	XP_320052.4	NP_001040177.1
OG0001789	XP_316740.1	XP_004924543.1
OG0001790	XP_003436834.1, XP_313819.4	XP_004927254.1
OG0001791	XP_313615.4	NP_001040447.1
OG0001792	XP_317364.3	XP_037867676.1
OG0001793	XP_317244.3	NP_001040374.1
OG0001794	XP_317897.4	XP_004927813.2
OG0001795	XP_003436276.1, XP_312034.5, XP_003436277.1	XP_012544831.3
OG0001796	XP_320948.2	XP_004931911.2
OG0001797	XP_001238271.1, XP_320213.4	NP_001093087.1
OG0001799	XP_317542.4	NP_001166191.1
OG0001800	XP_322025.4	XP_037867731.1
OG0001801	XP_003437184.1, XP_309240.5	XP_004927251.1
OG0001802	XP_311303.4	XP_037870920.1, XP_012547121.1, NP_001040267.1
OG0001803	XP_319394.3	XP_004925344.1
OG0001804	XP_309016.3	XP_012551475.1
OG0001805	XP_001230802.2, XP_311500.4	XP_021206263.1, XP_037866965.1
OG0001806	XP_001237938.1	XP_004930470.2
OG0001807	XP_001688881.1	XP_037873557.1
OG0001808	XP_314701.4	XP_004932582.1
OG0001809	XP_310183.4	XP_004929394.2
OG0001810	XP_311361.4	XP_012550807.1
OG0001811	XP_320972.5	XP_037871981.1
OG0001812	XP_307843.4	NP_001037207.1
OG0001813	XP_318213.4	XP_004929628.1
OG0001814	XP_316569.3	NP_001040328.1
OG0001815	XP_309558.3	NP_001091823.1, XP_037876930.1
OG0001816	XP_320770.4	XP_012545172.2
OG0001818	XP_310323.5	XP_004928925.2
OG0001820	XP_307539.4, XP_311694.5	XP_004921850.1
OG0001821	XP_321552.2	XP_037867951.1, XP_037877404.1
OG0001823	XP_319031.4	XP_037875756.1
OG0001824	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1	XP_037868084.1, XP_037868075.1
OG0001825	XP_309761.4	XP_037873173.1
OG0001826	XP_316335.3	XP_012549145.2, NP_001243729.1
OG0001827	XP_312964.5	XP_037876392.1, XP_037876387.1
OG0001828	XP_319800.4	XP_012547992.1
OG0001829	XP_320391.3	NP_001040363.1
OG0001830	XP_321851.5	XP_012544507.1
OG0001831	XP_311880.3	XP_037874513.1, XP_037874512.1, XP_037874511.1, XP_037874510.1
OG0001832	XP_312521.5	XP_012550340.1
OG0001833	XP_315521.4	XP_021202831.1
OG0001834	XP_319184.4	XP_021205575.2
OG0001835	XP_558527.3	XP_004933227.2
OG0001836	XP_003437135.1, XP_560130.4	XP_037869491.1, XP_037869486.1
OG0001838	XP_321088.3	NP_001040461.1
OG0001839	XP_003436136.1, XP_312480.4	XP_037867245.1, XP_004930061.1
OG0001840	XP_318482.1	XP_004924490.1
OG0001841	XP_001688202.2, XP_311414.4	XP_037875131.1
OG0001842	XP_320512.3	XP_037875599.1, XP_037875598.1, XP_021209073.2, XP_037875596.1, XP_037875597.1, XP_037875595.1
OG0001843	XP_307776.4	XP_004923065.1
OG0001844	XP_312568.5	XP_037868430.1
OG0001845	XP_319417.2	NP_001165388.1, XP_037869302.1, XP_004929656.1
OG0001846	XP_001688620.2	NP_001296512.1
OG0001847	XP_310788.4	XP_004924718.1
OG0001848	XP_308873.2	XP_037868356.1, XP_037868357.1
OG0001850	XP_319034.3	XP_012546560.2, XP_004927043.1
OG0001851	XP_317298.4	XP_021204066.2
OG0001852	XP_310775.5	XP_004925133.2
OG0001853	XP_319487.4	XP_037877103.1
OG0001854	XP_309469.4	XP_037876316.1, XP_037876317.1, XP_004921880.1
OG0001855	XP_307994.5, XP_003436054.1	NP_001165386.1
OG0001856	XP_313353.5	XP_037875737.1, XP_021202011.1
OG0001859	XP_001238249.2	XP_012552420.3
OG0001861	XP_321709.4	NP_001036938.1
OG0001862	XP_003435833.1, XP_003435834.1, XP_321690.5	XP_012546765.1
OG0001863	XP_309095.4	XP_004931917.1
OG0001864	XP_317269.4	XP_037876894.1
OG0001865	XP_319334.2	XP_012545585.1, NP_001037554.1
OG0001866	XP_315330.3	XP_004923469.1
OG0001867	XP_312464.4	XP_037876257.1
OG0001868	XP_003436044.1, XP_308030.5	XP_037873044.1
OG0001869	XP_318045.3	NP_001040327.1
OG0001870	XP_313568.2	XP_004929677.1
OG0001871	XP_312619.4	XP_012547234.2, XP_037871093.1
OG0001872	XP_312232.5, XP_003436213.1	XP_004922404.2
OG0001873	XP_321783.5	XP_004931774.2
OG0001875	XP_311329.5	XP_012553311.1
OG0001876	XP_321464.5	XP_012549181.1
OG0001878	XP_311975.4, XP_320738.4	XP_004922231.2
OG0001879	XP_317011.3	XP_004929391.1
OG0001880	XP_003436040.1, XP_308045.4	XP_012551963.1
OG0001882	XP_311133.5	XP_037871054.1, XP_037871051.1
OG0001883	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3	XP_004931525.1
OG0001884	XP_001689191.1	XP_037877616.1, XP_037877615.1, XP_037877613.1, XP_037877625.1
OG0001885	XP_313002.4	XP_037876616.1, XP_037876617.1
OG0001886	XP_309838.4	XP_012545706.2
OG0001887	XP_317002.4, XP_553715.3	XP_037870239.1
OG0001888	XP_317311.2	XP_021202882.2, XP_012544871.2
OG0001889	XP_307262.4	XP_037869833.1
OG0001890	XP_316301.2	XP_004932898.1, XP_004928637.1
OG0001891	XP_320814.4	XP_004923196.2
OG0001892	XP_309357.2	XP_004932246.1
OG0001893	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1	XP_037867202.1, XP_037867201.1, XP_037867204.1, XP_037867203.1, XP_037867205.1
OG0001894	XP_001688928.1, XP_316628.4	XP_037867673.1, XP_004926898.1
OG0001895	XP_308248.4	XP_037873123.1
OG0001896	XP_307242.4, XP_319188.4	XP_021203417.2
OG0001897	XP_313366.5	XP_004930778.1, XP_004930779.1
OG0001898	XP_321435.4	XP_004933569.2, XP_012553329.2
OG0001899	XP_308974.4	NP_001243914.1
OG0001900	XP_316978.4	XP_004922569.1
OG0001901	XP_306805.2, XP_309655.5	XP_037876242.1
OG0001902	XP_003436023.1, XP_550721.4	XP_012544997.2
OG0001903	XP_001687821.1	XP_004928575.2
OG0001904	XP_003436984.1	XP_037866802.1
OG0001904	XP_312286.5	XP_037866807.1
OG0001905	XP_562663.4	XP_012544944.2
OG0001908	XP_001237469.3	NP_001166831.1
OG0001909	XP_316909.4	XP_021209035.1
OG0001910	XP_001688999.1	XP_004931433.1
OG0001912	XP_318591.3	XP_037871747.1
OG0001913	XP_312163.5	XP_037871630.1
OG0001914	XP_556085.3	XP_004933679.2
OG0001915	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1	XP_004925729.1
OG0001916	XP_308004.3	NP_001036911.1, XP_012550247.3
OG0001917	XP_564245.2	XP_004923160.1
OG0001919	XP_317505.2, XP_001237937.1	XP_037873437.1, XP_037873436.1
OG0001921	XP_320502.4	XP_037868287.1
OG0001922	XP_319376.3	XP_012550597.1
OG0001923	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1	NP_001157948.1, XP_037869037.1
OG0001924	XP_314937.4	XP_004930019.1
OG0001925	XP_321757.5	NP_001243987.1, XP_004928073.3
OG0001926	XP_318244.2	XP_004929255.1, XP_004929254.1
OG0001927	XP_317044.4	XP_037873449.1, XP_037873450.1
OG0001928	XP_315547.4	XP_021207183.2, XP_037869913.1
OG0001929	XP_317454.4	XP_004932386.2
OG0001930	XP_321897.3	XP_012546096.2
OG0001931	XP_311435.4	XP_004923112.1
OG0001933	XP_307887.5	NP_001138793.1, XP_037876452.1
OG0001934	XP_311532.4	XP_012548268.1
OG0001936	XP_318100.4	XP_021207986.1, NP_001124345.1, NP_001091791.1
OG0001937	XP_001689103.1, XP_554647.3, XP_318122.4	NP_001136084.1, XP_037874195.1
OG0001938	XP_558769.4	XP_004921707.1
OG0001939	XP_552338.3	XP_012546950.1, NP_001093283.1
OG0001941	XP_319987.4	XP_012549425.2, XP_012549428.2
OG0001942	XP_317665.3	XP_004926240.1
OG0001943	XP_003436473.1, XP_557438.4, XP_003436880.1	XP_004923590.1
OG0001944	XP_312420.3	NP_001037504.1
OG0001945	XP_003436058.1	XP_012547652.2
OG0001946	XP_317472.4	XP_037869327.1
OG0001947	XP_001688716.1, XP_315727.4	XP_037867944.1, XP_004924339.1
OG0001949	XP_317607.1	XP_037870326.1, XP_004926920.1
OG0001951	XP_566154.4, XP_003436945.1, XP_003436946.1	XP_021203848.2, XP_021203849.1, XP_037874958.1
OG0001952	XP_001688471.1, XP_313906.4	XP_037866697.1, XP_037866709.1
OG0001953	XP_313932.4	XP_021207789.1, XP_004932490.1
OG0001956	XP_311418.4	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1
OG0001959	XP_321366.4, XP_321367.3	XP_004921844.1
OG0001960	XP_311552.4, XP_557151.3	XP_037871193.1
OG0001961	XP_320824.4	XP_004930929.1
OG0001962	XP_001238089.2, XP_307544.3, XP_552919.3	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1
OG0001963	XP_001689287.1	XP_037871090.1, XP_037871089.1
OG0001964	XP_312847.5	XP_004921804.1
OG0001965	XP_317861.4	XP_004926552.1
OG0001966	XP_001688506.1	XP_012551994.1
OG0001967	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2	XP_012544203.1
OG0001968	XP_562672.3	XP_021203345.1, XP_021203346.1, XP_037867333.1
OG0001969	XP_311170.4	NP_001243937.1, XP_021204322.1
OG0001973	XP_311464.4	XP_021207551.2, XP_021207548.2
OG0001974	XP_311480.4	XP_004928351.1
OG0001975	XP_320440.4	XP_021202025.1
OG0001976	XP_311164.5	XP_004924205.1, XP_037869993.1
OG0001987	XP_311198.2, XP_003437054.1	XP_012552962.1, NP_001040339.1
OG0001988	XP_320295.4	XP_021204462.1
OG0001989	XP_318823.2, XP_312874.2	XP_037869257.1
OG0001990	XP_313570.3	XP_004932474.1
OG0001991	XP_001237311.3	NP_001040421.1
OG0001992	XP_320931.5	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1
OG0001993	XP_308577.2	XP_012544193.2, XP_037873417.1
OG0001994	XP_312541.3	XP_004925779.1
OG0001995	XP_551892.3	NP_001243936.1
OG0001996	XP_313220.4	XP_004922475.1, XP_004922474.1
OG0001997	XP_312608.5, XP_003436094.1, XP_313590.2	NP_001170881.1
OG0001998	XP_311821.3, XP_003436372.1	NP_001274329.1
OG0001999	XP_313593.3, XP_003436785.1	NP_001040206.1, XP_037873068.1
OG0002000	XP_001237600.2	XP_037873570.1
OG0002001	XP_315690.3	XP_004924194.1
OG0002002	XP_314684.3	NP_001037347.1
OG0002003	XP_319151.4	XP_004926303.1
OG0002004	XP_312664.3	XP_012549677.1
OG0002005	XP_308337.2	NP_001040410.1
OG0002006	XP_320203.4	XP_004926826.1, NP_001037199.1
OG0002007	XP_315539.4	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2
OG0002009	XP_309809.3	XP_004924671.1
OG0002010	XP_001237747.2	XP_004922081.1
OG0002011	XP_316229.4	XP_004930524.2
OG0002012	XP_317892.4	XP_021204828.2, XP_037870936.1
OG0002013	XP_308133.5	XP_037872480.1
OG0002014	XP_317430.4	XP_012545551.1
OG0002015	XP_317330.3	XP_012548426.3
OG0002016	XP_321554.1	XP_037875068.1
OG0002018	XP_313721.3	XP_004922629.1
OG0002019	XP_316694.4, XP_001688949.1, XP_001688948.1	NP_001040134.1
OG0002019	XP_312860.5	NP_001093090.1
OG0002020	XP_313841.5, XP_003436836.1	XP_021201873.2
OG0002022	XP_565083.3	XP_004926993.1
OG0002023	XP_310822.5	XP_012544680.3
OG0002024	XP_001237567.2	XP_004930957.1, XP_012549934.1, XP_012549935.1
OG0002025	XP_310557.3	XP_012549681.1, XP_004930556.1, XP_037867411.1, XP_021206534.1, XP_021206535.1
OG0002027	XP_316518.4	XP_012551929.1, NP_001093281.1
