Orthogroup	Anopheles_gambiae	Solenopsis_invicta
OG0001174	XP_313500.1	XP_011161987.1
OG0001175	XP_316052.4	XP_025993082.1
OG0001176	XP_309066.4	XP_039302580.1, XP_039302579.1, XP_039302581.1
OG0001177	XP_001231024.2	XP_039312411.1, XP_011171540.1
OG0001179	XP_318508.4	XP_039304562.1
OG0001180	XP_312107.4, XP_003436250.1	XP_011167997.1, XP_025990282.1
OG0001181	XP_310584.5	XP_011156355.1, XP_039307596.1
OG0001182	XP_320209.4	XP_039305887.1, XP_039305890.1
OG0001183	XP_001237762.2	XP_025990516.1
OG0001184	XP_003436481.1, XP_558879.4, XP_003436480.1	XP_011156884.2, XP_039307254.1
OG0001185	XP_317794.3, XP_557418.3, XP_309856.4, XP_554727.1	XP_039312820.1
OG0001186	XP_001237242.1	XP_011175807.1
OG0001187	XP_001230352.1, XP_321322.5	XP_011172004.1, XP_011172006.1
OG0001189	XP_556172.2	XP_039313493.1, XP_039313495.1, XP_039313487.1, XP_025986851.1, XP_039313496.1
OG0001190	XP_314805.4	XP_025987355.2
OG0001191	XP_559733.2, XP_309365.2	XP_025993238.1, XP_039303760.1
OG0001193	XP_320433.1	XP_011173460.1
OG0001195	XP_319946.4	XP_025985837.1, XP_011166782.1, XP_011166783.1
OG0001197	XP_311347.4	XP_011157457.1, XP_025987979.1, XP_011157456.1
OG0001198	XP_317373.3	XP_039314770.1
OG0001199	XP_315370.3, XP_001688648.1	XP_011172415.1
OG0001202	XP_320320.4, XP_320321.3	XP_011162095.1, XP_011162106.1, XP_039312312.1, XP_039312311.1, XP_039312473.1, XP_039312313.1, XP_039312472.1, XP_011172272.2, XP_039302872.1
OG0001203	XP_308917.3, XP_313576.4	XP_039310696.1, XP_011163743.2
OG0001204	XP_556259.3	XP_025991982.1
OG0001205	XP_310915.3	XP_039314810.1, XP_039303835.1
OG0001207	XP_320895.4, XP_320898.4	XP_011156545.1, XP_039302232.1
OG0001208	XP_563571.4	XP_011170339.1, XP_039314294.1
OG0001214	XP_003437198.1, XP_003437199.1, XP_003437197.1, XP_318298.5, XP_003437202.1, XP_003437203.1, XP_003437201.1, XP_003437200.1	XP_011160964.2
OG0001215	XP_315584.3	XP_039312900.1
OG0001216	XP_319631.4	XP_011172216.1
OG0001217	XP_001237272.3	XP_011175935.1, XP_039308277.1, XP_011175936.1
OG0001218	XP_311542.4	XP_011166690.1, XP_011166689.1, XP_039301873.1
OG0001219	XP_321594.5	XP_011159638.1, XP_039303862.1, XP_011159634.1, XP_011159636.1
OG0001220	XP_317914.3, XP_320417.3	XP_011169281.1, XP_039302204.1
OG0001221	XP_313849.2	XP_025992507.1
OG0001222	XP_321456.5, XP_003435893.1	XP_011164688.1, XP_011164686.1, XP_011164689.1
OG0001223	XP_311768.3	XP_011164227.1
OG0001224	XP_315115.4	XP_011159507.1
OG0001225	XP_003437152.1, XP_309141.2, XP_001688166.1	XP_011164828.1
OG0001226	XP_557147.3	XP_011166465.1
OG0001227	XP_308208.3, XP_308302.4	XP_039315479.1, XP_039304013.1, XP_011159726.2, XP_011155341.1, XP_011155357.2, XP_011155356.1, XP_039309264.1, XP_039309025.1, XP_039309024.1, XP_025987060.2
OG0001228	XP_308185.4	XP_025987277.1, XP_039314353.1
OG0001229	XP_321154.5, XP_561425.4	XP_039305870.1
OG0001230	XP_306740.3, XP_555129.1	XP_011169142.1
OG0001231	XP_316842.5	XP_011158057.1
OG0001231	XP_319125.4	XP_025986565.1
OG0001232	XP_317470.4	XP_011166300.1
OG0001233	XP_564861.2, XP_309343.4	XP_011170934.1, XP_039302501.1
OG0001234	XP_318427.5	XP_011161472.2
OG0001236	XP_308646.4	XP_039312471.1, XP_011161524.1
OG0001237	XP_316118.4, XP_001688780.1, XP_001688779.1	XP_039311173.1, XP_039310827.1
OG0001238	XP_311357.4	XP_025993336.1, XP_039304779.1
OG0001239	XP_307938.5	XP_025995034.1
OG0001240	XP_318582.3	XP_011165534.1
OG0001241	XP_320914.4	XP_011172347.1, XP_011172352.1
OG0001242	XP_308221.4	XP_011163952.2
OG0001244	XP_001689367.1	XP_011168503.1
OG0001245	XP_321648.3	XP_025988274.1
OG0001246	XP_310077.4	XP_039303840.1, XP_025988269.1, XP_011168731.1
OG0001247	XP_321174.5	XP_011164739.2
OG0001248	XP_310021.4	XP_039304594.1
OG0001249	XP_320124.6, XP_312729.4	XP_039309218.1
OG0001250	XP_003436645.1, XP_308104.5	XP_011164364.2
OG0001251	XP_310489.5, XP_001688288.2	XP_039312198.1
OG0001252	XP_310427.5	XP_039314807.1
OG0001253	XP_308343.4	XP_025995063.2
OG0001254	XP_320968.4	XP_011168604.1
OG0001255	XP_564170.3	XP_039314922.1, XP_025987255.1
OG0001256	XP_560153.3, XP_003437143.1	XP_025988912.1, XP_025988913.1
OG0001257	XP_562833.3, XP_003436381.1, XP_562831.2, XP_003436380.1	XP_011160876.1, XP_025994228.1
OG0001258	XP_310177.3	XP_025987582.1, XP_011173619.1, XP_039305542.1
OG0001259	XP_311427.4	XP_011164216.2
OG0001260	XP_308216.2	XP_039304059.1, XP_011166201.1
OG0001261	XP_320145.3	XP_011160516.2
OG0001262	XP_312902.5, XP_001237504.2	XP_011164195.1
OG0001263	XP_318757.4	XP_011170503.1
OG0001264	XP_317955.4	XP_011165039.1
OG0001265	XP_559898.3	XP_039315308.1
OG0001267	XP_314507.4	XP_011163983.1, XP_039308646.1, XP_025994469.1, XP_039308643.1
OG0001268	XP_310216.4, XP_310215.4	XP_025989285.1, XP_025989636.1
OG0001269	XP_309316.4	XP_039315133.1, XP_025994739.1, XP_039315135.1
OG0001270	XP_307773.4	XP_011157222.1
OG0001271	XP_312449.4	XP_039313271.1
OG0001272	XP_316157.2	XP_011159578.1, XP_011159747.3, XP_025997663.2, XP_039314843.1
OG0001273	XP_310979.5	XP_025987733.1
OG0001274	XP_312084.5	XP_011173464.2
OG0001277	XP_552532.3	XP_025989192.1
OG0001278	XP_321063.5	XP_039315140.1, XP_039315139.1, XP_011155768.1, XP_011155769.1
OG0001279	XP_311100.5	XP_039311659.1, XP_011163520.1, XP_039311656.1
OG0001280	XP_319604.4	XP_011168647.1
OG0001281	XP_001237136.2, XP_003435739.1	XP_011171013.1, XP_011171012.1
OG0001282	XP_001688070.1	XP_011163529.2
OG0001283	XP_313998.3	XP_039309473.1, XP_039309472.1
OG0001284	XP_001689151.1, XP_001689162.1	XP_011159268.2
OG0001286	XP_318853.2	XP_011175133.1
OG0001287	XP_551001.4	XP_011165494.2, XP_039307430.1, XP_011165491.2, XP_025986183.2
OG0001288	XP_310977.5	XP_011165929.1, XP_025993806.1, XP_011165930.1, XP_011165928.1
OG0001289	XP_003437137.1, XP_309110.3	XP_011162420.1
OG0001290	XP_311436.4	XP_011163991.2, XP_011166539.2, XP_039310665.1, XP_039310663.1, XP_039310664.1
OG0001291	XP_313145.5	XP_025995978.1, XP_039315524.1
OG0001292	XP_308278.3	XP_039312474.1
OG0001293	XP_311898.4	XP_011160608.1
OG0001294	XP_321341.3	XP_011166902.1
OG0001295	XP_314005.4, XP_001688503.1, XP_001688504.1	XP_025988763.2, XP_011172182.2, XP_039313063.1
OG0001298	XP_308149.4	XP_025991722.1
OG0001300	XP_314929.3	XP_039308336.1, XP_011176356.1
OG0001301	XP_310852.4	XP_039313098.1
OG0001302	XP_310129.4	XP_039305041.1
OG0001303	XP_320455.4	XP_011162751.2, XP_025993208.2
OG0001304	XP_001237568.1	XP_039303726.1, XP_011169416.1
OG0001306	XP_318367.5, XP_003436659.1, XP_003436658.1	XP_039311745.1, XP_025993252.1
OG0001307	XP_001237138.3	XP_025992202.1, XP_025992201.1, XP_039304075.1
OG0001308	XP_565909.3	XP_011164101.2
OG0001310	XP_310388.3	XP_011175922.1
OG0001312	XP_317732.2	XP_011169654.1
OG0001314	XP_316418.4	XP_025987160.1, XP_025987159.1
OG0001315	XP_001688741.1, XP_315896.4	XP_039307094.1, XP_039307090.1, XP_039307091.1
OG0001316	XP_308707.4	XP_011165521.1, XP_011165520.1, XP_039307433.1
OG0001317	XP_316638.4	XP_039305014.1, XP_011169093.1
OG0001318	XP_319761.3	XP_039306228.1, XP_011159820.1
OG0001320	XP_320705.4	XP_011175003.1
OG0001322	XP_313611.5, XP_003436787.1	XP_025995334.2, XP_025995333.2
OG0001328	XP_321026.4	XP_011171298.1, XP_011171300.1, XP_039307149.1
OG0001329	XP_308396.4	XP_025994744.1
OG0001330	XP_320278.2	XP_011173423.1
OG0001331	XP_310307.5, XP_003436600.1	XP_011159081.1, XP_011155677.1
OG0001332	XP_308202.3	XP_011161127.1
OG0001333	XP_312171.3	XP_011161667.1
OG0001334	XP_555006.1, XP_001238801.1	XP_039314193.1
OG0001335	XP_316939.3	XP_011176244.1, XP_025994143.1
OG0001336	XP_310039.4	XP_039313962.1, XP_039313963.1, XP_039313961.1
OG0001337	XP_313722.3	XP_011172356.1
OG0001338	XP_316877.5	XP_011156305.1
OG0001339	XP_310597.2	XP_011170919.1
OG0001340	XP_551371.1, XP_003435845.1, XP_003435844.1	XP_011157400.1, XP_039302773.1
OG0001341	XP_320076.4	XP_011160584.3
OG0001342	XP_320130.3	NP_001291521.1, XP_011158641.1
OG0001343	XP_308170.4	XP_039315305.1, XP_039305231.1
OG0001344	XP_314163.4	XP_025988540.1
OG0001345	XP_315997.4	XP_011159425.1
OG0001346	XP_322022.5	XP_025986739.2
OG0001347	XP_001687935.1, XP_001687938.1	XP_011162367.1
OG0001348	XP_321887.4	XP_025994333.2
OG0001349	XP_003436725.1, XP_003436724.1, XP_003436723.1	XP_011156749.1, XP_011156750.1
OG0001350	XP_001230796.3	XP_011167785.1, XP_039304006.1, XP_025991063.1
OG0001351	XP_321338.3	XP_011166906.1
OG0001352	XP_003436441.1, XP_553315.4	XP_039302099.1, XP_039302098.1, XP_011156572.1, XP_025991200.1
OG0001353	XP_001238315.2	XP_011166239.1, XP_025988594.1
OG0001354	XP_315356.3	XP_039314179.1, XP_039314178.1, XP_011160080.1, XP_025987762.1, XP_025987763.1
OG0001355	XP_313397.5	XP_011168669.1, XP_039306977.1
OG0001356	XP_315694.1	XP_025993681.1
OG0001357	XP_557821.3	XP_011156200.1
OG0001359	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3	XP_011155735.1
OG0001361	XP_003436721.1	XP_039303850.1, XP_011159643.2, XP_039303852.1
OG0001362	XP_310355.6	XP_011166065.1
OG0001363	XP_003437112.1, XP_316789.3	XP_011164426.1
OG0001364	XP_310270.2	XP_025992935.1
OG0001365	XP_317619.4	XP_011156369.2
OG0001366	XP_308172.4	XP_011170837.1
OG0001368	XP_312656.5	XP_039306221.1, XP_025986501.1
OG0001369	XP_308535.4	XP_011160216.1, XP_039309889.1, XP_039309890.1, XP_011160219.1
OG0001370	XP_319250.4	XP_025990425.1, XP_011162934.1, XP_025990426.1
OG0001371	XP_316138.4	XP_011175761.2
OG0001372	XP_316026.3	XP_011175926.1, XP_011157484.1
OG0001373	XP_003437187.1, XP_318273.4	XP_011168414.1
OG0001374	XP_314564.3	XP_011166756.2
OG0001375	XP_316578.4, XP_001237835.2, XP_316574.4	XP_011167128.1, XP_011167127.1
OG0001376	XP_003437121.1	XP_039306070.1
OG0001377	XP_312215.3	XP_011176400.1, XP_011176401.1
OG0001378	XP_320419.3	XP_011164716.1
OG0001379	XP_319268.2	XP_011155491.1
OG0001380	XP_307876.4	XP_025994567.1
OG0001382	XP_319318.3	XP_039313566.1, XP_039313567.1, XP_039313568.1
OG0001383	XP_316646.4	XP_011160864.2, XP_011160863.2, XP_039306105.1, XP_039306104.1
OG0001384	XP_320637.3	XP_011163732.1, XP_025990206.1
OG0001386	XP_314061.4	XP_025989972.1
OG0001387	XP_319589.4	XP_011171595.1
OG0001388	XP_321258.5, XP_003435949.1	XP_039309574.1
OG0001389	XP_309533.4, XP_001688850.1, XP_316369.3	XP_039305597.1
OG0001390	XP_319294.4	XP_039309353.1, XP_039309352.1, XP_011160277.2, XP_011160278.2
OG0001391	XP_316352.3	XP_011161215.1, XP_039308652.1
OG0001393	XP_316059.4	XP_011157653.2
OG0001394	XP_311608.4	XP_011176229.1
OG0001395	XP_308628.5	XP_011164439.1, XP_025993826.1
OG0001396	XP_319240.5	XP_025993663.2
OG0001397	XP_313548.1, XP_003436890.1	XP_011172906.1
OG0001398	XP_310956.5, XP_003436931.1, XP_003436932.1	XP_025990535.1
OG0001399	XP_001230873.3, XP_313089.4	XP_025993541.2
OG0001400	XP_317549.3, XP_317551.4, XP_317550.3	XP_025993885.1, XP_025993881.1
OG0001401	XP_315885.2	XP_011170086.1
OG0001402	XP_316681.4	XP_011163539.1
OG0001403	XP_003436814.1, XP_313732.5	XP_039310380.1
OG0001404	XP_317751.3	XP_011156235.1
OG0001405	XP_321345.3, XP_321346.4	XP_039304316.1
OG0001406	XP_313862.4	XP_011159875.1, XP_011159874.1
OG0001407	XP_320518.4	XP_025996674.2, XP_025996673.2, XP_039307890.1
OG0001408	XP_003437018.1, XP_565822.3	XP_011157143.1
OG0001409	XP_001688370.2	XP_025988890.2
OG0001410	XP_314486.1	XP_011164802.1
OG0001413	XP_311009.5	XP_011169177.2, XP_011169180.2
OG0001414	XP_317350.4	XP_011156102.1
OG0001415	XP_001688819.1, XP_316253.4	XP_011168452.2
OG0001416	XP_317647.4, XP_555667.3	XP_011156599.2, XP_039307071.1
OG0001417	XP_308151.4	XP_011159626.1, XP_011159625.1, XP_039303854.1
OG0001418	XP_314941.3	XP_025988310.1
OG0001419	XP_001688271.1, XP_310221.4	XP_025990704.1, XP_025990698.1
OG0001420	XP_321838.4, XP_001688621.2	XP_039305246.1, XP_039305245.1
OG0001421	XP_551368.4	XP_011157717.1
OG0001422	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4	XP_011168866.3
OG0001423	XP_001687887.1	XP_039301682.1
OG0001424	XP_307921.4	XP_025988061.1, XP_011175495.1
OG0001425	XP_565883.4	XP_011161576.1
OG0001426	XP_319732.4	XP_039309524.1
OG0001427	XP_320403.3	XP_011175988.1
OG0001428	XP_314678.2	XP_011169585.1, XP_011169577.1
OG0001429	XP_317285.4	XP_011161484.1, XP_039311060.1, XP_039311061.1, XP_011161485.1, XP_025986645.1, XP_011156902.1, XP_011156899.2, XP_025986354.2, XP_039306264.1, XP_011156898.1, XP_039306265.1, XP_011171049.1, XP_011171091.1
OG0001430	XP_320982.5	XP_011164676.1, XP_039308732.1, XP_039302689.1, XP_039302690.1, XP_039302692.1, XP_039302691.1, XP_025991973.2, XP_039307943.1, XP_039307372.1, XP_039308068.1, XP_039307944.1, XP_011164674.1, XP_011164678.1, XP_011164680.2, XP_011164681.2
OG0001434	XP_307894.5, XP_003436082.1	XP_011159065.1
OG0001436	XP_316604.4, XP_001688913.1, XP_001688912.1	XP_011175197.1
OG0001437	XP_319485.2	XP_011172011.1
OG0001438	XP_311976.5, XP_003436313.1	XP_025987016.1
OG0001439	XP_001688176.1	XP_039303757.1, XP_039303753.1, XP_039303755.1, XP_039303756.1, XP_039303754.1
OG0001440	XP_320189.4	XP_039301796.1
OG0001441	XP_311372.4	XP_025995051.1, XP_011164726.1
OG0001442	XP_307936.4	XP_039304061.1
OG0001443	XP_321956.5	XP_039302720.1, XP_039302721.1
OG0001444	XP_321723.5	XP_039303669.1
OG0001445	XP_312030.5	XP_011167441.1
OG0001446	XP_318394.5, XP_003436668.1, XP_003436666.1, XP_003436667.1	XP_011169573.2
OG0001453	XP_310188.3	XP_011166027.1, XP_039311081.1
OG0001455	XP_314502.4, XP_314504.3	XP_011158617.2, XP_025990485.1, XP_039309522.1, XP_039309203.1
OG0001456	XP_320465.2	XP_039314390.1, XP_011160138.1
OG0001457	XP_311700.3	XP_011156838.1
OG0001458	XP_320742.3	XP_039313170.1, XP_039313172.1, XP_039313171.1
OG0001459	XP_308453.3	XP_039314602.1
OG0001460	XP_313156.2	XP_011168563.1
OG0001461	XP_321733.4	XP_011166122.1
OG0001462	XP_003436675.1, XP_318432.4	XP_039313168.1
OG0001463	XP_309942.4	XP_039314506.1
OG0001464	XP_318672.4, XP_321135.5	XP_011175504.1
OG0001465	XP_311607.2	XP_039302626.1, XP_011172138.1, XP_011172139.1
OG0001466	XP_312403.4	XP_011164329.1, XP_025988877.1
OG0001467	XP_554016.3	XP_011171584.1, XP_011171583.1
OG0001468	XP_317127.3	XP_011168738.1
OG0001469	XP_311746.4	XP_025992793.1
OG0001470	XP_001230998.1, XP_001230999.1, XP_316361.2	XP_025996653.1
OG0001471	XP_314721.3	XP_011168758.1
OG0001472	XP_319592.3, XP_316821.4	XP_011171029.1
OG0001473	XP_557363.3	XP_025987889.2
OG0001474	XP_312327.5	XP_011163536.1
OG0001477	XP_557954.2	XP_025990076.1
OG0001478	XP_311138.3	XP_039303041.1, XP_039303040.1, XP_025996444.1, XP_025996445.1, XP_025993296.1
OG0001479	XP_315576.4	XP_011171853.1
OG0001480	XP_551238.2	XP_025988609.1, XP_011167365.1
OG0001481	XP_559127.3	XP_011163818.1
OG0001482	XP_003436902.1	XP_025995318.2
OG0001483	XP_001237195.3	XP_011158227.2
OG0001484	XP_313559.5, XP_003436773.1, XP_551109.3	XP_039313164.1
OG0001485	XP_321013.4	XP_011158628.1
OG0001486	XP_308949.4	XP_025988210.1
OG0001487	XP_314027.4	XP_011160910.1
OG0001488	XP_309709.4	XP_011175651.1
OG0001489	XP_308327.4, XP_001687895.1	XP_011159173.1
OG0001490	XP_311001.5	XP_039308811.1
OG0001492	XP_311683.4	XP_011166609.1
OG0001493	XP_001237650.2, XP_001237649.2	XP_011168223.2, XP_039311783.1, XP_011168226.2
OG0001494	XP_308673.4	XP_011159518.1, XP_039304095.1, XP_039304096.1, XP_039304094.1
OG0001495	XP_001237569.1	XP_011168272.1
OG0001496	XP_308382.3, XP_003437212.1	XP_011176077.2, XP_011176075.2, XP_011176076.2, XP_011174865.2
OG0001497	XP_309507.4	XP_011165457.1, XP_011165458.1
OG0001498	XP_315666.4	XP_039305924.1
OG0001499	XP_562960.3	XP_039307688.1, XP_011158157.1, XP_011163631.1
OG0001500	XP_307953.2	XP_039312635.1, XP_039312637.1, XP_039312638.1, XP_039312634.1
OG0001501	XP_315768.3, XP_556409.3	XP_025988324.1
OG0001502	XP_315785.4	XP_011166475.1
OG0001503	XP_318862.3	XP_025996966.1, XP_025996963.2
OG0001504	XP_316013.4	XP_011167263.2
OG0001505	XP_321148.5	XP_011172206.2
OG0001507	XP_313800.4	XP_039314299.1
OG0001508	XP_310944.5	XP_039311816.1
OG0001509	XP_558145.3	XP_039311684.1
OG0001510	XP_313379.5	XP_025992335.2, XP_025986196.2
OG0001511	XP_315679.3, XP_306983.4, XP_556304.2, XP_001230355.2, XP_315675.3	XP_025994312.2, XP_039315233.1, XP_039315195.1, XP_039310857.1
OG0001512	XP_321940.4, XP_003435777.1	XP_025986523.1
OG0001513	XP_001687829.2	XP_011173097.1
OG0001514	XP_321808.4	XP_011176284.1, XP_011176285.1
OG0001515	XP_316960.4	XP_025995098.1
OG0001516	XP_321387.5	XP_011166939.1, XP_039315567.1, XP_039315566.1
OG0001517	XP_311715.3, XP_003436478.1, XP_003436479.1	XP_025995929.1, XP_039311148.1, XP_025995926.1, XP_039311149.1, XP_025995927.1, XP_025995928.1, XP_025995924.1, XP_025995925.1, XP_025995930.1
OG0001518	XP_319785.4	XP_011175547.2
OG0001519	XP_564767.3	XP_025995933.2, XP_025995932.2
OG0001520	XP_321797.4	XP_011172158.1, XP_011172159.1
OG0001521	XP_316580.4	XP_039314177.1
OG0001522	XP_318144.4	XP_025988170.1, XP_025988171.1, XP_039312191.1, XP_039312156.1, XP_039312155.1, XP_039312179.1, XP_039312144.1, XP_039312149.1, XP_011168770.1, XP_011168769.1, XP_039312184.1, XP_025988169.1
OG0001523	XP_313879.4	XP_025987250.1
OG0001524	XP_309210.4	XP_011168675.2
OG0001525	XP_313327.4	XP_011159211.1
OG0001527	XP_003436816.1, XP_313742.4	XP_039303803.1, XP_011158352.1
OG0001529	XP_310236.3, XP_307879.4	XP_039311427.1
OG0001531	XP_320985.2	XP_025988753.1
OG0001532	XP_318096.4	XP_011162596.1, XP_039310282.1
OG0001533	XP_315707.4	XP_025987694.2
OG0001534	XP_003435886.1, XP_321515.4	XP_011156569.2, XP_039308558.1
OG0001535	XP_318386.5	XP_011158713.1
OG0001536	XP_308789.4, XP_556808.3, XP_001688789.1	XP_025994747.1, XP_025994749.1, XP_039314099.1
OG0001537	XP_320593.4, XP_317447.4	XP_011158583.1, XP_039307705.1
OG0001538	XP_001687839.2	XP_025995016.1
OG0001539	XP_318061.4	XP_025989075.1
OG0001540	XP_315568.3, XP_001688680.1, XP_001688679.1	XP_011156938.1
OG0001541	XP_308645.4	XP_039305648.1, XP_039305645.1
OG0001542	XP_317569.4	XP_011176315.1
OG0001543	XP_003436971.1	XP_011160969.1
OG0001545	XP_318635.3	XP_011167357.1
OG0001546	XP_312041.5	XP_011173304.1
OG0001547	XP_308339.4	XP_011157267.1, XP_011157187.1, XP_025995250.1, XP_011157118.1, XP_039313897.1, XP_039313896.1
OG0001548	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2	XP_039312926.1, XP_011167899.2
OG0001551	XP_001688523.1, XP_314100.4	XP_025991441.1
OG0001552	XP_318541.4	XP_039306173.1
OG0001553	XP_313022.3	XP_011171181.2
OG0001554	XP_001688023.1, XP_001688025.1	XP_025993708.2, XP_011167298.3
OG0001555	XP_320393.4	XP_039302216.1, XP_039302217.1, XP_039302218.1
OG0001556	XP_308925.4	XP_011160222.1, XP_011160221.1
OG0001557	XP_318856.3	XP_025987489.1
OG0001558	XP_310248.7, XP_316659.3	XP_011164872.1
OG0001559	XP_321922.5	XP_025995579.2
OG0001560	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1	XP_011171066.1, XP_011171068.2
OG0001561	XP_313778.5	XP_011156748.1
OG0001562	XP_001688616.1, XP_001688617.1	XP_011160241.1
OG0001563	XP_552478.2	XP_011164698.1, XP_011164700.1
OG0001565	XP_308594.4	XP_011159749.1
OG0001567	XP_552509.3	XP_011164347.2
OG0001568	XP_312875.5	XP_039315462.1, XP_011170161.1
OG0001569	XP_308701.2	XP_039307127.1, XP_011175182.1
OG0001570	XP_001237154.2	XP_025996281.1
OG0001571	XP_319421.4	XP_011173525.1
OG0001572	XP_321888.3, XP_003435792.1, XP_003435793.1	XP_025991099.2
OG0001575	XP_317568.3	XP_025989254.1
OG0001576	XP_553723.1	XP_011162339.1, XP_011162338.1
OG0001577	XP_310528.5	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2
OG0001579	XP_316180.4	XP_025990916.1, XP_011161055.1
OG0001580	XP_001231055.3, XP_003437188.1, XP_003437189.1	XP_025989737.2, XP_025989741.2
OG0001581	XP_317108.3	XP_039312559.1
OG0001582	XP_313138.5	XP_025993005.2, XP_039302703.1, XP_011170369.2
OG0001583	XP_563637.3	XP_011173101.1, XP_011173102.1
OG0001584	XP_311327.5	XP_011163216.1, XP_011163212.1
OG0001585	XP_316571.4, XP_001237834.2	XP_011175980.2
OG0001586	XP_312095.5	XP_011172109.1
OG0001587	XP_308295.3	XP_025992049.1
OG0001588	XP_312218.5	XP_039302461.1, XP_025989691.2
OG0001589	XP_308241.3, XP_311195.5	XP_011172968.1
OG0001590	XP_312916.5, XP_003436238.1, XP_001237434.2, XP_312156.3, XP_563375.3, XP_003436237.1, XP_312155.4, XP_309133.5, XP_311060.5, XP_311061.5	XP_011157497.2
OG0001591	XP_317090.2	XP_011168160.3
OG0001592	XP_317552.4	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1
OG0001593	XP_307791.5	XP_025989465.2
OG0001594	XP_003436556.1, XP_001688443.2	XP_039313370.1
OG0001595	XP_001688026.1	XP_011155321.1, XP_011155323.1
OG0001596	XP_313347.3	XP_011160525.1, XP_039308865.1
OG0001598	XP_003436740.1, XP_003436741.1, XP_313104.2	NP_001291513.1, XP_039304810.1, NP_001291514.1
OG0001599	XP_001689120.2	XP_011163081.1
OG0001600	XP_315510.4	XP_011165848.2
OG0001601	XP_309586.5	XP_039303295.1
OG0001602	XP_307192.4, XP_313852.5	XP_025988800.1, XP_025988804.2
OG0001604	XP_314263.5	XP_039306393.1, XP_039306391.1
OG0001605	XP_003437084.1	XP_025993135.2, XP_039312161.1, XP_039312160.1
OG0001606	XP_001689072.1	XP_039303892.1
OG0001607	XP_001689143.1	XP_025988460.1, XP_039305259.1
OG0001608	XP_319419.4	XP_039312323.1
OG0001609	XP_321659.5	XP_025987980.1, XP_011157468.1, XP_011157467.1
OG0001614	XP_560351.3, XP_003436655.1	XP_039302685.1
OG0001615	XP_311852.2, XP_003436358.1, XP_003436357.1	XP_011159603.1
OG0001616	XP_320422.3, XP_309574.1	XP_011165539.1
OG0001617	XP_322024.4	XP_025996452.1
OG0001619	XP_321321.5	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1
OG0001620	XP_319591.2	XP_011172508.2
