Orthogroup	Polistes_dominula	Aedes_aegypti
OG0001852	XP_015177102.1	XP_021707599.1
OG0001853	XP_015179541.1	XP_021700185.1, XP_021700184.1, XP_021700182.1, XP_021700183.1
OG0001854	XP_015186318.1	XP_001659748.2
OG0001855	XP_015188895.1	XP_001655018.1
OG0001856	XP_015172642.1	XP_021706007.1, XP_021706008.1
OG0001858	XP_015181165.1	XP_001655314.1, XP_021694464.1
OG0001859	XP_015177708.1	XP_021706404.1, XP_021694347.1, XP_001657815.1
OG0001860	XP_015175115.1, XP_015175116.1, XP_015175118.1, XP_015175117.1	XP_021711673.1
OG0001861	XP_015183897.1	XP_001662954.2
OG0001862	XP_015176316.1	XP_021698825.1, XP_001656028.1
OG0001863	XP_015189022.1	XP_001650313.2
OG0001864	XP_015191388.1	XP_021703166.1, XP_021703165.1, XP_001658160.2
OG0001865	XP_015177898.1, XP_015177903.1	XP_001650915.1
OG0001866	XP_015179699.1	XP_021697144.1, XP_001659957.1
OG0001867	XP_015173866.1	XP_021712246.1
OG0001868	XP_015182245.1	XP_021707165.1, XP_021707164.1, XP_001659505.1
OG0001869	XP_015184920.1	XP_021707427.1, XP_021707425.1, XP_021707423.1, XP_021707426.1
OG0001870	XP_015188975.1	XP_001652587.1
OG0001871	XP_015184971.1	XP_001657691.1
OG0001872	XP_015185508.1	XP_021706756.1, XP_021706757.1
OG0001873	XP_015176909.1, XP_015176900.1, XP_015176926.1, XP_015176918.1	XP_001654074.2
OG0001874	XP_015181225.1	XP_001649673.2
OG0001875	XP_015180928.1	XP_021697559.1
OG0001876	XP_015185316.1	XP_021692922.1, XP_021692917.1
OG0001877	XP_015179522.1, XP_015179520.1	XP_021702661.1
OG0001878	XP_015171151.1	XP_021710678.1, XP_001655100.1, XP_001650845.1, XP_001659599.2
OG0001879	XP_015171396.1, XP_015171398.1, XP_015171397.1, XP_015171399.1	XP_021703643.1
OG0001880	XP_015172835.1	XP_021700033.1, XP_021700038.1, XP_021700039.1
OG0001881	XP_015174193.1, XP_015174194.1, XP_015174192.1	XP_011493034.2
OG0001882	XP_015184076.1	XP_021694906.1, XP_021694907.1, XP_021694904.1, XP_021694905.1, XP_021694908.1, XP_021694909.1, XP_011493407.2
OG0001883	XP_015184878.1	XP_021713193.1
OG0001884	XP_015176448.1	XP_021700781.1, XP_021700786.1, XP_021700788.1
OG0001885	XP_015173241.1	XP_021693388.1, XP_001660962.2, XP_021693389.1
OG0001886	XP_015179758.1, XP_015179757.1, XP_015179756.1	XP_021710919.1
OG0001887	XP_015175304.1	XP_001650218.2, XP_021703628.1, XP_021703626.1, XP_021706599.1, XP_021700995.1
OG0001888	XP_015172515.1	XP_001656705.2, XP_021702813.1
OG0001889	XP_015183494.1	XP_001661881.1
OG0001890	XP_015173409.1	XP_021708813.1
OG0001891	XP_015178248.1	XP_021707500.1
OG0001892	XP_015176599.1	XP_021707664.1
OG0001893	XP_015178509.1	XP_021699346.1
OG0001894	XP_015184100.1	XP_021697761.1
OG0001895	XP_015172424.1, XP_015172410.1	XP_021695274.1
OG0001896	XP_015188572.1	XP_021700472.1
OG0001897	XP_015184071.1, XP_015184072.1	XP_001652661.1, XP_021706950.1
OG0001898	XP_015190841.1	XP_001663962.2
OG0001899	XP_015186838.1, XP_015186837.1, XP_015186839.1, XP_015186840.1	XP_001654630.1
OG0001900	XP_015172465.1	XP_021703372.1
OG0001901	XP_015183753.1	XP_001662611.1
OG0001902	XP_015191182.1	XP_021708938.1, XP_021712229.1
OG0001903	XP_015181389.1	XP_021703750.1, XP_001649274.2
OG0001904	XP_015184523.1	XP_021713378.1
OG0001905	XP_015185923.1	XP_001650299.2, XP_021693922.1
OG0001906	XP_015176835.1	XP_021704732.1
OG0001907	XP_015177182.1	XP_001650086.2
OG0001908	XP_015186132.1, XP_015186130.1, XP_015186129.1	XP_001656234.1
OG0001909	XP_015177471.1	XP_021702262.1, XP_021702271.1
OG0001912	XP_015175178.1	XP_021700547.1
OG0001913	XP_015175176.1, XP_015175174.1	XP_021704809.1
OG0001914	XP_015187657.1, XP_015187658.1, XP_015187649.1	XP_021702586.1, XP_021696818.1
OG0001915	XP_015191657.1, XP_015191659.1	XP_021706539.1, XP_021706508.1
OG0001916	XP_015173586.1	XP_001660605.1
OG0001917	XP_015186077.1, XP_015186078.1, XP_015186080.1	XP_001654386.1
OG0001919	XP_015181481.1	XP_021700283.1
OG0001921	XP_015184705.1	XP_021706711.1, XP_021706708.1, XP_021706709.1, XP_021706710.1, XP_021706712.1, XP_021706713.1, XP_021706714.1, XP_021712678.1
OG0001922	XP_015181655.1	XP_011493578.1
OG0001923	XP_015173943.1	XP_001652085.2
OG0001924	XP_015182396.1, XP_015182393.1	XP_021700902.1
OG0001925	XP_015188258.1	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1
OG0001926	XP_015177247.1, XP_015177246.1	XP_001659471.1
OG0001927	XP_015173319.1	XP_021702614.1, XP_001655971.2
OG0001928	XP_015174352.1	XP_021698851.1
OG0001929	XP_015188549.1	XP_021702281.1
OG0001930	XP_015186481.1	XP_001651141.1
OG0001931	XP_015188196.1	XP_021706792.1, XP_001663406.1
OG0001933	XP_015187502.1	XP_001651463.2, XP_021712848.1
OG0001934	XP_015178211.1, XP_015178161.1	XP_021704757.1, XP_021704756.1
OG0001935	XP_015176604.1	XP_021694991.1
OG0001936	XP_015177238.1	XP_021708552.1
OG0001937	XP_015185094.1	XP_021708032.1, XP_021712188.1
OG0001938	XP_015179969.1	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1
OG0001939	XP_015175414.1	XP_001657962.2
OG0001941	XP_015175093.1, XP_015175086.1	XP_021702015.1
OG0001942	XP_015173382.1	XP_001662960.1
OG0001943	XP_015184456.1, XP_015184455.1	XP_001654025.2, XP_021713121.1
OG0001944	XP_015184304.1	XP_001652255.3
OG0001945	XP_015173926.1, XP_015173928.1	XP_021706254.1, XP_021706252.1
OG0001946	XP_015178438.1	XP_021700836.1, XP_021700832.1
OG0001947	XP_015185978.1	XP_021695537.1
OG0001950	XP_015189119.1, XP_015189118.1	XP_001663086.2, XP_021699579.1, XP_021699578.1
OG0001951	XP_015171087.1	XP_021704100.1
OG0001952	XP_015187849.1	XP_021699848.1
OG0001953	XP_015189355.1	XP_021698730.1
OG0001954	XP_015178926.1	XP_001647778.2
OG0001955	XP_015189220.1	XP_001647950.1
OG0001956	XP_015177852.1	XP_001648128.2, XP_021704528.1
OG0001957	XP_015176367.1	XP_001648185.1
OG0001959	XP_015183053.1, XP_015183227.1	XP_001662716.2, XP_001649986.2
OG0001960	XP_015191311.1	XP_001651285.1
OG0001961	XP_015176951.1	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1
OG0001963	XP_015178671.1	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1
OG0001964	XP_015185506.1	XP_001657975.2
OG0001965	XP_015188667.1, XP_015188707.1	XP_021709748.1, XP_001658722.1
OG0001966	XP_015179595.1	XP_021699453.1, XP_011493090.2, XP_021699454.1
OG0001967	XP_015190634.1, XP_015190635.1, XP_015190632.1	XP_021692958.1
OG0001968	XP_015180922.1	XP_021693933.1, XP_021693935.1, XP_021693934.1, XP_021693936.1
OG0001969	XP_015172127.1	XP_021694469.1, XP_021694470.1
OG0001970	XP_015179592.1, XP_015179590.1	XP_021700163.1
OG0001971	XP_015187399.1	XP_021701730.1
OG0001973	XP_015171108.1, XP_015171109.1	XP_021706103.1, XP_021706102.1, XP_021706099.1, XP_021706100.1
OG0001974	XP_015174716.1	XP_021706347.1, XP_021706349.1, XP_021706348.1, XP_021706351.1, XP_021706352.1, XP_021706350.1
OG0001975	XP_015190920.1	XP_021710764.1, XP_021710765.1
OG0001987	XP_015184561.1	XP_001654823.1
OG0001988	XP_015171751.1	XP_001652419.1
OG0001989	XP_015191507.1	XP_001664307.1, XP_001662342.1
OG0001990	XP_015172109.1	XP_001649527.2
OG0001991	XP_015182325.1	XP_021693622.1
OG0001992	XP_015182726.1	XP_001663456.1
OG0001993	XP_015189999.1	XP_001657186.1
OG0001994	XP_015174737.1	XP_001655824.1
OG0001995	XP_015187522.1	XP_021694932.1, XP_021694930.1, XP_021694931.1, XP_021694929.1
OG0001996	XP_015191471.1	XP_001658284.1
OG0001997	XP_015176362.1	XP_021694034.1, XP_021694036.1
OG0001998	XP_015171608.1	XP_001657081.2, XP_021711121.1
OG0001999	XP_015189100.1	XP_001654110.2
OG0002000	XP_015175539.1, XP_015175540.1, XP_015175541.1	XP_021701636.1
OG0002001	XP_015171295.1, XP_015171286.1	XP_001654798.1, XP_021696930.1
OG0002002	XP_015189974.1, XP_015189923.1	XP_021700879.1, XP_001650127.1
OG0002003	XP_015191312.1	XP_001648535.1
OG0002004	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1	XP_021709372.1, XP_001653273.1, XP_021712517.1, XP_021711747.1
OG0002005	XP_015191528.1	XP_001648971.2
OG0002006	XP_015171621.1	XP_001648436.1
OG0002007	XP_015175387.1	XP_001663658.2
OG0002009	XP_015171301.1, XP_015171300.1	XP_001649565.2, XP_001649576.2
OG0002010	XP_015186184.1	XP_021696649.1, XP_001652049.1
OG0002011	XP_015173491.1, XP_015173490.1, XP_015173489.1	XP_021699544.1
OG0002012	XP_015183509.1	XP_021707317.1, XP_021707316.1
OG0002013	XP_015185440.1, XP_015185439.1, XP_015185441.1	XP_021707456.1
OG0002014	XP_015177048.1	XP_021703286.1, XP_021703301.1
OG0002015	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1	XP_001651326.2
OG0002016	XP_015171523.1	XP_021712620.1, XP_001655398.1
OG0002017	XP_015179342.1	XP_021699724.1
OG0002018	XP_015175219.1	XP_001656424.1
OG0002019	XP_015171673.1	XP_001650675.1
OG0002020	XP_015182556.1	XP_021693297.1
OG0002021	XP_015175193.1	XP_001660435.1
OG0002022	XP_015188995.1	XP_001659928.1, XP_021712759.1
OG0002023	XP_015181142.1	XP_021698976.1
OG0002024	XP_015178190.1	XP_021705137.1, XP_021705136.1
OG0002025	XP_015182776.1	XP_001660915.1
OG0002026	XP_015175844.1	XP_021708073.1
OG0002027	XP_015174092.1, XP_015174085.1	XP_021698213.1, XP_021698212.1, XP_021698211.1
OG0002028	XP_015177836.1	XP_021695336.1, XP_021695333.1
OG0002029	XP_015184188.1, XP_015184187.1	XP_021699817.1
OG0002031	XP_015187145.1, XP_015187142.1, XP_015187141.1, XP_015187140.1, XP_015187139.1, XP_015187143.1	XP_021707324.1, XP_021707323.1, XP_001661206.1
OG0002032	XP_015179900.1, XP_015179899.1	XP_021705255.1
OG0002033	XP_015175752.1	XP_001655052.2, XP_001655051.2
OG0002034	XP_015187701.1, XP_015187700.1	XP_021703905.1, XP_021708702.1
OG0002036	XP_015188208.1, XP_015189027.1	XP_021698401.1
OG0002037	XP_015175060.1, XP_015188620.1	XP_001657723.1
OG0002038	XP_015189514.1	XP_021705732.1, XP_001656882.1
OG0002039	XP_015188408.1, XP_015187737.1	XP_021696857.1, XP_021696859.1, XP_021696854.1, XP_021696858.1, XP_021696855.1, XP_021696856.1
OG0002041	XP_015189240.1, XP_015189241.1	XP_001661004.2
OG0002042	XP_015177555.1	XP_021711074.1
OG0002043	XP_015171357.1	XP_001654285.2
OG0002044	XP_015176363.1	XP_021692933.1, XP_021692932.1, XP_021692931.1
OG0002045	XP_015181595.1	XP_021700822.1, XP_001654153.2
OG0002047	XP_015191191.1	XP_001662952.2
OG0002048	XP_015174213.1, XP_015174207.1	XP_021693261.1, XP_021693262.1, XP_021693250.1
OG0002049	XP_015176996.1	XP_001657413.2
OG0002050	XP_015176017.1	XP_001661613.2
OG0002051	XP_015175468.1	XP_001650787.1
OG0002052	XP_015171588.1	XP_001654238.1
OG0002053	XP_015175420.1, XP_015175419.1	XP_021704986.1
OG0002054	XP_015188494.1	XP_021702372.1
OG0002055	XP_015177844.1	XP_021699091.1, XP_021699090.1
OG0002056	XP_015181642.1	XP_021711845.1, XP_001651045.1
OG0002057	XP_015189472.1	XP_021701189.1
OG0002058	XP_015173891.1	XP_001653033.1, XP_021703690.1, XP_001653035.1, XP_001653036.2
OG0002059	XP_015185576.1	XP_001653641.1, XP_021697404.1
OG0002060	XP_015186333.1, XP_015186336.1	XP_021709612.1
OG0002061	XP_015173836.1	XP_021701939.1
OG0002062	XP_015189037.1, XP_015189036.1, XP_015189035.1	XP_021697091.1, XP_021697090.1, XP_021697088.1, XP_021697087.1, XP_021697089.1
OG0002063	XP_015174763.1	XP_021706324.1, XP_021706323.1, XP_001653117.1
OG0002064	XP_015188742.1	XP_021698918.1, XP_001661369.2
OG0002065	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1	XP_021704389.1, XP_021704396.1
OG0002066	XP_015179153.1	XP_021713324.1, XP_021712281.1, XP_021711970.1
OG0002067	XP_015182815.1	XP_001651806.1
OG0002068	XP_015191343.1	XP_001661802.1
OG0002069	XP_015181184.1	XP_001663723.2
OG0002070	XP_015173165.1, XP_015173166.1, XP_015173167.1	XP_021713381.1, XP_021713382.1
OG0002071	XP_015178989.1	XP_021700369.1, XP_021700370.1, XP_021700371.1, XP_001661960.1
OG0002072	XP_015180591.1	XP_001658181.2
OG0002073	XP_015183910.1	XP_001660900.1, XP_021701418.1, XP_021701417.1
OG0002074	XP_015181258.1	XP_021713169.1
OG0002075	XP_015171660.1	XP_001657421.1
OG0002076	XP_015187995.1	XP_021704769.1, XP_021704812.1, XP_021704798.1, XP_021704808.1, XP_021704790.1, XP_021704775.1, XP_021704817.1, XP_021704784.1
OG0002077	XP_015173566.1	XP_001659320.1
OG0002078	XP_015191241.1	XP_001655536.2, XP_021702297.1, XP_021702296.1, XP_021702295.1, XP_021702294.1
OG0002079	XP_015191707.1	XP_021698016.1
OG0002080	XP_015183112.1	XP_001655393.1
OG0002081	XP_015173147.1	XP_001658896.1
OG0002082	XP_015178037.1	XP_001657833.1
OG0002083	XP_015186438.1	XP_021699262.1, XP_021699265.1, XP_021699263.1, XP_021699264.1, XP_021699267.1, XP_021699261.1
OG0002084	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1	XP_021695962.1
OG0002085	XP_015182656.1, XP_015182655.1	XP_001658894.2
OG0002086	XP_015188119.1	XP_001660810.2
OG0002087	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1	XP_001662226.1
OG0002088	XP_015186423.1	XP_021709590.1, XP_021709591.1, XP_021709592.1
OG0002089	XP_015172491.1	XP_021697379.1
OG0002090	XP_015179015.1, XP_015179014.1	XP_001657796.2
OG0002091	XP_015176656.1	XP_001648366.2
OG0002092	XP_015185208.1	XP_021696347.1, XP_021709876.1
OG0002093	XP_015187945.1, XP_015187946.1	XP_021694967.1, XP_021694963.1, XP_021694966.1, XP_021694965.1, XP_021694968.1, XP_021694964.1, XP_021696654.1, XP_021696652.1, XP_021696653.1, XP_021696651.1
OG0002094	XP_015178846.1, XP_015178850.1	XP_021698854.1
OG0002095	XP_015178723.1	XP_001649906.1, XP_001649907.1
OG0002096	XP_015184909.1	XP_001658032.1
OG0002097	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1	XP_001658647.1
OG0002098	XP_015179070.1	XP_001657165.1
OG0002099	XP_015172617.1	XP_021711436.1
OG0002100	XP_015177000.1	XP_001655468.1
OG0002101	XP_015184136.1	XP_021712895.1, XP_001651058.2
OG0002102	XP_015180552.1	XP_021695018.1, XP_021695017.1, XP_021695021.1, XP_021695020.1, XP_021695022.1, XP_021695019.1
OG0002103	XP_015174491.1	XP_001655133.2, XP_021699620.1, XP_011493590.2
OG0002104	XP_015178280.1	XP_001651269.2
OG0002106	XP_015176235.1, XP_015176236.1	XP_001651639.2
OG0002107	XP_015184037.1, XP_015189870.1	XP_021704540.1
OG0002108	XP_015178117.1	XP_001661944.2
OG0002109	XP_015185231.1	XP_021695283.1
OG0002110	XP_015185703.1	XP_021703061.1, XP_021703059.1, XP_001657803.1
OG0002111	XP_015176308.1	XP_001657036.2
OG0002113	XP_015183731.1	XP_021707212.1
OG0002114	XP_015180999.1	XP_021693401.1, XP_021693463.1, XP_021693350.1, XP_021693526.1
OG0002115	XP_015179912.1, XP_015179913.1, XP_015179914.1	XP_001650881.2, XP_021711856.1
OG0002116	XP_015177480.1, XP_015177482.1	XP_021694344.1, XP_021699059.1
OG0002117	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1	XP_021699388.1
OG0002119	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1	XP_021707548.1, XP_021707543.1
OG0002120	XP_015175722.1	XP_021701990.1, XP_021701991.1
OG0002121	XP_015185580.1	XP_021707339.1
OG0002122	XP_015185272.1	XP_021707553.1, XP_021707555.1, XP_021707552.1, XP_021707556.1, XP_021707554.1
OG0002124	XP_015180438.1	XP_021705870.1, XP_021705910.1
OG0002125	XP_015183960.1	XP_021699006.1
OG0002126	XP_015172224.1	XP_001657549.2, XP_001659807.1
OG0002127	XP_015187006.1	XP_001654713.2
OG0002128	XP_015184665.1	XP_021701093.1
OG0002129	XP_015181337.1	XP_001653301.1
OG0002130	XP_015185366.1, XP_015185365.1	XP_001653423.1
OG0002131	XP_015171198.1, XP_015171192.1	XP_021703181.1
OG0002132	XP_015186268.1	XP_021697130.1
OG0002134	XP_015174736.1	XP_001658327.1
OG0002136	XP_015188768.1, XP_015188767.1	XP_001654115.2
OG0002137	XP_015177867.1	XP_001648851.1, XP_021701095.1, XP_001653751.2
OG0002138	XP_015173339.1	XP_001652434.1
OG0002139	XP_015173785.1	XP_001651352.1
OG0002140	XP_015174668.1	XP_021701584.1
OG0002141	XP_015188670.1, XP_015188680.1	XP_021710885.1
OG0002142	XP_015179529.1, XP_015179530.1	XP_021705976.1
OG0002143	XP_015174670.1	XP_001655819.1, XP_001655820.1
OG0002144	XP_015183914.1	XP_021696310.1
OG0002145	XP_015187997.1	XP_001650254.2
OG0002146	XP_015191389.1	XP_021709736.1
OG0002147	XP_015190908.1, XP_015190906.1, XP_015190907.1	XP_021710878.1, XP_021710873.1
OG0002148	XP_015182137.1	XP_001656030.2
OG0002149	XP_015178309.1	XP_021704248.1
OG0002150	XP_015183760.1	XP_021700469.1
OG0002151	XP_015183028.1	XP_021709857.1, XP_021709858.1, XP_021709855.1, XP_021709856.1, XP_021709853.1, XP_021709854.1, XP_021709860.1, XP_021709859.1, XP_021703583.1
OG0002152	XP_015173302.1, XP_015173303.1	XP_021709610.1, XP_021709604.1, XP_021709603.1, XP_021709608.1, XP_021709607.1, XP_021709606.1, XP_021709605.1, XP_021709611.1
OG0002153	XP_015174121.1	XP_021707387.1
OG0002154	XP_015180065.1	XP_021694480.1
OG0002155	XP_015174195.1	XP_021693278.1, XP_021693265.1
OG0002157	XP_015190456.1	XP_001654796.1, XP_021696921.1, XP_021696920.1
OG0002158	XP_015174029.1	XP_021700957.1, XP_001660611.1, XP_021711344.1, XP_021711343.1, XP_021711872.1, XP_021711874.1, XP_021711873.1
OG0002159	XP_015171334.1	XP_001659759.2
OG0002160	XP_015191435.1	XP_001648131.1
OG0002163	XP_015180901.1, XP_015180900.1	XP_021703559.1
OG0002164	XP_015185447.1	XP_021693645.1, XP_021693644.1
OG0002165	XP_015185989.1, XP_015185990.1	XP_001648344.3
OG0002166	XP_015179018.1, XP_015179022.1	XP_021706120.1
OG0002167	XP_015182466.1	XP_021711962.1
OG0002168	XP_015184038.1	XP_021709285.1, XP_021712631.1
OG0002169	XP_015187786.1	XP_021710155.1
OG0002170	XP_015176567.1	XP_021711089.1, XP_021711085.1, XP_021711086.1, XP_021711087.1, XP_021711088.1
OG0002171	XP_015179242.1	XP_021702403.1, XP_021702404.1, XP_021702402.1, XP_021702406.1, XP_021702401.1
OG0002172	XP_015182247.1	XP_021701682.1
OG0002173	XP_015189626.1, XP_015189290.1	XP_021711984.1, XP_021693903.1
OG0002174	XP_015182186.1, XP_015182184.1	XP_021708109.1
OG0002175	XP_015187428.1	XP_021697301.1
OG0002177	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1	XP_021705671.1
OG0002178	XP_015180709.1, XP_015180693.1	XP_021697063.1, XP_021697052.1
OG0002179	XP_015179780.1	XP_021701499.1, XP_021701502.1, XP_021701503.1, XP_021701500.1, XP_021701501.1
OG0002181	XP_015181856.1	XP_021712793.1, XP_021694995.1
OG0002182	XP_015181502.1	XP_021697169.1, XP_021697131.1, XP_021697151.1
OG0002183	XP_015185248.1	XP_001655335.2
OG0002184	XP_015171861.1	XP_021693504.1
OG0002185	XP_015177014.1	XP_001652769.2, XP_021701055.1, XP_021701057.1
OG0002186	XP_015182002.1	XP_021704044.1
OG0002187	XP_015173549.1	XP_021699225.1, XP_021699226.1
OG0002188	XP_015176708.1, XP_015176709.1	XP_021701837.1, XP_021701838.1
OG0002189	XP_015190544.1	XP_021706017.1, XP_001662348.2
OG0002190	XP_015188931.1, XP_015188934.1, XP_015188933.1	XP_021704515.1
OG0002191	XP_015181911.1	XP_001660343.2
OG0002192	XP_015184833.1, XP_015184841.1	XP_021696455.1
OG0002193	XP_015186912.1	XP_021712730.1, XP_021713384.1, XP_021713383.1
OG0002194	XP_015172527.1	XP_001653292.1
OG0002195	XP_015187595.1	XP_021711923.1, XP_021699204.1
OG0002196	XP_015189631.1	XP_001653744.2
OG0002197	XP_015176510.1	XP_001657298.2
OG0002198	XP_015191620.1	XP_021704276.1, XP_021704282.1
OG0002201	XP_015185517.1	XP_021712042.1, XP_001654892.1
OG0002202	XP_015180405.1	XP_021713398.1
OG0002203	XP_015190845.1	XP_001660079.2
OG0002204	XP_015178148.1, XP_015178149.1	XP_001662461.2, XP_021694090.1
OG0002205	XP_015183657.1	XP_021696557.1
OG0002206	XP_015183516.1	XP_001647854.2
OG0002208	XP_015183524.1, XP_015183523.1	XP_001648444.1
OG0002209	XP_015175221.1	XP_001649337.1, XP_021701381.1
OG0002211	XP_015183748.1	XP_021710545.1, XP_021710550.1, XP_021710546.1, XP_021710549.1, XP_021710548.1, XP_001649773.1, XP_021710547.1
OG0002212	XP_015180028.1, XP_015180027.1, XP_015180029.1	XP_001652570.1, XP_001649912.2
OG0002213	XP_015191834.1	XP_001652986.2
OG0002214	XP_015181988.1	XP_021700648.1, XP_001653383.2, XP_021700643.1, XP_021700651.1, XP_021700650.1, XP_021700649.1, XP_021700641.1, XP_021700647.1, XP_021700646.1, XP_021700645.1, XP_021700644.1
OG0002215	XP_015176530.1	XP_001653659.2, XP_001653660.2
OG0002217	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1	XP_001656760.1
OG0002218	XP_015181050.1	XP_001657343.1, XP_021706354.1
OG0002219	XP_015182796.1	XP_001658237.2
OG0002220	XP_015184556.1, XP_015184557.1, XP_015184558.1	XP_001660624.1
OG0002222	XP_015175356.1, XP_015175359.1	XP_021695841.1
OG0002223	XP_015182481.1	XP_021699463.1
OG0002224	XP_015186484.1, XP_015186485.1	XP_021701933.1
OG0002225	XP_015181139.1, XP_015181140.1, XP_015181141.1	XP_021702621.1
OG0002226	XP_015185768.1	XP_021708084.1, XP_021708083.1, XP_021708082.1
OG0002237	XP_015187597.1	XP_001648383.1
OG0002238	XP_015184748.1	XP_001652028.1
OG0002239	XP_015191218.1	XP_021695488.1
OG0002240	XP_015183518.1	XP_001659379.1
OG0002241	XP_015179386.1	XP_001651456.1
OG0002242	XP_015183167.1	XP_021704043.1, XP_001651763.1
OG0002243	XP_015184634.1	XP_001653952.2
OG0002244	XP_015180869.1	XP_001653914.1
OG0002245	XP_015179137.1	XP_001661239.1
