Orthogroup	Polistes_dominula	Acyrthosiphon_pisum
OG0001412	XP_015191005.1	XP_016658040.1, XP_016658039.1, XP_029346343.1
OG0001412	XP_015191408.1	XP_016662318.1
OG0001413	XP_015178798.1	XP_016659809.1, XP_016659807.1, XP_016659808.1
OG0001414	XP_015175407.1, XP_015175408.1	XP_016659986.1
OG0001415	XP_015182075.1	XP_029344125.1, XP_029342285.1, XP_016662874.1
OG0001416	XP_015181549.1	XP_029341813.1
OG0001417	XP_015188275.1	XP_029342475.1
OG0001418	XP_015177476.1, XP_015189892.1, XP_015189760.1, XP_015176373.1	XP_029342978.1
OG0001419	XP_015175340.1, XP_015175323.1	XP_029343365.1
OG0001420	XP_015183990.1	XP_029343491.1
OG0001421	XP_015182989.1	XP_029344222.1, XP_029348214.1
OG0001422	XP_015191538.1	XP_029344365.1
OG0001423	XP_015178903.1	XP_029345673.1
OG0001424	XP_015184776.1	XP_029346038.1, XP_029346037.1
OG0001425	XP_015188537.1	XP_029346380.1
OG0001426	XP_015179662.1	XP_029346658.1
OG0001427	XP_015175865.1	XP_029347149.1
OG0001453	XP_015178218.1	NP_001155561.1, XP_008185637.1
OG0001455	XP_015188001.1, XP_015188002.1, XP_015188000.1	NP_001155669.1
OG0001456	XP_015173849.1	XP_008180851.1, NP_001155699.1
OG0001457	XP_015184596.1	NP_001155732.1
OG0001458	XP_015175901.1, XP_015175900.1, XP_015175899.1	NP_001155827.1
OG0001459	XP_015171442.1	NP_001156046.1
OG0001460	XP_015190961.1, XP_015190965.1, XP_015190964.1, XP_015190963.1, XP_015190962.1, XP_015190960.1	NP_001156079.1
OG0001461	XP_015176344.1, XP_015176345.1	NP_001156162.1
OG0001462	XP_015191825.1	NP_001156167.1
OG0001463	XP_015177202.1, XP_015177310.1	XP_029341941.1, NP_001156195.1
OG0001464	XP_015188722.1	NP_001156433.1, XP_008186733.1
OG0001465	XP_015173627.1, XP_015173626.1	NP_001156833.1
OG0001466	XP_015191372.1, XP_015191371.1	XP_008180032.1, NP_001161683.1
OG0001467	XP_015191228.1	NP_001191928.1
OG0001468	XP_015182236.1	NP_001191993.1, XP_008189445.3
OG0001469	XP_015173948.1	XP_008181788.1, NP_001233056.1
OG0001470	XP_015183790.1	XP_008187948.1, NP_001280297.1
OG0001471	XP_015173745.1	XP_008183781.1, NP_001280339.1, XP_008189101.1, XP_003242907.1
OG0001472	XP_015175682.1	NP_001280353.1
OG0001473	XP_015187320.1, XP_015187319.1	NP_001280376.1, XP_008185857.1
OG0001474	XP_015177871.1, XP_015177872.1, XP_015177870.1, XP_015177869.1	XP_029342002.1, NP_001280448.1
OG0001475	XP_015190515.1, XP_015190514.1, XP_015190517.1, XP_015190516.1	XP_001942854.1
OG0001476	XP_015175246.1	XP_001942905.3
OG0001477	XP_015184346.1, XP_015184344.1, XP_015184345.1	XP_001942920.4
OG0001478	XP_015191461.1, XP_015191460.1	XP_001942958.2, XP_029342966.1, XP_016660334.1, XP_008180779.1
OG0001479	XP_015183743.1	XP_001942962.2
OG0001480	XP_015183437.1, XP_015183438.1	XP_001943003.1
OG0001481	XP_015188658.1	XP_001943151.1
OG0001482	XP_015172163.1	XP_001943496.2
OG0001483	XP_015181718.1	XP_001943861.2
OG0001484	XP_015175898.1	XP_001944106.1
OG0001485	XP_015177502.1, XP_015178622.1	XP_001944507.2
OG0001486	XP_015175781.1, XP_015175780.1	XP_029341194.1, XP_001944825.2
OG0001487	XP_015182757.1, XP_015182738.1, XP_015182748.1	XP_016661816.1, XP_001945106.1
OG0001488	XP_015181799.1	XP_001945549.2
OG0001489	XP_015176967.1	XP_001945732.1
OG0001490	XP_015178127.1	XP_001945791.2
OG0001490	XP_015178132.1	XP_003247638.1
OG0001491	XP_015172098.1, XP_015172099.1	XP_001946011.2, XP_029342551.1
OG0001492	XP_015174948.1	XP_001948802.2, XP_008187152.1, XP_008187153.1, XP_001946302.1
OG0001493	XP_015191116.1, XP_015191113.1	XP_029343846.1, XP_001946376.2, XP_008183135.1
OG0001494	XP_015188603.1, XP_015188604.1	XP_001946881.2
OG0001495	XP_015178123.1	XP_001946939.2, XP_029344154.1
OG0001496	XP_015186531.1	XP_008185249.2, XP_001946961.1
OG0001497	XP_015182259.1	XP_001947222.2
OG0001498	XP_015171068.1	XP_008181337.1, XP_001947275.1, XP_029347822.1, XP_008180982.1, XP_008181925.2
OG0001499	XP_015177596.1, XP_015176679.1	XP_001947444.2
OG0001500	XP_015185116.1	XP_001947553.2
OG0001501	XP_015185127.1, XP_015185121.1	XP_001947628.2
OG0001502	XP_015186599.1	XP_001947678.4
OG0001503	XP_015183782.1, XP_015183781.1	XP_001947953.1
OG0001504	XP_015185019.1	XP_001948087.2, XP_016662592.1
OG0001505	XP_015174265.1, XP_015174264.1	XP_001948092.2
OG0001506	XP_015182578.1	XP_001949016.2
OG0001507	XP_015177328.1, XP_015177327.1	XP_001949195.2, XP_003243935.1
OG0001508	XP_015177702.1	XP_016657823.1, XP_003242760.1, XP_003242759.1, XP_008180467.1, XP_029344178.1, XP_001949221.1
OG0001509	XP_015185640.1	XP_001949731.2
OG0001510	XP_015185130.1	XP_003246129.1, XP_001950257.2
OG0001511	XP_015182878.1	XP_001950295.2
OG0001512	XP_015189317.1, XP_015189383.1	XP_001950347.2, XP_003249003.2
OG0001513	XP_015186717.1	XP_029343494.1, XP_001950605.2
OG0001514	XP_015176729.1, XP_015176728.1	XP_001950614.2, XP_008179295.1, XP_016656840.1
OG0001515	XP_015177834.1, XP_015177833.1	XP_001951016.1, XP_008188305.1, XP_008188306.1
OG0001516	XP_015185898.1, XP_015185899.1	XP_001951239.1, XP_008186532.1
OG0001517	XP_015183612.1, XP_015183607.1	XP_001951328.2, XP_029346096.1
OG0001518	XP_015189264.1	XP_001951365.1
OG0001519	XP_015175798.1	XP_008183986.1, XP_001951874.2
OG0001520	XP_015187128.1, XP_015187111.1, XP_015187110.1	XP_001951964.1
OG0001521	XP_015180263.1	XP_001952287.2, XP_029347145.1
OG0001521	XP_015180548.1	XP_008181173.1
OG0001522	XP_015175123.1	XP_001952293.1
OG0001523	XP_015180935.1, XP_015180937.1	XP_001952833.2
OG0001524	XP_015186809.1	XP_003240924.1, XP_016664234.1
OG0001525	XP_015184938.1	XP_003241160.1
OG0001526	XP_015178598.1, XP_015178596.1	XP_003241167.1, XP_029345134.1, XP_008190230.1
OG0001527	XP_015173864.1, XP_015173865.1, XP_015173863.1	XP_003241208.1
OG0001529	XP_015174994.1	XP_003242875.1
OG0001530	XP_015176147.1	XP_003243307.1
OG0001531	XP_015184383.1, XP_015187852.1	XP_003243327.1
OG0001532	XP_015183811.1	XP_003243596.1
OG0001533	XP_015189494.1	XP_008189436.2, XP_008185693.1, XP_008185692.1, XP_003246282.1, XP_008185694.1, XP_003244766.1
OG0001534	XP_015189643.1	XP_003244802.1
OG0001535	XP_015186975.1	XP_029343322.1, XP_029343330.1, XP_029343343.1, XP_029343335.1, XP_003244942.1, XP_003244940.1, XP_008183679.1, XP_008183680.1
OG0001536	XP_015186566.1	XP_003245170.1
OG0001537	XP_015188456.1	XP_003245502.1, XP_008181113.1, XP_016661056.2
OG0001538	XP_015186818.1, XP_015189908.1	XP_003245941.1
OG0001539	XP_015189287.1	XP_029343073.1, XP_016656485.1, XP_016656486.1, XP_003246880.1, XP_008186547.1, XP_029344116.1, XP_016662798.1
OG0001540	XP_015191170.1	XP_003247868.1
OG0001541	XP_015178821.1, XP_015178820.1	XP_003248759.2, XP_008188096.1
OG0001542	XP_015172897.1, XP_015172896.1, XP_015172895.1, XP_015172894.1	XP_029345676.1, XP_029345670.1, XP_003248868.3
OG0001543	XP_015176705.1, XP_015176695.1	XP_008178488.1
OG0001544	XP_015189852.1, XP_015189814.1	XP_008183867.1
OG0001545	XP_015190983.1	XP_008180179.1
OG0001546	XP_015185052.1	XP_008180322.1
OG0001547	XP_015181840.1	XP_008181007.1
OG0001548	XP_015185434.1	XP_008181324.1
OG0001549	XP_015188164.1	XP_008181350.1, XP_008181345.1
OG0001550	XP_015177632.1, XP_015177631.1	XP_008181349.1, XP_016660125.1
OG0001551	XP_015171737.1	XP_029344459.1, XP_008182508.1
OG0001552	XP_015187635.1	XP_029341108.1, XP_008182735.1
OG0001553	XP_015182983.1, XP_015182982.1	XP_008183385.1
OG0001554	XP_015177936.1	XP_008183450.2
OG0001555	XP_015171140.1	XP_029341218.1, XP_008184180.1, XP_029341220.1
OG0001556	XP_015186765.1	XP_008184251.1
OG0001557	XP_015175627.1	XP_016661057.2
OG0001558	XP_015191297.1	XP_008184940.1
OG0001559	XP_015183022.1	XP_008185039.1
OG0001560	XP_015190671.1	XP_008186404.1, XP_016662679.1
OG0001561	XP_015191824.1	XP_029341351.1, XP_008186937.1, XP_029341646.1
OG0001562	XP_015182895.1	XP_016663542.1, XP_008187530.2, XP_016660440.1
OG0001563	XP_015181815.1, XP_015181822.1	XP_008187964.3
OG0001564	XP_015189624.1	XP_008189660.1, XP_016659665.1, XP_029341277.1, XP_029341276.1
OG0001565	XP_015174966.1	XP_008189936.1
OG0001566	XP_015180952.1, XP_015176802.1, XP_015189627.1	XP_016655818.1
OG0001567	XP_015184022.1, XP_015184019.1, XP_015184017.1	XP_016658137.2
OG0001568	XP_015171293.1	XP_016658644.1
OG0001569	XP_015179612.1, XP_015179613.1, XP_015179614.1	XP_016659072.1
OG0001570	XP_015189116.1	XP_016659399.1
OG0001571	XP_015186942.1, XP_015186945.1, XP_015186944.1	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1
OG0001572	XP_015178634.1, XP_015178635.1, XP_015178633.1	XP_016661226.1, XP_029342072.1
OG0001573	XP_015176456.1	XP_016661281.1
OG0001574	XP_015188741.1, XP_015188739.1	XP_016661800.1, XP_029343877.1, XP_029343880.1, XP_029343879.1, XP_029343878.1, XP_016661798.1, XP_029343876.1
OG0001575	XP_015187477.1, XP_015187476.1	XP_016665048.1
OG0001576	XP_015189138.1	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1
OG0001577	XP_015181769.1, XP_015181767.1, XP_015181768.1, XP_015181770.1	XP_029341940.1
OG0001578	XP_015172760.1, XP_015172758.1, XP_015172759.1, XP_015172755.1, XP_015172756.1, XP_015172754.1	XP_029342030.1
OG0001579	XP_015182527.1, XP_015182525.1	XP_029343105.1, XP_029343104.1
OG0001580	XP_015187407.1	XP_029343957.1
OG0001581	XP_015187930.1	XP_029347791.1, XP_029344497.1
OG0001582	XP_015183090.1	XP_029345144.1
OG0001583	XP_015180361.1	XP_029345306.1
OG0001584	XP_015176021.1	XP_029346124.1
OG0001585	XP_015191709.1, XP_015191710.1	XP_029346669.1, XP_029348133.1
OG0001586	XP_015185311.1	XP_029346801.1
OG0001587	XP_015191489.1, XP_015190749.1	XP_029347036.1
OG0001588	XP_015179867.1, XP_015179870.1	XP_029347321.1, XP_029348055.1
OG0001614	XP_015176267.1, XP_015176276.1	NP_001119609.1
OG0001615	XP_015182550.1	NP_001165434.1, NP_001119664.1
OG0001616	XP_015178045.1, XP_015178047.1	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1
OG0001617	XP_015190684.1	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1
OG0001619	XP_015190429.1	XP_008189793.1, XP_008180212.1, NP_001155629.1
OG0001620	XP_015188860.1	NP_001155671.1
OG0001621	XP_015190659.1	XP_029344967.1, NP_001155770.1, XP_008187262.1
OG0001622	XP_015186727.1, XP_015186728.1	XP_008180830.1, NP_001155791.1
OG0001623	XP_015190034.1, XP_015190040.1	NP_001155857.1
OG0001624	XP_015176544.1	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1
OG0001625	XP_015177101.1	NP_001156134.1
OG0001626	XP_015176231.1	NP_001156141.1
OG0001627	XP_015172961.1, XP_015172959.1, XP_015172958.1, XP_015172962.1	NP_001156148.1, XP_008185366.1
OG0001628	XP_015171937.1	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2
OG0001629	XP_015172088.1	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1
OG0001630	XP_015178835.1	NP_001156347.1, XP_016659252.1
OG0001631	XP_015177368.1, XP_015177373.1	NP_001156438.1, XP_001948292.4, XP_016660627.1
OG0001632	XP_015189426.1, XP_015189425.1	XP_008183084.1, NP_001156712.1
OG0001633	XP_015182014.1	NP_001232954.1
OG0001634	XP_015180733.1	NP_001233050.1
OG0001635	XP_015179819.1, XP_015179811.1, XP_015179829.1, XP_015179838.1	NP_001280462.1
OG0001636	XP_015178335.1	NP_001313576.1
OG0001637	XP_015189563.1, XP_015188558.1, XP_015188556.1	NP_001313606.1
OG0001638	XP_015179077.1	XP_001942629.2
OG0001639	XP_015175995.1	XP_001942635.2
OG0001640	XP_015180722.1, XP_015184760.1, XP_015184759.1, XP_015184761.1	XP_001944671.1, XP_001942710.1, XP_008187704.1
OG0001641	XP_015171298.1	XP_001942933.2
OG0001642	XP_015178349.1	XP_001943211.1, XP_001943270.1, XP_008181942.1
OG0001643	XP_015187681.1	XP_029343701.1, XP_029343702.1, XP_001944079.1, XP_008187007.1, XP_001943383.1, XP_016656484.1, XP_016665011.1
OG0001645	XP_015180126.1	XP_001944045.2
OG0001646	XP_015172870.1	XP_001944173.2
OG0001647	XP_015183151.1	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1
OG0001648	XP_015188305.1	XP_001944186.1
OG0001649	XP_015174582.1, XP_015174583.1	XP_001944730.2
OG0001650	XP_015172351.1, XP_015172362.1	XP_001945180.1
OG0001651	XP_015178101.1	XP_001945607.2
OG0001652	XP_015172002.1	XP_001945713.2
OG0001653	XP_015182639.1	XP_001945941.2
OG0001655	XP_015177740.1	XP_001946635.1
OG0001656	XP_015182234.1	XP_001946836.2
OG0001657	XP_015185995.1	XP_029341082.1, XP_001946895.2
OG0001658	XP_015172255.1	XP_016663561.1, XP_001948609.1, XP_001947103.1
OG0001659	XP_015178120.1	XP_001947555.1, XP_016661886.1
OG0001660	XP_015181932.1, XP_015181931.1	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1
OG0001661	XP_015174019.1, XP_015174020.1	XP_001948336.2, XP_008187588.1
OG0001662	XP_015187280.1	XP_001948434.2
OG0001663	XP_015188339.1	XP_001948502.1
OG0001664	XP_015171691.1, XP_015171697.1	XP_001948999.2
OG0001665	XP_015173995.1	XP_001949124.1
OG0001666	XP_015173812.1	XP_001949417.2
OG0001667	XP_015176389.1	XP_016660819.2, XP_001949587.4, XP_016660818.2, XP_008182459.1, XP_008187915.2
OG0001668	XP_015184028.1	XP_001949692.1
OG0001669	XP_015190370.1	XP_001950332.1, XP_008179737.1
OG0001670	XP_015171522.1, XP_015171521.1	XP_001950746.1
OG0001671	XP_015190867.1	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1
OG0001672	XP_015172033.1	XP_016664060.1, XP_001950792.1
OG0001673	XP_015180771.1	XP_001951789.2, XP_001951110.1
OG0001674	XP_015184415.1	XP_001951117.2
OG0001675	XP_015190090.1	XP_001951163.2, XP_008187982.1
OG0001676	XP_015171676.1	XP_001951600.1
OG0001677	XP_015173312.1, XP_015173313.1	XP_001951757.1
OG0001678	XP_015176003.1	XP_001952151.3, XP_016656299.1
OG0001679	XP_015174082.1, XP_015174081.1, XP_015174083.1	XP_001952174.1
OG0001680	XP_015179524.1	XP_001952275.1
OG0001681	XP_015180758.1, XP_015180757.1	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1
OG0001682	XP_015177297.1, XP_015177294.1, XP_015177286.1	XP_003241201.1
OG0001684	XP_015173233.1, XP_015173232.1	XP_003244008.1
OG0001685	XP_015178482.1	XP_029345345.1, XP_003244045.1
OG0001686	XP_015182332.1, XP_015182331.1, XP_015182334.1, XP_015182333.1	XP_003244114.1
OG0001687	XP_015176262.1	XP_003244150.1, XP_029343745.1, XP_003248022.1
OG0001688	XP_015179659.1	XP_003244236.1
OG0001689	XP_015177005.1, XP_015177074.1	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1
OG0001690	XP_015186314.1, XP_015186310.1	XP_003247236.1, XP_008181864.2
OG0001691	XP_015177829.1, XP_015177828.1	XP_003247465.1
OG0001692	XP_015190462.1	XP_003247659.1
OG0001693	XP_015172583.1, XP_015172582.1	XP_003247797.1
OG0001694	XP_015180898.1, XP_015180899.1	XP_003247833.1
OG0001695	XP_015178111.1	XP_003247962.1, XP_008184535.1, XP_029342167.1
OG0001696	XP_015182100.1, XP_015182092.1	XP_029346128.1, XP_003248837.3
OG0001697	XP_015184921.1	XP_008178829.1
OG0001698	XP_015188715.1	XP_016658341.1, XP_016658802.1
OG0001699	XP_015191510.1	XP_029345236.1, XP_008179743.1
OG0001700	XP_015184942.1	XP_008180611.1
OG0001701	XP_015181941.1	XP_008181703.1
OG0001702	XP_015179413.1, XP_015179414.1	XP_008182063.3
OG0001703	XP_015184472.1	XP_008183132.2
OG0001704	XP_015178919.1	XP_008183183.1
OG0001705	XP_015189956.1, XP_015189583.1, XP_015189713.1, XP_015189698.1, XP_015189746.1	XP_008183746.1
OG0001706	XP_015186456.1	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1
OG0001707	XP_015185946.1	XP_008184047.1
OG0001708	XP_015174840.1, XP_015174838.1, XP_015174843.1, XP_015174844.1, XP_015174841.1, XP_015174842.1, XP_015174839.1, XP_015174845.1	XP_008184069.1
OG0001709	XP_015171892.1, XP_015171880.1	XP_008184777.1
OG0001711	XP_015179743.1	XP_008185641.1, XP_016661368.1
OG0001712	XP_015186849.1, XP_015186847.1	XP_008185711.1
OG0001713	XP_015184183.1	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1
OG0001714	XP_015173979.1, XP_015173977.1	XP_008185781.1
OG0001715	XP_015179856.1, XP_015179857.1, XP_015179855.1, XP_015179854.1	XP_008186070.1
OG0001716	XP_015181525.1, XP_015181527.1, XP_015181532.1, XP_015181530.1, XP_015181531.1, XP_015181528.1, XP_015181529.1	XP_008186221.1
OG0001717	XP_015172875.1	XP_008186368.1
OG0001718	XP_015186676.1, XP_015186675.1, XP_015186674.1	XP_008186471.1
OG0001719	XP_015189225.1, XP_015189226.1	XP_029346950.1, XP_008187666.1
OG0001720	XP_015187771.1	XP_008187727.1
OG0001722	XP_015183513.1	XP_008189818.1
OG0001723	XP_015179054.1	XP_016656015.1
OG0001724	XP_015175280.1, XP_015175279.1	XP_016657416.1
OG0001725	XP_015182838.1	XP_016657929.1
OG0001726	XP_015183554.1	XP_016658867.1
OG0001727	XP_015175104.1	XP_016659837.1
OG0001728	XP_015190161.1	XP_016659994.1
OG0001729	XP_015187677.1, XP_015187674.1, XP_015187673.1, XP_015187676.1, XP_015187675.1	XP_016660123.1
OG0001730	XP_015186424.1	XP_016662596.1
OG0001731	XP_015186461.1, XP_015186460.1	XP_016662755.1, XP_029347626.1
OG0001732	XP_015179252.1, XP_015179256.1	XP_016663406.1
OG0001733	XP_015181621.1	XP_016663444.1, XP_029348714.1
OG0001734	XP_015174635.1, XP_015174634.1	XP_029341592.1
OG0001735	XP_015188127.1	XP_029341951.1
OG0001737	XP_015187076.1	XP_029342873.1
OG0001738	XP_015174058.1	XP_029342948.1
OG0001739	XP_015178550.1	XP_029343150.1
OG0001740	XP_015188917.1, XP_015188913.1	XP_029343949.1
OG0001741	XP_015172220.1	XP_029344099.1
OG0001742	XP_015178632.1, XP_015178629.1, XP_015178628.1	XP_029344583.1
OG0001743	XP_015172123.1	XP_029344991.1
OG0001744	XP_015176642.1	XP_029345593.1
OG0001745	XP_015181631.1, XP_015181632.1	XP_029345636.1
OG0001746	XP_015177893.1	XP_029345814.1
OG0001747	XP_015189491.1, XP_015189492.1	XP_029346653.1
OG0001748	XP_015187137.1	XP_029347349.1
OG0001749	XP_015176030.1	XP_029347633.1, XP_029347629.1
OG0001774	XP_015172916.1, XP_015172915.1, XP_015172655.1	XP_008188214.1, NP_001155610.1, NP_001119694.1
OG0001775	XP_015190417.1	XP_008188848.1, NP_001129410.1, NP_001156569.1
OG0001776	XP_015182852.1, XP_015182851.1, XP_015182850.1	XP_001951172.2, NP_001129411.1
OG0001777	XP_015182894.1	NP_001129414.1
OG0001778	XP_015184509.1, XP_015184510.1	NP_001129594.1
OG0001779	XP_015190052.1	XP_001945775.2, NP_001155452.1, NP_001155825.1
OG0001780	XP_015172198.1	XP_016659892.1, NP_001155461.1
OG0001781	XP_015181541.1	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1
OG0001782	XP_015182964.1	NP_001155515.1
OG0001783	XP_015177531.1	NP_001155530.1, XP_016660437.1
OG0001784	XP_015191381.1, XP_015191380.1	NP_001155547.1
OG0001785	XP_015183238.1	XP_029341505.1, NP_001155654.1, XP_008182090.1
OG0001786	XP_015181662.1	XP_008178954.1, NP_001155672.1
OG0001787	XP_015189726.1, XP_015189724.1, XP_015189725.1	NP_001155724.1
OG0001788	XP_015176807.1	XP_016663392.1, NP_001155801.1, XP_003241568.1
OG0001789	XP_015172016.1	NP_001156108.1, XP_016656321.1
OG0001790	XP_015173377.1	XP_008185976.1, NP_001156182.1
OG0001791	XP_015190967.1	NP_001156204.1, XP_008184616.1
OG0001792	XP_015173089.1	NP_001156247.1, XP_008187622.1
OG0001793	XP_015181906.1, XP_015181905.1	NP_001156305.1
OG0001794	XP_015172744.1, XP_015172746.1	NP_001156307.1
OG0001795	XP_015187606.1	NP_001156453.1
OG0001796	XP_015181575.1	NP_001156565.1, XP_016655961.1
OG0001797	XP_015174317.1, XP_015174316.1, XP_015174318.1	XP_029347227.1, XP_029342124.1, NP_001156579.1
OG0001799	XP_015181058.1	NP_001156668.1, XP_008179071.1
OG0001800	XP_015182626.1	NP_001156706.1
OG0001801	XP_015189112.1	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2
OG0001802	XP_015184099.1	XP_029345658.1, NP_001162144.1
OG0001803	XP_015173684.1	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1
OG0001804	XP_015172505.1	NP_001232953.1, XP_016657413.1
OG0001805	XP_015183215.1	NP_001232979.1
OG0001806	XP_015172073.1	NP_001233043.1
OG0001807	XP_015175022.1	XP_001942509.2
OG0001808	XP_015178818.1, XP_015178817.1	XP_008187931.1, XP_001952480.2
OG0001809	XP_015191458.1	XP_001942715.1
OG0001810	XP_015187768.1	XP_001942856.1, XP_008179964.1
OG0001811	XP_015179133.1, XP_015179132.1	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1
OG0001812	XP_015184446.1	XP_001943187.1, XP_001948026.1
OG0001813	XP_015176884.1, XP_015176882.1	XP_016663414.1, XP_001943319.2, XP_008187381.1
OG0001814	XP_015189098.1	XP_001943377.1
OG0001815	XP_015187920.1	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2
OG0001816	XP_015182630.1	XP_008187096.1, XP_001943493.2, XP_016656595.1
OG0001817	XP_015175196.1	XP_029346498.1, XP_008179583.1, XP_001943498.1
OG0001818	XP_015172030.1	XP_001943774.1, XP_008180057.1
OG0001819	XP_015172254.1	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1
OG0001820	XP_015191623.1, XP_015191616.1	XP_001943903.1
OG0001821	XP_015181495.1, XP_015181492.1	XP_003248297.1, XP_001943957.2
OG0001822	XP_015171073.1	XP_001944669.2
OG0001823	XP_015176859.1	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1
