Orthogroup	Polistes_dominula	Solenopsis_invicta
OG0002042	XP_015177555.1	XP_011164810.1
OG0002043	XP_015171357.1	XP_011164926.1
OG0002044	XP_015176363.1	XP_011164707.1
OG0002045	XP_015181595.1	XP_011168636.1, XP_039307873.1
OG0002046	XP_015179759.1	XP_011163598.2, XP_025992606.1
OG0002047	XP_015191191.1	XP_011159418.1
OG0002048	XP_015174213.1, XP_015174207.1	XP_039306029.1, XP_039306023.1
OG0002049	XP_015176996.1	XP_025992504.2, XP_025992505.2, XP_025992506.2
OG0002050	XP_015176017.1	XP_011160116.1
OG0002051	XP_015175468.1	XP_039303098.1
OG0002052	XP_015171588.1	XP_039307831.1
OG0002053	XP_015175420.1, XP_015175419.1	XP_011157842.1, XP_011157841.1
OG0002054	XP_015188494.1	XP_025991239.1
OG0002055	XP_015177844.1	XP_025989880.1, XP_011163551.1
OG0002056	XP_015181642.1	XP_011162217.1
OG0002057	XP_015189472.1	XP_025996006.1
OG0002058	XP_015173891.1	XP_011167938.1
OG0002059	XP_015185576.1	XP_011162168.2, XP_011162169.2, XP_011162170.2
OG0002060	XP_015186333.1, XP_015186336.1	XP_039314867.1
OG0002061	XP_015173836.1	XP_011168713.1
OG0002062	XP_015189037.1, XP_015189036.1, XP_015189035.1	XP_011160150.1
OG0002063	XP_015174763.1	XP_025995129.1
OG0002064	XP_015188742.1	XP_011162965.2
OG0002065	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1	XP_025991323.2
OG0002066	XP_015179153.1	XP_025987323.2
OG0002067	XP_015182815.1	XP_011174966.1
OG0002068	XP_015191343.1	XP_011175514.1
OG0002069	XP_015181184.1	XP_025987315.1
OG0002070	XP_015173165.1, XP_015173166.1, XP_015173167.1	XP_011158729.2
OG0002071	XP_015178989.1	XP_011173442.1
OG0002072	XP_015180591.1	XP_011166443.2
OG0002073	XP_015183910.1	XP_011169662.1
OG0002074	XP_015181258.1	XP_011160613.1
OG0002075	XP_015171660.1	XP_039314504.1, XP_011172379.1
OG0002076	XP_015187995.1	XP_039308780.1
OG0002077	XP_015173566.1	XP_011163065.1
OG0002078	XP_015191241.1	XP_025992815.2, XP_025992814.2, XP_039312746.1
OG0002079	XP_015191707.1	XP_039313392.1
OG0002080	XP_015183112.1	XP_025988221.1
OG0002081	XP_015173147.1	XP_011175890.1
OG0002082	XP_015178037.1	XP_011175502.2
OG0002083	XP_015186438.1	XP_011166977.1
OG0002084	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1	XP_039313394.1, XP_039313393.1, XP_025989804.1, XP_039313395.1, XP_011175612.1
OG0002085	XP_015182656.1, XP_015182655.1	XP_011164201.1
OG0002086	XP_015188119.1	XP_039308567.1
OG0002087	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1	XP_011176340.1
OG0002088	XP_015186423.1	XP_011160587.1
OG0002089	XP_015172491.1	XP_039306886.1, XP_011157337.1
OG0002090	XP_015179015.1, XP_015179014.1	XP_025991466.2, XP_011156304.2
OG0002091	XP_015176656.1	XP_011158317.1, XP_011158316.1, XP_039303772.1, XP_011158318.1
OG0002092	XP_015185208.1	XP_011175040.1, XP_039314089.1
OG0002093	XP_015187945.1, XP_015187946.1	XP_011162520.2
OG0002094	XP_015178846.1	XP_039310840.1, XP_039310844.1
OG0002095	XP_015178723.1	XP_011168897.1
OG0002096	XP_015184909.1	XP_011160507.1
OG0002097	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1	XP_011172439.1
OG0002098	XP_015179070.1	XP_011169375.2
OG0002099	XP_015172617.1	XP_025986368.1, XP_025986369.1
OG0002100	XP_015177000.1	XP_011159304.1
OG0002101	XP_015184136.1	XP_039302053.1
OG0002102	XP_015180552.1	XP_025990233.2
OG0002103	XP_015174491.1	XP_025987838.1, XP_039302633.1
OG0002104	XP_015178280.1	XP_039315071.1
OG0002105	XP_015180372.1	XP_011160701.2
OG0002106	XP_015176235.1, XP_015176236.1	XP_011172824.3
OG0002107	XP_015184037.1, XP_015189870.1	XP_011164373.1
OG0002108	XP_015178117.1	XP_039313638.1
OG0002109	XP_015185231.1	XP_011167603.1
OG0002110	XP_015185703.1	XP_025991391.2
OG0002111	XP_015176308.1	XP_011168221.2
OG0002113	XP_015183731.1	XP_011159293.2
OG0002114	XP_015180999.1	XP_011169755.1
OG0002115	XP_015179912.1, XP_015179913.1, XP_015179914.1	XP_011175714.1
OG0002116	XP_015177480.1, XP_015177482.1	XP_039309917.1
OG0002117	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1	XP_011165686.1
OG0002118	XP_015173000.1, XP_015172991.1	XP_025992458.1, XP_011158319.1
OG0002119	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1	XP_011160697.2, XP_011160698.2
OG0002120	XP_015175722.1	XP_011160924.1
OG0002121	XP_015185580.1	XP_039310648.1
OG0002122	XP_015185272.1	XP_025991775.2, XP_039308375.1, XP_039308374.1
OG0002123	XP_015188784.1	XP_025997519.1, XP_011165181.1, XP_039307521.1
OG0002124	XP_015180438.1	XP_039313866.1
OG0002125	XP_015183960.1	XP_039302617.1, XP_011155674.1
OG0002126	XP_015172224.1	XP_025997254.1
OG0002127	XP_015187006.1	XP_039305922.1, XP_011158715.1
OG0002128	XP_015184665.1	XP_039310635.1
OG0002129	XP_015181337.1	XP_011168722.1
OG0002130	XP_015185366.1, XP_015185365.1	XP_039309652.1
OG0002131	XP_015171198.1	XP_039313587.1
OG0002131	XP_015171192.1	XP_025993873.1
OG0002132	XP_015186268.1	XP_039306816.1
OG0002134	XP_015174736.1	XP_011157570.1
OG0002136	XP_015188768.1, XP_015188767.1	XP_011168624.1
OG0002137	XP_015177867.1	XP_011158263.1, XP_039308887.1
OG0002138	XP_015173339.1	XP_011171693.1, XP_039304686.1, XP_011174259.2
OG0002139	XP_015173785.1	XP_011164821.1, XP_039303163.1
OG0002140	XP_015174668.1	XP_039303741.1
OG0002141	XP_015188670.1, XP_015188680.1	XP_039310465.1, XP_011162737.1
OG0002142	XP_015179529.1, XP_015179530.1	XP_025994948.1, XP_011161273.1
OG0002143	XP_015174670.1	XP_025996278.1, XP_039303798.1
OG0002144	XP_015183914.1	XP_039309856.1
OG0002145	XP_015187997.1	XP_011158801.2, XP_039313843.1, XP_039313842.1, XP_039313841.1, XP_039313839.1, XP_039313838.1, XP_039313736.1, XP_039313844.1, XP_039313644.1
OG0002146	XP_015191389.1	XP_039305223.1
OG0002147	XP_015190908.1, XP_015190906.1, XP_015190907.1	XP_011158724.2
OG0002148	XP_015182137.1	XP_025991832.2, XP_025991833.2, XP_011163301.2, XP_011163302.2, XP_011163303.2, XP_011163304.2, XP_011163300.2, XP_011163305.2
OG0002149	XP_015178309.1	XP_039309594.1, XP_025995865.2
OG0002150	XP_015183760.1	XP_011170414.2
OG0002151	XP_015183028.1	XP_025994383.1
OG0002152	XP_015173302.1, XP_015173303.1	XP_011170380.2
OG0002153	XP_015174121.1	XP_039313827.1, XP_011162298.2, XP_011162297.2
OG0002154	XP_015180065.1	XP_011168240.1, XP_039312267.1
OG0002155	XP_015174195.1	XP_039305784.1
OG0002156	XP_015190010.1	XP_025987681.2, XP_025987680.2
OG0002157	XP_015190456.1	XP_025993720.1, XP_011167308.1
OG0002158	XP_015174029.1	XP_039315026.1
OG0002159	XP_015171334.1	XP_025994325.1, XP_025994324.1, XP_025994323.1, XP_039314006.1
OG0002160	XP_015191435.1	XP_025988856.2
OG0002161	XP_015178291.1	XP_025993132.1, XP_039311660.1, XP_039311636.1, XP_025993133.1
OG0002163	XP_015180901.1, XP_015180900.1	XP_039303474.1, XP_011168618.1
OG0002164	XP_015185447.1	XP_025991311.2
OG0002165	XP_015185989.1, XP_015185990.1	XP_011156209.1
OG0002166	XP_015179018.1, XP_015179022.1	XP_011168567.1, XP_011168566.2
OG0002167	XP_015182466.1	XP_025995948.2
OG0002169	XP_015187786.1	XP_011175637.1
OG0002170	XP_015176567.1	XP_011168233.1
OG0002171	XP_015179242.1	XP_011171831.2
OG0002172	XP_015182247.1	XP_025989924.1
OG0002173	XP_015189626.1, XP_015189290.1	XP_011155884.1
OG0002174	XP_015182186.1, XP_015182184.1	XP_011166729.1
OG0002175	XP_015187428.1	XP_039311191.1
OG0002177	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1	XP_011166992.1
OG0002178	XP_015180693.1	XP_039309328.1, XP_039309327.1
OG0002179	XP_015179780.1	XP_039312572.1, XP_025994573.1
OG0002180	XP_015179100.1	XP_011168069.1
OG0002181	XP_015181856.1	XP_039313814.1, XP_039313810.1, XP_039313809.1
OG0002182	XP_015181502.1	XP_011167147.1, XP_011167144.1
OG0002183	XP_015185248.1	XP_039312484.1, XP_011161522.2
OG0002184	XP_015171861.1	XP_039312824.1
OG0002185	XP_015177014.1	XP_039304172.1, XP_039304183.1
OG0002186	XP_015182002.1	XP_025992656.2
OG0002187	XP_015173549.1	XP_025986164.1, XP_025986163.1, XP_025986162.1
OG0002188	XP_015176708.1, XP_015176709.1	XP_011166908.2
OG0002189	XP_015190544.1	XP_025995809.1, XP_025995808.1, XP_025995812.1, XP_039310651.1, XP_039310652.1, XP_039310649.1, XP_025995811.1
OG0002190	XP_015188931.1, XP_015188934.1, XP_015188933.1	XP_039303095.1, XP_011171955.1
OG0002191	XP_015181911.1	XP_039313426.1
OG0002192	XP_015184833.1, XP_015184841.1	XP_039302756.1
OG0002193	XP_015186912.1	XP_011169164.1
OG0002194	XP_015172527.1	XP_025997096.1
OG0002195	XP_015187595.1	XP_011168472.1
OG0002196	XP_015189631.1	XP_011158463.1, XP_011165053.2
OG0002197	XP_015176510.1	XP_011162642.2
OG0002198	XP_015191620.1	XP_039312557.1, XP_025989948.2
OG0002199	XP_015182151.1	XP_011166725.1, XP_039302297.1
OG0002201	XP_015185517.1	XP_039301729.1, XP_039301728.1, XP_011161206.2
OG0002202	XP_015180405.1	XP_025992855.2, XP_025992852.2
OG0002203	XP_015190845.1	XP_011171377.2
OG0002204	XP_015178148.1, XP_015178149.1	XP_025989957.1
OG0002205	XP_015183657.1	XP_011162889.2
OG0002206	XP_015183516.1	XP_039305029.1, XP_039305028.1, XP_039305027.1, XP_039305026.1, XP_025986723.2
OG0002208	XP_015183524.1, XP_015183523.1	XP_025988285.2
OG0002209	XP_015175221.1	XP_039311210.1, XP_039311209.1, XP_025995934.1
OG0002211	XP_015183748.1	XP_011168970.1
OG0002212	XP_015180028.1, XP_015180027.1, XP_015180029.1	XP_011169599.1
OG0002213	XP_015191834.1	XP_011175598.1
OG0002214	XP_015181988.1	XP_011157690.1
OG0002215	XP_015176530.1	XP_011172328.1
OG0002217	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1	XP_025990536.2, XP_011159352.2, XP_011159353.2
OG0002218	XP_015181050.1	XP_011166591.1, XP_025992887.1
OG0002219	XP_015182796.1	XP_011159620.1, XP_025989422.1
OG0002220	XP_015184556.1, XP_015184557.1, XP_015184558.1	XP_025987759.1
OG0002222	XP_015175356.1, XP_015175359.1	XP_039311274.1, XP_039311275.1
OG0002223	XP_015182481.1	XP_025993703.1
OG0002224	XP_015186484.1, XP_015186485.1	XP_011167445.1
OG0002226	XP_015185768.1	XP_039311128.1
OG0002227	XP_015190591.1, XP_015190590.1, XP_015190589.1	XP_011171709.1, XP_011171708.1, XP_011171707.1, XP_039304501.1
OG0002229	XP_015186842.1, XP_015186841.1	XP_011159063.1
OG0002230	XP_015184052.1	XP_025993050.1, XP_025993052.1
OG0002236	XP_015172513.1	XP_011157318.1
OG0002237	XP_015187597.1	XP_011168473.1
OG0002238	XP_015184748.1	XP_011175363.1
OG0002239	XP_015191218.1	XP_011164523.1
OG0002240	XP_015183518.1	XP_011159405.1
OG0002241	XP_015179386.1	XP_011169415.1
OG0002242	XP_015183167.1	XP_025994250.1, XP_025994249.1
OG0002243	XP_015184634.1	XP_011170271.1
OG0002244	XP_015180869.1	NP_001291519.1
OG0002245	XP_015179137.1	XP_039308047.1, XP_039307874.1
OG0002246	XP_015181161.1, XP_015181162.1	XP_011157496.1
OG0002247	XP_015180837.1	XP_011173357.1
OG0002248	XP_015191216.1	XP_011175419.1
OG0002249	XP_015185186.1, XP_015185187.1, XP_015185188.1	XP_011161429.1
OG0002250	XP_015171186.1, XP_015171187.1	XP_025990005.2, XP_039310068.1
OG0002251	XP_015185108.1	XP_011166456.1
OG0002252	XP_015180365.1	XP_011160788.1
OG0002253	XP_015174758.1	XP_011175425.1
OG0002254	XP_015176317.1	XP_011164380.1
OG0002255	XP_015186275.1, XP_015186266.1	XP_011165744.1
OG0002256	XP_015185670.1, XP_015185669.1	XP_039311687.1
OG0002257	XP_015187906.1	XP_039307641.1, XP_011169054.1
OG0002258	XP_015185757.1	XP_011166069.1
OG0002259	XP_015175262.1	XP_011155740.1
OG0002260	XP_015183502.1, XP_015183503.1	XP_039306971.1, XP_011166375.1
OG0002261	XP_015188367.1	XP_039310259.1, XP_039310262.1
OG0002262	XP_015183389.1	XP_011157515.1
OG0002263	XP_015184173.1	XP_011169458.1, XP_039311596.1
OG0002264	XP_015187738.1	XP_039306493.1, XP_039306495.1
OG0002265	XP_015175966.1	XP_011166667.1
OG0002266	XP_015189480.1	XP_011158461.1
OG0002267	XP_015179038.1, XP_015179037.1	XP_025987064.1
OG0002268	XP_015172008.1	XP_039305179.1
OG0002269	XP_015191049.1	XP_025989022.1
OG0002270	XP_015179197.1	XP_039311433.1
OG0002271	XP_015173077.1	XP_011164878.1
OG0002272	XP_015176811.1	XP_011163161.1
OG0002273	XP_015185679.1	XP_011172486.1
OG0002274	XP_015175987.1	XP_039306384.1, XP_025997426.1
OG0002275	XP_015182261.1	XP_011176129.1
OG0002276	XP_015172430.1, XP_015172431.1	XP_039306859.1, XP_011157335.2
OG0002277	XP_015171406.1, XP_015171407.1	XP_011155363.1, XP_011155362.1
OG0002278	XP_015178481.1	XP_039307525.1
OG0002279	XP_015172483.1	XP_011173528.2
OG0002280	XP_015176737.1	XP_011176272.1
OG0002281	XP_015182321.1, XP_015182322.1	XP_025990088.2
OG0002282	XP_015186069.1	XP_011162638.2
OG0002283	XP_015179490.1	XP_011160425.1
OG0002284	XP_015180711.1, XP_015180716.1	XP_025991993.2, XP_025991995.1, XP_025991992.2
OG0002285	XP_015176973.1	XP_011171369.1
OG0002286	XP_015176687.1	XP_011164344.1
OG0002287	XP_015185160.1, XP_015185157.1, XP_015185156.1, XP_015185159.1, XP_015185158.1	XP_039312623.1
OG0002288	XP_015187557.1	XP_011173551.1
OG0002289	XP_015190950.1	XP_011167717.2
OG0002290	XP_015181208.1	XP_011169216.1
OG0002292	XP_015174775.1	XP_011156448.1
OG0002292	XP_015189706.1	XP_011165575.1
OG0002293	XP_015187728.1, XP_015187727.1	XP_011175461.1
OG0002294	XP_015181967.1, XP_015181956.1	XP_011166813.3
OG0002295	XP_015178569.1, XP_015178573.1	XP_011175995.1
OG0002296	XP_015191152.1	XP_025988422.2
OG0002297	XP_015180570.1, XP_015180569.1	XP_039309252.1
OG0002298	XP_015182702.1, XP_015182703.1, XP_015182704.1	XP_011167338.2
OG0002299	XP_015175855.1	XP_025986000.2
OG0002301	XP_015191840.1	XP_025988311.1
OG0002302	XP_015175199.1	XP_039302370.1, XP_039302371.1, XP_039302369.1
OG0002303	XP_015188199.1, XP_015188198.1	XP_011169728.1
OG0002304	XP_015171860.1, XP_015171859.1	XP_011173618.1
OG0002305	XP_015172793.1	XP_025995641.1
OG0002306	XP_015171362.1	XP_039307339.1, XP_025986214.1
OG0002307	XP_015182101.1	XP_025991265.1
OG0002308	XP_015183124.1	XP_011161205.1
OG0002309	XP_015183048.1	XP_039306672.1, XP_039306673.1, XP_025986385.1
OG0002310	XP_015181454.1	XP_011169512.2
OG0002311	XP_015171558.1	XP_011172405.2
OG0002312	XP_015177802.1	XP_011157996.1
OG0002313	XP_015184853.1	XP_011163004.1
OG0002314	XP_015178563.1	XP_011159817.1
OG0002315	XP_015190993.1	XP_039314146.1, XP_039314145.1
OG0002316	XP_015176383.1	XP_011158206.1
OG0002317	XP_015182698.1	XP_039303267.1, XP_025987104.2, XP_025987103.2, XP_025987102.2
OG0002318	XP_015183467.1, XP_015183469.1, XP_015183468.1, XP_015183465.1, XP_015183464.1, XP_015183463.1	XP_011170373.2
OG0002319	XP_015180000.1	XP_011171942.1
OG0002320	XP_015176370.1	XP_011168230.1
OG0002321	XP_015182452.1, XP_015182453.1, XP_015182454.1, XP_015182455.1, XP_015182451.1	XP_039311651.1
OG0002322	XP_015185947.1	XP_011171174.2
OG0002323	XP_015173681.1	XP_011173539.1
OG0002324	XP_015182382.1, XP_015182384.1	XP_011172067.1
OG0002325	XP_015188627.1, XP_015188625.1	XP_011168036.1
OG0002326	XP_015176946.1	XP_039312619.1
OG0002327	XP_015187524.1	XP_011172833.1
OG0002328	XP_015173209.1, XP_015173206.1, XP_015173207.1	XP_011173541.1
OG0002329	XP_015190466.1, XP_015190467.1	XP_039305901.1
OG0002330	XP_015174206.1	XP_011161431.1, XP_039309152.1
OG0002331	XP_015179744.1	XP_011173029.1
OG0002332	XP_015186480.1	XP_011173027.2
OG0002333	XP_015174697.1	XP_011173240.2, XP_039310884.1, XP_011173239.2, XP_039310886.1, XP_025994983.2, XP_025994984.2
OG0002334	XP_015171055.1	XP_039302404.1
OG0002335	XP_015180723.1, XP_015180724.1	XP_011162945.2, XP_025990439.2
OG0002336	XP_015172367.1	XP_025997422.1
OG0002337	XP_015177510.1	XP_025991747.1
OG0002338	XP_015185706.1	XP_011170368.1
OG0002339	XP_015178783.1, XP_015178781.1, XP_015178782.1, XP_015178780.1	XP_011169578.1
OG0002340	XP_015180182.1	XP_011163759.1
OG0002341	XP_015174112.1	XP_025995697.1
OG0002342	XP_015175645.1, XP_015175644.1	XP_011159505.1
OG0002343	XP_015185846.1, XP_015185847.1, XP_015185848.1	XP_011157691.1
OG0002344	XP_015186324.1	XP_011170212.1
OG0002345	XP_015182832.1	XP_011156726.2
OG0002346	XP_015171897.1	XP_025993917.2
OG0002347	XP_015186067.1, XP_015186064.1	XP_011166391.1
OG0002348	XP_015187182.1, XP_015187191.1	XP_025995381.1
OG0002349	XP_015177725.1	XP_011171227.1
OG0002350	XP_015191711.1, XP_015191722.1	XP_039308862.1
OG0002351	XP_015175067.1	XP_011166636.1
OG0002352	XP_015178231.1	XP_011155437.1
OG0002354	XP_015179384.1, XP_015179385.1	XP_011173731.1, XP_039303841.1
OG0002355	XP_015180516.1	XP_039313893.1
OG0002356	XP_015188818.1	XP_011159837.1
OG0002358	XP_015182390.1	XP_011171308.2
OG0002359	XP_015188135.1, XP_015188144.1, XP_015188126.1	XP_011156247.1
OG0002360	XP_015177361.1	XP_011161320.1
OG0002361	XP_015175259.1	XP_011161675.1, XP_039314045.1, XP_025991546.1, XP_011161677.1
OG0002362	XP_015177244.1, XP_015177240.1, XP_015177241.1, XP_015177242.1, XP_015177243.1	XP_039313533.1
OG0002363	XP_015190182.1	XP_039309891.1
OG0002364	XP_015181345.1	XP_011163291.2
OG0002365	XP_015172750.1	XP_011170205.1
OG0002366	XP_015173845.1	XP_011160441.1
OG0002367	XP_015179768.1	XP_011161471.1
OG0002368	XP_015175641.1	XP_011159504.1
OG0002369	XP_015188821.1, XP_015188822.1, XP_015188823.1	XP_011167590.1
OG0002370	XP_015176508.1, XP_015176509.1	XP_011162558.1
OG0002371	XP_015183441.1, XP_015183439.1, XP_015183440.1	XP_011157880.1
OG0002373	XP_015186581.1	XP_011171281.1, XP_011171279.1
OG0002374	XP_015178320.1	XP_025990173.1, XP_025990171.1, XP_025990175.1, XP_025990174.1
OG0002375	XP_015175755.1	XP_039306435.1
OG0002376	XP_015183195.1	XP_025993912.1
OG0002377	XP_015188526.1, XP_015188523.1	XP_039308087.1
OG0002378	XP_015183268.1, XP_015189894.1	XP_011161234.2
OG0002379	XP_015171867.1	XP_011176186.1
OG0002380	XP_015186830.1	XP_011164575.1
OG0002381	XP_015180540.1	XP_011159596.1
OG0002382	XP_015191147.1	XP_025995741.1
OG0002384	XP_015185671.1	XP_039308953.1
OG0002385	XP_015188058.1, XP_015188057.1	XP_011160523.1
OG0002386	XP_015181934.1	XP_011166595.2
OG0002387	XP_015172730.1	XP_025994736.2
OG0002388	XP_015175063.1	XP_011176394.1
OG0002389	XP_015178287.1	XP_011166031.1, XP_011166028.1, XP_011166029.1, XP_039311064.1
OG0002390	XP_015186027.1, XP_015186026.1	XP_025991861.1
OG0002391	XP_015171176.1	XP_025993272.1
OG0002392	XP_015181253.1	XP_025988547.1
OG0002393	XP_015174402.1	XP_011172205.1
OG0002394	XP_015182198.1	XP_039307159.1, XP_039307162.1
OG0002395	XP_015188928.1	XP_011159118.1
OG0002396	XP_015190538.1, XP_015188714.1, XP_015189758.1	XP_011155692.1, XP_011169716.1, XP_025991799.2, XP_011174477.1, XP_039313517.1, XP_011171538.3, XP_025997419.1, XP_039305155.1, XP_039309649.1, XP_039311988.1, XP_025993758.2, XP_011169796.2
OG0002397	XP_015182664.1	XP_011158900.1
OG0002398	XP_015187779.1, XP_015187781.1	XP_039303633.1, XP_011169736.1, XP_011169737.1, XP_011169738.1
OG0002399	XP_015185264.1	XP_011159225.1
OG0002400	XP_015188282.1	XP_011167749.1
OG0002401	XP_015182106.1, XP_015182107.1	XP_039309236.1
OG0002402	XP_015190995.1, XP_015190996.1	XP_011159131.1
OG0002403	XP_015183734.1, XP_015183733.1	XP_025994709.1, XP_025994707.1
OG0002404	XP_015174632.1, XP_015174631.1, XP_015174633.1	XP_039314938.1, XP_039314946.1
OG0002405	XP_015189292.1	XP_025987090.1
OG0002406	XP_015176482.1	XP_011163278.2, XP_025986456.1
OG0002408	XP_015183593.1	XP_011176010.1
OG0002409	XP_015186873.1	XP_039304882.1
OG0002410	XP_015188636.1, XP_015188637.1	XP_025994746.1
OG0002411	XP_015172538.1	XP_039301670.1, XP_039301667.1
OG0002412	XP_015184141.1	XP_011171237.2
OG0002413	XP_015184766.1	XP_039303329.1, XP_011175883.1
OG0002414	XP_015174899.1	XP_011168793.1
OG0002415	XP_015178960.1, XP_015178961.1, XP_015178962.1	XP_011156246.1
OG0002416	XP_015186262.1	XP_011168383.1, XP_011168366.1
OG0002417	XP_015174852.1	XP_025994973.1
OG0002418	XP_015182379.1, XP_015182378.1	XP_011169759.2
OG0002419	XP_015186803.1	XP_025990008.2
OG0002420	XP_015176076.1	XP_039309838.1, XP_025996912.1
OG0002421	XP_015173704.1, XP_015173699.1	XP_025987753.2
OG0002422	XP_015189184.1	XP_011161003.2
OG0002423	XP_015182585.1	XP_011175653.1
OG0002424	XP_015181354.1	XP_039312973.1
OG0002425	XP_015190966.1	XP_011169156.1
OG0002426	XP_015174515.1, XP_015174516.1	XP_011157101.1
OG0002427	XP_015183373.1, XP_015183374.1	XP_025995202.2, XP_025995205.2, XP_025995203.2
OG0002428	XP_015171147.1	XP_039306236.1, XP_039306235.1, XP_039306234.1, XP_039306232.1, XP_039306231.1, XP_039306233.1, XP_039306237.1
OG0002429	XP_015181168.1	XP_025989745.1, XP_025989744.1
OG0002430	XP_015177691.1	XP_025996419.1
OG0002432	XP_015178017.1, XP_015177989.1, XP_015177998.1	XP_011171109.1
OG0002433	XP_015174509.1	XP_025992383.1, XP_025992384.1
OG0002434	XP_015181092.1, XP_015181093.1	XP_039313687.1
OG0002435	XP_015180168.1, XP_015180167.1	XP_011168990.1
OG0002436	XP_015174713.1	XP_011165019.2
OG0002437	XP_015191220.1	XP_039312747.1
OG0002438	XP_015187575.1, XP_015187574.1	XP_011160024.1
OG0002439	XP_015178654.1	XP_011163803.1
OG0002440	XP_015175077.1	XP_025993930.1
OG0002442	XP_015188752.1	XP_011162966.1
OG0002443	XP_015183473.1	XP_039310847.1, XP_011167734.1
OG0002444	XP_015177878.1	XP_011176295.1, XP_039312026.1
OG0002445	XP_015185060.1	XP_011159707.1
