Orthogroup	Polistes_dominula	Habropoda_laboriosa
OG0001913	XP_015175176.1, XP_015175174.1	XP_017788497.1
OG0001914	XP_015187649.1	XP_017794479.1
OG0001915	XP_015191657.1, XP_015191659.1	XP_017790631.1
OG0001916	XP_015173586.1	XP_017796382.1
OG0001917	XP_015186077.1, XP_015186078.1, XP_015186080.1	XP_017787877.1
OG0001918	XP_015175250.1	XP_017791322.1
OG0001919	XP_015181481.1	XP_017789323.1
OG0001920	XP_015186981.1	XP_017790921.1
OG0001921	XP_015184705.1	XP_017790912.1
OG0001922	XP_015181655.1	XP_017788435.1
OG0001923	XP_015173943.1	XP_017787614.1
OG0001924	XP_015182393.1	XP_017795840.1
OG0001925	XP_015188258.1	XP_017794515.1
OG0001926	XP_015177247.1, XP_015177246.1	XP_017787450.1, XP_017787451.1, XP_017787452.1
OG0001927	XP_015173319.1	XP_017794881.1
OG0001928	XP_015174352.1	XP_017793870.1
OG0001929	XP_015188549.1	XP_017795389.1
OG0001930	XP_015186481.1	XP_017790170.1
OG0001931	XP_015188196.1	XP_017792740.1
OG0001933	XP_015187502.1	XP_017788181.1
OG0001934	XP_015178211.1, XP_015178161.1	XP_017788059.1
OG0001935	XP_015176604.1	XP_017788329.1
OG0001936	XP_015177238.1	XP_017787497.1
OG0001937	XP_015185094.1	XP_017797362.1
OG0001938	XP_015179969.1	XP_017791839.1
OG0001939	XP_015175414.1	XP_017788602.1
OG0001941	XP_015175093.1, XP_015175086.1	XP_017788269.1
OG0001942	XP_015173382.1	XP_017787537.1
OG0001943	XP_015184456.1, XP_015184455.1	XP_017793244.1
OG0001944	XP_015184304.1	XP_017799157.1
OG0001945	XP_015173926.1, XP_015173928.1	XP_017792958.1
OG0001946	XP_015178438.1	XP_017793389.1
OG0001947	XP_015185978.1	XP_017798164.1, XP_017798141.1
OG0001948	XP_015187833.1, XP_015187832.1	XP_017787734.1
OG0001950	XP_015189119.1, XP_015189118.1	XP_017788139.1
OG0001951	XP_015171087.1	XP_017793827.1, XP_017793829.1
OG0001952	XP_015187849.1	XP_017787415.1
OG0001953	XP_015189355.1	XP_017792662.1, XP_017787425.1, XP_017787424.1
OG0001954	XP_015178926.1	XP_017791395.1
OG0001955	XP_015189220.1	XP_017787642.1
OG0001956	XP_015177852.1	XP_017796758.1
OG0001957	XP_015176367.1	XP_017788462.1
OG0001959	XP_015183053.1, XP_015183227.1	XP_017790743.1, XP_017790744.1
OG0001960	XP_015191311.1	XP_017796201.1
OG0001961	XP_015176951.1	XP_017788069.1, XP_017788070.1, XP_017788068.1
OG0001963	XP_015178671.1	XP_017790030.1
OG0001964	XP_015185506.1	XP_017789778.1
OG0001965	XP_015188667.1, XP_015188707.1	XP_017792304.1
OG0001966	XP_015179595.1	XP_017798608.1
OG0001967	XP_015190634.1, XP_015190635.1, XP_015190632.1	XP_017793653.1, XP_017793652.1
OG0001968	XP_015180922.1	XP_017789546.1
OG0001969	XP_015172127.1	XP_017795023.1
OG0001970	XP_015179592.1, XP_015179590.1	XP_017798645.1
OG0001971	XP_015187399.1	XP_017789064.1
OG0001973	XP_015171108.1, XP_015171109.1	XP_017791160.1
OG0001974	XP_015174716.1	XP_017796173.1
OG0001975	XP_015190920.1	XP_017787874.1
OG0001976	XP_015186881.1, XP_015186879.1, XP_015186880.1	XP_017791025.1
OG0001977	XP_015178741.1	XP_017787779.1
OG0001978	XP_015186454.1, XP_015186450.1	XP_017795294.1, XP_017795317.1
OG0001980	XP_015172239.1	XP_017794992.1
OG0001981	XP_015178508.1	XP_017795371.1
OG0001982	XP_015179983.1	XP_017796742.1
OG0001983	XP_015186826.1	XP_017793335.1
OG0001984	XP_015179979.1, XP_015173123.1	XP_017791964.1
OG0001987	XP_015184561.1	XP_017788900.1, XP_017788899.1
OG0001988	XP_015171751.1	XP_017794234.1
OG0001989	XP_015191507.1	XP_017788148.1
OG0001991	XP_015182325.1	XP_017798955.1
OG0001992	XP_015182726.1	XP_017789417.1
OG0001993	XP_015189999.1	XP_017792661.1
OG0001994	XP_015174737.1	XP_017790509.1
OG0001995	XP_015187522.1	XP_017790497.1
OG0001996	XP_015191471.1	XP_017789613.1
OG0001997	XP_015176362.1	XP_017787566.1
OG0001998	XP_015171608.1	XP_017796933.1
OG0001999	XP_015189100.1	XP_017790073.1
OG0002000	XP_015175539.1, XP_015175540.1, XP_015175541.1	XP_017793103.1
OG0002001	XP_015171295.1, XP_015171286.1	XP_017792497.1
OG0002002	XP_015189974.1, XP_015189923.1	XP_017792484.1
OG0002003	XP_015191312.1	XP_017796203.1, XP_017796202.1
OG0002004	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1	XP_017795278.1
OG0002005	XP_015191528.1	XP_017789516.1, XP_017789515.1
OG0002006	XP_015171621.1	XP_017794410.1
OG0002007	XP_015175387.1	XP_017795832.1
OG0002009	XP_015171301.1, XP_015171300.1	XP_017796020.1
OG0002010	XP_015186184.1	XP_017790487.1
OG0002011	XP_015173491.1, XP_015173490.1, XP_015173489.1	XP_017796379.1
OG0002012	XP_015183509.1	XP_017788386.1
OG0002013	XP_015185440.1, XP_015185439.1, XP_015185441.1	XP_017790253.1, XP_017790252.1
OG0002014	XP_015177048.1	XP_017788968.1
OG0002015	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1	XP_017795614.1
OG0002016	XP_015171523.1	XP_017790429.1
OG0002017	XP_015179342.1	XP_017796557.1
OG0002018	XP_015175219.1	XP_017798377.1
OG0002019	XP_015171673.1	XP_017793373.1
OG0002020	XP_015182556.1	XP_017796886.1
OG0002021	XP_015175193.1	XP_017787829.1
OG0002022	XP_015188995.1	XP_017792727.1
OG0002023	XP_015181142.1	XP_017788965.1
OG0002024	XP_015178190.1	XP_017796936.1
OG0002025	XP_015182776.1	XP_017798153.1
OG0002026	XP_015175844.1	XP_017787700.1
OG0002027	XP_015174092.1, XP_015174085.1	XP_017794852.1
OG0002028	XP_015177836.1	XP_017792255.1
OG0002029	XP_015184188.1, XP_015184187.1	XP_017798346.1, XP_017798344.1
OG0002030	XP_015176640.1	XP_017795096.1
OG0002032	XP_015179900.1, XP_015179899.1	XP_017790837.1
OG0002034	XP_015187701.1, XP_015187700.1	XP_017790191.1
OG0002036	XP_015188208.1, XP_015189027.1	XP_017794437.1
OG0002038	XP_015189514.1	XP_017791106.1
OG0002039	XP_015188408.1, XP_015187737.1	XP_017788001.1
OG0002040	XP_015183117.1	XP_017788025.1
OG0002041	XP_015189240.1, XP_015189241.1	XP_017791400.1
OG0002042	XP_015177555.1	XP_017788587.1
OG0002043	XP_015171357.1	XP_017793497.1
OG0002044	XP_015176363.1	XP_017787390.1
OG0002045	XP_015181595.1	XP_017788565.1
OG0002046	XP_015179759.1	XP_017798292.1
OG0002047	XP_015191191.1	XP_017795083.1
OG0002048	XP_015174213.1, XP_015174207.1	XP_017798250.1
OG0002049	XP_015176996.1	XP_017790481.1
OG0002050	XP_015176017.1	XP_017794158.1
OG0002051	XP_015175468.1	XP_017795014.1
OG0002053	XP_015175420.1, XP_015175419.1	XP_017794639.1
OG0002054	XP_015188494.1	XP_017798595.1
OG0002055	XP_015177844.1	XP_017789536.1
OG0002056	XP_015181642.1	XP_017798747.1
OG0002057	XP_015189472.1	XP_017798610.1
OG0002058	XP_015173891.1	XP_017792878.1
OG0002059	XP_015185576.1	XP_017798655.1
OG0002061	XP_015173836.1	XP_017788071.1
OG0002062	XP_015189037.1, XP_015189036.1, XP_015189035.1	XP_017791056.1
OG0002063	XP_015174763.1	XP_017790046.1
OG0002064	XP_015188742.1	XP_017788816.1
OG0002065	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1	XP_017798818.1
OG0002066	XP_015179153.1	XP_017796630.1, XP_017796629.1
OG0002067	XP_015182815.1	XP_017792812.1
OG0002068	XP_015191343.1	XP_017790945.1
OG0002069	XP_015181184.1	XP_017790423.1
OG0002070	XP_015173165.1, XP_015173166.1, XP_015173167.1	XP_017796490.1
OG0002071	XP_015178989.1	XP_017792369.1
OG0002072	XP_015180591.1	XP_017791161.1
OG0002073	XP_015183910.1	XP_017798027.1
OG0002074	XP_015181258.1	XP_017796638.1
OG0002075	XP_015171660.1	XP_017788665.1
OG0002076	XP_015187995.1	XP_017794096.1
OG0002077	XP_015173566.1	XP_017796378.1
OG0002078	XP_015191241.1	XP_017792826.1, XP_017792827.1
OG0002079	XP_015191707.1	XP_017797620.1
OG0002080	XP_015183112.1	XP_017788106.1
OG0002081	XP_015173147.1	XP_017794022.1
OG0002082	XP_015178037.1	XP_017789006.1
OG0002083	XP_015186438.1	XP_017793908.1
OG0002084	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1	XP_017788062.1
OG0002085	XP_015182656.1, XP_015182655.1	XP_017797417.1
OG0002086	XP_015188119.1	XP_017792178.1
OG0002087	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1	XP_017798403.1
OG0002088	XP_015186423.1	XP_017795392.1
OG0002089	XP_015172491.1	XP_017798730.1
OG0002090	XP_015179015.1, XP_015179014.1	XP_017792953.1
OG0002091	XP_015176656.1	XP_017790529.1
OG0002092	XP_015185208.1	XP_017798340.1
OG0002093	XP_015187945.1, XP_015187946.1	XP_017795343.1
OG0002094	XP_015178846.1	XP_017787784.1
OG0002095	XP_015178723.1	XP_017791449.1
OG0002096	XP_015184909.1	XP_017791132.1
OG0002097	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1	XP_017789668.1
OG0002098	XP_015179070.1	XP_017791772.1
OG0002099	XP_015172617.1	XP_017796136.1
OG0002100	XP_015177000.1	XP_017795487.1
OG0002101	XP_015184136.1	XP_017789124.1
OG0002102	XP_015180552.1	XP_017793777.1
OG0002103	XP_015174491.1	XP_017787830.1
OG0002104	XP_015178280.1	XP_017790634.1
OG0002105	XP_015180372.1	XP_017789142.1
OG0002106	XP_015176235.1, XP_015176236.1	XP_017794627.1
OG0002107	XP_015189870.1	XP_017793238.1
OG0002108	XP_015178117.1	XP_017799356.1
OG0002109	XP_015185231.1	XP_017794923.1
OG0002110	XP_015185703.1	XP_017794707.1
OG0002111	XP_015176308.1	XP_017791966.1
OG0002113	XP_015183731.1	XP_017795435.1, XP_017795434.1
OG0002114	XP_015180999.1	XP_017796008.1
OG0002115	XP_015179912.1, XP_015179913.1, XP_015179914.1	XP_017798347.1
OG0002116	XP_015177480.1, XP_015177482.1	XP_017797836.1
OG0002117	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1	XP_017798139.1, XP_017798140.1
OG0002118	XP_015173000.1, XP_015172991.1	XP_017791158.1
OG0002119	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1	XP_017789201.1
OG0002120	XP_015175722.1	XP_017795585.1
OG0002121	XP_015185580.1	XP_017788552.1, XP_017788551.1
OG0002122	XP_015185272.1	XP_017795713.1
OG0002123	XP_015188784.1	XP_017799133.1
OG0002124	XP_015180438.1	XP_017798413.1
OG0002125	XP_015183960.1	XP_017791241.1
OG0002126	XP_015172224.1	XP_017797509.1
OG0002127	XP_015187006.1	XP_017790551.1
OG0002128	XP_015184665.1	XP_017790259.1
OG0002129	XP_015181337.1	XP_017790100.1
OG0002130	XP_015185366.1, XP_015185365.1	XP_017797408.1
OG0002131	XP_015171192.1	XP_017798430.1
OG0002132	XP_015186268.1	XP_017797709.1
OG0002134	XP_015174736.1	XP_017797395.1
OG0002136	XP_015188768.1, XP_015188767.1	XP_017793076.1
OG0002137	XP_015177867.1	XP_017794942.1
OG0002138	XP_015173339.1	XP_017796616.1
OG0002139	XP_015173785.1	XP_017791552.1
OG0002140	XP_015174668.1	XP_017789574.1
OG0002141	XP_015188670.1, XP_015188680.1	XP_017790244.1
OG0002142	XP_015179529.1, XP_015179530.1	XP_017790340.1
OG0002143	XP_015174670.1	XP_017789575.1
OG0002144	XP_015183914.1	XP_017787785.1
OG0002145	XP_015187997.1	XP_017797893.1
OG0002146	XP_015191389.1	XP_017791503.1
OG0002147	XP_015190908.1, XP_015190906.1, XP_015190907.1	XP_017790421.1
OG0002148	XP_015182137.1	XP_017789435.1
OG0002149	XP_015178309.1	XP_017797811.1
OG0002150	XP_015183760.1	XP_017793377.1
OG0002151	XP_015183028.1	XP_017787558.1
OG0002152	XP_015173302.1, XP_015173303.1	XP_017797525.1
OG0002153	XP_015174121.1	XP_017792959.1
OG0002154	XP_015180065.1	XP_017791570.1
OG0002155	XP_015174195.1	XP_017798255.1
OG0002156	XP_015190010.1	XP_017793812.1, XP_017793794.1
OG0002157	XP_015190456.1	XP_017788246.1
OG0002158	XP_015174029.1	XP_017794773.1, XP_017794772.1
OG0002159	XP_015171334.1	XP_017792445.1
OG0002160	XP_015191435.1	XP_017797853.1
OG0002161	XP_015178291.1	XP_017796937.1
OG0002163	XP_015180901.1, XP_015180900.1	XP_017789446.1
OG0002164	XP_015185447.1	XP_017797712.1
OG0002165	XP_015185989.1, XP_015185990.1	XP_017792341.1
OG0002166	XP_015179018.1, XP_015179022.1	XP_017787915.1
OG0002167	XP_015182466.1	XP_017795634.1, XP_017795635.1
OG0002168	XP_015184038.1	XP_017788389.1
OG0002169	XP_015187786.1	XP_017790477.1
OG0002170	XP_015176567.1	XP_017791615.1
OG0002171	XP_015179242.1	XP_017790636.1
OG0002172	XP_015182247.1	XP_017790923.1
OG0002173	XP_015189626.1, XP_015189290.1	XP_017792499.1
OG0002174	XP_015182186.1, XP_015182184.1	XP_017795204.1
OG0002175	XP_015187428.1	XP_017788766.1
OG0002177	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1	XP_017790545.1
OG0002178	XP_015180693.1	XP_017796729.1
OG0002179	XP_015179780.1	XP_017799510.1, XP_017799508.1
OG0002180	XP_015179100.1	XP_017799163.1, XP_017799162.1
OG0002181	XP_015181856.1	XP_017793141.1
OG0002182	XP_015181502.1	XP_017788701.1
OG0002183	XP_015185248.1	XP_017794883.1
OG0002184	XP_015171861.1	XP_017793701.1, XP_017793700.1
OG0002185	XP_015177014.1	XP_017795854.1
OG0002186	XP_015182002.1	XP_017791650.1
OG0002187	XP_015173549.1	XP_017791364.1
OG0002188	XP_015176708.1, XP_015176709.1	XP_017795788.1
OG0002189	XP_015190544.1	XP_017791208.1
OG0002190	XP_015188931.1, XP_015188934.1, XP_015188933.1	XP_017791114.1
OG0002191	XP_015181911.1	XP_017789154.1
OG0002192	XP_015184833.1, XP_015184841.1	XP_017795255.1
OG0002193	XP_015186912.1	XP_017797729.1
OG0002194	XP_015172527.1	XP_017787797.1
OG0002195	XP_015187595.1	XP_017796934.1
OG0002196	XP_015189631.1	XP_017788035.1
OG0002197	XP_015176510.1	XP_017792205.1
OG0002198	XP_015191620.1	XP_017791214.1
OG0002199	XP_015182151.1	XP_017795201.1
OG0002201	XP_015185517.1	XP_017787986.1
OG0002202	XP_015180405.1	XP_017793774.1, XP_017788511.1
OG0002203	XP_015190845.1	XP_017799114.1
OG0002204	XP_015178148.1, XP_015178149.1	XP_017796061.1
OG0002205	XP_015183657.1	XP_017794066.1
OG0002206	XP_015183516.1	XP_017787836.1
OG0002208	XP_015183524.1, XP_015183523.1	XP_017789859.1
OG0002209	XP_015175221.1	XP_017787595.1
OG0002211	XP_015183748.1	XP_017793467.1
OG0002212	XP_015180028.1, XP_015180027.1, XP_015180029.1	XP_017797359.1
OG0002213	XP_015191834.1	XP_017797647.1
OG0002214	XP_015181988.1	XP_017789136.1
OG0002217	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1	XP_017789306.1
OG0002218	XP_015181050.1	XP_017792453.1
OG0002219	XP_015182796.1	XP_017788588.1
OG0002220	XP_015184556.1, XP_015184557.1, XP_015184558.1	XP_017792133.1
OG0002222	XP_015175356.1, XP_015175359.1	XP_017793954.1
OG0002223	XP_015182481.1	XP_017788301.1
OG0002224	XP_015186484.1, XP_015186485.1	XP_017792691.1, XP_017792690.1, XP_017792689.1
OG0002225	XP_015181139.1, XP_015181140.1, XP_015181141.1	XP_017788756.1
OG0002226	XP_015185768.1	XP_017789876.1
OG0002227	XP_015190591.1, XP_015190590.1, XP_015190589.1	XP_017794783.1
OG0002228	XP_015175392.1, XP_015175384.1, XP_015175369.1, XP_015175358.1, XP_015175377.1	XP_017787569.1, XP_017787570.1, XP_017787568.1
OG0002229	XP_015186842.1, XP_015186841.1	XP_017793429.1
OG0002230	XP_015184052.1	XP_017787839.1
OG0002236	XP_015172513.1	XP_017798601.1
OG0002237	XP_015187597.1	XP_017796893.1
OG0002238	XP_015184748.1	XP_017798090.1
OG0002239	XP_015191218.1	XP_017788041.1
OG0002240	XP_015183518.1	XP_017791077.1
OG0002241	XP_015179386.1	XP_017796717.1, XP_017796718.1
OG0002242	XP_015183167.1	XP_017789623.1, XP_017789624.1
OG0002243	XP_015184634.1	XP_017787857.1
OG0002244	XP_015180869.1	XP_017788516.1
OG0002245	XP_015179137.1	XP_017789340.1
OG0002246	XP_015181161.1, XP_015181162.1	XP_017798469.1
OG0002247	XP_015180837.1	XP_017797173.1
OG0002248	XP_015191216.1	XP_017788125.1
OG0002249	XP_015185186.1, XP_015185187.1, XP_015185188.1	XP_017792075.1
OG0002250	XP_015171186.1, XP_015171187.1	XP_017787656.1
OG0002251	XP_015185108.1	XP_017792261.1
OG0002252	XP_015180365.1	XP_017792804.1
OG0002253	XP_015174758.1	XP_017788198.1
OG0002254	XP_015176317.1	XP_017793221.1
OG0002255	XP_015186275.1, XP_015186266.1	XP_017799026.1
OG0002256	XP_015185670.1, XP_015185669.1	XP_017797961.1
OG0002257	XP_015187906.1	XP_017799228.1
OG0002258	XP_015185757.1	XP_017789850.1, XP_017789851.1
OG0002259	XP_015175262.1	XP_017798343.1
OG0002260	XP_015183502.1, XP_015183503.1	XP_017795090.1
OG0002261	XP_015188367.1	XP_017790738.1
OG0002262	XP_015183389.1	XP_017793516.1
OG0002263	XP_015184173.1	XP_017796327.1
OG0002264	XP_015187738.1	XP_017787980.1
OG0002265	XP_015175966.1	XP_017792335.1
OG0002267	XP_015179038.1, XP_015179037.1	XP_017797176.1
OG0002268	XP_015172008.1	XP_017798114.1, XP_017798113.1
OG0002269	XP_015191049.1	XP_017792021.1
OG0002270	XP_015179197.1	XP_017789444.1
OG0002271	XP_015173077.1	XP_017791412.1
OG0002272	XP_015176811.1	XP_017797883.1
OG0002273	XP_015185679.1	XP_017799370.1
OG0002274	XP_015175987.1	XP_017792694.1
OG0002275	XP_015182261.1	XP_017790860.1
OG0002276	XP_015172430.1, XP_015172431.1	XP_017798642.1
OG0002277	XP_015171406.1, XP_015171407.1	XP_017791925.1
OG0002278	XP_015178481.1	XP_017793386.1
OG0002279	XP_015172483.1	XP_017795765.1
OG0002280	XP_015176737.1	XP_017797848.1
OG0002281	XP_015182321.1, XP_015182322.1	XP_017791004.1
OG0002282	XP_015186069.1	XP_017787905.1
OG0002283	XP_015179490.1	XP_017795890.1
OG0002284	XP_015180711.1, XP_015180716.1	XP_017792108.1
OG0002285	XP_015176973.1	XP_017788002.1
OG0002286	XP_015176687.1	XP_017795837.1
OG0002287	XP_015185160.1, XP_015185157.1, XP_015185156.1, XP_015185159.1, XP_015185158.1	XP_017797532.1
OG0002288	XP_015187557.1	XP_017795540.1
OG0002289	XP_015190950.1	XP_017792312.1
OG0002290	XP_015181208.1	XP_017788288.1
OG0002292	XP_015189706.1	XP_017799186.1
OG0002293	XP_015187728.1, XP_015187727.1	XP_017795785.1
OG0002294	XP_015181967.1, XP_015181956.1	XP_017797601.1
OG0002295	XP_015178569.1, XP_015178573.1	XP_017797938.1
OG0002296	XP_015191152.1	XP_017796824.1, XP_017796827.1
OG0002297	XP_015180570.1, XP_015180569.1	XP_017788929.1, XP_017788927.1, XP_017788926.1
OG0002298	XP_015182702.1, XP_015182703.1, XP_015182704.1	XP_017789486.1
OG0002299	XP_015175855.1	XP_017790406.1
OG0002300	XP_015174636.1	XP_017787557.1
OG0002301	XP_015191840.1	XP_017797889.1, XP_017797139.1, XP_017797874.1
OG0002302	XP_015175199.1	XP_017787471.1
OG0002303	XP_015188199.1, XP_015188198.1	XP_017792276.1
OG0002304	XP_015171860.1, XP_015171859.1	XP_017798198.1
OG0002305	XP_015172793.1	XP_017789943.1, XP_017797149.1
OG0002306	XP_015171362.1	XP_017792613.1
OG0002307	XP_015182101.1	XP_017794567.1
OG0002308	XP_015183124.1	XP_017787987.1
OG0002309	XP_015183048.1	XP_017798667.1
OG0002310	XP_015181454.1	XP_017790144.1
OG0002311	XP_015171558.1	XP_017794191.1
OG0002312	XP_015177802.1	XP_017788814.1
OG0002313	XP_015184853.1	XP_017793477.1
OG0002314	XP_015178563.1	XP_017795376.1
OG0002315	XP_015190993.1	XP_017797813.1
OG0002316	XP_015176383.1	XP_017788117.1
OG0002317	XP_015182698.1	XP_017788746.1
OG0002318	XP_015183467.1, XP_015183469.1, XP_015183468.1, XP_015183465.1, XP_015183464.1, XP_015183463.1	XP_017793680.1
OG0002319	XP_015180000.1	XP_017792443.1
OG0002320	XP_015176370.1	XP_017790944.1
OG0002321	XP_015182452.1, XP_015182453.1, XP_015182454.1, XP_015182455.1, XP_015182451.1	XP_017794494.1
OG0002322	XP_015185947.1	XP_017798596.1
OG0002323	XP_015173681.1	XP_017798264.1
OG0002324	XP_015182382.1, XP_015182384.1	XP_017796512.1
OG0002325	XP_015188627.1, XP_015188625.1	XP_017787979.1
OG0002326	XP_015176946.1	XP_017793453.1
OG0002327	XP_015187524.1	XP_017794687.1
OG0002328	XP_015173209.1, XP_015173206.1, XP_015173207.1	XP_017793422.1, XP_017793423.1
OG0002329	XP_015190466.1, XP_015190467.1	XP_017793790.1
OG0002331	XP_015179744.1	XP_017788523.1, XP_017792107.1
OG0002332	XP_015186480.1	XP_017791439.1
OG0002333	XP_015174697.1	XP_017792899.1
OG0002334	XP_015171055.1	XP_017793359.1
OG0002335	XP_015180723.1, XP_015180724.1	XP_017788841.1
OG0002336	XP_015172367.1	XP_017797044.1
OG0002337	XP_015177510.1	XP_017792657.1
OG0002338	XP_015185706.1	XP_017789980.1
OG0002339	XP_015178783.1, XP_015178781.1, XP_015178782.1, XP_015178780.1	XP_017789841.1
OG0002340	XP_015180182.1	XP_017799170.1
OG0002341	XP_015174112.1	XP_017792871.1
OG0002342	XP_015175645.1, XP_015175644.1	XP_017788521.1
OG0002343	XP_015185846.1, XP_015185847.1, XP_015185848.1	XP_017789012.1
OG0002344	XP_015186324.1	XP_017794935.1
OG0002345	XP_015182832.1	XP_017794159.1
OG0002346	XP_015171897.1	XP_017797750.1
OG0002347	XP_015186067.1, XP_015186064.1	XP_017787908.1
OG0002348	XP_015187182.1, XP_015187191.1	XP_017790021.1
OG0002349	XP_015177725.1	XP_017788571.1
OG0002350	XP_015191711.1, XP_015191722.1	XP_017793839.1
OG0002351	XP_015175067.1	XP_017789962.1
OG0002352	XP_015178231.1	XP_017791038.1
OG0002353	XP_015186502.1	XP_017788483.1
OG0002354	XP_015179384.1, XP_015179385.1	XP_017796663.1
OG0002355	XP_015180516.1	XP_017793059.1
OG0002356	XP_015188818.1	XP_017789742.1
OG0002358	XP_015182390.1	XP_017795416.1
OG0002359	XP_015188135.1, XP_015188144.1, XP_015188126.1	XP_017789679.1
OG0002360	XP_015177361.1	XP_017798548.1
OG0002361	XP_015175259.1	XP_017798473.1
OG0002362	XP_015177244.1, XP_015177240.1, XP_015177241.1, XP_015177242.1, XP_015177243.1	XP_017787465.1
OG0002363	XP_015190182.1	XP_017790334.1
OG0002364	XP_015181345.1	XP_017789522.1
OG0002365	XP_015172750.1	XP_017797192.1
OG0002366	XP_015173845.1	XP_017799478.1
OG0002367	XP_015179768.1	XP_017788873.1
OG0002368	XP_015175641.1	XP_017788522.1
OG0002369	XP_015188821.1, XP_015188822.1, XP_015188823.1	XP_017790182.1, XP_017790190.1, XP_017790204.1, XP_017790198.1
OG0002370	XP_015176508.1, XP_015176509.1	XP_017788339.1
OG0002371	XP_015183441.1, XP_015183439.1, XP_015183440.1	XP_017796245.1
OG0002372	XP_015179842.1	XP_017790790.1
