Orthogroup	Polistes_dominula	Bombyx_mori
OG0001037	XP_015178992.1	NP_001037080.1, XP_004926655.1, XP_004926654.1, XP_037867715.1, XP_037867716.1
OG0001038	XP_015184808.1, XP_015184811.1, XP_015184810.1, XP_015184807.1	XP_012549948.1
OG0001039	XP_015189450.1, XP_015189451.1	XP_004921977.2, XP_037877272.1
OG0001040	XP_015184842.1	XP_021204516.2
OG0001041	XP_015186655.1, XP_015186654.1	XP_004932148.1
OG0001042	XP_015172705.1	XP_037876973.1, XP_037876972.1, XP_037876971.1
OG0001044	XP_015180939.1, XP_015180940.1, XP_015180941.1	XP_037868906.1, XP_021208939.1
OG0001045	XP_015185458.1, XP_015185459.1, XP_015185456.1, XP_015185457.1, XP_015185462.1, XP_015185463.1, XP_015185461.1	XP_004923807.1, XP_004923839.3, XP_037871303.1
OG0001046	XP_015173825.1, XP_015173826.1	XP_004929883.1, XP_004929882.1
OG0001048	XP_015186928.1	XP_037876905.1, XP_037876906.1
OG0001050	XP_015175709.1, XP_015175708.1	NP_001037042.1
OG0001052	XP_015180357.1, XP_015180358.1	XP_004926923.1
OG0001053	XP_015171805.1	NP_001036970.1, XP_021203004.2
OG0001054	XP_015173173.1	XP_037877208.1, XP_037872743.1
OG0001055	XP_015190402.1	XP_037874322.1
OG0001056	XP_015179749.1, XP_015179748.1	XP_021208201.1, XP_012551775.1, XP_004933144.1, XP_004933143.1
OG0001057	XP_015175264.1	XP_012546102.1
OG0001058	XP_015173539.1	XP_037869696.1
OG0001059	XP_015187659.1, XP_015173846.1	NP_001165393.1, XP_037873012.1
OG0001060	XP_015173589.1	XP_037874163.1, XP_037874164.1, XP_037874165.1
OG0001061	XP_015191193.1	XP_012544018.2
OG0001062	XP_015178303.1	XP_037875673.1
OG0001062	XP_015188610.1	XP_004927760.2, XP_037875315.1
OG0001063	XP_015171771.1, XP_015175807.1	XP_012545541.3
OG0001064	XP_015175528.1, XP_015175527.1	XP_012548764.2
OG0001065	XP_015174858.1, XP_015174857.1	NP_001106139.1, XP_012544167.1
OG0001066	XP_015180531.1, XP_015180532.1, XP_015180530.1	XP_004929225.1
OG0001067	XP_015182289.1	XP_012549214.1
OG0001068	XP_015184896.1	XP_037876252.1, XP_021208008.2, XP_012551482.1
OG0001069	XP_015183176.1	XP_004932579.1
OG0001070	XP_015178305.1	XP_004930760.1, XP_004930761.1
OG0001071	XP_015188159.1, XP_015188158.1, XP_015188153.1, XP_015188152.1, XP_015188154.1, XP_015188155.1, XP_015188156.1	XP_012544371.1, XP_012544374.1
OG0001072	XP_015187375.1	XP_037874093.1, XP_037874090.1
OG0001073	XP_015182675.1, XP_015182688.1	XP_021203320.2, XP_021203319.1
OG0001074	XP_015181351.1, XP_015181344.1	XP_004930337.1
OG0001075	XP_015182276.1	XP_037872729.1
OG0001076	XP_015187043.1, XP_015187060.1	XP_037874441.1, XP_004929657.1
OG0001077	XP_015176545.1, XP_015176546.1	NP_001040222.1
OG0001078	XP_015174323.1	XP_012546938.2
OG0001079	XP_015180274.1, XP_015180275.1	XP_012545888.2
OG0001081	XP_015180222.1, XP_015180218.1	XP_004925864.1, XP_012545586.2
OG0001083	XP_015180124.1, XP_015180122.1	XP_004925857.1
OG0001084	XP_015179989.1	XP_004931981.2
OG0001085	XP_015173687.1	XP_004924088.1, XP_004924087.1
OG0001086	XP_015172964.1	XP_004926056.1, XP_012545716.1
OG0001090	XP_015175110.1	NP_001037162.1, XP_012549564.1
OG0001091	XP_015189101.1, XP_015189103.1	XP_004929855.2
OG0001092	XP_015191425.1, XP_015191467.1	XP_012548309.1, NP_001037470.1
OG0001093	XP_015187165.1, XP_015187166.1	XP_004931699.1
OG0001094	XP_015176080.1	XP_012547124.1, NP_001040452.1
OG0001095	XP_015184068.1	NP_001040518.1
OG0001096	XP_015171385.1	XP_021203548.1, XP_004925978.1
OG0001097	XP_015179419.1, XP_015179409.1	NP_001040313.1
OG0001098	XP_015184515.1	XP_004926527.1
OG0001099	XP_015191447.1	NP_001093089.1
OG0001100	XP_015174604.1	NP_001040216.1
OG0001101	XP_015177055.1	XP_004922168.1, XP_037873380.1
OG0001102	XP_015176575.1, XP_015176574.1, XP_015176576.1	NP_001037114.1
OG0001103	XP_015176930.1	NP_001037108.1
OG0001104	XP_015188143.1, XP_015188146.1	XP_004934317.1
OG0001105	XP_015180113.1	XP_037871716.1, XP_037871717.1
OG0001106	XP_015177824.1, XP_015177823.1	XP_004927328.1, XP_004927327.1, XP_004927329.1
OG0001107	XP_015188221.1, XP_015188220.1, XP_015188224.1, XP_015188222.1, XP_015188219.1, XP_015188218.1, XP_015172943.1	XP_004926469.1
OG0001108	XP_015186207.1	XP_021203928.2
OG0001109	XP_015171708.1	XP_012545410.1
OG0001110	XP_015174699.1	XP_004930468.1
OG0001111	XP_015189229.1, XP_015189231.1	XP_004924201.1
OG0001112	XP_015186816.1, XP_015186814.1	NP_001266326.1, XP_012547737.1
OG0001113	XP_015175661.1, XP_015175660.1	XP_004931327.2
OG0001114	XP_015177983.1	XP_004932918.1, XP_012551624.1
OG0001115	XP_015180257.1	XP_004931997.1
OG0001116	XP_015182647.1	XP_037868483.1
OG0001117	XP_015186405.1	XP_012549213.2
OG0001118	XP_015184284.1, XP_015184283.1	XP_004922745.1
OG0001119	XP_015174575.1, XP_015174576.1, XP_015174573.1, XP_015174574.1, XP_015174577.1	XP_004929815.1, XP_012549045.1
OG0001120	XP_015190181.1	XP_004922742.2
OG0001120	XP_015191352.1	XP_004933542.1
OG0001121	XP_015183325.1	XP_021207858.2, NP_001180543.1
OG0001122	XP_015190629.1	XP_037869135.1
OG0001123	XP_015177504.1, XP_015177505.1	XP_004931101.1, XP_004931100.1
OG0001124	XP_015180596.1	XP_037873124.1
OG0001125	XP_015182013.1	XP_037867289.1, XP_012551742.1, XP_004933168.1, XP_004933169.1, XP_021208191.1
OG0001126	XP_015182667.1	XP_037872173.1
OG0001128	XP_015185078.1	XP_012551412.2, NP_001232932.1
OG0001129	XP_015184969.1	XP_021203161.1
OG0001130	XP_015181166.1	NP_001106222.1
OG0001131	XP_015183955.1	NP_001036904.1, XP_021205859.1
OG0001132	XP_015191585.1	XP_037870554.1
OG0001133	XP_015175083.1, XP_015189802.1	XP_004930615.1
OG0001134	XP_015179664.1	XP_037877752.1
OG0001135	XP_015174347.1, XP_015174346.1, XP_015174345.1, XP_015174344.1	XP_037877715.1, XP_037877714.1
OG0001137	XP_015176189.1	XP_004933072.1
OG0001138	XP_015178519.1, XP_015178520.1, XP_015178521.1, XP_015178522.1	XP_037877664.1, NP_001040359.1
OG0001139	XP_015189092.1, XP_015187655.1	XP_012544364.1, XP_012544366.1
OG0001140	XP_015190502.1	XP_021205705.1, NP_001103403.1
OG0001141	XP_015175991.1	XP_037872989.1, XP_012546552.1
OG0001142	XP_015174958.1	XP_037868754.1
OG0001143	XP_015178784.1	XP_004931875.1
OG0001144	XP_015173283.1, XP_015173284.1, XP_015173282.1	XP_012548247.2, XP_037876489.1, XP_037876488.1
OG0001145	XP_015188195.1	XP_012543901.1
OG0001146	XP_015184502.1, XP_015184501.1	XP_004921594.1
OG0001147	XP_015191828.1, XP_015191829.1	XP_012547142.2
OG0001148	XP_015179879.1, XP_015179878.1	XP_004928140.1, XP_012547674.1, XP_037873134.1
OG0001149	XP_015189152.1, XP_015189151.1	XP_037867251.1
OG0001150	XP_015182986.1	XP_004925200.1, XP_021203010.1
OG0001151	XP_015191401.1, XP_015191400.1, XP_015191399.1	XP_012545538.1, NP_001103478.1
OG0001152	XP_015183414.1, XP_015183413.1	XP_012547811.1, XP_012547814.1
OG0001153	XP_015191605.1, XP_015191606.1	XP_004924521.2
OG0001154	XP_015183455.1	XP_037868706.1, XP_004924023.1
OG0001155	XP_015188999.1	XP_037871158.1
OG0001156	XP_015176838.1	XP_004928302.1
OG0001157	XP_015190398.1, XP_015190397.1	XP_004926833.1
OG0001158	XP_015187148.1	XP_012551780.2
OG0001159	XP_015175311.1	XP_037876270.1
OG0001160	XP_015177704.1	XP_004921968.1, XP_037877276.1
OG0001161	XP_015190331.1	NP_001093315.1
OG0001162	XP_015180991.1, XP_015180988.1	XP_037873093.1
OG0001163	XP_015180082.1, XP_015180085.1	XP_037877307.1, NP_001243921.1
OG0001164	XP_015186011.1	XP_012544977.1
OG0001165	XP_015173072.1, XP_015173071.1	XP_037871563.1, XP_037871559.1
OG0001166	XP_015177607.1, XP_015177606.1	XP_037869122.1
OG0001167	XP_015185361.1, XP_015185360.1	XP_004925143.1
OG0001169	XP_015171515.1	XP_004933290.1, XP_004933289.1
OG0001170	XP_015185911.1	NP_001040307.1, XP_037873399.1
OG0001171	XP_015191603.1, XP_015191598.1	XP_037871074.1, XP_037871077.1
OG0001172	XP_015171202.1, XP_015171200.1	XP_037871481.1, NP_001139127.1
OG0001173	XP_015189669.1	XP_004923145.2, XP_037875779.1
OG0001174	XP_015173128.1	XP_004931972.1
OG0001175	XP_015176134.1	XP_037875209.1
OG0001176	XP_015182301.1, XP_015182300.1	XP_004931359.1
OG0001178	XP_015171826.1	XP_021204911.1, XP_004927733.1
OG0001179	XP_015186516.1	XP_012550481.2
OG0001180	XP_015187233.1, XP_015187221.1	XP_037872073.1
OG0001181	XP_015172124.1, XP_015172126.1	XP_004927791.1
OG0001183	XP_015172681.1, XP_015172673.1	XP_037869217.1, XP_037869220.1
OG0001184	XP_015172607.1, XP_015172608.1	XP_012549667.1, XP_012549669.1
OG0001185	XP_015177630.1, XP_015177626.1, XP_015177624.1	XP_037874622.1, NP_001165114.1
OG0001186	XP_015186151.1	XP_004924300.1
OG0001187	XP_015188783.1	XP_012551805.2
OG0001188	XP_015185921.1, XP_015185920.1, XP_015185922.1	XP_004924079.1
OG0001189	XP_015185561.1	XP_037877740.1
OG0001191	XP_015177203.1, XP_015177266.1	XP_021204668.1, XP_037870110.1, XP_021204693.1
OG0001193	XP_015179540.1	NP_001093292.1, XP_021203117.2, NP_001103402.1
OG0001195	XP_015187704.1	XP_037877359.1
OG0001198	XP_015182891.1, XP_015182890.1	XP_004925553.1
OG0001199	XP_015176915.1, XP_015176914.1, XP_015176913.1, XP_015176912.1	XP_012551521.2, XP_021207983.2, XP_037868317.1, XP_037868319.1, XP_037868313.1
OG0001202	XP_015181375.1	XP_037869396.1, XP_037869397.1
OG0001203	XP_015183768.1, XP_015183767.1	NP_001296540.1
OG0001204	XP_015178874.1, XP_015178876.1, XP_015178875.1, XP_015178877.1	XP_037874979.1
OG0001205	XP_015179313.1, XP_015184912.1	XP_004933672.2
OG0001206	XP_015178002.1	XP_004929966.1, XP_037869097.1
OG0001208	XP_015176539.1	XP_037876320.1, XP_012553119.1, XP_021209257.1
OG0001211	XP_015183488.1	XP_021205177.2, XP_021205176.2, XP_021205173.2, XP_004928771.2, XP_021205174.2, XP_012544584.1
OG0001214	XP_015176674.1	NP_001040279.1, XP_012551201.1
OG0001215	XP_015178220.1, XP_015178221.1, XP_015178219.1	XP_037872613.1, XP_037872615.1, XP_021208348.1
OG0001216	XP_015171674.1	XP_012550836.2
OG0001217	XP_015176078.1	XP_004927890.1
OG0001218	XP_015173300.1, XP_015173299.1	NP_001040120.1
OG0001219	XP_015184876.1	XP_004929153.2
OG0001220	XP_015182517.1	XP_004930794.1
OG0001221	XP_015176774.1	XP_012545938.1, NP_001040197.1, XP_004930220.1
OG0001222	XP_015191741.1, XP_015191739.1	XP_004922174.2
OG0001223	XP_015188320.1	XP_037872237.1
OG0001224	XP_015188607.1, XP_015188608.1, XP_015188605.1	XP_004926867.1
OG0001225	XP_015188945.1	NP_001040311.1
OG0001228	XP_015179126.1	XP_012545774.2, XP_037876543.1
OG0001229	XP_015176745.1, XP_015176746.1, XP_015176718.1	NP_001037132.1, XP_012548070.1
OG0001230	XP_015184518.1, XP_015184491.1	NP_001037259.1
OG0001231	XP_015177060.1	XP_037869352.1
OG0001232	XP_015171372.1	XP_037869261.1, XP_037869262.1
OG0001233	XP_015178688.1, XP_015178686.1	XP_012549545.1
OG0001234	XP_015174623.1, XP_015174621.1, XP_015174622.1	XP_037874331.1, XP_021203183.1, XP_004925455.2
OG0001236	XP_015185251.1, XP_015185250.1	XP_004931956.1
OG0001238	XP_015173641.1, XP_015173650.1	XP_021203590.2, XP_021203599.1
OG0001239	XP_015186664.1, XP_015186665.1, XP_015186666.1	XP_012548121.3
OG0001240	XP_015178294.1	NP_001040150.1
OG0001241	XP_015190087.1, XP_015190089.1	XP_012551265.1
OG0001242	XP_015191735.1, XP_015191763.1, XP_015191743.1	XP_021203674.1, XP_004926232.2
OG0001243	XP_015178458.1, XP_015178456.1, XP_015178457.1	XP_004921561.1
OG0001244	XP_015171549.1, XP_015171550.1	XP_004931363.1
OG0001245	XP_015181465.1, XP_015181466.1	XP_012547946.1, XP_021205147.1, XP_037871844.1, XP_037871843.1
OG0001246	XP_015181421.1	XP_021205319.1, XP_021205320.1, XP_012547940.1, XP_021205318.1
OG0001247	XP_015176779.1, XP_015176782.1, XP_015176783.1, XP_015176780.1	NP_001280620.1, XP_012547444.1
OG0001248	XP_015183140.1	NP_001266436.1
OG0001249	XP_015177561.1, XP_015177565.1, XP_015177562.1, XP_015177566.1	XP_037873698.1
OG0001250	XP_015191522.1, XP_015191523.1	XP_012547191.3, XP_037871060.1
OG0001251	XP_015174771.1, XP_015174772.1	XP_021202275.2, XP_021202277.2
OG0001253	XP_015177639.1	XP_037868796.1
OG0001254	XP_015182745.1	XP_012548031.1
OG0001255	XP_015173425.1	XP_004932670.4
OG0001256	XP_015186656.1, XP_015186657.1	XP_037870663.1, NP_001036985.1
OG0001257	XP_015173761.1, XP_015173760.1	XP_012546555.1
OG0001258	XP_015172818.1	XP_037870191.1
OG0001259	XP_015175371.1	XP_037874041.1
OG0001260	XP_015184928.1	NP_001040211.1
OG0001261	XP_015184901.1	XP_021208090.1
OG0001262	XP_015182580.1, XP_015182583.1, XP_015182582.1, XP_015182581.1	XP_021205442.1
OG0001263	XP_015178787.1, XP_015178793.1	NP_001037452.1
OG0001264	XP_015185167.1, XP_015185168.1	XP_037867170.1
OG0001265	XP_015185428.1	NP_001266388.1
OG0001267	XP_015176612.1	XP_037866491.1
OG0001268	XP_015186249.1, XP_015173573.1	XP_021205844.2
OG0001269	XP_015182444.1, XP_015182447.1	XP_037869606.1
OG0001270	XP_015180459.1, XP_015180458.1, XP_015180461.1	NP_001040175.1
OG0001272	XP_015184964.1	XP_037871475.1, NP_001093314.1, NP_001098702.1, NP_001098700.1
OG0001273	XP_015184512.1	XP_037866725.1, NP_001116823.2
OG0001274	XP_015177902.1, XP_015171720.1	XP_012544435.2
OG0001275	XP_015175751.1	XP_037875688.1
OG0001277	XP_015175198.1	XP_004931850.2, XP_021207347.2
OG0001278	XP_015178499.1	XP_037875820.1
OG0001279	XP_015183128.1	XP_012546213.2
OG0001280	XP_015176453.1	XP_012550549.1, NP_001098067.2
OG0001281	XP_015188051.1, XP_015188053.1	XP_004932331.1
OG0001283	XP_015175231.1	XP_012551935.1, NP_001037644.1
OG0001284	XP_015172687.1	XP_012544695.2, XP_012544697.2
OG0001285	XP_015189849.1, XP_015189918.1, XP_015189837.1	XP_037872259.1
OG0001286	XP_015171745.1	XP_004933304.1
OG0001287	XP_015182461.1, XP_015182509.1	XP_037874173.1
OG0001288	XP_015180066.1, XP_015180067.1, XP_015180068.1	XP_037876362.1
OG0001289	XP_015171075.1	XP_004922571.1
OG0001291	XP_015179207.1, XP_015179208.1	XP_021202357.1, NP_001037055.1
OG0001292	XP_015187484.1, XP_015187483.1, XP_015187486.1, XP_015187485.1, XP_015187481.1, XP_015187482.1	XP_037877060.1
OG0001293	XP_015188324.1	XP_004923001.1, XP_004923002.1
OG0001294	XP_015177500.1, XP_015177499.1, XP_015177501.1	XP_021204295.1
OG0001295	XP_015180422.1	XP_004933504.2, XP_037873395.1
OG0001298	XP_015188193.1	XP_037867209.1
OG0001299	XP_015182795.1	XP_004928614.1
OG0001300	XP_015187343.1	XP_037876736.1
OG0001301	XP_015176169.1, XP_015176168.1	XP_037869383.1
OG0001302	XP_015176381.1	XP_037870217.1, XP_037870210.1
OG0001303	XP_015187064.1, XP_015187063.1, XP_015187066.1, XP_015187065.1, XP_015187062.1	XP_037875592.1, XP_037875594.1
OG0001304	XP_015185103.1, XP_015185111.1	XP_004930048.2
OG0001305	XP_015191788.1	NP_001108348.1
OG0001305	XP_015190254.1	NP_001091843.1
OG0001306	XP_015176775.1	XP_037872003.1, XP_037872009.1
OG0001307	XP_015182317.1	XP_037871814.1
OG0001308	XP_015184548.1	XP_037868945.1, XP_004931237.2
OG0001310	XP_015171687.1	XP_004931319.1
OG0001312	XP_015185662.1	NP_001040409.1
OG0001313	XP_015171961.1	XP_004931506.1
OG0001314	XP_015177007.1, XP_015177015.1	XP_037868789.1, XP_037868793.1, XP_037868792.1, XP_037868791.1, XP_037868790.1, XP_037868795.1, XP_037868794.1
OG0001315	XP_015173856.1	XP_037871474.1, XP_012546336.2
OG0001316	XP_015190443.1	NP_001036998.2
OG0001317	XP_015172216.1	XP_004930756.1
OG0001318	XP_015178547.1, XP_015178549.1, XP_015178548.1, XP_015178546.1	XP_037866753.1, NP_001040253.1
OG0001320	XP_015185261.1, XP_015185263.1, XP_015185262.1	XP_004924759.1, XP_004924776.1
OG0001322	XP_015185054.1, XP_015185053.1	XP_012545066.1, XP_012545062.1
OG0001323	XP_015174389.1	NP_001166748.1
OG0001328	XP_015177054.1	XP_004923057.1
OG0001329	XP_015188643.1, XP_015188639.1, XP_015188642.1, XP_015188641.1, XP_015188640.1	XP_004927515.1, XP_037873856.1
OG0001330	XP_015172508.1	XP_037874170.1
OG0001331	XP_015190609.1	XP_021204676.1, NP_001037564.1
OG0001332	XP_015173768.1	NP_001037586.1
OG0001333	XP_015171755.1, XP_015171746.1	XP_037871533.1, NP_001037243.1
OG0001334	XP_015180201.1	XP_012545428.1, NP_001136083.1
OG0001335	XP_015187925.1, XP_015187927.1	XP_004930207.1, XP_004930205.1
OG0001337	XP_015176315.1	XP_004930268.2, XP_012544537.2
OG0001338	XP_015179016.1, XP_015179017.1	XP_037868459.1
OG0001339	XP_015188747.1, XP_015188734.1	NP_001244268.1, NP_001266404.1
OG0001340	XP_015175811.1	NP_001037165.1, XP_012545340.1
OG0001341	XP_015186402.1	XP_004932389.1, NP_001140192.1
OG0001342	XP_015177172.1	XP_037866745.1, NP_001037011.1
OG0001343	XP_015179776.1	XP_037875228.1
OG0001345	XP_015175286.1, XP_015175285.1	XP_004930391.1
OG0001346	XP_015171640.1, XP_015171641.1	XP_037867854.1, XP_037867853.1, XP_037867852.1
OG0001347	XP_015184727.1	XP_004924763.1
OG0001348	XP_015175187.1, XP_015175188.1, XP_015175186.1	XP_037868035.1
OG0001349	XP_015175721.1	XP_037868296.1, XP_004932184.1
OG0001350	XP_015184960.1	XP_021206894.1, XP_037877388.1, XP_037877464.1, NP_001093288.1
OG0001351	XP_015188176.1	XP_004927142.1
OG0001352	XP_015186386.1	XP_012550733.1
OG0001353	XP_015186606.1, XP_015186607.1	XP_004922173.1
OG0001354	XP_015184552.1	XP_037873431.1, XP_037873434.1
OG0001355	XP_015191309.1, XP_015191308.1, XP_015191306.1, XP_015191307.1	XP_012552803.2
OG0001356	XP_015183376.1	XP_012548900.1
OG0001357	XP_015185993.1, XP_015185994.1	XP_021209301.1, XP_021209300.1
OG0001359	XP_015175348.1	NP_001040366.1, XP_004930970.1
OG0001362	XP_015189363.1	XP_004922990.2
OG0001363	XP_015172972.1, XP_015172973.1	XP_004929272.1
OG0001364	XP_015181043.1	XP_012552135.1
OG0001365	XP_015191302.1	NP_001171773.1
OG0001366	XP_015173762.1	XP_021208338.1
OG0001368	XP_015184592.1	XP_004930597.1
OG0001369	XP_015181072.1	XP_021209165.1, XP_004923234.1
OG0001370	XP_015184410.1	XP_004925873.1
OG0001371	XP_015181797.1	XP_021208861.2
OG0001373	XP_015181678.1	XP_004924045.1, XP_037868833.1
OG0001375	XP_015188011.1	NP_001243941.1
OG0001376	XP_015188863.1, XP_015188865.1, XP_015188864.1	XP_037872952.1
OG0001377	XP_015171684.1, XP_015171685.1	XP_004928133.1
OG0001378	XP_015188444.1, XP_015188445.1, XP_015189349.1, XP_015189348.1	XP_004933406.1
OG0001379	XP_015188017.1	XP_021204324.1, XP_004927180.1
OG0001380	XP_015189420.1, XP_015189421.1, XP_015189419.1	NP_001243931.1
OG0001382	XP_015186730.1	XP_004924008.1, XP_037868775.1
OG0001383	XP_015189441.1	XP_037871400.1
OG0001384	XP_015182287.1	XP_037870879.1, XP_037870878.1, XP_037870877.1, XP_037870876.1, XP_037870875.1
OG0001385	XP_015191663.1	NP_001127743.1, XP_021205799.1, NP_001127738.1, XP_021205793.1, NP_001127718.1, XP_037873374.1
OG0001386	XP_015186179.1	XP_037877052.1
OG0001387	XP_015187004.1	XP_012551998.1, XP_012551999.1, XP_012552000.1
OG0001388	XP_015187276.1	XP_012551899.1, XP_012551818.1, XP_021207492.1, XP_012551932.1, XP_037869508.1
OG0001389	XP_015174485.1	XP_037866835.1, XP_021206196.1
OG0001390	XP_015172438.1, XP_015172439.1, XP_015172440.1, XP_015172441.1	XP_004923976.1, XP_012543955.1
OG0001391	XP_015182508.1, XP_015182507.1, XP_015182506.1	XP_004931964.1, XP_012550804.1
OG0001392	XP_015188800.1	XP_004923286.3
OG0001393	XP_015172415.1, XP_015172442.1	NP_001108457.1, XP_012548872.1, NP_001108458.1
OG0001394	XP_015176205.1	XP_037872972.1, XP_037872971.1, XP_012551207.1
OG0001395	XP_015187548.1, XP_015187547.1, XP_015187546.1, XP_015187545.1	XP_037868467.1
OG0001396	XP_015190613.1	XP_012546276.2
OG0001397	XP_015184617.1	XP_021208952.1, XP_037868947.1
OG0001398	XP_015174377.1, XP_015174376.1, XP_015174378.1	XP_037871681.1
OG0001399	XP_015190153.1, XP_015190152.1, XP_015190151.1	XP_021203857.1, XP_004926442.1, XP_021203856.1
OG0001400	XP_015183714.1, XP_015183704.1	XP_004926572.1, XP_037870367.1
OG0001401	XP_015187970.1, XP_015187969.1	XP_004923967.2
OG0001402	XP_015191194.1	XP_004931504.1
OG0001403	XP_015187745.1	XP_037873037.1
OG0001404	XP_015179890.1, XP_015179892.1, XP_015179891.1	XP_037873980.1
OG0001405	XP_015174612.1	NP_001243976.1
OG0001406	XP_015180352.1	XP_037867555.1, XP_012549636.1
OG0001407	XP_015184078.1, XP_015184080.1	XP_004932096.2
OG0001409	XP_015188310.1, XP_015188313.1	XP_037872234.1, XP_037872231.1
OG0001410	XP_015185730.1	XP_021203216.2, XP_012545273.2, XP_012545274.2
OG0001413	XP_015178798.1	XP_004931236.2
OG0001414	XP_015175407.1, XP_015175408.1	XP_004926796.1
OG0001415	XP_015182075.1	XP_037877821.1, XP_037877823.1
OG0001416	XP_015181549.1	XP_037866526.1
OG0001417	XP_015188275.1	XP_004921935.1, XP_037872611.1, XP_037872612.1
OG0001418	XP_015177476.1, XP_015189892.1, XP_015189760.1, XP_015176373.1	XP_012547297.1
OG0001419	XP_015175340.1, XP_015175323.1	XP_012548678.1
OG0001420	XP_015183990.1	XP_012552202.1, XP_037876612.1, XP_004922782.1
OG0001421	XP_015182989.1	XP_004929664.1
OG0001422	XP_015191538.1	XP_004932407.1
OG0001423	XP_015178903.1	XP_004923479.2
OG0001424	XP_015184776.1	XP_012544948.2
OG0001426	XP_015179662.1	XP_037870983.1
OG0001427	XP_015175865.1	XP_004927183.1
OG0001428	XP_015172866.1	XP_037866655.1
OG0001429	XP_015171681.1	NP_001036947.1
OG0001430	XP_015179975.1	XP_037866431.1
OG0001432	XP_015178042.1	XP_012544966.1, XP_012544981.1, XP_012544970.1, XP_012544974.1
OG0001434	XP_015171792.1, XP_015171780.1, XP_015185559.1	XP_037876486.1
OG0001436	XP_015179615.1	XP_004922451.1, XP_004922450.1
