Orthogroup	Polistes_dominula	Bombus_terrestris
OG0001188	XP_015185921.1, XP_015185920.1, XP_015185922.1	XP_020723109.1
OG0001189	XP_015185561.1	XP_012171412.1, XP_012171409.1, XP_012171410.1, XP_003400540.1, XP_020722154.1, XP_012171411.1
OG0001190	XP_015174310.1, XP_015174309.1, XP_015174312.1	XP_020723233.1
OG0001191	XP_015177266.1	XP_012172269.2
OG0001193	XP_015179540.1	XP_003402502.1
OG0001195	XP_015187704.1	XP_012174482.1, XP_012174483.1, XP_012174481.1
OG0001197	XP_015171203.1, XP_015171190.1	XP_020724376.1
OG0001198	XP_015182891.1, XP_015182890.1	XP_003402790.1
OG0001199	XP_015176915.1, XP_015176914.1, XP_015176913.1, XP_015176912.1	XP_003396494.1
OG0001201	XP_015183363.1	XP_020721739.1, XP_020721740.1, XP_012170426.1, XP_012170425.1
OG0001202	XP_015181375.1	XP_012168814.1, XP_012168813.1, XP_003398853.1
OG0001203	XP_015183768.1, XP_015183767.1	XP_020723108.1
OG0001204	XP_015178874.1, XP_015178876.1, XP_015178875.1, XP_015178877.1	XP_003398523.1, XP_012168266.1
OG0001205	XP_015179313.1	XP_003401272.1
OG0001205	XP_015184912.1	XP_003397505.1
OG0001206	XP_015178002.1	XP_020719584.1, XP_020719583.1
OG0001207	XP_015186400.1	XP_003399469.1
OG0001208	XP_015176539.1	XP_003395596.2
OG0001209	XP_015187398.1	XP_012164791.1, XP_003396167.1
OG0001210	XP_015181182.1	XP_003397302.2
OG0001210	XP_015181180.1	XP_012166672.1
OG0001211	XP_015183488.1	XP_020719375.1
OG0001212	XP_015171700.1	XP_012169540.2
OG0001213	XP_015187591.1	XP_020724217.1
OG0001214	XP_015176674.1	XP_012168850.1
OG0001215	XP_015178220.1, XP_015178221.1, XP_015178219.1	XP_012171568.1, XP_012171569.1, XP_012171570.1
OG0001216	XP_015171674.1	XP_003396598.1
OG0001217	XP_015176078.1	XP_003402161.1, XP_003402162.1
OG0001218	XP_015173300.1, XP_015173299.1	XP_012164863.1
OG0001219	XP_015184876.1	XP_003402120.1
OG0001220	XP_015182517.1	XP_003402131.1
OG0001222	XP_015191741.1, XP_015191739.1	XP_003401278.1, XP_003401279.1
OG0001223	XP_015188320.1	XP_012174455.1, XP_003402784.1
OG0001224	XP_015188607.1, XP_015188608.1, XP_015188605.1	XP_020721593.1, XP_012170026.1
OG0001225	XP_015188945.1	XP_003403096.1, XP_020723797.1
OG0001226	XP_015186603.1	XP_020720148.1
OG0001228	XP_015179126.1	XP_020722496.1, XP_020722497.1
OG0001229	XP_015176745.1, XP_015176746.1, XP_015176718.1	XP_012169549.1, XP_012169550.1, XP_012169548.1
OG0001230	XP_015184518.1, XP_015184491.1	XP_012164091.1, XP_012164092.1
OG0001231	XP_015177060.1	XP_012170761.1
OG0001232	XP_015171372.1	XP_003396337.1
OG0001233	XP_015178688.1, XP_015178686.1	XP_003394250.1, XP_012176077.1, XP_012176078.1, XP_012176080.1, XP_020724133.1, XP_012176076.1
OG0001234	XP_015174623.1, XP_015174621.1, XP_015174622.1	XP_003400135.1
OG0001236	XP_015185251.1, XP_015185250.1	XP_003395337.1
OG0001237	XP_015185478.1	XP_003398676.1
OG0001238	XP_015173641.1, XP_015173650.1	XP_012175031.1, XP_012175018.1
OG0001239	XP_015186664.1, XP_015186665.1, XP_015186666.1	XP_020721287.1, XP_012169630.1, XP_012169631.1, XP_003399301.1
OG0001240	XP_015178294.1	XP_012169673.1, XP_012169675.1, XP_012169674.1, XP_003399332.1, XP_012169676.1
OG0001241	XP_015190087.1, XP_015190089.1	XP_012169133.1, XP_003398975.2
OG0001242	XP_015191735.1, XP_015191763.1, XP_015191743.1	XP_003396295.1, XP_003396294.1
OG0001243	XP_015178458.1, XP_015178456.1, XP_015178457.1	XP_020721130.1, XP_012169208.1, XP_012169207.1, XP_020721129.1
OG0001244	XP_015171549.1, XP_015171550.1	XP_003399056.1
OG0001245	XP_015181465.1, XP_015181466.1	XP_003397683.1
OG0001246	XP_015181421.1	XP_003402511.2, XP_020718493.1, XP_020718491.1, XP_020718492.1
OG0001247	XP_015176779.1, XP_015176782.1, XP_015176783.1, XP_015176780.1	XP_003398289.1
OG0001248	XP_015183140.1	XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_012173421.1, XP_020723119.1
OG0001249	XP_015177561.1, XP_015177565.1, XP_015177562.1, XP_015177566.1	XP_003396741.1, XP_012165841.1
OG0001250	XP_015191522.1, XP_015191523.1	XP_012175005.1
OG0001251	XP_015174771.1, XP_015174772.1	XP_020718432.1
OG0001252	XP_015174681.1	XP_003401321.1
OG0001253	XP_015177639.1	XP_003398957.1
OG0001254	XP_015182745.1	XP_003394275.1
OG0001255	XP_015173425.1	XP_003393279.1
OG0001256	XP_015186656.1	XP_003402977.1
OG0001256	XP_015186657.1	XP_003402976.1
OG0001257	XP_015173761.1, XP_015173760.1	XP_003402810.1
OG0001258	XP_015172818.1	XP_012174118.1
OG0001259	XP_015175373.1	XP_012175312.1
OG0001259	XP_015175371.1	XP_012175313.1
OG0001260	XP_015184928.1	XP_012172727.1, XP_003401488.1
OG0001261	XP_015184901.1	XP_012167039.1
OG0001262	XP_015182580.1, XP_015182583.1, XP_015182582.1, XP_015182581.1	XP_012173881.1, XP_020723284.1
OG0001263	XP_015178787.1, XP_015178793.1	XP_012167104.1
OG0001264	XP_015185167.1, XP_015185168.1	XP_012167378.1
OG0001266	XP_015185887.1, XP_015185861.1, XP_015185879.1, XP_015185870.1	XP_020723869.1, XP_003403275.1, XP_012175272.1
OG0001267	XP_015176612.1	XP_012173255.1
OG0001268	XP_015186249.1	XP_003400504.1
OG0001268	XP_015173573.1	XP_020721572.1
OG0001269	XP_015182444.1, XP_015182447.1	XP_020719704.1, XP_020719701.1
OG0001270	XP_015180459.1, XP_015180458.1, XP_015180461.1	XP_003398248.1
OG0001271	XP_015180489.1, XP_015180487.1	XP_012171915.1
OG0001272	XP_015184964.1	XP_003397363.1
OG0001273	XP_015184512.1	XP_012164085.1
OG0001274	XP_015177902.1, XP_015171720.1	XP_012164035.1
OG0001277	XP_015175198.1	XP_003402819.1
OG0001278	XP_015178499.1	XP_012172501.1
OG0001279	XP_015183128.1	XP_012163562.1
OG0001280	XP_015176453.1	XP_020721905.1, XP_020721906.1, XP_012170836.1, XP_012170837.1, XP_012170834.1, XP_020721904.1
OG0001281	XP_015188051.1	XP_012167578.1
OG0001282	XP_015187689.1, XP_015187690.1, XP_015187692.1, XP_015187691.1	XP_020720629.1
OG0001283	XP_015175231.1	XP_020719249.1, XP_020719246.1, XP_020719247.1, XP_020719248.1
OG0001284	XP_015172687.1	XP_020724339.1, XP_020724338.1
OG0001286	XP_015171745.1	XP_020722304.1, XP_003400539.1, XP_012171443.1
OG0001287	XP_015182461.1, XP_015182509.1	XP_012169150.1, XP_012169188.1, XP_012169155.1
OG0001288	XP_015180066.1, XP_015180067.1, XP_015180068.1	XP_003400433.1
OG0001289	XP_015171075.1	XP_003397119.1
OG0001290	XP_015176240.1	XP_020722575.1, XP_020722573.1, XP_012172537.1, XP_020722574.1, XP_012172530.1, XP_012172528.1
OG0001291	XP_015179207.1, XP_015179208.1	XP_003399823.1
OG0001292	XP_015187484.1, XP_015187483.1, XP_015187486.1, XP_015187485.1, XP_015187481.1, XP_015187482.1	XP_003400968.1
OG0001293	XP_015188324.1	XP_003398070.1, XP_020720574.1, XP_020720575.1, XP_020720573.1
OG0001294	XP_015177500.1, XP_015177499.1, XP_015177501.1	XP_020722687.1, XP_012172280.1, XP_012172281.1, XP_003401144.1
OG0001295	XP_015180422.1	XP_012167568.1
OG0001296	XP_015184529.1	XP_020723229.1
OG0001296	XP_015184542.1	XP_020723153.1
OG0001298	XP_015188193.1	XP_003397436.1
OG0001299	XP_015182795.1	XP_012165882.1, XP_012165885.1, XP_012165884.1, XP_012165883.1
OG0001300	XP_015187343.1	XP_003399532.1
OG0001301	XP_015176169.1, XP_015176168.1	XP_012167003.1, XP_012167004.1, XP_012167001.1, XP_003397488.1
OG0001302	XP_015176381.1	XP_020719262.1
OG0001303	XP_015187064.1, XP_015187063.1, XP_015187066.1, XP_015187065.1, XP_015187062.1	XP_020723753.1, XP_020723764.1
OG0001304	XP_015185103.1, XP_015185111.1	XP_012172183.1, XP_012172182.1
OG0001305	XP_015190254.1	XP_020719538.1
OG0001306	XP_015176775.1	XP_012167990.1
OG0001307	XP_015182317.1	XP_020723092.1, XP_012173499.1
OG0001308	XP_015184548.1	XP_003403395.1
OG0001310	XP_015171687.1	XP_012164424.1, XP_003395288.1, XP_003395287.1
OG0001312	XP_015185662.1	XP_012173172.1, XP_012173171.1
OG0001313	XP_015171961.1	XP_003396203.1
OG0001314	XP_015177007.1, XP_015177015.1	XP_012173675.1
OG0001315	XP_015173856.1	XP_003393383.1, XP_003393384.1
OG0001316	XP_015190443.1	XP_020719664.1, XP_003393487.1
OG0001317	XP_015172216.1	XP_012163614.1
OG0001318	XP_015178547.1, XP_015178549.1, XP_015178548.1, XP_015178546.1	XP_012167356.1
OG0001319	XP_015184975.1	XP_012176727.1
OG0001320	XP_015185261.1, XP_015185263.1, XP_015185262.1	XP_020721649.1, XP_003399529.1
OG0001321	XP_015177276.1, XP_015177272.1, XP_015177271.1, XP_015177273.1, XP_015177274.1	XP_003401699.1, XP_012173059.1, XP_012173058.1, XP_012173061.1, XP_012173060.1, XP_012173062.1, XP_020722867.1
OG0001322	XP_015185054.1, XP_015185053.1	XP_020718696.1, XP_003395455.1, XP_003395454.1, XP_012163888.1
OG0001323	XP_015174389.1	XP_003401612.1
OG0001328	XP_015177054.1	XP_003398532.1
OG0001329	XP_015188643.1, XP_015188639.1, XP_015188642.1, XP_015188641.1, XP_015188640.1	XP_003396674.1
OG0001330	XP_015172508.1	XP_012174141.1, XP_012174139.1, XP_003402412.1, XP_012174140.1
OG0001331	XP_015190609.1	XP_012174989.1, XP_003401741.1
OG0001332	XP_015173768.1	XP_003399692.1
OG0001333	XP_015171755.1, XP_015171746.1	XP_012167648.1
OG0001334	XP_015180201.1	XP_003396830.1, XP_003396833.1, XP_003396832.1
OG0001335	XP_015187927.1	XP_012168103.1
OG0001337	XP_015176315.1	XP_012165951.1
OG0001338	XP_015179016.1, XP_015179017.1	XP_003399107.1, XP_012169339.1, XP_012169340.1
OG0001339	XP_015188747.1, XP_015188734.1	XP_012176348.1
OG0001340	XP_015175811.1	XP_003398713.1
OG0001341	XP_015186402.1	XP_003398058.1, XP_020720549.1
OG0001342	XP_015177172.1	XP_003393794.1
OG0001343	XP_015179776.1	XP_003400883.1, XP_012171660.1
OG0001344	XP_015188077.1	XP_020720468.1, XP_020720469.1, XP_003397501.1
OG0001345	XP_015175286.1, XP_015175285.1	XP_003395860.1, XP_012164396.1
OG0001346	XP_015171640.1, XP_015171641.1	XP_012173237.1
OG0001347	XP_015184727.1	XP_003402828.1
OG0001348	XP_015175187.1, XP_015175188.1, XP_015175186.1	XP_020723739.1, XP_003403220.1
OG0001349	XP_015175721.1	XP_003401462.1
OG0001350	XP_015184960.1	XP_012172004.1
OG0001351	XP_015188176.1	XP_020722689.1, XP_020722688.1
OG0001352	XP_015186386.1	XP_020721736.1
OG0001353	XP_015186606.1, XP_015186607.1	XP_003398012.1
OG0001354	XP_015184552.1	XP_012164101.1, XP_012164102.1, XP_012164099.1, XP_020718882.1, XP_020718883.1
OG0001355	XP_015191309.1, XP_015191308.1, XP_015191306.1, XP_015191307.1	XP_003400362.1
OG0001356	XP_015183376.1	XP_003395933.1
OG0001357	XP_015185993.1, XP_015185994.1	XP_020719402.1, XP_012165269.1, XP_003396304.1
OG0001358	XP_015179882.1	XP_012172432.1, XP_020722423.1
OG0001359	XP_015175348.1	XP_012170120.1
OG0001360	XP_015175191.1, XP_015175192.1, XP_015175189.1, XP_015175190.1	XP_020719245.1
OG0001361	XP_015189054.1	XP_012170400.1, XP_020721674.1
OG0001362	XP_015189363.1	XP_003395430.1
OG0001363	XP_015172972.1, XP_015172973.1	XP_020720328.1
OG0001364	XP_015181043.1	XP_012163097.1
OG0001365	XP_015191302.1	XP_012169223.1
OG0001366	XP_015173762.1	XP_020718835.1
OG0001368	XP_015184592.1	XP_020720007.1, XP_003397626.1
OG0001369	XP_015181072.1	XP_020719634.1
OG0001370	XP_015184410.1	XP_003396421.1, XP_012165453.1
OG0001371	XP_015181797.1	XP_003396087.1, XP_012164771.1
OG0001373	XP_015181678.1	XP_012168781.1
OG0001374	XP_015188911.1, XP_015188912.1, XP_015188910.1	XP_020722346.1
OG0001375	XP_015188011.1	XP_003399211.3
OG0001376	XP_015188863.1, XP_015188865.1, XP_015188864.1	XP_012173351.1, XP_003402078.1
OG0001377	XP_015171684.1, XP_015171685.1	XP_012170811.1, XP_012170812.1, XP_003400191.1, XP_003400190.1
OG0001378	XP_015188444.1, XP_015188445.1, XP_015189349.1, XP_015189348.1	XP_012165673.1, XP_012165674.1, XP_012165675.1, XP_012165676.1
OG0001379	XP_015188017.1	XP_012167520.1
OG0001380	XP_015189420.1, XP_015189421.1, XP_015189419.1	XP_003402866.1
OG0001382	XP_015186730.1	XP_003397478.2
OG0001383	XP_015189441.1	XP_012168893.1
OG0001384	XP_015182287.1	XP_012169115.1, XP_012169114.1, XP_003398965.1
OG0001385	XP_015191663.1	XP_003395388.1
OG0001386	XP_015186179.1	XP_012163760.1, XP_003395301.1
OG0001387	XP_015187004.1	XP_012173529.1
OG0001388	XP_015187276.1	XP_012169807.1, XP_012169804.1, XP_012169803.1, XP_012169802.1
OG0001389	XP_015174485.1	XP_020719175.1
OG0001390	XP_015172438.1, XP_015172439.1, XP_015172440.1, XP_015172441.1	XP_012170950.1
OG0001391	XP_015182508.1, XP_015182507.1, XP_015182506.1	XP_020720476.1
OG0001392	XP_015188800.1	XP_020720085.1, XP_012168018.1
OG0001393	XP_015172415.1, XP_015172442.1	XP_003396669.1
OG0001394	XP_015176205.1	XP_012166244.1
OG0001395	XP_015187548.1, XP_015187547.1, XP_015187546.1, XP_015187545.1	XP_012171081.1
OG0001396	XP_015190613.1	XP_020719715.1, XP_003393199.1
OG0001397	XP_015184617.1	XP_003397629.1, XP_020720213.1
OG0001398	XP_015174377.1, XP_015174376.1, XP_015174378.1	XP_020724226.1, XP_012175862.1, XP_012175860.1
OG0001399	XP_015190153.1, XP_015190152.1, XP_015190151.1	XP_012164033.1
OG0001400	XP_015183714.1	XP_012175093.1
OG0001400	XP_015183704.1	XP_012175100.1
OG0001401	XP_015187970.1, XP_015187969.1	XP_003401536.1, XP_012172796.1, XP_012172797.1
OG0001402	XP_015191194.1	XP_020720808.1, XP_003398486.1
OG0001403	XP_015187745.1	XP_012167434.1
OG0001404	XP_015179890.1, XP_015179892.1, XP_015179891.1	XP_012169320.1
OG0001405	XP_015174612.1	XP_012172468.1
OG0001406	XP_015180352.1	XP_003395194.1, XP_012163648.1, XP_012163647.1
OG0001407	XP_015184078.1, XP_015184080.1	XP_003396369.1, XP_012165352.1
OG0001408	XP_015187566.1	XP_003397685.1
OG0001409	XP_015188310.1, XP_015188313.1	XP_012174454.1, XP_020723544.1
OG0001410	XP_015185730.1	XP_003401764.1
OG0001412	XP_015191005.1	XP_012163319.1
OG0001412	XP_015191408.1	XP_012163315.1
OG0001413	XP_015178798.1	XP_003397220.1, XP_012166565.1
OG0001414	XP_015175407.1, XP_015175408.1	XP_012166970.1
OG0001415	XP_015182075.1	XP_020719675.1
OG0001416	XP_015181549.1	XP_012165008.1, XP_012164998.1
OG0001417	XP_015188275.1	XP_012169107.1, XP_012169108.1
OG0001418	XP_015177476.1, XP_015189892.1, XP_015189760.1, XP_015176373.1	XP_012163163.1
OG0001419	XP_015175340.1, XP_015175323.1	XP_020720226.1
OG0001420	XP_015183990.1	XP_003393869.1
OG0001421	XP_015182989.1	XP_012164592.1
OG0001422	XP_015191538.1	XP_020719307.1
OG0001423	XP_015178903.1	XP_012165500.1
OG0001424	XP_015184776.1	XP_003402316.1
OG0001425	XP_015188537.1	XP_003392892.1
OG0001426	XP_015179662.1	XP_020721936.1, XP_012171027.1, XP_003400252.1
OG0001427	XP_015175865.1	XP_003393315.1
OG0001428	XP_015172866.1	XP_012164126.1, XP_012164129.1, XP_012164128.1, XP_012164127.1, XP_012164125.1
OG0001429	XP_015171681.1	XP_012167652.1
OG0001430	XP_015179975.1	XP_020722429.1
OG0001432	XP_015178042.1	XP_003399605.3
OG0001433	XP_015180891.1, XP_015180890.1, XP_015180889.1	XP_003403108.1
OG0001434	XP_015171792.1, XP_015171780.1, XP_015185559.1	XP_003393532.1
OG0001436	XP_015179615.1	XP_012171515.1, XP_003400563.1
OG0001437	XP_015173073.1, XP_015173075.1, XP_015173074.1	XP_003399945.1
OG0001438	XP_015173771.1, XP_015173773.1	XP_020721546.1, XP_012170219.1
OG0001439	XP_015175391.1	XP_003397978.1
OG0001440	XP_015180748.1	XP_020724292.1, XP_020724291.1, XP_012176379.1, XP_020724293.1
OG0001441	XP_015171136.1	XP_012173022.1, XP_012173027.1
OG0001442	XP_015181968.1, XP_015181969.1	XP_003403381.2, XP_020724207.1
OG0001443	XP_015183382.1	XP_003402642.1
OG0001444	XP_015190919.1	XP_012164290.1
OG0001444	XP_015171715.1	XP_012164162.1
OG0001445	XP_015178126.1	XP_012163907.1
OG0001446	XP_015178763.1, XP_015178760.1	XP_020720634.1, XP_020720633.1, XP_012168229.1
OG0001448	XP_015171380.1	XP_012170287.1, XP_003399735.1, XP_012170292.1
OG0001449	XP_015174479.1	XP_003399216.1
OG0001450	XP_015184954.1, XP_015184952.1, XP_015184951.1, XP_015184950.1	XP_020722741.1, XP_020722740.1
OG0001451	XP_015191159.1	XP_003402568.1
OG0001453	XP_015178218.1	XP_012165298.2
OG0001455	XP_015188001.1, XP_015188002.1, XP_015188000.1	XP_003403068.1
OG0001456	XP_015173849.1	XP_012175619.1, XP_012175622.1, XP_012175621.1, XP_012175623.1, XP_020724044.1, XP_003393927.1
OG0001457	XP_015184596.1	XP_003397628.1
OG0001458	XP_015175901.1, XP_015175900.1, XP_015175899.1	XP_012171843.1
OG0001459	XP_015171442.1	XP_012165214.1
OG0001460	XP_015190961.1, XP_015190965.1, XP_015190964.1, XP_015190963.1, XP_015190962.1, XP_015190960.1	XP_003393617.1
OG0001461	XP_015176344.1, XP_015176345.1	XP_012164361.1
OG0001462	XP_015191825.1	XP_003396187.1
OG0001463	XP_015177202.1	XP_003402394.2
OG0001463	XP_015177310.1	XP_012165835.1
OG0001464	XP_015188722.1	XP_012164758.1
OG0001465	XP_015173627.1, XP_015173626.1	XP_012175635.1, XP_003393935.1, XP_012175636.1
OG0001466	XP_015191372.1, XP_015191371.1	XP_003396061.1, XP_012164900.1
OG0001467	XP_015191228.1	XP_003396679.1
OG0001468	XP_015182236.1	XP_003397743.1, XP_003397722.1
OG0001469	XP_015173948.1	XP_003398904.1
OG0001470	XP_015183790.1	XP_003394496.1
OG0001471	XP_015173745.1	XP_003394634.2, XP_020724160.1
OG0001473	XP_015187320.1, XP_015187319.1	XP_012173301.1
OG0001474	XP_015177871.1, XP_015177872.1, XP_015177870.1, XP_015177869.1	XP_012167830.1, XP_012167829.1
OG0001475	XP_015190515.1, XP_015190514.1, XP_015190517.1, XP_015190516.1	XP_003393093.1, XP_020719848.1, XP_003393092.1
OG0001476	XP_015175246.1	XP_020721376.1
OG0001477	XP_015184346.1, XP_015184344.1, XP_015184345.1	XP_020720672.1
OG0001478	XP_015191461.1, XP_015191460.1	XP_003396281.1
OG0001479	XP_015183743.1	XP_003398797.1
OG0001480	XP_015183437.1, XP_015183438.1	XP_012163645.1
OG0001481	XP_015188658.1	XP_020723132.1
OG0001482	XP_015172163.1	XP_020721633.1
OG0001483	XP_015181718.1	XP_012163379.1
OG0001484	XP_015175898.1	XP_012171842.1
OG0001485	XP_015178622.1	XP_012170254.1
OG0001486	XP_015175781.1, XP_015175780.1	XP_012169168.1
OG0001487	XP_015182757.1, XP_015182738.1, XP_015182748.1	XP_012167898.1
OG0001488	XP_015181799.1	XP_020723656.1
OG0001489	XP_015176967.1	XP_003401445.1
OG0001490	XP_015178127.1	XP_012163912.1, XP_012163914.1, XP_012163916.1
OG0001491	XP_015172098.1, XP_015172099.1	XP_012171786.1, XP_012171787.1, XP_012171784.1
OG0001492	XP_015174948.1	XP_003399630.1
OG0001493	XP_015191116.1, XP_015191113.1	XP_012168000.2
OG0001494	XP_015188603.1, XP_015188604.1	XP_003399563.1
OG0001495	XP_015178123.1	XP_003394831.1
OG0001496	XP_015186531.1	XP_003394882.1
OG0001497	XP_015182259.1	XP_003399142.1, XP_020721145.1
OG0001498	XP_015171068.1	XP_012164993.1
OG0001499	XP_015177596.1	XP_003399467.1, XP_020721731.1
OG0001499	XP_015176679.1	XP_003397849.1
OG0001500	XP_015185116.1	XP_020720057.1, XP_003397807.1
OG0001501	XP_015185121.1	XP_003396885.1
OG0001502	XP_015186599.1	XP_003396866.1
OG0001503	XP_015183782.1, XP_015183781.1	XP_003399092.1, XP_003399093.1
OG0001504	XP_015185019.1	XP_012176574.1
OG0001505	XP_015174265.1, XP_015174264.1	XP_020718881.1
OG0001506	XP_015182578.1	XP_012176477.1
OG0001507	XP_015177328.1	XP_003401091.1
OG0001507	XP_015177327.1	XP_012172228.1
OG0001508	XP_015177702.1	XP_012176705.1, XP_012176699.1
OG0001509	XP_015185640.1	XP_012173176.1
OG0001510	XP_015185130.1	XP_012168991.1, XP_020721172.1
OG0001511	XP_015182878.1	XP_003396668.1
OG0001512	XP_015189317.1	XP_012168897.1
OG0001512	XP_015189383.1	XP_020721039.1
OG0001513	XP_015186717.1	XP_003399308.1
OG0001514	XP_015176729.1, XP_015176728.1	XP_012176755.1
OG0001515	XP_015177834.1, XP_015177833.1	XP_012165605.1
OG0001516	XP_015185898.1, XP_015185899.1	XP_003402767.2
OG0001517	XP_015183612.1, XP_015183607.1	XP_003402258.1
OG0001518	XP_015189264.1	XP_003394178.3
OG0001519	XP_015175798.1	XP_012169169.1
OG0001520	XP_015187128.1	XP_012174354.2
OG0001520	XP_015187111.1, XP_015187110.1	XP_012174355.1
OG0001521	XP_015180263.1	XP_003395486.1
OG0001521	XP_015180548.1	XP_003395495.1
OG0001522	XP_015175123.1	XP_020718251.1
OG0001523	XP_015180937.1	XP_020722376.1
OG0001524	XP_015186809.1	XP_003399206.1, XP_012169486.1, XP_012169487.1
OG0001525	XP_015184938.1	XP_012172750.1, XP_003401499.1, XP_012172749.1
OG0001526	XP_015178598.1, XP_015178596.1	XP_020720026.1, XP_012166840.1, XP_020720024.1
OG0001527	XP_015173864.1, XP_015173865.1, XP_015173863.1	XP_003397768.1
OG0001529	XP_015174994.1	XP_012174646.1
OG0001531	XP_015184383.1, XP_015187852.1	XP_003395582.1
OG0001532	XP_015183811.1	XP_012166490.1
OG0001533	XP_015189494.1	XP_003402056.1
OG0001534	XP_015189643.1	XP_020721645.1
OG0001535	XP_015186975.1	XP_012175172.1
OG0001536	XP_015186566.1	XP_012165121.1
OG0001537	XP_015188456.1	XP_012169946.1, XP_012169947.1
OG0001538	XP_015186818.1, XP_015189908.1	XP_020720324.1, XP_020720323.1
OG0001539	XP_015189287.1	XP_012170914.1
OG0001541	XP_015178821.1, XP_015178820.1	XP_020719680.1, XP_003396341.1
OG0001542	XP_015172897.1, XP_015172896.1, XP_015172895.1, XP_015172894.1	XP_012163276.1, XP_012163274.1
OG0001543	XP_015176705.1, XP_015176695.1	XP_012168843.1
OG0001545	XP_015190983.1	XP_003394442.1, XP_012176378.1, XP_020724290.1
OG0001546	XP_015185052.1	XP_012163794.1, XP_012163795.1, XP_003395645.1
OG0001547	XP_015181840.1	XP_020721686.1
OG0001548	XP_015185434.1	XP_003394368.2, XP_012176262.1
OG0001549	XP_015188164.1	XP_012168934.1
OG0001550	XP_015177632.1, XP_015177631.1	XP_003399933.1
OG0001551	XP_015171737.1	XP_020719562.1, XP_020719563.1
OG0001552	XP_015187635.1	XP_003393584.1, XP_012170334.1
