Orthogroup	Polistes_dominula	Tribolium_castaneum
OG0001936	XP_015177238.1	XP_015838605.1, XP_008193365.2, XP_008190649.2, XP_015836208.1, XP_015836206.1
OG0001937	XP_015185094.1	NP_001159380.1, XP_015837360.1, XP_015837617.1, NP_001159381.1
OG0001938	XP_015179969.1	XP_972867.1
OG0001939	XP_015175414.1	XP_975288.1
OG0001941	XP_015175093.1, XP_015175086.1	XP_008197953.1, XP_008197949.1
OG0001942	XP_015173382.1	XP_008195032.1
OG0001943	XP_015184456.1, XP_015184455.1	XP_968664.1
OG0001944	XP_015184304.1	NP_001164311.1, NP_001164312.1, XP_008200790.1
OG0001945	XP_015173926.1, XP_015173928.1	XP_015834904.1
OG0001946	XP_015178438.1	XP_008197760.1
OG0001947	XP_015185978.1	XP_008200081.1
OG0001948	XP_015187833.1, XP_015187832.1	XP_015839318.1
OG0001950	XP_015189119.1, XP_015189118.1	XP_015834259.1
OG0001951	XP_015171087.1	XP_008198065.2, XP_008198067.1, XP_008198061.1
OG0001952	XP_015187849.1	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1
OG0001953	XP_015189355.1	XP_015838030.1, NP_001180378.1
OG0001954	XP_015178926.1	XP_972227.1
OG0001955	XP_015189220.1	XP_971125.1
OG0001956	XP_015177852.1	XP_975480.1, XP_975607.1
OG0001957	XP_015176367.1	XP_015838816.1, XP_015838649.1
OG0001959	XP_015183053.1, XP_015183227.1	XP_015838645.1
OG0001960	XP_015191311.1	XP_008200339.1
OG0001961	XP_015176951.1	XP_969940.1
OG0001963	XP_015178671.1	XP_008191834.1
OG0001964	XP_015185506.1	XP_971585.1
OG0001965	XP_015188667.1, XP_015188707.1	XP_008201279.1, XP_015840730.1, XP_015839909.1, XP_008195883.2
OG0001966	XP_015179595.1	XP_001809413.1
OG0001967	XP_015190634.1, XP_015190635.1, XP_015190632.1	XP_001807448.1
OG0001968	XP_015180922.1	XP_008198558.1
OG0001969	XP_015172127.1	XP_008199546.1, XP_008199547.1, XP_008199548.1, XP_008199545.1
OG0001970	XP_015179592.1, XP_015179590.1	XP_008195169.1
OG0001971	XP_015187399.1	XP_008191777.1
OG0001973	XP_015171108.1, XP_015171109.1	XP_008198599.1
OG0001974	XP_015174716.1	XP_008197175.1
OG0001975	XP_015190920.1	XP_015833055.1, NP_001164144.1
OG0001976	XP_015186881.1, XP_015186879.1, XP_015186880.1	XP_015833110.1, XP_008190652.1
OG0001977	XP_015178741.1	XP_015833284.1, XP_015833283.1, XP_973810.2
OG0001980	XP_015172239.1	XP_971979.1
OG0001981	XP_015178508.1	XP_008200848.1, XP_970028.2, XP_968593.1, XP_968666.1, XP_968739.1, XP_008191362.2
OG0001984	XP_015179979.1, XP_015173123.1	XP_008191058.1
OG0001987	XP_015184561.1	XP_969865.2
OG0001988	XP_015171751.1	XP_001812661.1
OG0001989	XP_015191507.1	XP_967120.2
OG0001990	XP_015172109.1	XP_971866.1
OG0001991	XP_015182325.1	XP_975465.1
OG0001992	XP_015182726.1	XP_008200920.1
OG0001993	XP_015189999.1	XP_971227.1
OG0001994	XP_015174737.1	XP_971533.1
OG0001995	XP_015187522.1	XP_008192557.1
OG0001997	XP_015176362.1	XP_968867.1, XP_008200402.1, XP_966438.1
OG0001998	XP_015171608.1	XP_008199937.1
OG0001999	XP_015189100.1	XP_967576.1, XP_008191346.1
OG0002000	XP_015175539.1, XP_015175540.1, XP_015175541.1	XP_015836974.1
OG0002001	XP_015171295.1, XP_015171286.1	XP_008190967.1, XP_008190968.1, XP_974902.1, XP_015833322.1
OG0002002	XP_015189974.1, XP_015189923.1	NP_001034520.2
OG0002003	XP_015191312.1	XP_015838178.1, XP_968621.1
OG0002004	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1	XP_008201162.1, XP_974743.1
OG0002005	XP_015191528.1	XP_970311.1
OG0002006	XP_015171621.1	XP_008192345.1
OG0002007	XP_015175387.1	XP_008191274.1
OG0002009	XP_015171301.1, XP_015171300.1	XP_970519.1
OG0002010	XP_015186184.1	XP_973746.2
OG0002011	XP_015173491.1, XP_015173490.1, XP_015173489.1	XP_971545.1
OG0002012	XP_015183509.1	NP_001107817.1, XP_008192468.1
OG0002013	XP_015185440.1, XP_015185439.1, XP_015185441.1	XP_973466.1, XP_008194703.1
OG0002014	XP_015177048.1	XP_008194388.1
OG0002015	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1	XP_001811459.1
OG0002016	XP_015171523.1	XP_969441.1
OG0002017	XP_015179342.1	XP_008199875.1
OG0002018	XP_015175219.1	XP_969631.2, XP_015835856.1
OG0002019	XP_015171673.1	XP_968850.1, XP_015839177.1
OG0002020	XP_015182556.1	XP_015839132.1
OG0002021	XP_015175193.1	XP_015836519.1
OG0002022	XP_015188995.1	XP_974755.2
OG0002023	XP_015181142.1	XP_972040.2
OG0002024	XP_015178190.1	XP_968623.1
OG0002025	XP_015182776.1	XP_008200104.1
OG0002026	XP_015175844.1	XP_015836199.1
OG0002027	XP_015174092.1, XP_015174085.1	XP_008195541.1
OG0002028	XP_015177836.1	XP_008193942.1, XP_015836057.1, XP_008193941.1
OG0002029	XP_015184188.1, XP_015184187.1	XP_008198388.1
OG0002030	XP_015176640.1	XP_008201298.1, XP_008201254.2
OG0002031	XP_015187145.1, XP_015187142.1, XP_015187141.1, XP_015187140.1, XP_015187139.1, XP_015187143.1	XP_001810229.1, XP_973699.1, XP_001810290.1
OG0002032	XP_015179900.1, XP_015179899.1	XP_008199563.1
OG0002033	XP_015175752.1	XP_974242.1, XP_008196193.1, XP_973827.2
OG0002034	XP_015187701.1, XP_015187700.1	XP_008191432.1, XP_008198556.1
OG0002036	XP_015188208.1, XP_015189027.1	XP_008193640.1
OG0002037	XP_015175060.1, XP_015188620.1	XP_968226.1
OG0002038	XP_015189514.1	XP_975880.1
OG0002039	XP_015188408.1, XP_015187737.1	XP_008191389.1
OG0002040	XP_015183117.1	XP_015840551.1
OG0002041	XP_015189240.1, XP_015189241.1	XP_970185.1
OG0002042	XP_015177555.1	XP_008195431.1
OG0002043	XP_015171357.1	XP_008193412.1
OG0002044	XP_015176363.1	XP_972243.1
OG0002045	XP_015181595.1	NP_001034540.1, XP_015834295.1
OG0002046	XP_015179759.1	XP_008192066.1, XP_015834447.1
OG0002047	XP_015191191.1	XP_967875.1, XP_008200945.1
OG0002048	XP_015174213.1, XP_015174207.1	XP_015832893.1, XP_008190487.1
OG0002049	XP_015176996.1	XP_008194849.1
OG0002050	XP_015176017.1	XP_971138.1
OG0002051	XP_015175468.1	NP_001164092.1, XP_008195713.1
OG0002052	XP_015171588.1	XP_015837547.1
OG0002053	XP_015175420.1, XP_015175419.1	XP_015840450.1
OG0002054	XP_015188494.1	XP_015836409.1
OG0002055	XP_015177844.1	XP_008198559.1
OG0002056	XP_015181642.1	XP_975463.1, XP_008201462.1, XP_008201461.1
OG0002057	XP_015189472.1	XP_975350.1
OG0002058	XP_015173891.1	XP_008193741.1, XP_974607.1
OG0002059	XP_015185576.1	XP_969613.1
OG0002060	XP_015186333.1, XP_015186336.1	XP_008190346.1
OG0002061	XP_015173836.1	XP_008196537.1
OG0002062	XP_015189037.1, XP_015189036.1, XP_015189035.1	XP_001808961.1
OG0002063	XP_015174763.1	XP_966349.1
OG0002064	XP_015188742.1	XP_971594.2, XP_008197242.1
OG0002065	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1	XP_008190660.1
OG0002066	XP_015179153.1	XP_008195892.1, XP_966832.1
OG0002067	XP_015182815.1	XP_008199684.1
OG0002068	XP_015191343.1	XP_972853.1
OG0002069	XP_015181184.1	XP_008194753.1
OG0002070	XP_015173165.1, XP_015173166.1, XP_015173167.1	XP_008199445.1
OG0002071	XP_015178989.1	XP_971591.1
OG0002072	XP_015180591.1	XP_008194342.1
OG0002073	XP_015183910.1	XP_976020.1
OG0002074	XP_015181258.1	XP_969518.1
OG0002075	XP_015171660.1	XP_974640.1, XP_974146.1, XP_015832957.1, XP_967492.1
OG0002076	XP_015187995.1	XP_008201044.1, NP_001280534.1
OG0002077	XP_015173566.1	XP_967357.1
OG0002078	XP_015191241.1	XP_008194370.1
OG0002079	XP_015191707.1	XP_015834267.1, XP_015836722.1
OG0002080	XP_015183112.1	XP_973096.1
OG0002081	XP_015173147.1	XP_001807880.1, XP_008194570.1
OG0002082	XP_015178037.1	XP_008192105.1
OG0002083	XP_015186438.1	XP_967458.1
OG0002084	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1	XP_008195932.1
OG0002085	XP_015182656.1, XP_015182655.1	XP_969410.1
OG0002086	XP_015188119.1	XP_974176.1
OG0002087	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1	XP_015836902.1
OG0002088	XP_015186423.1	XP_008199834.1
OG0002089	XP_015172491.1	NP_001161917.1
OG0002091	XP_015176656.1	XP_969843.1
OG0002093	XP_015187945.1, XP_015187946.1	XP_968283.1
OG0002094	XP_015178846.1, XP_015178850.1	XP_008193285.1
OG0002095	XP_015178723.1	XP_973222.1
OG0002096	XP_015184909.1	XP_974674.2
OG0002097	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1	XP_969557.1
OG0002098	XP_015179070.1	XP_972070.1
OG0002099	XP_015172617.1	XP_015840771.1
OG0002100	XP_015177000.1	XP_008192294.1
OG0002101	XP_015184136.1	XP_015834925.1, XP_008192122.2
OG0002102	XP_015180552.1	XP_971608.1
OG0002103	XP_015174491.1	XP_968825.1
OG0002104	XP_015178280.1	XP_976358.1, XP_008193781.1
OG0002105	XP_015180372.1	XP_975598.1
OG0002106	XP_015176235.1, XP_015176236.1	NP_001164138.1, XP_008193600.1
OG0002107	XP_015184037.1, XP_015189870.1	XP_008195685.1
OG0002108	XP_015178117.1	XP_008198627.1
OG0002109	XP_015185231.1	XP_008196116.1
OG0002110	XP_015185703.1	XP_969156.2
OG0002111	XP_015176308.1	XP_008194431.1
OG0002113	XP_015183731.1	XP_015834959.1, XP_001816436.2
OG0002114	XP_015180999.1	XP_972858.1
OG0002115	XP_015179912.1, XP_015179913.1, XP_015179914.1	XP_968584.1
OG0002116	XP_015177480.1, XP_015177482.1	XP_008193891.1
OG0002117	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1	XP_008191876.1
OG0002118	XP_015173000.1, XP_015172991.1	XP_008190636.1
OG0002119	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1	XP_015834684.1
OG0002120	XP_015175722.1	XP_971372.1
OG0002121	XP_015185580.1	XP_008200135.1, XP_008200132.1
OG0002122	XP_015185272.1	XP_972559.1
OG0002123	XP_015188784.1	XP_015833440.1, XP_015833442.1, XP_015833441.1, XP_015833443.1
OG0002124	XP_015180438.1	XP_015838755.1
OG0002125	XP_015183960.1	XP_008201698.1, XP_008201697.1
OG0002126	XP_015172224.1	XP_015839290.1, XP_008197430.1, XP_008197429.1, XP_001810780.1
OG0002127	XP_015187006.1	XP_015836243.1, XP_015836245.1
OG0002128	XP_015184665.1	XP_001815774.1
OG0002129	XP_015181337.1	XP_015839592.1, XP_968654.1, XP_008198821.1
OG0002130	XP_015185366.1, XP_015185365.1	XP_972472.3
OG0002131	XP_015171198.1, XP_015171192.1	XP_008190518.1
OG0002132	XP_015186268.1	XP_015836435.1, XP_008194818.1, XP_015836436.1
OG0002134	XP_015174736.1	XP_008200830.1
OG0002136	XP_015188768.1, XP_015188767.1	XP_966441.1
OG0002137	XP_015177867.1	XP_008190943.1, XP_008190944.1
OG0002138	XP_015173339.1	XP_968086.1
OG0002139	XP_015173785.1	XP_966456.1
OG0002140	XP_015174668.1	XP_008198759.1
OG0002141	XP_015188670.1, XP_015188680.1	XP_008199721.1
OG0002142	XP_015179529.1, XP_015179530.1	XP_973309.2, XP_008197132.1
OG0002143	XP_015174670.1	NP_001280537.1, XP_973636.1
OG0002144	XP_015183914.1	NP_001107809.1, NP_001107764.1, XP_015840082.1, NP_001107808.1
OG0002145	XP_015187997.1	XP_001811305.1
OG0002146	XP_015191389.1	XP_015838767.1
OG0002147	XP_015190908.1, XP_015190906.1, XP_015190907.1	XP_970558.1
OG0002148	XP_015182137.1	XP_008192249.1
OG0002149	XP_015178309.1	XP_015838724.1
OG0002150	XP_015183760.1	XP_008200255.1, XP_001806913.1
OG0002151	XP_015183028.1	XP_001812763.1
OG0002152	XP_015173302.1, XP_015173303.1	XP_015838366.1, XP_968078.1, XP_008197189.1
OG0002153	XP_015174121.1	XP_008201208.1
OG0002155	XP_015174195.1	XP_015832895.1
OG0002156	XP_015190010.1	XP_008201052.1
OG0002157	XP_015190456.1	XP_015840099.1
OG0002158	XP_015174029.1	XP_970676.1, XP_008191922.2
OG0002159	XP_015171334.1	XP_008197592.1
OG0002160	XP_015191435.1	XP_015836742.1, XP_008199830.1, XP_008199829.1
OG0002161	XP_015178291.1	XP_969001.1
OG0002163	XP_015180901.1, XP_015180900.1	XP_015838284.1
OG0002164	XP_015185447.1	XP_015838497.1, XP_008197410.1
OG0002165	XP_015185989.1, XP_015185990.1	XP_975588.2
OG0002166	XP_015179018.1, XP_015179022.1	XP_970024.1
OG0002167	XP_015182466.1	XP_972438.1
OG0002168	XP_015184038.1	XP_008191800.1, XP_970907.1
OG0002169	XP_015187786.1	XP_972079.2, XP_008195141.1, XP_008195142.1
OG0002170	XP_015176567.1	XP_974763.2
OG0002171	XP_015179242.1	XP_015839451.1
OG0002172	XP_015182247.1	XP_973695.2
OG0002173	XP_015189626.1, XP_015189290.1	NP_001164113.1, XP_008200010.1
OG0002175	XP_015187428.1	XP_008195835.1
OG0002177	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1	XP_008201509.1
OG0002178	XP_015180709.1, XP_015180693.1	XP_015835920.1
OG0002179	XP_015179780.1	XP_008191502.1
OG0002180	XP_015179100.1	XP_001811865.1
OG0002181	XP_015181856.1	XP_008198092.1, XP_008198093.1, XP_015839034.1
OG0002182	XP_015181502.1	XP_015835011.1
OG0002183	XP_015185248.1	XP_008197314.1
OG0002184	XP_015171861.1	XP_974130.1
OG0002185	XP_015177014.1	XP_008197256.1
OG0002186	XP_015182002.1	XP_015833012.1
OG0002187	XP_015173549.1	XP_008200208.1
OG0002188	XP_015176708.1, XP_015176709.1	XP_008191506.1
OG0002189	XP_015190544.1	XP_008201506.1
OG0002190	XP_015188931.1, XP_015188934.1, XP_015188933.1	XP_015835446.1, XP_015835580.1
OG0002191	XP_015181911.1	XP_008198268.1
OG0002192	XP_015184833.1, XP_015184841.1	XP_008199357.1
OG0002193	XP_015186912.1	XP_015838056.1
OG0002194	XP_015172527.1	XP_008199781.1
OG0002195	XP_015187595.1	XP_973390.1
OG0002196	XP_015189631.1	XP_972723.3, XP_008196768.1
OG0002197	XP_015176510.1	XP_015838679.1
OG0002198	XP_015191620.1	XP_015833509.1
OG0002199	XP_015182151.1	XP_008201373.1, XP_015840781.1
OG0002201	XP_015185517.1	XP_008194975.1
OG0002202	XP_015180405.1	XP_015837000.1
OG0002203	XP_015190845.1	XP_973670.1
OG0002204	XP_015178148.1, XP_015178149.1	XP_971803.1
OG0002205	XP_015183657.1	XP_008199897.1, XP_008198594.1
OG0002206	XP_015183516.1	XP_008191467.1, XP_969470.1
OG0002208	XP_015183524.1, XP_015183523.1	XP_008200554.2
OG0002209	XP_015175221.1	NP_001153726.1
OG0002211	XP_015183748.1	XP_015836270.1
OG0002212	XP_015180028.1, XP_015180027.1, XP_015180029.1	XP_008199329.1
OG0002213	XP_015191834.1	XP_971951.1
OG0002214	XP_015181988.1	XP_970794.2
OG0002215	XP_015176530.1	XP_015835158.1
OG0002217	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1	XP_008198836.1
OG0002218	XP_015181050.1	XP_015837886.1
OG0002219	XP_015182796.1	XP_974102.1
OG0002220	XP_015184556.1, XP_015184557.1, XP_015184558.1	XP_008199405.1
OG0002222	XP_015175356.1, XP_015175359.1	XP_015833754.1
OG0002223	XP_015182481.1	XP_015836536.1
OG0002224	XP_015186484.1, XP_015186485.1	XP_008196760.1
OG0002225	XP_015181139.1, XP_015181140.1, XP_015181141.1	XP_015838859.1, XP_015840257.1
OG0002226	XP_015185768.1	XP_972131.1
OG0002228	XP_015175392.1, XP_015175384.1, XP_015175369.1, XP_015175358.1, XP_015175377.1	XP_008197444.1
OG0002230	XP_015184052.1	XP_008190623.1
OG0002236	XP_015172513.1	XP_008197075.1, XP_970537.1
OG0002237	XP_015187597.1	NP_001164282.1, XP_015832950.1
OG0002238	XP_015184748.1	XP_968519.1
OG0002239	XP_015191218.1	XP_971357.1
OG0002240	XP_015183518.1	XP_966421.1
OG0002241	XP_015179386.1	XP_972048.1
OG0002242	XP_015183167.1	XP_008192955.1, XP_969701.1
OG0002243	XP_015184634.1	XP_967974.1
OG0002244	XP_015180869.1	XP_971838.1, XP_015838431.1
OG0002245	XP_015179137.1	XP_001812325.1
OG0002246	XP_015181161.1, XP_015181162.1	XP_966594.1, XP_975913.1
OG0002247	XP_015180837.1	XP_975222.3
OG0002249	XP_015185186.1, XP_015185187.1, XP_015185188.1	XP_974116.1
OG0002250	XP_015171186.1, XP_015171187.1	XP_971814.1
OG0002251	XP_015185108.1	XP_967412.1
OG0002252	XP_015180365.1	XP_974038.1
OG0002253	XP_015174758.1	XP_973581.1
OG0002254	XP_015176317.1	XP_969563.1
OG0002255	XP_015186275.1, XP_015186266.1	XP_008198473.1
OG0002256	XP_015185670.1, XP_015185669.1	XP_008191874.1
OG0002257	XP_015187906.1	XP_973882.1
OG0002258	XP_015185757.1	XP_968242.1
OG0002259	XP_015175262.1	XP_967086.2
OG0002260	XP_015183502.1, XP_015183503.1	XP_969730.1
OG0002261	XP_015188367.1	XP_974528.1
OG0002262	XP_015183389.1	XP_967840.1, XP_008197054.1
OG0002263	XP_015184173.1	XP_970227.1
OG0002264	XP_015187738.1	XP_008191383.2
OG0002265	XP_015175966.1	XP_008201665.1, XP_967271.1
OG0002266	XP_015189480.1	XP_008193227.1
OG0002267	XP_015179038.1, XP_015179037.1	XP_008200946.1
OG0002268	XP_015172008.1	XP_975031.1
OG0002269	XP_015191049.1	XP_008190883.1
OG0002270	XP_015179197.1	XP_008200385.1
OG0002271	XP_015173077.1	XP_015836947.1
OG0002272	XP_015176811.1	XP_974713.1
OG0002273	XP_015185679.1	XP_969194.1
OG0002274	XP_015175987.1	XP_008197123.1
OG0002275	XP_015182261.1	XP_973661.1
OG0002276	XP_015172430.1, XP_015172431.1	NP_001161918.1, XP_008195708.1
OG0002277	XP_015171406.1, XP_015171407.1	XP_971937.1
OG0002278	XP_015178481.1	XP_008199297.1
OG0002279	XP_015172483.1	XP_015838083.1
OG0002280	XP_015176737.1	XP_972334.2
OG0002281	XP_015182321.1, XP_015182322.1	XP_008196723.1
OG0002283	XP_015179490.1	XP_008190746.1
OG0002284	XP_015180711.1, XP_015180716.1	XP_972506.1
OG0002285	XP_015176973.1	XP_971080.1
OG0002286	XP_015176687.1	XP_008191066.1
OG0002287	XP_015185160.1, XP_015185157.1, XP_015185156.1, XP_015185159.1, XP_015185158.1	XP_008192968.1
OG0002288	XP_015187557.1	XP_008197422.1
OG0002289	XP_015190950.1	XP_970826.2
OG0002290	XP_015181208.1	XP_008190985.1, XP_008190986.1, XP_975085.2
OG0002292	XP_015174775.1	XP_969342.2
OG0002293	XP_015187728.1, XP_015187727.1	XP_967537.1, XP_015836348.1
OG0002294	XP_015181967.1, XP_015181956.1	XP_015834887.1, XP_008192123.1
OG0002295	XP_015178569.1, XP_015178573.1	XP_008198978.1
OG0002296	XP_015191152.1	XP_015834948.1
OG0002298	XP_015182702.1, XP_015182703.1, XP_015182704.1	XP_970789.1
OG0002299	XP_015175855.1	XP_008200296.1
OG0002300	XP_015174636.1	XP_001814833.1
OG0002301	XP_015191840.1	XP_008191709.1
OG0002302	XP_015175199.1	NP_001158260.1, XP_015840354.1
OG0002303	XP_015188150.1, XP_015188199.1, XP_015188198.1	XP_967737.2
OG0002304	XP_015171860.1, XP_015171859.1	XP_975339.3
OG0002305	XP_015172793.1	XP_008196864.1, XP_015838231.1
OG0002307	XP_015182101.1	XP_970027.1
OG0002308	XP_015183124.1	XP_974280.1, XP_015836416.1
OG0002309	XP_015183048.1	XP_008196695.1
OG0002310	XP_015181454.1	XP_008196183.1, XP_973205.1
OG0002311	XP_015171558.1	XP_015833535.1, XP_972519.1
OG0002312	XP_015177802.1	XP_973296.1
OG0002313	XP_015184853.1	XP_968860.2
OG0002314	XP_015178563.1	XP_001809235.1
OG0002315	XP_015190993.1	XP_008197275.1
OG0002316	XP_015176383.1	XP_008196455.1, XP_972942.1
OG0002317	XP_015182698.1	XP_969671.1
OG0002318	XP_015183467.1, XP_015183469.1, XP_015183468.1, XP_015183465.1, XP_015183464.1, XP_015183463.1	XP_973509.2
OG0002319	XP_015180000.1	NP_001164362.1
OG0002320	XP_015176370.1	XP_967662.3
OG0002321	XP_015182452.1, XP_015182453.1, XP_015182454.1, XP_015182455.1, XP_015182451.1	XP_008201621.1
OG0002322	XP_015185947.1	XP_015836185.1
OG0002323	XP_015173681.1	XP_008197083.1
OG0002324	XP_015182382.1, XP_015182384.1	XP_001808029.1
OG0002325	XP_015188627.1, XP_015188625.1	XP_967859.1
OG0002326	XP_015176946.1	XP_015834953.1, XP_008192301.1
OG0002327	XP_015187524.1	XP_972123.2
OG0002328	XP_015173209.1, XP_015173206.1, XP_015173207.1	XP_015836614.1, XP_008194996.1, XP_967672.1
OG0002329	XP_015190466.1, XP_015190467.1	XP_015840653.1
OG0002330	XP_015174206.1	XP_967966.1
OG0002331	XP_015179744.1	XP_008200131.2
OG0002332	XP_015186480.1	XP_967090.1
OG0002333	XP_015174697.1	XP_008198827.2
OG0002334	XP_015171055.1	XP_015835897.1
OG0002335	XP_015180723.1, XP_015180724.1	XP_008198626.1
OG0002336	XP_015172367.1	XP_975546.1
OG0002337	XP_015177510.1	XP_969504.1
OG0002338	XP_015185706.1	XP_001813875.2
OG0002339	XP_015178783.1, XP_015178781.1, XP_015178782.1, XP_015178780.1	XP_008190462.1
OG0002340	XP_015180182.1	XP_008197613.1
OG0002341	XP_015174112.1	XP_015835598.1, XP_968891.1, XP_008193220.1, XP_008193222.1
OG0002342	XP_015175645.1, XP_015175644.1	XP_972080.1
OG0002343	XP_015185846.1, XP_015185847.1, XP_015185848.1	XP_967782.1
OG0002344	XP_015186324.1	XP_971775.1
OG0002345	XP_015182832.1	XP_972001.1
OG0002346	XP_015171897.1	XP_015838249.1, XP_008196956.1
OG0002347	XP_015186067.1, XP_015186064.1	XP_008200146.1
OG0002348	XP_015187182.1, XP_015187191.1	XP_966822.1, XP_008195261.1
OG0002349	XP_015177725.1	XP_966637.1
OG0002350	XP_015191711.1, XP_015191722.1	XP_015836920.1
OG0002351	XP_015175067.1	XP_971589.2
OG0002352	XP_015178231.1	XP_969659.3
OG0002353	XP_015186502.1	XP_008196841.1, XP_008196839.1
OG0002354	XP_015179384.1, XP_015179385.1	XP_971068.1
OG0002355	XP_015180516.1	XP_008191760.1
OG0002356	XP_015188818.1	XP_975713.2
OG0002358	XP_015182390.1	XP_008196698.1
OG0002359	XP_015188135.1, XP_015188144.1, XP_015188126.1	XP_008192856.1
OG0002360	XP_015177361.1	XP_966829.1
OG0002361	XP_015175259.1	XP_974015.1
OG0002362	XP_015177244.1, XP_015177240.1, XP_015177241.1, XP_015177242.1, XP_015177243.1	XP_971573.2
OG0002363	XP_015190182.1	XP_966821.1, XP_008195078.1
OG0002364	XP_015181345.1	XP_008201054.1
OG0002365	XP_015172750.1	XP_973998.2
OG0002366	XP_015173845.1	XP_968119.1
OG0002367	XP_015179768.1	XP_008195166.1, XP_008195165.1, XP_008195167.1, XP_976404.1
OG0002368	XP_015175641.1	XP_008193461.1, XP_008193460.1
OG0002369	XP_015188821.1, XP_015188822.1, XP_015188823.1	XP_015833134.1
OG0002370	XP_015176508.1, XP_015176509.1	XP_968113.1
OG0002371	XP_015183441.1, XP_015183439.1, XP_015183440.1	XP_969681.1
OG0002372	XP_015179843.1, XP_015179839.1, XP_015179842.1	XP_008201647.1, XP_008201523.1, XP_969172.2
OG0002373	XP_015186581.1	XP_975581.3
OG0002374	XP_015178322.1, XP_015178320.1	XP_008195277.1
OG0002375	XP_015175755.1	XP_008196036.1
OG0002376	XP_015183195.1	XP_974620.1
OG0002377	XP_015188526.1, XP_015188523.1	XP_008201636.1
OG0002378	XP_015183268.1, XP_015189894.1	XP_015836866.1
OG0002379	XP_015171867.1	NP_001164128.1
