Orthogroup	Polistes_dominula	Anopheles_gambiae
OG0001693	XP_015172583.1, XP_015172582.1	XP_309509.4
OG0001694	XP_015180898.1, XP_015180899.1	XP_317241.4
OG0001695	XP_015178111.1	XP_311525.1, XP_311053.3
OG0001696	XP_015182100.1, XP_015182092.1	XP_310413.7
OG0001697	XP_015184921.1	XP_003437059.1, XP_311206.3
OG0001699	XP_015191510.1	XP_322003.5
OG0001700	XP_015184942.1	XP_312660.5
OG0001701	XP_015181941.1	XP_317858.4
OG0001702	XP_015179413.1, XP_015179414.1	XP_312777.5, XP_003436390.1
OG0001703	XP_015184472.1	XP_003436874.1, XP_003436875.1, XP_315198.5
OG0001704	XP_015178919.1	XP_308365.4, XP_001687908.1
OG0001706	XP_015186456.1	XP_320092.4
OG0001707	XP_015185946.1	XP_311912.3
OG0001708	XP_015174840.1, XP_015174838.1, XP_015174843.1, XP_015174844.1, XP_015174841.1, XP_015174842.1, XP_015174839.1, XP_015174845.1	XP_309293.4
OG0001709	XP_015171892.1, XP_015171880.1	XP_001230626.3, XP_003436693.1
OG0001711	XP_015179743.1	XP_317208.4
OG0001712	XP_015186849.1, XP_015186847.1	XP_320207.4
OG0001713	XP_015184183.1	XP_318067.4
OG0001714	XP_015173979.1, XP_015173977.1	XP_307259.4
OG0001715	XP_015179856.1, XP_015179857.1, XP_015179855.1, XP_015179854.1	XP_318881.4
OG0001716	XP_015181525.1, XP_015181527.1, XP_015181532.1, XP_015181530.1, XP_015181531.1, XP_015181528.1, XP_015181529.1	XP_003435836.1, XP_551386.4, XP_003435835.1, XP_003435838.1, XP_003435837.1
OG0001717	XP_015172875.1	XP_321495.3
OG0001718	XP_015186676.1, XP_015186675.1, XP_015186674.1	XP_556198.1, XP_315559.4
OG0001719	XP_015189225.1, XP_015189226.1	XP_310666.5, XP_003436992.1
OG0001720	XP_015187771.1	XP_309530.2
OG0001722	XP_015183513.1	XP_003435814.1, XP_321755.3
OG0001723	XP_015179054.1	XP_319532.3, XP_321724.3, XP_003435819.1, XP_001231183.1, XP_319537.3
OG0001724	XP_015175280.1, XP_015175279.1	XP_315996.3
OG0001725	XP_015182838.1	XP_312990.5
OG0001726	XP_015183554.1	XP_310802.4, XP_003436968.1, XP_003436967.1
OG0001727	XP_015175104.1	XP_318889.3
OG0001728	XP_015190161.1	XP_555522.3
OG0001729	XP_015187677.1, XP_015187674.1, XP_015187673.1, XP_015187676.1, XP_015187675.1	XP_001688020.1, XP_001237109.2, XP_565017.3, XP_001688022.1
OG0001730	XP_015186424.1	XP_321872.5
OG0001731	XP_015186461.1, XP_015186460.1	XP_320608.2
OG0001732	XP_015179252.1, XP_015179256.1	XP_316858.4
OG0001733	XP_015181621.1	XP_555086.4, XP_317088.3
OG0001734	XP_015174635.1, XP_015174634.1	XP_316946.4
OG0001735	XP_015188127.1	XP_321102.4, XP_310440.5
OG0001736	XP_015181565.1	XP_317071.4, XP_317075.4
OG0001737	XP_015187076.1	XP_003437186.1
OG0001738	XP_015174058.1	XP_317066.4, XP_001689128.1
OG0001739	XP_015178550.1	XP_315836.2
OG0001740	XP_015188917.1, XP_015188913.1	XP_309567.4
OG0001742	XP_015178632.1, XP_015178629.1, XP_015178628.1	XP_321539.2, XP_321540.2
OG0001743	XP_015172123.1	XP_310826.2
OG0001744	XP_015176642.1	XP_310145.3, XP_310146.3
OG0001745	XP_015181631.1, XP_015181632.1	XP_312589.3
OG0001746	XP_015177893.1	XP_320924.5
OG0001747	XP_015189491.1, XP_015189492.1	XP_551639.3
OG0001748	XP_015187137.1	XP_310266.7
OG0001749	XP_015176030.1	XP_319450.4
OG0001750	XP_015171096.1, XP_015171107.1, XP_015171086.1	XP_312178.3
OG0001751	XP_015178965.1	XP_554779.3
OG0001752	XP_015190353.1, XP_015190354.1	XP_309607.4, XP_316957.4, XP_317360.4
OG0001753	XP_015172267.1	XP_312783.5
OG0001754	XP_015179044.1	XP_001688280.2
OG0001755	XP_015181109.1	XP_318553.4, XP_318543.4
OG0001756	XP_015178162.1	XP_311210.4
OG0001757	XP_015180560.1, XP_015180559.1	XP_320394.4, XP_320893.4, XP_001237083.2
OG0001758	XP_015178263.1	XP_313840.4
OG0001759	XP_015184280.1	XP_308109.5
OG0001760	XP_015188230.1	XP_310291.7
OG0001761	XP_015180608.1, XP_015180607.1	XP_314747.4
OG0001762	XP_015182502.1	XP_556818.3
OG0001763	XP_015183777.1, XP_015183776.1	XP_565619.1
OG0001764	XP_015171787.1	XP_321236.5
OG0001765	XP_015186387.1	XP_001231186.2
OG0001766	XP_015181567.1	XP_315826.4, XP_001688731.1, XP_001688732.1, XP_001688733.2
OG0001768	XP_015179106.1	XP_001230640.2
OG0001769	XP_015183571.1	XP_320186.4
OG0001775	XP_015190417.1	XP_001689282.1
OG0001776	XP_015182852.1, XP_015182851.1, XP_015182850.1	XP_560736.1, XP_311363.2, XP_307325.4
OG0001777	XP_015182894.1	XP_311275.2
OG0001778	XP_015184509.1, XP_015184510.1	XP_003437154.1, XP_560169.2, XP_312560.3
OG0001779	XP_015190052.1	XP_308598.4, XP_001688027.1
OG0001780	XP_015172198.1	XP_314488.4
OG0001781	XP_015181541.1	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1
OG0001782	XP_015182964.1	XP_315090.2
OG0001783	XP_015177531.1	XP_308171.3
OG0001784	XP_015191381.1, XP_015191380.1	XP_309682.2
OG0001785	XP_015183238.1	XP_312844.5, XP_003436412.1
OG0001786	XP_015181662.1	XP_320389.2
OG0001787	XP_015189726.1, XP_015189724.1, XP_015189725.1	XP_313766.4
OG0001789	XP_015172016.1	XP_316740.1
OG0001790	XP_015173377.1	XP_003436834.1, XP_313819.4
OG0001791	XP_015190967.1	XP_313615.4
OG0001792	XP_015173089.1	XP_317364.3
OG0001793	XP_015181906.1, XP_015181905.1	XP_317244.3
OG0001794	XP_015172744.1, XP_015172746.1	XP_317897.4
OG0001796	XP_015181575.1	XP_320948.2
OG0001797	XP_015174317.1, XP_015174316.1, XP_015174318.1	XP_320213.4
OG0001799	XP_015181058.1	XP_317542.4
OG0001800	XP_015182626.1	XP_322025.4
OG0001801	XP_015189112.1	XP_003437184.1, XP_309240.5
OG0001802	XP_015184099.1	XP_311303.4
OG0001803	XP_015173684.1	XP_319394.3
OG0001804	XP_015172505.1	XP_309016.3
OG0001805	XP_015183215.1	XP_001230802.2, XP_311500.4
OG0001806	XP_015172073.1	XP_001237938.1
OG0001807	XP_015175022.1	XP_001688881.1
OG0001808	XP_015178818.1, XP_015178817.1	XP_321112.5
OG0001809	XP_015191458.1	XP_310183.4
OG0001810	XP_015187768.1	XP_311361.4
OG0001811	XP_015179133.1, XP_015179132.1	XP_320972.5
OG0001812	XP_015184446.1	XP_307843.4
OG0001813	XP_015176884.1, XP_015176882.1	XP_318213.4
OG0001814	XP_015189098.1	XP_316569.3
OG0001815	XP_015187920.1	XP_309558.3
OG0001816	XP_015182630.1	XP_320770.4
OG0001818	XP_015172030.1	XP_310323.5
OG0001820	XP_015191623.1, XP_015191616.1	XP_307539.4, XP_311694.5
OG0001821	XP_015181495.1, XP_015181492.1	XP_321552.2
OG0001822	XP_015171073.1	XP_318935.4
OG0001823	XP_015176859.1	XP_319031.4
OG0001824	XP_015189023.1	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1
OG0001825	XP_015185295.1, XP_015185294.1	XP_309761.4
OG0001826	XP_015177308.1	XP_316335.3
OG0001827	XP_015182624.1, XP_015182623.1, XP_015182625.1	XP_312964.5
OG0001828	XP_015174436.1	XP_319800.4
OG0001829	XP_015178827.1	XP_320391.3
OG0001830	XP_015178071.1	XP_321851.5
OG0001831	XP_015174645.1, XP_015174646.1, XP_015174647.1	XP_311880.3
OG0001832	XP_015181212.1	XP_312521.5
OG0001833	XP_015181683.1	XP_315521.4
OG0001834	XP_015182779.1	XP_319184.4
OG0001835	XP_015183122.1	XP_314022.4, XP_558527.3
OG0001836	XP_015180630.1, XP_015180614.1	XP_003437135.1, XP_560130.4
OG0001837	XP_015189164.1	XP_321014.5
OG0001838	XP_015180604.1, XP_015180605.1	XP_321088.3
OG0001839	XP_015174931.1	XP_003436136.1, XP_312480.4
OG0001840	XP_015178155.1	XP_318482.1
OG0001841	XP_015184784.1, XP_015184800.1, XP_015184809.1, XP_015184791.1	XP_001688202.2, XP_311414.4
OG0001843	XP_015189252.1	XP_307776.4
OG0001844	XP_015186283.1, XP_015186282.1	XP_312568.5
OG0001845	XP_015171481.1, XP_015171482.1, XP_015171479.1, XP_015171480.1, XP_015171483.1	XP_319417.2
OG0001846	XP_015179950.1	XP_001688620.2
OG0001847	XP_015177683.1	XP_310788.4
OG0001848	XP_015171583.1	XP_308873.2
OG0001850	XP_015191839.1, XP_015191837.1	XP_319034.3
OG0001851	XP_015184861.1	XP_317298.4
OG0001852	XP_015177102.1	XP_310775.5
OG0001853	XP_015179541.1	XP_319487.4
OG0001854	XP_015186318.1	XP_309469.4
OG0001855	XP_015188895.1	XP_307994.5, XP_003436054.1
OG0001856	XP_015172642.1	XP_313353.5
OG0001859	XP_015177708.1	XP_001238249.2
OG0001860	XP_015175115.1, XP_015175116.1, XP_015175118.1, XP_015175117.1	XP_320308.4
OG0001861	XP_015183897.1	XP_321709.4
OG0001862	XP_015176316.1	XP_003435833.1, XP_003435834.1, XP_321690.5
OG0001863	XP_015189022.1	XP_309095.4
OG0001864	XP_015191388.1	XP_317269.4
OG0001865	XP_015177898.1, XP_015177903.1	XP_319334.2
OG0001866	XP_015179699.1	XP_315330.3
OG0001867	XP_015173866.1	XP_312464.4
OG0001868	XP_015182245.1	XP_003436044.1, XP_308030.5
OG0001869	XP_015184920.1	XP_318045.3
OG0001870	XP_015188975.1	XP_313568.2
OG0001871	XP_015184971.1	XP_312619.4
OG0001872	XP_015185508.1	XP_312232.5, XP_003436213.1
OG0001873	XP_015176909.1, XP_015176900.1, XP_015176926.1, XP_015176918.1	XP_321783.5
OG0001875	XP_015180928.1	XP_311329.5
OG0001876	XP_015185316.1	XP_321464.5
OG0001877	XP_015179522.1, XP_015179520.1	XP_319571.4
OG0001878	XP_015171151.1	XP_311975.4, XP_320738.4
OG0001879	XP_015171396.1, XP_015171398.1, XP_015171397.1, XP_015171399.1	XP_317011.3
OG0001880	XP_015172835.1	XP_003436040.1, XP_308045.4
OG0001882	XP_015184076.1	XP_311133.5
OG0001883	XP_015184878.1	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3
OG0001884	XP_015176448.1	XP_001689191.1
OG0001885	XP_015173241.1	XP_313002.4
OG0001886	XP_015179758.1, XP_015179757.1, XP_015179756.1	XP_309838.4
OG0001887	XP_015175304.1	XP_317002.4, XP_553715.3
OG0001888	XP_015172515.1	XP_317311.2
OG0001889	XP_015183494.1	XP_307262.4
OG0001890	XP_015173409.1	XP_316301.2
OG0001891	XP_015178248.1	XP_320814.4
OG0001892	XP_015176599.1	XP_309357.2
OG0001893	XP_015178509.1	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1
OG0001894	XP_015184100.1	XP_001688928.1, XP_316628.4
OG0001895	XP_015172424.1, XP_015172410.1	XP_308248.4
OG0001896	XP_015188572.1	XP_307242.4, XP_319188.4
OG0001897	XP_015184071.1, XP_015184072.1	XP_313366.5
OG0001898	XP_015190841.1	XP_321435.4
OG0001899	XP_015186838.1, XP_015186837.1, XP_015186839.1, XP_015186840.1	XP_308974.4
OG0001900	XP_015172465.1	XP_316978.4
OG0001901	XP_015183753.1	XP_306805.2, XP_309655.5
OG0001902	XP_015191182.1	XP_003436023.1, XP_550721.4
OG0001903	XP_015181389.1	XP_001687821.1
OG0001904	XP_015184523.1	XP_003436984.1, XP_312286.5
OG0001905	XP_015185923.1	XP_562663.4
OG0001908	XP_015186132.1, XP_015186130.1, XP_015186129.1	XP_001237469.3
OG0001909	XP_015177471.1	XP_316909.4
OG0001910	XP_015171741.1	XP_001688999.1
OG0001912	XP_015175178.1	XP_318591.3
OG0001913	XP_015175176.1, XP_015175174.1	XP_312163.5
OG0001914	XP_015187657.1, XP_015187658.1, XP_015187649.1	XP_556085.3
OG0001915	XP_015191657.1, XP_015191659.1	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1
OG0001916	XP_015173586.1	XP_308004.3
OG0001917	XP_015186077.1, XP_015186078.1, XP_015186080.1	XP_564245.2
OG0001919	XP_015181481.1	XP_317505.2, XP_001237937.1
OG0001921	XP_015184705.1	XP_320502.4
OG0001922	XP_015181655.1	XP_319376.3
OG0001923	XP_015173943.1	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1
OG0001924	XP_015182396.1, XP_015182393.1	XP_314937.4
OG0001925	XP_015188258.1	XP_321757.5
OG0001926	XP_015177247.1, XP_015177246.1	XP_318244.2
OG0001927	XP_015173319.1	XP_317044.4
OG0001928	XP_015174352.1	XP_315547.4
OG0001929	XP_015188549.1	XP_317454.4
OG0001930	XP_015186481.1	XP_321897.3
OG0001931	XP_015188196.1	XP_311435.4
OG0001933	XP_015187502.1	XP_307887.5
OG0001934	XP_015178211.1, XP_015178161.1	XP_311532.4
OG0001936	XP_015177238.1	XP_318100.4
OG0001937	XP_015185094.1	XP_001689103.1, XP_554647.3, XP_318122.4
OG0001938	XP_015179969.1	XP_558769.4
OG0001939	XP_015175414.1	XP_552338.3
OG0001941	XP_015175093.1, XP_015175086.1	XP_319987.4
OG0001942	XP_015173382.1	XP_317665.3
OG0001943	XP_015184456.1, XP_015184455.1	XP_003436473.1, XP_557438.4, XP_003436880.1
OG0001944	XP_015184304.1	XP_312420.3
OG0001945	XP_015173926.1, XP_015173928.1	XP_003436058.1, XP_003436059.1, XP_565625.4
OG0001946	XP_015178438.1	XP_317472.4
OG0001947	XP_015185978.1	XP_001688716.1, XP_315727.4
OG0001950	XP_015189119.1, XP_015189118.1	XP_315751.4
OG0001951	XP_015171087.1	XP_566154.4, XP_003436945.1, XP_003436946.1
OG0001952	XP_015187849.1	XP_001688471.1, XP_313906.4
OG0001953	XP_015189355.1	XP_313932.4
OG0001954	XP_015178926.1	XP_321431.4
OG0001956	XP_015177852.1	XP_311418.4
OG0001957	XP_015176367.1	XP_001238250.1
OG0001959	XP_015183053.1, XP_015183227.1	XP_321366.4, XP_321367.3
OG0001960	XP_015191311.1	XP_311552.4, XP_557151.3
OG0001961	XP_015176951.1	XP_320824.4
OG0001963	XP_015178671.1	XP_001689287.1
OG0001964	XP_015185506.1	XP_312847.5
OG0001965	XP_015188667.1, XP_015188707.1	XP_317861.4
OG0001966	XP_015179595.1	XP_001688506.1
OG0001967	XP_015190634.1, XP_015190635.1, XP_015190632.1	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2
OG0001968	XP_015180922.1	XP_562672.3
OG0001969	XP_015172127.1	XP_311170.4
OG0001971	XP_015187399.1	XP_001237912.2
OG0001973	XP_015171108.1, XP_015171109.1	XP_311464.4
OG0001974	XP_015174716.1	XP_311480.4
OG0001975	XP_015190920.1	XP_320440.4
OG0001976	XP_015186881.1, XP_015186879.1, XP_015186880.1	XP_311164.5
OG0001977	XP_015178741.1	XP_313368.5
OG0001987	XP_015184561.1	XP_311198.2, XP_003437054.1
OG0001988	XP_015171751.1	XP_320295.4
OG0001989	XP_015191507.1	XP_318823.2, XP_312874.2
OG0001990	XP_015172109.1	XP_313570.3
OG0001991	XP_015182325.1	XP_001237311.3
OG0001992	XP_015182726.1	XP_320931.5
OG0001993	XP_015189999.1	XP_308577.2
OG0001994	XP_015174737.1	XP_312541.3
OG0001996	XP_015191471.1	XP_313220.4
OG0001997	XP_015176362.1	XP_312608.5, XP_003436094.1, XP_313590.2
OG0001998	XP_015171608.1	XP_311821.3, XP_003436372.1
OG0001999	XP_015189100.1	XP_313593.3, XP_003436785.1
OG0002000	XP_015175539.1, XP_015175540.1, XP_015175541.1	XP_001237600.2
OG0002001	XP_015171295.1, XP_015171286.1	XP_315690.3
OG0002002	XP_015189974.1, XP_015189923.1	XP_314684.3
OG0002003	XP_015191312.1	XP_319151.4
OG0002004	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1	XP_312664.3
OG0002005	XP_015191528.1	XP_308337.2
OG0002006	XP_015171621.1	XP_320203.4
OG0002007	XP_015175387.1	XP_315539.4
OG0002009	XP_015171301.1, XP_015171300.1	XP_309809.3
OG0002010	XP_015186184.1	XP_001237747.2
OG0002011	XP_015173491.1, XP_015173490.1, XP_015173489.1	XP_316229.4
OG0002012	XP_015183509.1	XP_317892.4
OG0002013	XP_015185440.1, XP_015185439.1, XP_015185441.1	XP_308133.5
OG0002014	XP_015177048.1	XP_317430.4
OG0002015	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1	XP_317330.3
OG0002016	XP_015171523.1	XP_321554.1
OG0002018	XP_015175219.1	XP_313721.3
OG0002019	XP_015171673.1	XP_316694.4, XP_001688949.1, XP_001688948.1
OG0002020	XP_015182556.1	XP_313841.5, XP_003436836.1
OG0002021	XP_015175193.1	XP_319465.4
OG0002022	XP_015188995.1	XP_565083.3
OG0002023	XP_015181142.1	XP_310822.5
OG0002024	XP_015178190.1	XP_001237567.2
OG0002025	XP_015182776.1	XP_310557.3
OG0002026	XP_015175844.1	XP_309803.3
OG0002027	XP_015174092.1, XP_015174085.1	XP_316518.4
OG0002028	XP_015177836.1	XP_317970.5
OG0002029	XP_015184188.1, XP_015184187.1	XP_003437055.1, XP_003437056.1, XP_311201.5
OG0002031	XP_015187145.1, XP_015187142.1, XP_015187141.1, XP_015187140.1, XP_015187139.1, XP_015187143.1	XP_003436739.1, XP_313096.5, XP_003436587.1, XP_310264.7
OG0002032	XP_015179900.1, XP_015179899.1	XP_317803.3
OG0002033	XP_015175752.1	XP_309550.3
OG0002034	XP_015187701.1, XP_015187700.1	XP_003436757.1
OG0002036	XP_015188208.1, XP_015189027.1	XP_308782.4
OG0002037	XP_015175060.1, XP_015188620.1	XP_307993.5
OG0002038	XP_015189514.1	XP_311849.4
OG0002039	XP_015188408.1, XP_015187737.1	XP_001237805.2, XP_001688860.1
OG0002041	XP_015189240.1, XP_015189241.1	XP_315504.4
OG0002042	XP_015177555.1	XP_554712.3
OG0002043	XP_015171357.1	XP_321950.5
OG0002044	XP_015176363.1	XP_321470.3
OG0002045	XP_015181595.1	XP_317480.2
OG0002046	XP_015179759.1	XP_001237906.2
OG0002047	XP_015191191.1	XP_321707.4
OG0002048	XP_015174213.1, XP_015174207.1	XP_321719.5
OG0002049	XP_015176996.1	XP_308112.4
OG0002050	XP_015176017.1	XP_308621.4
OG0002051	XP_015175468.1	XP_314258.4
OG0002052	XP_015171588.1	XP_308449.4
OG0002053	XP_015175420.1, XP_015175419.1	XP_318560.4
OG0002055	XP_015177844.1	XP_001688950.1
OG0002056	XP_015181642.1	XP_001688309.2
OG0002057	XP_015189472.1	XP_317676.4
OG0002058	XP_015173891.1	XP_559859.2, XP_559860.3, XP_310052.4, XP_310051.2, XP_310050.3
OG0002059	XP_015185576.1	XP_315936.4
OG0002060	XP_015186333.1, XP_015186336.1	XP_318175.4
OG0002061	XP_015173836.1	XP_314708.4
OG0002062	XP_015189037.1, XP_015189036.1, XP_015189035.1	XP_556050.3
OG0002063	XP_015174763.1	XP_321610.3
OG0002064	XP_015188742.1	XP_308813.4
OG0002065	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1	XP_001237297.2
OG0002066	XP_015179153.1	XP_313794.4
OG0002067	XP_015182815.1	XP_001688412.2, XP_312994.5
OG0002068	XP_015191343.1	XP_001689094.1, XP_318072.4
OG0002069	XP_015181184.1	XP_001231045.2
OG0002070	XP_015173165.1, XP_015173166.1, XP_015173167.1	XP_313822.4
OG0002071	XP_015178989.1	XP_314863.4
OG0002072	XP_015180591.1	XP_319942.4
OG0002073	XP_015183910.1	XP_319719.3
OG0002074	XP_015181258.1	XP_319526.5
OG0002075	XP_015171660.1	XP_003436320.1
OG0002076	XP_015187995.1	XP_310628.3
OG0002077	XP_015173566.1	XP_001688809.1
OG0002078	XP_015191241.1	XP_320005.4
OG0002079	XP_015191707.1	XP_316002.4
OG0002080	XP_015183112.1	XP_321669.3
OG0002081	XP_015173147.1	XP_318103.3
OG0002082	XP_015178037.1	XP_314465.4
OG0002083	XP_015186438.1	XP_316310.4
OG0002084	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1	XP_308209.4
OG0002085	XP_015182656.1, XP_015182655.1	XP_312904.3, XP_003436417.1
OG0002086	XP_015188119.1	XP_317429.4
OG0002087	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1	XP_307968.3
OG0002088	XP_015186423.1	XP_318048.4
OG0002089	XP_015172491.1	XP_316471.3
OG0002090	XP_015179015.1, XP_015179014.1	XP_555163.3
OG0002091	XP_015176656.1	XP_311401.4
OG0002092	XP_015185208.1	XP_308627.4, XP_320671.2
OG0002093	XP_015187945.1, XP_015187946.1	XP_315440.3
OG0002094	XP_015178846.1, XP_015178850.1	XP_315346.4, XP_001688639.1, XP_001688638.1
OG0002095	XP_015178723.1	XP_315884.3
OG0002096	XP_015184909.1	XP_311504.3
OG0002097	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1	XP_318214.4
OG0002098	XP_015179070.1	XP_319705.4
OG0002099	XP_015172617.1	XP_312981.5
OG0002100	XP_015177000.1	XP_311321.4
OG0002101	XP_015184136.1	XP_001687757.2
OG0002102	XP_015180552.1	XP_311046.4
OG0002103	XP_015174491.1	XP_315784.2
OG0002104	XP_015178280.1	XP_001688375.2
OG0002106	XP_015176235.1, XP_015176236.1	XP_309767.4
OG0002107	XP_015184037.1, XP_015189870.1	XP_552176.3
OG0002108	XP_015178117.1	XP_314584.4
OG0002109	XP_015185231.1	XP_317488.4
OG0002110	XP_015185703.1	XP_552825.2
OG0002111	XP_015176308.1	XP_565089.3
OG0002113	XP_015183731.1	XP_312496.4
OG0002114	XP_015180999.1	XP_321130.3
OG0002115	XP_015179912.1, XP_015179913.1, XP_015179914.1	XP_310531.5
OG0002116	XP_015177480.1, XP_015177482.1	XP_001237253.3, XP_307206.3
OG0002117	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1	XP_317624.2
OG0002119	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1	XP_003436955.1
OG0002120	XP_015175722.1	XP_319974.4
OG0002121	XP_015185580.1	XP_001688347.2, XP_311831.5
OG0002122	XP_015185272.1	XP_003436181.1, XP_312307.1
OG0002123	XP_015188784.1	XP_308093.2
OG0002124	XP_015180438.1	XP_312866.5
OG0002125	XP_015183960.1	XP_003437024.1
OG0002126	XP_015172224.1	XP_001688245.1, XP_320137.2
OG0002127	XP_015187006.1	XP_001688406.2
OG0002128	XP_015184665.1	XP_001689182.1, XP_554046.3
OG0002129	XP_015181337.1	XP_321647.3
OG0002130	XP_015185366.1, XP_015185365.1	XP_311428.3
OG0002131	XP_015171198.1, XP_015171192.1	XP_320082.4
OG0002132	XP_015186268.1	XP_315505.3
OG0002134	XP_015174736.1	XP_312543.3
OG0002136	XP_015188768.1, XP_015188767.1	XP_321353.3
OG0002137	XP_015177867.1	XP_319319.4, XP_317671.4
OG0002138	XP_015173339.1	XP_320305.3
OG0002139	XP_015173785.1	XP_312366.5
OG0002140	XP_015174668.1	XP_001688169.2
OG0002141	XP_015188670.1, XP_015188680.1	XP_317885.4
OG0002142	XP_015179529.1, XP_015179530.1	XP_307498.3, XP_307652.4
OG0002143	XP_015174670.1	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4
OG0002144	XP_015183914.1	XP_001688775.1, XP_316070.4, XP_316071.4
OG0002145	XP_015187997.1	XP_317618.4
OG0002146	XP_015191389.1	XP_558090.3
OG0002147	XP_015190908.1, XP_015190906.1, XP_015190907.1	XP_552208.3
OG0002148	XP_015182137.1	XP_319521.5
OG0002149	XP_015178309.1	XP_320386.4
OG0002150	XP_015183760.1	XP_319190.4
OG0002151	XP_015183028.1	XP_314261.5, XP_317218.3
OG0002152	XP_015173302.1, XP_015173303.1	XP_320850.3
OG0002153	XP_015174121.1	XP_316803.5, XP_315069.4, XP_315070.4
OG0002154	XP_015180065.1	XP_311202.5
OG0002155	XP_015174195.1	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1
OG0002156	XP_015190010.1	XP_001689392.2
OG0002157	XP_015190456.1	XP_315692.4
OG0002158	XP_015174029.1	XP_309519.4
OG0002159	XP_015171334.1	XP_553983.1
OG0002160	XP_015191435.1	XP_311416.4
OG0002163	XP_015180901.1, XP_015180900.1	XP_555234.3
OG0002164	XP_015185447.1	XP_321358.5
OG0002165	XP_015185989.1, XP_015185990.1	XP_317301.3
OG0002166	XP_015179018.1, XP_015179022.1	XP_001688407.2
OG0002167	XP_015182466.1	XP_003436986.1, XP_003436987.1, XP_310681.3
OG0002168	XP_015184038.1	XP_320767.3
OG0002169	XP_015187786.1	XP_310382.7
OG0002170	XP_015176567.1	XP_321119.5
OG0002171	XP_015179242.1	XP_319754.4
OG0002172	XP_015182247.1	XP_317137.3
OG0002173	XP_015189626.1, XP_015189290.1	XP_309092.4, XP_001688165.1, XP_309091.4
