Orthogroup	Habropoda_laboriosa	Megachile_rotundata
OG0001693	XP_017790529.1	XP_003707492.1
OG0001694	XP_017792227.1	XP_012140134.1, XP_012140131.1
OG0001695	XP_017795679.1	XP_012137790.1, XP_003702120.1
OG0001696	XP_017794068.1	XP_012150497.1, XP_003707519.1
OG0001697	XP_017799607.1	XP_012139324.1
OG0001698	XP_017791241.1	XP_012144745.1
OG0001699	XP_017796136.1	XP_003704719.2
OG0001699	XP_017795030.1	XP_003702572.1
OG0001700	XP_017789989.1	XP_012149135.1
OG0001701	XP_017791955.1	XP_003706987.1, XP_012148952.1
OG0001703	XP_017795451.1, XP_017795452.1, XP_017795453.1	XP_012149143.1
OG0001704	XP_017792955.1	XP_012154460.1
OG0001705	XP_017797539.1	XP_012135309.1
OG0001706	XP_017793374.1	XP_012146446.1
OG0001707	XP_017792420.1	XP_012134593.1, XP_003700663.1
OG0001708	XP_017788905.1	XP_012142974.1
OG0001709	XP_017789861.1	XP_003704394.1
OG0001710	XP_017791301.1	XP_012143073.1
OG0001711	XP_017789844.1	XP_012140448.1, XP_012140449.1
OG0001712	XP_017789859.1	XP_012140447.1, XP_003703168.1
OG0001713	XP_017794692.1	XP_012147291.1
OG0001714	XP_017797737.1	XP_012152615.1
OG0001716	XP_017794696.1	XP_003701926.1
OG0001717	XP_017798494.1	XP_012139791.1, XP_012139790.1, XP_012139792.1
OG0001718	XP_017787691.1, XP_017787693.1	XP_012153871.1
OG0001719	XP_017796630.1, XP_017796629.1	XP_012143897.1, XP_012143894.1, XP_012143896.1
OG0001720	XP_017799439.1, XP_017799445.1	XP_003701439.1
OG0001721	XP_017798441.1	XP_012154144.1
OG0001723	XP_017792305.1	XP_012137925.1, XP_012137926.1, XP_012137924.1
OG0001725	XP_017793187.1	XP_003705788.2
OG0001726	XP_017796445.1	XP_003701589.1
OG0001727	XP_017796436.1	XP_012136385.1, XP_012136386.1
OG0001728	XP_017792702.1	XP_003701851.1
OG0001729	XP_017796440.1	XP_012136377.1
OG0001730	XP_017797916.1	XP_012136731.1, XP_012136730.1, XP_012136732.1
OG0001731	XP_017796452.1	XP_012136615.1
OG0001732	XP_017789391.1	XP_012152274.1, XP_003708162.1
OG0001733	XP_017789306.1	XP_012152183.1, XP_012152182.1
OG0001734	XP_017796159.1	XP_012147195.1
OG0001735	XP_017798991.1	XP_012141653.1, XP_012141654.1, XP_012141655.1, XP_012141656.1
OG0001736	XP_017788269.1	XP_012146567.1, XP_012146574.1, XP_012146566.1
OG0001737	XP_017796052.1	XP_012134954.1
OG0001738	XP_017798072.1	XP_012147456.1
OG0001739	XP_017796891.1	XP_003703061.1
OG0001740	XP_017787938.1	XP_012141933.1, XP_012141932.1
OG0001741	XP_017796312.1	XP_012134987.1
OG0001742	XP_017790367.1	XP_012135316.1, XP_012135315.1
OG0001743	XP_017797284.1	XP_012139955.1, XP_012139959.1, XP_012139957.1
OG0001744	XP_017796906.1, XP_017796904.1, XP_017796905.1	XP_003704435.1, XP_012143182.1, XP_012143183.1
OG0001745	XP_017794883.1	XP_012145126.1, XP_003705223.2
OG0001746	XP_017795504.1	XP_012145155.1
OG0001747	XP_017794875.1	XP_003704098.1
OG0001748	XP_017792208.1	XP_012149995.1, XP_003707472.1
OG0001749	XP_017795591.1	XP_012154056.1
OG0001750	XP_017793581.1	XP_012141244.1
OG0001750	XP_017793580.1	XP_012151861.1
OG0001751	XP_017793701.1, XP_017793700.1	XP_003707287.1
OG0001752	XP_017788551.1, XP_017788552.1	XP_012144919.1
OG0001753	XP_017796008.1	XP_003701865.1
OG0001754	XP_017789010.1	XP_003705854.1, XP_012146689.1
OG0001755	XP_017796895.1	XP_012138994.1
OG0001756	XP_017797441.1	XP_012139208.1
OG0001757	XP_017797577.1	XP_012140780.1
OG0001758	XP_017792075.1	XP_003702157.1
OG0001759	XP_017787791.1, XP_017787789.1	XP_012144041.1, XP_003704785.1
OG0001760	XP_017788539.1	XP_012143294.1, XP_012143293.1
OG0001761	XP_017795498.1	XP_012145345.1
OG0001762	XP_017791249.1	XP_012144760.1
OG0001763	XP_017790500.1	XP_003707483.1, XP_012150389.1
OG0001764	XP_017790020.1	XP_012141282.1
OG0001765	XP_017797846.1	XP_012153751.1, XP_012153750.1, XP_012153748.1, XP_012153749.1, XP_012153752.1
OG0001766	XP_017799592.1	XP_003702485.1
OG0001767	XP_017788574.1	XP_012137524.1
OG0001768	XP_017797670.1	XP_012144107.1, XP_012144112.1
OG0001769	XP_017795220.1, XP_017788555.1	XP_012143520.1
OG0001770	XP_017790226.1	XP_012148506.1
OG0001771	XP_017790141.1	XP_003700757.1
OG0001772	XP_017795430.1	XP_012149161.1, XP_012149162.1
OG0001773	XP_017789814.1	XP_012150977.1
OG0001774	XP_017790145.1	XP_003702003.1
OG0001775	XP_017790046.1	XP_003706896.1
OG0001776	XP_017793885.1	XP_003699749.1
OG0001777	XP_017790315.1	XP_012146023.1
OG0001778	XP_017798967.1	XP_003708014.1, XP_012151788.1, XP_012151789.1
OG0001779	XP_017792519.1	XP_012145289.1
OG0001780	XP_017793335.1	XP_012135251.1
OG0001781	XP_017793312.1	XP_012138642.1, XP_012138641.1, XP_003702450.1, XP_012138640.1
OG0001782	XP_017794317.1	XP_012153011.1
OG0001783	XP_017795568.1	XP_012134521.1
OG0001784	XP_017789587.1	XP_012141587.1
OG0001785	XP_017791491.1	XP_012153029.1
OG0001786	XP_017796296.1, XP_017796295.1, XP_017796297.1	XP_003704160.1, XP_003704145.1
OG0001787	XP_017788709.1	XP_012143120.1
OG0001788	XP_017788830.1	XP_012142716.1
OG0001789	XP_017788704.1	XP_012142927.1
OG0001790	XP_017795765.1	XP_012143048.1
OG0001791	XP_017788884.1	XP_012142896.1
OG0001792	XP_017789851.1, XP_017789850.1	XP_003703167.2
OG0001793	XP_017799304.1	XP_012141701.1, XP_012141700.1, XP_012141699.1, XP_003703880.2
OG0001794	XP_017797709.1	XP_012152509.1, XP_012152510.1
OG0001795	XP_017794707.1	XP_012137441.1
OG0001797	XP_017794627.1	XP_012137541.1
OG0001798	XP_017788038.1	XP_012139801.1
OG0001799	XP_017798655.1	XP_012139338.1, XP_012139339.1, XP_012139340.1, XP_003702874.1
OG0001800	XP_017788007.1	XP_012149609.1
OG0001801	XP_017787986.1	XP_012139350.1
OG0001802	XP_017797534.1	XP_012147062.1, XP_003706041.1
OG0001803	XP_017795889.1, XP_017795888.1	XP_012136267.1
OG0001804	XP_017795885.1	XP_012136276.1, XP_003701438.1
OG0001805	XP_017795882.1	XP_012136264.1
OG0001807	XP_017793103.1	XP_012147745.1, XP_012147746.1, XP_012147747.1, XP_012147748.1
OG0001808	XP_017799022.1	XP_012145799.1
OG0001808	XP_017799034.1	XP_003705494.1
OG0001809	XP_017796299.1, XP_017796300.1	XP_012140632.1, XP_012140627.1, XP_012140644.1, XP_012140638.1
OG0001810	XP_017798319.1	XP_012154349.1
OG0001811	XP_017788288.1	XP_003705043.1
OG0001812	XP_017791004.1	XP_003704801.1
OG0001813	XP_017792062.1	XP_012143834.1
OG0001814	XP_017797838.1	XP_012148051.1, XP_012148050.1, XP_012148049.1
OG0001815	XP_017787605.1	XP_003707159.2
OG0001816	XP_017795289.1, XP_017795290.1	XP_012150462.1
OG0001817	XP_017796528.1	XP_003701489.1
OG0001818	XP_017788104.1, XP_017788105.1	XP_012147210.1, XP_012147211.1, XP_012147212.1, XP_003706073.1
OG0001819	XP_017799356.1	XP_012141408.1
OG0001820	XP_017787782.1	XP_003708567.1
OG0001821	XP_017796938.1	XP_012138993.1, XP_003702606.2
OG0001822	XP_017790835.1	XP_003706921.1
OG0001823	XP_017793818.1	XP_003704901.1
OG0001824	XP_017798167.1, XP_017798168.1	XP_003708455.1
OG0001825	XP_017796059.1	XP_003701885.1
OG0001826	XP_017790653.1	XP_012150271.1
OG0001827	XP_017789061.1	XP_003703257.1, XP_012140624.1
OG0001828	XP_017795522.1	XP_012140136.1, XP_003699574.1, XP_012140128.1
OG0001829	XP_017789340.1	XP_012146265.1
OG0001830	XP_017798718.1	XP_003708355.1
OG0001831	XP_017793560.1	XP_003706011.1
OG0001832	XP_017797639.1	XP_003703301.1, XP_012140779.1, XP_012140777.1, XP_012140778.1
OG0001833	XP_017790103.1	XP_012136009.1
OG0001834	XP_017788148.1	XP_003706122.1, XP_012147323.1
OG0001835	XP_017798434.1	XP_003700541.1
OG0001836	XP_017792828.1	XP_012148696.1
OG0001837	XP_017791635.1	XP_003702397.1
OG0001838	XP_017791815.1	XP_003706848.1
OG0001839	XP_017793069.1	XP_003699269.1
OG0001840	XP_017792804.1	XP_003700427.1
OG0001841	XP_017788251.1	XP_012146223.1, XP_003705622.1
OG0001842	XP_017790993.1	XP_012143477.1, XP_012143478.1, XP_012143476.1, XP_003704537.1
OG0001843	XP_017787708.1, XP_017787707.1	XP_012153923.1
OG0001844	XP_017790127.1	XP_012134906.1
OG0001845	XP_017793582.1	XP_012145444.1
OG0001846	XP_017790398.1	XP_003707475.1
OG0001847	XP_017790229.1	XP_012146115.1
OG0001848	XP_017794846.1	XP_012145484.1, XP_003705385.2
OG0001849	XP_017795212.1	XP_003705894.1
OG0001850	XP_017789792.1	XP_012148092.1, XP_003706512.1
OG0001851	XP_017798501.1	XP_012152538.1, XP_003708344.1
OG0001852	XP_017795779.1, XP_017795777.1, XP_017795778.1	XP_003704407.1
OG0001853	XP_017788346.1	XP_012148447.1, XP_012148448.1, XP_003706666.1
OG0001854	XP_017790515.1	XP_003705322.1
OG0001855	XP_017799253.1	XP_012141783.1, XP_003703745.1
OG0001856	XP_017798747.1	XP_012135528.1, XP_003701093.1
OG0001857	XP_017798029.1	XP_012148011.1, XP_012148010.1, XP_012148009.1
OG0001858	XP_017799264.1	XP_003707907.1
OG0001859	XP_017791722.1	XP_003703967.1
OG0001860	XP_017794488.1	XP_003706250.1
OG0001861	XP_017791182.1	XP_012135975.1, XP_012135974.1, XP_003701180.1
OG0001862	XP_017795832.1	XP_003703240.1
OG0001863	XP_017797295.1	XP_003706047.1
OG0001864	XP_017790279.1, XP_017790297.1, XP_017790288.1	XP_003707071.1, XP_012149296.1
OG0001865	XP_017796899.1	XP_003702592.1
OG0001866	XP_017798394.1	XP_012154204.1
OG0001867	XP_017795865.1, XP_017797110.1	XP_012134914.1
OG0001868	XP_017787601.1	XP_003700674.1
OG0001869	XP_017791558.1	XP_012149081.1, XP_003706852.1, XP_012149080.1
OG0001870	XP_017791093.1	XP_012150850.1
OG0001871	XP_017798033.1	XP_012146273.1
OG0001872	XP_017787964.1, XP_017787967.1	XP_012147949.1
OG0001873	XP_017788916.1	XP_003705015.1
OG0001874	XP_017787863.1	XP_003702144.1, XP_012137893.1
OG0001875	XP_017789918.1	XP_003703581.1
OG0001876	XP_017792661.1	XP_012145304.1
OG0001878	XP_017792498.1	XP_012146253.1
OG0001879	XP_017795125.1	XP_012150719.1
OG0001880	XP_017789610.1	XP_012149116.1, XP_012149113.1, XP_012149114.1
OG0001881	XP_017792758.1	XP_012145942.1, XP_012145941.1
OG0001884	XP_017791460.1	XP_012138746.1, XP_012152732.1
OG0001887	XP_017794736.1	XP_012137468.1
OG0001888	XP_017793954.1	XP_012143594.1, XP_012143595.1
OG0001890	XP_017795871.1	XP_003706755.2, XP_012148644.1, XP_012148643.1, XP_012148642.1, XP_012149906.1
OG0001893	XP_017791156.1	XP_012139009.1, XP_003707560.1
OG0001894	XP_017787722.1	XP_003702707.2
OG0001895	XP_017794633.1	XP_012137477.1
OG0001896	XP_017789235.1	XP_012154393.1
OG0001898	XP_017793652.1, XP_017793653.1	XP_012153499.1
OG0001899	XP_017789944.1	XP_003701289.1
OG0001901	XP_017796432.1, XP_017797084.1	XP_012136419.1
OG0001902	XP_017798646.1	XP_003699830.1
OG0001903	XP_017794499.1	XP_012145291.1, XP_003705289.2
OG0001904	XP_017788387.1	XP_012136521.1
OG0001905	XP_017798436.1	XP_012154358.1
OG0001906	XP_017793894.1	XP_003706884.1
OG0001907	XP_017795090.1	XP_012144239.1, XP_003704823.1
OG0001908	XP_017796501.1	XP_012136401.1
OG0001909	XP_017793306.1	XP_003701782.1
OG0001910	XP_017790932.1	XP_003706843.1
OG0001911	XP_017789286.1	XP_012151125.1, XP_012151126.1
OG0001912	XP_017794419.1, XP_017798902.1	XP_012141061.1, XP_003703442.2
OG0001913	XP_017788249.1	XP_003707665.1
OG0001914	XP_017792308.1	XP_012138014.1, XP_012138011.1, XP_012138012.1, XP_012138015.1
OG0001915	XP_017794565.1	XP_012147907.1, XP_003706357.1
OG0001916	XP_017791906.1	XP_012153918.1, XP_003699182.1
OG0001917	XP_017787979.1	XP_003707126.1, XP_012149621.1
OG0001918	XP_017799550.1	XP_003702492.1
OG0001919	XP_017797752.1	XP_003708269.1
OG0001920	XP_017795373.1	XP_003703759.1
OG0001921	XP_017797878.1	XP_003706347.1
OG0001922	XP_017795875.1	XP_003708621.1, XP_012153426.1
OG0001923	XP_017794861.1	XP_003705368.1
OG0001924	XP_017788252.1	XP_003706604.1
OG0001925	XP_017787430.1	XP_012135906.1, XP_012135907.1
OG0001926	XP_017794622.1	XP_012137554.1
OG0001927	XP_017790560.1	XP_003702232.1
OG0001928	XP_017790642.1	XP_003707355.1, XP_012150319.1
OG0001929	XP_017794446.1	XP_012135137.1
OG0001930	XP_017795990.1	XP_012145179.1, XP_012145181.1
OG0001931	XP_017798340.1	XP_003700521.2
OG0001932	XP_017799030.1	XP_003707918.2
OG0001933	XP_017790744.1, XP_017790743.1	XP_003702678.1
OG0001934	XP_017798036.1	XP_003705315.1, XP_012145347.1
OG0001935	XP_017791026.1	XP_012146335.1, XP_012146331.1, XP_012146333.1, XP_012146332.1, XP_012146334.1, XP_003705717.1
OG0001936	XP_017789724.1, XP_017789731.1	XP_012143623.1, XP_012143618.1
OG0001937	XP_017796512.1	XP_003701488.1
OG0001939	XP_017794898.1	XP_012145492.1
OG0001940	XP_017798181.1	XP_003699454.1
OG0001941	XP_017792555.1	XP_012146034.1
OG0001942	XP_017789346.1	XP_012152312.1
OG0001943	XP_017794219.1	XP_012141215.1
OG0001944	XP_017797701.1	XP_012144555.1
OG0001945	XP_017789819.1	XP_003701080.1
OG0001946	XP_017795984.1	XP_012142088.1, XP_012142089.1
OG0001947	XP_017794193.1	XP_012153061.1, XP_012153060.1, XP_003708523.1
OG0001948	XP_017796716.1	XP_012146960.1
OG0001949	XP_017796607.1	XP_003708651.1
OG0001950	XP_017795974.1	XP_012138427.1, XP_003702262.1
OG0001951	XP_017789000.1	XP_012142921.1, XP_012142923.1, XP_012142924.1
OG0001952	XP_017789873.1	XP_012143013.1, XP_003704257.1
OG0001953	XP_017795946.1	XP_003700872.1
OG0001954	XP_017797373.1	XP_012140523.1
OG0001955	XP_017798538.1	XP_003702750.1
OG0001956	XP_017792038.1	XP_003702199.1
OG0001957	XP_017790438.1	XP_003701984.1
OG0001958	XP_017797223.1	XP_012139945.1, XP_003703040.2
OG0001959	XP_017796284.1	XP_012148530.1, XP_003706737.1
OG0001960	XP_017787909.1	XP_003705438.2
OG0001961	XP_017788778.1	XP_003704176.1, XP_012142756.1
OG0001962	XP_017799510.1, XP_017799508.1	XP_003702494.1, XP_012138827.1
OG0001963	XP_017787591.1	XP_003699619.1
OG0001964	XP_017790177.1	XP_003699726.1
OG0001965	XP_017789920.1	XP_012146117.1
OG0001966	XP_017789044.1	XP_012140646.1
OG0001968	XP_017795023.1	XP_012138618.1, XP_012138619.1, XP_003702437.1
OG0001969	XP_017794073.1	XP_003701189.2
OG0001970	XP_017795926.1	XP_003700909.2
OG0001971	XP_017797692.1, XP_017789558.1	XP_003702977.1
OG0001972	XP_017792953.1	XP_012154459.1
OG0001973	XP_017790804.1	XP_003702689.1
OG0001974	XP_017792247.1	XP_003706626.1
OG0001975	XP_017789047.1	XP_003703356.1
OG0001976	XP_017799280.1	XP_003708028.1
OG0001977	XP_017789308.1	XP_012152230.1
OG0001978	XP_017797187.1	XP_012147591.1
OG0001979	XP_017792068.1	XP_003702396.1
OG0001980	XP_017792032.1	XP_012138158.1
OG0001981	XP_017787836.1	XP_003704631.1
OG0001982	XP_017797821.1	XP_012139841.1
OG0001983	XP_017795097.1	XP_012146985.1, XP_012146978.1
OG0001984	XP_017792637.1	XP_012138452.1
OG0001985	XP_017798469.1	XP_012154128.1
OG0001986	XP_017798333.1	XP_012154107.1
OG0001987	XP_017798437.1	XP_012154189.1
OG0001988	XP_017798439.1	XP_012154197.1
OG0001989	XP_017798403.1	XP_012154202.1, XP_012154201.1, XP_003700492.1
OG0001990	XP_017788763.1	XP_012142634.1
OG0001991	XP_017788816.1	XP_012142928.1
OG0001992	XP_017788754.1	XP_012142705.1
OG0001993	XP_017788858.1	XP_012142706.1, XP_012142709.1
OG0001994	XP_017795281.1	XP_012147598.1
OG0001995	XP_017792547.1	XP_012145988.1, XP_003705571.1
OG0001996	XP_017794207.1	XP_012141181.1
OG0001997	XP_017793687.1	XP_012141197.1
OG0001998	XP_017789477.1, XP_017789476.1	XP_003699896.1, XP_012146534.1
OG0001999	XP_017788805.1	XP_012142824.1, XP_012142825.1, XP_012142822.1, XP_012142823.1
OG0002000	XP_017788714.1	XP_012142835.1
OG0002001	XP_017791070.1	XP_012144007.1
OG0002002	XP_017797869.1	XP_012153792.1, XP_012153791.1, XP_012153789.1, XP_012153790.1
OG0002003	XP_017797234.1	XP_012136630.1, XP_012136617.1
OG0002004	XP_017790222.1	XP_012141405.1, XP_012141397.1
OG0002005	XP_017791185.1	XP_003701179.2
OG0002006	XP_017791181.1	XP_003705075.1
OG0002007	XP_017793860.1	XP_003699753.1
OG0002008	XP_017787915.1	XP_012147678.1
OG0002009	XP_017793551.1	XP_012146869.1
OG0002010	XP_017793547.1	XP_003699643.1, XP_012142280.1
OG0002011	XP_017790511.1	XP_003707487.1
OG0002012	XP_017788155.1	XP_003706067.2
OG0002013	XP_017794723.1	XP_012137429.1
OG0002014	XP_017788789.1	XP_012142965.1, XP_003704238.1
OG0002016	XP_017796939.1	XP_012139996.1
OG0002017	XP_017787419.1	XP_003701397.1
OG0002018	XP_017788131.1	XP_003708230.1
OG0002019	XP_017793300.1	XP_012141209.1
OG0002020	XP_017791180.1	XP_012150854.1
OG0002021	XP_017795376.1	XP_003700052.1
OG0002022	XP_017787359.1	XP_012150166.1, XP_003699997.2
OG0002023	XP_017790152.1	XP_012140042.1
OG0002024	XP_017796009.1	XP_003701880.2
OG0002025	XP_017789787.1	XP_003700381.2
OG0002026	XP_017789096.1	XP_012140693.1
OG0002027	XP_017797902.1	XP_012148217.1
OG0002028	XP_017793225.1	XP_003705771.1
OG0002029	XP_017787954.1	XP_003703901.1
OG0002030	XP_017793238.1	XP_003705786.1
OG0002031	XP_017792154.1	XP_012148756.1, XP_012148757.1, XP_003706944.2
OG0002032	XP_017792271.1	XP_012148810.1
OG0002033	XP_017795434.1, XP_017795435.1	XP_003699727.1
OG0002034	XP_017795479.1	XP_003699788.1
OG0002035	XP_017795438.1	XP_012135489.1, XP_012135484.1
OG0002036	XP_017797782.1	XP_012152645.1
OG0002037	XP_017787659.1	XP_003707176.1
OG0002038	XP_017787636.1	XP_003704683.1
OG0002039	XP_017790915.1	XP_012147584.1
OG0002040	XP_017791859.1	XP_012153351.1
OG0002041	XP_017791787.1	XP_003704775.1
OG0002042	XP_017796603.1	XP_012146945.1
OG0002043	XP_017792956.1	XP_003699214.1, XP_012140363.1
OG0002044	XP_017791121.1	XP_012144859.1, XP_012144865.1
OG0002045	XP_017791244.1	XP_003705129.1, XP_012144856.1, XP_012144857.1
OG0002046	XP_017798899.1	XP_012141045.1
OG0002047	XP_017789446.1	XP_012145902.1, XP_012145916.1, XP_012145910.1
OG0002048	XP_017796163.1	XP_003704028.2, XP_012142199.1
OG0002049	XP_017797476.1	XP_012146711.1, XP_012146712.1, XP_012146713.1, XP_012146714.1
OG0002050	XP_017796090.1	XP_012145652.1
OG0002051	XP_017796022.1, XP_017796021.1	XP_012145208.1
OG0002052	XP_017787806.1	XP_003704800.1, XP_012144068.1
OG0002053	XP_017790267.1	XP_003702455.1
OG0002054	XP_017789535.1	XP_012149111.1, XP_012149112.1, XP_012149110.1
OG0002055	XP_017794071.1, XP_017794072.1	XP_012150482.1, XP_012150484.1, XP_003707511.1, XP_012150483.1
OG0002056	XP_017793964.1	XP_012135966.1
OG0002057	XP_017787436.1, XP_017787437.1	XP_012135961.1
OG0002058	XP_017787415.1	XP_012135997.1
OG0002059	XP_017794005.1, XP_017794010.1, XP_017794008.1, XP_017794009.1, XP_017794007.1	XP_003701212.1
OG0002060	XP_017793658.1	XP_003705210.1
OG0002061	XP_017798715.1	XP_012139390.1
OG0002062	XP_017798610.1	XP_003702834.1
OG0002063	XP_017795759.1	XP_012143033.1
OG0002064	XP_017792470.1	XP_003704989.1, XP_012144450.1
OG0002065	XP_017789009.1	XP_012146691.1
OG0002066	XP_017789161.1	XP_003705873.1
OG0002067	XP_017797601.1	XP_012145704.1
OG0002068	XP_017791658.1	XP_003702400.1
OG0002069	XP_017791615.1	XP_012149050.1
OG0002070	XP_017798776.1	XP_012144714.1
OG0002071	XP_017798520.1	XP_012139878.1, XP_012139579.1
OG0002072	XP_017789480.1	XP_003707083.1, XP_012149366.1, XP_012149365.1
OG0002073	XP_017792104.1	XP_012135433.1, XP_003701057.2
OG0002075	XP_017793445.1	XP_003705738.2
OG0002076	XP_017793353.1	XP_003699365.1
OG0002077	XP_017798139.1, XP_017798140.1	XP_003706178.1
OG0002078	XP_017796992.1	XP_012137784.1
OG0002079	XP_017791191.1	XP_003707564.1
OG0002080	XP_017799519.1	XP_012150811.1, XP_012150812.1, XP_003707609.1, XP_012150810.1
OG0002081	XP_017788522.1	XP_003699537.1
OG0002082	XP_017790783.1	XP_012153959.1
OG0002083	XP_017790648.1	XP_003702679.1
OG0002084	XP_017790735.1	XP_003707347.1
OG0002085	XP_017790488.1	XP_003702283.2
OG0002087	XP_017795617.1	XP_012137740.1, XP_003702052.1
OG0002088	XP_017787870.1	XP_003703077.1
OG0002089	XP_017798030.1	XP_012145872.1, XP_012145862.1, XP_012145873.1
OG0002090	XP_017794147.1	XP_003703116.1
OG0002091	XP_017794281.1	XP_012140232.1
OG0002092	XP_017794145.1	XP_012140222.1
OG0002093	XP_017794240.1	XP_003708512.2
OG0002094	XP_017796421.1	XP_012136661.1, XP_012136660.1
OG0002095	XP_017788701.1	XP_003702306.1
OG0002096	XP_017798557.1	XP_012138372.1
OG0002097	XP_017788267.1	XP_003702320.2
OG0002098	XP_017790165.1	XP_003701281.1
OG0002099	XP_017798179.1	XP_003708393.1
OG0002100	XP_017798282.1	XP_012152948.1
OG0002101	XP_017798284.1	XP_003706157.1
OG0002102	XP_017794894.1	XP_003704106.2, XP_012142484.1
OG0002103	XP_017792341.1	XP_003706589.1
OG0002104	XP_017797998.1	XP_012145883.1
OG0002105	XP_017792369.1	XP_003702033.1, XP_012137945.1
OG0002106	XP_017793002.1	XP_012151270.1, XP_012151275.1
OG0002107	XP_017793088.1	XP_003699304.1, XP_012145485.1
OG0002108	XP_017795191.1	XP_012147327.1
OG0002109	XP_017799181.1	XP_012151435.1
OG0002110	XP_017799255.1	XP_003708003.1
OG0002111	XP_017788523.1, XP_017792107.1	XP_012140025.1
OG0002112	XP_017797526.1	XP_012148399.1, XP_003706648.1, XP_012148398.1
OG0002113	XP_017789181.1	XP_012140674.1, XP_012140675.1, XP_012140676.1
OG0002114	XP_017787647.1, XP_017787648.1	XP_003706423.2
OG0002115	XP_017796975.1	XP_012147156.1
OG0002116	XP_017792658.1	XP_012142307.1
OG0002117	XP_017788514.1	XP_012148065.1, XP_012148063.1, XP_012148064.1, XP_012148068.1, XP_012148067.1
OG0002118	XP_017797436.1	XP_003701857.2
OG0002119	XP_017797384.1	XP_003701839.2
OG0002120	XP_017797417.1	XP_003707196.1
OG0002122	XP_017796154.1	XP_012142382.1
OG0002123	XP_017797843.1	XP_012148240.1
OG0002124	XP_017788236.1	XP_012136913.1
OG0002126	XP_017789365.1	XP_012145927.1
OG0002127	XP_017787949.1	XP_012148573.1
OG0002128	XP_017798153.1	XP_003706213.1
OG0002129	XP_017793790.1	XP_012151361.1
